Orthogroup	NEMVE	CAEEL
OG0003086	NEMVE13691	CAEEL18437
OG0003086	NEMVE01170, NEMVE01723	CAEEL13186, CAEEL17050, CAEEL13185, CAEEL13183
OG0003104	NEMVE05338	CAEEL07227
OG0003105	NEMVE20895, NEMVE14871, NEMVE08962	CAEEL00818
OG0003106	NEMVE13367	CAEEL16128
OG0003107	NEMVE04878	CAEEL20421, CAEEL01359
OG0003108	NEMVE21879	CAEEL04120
OG0003110	NEMVE22391	CAEEL17888
OG0003111	NEMVE01120, NEMVE09389, NEMVE22410	CAEEL01566
OG0003112	NEMVE05734	CAEEL12136
OG0003113	NEMVE14843	CAEEL16673, CAEEL01071
OG0003114	NEMVE14366, NEMVE00009, NEMVE13168, NEMVE12974, NEMVE03951	CAEEL15726
OG0003115	NEMVE00301	CAEEL00022
OG0003116	NEMVE13077	CAEEL07734
OG0003118	NEMVE06986	CAEEL08193, CAEEL08192
OG0003119	NEMVE25471	CAEEL16382
OG0003121	NEMVE06066	CAEEL00414
OG0003124	NEMVE07294	CAEEL07676
OG0003126	NEMVE22974	CAEEL04789, CAEEL04979
OG0003127	NEMVE12496, NEMVE08595	CAEEL15413
OG0003128	NEMVE24270	CAEEL04713
OG0003129	NEMVE13080, NEMVE11504	CAEEL06414, CAEEL06415
OG0003130	NEMVE01488, NEMVE21603	CAEEL08052
OG0003131	NEMVE22604	CAEEL08023
OG0003132	NEMVE18843	CAEEL15119
OG0003135	NEMVE14450	CAEEL06639, CAEEL06638
OG0003136	NEMVE18312	CAEEL10810
OG0003141	NEMVE13946	CAEEL03719, CAEEL03720
OG0003142	NEMVE18327	CAEEL00482
OG0003143	NEMVE19688	CAEEL11409
OG0003144	NEMVE13803	CAEEL01625
OG0003145	NEMVE00755, NEMVE22594, NEMVE14437	CAEEL05190
OG0003146	NEMVE21927	CAEEL20170
OG0003147	NEMVE02983	CAEEL17136, CAEEL18421
OG0003148	NEMVE09246	CAEEL16560
OG0003149	NEMVE13799	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530
OG0003150	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919	CAEEL11024
OG0003151	NEMVE16806, NEMVE23231	CAEEL04570, CAEEL14681, CAEEL04711
OG0003153	NEMVE14674	CAEEL07561
OG0003154	NEMVE25099	CAEEL15184
OG0003156	NEMVE21986	CAEEL00516
OG0003157	NEMVE04632	CAEEL07518, CAEEL07519
OG0003158	NEMVE04924	CAEEL08310
OG0003160	NEMVE13326	CAEEL18381, CAEEL02061
OG0003161	NEMVE04772	CAEEL15582, CAEEL20219
OG0003164	NEMVE17247	CAEEL08130
OG0003169	NEMVE23426	CAEEL11868
OG0003171	NEMVE00958	CAEEL08054
OG0003172	NEMVE13880	CAEEL06299
OG0003173	NEMVE25437	CAEEL09228
OG0003174	NEMVE00181, NEMVE14667	CAEEL11561
OG0003176	NEMVE05784, NEMVE14676	CAEEL02038
OG0003177	NEMVE21516	CAEEL19619
OG0003178	NEMVE05084	CAEEL14891
OG0003179	NEMVE14494, NEMVE20675	CAEEL12173
OG0003181	NEMVE09804	CAEEL11684
OG0003182	NEMVE14953	CAEEL01167
OG0003184	NEMVE14706	CAEEL10967
OG0003185	NEMVE11278	CAEEL04813
OG0003187	NEMVE20444, NEMVE23086	CAEEL16181
OG0003188	NEMVE13336	CAEEL00953
OG0003189	NEMVE07613	CAEEL04624
OG0003191	NEMVE13976	CAEEL09839
OG0003193	NEMVE09272	CAEEL17615
OG0003197	NEMVE09274	CAEEL11467
OG0003199	NEMVE25466	CAEEL11688
OG0003202	NEMVE08285	CAEEL12123
OG0003203	NEMVE23504	CAEEL08247
OG0003206	NEMVE13786	CAEEL08436
OG0003207	NEMVE13760	CAEEL11116
OG0003210	NEMVE12348	CAEEL11876
OG0003212	NEMVE08610	CAEEL11323
OG0003213	NEMVE20699, NEMVE15231, NEMVE07326, NEMVE05132, NEMVE04700, NEMVE04710, NEMVE08152, NEMVE07683, NEMVE06438, NEMVE09861, NEMVE25336	CAEEL18737
OG0003214	NEMVE19887	CAEEL08551
OG0003215	NEMVE05074	CAEEL02895
OG0003217	NEMVE25774	CAEEL06035, CAEEL06032
OG0003218	NEMVE06170	CAEEL08847
OG0003219	NEMVE24114	CAEEL16215
OG0003221	NEMVE24005	CAEEL00088
OG0003223	NEMVE13687	CAEEL00485
OG0003224	NEMVE07475	CAEEL05675
OG0003225	NEMVE14015	CAEEL04615, CAEEL20133
OG0003226	NEMVE20833, NEMVE10372, NEMVE19663	CAEEL04904, CAEEL04903
OG0003227	NEMVE10942	CAEEL01213
OG0003228	NEMVE06914	CAEEL14683
OG0003230	NEMVE21692	CAEEL06311
OG0003231	NEMVE13764	CAEEL02077
OG0003235	NEMVE11954, NEMVE22173	CAEEL11765
OG0003236	NEMVE24262	CAEEL15067, CAEEL07719
OG0003251	NEMVE01548	CAEEL01743
OG0003252	NEMVE13979	CAEEL19657, CAEEL14287
OG0003254	NEMVE05092	CAEEL15715
OG0003255	NEMVE09782	CAEEL01327
OG0003257	NEMVE12072, NEMVE13838	CAEEL04888
OG0003258	NEMVE07151	CAEEL04539
OG0003263	NEMVE22513	CAEEL12235
OG0003266	NEMVE14097	CAEEL05061
OG0003267	NEMVE16965	CAEEL11406
OG0003268	NEMVE11716, NEMVE22429	CAEEL00711
OG0003269	NEMVE24476	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993
OG0003270	NEMVE21786	CAEEL17531, CAEEL17532, CAEEL07171
OG0003272	NEMVE06426	CAEEL19188, CAEEL20088
OG0003273	NEMVE13710	CAEEL08538
OG0003276	NEMVE23236	CAEEL05343
OG0003277	NEMVE24088	CAEEL10684
OG0003279	NEMVE14441	CAEEL09246
OG0003281	NEMVE23592	CAEEL19540
OG0003283	NEMVE00381, NEMVE23430	CAEEL10540
OG0003284	NEMVE16097, NEMVE21149	CAEEL20144
OG0003286	NEMVE10573	CAEEL11061
OG0003287	NEMVE08529	CAEEL09759
OG0003288	NEMVE04690, NEMVE13954	CAEEL07836
OG0003290	NEMVE01103	CAEEL07995, CAEEL07996
OG0003291	NEMVE10692, NEMVE20230	CAEEL07282
OG0003293	NEMVE04909, NEMVE20380	CAEEL09078
OG0003296	NEMVE22460	CAEEL07972
OG0003297	NEMVE11100	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	NEMVE04703	CAEEL00404
OG0003301	NEMVE21850, NEMVE21705	CAEEL11183
OG0003302	NEMVE13748, NEMVE24532	CAEEL11405
OG0003303	NEMVE22702, NEMVE04361	CAEEL08080
OG0003305	NEMVE13992	CAEEL04396
OG0003306	NEMVE24655	CAEEL11131
OG0003309	NEMVE14486	CAEEL07134
OG0003311	NEMVE17780	CAEEL06729
OG0003316	NEMVE07618	CAEEL06426
OG0003317	NEMVE05254, NEMVE21332	CAEEL11191
OG0003318	NEMVE22763	CAEEL00777
OG0003319	NEMVE09347	CAEEL00055
OG0003320	NEMVE13147	CAEEL05307
OG0003325	NEMVE07678	CAEEL11598
OG0003327	NEMVE06800	CAEEL15863
OG0003328	NEMVE14055	CAEEL07600, CAEEL14983, CAEEL18520
OG0003330	NEMVE17547	CAEEL02745
OG0003331	NEMVE24492	CAEEL07758
OG0003332	NEMVE25694	CAEEL15994, CAEEL15100
OG0003333	NEMVE00058	CAEEL05869
OG0003335	NEMVE01928, NEMVE19241	CAEEL06219
OG0003336	NEMVE06507	CAEEL18158
OG0003337	NEMVE13578	CAEEL05608
OG0003338	NEMVE06602	CAEEL07554
OG0003340	NEMVE15762, NEMVE20934	CAEEL05767
OG0003341	NEMVE01952	CAEEL15411
OG0003343	NEMVE24170	CAEEL02966
OG0003344	NEMVE24619	CAEEL04271
OG0003348	NEMVE23418	CAEEL00995
OG0003349	NEMVE14973	CAEEL11343
OG0003354	NEMVE14304	CAEEL07057
OG0003356	NEMVE06309	CAEEL05068
OG0003357	NEMVE22497, NEMVE12768	CAEEL05202
OG0003358	NEMVE23739	CAEEL15398
OG0003359	NEMVE13744	CAEEL08412
OG0003360	NEMVE07902, NEMVE20499	CAEEL09119
OG0003361	NEMVE14739	CAEEL15297, CAEEL13464, CAEEL07044
OG0003363	NEMVE10901	CAEEL04399
OG0003364	NEMVE01971	CAEEL06262
OG0003366	NEMVE21908	CAEEL13316, CAEEL13290
OG0003368	NEMVE21767, NEMVE00061	CAEEL04652
OG0003369	NEMVE09534, NEMVE11386	CAEEL11911
OG0003370	NEMVE18949, NEMVE19237	CAEEL19630, CAEEL09274
OG0003372	NEMVE24037, NEMVE01226	CAEEL04956
OG0003374	NEMVE13211	CAEEL09698
OG0003375	NEMVE19185	CAEEL19093, CAEEL04860
OG0003377	NEMVE15318	CAEEL19646
OG0003378	NEMVE16798	CAEEL04638
OG0003380	NEMVE22683	CAEEL07698, CAEEL08643
OG0003384	NEMVE00423	CAEEL12353
OG0003386	NEMVE24105	CAEEL04616
OG0003387	NEMVE13639	CAEEL12649, CAEEL12648
OG0003392	NEMVE09110	CAEEL18713
OG0003394	NEMVE16445	CAEEL09212
OG0003401	NEMVE11233	CAEEL18173, CAEEL19529
OG0003419	NEMVE08218, NEMVE13021	CAEEL20583, CAEEL07865
OG0003421	NEMVE04651	CAEEL18393
OG0003425	NEMVE02069	CAEEL12188
OG0003426	NEMVE04788	CAEEL06462
OG0003429	NEMVE22490	CAEEL00390
OG0003430	NEMVE24395	CAEEL05290
OG0003431	NEMVE04794	CAEEL20649
OG0003433	NEMVE22730	CAEEL17744
OG0003434	NEMVE19996, NEMVE14429	CAEEL08434
OG0003435	NEMVE13652	CAEEL04157
OG0003439	NEMVE25599	CAEEL10524
OG0003443	NEMVE23998, NEMVE21086	CAEEL18884
OG0003444	NEMVE04612	CAEEL04842
OG0003448	NEMVE10129	CAEEL01220
OG0003450	NEMVE23497	CAEEL06420
OG0003451	NEMVE07235	CAEEL02776, CAEEL02805
OG0003452	NEMVE21083, NEMVE23965	CAEEL02730
OG0003453	NEMVE20495	CAEEL11697
OG0003454	NEMVE14065	CAEEL07771
OG0003455	NEMVE24559, NEMVE20985, NEMVE20509, NEMVE17543	CAEEL01134
OG0003456	NEMVE14823	CAEEL00212, CAEEL00213
OG0003457	NEMVE18246, NEMVE18245	CAEEL19244
OG0003458	NEMVE17272	CAEEL14113
OG0003459	NEMVE06913, NEMVE20106	CAEEL16050
OG0003460	NEMVE05656, NEMVE12240	CAEEL19133
OG0003461	NEMVE23166	CAEEL00702
OG0003462	NEMVE20879, NEMVE19614, NEMVE15109	CAEEL11837
OG0003463	NEMVE08123	CAEEL07464
OG0003464	NEMVE21995, NEMVE25422	CAEEL15673
OG0003465	NEMVE00981	CAEEL00222
OG0003466	NEMVE19302	CAEEL06482
OG0003467	NEMVE14975, NEMVE20626, NEMVE11976	CAEEL09664
OG0003468	NEMVE01447, NEMVE21354	CAEEL10655
OG0003469	NEMVE23482	CAEEL09108
OG0003472	NEMVE23741	CAEEL07680, CAEEL07681
OG0003473	NEMVE05125	CAEEL09171
OG0003474	NEMVE05269	CAEEL03909, CAEEL19331
OG0003475	NEMVE00257, NEMVE23354	CAEEL01731
OG0003477	NEMVE15677, NEMVE14421	CAEEL02502
OG0003478	NEMVE14744	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	NEMVE22549	CAEEL12384
OG0003480	NEMVE09026	CAEEL01792
OG0003484	NEMVE21744	CAEEL02712
OG0003486	NEMVE08417, NEMVE11925	CAEEL04926
OG0003487	NEMVE22483	CAEEL02123
OG0003489	NEMVE05755	CAEEL00223
OG0003491	NEMVE14708	CAEEL18627, CAEEL05479
OG0003496	NEMVE20920	CAEEL01506
OG0003498	NEMVE10613, NEMVE20419	CAEEL16452
OG0003500	NEMVE05089, NEMVE12196	CAEEL01125
OG0003501	NEMVE13383	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	NEMVE06419	CAEEL02400, CAEEL02281
OG0003503	NEMVE14218, NEMVE14261	CAEEL04457, CAEEL04454
OG0003505	NEMVE05913	CAEEL07950
OG0003506	NEMVE25216	CAEEL05248
OG0003507	NEMVE06192	CAEEL05679
OG0003508	NEMVE10416	CAEEL17418
OG0003509	NEMVE10409	CAEEL04891
OG0003510	NEMVE09335	CAEEL01116
OG0003511	NEMVE22014, NEMVE01517	CAEEL08351
OG0003513	NEMVE14528	CAEEL07182
OG0003515	NEMVE07802	CAEEL06636
OG0003517	NEMVE22199	CAEEL05196
OG0003518	NEMVE07929	CAEEL01719
OG0003519	NEMVE22344	CAEEL07239
OG0003522	NEMVE24059	CAEEL06276
OG0003523	NEMVE07334	CAEEL18694
OG0003524	NEMVE20753, NEMVE23630	CAEEL04264, CAEEL04265
OG0003528	NEMVE12358, NEMVE13793	CAEEL00365
OG0003531	NEMVE23009	CAEEL15168, CAEEL18062
OG0003532	NEMVE01942	CAEEL05027
OG0003538	NEMVE24834	CAEEL11099
OG0003539	NEMVE14225	CAEEL05895
OG0003541	NEMVE05768	CAEEL01632
OG0003542	NEMVE05244	CAEEL01115
OG0003543	NEMVE21904	CAEEL08637
OG0003544	NEMVE21778	CAEEL06236, CAEEL08896
OG0003545	NEMVE09118	CAEEL12984
OG0003548	NEMVE24045	CAEEL19888
OG0003550	NEMVE14633	CAEEL06728
OG0003551	NEMVE25468	CAEEL05919
OG0003552	NEMVE13583	CAEEL18151
OG0003554	NEMVE05007	CAEEL05099
OG0003556	NEMVE17151	CAEEL11919
OG0003560	NEMVE06594	CAEEL04113
OG0003561	NEMVE01009, NEMVE02397	CAEEL01643
OG0003562	NEMVE13820	CAEEL19208, CAEEL04183
OG0003563	NEMVE09047	CAEEL07782
OG0003564	NEMVE07651, NEMVE05001	CAEEL18104
OG0003566	NEMVE24534	CAEEL04245
OG0003567	NEMVE14039	CAEEL15549
OG0003570	NEMVE24756	CAEEL08761
OG0003571	NEMVE07104, NEMVE21760	CAEEL00659
OG0003573	NEMVE15669	CAEEL10174, CAEEL18886
OG0003577	NEMVE01484	CAEEL07169
OG0003578	NEMVE14882, NEMVE12325	CAEEL08037
OG0003579	NEMVE14468	CAEEL10103
OG0003581	NEMVE02408	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	NEMVE05180	CAEEL10165, CAEEL10958
OG0003597	NEMVE06178, NEMVE07749	CAEEL05204
OG0003598	NEMVE09849	CAEEL20069
OG0003599	NEMVE20749, NEMVE06057, NEMVE00164	CAEEL01022
OG0003603	NEMVE12029	CAEEL00903
OG0003604	NEMVE14417	CAEEL08873
OG0003606	NEMVE07584	CAEEL01180
OG0003607	NEMVE25182, NEMVE12941, NEMVE12994	CAEEL05764
OG0003611	NEMVE07655, NEMVE15407	CAEEL15351
OG0003612	NEMVE22973	CAEEL12107
OG0003613	NEMVE08287	CAEEL10330
OG0003615	NEMVE03122	CAEEL04572
OG0003617	NEMVE02770	CAEEL00622
OG0003618	NEMVE14538	CAEEL10379
OG0003619	NEMVE25213	CAEEL19948, CAEEL09130
OG0003620	NEMVE14400	CAEEL05074
OG0003621	NEMVE24715	CAEEL18738
OG0003624	NEMVE13806, NEMVE20665	CAEEL11456
OG0003626	NEMVE11761	CAEEL01251
OG0003629	NEMVE13677	CAEEL18064
OG0003630	NEMVE01474	CAEEL01945
OG0003632	NEMVE09812	CAEEL04287
OG0003634	NEMVE09286, NEMVE17797	CAEEL05819, CAEEL05206, CAEEL08505
OG0003638	NEMVE14258	CAEEL14206
OG0003639	NEMVE05431	CAEEL07019
OG0003640	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097	CAEEL01151
OG0003641	NEMVE25925, NEMVE21020	CAEEL02290
OG0003644	NEMVE14219, NEMVE19898	CAEEL07060
OG0003645	NEMVE06456, NEMVE06446	CAEEL08952
OG0003646	NEMVE06017	CAEEL04268
OG0003647	NEMVE10850, NEMVE18107	CAEEL08061
OG0003649	NEMVE10970	CAEEL02106
OG0003650	NEMVE01779	CAEEL01596
OG0003652	NEMVE14170	CAEEL00198, CAEEL00197
OG0003655	NEMVE21782	CAEEL01543
OG0003656	NEMVE23361	CAEEL00717
OG0003658	NEMVE14339	CAEEL17892
OG0003659	NEMVE01974	CAEEL00820
OG0003661	NEMVE00922, NEMVE12947	CAEEL11758
OG0003664	NEMVE01033, NEMVE07963	CAEEL10164
OG0003667	NEMVE05425	CAEEL14775
OG0003668	NEMVE14297	CAEEL09161, CAEEL09163
OG0003669	NEMVE07090	CAEEL08786, CAEEL08784
OG0003672	NEMVE08668	CAEEL12653
OG0003676	NEMVE21802	CAEEL00672
OG0003677	NEMVE22425	CAEEL08632
OG0003678	NEMVE25356	CAEEL03764
OG0003679	NEMVE11368	CAEEL14380
OG0003680	NEMVE13143	CAEEL10627
OG0003681	NEMVE01693	CAEEL03276
OG0003682	NEMVE12062	CAEEL13670
OG0003683	NEMVE25273	CAEEL06697
OG0003686	NEMVE09181	CAEEL01983
OG0003689	NEMVE15357	CAEEL07514
OG0003690	NEMVE15068	CAEEL08798
OG0003692	NEMVE20806, NEMVE11090	CAEEL09322
OG0003693	NEMVE09308	CAEEL09517
OG0003694	NEMVE22408	CAEEL08779
OG0003695	NEMVE01731	CAEEL18980
OG0003696	NEMVE11320	CAEEL15341
OG0003697	NEMVE17845	CAEEL07546
OG0003698	NEMVE22878	CAEEL05872
OG0003700	NEMVE05136, NEMVE03153	CAEEL08489
OG0003701	NEMVE05754	CAEEL04838
OG0003704	NEMVE24279	CAEEL02747
OG0003708	NEMVE12380, NEMVE07588	CAEEL02697, CAEEL19979
OG0003710	NEMVE22261	CAEEL05057
OG0003712	NEMVE13197	CAEEL12274
OG0003716	NEMVE21119, NEMVE13656	CAEEL00239
OG0003718	NEMVE22937	CAEEL00456
OG0003719	NEMVE08960	CAEEL01088
OG0003720	NEMVE09562	CAEEL18727
OG0003721	NEMVE13053, NEMVE10208, NEMVE18963	CAEEL19092
OG0003724	NEMVE13663, NEMVE17013, NEMVE22380	CAEEL04996
OG0003725	NEMVE14781	CAEEL04639
OG0003729	NEMVE25381	CAEEL01397
OG0003731	NEMVE23012	CAEEL14842
OG0003732	NEMVE13725, NEMVE12470	CAEEL10948
OG0003733	NEMVE13938, NEMVE18879	CAEEL05542
OG0003734	NEMVE22526	CAEEL18003, CAEEL10089
OG0003735	NEMVE02733, NEMVE23342	CAEEL04830, CAEEL04829
OG0003736	NEMVE22403	CAEEL10845
OG0003737	NEMVE15745	CAEEL18594, CAEEL11885, CAEEL18366
OG0003739	NEMVE09958	CAEEL06789
OG0003740	NEMVE22455	CAEEL07837
OG0003741	NEMVE00260, NEMVE22579	CAEEL07870
OG0003743	NEMVE21709	CAEEL12238
OG0003745	NEMVE24615	CAEEL16018, CAEEL17606
OG0003746	NEMVE04748	CAEEL07398
OG0003747	NEMVE17516	CAEEL02767
OG0003749	NEMVE12728, NEMVE22325	CAEEL20507
OG0003750	NEMVE13166	CAEEL05076
OG0003752	NEMVE01099, NEMVE09376	CAEEL04520
OG0003753	NEMVE23093	CAEEL18657
OG0003754	NEMVE12822, NEMVE01565	CAEEL19668, CAEEL05669
OG0003755	NEMVE07225	CAEEL09173
OG0003756	NEMVE08256	CAEEL01606
OG0003758	NEMVE24097	CAEEL05748
OG0003759	NEMVE07147	CAEEL09625
OG0003761	NEMVE06273	CAEEL19863
OG0003763	NEMVE18331	CAEEL02008, CAEEL02007, CAEEL02011
OG0003764	NEMVE01625, NEMVE08664	CAEEL15954
OG0003766	NEMVE12147	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439
OG0003767	NEMVE24136	CAEEL07794
OG0003768	NEMVE13220	CAEEL07458
OG0003771	NEMVE24800	CAEEL18560, CAEEL05367
OG0003775	NEMVE06322	CAEEL06672
OG0003776	NEMVE25761	CAEEL14271
OG0003778	NEMVE22626	CAEEL10576
OG0003779	NEMVE22651	CAEEL12785
OG0003795	NEMVE20355, NEMVE20909, NEMVE06474	CAEEL09855
OG0003798	NEMVE14516	CAEEL11938
OG0003803	NEMVE24989	CAEEL19629
OG0003806	NEMVE14378	CAEEL10842
OG0003807	NEMVE13183	CAEEL06933
OG0003808	NEMVE11383	CAEEL08177
OG0003811	NEMVE12033, NEMVE10353	CAEEL07020
OG0003812	NEMVE18581	CAEEL07296
OG0003813	NEMVE22400	CAEEL10820
OG0003817	NEMVE12881, NEMVE22126	CAEEL02053
OG0003818	NEMVE20836, NEMVE05581	CAEEL15512
OG0003821	NEMVE22804	CAEEL09346
OG0003824	NEMVE12681, NEMVE22639	CAEEL17849
OG0003825	NEMVE06848	CAEEL18577
OG0003826	NEMVE08019	CAEEL02634
OG0003827	NEMVE22358	CAEEL04098
OG0003829	NEMVE16467, NEMVE20813, NEMVE16466	CAEEL08428
OG0003831	NEMVE24194	CAEEL08097
OG0003832	NEMVE07346	CAEEL11899
OG0003833	NEMVE22798	CAEEL05813, CAEEL14180
OG0003834	NEMVE25157	CAEEL00145
OG0003837	NEMVE15152	CAEEL11909, CAEEL11910
OG0003838	NEMVE07828	CAEEL14290, CAEEL14289, CAEEL14291
OG0003839	NEMVE09947	CAEEL11415
OG0003840	NEMVE14763, NEMVE17541	CAEEL01767
OG0003841	NEMVE13973	CAEEL10859, CAEEL18915
OG0003843	NEMVE14695	CAEEL14293
OG0003846	NEMVE07025	CAEEL00811, CAEEL18648
OG0003847	NEMVE04903	CAEEL07371
OG0003847	NEMVE23780	CAEEL06874
OG0003848	NEMVE03237	CAEEL08837
OG0003850	NEMVE14788	CAEEL11705
OG0003851	NEMVE13091	CAEEL08777
OG0003852	NEMVE07134	CAEEL00155
OG0003853	NEMVE09522	CAEEL13793
OG0003854	NEMVE18328	CAEEL01789
OG0003855	NEMVE01478	CAEEL18132
OG0003856	NEMVE15583	CAEEL07428
OG0003857	NEMVE20217, NEMVE25998, NEMVE20326	CAEEL19675
OG0003858	NEMVE07192	CAEEL06932
OG0003863	NEMVE15299	CAEEL18943
OG0003864	NEMVE12479, NEMVE05255	CAEEL01846
OG0003865	NEMVE08854	CAEEL02514
OG0003866	NEMVE14786	CAEEL00295
OG0003867	NEMVE02347, NEMVE14855	CAEEL15761
OG0003868	NEMVE23932	CAEEL18485
OG0003869	NEMVE25452	CAEEL00094
OG0003870	NEMVE09270	CAEEL17745
OG0003871	NEMVE02634	CAEEL20153
OG0003872	NEMVE06420	CAEEL14869
OG0003873	NEMVE07141, NEMVE02237	CAEEL07437
OG0003875	NEMVE04885	CAEEL00868
OG0003876	NEMVE06222, NEMVE12361	CAEEL04369
OG0003877	NEMVE20725, NEMVE07878	CAEEL18175
OG0003879	NEMVE00015	CAEEL00338, CAEEL01399
OG0003881	NEMVE21229, NEMVE25591	CAEEL12169
OG0003884	NEMVE04622	CAEEL01060
OG0003885	NEMVE07560, NEMVE00344	CAEEL01791
OG0003886	NEMVE07112	CAEEL10383
OG0003887	NEMVE13010	CAEEL09306, CAEEL09446
OG0003892	NEMVE22031, NEMVE14752	CAEEL11760
OG0003893	NEMVE17393, NEMVE17391	CAEEL05797
OG0003894	NEMVE13262	CAEEL01425
OG0003895	NEMVE10938	CAEEL15379
OG0003897	NEMVE01514	CAEEL07613
OG0003898	NEMVE00029, NEMVE20445	CAEEL05728
OG0003900	NEMVE17139	CAEEL08813
OG0003901	NEMVE14163	CAEEL00786, CAEEL18671
OG0003904	NEMVE13657	CAEEL00419
OG0003905	NEMVE01485, NEMVE19789, NEMVE20803	CAEEL00484
OG0003906	NEMVE08844	CAEEL00814
OG0003908	NEMVE15062	CAEEL00218
OG0003908	NEMVE13469	CAEEL08148
OG0003909	NEMVE12977	CAEEL09488, CAEEL14422
OG0003910	NEMVE11947, NEMVE14228	CAEEL08553
OG0003911	NEMVE13548	CAEEL20590
OG0003912	NEMVE23480	CAEEL02731
OG0003913	NEMVE06219	CAEEL05199
OG0003914	NEMVE11785	CAEEL19029
OG0003915	NEMVE13987	CAEEL04887
OG0003916	NEMVE04869	CAEEL07068
OG0003917	NEMVE07359	CAEEL07507
OG0003918	NEMVE15132	CAEEL11925, CAEEL11924
OG0003920	NEMVE13794	CAEEL00358
OG0003921	NEMVE13546, NEMVE03026	CAEEL14832, CAEEL18358
OG0003922	NEMVE11796	CAEEL11421, CAEEL11420
OG0003923	NEMVE01001, NEMVE12285	CAEEL08718
OG0003925	NEMVE14404	CAEEL04108
OG0003926	NEMVE18036	CAEEL10754, CAEEL19332
OG0003929	NEMVE15034	CAEEL00949
OG0003930	NEMVE11142	CAEEL05047
OG0003931	NEMVE05283	CAEEL15548
OG0003932	NEMVE10145	CAEEL12182, CAEEL12183
OG0003933	NEMVE16001	CAEEL11609
OG0003934	NEMVE10808	CAEEL10046
OG0003937	NEMVE18859	CAEEL19289
OG0003938	NEMVE14790	CAEEL07167
OG0003939	NEMVE25295, NEMVE20805, NEMVE20363	CAEEL04128
OG0003940	NEMVE16875	CAEEL15126, CAEEL19780
OG0003944	NEMVE25693, NEMVE10205, NEMVE21561	CAEEL05219
OG0003945	NEMVE14589	CAEEL17988
OG0003946	NEMVE09626	CAEEL18782
OG0003947	NEMVE01496, NEMVE12187	CAEEL16177
OG0003949	NEMVE07570, NEMVE23133	CAEEL02494
OG0003950	NEMVE04576	CAEEL05823
OG0003951	NEMVE21774	CAEEL10367
OG0003954	NEMVE08288, NEMVE00930	CAEEL11860
OG0003955	NEMVE06429	CAEEL08204
OG0003959	NEMVE23777	CAEEL18903
OG0003961	NEMVE15127	CAEEL10706
OG0003964	NEMVE15732	CAEEL20597
OG0003965	NEMVE25502	CAEEL09858, CAEEL18478
OG0003967	NEMVE23105, NEMVE23282	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713
OG0003968	NEMVE08572	CAEEL18441
OG0003969	NEMVE07890	CAEEL01428, CAEEL15342
OG0003970	NEMVE23326	CAEEL00141, CAEEL08636
OG0003971	NEMVE22272	CAEEL03035
OG0003972	NEMVE13775	CAEEL09414
OG0003973	NEMVE14779	CAEEL17822
OG0003974	NEMVE22748	CAEEL05003, CAEEL05004, CAEEL05002
OG0003976	NEMVE24965	CAEEL09819
OG0003999	NEMVE21965	CAEEL08414
OG0004004	NEMVE06251	CAEEL09931
OG0004005	NEMVE23848	CAEEL09757
OG0004007	NEMVE13953	CAEEL08380, CAEEL20738
OG0004009	NEMVE21729	CAEEL10425
OG0004010	NEMVE14978, NEMVE12830	CAEEL11606
OG0004012	NEMVE12899, NEMVE22318	CAEEL08889
OG0004014	NEMVE18256	CAEEL07353
OG0004015	NEMVE09359	CAEEL03765
OG0004016	NEMVE08938	CAEEL09802
OG0004017	NEMVE14537	CAEEL08935
OG0004021	NEMVE03953, NEMVE00245, NEMVE06416	CAEEL07321
OG0004023	NEMVE10125	CAEEL00807
OG0004025	NEMVE14321	CAEEL20824
OG0004028	NEMVE00045, NEMVE01939	CAEEL11434
OG0004030	NEMVE09561	CAEEL15803
OG0004031	NEMVE09520	CAEEL15887
OG0004032	NEMVE11647, NEMVE08726	CAEEL15185
OG0004033	NEMVE05049	CAEEL15848
OG0004035	NEMVE23476	CAEEL06509
OG0004036	NEMVE22269	CAEEL05364
OG0004037	NEMVE24489	CAEEL05545
OG0004038	NEMVE25168	CAEEL04280
OG0004040	NEMVE01924	CAEEL09311
OG0004041	NEMVE07183	CAEEL06388
OG0004042	NEMVE24907	CAEEL00958
OG0004044	NEMVE14670	CAEEL07379
OG0004047	NEMVE14207	CAEEL19277, CAEEL00270
OG0004048	NEMVE04894	CAEEL05729
OG0004051	NEMVE12658, NEMVE16748	CAEEL06861
OG0004052	NEMVE04588	CAEEL02741
OG0004053	NEMVE10589, NEMVE19218	CAEEL01273
OG0004056	NEMVE11824, NEMVE12001, NEMVE17803	CAEEL01652
OG0004057	NEMVE14174	CAEEL03603
