Orthogroup	NEMVE	DANRE
OG0003240	NEMVE15334	DANRE41350, DANRE37099, DANRE37100, DANRE29141, DANRE29140, DANRE03352
OG0003251	NEMVE01548	DANRE14601, DANRE38610
OG0003252	NEMVE13979	DANRE18828, DANRE11674, DANRE11673, DANRE11671, DANRE11675, DANRE11672, DANRE18829, DANRE18830
OG0003253	NEMVE23463	DANRE19413, DANRE19414, DANRE33956, DANRE33957, DANRE12186, DANRE12185, DANRE19415
OG0003254	NEMVE05092	DANRE06282, DANRE19948, DANRE19947
OG0003255	NEMVE09782	DANRE14794
OG0003258	NEMVE07151	DANRE22153, DANRE22152
OG0003260	NEMVE15106	DANRE40161, DANRE40160, DANRE00185, DANRE00186, DANRE00187, DANRE00183, DANRE00184
OG0003261	NEMVE25094	DANRE26659, DANRE08635, DANRE08637, DANRE08636
OG0003262	NEMVE01475	DANRE39652, DANRE39651, DANRE33302, DANRE33303, DANRE33301, DANRE39650, DANRE39654, DANRE42985
OG0003263	NEMVE22513	DANRE09441, DANRE09439, DANRE09440
OG0003264	NEMVE15698	DANRE23955, DANRE04459, DANRE24677
OG0003265	NEMVE09756	DANRE02228, DANRE02229, DANRE31541, DANRE31542, DANRE31540
OG0003266	NEMVE14097	DANRE01238, DANRE01236, DANRE01237, DANRE19820, DANRE19821
OG0003267	NEMVE16965	DANRE33615, DANRE33614, DANRE03537
OG0003268	NEMVE11716, NEMVE22429	DANRE14424
OG0003269	NEMVE24476	DANRE03374, DANRE30416, DANRE30418, DANRE30419, DANRE30420, DANRE30417
OG0003270	NEMVE21786	DANRE26120, DANRE09021
OG0003271	NEMVE16628	DANRE25960
OG0003272	NEMVE06426	DANRE20194, DANRE20196, DANRE20195, DANRE20193, DANRE23622, DANRE23621, DANRE23623
OG0003273	NEMVE13710	DANRE19959
OG0003276	NEMVE23236	DANRE19900, DANRE19899, DANRE37886, DANRE11593, DANRE11594, DANRE10725, DANRE18841
OG0003277	NEMVE24088	DANRE40517, DANRE40516, DANRE36836
OG0003278	NEMVE03405	DANRE11535, DANRE11534
OG0003279	NEMVE14441	DANRE06635, DANRE06634, DANRE06174
OG0003283	NEMVE00381, NEMVE23430	DANRE30682, DANRE30683
OG0003284	NEMVE16097, NEMVE21149	DANRE42349, DANRE42348, DANRE42346, DANRE42345, DANRE42347, DANRE42350
OG0003286	NEMVE10573	DANRE30520
OG0003287	NEMVE08529	DANRE22777, DANRE18646
OG0003288	NEMVE04690, NEMVE13954	DANRE06393, DANRE06392, DANRE06391
OG0003290	NEMVE01103	DANRE27117, DANRE27116, DANRE37909
OG0003291	NEMVE10692, NEMVE20230	DANRE20382
OG0003293	NEMVE04909, NEMVE20380	DANRE01751
OG0003294	NEMVE06441	DANRE17929, DANRE17930
OG0003295	NEMVE04859	DANRE03306, DANRE03307, DANRE20248, DANRE20249
OG0003295	NEMVE04828	DANRE41226, DANRE19338, DANRE19337
OG0003296	NEMVE22460	DANRE00126, DANRE33544, DANRE33545, DANRE33543
OG0003297	NEMVE11100	DANRE30439, DANRE30438
OG0003298	NEMVE04703	DANRE06755, DANRE06756, DANRE06754
OG0003299	NEMVE13192	DANRE36340
OG0003301	NEMVE21850, NEMVE21705	DANRE08019, DANRE08017, DANRE00994, DANRE05125
OG0003303	NEMVE04361	DANRE28350
OG0003304	NEMVE18141	DANRE10347, DANRE03450
OG0003305	NEMVE13992	DANRE19351, DANRE19350, DANRE19352, DANRE19348, DANRE19349, DANRE34110, DANRE34111
OG0003306	NEMVE24655	DANRE43404, DANRE43405
OG0003308	NEMVE00997	DANRE00149, DANRE27110, DANRE02117, DANRE02119, DANRE02118
OG0003309	NEMVE14486	DANRE23795, DANRE26902, DANRE23796, DANRE42524
OG0003311	NEMVE17780	DANRE33784, DANRE24297, DANRE24298, DANRE43051, DANRE43050, DANRE43048, DANRE43049
OG0003314	NEMVE13216	DANRE33781, DANRE15776, DANRE15775, DANRE17815
OG0003316	NEMVE07618	DANRE26440, DANRE26441
OG0003317	NEMVE05254	DANRE35985, DANRE35986
OG0003318	NEMVE22763	DANRE25493, DANRE22611, DANRE23177, DANRE22612
OG0003319	NEMVE11076	DANRE23237, DANRE22506, DANRE24646, DANRE24645, DANRE24644
OG0003320	NEMVE13147	DANRE41193
OG0003324	NEMVE17427	DANRE25742, DANRE25743, DANRE25741
OG0003325	NEMVE07678	DANRE05384
OG0003326	NEMVE23156	DANRE11610, DANRE11609, DANRE11611, DANRE19594
OG0003327	NEMVE06800	DANRE19103, DANRE26550
OG0003328	NEMVE14055	DANRE27765
OG0003329	NEMVE22267	DANRE34804, DANRE34803, DANRE34805, DANRE34806, DANRE19075, DANRE19074
OG0003330	NEMVE17547	DANRE25990, DANRE25989, DANRE25988
OG0003331	NEMVE24492	DANRE08202
OG0003332	NEMVE25694	DANRE27038, DANRE14192, DANRE14193
OG0003333	NEMVE00058	DANRE38670
OG0003335	NEMVE01928, NEMVE19241	DANRE43040, DANRE43039
OG0003336	NEMVE06507	DANRE18247, DANRE18248, DANRE18245, DANRE18246, DANRE30254, DANRE30253, DANRE33367, DANRE40677
OG0003337	NEMVE13578	DANRE20593
OG0003338	NEMVE06602	DANRE23572, DANRE23591, DANRE35324
OG0003340	NEMVE15762, NEMVE20934	DANRE04514, DANRE15040, DANRE15039
OG0003341	NEMVE01952	DANRE16894, DANRE16891, DANRE16893, DANRE16892
OG0003342	NEMVE17096	DANRE09644, DANRE09645, DANRE38406, DANRE38405, DANRE34866, DANRE34867, DANRE34865
OG0003343	NEMVE24170	DANRE07919
OG0003344	NEMVE24619	DANRE18124, DANRE18125
OG0003346	NEMVE14289	DANRE26380, DANRE26379
OG0003347	NEMVE23886	DANRE41449, DANRE35758
OG0003348	NEMVE23418	DANRE27276, DANRE27277, DANRE27275, DANRE42542
OG0003349	NEMVE14973	DANRE15993, DANRE05369, DANRE04342
OG0003351	NEMVE24793, NEMVE22797	DANRE25830, DANRE25831
OG0003351	NEMVE22733	DANRE35260, DANRE35261
OG0003352	NEMVE24015	DANRE21417, DANRE41370, DANRE14671, DANRE14672, DANRE14673
OG0003353	NEMVE06482	DANRE30791, DANRE30792
OG0003354	NEMVE14304	DANRE29835, DANRE29834
OG0003355	NEMVE08592	DANRE05417, DANRE05418, DANRE19297, DANRE19299, DANRE19300, DANRE19295, DANRE19296, DANRE03108
OG0003356	NEMVE06309	DANRE15474, DANRE30339, DANRE30340, DANRE30341
OG0003357	NEMVE22497, NEMVE12768	DANRE07394
OG0003358	NEMVE23739	DANRE02479, DANRE02478, DANRE02477, DANRE02476
OG0003359	NEMVE13744	DANRE18616, DANRE18617
OG0003360	NEMVE20499	DANRE05510, DANRE05508, DANRE05507, DANRE05509
OG0003361	NEMVE14739	DANRE05842, DANRE05843, DANRE05841, DANRE08075
OG0003362	NEMVE00976	DANRE08515, DANRE08516
OG0003364	NEMVE01971	DANRE12639, DANRE29498, DANRE29497, DANRE29496
OG0003365	NEMVE23416	DANRE30609, DANRE30608, DANRE30611, DANRE30607, DANRE30610, DANRE02243
OG0003366	NEMVE21908	DANRE04648, DANRE04649
OG0003368	NEMVE21767, NEMVE00061	DANRE00653, DANRE00654, DANRE43081
OG0003369	NEMVE09534, NEMVE11386	DANRE34344, DANRE05188, DANRE05189, DANRE34343
OG0003370	NEMVE18949	DANRE10592, DANRE15077, DANRE15078, DANRE15079
OG0003371	NEMVE11040	DANRE10588, DANRE10587, DANRE38550, DANRE23600, DANRE23601, DANRE35495, DANRE35496
OG0003372	NEMVE24037	DANRE23620, DANRE04361
OG0003373	NEMVE24072	DANRE30795, DANRE25514
OG0003374	NEMVE13211	DANRE10573, DANRE14737, DANRE12074, DANRE12073
OG0003375	NEMVE19185	DANRE39521, DANRE39522
OG0003376	NEMVE16260, NEMVE11402, NEMVE11401	DANRE38080, DANRE38083, DANRE38082, DANRE38081
OG0003377	NEMVE15318	DANRE38960, DANRE38961, DANRE38962
OG0003378	NEMVE16798	DANRE12800
OG0003379	NEMVE20545, NEMVE16052	DANRE09943, DANRE09945, DANRE13591, DANRE09946, DANRE13590, DANRE09944
OG0003380	NEMVE22683	DANRE00132, DANRE39588, DANRE00756
OG0003381	NEMVE14322	DANRE39290, DANRE39291, DANRE39289
OG0003382	NEMVE15638	DANRE26481, DANRE09915
OG0003383	NEMVE23495	DANRE03207, DANRE03208, DANRE29176, DANRE29177
OG0003384	NEMVE00423	DANRE16877, DANRE16878, DANRE05733, DANRE00623
OG0003385	NEMVE24878	DANRE23352
OG0003386	NEMVE24105	DANRE26427, DANRE36330
OG0003387	NEMVE13639	DANRE30095
OG0003388	NEMVE08840, NEMVE15438	DANRE03541, DANRE03539, DANRE03540, DANRE11313
OG0003391	NEMVE17395, NEMVE05209	DANRE05822, DANRE05819, DANRE05820
OG0003392	NEMVE09110	DANRE36118, DANRE36119, DANRE15512
OG0003393	NEMVE10476, NEMVE13045, NEMVE23905	DANRE38662, DANRE38661
OG0003394	NEMVE16445	DANRE42576, DANRE42577
OG0003396	NEMVE24075	DANRE25292
OG0003398	NEMVE03087	DANRE09936, DANRE14166, DANRE14167, DANRE27180, DANRE40544, DANRE13010, DANRE09935
OG0003401	NEMVE11233	DANRE34917, DANRE34916, DANRE33941, DANRE33940, DANRE33942, DANRE33943, DANRE37593, DANRE37592, DANRE37594
OG0003419	NEMVE08218	DANRE37837, DANRE37839, DANRE37838
OG0003420	NEMVE19645	DANRE18293, DANRE19152
OG0003421	NEMVE13078, NEMVE04651, NEMVE09589	DANRE07102, DANRE07103
OG0003422	NEMVE07883, NEMVE20521, NEMVE01482	DANRE31337, DANRE31335, DANRE31336
OG0003424	NEMVE00293, NEMVE16825	DANRE28909
OG0003425	NEMVE02069	DANRE00220, DANRE00221
OG0003426	NEMVE04788	DANRE06294
OG0003428	NEMVE22338	DANRE23616
OG0003429	NEMVE22490	DANRE40348, DANRE40349
OG0003430	NEMVE24395	DANRE14092, DANRE09762, DANRE09764, DANRE09763
OG0003431	NEMVE04794	DANRE37082, DANRE37083, DANRE39962
OG0003432	NEMVE13929	DANRE39419
OG0003433	NEMVE22730	DANRE00751, DANRE38175, DANRE00750
OG0003434	NEMVE19996, NEMVE14429	DANRE24886, DANRE24887
OG0003435	NEMVE13652	DANRE17574, DANRE17573, DANRE12047
OG0003439	NEMVE25599	DANRE35606, DANRE35605, DANRE35604, DANRE35607, DANRE36234, DANRE36232, DANRE36233, DANRE36235
OG0003440	NEMVE09605	DANRE16061, DANRE41627, DANRE41628, DANRE16062, DANRE16060
OG0003441	NEMVE08561, NEMVE06221	DANRE31537, DANRE31538, DANRE31536, DANRE31539, DANRE02227
OG0003442	NEMVE13895	DANRE38103, DANRE19200, DANRE02920, DANRE36343
OG0003443	NEMVE23998	DANRE03345, DANRE05497
OG0003444	NEMVE04612	DANRE12955, DANRE25459, DANRE25458
OG0003445	NEMVE08389, NEMVE01424	DANRE19529, DANRE19528
OG0003445	NEMVE14554	DANRE36304, DANRE26627
OG0003447	NEMVE24666	DANRE31018, DANRE31019
OG0003448	NEMVE10129	DANRE38893
OG0003449	NEMVE09976, NEMVE11728, NEMVE00441	DANRE38813
OG0003450	NEMVE23497	DANRE27355
OG0003451	NEMVE07235	DANRE42271
OG0003452	NEMVE21083, NEMVE23965	DANRE05237, DANRE05236
OG0003454	NEMVE14065	DANRE29968, DANRE29967, DANRE09859, DANRE03480
OG0003455	NEMVE24559, NEMVE20985	DANRE22409
OG0003456	NEMVE14823	DANRE28799, DANRE43150, DANRE15409, DANRE15410, DANRE30024, DANRE30026, DANRE30025
OG0003457	NEMVE18246, NEMVE18245	DANRE24648, DANRE24647, DANRE10726, DANRE10727
OG0003458	NEMVE04918	DANRE13525, DANRE13524
OG0003459	NEMVE06913, NEMVE20106	DANRE04665, DANRE04666, DANRE11726
OG0003461	NEMVE23166	DANRE36985, DANRE36984
OG0003462	NEMVE15109	DANRE30211
OG0003463	NEMVE08123	DANRE10783, DANRE18440, DANRE18439, DANRE18438
OG0003464	NEMVE21995, NEMVE25422	DANRE03547, DANRE03548
OG0003465	NEMVE00981	DANRE35168, DANRE35169
OG0003466	NEMVE19302	DANRE04060, DANRE04824, DANRE20160, DANRE06040, DANRE06041
OG0003467	NEMVE14975, NEMVE20626, NEMVE11976	DANRE14132, DANRE14134, DANRE14133, DANRE14135
OG0003468	NEMVE01555	DANRE11504, DANRE11503
OG0003469	NEMVE23482	DANRE14810, DANRE14808, DANRE14807, DANRE14809, DANRE12392, DANRE12391
OG0003470	NEMVE08394	DANRE33636, DANRE33637
OG0003471	NEMVE13566	DANRE04396, DANRE04397
OG0003472	NEMVE23741	DANRE42905
OG0003473	NEMVE02684	DANRE13404
OG0003473	NEMVE05125	DANRE20209, DANRE20208
OG0003474	NEMVE05269	DANRE17745
OG0003474	NEMVE00065	DANRE14141, DANRE14804
OG0003475	NEMVE00257	DANRE24337, DANRE24338
OG0003476	NEMVE12591	DANRE31061
OG0003477	NEMVE15677, NEMVE14421	DANRE05139, DANRE05138
OG0003478	NEMVE14744	DANRE11874, DANRE11876, DANRE11873, DANRE11875, DANRE11877
OG0003479	NEMVE22549	DANRE20647, DANRE36733, DANRE02669
OG0003480	NEMVE09026	DANRE43412, DANRE43414, DANRE43413, DANRE36860
OG0003483	NEMVE22468	DANRE05923, DANRE05924, DANRE05925
OG0003484	NEMVE21744	DANRE19021, DANRE19020, DANRE12207, DANRE12208
OG0003486	NEMVE08417, NEMVE11925	DANRE17309
OG0003487	NEMVE22483	DANRE14100, DANRE09209, DANRE14099
OG0003488	NEMVE05426	DANRE24327
OG0003489	NEMVE05755	DANRE11374, DANRE04492, DANRE04493
OG0003490	NEMVE07514	DANRE18562, DANRE18561, DANRE42249
OG0003491	NEMVE14708	DANRE06868, DANRE08758, DANRE16579, DANRE16578
OG0003492	NEMVE06260	DANRE01447, DANRE41235, DANRE41236, DANRE03530, DANRE03529, DANRE41237
OG0003493	NEMVE15798	DANRE26243
OG0003497	NEMVE01002	DANRE08177, DANRE08176, DANRE34150, DANRE34151, DANRE08178, DANRE08179, DANRE34149
OG0003498	NEMVE10613, NEMVE20419	DANRE15885, DANRE15884, DANRE15882, DANRE15883
OG0003499	NEMVE25845	DANRE25933
OG0003500	NEMVE05089, NEMVE12196	DANRE10703
OG0003501	NEMVE13383	DANRE21717, DANRE21718
OG0003502	NEMVE06419	DANRE19909
OG0003503	NEMVE14218, NEMVE14261	DANRE04139
OG0003504	NEMVE05266, NEMVE14390	DANRE09341, DANRE09340, DANRE09339, DANRE09338
OG0003505	NEMVE05913	DANRE25526, DANRE25525
OG0003506	NEMVE25216	DANRE20226, DANRE07785, DANRE15693, DANRE15694
OG0003507	NEMVE06192	DANRE26962, DANRE26963, DANRE40163, DANRE02096
OG0003508	NEMVE10416	DANRE24205, DANRE24206, DANRE27009, DANRE42781, DANRE27008
OG0003509	NEMVE10409	DANRE39373, DANRE39370, DANRE39371, DANRE33870, DANRE39372
OG0003510	NEMVE09335	DANRE09753, DANRE14711, DANRE39368
OG0003511	NEMVE22014, NEMVE01517	DANRE34748, DANRE34747
OG0003512	NEMVE20614, NEMVE08803, NEMVE19792	DANRE39649, DANRE33304
OG0003513	NEMVE14528	DANRE42231, DANRE42230, DANRE21349, DANRE21350, DANRE09800
OG0003515	NEMVE07802	DANRE07283, DANRE07282, DANRE16347, DANRE16345, DANRE16346, DANRE16343, DANRE16344
OG0003516	NEMVE22943, NEMVE13148	DANRE11222
OG0003517	NEMVE22199	DANRE25023, DANRE25024, DANRE32952, DANRE32953
OG0003518	NEMVE07929	DANRE14130
OG0003519	NEMVE22344	DANRE10230
OG0003520	NEMVE01051	DANRE11516
OG0003521	NEMVE25988, NEMVE22072, NEMVE15787, NEMVE15788	DANRE07880, DANRE07881
OG0003522	NEMVE24059	DANRE17299, DANRE17298, DANRE17297
OG0003523	NEMVE07334	DANRE13372, DANRE26579, DANRE26580, DANRE13371, DANRE26578, DANRE13369, DANRE13370
OG0003524	NEMVE20753, NEMVE23630	DANRE02746, DANRE02745, DANRE02747
OG0003527	NEMVE02209	DANRE12230, DANRE12229, DANRE01188, DANRE01187, DANRE01189, DANRE12231, DANRE01190
OG0003528	NEMVE12358, NEMVE13793	DANRE41938, DANRE41935, DANRE41937, DANRE41936
OG0003529	NEMVE22936	DANRE15370, DANRE15371, DANRE15369, DANRE29917
OG0003531	NEMVE23009	DANRE11886, DANRE35312, DANRE35311, DANRE35310, DANRE07249, DANRE07248
OG0003532	NEMVE01942	DANRE41953, DANRE41951, DANRE41952
OG0003533	NEMVE21770	DANRE21269, DANRE21268
OG0003535	NEMVE18138, NEMVE18330	DANRE01473, DANRE41171, DANRE41170, DANRE03303, DANRE34688, DANRE34689
OG0003536	NEMVE23719	DANRE23235, DANRE23236, DANRE11711
OG0003537	NEMVE15401	DANRE00475, DANRE00474
OG0003538	NEMVE24834	DANRE11317
OG0003539	NEMVE14225	DANRE15875
OG0003541	NEMVE05768	DANRE13009, DANRE13008
OG0003542	NEMVE05244	DANRE24829, DANRE24828, DANRE24825, DANRE24826, DANRE24827
OG0003543	NEMVE21904	DANRE10232
OG0003544	NEMVE21778	DANRE09057, DANRE09055, DANRE09056, DANRE17347
OG0003545	NEMVE09118	DANRE29386, DANRE30468
OG0003546	NEMVE00903	DANRE35129, DANRE35130, DANRE35372, DANRE27446
OG0003547	NEMVE21707	DANRE12351, DANRE13445, DANRE13444, DANRE13446, DANRE25756
OG0003548	NEMVE24045	DANRE39407, DANRE16310
OG0003549	NEMVE22192	DANRE17328, DANRE17330, DANRE17329, DANRE40096, DANRE40095, DANRE40097
OG0003550	NEMVE14633	DANRE14900, DANRE35543, DANRE35542
OG0003551	NEMVE25468	DANRE16754, DANRE19012, DANRE20957
OG0003552	NEMVE13583	DANRE26596, DANRE40134, DANRE40135, DANRE40136
OG0003554	NEMVE05007	DANRE01464, DANRE01465, DANRE01463, DANRE05784
OG0003555	NEMVE10803, NEMVE10802	DANRE04170
OG0003556	NEMVE17151	DANRE18452, DANRE22626, DANRE22624, DANRE22625, DANRE40295
OG0003557	NEMVE12283	DANRE05211
OG0003558	NEMVE23552	DANRE12166, DANRE12165, DANRE01863, DANRE01861, DANRE01862
OG0003560	NEMVE06594	DANRE10895, DANRE10897, DANRE10896, DANRE10898
OG0003561	NEMVE01009, NEMVE02397	DANRE17387, DANRE24268
OG0003562	NEMVE13820	DANRE41112, DANRE41113, DANRE15063, DANRE10483
OG0003563	NEMVE09047	DANRE03372, DANRE03371
OG0003564	NEMVE07651, NEMVE05001	DANRE34009, DANRE35412, DANRE35411, DANRE06720
OG0003565	NEMVE24799	DANRE41169, DANRE41168
OG0003566	NEMVE24534	DANRE39313, DANRE25552
OG0003567	NEMVE14039	DANRE29406, DANRE29405
OG0003568	NEMVE23185	DANRE40875, DANRE40876
OG0003570	NEMVE24756	DANRE27969, DANRE27968, DANRE27970
OG0003571	NEMVE07104, NEMVE21760	DANRE09814, DANRE02349, DANRE12394, DANRE12393
OG0003573	NEMVE15669	DANRE28941, DANRE28942, DANRE28940
OG0003577	NEMVE01484	DANRE09820, DANRE09819
OG0003578	NEMVE14882, NEMVE12325	DANRE34970
OG0003579	NEMVE14468	DANRE33558, DANRE01556, DANRE33559
OG0003581	NEMVE02408	DANRE00804
OG0003582	NEMVE05180	DANRE40963, DANRE02380, DANRE02379
OG0003597	NEMVE06178, NEMVE07749	DANRE38639, DANRE38640
OG0003598	NEMVE09849	DANRE19280, DANRE19281
OG0003599	NEMVE20749, NEMVE06057	DANRE38092, DANRE38093, DANRE38091
OG0003601	NEMVE01801	DANRE13547, DANRE35781, DANRE35782
OG0003603	NEMVE12029, NEMVE13720	DANRE03093
OG0003604	NEMVE14417	DANRE20298, DANRE08319, DANRE40835, DANRE29646
OG0003606	NEMVE07605	DANRE17951, DANRE05856, DANRE05855, DANRE05857, DANRE14626
OG0003607	NEMVE12941, NEMVE12994	DANRE04316, DANRE04314, DANRE04315
OG0003608	NEMVE05516, NEMVE19157	DANRE21525, DANRE21526
OG0003610	NEMVE07493, NEMVE14129	DANRE17750, DANRE17749, DANRE17751
OG0003611	NEMVE20829	DANRE07271
OG0003611	NEMVE07655, NEMVE15407	DANRE07270
OG0003612	NEMVE22973	DANRE08753, DANRE08754
OG0003613	NEMVE08287	DANRE02664, DANRE39801, DANRE39802, DANRE02439
OG0003615	NEMVE03122	DANRE28288, DANRE01856, DANRE01857
OG0003616	NEMVE22796	DANRE01653, DANRE01652, DANRE22423, DANRE22422, DANRE40618, DANRE01651
OG0003617	NEMVE04879, NEMVE02770	DANRE41693, DANRE41694
OG0003618	NEMVE14538	DANRE24326
OG0003619	NEMVE25213	DANRE07157
OG0003620	NEMVE14400	DANRE23467, DANRE23468, DANRE23469
OG0003622	NEMVE09372	DANRE18315, DANRE10975
OG0003624	NEMVE13806, NEMVE20665	DANRE01669, DANRE01670
OG0003626	NEMVE11761	DANRE09128, DANRE09127
OG0003629	NEMVE13677	DANRE07526, DANRE07525
OG0003630	NEMVE01474	DANRE03159, DANRE03160, DANRE03158
OG0003632	NEMVE09812	DANRE02527, DANRE24456
OG0003633	NEMVE24448	DANRE00949, DANRE00948, DANRE00950, DANRE00947
OG0003634	NEMVE09286, NEMVE17797	DANRE40258, DANRE40257
OG0003635	NEMVE17691	DANRE06305, DANRE06306, DANRE06304
OG0003636	NEMVE10467	DANRE02585, DANRE02586
OG0003638	NEMVE14258	DANRE17696, DANRE17697, DANRE10884
OG0003639	NEMVE05431	DANRE01131
OG0003640	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097	DANRE21358
OG0003641	NEMVE25925, NEMVE21020	DANRE09735, DANRE37139
OG0003642	NEMVE13366	DANRE25168, DANRE25167, DANRE15765
OG0003643	NEMVE21963	DANRE22737, DANRE22739, DANRE22738, DANRE22740
OG0003644	NEMVE14219, NEMVE19898	DANRE34251, DANRE34253, DANRE34252
OG0003645	NEMVE06456, NEMVE06446	DANRE28492, DANRE30536
OG0003646	NEMVE06017	DANRE12206, DANRE12205
OG0003647	NEMVE18107	DANRE19073
OG0003648	NEMVE10380	DANRE11773, DANRE11774
OG0003649	NEMVE10970	DANRE20924, DANRE20925
OG0003650	NEMVE01779	DANRE43429
OG0003651	NEMVE07230	DANRE22669, DANRE22670, DANRE39196, DANRE39195
OG0003652	NEMVE14170	DANRE19740, DANRE19741, DANRE08247, DANRE08248, DANRE18541
OG0003655	NEMVE21782	DANRE17873, DANRE01135
OG0003656	NEMVE23361	DANRE13213, DANRE13214, DANRE09925
OG0003658	NEMVE14339	DANRE09535, DANRE14324, DANRE14323, DANRE14322
OG0003661	NEMVE00922	DANRE37093, DANRE37094
OG0003662	NEMVE08035	DANRE11824, DANRE11823, DANRE19340, DANRE34693, DANRE34694
OG0003664	NEMVE07963	DANRE28770, DANRE28769
OG0003665	NEMVE22002, NEMVE13012, NEMVE21940	DANRE35842
OG0003667	NEMVE05425	DANRE20304, DANRE20305, DANRE08259, DANRE08261, DANRE08260, DANRE33525
OG0003668	NEMVE14297	DANRE12750
OG0003669	NEMVE07090	DANRE15781, DANRE15782
OG0003671	NEMVE14323	DANRE03115, DANRE05428, DANRE05429, DANRE20214
OG0003672	NEMVE08668	DANRE03570, DANRE03571
OG0003673	NEMVE10750	DANRE23261, DANRE23260, DANRE23262
OG0003674	NEMVE05251	DANRE36174
OG0003675	NEMVE14081	DANRE09100, DANRE09099, DANRE09098, DANRE09102, DANRE09101, DANRE09097
OG0003676	NEMVE21802	DANRE39857
OG0003677	NEMVE22425	DANRE42049, DANRE38826, DANRE38825, DANRE28975
OG0003678	NEMVE25356	DANRE27131, DANRE27133, DANRE27132, DANRE29806, DANRE29807
OG0003679	NEMVE11368	DANRE42539, DANRE42541, DANRE42540, DANRE39212
OG0003680	NEMVE13143	DANRE01725, DANRE35666, DANRE42127, DANRE42126
OG0003681	NEMVE01693	DANRE12417, DANRE25412, DANRE25413, DANRE39449
OG0003682	NEMVE22975	DANRE08998, DANRE18739
OG0003684	NEMVE10127	DANRE24181, DANRE24179, DANRE24178, DANRE24180
OG0003685	NEMVE07449	DANRE33649, DANRE13195, DANRE13196
OG0003686	NEMVE09181	DANRE12684, DANRE12685
OG0003687	NEMVE23894, NEMVE12128	DANRE23303, DANRE03707, DANRE42625, DANRE03708, DANRE42626, DANRE42624
OG0003689	NEMVE15357	DANRE13806, DANRE02010, DANRE02009, DANRE14314, DANRE35759, DANRE41448
OG0003690	NEMVE15068	DANRE11515, DANRE11514
OG0003691	NEMVE21817, NEMVE16405	DANRE15708, DANRE15710, DANRE15711, DANRE15709
OG0003692	NEMVE20806, NEMVE11090	DANRE01457, DANRE01458, DANRE41224, DANRE41225, DANRE20247
OG0003693	NEMVE09308	DANRE31444, DANRE31443, DANRE41258
OG0003694	NEMVE22408	DANRE09191, DANRE09192, DANRE09193
OG0003695	NEMVE01731	DANRE35139, DANRE35387, DANRE17667, DANRE17668
OG0003696	NEMVE11320	DANRE24939, DANRE24937, DANRE24938, DANRE24941
OG0003697	NEMVE17845	DANRE29085, DANRE29084, DANRE04036
OG0003698	NEMVE22878	DANRE05742, DANRE41164
OG0003700	NEMVE05136, NEMVE03153	DANRE43116, DANRE30469, DANRE30470, DANRE30471, DANRE36113
OG0003701	NEMVE05754	DANRE42586, DANRE42585, DANRE42588, DANRE42587
OG0003703	NEMVE24764	DANRE16794, DANRE16793, DANRE03417
OG0003704	NEMVE24279	DANRE16910, DANRE26809, DANRE26810
OG0003706	NEMVE16662	DANRE14653, DANRE14652, DANRE08597
OG0003707	NEMVE04617	DANRE37652
OG0003708	NEMVE07588	DANRE11487, DANRE11489, DANRE11488, DANRE11485, DANRE11486
OG0003709	NEMVE18151	DANRE38887, DANRE12499, DANRE12500, DANRE38889, DANRE38888
OG0003710	NEMVE22261	DANRE33869, DANRE33868, DANRE24366, DANRE24365
OG0003711	NEMVE13813, NEMVE21206	DANRE38542, DANRE38543
OG0003712	NEMVE13197	DANRE28597, DANRE15505
OG0003714	NEMVE13060	DANRE40252
OG0003715	NEMVE16285	DANRE07809
OG0003716	NEMVE13656	DANRE02645, DANRE02644
OG0003717	NEMVE06991	DANRE15027, DANRE15028, DANRE10151, DANRE10150
OG0003718	NEMVE22937	DANRE35702, DANRE35699, DANRE35700, DANRE35701, DANRE35698
OG0003719	NEMVE08960	DANRE09387
OG0003720	NEMVE13058	DANRE26975
OG0003721	NEMVE18963	DANRE06295, DANRE06296
OG0003722	NEMVE01466, NEMVE20465	DANRE26551, DANRE34288, DANRE34285, DANRE34290, DANRE34289
OG0003724	NEMVE13663, NEMVE17013, NEMVE22380	DANRE41054
OG0003725	NEMVE14781	DANRE39997, DANRE39998, DANRE28902, DANRE23715
OG0003728	NEMVE23247	DANRE40051
OG0003729	NEMVE25381	DANRE35811
OG0003730	NEMVE15317, NEMVE13968	DANRE04244
OG0003731	NEMVE23012	DANRE01973, DANRE01974
OG0003732	NEMVE12470	DANRE41532
OG0003733	NEMVE13938, NEMVE18879	DANRE39268, DANRE39269
OG0003734	NEMVE22526	DANRE34281
OG0003735	NEMVE23342	DANRE01253, DANRE01252
OG0003736	NEMVE22403	DANRE12670
OG0003737	NEMVE15745	DANRE35136, DANRE39954
OG0003738	NEMVE24821, NEMVE25967	DANRE36139, DANRE36138, DANRE36137, DANRE29374, DANRE29373
OG0003739	NEMVE09958	DANRE42065, DANRE42066, DANRE42068, DANRE42067
OG0003740	NEMVE22455	DANRE38234, DANRE38233
OG0003741	NEMVE00260, NEMVE22579	DANRE10272
OG0003742	NEMVE13350, NEMVE15271	DANRE08596, DANRE14643, DANRE14644, DANRE23457
OG0003743	NEMVE21709	DANRE33700, DANRE34206, DANRE34205, DANRE34204
