Orthogroup	NEMVE	SACKO_ok
OG0003758	NEMVE24097	SACKO_22893
OG0003759	NEMVE07147	SACKO_28661, SACKO_18691
OG0003760	NEMVE25257	SACKO_23820
OG0003761	NEMVE06273	SACKO_10184, SACKO_16376
OG0003762	NEMVE13179	SACKO_02218
OG0003763	NEMVE18331	SACKO_12267, SACKO_12262, SACKO_12259, SACKO_16479
OG0003764	NEMVE01625	SACKO_05674, SACKO_05695, SACKO_05671, SACKO_09985
OG0003766	NEMVE12147	SACKO_29018
OG0003767	NEMVE24136	SACKO_34036, SACKO_34061, SACKO_34034
OG0003768	NEMVE13220	SACKO_08292
OG0003769	NEMVE25860	SACKO_26729
OG0003770	NEMVE14300	SACKO_30113
OG0003771	NEMVE24800	SACKO_24472
OG0003773	NEMVE23658	SACKO_25570
OG0003775	NEMVE06322	SACKO_31359
OG0003776	NEMVE25761	SACKO_19961, SACKO_22793, SACKO_32454
OG0003777	NEMVE13412	SACKO_18112
OG0003778	NEMVE22626	SACKO_19167
OG0003779	NEMVE22651	SACKO_17816
OG0003795	NEMVE20355, NEMVE20909, NEMVE06474	SACKO_26427
OG0003798	NEMVE14516	SACKO_04965
OG0003802	NEMVE16141, NEMVE19076, NEMVE19541, NEMVE20147, NEMVE18385, NEMVE20479, NEMVE16060	SACKO_00977
OG0003803	NEMVE24989	SACKO_16018
OG0003806	NEMVE14378	SACKO_25022
OG0003807	NEMVE13183	SACKO_28702
OG0003808	NEMVE11383	SACKO_11285
OG0003811	NEMVE12033, NEMVE10353	SACKO_23286, SACKO_31701
OG0003812	NEMVE18581	SACKO_19469
OG0003813	NEMVE22400	SACKO_02012
OG0003815	NEMVE23225	SACKO_29542
OG0003817	NEMVE12881, NEMVE22126	SACKO_07220
OG0003818	NEMVE20836, NEMVE05581	SACKO_15857
OG0003819	NEMVE21617, NEMVE25005, NEMVE16569, NEMVE16568, NEMVE23843, NEMVE17587, NEMVE17588, NEMVE20790, NEMVE17586, NEMVE17708, NEMVE17707	SACKO_14551
OG0003820	NEMVE18008	SACKO_04478
OG0003821	NEMVE22804	SACKO_23600
OG0003822	NEMVE05304	SACKO_02659, SACKO_00997, SACKO_02689
OG0003823	NEMVE13544	SACKO_05580
OG0003824	NEMVE12681, NEMVE22639	SACKO_12746
OG0003825	NEMVE06848	SACKO_00319, SACKO_24145
OG0003826	NEMVE08019	SACKO_00714
OG0003827	NEMVE22358	SACKO_27592
OG0003828	NEMVE13970	SACKO_16727
OG0003829	NEMVE16467, NEMVE20813, NEMVE16466	SACKO_06553
OG0003832	NEMVE07346	SACKO_16929
OG0003833	NEMVE22798	SACKO_15586, SACKO_23901
OG0003834	NEMVE25157	SACKO_32127
OG0003835	NEMVE19413, NEMVE21309	SACKO_00089
OG0003836	NEMVE04677	SACKO_30569
OG0003837	NEMVE15152	SACKO_26489, SACKO_21340
OG0003838	NEMVE07828	SACKO_16736
OG0003839	NEMVE09947	SACKO_03944
OG0003840	NEMVE14763, NEMVE17541	SACKO_04971
OG0003841	NEMVE13973	SACKO_22771
OG0003842	NEMVE22729	SACKO_21861
OG0003843	NEMVE14695	SACKO_20447
OG0003844	NEMVE24944	SACKO_31459
OG0003845	NEMVE01473	SACKO_11086
OG0003846	NEMVE07025	SACKO_25269
OG0003847	NEMVE23780	SACKO_33045
OG0003848	NEMVE03237	SACKO_14467
OG0003850	NEMVE14788	SACKO_27365
OG0003852	NEMVE07134	SACKO_19687
OG0003853	NEMVE09522	SACKO_06109
OG0003854	NEMVE18328	SACKO_07817
OG0003855	NEMVE01478	SACKO_20717
OG0003857	NEMVE20217, NEMVE25998	SACKO_19253
OG0003858	NEMVE07192	SACKO_32375
OG0003859	NEMVE25657	SACKO_08127, SACKO_30566
OG0003860	NEMVE07587	SACKO_18729
OG0003861	NEMVE05952	SACKO_06020
OG0003862	NEMVE14847	SACKO_10381
OG0003862	NEMVE16880	SACKO_11106
OG0003863	NEMVE15299	SACKO_16685
OG0003864	NEMVE12479, NEMVE05255	SACKO_22188
OG0003865	NEMVE08854	SACKO_07903
OG0003866	NEMVE14786	SACKO_20784
OG0003867	NEMVE14855	SACKO_16952
OG0003868	NEMVE23932	SACKO_03942
OG0003869	NEMVE25452	SACKO_04979
OG0003870	NEMVE09270	SACKO_31960
OG0003871	NEMVE01925	SACKO_17392
OG0003871	NEMVE00146	SACKO_17842
OG0003872	NEMVE06420	SACKO_01636
OG0003873	NEMVE07141	SACKO_11352, SACKO_11339
OG0003874	NEMVE23530	SACKO_11855
OG0003875	NEMVE04885	SACKO_23361
OG0003876	NEMVE06222, NEMVE12361	SACKO_25638
OG0003877	NEMVE20725, NEMVE07878	SACKO_03342
OG0003878	NEMVE17672	SACKO_30808, SACKO_14176
OG0003879	NEMVE00015	SACKO_05101
OG0003880	NEMVE18635, NEMVE21199	SACKO_08397
OG0003881	NEMVE21229, NEMVE25591	SACKO_26599
OG0003882	NEMVE25838	SACKO_25551
OG0003883	NEMVE24051	SACKO_13711
OG0003884	NEMVE04622	SACKO_06475
OG0003885	NEMVE07560	SACKO_26956
OG0003886	NEMVE07112	SACKO_05656
OG0003887	NEMVE13010	SACKO_31240, SACKO_34171
OG0003888	NEMVE07601	SACKO_14950
OG0003889	NEMVE16733, NEMVE20739, NEMVE16732, NEMVE16731, NEMVE23991	SACKO_01038, SACKO_05220
OG0003890	NEMVE01588	SACKO_02054
OG0003892	NEMVE22031, NEMVE14752	SACKO_01168
OG0003893	NEMVE17391	SACKO_09957
OG0003894	NEMVE13262	SACKO_00239
OG0003895	NEMVE10938	SACKO_00396
OG0003896	NEMVE05289	SACKO_28766
OG0003897	NEMVE01514	SACKO_11326
OG0003898	NEMVE00029, NEMVE20445	SACKO_25332
OG0003899	NEMVE25516	SACKO_14433
OG0003900	NEMVE17139	SACKO_06116
OG0003901	NEMVE14163	SACKO_09866, SACKO_09871
OG0003903	NEMVE25716	SACKO_12461
OG0003904	NEMVE13657	SACKO_29661, SACKO_07963
OG0003905	NEMVE25933	SACKO_20255
OG0003906	NEMVE08844	SACKO_07504
OG0003907	NEMVE20188	SACKO_29890
OG0003908	NEMVE15062	SACKO_23098
OG0003908	NEMVE13469	SACKO_14104
OG0003909	NEMVE12977	SACKO_06873
OG0003910	NEMVE11947, NEMVE14228	SACKO_25193
OG0003911	NEMVE13548	SACKO_05574
OG0003912	NEMVE23480	SACKO_19964
OG0003913	NEMVE06219	SACKO_21819
OG0003915	NEMVE13987	SACKO_17445
OG0003916	NEMVE04869	SACKO_16565, SACKO_16337
OG0003918	NEMVE15132	SACKO_03476
OG0003919	NEMVE10983	SACKO_15041
OG0003919	NEMVE10991	SACKO_15063, SACKO_15040
OG0003920	NEMVE13794	SACKO_25068
OG0003921	NEMVE13546, NEMVE03026	SACKO_23005
OG0003922	NEMVE11796	SACKO_28487
OG0003923	NEMVE01001, NEMVE12285	SACKO_12853
OG0003925	NEMVE14404	SACKO_09569
OG0003926	NEMVE18036	SACKO_31099, SACKO_18838, SACKO_29131
OG0003927	NEMVE14203, NEMVE11015, NEMVE11697	SACKO_08871
OG0003928	NEMVE09621, NEMVE10671, NEMVE09613	SACKO_07975
OG0003929	NEMVE15034	SACKO_13523
OG0003930	NEMVE11142	SACKO_32200
OG0003931	NEMVE05283	SACKO_31562
OG0003932	NEMVE10145	SACKO_08899
OG0003932	NEMVE17360	SACKO_17169, SACKO_32945
OG0003933	NEMVE16001	SACKO_24589
OG0003934	NEMVE10808	SACKO_18213
OG0003935	NEMVE04906, NEMVE10377, NEMVE06933	SACKO_12001
OG0003936	NEMVE07930	SACKO_01810
OG0003937	NEMVE18859	SACKO_02287
OG0003938	NEMVE14790	SACKO_13881
OG0003939	NEMVE25295, NEMVE20805, NEMVE20363	SACKO_15117
OG0003940	NEMVE16875	SACKO_32874, SACKO_08977, SACKO_31353, SACKO_08931
OG0003941	NEMVE17560	SACKO_33778
OG0003941	NEMVE08171	SACKO_33176
OG0003941	NEMVE17561	SACKO_06530
OG0003942	NEMVE22462	SACKO_29515
OG0003944	NEMVE25693, NEMVE10205, NEMVE21561	SACKO_18909
OG0003945	NEMVE14589	SACKO_09804, SACKO_29979
OG0003946	NEMVE09626	SACKO_03399
OG0003947	NEMVE01496, NEMVE12187	SACKO_25687
OG0003948	NEMVE19651	SACKO_13260
OG0003949	NEMVE07570, NEMVE23133	SACKO_15085
OG0003949	NEMVE11025	SACKO_24451
OG0003950	NEMVE04576	SACKO_29340
OG0003951	NEMVE21774	SACKO_27938
OG0003952	NEMVE24632	SACKO_01574
OG0003954	NEMVE08288, NEMVE00930	SACKO_02352
OG0003955	NEMVE06429	SACKO_14555
OG0003956	NEMVE23428	SACKO_04261
OG0003957	NEMVE06353, NEMVE09576	SACKO_19048
OG0003958	NEMVE15102	SACKO_14206
OG0003959	NEMVE23777	SACKO_27466
OG0003961	NEMVE15127	SACKO_15157
OG0003962	NEMVE16096, NEMVE01907	SACKO_06799
OG0003964	NEMVE15732	SACKO_01280, SACKO_23823, SACKO_02645
OG0003965	NEMVE25502	SACKO_27709, SACKO_08493
OG0003966	NEMVE13810	SACKO_31308, SACKO_15122
OG0003967	NEMVE23105	SACKO_05891, SACKO_19262
OG0003968	NEMVE08572	SACKO_23161
OG0003969	NEMVE07890	SACKO_19412
OG0003970	NEMVE23326	SACKO_04465
OG0003971	NEMVE22272	SACKO_11184
OG0003972	NEMVE13775	SACKO_18971
OG0003973	NEMVE14779	SACKO_17940, SACKO_17922
OG0003974	NEMVE22748	SACKO_26812
OG0003976	NEMVE24965	SACKO_33615, SACKO_33622
OG0003985	NEMVE02032	SACKO_24675, SACKO_16950, SACKO_20978, SACKO_20992, SACKO_20950, SACKO_34152, SACKO_12519, SACKO_16954, SACKO_30870, SACKO_20970, SACKO_21006, SACKO_21005, SACKO_20953, SACKO_21002, SACKO_20984, SACKO_20972, SACKO_24672, SACKO_04293, SACKO_21431, SACKO_21429, SACKO_34151, SACKO_15266, SACKO_21426, SACKO_34154, SACKO_18015, SACKO_18000, SACKO_13751, SACKO_06267, SACKO_29892, SACKO_31570, SACKO_06260, SACKO_29903, SACKO_29920, SACKO_13761
OG0003997	NEMVE05978	SACKO_23147, SACKO_25074
OG0003998	NEMVE00894	SACKO_32493
OG0003999	NEMVE21965	SACKO_18525
OG0004001	NEMVE03521	SACKO_27901, SACKO_27639, SACKO_21053
OG0004002	NEMVE18518	SACKO_22233
OG0004004	NEMVE06251	SACKO_33188, SACKO_29932
OG0004005	NEMVE23848	SACKO_17133, SACKO_17154
OG0004006	NEMVE20989, NEMVE11118	SACKO_24510, SACKO_04444
OG0004007	NEMVE13953	SACKO_27467
OG0004009	NEMVE21729	SACKO_27674
OG0004010	NEMVE14978, NEMVE12830	SACKO_07022, SACKO_07010
OG0004011	NEMVE25743	SACKO_21800
OG0004012	NEMVE12899, NEMVE22318	SACKO_03401
OG0004013	NEMVE18707, NEMVE20554	SACKO_11470, SACKO_34028, SACKO_17253, SACKO_09430, SACKO_15089, SACKO_20249, SACKO_16097, SACKO_19316, SACKO_13429, SACKO_12154
OG0004014	NEMVE25034, NEMVE18256	SACKO_04423
OG0004015	NEMVE09359	SACKO_00138
OG0004016	NEMVE08938	SACKO_29859
OG0004016	NEMVE13204	SACKO_04846
OG0004017	NEMVE14537	SACKO_31378
OG0004018	NEMVE17555	SACKO_25485
OG0004019	NEMVE05373	SACKO_00903
OG0004020	NEMVE22667	SACKO_23772, SACKO_23773
OG0004021	NEMVE03953, NEMVE00245, NEMVE06416	SACKO_24515
OG0004022	NEMVE22354, NEMVE07265	SACKO_33066
OG0004023	NEMVE10125	SACKO_12120
OG0004024	NEMVE24877	SACKO_00168, SACKO_21778
OG0004025	NEMVE14321	SACKO_24133, SACKO_14748
OG0004028	NEMVE00045, NEMVE01939	SACKO_02251
OG0004030	NEMVE09561	SACKO_23510
OG0004031	NEMVE09520	SACKO_11954
OG0004032	NEMVE11647, NEMVE08726	SACKO_05148
OG0004033	NEMVE05049	SACKO_32338
OG0004034	NEMVE13874, NEMVE06071	SACKO_12063
OG0004035	NEMVE23476	SACKO_05264
OG0004036	NEMVE22269	SACKO_24297
OG0004037	NEMVE24489	SACKO_11842
OG0004038	NEMVE25168	SACKO_18332
OG0004039	NEMVE05684	SACKO_32559
OG0004040	NEMVE11657	SACKO_14400
OG0004041	NEMVE07183	SACKO_09138
OG0004042	NEMVE24907	SACKO_29359
OG0004043	NEMVE25672	SACKO_04203
OG0004044	NEMVE14670	SACKO_31712
OG0004045	NEMVE22942	SACKO_33631
OG0004046	NEMVE20796, NEMVE25121	SACKO_22550
OG0004046	NEMVE16185	SACKO_08701
OG0004047	NEMVE14207	SACKO_00930
OG0004048	NEMVE04894	SACKO_33590
OG0004049	NEMVE18922, NEMVE10123, NEMVE15272, NEMVE05060	SACKO_04565
OG0004051	NEMVE16748	SACKO_17893
OG0004052	NEMVE04588	SACKO_11790, SACKO_11768, SACKO_11774, SACKO_11776, SACKO_11791, SACKO_00197
OG0004053	NEMVE19218	SACKO_12103
OG0004055	NEMVE22198	SACKO_08940
OG0004056	NEMVE12001, NEMVE17803	SACKO_02937, SACKO_02933
OG0004057	NEMVE14174	SACKO_20234
OG0004058	NEMVE06021	SACKO_00555, SACKO_22401
OG0004059	NEMVE10461	SACKO_04014
OG0004060	NEMVE05949	SACKO_28451
OG0004061	NEMVE09085	SACKO_14715
OG0004063	NEMVE10277	SACKO_18912
OG0004064	NEMVE23672	SACKO_28124
OG0004065	NEMVE13633	SACKO_31120
OG0004066	NEMVE18474	SACKO_24927, SACKO_04954, SACKO_24926, SACKO_22807
OG0004068	NEMVE14104	SACKO_03077
OG0004069	NEMVE10507	SACKO_16363
OG0004070	NEMVE00018, NEMVE22616	SACKO_26538, SACKO_33985
OG0004071	NEMVE14977	SACKO_17358
OG0004072	NEMVE15269	SACKO_06639
OG0004074	NEMVE01933, NEMVE11914	SACKO_24723
OG0004075	NEMVE15118	SACKO_16055, SACKO_16079
OG0004076	NEMVE11675, NEMVE01100	SACKO_25245
OG0004078	NEMVE13560	SACKO_33589
OG0004078	NEMVE07028	SACKO_33616
OG0004079	NEMVE25325	SACKO_14566
OG0004080	NEMVE06984	SACKO_22943
OG0004081	NEMVE22578	SACKO_22094
OG0004082	NEMVE01381	SACKO_02002
OG0004083	NEMVE14362	SACKO_26997
OG0004084	NEMVE14693	SACKO_12941
OG0004085	NEMVE14248, NEMVE19893, NEMVE17924	SACKO_33798
OG0004086	NEMVE02965	SACKO_31613
OG0004087	NEMVE04747	SACKO_23851
OG0004088	NEMVE13678	SACKO_25399
OG0004089	NEMVE22289, NEMVE23169	SACKO_19311
OG0004090	NEMVE14306	SACKO_02550
OG0004091	NEMVE00934	SACKO_07509
OG0004092	NEMVE12115, NEMVE21794	SACKO_04140
OG0004093	NEMVE00957	SACKO_30195
OG0004094	NEMVE25166	SACKO_27444
OG0004095	NEMVE15313	SACKO_06430
OG0004096	NEMVE22332	SACKO_22778
OG0004098	NEMVE01526	SACKO_27018
OG0004099	NEMVE08673	SACKO_13836
OG0004100	NEMVE13287	SACKO_06161, SACKO_06158, SACKO_06160, SACKO_26602
OG0004101	NEMVE23681	SACKO_05006
OG0004102	NEMVE00016, NEMVE08375	SACKO_06536
OG0004103	NEMVE23564	SACKO_11477, SACKO_25893
OG0004104	NEMVE24910, NEMVE24911, NEMVE18049	SACKO_02429
OG0004105	NEMVE12111, NEMVE13481	SACKO_08461
OG0004106	NEMVE15033	SACKO_20371, SACKO_18121
OG0004107	NEMVE13823	SACKO_13828
OG0004108	NEMVE11403	SACKO_31634, SACKO_04231
OG0004110	NEMVE22977	SACKO_33407
OG0004111	NEMVE08919	SACKO_01686
OG0004113	NEMVE02452	SACKO_07968
OG0004114	NEMVE17396	SACKO_07278
OG0004115	NEMVE00036, NEMVE17538	SACKO_04614
OG0004116	NEMVE02528, NEMVE25696	SACKO_12551
OG0004117	NEMVE11174	SACKO_11228
OG0004118	NEMVE13160	SACKO_08745
OG0004119	NEMVE22499, NEMVE11571, NEMVE11572	SACKO_16359
OG0004120	NEMVE24901	SACKO_22425
OG0004121	NEMVE13634	SACKO_28819
OG0004122	NEMVE25053	SACKO_16718, SACKO_16732
OG0004123	NEMVE17411	SACKO_05474
OG0004124	NEMVE07304	SACKO_01623
OG0004125	NEMVE13816	SACKO_10613
OG0004126	NEMVE08221, NEMVE20754	SACKO_17034
OG0004127	NEMVE18642	SACKO_30149
OG0004128	NEMVE13713	SACKO_10808, SACKO_33426
OG0004130	NEMVE14705	SACKO_04539, SACKO_29058
OG0004131	NEMVE05458	SACKO_31379
OG0004132	NEMVE23224	SACKO_10439, SACKO_19039
OG0004133	NEMVE12851	SACKO_06628
OG0004134	NEMVE14887	SACKO_21471
OG0004135	NEMVE22322	SACKO_25029
OG0004136	NEMVE14508	SACKO_00526
OG0004138	NEMVE10542, NEMVE19196, NEMVE00024	SACKO_13361
OG0004140	NEMVE05908	SACKO_23320
OG0004141	NEMVE05886	SACKO_25516
OG0004141	NEMVE02353, NEMVE05890	SACKO_25462
OG0004142	NEMVE13449	SACKO_15937
OG0004143	NEMVE18842	SACKO_17997
OG0004145	NEMVE09487	SACKO_17936
OG0004146	NEMVE12709	SACKO_01743
OG0004146	NEMVE21626, NEMVE02953	SACKO_21251
OG0004147	NEMVE22674	SACKO_02789, SACKO_00298, SACKO_19204, SACKO_14344, SACKO_13311, SACKO_04984
OG0004148	NEMVE19504	SACKO_04179
OG0004149	NEMVE17931	SACKO_05134
OG0004150	NEMVE13741	SACKO_06062
OG0004151	NEMVE14229	SACKO_17397
OG0004153	NEMVE00083	SACKO_17489
OG0004154	NEMVE05816	SACKO_13527, SACKO_26315, SACKO_00413, SACKO_16309
OG0004157	NEMVE16426	SACKO_02828
OG0004158	NEMVE13617	SACKO_18616
OG0004159	NEMVE18358, NEMVE14604	SACKO_15242
OG0004160	NEMVE23083	SACKO_14735
OG0004161	NEMVE22412	SACKO_22482, SACKO_22491
OG0004162	NEMVE25750	SACKO_22066
OG0004163	NEMVE09614	SACKO_04573, SACKO_25173
OG0004164	NEMVE22345, NEMVE25928	SACKO_05848
OG0004166	NEMVE14358	SACKO_12473
OG0004167	NEMVE10378	SACKO_11715
OG0004168	NEMVE14660	SACKO_24506
OG0004169	NEMVE09703	SACKO_10004
OG0004170	NEMVE24511, NEMVE04516	SACKO_26580
OG0004171	NEMVE13975	SACKO_29940
OG0004174	NEMVE05860	SACKO_18154
OG0004175	NEMVE16183	SACKO_30738, SACKO_30739, SACKO_20637
OG0004176	NEMVE13135	SACKO_25099
OG0004178	NEMVE24562	SACKO_23443
OG0004179	NEMVE13848	SACKO_01013
OG0004180	NEMVE06343	SACKO_06651
OG0004181	NEMVE18763	SACKO_24938
OG0004183	NEMVE25375	SACKO_02874, SACKO_28561, SACKO_09640
OG0004186	NEMVE14257, NEMVE25645	SACKO_12502
OG0004187	NEMVE13250	SACKO_26772
OG0004188	NEMVE15828	SACKO_12003
OG0004189	NEMVE17967	SACKO_04457
OG0004190	NEMVE24804	SACKO_22036
OG0004197	NEMVE25880	SACKO_24436
OG0004198	NEMVE22383	SACKO_11238, SACKO_12328
OG0004215	NEMVE23791	SACKO_02214
OG0004216	NEMVE11628	SACKO_32089
OG0004217	NEMVE07703	SACKO_09269
OG0004218	NEMVE21685	SACKO_18222
OG0004219	NEMVE22540, NEMVE20986	SACKO_03103
OG0004220	NEMVE14904	SACKO_23085
OG0004222	NEMVE22431	SACKO_12358
OG0004223	NEMVE14495	SACKO_14230, SACKO_01885
OG0004225	NEMVE12928, NEMVE06699	SACKO_26484, SACKO_26695
OG0004226	NEMVE24092, NEMVE20295	SACKO_01406
OG0004227	NEMVE13579	SACKO_14123
OG0004228	NEMVE14091	SACKO_18186
OG0004229	NEMVE10839	SACKO_17477
OG0004230	NEMVE20221, NEMVE15013	SACKO_30089
OG0004231	NEMVE25640, NEMVE19289	SACKO_01862
OG0004232	NEMVE05374	SACKO_13258
OG0004233	NEMVE05082	SACKO_09478
OG0004234	NEMVE17554	SACKO_00881
OG0004235	NEMVE17389	SACKO_17349
OG0004236	NEMVE01769, NEMVE21449, NEMVE08213	SACKO_11379
OG0004237	NEMVE24212	SACKO_33563
OG0004239	NEMVE09798	SACKO_08658
OG0004240	NEMVE02594, NEMVE02188	SACKO_03705
OG0004241	NEMVE17443	SACKO_05087
OG0004242	NEMVE18228, NEMVE13800	SACKO_12064
OG0004243	NEMVE13950	SACKO_21841
OG0004244	NEMVE21955	SACKO_10773
OG0004245	NEMVE22952	SACKO_12744
OG0004246	NEMVE13565	SACKO_10191
OG0004247	NEMVE00266, NEMVE19464	SACKO_29414
OG0004248	NEMVE20564, NEMVE10713	SACKO_26657
OG0004249	NEMVE07696	SACKO_09516
OG0004250	NEMVE05051	SACKO_07268
OG0004251	NEMVE19617, NEMVE25778	SACKO_02877
OG0004252	NEMVE15040	SACKO_16333
OG0004253	NEMVE06410	SACKO_02192
OG0004254	NEMVE02453	SACKO_18552
OG0004255	NEMVE24360	SACKO_09554
OG0004257	NEMVE24614	SACKO_10226
OG0004258	NEMVE23518	SACKO_16352, SACKO_16395
OG0004259	NEMVE22430	SACKO_29831
OG0004260	NEMVE15889, NEMVE21330	SACKO_31028
OG0004261	NEMVE20799, NEMVE22436	SACKO_29025
OG0004262	NEMVE04762	SACKO_23794
OG0004266	NEMVE06413	SACKO_08559
OG0004267	NEMVE06676	SACKO_29345
OG0004268	NEMVE09145	SACKO_32110
OG0004269	NEMVE11660	SACKO_02690, SACKO_17980
OG0004270	NEMVE05372	SACKO_15850
OG0004271	NEMVE13196	SACKO_21341, SACKO_01124
OG0004272	NEMVE14903	SACKO_11645, SACKO_12140
OG0004273	NEMVE01963	SACKO_09932
OG0004274	NEMVE13344	SACKO_28578
OG0004275	NEMVE13750	SACKO_12868
OG0004276	NEMVE18577	SACKO_08172
OG0004277	NEMVE09367, NEMVE25827, NEMVE21668	SACKO_21081
OG0004278	NEMVE11125	SACKO_21185
OG0004279	NEMVE02937, NEMVE18790	SACKO_27575
OG0004280	NEMVE06242	SACKO_28223
OG0004281	NEMVE01299, NEMVE02877, NEMVE02375	SACKO_13549
OG0004282	NEMVE15059	SACKO_29038
OG0004284	NEMVE10541	SACKO_19468, SACKO_24083
OG0004285	NEMVE13116	SACKO_03384
OG0004286	NEMVE09457, NEMVE02864	SACKO_12883
OG0004288	NEMVE18710	SACKO_30893, SACKO_11263, SACKO_11252, SACKO_12605
OG0004289	NEMVE18867	SACKO_32406
OG0004290	NEMVE01915	SACKO_28264
OG0004291	NEMVE06141	SACKO_14905
OG0004292	NEMVE11084	SACKO_03502
OG0004295	NEMVE08615	SACKO_04249
OG0004296	NEMVE21716	SACKO_21380
OG0004297	NEMVE05511	SACKO_28535
OG0004298	NEMVE18586	SACKO_30591
OG0004299	NEMVE07833	SACKO_30101
OG0004300	NEMVE08965	SACKO_30810
OG0004301	NEMVE15665	SACKO_20227
OG0004302	NEMVE13868	SACKO_18457
OG0004303	NEMVE14939, NEMVE00925	SACKO_26532
OG0004304	NEMVE02041	SACKO_20533
OG0004305	NEMVE07351, NEMVE23119, NEMVE14272	SACKO_12408
OG0004306	NEMVE02836	SACKO_26978
OG0004307	NEMVE14393	SACKO_33572
OG0004308	NEMVE20752	SACKO_01785
OG0004309	NEMVE21890	SACKO_30754
OG0004310	NEMVE21788	SACKO_10532
OG0004312	NEMVE14123	SACKO_10930
OG0004313	NEMVE22183	SACKO_19238, SACKO_19229, SACKO_00702
OG0004314	NEMVE10498	SACKO_11572
OG0004315	NEMVE18139	SACKO_16588
OG0004316	NEMVE13067	SACKO_28186
OG0004317	NEMVE21704, NEMVE16794	SACKO_02212
OG0004318	NEMVE17782, NEMVE25004	SACKO_28220, SACKO_04809, SACKO_24911
OG0004319	NEMVE06670	SACKO_05877
OG0004320	NEMVE20738, NEMVE18734	SACKO_00068
OG0004321	NEMVE19590	SACKO_28159, SACKO_28167
OG0004322	NEMVE08718, NEMVE05406	SACKO_28915
OG0004323	NEMVE00970	SACKO_25179
OG0004324	NEMVE07951	SACKO_12104, SACKO_08113
OG0004325	NEMVE14783	SACKO_16198, SACKO_04707
OG0004326	NEMVE24895	SACKO_16860, SACKO_16861, SACKO_16858, SACKO_16857
OG0004327	NEMVE10956	SACKO_31782, SACKO_30605
OG0004328	NEMVE25033	SACKO_23143, SACKO_33011
OG0004329	NEMVE14876	SACKO_25792, SACKO_09106
OG0004330	NEMVE01493	SACKO_07866
OG0004331	NEMVE22843, NEMVE02042	SACKO_06087
OG0004332	NEMVE14173	SACKO_02982
OG0004333	NEMVE26003, NEMVE02002	SACKO_09526
OG0004334	NEMVE13239	SACKO_08631
OG0004335	NEMVE03938	SACKO_30625
OG0004338	NEMVE13087	SACKO_24216
OG0004339	NEMVE18494, NEMVE24915	SACKO_07127
OG0004340	NEMVE17425	SACKO_20649, SACKO_24906
OG0004341	NEMVE05259	SACKO_28627
OG0004342	NEMVE23268	SACKO_01335
OG0004343	NEMVE01964	SACKO_03414, SACKO_21071
OG0004344	NEMVE02635	SACKO_02938
OG0004345	NEMVE06527	SACKO_24990
OG0004346	NEMVE13974	SACKO_12882
OG0004347	NEMVE25932	SACKO_18290
OG0004348	NEMVE25252	SACKO_00059
OG0004350	NEMVE13828	SACKO_33866
OG0004351	NEMVE00918	SACKO_14866
OG0004352	NEMVE24736	SACKO_10946
OG0004353	NEMVE13665	SACKO_09595
OG0004354	NEMVE20729, NEMVE09507	SACKO_06263, SACKO_06268
OG0004355	NEMVE10193	SACKO_23242
OG0004356	NEMVE00913	SACKO_08790
OG0004357	NEMVE08918	SACKO_30143
OG0004358	NEMVE08331	SACKO_23737
OG0004359	NEMVE11194, NEMVE05627	SACKO_07960
OG0004360	NEMVE21274, NEMVE08954	SACKO_13028
OG0004361	NEMVE02934	SACKO_16141
OG0004362	NEMVE06585	SACKO_08638
OG0004363	NEMVE20708	SACKO_02013
OG0004364	NEMVE22420, NEMVE15837	SACKO_23778
OG0004365	NEMVE13126	SACKO_23975
OG0004366	NEMVE01469	SACKO_02101, SACKO_28270
OG0004367	NEMVE25724, NEMVE16633, NEMVE21869	SACKO_33429
OG0004368	NEMVE24990	SACKO_03972
OG0004369	NEMVE10451	SACKO_34043, SACKO_22812
OG0004370	NEMVE13399, NEMVE21469	SACKO_26120
OG0004373	NEMVE14057, NEMVE19923	SACKO_02913
OG0004374	NEMVE23199, NEMVE20953	SACKO_27657, SACKO_05442
OG0004375	NEMVE20939, NEMVE22727	SACKO_01917
OG0004376	NEMVE09342	SACKO_04476
OG0004377	NEMVE23502	SACKO_04189
OG0004378	NEMVE08774	SACKO_21719
OG0004379	NEMVE13525	SACKO_04588
OG0004380	NEMVE13704	SACKO_08279
OG0004381	NEMVE00013, NEMVE20297	SACKO_23417
OG0004383	NEMVE23000	SACKO_04003
OG0004384	NEMVE10110	SACKO_31481
OG0004385	NEMVE05533	SACKO_28528, SACKO_14841
OG0004388	NEMVE09689	SACKO_34021
OG0004389	NEMVE25116	SACKO_09781
OG0004390	NEMVE18831	SACKO_17506
OG0004391	NEMVE25027	SACKO_06460
OG0004392	NEMVE06757	SACKO_01326
OG0004393	NEMVE03424	SACKO_03731
OG0004394	NEMVE13031	SACKO_06802
OG0004395	NEMVE01603, NEMVE20434	SACKO_29824, SACKO_29818
OG0004396	NEMVE14513	SACKO_09175
OG0004398	NEMVE08807	SACKO_05440
OG0004399	NEMVE06137	SACKO_01145
OG0004400	NEMVE09297	SACKO_18353
OG0004401	NEMVE15063	SACKO_22723
OG0004402	NEMVE14293	SACKO_31687
OG0004403	NEMVE13305	SACKO_17078
OG0004405	NEMVE21826	SACKO_17613, SACKO_28559
OG0004406	NEMVE07905	SACKO_12007
