Orthogroup	NEMVE	BRALA
OG0003541	NEMVE05768	BRALA19973
OG0003542	NEMVE05244	BRALA18626
OG0003543	NEMVE21904	BRALA02287
OG0003544	NEMVE21778	BRALA04094
OG0003545	NEMVE09118	BRALA25349
OG0003546	NEMVE00903	BRALA34597
OG0003547	NEMVE21707	BRALA27840, BRALA27838, BRALA27839
OG0003548	NEMVE24045	BRALA21699, BRALA21696, BRALA21695, BRALA21698, BRALA21697
OG0003549	NEMVE22192	BRALA23902
OG0003550	NEMVE14633	BRALA18608
OG0003551	NEMVE25468	BRALA01030
OG0003552	NEMVE13583	BRALA23094
OG0003554	NEMVE05007	BRALA24475
OG0003555	NEMVE10803	BRALA21968
OG0003556	NEMVE17151	BRALA01809
OG0003557	NEMVE12283	BRALA02541
OG0003558	NEMVE23552	BRALA16598
OG0003560	NEMVE06594	BRALA26145
OG0003561	NEMVE01009, NEMVE02397	BRALA28633
OG0003562	NEMVE13820	BRALA14777
OG0003563	NEMVE09047	BRALA18624
OG0003563	NEMVE25142	BRALA06846
OG0003564	NEMVE07651, NEMVE05001	BRALA27591
OG0003565	NEMVE24799	BRALA01127
OG0003566	NEMVE24534	BRALA19185
OG0003567	NEMVE14039	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371
OG0003568	NEMVE23185	BRALA28427
OG0003570	NEMVE24756	BRALA00798
OG0003571	NEMVE07104, NEMVE21760	BRALA31602, BRALA34916
OG0003573	NEMVE15669	BRALA14969
OG0003574	NEMVE03836	BRALA16438
OG0003574	NEMVE09379	BRALA17652
OG0003574	NEMVE05954	BRALA27168
OG0003577	NEMVE01484	BRALA00402
OG0003578	NEMVE14882, NEMVE12325	BRALA29478, BRALA23275
OG0003579	NEMVE14468	BRALA03835
OG0003581	NEMVE02408	BRALA20305, BRALA20292
OG0003582	NEMVE05180	BRALA19721
OG0003589	NEMVE23603	BRALA08170, BRALA34123
OG0003589	NEMVE24856, NEMVE19350	BRALA34410, BRALA31180, BRALA32629, BRALA08163, BRALA08158, BRALA08175, BRALA08171
OG0003589	NEMVE23604	BRALA08172, BRALA26818
OG0003597	NEMVE06178, NEMVE07749	BRALA34091
OG0003598	NEMVE09849	BRALA18340
OG0003599	NEMVE20749, NEMVE06057	BRALA30350
OG0003599	NEMVE00164	BRALA33877
OG0003601	NEMVE01801	BRALA18126
OG0003603	NEMVE13720	BRALA06241
OG0003604	NEMVE14417	BRALA31536
OG0003606	NEMVE07605	BRALA22056
OG0003607	NEMVE12941, NEMVE12994	BRALA10883
OG0003608	NEMVE05516, NEMVE19157	BRALA18469
OG0003610	NEMVE07493, NEMVE14129	BRALA09770
OG0003611	NEMVE07655, NEMVE15407	BRALA24495
OG0003612	NEMVE00312	BRALA00834
OG0003613	NEMVE08287	BRALA11000
OG0003615	NEMVE03122	BRALA05371
OG0003616	NEMVE22796	BRALA20439, BRALA20440
OG0003617	NEMVE04879	BRALA23864
OG0003617	NEMVE02770	BRALA23865
OG0003618	NEMVE14538	BRALA30067
OG0003619	NEMVE25213	BRALA28306
OG0003620	NEMVE14400	BRALA15834
OG0003622	NEMVE09372	BRALA13428
OG0003624	NEMVE20665	BRALA32644
OG0003625	NEMVE23563	BRALA29309, BRALA10329, BRALA10330, BRALA16006
OG0003626	NEMVE00939, NEMVE20827	BRALA04725
OG0003629	NEMVE13677	BRALA05892
OG0003630	NEMVE01474	BRALA29277
OG0003631	NEMVE08973, NEMVE18120	BRALA33910
OG0003631	NEMVE20518, NEMVE20475	BRALA32757, BRALA35489, BRALA34452, BRALA34595
OG0003632	NEMVE09812	BRALA35240, BRALA22349
OG0003633	NEMVE24448	BRALA10607
OG0003634	NEMVE09286, NEMVE17797, NEMVE17799	BRALA14363
OG0003635	NEMVE17691	BRALA18691
OG0003636	NEMVE10467	BRALA17877, BRALA30883
OG0003637	NEMVE15724, NEMVE18241	BRALA20353
OG0003638	NEMVE14258	BRALA12059
OG0003639	NEMVE05431	BRALA34621, BRALA34483, BRALA34678
OG0003640	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097	BRALA04598
OG0003641	NEMVE25925, NEMVE21020	BRALA22029
OG0003642	NEMVE13366	BRALA14568
OG0003643	NEMVE21963	BRALA20230, BRALA05378, BRALA17185, BRALA07011
OG0003644	NEMVE14219, NEMVE19898	BRALA10140
OG0003645	NEMVE06456, NEMVE06446	BRALA13185
OG0003646	NEMVE06017	BRALA22868
OG0003647	NEMVE10850, NEMVE18107	BRALA16527
OG0003648	NEMVE10380	BRALA17389
OG0003649	NEMVE10970	BRALA01612
OG0003650	NEMVE01779	BRALA13666
OG0003651	NEMVE07230	BRALA21916
OG0003652	NEMVE14170	BRALA34260
OG0003655	NEMVE21782	BRALA33353
OG0003656	NEMVE23361	BRALA04460
OG0003658	NEMVE14339	BRALA00325
OG0003659	NEMVE01974	BRALA07055
OG0003661	NEMVE00922	BRALA00518
OG0003662	NEMVE08035	BRALA28700
OG0003664	NEMVE01033, NEMVE07963	BRALA25355
OG0003665	NEMVE22002, NEMVE13012, NEMVE21940	BRALA15969, BRALA08702
OG0003667	NEMVE05425	BRALA23581, BRALA23583, BRALA23582
OG0003668	NEMVE14297	BRALA16595
OG0003669	NEMVE07090	BRALA01156
OG0003671	NEMVE14323	BRALA32769
OG0003672	NEMVE08668	BRALA18633
OG0003673	NEMVE10750	BRALA19292
OG0003673	NEMVE16428	BRALA19291
OG0003674	NEMVE05251	BRALA13017
OG0003675	NEMVE14081	BRALA11375
OG0003676	NEMVE21802	BRALA10096
OG0003676	NEMVE07553	BRALA14472
OG0003677	NEMVE22425	BRALA09088
OG0003678	NEMVE25356	BRALA05291
OG0003679	NEMVE11368	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231
OG0003680	NEMVE13143	BRALA09741
OG0003681	NEMVE01693	BRALA02162
OG0003682	NEMVE22975	BRALA10785, BRALA10910
OG0003683	NEMVE21208	BRALA22205
OG0003684	NEMVE10127	BRALA26598
OG0003685	NEMVE07449	BRALA04329
OG0003686	NEMVE09181	BRALA12463
OG0003687	NEMVE23894, NEMVE12128	BRALA14064
OG0003689	NEMVE15357	BRALA09157
OG0003690	NEMVE15068	BRALA33355, BRALA34982
OG0003691	NEMVE21817	BRALA22954
OG0003692	NEMVE20806, NEMVE11090	BRALA28877
OG0003693	NEMVE09308	BRALA09225
OG0003694	NEMVE22408	BRALA07902
OG0003695	NEMVE01731	BRALA21829
OG0003696	NEMVE11320	BRALA20035
OG0003697	NEMVE17845	BRALA16767
OG0003698	NEMVE22878	BRALA21409
OG0003699	NEMVE16490	BRALA35351
OG0003700	NEMVE05136, NEMVE03153	BRALA23022
OG0003701	NEMVE05754	BRALA16004
OG0003703	NEMVE24764	BRALA02399
OG0003704	NEMVE24279	BRALA17852
OG0003705	NEMVE23677	BRALA17124
OG0003706	NEMVE16662	BRALA21768
OG0003707	NEMVE04617	BRALA13435
OG0003708	NEMVE07588	BRALA19031
OG0003709	NEMVE18151	BRALA03316
OG0003710	NEMVE22261	BRALA29789
OG0003711	NEMVE13813, NEMVE21206	BRALA03254
OG0003712	NEMVE13197	BRALA11231
OG0003714	NEMVE13060	BRALA14362
OG0003716	NEMVE13656	BRALA32334
OG0003717	NEMVE06991	BRALA21117
OG0003718	NEMVE22937	BRALA07126
OG0003719	NEMVE08960	BRALA14607
OG0003721	NEMVE10208, NEMVE18963	BRALA12038
OG0003722	NEMVE01466, NEMVE20465	BRALA24100
OG0003724	NEMVE13663, NEMVE17013, NEMVE22380	BRALA05473
OG0003725	NEMVE14781	BRALA29814, BRALA00696
OG0003728	NEMVE23247	BRALA23646
OG0003729	NEMVE25381	BRALA06888, BRALA06951
OG0003730	NEMVE15317, NEMVE13968	BRALA29533
OG0003731	NEMVE23012	BRALA21198
OG0003732	NEMVE13725, NEMVE12470	BRALA11685
OG0003733	NEMVE13938	BRALA01134
OG0003734	NEMVE22526	BRALA21794
OG0003735	NEMVE23342	BRALA34167
OG0003736	NEMVE22403	BRALA33666, BRALA33744, BRALA33746
OG0003737	NEMVE15745	BRALA17522
OG0003738	NEMVE24821, NEMVE25967	BRALA18659
OG0003739	NEMVE09958	BRALA14467
OG0003742	NEMVE13350, NEMVE15271	BRALA18578
OG0003743	NEMVE21709	BRALA23724
OG0003744	NEMVE05864	BRALA24796
OG0003745	NEMVE24615	BRALA06719, BRALA03263, BRALA30410
OG0003746	NEMVE04748	BRALA17015
OG0003747	NEMVE17516	BRALA27741, BRALA33195, BRALA30716
OG0003749	NEMVE22325	BRALA26426, BRALA26425
OG0003750	NEMVE13166	BRALA18863
OG0003751	NEMVE03634, NEMVE10234	BRALA32676, BRALA06904
OG0003752	NEMVE10007, NEMVE01099, NEMVE09376	BRALA25856
OG0003753	NEMVE23093	BRALA16740
OG0003754	NEMVE12822, NEMVE01565	BRALA29308
OG0003755	NEMVE07225	BRALA35547, BRALA34607
OG0003756	NEMVE08256	BRALA19970
OG0003757	NEMVE25101	BRALA13359
OG0003758	NEMVE24097	BRALA00093
OG0003759	NEMVE07147	BRALA05624
OG0003760	NEMVE25257	BRALA17848
OG0003761	NEMVE06273	BRALA04263
OG0003762	NEMVE13179	BRALA18646
OG0003763	NEMVE18331	BRALA24515
OG0003764	NEMVE01625	BRALA25043
OG0003767	NEMVE24136	BRALA03143
OG0003768	NEMVE13220	BRALA11897
OG0003769	NEMVE25860	BRALA26566
OG0003770	NEMVE14300	BRALA19409
OG0003771	NEMVE24800	BRALA16711
OG0003773	NEMVE23658	BRALA23295, BRALA25770, BRALA25032
OG0003775	NEMVE06322	BRALA32177, BRALA35914
OG0003776	NEMVE25761	BRALA09052
OG0003777	NEMVE13412	BRALA06297
OG0003778	NEMVE22626	BRALA19187
OG0003779	NEMVE22651	BRALA31824
OG0003781	NEMVE25151	BRALA24563
OG0003795	NEMVE20355, NEMVE20909, NEMVE06474	BRALA19714
OG0003798	NEMVE14516	BRALA18800
OG0003803	NEMVE24989	BRALA01090
OG0003806	NEMVE14378	BRALA06429
OG0003807	NEMVE13183	BRALA25353
OG0003808	NEMVE11383	BRALA10356
OG0003809	NEMVE22938	BRALA03811
OG0003811	NEMVE12033, NEMVE10353	BRALA19420
OG0003812	NEMVE18581	BRALA05555
OG0003813	NEMVE22400	BRALA03804
OG0003815	NEMVE23225	BRALA24118
OG0003817	NEMVE12881, NEMVE22126	BRALA10868
OG0003818	NEMVE20836, NEMVE05581	BRALA21446
OG0003819	NEMVE21617, NEMVE25005, NEMVE16569, NEMVE16568, NEMVE23843, NEMVE17587, NEMVE17588, NEMVE20790, NEMVE17586, NEMVE17708, NEMVE17707	BRALA22931
OG0003820	NEMVE18008	BRALA22842, BRALA27361, BRALA30515, BRALA22840, BRALA29767, BRALA22841
OG0003821	NEMVE22804	BRALA15354, BRALA15353
OG0003822	NEMVE05304	BRALA09138, BRALA09143, BRALA09145, BRALA09146, BRALA09140
OG0003823	NEMVE13544	BRALA13717
OG0003824	NEMVE12681, NEMVE22639	BRALA21415
OG0003825	NEMVE06848	BRALA17596
OG0003826	NEMVE24498, NEMVE21062	BRALA34055
OG0003826	NEMVE08019	BRALA34230
OG0003827	NEMVE22358	BRALA00768
OG0003828	NEMVE13970	BRALA27337
OG0003829	NEMVE16467, NEMVE20813, NEMVE16466	BRALA02842
OG0003831	NEMVE24194	BRALA11875
OG0003832	NEMVE07346	BRALA17319
OG0003833	NEMVE22798	BRALA19235
OG0003834	NEMVE25157	BRALA27607
OG0003835	NEMVE19413, NEMVE21309	BRALA21118
OG0003836	NEMVE04677	BRALA34236, BRALA34753
OG0003837	NEMVE15152	BRALA19478
OG0003839	NEMVE09947	BRALA02789
OG0003840	NEMVE14763, NEMVE17541	BRALA04449
OG0003842	NEMVE22729	BRALA00315
OG0003843	NEMVE14695	BRALA33818, BRALA34158
OG0003844	NEMVE24944	BRALA16546
OG0003845	NEMVE01473	BRALA30351
OG0003846	NEMVE07025	BRALA21704
OG0003847	NEMVE04903	BRALA07349
OG0003847	NEMVE23780	BRALA03050
OG0003848	NEMVE03237	BRALA21811
OG0003850	NEMVE14788	BRALA19297
OG0003851	NEMVE13091	BRALA10650, BRALA10712
OG0003852	NEMVE07134	BRALA04443
OG0003853	NEMVE09522	BRALA15182
OG0003854	NEMVE18328	BRALA15033
OG0003855	NEMVE01478	BRALA15994
OG0003857	NEMVE20217, NEMVE25998	BRALA06379
OG0003858	NEMVE07192	BRALA15163
OG0003859	NEMVE25657	BRALA26266
OG0003861	NEMVE05952	BRALA12361
OG0003862	NEMVE14847	BRALA30431
OG0003862	NEMVE06342	BRALA18165
OG0003863	NEMVE15299	BRALA16261
OG0003864	NEMVE12479, NEMVE05255	BRALA28844
OG0003865	NEMVE08854	BRALA11341
OG0003866	NEMVE14786	BRALA23698
OG0003868	NEMVE23932	BRALA21807
OG0003869	NEMVE25452	BRALA14443
OG0003870	NEMVE09270	BRALA07708
OG0003872	NEMVE06420	BRALA30315
OG0003873	NEMVE07141	BRALA05761
OG0003874	NEMVE23530	BRALA01611
OG0003875	NEMVE04885	BRALA35166, BRALA34606, BRALA35940, BRALA34443
OG0003876	NEMVE06222, NEMVE12361	BRALA00896
OG0003877	NEMVE20725, NEMVE07878	BRALA23816
OG0003878	NEMVE17672	BRALA20063
OG0003879	NEMVE00015	BRALA15031
OG0003880	NEMVE18635, NEMVE21199	BRALA11582
OG0003881	NEMVE21229, NEMVE25591	BRALA24783
OG0003882	NEMVE25838	BRALA03161
OG0003883	NEMVE24051	BRALA11445
OG0003884	NEMVE04622	BRALA08005
OG0003885	NEMVE07560	BRALA23768
OG0003886	NEMVE07112	BRALA04852
OG0003887	NEMVE13010	BRALA26855, BRALA20668
OG0003888	NEMVE07601	BRALA19321
OG0003889	NEMVE16733, NEMVE20739, NEMVE16732, NEMVE16731, NEMVE23991	BRALA06547, BRALA06540, BRALA02812, BRALA02816, BRALA30158
OG0003890	NEMVE01588	BRALA26936
OG0003892	NEMVE22031, NEMVE14752	BRALA22723
OG0003893	NEMVE17391	BRALA24429
OG0003894	NEMVE13262	BRALA10135, BRALA10136
OG0003895	NEMVE10938	BRALA13986
OG0003896	NEMVE05289	BRALA13108
OG0003897	NEMVE01514	BRALA24446
OG0003898	NEMVE00029, NEMVE20445	BRALA06113
OG0003899	NEMVE25516	BRALA08278
OG0003900	NEMVE17139	BRALA17436
OG0003901	NEMVE14163	BRALA14426, BRALA08560, BRALA08561
OG0003903	NEMVE25716	BRALA12337
OG0003904	NEMVE13657	BRALA04278
OG0003905	NEMVE25933	BRALA08898
OG0003906	NEMVE08844	BRALA18512
OG0003908	NEMVE15062	BRALA16606
OG0003908	NEMVE13469	BRALA17141
OG0003909	NEMVE12977	BRALA29427
OG0003910	NEMVE11947, NEMVE14228	BRALA23005
OG0003911	NEMVE13548	BRALA13724
OG0003912	NEMVE23480	BRALA26575
OG0003913	NEMVE06219	BRALA05130
OG0003914	NEMVE23883	BRALA04182
OG0003915	NEMVE13987	BRALA12140
OG0003916	NEMVE04869	BRALA19092
OG0003917	NEMVE07359	BRALA18730
OG0003918	NEMVE15132	BRALA03733
OG0003919	NEMVE10983	BRALA27666
OG0003920	NEMVE13794	BRALA23721
OG0003921	NEMVE13546, NEMVE03026	BRALA09641
OG0003922	NEMVE11796	BRALA25868, BRALA02161
OG0003923	NEMVE01001, NEMVE12285	BRALA14453
OG0003925	NEMVE14404	BRALA05610
OG0003926	NEMVE18036	BRALA05443
OG0003928	NEMVE09621	BRALA03296
OG0003930	NEMVE11142	BRALA02295
OG0003931	NEMVE05283	BRALA25275
OG0003932	NEMVE10145	BRALA01444
OG0003932	NEMVE17360	BRALA02585
OG0003933	NEMVE16001	BRALA28039
OG0003934	NEMVE10808	BRALA01058
OG0003935	NEMVE04906, NEMVE10377, NEMVE06933	BRALA13280, BRALA03846, BRALA20864
OG0003936	NEMVE07930	BRALA34488
OG0003936	NEMVE19837	BRALA03060
OG0003937	NEMVE18859	BRALA25602
OG0003938	NEMVE14790	BRALA24502
OG0003939	NEMVE25295, NEMVE20805, NEMVE20363	BRALA05196
OG0003940	NEMVE16875	BRALA15373
OG0003941	NEMVE17560	BRALA20467
OG0003942	NEMVE22462	BRALA34122
OG0003944	NEMVE25693, NEMVE10205, NEMVE21561	BRALA12422
OG0003945	NEMVE14589	BRALA25345
OG0003946	NEMVE09626	BRALA21665
OG0003947	NEMVE01496, NEMVE12187	BRALA29298
OG0003948	NEMVE19651	BRALA14249
OG0003949	NEMVE07570, NEMVE23133	BRALA02048, BRALA07193, BRALA30122, BRALA20244, BRALA02045
OG0003950	NEMVE04576	BRALA02049
OG0003951	NEMVE21774	BRALA15284
OG0003952	NEMVE24632	BRALA23419
OG0003954	NEMVE08288, NEMVE00930	BRALA16702
OG0003955	NEMVE06429	BRALA20185
OG0003956	NEMVE23428	BRALA05102
OG0003957	NEMVE06353, NEMVE09576	BRALA03349
OG0003958	NEMVE15102	BRALA33511
OG0003959	NEMVE23777	BRALA02632
OG0003961	NEMVE15127	BRALA09640
OG0003962	NEMVE16096, NEMVE01907	BRALA34272
OG0003964	NEMVE15732	BRALA23648, BRALA12174, BRALA12173, BRALA12175
OG0003965	NEMVE25502	BRALA31971
OG0003966	NEMVE13810	BRALA24386
OG0003967	NEMVE23105	BRALA26387
OG0003968	NEMVE08572	BRALA12045
OG0003969	NEMVE07890	BRALA31035
OG0003970	NEMVE23326	BRALA04290
OG0003971	NEMVE22272	BRALA17785
OG0003972	NEMVE13775	BRALA03399
OG0003973	NEMVE14779	BRALA22301
OG0003974	NEMVE22748	BRALA09542, BRALA02422
OG0003976	NEMVE24965	BRALA25838
OG0003985	NEMVE02032	BRALA05336
OG0003997	NEMVE05978	BRALA16956
OG0003998	NEMVE09129, NEMVE09141, NEMVE00894	BRALA31907
OG0003999	NEMVE21965	BRALA00082
OG0004002	NEMVE18518	BRALA24418
OG0004004	NEMVE06251	BRALA00327
OG0004005	NEMVE23848	BRALA14573
OG0004006	NEMVE20989, NEMVE11118	BRALA31286, BRALA35212, BRALA31287
OG0004007	NEMVE13953	BRALA01057
OG0004009	NEMVE21729	BRALA28666
OG0004010	NEMVE14978, NEMVE12830	BRALA00694, BRALA29812
OG0004011	NEMVE25743	BRALA06852
OG0004012	NEMVE12899, NEMVE22318	BRALA21712
OG0004014	NEMVE25034, NEMVE18256	BRALA12884
OG0004015	NEMVE09359	BRALA28855
OG0004016	NEMVE08938	BRALA09309
OG0004016	NEMVE13204	BRALA07122
OG0004017	NEMVE14537	BRALA15067
OG0004018	NEMVE17555	BRALA25652, BRALA25651
OG0004019	NEMVE05373	BRALA02398
OG0004020	NEMVE22667	BRALA33134
OG0004021	NEMVE03953, NEMVE00245, NEMVE06416	BRALA27677, BRALA23566
OG0004022	NEMVE22354, NEMVE07265	BRALA09008, BRALA15698
OG0004023	NEMVE10125	BRALA27308
OG0004024	NEMVE24877	BRALA19457
OG0004025	NEMVE14321	BRALA24484
OG0004028	NEMVE00045, NEMVE01939	BRALA06730
OG0004030	NEMVE09561	BRALA10430
OG0004031	NEMVE09520	BRALA30314
OG0004032	NEMVE11647, NEMVE08726	BRALA12147
OG0004033	NEMVE05049	BRALA13287
OG0004034	NEMVE13874, NEMVE06071	BRALA08468, BRALA08467, BRALA08469
OG0004035	NEMVE23476	BRALA20551
OG0004036	NEMVE22269	BRALA19286
OG0004037	NEMVE24489	BRALA29961
OG0004038	NEMVE25168	BRALA05335
OG0004039	NEMVE05684, NEMVE15872	BRALA14564, BRALA14563
OG0004040	NEMVE11657	BRALA29252
OG0004041	NEMVE07183	BRALA26134
OG0004042	NEMVE24907	BRALA14677
OG0004043	NEMVE25672	BRALA19274
OG0004044	NEMVE14670	BRALA10276
OG0004045	NEMVE22942	BRALA11417, BRALA32867
OG0004046	NEMVE20796, NEMVE25121	BRALA07240
OG0004046	NEMVE16185	BRALA12739
OG0004047	NEMVE14207	BRALA04429, BRALA18670, BRALA08115
OG0004048	NEMVE04894	BRALA24410
OG0004049	NEMVE18922, NEMVE10123, NEMVE15272, NEMVE05060	BRALA27969
OG0004050	NEMVE24654	BRALA35170
OG0004051	NEMVE16748	BRALA10732
OG0004052	NEMVE04588	BRALA07966
OG0004053	NEMVE19218	BRALA15092
OG0004055	NEMVE22198	BRALA16890
OG0004056	NEMVE11824, NEMVE12001, NEMVE17803	BRALA04140
OG0004057	NEMVE17724, NEMVE14174	BRALA08841
OG0004058	NEMVE06021	BRALA14652
OG0004059	NEMVE10461	BRALA22286
OG0004060	NEMVE05949	BRALA22527
OG0004061	NEMVE09085	BRALA00733
OG0004063	NEMVE10277	BRALA19295
OG0004064	NEMVE23672	BRALA01479
OG0004065	NEMVE13633	BRALA17282
OG0004066	NEMVE18474	BRALA27555, BRALA27550
OG0004068	NEMVE14104	BRALA34877, BRALA19301
OG0004069	NEMVE10507	BRALA04243
OG0004070	NEMVE00018, NEMVE22616	BRALA10466
OG0004071	NEMVE14977	BRALA18327
OG0004072	NEMVE15269	BRALA17054
OG0004074	NEMVE21072	BRALA16650
OG0004075	NEMVE15118	BRALA26090
OG0004076	NEMVE11675, NEMVE01100	BRALA15154
OG0004078	NEMVE13560	BRALA29301
OG0004078	NEMVE07028	BRALA35758
OG0004079	NEMVE25325	BRALA08294
OG0004080	NEMVE06984	BRALA20296
OG0004081	NEMVE22578	BRALA31261
OG0004082	NEMVE01381	BRALA01474
OG0004083	NEMVE14362	BRALA25007
OG0004084	NEMVE14693	BRALA28518, BRALA08330
OG0004085	NEMVE14248, NEMVE19893, NEMVE17924	BRALA24215
OG0004086	NEMVE02965	BRALA17474
OG0004087	NEMVE04747	BRALA10704
OG0004088	NEMVE13678	BRALA35514, BRALA21666
OG0004089	NEMVE22289, NEMVE23169	BRALA08677, BRALA08678
OG0004090	NEMVE14306	BRALA11298
OG0004091	NEMVE00934	BRALA00652
OG0004092	NEMVE12115, NEMVE21794	BRALA07368
OG0004093	NEMVE00957	BRALA33199, BRALA30875, BRALA33894
OG0004094	NEMVE25166	BRALA20617
OG0004095	NEMVE15313	BRALA07608
OG0004096	NEMVE22332	BRALA21352
OG0004098	NEMVE01526	BRALA00651, BRALA22068
OG0004099	NEMVE08673	BRALA10432
OG0004100	NEMVE13287	BRALA17153
OG0004101	NEMVE23681	BRALA04835
OG0004103	NEMVE23564	BRALA12428, BRALA14730
OG0004104	NEMVE24910, NEMVE24911, NEMVE18049	BRALA01671
OG0004105	NEMVE12111, NEMVE13481	BRALA13768
OG0004106	NEMVE15033	BRALA18745
OG0004107	NEMVE13823	BRALA03118, BRALA03117, BRALA22370
OG0004108	NEMVE11403	BRALA18855
OG0004110	NEMVE22977	BRALA23943
OG0004111	NEMVE08919	BRALA01428
OG0004113	NEMVE02452	BRALA20061
OG0004114	NEMVE17396	BRALA25904, BRALA21514
OG0004115	NEMVE00036, NEMVE17538	BRALA19617
OG0004116	NEMVE02528, NEMVE25696	BRALA25003
OG0004117	NEMVE11174	BRALA17850
OG0004118	NEMVE13160	BRALA12736
OG0004119	NEMVE22499, NEMVE11571, NEMVE11572	BRALA11157, BRALA08493
OG0004120	NEMVE24901	BRALA23954
OG0004121	NEMVE13634	BRALA08686
OG0004123	NEMVE17411	BRALA14695
OG0004124	NEMVE07304	BRALA30068
OG0004125	NEMVE13816	BRALA04625
OG0004126	NEMVE08221, NEMVE20754	BRALA25788
OG0004127	NEMVE18642	BRALA16633
OG0004128	NEMVE13713	BRALA15362
OG0004130	NEMVE14705	BRALA09545
OG0004132	NEMVE23224	BRALA03252, BRALA03249
OG0004133	NEMVE13985, NEMVE12851	BRALA12128
OG0004134	NEMVE14887	BRALA16353
OG0004135	NEMVE22322	BRALA06179
OG0004136	NEMVE14508	BRALA00698, BRALA29816
OG0004138	NEMVE10542	BRALA24513
OG0004140	NEMVE05908	BRALA19957
OG0004141	NEMVE05886	BRALA17214
OG0004142	NEMVE13449	BRALA19738
OG0004143	NEMVE18842	BRALA09465
OG0004145	NEMVE09487	BRALA26159
OG0004146	NEMVE21626, NEMVE02953	BRALA17718, BRALA17719
OG0004147	NEMVE22674	BRALA00106
OG0004148	NEMVE19504	BRALA18127
OG0004149	NEMVE17931	BRALA12146
OG0004150	NEMVE13741	BRALA21716
OG0004151	NEMVE14229	BRALA19064
OG0004153	NEMVE00083	BRALA03854
OG0004154	NEMVE05816	BRALA10484, BRALA09813
OG0004157	NEMVE16426, NEMVE03019	BRALA20324
OG0004158	NEMVE13617	BRALA04798
OG0004159	NEMVE18358, NEMVE14604	BRALA15233, BRALA15234
OG0004160	NEMVE23083	BRALA00725
OG0004161	NEMVE22412	BRALA34496, BRALA03572
OG0004162	NEMVE25750	BRALA23043
OG0004163	NEMVE09614	BRALA18291
OG0004164	NEMVE22345, NEMVE25928	BRALA03976, BRALA31557, BRALA03977
OG0004166	NEMVE14358	BRALA16339
OG0004167	NEMVE10378	BRALA26238
OG0004169	NEMVE09703	BRALA13050
OG0004170	NEMVE04516	BRALA34920
OG0004171	NEMVE13975	BRALA08003
OG0004174	NEMVE05860	BRALA00787
OG0004175	NEMVE16183	BRALA16129
OG0004176	NEMVE13135	BRALA03590
OG0004178	NEMVE24562	BRALA20094
OG0004179	NEMVE13848	BRALA16718
OG0004180	NEMVE06343	BRALA17055
OG0004181	NEMVE18763	BRALA15876
OG0004183	NEMVE25375	BRALA25934, BRALA25935
OG0004184	NEMVE21069	BRALA35027
OG0004186	NEMVE14257, NEMVE25645	BRALA20859
OG0004187	NEMVE13250	BRALA03251
OG0004188	NEMVE15828	BRALA30311
OG0004189	NEMVE08777, NEMVE17967	BRALA28411
OG0004190	NEMVE24804	BRALA25028
OG0004197	NEMVE25880	BRALA05742
OG0004198	NEMVE22383	BRALA04321
OG0004215	NEMVE23791	BRALA22830
OG0004216	NEMVE11628	BRALA03093
OG0004217	NEMVE07703	BRALA11886
OG0004218	NEMVE21685	BRALA35691, BRALA11369, BRALA27082
OG0004219	NEMVE22540, NEMVE20986	BRALA29983, BRALA33234
OG0004220	NEMVE14904	BRALA17127
OG0004222	NEMVE22431	BRALA26148
OG0004223	NEMVE14495	BRALA09691
OG0004225	NEMVE12928, NEMVE06699	BRALA18596
OG0004226	NEMVE24092, NEMVE20295	BRALA09090
OG0004227	NEMVE13579	BRALA26674
OG0004228	NEMVE14091	BRALA15960
OG0004229	NEMVE10839	BRALA03705
OG0004230	NEMVE20221, NEMVE15013	BRALA25002
OG0004231	NEMVE25640, NEMVE19289	BRALA18489
OG0004232	NEMVE05374	BRALA34160
OG0004233	NEMVE05082	BRALA29740, BRALA10180, BRALA18749
OG0004234	NEMVE18650	BRALA15853
OG0004236	NEMVE01769, NEMVE21449, NEMVE08213	BRALA21571
OG0004237	NEMVE24212	BRALA11898
OG0004239	NEMVE09798	BRALA02912
OG0004240	NEMVE02594, NEMVE02188	BRALA22623
OG0004241	NEMVE17443	BRALA14197
OG0004242	NEMVE14789	BRALA15050
OG0004242	NEMVE18228, NEMVE13800	BRALA15049
OG0004243	NEMVE13950	BRALA11315
OG0004244	NEMVE21955	BRALA22724
OG0004245	NEMVE22952	BRALA35301
OG0004246	NEMVE13565	BRALA25785
OG0004247	NEMVE00266, NEMVE19464	BRALA24657
OG0004248	NEMVE20564, NEMVE10713	BRALA05741
OG0004249	NEMVE07696	BRALA08296
OG0004250	NEMVE05051	BRALA29141
OG0004251	NEMVE19617, NEMVE25778	BRALA10118
OG0004252	NEMVE15040	BRALA02512
OG0004253	NEMVE06410	BRALA14983
OG0004254	NEMVE02453	BRALA03749
OG0004255	NEMVE24360	BRALA26683
OG0004256	NEMVE09070, NEMVE09069, NEMVE09065, NEMVE09617	BRALA18275, BRALA18276, BRALA07664, BRALA07667, BRALA07666, BRALA07665, BRALA07574, BRALA25606, BRALA24029
