Orthogroup	NEMVE	MOUSE
OG0003336	NEMVE06507	MOUSE24199, MOUSE25894, MOUSE25893
OG0003337	NEMVE13578	MOUSE35105, MOUSE35106, MOUSE35107, MOUSE35108, MOUSE35109
OG0003338	NEMVE06602	MOUSE33405, MOUSE33402, MOUSE33404, MOUSE09683, MOUSE09684, MOUSE09682, MOUSE33403
OG0003340	NEMVE15762, NEMVE20934	MOUSE34383
OG0003341	NEMVE01952	MOUSE02979, MOUSE02978, MOUSE02980
OG0003342	NEMVE17096	MOUSE30329, MOUSE30331, MOUSE30334, MOUSE30333, MOUSE30330, MOUSE30332, MOUSE44562, MOUSE44561, MOUSE44560, MOUSE20742
OG0003343	NEMVE24170	MOUSE04680
OG0003343	NEMVE17001	MOUSE04681
OG0003344	NEMVE24619	MOUSE06845, MOUSE06846
OG0003345	NEMVE12668	MOUSE05995
OG0003346	NEMVE14289	MOUSE25033, MOUSE25032, MOUSE25035, MOUSE25034
OG0003347	NEMVE23886	MOUSE26452, MOUSE26454, MOUSE26453
OG0003348	NEMVE23418	MOUSE25053, MOUSE25054, MOUSE25052, MOUSE25051, MOUSE26185, MOUSE26184, MOUSE26187
OG0003349	NEMVE14973	MOUSE31587, MOUSE31588, MOUSE00810
OG0003351	NEMVE22797	MOUSE06923
OG0003351	NEMVE22733	MOUSE15844
OG0003352	NEMVE24015	MOUSE22187, MOUSE22190, MOUSE22188, MOUSE06948, MOUSE06949, MOUSE22189, MOUSE06953, MOUSE06950
OG0003353	NEMVE06482	MOUSE39276, MOUSE39278, MOUSE39280, MOUSE39277, MOUSE39282, MOUSE39279
OG0003354	NEMVE14304	MOUSE05407
OG0003355	NEMVE08592	MOUSE11469, MOUSE36993, MOUSE11468
OG0003356	NEMVE06309	MOUSE46162, MOUSE46163, MOUSE05881, MOUSE05880
OG0003358	NEMVE23739	MOUSE40734, MOUSE40733
OG0003359	NEMVE13744	MOUSE24590, MOUSE24589
OG0003360	NEMVE20499	MOUSE07907, MOUSE07906, MOUSE07904, MOUSE07903
OG0003361	NEMVE14739	MOUSE27474, MOUSE27475, MOUSE46164
OG0003362	NEMVE00976	MOUSE38875, MOUSE38874
OG0003363	NEMVE10901	MOUSE22150
OG0003363	NEMVE17304, NEMVE16720, NEMVE16221	MOUSE22155, MOUSE22154, MOUSE22152, MOUSE22153, MOUSE22151
OG0003364	NEMVE01971	MOUSE02179, MOUSE43998, MOUSE43999
OG0003365	NEMVE23416	MOUSE35390, MOUSE35391, MOUSE31045, MOUSE31044, MOUSE31047, MOUSE31046, MOUSE31042, MOUSE31043
OG0003366	NEMVE21908	MOUSE18707, MOUSE18706
OG0003368	NEMVE21767, NEMVE00061	MOUSE03159, MOUSE03158, MOUSE03157, MOUSE21186, MOUSE21183, MOUSE21181
OG0003369	NEMVE09534, NEMVE11386	MOUSE47924, MOUSE47928, MOUSE21139, MOUSE47927, MOUSE47926, MOUSE21140, MOUSE47925, MOUSE47922, MOUSE47923
OG0003370	NEMVE18949	MOUSE09868
OG0003371	NEMVE11040	MOUSE49355, MOUSE49356, MOUSE49358, MOUSE49357
OG0003372	NEMVE24037	MOUSE31781, MOUSE31782, MOUSE31783, MOUSE01292
OG0003373	NEMVE24072	MOUSE41533
OG0003374	NEMVE13211	MOUSE13462, MOUSE06762, MOUSE06760, MOUSE06761, MOUSE06758
OG0003375	NEMVE19185	MOUSE19488
OG0003376	NEMVE16260, NEMVE11402, NEMVE11401	MOUSE35876
OG0003377	NEMVE15318	MOUSE27183
OG0003378	NEMVE16798	MOUSE19967, MOUSE19971, MOUSE19968, MOUSE19969, MOUSE19966, MOUSE19965
OG0003379	NEMVE20545, NEMVE16052	MOUSE13738, MOUSE13737, MOUSE13736, MOUSE13739
OG0003380	NEMVE22683	MOUSE15298, MOUSE15297
OG0003381	NEMVE14322	MOUSE42057, MOUSE42059, MOUSE45841
OG0003382	NEMVE15638	MOUSE02747, MOUSE30743, MOUSE30744
OG0003383	NEMVE23495	MOUSE05798, MOUSE05796, MOUSE05797
OG0003384	NEMVE00423	MOUSE21104, MOUSE47803
OG0003385	NEMVE24878	MOUSE14742
OG0003386	NEMVE24105	MOUSE41396, MOUSE41394
OG0003387	NEMVE13639	MOUSE06531, MOUSE06530
OG0003388	NEMVE08840, NEMVE15438	MOUSE20874
OG0003391	NEMVE17395, NEMVE05209	MOUSE08210, MOUSE08211, MOUSE08213, MOUSE08214, MOUSE08212
OG0003392	NEMVE09110	MOUSE06428, MOUSE17171, MOUSE17172, MOUSE17169
OG0003393	NEMVE10476, NEMVE13045, NEMVE23905	MOUSE27211, MOUSE27212, MOUSE27210, MOUSE27209
OG0003394	NEMVE16445	MOUSE15699
OG0003395	NEMVE00876	MOUSE07440
OG0003396	NEMVE24075	MOUSE41750, MOUSE19964
OG0003398	NEMVE03087	MOUSE19712, MOUSE19681, MOUSE28902, MOUSE49875, MOUSE19713
OG0003401	NEMVE11233	MOUSE27842, MOUSE20710, MOUSE44909, MOUSE44910
OG0003419	NEMVE08218	MOUSE24280, MOUSE24279, MOUSE24281, MOUSE24282
OG0003420	NEMVE19645	MOUSE32878, MOUSE32879, MOUSE32877, MOUSE32880, MOUSE30898
OG0003421	NEMVE13078, NEMVE04651, NEMVE09589	MOUSE48228, MOUSE48226, MOUSE48227
OG0003422	NEMVE07883, NEMVE20521, NEMVE01482	MOUSE01858, MOUSE01856, MOUSE01855
OG0003424	NEMVE00293, NEMVE16825	MOUSE46224, MOUSE46223
OG0003424	NEMVE25971	MOUSE46232, MOUSE46231
OG0003425	NEMVE02069	MOUSE19441, MOUSE19442
OG0003426	NEMVE04788	MOUSE20301, MOUSE20300
OG0003428	NEMVE22338	MOUSE48725, MOUSE48724, MOUSE48722, MOUSE48726, MOUSE48723
OG0003429	NEMVE22490	MOUSE17278, MOUSE17279
OG0003430	NEMVE24395	MOUSE24273, MOUSE24275, MOUSE24274, MOUSE24272, MOUSE24271, MOUSE42839, MOUSE42838
OG0003431	NEMVE04794	MOUSE14812, MOUSE14813, MOUSE23915, MOUSE23916, MOUSE23917
OG0003432	NEMVE13929	MOUSE18616
OG0003433	NEMVE22730	MOUSE04206, MOUSE04205, MOUSE04201, MOUSE04203, MOUSE04204, MOUSE04199, MOUSE04200, MOUSE04197, MOUSE04198, MOUSE04202, MOUSE04207
OG0003434	NEMVE19996, NEMVE14429	MOUSE53227
OG0003435	NEMVE13652	MOUSE11712, MOUSE11711, MOUSE11708, MOUSE11710, MOUSE11713, MOUSE11707, MOUSE11709
OG0003439	NEMVE25599	MOUSE13082, MOUSE52350, MOUSE52351, MOUSE52352
OG0003440	NEMVE09605	MOUSE47527, MOUSE47524, MOUSE47525, MOUSE47526
OG0003441	NEMVE08561, NEMVE06221	MOUSE11283
OG0003442	NEMVE13895	MOUSE53489, MOUSE53488, MOUSE53490, MOUSE55179, MOUSE55178
OG0003443	NEMVE23998	MOUSE00337, MOUSE07443
OG0003444	NEMVE04612	MOUSE45924, MOUSE45923
OG0003445	NEMVE08389, NEMVE01424	MOUSE25522, MOUSE25521
OG0003445	NEMVE14554	MOUSE37109, MOUSE37108, MOUSE37107
OG0003447	NEMVE24666	MOUSE39104, MOUSE39107
OG0003448	NEMVE10129	MOUSE43761, MOUSE43760
OG0003449	NEMVE09976, NEMVE11728, NEMVE00441	MOUSE15177
OG0003450	NEMVE23497	MOUSE03860, MOUSE03859, MOUSE03861
OG0003451	NEMVE07235	MOUSE16031, MOUSE16030, MOUSE16029, MOUSE16028, MOUSE16025, MOUSE16026, MOUSE16027
OG0003452	NEMVE21083, NEMVE23965	MOUSE46624, MOUSE46622, MOUSE46621
OG0003454	NEMVE14065	MOUSE05740, MOUSE24875, MOUSE24874, MOUSE24873
OG0003455	NEMVE24559, NEMVE20985	MOUSE40732, MOUSE40731, MOUSE40730, MOUSE30463, MOUSE30462
OG0003456	NEMVE14823	MOUSE05067, MOUSE05068, MOUSE38598
OG0003457	NEMVE18246, NEMVE18245	MOUSE21532, MOUSE21533, MOUSE21534, MOUSE06864
OG0003458	NEMVE04918	MOUSE13623, MOUSE13621, MOUSE13619
OG0003459	NEMVE06913, NEMVE20106	MOUSE18751, MOUSE07439
OG0003460	NEMVE19324	MOUSE18655
OG0003461	NEMVE23166	MOUSE17244, MOUSE17243
OG0003462	NEMVE15109	MOUSE50378, MOUSE50373
OG0003463	NEMVE08123	MOUSE24565, MOUSE24563
OG0003464	NEMVE21995, NEMVE25422	MOUSE38665, MOUSE38667, MOUSE38664, MOUSE38666
OG0003465	NEMVE00981	MOUSE25414, MOUSE25415
OG0003466	NEMVE19302	MOUSE21260
OG0003467	NEMVE14975, NEMVE20626, NEMVE11976	MOUSE13943
OG0003468	NEMVE01555	MOUSE07045, MOUSE07044
OG0003469	NEMVE23482	MOUSE50469, MOUSE50470, MOUSE50468
OG0003470	NEMVE08394	MOUSE19772, MOUSE19770, MOUSE19769, MOUSE19771
OG0003471	NEMVE13566	MOUSE18810
OG0003472	NEMVE23741	MOUSE55353, MOUSE55352, MOUSE55354
OG0003473	NEMVE02684	MOUSE51179, MOUSE16143, MOUSE16144, MOUSE51178, MOUSE51177
OG0003474	NEMVE00065	MOUSE13415, MOUSE13416, MOUSE34026, MOUSE34025, MOUSE34024, MOUSE34027, MOUSE34028
OG0003475	NEMVE00257	MOUSE15813
OG0003476	NEMVE12591	MOUSE25016, MOUSE25013, MOUSE25015, MOUSE25014
OG0003477	NEMVE15677, NEMVE14421	MOUSE21747
OG0003478	NEMVE14744	MOUSE07743, MOUSE07745, MOUSE07744
OG0003479	NEMVE22549	MOUSE23604, MOUSE40904, MOUSE23605, MOUSE40905
OG0003480	NEMVE09026	MOUSE18536, MOUSE18530, MOUSE18537, MOUSE18534, MOUSE18535, MOUSE18531, MOUSE18532, MOUSE18533
OG0003483	NEMVE22468	MOUSE08689, MOUSE08688, MOUSE08690, MOUSE08691, MOUSE08693, MOUSE08692, MOUSE08687, MOUSE08686, MOUSE08685
OG0003484	NEMVE21744	MOUSE19757, MOUSE51960
OG0003486	NEMVE08417, NEMVE11925	MOUSE32199, MOUSE32197, MOUSE32198
OG0003487	NEMVE22483	MOUSE30691, MOUSE30690, MOUSE30689, MOUSE30692
OG0003488	NEMVE05426	MOUSE21562, MOUSE21560, MOUSE21559, MOUSE21561, MOUSE21563
OG0003489	NEMVE05755	MOUSE34375, MOUSE52013, MOUSE52012, MOUSE52014, MOUSE52011
OG0003490	NEMVE07514	MOUSE16566, MOUSE16648, MOUSE16565, MOUSE16649, MOUSE16567, MOUSE16563, MOUSE16653, MOUSE12490
OG0003491	NEMVE14708	MOUSE22818, MOUSE12558, MOUSE12559
OG0003492	NEMVE06260	MOUSE40447, MOUSE20897, MOUSE20898
OG0003493	NEMVE15798	MOUSE33120, MOUSE33121, MOUSE33118, MOUSE33114, MOUSE33112
OG0003496	NEMVE20920	MOUSE50055, MOUSE50054
OG0003496	NEMVE24665, NEMVE12137	MOUSE50057, MOUSE50056, MOUSE50058
OG0003497	NEMVE01002	MOUSE50976, MOUSE50975, MOUSE50974
OG0003498	NEMVE10613, NEMVE20419	MOUSE36292, MOUSE36293, MOUSE36290, MOUSE36291, MOUSE36294
OG0003499	NEMVE25845	MOUSE43680, MOUSE43679
OG0003500	NEMVE05089, NEMVE12196	MOUSE27416
OG0003501	NEMVE13383	MOUSE01539, MOUSE01540, MOUSE01542, MOUSE01538
OG0003502	NEMVE06419	MOUSE38147, MOUSE38146, MOUSE38151, MOUSE38150, MOUSE38149
OG0003503	NEMVE14218, NEMVE14261	MOUSE06408, MOUSE06409
OG0003504	NEMVE05266, NEMVE14390	MOUSE37889, MOUSE05933, MOUSE05932, MOUSE05931
OG0003505	NEMVE05913	MOUSE49223, MOUSE49221, MOUSE49219, MOUSE49218, MOUSE49220
OG0003506	NEMVE25216	MOUSE03286, MOUSE03285, MOUSE12599, MOUSE48045, MOUSE48046
OG0003507	NEMVE06192	MOUSE01525, MOUSE01524, MOUSE33553
OG0003508	NEMVE10416	MOUSE53216, MOUSE26338
OG0003509	NEMVE10409	MOUSE04147
OG0003510	NEMVE09335	MOUSE09300, MOUSE09301, MOUSE49518, MOUSE49517
OG0003511	NEMVE22014, NEMVE01517	MOUSE10318, MOUSE10316, MOUSE10321, MOUSE10317, MOUSE10320, MOUSE10319, MOUSE10315, MOUSE10314, MOUSE10313
OG0003512	NEMVE20614, NEMVE08803, NEMVE19792	MOUSE37510, MOUSE37508, MOUSE37507, MOUSE37509
OG0003513	NEMVE14528	MOUSE23286, MOUSE23284, MOUSE32687
OG0003515	NEMVE07802	MOUSE12958, MOUSE12957, MOUSE29744, MOUSE29743, MOUSE29746, MOUSE29745
OG0003516	NEMVE22943, NEMVE13148	MOUSE21436, MOUSE21437, MOUSE21434, MOUSE21435
OG0003517	NEMVE22199	MOUSE20463, MOUSE20462, MOUSE20459, MOUSE02214, MOUSE02215
OG0003518	NEMVE07929	MOUSE19878, MOUSE19877
OG0003519	NEMVE22344	MOUSE11368, MOUSE11372, MOUSE11374, MOUSE11371, MOUSE11369, MOUSE11370
OG0003520	NEMVE01051	MOUSE11355, MOUSE11358, MOUSE11356, MOUSE11357, MOUSE11354, MOUSE07033, MOUSE07034, MOUSE07035
OG0003521	NEMVE25988, NEMVE22072	MOUSE45229
OG0003521	NEMVE15787, NEMVE15788	MOUSE45228, MOUSE45232, MOUSE45231, MOUSE45230, MOUSE45227
OG0003522	NEMVE24059	MOUSE52171, MOUSE52168, MOUSE52169, MOUSE52172, MOUSE52170
OG0003523	NEMVE07334	MOUSE15422, MOUSE15423
OG0003524	NEMVE20753, NEMVE23630	MOUSE34476, MOUSE34477
OG0003527	NEMVE02209	MOUSE45108, MOUSE45105, MOUSE45106
OG0003528	NEMVE12358, NEMVE13793	MOUSE12507
OG0003529	NEMVE22936	MOUSE22567, MOUSE22566, MOUSE22564, MOUSE22561, MOUSE22565, MOUSE22562, MOUSE22563, MOUSE05554, MOUSE05555
OG0003531	NEMVE23009	MOUSE27520, MOUSE20441
OG0003532	NEMVE01942	MOUSE21921
OG0003533	NEMVE21770	MOUSE10863, MOUSE10865, MOUSE10864
OG0003535	NEMVE18138, NEMVE18330	MOUSE12781, MOUSE00942, MOUSE00948, MOUSE00943
OG0003536	NEMVE23719	MOUSE28282, MOUSE28283, MOUSE06551, MOUSE06549, MOUSE06547, MOUSE06548, MOUSE06550
OG0003537	NEMVE15401	MOUSE35903, MOUSE35905, MOUSE35906, MOUSE35902
OG0003537	NEMVE22084	MOUSE35904
OG0003538	NEMVE24834	MOUSE21443
OG0003539	NEMVE14225	MOUSE48000, MOUSE48003
OG0003541	NEMVE05768	MOUSE49870, MOUSE49872, MOUSE49868, MOUSE49869, MOUSE49874, MOUSE49873, MOUSE49871
OG0003542	NEMVE05244	MOUSE46221, MOUSE46219, MOUSE46218, MOUSE46220
OG0003543	NEMVE21904	MOUSE32048, MOUSE32047
OG0003544	NEMVE21778	MOUSE34150, MOUSE34151
OG0003545	NEMVE09118	MOUSE05147, MOUSE05148, MOUSE45984, MOUSE05146, MOUSE05145
OG0003546	NEMVE00903	MOUSE32868, MOUSE23969, MOUSE23968
OG0003547	NEMVE21707	MOUSE47144, MOUSE47146, MOUSE47143, MOUSE47142, MOUSE47145
OG0003548	NEMVE24045	MOUSE36205, MOUSE36206, MOUSE36204
OG0003549	NEMVE22192	MOUSE00103, MOUSE00104, MOUSE00102, MOUSE54471, MOUSE54470, MOUSE54469
OG0003550	NEMVE14633	MOUSE38958, MOUSE26420
OG0003551	NEMVE25468	MOUSE48878, MOUSE48877, MOUSE48875, MOUSE48876, MOUSE32666
OG0003552	NEMVE13583	MOUSE30902, MOUSE30901, MOUSE30899
OG0003554	NEMVE05007	MOUSE20958, MOUSE20957, MOUSE20956
OG0003555	NEMVE10803, NEMVE10802	MOUSE05997, MOUSE05993, MOUSE05996, MOUSE05994, MOUSE05992, MOUSE05991, MOUSE05998, MOUSE05999, MOUSE06000
OG0003556	NEMVE17151	MOUSE29223, MOUSE29227, MOUSE29228, MOUSE29225, MOUSE29226, MOUSE29224
OG0003557	NEMVE12283	MOUSE11069, MOUSE11070
OG0003558	NEMVE23552	MOUSE51603
OG0003560	NEMVE06594	MOUSE07074, MOUSE07075, MOUSE07078, MOUSE07079, MOUSE07080, MOUSE07076
OG0003561	NEMVE01009, NEMVE02397	MOUSE00519, MOUSE00518, MOUSE38762, MOUSE38760, MOUSE38763, MOUSE38759, MOUSE00521, MOUSE38761
OG0003562	NEMVE13820	MOUSE13546, MOUSE28194, MOUSE28193, MOUSE13545
OG0003563	NEMVE09047	MOUSE46114, MOUSE46115, MOUSE46111
OG0003564	NEMVE07651, NEMVE05001	MOUSE21830, MOUSE21834, MOUSE21832, MOUSE21831, MOUSE09522
OG0003565	NEMVE24799	MOUSE47811, MOUSE47813, MOUSE47812
OG0003566	NEMVE24534	MOUSE45915, MOUSE45914, MOUSE45913, MOUSE17313, MOUSE17315, MOUSE17312, MOUSE17314
OG0003567	NEMVE14039	MOUSE15052, MOUSE15050
OG0003568	NEMVE23185	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466
OG0003570	NEMVE24756	MOUSE24262, MOUSE24261, MOUSE24263
OG0003571	NEMVE07104, NEMVE21760	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279
OG0003573	NEMVE15669	MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294
OG0003577	NEMVE01484	MOUSE32680, MOUSE32679, MOUSE32681
OG0003578	NEMVE14882, NEMVE12325	MOUSE35794, MOUSE35795, MOUSE35798, MOUSE35790, MOUSE35791, MOUSE35793
OG0003579	NEMVE14468	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637
OG0003581	NEMVE02408	MOUSE45635
OG0003582	NEMVE05180	MOUSE53584, MOUSE23612, MOUSE53583, MOUSE23611
OG0003598	NEMVE09849	MOUSE26068, MOUSE26067
OG0003599	NEMVE20749, NEMVE06057	MOUSE19100, MOUSE19099, MOUSE19101, MOUSE19098
OG0003601	NEMVE01801	MOUSE35209, MOUSE35208, MOUSE35210
OG0003603	NEMVE12029, NEMVE13720	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012, MOUSE06010
OG0003604	NEMVE14417	MOUSE04686, MOUSE04687, MOUSE04688, MOUSE37459
OG0003606	NEMVE07584	MOUSE34332, MOUSE34333
OG0003606	NEMVE07605	MOUSE34331
OG0003608	NEMVE19157	MOUSE23913, MOUSE23911
OG0003610	NEMVE07493, NEMVE14129	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713, MOUSE35717
OG0003611	NEMVE07655, NEMVE15407	MOUSE03230, MOUSE03228, MOUSE03229
OG0003612	NEMVE22973	MOUSE17712, MOUSE17715, MOUSE17714
OG0003613	NEMVE08287	MOUSE52720, MOUSE52719, MOUSE49624
OG0003615	NEMVE03122	MOUSE18457, MOUSE13209, MOUSE13208
OG0003616	NEMVE22796	MOUSE41038, MOUSE41039, MOUSE41037
OG0003617	NEMVE04879, NEMVE02770	MOUSE15713
OG0003618	NEMVE14538	MOUSE21564
OG0003619	NEMVE25213	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314
OG0003620	NEMVE14400	MOUSE35127, MOUSE35128
OG0003621	NEMVE24715	MOUSE44995
OG0003622	NEMVE09372	MOUSE28010, MOUSE28008, MOUSE28009
OG0003624	NEMVE13806, NEMVE20665	MOUSE09386, MOUSE09387
OG0003625	NEMVE23563	MOUSE53422
OG0003626	NEMVE11761	MOUSE50478, MOUSE50479, MOUSE50480, MOUSE50477, MOUSE50481
OG0003629	NEMVE13677	MOUSE29983, MOUSE29984, MOUSE29981, MOUSE29982
OG0003630	NEMVE01474	MOUSE46274
OG0003632	NEMVE09812	MOUSE34977, MOUSE29457, MOUSE29458
OG0003633	NEMVE24448	MOUSE45040, MOUSE45041, MOUSE45037, MOUSE45039, MOUSE45038, MOUSE45036
OG0003634	NEMVE09286, NEMVE17797	MOUSE34995, MOUSE34996
OG0003635	NEMVE17691	MOUSE55664
OG0003638	NEMVE14258	MOUSE07871
OG0003639	NEMVE05431	MOUSE04482, MOUSE04483, MOUSE04481
OG0003640	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097	MOUSE06258, MOUSE06259, MOUSE23351
OG0003641	NEMVE25925, NEMVE21020	MOUSE19690, MOUSE28969, MOUSE28970, MOUSE28971
OG0003642	NEMVE13366	MOUSE51394
OG0003642	NEMVE01082	MOUSE51395
OG0003643	NEMVE21963	MOUSE23455, MOUSE23454
OG0003644	NEMVE14219, NEMVE19898	MOUSE25659, MOUSE25655, MOUSE25658
OG0003645	NEMVE06456, NEMVE06446	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755
OG0003646	NEMVE06017	MOUSE51957
OG0003647	NEMVE10850	MOUSE10329, MOUSE10327
OG0003647	NEMVE18107	MOUSE10330
OG0003648	NEMVE10380	MOUSE35777, MOUSE35776, MOUSE35779, MOUSE35778
OG0003649	NEMVE10970	MOUSE18455
OG0003650	NEMVE01779	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147
OG0003651	NEMVE07230	MOUSE28186, MOUSE32014, MOUSE32016, MOUSE32015, MOUSE32017, MOUSE32012, MOUSE32013
OG0003652	NEMVE14170	MOUSE51309, MOUSE00670
OG0003655	NEMVE21782	MOUSE00092, MOUSE00091, MOUSE38828
OG0003656	NEMVE23361	MOUSE52004, MOUSE52005, MOUSE30702
OG0003658	NEMVE14339	MOUSE39824
OG0003659	NEMVE01974	MOUSE05800, MOUSE05799, MOUSE05801
OG0003661	NEMVE00922	MOUSE02399, MOUSE02398
OG0003662	NEMVE08035	MOUSE00931, MOUSE00930, MOUSE00932, MOUSE40409, MOUSE40410, MOUSE40406, MOUSE40408, MOUSE40407
OG0003664	NEMVE07963	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910
OG0003665	NEMVE22002, NEMVE13012, NEMVE21940	MOUSE07285
OG0003667	NEMVE05425	MOUSE15239, MOUSE15238
OG0003668	NEMVE14297	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217
OG0003669	NEMVE07090	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718
OG0003671	NEMVE14323	MOUSE21089, MOUSE03153
OG0003672	NEMVE08668	MOUSE03769, MOUSE03770
OG0003673	NEMVE10750	MOUSE52124, MOUSE52123, MOUSE52122, MOUSE52125
OG0003673	NEMVE16428	MOUSE16463, MOUSE16464
OG0003674	NEMVE05251	MOUSE03963, MOUSE03964
OG0003675	NEMVE14081	MOUSE53285, MOUSE53287, MOUSE53284, MOUSE53286, MOUSE53283
OG0003676	NEMVE21802	MOUSE25609
OG0003676	NEMVE07553	MOUSE53232, MOUSE53233
OG0003677	NEMVE22425	MOUSE26179, MOUSE25068, MOUSE25069, MOUSE05328
OG0003678	NEMVE25356	MOUSE33350, MOUSE33349, MOUSE33347, MOUSE33348, MOUSE50401, MOUSE50400
OG0003679	NEMVE11368	MOUSE15732, MOUSE25049, MOUSE25050
OG0003680	NEMVE13143	MOUSE02511, MOUSE02510, MOUSE02508, MOUSE02509, MOUSE02513, MOUSE02514, MOUSE22063, MOUSE22062
OG0003681	NEMVE01693	MOUSE14464, MOUSE27092, MOUSE27091
OG0003682	NEMVE22975	MOUSE24620, MOUSE24619
OG0003682	NEMVE12062	MOUSE24622, MOUSE24623
OG0003683	NEMVE21208	MOUSE20043, MOUSE20045
OG0003683	NEMVE25273	MOUSE20046
OG0003684	NEMVE10127	MOUSE23198, MOUSE23196, MOUSE23195, MOUSE23197
OG0003684	NEMVE10124	MOUSE23199
OG0003685	NEMVE07449	MOUSE32370, MOUSE32367, MOUSE32369, MOUSE32368, MOUSE51976, MOUSE51974, MOUSE51975
OG0003686	NEMVE09181	MOUSE49108, MOUSE49109, MOUSE49107, MOUSE49105, MOUSE49106, MOUSE49104, MOUSE49103, MOUSE49102, MOUSE49101, MOUSE49099
OG0003687	NEMVE23894, NEMVE12128	MOUSE02568, MOUSE02567, MOUSE05366, MOUSE22110, MOUSE22109
OG0003689	NEMVE15357	MOUSE05393, MOUSE05394, MOUSE26456, MOUSE26455, MOUSE26457
OG0003690	NEMVE15068	MOUSE07036, MOUSE07037, MOUSE07038
OG0003691	NEMVE21817, NEMVE16405	MOUSE48085, MOUSE48086, MOUSE48087
OG0003692	NEMVE20806, NEMVE11090	MOUSE02817, MOUSE02816, MOUSE02818
OG0003693	NEMVE09308	MOUSE41191, MOUSE41190, MOUSE11267, MOUSE11266, MOUSE11265
OG0003694	NEMVE22408	MOUSE30782
OG0003695	NEMVE01731	MOUSE25741, MOUSE25740, MOUSE25739, MOUSE20814
OG0003696	NEMVE11320	MOUSE35449, MOUSE35450
OG0003697	NEMVE17845	MOUSE17094, MOUSE17093, MOUSE06524
OG0003698	NEMVE22878	MOUSE21124, MOUSE12762
OG0003699	NEMVE16490	MOUSE25218
OG0003700	NEMVE05136, NEMVE03153	MOUSE15026, MOUSE06260, MOUSE06261, MOUSE06262
OG0003701	NEMVE05754	MOUSE15704, MOUSE15707, MOUSE15706, MOUSE15705, MOUSE15703
OG0003703	NEMVE24764	MOUSE20574, MOUSE27650
OG0003704	NEMVE24279	MOUSE48834, MOUSE48833, MOUSE33411, MOUSE33409
OG0003705	NEMVE23677	MOUSE35234, MOUSE35235, MOUSE35240, MOUSE35241, MOUSE35238, MOUSE35236, MOUSE35237
OG0003706	NEMVE16662	MOUSE17759, MOUSE17750, MOUSE17753, MOUSE17755, MOUSE17756, MOUSE17754, MOUSE17757, MOUSE17758, MOUSE17752, MOUSE17751
OG0003707	NEMVE04617	MOUSE09617, MOUSE09616, MOUSE44752, MOUSE44751
OG0003708	NEMVE07588	MOUSE34409, MOUSE34410, MOUSE34408, MOUSE34406, MOUSE34407
OG0003709	NEMVE18151	MOUSE43765, MOUSE43763, MOUSE43764
OG0003710	NEMVE22261	MOUSE55264, MOUSE31690
OG0003711	NEMVE13813, NEMVE21206	MOUSE51934, MOUSE51928, MOUSE51930, MOUSE51936, MOUSE51935, MOUSE51933, MOUSE51931, MOUSE51932, MOUSE51927, MOUSE51929
OG0003712	NEMVE13197	MOUSE14240, MOUSE14239, MOUSE15046
OG0003714	NEMVE13060	MOUSE34993, MOUSE34994
OG0003716	NEMVE21119	MOUSE15603
OG0003716	NEMVE13656	MOUSE15604, MOUSE15602
OG0003717	NEMVE06991	MOUSE33976, MOUSE33975, MOUSE08977, MOUSE08978
OG0003718	NEMVE22937	MOUSE22255, MOUSE22254, MOUSE22249, MOUSE22251
OG0003719	NEMVE08960	MOUSE30866
OG0003720	NEMVE13058	MOUSE23793, MOUSE23792, MOUSE23794, MOUSE17553
OG0003721	NEMVE18963	MOUSE20246, MOUSE20247
OG0003722	NEMVE01466, NEMVE20465	MOUSE31879, MOUSE31880, MOUSE31883, MOUSE31881, MOUSE25682, MOUSE25686, MOUSE25681
OG0003724	NEMVE13663, NEMVE17013, NEMVE22380	MOUSE34773, MOUSE34772, MOUSE34770, MOUSE34769, MOUSE34771
OG0003725	NEMVE14781	MOUSE33444, MOUSE33447, MOUSE32961, MOUSE32962, MOUSE18709
OG0003728	NEMVE23247	MOUSE31942, MOUSE31943, MOUSE31941
OG0003729	NEMVE25381	MOUSE26210, MOUSE26211
OG0003730	NEMVE15317, NEMVE13968	MOUSE46790, MOUSE46788, MOUSE46787, MOUSE46786
OG0003731	NEMVE23012	MOUSE50324, MOUSE50322, MOUSE50321, MOUSE50323, MOUSE50320
OG0003731	NEMVE12940	MOUSE50325
OG0003732	NEMVE12470	MOUSE22011
