Orthogroup	NEMVE	XENTR
OG0003831	NEMVE24194	XENTR03490
OG0003832	NEMVE07346	XENTR00382, XENTR01228, XENTR01229
OG0003833	NEMVE22798	XENTR15540
OG0003834	NEMVE25157	XENTR04978, XENTR18533
OG0003835	NEMVE19413, NEMVE21309	XENTR12732, XENTR12733
OG0003836	NEMVE04677	XENTR11782, XENTR15896
OG0003837	NEMVE15152	XENTR02506
OG0003838	NEMVE07828	XENTR00914, XENTR03476
OG0003839	NEMVE09947	XENTR13884
OG0003840	NEMVE14763, NEMVE17541	XENTR12159
OG0003841	NEMVE13973	XENTR12939
OG0003842	NEMVE22729	XENTR06616
OG0003843	NEMVE14695	XENTR12778, XENTR12779
OG0003844	NEMVE24944	XENTR07150
OG0003845	NEMVE01473	XENTR04055
OG0003846	NEMVE07025	XENTR11317
OG0003847	NEMVE04903	XENTR05448
OG0003848	NEMVE03237	XENTR09160
OG0003850	NEMVE14788	XENTR05454
OG0003851	NEMVE13091	XENTR02901
OG0003852	NEMVE07134	XENTR01443, XENTR00580
OG0003853	NEMVE09522	XENTR16563
OG0003854	NEMVE18328	XENTR09846, XENTR03116
OG0003855	NEMVE01478	XENTR18199
OG0003857	NEMVE20217, NEMVE25998	XENTR10397
OG0003859	NEMVE25657	XENTR18118
OG0003860	NEMVE07587	XENTR19064
OG0003860	NEMVE05689	XENTR06357
OG0003861	NEMVE05952	XENTR12844
OG0003862	NEMVE14847	XENTR03149
OG0003863	NEMVE15299	XENTR10491, XENTR10490, XENTR02221, XENTR02222
OG0003864	NEMVE12479, NEMVE05255	XENTR11994
OG0003865	NEMVE08854	XENTR08410, XENTR08547
OG0003866	NEMVE14786	XENTR06311
OG0003867	NEMVE14855	XENTR02863
OG0003868	NEMVE23932	XENTR14790, XENTR09159, XENTR09158
OG0003869	NEMVE25452	XENTR16798
OG0003870	NEMVE09270	XENTR11422
OG0003871	NEMVE01925	XENTR10829
OG0003872	NEMVE06420	XENTR00808
OG0003873	NEMVE07141	XENTR00180
OG0003874	NEMVE23530	XENTR15862
OG0003875	NEMVE04885	XENTR04436
OG0003876	NEMVE06222, NEMVE12361	XENTR17136
OG0003877	NEMVE20725, NEMVE07878	XENTR02745
OG0003878	NEMVE17672	XENTR02554
OG0003879	NEMVE00015	XENTR11236
OG0003880	NEMVE18635	XENTR13950
OG0003880	NEMVE21199	XENTR06094
OG0003881	NEMVE21229, NEMVE25591	XENTR04081
OG0003882	NEMVE25838	XENTR16402
OG0003883	NEMVE24051	XENTR14642, XENTR14643, XENTR08760
OG0003884	NEMVE04622	XENTR02661
OG0003885	NEMVE07560	XENTR05759, XENTR02123
OG0003886	NEMVE07112	XENTR01682
OG0003887	NEMVE13010	XENTR18026, XENTR11440
OG0003888	NEMVE07601	XENTR15148
OG0003890	NEMVE01588	XENTR06459, XENTR12480
OG0003892	NEMVE22031, NEMVE14752	XENTR00762
OG0003893	NEMVE17391	XENTR13880
OG0003894	NEMVE13262	XENTR06779
OG0003895	NEMVE10938	XENTR15607
OG0003896	NEMVE05289	XENTR17970, XENTR04800, XENTR16273
OG0003897	NEMVE01514	XENTR09637
OG0003898	NEMVE00029, NEMVE20445	XENTR00281
OG0003899	NEMVE25516	XENTR07459
OG0003900	NEMVE17139	XENTR06624
OG0003901	NEMVE14163	XENTR10660, XENTR18510
OG0003903	NEMVE22012, NEMVE25716	XENTR11558
OG0003904	NEMVE13657	XENTR08625, XENTR05314
OG0003905	NEMVE07644	XENTR09275
OG0003906	NEMVE08844	XENTR05038
OG0003908	NEMVE15062	XENTR12199
OG0003908	NEMVE13469	XENTR15544
OG0003909	NEMVE12977	XENTR13589
OG0003910	NEMVE11947, NEMVE14228	XENTR07945
OG0003911	NEMVE13548	XENTR02501
OG0003912	NEMVE23480	XENTR18566, XENTR04975, XENTR07778
OG0003913	NEMVE06219	XENTR15388
OG0003914	NEMVE23883, NEMVE12983	XENTR02686
OG0003915	NEMVE13987	XENTR02712, XENTR00701
OG0003916	NEMVE04869	XENTR04593, XENTR05144
OG0003917	NEMVE07359	XENTR00420, XENTR10594
OG0003918	NEMVE15132	XENTR06731
OG0003919	NEMVE10991	XENTR14692
OG0003920	NEMVE13794	XENTR12856
OG0003921	NEMVE13546, NEMVE03026	XENTR04630
OG0003922	NEMVE11796	XENTR08412
OG0003923	NEMVE01001, NEMVE12285	XENTR04190
OG0003925	NEMVE14404	XENTR05466
OG0003927	NEMVE14203, NEMVE11015, NEMVE11697	XENTR06337, XENTR06338
OG0003929	NEMVE15034	XENTR03727
OG0003930	NEMVE11142	XENTR10794
OG0003931	NEMVE05283	XENTR10403
OG0003933	NEMVE16001	XENTR11134, XENTR10793
OG0003934	NEMVE10808	XENTR05679
OG0003935	NEMVE04906, NEMVE10377, NEMVE06933	XENTR03877
OG0003936	NEMVE07930	XENTR06644
OG0003937	NEMVE18859	XENTR01997, XENTR01986
OG0003938	NEMVE14790	XENTR15244
OG0003939	NEMVE25295, NEMVE20805, NEMVE20363	XENTR04150
OG0003940	NEMVE16875	XENTR04461
OG0003941	NEMVE17560	XENTR10808
OG0003942	NEMVE22462	XENTR17940
OG0003944	NEMVE25693, NEMVE10205, NEMVE21561	XENTR06236
OG0003945	NEMVE14589	XENTR18416
OG0003946	NEMVE09626	XENTR08261, XENTR12173
OG0003947	NEMVE01496, NEMVE12187	XENTR08870, XENTR02239
OG0003948	NEMVE19651	XENTR01906
OG0003949	NEMVE07570, NEMVE23133, NEMVE11025	XENTR02519
OG0003950	NEMVE04576	XENTR10159
OG0003951	NEMVE21774	XENTR02805
OG0003954	NEMVE08288, NEMVE00930	XENTR15739, XENTR07597
OG0003955	NEMVE06429	XENTR03281
OG0003956	NEMVE23428	XENTR00432
OG0003957	NEMVE06353, NEMVE09576	XENTR11174, XENTR13241
OG0003958	NEMVE15102	XENTR08137
OG0003959	NEMVE23777	XENTR14787, XENTR19068, XENTR16821
OG0003961	NEMVE15127	XENTR09360
OG0003962	NEMVE16096, NEMVE01907	XENTR09257, XENTR00890, XENTR15298, XENTR13042
OG0003965	NEMVE25502	XENTR12041
OG0003966	NEMVE13810	XENTR12845
OG0003967	NEMVE23105	XENTR01385
OG0003968	NEMVE08572	XENTR09674
OG0003969	NEMVE07890	XENTR09036
OG0003970	NEMVE23326	XENTR06325
OG0003971	NEMVE22272	XENTR16415
OG0003973	NEMVE14779	XENTR02390, XENTR13883
OG0003974	NEMVE22748	XENTR07421, XENTR05432
OG0003997	NEMVE05978	XENTR03284
OG0003998	NEMVE00894	XENTR13053
OG0003999	NEMVE21965	XENTR13639
OG0004001	NEMVE03521	XENTR09607, XENTR03543, XENTR09154
OG0004002	NEMVE18518	XENTR07505
OG0004004	NEMVE06251	XENTR09365, XENTR00508
OG0004005	NEMVE23848	XENTR08022
OG0004007	NEMVE13953	XENTR00335, XENTR12145
OG0004009	NEMVE21729	XENTR12738, XENTR07565
OG0004010	NEMVE14978, NEMVE12830	XENTR15365
OG0004011	NEMVE25743	XENTR09432, XENTR02695
OG0004012	NEMVE12899, NEMVE22318	XENTR08974
OG0004014	NEMVE25034, NEMVE18256	XENTR16545
OG0004015	NEMVE09359	XENTR07793
OG0004016	NEMVE13204	XENTR08559
OG0004017	NEMVE14537	XENTR14676
OG0004018	NEMVE17555	XENTR14620
OG0004019	NEMVE05373	XENTR14133
OG0004020	NEMVE22667	XENTR03214, XENTR18787
OG0004021	NEMVE03953, NEMVE00245, NEMVE06416	XENTR01515
OG0004022	NEMVE22354, NEMVE07265	XENTR07692
OG0004023	NEMVE10125	XENTR12549, XENTR09886
OG0004024	NEMVE24877	XENTR10419
OG0004025	NEMVE14321	XENTR15063
OG0004028	NEMVE00045, NEMVE01939	XENTR07292
OG0004030	NEMVE09561	XENTR01775
OG0004031	NEMVE09520	XENTR02095
OG0004032	NEMVE11647, NEMVE08726	XENTR14175, XENTR14174, XENTR10565
OG0004033	NEMVE05049	XENTR07511
OG0004034	NEMVE13874, NEMVE06071	XENTR01478
OG0004035	NEMVE23476	XENTR18213, XENTR18419
OG0004036	NEMVE22269	XENTR00661
OG0004037	NEMVE24489	XENTR08593
OG0004038	NEMVE25168	XENTR14795
OG0004039	NEMVE05684	XENTR14249, XENTR17899
OG0004040	NEMVE01924	XENTR03495
OG0004041	NEMVE07183	XENTR00599
OG0004042	NEMVE24907	XENTR16635
OG0004043	NEMVE25672	XENTR06092
OG0004044	NEMVE14670	XENTR01872
OG0004045	NEMVE22942	XENTR13376
OG0004046	NEMVE20796, NEMVE25121, NEMVE16185	XENTR13914
OG0004047	NEMVE14207	XENTR09809
OG0004048	NEMVE04894	XENTR08968, XENTR08876
OG0004049	NEMVE18922, NEMVE10123, NEMVE15272, NEMVE05060	XENTR08475, XENTR05908, XENTR11386
OG0004050	NEMVE24654	XENTR01327, XENTR01326
OG0004051	NEMVE16748	XENTR17604, XENTR07177
OG0004052	NEMVE04588	XENTR14748
OG0004053	NEMVE19218	XENTR05712, XENTR12155
OG0004055	NEMVE22198	XENTR07492, XENTR07490, XENTR07491
OG0004056	NEMVE12001, NEMVE17803	XENTR16960
OG0004057	NEMVE14174	XENTR00723
OG0004058	NEMVE06021	XENTR15687
OG0004059	NEMVE10461	XENTR02089
OG0004060	NEMVE05949	XENTR10032
OG0004061	NEMVE09085	XENTR00001
OG0004063	NEMVE10277	XENTR04591
OG0004064	NEMVE23672	XENTR04196
OG0004065	NEMVE13633	XENTR13020
OG0004066	NEMVE18474	XENTR12212
OG0004068	NEMVE14104	XENTR08780
OG0004069	NEMVE10507	XENTR09185
OG0004069	NEMVE10503	XENTR08526
OG0004070	NEMVE00018, NEMVE22616	XENTR11830
OG0004071	NEMVE14977	XENTR01305, XENTR15592, XENTR09667, XENTR09668
OG0004072	NEMVE15269	XENTR02752
OG0004075	NEMVE15118	XENTR00982
OG0004076	NEMVE11675, NEMVE01100	XENTR13769
OG0004078	NEMVE07028	XENTR10912
OG0004079	NEMVE25325	XENTR01034
OG0004080	NEMVE06984	XENTR04210, XENTR17702
OG0004081	NEMVE22578	XENTR09630, XENTR16082
OG0004082	NEMVE11384, NEMVE01381	XENTR03276
OG0004083	NEMVE14362	XENTR09602
OG0004084	NEMVE14693	XENTR03635
OG0004085	NEMVE19893, NEMVE17924	XENTR02748
OG0004086	NEMVE02965	XENTR00590
OG0004087	NEMVE04747	XENTR08763
OG0004088	NEMVE13678	XENTR12362, XENTR11015
OG0004089	NEMVE22289, NEMVE23169	XENTR15591
OG0004090	NEMVE14306	XENTR05223
OG0004091	NEMVE00934	XENTR04711
OG0004092	NEMVE12115, NEMVE21794	XENTR15001, XENTR15101
OG0004093	NEMVE00957	XENTR15684
OG0004094	NEMVE25166	XENTR14516
OG0004095	NEMVE15313	XENTR04765
OG0004096	NEMVE22332	XENTR04695
OG0004098	NEMVE01526	XENTR09195, XENTR00362
OG0004099	NEMVE08673	XENTR07018, XENTR03906
OG0004100	NEMVE13287	XENTR15549, XENTR15547
OG0004101	NEMVE23681	XENTR13964
OG0004102	NEMVE00016, NEMVE08375	XENTR02021
OG0004103	NEMVE23564	XENTR02995, XENTR02996
OG0004104	NEMVE24910, NEMVE24911, NEMVE18049	XENTR08622
OG0004105	NEMVE12111, NEMVE13481	XENTR00235
OG0004106	NEMVE15033	XENTR04092
OG0004107	NEMVE13823	XENTR09700
OG0004108	NEMVE11403	XENTR07571
OG0004110	NEMVE22977	XENTR18262
OG0004111	NEMVE08919	XENTR05171, XENTR05170, XENTR05169, XENTR05168
OG0004113	NEMVE02452	XENTR11125
OG0004114	NEMVE17396	XENTR11643
OG0004115	NEMVE00036, NEMVE17538	XENTR10408
OG0004116	NEMVE02528, NEMVE25696	XENTR06030
OG0004117	NEMVE11174	XENTR06588
OG0004118	NEMVE13160	XENTR00736
OG0004119	NEMVE11571, NEMVE11572	XENTR07270
OG0004120	NEMVE24901	XENTR09438
OG0004121	NEMVE13634	XENTR08429
OG0004123	NEMVE17411	XENTR18443, XENTR02606
OG0004124	NEMVE07304	XENTR02997, XENTR06594
OG0004125	NEMVE13816	XENTR09786
OG0004126	NEMVE08221, NEMVE20754	XENTR02624, XENTR17192
OG0004127	NEMVE18642	XENTR09339
OG0004128	NEMVE13713	XENTR07972, XENTR04126
OG0004131	NEMVE05458	XENTR00865
OG0004132	NEMVE23224	XENTR08207
OG0004133	NEMVE12851	XENTR08580, XENTR08835
OG0004134	NEMVE14887	XENTR10228
OG0004135	NEMVE22322	XENTR14499
OG0004136	NEMVE14508	XENTR14548
OG0004138	NEMVE00024	XENTR03975
OG0004140	NEMVE05908	XENTR05945
OG0004141	NEMVE05886	XENTR07977
OG0004141	NEMVE02353, NEMVE05890	XENTR09656
OG0004142	NEMVE13449	XENTR15552
OG0004143	NEMVE18842	XENTR14330
OG0004145	NEMVE09487	XENTR06685
OG0004146	NEMVE21626, NEMVE02953	XENTR10320
OG0004147	NEMVE22674	XENTR18396
OG0004148	NEMVE19504	XENTR06933
OG0004149	NEMVE17931	XENTR10834
OG0004150	NEMVE13741	XENTR03403
OG0004151	NEMVE14229	XENTR00487
OG0004153	NEMVE00083	XENTR02143
OG0004154	NEMVE05816	XENTR06055
OG0004157	NEMVE16426, NEMVE03019	XENTR18358
OG0004158	NEMVE13617	XENTR18490
OG0004159	NEMVE18358, NEMVE14604	XENTR12092, XENTR07512
OG0004160	NEMVE23083	XENTR00315
OG0004161	NEMVE22412	XENTR09910
OG0004163	NEMVE09614	XENTR08707
OG0004164	NEMVE22345, NEMVE25928	XENTR07551, XENTR07533
OG0004166	NEMVE14358	XENTR02693
OG0004167	NEMVE10378	XENTR11620
OG0004168	NEMVE14660	XENTR07704
OG0004169	NEMVE09703	XENTR16574
OG0004171	NEMVE13975, NEMVE07139	XENTR11673
OG0004174	NEMVE05860	XENTR05736
OG0004175	NEMVE16183	XENTR11021, XENTR11020
OG0004176	NEMVE13135	XENTR01051
OG0004178	NEMVE24562	XENTR17208
OG0004179	NEMVE13848	XENTR12520, XENTR09133
OG0004180	NEMVE06343	XENTR17753, XENTR17078
OG0004181	NEMVE18763	XENTR05491
OG0004183	NEMVE25375	XENTR10310
OG0004186	NEMVE14257, NEMVE25645	XENTR14918, XENTR07489
OG0004187	NEMVE13250	XENTR07777, XENTR12420, XENTR19105
OG0004188	NEMVE15828	XENTR01635, XENTR09043
OG0004189	NEMVE08777	XENTR04045, XENTR00785
OG0004190	NEMVE24804	XENTR07315
OG0004197	NEMVE25880	XENTR07183, XENTR03350
OG0004198	NEMVE22383	XENTR05295
OG0004215	NEMVE23791	XENTR11110
OG0004216	NEMVE11628	XENTR16489
OG0004217	NEMVE07703	XENTR12749
OG0004218	NEMVE21685	XENTR09333
OG0004219	NEMVE22540, NEMVE20986	XENTR05410
OG0004220	NEMVE14904	XENTR19132
OG0004222	NEMVE22431	XENTR03863
OG0004223	NEMVE14495	XENTR11343
OG0004225	NEMVE12928, NEMVE06699	XENTR05236, XENTR01889
OG0004226	NEMVE24092, NEMVE20295	XENTR12961
OG0004227	NEMVE13579	XENTR09239
OG0004228	NEMVE14091	XENTR12759, XENTR03636
OG0004229	NEMVE10839	XENTR09293
OG0004230	NEMVE20221, NEMVE15013	XENTR06029, XENTR18693
OG0004231	NEMVE25640, NEMVE19289	XENTR07588
OG0004232	NEMVE05374	XENTR14755
OG0004234	NEMVE17554, NEMVE18650	XENTR06240
OG0004236	NEMVE01769, NEMVE21449, NEMVE08213	XENTR09087
OG0004237	NEMVE24212	XENTR03566
OG0004239	NEMVE09798	XENTR02464
OG0004241	NEMVE17443	XENTR07243
OG0004242	NEMVE14789	XENTR10644
OG0004243	NEMVE13950	XENTR02756
OG0004244	NEMVE09261, NEMVE22340	XENTR15972
OG0004245	NEMVE22952	XENTR13102
OG0004246	NEMVE13565	XENTR10841
OG0004247	NEMVE19464	XENTR05707
OG0004248	NEMVE20564, NEMVE10713	XENTR02442
OG0004249	NEMVE07696	XENTR14714
OG0004250	NEMVE05051	XENTR13434
OG0004251	NEMVE19617, NEMVE25778	XENTR04013
OG0004252	NEMVE15040	XENTR01265
OG0004253	NEMVE06410	XENTR14684, XENTR07125
OG0004254	NEMVE02453	XENTR02285
OG0004255	NEMVE24360	XENTR08386
OG0004256	NEMVE09070, NEMVE09069, NEMVE09065, NEMVE09617	XENTR15977, XENTR02002, XENTR02001
OG0004257	NEMVE24614	XENTR00860
OG0004258	NEMVE23518	XENTR15149
OG0004259	NEMVE22430	XENTR05280
OG0004260	NEMVE15889, NEMVE21330	XENTR08524
OG0004261	NEMVE20799, NEMVE22436	XENTR17138
OG0004262	NEMVE04762	XENTR03026
OG0004263	NEMVE05868	XENTR18355
OG0004265	NEMVE06493	XENTR01292
OG0004267	NEMVE06676	XENTR05430, XENTR16646
OG0004268	NEMVE09145	XENTR16315
OG0004269	NEMVE11660	XENTR08648
OG0004270	NEMVE05372	XENTR15859
OG0004271	NEMVE13196	XENTR02370
OG0004272	NEMVE14903	XENTR04240
OG0004273	NEMVE01963	XENTR07324
OG0004274	NEMVE13344	XENTR00473, XENTR15777
OG0004275	NEMVE13750	XENTR02366, XENTR11914
OG0004276	NEMVE18577	XENTR15736
OG0004277	NEMVE09367, NEMVE25827, NEMVE21668	XENTR14387
OG0004278	NEMVE11125	XENTR18016, XENTR18015
OG0004279	NEMVE18790	XENTR14989
OG0004280	NEMVE06242	XENTR10748
OG0004281	NEMVE01299, NEMVE02877	XENTR18517
OG0004281	NEMVE02375	XENTR18518
OG0004282	NEMVE15059	XENTR04076
OG0004284	NEMVE10541	XENTR12171, XENTR15187
OG0004285	NEMVE13116, NEMVE17912	XENTR08748
OG0004286	NEMVE09457, NEMVE02864	XENTR03668
OG0004287	NEMVE10700	XENTR14573, XENTR10948
OG0004288	NEMVE18710	XENTR13701
OG0004289	NEMVE18867	XENTR09034
OG0004290	NEMVE01915	XENTR09552, XENTR12944
OG0004291	NEMVE06141	XENTR07498
OG0004292	NEMVE11084	XENTR16091
OG0004295	NEMVE08615	XENTR10638
OG0004296	NEMVE21716	XENTR04332
OG0004297	NEMVE05511	XENTR11758
OG0004298	NEMVE18586	XENTR15631, XENTR15632
OG0004299	NEMVE07833	XENTR16510
OG0004300	NEMVE08965	XENTR04840
OG0004301	NEMVE15665	XENTR16663
OG0004302	NEMVE13868	XENTR16178
OG0004303	NEMVE14939, NEMVE00925	XENTR15590
OG0004304	NEMVE02041	XENTR01480, XENTR00786
OG0004305	NEMVE07351, NEMVE23119, NEMVE14272	XENTR13288
OG0004306	NEMVE02836	XENTR02165, XENTR02164
OG0004307	NEMVE14393	XENTR09783
OG0004308	NEMVE25489, NEMVE20752	XENTR00676
OG0004309	NEMVE21890	XENTR16255, XENTR16256
OG0004310	NEMVE21788	XENTR12153, XENTR08109
OG0004312	NEMVE14123	XENTR06276
OG0004314	NEMVE10498	XENTR03952, XENTR14943
OG0004315	NEMVE18139	XENTR10505
OG0004316	NEMVE13067	XENTR00291
OG0004317	NEMVE21704, NEMVE16794	XENTR06347
OG0004318	NEMVE17782, NEMVE25004	XENTR13838
OG0004319	NEMVE06670	XENTR12729, XENTR16401
OG0004321	NEMVE19590	XENTR09288
OG0004322	NEMVE05406	XENTR02157
OG0004323	NEMVE00970	XENTR11176
OG0004324	NEMVE07951	XENTR13333
OG0004325	NEMVE14783, NEMVE15420	XENTR01927
OG0004326	NEMVE24895	XENTR13113, XENTR13114
OG0004327	NEMVE10956	XENTR14732
OG0004328	NEMVE25033	XENTR02447
OG0004330	NEMVE01493	XENTR09044
OG0004331	NEMVE22843, NEMVE02042	XENTR06669
OG0004332	NEMVE14173	XENTR06028
OG0004333	NEMVE02002	XENTR05026
OG0004335	NEMVE03938	XENTR13834
OG0004338	NEMVE13087	XENTR09719
OG0004341	NEMVE15556	XENTR16678
OG0004342	NEMVE23268	XENTR01054
OG0004343	NEMVE01964	XENTR02018
OG0004344	NEMVE02635	XENTR10220
OG0004345	NEMVE06527	XENTR06180
OG0004346	NEMVE13974	XENTR00433
OG0004347	NEMVE25932	XENTR07124
OG0004348	NEMVE25252	XENTR02314
OG0004349	NEMVE22471	XENTR02391
OG0004350	NEMVE13828	XENTR03571
OG0004351	NEMVE00918	XENTR16067
OG0004352	NEMVE24736	XENTR09638
OG0004353	NEMVE13665	XENTR16070
OG0004354	NEMVE20729, NEMVE09507	XENTR04545
OG0004355	NEMVE10193	XENTR07976, XENTR10102
OG0004356	NEMVE00913	XENTR06247
OG0004357	NEMVE08918	XENTR08914, XENTR01920
OG0004358	NEMVE08331	XENTR11117
OG0004359	NEMVE11194, NEMVE05627	XENTR06807
OG0004360	NEMVE21274, NEMVE08954	XENTR12875
OG0004361	NEMVE02934	XENTR01312
OG0004362	NEMVE06585	XENTR12262, XENTR01742
OG0004363	NEMVE04882	XENTR04903
OG0004364	NEMVE22420, NEMVE15837	XENTR11370
OG0004365	NEMVE13126	XENTR12130
OG0004366	NEMVE01469	XENTR00500
OG0004367	NEMVE25724, NEMVE16633	XENTR18829
OG0004367	NEMVE21869	XENTR18999
OG0004368	NEMVE24990	XENTR03944, XENTR15526
OG0004369	NEMVE10451	XENTR11040
OG0004370	NEMVE13399, NEMVE21469	XENTR15518
OG0004373	NEMVE14057, NEMVE19923	XENTR00323
OG0004374	NEMVE23199, NEMVE20953	XENTR16529
OG0004375	NEMVE20939, NEMVE22727	XENTR08120
OG0004376	NEMVE09342	XENTR07129, XENTR04540
OG0004377	NEMVE23502	XENTR06554
OG0004378	NEMVE08774	XENTR04941
OG0004379	NEMVE13525	XENTR12677
OG0004380	NEMVE13704	XENTR19120
OG0004381	NEMVE00013, NEMVE20297	XENTR18220
OG0004383	NEMVE23000	XENTR10950, XENTR10949
OG0004384	NEMVE10110	XENTR05103
OG0004385	NEMVE05533	XENTR19282, XENTR07729
OG0004388	NEMVE09689	XENTR07992
OG0004389	NEMVE25116	XENTR00308
OG0004390	NEMVE18831	XENTR09925
OG0004391	NEMVE25027	XENTR05650, XENTR04998
OG0004392	NEMVE06757	XENTR08920
OG0004393	NEMVE03424	XENTR08850
OG0004395	NEMVE01603, NEMVE20434	XENTR10110
OG0004396	NEMVE14513	XENTR16480
OG0004398	NEMVE08807	XENTR01613
OG0004399	NEMVE06137	XENTR02783, XENTR01338
OG0004400	NEMVE09297	XENTR04523, XENTR04524
OG0004401	NEMVE15063	XENTR00790
OG0004403	NEMVE13305	XENTR12123
OG0004405	NEMVE21826	XENTR01271
OG0004406	NEMVE07905	XENTR12792, XENTR06682
OG0004407	NEMVE01541	XENTR11714
OG0004408	NEMVE12839	XENTR14283
OG0004409	NEMVE24584	XENTR11912, XENTR02365
OG0004413	NEMVE00900	XENTR04845
OG0004414	NEMVE23559	XENTR10946
OG0004415	NEMVE22453	XENTR10485
OG0004417	NEMVE05869	XENTR00369
OG0004418	NEMVE17982	XENTR03415
OG0004419	NEMVE11160	XENTR01954
OG0004420	NEMVE10078	XENTR16061, XENTR04098, XENTR04405
OG0004423	NEMVE08914	XENTR08365
OG0004424	NEMVE02966	XENTR11298
OG0004425	NEMVE23884	XENTR17641, XENTR12250
OG0004426	NEMVE14125	XENTR09040
OG0004427	NEMVE05535, NEMVE09281, NEMVE14540	XENTR00494, XENTR14360
OG0004460	NEMVE18796	XENTR13298
OG0004462	NEMVE13727	XENTR02713
OG0004463	NEMVE14756	XENTR04529, XENTR14681
OG0004465	NEMVE21926	XENTR03018
OG0004467	NEMVE02056	XENTR10318, XENTR06318
OG0004468	NEMVE08237	XENTR14274
OG0004471	NEMVE04795	XENTR00144
OG0004472	NEMVE00917	XENTR00749, XENTR00750
OG0004474	NEMVE07662	XENTR12032
OG0004475	NEMVE08034	XENTR05597
OG0004476	NEMVE06718	XENTR00796
OG0004478	NEMVE22692	XENTR09560
OG0004479	NEMVE01055	XENTR07670
OG0004480	NEMVE06187, NEMVE17593, NEMVE09013, NEMVE06226, NEMVE06205, NEMVE05612, NEMVE00383, NEMVE10236, NEMVE16756	XENTR16993
OG0004481	NEMVE25241	XENTR01473
OG0004482	NEMVE04942	XENTR10601
OG0004483	NEMVE22140	XENTR17280
OG0004484	NEMVE13818	XENTR11603
OG0004487	NEMVE11590	XENTR05512, XENTR05509, XENTR05510, XENTR05511
OG0004488	NEMVE08819	XENTR17026
OG0004489	NEMVE22535	XENTR16138
OG0004490	NEMVE03491	XENTR11487
OG0004491	NEMVE23478	XENTR07277
OG0004492	NEMVE13230	XENTR11376
OG0004493	NEMVE10267	XENTR12768
OG0004494	NEMVE01991, NEMVE12026	XENTR00973, XENTR00972
OG0004495	NEMVE18943	XENTR04018
OG0004496	NEMVE23787	XENTR12973
OG0004497	NEMVE00899	XENTR14301
OG0004498	NEMVE10128	XENTR10412
OG0004499	NEMVE21044, NEMVE07898	XENTR05546, XENTR11717
OG0004500	NEMVE13883	XENTR10700, XENTR10699
OG0004502	NEMVE17968, NEMVE07577	XENTR17400, XENTR17398, XENTR17399
OG0004503	NEMVE12347, NEMVE05528	XENTR14221
OG0004505	NEMVE13485	XENTR01116, XENTR01117
OG0004506	NEMVE15612	XENTR13727
OG0004507	NEMVE21959	XENTR03425
OG0004508	NEMVE13524	XENTR02525, XENTR02524
OG0004509	NEMVE14984	XENTR03935
OG0004510	NEMVE07681	XENTR03962
OG0004511	NEMVE23558	XENTR00822, XENTR10201
OG0004512	NEMVE05081	XENTR03832
OG0004514	NEMVE19912, NEMVE25850	XENTR00881
OG0004515	NEMVE16698	XENTR02016
OG0004516	NEMVE01959	XENTR04054
OG0004517	NEMVE09567	XENTR13124
OG0004518	NEMVE05509	XENTR07756
OG0004519	NEMVE01745	XENTR11913
OG0004520	NEMVE23460	XENTR09651
OG0004522	NEMVE10390	XENTR02122, XENTR05757
OG0004523	NEMVE24572	XENTR18329
OG0004524	NEMVE23429	XENTR04778
OG0004525	NEMVE09848	XENTR09291
OG0004527	NEMVE09810	XENTR00456
OG0004529	NEMVE14754	XENTR05758
OG0004530	NEMVE14962	XENTR14376, XENTR03964
OG0004531	NEMVE13941	XENTR11135
OG0004532	NEMVE06307	XENTR11080
OG0004534	NEMVE06444	XENTR13193, XENTR13192
OG0004535	NEMVE14895	XENTR12654
OG0004536	NEMVE24546	XENTR06593
OG0004537	NEMVE06806, NEMVE06793	XENTR07746
OG0004538	NEMVE11904, NEMVE14557	XENTR11687
OG0004539	NEMVE06340	XENTR06560, XENTR11278
OG0004540	NEMVE14340	XENTR01878
OG0004542	NEMVE22875	XENTR01276
OG0004543	NEMVE15333	XENTR13966, XENTR13965
OG0004544	NEMVE13619	XENTR14557
OG0004545	NEMVE09905	XENTR05802
OG0004546	NEMVE24991	XENTR11757
OG0004548	NEMVE24852	XENTR11954
OG0004549	NEMVE23165	XENTR17964, XENTR17963
OG0004550	NEMVE24073	XENTR08942
OG0004551	NEMVE05944	XENTR13993
OG0004552	NEMVE14503	XENTR18114
OG0004553	NEMVE24685	XENTR04020
OG0004555	NEMVE05464	XENTR08168
OG0004557	NEMVE22368	XENTR07094, XENTR03173
OG0004558	NEMVE07860, NEMVE19747	XENTR17229, XENTR19018
OG0004559	NEMVE09979	XENTR09793
OG0004560	NEMVE20612	XENTR08583
OG0004561	NEMVE09729	XENTR09028
OG0004563	NEMVE13109, NEMVE21039	XENTR04438
OG0004564	NEMVE10745	XENTR08998
OG0004565	NEMVE20945, NEMVE09496, NEMVE09490	XENTR07621
OG0004566	NEMVE05423	XENTR15836, XENTR04511
OG0004567	NEMVE08979	XENTR13930
OG0004568	NEMVE15087	XENTR03875
OG0004569	NEMVE11455, NEMVE25874	XENTR00817
OG0004570	NEMVE09472	XENTR01634, XENTR09045
OG0004571	NEMVE12245	XENTR02902
OG0004572	NEMVE09747	XENTR09340
OG0004573	NEMVE10987, NEMVE20146	XENTR04046
