Orthogroup	NEMVE	AENJA_ok
OG0004076	NEMVE11675, NEMVE01100	AENJA_11962
OG0004078	NEMVE13560	AENJA_12075
OG0004079	NEMVE25325	AENJA_12149
OG0004080	NEMVE06984	AENJA_12559
OG0004081	NEMVE22578	AENJA_12579
OG0004082	NEMVE01381	AENJA_12648
OG0004083	NEMVE14362	AENJA_12814
OG0004084	NEMVE14693	AENJA_13049
OG0004085	NEMVE14248, NEMVE19893, NEMVE17924	AENJA_13446
OG0004086	NEMVE02965	AENJA_13483, AENJA_16966
OG0004087	NEMVE04747	AENJA_13678
OG0004088	NEMVE13678	AENJA_13695, AENJA_24137
OG0004089	NEMVE22289, NEMVE23169	AENJA_13857
OG0004090	NEMVE14306	AENJA_14113
OG0004091	NEMVE14085, NEMVE18417, NEMVE16497, NEMVE21080	AENJA_14497
OG0004091	NEMVE00934	AENJA_14498
OG0004092	NEMVE12115, NEMVE21794	AENJA_14629
OG0004093	NEMVE00957	AENJA_14743
OG0004094	NEMVE25166	AENJA_14786
OG0004095	NEMVE15313	AENJA_14906
OG0004096	NEMVE22332	AENJA_14942
OG0004098	NEMVE01526	AENJA_15282
OG0004099	NEMVE08673	AENJA_15456
OG0004100	NEMVE13287	AENJA_16101, AENJA_16102
OG0004101	NEMVE23681	AENJA_16349
OG0004102	NEMVE00016, NEMVE08375	AENJA_16425
OG0004103	NEMVE23564	AENJA_16652, AENJA_16649
OG0004104	NEMVE24910, NEMVE24911, NEMVE18049	AENJA_17043
OG0004105	NEMVE12111, NEMVE13481	AENJA_17274
OG0004106	NEMVE15033	AENJA_17371
OG0004107	NEMVE13823	AENJA_17526
OG0004108	NEMVE11403	AENJA_17850
OG0004110	NEMVE22977	AENJA_17972
OG0004111	NEMVE08919	AENJA_17987
OG0004113	NEMVE02452	AENJA_18290
OG0004114	NEMVE17396	AENJA_18362
OG0004115	NEMVE00036, NEMVE17538	AENJA_18384
OG0004116	NEMVE02528, NEMVE25696	AENJA_18624
OG0004117	NEMVE11174	AENJA_18937
OG0004118	NEMVE13160	AENJA_19037
OG0004119	NEMVE22499, NEMVE11571, NEMVE11572	AENJA_19319
OG0004120	NEMVE24901	AENJA_19470
OG0004121	NEMVE13634	AENJA_19585
OG0004122	NEMVE25053	AENJA_19610
OG0004123	NEMVE17411	AENJA_19882
OG0004124	NEMVE07304	AENJA_20051
OG0004125	NEMVE13816	AENJA_20094
OG0004126	NEMVE08221, NEMVE20754	AENJA_20213
OG0004127	NEMVE18642	AENJA_20390
OG0004128	NEMVE13713	AENJA_20435
OG0004130	NEMVE14705	AENJA_20514
OG0004131	NEMVE05458	AENJA_20546
OG0004132	NEMVE23224	AENJA_20581
OG0004133	NEMVE13985, NEMVE12851	AENJA_20684
OG0004134	NEMVE14887	AENJA_20800
OG0004135	NEMVE22322	AENJA_21037
OG0004136	NEMVE14508	AENJA_21121
OG0004138	NEMVE10542	AENJA_21636
OG0004138	NEMVE00024	AENJA_21638
OG0004140	NEMVE05908	AENJA_22122
OG0004141	NEMVE05886, NEMVE02353, NEMVE05890	AENJA_22209
OG0004142	NEMVE13449	AENJA_22247
OG0004143	NEMVE18842	AENJA_22570
OG0004145	NEMVE09487	AENJA_22813
OG0004146	NEMVE21626, NEMVE02953	AENJA_22878
OG0004147	NEMVE22674	AENJA_22980
OG0004148	NEMVE19504	AENJA_23349
OG0004149	NEMVE17931	AENJA_23391
OG0004150	NEMVE13741	AENJA_23752
OG0004151	NEMVE14229	AENJA_23954
OG0004153	NEMVE00083	AENJA_24230
OG0004154	NEMVE05816	AENJA_24263
OG0004157	NEMVE16426, NEMVE03019	AENJA_24370
OG0004158	NEMVE13617	AENJA_24429
OG0004159	NEMVE18358, NEMVE14604	AENJA_24852
OG0004160	NEMVE23083	AENJA_25025
OG0004161	NEMVE22412	AENJA_25182
OG0004162	NEMVE25750	AENJA_25282
OG0004163	NEMVE09614	AENJA_25392
OG0004164	NEMVE22345, NEMVE25928	AENJA_25479
OG0004166	NEMVE14358	AENJA_25748
OG0004167	NEMVE10378	AENJA_26097
OG0004168	NEMVE14660	AENJA_26286
OG0004169	NEMVE09703	AENJA_26454
OG0004170	NEMVE24511, NEMVE04516	AENJA_26593
OG0004215	NEMVE23791	AENJA_00310
OG0004216	NEMVE11628	AENJA_00516
OG0004217	NEMVE07703	AENJA_00550
OG0004218	NEMVE21685	AENJA_00935
OG0004219	NEMVE22540, NEMVE20986	AENJA_01020
OG0004220	NEMVE14904	AENJA_10199, AENJA_01203
OG0004222	NEMVE22431	AENJA_01486
OG0004223	NEMVE14495	AENJA_01506
OG0004225	NEMVE12928, NEMVE06699	AENJA_01633
OG0004226	NEMVE24092, NEMVE20295	AENJA_01684
OG0004227	NEMVE13579	AENJA_01705
OG0004228	NEMVE14091	AENJA_01729
OG0004229	NEMVE10839	AENJA_02064
OG0004231	NEMVE25640, NEMVE19289	AENJA_02278
OG0004232	NEMVE05374	AENJA_02302
OG0004233	NEMVE05082	AENJA_02374
OG0004234	NEMVE17554	AENJA_02411
OG0004236	NEMVE01769, NEMVE21449, NEMVE08213	AENJA_02429
OG0004237	NEMVE24212	AENJA_07147
OG0004239	NEMVE09798	AENJA_02668
OG0004241	NEMVE17443	AENJA_03118
OG0004242	NEMVE14789	AENJA_03219
OG0004243	NEMVE13950	AENJA_03297
OG0004244	NEMVE21955	AENJA_03379
OG0004245	NEMVE22952	AENJA_03416
OG0004246	NEMVE13565	AENJA_08975, AENJA_03476
OG0004247	NEMVE19464	AENJA_03521, AENJA_03518
OG0004248	NEMVE20564, NEMVE10713	AENJA_03763
OG0004249	NEMVE07696	AENJA_03888
OG0004250	NEMVE05051	AENJA_04014
OG0004251	NEMVE19617, NEMVE25778	AENJA_04056, AENJA_20691
OG0004252	NEMVE15040	AENJA_04057
OG0004253	NEMVE06410	AENJA_04321
OG0004254	NEMVE02453	AENJA_04427, AENJA_09254
OG0004255	NEMVE24360	AENJA_21176, AENJA_04555
OG0004256	NEMVE09070, NEMVE09069, NEMVE09065, NEMVE09617	AENJA_26365, AENJA_04577, AENJA_14550
OG0004257	NEMVE24614	AENJA_04594
OG0004258	NEMVE23518	AENJA_15676, AENJA_04921, AENJA_24630
OG0004259	NEMVE22430	AENJA_05091
OG0004260	NEMVE15889, NEMVE21330	AENJA_05573
OG0004261	NEMVE20799, NEMVE22436	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609
OG0004262	NEMVE04762	AENJA_05767
OG0004263	NEMVE05868	AENJA_05819
OG0004265	NEMVE06493	AENJA_06209
OG0004266	NEMVE13429	AENJA_06218
OG0004267	NEMVE06676	AENJA_06337
OG0004268	NEMVE09145	AENJA_06438
OG0004269	NEMVE24672, NEMVE11658, NEMVE11660	AENJA_06472
OG0004270	NEMVE05372	AENJA_06731
OG0004271	NEMVE13196	AENJA_06979
OG0004272	NEMVE14903	AENJA_06984
OG0004273	NEMVE01963	AENJA_07053
OG0004274	NEMVE13344	AENJA_07138
OG0004275	NEMVE13750	AENJA_07307
OG0004276	NEMVE18577	AENJA_07382
OG0004277	NEMVE09367, NEMVE25827, NEMVE21668	AENJA_07626
OG0004278	NEMVE11125	AENJA_07644, AENJA_08435
OG0004279	NEMVE02937, NEMVE18790	AENJA_17815
OG0004280	NEMVE06242	AENJA_07853
OG0004281	NEMVE01299, NEMVE02877	AENJA_20214
OG0004281	NEMVE02375	AENJA_13461
OG0004282	NEMVE15059	AENJA_07918
OG0004283	NEMVE00512	AENJA_07931
OG0004284	NEMVE10541	AENJA_07958
OG0004285	NEMVE13116	AENJA_08157
OG0004286	NEMVE09457, NEMVE02864	AENJA_08421
OG0004287	NEMVE10700	AENJA_10688, AENJA_10695, AENJA_08479
OG0004288	NEMVE18710	AENJA_08494, AENJA_09224
OG0004289	NEMVE18867	AENJA_08571
OG0004290	NEMVE01915	AENJA_08634
OG0004291	NEMVE06141	AENJA_08666
OG0004292	NEMVE11084	AENJA_08709, AENJA_21597
OG0004295	NEMVE08615	AENJA_08995
OG0004296	NEMVE21716	AENJA_22026, AENJA_09137
OG0004297	NEMVE05511	AENJA_09281
OG0004298	NEMVE18586	AENJA_09310
OG0004299	NEMVE07833	AENJA_09313, AENJA_25545
OG0004300	NEMVE08965	AENJA_09414
OG0004301	NEMVE15665	AENJA_09948, AENJA_09950, AENJA_11810
OG0004302	NEMVE13868	AENJA_11814
OG0004303	NEMVE14939, NEMVE00925	AENJA_10102
OG0004304	NEMVE02041	AENJA_10126
OG0004305	NEMVE07351, NEMVE23119, NEMVE14272	AENJA_10671
OG0004306	NEMVE02836	AENJA_10728
OG0004307	NEMVE14393	AENJA_10811
OG0004308	NEMVE20752	AENJA_10896
OG0004309	NEMVE21890	AENJA_10914
OG0004310	NEMVE21788	AENJA_11180, AENJA_23448
OG0004312	NEMVE14123	AENJA_11219
OG0004313	NEMVE22183	AENJA_11398, AENJA_11396, AENJA_11397
OG0004314	NEMVE10498	AENJA_11558
OG0004315	NEMVE18139	AENJA_11716
OG0004316	NEMVE13067	AENJA_11759
OG0004317	NEMVE21704, NEMVE16794	AENJA_11806
OG0004318	NEMVE17782, NEMVE25004	AENJA_11868
OG0004319	NEMVE06670	AENJA_12058
OG0004320	NEMVE20738, NEMVE18734	AENJA_12116
OG0004321	NEMVE19590	AENJA_12158
OG0004322	NEMVE08718	AENJA_12404
OG0004322	NEMVE05406	AENJA_12403
OG0004323	NEMVE00970	AENJA_16766, AENJA_12482
OG0004324	NEMVE07951	AENJA_12557
OG0004325	NEMVE14783	AENJA_12596
OG0004326	NEMVE24895	AENJA_12664
OG0004327	NEMVE10956	AENJA_12793, AENJA_24731
OG0004328	NEMVE25033	AENJA_12798
OG0004329	NEMVE14876	AENJA_13104, AENJA_13109
OG0004330	NEMVE01493	AENJA_13252
OG0004331	NEMVE22843, NEMVE02042	AENJA_13331
OG0004332	NEMVE14173	AENJA_13463
OG0004333	NEMVE02002	AENJA_13634
OG0004334	NEMVE13239	AENJA_13654, AENJA_26354
OG0004338	NEMVE13087	AENJA_14330
OG0004339	NEMVE18494, NEMVE24915	AENJA_14443
OG0004340	NEMVE17425	AENJA_14856
OG0004341	NEMVE15556	AENJA_15047
OG0004341	NEMVE05259	AENJA_15048
OG0004342	NEMVE23268	AENJA_15096
OG0004343	NEMVE01964, NEMVE15399	AENJA_15517
OG0004344	NEMVE02635	AENJA_15963
OG0004345	NEMVE06527	AENJA_16155
OG0004346	NEMVE13974	AENJA_16250, AENJA_16249
OG0004347	NEMVE25932	AENJA_16598
OG0004348	NEMVE25252	AENJA_16800
OG0004349	NEMVE22471	AENJA_16835
OG0004350	NEMVE13828	AENJA_16841
OG0004351	NEMVE00918	AENJA_16867
OG0004352	NEMVE24736	AENJA_16982
OG0004353	NEMVE13665	AENJA_17017
OG0004354	NEMVE20729, NEMVE09507	AENJA_17022
OG0004355	NEMVE10193	AENJA_17231
OG0004356	NEMVE00913	AENJA_17320
OG0004357	NEMVE08918	AENJA_17547
OG0004358	NEMVE08331	AENJA_18672, AENJA_18047
OG0004359	NEMVE11194, NEMVE05627	AENJA_18134
OG0004360	NEMVE21274, NEMVE08954	AENJA_18596
OG0004361	NEMVE02934	AENJA_18689
OG0004362	NEMVE06585	AENJA_19062
OG0004363	NEMVE20708	AENJA_19075
OG0004364	NEMVE22420, NEMVE15837	AENJA_19146
OG0004365	NEMVE13126	AENJA_19212
OG0004366	NEMVE01469	AENJA_19317
OG0004367	NEMVE25724, NEMVE16633, NEMVE21869	AENJA_19374
OG0004368	NEMVE24990	AENJA_19702
OG0004369	NEMVE10451	AENJA_19753
OG0004370	NEMVE13399, NEMVE21469	AENJA_19903
OG0004372	NEMVE00915, NEMVE20036	AENJA_20327
OG0004373	NEMVE14057, NEMVE19923	AENJA_20328
OG0004374	NEMVE23199, NEMVE20953	AENJA_20422
OG0004375	NEMVE20939, NEMVE22727	AENJA_20974
OG0004376	NEMVE09342	AENJA_21249
OG0004377	NEMVE23502	AENJA_21485
OG0004378	NEMVE08774	AENJA_21608
OG0004379	NEMVE13525	AENJA_21681
OG0004380	NEMVE13704	AENJA_21685
OG0004381	NEMVE00013, NEMVE20297	AENJA_21950
OG0004382	NEMVE12708	AENJA_22037
OG0004383	NEMVE23000	AENJA_22354
OG0004384	NEMVE10110	AENJA_22523
OG0004385	NEMVE05533	AENJA_22615
OG0004388	NEMVE20103	AENJA_23432
OG0004389	NEMVE25116	AENJA_23497
OG0004390	NEMVE18831	AENJA_23655
OG0004391	NEMVE25027	AENJA_23704
OG0004392	NEMVE06757	AENJA_23712
OG0004393	NEMVE03424	AENJA_23907
OG0004395	NEMVE01603, NEMVE20434	AENJA_24372
OG0004396	NEMVE14513	AENJA_24530
OG0004398	NEMVE08807	AENJA_25317
OG0004399	NEMVE06137	AENJA_25524
OG0004400	NEMVE09297	AENJA_25584
OG0004401	NEMVE15063	AENJA_25597
OG0004402	NEMVE14293	AENJA_25980
OG0004403	NEMVE13305	AENJA_26375
OG0004404	NEMVE14747	AENJA_26407
OG0004405	NEMVE21826	AENJA_26485
OG0004406	NEMVE07905	AENJA_26544
OG0004407	NEMVE01541	AENJA_26601
OG0004408	NEMVE12839	AENJA_26831
OG0004457	NEMVE03055	AENJA_00005
OG0004457	NEMVE19273	AENJA_08497
OG0004458	NEMVE16941	AENJA_07436, AENJA_01179, AENJA_00059
OG0004459	NEMVE07035	AENJA_00105
OG0004460	NEMVE18796	AENJA_10602, AENJA_00174
OG0004462	NEMVE13727	AENJA_00195
OG0004463	NEMVE14756	AENJA_00263
OG0004465	NEMVE21926	AENJA_00361
OG0004467	NEMVE02056	AENJA_00451
OG0004468	NEMVE08237	AENJA_00461
OG0004471	NEMVE04795	AENJA_00776
OG0004472	NEMVE00917	AENJA_00868
OG0004473	NEMVE18185	AENJA_00871
OG0004473	NEMVE18186	AENJA_00870
OG0004474	NEMVE07662	AENJA_00922
OG0004475	NEMVE08034	AENJA_03139, AENJA_01045
OG0004476	NEMVE06718	AENJA_01930
OG0004478	NEMVE22692	AENJA_02085
OG0004479	NEMVE01055	AENJA_02206
OG0004480	NEMVE06187, NEMVE17593, NEMVE09013, NEMVE06226, NEMVE06205, NEMVE05612, NEMVE00383, NEMVE10236, NEMVE16756	AENJA_02219
OG0004482	NEMVE04942	AENJA_26663, AENJA_02336
OG0004483	NEMVE22140	AENJA_02340
OG0004484	NEMVE13818	AENJA_02375
OG0004486	NEMVE14675	AENJA_02721
OG0004487	NEMVE11590	AENJA_02764
OG0004488	NEMVE08819	AENJA_03056
OG0004489	NEMVE22535	AENJA_03089
OG0004490	NEMVE03491	AENJA_03148
OG0004491	NEMVE23478	AENJA_03169, AENJA_03168
OG0004492	NEMVE13230	AENJA_03264
OG0004493	NEMVE10267	AENJA_03367
OG0004494	NEMVE01991, NEMVE12026	AENJA_03427
OG0004495	NEMVE18943	AENJA_03794
OG0004496	NEMVE23787	AENJA_03798
OG0004497	NEMVE00899	AENJA_03976
OG0004498	NEMVE10128	AENJA_04040
OG0004499	NEMVE21044, NEMVE07898	AENJA_04167
OG0004500	NEMVE13883	AENJA_04178
OG0004501	NEMVE10634	AENJA_11831, AENJA_04286
OG0004502	NEMVE17968, NEMVE07577	AENJA_04449
OG0004503	NEMVE12347, NEMVE05528	AENJA_04529, AENJA_23467
OG0004505	NEMVE13485	AENJA_22550
OG0004506	NEMVE15612	AENJA_04842
OG0004507	NEMVE21959	AENJA_04865
OG0004508	NEMVE13524	AENJA_05015
OG0004509	NEMVE14984	AENJA_05239
OG0004510	NEMVE07681	AENJA_05329
OG0004511	NEMVE23558	AENJA_05552
OG0004512	NEMVE05081	AENJA_05863
OG0004513	NEMVE22677	AENJA_06212
OG0004514	NEMVE19912, NEMVE25850	AENJA_06216
OG0004515	NEMVE16698	AENJA_06345
OG0004516	NEMVE01959	AENJA_06493
OG0004517	NEMVE09567	AENJA_06724
OG0004518	NEMVE05509	AENJA_06827
OG0004519	NEMVE01745	AENJA_06969
OG0004520	NEMVE23460	AENJA_07201
OG0004521	NEMVE25173, NEMVE25174, NEMVE02614	AENJA_07309
OG0004522	NEMVE10390	AENJA_07491
OG0004523	NEMVE24572	AENJA_07641
OG0004524	NEMVE23429	AENJA_07752
OG0004525	NEMVE09848	AENJA_07831
OG0004526	NEMVE00195	AENJA_23914, AENJA_07835
OG0004527	NEMVE09810	AENJA_07903
OG0004528	NEMVE20413, NEMVE05245	AENJA_07904
OG0004529	NEMVE14754	AENJA_07944
OG0004530	NEMVE14962	AENJA_07969
OG0004532	NEMVE06307	AENJA_08236
OG0004534	NEMVE06444	AENJA_08393
OG0004535	NEMVE14895	AENJA_08570
OG0004536	NEMVE24546	AENJA_08588
OG0004537	NEMVE06806, NEMVE06793	AENJA_08657
OG0004538	NEMVE11904, NEMVE14557	AENJA_08665
OG0004539	NEMVE06340	AENJA_08729
OG0004540	NEMVE14340	AENJA_08799
OG0004541	NEMVE09057, NEMVE10568	AENJA_08939
OG0004542	NEMVE22875	AENJA_09105
OG0004543	NEMVE15333	AENJA_09121, AENJA_09120
OG0004544	NEMVE13619	AENJA_09219
OG0004545	NEMVE09905	AENJA_09222, AENJA_25205, AENJA_22344
OG0004546	NEMVE24991	AENJA_09271
OG0004548	NEMVE24852	AENJA_09557
OG0004549	NEMVE23165	AENJA_10884
OG0004550	NEMVE24073	AENJA_10990
OG0004551	NEMVE05944	AENJA_14630
OG0004552	NEMVE14503	AENJA_11123
OG0004553	NEMVE24685	AENJA_11290
OG0004554	NEMVE24554, NEMVE20303	AENJA_11434
OG0004555	NEMVE05464	AENJA_11497
OG0004557	NEMVE22368	AENJA_11598
OG0004558	NEMVE07860, NEMVE19747	AENJA_11692
OG0004559	NEMVE09979	AENJA_11902
OG0004560	NEMVE20612	AENJA_11928
OG0004561	NEMVE09729	AENJA_12022
OG0004562	NEMVE10816	AENJA_12172, AENJA_12171
OG0004563	NEMVE13109, NEMVE21039	AENJA_12215
OG0004564	NEMVE10745	AENJA_12530, AENJA_12531
OG0004565	NEMVE09490	AENJA_12612
OG0004566	NEMVE05423	AENJA_12676
OG0004567	NEMVE23222, NEMVE08979	AENJA_12797
OG0004568	NEMVE02936	AENJA_12890
OG0004569	NEMVE11455, NEMVE25874	AENJA_12953
OG0004570	NEMVE09472	AENJA_13253
OG0004571	NEMVE12245	AENJA_13264
OG0004572	NEMVE09747	AENJA_13346, AENJA_19525
OG0004573	NEMVE10987, NEMVE20146	AENJA_13416
OG0004574	NEMVE20279, NEMVE11028	AENJA_13790
OG0004576	NEMVE24443	AENJA_13910
OG0004577	NEMVE25631	AENJA_13927
OG0004578	NEMVE22684	AENJA_13961
OG0004579	NEMVE14497	AENJA_14039
OG0004580	NEMVE01972	AENJA_14065
OG0004581	NEMVE20283, NEMVE10061	AENJA_14240
OG0004582	NEMVE02471, NEMVE09353	AENJA_14257
OG0004583	NEMVE13969	AENJA_14685
OG0004584	NEMVE24702	AENJA_14870
OG0004585	NEMVE22328	AENJA_14884
OG0004587	NEMVE04673	AENJA_15222, AENJA_17865
OG0004588	NEMVE13733, NEMVE18431	AENJA_15364
OG0004589	NEMVE22288	AENJA_15580
OG0004590	NEMVE25895, NEMVE18908	AENJA_15587
OG0004591	NEMVE22517	AENJA_15650
OG0004592	NEMVE04397	AENJA_16014
OG0004593	NEMVE14593	AENJA_16066
OG0004594	NEMVE14570	AENJA_16146
OG0004595	NEMVE23888	AENJA_16184
OG0004596	NEMVE03724	AENJA_26048
OG0004596	NEMVE14349	AENJA_16300
OG0004598	NEMVE02671, NEMVE17518	AENJA_16377
OG0004599	NEMVE14260, NEMVE17942	AENJA_16431
OG0004600	NEMVE18939	AENJA_16453
OG0004601	NEMVE24185	AENJA_16456
OG0004602	NEMVE14888	AENJA_16684
OG0004603	NEMVE10302	AENJA_16691
OG0004605	NEMVE13200	AENJA_16792
OG0004606	NEMVE10087	AENJA_17079
OG0004608	NEMVE24939	AENJA_17422
OG0004609	NEMVE13242	AENJA_17443
OG0004610	NEMVE14987	AENJA_17485
OG0004611	NEMVE16538	AENJA_17567
OG0004612	NEMVE06661	AENJA_17697
OG0004613	NEMVE14649, NEMVE02540	AENJA_17756
OG0004614	NEMVE16785	AENJA_17767
OG0004616	NEMVE13537	AENJA_17897
OG0004617	NEMVE23874	AENJA_17898
OG0004618	NEMVE08467, NEMVE02644, NEMVE08128	AENJA_17899
OG0004619	NEMVE14883, NEMVE00286	AENJA_18030
OG0004620	NEMVE24417	AENJA_18109
OG0004621	NEMVE15548	AENJA_18130
OG0004622	NEMVE18062, NEMVE01350	AENJA_18238
OG0004623	NEMVE23629, NEMVE12720	AENJA_18259
OG0004624	NEMVE19519	AENJA_18455
OG0004625	NEMVE07306	AENJA_18747, AENJA_18748
OG0004626	NEMVE03566, NEMVE12350	AENJA_18829
OG0004627	NEMVE14505	AENJA_19058
OG0004628	NEMVE21690	AENJA_19220
OG0004629	NEMVE05013	AENJA_19229
OG0004631	NEMVE10220	AENJA_19307
OG0004632	NEMVE13130	AENJA_19345
OG0004633	NEMVE14514, NEMVE14238	AENJA_19396
OG0004634	NEMVE04611	AENJA_19399
OG0004635	NEMVE12750, NEMVE15016	AENJA_19421
OG0004638	NEMVE22582	AENJA_19695
OG0004639	NEMVE18292	AENJA_19701
OG0004640	NEMVE08804	AENJA_20049
OG0004641	NEMVE11881, NEMVE13912, NEMVE08629	AENJA_20072
OG0004642	NEMVE16068	AENJA_20253
OG0004643	NEMVE01855	AENJA_20590
OG0004644	NEMVE25830	AENJA_20785
OG0004646	NEMVE06022	AENJA_20935
OG0004647	NEMVE18102	AENJA_21162
OG0004648	NEMVE14967	AENJA_21464
OG0004649	NEMVE13434	AENJA_21530
OG0004650	NEMVE15292	AENJA_21566
OG0004651	NEMVE14682	AENJA_21665
OG0004652	NEMVE06739	AENJA_21741
OG0004654	NEMVE23143	AENJA_21881
OG0004655	NEMVE09086, NEMVE00666	AENJA_21945
OG0004656	NEMVE08568	AENJA_22399
OG0004657	NEMVE07292	AENJA_22627
OG0004658	NEMVE13379	AENJA_22666
OG0004659	NEMVE07785, NEMVE00194, NEMVE11615	AENJA_22731
OG0004662	NEMVE14599	AENJA_23022
OG0004663	NEMVE13231	AENJA_23128
OG0004664	NEMVE19719	AENJA_23247
OG0004665	NEMVE04963	AENJA_23350
OG0004666	NEMVE14432	AENJA_23667
OG0004667	NEMVE25294	AENJA_23857
OG0004668	NEMVE11886	AENJA_23876
OG0004669	NEMVE14751	AENJA_23970
OG0004670	NEMVE13348	AENJA_23983
OG0004671	NEMVE15017	AENJA_24032
OG0004672	NEMVE04927	AENJA_24195
OG0004673	NEMVE22141	AENJA_24385
OG0004674	NEMVE15105	AENJA_24465
OG0004675	NEMVE19531, NEMVE12308	AENJA_24642
OG0004676	NEMVE06939	AENJA_24878
OG0004677	NEMVE01225	AENJA_24896
OG0004678	NEMVE09441	AENJA_25081
OG0004681	NEMVE17985	AENJA_25549
OG0004682	NEMVE16012	AENJA_25603
OG0004683	NEMVE10379	AENJA_25906
OG0004684	NEMVE15028	AENJA_25907
OG0004685	NEMVE13564, NEMVE20938	AENJA_26252
OG0004687	NEMVE11074	AENJA_26633
OG0004689	NEMVE10990	AENJA_26700
OG0004690	NEMVE07181	AENJA_26765
OG0004691	NEMVE07925	AENJA_26781
OG0004692	NEMVE09659, NEMVE11678	AENJA_26783
OG0004728	NEMVE24238	AENJA_00010
OG0004729	NEMVE11013	AENJA_00229
OG0004730	NEMVE14157	AENJA_00270
OG0004731	NEMVE24589	AENJA_00435
OG0004733	NEMVE08830	AENJA_00482
OG0004735	NEMVE05167	AENJA_00527
OG0004736	NEMVE25990	AENJA_00579
OG0004736	NEMVE24657	AENJA_06583
OG0004739	NEMVE15022	AENJA_00833
OG0004740	NEMVE13094	AENJA_00889
OG0004743	NEMVE21851, NEMVE20722	AENJA_00975
OG0004744	NEMVE21304, NEMVE02941	AENJA_01048
OG0004746	NEMVE06678	AENJA_01964
OG0004747	NEMVE25622	AENJA_02204
OG0004748	NEMVE24482, NEMVE00840	AENJA_25929, AENJA_25930, AENJA_02212
OG0004749	NEMVE21861	AENJA_02213
OG0004750	NEMVE25690, NEMVE18048, NEMVE16581	AENJA_02329
OG0004751	NEMVE23997	AENJA_03078, AENJA_02331
OG0004752	NEMVE07471	AENJA_02350
OG0004753	NEMVE00501	AENJA_02412
OG0004754	NEMVE10627, NEMVE24818	AENJA_02418
OG0004755	NEMVE14496	AENJA_02461
OG0004756	NEMVE14252	AENJA_02560
OG0004757	NEMVE05633	AENJA_02653
OG0004758	NEMVE11732, NEMVE05918	AENJA_02719
OG0004759	NEMVE05670	AENJA_02782
OG0004760	NEMVE22531	AENJA_02947
OG0004761	NEMVE19165, NEMVE25765	AENJA_03060
OG0004762	NEMVE23213	AENJA_04757, AENJA_23731, AENJA_04762, AENJA_25598, AENJA_15891, AENJA_03398
OG0004763	NEMVE14983	AENJA_03524
OG0004764	NEMVE10488	AENJA_03553
OG0004765	NEMVE21803	AENJA_03642
OG0004766	NEMVE23449	AENJA_03824
OG0004767	NEMVE13831	AENJA_03880
OG0004768	NEMVE14625, NEMVE17029	AENJA_03887
OG0004769	NEMVE09060	AENJA_04019
OG0004770	NEMVE10973	AENJA_04020
OG0004772	NEMVE01278	AENJA_04226, AENJA_12095
OG0004773	NEMVE20647	AENJA_06412, AENJA_20672, AENJA_04469
OG0004774	NEMVE11891, NEMVE13846	AENJA_04499
OG0004775	NEMVE21681	AENJA_04683, AENJA_14667
OG0004776	NEMVE08011	AENJA_04694
OG0004781	NEMVE08486	AENJA_05335, AENJA_05336
OG0004782	NEMVE25347, NEMVE19579	AENJA_05376
OG0004783	NEMVE11254, NEMVE11101	AENJA_05756
OG0004784	NEMVE09476	AENJA_05766
OG0004785	NEMVE14332	AENJA_05817
OG0004786	NEMVE03480	AENJA_05823
OG0004786	NEMVE16746	AENJA_22606
OG0004787	NEMVE25138	AENJA_05829
OG0004788	NEMVE07288	AENJA_05904
OG0004789	NEMVE00942, NEMVE12669, NEMVE13431, NEMVE01982	AENJA_06213
OG0004790	NEMVE08026	AENJA_06220
OG0004791	NEMVE22632, NEMVE24573	AENJA_06248
OG0004792	NEMVE22524	AENJA_06378
OG0004793	NEMVE16797	AENJA_06468
OG0004794	NEMVE09539	AENJA_06550
OG0004795	NEMVE09760	AENJA_06563
OG0004796	NEMVE02112, NEMVE00168	AENJA_06612
OG0004797	NEMVE14389	AENJA_06655
OG0004798	NEMVE19963	AENJA_06749
OG0004799	NEMVE01729, NEMVE17047	AENJA_06797
OG0004800	NEMVE03303, NEMVE02807	AENJA_18629, AENJA_18628, AENJA_06886
OG0004801	NEMVE05151	AENJA_07060
OG0004802	NEMVE24950	AENJA_07061
OG0004803	NEMVE09645	AENJA_07208
OG0004805	NEMVE06909	AENJA_07591
OG0004806	NEMVE06084	AENJA_07769
OG0004807	NEMVE22724	AENJA_14345, AENJA_07814
OG0004808	NEMVE23142, NEMVE00017	AENJA_07815
OG0004809	NEMVE10851	AENJA_07834, AENJA_07832
OG0004810	NEMVE24076	AENJA_07987
OG0004811	NEMVE14893	AENJA_07997
OG0004812	NEMVE10095, NEMVE10094	AENJA_08047
OG0004813	NEMVE13765	AENJA_08093
OG0004814	NEMVE22496	AENJA_08117
OG0004816	NEMVE24963	AENJA_08251
OG0004817	NEMVE23666	AENJA_08281
OG0004819	NEMVE10396, NEMVE20374	AENJA_08530, AENJA_08531
OG0004820	NEMVE22650	AENJA_08918
OG0004821	NEMVE13951	AENJA_09028
OG0004822	NEMVE13105	AENJA_09116
OG0004823	NEMVE07629	AENJA_09117
OG0004824	NEMVE18895	AENJA_09143
OG0004825	NEMVE15161	AENJA_09280
OG0004826	NEMVE14605	AENJA_09359
