Orthogroup	NEMVE	ORYLA
OG0003364	NEMVE01971	ORYLA14543, ORYLA16352
OG0003365	NEMVE23416	ORYLA11052, ORYLA14488
OG0003366	NEMVE21908	ORYLA19482
OG0003368	NEMVE21767, NEMVE00061	ORYLA01157
OG0003369	NEMVE09534, NEMVE11386	ORYLA17954, ORYLA05099
OG0003370	NEMVE18949	ORYLA02169, ORYLA05635
OG0003371	NEMVE11040	ORYLA19953, ORYLA15570
OG0003372	NEMVE24037	ORYLA13263, ORYLA19929
OG0003373	NEMVE24072	ORYLA11155, ORYLA15306
OG0003374	NEMVE13211	ORYLA05369
OG0003375	NEMVE19185	ORYLA17409
OG0003376	NEMVE16260, NEMVE11402, NEMVE11401	ORYLA07502
OG0003377	NEMVE15318	ORYLA12102
OG0003378	NEMVE16798	ORYLA12071
OG0003379	NEMVE20545, NEMVE16052	ORYLA05666
OG0003380	NEMVE22683	ORYLA02294, ORYLA17353
OG0003381	NEMVE14322	ORYLA10983, ORYLA12366
OG0003382	NEMVE15638	ORYLA06657, ORYLA06055
OG0003383	NEMVE23495	ORYLA08272
OG0003384	NEMVE00423	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121
OG0003385	NEMVE24878	ORYLA16115
OG0003386	NEMVE24105	ORYLA06516, ORYLA12917
OG0003387	NEMVE13639	ORYLA16634
OG0003388	NEMVE08840, NEMVE15438	ORYLA19757, ORYLA04964
OG0003391	NEMVE17395, NEMVE05209	ORYLA10703
OG0003392	NEMVE09110	ORYLA00140, ORYLA00535
OG0003393	NEMVE10476, NEMVE13045, NEMVE23905	ORYLA08548
OG0003394	NEMVE16445	ORYLA09650
OG0003396	NEMVE24075	ORYLA20291
OG0003398	NEMVE03087	ORYLA05425, ORYLA09331, ORYLA12460, ORYLA05424
OG0003401	NEMVE11233	ORYLA02916, ORYLA17797, ORYLA17796, ORYLA18469
OG0003419	NEMVE08218	ORYLA07674
OG0003420	NEMVE19645	ORYLA13381, ORYLA02466
OG0003421	NEMVE13078, NEMVE04651, NEMVE09589	ORYLA20432
OG0003422	NEMVE07883, NEMVE20521, NEMVE01482	ORYLA11143
OG0003424	NEMVE00293, NEMVE16825	ORYLA16837
OG0003425	NEMVE02069	ORYLA19551, ORYLA19552
OG0003426	NEMVE04788	ORYLA01060
OG0003428	NEMVE22338	ORYLA07230
OG0003429	NEMVE22490	ORYLA15696
OG0003430	NEMVE24395	ORYLA04134, ORYLA05926
OG0003431	NEMVE04794	ORYLA13930, ORYLA13647
OG0003432	NEMVE13929	ORYLA09229
OG0003433	NEMVE22730	ORYLA04481
OG0003434	NEMVE19996, NEMVE14429	ORYLA08873
OG0003435	NEMVE13652	ORYLA11612, ORYLA10262
OG0003439	NEMVE25599	ORYLA08660
OG0003440	NEMVE09605	ORYLA09996, ORYLA09995, ORYLA19837
OG0003441	NEMVE08561, NEMVE06221	ORYLA11240, ORYLA14053
OG0003442	NEMVE13895	ORYLA03904, ORYLA07561, ORYLA08501, ORYLA13557
OG0003443	NEMVE23998	ORYLA08295, ORYLA10121
OG0003444	NEMVE04612	ORYLA12477, ORYLA15139
OG0003445	NEMVE08389, NEMVE01424	ORYLA02950
OG0003445	NEMVE14554	ORYLA13406, ORYLA06359
OG0003448	NEMVE10129	ORYLA12750
OG0003449	NEMVE09976, NEMVE11728, NEMVE00441	ORYLA08945
OG0003450	NEMVE23497	ORYLA06472
OG0003451	NEMVE07235	ORYLA09529
OG0003452	NEMVE21083, NEMVE23965	ORYLA05284
OG0003454	NEMVE14065	ORYLA16419, ORYLA05702, ORYLA07880
OG0003455	NEMVE24559, NEMVE20985	ORYLA15928
OG0003456	NEMVE14823	ORYLA16281
OG0003457	NEMVE18246, NEMVE18245	ORYLA07032, ORYLA10641
OG0003459	NEMVE06913, NEMVE20106	ORYLA04696, ORYLA10058
OG0003461	NEMVE23166	ORYLA14029
OG0003462	NEMVE15109	ORYLA16610
OG0003463	NEMVE08123	ORYLA18517, ORYLA11792
OG0003464	NEMVE21995, NEMVE25422	ORYLA07795
OG0003465	NEMVE00981	ORYLA17241
OG0003466	NEMVE19302	ORYLA08173, ORYLA02600, ORYLA01193
OG0003467	NEMVE14975, NEMVE20626, NEMVE11976	ORYLA02217
OG0003468	NEMVE01555	ORYLA10155
OG0003469	NEMVE23482	ORYLA02002, ORYLA15259, ORYLA15258
OG0003470	NEMVE08394	ORYLA17233
OG0003471	NEMVE13566	ORYLA05163
OG0003472	NEMVE23741	ORYLA09943
OG0003473	NEMVE02684	ORYLA03676
OG0003474	NEMVE05269	ORYLA11709
OG0003474	NEMVE00065	ORYLA05348, ORYLA01720, ORYLA01933
OG0003475	NEMVE00257	ORYLA09037
OG0003476	NEMVE12591	ORYLA10956
OG0003477	NEMVE15677, NEMVE14421	ORYLA05136
OG0003478	NEMVE14744	ORYLA10473
OG0003479	NEMVE22549	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248
OG0003480	NEMVE09026	ORYLA14009
OG0003483	NEMVE22468	ORYLA05235
OG0003484	NEMVE21744	ORYLA02978, ORYLA12427
OG0003486	NEMVE08417, NEMVE11925	ORYLA11922
OG0003487	NEMVE22483	ORYLA01531
OG0003488	NEMVE05426	ORYLA09086
OG0003489	NEMVE05755	ORYLA10608, ORYLA05128
OG0003490	NEMVE07514	ORYLA09587, ORYLA09588
OG0003491	NEMVE14708	ORYLA01435, ORYLA03786, ORYLA08768
OG0003492	NEMVE06260	ORYLA19071
OG0003493	NEMVE15798	ORYLA06634
OG0003496	NEMVE20920	ORYLA03579
OG0003497	NEMVE01002	ORYLA03780
OG0003498	NEMVE10613, NEMVE20419	ORYLA00351
OG0003499	NEMVE25845	ORYLA14587
OG0003501	NEMVE13383	ORYLA13017
OG0003502	NEMVE06419	ORYLA03987
OG0003503	NEMVE14218, NEMVE14261	ORYLA08311
OG0003504	NEMVE05266, NEMVE14390	ORYLA00809, ORYLA05813, ORYLA05814
OG0003505	NEMVE05913	ORYLA15188
OG0003506	NEMVE25216	ORYLA03663, ORYLA07315
OG0003507	NEMVE06192	ORYLA13206, ORYLA13567
OG0003508	NEMVE10416	ORYLA09159, ORYLA06715, ORYLA09838
OG0003509	NEMVE10409	ORYLA07419
OG0003510	NEMVE10643	ORYLA14280
OG0003510	NEMVE09335	ORYLA05653, ORYLA02192, ORYLA12402
OG0003511	NEMVE22014, NEMVE01517	ORYLA17668
OG0003512	NEMVE20614, NEMVE08803, NEMVE19792	ORYLA17979, ORYLA14116
OG0003513	NEMVE14528	ORYLA19681, ORYLA05692
OG0003515	NEMVE07802	ORYLA00165
OG0003517	NEMVE22199	ORYLA14850, ORYLA11261
OG0003518	NEMVE07929	ORYLA02219
OG0003519	NEMVE22344	ORYLA06032
OG0003520	NEMVE01051	ORYLA10150
OG0003521	NEMVE25988, NEMVE22072, NEMVE15787, NEMVE15788	ORYLA03229
OG0003522	NEMVE24059	ORYLA11321, ORYLA10376
OG0003523	NEMVE07334	ORYLA06822
OG0003524	NEMVE20753, NEMVE23630	ORYLA14492
OG0003527	NEMVE02209	ORYLA03109
OG0003528	NEMVE12358, NEMVE13793	ORYLA09598
OG0003529	NEMVE22936	ORYLA08755, ORYLA16493
OG0003531	NEMVE23009	ORYLA10765, ORYLA01076
OG0003532	NEMVE01942	ORYLA09550
OG0003533	NEMVE21770	ORYLA20154
OG0003535	NEMVE18138, NEMVE18330	ORYLA17733, ORYLA17692
OG0003536	NEMVE23719	ORYLA20264
OG0003537	NEMVE15401	ORYLA02972
OG0003538	NEMVE24834	ORYLA04723
OG0003539	NEMVE14225	ORYLA00317
OG0003541	NEMVE05768	ORYLA12459
OG0003542	NEMVE05244	ORYLA08039, ORYLA08040
OG0003543	NEMVE21904	ORYLA06025
OG0003544	NEMVE21778	ORYLA05956
OG0003545	NEMVE09118	ORYLA16290, ORYLA00780, ORYLA16888
OG0003546	NEMVE00903	ORYLA02573, ORYLA06777
OG0003547	NEMVE21707	ORYLA15005
OG0003548	NEMVE24045	ORYLA07339, ORYLA19601
OG0003549	NEMVE22192	ORYLA11604, ORYLA13044
OG0003550	NEMVE14633	ORYLA06826, ORYLA09869
OG0003551	NEMVE25468	ORYLA17122, ORYLA02512, ORYLA02511
OG0003552	NEMVE13583	ORYLA06559, ORYLA12973
OG0003554	NEMVE05007	ORYLA02272, ORYLA04649
OG0003555	NEMVE10803, NEMVE10802	ORYLA08290
OG0003556	NEMVE17151	ORYLA11308, ORYLA15858, ORYLA16060
OG0003557	NEMVE12283	ORYLA05103
OG0003558	NEMVE23552	ORYLA12673
OG0003560	NEMVE06594	ORYLA10146
OG0003561	NEMVE01009, NEMVE02397	ORYLA11603, ORYLA09116
OG0003562	NEMVE13820	ORYLA16057, ORYLA05508
OG0003563	NEMVE09047	ORYLA08166
OG0003564	NEMVE07651, NEMVE05001	ORYLA02602, ORYLA17999, ORYLA01509
OG0003565	NEMVE24799	ORYLA04938, ORYLA17732
OG0003566	NEMVE24534	ORYLA12377
OG0003567	NEMVE14039	ORYLA16922
OG0003568	NEMVE23185	ORYLA17899
OG0003570	NEMVE24756	ORYLA06235, ORYLA06236
OG0003571	NEMVE07104, NEMVE21760	ORYLA05684, ORYLA15032
OG0003573	NEMVE15669	ORYLA18884
OG0003577	NEMVE01484	ORYLA05673
OG0003578	NEMVE14882, NEMVE12325	ORYLA19177
OG0003579	NEMVE14468	ORYLA07706
OG0003581	NEMVE02408	ORYLA04075
OG0003582	NEMVE05180	ORYLA13955
OG0003598	NEMVE09849	ORYLA13193, ORYLA02886
OG0003599	NEMVE20749, NEMVE06057	ORYLA07506
OG0003601	NEMVE01801	ORYLA10294, ORYLA10291, ORYLA10290
OG0003604	NEMVE14417	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897
OG0003606	NEMVE07605	ORYLA11462, ORYLA10629, ORYLA02252
OG0003608	NEMVE05516, NEMVE19157	ORYLA13187
OG0003610	NEMVE07493, NEMVE14129	ORYLA11705
OG0003611	NEMVE07655, NEMVE15407	ORYLA01222
OG0003612	NEMVE22973	ORYLA05697
OG0003613	NEMVE08287	ORYLA14322, ORYLA13861
OG0003615	NEMVE03122	ORYLA07166
OG0003616	NEMVE22796	ORYLA13901, ORYLA15935, ORYLA17835
OG0003617	NEMVE04879, NEMVE02770	ORYLA20096
OG0003618	NEMVE14538	ORYLA09085
OG0003619	NEMVE25213	ORYLA00995
OG0003620	NEMVE14400	ORYLA16131
OG0003622	NEMVE09372	ORYLA11687
OG0003624	NEMVE13806, NEMVE20665	ORYLA13908
OG0003626	NEMVE11761	ORYLA06029
OG0003629	NEMVE13677	ORYLA03343
OG0003630	NEMVE01474	ORYLA07936
OG0003631	NEMVE20518, NEMVE20475	ORYLA18266
OG0003632	NEMVE09812	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834
OG0003633	NEMVE24448	ORYLA15479
OG0003635	NEMVE17691	ORYLA01451
OG0003636	NEMVE10467	ORYLA05265
OG0003638	NEMVE14258	ORYLA11662
OG0003639	NEMVE05431	ORYLA04010
OG0003640	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097	ORYLA16900, ORYLA07985, ORYLA08704
OG0003641	NEMVE25925, NEMVE21020	ORYLA05514, ORYLA13948, ORYLA15562
OG0003642	NEMVE13366	ORYLA14662, ORYLA00337
OG0003643	NEMVE21963	ORYLA16013
OG0003644	NEMVE14219, NEMVE19898	ORYLA19217, ORYLA19218
OG0003645	NEMVE06456, NEMVE06446	ORYLA17019, ORYLA16769
OG0003646	NEMVE06017	ORYLA12425
OG0003647	NEMVE18107	ORYLA02365
OG0003648	NEMVE10380	ORYLA10802
OG0003649	NEMVE10970	ORYLA12909
OG0003650	NEMVE01779	ORYLA14386
OG0003651	NEMVE07230	ORYLA15506
OG0003652	NEMVE14170	ORYLA04563, ORYLA03095
OG0003655	NEMVE21782	ORYLA11608, ORYLA09516
OG0003656	NEMVE23361	ORYLA12194, ORYLA06060
OG0003658	NEMVE14339	ORYLA05614, ORYLA01831
OG0003659	NEMVE01974	ORYLA19260
OG0003661	NEMVE00922	ORYLA13934
OG0003662	NEMVE08035	ORYLA04873, ORYLA02401
OG0003664	NEMVE07963	ORYLA16286
OG0003665	NEMVE22002, NEMVE13012, NEMVE21940	ORYLA11822
OG0003667	NEMVE05425	ORYLA03973, ORYLA03463, ORYLA17623
OG0003668	NEMVE14297	ORYLA12159
OG0003669	NEMVE07090	ORYLA00310
OG0003671	NEMVE14323	ORYLA19913, ORYLA05071, ORYLA03950
OG0003672	NEMVE08668	ORYLA07781
OG0003673	NEMVE10750	ORYLA11721
OG0003674	NEMVE05251	ORYLA00233
OG0003675	NEMVE14081	ORYLA05527
OG0003676	NEMVE21802	ORYLA18000
OG0003677	NEMVE22425	ORYLA09433, ORYLA09215, ORYLA16425
OG0003678	NEMVE25356	ORYLA19111, ORYLA18850
OG0003679	NEMVE11368	ORYLA09435, ORYLA09221
OG0003680	NEMVE13143	ORYLA09399
OG0003681	NEMVE01693	ORYLA15043, ORYLA12095
OG0003682	NEMVE22975	ORYLA05336, ORYLA11752
OG0003684	NEMVE10127	ORYLA09009
OG0003685	NEMVE07449	ORYLA17287, ORYLA17288, ORYLA12611
OG0003686	NEMVE09181	ORYLA15174, ORYLA15175
OG0003687	NEMVE23894, NEMVE12128	ORYLA16099, ORYLA09689
OG0003689	NEMVE15357	ORYLA00037
OG0003690	NEMVE15068	ORYLA10151
OG0003691	NEMVE21817, NEMVE16405	ORYLA00513
OG0003692	NEMVE20806, NEMVE11090	ORYLA17765, ORYLA17766
OG0003693	NEMVE09308	ORYLA11068, ORYLA15548
OG0003694	NEMVE22408	ORYLA05766
OG0003695	NEMVE01731	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445
OG0003696	NEMVE11320	ORYLA14696
OG0003697	NEMVE17845	ORYLA16755, ORYLA18863
OG0003698	NEMVE22878	ORYLA05043, ORYLA17728
OG0003700	NEMVE05136, NEMVE03153	ORYLA00145, ORYLA16899
OG0003701	NEMVE05754	ORYLA09740
OG0003703	NEMVE24764	ORYLA19118, ORYLA07915
OG0003704	NEMVE24279	ORYLA00715, ORYLA06286
OG0003705	NEMVE23677	ORYLA01951
OG0003706	NEMVE16662	ORYLA06085
OG0003707	NEMVE04617	ORYLA17496, ORYLA12453
OG0003708	NEMVE07588	ORYLA10235
OG0003709	NEMVE18151	ORYLA15349, ORYLA12752
OG0003710	NEMVE22261	ORYLA04163, ORYLA08822
OG0003711	NEMVE13813, NEMVE21206	ORYLA12421
OG0003712	NEMVE13197	ORYLA16996, ORYLA19025
OG0003714	NEMVE13060	ORYLA19329
OG0003716	NEMVE13656	ORYLA13136
OG0003717	NEMVE06991	ORYLA02048
OG0003718	NEMVE22937	ORYLA08634
OG0003719	NEMVE08960	ORYLA05761
OG0003720	NEMVE13058	ORYLA06376, ORYLA01596
OG0003721	NEMVE18963	ORYLA01061
OG0003722	NEMVE01466, NEMVE20465	ORYLA06277, ORYLA02448
OG0003724	NEMVE13663, NEMVE17013, NEMVE22380	ORYLA20221
OG0003725	NEMVE14781	ORYLA13642, ORYLA17118
OG0003729	NEMVE25381	ORYLA08395
OG0003731	NEMVE23012	ORYLA00028
OG0003733	NEMVE13938, NEMVE18879	ORYLA07355
OG0003734	NEMVE22526	ORYLA02449
OG0003735	NEMVE23342	ORYLA18227
OG0003736	NEMVE22403	ORYLA15256
OG0003737	NEMVE15745	ORYLA18023, ORYLA13650
OG0003738	NEMVE24821, NEMVE25967	ORYLA16804
OG0003739	NEMVE09958	ORYLA10021
OG0003740	NEMVE22455	ORYLA14622
OG0003741	NEMVE00260, NEMVE22579	ORYLA06173
OG0003742	NEMVE13350, NEMVE15271	ORYLA06086, ORYLA02085, ORYLA16192
OG0003743	NEMVE21709	ORYLA02655, ORYLA17586
OG0003744	NEMVE05864	ORYLA15613, ORYLA13913
OG0003745	NEMVE24615	ORYLA17929
OG0003746	NEMVE04748	ORYLA20093, ORYLA08232, ORYLA19466, ORYLA02028
OG0003749	NEMVE22325	ORYLA15075, ORYLA11168
OG0003750	NEMVE13166	ORYLA15854
OG0003751	NEMVE03634, NEMVE10234	ORYLA12972
OG0003752	NEMVE01099, NEMVE09376	ORYLA20457, ORYLA20456, ORYLA14921
OG0003753	NEMVE23093	ORYLA16886, ORYLA16887
OG0003754	NEMVE12822, NEMVE01565	ORYLA14867
OG0003755	NEMVE07225	ORYLA03647, ORYLA04416
OG0003756	NEMVE08256	ORYLA15160
OG0003757	NEMVE25101	ORYLA03079
OG0003758	NEMVE24097	ORYLA15779
OG0003759	NEMVE07147	ORYLA16410, ORYLA01905, ORYLA01906
OG0003760	NEMVE25257	ORYLA07065, ORYLA12558
OG0003761	NEMVE06273	ORYLA14667, ORYLA19588
OG0003762	NEMVE13179	ORYLA16316
OG0003763	NEMVE18331	ORYLA04822
OG0003764	NEMVE01625, NEMVE08664	ORYLA16406
OG0003766	NEMVE12147	ORYLA14216
OG0003767	NEMVE24136	ORYLA05360
OG0003768	NEMVE13220	ORYLA11127
OG0003769	NEMVE25860	ORYLA08980
OG0003770	NEMVE14300	ORYLA03596
OG0003771	NEMVE24800	ORYLA19264, ORYLA17030
OG0003773	NEMVE23658	ORYLA08369
OG0003776	NEMVE25761	ORYLA18575
OG0003777	NEMVE13412	ORYLA09626, ORYLA20067
OG0003778	NEMVE22626	ORYLA11149, ORYLA15322
OG0003779	NEMVE22651	ORYLA16409
OG0003781	NEMVE25151	ORYLA07642, ORYLA07643, ORYLA04950, ORYLA00185, ORYLA00183, ORYLA04949, ORYLA00184
OG0003795	NEMVE20355, NEMVE20909, NEMVE06474	ORYLA20210
OG0003798	NEMVE14516	ORYLA19738, ORYLA13919
OG0003802	NEMVE16141, NEMVE19076, NEMVE19541, NEMVE20147, NEMVE18385, NEMVE20479, NEMVE16060	ORYLA03226
OG0003803	NEMVE24989	ORYLA02753, ORYLA02752, ORYLA12969
OG0003806	NEMVE14378	ORYLA16763
OG0003807	NEMVE13183	ORYLA00781
OG0003808	NEMVE11383	ORYLA01934
OG0003809	NEMVE22938	ORYLA07697, ORYLA19481, ORYLA19479
OG0003811	NEMVE12033, NEMVE10353	ORYLA12803
OG0003812	NEMVE18581	ORYLA19278
OG0003813	NEMVE22400	ORYLA18042, ORYLA17950
OG0003817	NEMVE12881, NEMVE22126	ORYLA06447
OG0003818	NEMVE20836, NEMVE05581	ORYLA04078
OG0003820	NEMVE18008	ORYLA07704
OG0003821	NEMVE22804	ORYLA13685, ORYLA15681, ORYLA13807
OG0003823	NEMVE13544	ORYLA11357
OG0003824	NEMVE12681, NEMVE22639	ORYLA17763
OG0003826	NEMVE08019	ORYLA04385
OG0003827	NEMVE22358	ORYLA07017, ORYLA07018, ORYLA13140
OG0003828	NEMVE13970	ORYLA02923
OG0003829	NEMVE16467, NEMVE20813, NEMVE16466	ORYLA06358
OG0003831	NEMVE24194	ORYLA00352
OG0003832	NEMVE07346	ORYLA14681, ORYLA10931
OG0003833	NEMVE22798	ORYLA08551
OG0003834	NEMVE25157	ORYLA06974, ORYLA12844, ORYLA15270
OG0003836	NEMVE04677	ORYLA00347, ORYLA00348, ORYLA04611
OG0003837	NEMVE15152	ORYLA16787
OG0003838	NEMVE07828	ORYLA09504, ORYLA00494
OG0003839	NEMVE09947	ORYLA06804
OG0003840	NEMVE14763, NEMVE17541	ORYLA19338
OG0003841	NEMVE13973	ORYLA02082
OG0003842	NEMVE22729	ORYLA11223
OG0003843	NEMVE14695	ORYLA00216, ORYLA04760
OG0003844	NEMVE24944	ORYLA00410
OG0003845	NEMVE01473	ORYLA04421
OG0003847	NEMVE04903	ORYLA00209
OG0003848	NEMVE03237	ORYLA06527, ORYLA13653
OG0003850	NEMVE14788	ORYLA05996
OG0003851	NEMVE13091	ORYLA09286, ORYLA06613
OG0003852	NEMVE07134	ORYLA17405, ORYLA12702
OG0003853	NEMVE09522	ORYLA18272
OG0003854	NEMVE18328	ORYLA13175
OG0003855	NEMVE01478	ORYLA01615, ORYLA19634
OG0003857	NEMVE20217, NEMVE25998	ORYLA19469, ORYLA19468
OG0003858	NEMVE07192	ORYLA04975
OG0003859	NEMVE25657	ORYLA11310
OG0003860	NEMVE05689	ORYLA06391
OG0003861	NEMVE05952	ORYLA19849
OG0003862	NEMVE14847	ORYLA09814, ORYLA12243
OG0003863	NEMVE15299	ORYLA04629, ORYLA17758
OG0003864	NEMVE12479, NEMVE05255	ORYLA03365
OG0003865	NEMVE08854	ORYLA09778, ORYLA13923, ORYLA15980
OG0003866	NEMVE14786	ORYLA08827
OG0003867	NEMVE14855	ORYLA19092
OG0003868	NEMVE23932	ORYLA19824, ORYLA12769
OG0003869	NEMVE25452	ORYLA08057
OG0003870	NEMVE09270	ORYLA16354
OG0003871	NEMVE01925	ORYLA09606
OG0003871	NEMVE00146	ORYLA09605
OG0003872	NEMVE06420	ORYLA17934, ORYLA17933
OG0003873	NEMVE07141	ORYLA12547
OG0003874	NEMVE23530	ORYLA05727, ORYLA01534
OG0003875	NEMVE04885	ORYLA14787
OG0003876	NEMVE06222, NEMVE12361	ORYLA05675
OG0003877	NEMVE20725, NEMVE07878	ORYLA13505
OG0003878	NEMVE17672	ORYLA11114, ORYLA15672, ORYLA14414
OG0003879	NEMVE00015	ORYLA14824
OG0003881	NEMVE21229, NEMVE25591	ORYLA19792, ORYLA19793
OG0003882	NEMVE25838	ORYLA10836, ORYLA15325
OG0003883	NEMVE24051	ORYLA05064, ORYLA00737, ORYLA07337, ORYLA07336
OG0003884	NEMVE04622	ORYLA12146
OG0003885	NEMVE07560	ORYLA05118, ORYLA08990
OG0003886	NEMVE07112	ORYLA07850
OG0003887	NEMVE13010	ORYLA06119
OG0003888	NEMVE07601	ORYLA09457
OG0003890	NEMVE01588	ORYLA02702, ORYLA03959
OG0003892	NEMVE22031, NEMVE14752	ORYLA10862
OG0003893	NEMVE17391	ORYLA04836
OG0003894	NEMVE13262	ORYLA17746
OG0003895	NEMVE10938	ORYLA17184
OG0003896	NEMVE05289	ORYLA00246, ORYLA16803, ORYLA16688
OG0003897	NEMVE01514	ORYLA06606
OG0003898	NEMVE00029, NEMVE20445	ORYLA12764
OG0003899	NEMVE25516	ORYLA00332
OG0003900	NEMVE17139	ORYLA03942
OG0003901	NEMVE14163	ORYLA11674
OG0003903	NEMVE22012, NEMVE25716	ORYLA00503
OG0003904	NEMVE13657	ORYLA12590
OG0003905	NEMVE01485, NEMVE19789, NEMVE20803	ORYLA18767, ORYLA20350
OG0003906	NEMVE08844	ORYLA19253, ORYLA19252
OG0003908	NEMVE15062	ORYLA00464
OG0003908	NEMVE13469	ORYLA11218
OG0003909	NEMVE12977	ORYLA11744
OG0003910	NEMVE11947, NEMVE14228	ORYLA01842
OG0003911	NEMVE13548	ORYLA18945
OG0003912	NEMVE23480	ORYLA15466, ORYLA12465
OG0003913	NEMVE06219	ORYLA01416
OG0003914	NEMVE23883	ORYLA18672
OG0003914	NEMVE12983	ORYLA18673
OG0003915	NEMVE13987	ORYLA12264, ORYLA00970
OG0003916	NEMVE04869	ORYLA06228, ORYLA02175
OG0003917	NEMVE07359	ORYLA13507
OG0003918	NEMVE15132	ORYLA01197, ORYLA19012
OG0003920	NEMVE13794	ORYLA01688
OG0003921	NEMVE13546, NEMVE03026	ORYLA07105
OG0003922	NEMVE11796	ORYLA09787
OG0003923	NEMVE01001, NEMVE12285	ORYLA10036
OG0003925	NEMVE14404	ORYLA05435
OG0003926	NEMVE18036	ORYLA14433
OG0003927	NEMVE14203, NEMVE11015, NEMVE11697	ORYLA17984
OG0003928	NEMVE10671	ORYLA07130
OG0003930	NEMVE11142	ORYLA15221
OG0003931	NEMVE05283	ORYLA07756
OG0003932	NEMVE10145	ORYLA09727
OG0003933	NEMVE16001	ORYLA14136, ORYLA10946
OG0003934	NEMVE10808	ORYLA18258
OG0003935	NEMVE04906, NEMVE10377, NEMVE06933	ORYLA10426
OG0003936	NEMVE07930	ORYLA15161
OG0003937	NEMVE18859	ORYLA04944, ORYLA02854, ORYLA17784, ORYLA17785, ORYLA02477
OG0003938	NEMVE14790	ORYLA10357
OG0003939	NEMVE25295, NEMVE20805, NEMVE20363	ORYLA08294
OG0003940	NEMVE16875	ORYLA12099
OG0003941	NEMVE17560	ORYLA20161, ORYLA19687
OG0003942	NEMVE22462	ORYLA11858
OG0003944	NEMVE25693, NEMVE10205, NEMVE21561	ORYLA06722
OG0003945	NEMVE14589	ORYLA14999, ORYLA20189
OG0003946	NEMVE09626	ORYLA00695, ORYLA00840
OG0003947	NEMVE01496, NEMVE12187	ORYLA17372
OG0003948	NEMVE19651	ORYLA17792
OG0003949	NEMVE07570, NEMVE23133, NEMVE11025	ORYLA13984
OG0003950	NEMVE04576	ORYLA12030
OG0003951	NEMVE21774	ORYLA15529
OG0003954	NEMVE08288, NEMVE00930	ORYLA05547, ORYLA11360
OG0003955	NEMVE06429	ORYLA00673
OG0003956	NEMVE23428	ORYLA13069
OG0003957	NEMVE06353, NEMVE09576	ORYLA11936, ORYLA09270
OG0003958	NEMVE15102	ORYLA01353, ORYLA17566, ORYLA02785
OG0003959	NEMVE23777	ORYLA02587
OG0003961	NEMVE15127	ORYLA06267
OG0003962	NEMVE16096, NEMVE01907	ORYLA04594, ORYLA08720, ORYLA03911
OG0003964	NEMVE15732	ORYLA02736
OG0003965	NEMVE25502	ORYLA10358
OG0003966	NEMVE13810	ORYLA18869, ORYLA18868
OG0003967	NEMVE23105	ORYLA00887
OG0003968	NEMVE08572	ORYLA08670, ORYLA09958, ORYLA06246
OG0003969	NEMVE07890	ORYLA12575
OG0003970	NEMVE23326	ORYLA17540
OG0003971	NEMVE22272	ORYLA18033
OG0003973	NEMVE14779	ORYLA18600, ORYLA00775
OG0003974	NEMVE22748	ORYLA10919, ORYLA13680, ORYLA12109, ORYLA14677
OG0003998	NEMVE00894	ORYLA00128
OG0003999	NEMVE21965	ORYLA09012
OG0004002	NEMVE18518	ORYLA05237
OG0004004	NEMVE06251	ORYLA15181
OG0004005	NEMVE23848	ORYLA11539
OG0004007	NEMVE13953	ORYLA12862, ORYLA02441
OG0004009	NEMVE21729	ORYLA07186, ORYLA18510, ORYLA05182
OG0004010	NEMVE14978, NEMVE12830	ORYLA12744
OG0004011	NEMVE25743	ORYLA08072, ORYLA04979, ORYLA02389, ORYLA17955
OG0004012	NEMVE12899, NEMVE22318	ORYLA03859, ORYLA03860
OG0004014	NEMVE25034, NEMVE18256	ORYLA09781
OG0004015	NEMVE09359	ORYLA13080
OG0004016	NEMVE13204	ORYLA15762
OG0004017	NEMVE14537	ORYLA16378
OG0004019	NEMVE05373	ORYLA07079
OG0004020	NEMVE22667	ORYLA03618
OG0004021	NEMVE03953, NEMVE00245, NEMVE06416	ORYLA04388, ORYLA04386, ORYLA04387
OG0004022	NEMVE22354, NEMVE07265	ORYLA04153
OG0004023	NEMVE10125	ORYLA19712
OG0004024	NEMVE24877	ORYLA09183
OG0004025	NEMVE14321	ORYLA17302
OG0004028	NEMVE00045, NEMVE01939	ORYLA19452, ORYLA19451
OG0004030	NEMVE09561	ORYLA07997
OG0004031	NEMVE09520	ORYLA03387
OG0004032	NEMVE11647, NEMVE08726	ORYLA00963, ORYLA09486
OG0004033	NEMVE05049	ORYLA00102, ORYLA05233
OG0004034	NEMVE13874, NEMVE06071	ORYLA18076, ORYLA05726, ORYLA18901
OG0004035	NEMVE23476	ORYLA13967, ORYLA19169
OG0004036	NEMVE22269	ORYLA03934, ORYLA07549, ORYLA01986
OG0004037	NEMVE24489	ORYLA12889
OG0004038	NEMVE25168	ORYLA19827
OG0004039	NEMVE05684	ORYLA05412
OG0004039	NEMVE15872	ORYLA05413
