Orthogroup	NEMVE	DROME
OG0003291	NEMVE10692, NEMVE20230	DROME20523
OG0003293	NEMVE04909, NEMVE20380	DROME14676
OG0003294	NEMVE06441	DROME01659, DROME01660
OG0003296	NEMVE22460	DROME06822, DROME13531
OG0003297	NEMVE11100	DROME19465
OG0003298	NEMVE04703	DROME08089
OG0003299	NEMVE13192	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770
OG0003301	NEMVE21850, NEMVE21705	DROME18741
OG0003303	NEMVE22702, NEMVE04361	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003304	NEMVE18141	DROME02914, DROME02913
OG0003305	NEMVE13992	DROME13149
OG0003306	NEMVE24655	DROME10136
OG0003309	NEMVE14486	DROME19043, DROME19042
OG0003311	NEMVE17780	DROME15213
OG0003314	NEMVE13216	DROME09986, DROME09988, DROME09987, DROME09985
OG0003315	NEMVE00123	DROME17830, DROME17831
OG0003316	NEMVE07618	DROME13200
OG0003317	NEMVE05254	DROME19362
OG0003318	NEMVE22763	DROME16706
OG0003320	NEMVE13147	DROME12326
OG0003327	NEMVE06800	DROME19734
OG0003330	NEMVE17547	DROME03252, DROME03251
OG0003331	NEMVE24492	DROME12208, DROME12210, DROME12207, DROME12209
OG0003332	NEMVE25694	DROME00791
OG0003333	NEMVE00058	DROME10886, DROME10885, DROME10884
OG0003335	NEMVE01928, NEMVE19241	DROME18113, DROME18112
OG0003336	NEMVE06507	DROME10919, DROME10920, DROME10917
OG0003337	NEMVE13578	DROME15232
OG0003340	NEMVE15762, NEMVE20934	DROME16534, DROME16533
OG0003341	NEMVE01952	DROME01797
OG0003343	NEMVE24170	DROME09151
OG0003344	NEMVE24619	DROME04462, DROME04461
OG0003346	NEMVE14289	DROME13869
OG0003347	NEMVE23886	DROME11879, DROME11880
OG0003348	NEMVE23418	DROME02128
OG0003349	NEMVE14973	DROME08306, DROME08305, DROME08304
OG0003352	NEMVE24015	DROME13172
OG0003353	NEMVE06482	DROME11820, DROME11822, DROME11821
OG0003354	NEMVE14304	DROME19858
OG0003356	NEMVE06309	DROME15849
OG0003358	NEMVE23739	DROME16921
OG0003359	NEMVE13744	DROME18758
OG0003360	NEMVE20499	DROME20878, DROME20879
OG0003361	NEMVE14739	DROME13197
OG0003362	NEMVE00976	DROME08296
OG0003363	NEMVE17304, NEMVE16720, NEMVE16221	DROME10311, DROME10310, DROME10313, DROME10312
OG0003364	NEMVE01971	DROME00064
OG0003365	NEMVE05803, NEMVE02101, NEMVE23416	DROME04108
OG0003366	NEMVE21908	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003368	NEMVE21767, NEMVE00061	DROME16106, DROME16107
OG0003370	NEMVE18949, NEMVE19237	DROME12377, DROME12378
OG0003371	NEMVE11040	DROME09945, DROME09943, DROME09944, DROME09946
OG0003372	NEMVE24037, NEMVE01226	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188
OG0003374	NEMVE13211	DROME06476, DROME06475, DROME06474
OG0003375	NEMVE19185	DROME21029
OG0003376	NEMVE16260, NEMVE11402, NEMVE11401	DROME16130, DROME16131, DROME16129
OG0003377	NEMVE15318	DROME20606
OG0003378	NEMVE16798	DROME18533
OG0003380	NEMVE22683	DROME14333
OG0003381	NEMVE14322	DROME10051
OG0003384	NEMVE00423	DROME17249, DROME17250
OG0003386	NEMVE24105	DROME07039, DROME07040, DROME07041
OG0003388	NEMVE08840, NEMVE15438	DROME11674, DROME19363
OG0003392	NEMVE09110	DROME11355
OG0003394	NEMVE16445	DROME14094
OG0003396	NEMVE24075	DROME21609
OG0003401	NEMVE11233	DROME10424
OG0003419	NEMVE08218	DROME18310
OG0003419	NEMVE13021	DROME17074
OG0003421	NEMVE04651	DROME04908, DROME07137, DROME07651
OG0003422	NEMVE07883, NEMVE20521, NEMVE01482	DROME04814
OG0003425	NEMVE02069	DROME11464, DROME11465, DROME11463
OG0003426	NEMVE04788	DROME12495
OG0003429	NEMVE22490	DROME10811, DROME14963, DROME10812
OG0003430	NEMVE24395	DROME19610, DROME04057
OG0003431	NEMVE04794	DROME13747
OG0003433	NEMVE22730	DROME02216, DROME02219, DROME02218, DROME02217
OG0003434	NEMVE19996, NEMVE14429, NEMVE02925	DROME00166, DROME15353
OG0003439	NEMVE25599	DROME16821
OG0003442	NEMVE13895	DROME06015, DROME06013, DROME06014
OG0003443	NEMVE23998	DROME18500
OG0003444	NEMVE04612	DROME05516, DROME05517, DROME05515, DROME06639
OG0003445	NEMVE08389, NEMVE01424	DROME01285
OG0003448	NEMVE10129	DROME02828, DROME02829, DROME02830
OG0003450	NEMVE23497	DROME03280
OG0003452	NEMVE21083, NEMVE23965	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215
OG0003453	NEMVE20495	DROME19225
OG0003454	NEMVE14065	DROME10067
OG0003455	NEMVE20509, NEMVE17543	DROME04003
OG0003456	NEMVE14823	DROME19556
OG0003457	NEMVE18246, NEMVE18245	DROME06510, DROME06508, DROME06509
OG0003458	NEMVE04918	DROME04148
OG0003458	NEMVE17272	DROME16139
OG0003459	NEMVE06913, NEMVE20106	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556
OG0003460	NEMVE05656, NEMVE12240	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134
OG0003461	NEMVE23166	DROME17474, DROME21694
OG0003462	NEMVE20879, NEMVE19614, NEMVE15109	DROME00239
OG0003463	NEMVE08123	DROME20444
OG0003464	NEMVE21995, NEMVE25422	DROME06231
OG0003465	NEMVE00981	DROME04464
OG0003466	NEMVE19302	DROME16278
OG0003467	NEMVE14975, NEMVE20626, NEMVE11976	DROME06043, DROME06042
OG0003468	NEMVE01447, NEMVE21354	DROME01968
OG0003469	NEMVE23482	DROME04366, DROME04367, DROME04365
OG0003470	NEMVE08394	DROME13653
OG0003472	NEMVE23741	DROME09631, DROME09633
OG0003473	NEMVE02684	DROME00049
OG0003475	NEMVE00257, NEMVE23354	DROME02190
OG0003477	NEMVE15677, NEMVE14421	DROME12317
OG0003478	NEMVE14744	DROME13904, DROME13905, DROME13903, DROME13902
OG0003479	NEMVE22549	DROME13645
OG0003483	NEMVE22468	DROME09876, DROME09877
OG0003484	NEMVE21744	DROME18666, DROME18665
OG0003487	NEMVE22483	DROME12571
OG0003489	NEMVE05755	DROME01312
OG0003490	NEMVE07514	DROME13468
OG0003491	NEMVE14708	DROME11698
OG0003492	NEMVE06260	DROME17943
OG0003493	NEMVE15798	DROME09294
OG0003496	NEMVE20920	DROME03124
OG0003497	NEMVE01002	DROME08732
OG0003498	NEMVE10613, NEMVE20419	DROME13034, DROME13035
OG0003499	NEMVE25845	DROME14561
OG0003501	NEMVE13383	DROME13347, DROME13346, DROME13348
OG0003502	NEMVE06419	DROME19567, DROME14375
OG0003503	NEMVE14218, NEMVE14261	DROME17101, DROME17102
OG0003504	NEMVE14390	DROME06794
OG0003505	NEMVE05913	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003506	NEMVE25216	DROME18707
OG0003507	NEMVE06192	DROME14387, DROME14388
OG0003508	NEMVE10416	DROME15658
OG0003509	NEMVE10409	DROME21960, DROME21962, DROME21961
OG0003510	NEMVE10643	DROME19505
OG0003513	NEMVE14528	DROME08556
OG0003515	NEMVE07802	DROME21652
OG0003518	NEMVE07929	DROME08309
OG0003519	NEMVE22344	DROME06802
OG0003520	NEMVE01051	DROME21807, DROME02028
OG0003523	NEMVE07334	DROME16368
OG0003524	NEMVE20753, NEMVE23630	DROME09643, DROME09639, DROME09640
OG0003527	NEMVE02209	DROME03645
OG0003528	NEMVE12358, NEMVE13793	DROME21047, DROME06070
OG0003531	NEMVE23009	DROME21993
OG0003532	NEMVE01942	DROME08605
OG0003533	NEMVE21770	DROME04480, DROME04479, DROME04481
OG0003535	NEMVE18138, NEMVE18330	DROME12323, DROME12324, DROME12325
OG0003536	NEMVE23719	DROME06045, DROME06046, DROME06044, DROME06047
OG0003538	NEMVE24834	DROME20330
OG0003539	NEMVE14225	DROME09387, DROME09386
OG0003541	NEMVE05768	DROME10049, DROME10048
OG0003543	NEMVE21904	DROME18669
OG0003544	NEMVE21778	DROME05896
OG0003545	NEMVE09118	DROME08949
OG0003547	NEMVE21707	DROME10735, DROME10734, DROME10733, DROME10732
OG0003548	NEMVE24045	DROME15072
OG0003550	NEMVE14633	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	NEMVE25468	DROME18271, DROME18270, DROME16713
OG0003552	NEMVE13583	DROME18554, DROME18555
OG0003554	NEMVE05007	DROME19011, DROME19012, DROME17407, DROME12945
OG0003556	NEMVE17151	DROME06703, DROME06702
OG0003558	NEMVE23552	DROME06037
OG0003560	NEMVE06594	DROME18173
OG0003561	NEMVE01009, NEMVE02397	DROME10510
OG0003562	NEMVE13820	DROME12847, DROME12848
OG0003564	NEMVE07651, NEMVE05001	DROME16736
OG0003566	NEMVE24534	DROME08493, DROME08492
OG0003567	NEMVE14039	DROME20360, DROME20359
OG0003568	NEMVE23185	DROME08773
OG0003570	NEMVE24756	DROME14267, DROME14246
OG0003571	NEMVE07104, NEMVE21760	DROME19608
OG0003573	NEMVE15669	DROME07521
OG0003577	NEMVE01484	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611
OG0003578	NEMVE14882, NEMVE12325	DROME16703
OG0003579	NEMVE14468	DROME17312
OG0003581	NEMVE02408	DROME08243, DROME08242, DROME08244, DROME08245
OG0003582	NEMVE05180	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104
OG0003597	NEMVE06178, NEMVE07749	DROME16622, DROME16621
OG0003599	NEMVE20749, NEMVE06057, NEMVE00164	DROME08018
OG0003603	NEMVE13720	DROME05424
OG0003604	NEMVE14417	DROME19568
OG0003606	NEMVE07584	DROME07484, DROME07483, DROME07482
OG0003610	NEMVE07493, NEMVE14129	DROME07982, DROME07983
OG0003611	NEMVE07655, NEMVE15407	DROME17638
OG0003613	NEMVE08287	DROME00856
OG0003615	NEMVE03122	DROME16618, DROME16617
OG0003617	NEMVE04879, NEMVE02770	DROME16095
OG0003618	NEMVE14538	DROME15284, DROME15283
OG0003619	NEMVE25213	DROME13589, DROME13590
OG0003620	NEMVE14400	DROME17770
OG0003621	NEMVE24715	DROME13714, DROME13715, DROME13713
OG0003624	NEMVE13806, NEMVE20665	DROME12696
OG0003626	NEMVE11761	DROME07546
OG0003629	NEMVE13677	DROME03564
OG0003630	NEMVE01474	DROME06784
OG0003631	NEMVE20518, NEMVE20475	DROME07363
OG0003632	NEMVE09812	DROME18545
OG0003634	NEMVE09286, NEMVE17797	DROME03378
OG0003635	NEMVE14571, NEMVE17691	DROME04946
OG0003638	NEMVE14258	DROME16659
OG0003639	NEMVE05431	DROME16964
OG0003641	NEMVE25925, NEMVE21020	DROME01116
OG0003642	NEMVE13366	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938
OG0003644	NEMVE14219, NEMVE19898	DROME00616
OG0003645	NEMVE06456, NEMVE06446	DROME12178
OG0003646	NEMVE06017	DROME09249, DROME09250
OG0003647	NEMVE18107	DROME16616
OG0003649	NEMVE10970	DROME12148, DROME12149
OG0003650	NEMVE01779	DROME10934, DROME10933
OG0003655	NEMVE21782	DROME13069, DROME13070
OG0003656	NEMVE23361	DROME14867, DROME14868, DROME19174
OG0003658	NEMVE14339	DROME07032
OG0003659	NEMVE01974	DROME09855
OG0003661	NEMVE00922	DROME07051
OG0003664	NEMVE01033, NEMVE07963	DROME05104
OG0003667	NEMVE05425	DROME18793, DROME18792, DROME03291
OG0003668	NEMVE14297	DROME15022, DROME15023
OG0003669	NEMVE07090	DROME05487
OG0003671	NEMVE14323	DROME13120
OG0003672	NEMVE08668	DROME03649
OG0003673	NEMVE16428	DROME11788
OG0003674	NEMVE05251	DROME09782
OG0003676	NEMVE21802	DROME05478
OG0003677	NEMVE22425	DROME10098
OG0003678	NEMVE25356	DROME20450
OG0003679	NEMVE11368	DROME02313
OG0003680	NEMVE13143	DROME01384
OG0003681	NEMVE01693	DROME08680, DROME08681
OG0003682	NEMVE22975	DROME12564
OG0003683	NEMVE25273	DROME03935
OG0003685	NEMVE07449	DROME05381
OG0003686	NEMVE09181	DROME06762
OG0003687	NEMVE23894, NEMVE12128	DROME12601
OG0003690	NEMVE15068	DROME00439
OG0003692	NEMVE20806, NEMVE11090	DROME11124
OG0003693	NEMVE09308	DROME08115
OG0003694	NEMVE22408	DROME12215, DROME12216
OG0003695	NEMVE01731	DROME01947
OG0003696	NEMVE11320	DROME10156
OG0003697	NEMVE17845	DROME03932, DROME03930, DROME03929, DROME03931
OG0003698	NEMVE22878	DROME17520
OG0003700	NEMVE05136, NEMVE03153	DROME01181, DROME01182
OG0003701	NEMVE05754	DROME18636, DROME18637
OG0003703	NEMVE24764	DROME15370
OG0003704	NEMVE24279	DROME02181, DROME02180
OG0003707	NEMVE04617	DROME04303
OG0003708	NEMVE07588	DROME12282, DROME12281
OG0003709	NEMVE18151	DROME13668, DROME18688
OG0003710	NEMVE22261	DROME19166, DROME19168, DROME19167, DROME19169
OG0003712	NEMVE13197	DROME10970
OG0003714	NEMVE13060	DROME02517
OG0003716	NEMVE13656	DROME18657
OG0003717	NEMVE06991	DROME10046
OG0003718	NEMVE22937	DROME01297
OG0003719	NEMVE08960	DROME14563
OG0003720	NEMVE13058	DROME17484
OG0003721	NEMVE13053, NEMVE10208, NEMVE18963	DROME09052
OG0003722	NEMVE01466, NEMVE20465	DROME05995
OG0003724	NEMVE03637	DROME10712
OG0003729	NEMVE25381	DROME04356, DROME06341
OG0003731	NEMVE23012	DROME02907
OG0003732	NEMVE13725, NEMVE12470	DROME10070
OG0003733	NEMVE13938, NEMVE18879	DROME00230
OG0003734	NEMVE22526	DROME19430
OG0003735	NEMVE23342	DROME19631
OG0003737	NEMVE15745	DROME05769, DROME16282, DROME16607, DROME16283
OG0003738	NEMVE24821, NEMVE25967	DROME11561, DROME11562
OG0003740	NEMVE22455	DROME01620
OG0003741	NEMVE00260, NEMVE22579	DROME20156
OG0003742	NEMVE13350	DROME17331, DROME17332
OG0003743	NEMVE21709	DROME13785
OG0003744	NEMVE05864	DROME08150
OG0003745	NEMVE24615	DROME20574, DROME20575
OG0003746	NEMVE04748	DROME01977
OG0003747	NEMVE17516	DROME00997, DROME00995, DROME00994, DROME00996
OG0003749	NEMVE12728, NEMVE22325	DROME18502, DROME18501
OG0003750	NEMVE13166	DROME15590
OG0003753	NEMVE23093	DROME12522, DROME12521, DROME12523
OG0003754	NEMVE12822, NEMVE01565	DROME08228, DROME08227
OG0003755	NEMVE07225	DROME10789, DROME20093, DROME20094
OG0003756	NEMVE08256	DROME21916, DROME21915, DROME03180, DROME21917
OG0003758	NEMVE24097	DROME11710, DROME11712, DROME11711
OG0003759	NEMVE07147	DROME06383
OG0003761	NEMVE06273	DROME14154, DROME16436
OG0003763	NEMVE18331	DROME19350
OG0003764	NEMVE01625, NEMVE08664	DROME21578
OG0003767	NEMVE24136	DROME02791
OG0003769	NEMVE25860	DROME11691, DROME11690, DROME11693, DROME11692
OG0003771	NEMVE24800	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018
OG0003773	NEMVE23658	DROME05209
OG0003775	NEMVE06322	DROME10059
OG0003776	NEMVE25761	DROME09504, DROME16551
OG0003777	NEMVE13412	DROME18238, DROME18237, DROME18236
OG0003778	NEMVE22626	DROME13171
OG0003779	NEMVE22651	DROME17898
OG0003795	NEMVE20355, NEMVE20909, NEMVE06474	DROME10754, DROME10753, DROME10755
OG0003798	NEMVE14516	DROME12695
OG0003803	NEMVE24989	DROME02481, DROME02482
OG0003806	NEMVE14378	DROME01868
OG0003807	NEMVE13183	DROME20522, DROME05215
OG0003808	NEMVE11383	DROME08174
OG0003809	NEMVE22938	DROME04169, DROME04168
OG0003811	NEMVE12033, NEMVE10353	DROME14988, DROME14990, DROME14989
OG0003813	NEMVE22400	DROME10056
OG0003815	NEMVE23225	DROME08171
OG0003817	NEMVE12881, NEMVE22126	DROME00653
OG0003818	NEMVE20836, NEMVE05581	DROME11129
OG0003820	NEMVE18008	DROME07987
OG0003821	NEMVE22804	DROME04477
OG0003823	NEMVE13544	DROME12335
OG0003824	NEMVE12681, NEMVE22639	DROME17215
OG0003826	NEMVE08019	DROME12869, DROME12870, DROME12868
OG0003827	NEMVE22358	DROME06883, DROME06884
OG0003828	NEMVE13970	DROME10911
OG0003829	NEMVE16467, NEMVE20813, NEMVE16466	DROME01864
OG0003831	NEMVE24194	DROME02158
OG0003832	NEMVE07346	DROME22043
OG0003834	NEMVE25157	DROME21433
OG0003836	NEMVE04677	DROME15123
OG0003837	NEMVE15152	DROME14236, DROME08398
OG0003838	NEMVE07828	DROME00382, DROME00383
OG0003839	NEMVE09947	DROME21710
OG0003840	NEMVE14763, NEMVE17541	DROME00482
OG0003841	NEMVE13973	DROME10377, DROME10376, DROME21784
OG0003843	NEMVE14695	DROME02011
OG0003844	NEMVE24944	DROME19636, DROME19637
OG0003845	NEMVE01473	DROME21374
OG0003846	NEMVE07025	DROME14576
OG0003847	NEMVE04903	DROME04113
OG0003848	NEMVE03237	DROME19059, DROME03440, DROME21451, DROME09630
OG0003850	NEMVE14788	DROME19645
OG0003851	NEMVE13091	DROME07873, DROME07872, DROME07874
OG0003852	NEMVE07134	DROME08152
OG0003853	NEMVE09522	DROME00889
OG0003854	NEMVE18328	DROME11356
OG0003855	NEMVE01478	DROME08550, DROME08549
OG0003856	NEMVE15583	DROME18670
OG0003857	NEMVE20217, NEMVE25998	DROME21963
OG0003858	NEMVE07192	DROME12659
OG0003860	NEMVE07587, NEMVE05689	DROME03956
OG0003861	NEMVE05952	DROME13113
OG0003863	NEMVE15299	DROME16970, DROME16972, DROME16971
OG0003864	NEMVE12479, NEMVE05255	DROME16687, DROME16688
OG0003865	NEMVE08854	DROME12154, DROME12155
OG0003866	NEMVE14786	DROME15012, DROME15013
OG0003867	NEMVE14855	DROME04382
OG0003868	NEMVE23932	DROME05264, DROME05265, DROME05263
OG0003869	NEMVE25452	DROME09592
OG0003870	NEMVE09270	DROME12586, DROME12587
OG0003871	NEMVE00146	DROME19904, DROME19903
OG0003872	NEMVE06420	DROME05404
OG0003873	NEMVE07141, NEMVE02237	DROME21721
OG0003874	NEMVE23530	DROME06608
OG0003875	NEMVE04885	DROME19790, DROME19791
OG0003876	NEMVE06222, NEMVE12361	DROME09112
OG0003877	NEMVE20725, NEMVE07878	DROME03255, DROME03256
OG0003879	NEMVE00015	DROME15863, DROME15864
OG0003881	NEMVE21229, NEMVE25591	DROME06398
OG0003883	NEMVE24051	DROME12952, DROME12953
OG0003884	NEMVE04622	DROME16036
OG0003885	NEMVE07560, NEMVE00344	DROME01881, DROME01880
OG0003886	NEMVE07112	DROME16702
OG0003887	NEMVE13010	DROME05627, DROME16856
OG0003888	NEMVE07601	DROME14996
OG0003889	NEMVE16733, NEMVE20739, NEMVE16732, NEMVE16731, NEMVE23991	DROME06390
OG0003892	NEMVE22031, NEMVE14752	DROME03882, DROME03883, DROME03881
OG0003893	NEMVE17391	DROME20864
OG0003894	NEMVE13262	DROME08816
OG0003895	NEMVE10938	DROME02851, DROME08609, DROME08610, DROME02850
OG0003897	NEMVE01514	DROME08504, DROME08505
OG0003898	NEMVE00029, NEMVE20445	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007
OG0003899	NEMVE25516	DROME15608
OG0003903	NEMVE22012, NEMVE25716	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503
OG0003904	NEMVE13657	DROME13386
OG0003906	NEMVE08844	DROME10315
OG0003908	NEMVE15062	DROME07423
OG0003908	NEMVE13469	DROME05483
OG0003909	NEMVE12977, NEMVE15722	DROME12680
OG0003910	NEMVE11947, NEMVE14228	DROME10387
OG0003911	NEMVE13548	DROME11361
OG0003912	NEMVE23480	DROME03970, DROME03969, DROME03443
OG0003913	NEMVE06219, NEMVE06190	DROME04350
OG0003914	NEMVE11785	DROME09312
OG0003915	NEMVE13987	DROME04519
OG0003916	NEMVE04869	DROME10524, DROME10523
OG0003918	NEMVE15132	DROME16748, DROME16746, DROME16745, DROME16747
OG0003919	NEMVE10991	DROME21549
OG0003920	NEMVE13794	DROME16629, DROME16630
OG0003921	NEMVE13546, NEMVE03026	DROME02956, DROME02955, DROME02957
OG0003923	NEMVE01001, NEMVE12285	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714
OG0003925	NEMVE14404	DROME01564, DROME01563
OG0003926	NEMVE18036	DROME01565, DROME01567, DROME01566
OG0003929	NEMVE15034	DROME08880
OG0003930	NEMVE11142	DROME20922
OG0003931	NEMVE05283	DROME02384, DROME02385
OG0003933	NEMVE16001	DROME03669
OG0003934	NEMVE10808	DROME11280
OG0003935	NEMVE04906, NEMVE10377, NEMVE06933	DROME00302
OG0003936	NEMVE07930, NEMVE19837	DROME02177
OG0003938	NEMVE14790	DROME13183
OG0003939	NEMVE25295, NEMVE20805, NEMVE20363	DROME01287
OG0003940	NEMVE16875	DROME13675
OG0003942	NEMVE22462	DROME15620
OG0003944	NEMVE25693, NEMVE10205, NEMVE21561	DROME18760
OG0003945	NEMVE14589	DROME01863
OG0003946	NEMVE09626	DROME13159, DROME13158
OG0003947	NEMVE01496, NEMVE12187	DROME08292
OG0003949	NEMVE07570, NEMVE23133	DROME09152
OG0003950	NEMVE04576	DROME16615
OG0003951	NEMVE21774	DROME07725
OG0003955	NEMVE06429	DROME16756
OG0003958	NEMVE15102	DROME00635
OG0003959	NEMVE23777	DROME15055
OG0003961	NEMVE15127	DROME17804
OG0003962	NEMVE16096, NEMVE01907	DROME09201
OG0003964	NEMVE15732	DROME09409
OG0003965	NEMVE25502	DROME07977, DROME07971, DROME07972
OG0003967	NEMVE23105, NEMVE23282	DROME15281
OG0003968	NEMVE08572	DROME04759, DROME04758
OG0003969	NEMVE07890	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767
OG0003970	NEMVE23326	DROME08299
OG0003971	NEMVE22272	DROME06198
OG0003972	NEMVE13775	DROME03377
OG0003973	NEMVE14779	DROME13196, DROME13195, DROME13194
OG0003974	NEMVE22748	DROME04925
OG0003976	NEMVE24965	DROME12934
OG0003998	NEMVE09129, NEMVE09141, NEMVE00894	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849
OG0003999	NEMVE21965	DROME14381, DROME14380
OG0004002	NEMVE05646	DROME08892
OG0004004	NEMVE06251	DROME11755, DROME11754
OG0004005	NEMVE23848	DROME14778, DROME14779, DROME14780
OG0004007	NEMVE13953	DROME18644
OG0004009	NEMVE21729	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735
OG0004011	NEMVE25743	DROME02697, DROME02696, DROME02701
OG0004012	NEMVE12899, NEMVE22318	DROME11288
OG0004014	NEMVE18256	DROME02886, DROME02837
OG0004015	NEMVE09359	DROME07793
OG0004017	NEMVE14537	DROME02036
OG0004019	NEMVE05373	DROME01647
OG0004020	NEMVE22667	DROME17726, DROME17727
OG0004021	NEMVE03953, NEMVE00245, NEMVE06416	DROME19870
OG0004022	NEMVE22354, NEMVE07265	DROME10913, DROME10915, DROME10912, DROME10914
OG0004023	NEMVE10125	DROME19067
OG0004025	NEMVE14321	DROME16102
OG0004028	NEMVE00045, NEMVE01939	DROME21582, DROME21583
OG0004030	NEMVE09561	DROME00135, DROME00134
OG0004031	NEMVE09520	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216
OG0004032	NEMVE11647, NEMVE08726	DROME08117
OG0004033	NEMVE05049	DROME14180, DROME12245
OG0004035	NEMVE23476	DROME03941, DROME03943, DROME03942, DROME03940
OG0004036	NEMVE22269	DROME19609
OG0004037	NEMVE24489	DROME06863
OG0004038	NEMVE25168	DROME02888
OG0004039	NEMVE15872	DROME19307
OG0004040	NEMVE11657	DROME07203
OG0004041	NEMVE07183	DROME05936
OG0004042	NEMVE24907	DROME16619
OG0004044	NEMVE14670	DROME05299, DROME05298
OG0004045	NEMVE22942	DROME06772
OG0004047	NEMVE14207	DROME02487, DROME02484, DROME02486, DROME02485
OG0004048	NEMVE04894	DROME17671
OG0004051	NEMVE16748	DROME18087, DROME18086
OG0004053	NEMVE10589, NEMVE19218	DROME21730
OG0004057	NEMVE17724	DROME06677
OG0004057	NEMVE14174	DROME00479
OG0004059	NEMVE02059, NEMVE10461	DROME13217
OG0004060	NEMVE05949	DROME20687
OG0004061	NEMVE09085	DROME03990
OG0004063	NEMVE10277	DROME00529, DROME00528
OG0004064	NEMVE23672	DROME06301
OG0004065	NEMVE13633	DROME02456
OG0004066	NEMVE18474	DROME10827
OG0004068	NEMVE14104	DROME11057
OG0004069	NEMVE10507	DROME10101
OG0004070	NEMVE00018, NEMVE22616	DROME04845
OG0004071	NEMVE14977	DROME15812
OG0004072	NEMVE15269	DROME21957, DROME17982
OG0004074	NEMVE01933, NEMVE11914, NEMVE21072	DROME06751
OG0004075	NEMVE15118	DROME21242
OG0004076	NEMVE11675, NEMVE01100	DROME00303
OG0004078	NEMVE07028	DROME11078
OG0004079	NEMVE25325	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265
OG0004080	NEMVE06984	DROME06468, DROME06467
OG0004081	NEMVE22578	DROME16707, DROME16708, DROME16709, DROME16710
OG0004082	NEMVE11384, NEMVE01381	DROME08161
OG0004084	NEMVE14693	DROME12357
OG0004085	NEMVE14248, NEMVE19893, NEMVE17924	DROME05732, DROME05731, DROME05733
OG0004089	NEMVE22289, NEMVE23169	DROME00381
OG0004090	NEMVE14306	DROME03177
OG0004091	NEMVE00934	DROME14119
OG0004092	NEMVE12115, NEMVE21794	DROME12563
OG0004093	NEMVE00957	DROME15725
OG0004095	NEMVE15313	DROME13735
OG0004096	NEMVE22332	DROME00515
OG0004097	NEMVE14807, NEMVE22196	DROME01515
OG0004098	NEMVE01526	DROME01948
OG0004099	NEMVE08673	DROME19388
OG0004101	NEMVE23681	DROME08755, DROME08757, DROME08756
OG0004102	NEMVE00016, NEMVE08375	DROME12666
OG0004105	NEMVE12111, NEMVE13481	DROME04809, DROME04810, DROME04811
OG0004106	NEMVE15033	DROME05999
OG0004107	NEMVE13823	DROME12701, DROME19212
OG0004108	NEMVE11403	DROME07361
OG0004110	NEMVE08007, NEMVE20745, NEMVE22977	DROME17755
OG0004111	NEMVE08919	DROME04654, DROME04653
OG0004113	NEMVE02452	DROME06222, DROME06223
OG0004114	NEMVE17396	DROME16337
OG0004115	NEMVE00036, NEMVE17538	DROME13846, DROME13845, DROME13844
OG0004116	NEMVE02528, NEMVE25696	DROME02477
OG0004118	NEMVE13160	DROME19673
OG0004119	NEMVE22499, NEMVE11571, NEMVE11572	DROME14543
OG0004120	NEMVE24901	DROME07794
OG0004121	NEMVE13634	DROME03957
OG0004122	NEMVE25053	DROME08383
OG0004123	NEMVE17411, NEMVE17410	DROME12798
OG0004124	NEMVE07304	DROME02608
OG0004127	NEMVE18642	DROME07186
OG0004130	NEMVE14705	DROME05314
OG0004131	NEMVE05458	DROME18904, DROME18905
OG0004132	NEMVE23224	DROME06798
OG0004133	NEMVE13985, NEMVE12851	DROME02029
OG0004134	NEMVE14887	DROME14839
OG0004135	NEMVE22322	DROME03879
OG0004136	NEMVE14508	DROME17670
OG0004140	NEMVE05908	DROME02610
OG0004142	NEMVE13449	DROME06754
OG0004143	NEMVE18842	DROME13621
OG0004145	NEMVE09487	DROME15893, DROME08647, DROME14074, DROME14075
OG0004147	NEMVE22674	DROME06149
