Orthogroup	NEMVE	PFLAV
OG0002252	NEMVE13916	TCONS_00014590.p1
OG0002253	NEMVE13505	TCONS_00009959.p1
OG0002255	NEMVE07533	TCONS_00008291.p1
OG0002256	NEMVE05386	TCONS_00024092.p1
OG0002256	NEMVE05402	TCONS_00024045.p1
OG0002258	NEMVE22688	TCONS_00004999.p1
OG0002259	NEMVE25958	TCONS_00006203.p1
OG0002261	NEMVE22484	TCONS_00013936.p1
OG0002262	NEMVE25627	TCONS_00054929.p1
OG0002264	NEMVE14171	TCONS_00000524.p1
OG0002266	NEMVE10301	TCONS_00012478.p1
OG0002268	NEMVE00657	TCONS_00056448.p1
OG0002270	NEMVE23940	TCONS_00055223.p1
OG0002271	NEMVE04708	TCONS_00044049.p1
OG0002272	NEMVE09461	TCONS_00015510.p1
OG0002273	NEMVE19364	TCONS_00042913.p1
OG0002274	NEMVE06700	TCONS_00006744.p1
OG0002276	NEMVE10422	TCONS_00044539.p1
OG0002277	NEMVE01515	TCONS_00047447.p1
OG0002278	NEMVE03191	TCONS_00012104.p1
OG0002279	NEMVE00093, NEMVE10907	TCONS_00022560.p1
OG0002282	NEMVE22583	TCONS_00015711.p1
OG0002284	NEMVE21975	TCONS_00020854.p1
OG0002286	NEMVE15044	TCONS_00014384.p1
OG0002287	NEMVE18229	TCONS_00008056.p1
OG0002288	NEMVE11591	TCONS_00030208.p1
OG0002289	NEMVE18348, NEMVE22518	TCONS_00056098.p1, TCONS_00054885.p1
OG0002291	NEMVE25973, NEMVE06615	TCONS_00054594.p1
OG0002293	NEMVE02991	TCONS_00000166.p1
OG0002294	NEMVE23623	TCONS_00053250.p1
OG0002295	NEMVE19623	TCONS_00029445.p1
OG0002300	NEMVE17100	TCONS_00031495.p1, TCONS_00044358.p1, TCONS_00050986.p1, TCONS_00004819.p1, TCONS_00043212.p1, TCONS_00056520.p1, TCONS_00030274.p1, TCONS_00047571.p1, TCONS_00032250.p1, TCONS_00003814.p1, TCONS_00051950.p1, TCONS_00025360.p1, TCONS_00011965.p1, TCONS_00024503.p1, TCONS_00006242.p1, TCONS_00046998.p1, TCONS_00002115.p1, TCONS_00055709.p1, TCONS_00032687.p1, TCONS_00052616.p1, TCONS_00035964.p1, TCONS_00004323.p1, TCONS_00016341.p1, TCONS_00030762.p1, TCONS_00025589.p1, TCONS_00000113.p1, TCONS_00029895.p1
OG0002301	NEMVE24311	TCONS_00053882.p1, TCONS_00053252.p1, TCONS_00000744.p1, TCONS_00000745.p1, TCONS_00000748.p1, TCONS_00002341.p1, TCONS_00051933.p1, TCONS_00001213.p1, TCONS_00001216.p1, TCONS_00001214.p1, TCONS_00000894.p1, TCONS_00000747.p1, TCONS_00002338.p1, TCONS_00002340.p1, TCONS_00000876.p1
OG0002309	NEMVE18160, NEMVE19836	TCONS_00035445.p1, TCONS_00004147.p1, TCONS_00024192.p1
OG0002309	NEMVE19418, NEMVE16526, NEMVE19964	TCONS_00032681.p1, TCONS_00000052.p1, TCONS_00016485.p1, TCONS_00035168.p1, TCONS_00018878.p1
OG0002309	NEMVE18999	TCONS_00035167.p1
OG0002310	NEMVE05396	TCONS_00010131.p1, TCONS_00004261.p1, TCONS_00004263.p1, TCONS_00004260.p1, TCONS_00004262.p1, TCONS_00004265.p1, TCONS_00004264.p1, TCONS_00017047.p1, TCONS_00001364.p1, TCONS_00043249.p1, TCONS_00043243.p1, TCONS_00043250.p1, TCONS_00000204.p1, TCONS_00001369.p1, TCONS_00001367.p1, TCONS_00002036.p1, TCONS_00005989.p1, TCONS_00037606.p2
OG0002311	NEMVE05174	TCONS_00053391.p1, TCONS_00053394.p1
OG0002312	NEMVE14597	TCONS_00026434.p1
OG0002313	NEMVE17650	TCONS_00056151.p1
OG0002315	NEMVE05565	TCONS_00054580.p1, TCONS_00054577.p1
OG0002316	NEMVE13597	TCONS_00001203.p1
OG0002317	NEMVE00994	TCONS_00012174.p1
OG0002318	NEMVE14046	TCONS_00016156.p1
OG0002319	NEMVE14710	TCONS_00021816.p1
OG0002320	NEMVE13771	TCONS_00040905.p1
OG0002321	NEMVE08031	TCONS_00027515.p1
OG0002322	NEMVE21771	TCONS_00013261.p1
OG0002323	NEMVE23408	TCONS_00018068.p1
OG0002324	NEMVE13483	TCONS_00056780.p1
OG0002325	NEMVE08574	TCONS_00039418.p1
OG0002326	NEMVE13090	TCONS_00011828.p1
OG0002327	NEMVE02446, NEMVE05520, NEMVE13392	TCONS_00048456.p1
OG0002328	NEMVE15038	TCONS_00053183.p1, TCONS_00053184.p1, TCONS_00052761.p1, TCONS_00053194.p1
OG0002329	NEMVE04811	TCONS_00008153.p1
OG0002330	NEMVE22193	TCONS_00056438.p1
OG0002331	NEMVE00902	TCONS_00008912.p1
OG0002332	NEMVE13746	TCONS_00030224.p1
OG0002333	NEMVE25304, NEMVE25305	TCONS_00019342.p1
OG0002334	NEMVE15361	TCONS_00020195.p1
OG0002336	NEMVE22649	TCONS_00020845.p1
OG0002337	NEMVE20707	TCONS_00006322.p1
OG0002337	NEMVE07310	TCONS_00006323.p1
OG0002338	NEMVE16435	TCONS_00052966.p1
OG0002338	NEMVE16847	TCONS_00052527.p1
OG0002339	NEMVE14106, NEMVE22463	TCONS_00026981.p1, TCONS_00014294.p1
OG0002340	NEMVE14889	TCONS_00007178.p1
OG0002341	NEMVE17028	TCONS_00042785.p1, TCONS_00042784.p1
OG0002342	NEMVE15964, NEMVE12813	TCONS_00018453.p1, TCONS_00018454.p1
OG0002343	NEMVE21898	TCONS_00037477.p1
OG0002345	NEMVE15311	TCONS_00024484.p1
OG0002346	NEMVE22393	TCONS_00036837.p1
OG0002347	NEMVE05144, NEMVE00191	TCONS_00024456.p1
OG0002349	NEMVE14916	TCONS_00008121.p1
OG0002349	NEMVE07973	TCONS_00012939.p1
OG0002352	NEMVE16031	TCONS_00013463.p1, TCONS_00031163.p1, TCONS_00030373.p1, TCONS_00008840.p1, TCONS_00008839.p1
OG0002353	NEMVE23339	TCONS_00023597.p1, TCONS_00023558.p1, TCONS_00023557.p1
OG0002353	NEMVE20881	TCONS_00023602.p1
OG0002354	NEMVE25207	TCONS_00007154.p1
OG0002355	NEMVE04699	TCONS_00042577.p1
OG0002356	NEMVE14410	TCONS_00023766.p1
OG0002357	NEMVE10988, NEMVE16493	TCONS_00039407.p1, TCONS_00040390.p1, TCONS_00039408.p1, TCONS_00010931.p1, TCONS_00040377.p1
OG0002358	NEMVE00249, NEMVE05922	TCONS_00025352.p1, TCONS_00025353.p1, TCONS_00025346.p1
OG0002359	NEMVE15077	TCONS_00030335.p1, TCONS_00030343.p1, TCONS_00030342.p1, TCONS_00030334.p1
OG0002360	NEMVE22728, NEMVE21262	TCONS_00002723.p1
OG0002361	NEMVE23990	TCONS_00010585.p1, TCONS_00010566.p1
OG0002362	NEMVE14488	TCONS_00027971.p1
OG0002363	NEMVE13201	TCONS_00013126.p1
OG0002365	NEMVE23923, NEMVE16245, NEMVE16240, NEMVE19367, NEMVE20330, NEMVE20284, NEMVE20216, NEMVE20847, NEMVE02524, NEMVE19370, NEMVE20074, NEMVE21395, NEMVE19371, NEMVE07959, NEMVE02158, NEMVE11362, NEMVE01183, NEMVE10769, NEMVE19408, NEMVE20069, NEMVE11709, NEMVE11423, NEMVE19414, NEMVE20075, NEMVE19366, NEMVE21335, NEMVE19032, NEMVE19465, NEMVE19030, NEMVE19416, NEMVE01076	TCONS_00015078.p1
OG0002366	NEMVE14677	TCONS_00009306.p1
OG0002367	NEMVE06194	TCONS_00053007.p1
OG0002367	NEMVE09858, NEMVE01094	TCONS_00028626.p1
OG0002368	NEMVE14745	TCONS_00011160.p1
OG0002369	NEMVE20377, NEMVE23831	TCONS_00011196.p1
OG0002370	NEMVE21773	TCONS_00012629.p1
OG0002371	NEMVE14124, NEMVE15035	TCONS_00011477.p1
OG0002372	NEMVE14910	TCONS_00005388.p1
OG0002372	NEMVE22880	TCONS_00026786.p1
OG0002373	NEMVE03888	TCONS_00031420.p1
OG0002374	NEMVE08260	TCONS_00007577.p1
OG0002375	NEMVE09792	TCONS_00019563.p1, TCONS_00019570.p1, TCONS_00019565.p1, TCONS_00019569.p1
OG0002376	NEMVE06579, NEMVE00678, NEMVE06595	TCONS_00011736.p1
OG0002377	NEMVE25018	TCONS_00010351.p1
OG0002378	NEMVE13809	TCONS_00034370.p1, TCONS_00033882.p1, TCONS_00023129.p1
OG0002379	NEMVE18344	TCONS_00021268.p1
OG0002385	NEMVE24797	TCONS_00014131.p1
OG0002395	NEMVE24778	TCONS_00052552.p1
OG0002396	NEMVE00769	TCONS_00011493.p1
OG0002398	NEMVE14290, NEMVE07791	TCONS_00042725.p1
OG0002400	NEMVE14873	TCONS_00047626.p1
OG0002401	NEMVE22231	TCONS_00043742.p1
OG0002402	NEMVE09714	TCONS_00036943.p1, TCONS_00036940.p1, TCONS_00036945.p1, TCONS_00036946.p1, TCONS_00038093.p1
OG0002404	NEMVE06604, NEMVE22118	TCONS_00052498.p1
OG0002405	NEMVE22447	TCONS_00043959.p1
OG0002406	NEMVE05742	TCONS_00050817.p1
OG0002407	NEMVE24388	TCONS_00030158.p1
OG0002408	NEMVE01957	TCONS_00008145.p1
OG0002410	NEMVE22081, NEMVE07328, NEMVE02435	TCONS_00046159.p1, TCONS_00046151.p1, TCONS_00045061.p1, TCONS_00045059.p1, TCONS_00030582.p1, TCONS_00045063.p1, TCONS_00045068.p1, TCONS_00045066.p1, TCONS_00045069.p1, TCONS_00045058.p1
OG0002411	NEMVE10406	TCONS_00056393.p1
OG0002412	NEMVE02018, NEMVE25047, NEMVE09211, NEMVE01529	TCONS_00026364.p1, TCONS_00026349.p1, TCONS_00026360.p1, TCONS_00026362.p1, TCONS_00054369.p1, TCONS_00040476.p1, TCONS_00001862.p1
OG0002413	NEMVE25129	TCONS_00054299.p1
OG0002414	NEMVE21892	TCONS_00017193.p1
OG0002415	NEMVE13203	TCONS_00030241.p1
OG0002419	NEMVE22379	TCONS_00007289.p1
OG0002419	NEMVE09803, NEMVE05203	TCONS_00012748.p1
OG0002421	NEMVE25383	TCONS_00029462.p1
OG0002421	NEMVE14459	TCONS_00008938.p1
OG0002422	NEMVE10635	TCONS_00002027.p1
OG0002423	NEMVE07174	TCONS_00003797.p1, TCONS_00003822.p1, TCONS_00003823.p1
OG0002424	NEMVE15321	TCONS_00051347.p1, TCONS_00027025.p1, TCONS_00027023.p1
OG0002425	NEMVE13513, NEMVE21194, NEMVE19459	TCONS_00016319.p1
OG0002426	NEMVE22514	TCONS_00014321.p1
OG0002427	NEMVE01721	TCONS_00024876.p1, TCONS_00024852.p1
OG0002427	NEMVE11407, NEMVE12644	TCONS_00024853.p1, TCONS_00028403.p1
OG0002428	NEMVE24880	TCONS_00033176.p1
OG0002429	NEMVE09741	TCONS_00007109.p1
OG0002431	NEMVE11204	TCONS_00051703.p1, TCONS_00051701.p1
OG0002432	NEMVE13438, NEMVE06462	TCONS_00043661.p1
OG0002434	NEMVE22925	TCONS_00055848.p1
OG0002435	NEMVE23060, NEMVE13959	TCONS_00053680.p1
OG0002436	NEMVE06541	TCONS_00004761.p1
OG0002437	NEMVE13512	TCONS_00015963.p1
OG0002438	NEMVE07138	TCONS_00057283.p1
OG0002439	NEMVE04556	TCONS_00036465.p1
OG0002440	NEMVE18819, NEMVE23384	TCONS_00021566.p1, TCONS_00022707.p1, TCONS_00022709.p1, TCONS_00022705.p1, TCONS_00021567.p1, TCONS_00022295.p1, TCONS_00054214.p1
OG0002441	NEMVE24762	TCONS_00002029.p1
OG0002442	NEMVE21948	TCONS_00008462.p1
OG0002443	NEMVE14202	TCONS_00048568.p1
OG0002444	NEMVE09464	TCONS_00055415.p1
OG0002444	NEMVE24000	TCONS_00010204.p1
OG0002445	NEMVE13825	TCONS_00000749.p1
OG0002446	NEMVE12488	TCONS_00013566.p1
OG0002447	NEMVE08970	TCONS_00043698.p1
OG0002448	NEMVE13491	TCONS_00031004.p1
OG0002449	NEMVE19332	TCONS_00009909.p1
OG0002450	NEMVE00233, NEMVE22469	TCONS_00029123.p1, TCONS_00029128.p1
OG0002451	NEMVE13395	TCONS_00049726.p1
OG0002453	NEMVE11318	TCONS_00034175.p1
OG0002454	NEMVE11711, NEMVE14844	TCONS_00004815.p1
OG0002456	NEMVE09478	TCONS_00003612.p1
OG0002457	NEMVE09503, NEMVE09210	TCONS_00009534.p1
OG0002459	NEMVE24140, NEMVE21139	TCONS_00021117.p1, TCONS_00017711.p1, TCONS_00017706.p1
OG0002461	NEMVE21857	TCONS_00042535.p1
OG0002461	NEMVE24058	TCONS_00010848.p1
OG0002461	NEMVE22591	TCONS_00008923.p1, TCONS_00008926.p1
OG0002464	NEMVE15226	TCONS_00030981.p1
OG0002476	NEMVE14890	TCONS_00008371.p1
OG0002478	NEMVE11158	TCONS_00024704.p1
OG0002478	NEMVE04895	TCONS_00026683.p1
OG0002481	NEMVE02247, NEMVE06166	TCONS_00040791.p1
OG0002481	NEMVE14411	TCONS_00039820.p1, TCONS_00039818.p1
OG0002482	NEMVE22166	TCONS_00006443.p1
OG0002484	NEMVE06285, NEMVE16323	TCONS_00026141.p1
OG0002486	NEMVE16930	TCONS_00002955.p1
OG0002487	NEMVE07549, NEMVE07538	TCONS_00009739.p1
OG0002489	NEMVE24996	TCONS_00026979.p1
OG0002490	NEMVE02204	TCONS_00048564.p1
OG0002491	NEMVE11049	TCONS_00020746.p1
OG0002492	NEMVE15055	TCONS_00021054.p1
OG0002493	NEMVE07032	TCONS_00023855.p1
OG0002493	NEMVE15045	TCONS_00011369.p1
OG0002494	NEMVE15130	TCONS_00009396.p1
OG0002495	NEMVE25970, NEMVE11239, NEMVE11237	TCONS_00002586.p1
OG0002497	NEMVE06652	TCONS_00055160.p1, TCONS_00055194.p1
OG0002499	NEMVE12047, NEMVE05319	TCONS_00024739.p1, TCONS_00002026.p1
OG0002500	NEMVE21891	TCONS_00004990.p1
OG0002501	NEMVE07528	TCONS_00005124.p1
OG0002502	NEMVE16269	TCONS_00017694.p1, TCONS_00018676.p1, TCONS_00050911.p1, TCONS_00050907.p1, TCONS_00054538.p1
OG0002503	NEMVE23269	TCONS_00043780.p1
OG0002504	NEMVE08396	TCONS_00005311.p1, TCONS_00005313.p1
OG0002505	NEMVE01459, NEMVE03128, NEMVE20815	TCONS_00056754.p1
OG0002507	NEMVE14545	TCONS_00052598.p1
OG0002508	NEMVE06554, NEMVE06550	TCONS_00005957.p1, TCONS_00005945.p1
OG0002509	NEMVE25172	TCONS_00055419.p1
OG0002511	NEMVE22149	TCONS_00004072.p1
OG0002512	NEMVE07816	TCONS_00044153.p1, TCONS_00044151.p1
OG0002515	NEMVE25074, NEMVE03038	TCONS_00029618.p1, TCONS_00029716.p1, TCONS_00027377.p1
OG0002516	NEMVE22681	TCONS_00034986.p1
OG0002517	NEMVE15076	TCONS_00019431.p1
OG0002518	NEMVE14734	TCONS_00051026.p1
OG0002519	NEMVE24207	TCONS_00043575.p1
OG0002520	NEMVE02312	TCONS_00031059.p1
OG0002521	NEMVE25611, NEMVE17434	TCONS_00037198.p1, TCONS_00037197.p1, TCONS_00037188.p1, TCONS_00037297.p1, TCONS_00037296.p1, TCONS_00037295.p1, TCONS_00028527.p1
OG0002522	NEMVE24558	TCONS_00052058.p1, TCONS_00052057.p1
OG0002523	NEMVE25812	TCONS_00047652.p1
OG0002524	NEMVE23707	TCONS_00006722.p1
OG0002525	NEMVE17542	TCONS_00055411.p1
OG0002526	NEMVE05239	TCONS_00045530.p1
OG0002527	NEMVE14552	TCONS_00015718.p2
OG0002528	NEMVE14679	TCONS_00026494.p1
OG0002529	NEMVE05888	TCONS_00021072.p1
OG0002530	NEMVE10791	TCONS_00028798.p1
OG0002531	NEMVE13170	TCONS_00003492.p1
OG0002532	NEMVE25959, NEMVE05153	TCONS_00012757.p1
OG0002533	NEMVE03417	TCONS_00005106.p1
OG0002535	NEMVE14878	TCONS_00027133.p1
OG0002536	NEMVE24054	TCONS_00027134.p1
OG0002537	NEMVE05551	TCONS_00043020.p1, TCONS_00043022.p1
OG0002538	NEMVE24266	TCONS_00055126.p1
OG0002539	NEMVE22213	TCONS_00036371.p1
OG0002540	NEMVE25500, NEMVE23895	TCONS_00017267.p1
OG0002541	NEMVE11348	TCONS_00024617.p1, TCONS_00024683.p1, TCONS_00023649.p1, TCONS_00023796.p1
OG0002541	NEMVE02362	TCONS_00025377.p1, TCONS_00023654.p1
OG0002542	NEMVE22658	TCONS_00056409.p1
OG0002543	NEMVE17118	TCONS_00004943.p1
OG0002544	NEMVE15197	TCONS_00012744.p1
OG0002544	NEMVE03625	TCONS_00012742.p1, TCONS_00045789.p1, TCONS_00022467.p1, TCONS_00013452.p1, TCONS_00013451.p1, TCONS_00013509.p1, TCONS_00021942.p1
OG0002545	NEMVE22970	TCONS_00041144.p1, TCONS_00038916.p1
OG0002548	NEMVE06587	TCONS_00019309.p1, TCONS_00019311.p1
OG0002549	NEMVE23917	TCONS_00021796.p1
OG0002550	NEMVE23986	TCONS_00027283.p1, TCONS_00027288.p1, TCONS_00027289.p1
OG0002551	NEMVE24927, NEMVE18065	TCONS_00042821.p1
OG0002552	NEMVE25639	TCONS_00028491.p1
OG0002553	NEMVE25764	TCONS_00018976.p1
OG0002554	NEMVE21730, NEMVE08258	TCONS_00008559.p1, TCONS_00008530.p1
OG0002555	NEMVE13837	TCONS_00003499.p1
OG0002556	NEMVE14415, NEMVE13533, NEMVE12299, NEMVE14944, NEMVE09666, NEMVE02136, NEMVE06014	TCONS_00050930.p1, TCONS_00053043.p1, TCONS_00053085.p1, TCONS_00050929.p1, TCONS_00045658.p1, TCONS_00050928.p1, TCONS_00050641.p1, TCONS_00051717.p1, TCONS_00021319.p1, TCONS_00027059.p1, TCONS_00006645.p1, TCONS_00041792.p1, TCONS_00056858.p1
OG0002557	NEMVE14082	TCONS_00008156.p1
OG0002559	NEMVE14223	TCONS_00017224.p1
OG0002560	NEMVE06511	TCONS_00016273.p1
OG0002561	NEMVE05064	TCONS_00055930.p1
OG0002562	NEMVE01906	TCONS_00053582.p1
OG0002563	NEMVE08352	TCONS_00043033.p1
OG0002564	NEMVE00075, NEMVE01546	TCONS_00012617.p1
OG0002565	NEMVE13158	TCONS_00026110.p1
OG0002566	NEMVE14051	TCONS_00018257.p1
OG0002567	NEMVE00969, NEMVE13679	TCONS_00047678.p1, TCONS_00047681.p1
OG0002570	NEMVE14150	TCONS_00009301.p1
OG0002571	NEMVE06449, NEMVE02078	TCONS_00043132.p1
OG0002572	NEMVE13221	TCONS_00024912.p1
OG0002573	NEMVE25149, NEMVE05027	TCONS_00012988.p1, TCONS_00012985.p1
OG0002576	NEMVE22228	TCONS_00009863.p1
OG0002587	NEMVE09616	TCONS_00008891.p1
OG0002589	NEMVE08810	TCONS_00004590.p1
OG0002589	NEMVE02141	TCONS_00043322.p1
OG0002590	NEMVE07406, NEMVE20999	TCONS_00007453.p1
OG0002591	NEMVE08247, NEMVE20210, NEMVE03060	TCONS_00038574.p1, TCONS_00000004.p1
OG0002592	NEMVE17971	TCONS_00027490.p1
OG0002593	NEMVE01107	TCONS_00050855.p1
OG0002594	NEMVE07262	TCONS_00008434.p1
OG0002595	NEMVE21148, NEMVE05249	TCONS_00014309.p1
OG0002596	NEMVE18866	TCONS_00016127.p1, TCONS_00039519.p1, TCONS_00037754.p1, TCONS_00004555.p1, TCONS_00049332.p1, TCONS_00014963.p1, TCONS_00038848.p1, TCONS_00024579.p1, TCONS_00044335.p1, TCONS_00044469.p1, TCONS_00035325.p1, TCONS_00041310.p1, TCONS_00034050.p1, TCONS_00010002.p1, TCONS_00034008.p1, TCONS_00025751.p1, TCONS_00031777.p1
OG0002597	NEMVE15198, NEMVE20120, NEMVE20238, NEMVE25095, NEMVE17659	TCONS_00054800.p1
OG0002599	NEMVE17323	TCONS_00047444.p1
OG0002600	NEMVE24873	TCONS_00030280.p1, TCONS_00006237.p1
OG0002601	NEMVE06924	TCONS_00010418.p1
OG0002602	NEMVE05264	TCONS_00014207.p1
OG0002603	NEMVE02290	TCONS_00052522.p1, TCONS_00052514.p1
OG0002603	NEMVE16277, NEMVE17858, NEMVE18982	TCONS_00052519.p1
OG0002603	NEMVE25596, NEMVE15054, NEMVE00474	TCONS_00013259.p1
OG0002605	NEMVE01455	TCONS_00053210.p1
OG0002606	NEMVE02031	TCONS_00046956.p1, TCONS_00040313.p1, TCONS_00031016.p1, TCONS_00020584.p1
OG0002608	NEMVE02967	TCONS_00023837.p1
OG0002609	NEMVE14492	TCONS_00029035.p1
OG0002610	NEMVE22485, NEMVE22440	TCONS_00008605.p1
OG0002611	NEMVE06962	TCONS_00004066.p1
OG0002612	NEMVE06142	TCONS_00047747.p1
OG0002614	NEMVE14892	TCONS_00017955.p1
OG0002615	NEMVE23982	TCONS_00026882.p1
OG0002616	NEMVE04864	TCONS_00027743.p1
OG0002616	NEMVE22857	TCONS_00027742.p1
OG0002617	NEMVE13584	TCONS_00043160.p1
OG0002618	NEMVE02148	TCONS_00013692.p1
OG0002619	NEMVE21381, NEMVE16149, NEMVE00467, NEMVE23553, NEMVE12826, NEMVE06027	TCONS_00028823.p1
OG0002621	NEMVE01523, NEMVE05356, NEMVE04815	TCONS_00025101.p1, TCONS_00025102.p1, TCONS_00023156.p1, TCONS_00045456.p1, TCONS_00045431.p1, TCONS_00045457.p1, TCONS_00045432.p1, TCONS_00045458.p1, TCONS_00045460.p1, TCONS_00045434.p1, TCONS_00045225.p1, TCONS_00045234.p1, TCONS_00045461.p1, TCONS_00045435.p1, TCONS_00046213.p1
OG0002622	NEMVE20759, NEMVE15765	TCONS_00043892.p1, TCONS_00043902.p1
OG0002623	NEMVE14530, NEMVE16351	TCONS_00021118.p1
OG0002624	NEMVE05771	TCONS_00009152.p1, TCONS_00009151.p1
OG0002625	NEMVE03448, NEMVE21227	TCONS_00000742.p1
OG0002626	NEMVE21742	TCONS_00004560.p1, TCONS_00023309.p1, TCONS_00036211.p1, TCONS_00036214.p1
OG0002627	NEMVE16394	TCONS_00033662.p1
OG0002629	NEMVE04921, NEMVE21295	TCONS_00047518.p1
OG0002629	NEMVE25616, NEMVE10618, NEMVE12665	TCONS_00001710.p1
OG0002630	NEMVE25025	TCONS_00006926.p1, TCONS_00017759.p1
OG0002631	NEMVE05706	TCONS_00000293.p1
OG0002632	NEMVE10587	TCONS_00028955.p1
OG0002633	NEMVE07536, NEMVE07534	TCONS_00009804.p1
OG0002634	NEMVE06072	TCONS_00028514.p1
OG0002634	NEMVE06052	TCONS_00028515.p1
OG0002635	NEMVE23713	TCONS_00046180.p1
OG0002636	NEMVE09564, NEMVE09568	TCONS_00012778.p1
OG0002637	NEMVE10674	TCONS_00000794.p1, TCONS_00000786.p1
OG0002637	NEMVE08504	TCONS_00000797.p1, TCONS_00000795.p1, TCONS_00000787.p1
OG0002638	NEMVE16638	TCONS_00023645.p1
OG0002639	NEMVE18209	TCONS_00009797.p1
OG0002640	NEMVE15471	TCONS_00047421.p1, TCONS_00047408.p1, TCONS_00047409.p1, TCONS_00047424.p1, TCONS_00047422.p1
OG0002642	NEMVE14573	TCONS_00056643.p1, TCONS_00056642.p1
OG0002643	NEMVE08951	TCONS_00035689.p1, TCONS_00035551.p1
OG0002644	NEMVE04724	TCONS_00044196.p1
OG0002645	NEMVE01929	TCONS_00047832.p1, TCONS_00047846.p1
OG0002646	NEMVE07455	TCONS_00056457.p1
OG0002647	NEMVE24057, NEMVE10597	TCONS_00017755.p1, TCONS_00026751.p1
OG0002648	NEMVE25486	TCONS_00002157.p1
OG0002649	NEMVE14408	TCONS_00027226.p1
OG0002653	NEMVE14839	TCONS_00006738.p1, TCONS_00005624.p1, TCONS_00005622.p1, TCONS_00005623.p2, TCONS_00005620.p1, TCONS_00005619.p1
OG0002654	NEMVE20378, NEMVE13575	TCONS_00052014.p1
OG0002655	NEMVE25659	TCONS_00030420.p1, TCONS_00030419.p1
OG0002656	NEMVE15375	TCONS_00052428.p1, TCONS_00055307.p1
OG0002657	NEMVE22821	TCONS_00056535.p1
OG0002658	NEMVE09624	TCONS_00023142.p1, TCONS_00023141.p1
OG0002659	NEMVE10090, NEMVE05819	TCONS_00017232.p1
OG0002660	NEMVE00228, NEMVE13381	TCONS_00048912.p1
OG0002661	NEMVE13146	TCONS_00024756.p1, TCONS_00024795.p1, TCONS_00024755.p1
OG0002662	NEMVE13719	TCONS_00013016.p1
OG0002663	NEMVE25219	TCONS_00022107.p1
OG0002664	NEMVE06060	TCONS_00028993.p1
OG0002665	NEMVE09436, NEMVE09422	TCONS_00006695.p1, TCONS_00006689.p1
OG0002667	NEMVE25377	TCONS_00015951.p1
OG0002668	NEMVE14931	TCONS_00009177.p1
OG0002669	NEMVE14602	TCONS_00010762.p1, TCONS_00010419.p1, TCONS_00010421.p1, TCONS_00011735.p1, TCONS_00010420.p1
OG0002670	NEMVE07125, NEMVE12922	TCONS_00010164.p1
OG0002672	NEMVE22653	TCONS_00046517.p1
OG0002673	NEMVE22422	TCONS_00026782.p1
OG0002675	NEMVE09744	TCONS_00007280.p1, TCONS_00007281.p1
OG0002677	NEMVE14524	TCONS_00013321.p1
OG0002679	NEMVE18673	TCONS_00051947.p1, TCONS_00050858.p1
OG0002682	NEMVE13468, NEMVE05362	TCONS_00052478.p1
OG0002683	NEMVE07779	TCONS_00054134.p1
OG0002685	NEMVE25133	TCONS_00001020.p1
OG0002703	NEMVE01236, NEMVE16030	TCONS_00038338.p1, TCONS_00038287.p1
OG0002705	NEMVE14386	TCONS_00053434.p1
OG0002706	NEMVE20591, NEMVE05114	TCONS_00014277.p1
OG0002706	NEMVE13185	TCONS_00014276.p1
OG0002707	NEMVE10215, NEMVE10213, NEMVE11805	TCONS_00011640.p1
OG0002708	NEMVE05514	TCONS_00001336.p1
OG0002709	NEMVE18118	TCONS_00053614.p1, TCONS_00053516.p1, TCONS_00053456.p1
OG0002712	NEMVE13853	TCONS_00041645.p1
OG0002716	NEMVE15936	TCONS_00007711.p1
OG0002717	NEMVE22661	TCONS_00042110.p1
OG0002718	NEMVE13409	TCONS_00050365.p1
OG0002719	NEMVE04964	TCONS_00057167.p1
OG0002720	NEMVE22329	TCONS_00008062.p1
OG0002720	NEMVE14278	TCONS_00010232.p1
OG0002721	NEMVE11852	TCONS_00014473.p1
OG0002722	NEMVE25372	TCONS_00011837.p1
OG0002724	NEMVE22445	TCONS_00013956.p1, TCONS_00013957.p1, TCONS_00013959.p1
OG0002725	NEMVE02531, NEMVE06162, NEMVE08566, NEMVE08564	TCONS_00022209.p1, TCONS_00022211.p1
OG0002726	NEMVE07352	TCONS_00031105.p1
OG0002728	NEMVE23767	TCONS_00006650.p1, TCONS_00006633.p2
OG0002729	NEMVE08752	TCONS_00024186.p1, TCONS_00043122.p1
OG0002730	NEMVE10147	TCONS_00002286.p1
OG0002731	NEMVE23784	TCONS_00015586.p1
OG0002732	NEMVE09100	TCONS_00027362.p1
OG0002734	NEMVE17892	TCONS_00010818.p1
OG0002736	NEMVE17741	TCONS_00000152.p1
OG0002738	NEMVE02040	TCONS_00013197.p1
OG0002739	NEMVE01084, NEMVE21818	TCONS_00043001.p1
OG0002740	NEMVE10432	TCONS_00046160.p1
OG0002741	NEMVE14870	TCONS_00028376.p1
OG0002742	NEMVE22055	TCONS_00031180.p1, TCONS_00031206.p1
OG0002743	NEMVE14452, NEMVE13517	TCONS_00055209.p1
OG0002744	NEMVE05534	TCONS_00015439.p1
OG0002745	NEMVE14885	TCONS_00014235.p1
OG0002746	NEMVE14034	TCONS_00039793.p1
OG0002747	NEMVE10058	TCONS_00016131.p1
OG0002749	NEMVE18522	TCONS_00034797.p1
