Orthogroup	NEMVE	STRPU_ok
OG0003540	NEMVE25772	STRPU_02732
OG0003541	NEMVE05768	STRPU_25471
OG0003542	NEMVE05244	STRPU_08956, STRPU_08957
OG0003543	NEMVE21904	STRPU_16716
OG0003544	NEMVE21778	STRPU_07440, STRPU_07449
OG0003545	NEMVE09118	STRPU_09297
OG0003546	NEMVE00903	STRPU_19647, STRPU_19674
OG0003547	NEMVE21707	STRPU_12469
OG0003548	NEMVE24045	STRPU_09626
OG0003549	NEMVE22192	STRPU_17894
OG0003550	NEMVE14633	STRPU_01035, STRPU_23404
OG0003551	NEMVE25468	STRPU_18972, STRPU_18959
OG0003552	NEMVE13583	STRPU_20147
OG0003554	NEMVE05007	STRPU_09335
OG0003555	NEMVE10803	STRPU_09097, STRPU_02068
OG0003556	NEMVE17151	STRPU_08012
OG0003557	NEMVE12283	STRPU_20157
OG0003558	NEMVE23552	STRPU_27128
OG0003560	NEMVE06594	STRPU_20500
OG0003561	NEMVE01009, NEMVE02397	STRPU_17360, STRPU_17346
OG0003562	NEMVE13820	STRPU_24859
OG0003563	NEMVE09047	STRPU_01477, STRPU_08694
OG0003564	NEMVE07651, NEMVE05001	STRPU_09624
OG0003565	NEMVE24799	STRPU_15924, STRPU_00493, STRPU_08942, STRPU_12900
OG0003566	NEMVE24534	STRPU_11918, STRPU_11878
OG0003567	NEMVE14039	STRPU_02062, STRPU_09090
OG0003568	NEMVE23185	STRPU_14841
OG0003570	NEMVE24756	STRPU_02794
OG0003571	NEMVE07104, NEMVE21760	STRPU_26236
OG0003573	NEMVE15669	STRPU_14812
OG0003577	NEMVE01484	STRPU_22045
OG0003578	NEMVE14882, NEMVE12325	STRPU_14245
OG0003579	NEMVE14468	STRPU_04470
OG0003581	NEMVE02408	STRPU_24378
OG0003582	NEMVE05180	STRPU_22683
OG0003597	NEMVE06178, NEMVE07749	STRPU_01702, STRPU_02662
OG0003598	NEMVE09849	STRPU_00768, STRPU_19800
OG0003599	NEMVE00164	STRPU_26822
OG0003601	NEMVE01801	STRPU_13952
OG0003603	NEMVE13720	STRPU_08310
OG0003604	NEMVE14417	STRPU_14769, STRPU_02554
OG0003606	NEMVE07584	STRPU_17457, STRPU_17474
OG0003607	NEMVE12941, NEMVE12994	STRPU_21154
OG0003608	NEMVE05516, NEMVE19157	STRPU_20365
OG0003610	NEMVE07493, NEMVE14129	STRPU_01053, STRPU_24252
OG0003611	NEMVE07655, NEMVE15407	STRPU_09452, STRPU_01510
OG0003612	NEMVE22973	STRPU_18969, STRPU_18956
OG0003613	NEMVE08287	STRPU_12108, STRPU_12143
OG0003615	NEMVE03122	STRPU_19046
OG0003616	NEMVE22796	STRPU_01981
OG0003617	NEMVE04879	STRPU_13092, STRPU_13104
OG0003618	NEMVE14538	STRPU_08027, STRPU_02032
OG0003619	NEMVE25213	STRPU_05456
OG0003620	NEMVE14400	STRPU_00502, STRPU_15940
OG0003621	NEMVE24715	STRPU_17041, STRPU_01807
OG0003622	NEMVE09372	STRPU_21646, STRPU_21710
OG0003625	NEMVE23563	STRPU_01115, STRPU_24184, STRPU_24183
OG0003626	NEMVE00939, NEMVE20827	STRPU_24928
OG0003629	NEMVE13677	STRPU_06506
OG0003630	NEMVE01474	STRPU_14988, STRPU_14958
OG0003631	NEMVE08973, NEMVE18120, NEMVE20518, NEMVE20475	STRPU_04940
OG0003632	NEMVE09812	STRPU_11322
OG0003633	NEMVE24448	STRPU_21224, STRPU_22507
OG0003634	NEMVE17799	STRPU_11434
OG0003635	NEMVE14571	STRPU_04873
OG0003635	NEMVE17691	STRPU_05033, STRPU_05106
OG0003636	NEMVE10467	STRPU_21350
OG0003637	NEMVE05774	STRPU_22873, STRPU_22871, STRPU_22869, STRPU_22965, STRPU_22964, STRPU_22969, STRPU_22966, STRPU_22962, STRPU_22963, STRPU_22954, STRPU_22955, STRPU_22970
OG0003638	NEMVE14258	STRPU_21025
OG0003639	NEMVE05431	STRPU_14552
OG0003640	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097	STRPU_24148
OG0003641	NEMVE25925, NEMVE21020	STRPU_00224, STRPU_25964
OG0003642	NEMVE13366	STRPU_27230
OG0003643	NEMVE21963	STRPU_23157
OG0003644	NEMVE14219, NEMVE19898	STRPU_19783, STRPU_00787
OG0003645	NEMVE06456, NEMVE06446	STRPU_05770
OG0003646	NEMVE06017	STRPU_26839
OG0003647	NEMVE18107	STRPU_27138
OG0003648	NEMVE10380	STRPU_21139
OG0003649	NEMVE10970	STRPU_26514
OG0003650	NEMVE01779	STRPU_07527
OG0003651	NEMVE07230	STRPU_08068
OG0003652	NEMVE14170	STRPU_17587, STRPU_17563
OG0003655	NEMVE21782	STRPU_17785
OG0003656	NEMVE23361	STRPU_23061, STRPU_00647
OG0003658	NEMVE14339	STRPU_23985
OG0003659	NEMVE01974	STRPU_24909
OG0003661	NEMVE00922	STRPU_23064, STRPU_00650
OG0003662	NEMVE08035	STRPU_01543, STRPU_09415
OG0003664	NEMVE07963	STRPU_08332
OG0003665	NEMVE22002, NEMVE13012, NEMVE21940	STRPU_26573, STRPU_24787
OG0003667	NEMVE05425	STRPU_14206
OG0003668	NEMVE14297	STRPU_26719
OG0003669	NEMVE07090	STRPU_19296, STRPU_01851
OG0003670	NEMVE20471, NEMVE23703	STRPU_07308, STRPU_07309
OG0003671	NEMVE14323	STRPU_09909
OG0003672	NEMVE08668	STRPU_08809
OG0003674	NEMVE05251	STRPU_08882, STRPU_00939
OG0003675	NEMVE14081	STRPU_01019, STRPU_23417
OG0003676	NEMVE07553	STRPU_13154, STRPU_13134
OG0003677	NEMVE22425	STRPU_13383, STRPU_13363
OG0003678	NEMVE25356	STRPU_19225
OG0003679	NEMVE11368	STRPU_24398
OG0003680	NEMVE13143	STRPU_24042, STRPU_02621
OG0003681	NEMVE01693	STRPU_11705
OG0003682	NEMVE22975	STRPU_20705
OG0003683	NEMVE25273	STRPU_14243
OG0003684	NEMVE10127	STRPU_26095
OG0003685	NEMVE07449	STRPU_22192
OG0003686	NEMVE09181	STRPU_25646, STRPU_25651
OG0003687	NEMVE23894, NEMVE12128	STRPU_13921, STRPU_13934
OG0003689	NEMVE15357	STRPU_01600, STRPU_13582
OG0003690	NEMVE15068	STRPU_21873
OG0003691	NEMVE21817	STRPU_05039, STRPU_05113
OG0003692	NEMVE20806, NEMVE11090	STRPU_01575, STRPU_09381
OG0003693	NEMVE09308	STRPU_22769, STRPU_01926
OG0003694	NEMVE22408	STRPU_00897, STRPU_23023
OG0003695	NEMVE01731	STRPU_20388
OG0003696	NEMVE11320	STRPU_23695, STRPU_23693
OG0003697	NEMVE17845	STRPU_00014, STRPU_08308
OG0003698	NEMVE22878	STRPU_09884
OG0003699	NEMVE16490	STRPU_26521, STRPU_11800
OG0003700	NEMVE05136, NEMVE03153	STRPU_08820
OG0003701	NEMVE05754	STRPU_24397
OG0003703	NEMVE24764	STRPU_12263
OG0003704	NEMVE24279	STRPU_07662, STRPU_18902
OG0003705	NEMVE23677	STRPU_01606, STRPU_13588
OG0003706	NEMVE16662	STRPU_19455
OG0003707	NEMVE04617	STRPU_15630, STRPU_15643
OG0003708	NEMVE07588	STRPU_17774
OG0003709	NEMVE18151	STRPU_25377
OG0003710	NEMVE22261	STRPU_17764
OG0003711	NEMVE13813, NEMVE21206	STRPU_00659, STRPU_23074
OG0003712	NEMVE13197	STRPU_02201, STRPU_09234, STRPU_09233, STRPU_02200
OG0003715	NEMVE16285	STRPU_00422, STRPU_12083, STRPU_14882, STRPU_14479
OG0003716	NEMVE13656	STRPU_11467
OG0003717	NEMVE06991	STRPU_24884
OG0003718	NEMVE22937	STRPU_24139
OG0003719	NEMVE08960	STRPU_26767, STRPU_26753
OG0003720	NEMVE13058	STRPU_16621
OG0003722	NEMVE01466, NEMVE20465	STRPU_20141
OG0003724	NEMVE13663, NEMVE17013, NEMVE22380	STRPU_11103, STRPU_11128
OG0003725	NEMVE14781	STRPU_19147
OG0003728	NEMVE23247	STRPU_19719
OG0003729	NEMVE25381	STRPU_24047, STRPU_02614
OG0003730	NEMVE15317, NEMVE13968	STRPU_10330
OG0003731	NEMVE23012	STRPU_20490
OG0003732	NEMVE13725	STRPU_05954
OG0003734	NEMVE22526	STRPU_20278, STRPU_20274, STRPU_20313, STRPU_00129
OG0003735	NEMVE23342	STRPU_17084
OG0003736	NEMVE22403	STRPU_22673
OG0003737	NEMVE15745	STRPU_19671, STRPU_19650
OG0003738	NEMVE24821, NEMVE25967	STRPU_08163
OG0003739	NEMVE09958	STRPU_01491, STRPU_13756
OG0003740	NEMVE22455	STRPU_12532
OG0003741	NEMVE00260, NEMVE22579	STRPU_02688, STRPU_01677
OG0003742	NEMVE13350, NEMVE15271	STRPU_22532
OG0003743	NEMVE21709	STRPU_18134
OG0003744	NEMVE05864	STRPU_22977
OG0003745	NEMVE24615	STRPU_14449, STRPU_14432
OG0003746	NEMVE04748	STRPU_13668, STRPU_02402
OG0003747	NEMVE17516	STRPU_07518, STRPU_07517
OG0003749	NEMVE22325	STRPU_12317
OG0003750	NEMVE13166	STRPU_03777
OG0003751	NEMVE03634, NEMVE10234	STRPU_11253, STRPU_11216
OG0003752	NEMVE10007, NEMVE01099, NEMVE09376	STRPU_15768
OG0003753	NEMVE23093	STRPU_08790
OG0003754	NEMVE12822, NEMVE01565	STRPU_12707
OG0003755	NEMVE07225	STRPU_15415
OG0003756	NEMVE08256	STRPU_25349, STRPU_25348
OG0003757	NEMVE25101	STRPU_20502
OG0003758	NEMVE24097	STRPU_21990, STRPU_21988
OG0003759	NEMVE07147	STRPU_10861, STRPU_10841
OG0003760	NEMVE25257	STRPU_07722
OG0003760	NEMVE09652	STRPU_07725
OG0003761	NEMVE06273	STRPU_22011
OG0003762	NEMVE13179	STRPU_08506
OG0003763	NEMVE18331	STRPU_17640, STRPU_02280
OG0003764	NEMVE01625, NEMVE08664	STRPU_08733, STRPU_01439
OG0003766	NEMVE12147	STRPU_25294
OG0003767	NEMVE24136	STRPU_07021
OG0003768	NEMVE13220	STRPU_20453, STRPU_22059, STRPU_22060, STRPU_12340
OG0003769	NEMVE25860	STRPU_26021
OG0003770	NEMVE14300	STRPU_05109, STRPU_05036, STRPU_05110, STRPU_05108, STRPU_05035
OG0003771	NEMVE24800	STRPU_08361
OG0003773	NEMVE23658	STRPU_08673
OG0003775	NEMVE06322	STRPU_08270
OG0003776	NEMVE25761	STRPU_02898
OG0003777	NEMVE13412	STRPU_08593, STRPU_00310
OG0003778	NEMVE22626	STRPU_11538
OG0003779	NEMVE22651	STRPU_06113
OG0003795	NEMVE20355, NEMVE20909, NEMVE06474	STRPU_23591
OG0003798	NEMVE14516	STRPU_05134, STRPU_05061
OG0003802	NEMVE16141, NEMVE19076, NEMVE19541, NEMVE20147, NEMVE18385, NEMVE20479, NEMVE16060	STRPU_03798
OG0003803	NEMVE24989	STRPU_20204
OG0003804	NEMVE16877	STRPU_14379, STRPU_24151, STRPU_12275, STRPU_14304, STRPU_20324, STRPU_14307, STRPU_13637, STRPU_17786, STRPU_08181, STRPU_01067, STRPU_22550, STRPU_06751, STRPU_07257, STRPU_03629, STRPU_15928, STRPU_03506, STRPU_15410, STRPU_04952, STRPU_11637, STRPU_10392, STRPU_08449, STRPU_13833, STRPU_12557, STRPU_17124, STRPU_23418
OG0003806	NEMVE14378	STRPU_00975, STRPU_08841
OG0003807	NEMVE13183	STRPU_08093
OG0003808	NEMVE11383	STRPU_24251, STRPU_01054
OG0003809	NEMVE22938	STRPU_04114
OG0003811	NEMVE12033, NEMVE10353	STRPU_05891
OG0003812	NEMVE18581	STRPU_11207
OG0003813	NEMVE22400	STRPU_04220, STRPU_04255
OG0003815	NEMVE23225	STRPU_20778
OG0003817	NEMVE12881, NEMVE22126	STRPU_03385, STRPU_03401, STRPU_03391, STRPU_03416
OG0003818	NEMVE20836, NEMVE05581	STRPU_05558, STRPU_05616
OG0003819	NEMVE21617, NEMVE25005, NEMVE16569, NEMVE16568, NEMVE23843, NEMVE17587, NEMVE17588, NEMVE20790, NEMVE17586, NEMVE17708, NEMVE17707	STRPU_05262, STRPU_05278
OG0003820	NEMVE18008	STRPU_27077
OG0003822	NEMVE05304	STRPU_16290, STRPU_16291, STRPU_16497, STRPU_16505, STRPU_16493, STRPU_16494, STRPU_16499, STRPU_16498
OG0003823	NEMVE13544	STRPU_24666
OG0003824	NEMVE12681, NEMVE22639	STRPU_09421, STRPU_01538
OG0003825	NEMVE06848	STRPU_10012
OG0003827	NEMVE22358	STRPU_19325
OG0003828	NEMVE13970	STRPU_20403
OG0003829	NEMVE16467, NEMVE20813, NEMVE16466	STRPU_20384
OG0003831	NEMVE24194	STRPU_05243
OG0003832	NEMVE07346	STRPU_23140
OG0003833	NEMVE22798	STRPU_05825, STRPU_05285
OG0003834	NEMVE25157	STRPU_26294, STRPU_26268
OG0003835	NEMVE19413, NEMVE21309	STRPU_24475
OG0003836	NEMVE04677	STRPU_05030
OG0003837	NEMVE15152	STRPU_08087
OG0003838	NEMVE07828	STRPU_05727
OG0003839	NEMVE09947	STRPU_19903
OG0003840	NEMVE14763, NEMVE17541	STRPU_26799
OG0003841	NEMVE13973	STRPU_19672, STRPU_19649
OG0003842	NEMVE22729	STRPU_22707, STRPU_00691, STRPU_22706
OG0003843	NEMVE14695	STRPU_21504
OG0003844	NEMVE24944	STRPU_27219
OG0003845	NEMVE01473	STRPU_14394
OG0003846	NEMVE07025	STRPU_10200
OG0003847	NEMVE23780	STRPU_19484
OG0003848	NEMVE01752, NEMVE03237	STRPU_19765
OG0003850	NEMVE14788	STRPU_17743
OG0003851	NEMVE13091	STRPU_22235
OG0003852	NEMVE07134	STRPU_22104
OG0003853	NEMVE09522	STRPU_21495, STRPU_21486
OG0003854	NEMVE18328	STRPU_26673
OG0003855	NEMVE01478	STRPU_24429
OG0003857	NEMVE20217, NEMVE25998	STRPU_09242
OG0003858	NEMVE07192	STRPU_20968
OG0003859	NEMVE25657	STRPU_23995
OG0003861	NEMVE05952	STRPU_17125, STRPU_17109
OG0003862	NEMVE14847	STRPU_22604
OG0003863	NEMVE15299	STRPU_10014
OG0003864	NEMVE12479, NEMVE05255	STRPU_21449
OG0003865	NEMVE08854	STRPU_25046
OG0003866	NEMVE14786	STRPU_17669, STRPU_02253
OG0003867	NEMVE14855	STRPU_10594
OG0003868	NEMVE23932	STRPU_19663, STRPU_19655
OG0003869	NEMVE25452	STRPU_00857, STRPU_14063
OG0003870	NEMVE09270	STRPU_12851, STRPU_12861
OG0003871	NEMVE00146	STRPU_08000
OG0003872	NEMVE06420	STRPU_14352
OG0003873	NEMVE07141	STRPU_11352
OG0003874	NEMVE23530	STRPU_26807
OG0003875	NEMVE04885	STRPU_12470
OG0003876	NEMVE06222, NEMVE12361	STRPU_18481, STRPU_18439
OG0003877	NEMVE20725, NEMVE07878	STRPU_06336
OG0003878	NEMVE17672	STRPU_22393
OG0003879	NEMVE00015	STRPU_26896
OG0003880	NEMVE18635	STRPU_06845
OG0003881	NEMVE21229, NEMVE25591	STRPU_23870, STRPU_23833
OG0003882	NEMVE25838	STRPU_25867
OG0003883	NEMVE24051	STRPU_10088, STRPU_10151
OG0003884	NEMVE04622	STRPU_22886
OG0003885	NEMVE07560	STRPU_07351
OG0003886	NEMVE07112	STRPU_25179
OG0003887	NEMVE13010	STRPU_15393, STRPU_04757
OG0003888	NEMVE07601	STRPU_17913
OG0003889	NEMVE16733, NEMVE20739, NEMVE16732, NEMVE16731, NEMVE23991	STRPU_08854, STRPU_00968
OG0003890	NEMVE01588	STRPU_16231, STRPU_16184, STRPU_16192, STRPU_16233
OG0003892	NEMVE22031, NEMVE14752	STRPU_01952, STRPU_22793
OG0003893	NEMVE17393	STRPU_20997
OG0003893	NEMVE17391	STRPU_20996
OG0003894	NEMVE13262	STRPU_20332
OG0003895	NEMVE10938	STRPU_09912
OG0003896	NEMVE05289	STRPU_08792
OG0003897	NEMVE01514	STRPU_10680, STRPU_00559
OG0003898	NEMVE00029, NEMVE20445	STRPU_06593
OG0003899	NEMVE25516	STRPU_24703, STRPU_24689
OG0003900	NEMVE17139	STRPU_20822
OG0003901	NEMVE14163	STRPU_03089, STRPU_03088
OG0003903	NEMVE25716	STRPU_09773, STRPU_09730
OG0003904	NEMVE13657	STRPU_23136
OG0003905	NEMVE25933	STRPU_11701
OG0003906	NEMVE08844	STRPU_26939
OG0003907	NEMVE20188, NEMVE11822	STRPU_10190, STRPU_17845
OG0003908	NEMVE13469	STRPU_23887
OG0003910	NEMVE11947, NEMVE14228	STRPU_16982
OG0003911	NEMVE13548	STRPU_24667
OG0003912	NEMVE23480	STRPU_26148
OG0003913	NEMVE06219	STRPU_18325, STRPU_01122
OG0003914	NEMVE23883	STRPU_23090
OG0003915	NEMVE13987	STRPU_06949
OG0003916	NEMVE04869	STRPU_26241
OG0003917	NEMVE07359	STRPU_04930
OG0003918	NEMVE15132	STRPU_04601
OG0003919	NEMVE10983	STRPU_14837
OG0003919	NEMVE10991	STRPU_14836
OG0003920	NEMVE13794	STRPU_17479
OG0003921	NEMVE13546, NEMVE03026	STRPU_24499
OG0003923	NEMVE01001, NEMVE12285	STRPU_13944, STRPU_13941
OG0003925	NEMVE14404	STRPU_11004, STRPU_00344
OG0003926	NEMVE18036	STRPU_10755
OG0003927	NEMVE14203, NEMVE11015, NEMVE11697	STRPU_14530
OG0003929	NEMVE15034	STRPU_25575
OG0003930	NEMVE11142	STRPU_11790
OG0003931	NEMVE05283	STRPU_08493
OG0003932	NEMVE10145	STRPU_13334
OG0003932	NEMVE17360	STRPU_15755
OG0003933	NEMVE16001	STRPU_23156
OG0003934	NEMVE10808	STRPU_24564
OG0003935	NEMVE04906, NEMVE10377, NEMVE06933	STRPU_20857, STRPU_20894
OG0003936	NEMVE07930	STRPU_26066
OG0003937	NEMVE18859	STRPU_10312
OG0003938	NEMVE14790	STRPU_17909
OG0003939	NEMVE25295, NEMVE20805, NEMVE20363	STRPU_18436, STRPU_18437, STRPU_18479
OG0003940	NEMVE16875	STRPU_21913
OG0003941	NEMVE08171	STRPU_23753
OG0003942	NEMVE22462	STRPU_10724
OG0003944	NEMVE25693, NEMVE10205, NEMVE21561	STRPU_26716
OG0003945	NEMVE14589	STRPU_12909
OG0003946	NEMVE09626	STRPU_09832
OG0003947	NEMVE01496, NEMVE12187	STRPU_09926
OG0003948	NEMVE19651	STRPU_09826
OG0003949	NEMVE07570, NEMVE23133	STRPU_12187
OG0003950	NEMVE04576	STRPU_12188
OG0003951	NEMVE21774	STRPU_23993
OG0003952	NEMVE24632	STRPU_11840
OG0003954	NEMVE08288, NEMVE00930	STRPU_07256, STRPU_07231
OG0003955	NEMVE06429	STRPU_05331
OG0003956	NEMVE23428	STRPU_18464, STRPU_18425
OG0003957	NEMVE06353, NEMVE09576	STRPU_25510
OG0003958	NEMVE15102	STRPU_04451
OG0003959	NEMVE23777	STRPU_20127
OG0003961	NEMVE15127	STRPU_24706
OG0003962	NEMVE16096, NEMVE01907	STRPU_05218
OG0003964	NEMVE15732	STRPU_19393, STRPU_23696
OG0003965	NEMVE25502	STRPU_01083, STRPU_24217
OG0003966	NEMVE13810	STRPU_17582, STRPU_17569
OG0003967	NEMVE23105	STRPU_08909, STRPU_00918
OG0003968	NEMVE08572	STRPU_02867, STRPU_17095
OG0003969	NEMVE07890	STRPU_21355
OG0003970	NEMVE23326	STRPU_14715
OG0003971	NEMVE22272	STRPU_03433
OG0003972	NEMVE13775	STRPU_25335
OG0003973	NEMVE14779	STRPU_21229, STRPU_21231
OG0003976	NEMVE24965	STRPU_09678, STRPU_09677
OG0003996	NEMVE18416, NEMVE18325	STRPU_00147, STRPU_12405, STRPU_18923, STRPU_18140
OG0003997	NEMVE05978	STRPU_05888
OG0003998	NEMVE00894	STRPU_20556
OG0003999	NEMVE21965	STRPU_01968, STRPU_22810
OG0004001	NEMVE03521	STRPU_05683
OG0004002	NEMVE11741, NEMVE18518, NEMVE05646	STRPU_21325
OG0004004	NEMVE06251	STRPU_16146
OG0004005	NEMVE23848	STRPU_16657, STRPU_16683
OG0004006	NEMVE20989, NEMVE11118	STRPU_04991, STRPU_04992, STRPU_21551
OG0004007	NEMVE13953	STRPU_19148
OG0004009	NEMVE21729	STRPU_04637, STRPU_04668
OG0004010	NEMVE14978, NEMVE12830	STRPU_18499
OG0004011	NEMVE25743	STRPU_04289, STRPU_04319
OG0004012	NEMVE12899, NEMVE22318	STRPU_09870
OG0004015	NEMVE09359	STRPU_18380
OG0004016	NEMVE13204	STRPU_16841
OG0004017	NEMVE14537	STRPU_14536
OG0004018	NEMVE17555	STRPU_23298
OG0004019	NEMVE05373	STRPU_06670
OG0004020	NEMVE22667	STRPU_06482, STRPU_06472
OG0004021	NEMVE03953, NEMVE00245, NEMVE06416	STRPU_14759, STRPU_02563
OG0004022	NEMVE22354, NEMVE07265	STRPU_02269, STRPU_17653
OG0004023	NEMVE10125	STRPU_25909
OG0004024	NEMVE24877	STRPU_24617
OG0004025	NEMVE14321	STRPU_09604, STRPU_09594
OG0004028	NEMVE00045, NEMVE01939	STRPU_04568
OG0004030	NEMVE09561	STRPU_08815
OG0004031	NEMVE09520	STRPU_21388
OG0004032	NEMVE11647, NEMVE08726	STRPU_06807
OG0004033	NEMVE05049	STRPU_21510
OG0004034	NEMVE13874, NEMVE06071	STRPU_26813
OG0004035	NEMVE23476	STRPU_25661
OG0004036	NEMVE22269	STRPU_17564, STRPU_17586
OG0004037	NEMVE24489	STRPU_06495
OG0004038	NEMVE25168	STRPU_06801
OG0004039	NEMVE05684	STRPU_16999
OG0004040	NEMVE11657	STRPU_05771
OG0004041	NEMVE07183	STRPU_21042
OG0004042	NEMVE24907	STRPU_16694, STRPU_16667
OG0004043	NEMVE25672	STRPU_18032
OG0004044	NEMVE14670	STRPU_24535
OG0004045	NEMVE22942	STRPU_09829
OG0004046	NEMVE20796, NEMVE25121	STRPU_14361
OG0004047	NEMVE14207	STRPU_08496
OG0004048	NEMVE04894	STRPU_10205
OG0004049	NEMVE18922, NEMVE10123, NEMVE15272, NEMVE05060	STRPU_17384
OG0004051	NEMVE16748	STRPU_22150
OG0004052	NEMVE04588	STRPU_23378
OG0004053	NEMVE19218	STRPU_26759, STRPU_26744
OG0004055	NEMVE22198	STRPU_08814
OG0004056	NEMVE12001, NEMVE17803	STRPU_23719
OG0004057	NEMVE14174	STRPU_11804
OG0004058	NEMVE06021	STRPU_26518
OG0004059	NEMVE10461	STRPU_21348
OG0004060	NEMVE05949	STRPU_13836
OG0004061	NEMVE09085	STRPU_18518, STRPU_19001
OG0004063	NEMVE10277	STRPU_17709
OG0004064	NEMVE23672	STRPU_24939
OG0004065	NEMVE13633	STRPU_11423
OG0004066	NEMVE18474	STRPU_19652, STRPU_19669, STRPU_19819, STRPU_19815
OG0004068	NEMVE14104	STRPU_17877
OG0004069	NEMVE10507	STRPU_23907
OG0004070	NEMVE00018, NEMVE22616	STRPU_08271
OG0004071	NEMVE14977	STRPU_20340
OG0004072	NEMVE15269	STRPU_14126, STRPU_14112
OG0004074	NEMVE01933, NEMVE11914	STRPU_07232, STRPU_07258
OG0004075	NEMVE15118	STRPU_13427, STRPU_13424, STRPU_13422, STRPU_13420
OG0004076	NEMVE11675, NEMVE01100	STRPU_00594, STRPU_07563
OG0004078	NEMVE13560, NEMVE07028	STRPU_09343
OG0004079	NEMVE25325	STRPU_05743
OG0004080	NEMVE06984	STRPU_13277
OG0004081	NEMVE22578	STRPU_06127
OG0004082	NEMVE01381	STRPU_24384
OG0004083	NEMVE14362	STRPU_21744, STRPU_21680
OG0004084	NEMVE14693	STRPU_18900, STRPU_07666, STRPU_18901
OG0004085	NEMVE14248, NEMVE19893, NEMVE17924	STRPU_06109
OG0004086	NEMVE02965	STRPU_21572, STRPU_00282
OG0004087	NEMVE04747	STRPU_23491
OG0004088	NEMVE13678	STRPU_18617
OG0004089	NEMVE22289, NEMVE23169	STRPU_00370, STRPU_11032
OG0004090	NEMVE14306	STRPU_24163
OG0004091	NEMVE00934	STRPU_19319
OG0004092	NEMVE12115, NEMVE21794	STRPU_13303
OG0004093	NEMVE00957	STRPU_09708, STRPU_09752
OG0004094	NEMVE25166	STRPU_20262
OG0004095	NEMVE15313	STRPU_12681, STRPU_12680
OG0004096	NEMVE22332	STRPU_20338
OG0004098	NEMVE01526	STRPU_18328, STRPU_01120
OG0004099	NEMVE08673	STRPU_08317
OG0004100	NEMVE13287	STRPU_23805
OG0004101	NEMVE23681	STRPU_24073
OG0004102	NEMVE00016, NEMVE08375	STRPU_09962, STRPU_09983
OG0004103	NEMVE23564	STRPU_24486, STRPU_24316
OG0004104	NEMVE24910, NEMVE24911, NEMVE18049	STRPU_26985
OG0004105	NEMVE12111, NEMVE13481	STRPU_24009
OG0004106	NEMVE15033	STRPU_11447
OG0004107	NEMVE13823	STRPU_03930
OG0004108	NEMVE11403	STRPU_08375, STRPU_08376
OG0004110	NEMVE22977	STRPU_02810
OG0004111	NEMVE08919	STRPU_07781, STRPU_07758
OG0004114	NEMVE17396	STRPU_20826
OG0004115	NEMVE00036, NEMVE17538	STRPU_00175, STRPU_10848, STRPU_10829
OG0004116	NEMVE02528, NEMVE25696	STRPU_03821, STRPU_03835
OG0004117	NEMVE11174	STRPU_16567
OG0004118	NEMVE13160	STRPU_01975, STRPU_22816
OG0004119	NEMVE22499, NEMVE11571, NEMVE11572	STRPU_25283
OG0004121	NEMVE13634	STRPU_10753
OG0004122	NEMVE25053	STRPU_20119, STRPU_20098
OG0004123	NEMVE17411	STRPU_24495
OG0004124	NEMVE07304	STRPU_07572
OG0004125	NEMVE13816	STRPU_08132
OG0004126	NEMVE08221, NEMVE20754	STRPU_03872
OG0004127	NEMVE18642	STRPU_00575, STRPU_07543
OG0004128	NEMVE13713	STRPU_22275
OG0004130	NEMVE14705	STRPU_16002
OG0004131	NEMVE05458	STRPU_14462, STRPU_14463
OG0004132	NEMVE23224	STRPU_26195
OG0004133	NEMVE13985, NEMVE12851	STRPU_07007
OG0004134	NEMVE14887	STRPU_10399
OG0004135	NEMVE22322	STRPU_00976, STRPU_08840
OG0004136	NEMVE14508	STRPU_18932
OG0004138	NEMVE10542	STRPU_17076
OG0004141	NEMVE05886	STRPU_22323, STRPU_22305
OG0004142	NEMVE13449	STRPU_22286
OG0004143	NEMVE18842	STRPU_27285
OG0004145	NEMVE09487	STRPU_21032
OG0004146	NEMVE21626, NEMVE02953	STRPU_14257
OG0004147	NEMVE22674	STRPU_22168, STRPU_22175
OG0004148	NEMVE19504	STRPU_13669, STRPU_02401
OG0004149	NEMVE17931	STRPU_06926, STRPU_06908
OG0004150	NEMVE13741	STRPU_17897
OG0004151	NEMVE14229	STRPU_25469
OG0004153	NEMVE00083	STRPU_04733, STRPU_04726
OG0004154	NEMVE05816	STRPU_23784
OG0004157	NEMVE03019	STRPU_23152
OG0004158	NEMVE13617	STRPU_24023, STRPU_02639
OG0004159	NEMVE18358, NEMVE14604	STRPU_21251
OG0004160	NEMVE23083	STRPU_19074
OG0004161	NEMVE22412	STRPU_24354
OG0004162	NEMVE25750	STRPU_08075
OG0004163	NEMVE09614	STRPU_12646
OG0004164	NEMVE22345, NEMVE25928	STRPU_04686
OG0004166	NEMVE14358	STRPU_09733, STRPU_09689
OG0004167	NEMVE10378	STRPU_21156, STRPU_21164
OG0004168	NEMVE14660	STRPU_14329
OG0004169	NEMVE09703	STRPU_08900, STRPU_00919
OG0004170	NEMVE24511, NEMVE04516	STRPU_12942, STRPU_12955
OG0004171	NEMVE13975	STRPU_16148
OG0004174	NEMVE05860	STRPU_18461, STRPU_18420
OG0004175	NEMVE16183	STRPU_18680, STRPU_18679
