Orthogroup	NEMVE	APOSJ_ok
OG0003385	NEMVE24878	APOSJ_43801, APOSJ_43811, APOSJ_20737, APOSJ_61918, APOSJ_61914, APOSJ_20736, APOSJ_20738, APOSJ_01605, APOSJ_61921, APOSJ_01220, APOSJ_61917, APOSJ_28525, APOSJ_01218, APOSJ_61919, APOSJ_01210, APOSJ_13897, APOSJ_61916
OG0003386	NEMVE24105	APOSJ_22721, APOSJ_22627, APOSJ_62015, APOSJ_62014, APOSJ_62013, APOSJ_36229
OG0003387	NEMVE13639	APOSJ_04175, APOSJ_12111, APOSJ_01954, APOSJ_04174
OG0003391	NEMVE17395	APOSJ_52096, APOSJ_52092, APOSJ_52095, APOSJ_52094, APOSJ_09559
OG0003392	NEMVE09110	APOSJ_30179, APOSJ_23836
OG0003393	NEMVE10476, NEMVE13045, NEMVE23905	APOSJ_05723, APOSJ_20802, APOSJ_20798, APOSJ_29367, APOSJ_58697, APOSJ_20799, APOSJ_20801, APOSJ_47174, APOSJ_01488, APOSJ_20800, APOSJ_20803, APOSJ_30470, APOSJ_30459
OG0003394	NEMVE16445	APOSJ_58681, APOSJ_58682
OG0003396	NEMVE24075	APOSJ_43769, APOSJ_46583, APOSJ_43764, APOSJ_25368, APOSJ_46585, APOSJ_43771, APOSJ_46584, APOSJ_43766, APOSJ_43768, APOSJ_46582, APOSJ_46587, APOSJ_25370, APOSJ_43765, APOSJ_43767, APOSJ_43770, APOSJ_28750, APOSJ_46586, APOSJ_43772, APOSJ_25372, APOSJ_25371
OG0003418	NEMVE18263	APOSJ_06940, APOSJ_30541
OG0003418	NEMVE19471, NEMVE18913	APOSJ_44761
OG0003418	NEMVE19523	APOSJ_08137, APOSJ_08138
OG0003418	NEMVE17307	APOSJ_52850
OG0003419	NEMVE08218	APOSJ_49930, APOSJ_28655, APOSJ_49929, APOSJ_28653, APOSJ_43121, APOSJ_28654
OG0003420	NEMVE19645	APOSJ_35438, APOSJ_35436
OG0003421	NEMVE04651	APOSJ_62121, APOSJ_62118
OG0003422	NEMVE07883, NEMVE20521, NEMVE01482	APOSJ_60475, APOSJ_36170, APOSJ_65089, APOSJ_65088
OG0003424	NEMVE00293	APOSJ_53384
OG0003424	NEMVE16825	APOSJ_37437, APOSJ_37436
OG0003425	NEMVE02069	APOSJ_59503, APOSJ_59500, APOSJ_59499
OG0003426	NEMVE04788	APOSJ_54168, APOSJ_06465, APOSJ_06462, APOSJ_06463, APOSJ_06464
OG0003428	NEMVE22338	APOSJ_63827, APOSJ_61092, APOSJ_61091, APOSJ_63825, APOSJ_63826, APOSJ_61095, APOSJ_61094, APOSJ_55474, APOSJ_61093, APOSJ_63828, APOSJ_61096, APOSJ_61088
OG0003429	NEMVE22490	APOSJ_01497, APOSJ_34185
OG0003430	NEMVE24395	APOSJ_50132, APOSJ_08009, APOSJ_08010
OG0003431	NEMVE04794	APOSJ_55815, APOSJ_55814
OG0003432	NEMVE13929	APOSJ_34875, APOSJ_34873, APOSJ_34877, APOSJ_34876, APOSJ_34872
OG0003433	NEMVE22730	APOSJ_08732, APOSJ_08734, APOSJ_08733
OG0003434	NEMVE19996, NEMVE14429	APOSJ_03266, APOSJ_23693, APOSJ_23694, APOSJ_03263, APOSJ_45087, APOSJ_23692, APOSJ_03260, APOSJ_03264, APOSJ_52653, APOSJ_03267, APOSJ_52820, APOSJ_03262
OG0003435	NEMVE13652	APOSJ_38352, APOSJ_40169
OG0003438	NEMVE17966	APOSJ_54382, APOSJ_54383, APOSJ_54385, APOSJ_54384, APOSJ_02830, APOSJ_59333, APOSJ_37585, APOSJ_37561, APOSJ_59334
OG0003439	NEMVE25599	APOSJ_62344, APOSJ_30526, APOSJ_30524
OG0003441	NEMVE08561, NEMVE06221	APOSJ_57100, APOSJ_55744, APOSJ_44521, APOSJ_48084, APOSJ_48065, APOSJ_42164, APOSJ_64547, APOSJ_48090, APOSJ_48073, APOSJ_42165
OG0003442	NEMVE13895	APOSJ_57203, APOSJ_31276
OG0003443	NEMVE23998	APOSJ_51731, APOSJ_29125, APOSJ_29126, APOSJ_29124
OG0003444	NEMVE04612	APOSJ_20997, APOSJ_20996
OG0003445	NEMVE01424	APOSJ_56147, APOSJ_56146
OG0003446	NEMVE19684	APOSJ_43654, APOSJ_21522
OG0003447	NEMVE24666	APOSJ_32799, APOSJ_02909, APOSJ_22891
OG0003447	NEMVE08211	APOSJ_58256
OG0003448	NEMVE10129	APOSJ_55045, APOSJ_55046
OG0003449	NEMVE09972, NEMVE16813, NEMVE09971, NEMVE09976, NEMVE11728, NEMVE00441	APOSJ_45224, APOSJ_45223
OG0003450	NEMVE23497	APOSJ_50911, APOSJ_48555, APOSJ_44587, APOSJ_64002, APOSJ_64000, APOSJ_61853, APOSJ_50910, APOSJ_61854, APOSJ_64001, APOSJ_61855, APOSJ_36182
OG0003451	NEMVE07235	APOSJ_13827, APOSJ_65399, APOSJ_21500, APOSJ_13828, APOSJ_65408, APOSJ_37443, APOSJ_36988, APOSJ_65403
OG0003452	NEMVE21083, NEMVE23965	APOSJ_44164, APOSJ_44163, APOSJ_44165, APOSJ_23561
OG0003453	NEMVE20495	APOSJ_11738, APOSJ_11740, APOSJ_11742, APOSJ_11737, APOSJ_08636, APOSJ_08641, APOSJ_11739, APOSJ_11741
OG0003454	NEMVE14065	APOSJ_50587
OG0003455	NEMVE24559, NEMVE20985	APOSJ_62454
OG0003456	NEMVE14823	APOSJ_61395, APOSJ_39505, APOSJ_61391, APOSJ_61394, APOSJ_61392, APOSJ_61393
OG0003458	NEMVE04918	APOSJ_14252
OG0003459	NEMVE06913, NEMVE20106	APOSJ_55064, APOSJ_40801
OG0003460	NEMVE05656, NEMVE12240, NEMVE19324	APOSJ_61762
OG0003461	NEMVE23166	APOSJ_11251, APOSJ_63814
OG0003462	NEMVE15109	APOSJ_61238, APOSJ_40240, APOSJ_40241, APOSJ_61237, APOSJ_61236
OG0003463	NEMVE08123	APOSJ_26680
OG0003464	NEMVE21995, NEMVE25422	APOSJ_23668, APOSJ_17824, APOSJ_23656, APOSJ_23661
OG0003465	NEMVE00981	APOSJ_38324, APOSJ_40009, APOSJ_38325, APOSJ_38328, APOSJ_38326, APOSJ_31820, APOSJ_38327, APOSJ_31821, APOSJ_38322, APOSJ_31819, APOSJ_38329, APOSJ_40006
OG0003466	NEMVE19302	APOSJ_23052
OG0003467	NEMVE11976	APOSJ_64196, APOSJ_64198
OG0003468	NEMVE01447, NEMVE21354	APOSJ_50364
OG0003468	NEMVE01555	APOSJ_50367, APOSJ_50366, APOSJ_50363, APOSJ_50362
OG0003469	NEMVE23482	APOSJ_55719, APOSJ_55718
OG0003470	NEMVE08394	APOSJ_50785, APOSJ_36009, APOSJ_36012, APOSJ_36008, APOSJ_36011, APOSJ_50787, APOSJ_36013, APOSJ_50781, APOSJ_36006, APOSJ_36007, APOSJ_36010, APOSJ_50783, APOSJ_50786, APOSJ_50784, APOSJ_50782
OG0003471	NEMVE13566	APOSJ_17808, APOSJ_19930, APOSJ_19931, APOSJ_46623, APOSJ_17809, APOSJ_17807, APOSJ_13612, APOSJ_13611, APOSJ_27339
OG0003472	NEMVE23741	APOSJ_40914, APOSJ_12293, APOSJ_12280, APOSJ_12292, APOSJ_12276, APOSJ_12295, APOSJ_12294
OG0003473	NEMVE02684	APOSJ_42904, APOSJ_42906, APOSJ_42905, APOSJ_42903
OG0003474	NEMVE00065	APOSJ_14679, APOSJ_14680
OG0003475	NEMVE00257	APOSJ_12646, APOSJ_12644, APOSJ_12645, APOSJ_12643, APOSJ_12642, APOSJ_12647
OG0003476	NEMVE12591	APOSJ_56013, APOSJ_58389, APOSJ_56018, APOSJ_56014, APOSJ_56019
OG0003477	NEMVE15677, NEMVE14421	APOSJ_35125, APOSJ_35129, APOSJ_26366, APOSJ_26365
OG0003478	NEMVE14744	APOSJ_04734
OG0003479	NEMVE22549	APOSJ_53984, APOSJ_53983, APOSJ_53982, APOSJ_53985
OG0003480	NEMVE09026	APOSJ_07810, APOSJ_48944, APOSJ_07812
OG0003483	NEMVE22468	APOSJ_56426, APOSJ_56424, APOSJ_56422
OG0003484	NEMVE21744	APOSJ_53537, APOSJ_48466, APOSJ_07721, APOSJ_07720
OG0003486	NEMVE08417, NEMVE11925	APOSJ_06971, APOSJ_31834, APOSJ_36459, APOSJ_31830, APOSJ_27840, APOSJ_31835, APOSJ_36453, APOSJ_36454, APOSJ_36451, APOSJ_36449, APOSJ_31836, APOSJ_02614, APOSJ_36455, APOSJ_36452, APOSJ_55158, APOSJ_31832
OG0003488	NEMVE05426	APOSJ_46430, APOSJ_46429, APOSJ_46434, APOSJ_47017, APOSJ_46432, APOSJ_46435, APOSJ_47018, APOSJ_32284, APOSJ_46433, APOSJ_46431
OG0003489	NEMVE05755	APOSJ_14050
OG0003490	NEMVE07514	APOSJ_22697, APOSJ_22696
OG0003491	NEMVE14708	APOSJ_03302, APOSJ_03301
OG0003492	NEMVE06260	APOSJ_54504, APOSJ_54500, APOSJ_54501, APOSJ_54503, APOSJ_54502, APOSJ_54505
OG0003493	NEMVE15798	APOSJ_03546, APOSJ_03542, APOSJ_03544, APOSJ_03541, APOSJ_40566, APOSJ_03545, APOSJ_12147, APOSJ_03543, APOSJ_04514, APOSJ_03540, APOSJ_12148
OG0003494	NEMVE24469, NEMVE16855, NEMVE24438	APOSJ_51410, APOSJ_51457
OG0003496	NEMVE20920	APOSJ_02291
OG0003496	NEMVE00055	APOSJ_11268, APOSJ_22535
OG0003497	NEMVE01002	APOSJ_02854, APOSJ_02856, APOSJ_02855, APOSJ_02857
OG0003498	NEMVE10613, NEMVE20419	APOSJ_27522
OG0003499	NEMVE25845	APOSJ_09620, APOSJ_44781, APOSJ_44786, APOSJ_61997, APOSJ_09623, APOSJ_44779, APOSJ_44780, APOSJ_50143, APOSJ_44782, APOSJ_09619, APOSJ_26414, APOSJ_44789, APOSJ_09622, APOSJ_38315, APOSJ_09621, APOSJ_62003
OG0003501	NEMVE13383	APOSJ_34944, APOSJ_33033, APOSJ_37508
OG0003502	NEMVE06419	APOSJ_20693, APOSJ_20695, APOSJ_20694
OG0003503	NEMVE14218, NEMVE14261	APOSJ_26546, APOSJ_26545, APOSJ_26547
OG0003504	NEMVE14390	APOSJ_14973
OG0003505	NEMVE05913	APOSJ_43745
OG0003506	NEMVE25216	APOSJ_09434, APOSJ_09433
OG0003507	NEMVE06192	APOSJ_31824, APOSJ_48709, APOSJ_31823, APOSJ_31822
OG0003508	NEMVE10416	APOSJ_01348, APOSJ_01347
OG0003509	NEMVE10409	APOSJ_57120, APOSJ_62132, APOSJ_42699, APOSJ_42697, APOSJ_42700, APOSJ_42698
OG0003510	NEMVE10643	APOSJ_44718, APOSJ_44720
OG0003511	NEMVE22014, NEMVE01517	APOSJ_63590, APOSJ_63588, APOSJ_63589
OG0003512	NEMVE20614, NEMVE08803, NEMVE19792	APOSJ_35947, APOSJ_35948
OG0003513	NEMVE14528	APOSJ_17806, APOSJ_17803
OG0003515	NEMVE07802	APOSJ_29411
OG0003516	NEMVE22943, NEMVE13148	APOSJ_49024, APOSJ_44090, APOSJ_44092, APOSJ_09725, APOSJ_49025, APOSJ_49023, APOSJ_44089, APOSJ_38055, APOSJ_38058, APOSJ_49022, APOSJ_49021, APOSJ_49019, APOSJ_49020, APOSJ_44091, APOSJ_09726, APOSJ_09721
OG0003517	NEMVE22199	APOSJ_03436, APOSJ_03437, APOSJ_03438, APOSJ_03435
OG0003518	NEMVE07929	APOSJ_11964, APOSJ_11966
OG0003519	NEMVE22344	APOSJ_07940, APOSJ_08823, APOSJ_08824, APOSJ_08822, APOSJ_62957, APOSJ_52402, APOSJ_07939, APOSJ_08825
OG0003520	NEMVE01051	APOSJ_37439, APOSJ_14883, APOSJ_60708, APOSJ_31034, APOSJ_22167
OG0003522	NEMVE24059	APOSJ_38533, APOSJ_41392, APOSJ_54241
OG0003523	NEMVE07334	APOSJ_38644, APOSJ_62815
OG0003524	NEMVE20753, NEMVE23630	APOSJ_32945, APOSJ_32943, APOSJ_32947, APOSJ_32944, APOSJ_32948, APOSJ_32946, APOSJ_32949, APOSJ_32950
OG0003527	NEMVE02209	APOSJ_29449, APOSJ_20682
OG0003528	NEMVE12358, NEMVE13793	APOSJ_11865, APOSJ_11867, APOSJ_11864, APOSJ_11866
OG0003529	NEMVE22936	APOSJ_52288
OG0003531	NEMVE23009	APOSJ_27815, APOSJ_27816
OG0003532	NEMVE01942	APOSJ_12859, APOSJ_20021, APOSJ_15636, APOSJ_45999, APOSJ_24878, APOSJ_09308, APOSJ_09303, APOSJ_09305, APOSJ_54670, APOSJ_07088, APOSJ_21782
OG0003533	NEMVE21770	APOSJ_43363, APOSJ_06858, APOSJ_61990, APOSJ_06857, APOSJ_06859, APOSJ_06856, APOSJ_06860
OG0003534	NEMVE01935, NEMVE05102, NEMVE01995	APOSJ_61555
OG0003535	NEMVE18138, NEMVE18330	APOSJ_52788, APOSJ_52787, APOSJ_52785
OG0003536	NEMVE23719	APOSJ_14777
OG0003537	NEMVE15401	APOSJ_48379, APOSJ_48383, APOSJ_48382, APOSJ_48380, APOSJ_22821, APOSJ_44109, APOSJ_34498, APOSJ_48381
OG0003538	NEMVE24834	APOSJ_27043, APOSJ_47278, APOSJ_24562, APOSJ_27038, APOSJ_27040, APOSJ_47276, APOSJ_27037, APOSJ_24188, APOSJ_47277, APOSJ_47275, APOSJ_27039, APOSJ_47279, APOSJ_27042, APOSJ_27041
OG0003539	NEMVE14225	APOSJ_13942, APOSJ_14999, APOSJ_13943, APOSJ_28976, APOSJ_15000, APOSJ_13941, APOSJ_14998, APOSJ_13940, APOSJ_15002, APOSJ_15001, APOSJ_15004, APOSJ_15003
OG0003540	NEMVE25772	APOSJ_25521, APOSJ_25475, APOSJ_29468, APOSJ_25477, APOSJ_48951, APOSJ_25478, APOSJ_25519, APOSJ_25518, APOSJ_25480, APOSJ_25523, APOSJ_19720, APOSJ_29460, APOSJ_29770, APOSJ_25474, APOSJ_25476, APOSJ_25522, APOSJ_29766, APOSJ_29767, APOSJ_25481, APOSJ_25520
OG0003541	NEMVE05768	APOSJ_04774
OG0003542	NEMVE05244	APOSJ_39788, APOSJ_39789
OG0003543	NEMVE21904	APOSJ_34101
OG0003544	NEMVE21778	APOSJ_21081
OG0003545	NEMVE09118	APOSJ_56610, APOSJ_56937, APOSJ_56931
OG0003546	NEMVE00903	APOSJ_01873, APOSJ_01872
OG0003547	NEMVE21707	APOSJ_16070
OG0003548	NEMVE24045	APOSJ_00645, APOSJ_30958, APOSJ_30957, APOSJ_30955, APOSJ_30954, APOSJ_30956, APOSJ_62587, APOSJ_30959
OG0003549	NEMVE22192	APOSJ_56397, APOSJ_56398, APOSJ_34785
OG0003550	NEMVE14633	APOSJ_43269, APOSJ_43268
OG0003551	NEMVE25468	APOSJ_23011
OG0003552	NEMVE13583	APOSJ_12526, APOSJ_12527, APOSJ_12528, APOSJ_12529, APOSJ_12524, APOSJ_12530, APOSJ_12523, APOSJ_12525
OG0003554	NEMVE05007	APOSJ_54832
OG0003556	NEMVE17151	APOSJ_31011, APOSJ_04977, APOSJ_04978
OG0003557	NEMVE12283	APOSJ_28950, APOSJ_28951
OG0003558	NEMVE23552	APOSJ_46903, APOSJ_43488, APOSJ_64026, APOSJ_43485, APOSJ_64033, APOSJ_43487, APOSJ_46904, APOSJ_06259, APOSJ_43486, APOSJ_43489, APOSJ_46905, APOSJ_43484
OG0003560	NEMVE06594	APOSJ_15875
OG0003561	NEMVE01009, NEMVE02397	APOSJ_16281
OG0003562	NEMVE13820	APOSJ_16527, APOSJ_16528
OG0003563	NEMVE09047	APOSJ_36771
OG0003564	NEMVE07651, NEMVE05001	APOSJ_22081, APOSJ_22079, APOSJ_22080
OG0003565	NEMVE24799	APOSJ_38469, APOSJ_38886, APOSJ_49185, APOSJ_49183
OG0003566	NEMVE24534	APOSJ_23756, APOSJ_23755
OG0003567	NEMVE14039	APOSJ_26858, APOSJ_26859
OG0003568	NEMVE23185	APOSJ_04219, APOSJ_11473, APOSJ_11478, APOSJ_11479, APOSJ_11472, APOSJ_12091, APOSJ_12143, APOSJ_04220, APOSJ_11476, APOSJ_11480
OG0003570	NEMVE24756	APOSJ_07061, APOSJ_07059, APOSJ_07060, APOSJ_23074
OG0003571	NEMVE07104, NEMVE21760	APOSJ_29259, APOSJ_29260
OG0003573	NEMVE15669	APOSJ_04385, APOSJ_04381, APOSJ_04382, APOSJ_04383, APOSJ_04386, APOSJ_04384
OG0003577	NEMVE01484	APOSJ_53825, APOSJ_53826
OG0003578	NEMVE14882, NEMVE12325	APOSJ_01112
OG0003579	NEMVE14468	APOSJ_06615
OG0003582	NEMVE05180	APOSJ_08826, APOSJ_56387, APOSJ_31300, APOSJ_31298
OG0003597	NEMVE06178, NEMVE07749	APOSJ_58116, APOSJ_58112, APOSJ_58117, APOSJ_30348, APOSJ_13060, APOSJ_29762, APOSJ_58111, APOSJ_30350, APOSJ_30346, APOSJ_51920, APOSJ_58115, APOSJ_58114, APOSJ_39126, APOSJ_39127
OG0003598	NEMVE09849	APOSJ_09285, APOSJ_09284, APOSJ_09283
OG0003599	NEMVE20749, NEMVE06057	APOSJ_51609
OG0003599	NEMVE00164	APOSJ_32960
OG0003601	NEMVE01801	APOSJ_53543
OG0003603	NEMVE13720	APOSJ_16153, APOSJ_16154
OG0003604	NEMVE14417	APOSJ_11206
OG0003606	NEMVE07584	APOSJ_31709
OG0003607	NEMVE25182, NEMVE12941, NEMVE12994	APOSJ_37037, APOSJ_37038
OG0003608	NEMVE05516, NEMVE19157	APOSJ_00224, APOSJ_60067, APOSJ_09361, APOSJ_00221, APOSJ_09360, APOSJ_09362, APOSJ_09358, APOSJ_00223, APOSJ_00222, APOSJ_09359, APOSJ_00220
OG0003610	NEMVE07493, NEMVE14129	APOSJ_41838
OG0003611	NEMVE07655, NEMVE15407	APOSJ_58421
OG0003612	NEMVE22973	APOSJ_10880
OG0003613	NEMVE08287	APOSJ_09180, APOSJ_09181, APOSJ_09179
OG0003615	NEMVE03122	APOSJ_63995, APOSJ_63996, APOSJ_63993, APOSJ_63994
OG0003616	NEMVE22796	APOSJ_46947, APOSJ_46945, APOSJ_56448, APOSJ_46946, APOSJ_62998
OG0003617	NEMVE04879	APOSJ_38825, APOSJ_38826
OG0003618	NEMVE14538	APOSJ_41380, APOSJ_58189, APOSJ_23320, APOSJ_61743, APOSJ_41378, APOSJ_52928, APOSJ_51639, APOSJ_41381, APOSJ_32988, APOSJ_52927, APOSJ_51640
OG0003619	NEMVE25213	APOSJ_63145, APOSJ_33903, APOSJ_33902
OG0003620	NEMVE14400	APOSJ_31171, APOSJ_31170, APOSJ_31168, APOSJ_63738, APOSJ_31172, APOSJ_31169
OG0003621	NEMVE24715	APOSJ_00688, APOSJ_20627, APOSJ_20626, APOSJ_20625
OG0003622	NEMVE09372	APOSJ_29153, APOSJ_51976
OG0003625	NEMVE23563	APOSJ_38667
OG0003626	NEMVE00939, NEMVE20827	APOSJ_54979, APOSJ_54983, APOSJ_54980, APOSJ_54982, APOSJ_54981, APOSJ_50348
OG0003629	NEMVE13677	APOSJ_37717, APOSJ_17126, APOSJ_37956, APOSJ_37954, APOSJ_17127, APOSJ_27303, APOSJ_17125, APOSJ_37952, APOSJ_37950, APOSJ_37955, APOSJ_47532
OG0003630	NEMVE01474	APOSJ_00695, APOSJ_00696, APOSJ_00693, APOSJ_00692, APOSJ_00694
OG0003631	NEMVE08973, NEMVE18120, NEMVE20518, NEMVE20475	APOSJ_50747, APOSJ_59918
OG0003632	NEMVE09812	APOSJ_47100
OG0003633	NEMVE24448	APOSJ_19883
OG0003633	NEMVE25756	APOSJ_19881
OG0003634	NEMVE17799	APOSJ_06198, APOSJ_01007
OG0003635	NEMVE17691	APOSJ_04083
OG0003636	NEMVE10467	APOSJ_33666, APOSJ_06255, APOSJ_62298, APOSJ_62294, APOSJ_37331, APOSJ_62296, APOSJ_62297, APOSJ_62292, APOSJ_62295, APOSJ_45930, APOSJ_37332, APOSJ_37330
OG0003637	NEMVE05774	APOSJ_41945, APOSJ_38623
OG0003638	NEMVE14258	APOSJ_08758, APOSJ_20093
OG0003639	NEMVE05431	APOSJ_09402, APOSJ_09401, APOSJ_62933
OG0003640	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097	APOSJ_37892, APOSJ_37893
OG0003641	NEMVE25925, NEMVE21020	APOSJ_05920, APOSJ_05922
OG0003642	NEMVE13366	APOSJ_38601, APOSJ_38600, APOSJ_38599, APOSJ_41842
OG0003643	NEMVE21963	APOSJ_55403, APOSJ_55405, APOSJ_55402, APOSJ_08512
OG0003644	NEMVE14219, NEMVE19898	APOSJ_55993, APOSJ_55994
OG0003645	NEMVE06456, NEMVE06446	APOSJ_37449
OG0003646	NEMVE06017	APOSJ_23541, APOSJ_23542, APOSJ_23537, APOSJ_23543, APOSJ_23535, APOSJ_23540, APOSJ_23536, APOSJ_27104, APOSJ_23539, APOSJ_23538
OG0003647	NEMVE18107	APOSJ_49067, APOSJ_49068, APOSJ_49065, APOSJ_49066
OG0003648	NEMVE10380	APOSJ_09163, APOSJ_09164, APOSJ_09166, APOSJ_09162, APOSJ_09161, APOSJ_09165
OG0003649	NEMVE10970	APOSJ_60879, APOSJ_60878, APOSJ_60881, APOSJ_56606, APOSJ_60876, APOSJ_56605, APOSJ_60882, APOSJ_56608, APOSJ_60880, APOSJ_15298
OG0003650	NEMVE01779	APOSJ_45185
OG0003651	NEMVE07230	APOSJ_05909, APOSJ_37499, APOSJ_05907, APOSJ_05912, APOSJ_05908, APOSJ_05911
OG0003652	NEMVE14170	APOSJ_29336, APOSJ_00750, APOSJ_29335, APOSJ_29333, APOSJ_29338, APOSJ_29334
OG0003655	NEMVE21782	APOSJ_23658, APOSJ_18181, APOSJ_23659
OG0003656	NEMVE23361	APOSJ_33366, APOSJ_33372, APOSJ_12381, APOSJ_60063, APOSJ_60064
OG0003658	NEMVE14339	APOSJ_36597, APOSJ_28693
OG0003659	NEMVE01974	APOSJ_21711
OG0003661	NEMVE00922	APOSJ_04144, APOSJ_04143
OG0003662	NEMVE08035	APOSJ_51160, APOSJ_11554
OG0003664	NEMVE07963	APOSJ_04762, APOSJ_04763
OG0003665	NEMVE22002, NEMVE13012, NEMVE21940	APOSJ_49931, APOSJ_22988
OG0003667	NEMVE05425	APOSJ_19401
OG0003669	NEMVE07090	APOSJ_12392, APOSJ_12390, APOSJ_12393, APOSJ_12389, APOSJ_43894
OG0003670	NEMVE20471, NEMVE23703	APOSJ_15191, APOSJ_57462, APOSJ_45106, APOSJ_57459, APOSJ_61272, APOSJ_45105, APOSJ_45110, APOSJ_45108, APOSJ_57461, APOSJ_57463, APOSJ_45103, APOSJ_45109, APOSJ_57460, APOSJ_45107
OG0003671	NEMVE14323	APOSJ_03493, APOSJ_03495, APOSJ_03496, APOSJ_03494
OG0003672	NEMVE08668	APOSJ_16743, APOSJ_43097, APOSJ_43093, APOSJ_16742, APOSJ_43094, APOSJ_43091, APOSJ_04069, APOSJ_16745, APOSJ_43096, APOSJ_43095, APOSJ_43092
OG0003674	NEMVE05251	APOSJ_60765, APOSJ_57464, APOSJ_57468, APOSJ_14240, APOSJ_20112, APOSJ_20113, APOSJ_14239, APOSJ_14241, APOSJ_57470, APOSJ_46123
OG0003675	NEMVE14081	APOSJ_00155, APOSJ_02105, APOSJ_02107, APOSJ_02106, APOSJ_02102, APOSJ_02108, APOSJ_02103, APOSJ_02104
OG0003676	NEMVE07553	APOSJ_26585, APOSJ_26583
OG0003677	NEMVE22425	APOSJ_63538
OG0003678	NEMVE25356	APOSJ_05396
OG0003679	NEMVE11368	APOSJ_61299, APOSJ_40884
OG0003680	NEMVE13143	APOSJ_00568, APOSJ_00569
OG0003681	NEMVE01693	APOSJ_48058, APOSJ_48057, APOSJ_32259, APOSJ_48059
OG0003682	NEMVE22975	APOSJ_56030
OG0003683	NEMVE21208, NEMVE25273	APOSJ_16704, APOSJ_56879
OG0003684	NEMVE10127	APOSJ_25969, APOSJ_25971
OG0003685	NEMVE07449	APOSJ_42667, APOSJ_42670, APOSJ_01529, APOSJ_42669, APOSJ_42668
OG0003686	NEMVE09181	APOSJ_43211
OG0003689	NEMVE15357	APOSJ_25714, APOSJ_25713
OG0003690	NEMVE15068	APOSJ_32760
OG0003691	NEMVE21817	APOSJ_20048, APOSJ_20051, APOSJ_20050, APOSJ_20049
OG0003691	NEMVE16405	APOSJ_36955
OG0003692	NEMVE20806, NEMVE11090	APOSJ_36675, APOSJ_36676
OG0003693	NEMVE09308	APOSJ_38592
OG0003694	NEMVE22408	APOSJ_47953, APOSJ_07614, APOSJ_50346, APOSJ_45550, APOSJ_50345, APOSJ_07613, APOSJ_50347
OG0003695	NEMVE01731	APOSJ_11769, APOSJ_18638
OG0003696	NEMVE11320	APOSJ_64668, APOSJ_64669, APOSJ_12262
OG0003697	NEMVE17845	APOSJ_29486, APOSJ_29484
OG0003698	NEMVE22878	APOSJ_58545, APOSJ_58546, APOSJ_58544
OG0003699	NEMVE16490	APOSJ_19695, APOSJ_19694, APOSJ_19693, APOSJ_54001, APOSJ_25082, APOSJ_44775, APOSJ_54000, APOSJ_26797, APOSJ_35286, APOSJ_54003, APOSJ_54002
OG0003700	NEMVE05136, NEMVE03153	APOSJ_18156, APOSJ_18155
OG0003701	NEMVE05754	APOSJ_19104, APOSJ_19103, APOSJ_19105, APOSJ_19106, APOSJ_55915, APOSJ_55914
OG0003703	NEMVE24764	APOSJ_14567, APOSJ_14568
OG0003704	NEMVE24279	APOSJ_18927, APOSJ_18925
OG0003705	NEMVE23677	APOSJ_39944, APOSJ_39943, APOSJ_49390, APOSJ_22824, APOSJ_22822, APOSJ_04658, APOSJ_49391, APOSJ_39946, APOSJ_39947, APOSJ_55225, APOSJ_49392, APOSJ_49389
OG0003706	NEMVE16662	APOSJ_07480, APOSJ_46991, APOSJ_07482, APOSJ_01299
OG0003707	NEMVE04617	APOSJ_41770, APOSJ_62148, APOSJ_30460, APOSJ_63205
OG0003708	NEMVE07588	APOSJ_63440, APOSJ_63444, APOSJ_53033, APOSJ_63442, APOSJ_63443
OG0003709	NEMVE18151	APOSJ_03118, APOSJ_42938, APOSJ_42936, APOSJ_42937
OG0003710	NEMVE22261	APOSJ_49432, APOSJ_49431
OG0003711	NEMVE13813, NEMVE21206	APOSJ_28877, APOSJ_50162, APOSJ_28879, APOSJ_28880, APOSJ_28878
OG0003712	NEMVE13197	APOSJ_43349, APOSJ_46239
OG0003714	NEMVE13060	APOSJ_62240, APOSJ_62243, APOSJ_00456, APOSJ_00455, APOSJ_57329, APOSJ_29225, APOSJ_29220, APOSJ_37841, APOSJ_62242, APOSJ_21479
OG0003715	NEMVE16285	APOSJ_00005, APOSJ_00003, APOSJ_48838, APOSJ_48843, APOSJ_45123, APOSJ_48842, APOSJ_48841, APOSJ_48840, APOSJ_48837, APOSJ_55906, APOSJ_55911, APOSJ_55909, APOSJ_55905
OG0003716	NEMVE13656	APOSJ_39158, APOSJ_39155, APOSJ_39154, APOSJ_39156, APOSJ_39157, APOSJ_39159
OG0003717	NEMVE06991	APOSJ_06227, APOSJ_06228
OG0003718	NEMVE22937	APOSJ_08670, APOSJ_08671
OG0003719	NEMVE08960	APOSJ_41819, APOSJ_41713, APOSJ_41715, APOSJ_41820, APOSJ_41815, APOSJ_41714, APOSJ_41816, APOSJ_41818, APOSJ_62384, APOSJ_62397, APOSJ_61565, APOSJ_41817
OG0003720	NEMVE13058	APOSJ_12013, APOSJ_12014, APOSJ_12015
OG0003721	NEMVE18963	APOSJ_38023
OG0003722	NEMVE01466, NEMVE20465	APOSJ_26303
