Orthogroup	NEMVE	AMPFI_ok
OG0003471	NEMVE13566	AMPFI_24941
OG0003472	NEMVE23741	AMPFI_06841
OG0003473	NEMVE02684, NEMVE05125	AMPFI_07801
OG0003474	NEMVE00065	AMPFI_05008
OG0003475	NEMVE00257	AMPFI_21852
OG0003476	NEMVE12591	AMPFI_08618, AMPFI_13173
OG0003477	NEMVE15677, NEMVE14421	AMPFI_11760
OG0003478	NEMVE14744	AMPFI_13018
OG0003479	NEMVE22549	AMPFI_08938
OG0003480	NEMVE09026	AMPFI_07447
OG0003483	NEMVE22468	AMPFI_09299
OG0003484	NEMVE21744	AMPFI_18735
OG0003486	NEMVE08417, NEMVE11925	AMPFI_16158
OG0003487	NEMVE22483	AMPFI_23106
OG0003488	NEMVE05426	AMPFI_07299
OG0003489	NEMVE05755	AMPFI_24006
OG0003490	NEMVE07514	AMPFI_14734, AMPFI_22806, AMPFI_19232, AMPFI_21043, AMPFI_04860, AMPFI_11193
OG0003491	NEMVE14708	AMPFI_11101
OG0003492	NEMVE06260	AMPFI_19481, AMPFI_18221, AMPFI_00099
OG0003493	NEMVE15798	AMPFI_16534, AMPFI_17852
OG0003496	NEMVE20920	AMPFI_21723
OG0003496	NEMVE00055	AMPFI_23368
OG0003497	NEMVE01002	AMPFI_04681
OG0003498	NEMVE10613, NEMVE20419	AMPFI_14554
OG0003499	NEMVE25845	AMPFI_10057
OG0003500	NEMVE05089, NEMVE12196	AMPFI_12019
OG0003501	NEMVE13383	AMPFI_09583
OG0003502	NEMVE06419	AMPFI_22051
OG0003503	NEMVE14218, NEMVE14261	AMPFI_05344
OG0003504	NEMVE05266	AMPFI_15622
OG0003504	NEMVE14390	AMPFI_24432
OG0003505	NEMVE05913	AMPFI_07475
OG0003506	NEMVE25216	AMPFI_14856
OG0003507	NEMVE06192	AMPFI_14147
OG0003508	NEMVE10416	AMPFI_00704, AMPFI_22615
OG0003509	NEMVE10409	AMPFI_07776
OG0003510	NEMVE10643	AMPFI_19782
OG0003511	NEMVE22014, NEMVE01517	AMPFI_01623
OG0003512	NEMVE20614, NEMVE08803, NEMVE19792	AMPFI_02821
OG0003513	NEMVE14528	AMPFI_21434
OG0003515	NEMVE07802	AMPFI_20138
OG0003516	NEMVE22943, NEMVE13148	AMPFI_25715
OG0003517	NEMVE22199	AMPFI_03039
OG0003518	NEMVE07929	AMPFI_13631
OG0003519	NEMVE22344	AMPFI_10068
OG0003520	NEMVE01051	AMPFI_05023
OG0003521	NEMVE15787	AMPFI_14287
OG0003521	NEMVE15788	AMPFI_02594, AMPFI_19196
OG0003522	NEMVE24059	AMPFI_15136
OG0003522	NEMVE16819	AMPFI_01034
OG0003523	NEMVE07334	AMPFI_07760
OG0003524	NEMVE20753, NEMVE23630	AMPFI_02059, AMPFI_12429
OG0003527	NEMVE02209	AMPFI_08564, AMPFI_09571
OG0003528	NEMVE12358, NEMVE13793	AMPFI_08029
OG0003529	NEMVE22936	AMPFI_16196
OG0003531	NEMVE23009	AMPFI_10001
OG0003532	NEMVE01942	AMPFI_24750
OG0003533	NEMVE21770	AMPFI_02269, AMPFI_18447
OG0003534	NEMVE01935, NEMVE05102, NEMVE01995	AMPFI_09003
OG0003535	NEMVE18138, NEMVE18330	AMPFI_24072
OG0003536	NEMVE23719	AMPFI_00410
OG0003537	NEMVE15401	AMPFI_09546, AMPFI_11095
OG0003538	NEMVE24834	AMPFI_21724, AMPFI_23397
OG0003539	NEMVE14225	AMPFI_00975
OG0003540	NEMVE25772	AMPFI_21206, AMPFI_00306
OG0003541	NEMVE05768	AMPFI_21493, AMPFI_04066
OG0003542	NEMVE05244	AMPFI_06443
OG0003543	NEMVE21904	AMPFI_24581
OG0003544	NEMVE21778	AMPFI_19004
OG0003545	NEMVE09118	AMPFI_15023, AMPFI_13578
OG0003546	NEMVE00903	AMPFI_00349
OG0003547	NEMVE21707	AMPFI_04834
OG0003548	NEMVE24045	AMPFI_24768
OG0003549	NEMVE22192	AMPFI_15331
OG0003550	NEMVE14633	AMPFI_18741
OG0003551	NEMVE25468	AMPFI_07598
OG0003552	NEMVE13583	AMPFI_05955
OG0003554	NEMVE05007	AMPFI_22132
OG0003555	NEMVE10803	AMPFI_10844
OG0003555	NEMVE10802	AMPFI_19471
OG0003556	NEMVE17151	AMPFI_08098
OG0003557	NEMVE12283	AMPFI_05440
OG0003558	NEMVE23552	AMPFI_20154
OG0003560	NEMVE06594	AMPFI_04633
OG0003561	NEMVE01009, NEMVE02397	AMPFI_06137
OG0003562	NEMVE13820	AMPFI_06538
OG0003563	NEMVE09047	AMPFI_05251
OG0003563	NEMVE25142	AMPFI_22795
OG0003564	NEMVE07651, NEMVE05001	AMPFI_08755
OG0003565	NEMVE24799	AMPFI_03548, AMPFI_00450, AMPFI_22462
OG0003566	NEMVE24534	AMPFI_01090
OG0003567	NEMVE14039	AMPFI_22713
OG0003568	NEMVE23185	AMPFI_06943
OG0003570	NEMVE24756	AMPFI_06993
OG0003571	NEMVE07104, NEMVE21760	AMPFI_12433
OG0003573	NEMVE15669	AMPFI_10938
OG0003574	NEMVE12660	AMPFI_03779, AMPFI_00325
OG0003574	NEMVE05954	AMPFI_12831
OG0003577	NEMVE01484	AMPFI_19335
OG0003578	NEMVE14882, NEMVE12325	AMPFI_08173
OG0003579	NEMVE14468	AMPFI_22532
OG0003597	NEMVE06178, NEMVE07749	AMPFI_11403
OG0003598	NEMVE09849	AMPFI_08091
OG0003599	NEMVE00164	AMPFI_03084
OG0003601	NEMVE01801	AMPFI_22792
OG0003603	NEMVE13720	AMPFI_14800
OG0003604	NEMVE14417	AMPFI_14560
OG0003606	NEMVE07584	AMPFI_02736
OG0003607	NEMVE12941, NEMVE12994	AMPFI_01035
OG0003608	NEMVE05516, NEMVE19157	AMPFI_20147
OG0003610	NEMVE07493, NEMVE14129	AMPFI_08064
OG0003611	NEMVE07655, NEMVE15407	AMPFI_03674
OG0003612	NEMVE22973	AMPFI_22358
OG0003613	NEMVE08287	AMPFI_14181
OG0003615	NEMVE03122	AMPFI_05633
OG0003616	NEMVE22796	AMPFI_05609
OG0003617	NEMVE04879	AMPFI_00387
OG0003618	NEMVE14538	AMPFI_07271
OG0003619	NEMVE25213	AMPFI_10351
OG0003620	NEMVE14400	AMPFI_09860
OG0003622	NEMVE09372	AMPFI_21860, AMPFI_12437
OG0003625	NEMVE23563	AMPFI_19199, AMPFI_14897
OG0003626	NEMVE00939, NEMVE20827	AMPFI_06082
OG0003629	NEMVE13677	AMPFI_13944
OG0003630	NEMVE01474	AMPFI_13915
OG0003631	NEMVE20518, NEMVE20475	AMPFI_20160
OG0003633	NEMVE24448	AMPFI_02327, AMPFI_20276
OG0003634	NEMVE09286, NEMVE17797	AMPFI_01365
OG0003634	NEMVE17799	AMPFI_14902, AMPFI_09982
OG0003635	NEMVE14571	AMPFI_14547
OG0003635	NEMVE17691	AMPFI_15181
OG0003636	NEMVE10467	AMPFI_00213
OG0003638	NEMVE14258	AMPFI_07537
OG0003639	NEMVE05431	AMPFI_22785, AMPFI_14707, AMPFI_21939, AMPFI_17905, AMPFI_20047
OG0003640	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097	AMPFI_16498
OG0003641	NEMVE25925, NEMVE21020	AMPFI_07323
OG0003642	NEMVE13366	AMPFI_06630
OG0003643	NEMVE21963	AMPFI_12454
OG0003644	NEMVE14219, NEMVE19898	AMPFI_06306
OG0003645	NEMVE06456, NEMVE06446	AMPFI_16881
OG0003646	NEMVE06017	AMPFI_06564
OG0003647	NEMVE18107	AMPFI_00053
OG0003648	NEMVE10380	AMPFI_01550
OG0003649	NEMVE10970	AMPFI_09951
OG0003650	NEMVE01779	AMPFI_12108
OG0003651	NEMVE07230	AMPFI_09243
OG0003652	NEMVE14170	AMPFI_10927
OG0003655	NEMVE21782	AMPFI_08590
OG0003656	NEMVE23361	AMPFI_15780
OG0003658	NEMVE14339	AMPFI_13106
OG0003659	NEMVE01974	AMPFI_02966
OG0003661	NEMVE00922	AMPFI_09102
OG0003662	NEMVE08035	AMPFI_13941
OG0003664	NEMVE01033	AMPFI_15265
OG0003664	NEMVE07963	AMPFI_25223
OG0003665	NEMVE22002, NEMVE13012, NEMVE21940	AMPFI_01410
OG0003667	NEMVE05425	AMPFI_08073
OG0003668	NEMVE14297	AMPFI_07166
OG0003669	NEMVE07090	AMPFI_11157
OG0003670	NEMVE20471, NEMVE23703	AMPFI_20733, AMPFI_02015, AMPFI_17913, AMPFI_18620
OG0003671	NEMVE14323	AMPFI_00179
OG0003672	NEMVE08668	AMPFI_09980
OG0003673	NEMVE16428	AMPFI_02480
OG0003674	NEMVE05251	AMPFI_05762
OG0003675	NEMVE14081	AMPFI_08157
OG0003676	NEMVE21802, NEMVE07553	AMPFI_18881
OG0003677	NEMVE22425	AMPFI_07661
OG0003678	NEMVE25356	AMPFI_07460
OG0003679	NEMVE11368	AMPFI_07845
OG0003680	NEMVE13143	AMPFI_09842
OG0003681	NEMVE01693	AMPFI_19503
OG0003682	NEMVE22975	AMPFI_07578
OG0003683	NEMVE21208, NEMVE25273	AMPFI_02901
OG0003684	NEMVE10127	AMPFI_16180
OG0003684	NEMVE10124	AMPFI_25038
OG0003685	NEMVE07449	AMPFI_12477
OG0003686	NEMVE09181	AMPFI_07985
OG0003687	NEMVE23894, NEMVE12128	AMPFI_00830
OG0003689	NEMVE15357	AMPFI_14009
OG0003690	NEMVE15068	AMPFI_05747
OG0003691	NEMVE21817	AMPFI_11092
OG0003691	NEMVE16405	AMPFI_06458
OG0003692	NEMVE20806, NEMVE11090	AMPFI_03589
OG0003693	NEMVE09308	AMPFI_02553
OG0003694	NEMVE22408	AMPFI_08303
OG0003695	NEMVE01731	AMPFI_15699
OG0003696	NEMVE11320	AMPFI_04491, AMPFI_03543, AMPFI_02677
OG0003697	NEMVE17845	AMPFI_11115
OG0003698	NEMVE22878	AMPFI_19011
OG0003699	NEMVE16490	AMPFI_24416, AMPFI_09512
OG0003700	NEMVE05136, NEMVE03153	AMPFI_09947
OG0003701	NEMVE05754	AMPFI_21477, AMPFI_00012, AMPFI_24465
OG0003703	NEMVE24764	AMPFI_10771
OG0003704	NEMVE24279	AMPFI_14195
OG0003705	NEMVE23677	AMPFI_23254
OG0003706	NEMVE16662	AMPFI_05005
OG0003707	NEMVE04617	AMPFI_07583, AMPFI_09443
OG0003708	NEMVE07588	AMPFI_12625
OG0003709	NEMVE18151	AMPFI_06172
OG0003710	NEMVE22261	AMPFI_12106, AMPFI_01123
OG0003711	NEMVE13813, NEMVE21206	AMPFI_07533, AMPFI_12979
OG0003712	NEMVE13197	AMPFI_04984
OG0003714	NEMVE13060	AMPFI_25572
OG0003715	NEMVE16285	AMPFI_07207, AMPFI_12007, AMPFI_13868, AMPFI_19126, AMPFI_00806, AMPFI_00249, AMPFI_23796, AMPFI_14837, AMPFI_08813
OG0003716	NEMVE13656	AMPFI_04436, AMPFI_02826
OG0003717	NEMVE06991	AMPFI_00073
OG0003718	NEMVE22937	AMPFI_18529
OG0003719	NEMVE08960	AMPFI_04202
OG0003720	NEMVE13058	AMPFI_22323
OG0003721	NEMVE18963	AMPFI_08300
OG0003722	NEMVE01466, NEMVE20465	AMPFI_16876
OG0003724	NEMVE13663, NEMVE17013, NEMVE22380	AMPFI_09411
OG0003725	NEMVE14781	AMPFI_06286
OG0003728	NEMVE23247	AMPFI_22309
OG0003729	NEMVE25381	AMPFI_24000
OG0003730	NEMVE15317, NEMVE13968	AMPFI_06364
OG0003731	NEMVE23012	AMPFI_22155
OG0003732	NEMVE13725	AMPFI_21718
OG0003734	NEMVE22526	AMPFI_18672
OG0003735	NEMVE23342	AMPFI_19574
OG0003736	NEMVE22403	AMPFI_04878
OG0003738	NEMVE24821, NEMVE25967	AMPFI_15996
OG0003739	NEMVE09958	AMPFI_04457
OG0003740	NEMVE22455	AMPFI_12630
OG0003742	NEMVE15271	AMPFI_21157
OG0003743	NEMVE21709	AMPFI_21068
OG0003744	NEMVE05864	AMPFI_11890
OG0003745	NEMVE24615	AMPFI_06392
OG0003749	NEMVE22325	AMPFI_09561
OG0003750	NEMVE13166	AMPFI_19492
OG0003751	NEMVE03634, NEMVE10234	AMPFI_03897, AMPFI_10264
OG0003752	NEMVE10007, NEMVE01099, NEMVE09376	AMPFI_09468
OG0003754	NEMVE12822, NEMVE01565	AMPFI_09209
OG0003755	NEMVE07225	AMPFI_19354
OG0003756	NEMVE08256	AMPFI_17707
OG0003757	NEMVE25101	AMPFI_01345, AMPFI_04347, AMPFI_14584, AMPFI_24063
OG0003758	NEMVE24097	AMPFI_19318
OG0003759	NEMVE07147	AMPFI_06066
OG0003760	NEMVE25257	AMPFI_08456
OG0003761	NEMVE06273	AMPFI_18129
OG0003762	NEMVE13179	AMPFI_16490
OG0003763	NEMVE18331	AMPFI_20405, AMPFI_19416, AMPFI_23055
OG0003764	NEMVE01625	AMPFI_00088
OG0003766	NEMVE12147	AMPFI_01207
OG0003767	NEMVE24136	AMPFI_01797
OG0003768	NEMVE13220	AMPFI_17858, AMPFI_04126, AMPFI_02385, AMPFI_24013, AMPFI_04639
OG0003769	NEMVE25860	AMPFI_04434, AMPFI_04953, AMPFI_03825
OG0003770	NEMVE14300	AMPFI_04882
OG0003771	NEMVE24800	AMPFI_07160
OG0003773	NEMVE23658	AMPFI_10699
OG0003775	NEMVE06322	AMPFI_13847, AMPFI_21974, AMPFI_24851
OG0003776	NEMVE25761	AMPFI_18606
OG0003777	NEMVE13412	AMPFI_20144
OG0003778	NEMVE22626	AMPFI_24942
OG0003795	NEMVE20355, NEMVE20909, NEMVE06474	AMPFI_09136
OG0003798	NEMVE14516	AMPFI_02948
OG0003803	NEMVE24989	AMPFI_12565
OG0003806	NEMVE14378	AMPFI_05818
OG0003807	NEMVE13183	AMPFI_03351
OG0003808	NEMVE11383	AMPFI_14079
OG0003809	NEMVE22938	AMPFI_02614, AMPFI_04031
OG0003811	NEMVE12033, NEMVE10353	AMPFI_10478
OG0003812	NEMVE18581	AMPFI_10138
OG0003813	NEMVE22400	AMPFI_07875
OG0003815	NEMVE13162	AMPFI_12793
OG0003815	NEMVE23225	AMPFI_09900, AMPFI_05813
OG0003817	NEMVE12881, NEMVE22126	AMPFI_00947
OG0003818	NEMVE20836, NEMVE05581	AMPFI_17759
OG0003819	NEMVE21617, NEMVE25005, NEMVE16569, NEMVE16568, NEMVE23843, NEMVE17587, NEMVE17588, NEMVE20790, NEMVE17586, NEMVE17708, NEMVE17707	AMPFI_22880, AMPFI_19740, AMPFI_17113, AMPFI_22517, AMPFI_21528
OG0003820	NEMVE18008	AMPFI_17489
OG0003821	NEMVE22804	AMPFI_03105
OG0003822	NEMVE05304	AMPFI_04513
OG0003823	NEMVE13544	AMPFI_06889
OG0003824	NEMVE12681, NEMVE22639	AMPFI_06085
OG0003825	NEMVE06848	AMPFI_06918
OG0003826	NEMVE24498, NEMVE21062	AMPFI_13869
OG0003827	NEMVE22358	AMPFI_21409
OG0003828	NEMVE13970	AMPFI_11909
OG0003829	NEMVE16467, NEMVE20813, NEMVE16466	AMPFI_00127
OG0003831	NEMVE24194	AMPFI_12797
OG0003832	NEMVE07346	AMPFI_20517
OG0003833	NEMVE22798	AMPFI_18982, AMPFI_01803
OG0003834	NEMVE25157	AMPFI_10226
OG0003835	NEMVE19413, NEMVE21309	AMPFI_03066
OG0003836	NEMVE04677	AMPFI_14280
OG0003837	NEMVE15152	AMPFI_24684
OG0003838	NEMVE07828	AMPFI_19657
OG0003840	NEMVE14763, NEMVE17541	AMPFI_23271
OG0003841	NEMVE13973	AMPFI_21826
OG0003843	NEMVE14695	AMPFI_05992
OG0003844	NEMVE24944	AMPFI_14349
OG0003845	NEMVE01473	AMPFI_07956
OG0003846	NEMVE07025	AMPFI_06425
OG0003847	NEMVE23780	AMPFI_22971
OG0003848	NEMVE01752	AMPFI_17686
OG0003848	NEMVE03237	AMPFI_23978
OG0003850	NEMVE14788	AMPFI_10267
OG0003851	NEMVE13091	AMPFI_11201, AMPFI_00905, AMPFI_11200, AMPFI_16652
OG0003852	NEMVE07134	AMPFI_10208
OG0003853	NEMVE09522	AMPFI_21676
OG0003854	NEMVE18328	AMPFI_03224
OG0003855	NEMVE01478	AMPFI_13948, AMPFI_20260
OG0003856	NEMVE15583	AMPFI_02809
OG0003857	NEMVE20217, NEMVE25998	AMPFI_07120
OG0003858	NEMVE07192	AMPFI_25088, AMPFI_00370
OG0003861	NEMVE05952	AMPFI_02803
OG0003862	NEMVE06342	AMPFI_24710
OG0003863	NEMVE15299	AMPFI_16528
OG0003864	NEMVE12479, NEMVE05255	AMPFI_13775
OG0003865	NEMVE08854	AMPFI_11940
OG0003866	NEMVE14786	AMPFI_14452
OG0003867	NEMVE14855	AMPFI_17746
OG0003868	NEMVE23932	AMPFI_11838
OG0003869	NEMVE25452	AMPFI_17164
OG0003870	NEMVE09270	AMPFI_05899
OG0003871	NEMVE02634	AMPFI_16112, AMPFI_10551
OG0003871	NEMVE00146	AMPFI_09651
OG0003872	NEMVE06420	AMPFI_14866
OG0003873	NEMVE07141	AMPFI_09750
OG0003874	NEMVE23530	AMPFI_14478
OG0003875	NEMVE04885	AMPFI_06901
OG0003876	NEMVE06222, NEMVE12361	AMPFI_22260
OG0003877	NEMVE20725, NEMVE07878	AMPFI_15725, AMPFI_00796
OG0003878	NEMVE17672	AMPFI_12599
OG0003879	NEMVE00015	AMPFI_02846, AMPFI_04216, AMPFI_06329
OG0003880	NEMVE18635, NEMVE21199	AMPFI_08957
OG0003881	NEMVE21229, NEMVE25591	AMPFI_15319, AMPFI_15320
OG0003883	NEMVE24051	AMPFI_12967
OG0003884	NEMVE04622	AMPFI_11418
OG0003885	NEMVE07560	AMPFI_12606
OG0003886	NEMVE07112	AMPFI_05835
OG0003887	NEMVE13010	AMPFI_10957
OG0003888	NEMVE07601	AMPFI_01567
OG0003890	NEMVE01588	AMPFI_14577
OG0003892	NEMVE22031, NEMVE14752	AMPFI_11859, AMPFI_18544
OG0003893	NEMVE17393	AMPFI_02785
OG0003893	NEMVE17391	AMPFI_15310
OG0003894	NEMVE13262	AMPFI_18671
OG0003896	NEMVE05289	AMPFI_07056
OG0003898	NEMVE00029, NEMVE20445	AMPFI_09375
OG0003899	NEMVE25516	AMPFI_00789
OG0003900	NEMVE17139	AMPFI_23235
OG0003903	NEMVE25716	AMPFI_19280
OG0003904	NEMVE13657	AMPFI_04520
OG0003905	NEMVE25933	AMPFI_11955
OG0003905	NEMVE01485, NEMVE19789, NEMVE20803	AMPFI_02600
OG0003906	NEMVE08844	AMPFI_11162
OG0003910	NEMVE11947, NEMVE14228	AMPFI_04464
OG0003911	NEMVE13548	AMPFI_08416
OG0003912	NEMVE23480	AMPFI_24373
OG0003913	NEMVE06219	AMPFI_21191
OG0003913	NEMVE06190	AMPFI_21520, AMPFI_15449
OG0003914	NEMVE23883	AMPFI_08353
OG0003915	NEMVE13987	AMPFI_10789
OG0003916	NEMVE04869	AMPFI_09047
OG0003917	NEMVE07359	AMPFI_16651
OG0003918	NEMVE15132	AMPFI_05529
OG0003919	NEMVE10991	AMPFI_15999
OG0003920	NEMVE13794	AMPFI_25048
OG0003921	NEMVE13546, NEMVE03026	AMPFI_13490
OG0003922	NEMVE11796	AMPFI_19502
OG0003923	NEMVE01001, NEMVE12285	AMPFI_15048, AMPFI_23190
OG0003925	NEMVE14404	AMPFI_08582
OG0003927	NEMVE14203, NEMVE11015, NEMVE11697	AMPFI_25825
OG0003930	NEMVE11142	AMPFI_07230
OG0003931	NEMVE05283	AMPFI_26056
OG0003932	NEMVE10145	AMPFI_10182
OG0003932	NEMVE17360	AMPFI_23012
OG0003933	NEMVE16001	AMPFI_24509
OG0003934	NEMVE10808	AMPFI_16560
OG0003936	NEMVE07930	AMPFI_09358
OG0003937	NEMVE18859	AMPFI_09658
OG0003938	NEMVE14790	AMPFI_22623
OG0003939	NEMVE25295, NEMVE20805, NEMVE20363	AMPFI_06063
OG0003940	NEMVE16875	AMPFI_19837
OG0003941	NEMVE08171	AMPFI_17393, AMPFI_15479
OG0003941	NEMVE17561	AMPFI_17021, AMPFI_17097
OG0003942	NEMVE22462	AMPFI_14927
OG0003944	NEMVE25693, NEMVE10205, NEMVE21561	AMPFI_07557
OG0003945	NEMVE14589	AMPFI_05796, AMPFI_08691
OG0003946	NEMVE09626	AMPFI_00888
OG0003947	NEMVE01496, NEMVE12187	AMPFI_23175
OG0003948	NEMVE19651	AMPFI_09703
OG0003949	NEMVE07570, NEMVE23133	AMPFI_12679
OG0003950	NEMVE04576	AMPFI_25875
OG0003951	NEMVE21774	AMPFI_11617
OG0003952	NEMVE24632	AMPFI_08594
OG0003954	NEMVE08288, NEMVE00930	AMPFI_06716
OG0003955	NEMVE06429	AMPFI_11128
OG0003956	NEMVE23428	AMPFI_23119, AMPFI_23118
OG0003957	NEMVE06353, NEMVE09576	AMPFI_14329, AMPFI_10061, AMPFI_08683
OG0003958	NEMVE15102	AMPFI_00232
OG0003959	NEMVE23777	AMPFI_04671
OG0003961	NEMVE15127	AMPFI_06314
OG0003962	NEMVE16096, NEMVE01907	AMPFI_16905
OG0003964	NEMVE15732	AMPFI_01234
OG0003965	NEMVE25502	AMPFI_04828
OG0003966	NEMVE13810	AMPFI_05727
OG0003967	NEMVE23105	AMPFI_05943, AMPFI_08131
OG0003968	NEMVE08572	AMPFI_06736
OG0003969	NEMVE07890	AMPFI_07721
OG0003970	NEMVE23326	AMPFI_07812
OG0003971	NEMVE22272	AMPFI_14528
OG0003972	NEMVE13775	AMPFI_15565
OG0003973	NEMVE14779	AMPFI_20438
OG0003974	NEMVE22748	AMPFI_21735
OG0003996	NEMVE18416, NEMVE18325	AMPFI_02858, AMPFI_08068, AMPFI_22067
OG0003997	NEMVE05978	AMPFI_23015, AMPFI_18866, AMPFI_13806, AMPFI_18937
OG0003998	NEMVE09141	AMPFI_02531
OG0003998	NEMVE00894	AMPFI_05249
OG0004002	NEMVE11741, NEMVE18518, NEMVE05646	AMPFI_02137
OG0004004	NEMVE06251	AMPFI_09791
OG0004005	NEMVE23848	AMPFI_05677
OG0004006	NEMVE20989, NEMVE11118	AMPFI_24746, AMPFI_00872
OG0004007	NEMVE13953	AMPFI_00209
OG0004009	NEMVE21729	AMPFI_12935
OG0004010	NEMVE14978, NEMVE12830	AMPFI_15924
OG0004011	NEMVE25743	AMPFI_07886
OG0004012	NEMVE12899, NEMVE22318	AMPFI_11587
OG0004013	NEMVE19412, NEMVE15825	AMPFI_01835
OG0004013	NEMVE18707, NEMVE20554	AMPFI_07165, AMPFI_07164, AMPFI_01740, AMPFI_25350, AMPFI_02077
OG0004015	NEMVE09359	AMPFI_12276
OG0004016	NEMVE08938	AMPFI_03659
OG0004016	NEMVE13204	AMPFI_07732
OG0004017	NEMVE14537	AMPFI_05329, AMPFI_16787
OG0004018	NEMVE17555	AMPFI_23571
OG0004019	NEMVE05373	AMPFI_04656, AMPFI_20503
OG0004020	NEMVE22667	AMPFI_05398
OG0004021	NEMVE03953, NEMVE00245, NEMVE06416	AMPFI_13532
OG0004022	NEMVE22354, NEMVE07265	AMPFI_19771
OG0004023	NEMVE10125	AMPFI_19933, AMPFI_24548
OG0004024	NEMVE24877	AMPFI_16537, AMPFI_25945
OG0004025	NEMVE14321	AMPFI_13676, AMPFI_23617
OG0004028	NEMVE00045, NEMVE01939	AMPFI_19763, AMPFI_10335
OG0004030	NEMVE09561	AMPFI_22173
OG0004031	NEMVE09520	AMPFI_05716
OG0004032	NEMVE11647, NEMVE08726	AMPFI_18750
OG0004033	NEMVE05049	AMPFI_03927
OG0004034	NEMVE13874, NEMVE06071	AMPFI_05228
OG0004035	NEMVE23476	AMPFI_24745
OG0004036	NEMVE22269	AMPFI_19780
OG0004037	NEMVE24489	AMPFI_03972
OG0004039	NEMVE05684	AMPFI_20896, AMPFI_13108
OG0004039	NEMVE15872	AMPFI_01095, AMPFI_04352
OG0004040	NEMVE11657	AMPFI_23302
OG0004042	NEMVE24907	AMPFI_16992
OG0004043	NEMVE25672	AMPFI_09709
OG0004044	NEMVE14670	AMPFI_00282
OG0004045	NEMVE22942	AMPFI_08610
OG0004046	NEMVE20796, NEMVE25121	AMPFI_09272
OG0004047	NEMVE14207	AMPFI_19469
OG0004048	NEMVE04894	AMPFI_12579
OG0004049	NEMVE18922, NEMVE10123, NEMVE15272, NEMVE05060	AMPFI_07284
OG0004050	NEMVE24654	AMPFI_00721
OG0004051	NEMVE16748	AMPFI_17845
OG0004052	NEMVE04588	AMPFI_05448
OG0004053	NEMVE19218	AMPFI_17533
OG0004055	NEMVE22198	AMPFI_10976
OG0004056	NEMVE12001, NEMVE17803	AMPFI_12573
OG0004057	NEMVE14174	AMPFI_09381
OG0004058	NEMVE06021	AMPFI_08684, AMPFI_02646
OG0004059	NEMVE10461	AMPFI_10187
OG0004060	NEMVE05949	AMPFI_14285
OG0004061	NEMVE09085	AMPFI_10286
OG0004063	NEMVE10277	AMPFI_25939
OG0004064	NEMVE23672	AMPFI_07536
OG0004065	NEMVE13633	AMPFI_19408
OG0004066	NEMVE18474	AMPFI_11470
OG0004068	NEMVE14104	AMPFI_18859
OG0004069	NEMVE10507	AMPFI_11248
OG0004069	NEMVE10503	AMPFI_09189
OG0004070	NEMVE00018, NEMVE22616	AMPFI_16812
OG0004071	NEMVE14977	AMPFI_07328
OG0004072	NEMVE15269	AMPFI_04941
OG0004074	NEMVE01933, NEMVE11914	AMPFI_16175
OG0004074	NEMVE21072	AMPFI_02501
OG0004075	NEMVE15118	AMPFI_22791
OG0004076	NEMVE11675, NEMVE01100	AMPFI_08732
OG0004078	NEMVE13560, NEMVE07028	AMPFI_16143
OG0004079	NEMVE25325	AMPFI_22149
OG0004080	NEMVE06984	AMPFI_07191
OG0004081	NEMVE22578	AMPFI_07325
OG0004082	NEMVE11384, NEMVE01381	AMPFI_08776
OG0004083	NEMVE14362	AMPFI_03305, AMPFI_21612, AMPFI_04296
OG0004084	NEMVE14693	AMPFI_15041
OG0004085	NEMVE14248, NEMVE19893, NEMVE17924	AMPFI_10044
OG0004086	NEMVE02965	AMPFI_24999
OG0004087	NEMVE04747	AMPFI_07453
OG0004088	NEMVE13678	AMPFI_17660, AMPFI_14733, AMPFI_18658
OG0004089	NEMVE22289, NEMVE23169	AMPFI_00735
OG0004090	NEMVE14306	AMPFI_22810
OG0004091	NEMVE00934	AMPFI_15165
OG0004092	NEMVE12115, NEMVE21794	AMPFI_06912
OG0004093	NEMVE00957	AMPFI_23222, AMPFI_17563
OG0004094	NEMVE25166	AMPFI_05712
OG0004096	NEMVE22332	AMPFI_17501
OG0004098	NEMVE05211, NEMVE00611	AMPFI_24260
OG0004098	NEMVE01526	AMPFI_25761, AMPFI_22663, AMPFI_04786
OG0004099	NEMVE08673	AMPFI_13965
OG0004100	NEMVE13287	AMPFI_19382
OG0004101	NEMVE23681	AMPFI_18949
OG0004102	NEMVE00016, NEMVE08375	AMPFI_15461
OG0004103	NEMVE23564	AMPFI_17250, AMPFI_04569
OG0004104	NEMVE24910, NEMVE24911, NEMVE18049	AMPFI_03708
OG0004105	NEMVE12111, NEMVE13481	AMPFI_00050
OG0004106	NEMVE15033	AMPFI_09128
OG0004107	NEMVE13823	AMPFI_09933
OG0004108	NEMVE11403	AMPFI_10746, AMPFI_11075
OG0004110	NEMVE22977	AMPFI_12307
OG0004111	NEMVE08919	AMPFI_07741
OG0004113	NEMVE02452	AMPFI_10578
OG0004114	NEMVE17396	AMPFI_07189
OG0004115	NEMVE00036, NEMVE17538	AMPFI_13715, AMPFI_12783
OG0004116	NEMVE02528, NEMVE25696	AMPFI_14003
