Orthogroup	NEMVE	SCHMD
OG0003676	NEMVE21802, NEMVE07553	SCHMD09933
OG0003678	NEMVE25356	SCHMD18909
OG0003679	NEMVE11368	SCHMD14973
OG0003682	NEMVE22975	SCHMD00097
OG0003682	NEMVE12062	SCHMD00098
OG0003683	NEMVE21208	SCHMD16793, SCHMD26976, SCHMD08792
OG0003684	NEMVE10124	SCHMD18035
OG0003685	NEMVE07449	SCHMD02813
OG0003687	NEMVE23894, NEMVE12128	SCHMD06543
OG0003690	NEMVE15068	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197
OG0003692	NEMVE20806, NEMVE11090	SCHMD07452
OG0003694	NEMVE22408	SCHMD01774
OG0003695	NEMVE01731	SCHMD02002
OG0003696	NEMVE11320	SCHMD10456, SCHMD19979
OG0003698	NEMVE22878	SCHMD04070, SCHMD04069
OG0003699	NEMVE16490	SCHMD25089, SCHMD23737
OG0003701	NEMVE05754	SCHMD15850
OG0003703	NEMVE24764	SCHMD03850
OG0003705	NEMVE23677	SCHMD16984
OG0003706	NEMVE16662	SCHMD03464, SCHMD03465
OG0003707	NEMVE04617	SCHMD01318, SCHMD20493, SCHMD10936
OG0003708	NEMVE12380	SCHMD13128
OG0003708	NEMVE07588	SCHMD13127
OG0003710	NEMVE22261	SCHMD01072
OG0003712	NEMVE13197	SCHMD07204, SCHMD01556
OG0003716	NEMVE21119	SCHMD17891, SCHMD16361
OG0003716	NEMVE13656	SCHMD16362
OG0003717	NEMVE06991	SCHMD02266
OG0003718	NEMVE22937	SCHMD19427, SCHMD27978
OG0003720	NEMVE09562	SCHMD18858
OG0003720	NEMVE13058	SCHMD23149, SCHMD11812
OG0003721	NEMVE13053, NEMVE10208, NEMVE18963	SCHMD06738
OG0003722	NEMVE01466, NEMVE20465	SCHMD13809
OG0003724	NEMVE13663, NEMVE17013, NEMVE22380	SCHMD11616
OG0003724	NEMVE03637	SCHMD11615
OG0003725	NEMVE14781	SCHMD27474, SCHMD20596
OG0003728	NEMVE23247	SCHMD02160
OG0003729	NEMVE25381	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	NEMVE15317, NEMVE13968	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639
OG0003731	NEMVE23012	SCHMD22514
OG0003732	NEMVE13725	SCHMD03758
OG0003732	NEMVE12470	SCHMD03759
OG0003734	NEMVE22526	SCHMD00609
OG0003735	NEMVE02733	SCHMD19484, SCHMD15630, SCHMD01358, SCHMD13365
OG0003736	NEMVE22403	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	NEMVE15745	SCHMD26875, SCHMD23789
OG0003739	NEMVE09958	SCHMD03999
OG0003740	NEMVE22455	SCHMD13948, SCHMD17686
OG0003741	NEMVE00260, NEMVE22579	SCHMD28597, SCHMD28496
OG0003742	NEMVE15271	SCHMD03803
OG0003743	NEMVE21709	SCHMD05330, SCHMD03268
OG0003744	NEMVE05864	SCHMD04258
OG0003746	NEMVE04748	SCHMD20571
OG0003747	NEMVE17516	SCHMD26083, SCHMD25818, SCHMD20059, SCHMD21127, SCHMD27381, SCHMD20061, SCHMD25018, SCHMD26084, SCHMD17880
OG0003749	NEMVE22325	SCHMD12963, SCHMD26791
OG0003750	NEMVE13166	SCHMD10740, SCHMD21692
OG0003751	NEMVE03634, NEMVE10234	SCHMD29178, SCHMD29232
OG0003753	NEMVE23093	SCHMD05736
OG0003755	NEMVE07225	SCHMD24630
OG0003756	NEMVE08256	SCHMD16272, SCHMD09193, SCHMD09560
OG0003757	NEMVE25101	SCHMD25168, SCHMD24254, SCHMD29239
OG0003758	NEMVE24097	SCHMD10568
OG0003759	NEMVE07147	SCHMD02168
OG0003763	NEMVE18331	SCHMD15410
OG0003764	NEMVE01625, NEMVE08664	SCHMD03437
OG0003766	NEMVE12147	SCHMD22112, SCHMD16522
OG0003767	NEMVE24136	SCHMD06286
OG0003770	NEMVE14300	SCHMD25951, SCHMD27241, SCHMD10013
OG0003770	NEMVE12978	SCHMD28417
OG0003771	NEMVE24800	SCHMD05134
OG0003775	NEMVE06322	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376
OG0003776	NEMVE25761	SCHMD01854
OG0003777	NEMVE13412	SCHMD09329, SCHMD03918
OG0003778	NEMVE22626	SCHMD06996
OG0003779	NEMVE22651	SCHMD15868, SCHMD25797
OG0003795	NEMVE20355, NEMVE20909, NEMVE06474	SCHMD22731
OG0003798	NEMVE14516	SCHMD13971, SCHMD04164
OG0003803	NEMVE24989	SCHMD27722, SCHMD27442
OG0003806	NEMVE14378	SCHMD21156
OG0003808	NEMVE11383	SCHMD27875, SCHMD11284
OG0003811	NEMVE12033, NEMVE10353	SCHMD22928, SCHMD13669
OG0003812	NEMVE18581	SCHMD04985
OG0003813	NEMVE22400	SCHMD01244
OG0003815	NEMVE13162	SCHMD27290
OG0003815	NEMVE23225	SCHMD22661, SCHMD08730, SCHMD26116
OG0003817	NEMVE12881, NEMVE22126	SCHMD04758
OG0003818	NEMVE20836, NEMVE05581	SCHMD10822, SCHMD17278
OG0003821	NEMVE22804	SCHMD10138
OG0003825	NEMVE06848	SCHMD05990
OG0003826	NEMVE24498, NEMVE21062	SCHMD18514
OG0003828	NEMVE13970	SCHMD01189, SCHMD27415
OG0003831	NEMVE24194	SCHMD17115
OG0003833	NEMVE22798	SCHMD28965
OG0003834	NEMVE25157	SCHMD01451
OG0003837	NEMVE15152	SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	NEMVE07828	SCHMD05207
OG0003839	NEMVE09947	SCHMD05702, SCHMD10139
OG0003840	NEMVE14763, NEMVE17541	SCHMD12844, SCHMD26426
OG0003841	NEMVE13973	SCHMD14946
OG0003843	NEMVE14695	SCHMD16158, SCHMD03988, SCHMD16160
OG0003844	NEMVE24944	SCHMD09963
OG0003845	NEMVE01473	SCHMD00835
OG0003846	NEMVE07025	SCHMD06517
OG0003850	NEMVE14788	SCHMD24952, SCHMD16801
OG0003851	NEMVE13091	SCHMD05218
OG0003852	NEMVE07134	SCHMD08202, SCHMD13486
OG0003853	NEMVE09522	SCHMD14514, SCHMD07343
OG0003855	NEMVE01478	SCHMD17554, SCHMD17555, SCHMD17767
OG0003856	NEMVE15583	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003857	NEMVE20217, NEMVE25998, NEMVE20326	SCHMD05301
OG0003858	NEMVE12146, NEMVE03523	SCHMD28559
OG0003858	NEMVE21504	SCHMD03749, SCHMD17127
OG0003860	NEMVE07587	SCHMD09480, SCHMD27052, SCHMD27051
OG0003862	NEMVE06342	SCHMD17392
OG0003863	NEMVE15299	SCHMD02612
OG0003865	NEMVE08854	SCHMD10111
OG0003866	NEMVE14786	SCHMD07937, SCHMD00211
OG0003868	NEMVE23932	SCHMD15677
OG0003869	NEMVE25452	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003871	NEMVE02634	SCHMD01262
OG0003871	NEMVE00146	SCHMD01263
OG0003872	NEMVE06420	SCHMD13742, SCHMD13511
OG0003875	NEMVE04885	SCHMD07244, SCHMD00813, SCHMD07245, SCHMD07243
OG0003876	NEMVE06222, NEMVE12361	SCHMD06770
OG0003877	NEMVE20725, NEMVE07878	SCHMD08239
OG0003878	NEMVE17672	SCHMD04321
OG0003879	NEMVE00015	SCHMD21707, SCHMD18365, SCHMD18366
OG0003881	NEMVE21229, NEMVE25591	SCHMD06054, SCHMD03369
OG0003882	NEMVE25838	SCHMD13622
OG0003883	NEMVE24051	SCHMD24582
OG0003884	NEMVE04622	SCHMD04417
OG0003885	NEMVE07560	SCHMD09959
OG0003886	NEMVE07112	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	NEMVE13010	SCHMD20058, SCHMD18207
OG0003888	NEMVE07601	SCHMD05192
OG0003889	NEMVE16733, NEMVE20739, NEMVE16732, NEMVE16731, NEMVE23991	SCHMD21799
OG0003892	NEMVE22031, NEMVE14752	SCHMD07588
OG0003894	NEMVE13262	SCHMD11863
OG0003896	NEMVE05289	SCHMD28716
OG0003897	NEMVE01514	SCHMD20071
OG0003903	NEMVE22012	SCHMD29162
OG0003904	NEMVE13657	SCHMD00688
OG0003905	NEMVE01485, NEMVE19789, NEMVE20803	SCHMD06967, SCHMD06965
OG0003906	NEMVE08844	SCHMD03168
OG0003908	NEMVE15062	SCHMD10777, SCHMD26725
OG0003908	NEMVE13469	SCHMD03608
OG0003909	NEMVE12977	SCHMD13155, SCHMD19547, SCHMD15096
OG0003910	NEMVE11947, NEMVE14228	SCHMD16210, SCHMD14670
OG0003911	NEMVE13548	SCHMD20892
OG0003912	NEMVE23480	SCHMD04955
OG0003913	NEMVE06190	SCHMD23758
OG0003914	NEMVE23883, NEMVE12983, NEMVE11785	SCHMD00070
OG0003916	NEMVE04869	SCHMD05573
OG0003917	NEMVE07359	SCHMD02873
OG0003918	NEMVE15132	SCHMD00222
OG0003919	NEMVE10991	SCHMD24561
OG0003920	NEMVE13794	SCHMD03027
OG0003921	NEMVE13546, NEMVE03026	SCHMD06689
OG0003923	NEMVE01001, NEMVE12285	SCHMD25596, SCHMD09715
OG0003925	NEMVE14404	SCHMD25912, SCHMD09602
OG0003926	NEMVE18036	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606
OG0003928	NEMVE10671	SCHMD11506
OG0003928	NEMVE09613	SCHMD06431
OG0003929	NEMVE15034	SCHMD28887
OG0003930	NEMVE11142	SCHMD03275
OG0003931	NEMVE05283	SCHMD03615
OG0003933	NEMVE16001	SCHMD23983
OG0003934	NEMVE10808	SCHMD00793
OG0003936	NEMVE07930, NEMVE19837	SCHMD01877
OG0003938	NEMVE14790	SCHMD19197
OG0003939	NEMVE25295, NEMVE20805, NEMVE20363	SCHMD05579
OG0003940	NEMVE16875	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407
OG0003941	NEMVE08171	SCHMD07685
OG0003944	NEMVE25693, NEMVE10205, NEMVE21561	SCHMD10666
OG0003945	NEMVE14589	SCHMD04737
OG0003946	NEMVE09626	SCHMD19360, SCHMD00465
OG0003947	NEMVE01496, NEMVE12187	SCHMD06484
OG0003949	NEMVE11025	SCHMD24366, SCHMD04246
OG0003950	NEMVE04576	SCHMD13868, SCHMD23437, SCHMD13869
OG0003951	NEMVE21774	SCHMD04397
OG0003954	NEMVE08288, NEMVE00930	SCHMD06088
OG0003955	NEMVE06429	SCHMD06589
OG0003956	NEMVE23428	SCHMD07488
OG0003958	NEMVE15102	SCHMD13631, SCHMD28091
OG0003961	NEMVE15127	SCHMD04675
OG0003965	NEMVE25502	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031
OG0003968	NEMVE08572	SCHMD20971, SCHMD24367
OG0003969	NEMVE07890	SCHMD08592
OG0003970	NEMVE23326	SCHMD00447, SCHMD26048, SCHMD24404, SCHMD05455
OG0003972	NEMVE13775	SCHMD13668
OG0003972	NEMVE12907	SCHMD28881
OG0003973	NEMVE14779	SCHMD06454
OG0003998	NEMVE09129, NEMVE09141, NEMVE00894	SCHMD17536, SCHMD17537
OG0004002	NEMVE05646	SCHMD02849
OG0004004	NEMVE06251	SCHMD03887, SCHMD03888
OG0004007	NEMVE02737	SCHMD15511
OG0004007	NEMVE13953	SCHMD27653
OG0004009	NEMVE21729	SCHMD12539
OG0004010	NEMVE14978, NEMVE12830	SCHMD11857
OG0004012	NEMVE12899, NEMVE22318	SCHMD08012, SCHMD16333
OG0004014	NEMVE18256	SCHMD17730, SCHMD16988, SCHMD25573
OG0004015	NEMVE09359	SCHMD06396
OG0004016	NEMVE08938	SCHMD26981
OG0004017	NEMVE16055	SCHMD03403
OG0004017	NEMVE14537	SCHMD27630
OG0004018	NEMVE17555	SCHMD09657
OG0004020	NEMVE22667	SCHMD29535, SCHMD26610
OG0004021	NEMVE03953, NEMVE00245, NEMVE06416	SCHMD12686
OG0004023	NEMVE10125	SCHMD07791
OG0004025	NEMVE14321	SCHMD25773
OG0004028	NEMVE00045, NEMVE01939	SCHMD03770
OG0004030	NEMVE09561	SCHMD13881, SCHMD13880, SCHMD26900
OG0004032	NEMVE11647, NEMVE08726	SCHMD08571
OG0004033	NEMVE05049	SCHMD06585
OG0004035	NEMVE23476	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004036	NEMVE22269	SCHMD07559, SCHMD09846
OG0004037	NEMVE24489	SCHMD06653
OG0004038	NEMVE25168	SCHMD08999, SCHMD03883
OG0004039	NEMVE15872	SCHMD22311
OG0004040	NEMVE11657	SCHMD09208
OG0004040	NEMVE01924	SCHMD09213, SCHMD09209, SCHMD09210, SCHMD09211
OG0004041	NEMVE07183	SCHMD29278, SCHMD13539, SCHMD13540
OG0004042	NEMVE24907	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004043	NEMVE25672	SCHMD00046
OG0004044	NEMVE14670	SCHMD16907
OG0004047	NEMVE14207	SCHMD07813
OG0004048	NEMVE04894	SCHMD05765
OG0004051	NEMVE12658, NEMVE16748	SCHMD05269, SCHMD18831
OG0004052	NEMVE04588	SCHMD01378
OG0004053	NEMVE10589, NEMVE19218	SCHMD09663
OG0004056	NEMVE12001, NEMVE17803	SCHMD06405
OG0004057	NEMVE17724	SCHMD13647, SCHMD03141, SCHMD13648, SCHMD03142
OG0004059	NEMVE02059, NEMVE10461	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004060	NEMVE05949	SCHMD16682, SCHMD21120, SCHMD16351
OG0004063	NEMVE10277	SCHMD09601
OG0004064	NEMVE23672	SCHMD03370
OG0004065	NEMVE13633	SCHMD04935
OG0004066	NEMVE18474	SCHMD01420
OG0004068	NEMVE14104	SCHMD04738
OG0004069	NEMVE10507	SCHMD07928
OG0004071	NEMVE14977	SCHMD06667
OG0004072	NEMVE15269	SCHMD07982
OG0004076	NEMVE11675, NEMVE01100	SCHMD19802
OG0004078	NEMVE07028	SCHMD08036
OG0004079	NEMVE25325	SCHMD22313, SCHMD19146
OG0004080	NEMVE06984	SCHMD18517
OG0004081	NEMVE22578	SCHMD03804
OG0004083	NEMVE14362	SCHMD05538
OG0004084	NEMVE14693	SCHMD13360
OG0004085	NEMVE14248, NEMVE19893, NEMVE17924	SCHMD20233
OG0004087	NEMVE04747	SCHMD13153, SCHMD13154
OG0004090	NEMVE14306	SCHMD19142
OG0004091	NEMVE14085, NEMVE18417, NEMVE16497, NEMVE21080	SCHMD10376, SCHMD19027
OG0004091	NEMVE00934	SCHMD20986, SCHMD10374
OG0004092	NEMVE12115, NEMVE21794	SCHMD01973
OG0004094	NEMVE25166	SCHMD10011
OG0004096	NEMVE22332	SCHMD01632
OG0004099	NEMVE08673	SCHMD07433
OG0004100	NEMVE13287	SCHMD16101, SCHMD17395, SCHMD01145
OG0004101	NEMVE23681	SCHMD01669
OG0004102	NEMVE00016, NEMVE08375	SCHMD16352
OG0004103	NEMVE23564	SCHMD06708, SCHMD03618
OG0004105	NEMVE12111, NEMVE13481	SCHMD08794, SCHMD16310
OG0004106	NEMVE15033	SCHMD07276, SCHMD19640
OG0004107	NEMVE13823	SCHMD01035, SCHMD18686, SCHMD18424, SCHMD04486
OG0004108	NEMVE11403	SCHMD06834
OG0004110	NEMVE08007, NEMVE20745, NEMVE22977	SCHMD03573
OG0004113	NEMVE02452	SCHMD09954, SCHMD11157
OG0004114	NEMVE17396	SCHMD11428
OG0004115	NEMVE00036, NEMVE17538	SCHMD08639
OG0004116	NEMVE02528, NEMVE25696	SCHMD22991, SCHMD19169
OG0004119	NEMVE22499, NEMVE11571, NEMVE11572	SCHMD24339, SCHMD11856
OG0004120	NEMVE24901	SCHMD02931
OG0004121	NEMVE13634	SCHMD00644
OG0004122	NEMVE25053	SCHMD09920
OG0004123	NEMVE17411, NEMVE17410	SCHMD24840
OG0004124	NEMVE07304	SCHMD09788
OG0004125	NEMVE13816	SCHMD03017
OG0004126	NEMVE08221, NEMVE20754	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126
OG0004127	NEMVE18642	SCHMD14115
OG0004128	NEMVE13713	SCHMD29366
OG0004130	NEMVE14705	SCHMD26247, SCHMD12578, SCHMD28132
OG0004133	NEMVE13985, NEMVE12851	SCHMD08788
OG0004134	NEMVE14887	SCHMD16097, SCHMD17401, SCHMD19480, SCHMD29149, SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962
OG0004136	NEMVE14508	SCHMD21074, SCHMD14863
OG0004138	NEMVE10542	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252
OG0004138	NEMVE19196	SCHMD19285
OG0004138	NEMVE00024	SCHMD22519, SCHMD21342
OG0004140	NEMVE05908	SCHMD01399
OG0004142	NEMVE13449	SCHMD08558
OG0004145	NEMVE09487	SCHMD20449, SCHMD23522, SCHMD01552
OG0004146	NEMVE12709	SCHMD20063, SCHMD25218
OG0004147	NEMVE22674	SCHMD09010
OG0004148	NEMVE19504	SCHMD06808
OG0004150	NEMVE13741	SCHMD13649
OG0004151	NEMVE14229	SCHMD05147, SCHMD20113
OG0004153	NEMVE00083	SCHMD07819, SCHMD03631
OG0004154	NEMVE05816	SCHMD06235
OG0004157	NEMVE16426	SCHMD05878
OG0004158	NEMVE13617	SCHMD07419
OG0004161	NEMVE22412	SCHMD08136
OG0004161	NEMVE12531	SCHMD05441
OG0004164	NEMVE22345, NEMVE25928	SCHMD24669, SCHMD09145
OG0004166	NEMVE11924, NEMVE21562	SCHMD28458
OG0004166	NEMVE14358	SCHMD16044
OG0004167	NEMVE10378	SCHMD10205
OG0004168	NEMVE14660	SCHMD09579
OG0004169	NEMVE09703	SCHMD20780
OG0004171	NEMVE13975, NEMVE07139	SCHMD02047, SCHMD02605, SCHMD02048
OG0004176	NEMVE13135	SCHMD15010, SCHMD14784, SCHMD00585
OG0004178	NEMVE24562	SCHMD09644, SCHMD15102
OG0004179	NEMVE13848	SCHMD00790
OG0004181	NEMVE18763	SCHMD09842
OG0004184	NEMVE21069	SCHMD23226, SCHMD21910
OG0004186	NEMVE14257, NEMVE25645	SCHMD22129
OG0004188	NEMVE15828	SCHMD11027
OG0004190	NEMVE24804	SCHMD02151, SCHMD21121, SCHMD26044, SCHMD02152, SCHMD02153
OG0004198	NEMVE22383	SCHMD18242
OG0004215	NEMVE23791	SCHMD23456, SCHMD09930
OG0004216	NEMVE12581, NEMVE11628	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045
OG0004217	NEMVE07703	SCHMD15443
OG0004218	NEMVE21685	SCHMD25832, SCHMD17732, SCHMD16990
OG0004219	NEMVE22540, NEMVE20986	SCHMD02021
OG0004220	NEMVE14904	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816
OG0004222	NEMVE22431	SCHMD02604
OG0004223	NEMVE14495	SCHMD04451
OG0004227	NEMVE13579	SCHMD11794, SCHMD14206
OG0004228	NEMVE14091	SCHMD15455, SCHMD22945
OG0004229	NEMVE10839	SCHMD20367, SCHMD19492
OG0004230	NEMVE20221, NEMVE15013	SCHMD12329, SCHMD13516
OG0004231	NEMVE25640, NEMVE19289	SCHMD18343, SCHMD20951
OG0004232	NEMVE05374	SCHMD02245
OG0004233	NEMVE05082	SCHMD23521
OG0004235	NEMVE17389	SCHMD00900
OG0004236	NEMVE01769, NEMVE21449	SCHMD13419, SCHMD19318
OG0004239	NEMVE09798	SCHMD04162
OG0004241	NEMVE17443	SCHMD20634, SCHMD15365
OG0004243	NEMVE13950	SCHMD02807, SCHMD02806
OG0004244	NEMVE21955	SCHMD04165
OG0004246	NEMVE13565	SCHMD25240, SCHMD27704
OG0004247	NEMVE00266, NEMVE19464	SCHMD10596
OG0004249	NEMVE07696	SCHMD22417, SCHMD22418, SCHMD16976
OG0004250	NEMVE05051	SCHMD12623
OG0004251	NEMVE19617, NEMVE25778	SCHMD08633
OG0004252	NEMVE15040	SCHMD02811
OG0004253	NEMVE06410	SCHMD09205
OG0004254	NEMVE02453	SCHMD07480
OG0004255	NEMVE24360	SCHMD00865
OG0004257	NEMVE24614	SCHMD08129
OG0004258	NEMVE23518	SCHMD13120, SCHMD23840, SCHMD13122, SCHMD13121
OG0004259	NEMVE22430	SCHMD18232
OG0004260	NEMVE15889, NEMVE21330	SCHMD23376
OG0004261	NEMVE20799, NEMVE22436	SCHMD16623
OG0004262	NEMVE04762	SCHMD16537
OG0004263	NEMVE05868	SCHMD09819, SCHMD22299, SCHMD18530, SCHMD18529
OG0004265	NEMVE06493	SCHMD14398
OG0004267	NEMVE06676	SCHMD14468
OG0004268	NEMVE09145	SCHMD24258, SCHMD19847
OG0004269	NEMVE11660	SCHMD06048
OG0004270	NEMVE05372	SCHMD06231
OG0004273	NEMVE01963	SCHMD15470
OG0004276	NEMVE18577	SCHMD07052, SCHMD07053, SCHMD07051
OG0004278	NEMVE11125	SCHMD07808
OG0004279	NEMVE18790	SCHMD09109
OG0004280	NEMVE06242	SCHMD24977
OG0004281	NEMVE02375	SCHMD15072
OG0004282	NEMVE15059	SCHMD15574, SCHMD20334
OG0004285	NEMVE17912	SCHMD08317, SCHMD00052
OG0004287	NEMVE10700	SCHMD02791
OG0004288	NEMVE18710	SCHMD04750
OG0004289	NEMVE18867	SCHMD10655
OG0004291	NEMVE06141	SCHMD11768, SCHMD11769
OG0004292	NEMVE11084	SCHMD02072
OG0004295	NEMVE08615	SCHMD05170, SCHMD05171, SCHMD05169
OG0004296	NEMVE21716	SCHMD13298
OG0004297	NEMVE05511	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236
OG0004299	NEMVE07833	SCHMD15087, SCHMD15086
OG0004301	NEMVE15665	SCHMD11559, SCHMD11558, SCHMD21370
OG0004302	NEMVE13868	SCHMD10637, SCHMD22462
OG0004303	NEMVE14939, NEMVE00925	SCHMD17944, SCHMD18972
OG0004304	NEMVE02041	SCHMD17338
OG0004306	NEMVE02836	SCHMD09232
OG0004307	NEMVE14393	SCHMD20615
OG0004308	NEMVE20752	SCHMD08570
OG0004309	NEMVE21890	SCHMD11977, SCHMD17117
OG0004310	NEMVE21788	SCHMD15088
OG0004312	NEMVE14123	SCHMD10505
OG0004316	NEMVE13067	SCHMD07217
OG0004317	NEMVE21704, NEMVE16794	SCHMD03544
OG0004318	NEMVE17782, NEMVE25004	SCHMD07901, SCHMD07898, SCHMD07899, SCHMD07900
OG0004321	NEMVE19590	SCHMD00773, SCHMD22413
OG0004322	NEMVE08718, NEMVE05406	SCHMD06269, SCHMD13954
OG0004324	NEMVE07951	SCHMD07700
OG0004327	NEMVE10956	SCHMD11268
OG0004328	NEMVE25033	SCHMD18966, SCHMD09751
OG0004329	NEMVE14876	SCHMD17260, SCHMD20883, SCHMD17062, SCHMD18927, SCHMD04963
OG0004330	NEMVE01493	SCHMD03763
OG0004331	NEMVE22843, NEMVE02042	SCHMD28298, SCHMD09132
OG0004332	NEMVE14173	SCHMD00454
OG0004334	NEMVE13239	SCHMD10101
OG0004335	NEMVE03938	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277
OG0004338	NEMVE13087	SCHMD11859, SCHMD21650, SCHMD20028
OG0004341	NEMVE05259	SCHMD09660, SCHMD01095
OG0004343	NEMVE15399	SCHMD15843, SCHMD14248
OG0004344	NEMVE02635	SCHMD12044
OG0004347	NEMVE25932	SCHMD25637, SCHMD11463
OG0004348	NEMVE25252	SCHMD00729
OG0004350	NEMVE13828	SCHMD16920, SCHMD07665
OG0004351	NEMVE00918	SCHMD12829
OG0004352	NEMVE24736	SCHMD11224
OG0004353	NEMVE13665	SCHMD21824, SCHMD16507
OG0004354	NEMVE20729, NEMVE09507	SCHMD15589
OG0004355	NEMVE00030, NEMVE10196	SCHMD12078, SCHMD12076
OG0004356	NEMVE00913	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886
OG0004358	NEMVE08331	SCHMD26102, SCHMD07557
OG0004359	NEMVE11194, NEMVE05627	SCHMD05503
OG0004360	NEMVE21274, NEMVE08954	SCHMD05210
OG0004362	NEMVE06585	SCHMD14598, SCHMD12685
OG0004364	NEMVE20700, NEMVE22420, NEMVE15837	SCHMD10178, SCHMD08238, SCHMD20097
OG0004365	NEMVE13126	SCHMD14299
OG0004367	NEMVE25724, NEMVE16633	SCHMD09384
OG0004368	NEMVE24990	SCHMD06787, SCHMD28933
OG0004369	NEMVE10451	SCHMD13900
OG0004370	NEMVE13399, NEMVE21469	SCHMD05486
OG0004373	NEMVE14057, NEMVE19923	SCHMD15692
OG0004374	NEMVE23199, NEMVE20953	SCHMD08647
OG0004376	NEMVE09342	SCHMD24005, SCHMD12717
OG0004377	NEMVE23502	SCHMD00654, SCHMD00288, SCHMD05243, SCHMD00656, SCHMD00289
OG0004378	NEMVE08774	SCHMD13186, SCHMD15248
OG0004379	NEMVE13525	SCHMD09241
OG0004380	NEMVE13704	SCHMD09830
OG0004381	NEMVE20297	SCHMD03449, SCHMD12586, SCHMD17726, SCHMD12588, SCHMD03448, SCHMD12587, SCHMD17725, SCHMD03446, SCHMD03447
OG0004382	NEMVE12708	SCHMD20602, SCHMD02352
OG0004389	NEMVE25116	SCHMD12486
OG0004390	NEMVE18831	SCHMD22900
OG0004392	NEMVE06757	SCHMD01600
OG0004393	NEMVE03424	SCHMD23967, SCHMD19706
OG0004394	NEMVE13031	SCHMD15506
OG0004395	NEMVE01603, NEMVE20434	SCHMD13387, SCHMD13388
OG0004396	NEMVE14513	SCHMD06052
OG0004398	NEMVE08807	SCHMD28590, SCHMD27345, SCHMD13804
OG0004399	NEMVE06137	SCHMD04230
OG0004401	NEMVE15063	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157
OG0004403	NEMVE13305	SCHMD15173, SCHMD28843
OG0004404	NEMVE14747	SCHMD02644, SCHMD04995
OG0004405	NEMVE21826	SCHMD05548, SCHMD03220
OG0004407	NEMVE01541	SCHMD00293
OG0004408	NEMVE12839	SCHMD17516
OG0004409	NEMVE24584	SCHMD04463
OG0004410	NEMVE11768	SCHMD13553, SCHMD15983
OG0004415	NEMVE22453	SCHMD23101, SCHMD14463
OG0004417	NEMVE05869	SCHMD11303
OG0004418	NEMVE17982	SCHMD18151, SCHMD12683
OG0004420	NEMVE10078	SCHMD21338, SCHMD16051, SCHMD25182
OG0004423	NEMVE08914	SCHMD06625, SCHMD29397
OG0004424	NEMVE02966	SCHMD16178, SCHMD07772
OG0004425	NEMVE23884	SCHMD11792, SCHMD05073, SCHMD12434
OG0004426	NEMVE14125	SCHMD14134, SCHMD13488
OG0004427	NEMVE09281	SCHMD23421, SCHMD22702, SCHMD16585
OG0004457	NEMVE19273	SCHMD21666
OG0004459	NEMVE07035	SCHMD11611
OG0004460	NEMVE18796	SCHMD02836
OG0004462	NEMVE13727	SCHMD02862, SCHMD02861, SCHMD02863
OG0004463	NEMVE14756	SCHMD05430, SCHMD15650, SCHMD15795, SCHMD15649, SCHMD27866
OG0004465	NEMVE21926	SCHMD05636
OG0004467	NEMVE02056	SCHMD25583
OG0004472	NEMVE00917	SCHMD10150
OG0004472	NEMVE12825	SCHMD11890
OG0004474	NEMVE07662	SCHMD16777
OG0004479	NEMVE01055	SCHMD18395, SCHMD16681, SCHMD28653
OG0004480	NEMVE06187, NEMVE17593, NEMVE09013, NEMVE06226, NEMVE06205, NEMVE05612, NEMVE00383, NEMVE10236, NEMVE16756	SCHMD08179
OG0004484	NEMVE13818	SCHMD05719, SCHMD12798
OG0004486	NEMVE14675	SCHMD01167
