Orthogroup	NEMVE	CAPO3
OG0003932	NEMVE10145, NEMVE17360	CAPO300048, CAPO300047
OG0003934	NEMVE10808	CAPO301204
OG0003936	NEMVE07930, NEMVE19837	CAPO302163
OG0003938	NEMVE14790	CAPO305166
OG0003939	NEMVE25295, NEMVE20805, NEMVE20363	CAPO303853
OG0003942	NEMVE22462	CAPO300632
OG0003944	NEMVE25693, NEMVE10205, NEMVE21561	CAPO300493
OG0003945	NEMVE14589	CAPO300812
OG0003946	NEMVE09626	CAPO303843
OG0003947	NEMVE01496, NEMVE12187	CAPO306325
OG0003950	NEMVE04576	CAPO307097
OG0003954	NEMVE08288, NEMVE00930	CAPO304758
OG0003955	NEMVE06429	CAPO304097
OG0003959	NEMVE23777	CAPO304028
OG0003961	NEMVE15127	CAPO303890
OG0003965	NEMVE25502	CAPO302867
OG0003966	NEMVE13810	CAPO301181
OG0003969	NEMVE07890	CAPO304197
OG0003971	NEMVE22272	CAPO301852
OG0003972	NEMVE13775	CAPO308018
OG0003972	NEMVE12907	CAPO305200
OG0003973	NEMVE14779	CAPO307513
OG0003998	NEMVE09129, NEMVE09141, NEMVE00894	CAPO305634
OG0003999	NEMVE21965	CAPO306327
OG0004002	NEMVE11741, NEMVE18518, NEMVE05646	CAPO305544
OG0004005	NEMVE23848	CAPO302213
OG0004007	NEMVE02737	CAPO308280
OG0004007	NEMVE13953	CAPO307105
OG0004009	NEMVE21729	CAPO305072
OG0004010	NEMVE14978, NEMVE12830	CAPO303524
OG0004012	NEMVE12899, NEMVE22318	CAPO308011
OG0004014	NEMVE25034, NEMVE18256	CAPO303473
OG0004015	NEMVE09359	CAPO305112
OG0004016	NEMVE08938, NEMVE13204	CAPO303609
OG0004017	NEMVE14537	CAPO308124
OG0004023	NEMVE10125	CAPO307204
OG0004031	NEMVE09520	CAPO306218
OG0004032	NEMVE11647, NEMVE08726	CAPO300291
OG0004033	NEMVE05049	CAPO304862
OG0004035	NEMVE23476	CAPO301995
OG0004037	NEMVE24489	CAPO306482
OG0004038	NEMVE25168	CAPO307927
OG0004041	NEMVE07183	CAPO306646
OG0004042	NEMVE24907	CAPO302696
OG0004044	NEMVE14670	CAPO300275
OG0004047	NEMVE14207	CAPO304083
OG0004048	NEMVE04894	CAPO304654
OG0004050	NEMVE24654	CAPO308116
OG0004053	NEMVE10589, NEMVE19218	CAPO301919
OG0004056	NEMVE12001, NEMVE17803	CAPO306031
OG0004057	NEMVE17724	CAPO300969, CAPO301492
OG0004058	NEMVE06021	CAPO301904
OG0004059	NEMVE02059, NEMVE10461	CAPO301877
OG0004063	NEMVE10277	CAPO300628
OG0004064	NEMVE23672	CAPO304453
OG0004065	NEMVE13633	CAPO304029
OG0004068	NEMVE14104	CAPO301030
OG0004069	NEMVE10507, NEMVE10503	CAPO307785
OG0004070	NEMVE00018, NEMVE22616	CAPO302894
OG0004071	NEMVE14977	CAPO306388
OG0004072	NEMVE15269	CAPO305194
OG0004075	NEMVE15118	CAPO308024
OG0004076	NEMVE11675, NEMVE01100	CAPO307967
OG0004079	NEMVE25325	CAPO300687
OG0004080	NEMVE06984	CAPO305236
OG0004081	NEMVE22578	CAPO301069
OG0004082	NEMVE11384, NEMVE01381	CAPO305460
OG0004083	NEMVE14362	CAPO304047
OG0004084	NEMVE14693	CAPO300193
OG0004085	NEMVE14248, NEMVE19893, NEMVE17924	CAPO307782
OG0004090	NEMVE14306	CAPO304280
OG0004091	NEMVE14085, NEMVE18417, NEMVE16497, NEMVE21080, NEMVE00934	CAPO307795
OG0004092	NEMVE12115, NEMVE21794	CAPO301516
OG0004093	NEMVE00957	CAPO303612
OG0004094	NEMVE25166	CAPO306112
OG0004095	NEMVE15313	CAPO302216
OG0004096	NEMVE22332	CAPO306070
OG0004097	NEMVE14807, NEMVE22196	CAPO300790
OG0004099	NEMVE08673	CAPO306437
OG0004100	NEMVE13287	CAPO306356
OG0004101	NEMVE23681	CAPO303749, CAPO302702
OG0004103	NEMVE23564	CAPO306700
OG0004104	NEMVE24910, NEMVE24911, NEMVE18049	CAPO303684
OG0004105	NEMVE12111, NEMVE13481	CAPO308098
OG0004106	NEMVE15033	CAPO303386
OG0004108	NEMVE11403	CAPO307282
OG0004110	NEMVE08007, NEMVE20745, NEMVE22977	CAPO300855
OG0004113	NEMVE19649, NEMVE02452	CAPO305835
OG0004114	NEMVE17396	CAPO301854
OG0004115	NEMVE00036, NEMVE17538	CAPO306386
OG0004116	NEMVE02528, NEMVE25696	CAPO303186
OG0004118	NEMVE13160	CAPO306139
OG0004119	NEMVE22499, NEMVE11571, NEMVE11572	CAPO303741
OG0004120	NEMVE24901	CAPO303757
OG0004123	NEMVE17411, NEMVE17410	CAPO304624
OG0004124	NEMVE07304	CAPO302738
OG0004125	NEMVE13816	CAPO304359
OG0004127	NEMVE18642	CAPO306895
OG0004130	NEMVE14705	CAPO307075
OG0004131	NEMVE05458	CAPO301925
OG0004133	NEMVE13985, NEMVE12851	CAPO305598
OG0004134	NEMVE14887	CAPO304433
OG0004136	NEMVE14508	CAPO307338
OG0004140	NEMVE05908	CAPO307995
OG0004142	NEMVE13449	CAPO300440
OG0004148	NEMVE19504	CAPO301152
OG0004150	NEMVE13741	CAPO303497
OG0004151	NEMVE14229	CAPO307015
OG0004153	NEMVE00083	CAPO305022
OG0004154	NEMVE05816	CAPO308154
OG0004158	NEMVE13617	CAPO302219
OG0004160	NEMVE23083	CAPO302118
OG0004164	NEMVE22345, NEMVE25928	CAPO306879
OG0004166	NEMVE11924, NEMVE21562, NEMVE14358	CAPO300703
OG0004167	NEMVE10378	CAPO305574
OG0004168	NEMVE14660	CAPO303881
OG0004169	NEMVE09703	CAPO302967
OG0004170	NEMVE24511, NEMVE04516	CAPO305320
OG0004171	NEMVE13975, NEMVE07139	CAPO305810
OG0004174	NEMVE05860	CAPO303644
OG0004176	NEMVE13135	CAPO304072
OG0004179	NEMVE13848	CAPO304392
OG0004181	NEMVE18763	CAPO304353
OG0004183	NEMVE25375	CAPO301817
OG0004184	NEMVE14561, NEMVE16222, NEMVE06168, NEMVE21069	CAPO302251
OG0004186	NEMVE14257, NEMVE25645	CAPO307615
OG0004187	NEMVE13250	CAPO301572
OG0004188	NEMVE15828	CAPO308209
OG0004198	NEMVE22383	CAPO302636
OG0004215	NEMVE23791	CAPO307025
OG0004216	NEMVE12581, NEMVE11628	CAPO304745
OG0004217	NEMVE07703	CAPO300553
OG0004219	NEMVE22540, NEMVE20986	CAPO302642
OG0004222	NEMVE22431	CAPO307934
OG0004223	NEMVE14495	CAPO308310
OG0004226	NEMVE24092, NEMVE20295	CAPO301388
OG0004227	NEMVE13579	CAPO302252
OG0004228	NEMVE14091	CAPO303492
OG0004230	NEMVE20221, NEMVE15013	CAPO305821
OG0004231	NEMVE25640, NEMVE19289	CAPO300312
OG0004232	NEMVE05374	CAPO301443
OG0004235	NEMVE17389	CAPO306795
OG0004236	NEMVE22021, NEMVE01769, NEMVE21449, NEMVE08213	CAPO301760
OG0004237	NEMVE24212	CAPO301645
OG0004239	NEMVE09798	CAPO304082
OG0004240	NEMVE02594, NEMVE02188	CAPO301736
OG0004241	NEMVE17443	CAPO304693
OG0004243	NEMVE13950	CAPO302349
OG0004245	NEMVE22952	CAPO301120
OG0004246	NEMVE13565	CAPO307710
OG0004247	NEMVE00266, NEMVE19464	CAPO306324
OG0004248	NEMVE20564, NEMVE10713	CAPO306807
OG0004249	NEMVE07696	CAPO302316
OG0004250	NEMVE05051	CAPO305518
OG0004252	NEMVE15040	CAPO305536
OG0004254	NEMVE02453	CAPO304883
OG0004257	NEMVE24614	CAPO305171
OG0004258	NEMVE23518	CAPO301342
OG0004259	NEMVE22430	CAPO301048
OG0004261	NEMVE20799, NEMVE22436	CAPO305950
OG0004263	NEMVE05868	CAPO304844
OG0004269	NEMVE24672, NEMVE11658, NEMVE11660	CAPO308233
OG0004270	NEMVE05372	CAPO303791
OG0004271	NEMVE12955, NEMVE13196	CAPO303178
OG0004272	NEMVE14903	CAPO303743
OG0004273	NEMVE01963	CAPO300380
OG0004278	NEMVE11125	CAPO303739
OG0004280	NEMVE06242	CAPO302169
OG0004282	NEMVE15059	CAPO306035
OG0004283	NEMVE07709, NEMVE00512	CAPO301216
OG0004284	NEMVE10541	CAPO303039
OG0004285	NEMVE13116, NEMVE17912	CAPO306621
OG0004286	NEMVE09457, NEMVE02864, NEMVE09459	CAPO300246
OG0004287	NEMVE10700	CAPO305534
OG0004288	NEMVE18710	CAPO302203
OG0004289	NEMVE18867	CAPO307509
OG0004291	NEMVE06141	CAPO300943, CAPO306696
OG0004292	NEMVE11084	CAPO301407
OG0004295	NEMVE08615	CAPO300437
OG0004296	NEMVE21716	CAPO307058
OG0004297	NEMVE05511	CAPO306140
OG0004299	NEMVE07833	CAPO307863
OG0004300	NEMVE08965	CAPO308218
OG0004301	NEMVE15665	CAPO305855
OG0004302	NEMVE13868	CAPO307149
OG0004303	NEMVE14939, NEMVE00925	CAPO306261
OG0004304	NEMVE02041	CAPO307407
OG0004305	NEMVE07351, NEMVE23119, NEMVE14272	CAPO306704
OG0004307	NEMVE14393	CAPO306787
OG0004308	NEMVE25489, NEMVE20752	CAPO302385
OG0004309	NEMVE21890	CAPO304021
OG0004310	NEMVE21788	CAPO306903
OG0004312	NEMVE14123	CAPO306752
OG0004314	NEMVE10498	CAPO301283
OG0004315	NEMVE18139	CAPO307076
OG0004316	NEMVE13067	CAPO300656
OG0004319	NEMVE06670	CAPO308294
OG0004320	NEMVE20738, NEMVE18734	CAPO300174
OG0004321	NEMVE19590	CAPO306639
OG0004322	NEMVE08718, NEMVE05406	CAPO307895
OG0004323	NEMVE00970	CAPO307483
OG0004324	NEMVE07951	CAPO300240
OG0004328	NEMVE25033	CAPO305261
OG0004329	NEMVE14876	CAPO302035
OG0004330	NEMVE01493	CAPO305393
OG0004331	NEMVE22843, NEMVE02042	CAPO305384
OG0004333	NEMVE26003, NEMVE02002	CAPO303439
OG0004335	NEMVE03938	CAPO302791
OG0004338	NEMVE13087	CAPO300828
OG0004344	NEMVE02635	CAPO307152
OG0004345	NEMVE06527	CAPO306847
OG0004347	NEMVE25932	CAPO307703
OG0004348	NEMVE25252	CAPO306158
OG0004349	NEMVE22471	CAPO308184
OG0004350	NEMVE13828	CAPO300994
OG0004351	NEMVE00918	CAPO307239
OG0004352	NEMVE24736	CAPO300873
OG0004353	NEMVE13665	CAPO306055, CAPO306087
OG0004354	NEMVE20729, NEMVE09507	CAPO307581
OG0004355	NEMVE10193, NEMVE00030, NEMVE10196	CAPO303478
OG0004356	NEMVE00913	CAPO300159
OG0004357	NEMVE08918	CAPO303880
OG0004358	NEMVE08331	CAPO301323
OG0004359	NEMVE11194, NEMVE05627	CAPO305703
OG0004360	NEMVE21274, NEMVE08954	CAPO301752
OG0004361	NEMVE02934	CAPO308302
OG0004363	NEMVE20708, NEMVE04882	CAPO304580
OG0004364	NEMVE22420, NEMVE15837	CAPO305213
OG0004365	NEMVE13126	CAPO305948
OG0004366	NEMVE12546	CAPO307988
OG0004368	NEMVE24990	CAPO306084
OG0004369	NEMVE10451	CAPO305592
OG0004370	NEMVE13399, NEMVE21469	CAPO302143
OG0004372	NEMVE00915, NEMVE20036	CAPO304892
OG0004373	NEMVE14057, NEMVE19923	CAPO308311
OG0004374	NEMVE23199, NEMVE20953, NEMVE13234	CAPO306983
OG0004375	NEMVE13064, NEMVE20939, NEMVE22727	CAPO305927
OG0004376	NEMVE09342	CAPO303203
OG0004377	NEMVE23502	CAPO303614
OG0004378	NEMVE08774	CAPO303140
OG0004379	NEMVE13525	CAPO300162
OG0004380	NEMVE13704	CAPO307847
OG0004381	NEMVE00013, NEMVE20297	CAPO300684
OG0004382	NEMVE12708	CAPO308307
OG0004383	NEMVE23000	CAPO301688
OG0004385	NEMVE05533	CAPO306534
OG0004388	NEMVE20460, NEMVE20103, NEMVE10684, NEMVE09689, NEMVE00636	CAPO303742
OG0004389	NEMVE25116	CAPO302416
OG0004390	NEMVE18831	CAPO300046
OG0004391	NEMVE25027	CAPO305468
OG0004392	NEMVE06757	CAPO303282
OG0004394	NEMVE13031	CAPO305886
OG0004396	NEMVE14513	CAPO300955
OG0004398	NEMVE08807	CAPO307605
OG0004399	NEMVE06137	CAPO301536
OG0004400	NEMVE09297	CAPO304368, CAPO302395
OG0004401	NEMVE15063	CAPO307684
OG0004404	NEMVE14747	CAPO300907
OG0004405	NEMVE21826	CAPO302866
OG0004406	NEMVE07905	CAPO305558
OG0004413	NEMVE00900	CAPO301518
OG0004417	NEMVE05869	CAPO302119
OG0004418	NEMVE17982	CAPO305208
OG0004423	NEMVE08914	CAPO306935
OG0004425	NEMVE23884	CAPO302090
OG0004426	NEMVE14125	CAPO301784
OG0004428	NEMVE20992	CAPO302305
OG0004459	NEMVE07035	CAPO300459
OG0004460	NEMVE18796	CAPO307206
OG0004462	NEMVE13727	CAPO302893
OG0004465	NEMVE21926	CAPO303487
OG0004467	NEMVE02056	CAPO307496
OG0004468	NEMVE08237	CAPO307854
OG0004472	NEMVE00917	CAPO303803
OG0004474	NEMVE07662	CAPO300829
OG0004476	NEMVE06718	CAPO307856
OG0004479	NEMVE01055	CAPO303963
OG0004481	NEMVE25241	CAPO306702
OG0004483	NEMVE22140	CAPO303122
OG0004484	NEMVE13818	CAPO302152
OG0004486	NEMVE14675	CAPO307639
OG0004488	NEMVE08819	CAPO301849
OG0004489	NEMVE22535	CAPO305447
OG0004492	NEMVE13230	CAPO307196
OG0004494	NEMVE01991, NEMVE12026	CAPO306570
OG0004495	NEMVE18943	CAPO306359
OG0004496	NEMVE23787	CAPO303733
OG0004497	NEMVE00899	CAPO307202
OG0004498	NEMVE21495, NEMVE10128	CAPO305224
OG0004500	NEMVE13883	CAPO301850
OG0004501	NEMVE10634	CAPO301840
OG0004502	NEMVE17968, NEMVE07577	CAPO301779, CAPO300429
OG0004503	NEMVE12347, NEMVE05528	CAPO300332
OG0004506	NEMVE15612	CAPO305016
OG0004507	NEMVE21959	CAPO301894
OG0004508	NEMVE13524	CAPO301654
OG0004509	NEMVE14984	CAPO300500
OG0004511	NEMVE23558	CAPO303457
OG0004512	NEMVE05081	CAPO302842
OG0004513	NEMVE22677	CAPO303104
OG0004515	NEMVE16698	CAPO305182
OG0004516	NEMVE01959	CAPO306036, CAPO307859
OG0004517	NEMVE09567	CAPO305332
OG0004518	NEMVE05509	CAPO306412
OG0004519	NEMVE01745	CAPO307914
OG0004520	NEMVE23460	CAPO300090
OG0004521	NEMVE09469, NEMVE25173, NEMVE25174, NEMVE02614	CAPO306692
OG0004523	NEMVE24572	CAPO304989
OG0004525	NEMVE09848	CAPO303518
OG0004526	NEMVE00195	CAPO302498
OG0004527	NEMVE09810	CAPO302077
OG0004529	NEMVE14754	CAPO306628
OG0004530	NEMVE14962	CAPO304739
OG0004531	NEMVE13941	CAPO302345, CAPO307115
OG0004532	NEMVE06307, NEMVE11434	CAPO300005
OG0004533	NEMVE13309, NEMVE20488	CAPO306022
OG0004535	NEMVE14895	CAPO307124
OG0004537	NEMVE06806, NEMVE06793	CAPO306837
OG0004540	NEMVE14340	CAPO307351
OG0004541	NEMVE09057, NEMVE10568	CAPO307806
OG0004542	NEMVE22875	CAPO306706
OG0004544	NEMVE13619	CAPO306563
OG0004545	NEMVE09905	CAPO307212
OG0004546	NEMVE24991	CAPO306808
OG0004548	NEMVE09850, NEMVE24852	CAPO305113
OG0004551	NEMVE05944	CAPO301498
OG0004552	NEMVE14503	CAPO301361, CAPO306759
OG0004553	NEMVE24685	CAPO302768
OG0004554	NEMVE24554, NEMVE20303	CAPO300747
OG0004555	NEMVE05464	CAPO301994
OG0004558	NEMVE07860, NEMVE19747	CAPO307355
OG0004559	NEMVE09979	CAPO303756
OG0004561	NEMVE09729	CAPO304794
OG0004563	NEMVE13109, NEMVE21039	CAPO303030
OG0004564	NEMVE10745	CAPO301873
OG0004565	NEMVE20945, NEMVE09496, NEMVE09490	CAPO303409
OG0004569	NEMVE11455, NEMVE25874	CAPO303601
OG0004571	NEMVE02107	CAPO300305, CAPO300903
OG0004572	NEMVE09747	CAPO302719
OG0004573	NEMVE10987, NEMVE20146	CAPO305859
OG0004574	NEMVE20279, NEMVE11028	CAPO300276
OG0004577	NEMVE25631	CAPO307905
OG0004578	NEMVE22684	CAPO307713
OG0004579	NEMVE14497	CAPO308171
OG0004581	NEMVE20283, NEMVE10061	CAPO305629
OG0004582	NEMVE02471, NEMVE09353	CAPO304857
OG0004583	NEMVE13969	CAPO301319
OG0004585	NEMVE22328	CAPO307959
OG0004587	NEMVE04673	CAPO303576
OG0004588	NEMVE13733, NEMVE18431	CAPO307046
OG0004590	NEMVE25895, NEMVE18908	CAPO307910
OG0004592	NEMVE04397	CAPO307767
OG0004593	NEMVE14593	CAPO306311
OG0004595	NEMVE23888	CAPO305901
OG0004596	NEMVE03724	CAPO301763
OG0004596	NEMVE14349	CAPO300672
OG0004599	NEMVE14260, NEMVE17942	CAPO306185
OG0004600	NEMVE18939, NEMVE11633	CAPO306391
OG0004601	NEMVE24185	CAPO300529
OG0004602	NEMVE14888	CAPO307709
OG0004605	NEMVE13200	CAPO303013
OG0004609	NEMVE13242	CAPO305274
OG0004610	NEMVE14987	CAPO308217
OG0004611	NEMVE16538	CAPO305879, CAPO305850
OG0004612	NEMVE06661	CAPO307176
OG0004616	NEMVE13537	CAPO302661, CAPO307774
OG0004619	NEMVE14883, NEMVE00286	CAPO306976
OG0004621	NEMVE15548	CAPO301592
OG0004623	NEMVE23629, NEMVE12720	CAPO303271
OG0004626	NEMVE14880, NEMVE03566, NEMVE12350	CAPO304074
OG0004627	NEMVE14505	CAPO302578
OG0004628	NEMVE21690	CAPO300844
OG0004629	NEMVE05013	CAPO300874
OG0004633	NEMVE14514, NEMVE14238	CAPO306431
OG0004634	NEMVE04611	CAPO306443
OG0004635	NEMVE12750, NEMVE15016	CAPO305826
OG0004638	NEMVE22582	CAPO300328
OG0004639	NEMVE18292	CAPO304960
OG0004640	NEMVE08804	CAPO305391
OG0004641	NEMVE11881, NEMVE13912, NEMVE08629	CAPO301192
OG0004642	NEMVE16068, NEMVE12541	CAPO303810
OG0004643	NEMVE01855	CAPO303111
OG0004644	NEMVE12396, NEMVE25830	CAPO308177
OG0004646	NEMVE06022	CAPO304987
OG0004648	NEMVE14967	CAPO306796
OG0004649	NEMVE13434	CAPO308035
OG0004651	NEMVE14682	CAPO307192
OG0004652	NEMVE06739	CAPO307126
OG0004654	NEMVE23143	CAPO304098
OG0004655	NEMVE09086, NEMVE00666	CAPO300932
OG0004656	NEMVE08568	CAPO306315
OG0004657	NEMVE07292	CAPO300965
OG0004658	NEMVE00155, NEMVE13379	CAPO302853
OG0004659	NEMVE07785, NEMVE00194, NEMVE11615	CAPO305571
OG0004660	NEMVE15866	CAPO302190
OG0004663	NEMVE13231	CAPO307060
OG0004664	NEMVE19719	CAPO304024
OG0004668	NEMVE07904, NEMVE11886	CAPO307032
OG0004669	NEMVE14751	CAPO301719
OG0004670	NEMVE13348	CAPO301141
OG0004671	NEMVE15017	CAPO303199
OG0004672	NEMVE04927	CAPO300788
OG0004673	NEMVE22141	CAPO305181
OG0004674	NEMVE15105	CAPO301298
OG0004675	NEMVE19531, NEMVE12308	CAPO300152
OG0004676	NEMVE06939	CAPO305483
OG0004678	NEMVE09441	CAPO306062
OG0004682	NEMVE16012	CAPO302643
OG0004685	NEMVE13564, NEMVE20938	CAPO300514
OG0004687	NEMVE11074	CAPO300850
OG0004690	NEMVE07181	CAPO302294
OG0004691	NEMVE07925	CAPO301832
OG0004692	NEMVE09659, NEMVE11678	CAPO306711
OG0004694	NEMVE22054	CAPO302831
OG0004695	NEMVE08241	CAPO304127
OG0004696	NEMVE00069, NEMVE00975	CAPO303339
OG0004697	NEMVE04721	CAPO308157
OG0004699	NEMVE08956	CAPO305801
OG0004700	NEMVE22202	CAPO305394
OG0004703	NEMVE23725	CAPO302281
OG0004704	NEMVE25098	CAPO306423, CAPO306248
OG0004707	NEMVE00940	CAPO307222
OG0004708	NEMVE22362	CAPO302589
OG0004711	NEMVE22209	CAPO307614
OG0004728	NEMVE24238, NEMVE02716	CAPO306092
OG0004732	NEMVE08242	CAPO307742
OG0004733	NEMVE08830	CAPO303723
OG0004739	NEMVE15022	CAPO305372
OG0004740	NEMVE22822, NEMVE13094	CAPO303587
OG0004743	NEMVE21851, NEMVE20722	CAPO305537
OG0004744	NEMVE21304, NEMVE02941, NEMVE24723	CAPO307377
OG0004747	NEMVE09582, NEMVE25622	CAPO305266
OG0004748	NEMVE24482, NEMVE00840	CAPO300851
OG0004749	NEMVE21861	CAPO303738
OG0004752	NEMVE07471	CAPO300189
OG0004753	NEMVE12732, NEMVE14959, NEMVE00501	CAPO307970
OG0004756	NEMVE14252	CAPO300650
OG0004757	NEMVE04352	CAPO302037
OG0004757	NEMVE05633	CAPO300079
OG0004758	NEMVE11732, NEMVE05918	CAPO307791
OG0004759	NEMVE05670	CAPO301731
OG0004760	NEMVE22531	CAPO302986
OG0004761	NEMVE19164, NEMVE25752, NEMVE21450, NEMVE19165, NEMVE25765	CAPO301372
OG0004762	NEMVE23213	CAPO306336
OG0004763	NEMVE14983	CAPO303189
OG0004764	NEMVE10488	CAPO306665
OG0004765	NEMVE21803	CAPO300145
OG0004766	NEMVE23449	CAPO300107
OG0004767	NEMVE13831	CAPO304258
OG0004768	NEMVE14625, NEMVE17029	CAPO302814
OG0004769	NEMVE09060	CAPO305909
OG0004770	NEMVE10973	CAPO306549
OG0004774	NEMVE11891, NEMVE13846, NEMVE08683	CAPO302467
OG0004775	NEMVE21681	CAPO308292
OG0004781	NEMVE08486	CAPO302855
OG0004784	NEMVE09476	CAPO300506
OG0004785	NEMVE14332, NEMVE12269	CAPO301223
OG0004786	NEMVE03480	CAPO306813
OG0004787	NEMVE25138	CAPO300677
OG0004788	NEMVE07288	CAPO303606
OG0004792	NEMVE22524	CAPO304121, CAPO301355
OG0004793	NEMVE16797	CAPO303691
OG0004794	NEMVE09539	CAPO302268
OG0004795	NEMVE17130, NEMVE09760	CAPO306522
OG0004797	NEMVE14389	CAPO308248
OG0004798	NEMVE19963, NEMVE25917	CAPO306979
OG0004801	NEMVE05151, NEMVE02221	CAPO301409
OG0004803	NEMVE09645	CAPO304966
OG0004805	NEMVE06909	CAPO301148
OG0004808	NEMVE23142, NEMVE00017	CAPO300921
OG0004810	NEMVE10886, NEMVE24076	CAPO307085
OG0004811	NEMVE14893	CAPO304670
OG0004812	NEMVE10095, NEMVE10094	CAPO300913
OG0004813	NEMVE13765	CAPO302301
OG0004814	NEMVE22496	CAPO305193
OG0004815	NEMVE17072, NEMVE07438, NEMVE12100	CAPO306099
OG0004817	NEMVE23666	CAPO300646
OG0004819	NEMVE10396, NEMVE20374	CAPO303489
OG0004820	NEMVE22650	CAPO301474
OG0004822	NEMVE13105	CAPO303272
OG0004823	NEMVE07629	CAPO301131
OG0004825	NEMVE15161	CAPO303625
OG0004826	NEMVE14605	CAPO302318
OG0004828	NEMVE25343	CAPO300795
OG0004829	NEMVE15042, NEMVE00163	CAPO306677
OG0004830	NEMVE17353	CAPO304259, CAPO301109
OG0004831	NEMVE07600	CAPO302539
OG0004832	NEMVE21691	CAPO300644
OG0004833	NEMVE13547	CAPO307386, CAPO307385
OG0004835	NEMVE08208	CAPO307142
OG0004836	NEMVE22477	CAPO300476
OG0004837	NEMVE10875	CAPO306341
OG0004838	NEMVE14762	CAPO300483
OG0004840	NEMVE08926	CAPO301303
OG0004841	NEMVE13314	CAPO301073
OG0004842	NEMVE21848	CAPO307208
OG0004843	NEMVE13339, NEMVE11986	CAPO302296
OG0004844	NEMVE18136	CAPO308225
OG0004845	NEMVE20247, NEMVE05747	CAPO300244
OG0004846	NEMVE18109	CAPO302634
OG0004849	NEMVE14210	CAPO302897
OG0004850	NEMVE20542	CAPO302165
OG0004851	NEMVE14191	CAPO304052
OG0004852	NEMVE25433	CAPO305241
OG0004853	NEMVE25313	CAPO306818
OG0004854	NEMVE22394	CAPO307677
OG0004855	NEMVE05574	CAPO307136
OG0004856	NEMVE05569	CAPO307877
OG0004857	NEMVE06533, NEMVE11870	CAPO305126, CAPO301665
OG0004858	NEMVE22404	CAPO306514
OG0004859	NEMVE06338	CAPO305955
OG0004861	NEMVE08645	CAPO300721
OG0004863	NEMVE22313	CAPO300215
OG0004864	NEMVE23293	CAPO306175
OG0004869	NEMVE24127	CAPO301505
OG0004873	NEMVE21911	CAPO305056
OG0004874	NEMVE08254	CAPO302314
OG0004875	NEMVE13402	CAPO305599
OG0004879	NEMVE10578	CAPO304570
OG0004880	NEMVE13009, NEMVE12954	CAPO307520
OG0004881	NEMVE02049	CAPO301856
OG0004882	NEMVE17312, NEMVE12590	CAPO307657
OG0004884	NEMVE02134, NEMVE00624	CAPO306875
OG0004886	NEMVE12702, NEMVE10250	CAPO304598
OG0004887	NEMVE22398	CAPO303252
OG0004892	NEMVE13325	CAPO308266
OG0004893	NEMVE23196	CAPO305797
OG0004894	NEMVE18121, NEMVE21279	CAPO308103
OG0004895	NEMVE23211	CAPO301412
OG0004896	NEMVE11249	CAPO301146, CAPO308332
OG0004897	NEMVE13596	CAPO300624
OG0004898	NEMVE05893, NEMVE21394	CAPO300846
OG0004899	NEMVE22568	CAPO304701
OG0004900	NEMVE15535, NEMVE25162	CAPO300509
OG0004901	NEMVE05379	CAPO301170
OG0004902	NEMVE14740	CAPO305853
OG0004903	NEMVE13217	CAPO304775
OG0004904	NEMVE13083	CAPO304100
OG0004906	NEMVE07063	CAPO303480
OG0004907	NEMVE08605	CAPO307254
OG0004911	NEMVE19493	CAPO305750
OG0004913	NEMVE18631	CAPO306717
OG0004914	NEMVE25557	CAPO301519
OG0004917	NEMVE22754	CAPO303374
OG0004919	NEMVE14165	CAPO308082
OG0004920	NEMVE04726	CAPO302580
OG0004922	NEMVE25720, NEMVE22660	CAPO306550
OG0004923	NEMVE17142, NEMVE12025	CAPO307943
OG0004924	NEMVE08496	CAPO304606
OG0004927	NEMVE07100	CAPO304855
OG0004928	NEMVE25903	CAPO304691
OG0004929	NEMVE23443	CAPO304111
OG0004932	NEMVE25699	CAPO306081, CAPO305804
OG0004934	NEMVE14582, NEMVE06775	CAPO305066
OG0004936	NEMVE16931	CAPO306298
OG0004938	NEMVE07746	CAPO308159
OG0004940	NEMVE03181	CAPO305630
OG0004943	NEMVE18405, NEMVE13055	CAPO306001
OG0004944	NEMVE17558	CAPO302056
OG0004946	NEMVE17881	CAPO305515
OG0004948	NEMVE04863	CAPO305331
OG0004949	NEMVE14010	CAPO304026
OG0004950	NEMVE15135	CAPO300642
OG0004952	NEMVE22987	CAPO301776
OG0004953	NEMVE22872	CAPO306623
OG0004954	NEMVE13769, NEMVE13543	CAPO303229
OG0004958	NEMVE24122	CAPO302197
OG0004960	NEMVE00950	CAPO300258
OG0004961	NEMVE22542	CAPO305777
OG0004962	NEMVE08838	CAPO301438
OG0004963	NEMVE09267	CAPO303805
OG0004964	NEMVE14109	CAPO302916
OG0004968	NEMVE12446	CAPO307145
OG0004969	NEMVE15653	CAPO306497
OG0004969	NEMVE14164, NEMVE21390	CAPO303678
OG0004970	NEMVE24152	CAPO303748
OG0004971	NEMVE14811, NEMVE20816	CAPO302327
OG0004972	NEMVE22512	CAPO304289
OG0004973	NEMVE11344	CAPO305642
OG0004976	NEMVE07826	CAPO304478
OG0004977	NEMVE02192, NEMVE00253	CAPO304350
OG0004978	NEMVE23265	CAPO308306
OG0004979	NEMVE09400	CAPO303118
OG0004980	NEMVE25421	CAPO300807
OG0004981	NEMVE21260, NEMVE15079	CAPO306326
OG0004982	NEMVE25620	CAPO301351
