Orthogroup	NEMVE	YEAST
OG0002831	NEMVE11024, NEMVE20982, NEMVE20267	YEAST03282
OG0002833	NEMVE12900	YEAST00253
OG0002833	NEMVE12242	YEAST01446, YEAST05354, YEAST01469
OG0002835	NEMVE13928	YEAST02656
OG0002837	NEMVE22356	YEAST01987, YEAST00157
OG0002839	NEMVE06645, NEMVE01567	YEAST03148
OG0002843	NEMVE25122	YEAST04737
OG0002844	NEMVE15610, NEMVE16546, NEMVE14077, NEMVE24215	YEAST05563
OG0002847	NEMVE13774, NEMVE01467	YEAST02294
OG0002851	NEMVE03383	YEAST04951
OG0002855	NEMVE13942	YEAST00137
OG0002860	NEMVE07076	YEAST02712
OG0002866	NEMVE17504	YEAST01136
OG0002876	NEMVE13019, NEMVE07039	YEAST02348
OG0002877	NEMVE12637	YEAST04537
OG0002883	NEMVE06407, NEMVE09679	YEAST03027
OG0002891	NEMVE14385	YEAST03205
OG0002893	NEMVE10580	YEAST03653
OG0002894	NEMVE03536	YEAST00906
OG0002895	NEMVE21938	YEAST01471, YEAST05353, YEAST05456
OG0002897	NEMVE06961	YEAST06308
OG0002899	NEMVE04557	YEAST00283
OG0002900	NEMVE23547	YEAST05306
OG0002907	NEMVE02943	YEAST02061
OG0002910	NEMVE12389, NEMVE11186, NEMVE10376, NEMVE06917, NEMVE21001	YEAST00223
OG0002915	NEMVE19643	YEAST02264
OG0002917	NEMVE14947, NEMVE20867	YEAST03703
OG0002920	NEMVE12717, NEMVE12675, NEMVE00532, NEMVE01362, NEMVE04248, NEMVE12883, NEMVE03991, NEMVE04313, NEMVE03904, NEMVE04312, NEMVE12774, NEMVE10000, NEMVE11601, NEMVE12711, NEMVE11786, NEMVE10661, NEMVE21641, NEMVE11451, NEMVE22009, NEMVE03890, NEMVE12980, NEMVE04526, NEMVE03964, NEMVE03961, NEMVE13041, NEMVE05292	YEAST04043, YEAST04055
OG0002921	NEMVE25771	YEAST06254
OG0002922	NEMVE10039	YEAST01261
OG0002947	NEMVE06658, NEMVE13386, NEMVE12405	YEAST00232
OG0002948	NEMVE08172	YEAST03584
OG0002949	NEMVE02841, NEMVE22682	YEAST00419, YEAST06063
OG0002952	NEMVE14872	YEAST05257
OG0002953	NEMVE01967	YEAST03034
OG0002957	NEMVE24351	YEAST03253
OG0002960	NEMVE17296, NEMVE24935	YEAST05502
OG0002968	NEMVE14045, NEMVE08461	YEAST00199
OG0002969	NEMVE16923	YEAST00655
OG0002982	NEMVE19019	YEAST02471
OG0002984	NEMVE24430	YEAST00961, YEAST01144
OG0002985	NEMVE09374	YEAST02147
OG0002987	NEMVE13966	YEAST02970, YEAST00081, YEAST02488
OG0002991	NEMVE10995, NEMVE19941, NEMVE20870	YEAST03345, YEAST01842
OG0002997	NEMVE10464, NEMVE15011, NEMVE11044, NEMVE10721	YEAST02374
OG0003001	NEMVE04781	YEAST01497
OG0003004	NEMVE01048	YEAST02183
OG0003006	NEMVE05380, NEMVE13182	YEAST00899
OG0003010	NEMVE05883, NEMVE21378, NEMVE21355	YEAST03035
OG0003012	NEMVE14500	YEAST04512
OG0003016	NEMVE13442	YEAST04810
OG0003017	NEMVE14592, NEMVE20788	YEAST02213
OG0003018	NEMVE00752, NEMVE13086	YEAST01635, YEAST01949
OG0003020	NEMVE13860, NEMVE14831	YEAST04851
OG0003027	NEMVE12034, NEMVE01646, NEMVE24954	YEAST05498
OG0003028	NEMVE23714	YEAST05822
OG0003029	NEMVE01153	YEAST04523
OG0003033	NEMVE12220, NEMVE10638, NEMVE10429, NEMVE11260, NEMVE11231, NEMVE10428, NEMVE11218, NEMVE19978, NEMVE25621	YEAST02457, YEAST02640
OG0003039	NEMVE01445	YEAST00055
OG0003043	NEMVE04685	YEAST02551
OG0003046	NEMVE00912	YEAST01632
OG0003054	NEMVE10073	YEAST04909, YEAST05341
OG0003056	NEMVE08587, NEMVE03915	YEAST02257
OG0003059	NEMVE14365	YEAST02832, YEAST03675
OG0003063	NEMVE05637	YEAST00204
OG0003066	NEMVE23872	YEAST00969
OG0003067	NEMVE22043	YEAST03159
OG0003072	NEMVE06185	YEAST05076
OG0003073	NEMVE14699, NEMVE15009	YEAST00167
OG0003079	NEMVE15110	YEAST01019
OG0003101	NEMVE07960	YEAST01357
OG0003104	NEMVE05338	YEAST00861
OG0003105	NEMVE20895, NEMVE14871, NEMVE08962	YEAST04282
OG0003106	NEMVE13367	YEAST03619
OG0003107	NEMVE04878	YEAST00029
OG0003108	NEMVE21879	YEAST00796
OG0003110	NEMVE22391	YEAST02197
OG0003114	NEMVE14366, NEMVE00009, NEMVE13168, NEMVE12974, NEMVE03951	YEAST00453, YEAST02426
OG0003119	NEMVE25471	YEAST00778
OG0003121	NEMVE06066	YEAST03190
OG0003126	NEMVE22974	YEAST00300
OG0003131	NEMVE22604	YEAST04435, YEAST04350
OG0003135	NEMVE14450	YEAST02069
OG0003138	NEMVE08372	YEAST01790, YEAST00784
OG0003145	NEMVE00755, NEMVE22594, NEMVE14437	YEAST06012
OG0003147	NEMVE02983	YEAST03729
OG0003151	NEMVE16806, NEMVE23231	YEAST03910
OG0003153	NEMVE14674	YEAST05438
OG0003154	NEMVE25099	YEAST00694
OG0003157	NEMVE04632	YEAST01203
OG0003164	NEMVE17247	YEAST05549, YEAST04492
OG0003169	NEMVE23426	YEAST04410
OG0003172	NEMVE13880	YEAST06030
OG0003174	NEMVE00181, NEMVE14667	YEAST06178
OG0003178	NEMVE05084	YEAST05823
OG0003179	NEMVE14494, NEMVE20675	YEAST00905
OG0003182	NEMVE14953	YEAST05565
OG0003189	NEMVE07613	YEAST00820
OG0003191	NEMVE13976	YEAST01068
OG0003193	NEMVE09272	YEAST02494
OG0003197	NEMVE09274	YEAST06274
OG0003199	NEMVE25466	YEAST04961
OG0003207	NEMVE13760	YEAST04056
OG0003212	NEMVE08610	YEAST05531
OG0003214	NEMVE11275, NEMVE11276, NEMVE19887	YEAST03701
OG0003215	NEMVE05074	YEAST04373
OG0003218	NEMVE06170	YEAST04068
OG0003219	NEMVE24114	YEAST01656
OG0003220	NEMVE23346, NEMVE12080	YEAST03417, YEAST00186
OG0003221	NEMVE24005, NEMVE13322	YEAST05064
OG0003223	NEMVE13687	YEAST04472
OG0003228	NEMVE06914	YEAST06187
OG0003230	NEMVE21692	YEAST05487
OG0003234	NEMVE03676	YEAST00760
OG0003235	NEMVE11954, NEMVE22173	YEAST06282
OG0003251	NEMVE01548	YEAST05338, YEAST04904
OG0003254	NEMVE05092	YEAST03911
OG0003257	NEMVE12072, NEMVE13838	YEAST02741
OG0003263	NEMVE22513	YEAST05333
OG0003264	NEMVE15698	YEAST03398
OG0003266	NEMVE14097	YEAST05585
OG0003267	NEMVE16965	YEAST02516
OG0003270	NEMVE21786	YEAST01372, YEAST05351, YEAST01476
OG0003277	NEMVE24088	YEAST03706
OG0003283	NEMVE00381, NEMVE23430	YEAST02779
OG0003284	NEMVE16097, NEMVE21149	YEAST02184
OG0003287	NEMVE08529	YEAST00166
OG0003288	NEMVE04690, NEMVE13954, NEMVE00637	YEAST05062
OG0003290	NEMVE01103	YEAST06325
OG0003293	NEMVE20379, NEMVE04909, NEMVE20380	YEAST04930
OG0003295	NEMVE04859, NEMVE04828	YEAST06127
OG0003301	NEMVE21850, NEMVE21705	YEAST03267
OG0003302	NEMVE13748, NEMVE24532	YEAST04633
OG0003303	NEMVE22702, NEMVE04361	YEAST05878
OG0003304	NEMVE18141	YEAST01018
OG0003316	NEMVE07618, NEMVE23898, NEMVE17189	YEAST04887
OG0003317	NEMVE05254, NEMVE21332	YEAST03051
OG0003318	NEMVE22763	YEAST02158
OG0003332	NEMVE25694	YEAST02945, YEAST00447
OG0003335	NEMVE01928, NEMVE19241	YEAST01260
OG0003340	NEMVE15762, NEMVE20934	YEAST04972
OG0003341	NEMVE01952	YEAST00990
OG0003343	NEMVE18683, NEMVE24170, NEMVE18685, NEMVE17001	YEAST04356, YEAST06258
OG0003344	NEMVE24619	YEAST04764
OG0003345	NEMVE12668	YEAST02133
OG0003348	NEMVE23418	YEAST02844
OG0003349	NEMVE14973	YEAST00235, YEAST04798
OG0003356	NEMVE06309	YEAST02937
OG0003357	NEMVE22497, NEMVE12768	YEAST04240, YEAST02522
OG0003364	NEMVE01971	YEAST00730
OG0003366	NEMVE21908	YEAST05276, YEAST03075
OG0003373	NEMVE24072	YEAST03755
OG0003374	NEMVE13211	YEAST03627
OG0003375	NEMVE19185	YEAST03722
OG0003377	NEMVE15318	YEAST03340
OG0003380	NEMVE22683	YEAST00529
OG0003381	NEMVE14322	YEAST03447, YEAST01380
OG0003382	NEMVE15638	YEAST01627
OG0003386	NEMVE24105	YEAST02725
OG0003414	NEMVE04370, NEMVE04524, NEMVE04493, NEMVE04439, NEMVE03922, NEMVE04407, NEMVE04402, NEMVE03857, NEMVE03970, NEMVE04464, NEMVE04413, NEMVE04416, NEMVE03969, NEMVE04405, NEMVE03856, NEMVE04496, NEMVE04401, NEMVE04415, NEMVE04424, NEMVE04530, NEMVE04504, NEMVE04432, NEMVE04503, NEMVE03859, NEMVE04412, NEMVE04497, NEMVE03973, NEMVE04475, NEMVE04403, NEMVE04499, NEMVE03944, NEMVE04400, NEMVE03902, NEMVE04411, NEMVE04418, NEMVE03921, NEMVE04433, NEMVE03868, NEMVE03861	YEAST04044
OG0003425	NEMVE02069	YEAST05084
OG0003426	NEMVE04788	YEAST05251
OG0003428	NEMVE22338	YEAST04550, YEAST01154
OG0003429	NEMVE22490	YEAST05921
OG0003430	NEMVE24395	YEAST04732
OG0003434	NEMVE19996, NEMVE14429, NEMVE02925	YEAST02689
OG0003435	NEMVE13652	YEAST05483
OG0003441	NEMVE08561, NEMVE06221	YEAST05981
OG0003443	NEMVE23998, NEMVE21086	YEAST06032
OG0003454	NEMVE14065	YEAST04088
OG0003458	NEMVE04918, NEMVE17272	YEAST00169
OG0003461	NEMVE23166	YEAST05752, YEAST04759
OG0003463	NEMVE08123	YEAST02371
OG0003464	NEMVE21995, NEMVE25422	YEAST05120
OG0003465	NEMVE00981	YEAST02874
OG0003467	NEMVE14975, NEMVE20626, NEMVE11976	YEAST01278
OG0003477	NEMVE15677, NEMVE14421	YEAST03665
OG0003483	NEMVE22468	YEAST06074
OG0003487	NEMVE22483	YEAST03066
OG0003491	NEMVE14708	YEAST03514
OG0003493	NEMVE15798	YEAST01076
OG0003497	NEMVE01002	YEAST00758
OG0003498	NEMVE10613, NEMVE20419	YEAST05680
OG0003500	NEMVE05089, NEMVE12196	YEAST03303, YEAST02683
OG0003501	NEMVE13383	YEAST01421
OG0003502	NEMVE06419	YEAST02519
OG0003503	NEMVE14218, NEMVE14261	YEAST00400
OG0003505	NEMVE05913	YEAST00697
OG0003509	NEMVE10409	YEAST02850
OG0003515	NEMVE07802	YEAST00923
OG0003518	NEMVE17403, NEMVE07929	YEAST04809
OG0003523	NEMVE07334	YEAST05393
OG0003531	NEMVE23009	YEAST00465
OG0003532	NEMVE01942	YEAST05810
OG0003539	NEMVE14225	YEAST03774
OG0003541	NEMVE05768	YEAST01314
OG0003543	NEMVE21904	YEAST01290
OG0003544	NEMVE21778	YEAST00251
OG0003550	NEMVE14633	YEAST06166
OG0003551	NEMVE25468	YEAST01826
OG0003552	NEMVE13583	YEAST04163
OG0003556	NEMVE17151	YEAST05216
OG0003560	NEMVE06594	YEAST02357, YEAST05925
OG0003561	NEMVE01009, NEMVE02397	YEAST06100
OG0003562	NEMVE13820	YEAST00960
OG0003565	NEMVE24799	YEAST03392
OG0003567	NEMVE14039	YEAST04838
OG0003568	NEMVE23185	YEAST04328
OG0003570	NEMVE24756	YEAST03562, YEAST04635
OG0003571	NEMVE07104, NEMVE21760	YEAST05553
OG0003573	NEMVE15669	YEAST00597
OG0003578	NEMVE14882, NEMVE12325	YEAST05031
OG0003579	NEMVE14468	YEAST05446
OG0003582	NEMVE05180	YEAST03174
OG0003598	NEMVE09849	YEAST00803
OG0003599	NEMVE20749, NEMVE06057, NEMVE00164	YEAST04133
OG0003603	NEMVE12029, NEMVE13720	YEAST03529
OG0003610	NEMVE07493, NEMVE14129	YEAST02573
OG0003611	NEMVE20829, NEMVE07655, NEMVE15407	YEAST01054
OG0003612	NEMVE22973, NEMVE00312	YEAST00808
OG0003613	NEMVE08287	YEAST02366
OG0003615	NEMVE03122	YEAST01638
OG0003617	NEMVE04879	YEAST01843
OG0003617	NEMVE02770	YEAST04802, YEAST04398
OG0003618	NEMVE14538	YEAST00747
OG0003619	NEMVE25213	YEAST04756
OG0003624	NEMVE13806, NEMVE20665	YEAST00147
OG0003630	NEMVE01474	YEAST04845
OG0003632	NEMVE09812	YEAST02125
OG0003638	NEMVE14258	YEAST00956
OG0003641	NEMVE25925, NEMVE21020	YEAST04061, YEAST01158
OG0003643	NEMVE21963	YEAST03144
OG0003644	NEMVE14219, NEMVE19898	YEAST01545
OG0003645	NEMVE06456, NEMVE06446	YEAST05809, YEAST05493
OG0003646	NEMVE06017	YEAST02349
OG0003647	NEMVE10850, NEMVE18107	YEAST04352, YEAST04433
OG0003649	NEMVE10970	YEAST00203
OG0003650	NEMVE01779	YEAST00737, YEAST04997
OG0003659	NEMVE01974	YEAST00140
OG0003661	NEMVE00922, NEMVE12947	YEAST02758
OG0003664	NEMVE01033, NEMVE07963	YEAST03791
OG0003668	NEMVE14297	YEAST06168
OG0003669	NEMVE07090	YEAST02813
OG0003672	NEMVE08668	YEAST03137
OG0003676	NEMVE21802, NEMVE07553	YEAST03110
OG0003678	NEMVE25356	YEAST02330
OG0003679	NEMVE11368	YEAST03223
OG0003682	NEMVE22975, NEMVE12062	YEAST00571
OG0003687	NEMVE23894, NEMVE12128	YEAST02527, YEAST04246
OG0003689	NEMVE15357	YEAST04232
OG0003690	NEMVE15068	YEAST01162
OG0003692	NEMVE20806, NEMVE11090	YEAST00692
OG0003693	NEMVE09308	YEAST05304
OG0003694	NEMVE22408	YEAST01453
OG0003696	NEMVE11320	YEAST05704
OG0003697	NEMVE17845	YEAST04962
OG0003698	NEMVE22878	YEAST03764, YEAST03185
OG0003703	NEMVE24764	YEAST00683
OG0003710	NEMVE22261	YEAST02077
OG0003712	NEMVE13197	YEAST02114
OG0003716	NEMVE21119, NEMVE13656	YEAST02390
OG0003718	NEMVE22937	YEAST05772
OG0003719	NEMVE08960	YEAST06338
OG0003721	NEMVE13053, NEMVE10208, NEMVE18963	YEAST04960
OG0003724	NEMVE13663, NEMVE17013, NEMVE22380, NEMVE03637	YEAST02365, YEAST06120
OG0003729	NEMVE25381	YEAST01543
OG0003731	NEMVE23012, NEMVE12940	YEAST04486
OG0003733	NEMVE13938, NEMVE18879	YEAST03492
OG0003734	NEMVE22526	YEAST02809, YEAST03842
OG0003735	NEMVE02733, NEMVE23342	YEAST06115
OG0003738	NEMVE24821, NEMVE25967	YEAST05605
OG0003740	NEMVE22455	YEAST01029
OG0003741	NEMVE00260, NEMVE22579	YEAST01379
OG0003743	NEMVE21709	YEAST06008, YEAST05688
OG0003744	NEMVE05864	YEAST01207
OG0003745	NEMVE24615	YEAST02618
OG0003749	NEMVE12728, NEMVE22325	YEAST04441
OG0003750	NEMVE13166	YEAST00149
OG0003756	NEMVE08256	YEAST01878
OG0003758	NEMVE24097	YEAST06133
OG0003759	NEMVE07147	YEAST03315
OG0003766	NEMVE12147	YEAST03336
OG0003767	NEMVE24136	YEAST01933, YEAST01650
OG0003769	NEMVE25860	YEAST01999
OG0003770	NEMVE14300, NEMVE12978	YEAST01234, YEAST03860
OG0003778	NEMVE22626	YEAST05796
OG0003779	NEMVE22651	YEAST04431
OG0003806	NEMVE14378	YEAST02367
OG0003807	NEMVE13183	YEAST04265, YEAST03128
OG0003808	NEMVE11383	YEAST01201
OG0003811	NEMVE12033, NEMVE10353	YEAST00417
OG0003812	NEMVE18581	YEAST00287
OG0003813	NEMVE22400	YEAST00254
OG0003818	NEMVE20836, NEMVE05581	YEAST04318
OG0003824	NEMVE12681, NEMVE22639	YEAST01468
OG0003828	NEMVE13970	YEAST02448
OG0003829	NEMVE16467, NEMVE20813, NEMVE16466	YEAST02032, YEAST01031
OG0003831	NEMVE24194	YEAST03010, YEAST05137, YEAST02344
OG0003834	NEMVE25157	YEAST06322
OG0003837	NEMVE15152	YEAST02586
OG0003838	NEMVE07828	YEAST03413
OG0003839	NEMVE09947	YEAST01736
OG0003844	NEMVE24944	YEAST06054
OG0003846	NEMVE07025	YEAST00356
OG0003848	NEMVE01752, NEMVE03237	YEAST01654
OG0003850	NEMVE14788	YEAST00228
OG0003851	NEMVE13091	YEAST06169
OG0003852	NEMVE07134	YEAST03296
OG0003853	NEMVE09522	YEAST06251
OG0003855	NEMVE01478	YEAST04936
OG0003856	NEMVE15583	YEAST03934, YEAST02710
OG0003858	NEMVE07192, NEMVE12146, NEMVE03523, NEMVE21504	YEAST01401
OG0003860	NEMVE07587, NEMVE05689	YEAST01412
OG0003866	NEMVE14786	YEAST01895
OG0003867	NEMVE02347, NEMVE14855	YEAST03558
OG0003868	NEMVE23932	YEAST01448
OG0003869	NEMVE25452	YEAST02771
OG0003875	NEMVE04885	YEAST05070
OG0003876	NEMVE06222, NEMVE12361	YEAST02423
OG0003877	NEMVE20725, NEMVE07878	YEAST04860, YEAST05867, YEAST03825
OG0003879	NEMVE00015	YEAST00463
OG0003881	NEMVE21229, NEMVE25591	YEAST03851
OG0003882	NEMVE25838	YEAST03663
OG0003886	NEMVE07112	YEAST06023
OG0003887	NEMVE13010	YEAST00028
OG0003893	NEMVE17393, NEMVE17391	YEAST05028
OG0003897	NEMVE01514	YEAST01270
OG0003899	NEMVE25516	YEAST04954
OG0003904	NEMVE13657	YEAST01732
OG0003907	NEMVE20188, NEMVE11822	YEAST02999, YEAST02288
OG0003908	NEMVE15062	YEAST01362
OG0003908	NEMVE13469	YEAST06330
OG0003910	NEMVE11947, NEMVE14228	YEAST03780
OG0003911	NEMVE13548	YEAST00032
OG0003913	NEMVE06219, NEMVE06190	YEAST03258
OG0003918	NEMVE15132	YEAST00058
OG0003921	NEMVE13546, NEMVE03026	YEAST06181
OG0003926	NEMVE18036	YEAST04138
OG0003929	NEMVE15034	YEAST04489, YEAST01422
OG0003930	NEMVE11142	YEAST03969
OG0003931	NEMVE05283	YEAST01142
OG0003934	NEMVE10808	YEAST00084
OG0003938	NEMVE14790	YEAST01566, YEAST05133
OG0003939	NEMVE25295, NEMVE20805, NEMVE20363	YEAST03211
OG0003944	NEMVE25693, NEMVE10205, NEMVE21561	YEAST01186
OG0003946	NEMVE09626	YEAST03220
OG0003947	NEMVE01496, NEMVE12187	YEAST06266, YEAST05428
OG0003949	NEMVE07570, NEMVE23133, NEMVE11025	YEAST01888
OG0003950	NEMVE04576	YEAST01409
OG0003954	NEMVE08288, NEMVE00930	YEAST02764
OG0003955	NEMVE06429	YEAST03951
OG0003959	NEMVE23777	YEAST02778
OG0003961	NEMVE15127	YEAST01991
OG0003967	NEMVE23105, NEMVE23282	YEAST05935
OG0003969	NEMVE07890	YEAST02146
OG0003971	NEMVE22272	YEAST00520
OG0003972	NEMVE13775, NEMVE12907	YEAST06331
OG0003973	NEMVE14779	YEAST06329
OG0003999	NEMVE21965	YEAST05604
OG0004005	NEMVE23848	YEAST06216
OG0004007	NEMVE02737, NEMVE13953	YEAST01456
OG0004012	NEMVE12899, NEMVE22318	YEAST00755
OG0004017	NEMVE16055, NEMVE14537	YEAST03019
OG0004023	NEMVE10125	YEAST04349
OG0004032	NEMVE11647, NEMVE08726	YEAST02562
OG0004033	NEMVE05049	YEAST02572
OG0004035	NEMVE23476	YEAST02134
OG0004037	NEMVE24489	YEAST03371
OG0004042	NEMVE24907	YEAST05578
OG0004044	NEMVE14670	YEAST05367
OG0004047	NEMVE14207	YEAST02496
OG0004051	NEMVE12658, NEMVE16748	YEAST01772
OG0004052	NEMVE04588	YEAST03705
OG0004056	NEMVE11824, NEMVE12001, NEMVE17803	YEAST05698
OG0004057	NEMVE17724, NEMVE14174	YEAST05620
OG0004059	NEMVE02059, NEMVE10461	YEAST00030
OG0004065	NEMVE13633	YEAST00772
OG0004068	NEMVE14104	YEAST03461
OG0004071	NEMVE14977	YEAST02893
OG0004072	NEMVE15269	YEAST02440
OG0004075	NEMVE15118	YEAST02332
OG0004076	NEMVE11675, NEMVE01100	YEAST05461
OG0004079	NEMVE25325	YEAST04385
OG0004080	NEMVE06984	YEAST00812
OG0004082	NEMVE11384, NEMVE01381	YEAST00063, YEAST05409
OG0004090	NEMVE14306	YEAST02301, YEAST02021
OG0004091	NEMVE14085, NEMVE18417, NEMVE16497, NEMVE21080, NEMVE00934	YEAST04715
OG0004092	NEMVE12115, NEMVE21794	YEAST03564, YEAST06307
OG0004096	NEMVE22332	YEAST00160
OG0004097	NEMVE14807, NEMVE22196	YEAST05039
OG0004101	NEMVE23681	YEAST03547, YEAST02901
OG0004102	NEMVE00016, NEMVE08375	YEAST05787
OG0004103	NEMVE23564	YEAST05061
OG0004105	NEMVE12111, NEMVE13481	YEAST01700, YEAST01565
OG0004110	NEMVE08007, NEMVE20745, NEMVE22977	YEAST02825
OG0004113	NEMVE19649, NEMVE02452	YEAST02059
OG0004115	NEMVE00036, NEMVE17538	YEAST00325
OG0004116	NEMVE02528, NEMVE25696	YEAST00481
OG0004118	NEMVE13160	YEAST01855
OG0004119	NEMVE13042, NEMVE11744, NEMVE22499, NEMVE11571, NEMVE11572	YEAST02170
OG0004120	NEMVE24901	YEAST01953
OG0004123	NEMVE17411, NEMVE17410	YEAST04761
OG0004124	NEMVE07304	YEAST01139
OG0004127	NEMVE18642	YEAST06097
OG0004130	NEMVE14705	YEAST03149
OG0004134	NEMVE14887	YEAST05611
OG0004136	NEMVE14508	YEAST01084
OG0004142	NEMVE13449	YEAST05774
OG0004148	NEMVE19504	YEAST00867
OG0004150	NEMVE13741	YEAST04690
OG0004151	NEMVE14229	YEAST04284
OG0004153	NEMVE00083	YEAST05958, YEAST04386, YEAST00290
OG0004154	NEMVE05816	YEAST05587
OG0004158	NEMVE13617	YEAST03379
OG0004161	NEMVE22412, NEMVE12531	YEAST04124
OG0004162	NEMVE25750	YEAST04517
OG0004164	NEMVE22345, NEMVE25928	YEAST05923
OG0004166	NEMVE11924, NEMVE21562, NEMVE14358	YEAST00189
OG0004168	NEMVE14660	YEAST03028
OG0004169	NEMVE09703	YEAST05813
OG0004170	NEMVE24511, NEMVE04516	YEAST05906
OG0004171	NEMVE13975, NEMVE07139	YEAST04501
OG0004179	NEMVE13848	YEAST01050
OG0004181	NEMVE18763	YEAST03406
OG0004184	NEMVE14561, NEMVE16222, NEMVE06168, NEMVE21069	YEAST00127
OG0004186	NEMVE14257, NEMVE25645	YEAST04981
OG0004188	NEMVE15828	YEAST02761
OG0004198	NEMVE22383	YEAST02869, YEAST03548
OG0004215	NEMVE23791	YEAST04590
OG0004217	NEMVE07703	YEAST01257
OG0004219	NEMVE22540, NEMVE20986	YEAST00912
OG0004222	NEMVE22431	YEAST05826
OG0004230	NEMVE20221, NEMVE15013	YEAST02220
OG0004232	NEMVE05374	YEAST05931
OG0004236	NEMVE22021, NEMVE01769, NEMVE21449, NEMVE08213	YEAST05432
OG0004237	NEMVE24212	YEAST04445, YEAST04344
OG0004239	NEMVE09798	YEAST05144
OG0004243	NEMVE13950	YEAST00306
OG0004245	NEMVE22952	YEAST00859
OG0004248	NEMVE20564, NEMVE10713	YEAST03678
OG0004249	NEMVE07696	YEAST02740
OG0004250	NEMVE05051	YEAST05543
OG0004252	NEMVE15040	YEAST05178
OG0004254	NEMVE02453	YEAST03900
OG0004258	NEMVE23518	YEAST00665
OG0004259	NEMVE22430	YEAST03730
OG0004261	NEMVE20799, NEMVE22436	YEAST02564
OG0004262	NEMVE04762	YEAST02368
OG0004268	NEMVE09145	YEAST00496
OG0004269	NEMVE24672, NEMVE11658, NEMVE11660	YEAST04758
OG0004273	NEMVE01963	YEAST02547
OG0004278	NEMVE11125	YEAST00243
OG0004280	NEMVE06242	YEAST05895
OG0004282	NEMVE15059	YEAST02575, YEAST06242
OG0004283	NEMVE07709, NEMVE00512	YEAST04184
OG0004287	NEMVE10700	YEAST01708
OG0004289	NEMVE18867	YEAST05719
OG0004291	NEMVE06141	YEAST00852
OG0004292	NEMVE11084	YEAST02537
OG0004295	NEMVE08615	YEAST05946
OG0004297	NEMVE05511	YEAST01463
OG0004300	NEMVE08965	YEAST05309
OG0004301	NEMVE15665	YEAST03850
OG0004302	NEMVE13868	YEAST05203
OG0004303	NEMVE14939, NEMVE00925	YEAST02492
OG0004304	NEMVE02041	YEAST02425, YEAST05929
OG0004305	NEMVE07351, NEMVE23119, NEMVE14272	YEAST02123
OG0004307	NEMVE14393	YEAST04592
OG0004308	NEMVE25489, NEMVE20752	YEAST04835
OG0004309	NEMVE21890	YEAST05924
OG0004310	NEMVE21788	YEAST05001
OG0004312	NEMVE14123	YEAST03330
OG0004314	NEMVE10498	YEAST00500
OG0004324	NEMVE07951	YEAST04322
OG0004330	NEMVE01493	YEAST06277
OG0004331	NEMVE22843, NEMVE02042	YEAST06230
OG0004333	NEMVE26003, NEMVE02002	YEAST01391
OG0004335	NEMVE03938	YEAST01057
OG0004338	NEMVE13087	YEAST05023
OG0004344	NEMVE02635	YEAST02441
OG0004345	NEMVE06527	YEAST04894
OG0004347	NEMVE25932	YEAST04515
OG0004348	NEMVE25252	YEAST03956
OG0004350	NEMVE13828	YEAST04742
OG0004351	NEMVE00918	YEAST04167
OG0004353	NEMVE13665	YEAST05143
OG0004356	NEMVE00913	YEAST02877
OG0004357	NEMVE08918	YEAST02304
OG0004358	NEMVE08331	YEAST01304
OG0004359	NEMVE11194, NEMVE05627	YEAST01873
OG0004364	NEMVE20700, NEMVE22420, NEMVE15837	YEAST00647
OG0004366	NEMVE12546, NEMVE01469	YEAST01097
OG0004369	NEMVE10451	YEAST04013
OG0004370	NEMVE13399, NEMVE21469	YEAST02378
OG0004374	NEMVE23199, NEMVE20953, NEMVE13234	YEAST00556
OG0004377	NEMVE23502	YEAST05181
OG0004378	NEMVE08774	YEAST03291
OG0004379	NEMVE13525	YEAST02180, YEAST04152
OG0004380	NEMVE13704	YEAST04825
OG0004382	NEMVE12708	YEAST03218
OG0004394	NEMVE13031	YEAST00619
OG0004396	NEMVE14513	YEAST01668
OG0004400	NEMVE09297	YEAST03238, YEAST03731
OG0004401	NEMVE15063	YEAST04219
OG0004404	NEMVE14747	YEAST00833, YEAST00883
OG0004417	NEMVE05869	YEAST03358
OG0004425	NEMVE23884	YEAST04958
OG0004426	NEMVE14125	YEAST01028
OG0004460	NEMVE18796	YEAST06162
OG0004462	NEMVE13727	YEAST03397
OG0004468	NEMVE08237	YEAST04439
OG0004472	NEMVE00917, NEMVE12825	YEAST06199
OG0004479	NEMVE01055	YEAST00474
OG0004484	NEMVE13818	YEAST01989
OG0004486	NEMVE14675	YEAST00968
OG0004489	NEMVE22535	YEAST03700
OG0004490	NEMVE03491	YEAST02887
OG0004492	NEMVE13230	YEAST05415, YEAST01368
OG0004494	NEMVE01991, NEMVE12026	YEAST03738
OG0004495	NEMVE18943	YEAST00946
OG0004498	NEMVE21495, NEMVE10128	YEAST02716
OG0004500	NEMVE13883	YEAST04651
OG0004503	NEMVE12347, NEMVE05528	YEAST02385
OG0004505	NEMVE13485, NEMVE17550, NEMVE17551	YEAST01701
OG0004506	NEMVE15612	YEAST06061
OG0004507	NEMVE21959	YEAST04994
OG0004512	NEMVE15458, NEMVE05081	YEAST01510
OG0004513	NEMVE22677	YEAST04235
OG0004515	NEMVE16698	YEAST05737
OG0004519	NEMVE01745	YEAST01596
OG0004520	NEMVE23460	YEAST06001, YEAST05696
OG0004525	NEMVE09848	YEAST03937
