Orthogroup	NEMVE	OWEFU
OG0002542	NEMVE22658	OFUSG04467.1.p1
OG0002543	NEMVE17118	OFUSG15203.1.p1, OFUSG15203.2.p1
OG0002544	NEMVE15197	OFUSG22721.1.p1
OG0002544	NEMVE03625	OFUSG00130.1.p1, OFUSG00181.1.p1, OFUSG06629.1.p1, OFUSG06630.1.p1
OG0002545	NEMVE22970	OFUSG18706.1.p1
OG0002548	NEMVE06587	OFUSG25116.1.p1
OG0002549	NEMVE23917	OFUSG25836.1.p1, OFUSG25833.1.p1, OFUSG25833.2.p1, OFUSG25833.3.p1
OG0002550	NEMVE23986	OFUSG06676.4.p1, OFUSG06676.1.p1, OFUSG06676.3.p1, OFUSG06676.2.p1
OG0002551	NEMVE24927, NEMVE18065	OFUSG26610.1.p1
OG0002552	NEMVE25639	OFUSG09823.1.p1
OG0002553	NEMVE25764	OFUSG04243.1.p1
OG0002554	NEMVE21730, NEMVE08258	OFUSG20321.1.p1
OG0002555	NEMVE13837	OFUSG21622.1.p1
OG0002556	NEMVE14415, NEMVE13533, NEMVE12299, NEMVE14944, NEMVE09666, NEMVE02136, NEMVE06014	OFUSG26698.1.p1, OFUSG09591.1.p1
OG0002557	NEMVE14082	OFUSG05156.1.p1
OG0002559	NEMVE14223	OFUSG17135.4.p1, OFUSG17135.5.p1, OFUSG17135.3.p1, OFUSG17135.1.p1, OFUSG17135.2.p1
OG0002560	NEMVE06511	OFUSG09866.1.p1, OFUSG09866.2.p1
OG0002561	NEMVE05064	OFUSG25117.2.p1, OFUSG25117.1.p1
OG0002562	NEMVE01906	OFUSG13027.1.p1
OG0002563	NEMVE08352	OFUSG02827.1.p1
OG0002564	NEMVE00075, NEMVE01546	OFUSG18079.1.p1, OFUSG18079.2.p1
OG0002565	NEMVE13158	OFUSG18956.1.p1
OG0002566	NEMVE14051	OFUSG23549.1.p1
OG0002567	NEMVE00969, NEMVE13679	OFUSG05913.1.p1
OG0002570	NEMVE14150	OFUSG20725.1.p1
OG0002571	NEMVE06449, NEMVE02078	OFUSG03586.1.p1
OG0002572	NEMVE13221	OFUSG07142.1.p1
OG0002573	NEMVE25149, NEMVE05027	OFUSG18076.1.p1, OFUSG19001.1.p1
OG0002576	NEMVE22228	OFUSG25248.1.p1
OG0002585	NEMVE24094	OFUSG11445.2.p1, OFUSG11445.1.p1, OFUSG13973.1.p1, OFUSG13973.2.p1, OFUSG24204.1.p1, OFUSG02240.1.p1
OG0002585	NEMVE24093, NEMVE18017	OFUSG14025.1.p1, OFUSG14026.1.p1, OFUSG14026.2.p1, OFUSG03729.2.p1, OFUSG03729.1.p1, OFUSG24817.2.p1, OFUSG24817.1.p1, OFUSG14166.1.p1, OFUSG03950.1.p1, OFUSG14238.1.p1, OFUSG14028.1.p1, OFUSG05341.1.p1, OFUSG05341.2.p1, OFUSG13974.1.p1
OG0002587	NEMVE09616	OFUSG20335.1.p1
OG0002589	NEMVE08810	OFUSG15607.1.p1
OG0002590	NEMVE07406, NEMVE20999	OFUSG23108.1.p1
OG0002591	NEMVE08247, NEMVE20210, NEMVE03060	OFUSG00503.1.p1
OG0002592	NEMVE17971	OFUSG18883.1.p1
OG0002593	NEMVE01107	OFUSG21331.1.p1, OFUSG21331.2.p1
OG0002594	NEMVE07262	OFUSG05055.1.p1
OG0002595	NEMVE21148, NEMVE05249	OFUSG17825.1.p1, OFUSG17825.3.p1, OFUSG17825.4.p1, OFUSG17825.2.p1, OFUSG19931.1.p1, OFUSG19932.1.p1
OG0002597	NEMVE20955, NEMVE19884, NEMVE15198, NEMVE20120, NEMVE20238, NEMVE25095, NEMVE17659	OFUSG08063.1.p1
OG0002598	NEMVE22416	OFUSG17203.1.p1
OG0002599	NEMVE17323	OFUSG05928.1.p1
OG0002600	NEMVE24873	OFUSG17834.1.p1, OFUSG17834.2.p1
OG0002601	NEMVE06924	OFUSG25340.1.p1
OG0002602	NEMVE05264	OFUSG10300.1.p1, OFUSG10300.2.p1
OG0002603	NEMVE02290	OFUSG12842.1.p1
OG0002603	NEMVE17152	OFUSG26514.1.p1
OG0002603	NEMVE16277, NEMVE17858, NEMVE18982	OFUSG13715.1.p1
OG0002605	NEMVE01455	OFUSG17629.1.p1
OG0002606	NEMVE02031	OFUSG14531.1.p1, OFUSG00019.1.p1, OFUSG22054.1.p1, OFUSG22019.1.p1
OG0002608	NEMVE02967	OFUSG26704.2.p1, OFUSG26704.1.p1
OG0002609	NEMVE14492	OFUSG08608.1.p1
OG0002610	NEMVE22485, NEMVE22440	OFUSG22781.2.p1, OFUSG22781.1.p1
OG0002611	NEMVE06962	OFUSG16338.1.p1
OG0002612	NEMVE06142	OFUSG18866.1.p1
OG0002614	NEMVE14892	OFUSG13501.1.p1
OG0002615	NEMVE23982	OFUSG18924.1.p1
OG0002616	NEMVE21471, NEMVE04864	OFUSG05626.1.p1
OG0002617	NEMVE13584	OFUSG03235.1.p1
OG0002618	NEMVE02148	OFUSG11127.1.p1
OG0002619	NEMVE21381, NEMVE16149, NEMVE00467, NEMVE23553, NEMVE12826, NEMVE06027	OFUSG09296.1.p1
OG0002621	NEMVE01523, NEMVE05356, NEMVE04815	OFUSG21193.1.p1, OFUSG21193.2.p1
OG0002622	NEMVE20759, NEMVE15765	OFUSG02644.1.p1
OG0002623	NEMVE14530, NEMVE16351	OFUSG01571.2.p1, OFUSG01571.1.p1
OG0002624	NEMVE05771	OFUSG20261.1.p1, OFUSG20262.1.p1
OG0002625	NEMVE03448, NEMVE21227	OFUSG00455.1.p1
OG0002626	NEMVE21742	OFUSG16532.1.p1, OFUSG02438.1.p1, OFUSG23756.1.p1, OFUSG09385.1.p1, OFUSG08966.1.p1, OFUSG21069.1.p1, OFUSG26902.1.p1
OG0002627	NEMVE12379	OFUSG16687.1.p1
OG0002629	NEMVE04921, NEMVE21295	OFUSG21491.1.p1
OG0002629	NEMVE12665	OFUSG15216.1.p1
OG0002630	NEMVE25025	OFUSG13735.1.p1
OG0002631	NEMVE05706	OFUSG00256.1.p1
OG0002632	NEMVE10587	OFUSG09288.1.p1
OG0002633	NEMVE07536, NEMVE07534	OFUSG12394.1.p1
OG0002634	NEMVE06072	OFUSG09093.1.p1
OG0002634	NEMVE06052	OFUSG09096.1.p1
OG0002636	NEMVE09568	OFUSG10080.1.p1
OG0002637	NEMVE10674	OFUSG00789.1.p1
OG0002637	NEMVE08504	OFUSG00782.1.p1
OG0002638	NEMVE16638	OFUSG07849.1.p1
OG0002639	NEMVE18209	OFUSG11435.2.p1, OFUSG11435.1.p1
OG0002640	NEMVE15471	OFUSG06099.1.p1, OFUSG06099.4.p1, OFUSG06099.2.p1, OFUSG06099.3.p1
OG0002642	NEMVE14573	OFUSG16050.1.p1
OG0002643	NEMVE21040, NEMVE08951, NEMVE12990	OFUSG25517.1.p1, OFUSG25504.1.p1
OG0002644	NEMVE04724	OFUSG03807.1.p1
OG0002645	NEMVE01929	OFUSG19077.1.p1, OFUSG19077.2.p1
OG0002646	NEMVE07455	OFUSG07340.4.p1, OFUSG07340.1.p1, OFUSG07340.2.p1, OFUSG07340.3.p1
OG0002647	NEMVE24057, NEMVE10597	OFUSG19431.1.p1, OFUSG18928.1.p1
OG0002648	NEMVE25486	OFUSG23133.1.p1, OFUSG00217.1.p1
OG0002649	NEMVE14408	OFUSG19035.2.p1, OFUSG19035.1.p1
OG0002651	NEMVE03413	OFUSG09970.1.p1
OG0002653	NEMVE14839	OFUSG22197.1.p1
OG0002654	NEMVE20378, NEMVE13575	OFUSG21242.1.p1
OG0002655	NEMVE25659	OFUSG18613.1.p1
OG0002656	NEMVE15374	OFUSG24257.1.p1
OG0002657	NEMVE22821	OFUSG16068.1.p1
OG0002658	NEMVE09624	OFUSG07805.2.p1, OFUSG07805.1.p1
OG0002659	NEMVE10090, NEMVE05819	OFUSG13732.1.p1, OFUSG13734.1.p1
OG0002660	NEMVE00228, NEMVE13381	OFUSG18787.1.p1
OG0002661	NEMVE13146	OFUSG07563.1.p1
OG0002662	NEMVE13719	OFUSG10564.1.p1
OG0002663	NEMVE25219	OFUSG26952.1.p1
OG0002664	NEMVE06060	OFUSG08813.1.p1
OG0002665	NEMVE09436, NEMVE09422	OFUSG15552.1.p1
OG0002666	NEMVE21724, NEMVE11065	OFUSG02440.2.p1, OFUSG02440.1.p1, OFUSG18088.1.p1, OFUSG10943.1.p1
OG0002667	NEMVE25377	OFUSG07660.1.p1
OG0002668	NEMVE14931	OFUSG05098.1.p1, OFUSG05098.2.p1
OG0002669	NEMVE14602	OFUSG21904.1.p1, OFUSG11370.1.p1
OG0002670	NEMVE07125, NEMVE12922	OFUSG12187.4.p1, OFUSG12187.1.p1, OFUSG12187.2.p1, OFUSG12187.3.p1
OG0002672	NEMVE22653	OFUSG23393.1.p1
OG0002673	NEMVE22422	OFUSG05576.1.p1
OG0002675	NEMVE09744	OFUSG05238.1.p1
OG0002677	NEMVE14524	OFUSG17880.1.p1, OFUSG17880.2.p1
OG0002679	NEMVE18673	OFUSG21039.1.p1
OG0002682	NEMVE13468, NEMVE05362	OFUSG17355.1.p1
OG0002683	NEMVE07779	OFUSG17573.1.p2
OG0002685	NEMVE25133	OFUSG01490.1.p1
OG0002703	NEMVE01236, NEMVE16030	OFUSG19745.2.p1, OFUSG19745.1.p1
OG0002705	NEMVE14386	OFUSG23521.2.p1, OFUSG23521.1.p1
OG0002706	NEMVE13185	OFUSG10469.1.p1
OG0002707	NEMVE10215, NEMVE10213, NEMVE11805	OFUSG12558.1.p1
OG0002708	NEMVE05514	OFUSG00085.1.p1
OG0002709	NEMVE18118	OFUSG01022.2.p1, OFUSG01022.1.p1
OG0002712	NEMVE13853	OFUSG02353.1.p1
OG0002715	NEMVE05588	OFUSG06599.1.p1, OFUSG06599.3.p1, OFUSG06599.2.p1
OG0002716	NEMVE15936	OFUSG09527.1.p1
OG0002717	NEMVE22661	OFUSG02824.1.p1
OG0002718	NEMVE13409	OFUSG20941.1.p1, OFUSG20941.2.p1
OG0002719	NEMVE04964	OFUSG04545.1.p1
OG0002720	NEMVE22329, NEMVE14278	OFUSG20349.1.p1
OG0002721	NEMVE11852	OFUSG09992.1.p1
OG0002722	NEMVE25372	OFUSG21829.1.p1
OG0002724	NEMVE22445	OFUSG23259.1.p1
OG0002725	NEMVE02531, NEMVE06162, NEMVE08566, NEMVE08564	OFUSG06872.1.p1
OG0002726	NEMVE07352	OFUSG10760.1.p1
OG0002728	NEMVE23767	OFUSG24207.1.p1, OFUSG24205.1.p1
OG0002729	NEMVE08752	OFUSG25664.1.p1, OFUSG02975.1.p1
OG0002730	NEMVE10147	OFUSG00020.1.p1
OG0002731	NEMVE23784	OFUSG08355.1.p1
OG0002732	NEMVE09100	OFUSG18697.1.p1
OG0002734	NEMVE17892	OFUSG12291.1.p1
OG0002736	NEMVE17741	OFUSG00222.1.p1
OG0002738	NEMVE02040	OFUSG17862.1.p1
OG0002739	NEMVE01084, NEMVE21818	OFUSG02929.1.p1
OG0002740	NEMVE10432	OFUSG17183.1.p1
OG0002741	NEMVE14870	OFUSG09210.1.p1, OFUSG09210.2.p1
OG0002742	NEMVE22055	OFUSG18256.1.p1
OG0002743	NEMVE14452, NEMVE13517	OFUSG16819.1.p1
OG0002744	NEMVE05534	OFUSG08357.1.p1
OG0002745	NEMVE14885	OFUSG18242.2.p1, OFUSG18242.1.p1
OG0002746	NEMVE14034	OFUSG09016.1.p1
OG0002747	NEMVE10058	OFUSG25884.2.p1, OFUSG25884.1.p1
OG0002748	NEMVE17865, NEMVE24782, NEMVE08633	OFUSG25533.1.p1
OG0002749	NEMVE18522	OFUSG08546.1.p1
OG0002750	NEMVE06505	OFUSG02806.1.p1
OG0002751	NEMVE13229	OFUSG05851.1.p1
OG0002752	NEMVE14798	OFUSG01980.2.p1, OFUSG01980.1.p1
OG0002753	NEMVE01848	OFUSG05932.1.p1
OG0002754	NEMVE21810	OFUSG21211.1.p1, OFUSG21211.2.p1
OG0002755	NEMVE21361	OFUSG06793.1.p1
OG0002756	NEMVE15690	OFUSG24104.1.p1
OG0002758	NEMVE14585	OFUSG15087.1.p1
OG0002760	NEMVE15085	OFUSG19010.1.p1, OFUSG19009.1.p1
OG0002761	NEMVE10992, NEMVE15148	OFUSG26078.1.p1
OG0002762	NEMVE01403, NEMVE23067	OFUSG06435.1.p1
OG0002763	NEMVE04792	OFUSG04521.1.p1, OFUSG04521.2.p1
OG0002764	NEMVE22629, NEMVE15240, NEMVE15234	OFUSG23602.1.p1
OG0002765	NEMVE13625	OFUSG20514.1.p1
OG0002766	NEMVE19107	OFUSG25034.1.p1
OG0002767	NEMVE13082	OFUSG03685.1.p1
OG0002768	NEMVE04716	OFUSG06807.1.p1
OG0002769	NEMVE23276	OFUSG02422.4.p1, OFUSG02422.2.p1, OFUSG02422.3.p1, OFUSG02422.1.p1
OG0002770	NEMVE01948	OFUSG06074.1.p1
OG0002771	NEMVE16523	OFUSG11277.1.p1
OG0002772	NEMVE13724	OFUSG06709.1.p1
OG0002773	NEMVE14937	OFUSG26880.2.p1, OFUSG26880.1.p1
OG0002774	NEMVE11224	OFUSG08706.1.p1, OFUSG08706.2.p1
OG0002775	NEMVE15309	OFUSG22089.1.p1
OG0002776	NEMVE10201	OFUSG17830.2.p1, OFUSG17830.1.p1
OG0002778	NEMVE23464	OFUSG09154.1.p1, OFUSG18807.1.p1
OG0002779	NEMVE20429, NEMVE24259	OFUSG01706.1.p1
OG0002780	NEMVE17788, NEMVE19824	OFUSG10170.1.p1, OFUSG10170.2.p1
OG0002781	NEMVE14606	OFUSG15810.1.p1
OG0002785	NEMVE16275	OFUSG17300.1.p1
OG0002786	NEMVE14195	OFUSG19625.1.p1
OG0002787	NEMVE07799	OFUSG04751.1.p1
OG0002788	NEMVE07382	OFUSG01564.1.p1
OG0002790	NEMVE06424	OFUSG03365.1.p1
OG0002791	NEMVE21833	OFUSG13923.1.p1
OG0002792	NEMVE20428, NEMVE15888	OFUSG04701.2.p1, OFUSG04701.1.p1
OG0002793	NEMVE01483	OFUSG11358.1.p1, OFUSG11360.1.p1
OG0002794	NEMVE09879	OFUSG09921.3.p1, OFUSG09921.2.p1, OFUSG09921.1.p1
OG0002795	NEMVE23134	OFUSG16642.1.p1
OG0002799	NEMVE05411	OFUSG15023.2.p1, OFUSG15023.1.p1
OG0002811	NEMVE16853	OFUSG05869.2.p1, OFUSG05869.1.p1
OG0002812	NEMVE09330	OFUSG23571.1.p1, OFUSG23571.2.p1
OG0002813	NEMVE24107	OFUSG07807.3.p1, OFUSG07807.2.p1, OFUSG07807.1.p1
OG0002814	NEMVE08977	OFUSG17968.1.p1
OG0002815	NEMVE22680	OFUSG00006.1.p1
OG0002816	NEMVE06143	OFUSG21501.1.p1
OG0002817	NEMVE09140	OFUSG22074.1.p1
OG0002818	NEMVE06616	OFUSG06912.1.p1
OG0002819	NEMVE10321	OFUSG12989.1.p1, OFUSG12989.2.p1
OG0002821	NEMVE01772	OFUSG12824.1.p1, OFUSG12868.1.p1
OG0002822	NEMVE14520	OFUSG10280.1.p1
OG0002823	NEMVE19703	OFUSG07633.1.p1
OG0002823	NEMVE22966	OFUSG19489.1.p1
OG0002824	NEMVE22929	OFUSG16938.1.p1
OG0002825	NEMVE24994	OFUSG07952.1.p1
OG0002826	NEMVE14159	OFUSG25180.1.p1
OG0002827	NEMVE07233	OFUSG01136.1.p1
OG0002828	NEMVE01026	OFUSG20560.1.p1, OFUSG19694.1.p1
OG0002829	NEMVE23024, NEMVE15553	OFUSG17802.1.p1, OFUSG17802.2.p1, OFUSG17802.3.p1
OG0002831	NEMVE11024	OFUSG00744.1.p1
OG0002832	NEMVE16400	OFUSG13113.1.p1
OG0002833	NEMVE05241	OFUSG10565.1.p1
OG0002835	NEMVE13928	OFUSG13154.1.p1
OG0002836	NEMVE14108	OFUSG21241.1.p1
OG0002837	NEMVE22356	OFUSG03666.1.p1
OG0002838	NEMVE05515, NEMVE13260	OFUSG18105.1.p1, OFUSG04576.1.p1
OG0002839	NEMVE06645	OFUSG04543.1.p1
OG0002840	NEMVE18795	OFUSG04749.1.p1, OFUSG04749.2.p1
OG0002841	NEMVE15108	OFUSG06346.1.p1
OG0002842	NEMVE25355	OFUSG26331.1.p1
OG0002843	NEMVE25122	OFUSG22264.1.p1
OG0002844	NEMVE24215	OFUSG06933.1.p1
OG0002846	NEMVE25327	OFUSG02542.1.p1
OG0002847	NEMVE13774, NEMVE01467	OFUSG15328.1.p1
OG0002848	NEMVE02441	OFUSG20933.1.p1
OG0002849	NEMVE01699	OFUSG16116.1.p1
OG0002850	NEMVE09779	OFUSG26286.1.p1, OFUSG26286.2.p1
OG0002851	NEMVE03383	OFUSG00457.1.p1
OG0002852	NEMVE13661	OFUSG20544.1.p1
OG0002853	NEMVE19935	OFUSG20007.1.p1
OG0002854	NEMVE23019, NEMVE20541	OFUSG24402.1.p1
OG0002855	NEMVE13942	OFUSG01482.2.p1, OFUSG01482.1.p1
OG0002856	NEMVE25625	OFUSG09744.1.p1
OG0002857	NEMVE13563	OFUSG23665.1.p1
OG0002858	NEMVE02414	OFUSG20592.1.p1
OG0002859	NEMVE06208	OFUSG26370.1.p1
OG0002860	NEMVE07076	OFUSG10816.1.p1
OG0002861	NEMVE23961	OFUSG08221.1.p1, OFUSG08221.3.p1, OFUSG08221.2.p1, OFUSG08221.4.p1, OFUSG08221.5.p1
OG0002864	NEMVE00985	OFUSG04409.1.p1
OG0002866	NEMVE17504	OFUSG00718.1.p1
OG0002868	NEMVE14448	OFUSG03072.1.p1
OG0002869	NEMVE01770	OFUSG26444.1.p1
OG0002870	NEMVE07654	OFUSG01831.1.p1
OG0002872	NEMVE16067	OFUSG20208.1.p1
OG0002873	NEMVE21268, NEMVE05265, NEMVE12775	OFUSG10642.1.p1
OG0002874	NEMVE06390	OFUSG06464.2.p1, OFUSG06464.1.p1
OG0002874	NEMVE17692	OFUSG06465.1.p1
OG0002875	NEMVE22501	OFUSG25099.1.p1
OG0002876	NEMVE07039	OFUSG07618.1.p1
OG0002879	NEMVE16982	OFUSG00445.1.p1
OG0002880	NEMVE08232	OFUSG17371.1.p1, OFUSG17371.2.p1
OG0002881	NEMVE07673	OFUSG13652.1.p1
OG0002881	NEMVE07676	OFUSG13651.2.p1, OFUSG13651.1.p1
OG0002882	NEMVE14727, NEMVE01029	OFUSG12338.1.p1, OFUSG22314.1.p1
OG0002883	NEMVE06407	OFUSG22592.1.p1
OG0002883	NEMVE09679	OFUSG22588.1.p1
OG0002884	NEMVE13675	OFUSG01224.1.p1
OG0002886	NEMVE16793, NEMVE02608, NEMVE07918	OFUSG09862.1.p1, OFUSG09896.1.p1, OFUSG09868.1.p1, OFUSG09881.2.p1, OFUSG09881.1.p1, OFUSG25424.1.p1, OFUSG25424.2.p1
OG0002887	NEMVE14564	OFUSG17477.1.p1
OG0002888	NEMVE09800	OFUSG18365.1.p1
OG0002889	NEMVE02255	OFUSG05655.2.p1, OFUSG05655.1.p1
OG0002890	NEMVE25436	OFUSG23123.1.p1, OFUSG23123.2.p1
OG0002891	NEMVE14385	OFUSG13187.1.p1
OG0002892	NEMVE01470	OFUSG08144.1.p1
OG0002894	NEMVE03536	OFUSG25047.1.p1
OG0002895	NEMVE21938	OFUSG18676.1.p1
OG0002897	NEMVE06961	OFUSG17101.1.p1
OG0002899	NEMVE04557	OFUSG21253.1.p1
OG0002900	NEMVE23547	OFUSG19632.1.p1
OG0002901	NEMVE20872, NEMVE23803	OFUSG00977.2.p1, OFUSG00977.3.p1, OFUSG00977.4.p1, OFUSG00977.1.p1
OG0002902	NEMVE22439, NEMVE18562	OFUSG10184.1.p1
OG0002904	NEMVE00938	OFUSG16835.2.p1, OFUSG16835.1.p1, OFUSG16835.3.p1
OG0002906	NEMVE04843	OFUSG05126.1.p1, OFUSG05126.2.p1
OG0002907	NEMVE02943	OFUSG19626.1.p1
OG0002908	NEMVE14541	OFUSG16213.1.p1
OG0002908	NEMVE22083	OFUSG05174.1.p1
OG0002909	NEMVE04695	OFUSG18769.1.p1
OG0002910	NEMVE10376, NEMVE06917, NEMVE21001	OFUSG01086.1.p1
OG0002911	NEMVE20293, NEMVE08989	OFUSG19353.2.p1, OFUSG19353.1.p1
OG0002912	NEMVE02596, NEMVE09847	OFUSG20904.1.p1
OG0002913	NEMVE10491	OFUSG04257.1.p1
OG0002914	NEMVE23150	OFUSG08374.1.p1
OG0002915	NEMVE19643	OFUSG20878.1.p1
OG0002917	NEMVE14947, NEMVE20867	OFUSG14554.1.p1
OG0002919	NEMVE25654	OFUSG20196.1.p1, OFUSG20197.1.p1, OFUSG20197.2.p1
OG0002921	NEMVE25771	OFUSG15321.1.p1
OG0002922	NEMVE10039	OFUSG06794.1.p1
OG0002923	NEMVE25758	OFUSG20615.4.p1, OFUSG20615.3.p1, OFUSG20615.2.p1, OFUSG20615.1.p1
OG0002924	NEMVE08139	OFUSG03913.1.p1
OG0002925	NEMVE07774, NEMVE12372	OFUSG23710.1.p1
OG0002926	NEMVE14101	OFUSG03640.1.p1, OFUSG08908.1.p1
OG0002927	NEMVE23439, NEMVE21167	OFUSG04039.2.p1, OFUSG04039.1.p1
OG0002944	NEMVE07941, NEMVE14748	OFUSG26530.1.p1
OG0002945	NEMVE20667, NEMVE25829, NEMVE19739	OFUSG10545.1.p1
OG0002946	NEMVE20091, NEMVE15761, NEMVE20044, NEMVE23258	OFUSG12136.1.p1
OG0002947	NEMVE06658, NEMVE13386	OFUSG06938.1.p1, OFUSG05617.1.p1
OG0002948	NEMVE08172	OFUSG13662.1.p1, OFUSG13656.1.p1
OG0002949	NEMVE02841	OFUSG18300.1.p1
OG0002950	NEMVE08674	OFUSG10158.2.p1, OFUSG10158.1.p1
OG0002952	NEMVE14872	OFUSG03363.1.p1
OG0002953	NEMVE01967	OFUSG21854.1.p1
OG0002955	NEMVE23334	OFUSG25162.2.p1, OFUSG25162.1.p1
OG0002956	NEMVE09856	OFUSG09190.1.p1
OG0002957	NEMVE24351	OFUSG26845.2.p1, OFUSG26845.1.p1
OG0002958	NEMVE21529	OFUSG08696.2.p1, OFUSG08696.1.p1
OG0002959	NEMVE08292	OFUSG12174.1.p1, OFUSG12174.2.p1
OG0002960	NEMVE24935	OFUSG07939.1.p1
OG0002961	NEMVE15141, NEMVE21670, NEMVE13757, NEMVE24574	OFUSG25076.1.p1, OFUSG25076.2.p1, OFUSG25076.3.p1
OG0002962	NEMVE13850	OFUSG10611.1.p1, OFUSG10611.2.p1
OG0002964	NEMVE23109, NEMVE00411	OFUSG09989.1.p1, OFUSG09989.2.p1
OG0002967	NEMVE00059, NEMVE11778	OFUSG21907.1.p1
OG0002968	NEMVE08461	OFUSG13570.1.p1
OG0002969	NEMVE16923	OFUSG04125.1.p1
OG0002970	NEMVE20957	OFUSG26338.1.p1, OFUSG14333.1.p1, OFUSG14335.1.p1, OFUSG11856.1.p1
OG0002973	NEMVE14446	OFUSG05919.3.p1, OFUSG05919.2.p1, OFUSG05919.1.p1
OG0002974	NEMVE16053, NEMVE12234	OFUSG04989.1.p1
OG0002975	NEMVE00359, NEMVE05044, NEMVE05062	OFUSG21917.1.p1
OG0002976	NEMVE16983	OFUSG20137.1.p1, OFUSG20137.2.p1
OG0002977	NEMVE23902	OFUSG15728.1.p1, OFUSG06351.1.p1, OFUSG06351.2.p1
OG0002978	NEMVE18285	OFUSG12256.1.p1
OG0002979	NEMVE20703	OFUSG00218.2.p1, OFUSG00218.1.p1
OG0002981	NEMVE13758	OFUSG20265.3.p1, OFUSG20265.2.p1, OFUSG20265.1.p1, OFUSG20265.4.p1
OG0002982	NEMVE19019	OFUSG01882.1.p1, OFUSG01880.1.p1, OFUSG01879.1.p1
OG0002983	NEMVE14799	OFUSG00158.2.p1, OFUSG00158.1.p1
OG0002984	NEMVE24430	OFUSG04262.1.p1
OG0002985	NEMVE09374	OFUSG03673.2.p1, OFUSG03673.1.p1
OG0002987	NEMVE13966	OFUSG18861.2.p1, OFUSG18861.1.p1
OG0002988	NEMVE17993, NEMVE18119, NEMVE22698, NEMVE12168, NEMVE21696	OFUSG04569.2.p1, OFUSG04569.1.p1
OG0002989	NEMVE16158	OFUSG10225.1.p1
OG0002989	NEMVE24838	OFUSG10836.1.p1, OFUSG21255.1.p1, OFUSG05462.1.p1, OFUSG10292.1.p1, OFUSG10292.2.p1
OG0002990	NEMVE22509	OFUSG06081.2.p1, OFUSG06081.1.p1
OG0002991	NEMVE10995, NEMVE19941	OFUSG11187.1.p1, OFUSG11187.2.p1
OG0002991	NEMVE20870	OFUSG11186.1.p1
OG0002992	NEMVE15343	OFUSG12615.1.p1
OG0002994	NEMVE07053, NEMVE14678	OFUSG04802.1.p1, OFUSG04806.1.p1
OG0002995	NEMVE01173	OFUSG25101.2.p1, OFUSG25101.1.p1
OG0002996	NEMVE10362	OFUSG06256.1.p1
OG0002997	NEMVE10464, NEMVE15011	OFUSG26855.1.p1, OFUSG23413.1.p1
OG0002998	NEMVE21235, NEMVE07505	OFUSG14182.1.p1
OG0003000	NEMVE18438	OFUSG20510.1.p1, OFUSG05401.1.p1, OFUSG04050.2.p1, OFUSG04050.1.p1, OFUSG04051.1.p1
OG0003001	NEMVE04781	OFUSG15796.1.p1
OG0003002	NEMVE06701, NEMVE21583, NEMVE01740	OFUSG16733.1.p1
OG0003004	NEMVE01048	OFUSG11480.1.p1
OG0003005	NEMVE06949	OFUSG11245.1.p1
OG0003006	NEMVE13182	OFUSG17958.1.p1
OG0003008	NEMVE02620	OFUSG25480.1.p1, OFUSG25480.2.p1
OG0003010	NEMVE05883	OFUSG00054.1.p1
OG0003011	NEMVE16402	OFUSG02280.1.p1, OFUSG02280.2.p1
OG0003012	NEMVE14500	OFUSG06422.1.p1
OG0003013	NEMVE06720	OFUSG03957.1.p1, OFUSG03957.2.p1, OFUSG24391.1.p1
OG0003014	NEMVE14970	OFUSG15945.1.p1
OG0003016	NEMVE13442	OFUSG03152.1.p1
OG0003018	NEMVE13086	OFUSG03127.1.p1
OG0003020	NEMVE13860, NEMVE14831	OFUSG05105.1.p1, OFUSG23454.1.p1
OG0003021	NEMVE17537, NEMVE17536	OFUSG12843.1.p1
OG0003022	NEMVE16219	OFUSG14229.1.p1
OG0003023	NEMVE03872	OFUSG15695.1.p1, OFUSG15693.1.p1
OG0003024	NEMVE15701, NEMVE14428	OFUSG12479.1.p1
OG0003025	NEMVE18058	OFUSG17289.1.p1
OG0003026	NEMVE16626	OFUSG08234.1.p1
OG0003027	NEMVE24954	OFUSG21402.1.p1
OG0003028	NEMVE23714	OFUSG13558.1.p1
OG0003029	NEMVE01153	OFUSG20710.1.p1
OG0003030	NEMVE22656	OFUSG25379.1.p1
OG0003031	NEMVE15133	OFUSG16648.1.p1
OG0003032	NEMVE01025	OFUSG18983.2.p1, OFUSG18983.3.p1, OFUSG18983.1.p1
OG0003033	NEMVE12220, NEMVE10638, NEMVE10429, NEMVE11260, NEMVE11231, NEMVE10428, NEMVE11218, NEMVE19978, NEMVE25621	OFUSG01453.1.p1
OG0003034	NEMVE18430	OFUSG02654.1.p1
OG0003035	NEMVE09016	OFUSG01253.1.p1
OG0003036	NEMVE14583	OFUSG08199.1.p1, OFUSG08199.2.p1, OFUSG08199.3.p1
OG0003037	NEMVE16728	OFUSG12491.1.p1
OG0003037	NEMVE16727	OFUSG12495.1.p1
OG0003038	NEMVE01498	OFUSG09156.1.p1
OG0003039	NEMVE01445	OFUSG09451.1.p1
OG0003041	NEMVE00931	OFUSG26411.1.p1
OG0003042	NEMVE06974, NEMVE01686	OFUSG04534.1.p1
OG0003043	NEMVE04685	OFUSG18158.1.p1
OG0003044	NEMVE23709, NEMVE22835	OFUSG22295.1.p1
