Orthogroup	NEMVE	HUMAN
OG0003129	NEMVE13080, NEMVE11504	HUMAN20343, HUMAN20345, HUMAN20344
OG0003130	NEMVE01488, NEMVE21603	HUMAN13118, HUMAN13117
OG0003131	NEMVE22604	HUMAN07183
OG0003132	NEMVE18843	HUMAN28059
OG0003133	NEMVE01926	HUMAN11357
OG0003133	NEMVE12491, NEMVE12586	HUMAN11359
OG0003135	NEMVE14450	HUMAN15787
OG0003136	NEMVE18312	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835
OG0003138	NEMVE08372	HUMAN18543
OG0003140	NEMVE23520	HUMAN23718, HUMAN09636, HUMAN09635
OG0003141	NEMVE13946	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937
OG0003142	NEMVE18327	HUMAN23584, HUMAN23583, HUMAN01534
OG0003143	NEMVE19688	HUMAN01826
OG0003143	NEMVE25807	HUMAN01830, HUMAN01825
OG0003144	NEMVE13803	HUMAN17201, HUMAN19445
OG0003145	NEMVE22594, NEMVE14437	HUMAN01270
OG0003146	NEMVE21927	HUMAN28091, HUMAN16761
OG0003147	NEMVE02983	HUMAN17255
OG0003148	NEMVE09246	HUMAN16837, HUMAN16838, HUMAN05694, HUMAN05693
OG0003149	NEMVE13799	HUMAN01810
OG0003150	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919	HUMAN07681, HUMAN30374, HUMAN07680
OG0003151	NEMVE16806, NEMVE23231	HUMAN08206
OG0003153	NEMVE14674	HUMAN19216, HUMAN19215
OG0003154	NEMVE25099	HUMAN01026
OG0003155	NEMVE02938	HUMAN10683
OG0003156	NEMVE19363	HUMAN19468, HUMAN19467
OG0003156	NEMVE21986	HUMAN19466
OG0003157	NEMVE04632	HUMAN05273, HUMAN05272
OG0003158	NEMVE04924	HUMAN18128, HUMAN03028
OG0003159	NEMVE13613, NEMVE14314	HUMAN27504, HUMAN03044
OG0003160	NEMVE13326	HUMAN03497
OG0003161	NEMVE04772	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532
OG0003162	NEMVE13463	HUMAN08502, HUMAN18293
OG0003163	NEMVE21987	HUMAN09879, HUMAN14441
OG0003164	NEMVE17247	HUMAN30072, HUMAN27461
OG0003165	NEMVE08402	HUMAN25662, HUMAN00646, HUMAN00647
OG0003166	NEMVE23899	HUMAN07796, HUMAN07794, HUMAN07795
OG0003167	NEMVE20093, NEMVE19857, NEMVE11737, NEMVE25876	HUMAN10863, HUMAN13086
OG0003168	NEMVE18601	HUMAN12150, HUMAN12151
OG0003169	NEMVE23426	HUMAN17978
OG0003171	NEMVE00958	HUMAN02114
OG0003172	NEMVE13880	HUMAN01490
OG0003173	NEMVE05436	HUMAN05016, HUMAN07347
OG0003174	NEMVE00181, NEMVE14667	HUMAN23922, HUMAN23921, HUMAN23923
OG0003175	NEMVE10111, NEMVE15002	HUMAN20588, HUMAN17938, HUMAN20593, HUMAN20592, HUMAN20591
OG0003176	NEMVE05784, NEMVE14676	HUMAN11334
OG0003178	NEMVE05084	HUMAN15504, HUMAN08420, HUMAN08421
OG0003179	NEMVE14494, NEMVE20675	HUMAN22541
OG0003180	NEMVE24273	HUMAN07250, HUMAN10366, HUMAN07249, HUMAN07248
OG0003181	NEMVE09804	HUMAN12376
OG0003182	NEMVE14953	HUMAN08117, HUMAN08118
OG0003183	NEMVE14853	HUMAN06415, HUMAN20649, HUMAN20648, HUMAN17584
OG0003184	NEMVE14706	HUMAN24341, HUMAN22777
OG0003185	NEMVE11278	HUMAN04154, HUMAN06198
OG0003186	NEMVE01537	HUMAN19506
OG0003186	NEMVE00674	HUMAN30194, HUMAN19505
OG0003187	NEMVE20444, NEMVE23086	HUMAN14927
OG0003188	NEMVE13336	HUMAN09855, HUMAN23332
OG0003189	NEMVE07613	HUMAN19512, HUMAN19511
OG0003191	NEMVE13976	HUMAN06605
OG0003192	NEMVE03402	HUMAN18075, HUMAN20801
OG0003193	NEMVE09272	HUMAN07624
OG0003195	NEMVE25963, NEMVE10862	HUMAN13197, HUMAN13198
OG0003196	NEMVE09009, NEMVE09005	HUMAN10463, HUMAN10462
OG0003197	NEMVE09274	HUMAN17605, HUMAN17604
OG0003199	NEMVE25466	HUMAN30572
OG0003200	NEMVE06404, NEMVE11235	HUMAN27357
OG0003202	NEMVE08285	HUMAN05056, HUMAN05057, HUMAN22610
OG0003203	NEMVE23504	HUMAN20643, HUMAN12521
OG0003204	NEMVE04641	HUMAN13014
OG0003205	NEMVE11482	HUMAN14146, HUMAN14145, HUMAN23338
OG0003206	NEMVE13786	HUMAN10329, HUMAN10330
OG0003207	NEMVE13760	HUMAN20855, HUMAN26777
OG0003208	NEMVE13391	HUMAN27277, HUMAN27275, HUMAN18434
OG0003211	NEMVE25111	HUMAN20350, HUMAN20349
OG0003212	NEMVE08610	HUMAN24989, HUMAN20352, HUMAN20354
OG0003214	NEMVE19887	HUMAN06365, HUMAN17740
OG0003215	NEMVE05074	HUMAN02681, HUMAN08405
OG0003217	NEMVE25774	HUMAN14937, HUMAN29000
OG0003218	NEMVE06170	HUMAN30583
OG0003219	NEMVE24114	HUMAN22950, HUMAN22949
OG0003221	NEMVE24005, NEMVE13322	HUMAN24556, HUMAN00790
OG0003223	NEMVE13687	HUMAN19114
OG0003224	NEMVE07475	HUMAN17997, HUMAN06652
OG0003225	NEMVE14015	HUMAN05599
OG0003226	NEMVE20833, NEMVE10372, NEMVE19663	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466
OG0003227	NEMVE21244	HUMAN10018
OG0003228	NEMVE06914	HUMAN08956
OG0003230	NEMVE21692	HUMAN03745
OG0003231	NEMVE13764	HUMAN19297, HUMAN19298
OG0003234	NEMVE03676	HUMAN23993
OG0003235	NEMVE11954, NEMVE22173	HUMAN30554, HUMAN30553, HUMAN30552
OG0003236	NEMVE24262	HUMAN13936, HUMAN13328, HUMAN13329, HUMAN13327, HUMAN13937
OG0003237	NEMVE07360, NEMVE04584, NEMVE02216, NEMVE02163, NEMVE23129, NEMVE13075, NEMVE01809, NEMVE06075	HUMAN21613, HUMAN26700, HUMAN21612
OG0003238	NEMVE23364	HUMAN09444, HUMAN09446, HUMAN09445, HUMAN09443
OG0003240	NEMVE15334	HUMAN06659, HUMAN06660, HUMAN25997
OG0003251	NEMVE01548	HUMAN23183, HUMAN11019
OG0003252	NEMVE13979	HUMAN08538, HUMAN08539
OG0003253	NEMVE23463	HUMAN28629, HUMAN28628, HUMAN28627, HUMAN09815, HUMAN09814
OG0003254	NEMVE05092	HUMAN04752
OG0003255	NEMVE09782	HUMAN28201, HUMAN28200, HUMAN28203
OG0003257	NEMVE13838	HUMAN09015
OG0003258	NEMVE07151	HUMAN18355, HUMAN18354
OG0003260	NEMVE15106	HUMAN17383, HUMAN28859
OG0003261	NEMVE25094	HUMAN18317
OG0003262	NEMVE01475	HUMAN13063, HUMAN19967
OG0003263	NEMVE22513	HUMAN15937, HUMAN15936
OG0003264	NEMVE15698	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197
OG0003265	NEMVE09756	HUMAN21031, HUMAN02854
OG0003266	NEMVE14097	HUMAN19360, HUMAN05507, HUMAN05506
OG0003267	NEMVE16965	HUMAN03394
OG0003268	NEMVE11716, NEMVE22429	HUMAN28147, HUMAN28146, HUMAN28145
OG0003269	NEMVE24476	HUMAN10676, HUMAN10677
OG0003270	NEMVE21786	HUMAN06226
OG0003272	NEMVE06426	HUMAN30233, HUMAN22920, HUMAN30237
OG0003273	NEMVE13710	HUMAN04928
OG0003273	NEMVE08681, NEMVE15126, NEMVE08691, NEMVE11258	HUMAN18722
OG0003276	NEMVE23236	HUMAN04947, HUMAN25137, HUMAN25136
OG0003277	NEMVE24088	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861
OG0003278	NEMVE03405	HUMAN02507
OG0003279	NEMVE14441	HUMAN23996, HUMAN22367, HUMAN22366
OG0003283	NEMVE00381, NEMVE23430	HUMAN26779
OG0003284	NEMVE16097, NEMVE21149	HUMAN18141
OG0003286	NEMVE10573	HUMAN26600, HUMAN26601
OG0003287	NEMVE08529	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672
OG0003288	NEMVE04690, NEMVE13954	HUMAN30308
OG0003290	NEMVE01103	HUMAN01175
OG0003291	NEMVE10692, NEMVE20230	HUMAN12326
OG0003293	NEMVE04909, NEMVE20380	HUMAN06629
OG0003294	NEMVE06441	HUMAN22430
OG0003295	NEMVE04859	HUMAN03174
OG0003296	NEMVE22460	HUMAN07526, HUMAN19789
OG0003297	NEMVE11100	HUMAN12990, HUMAN12991
OG0003298	NEMVE04703	HUMAN18763, HUMAN30220
OG0003299	NEMVE13192	HUMAN01143
OG0003301	NEMVE21850, NEMVE21705	HUMAN05757, HUMAN03223
OG0003302	NEMVE24532	HUMAN24407, HUMAN24404
OG0003304	NEMVE18141	HUMAN26514, HUMAN12786
OG0003305	NEMVE13992	HUMAN29475
OG0003306	NEMVE24655	HUMAN21480
OG0003308	NEMVE00997	HUMAN28975, HUMAN14165
OG0003309	NEMVE14486	HUMAN26215, HUMAN17578, HUMAN17579
OG0003311	NEMVE17780	HUMAN30093, HUMAN29682
OG0003314	NEMVE13216	HUMAN17421, HUMAN22423, HUMAN17422
OG0003316	NEMVE07618	HUMAN17611
OG0003317	NEMVE05254	HUMAN13511
OG0003318	NEMVE22763	HUMAN20325, HUMAN29926
OG0003319	NEMVE11076	HUMAN19327, HUMAN19329, HUMAN19326, HUMAN27792, HUMAN27791
OG0003320	NEMVE13147	HUMAN27571, HUMAN27570
OG0003324	NEMVE17427	HUMAN09782, HUMAN09784, HUMAN09783, HUMAN09785
OG0003325	NEMVE07678	HUMAN03339
OG0003326	NEMVE23156	HUMAN03757, HUMAN22619, HUMAN22620, HUMAN22621, HUMAN22623
OG0003327	NEMVE06800	HUMAN29276, HUMAN29277, HUMAN01184, HUMAN29278
OG0003328	NEMVE14055	HUMAN08219
OG0003329	NEMVE22267	HUMAN23501
OG0003330	NEMVE17547	HUMAN09858, HUMAN09857, HUMAN09856
OG0003331	NEMVE24492	HUMAN13106, HUMAN11828
OG0003332	NEMVE25694	HUMAN00604
OG0003333	NEMVE00058	HUMAN04423, HUMAN20310, HUMAN20309, HUMAN20311, HUMAN20312
OG0003335	NEMVE01928, NEMVE19241	HUMAN09257
OG0003336	NEMVE06507	HUMAN02064, HUMAN29174
OG0003337	NEMVE13578	HUMAN00059, HUMAN00062, HUMAN00061, HUMAN00060
OG0003338	NEMVE06602	HUMAN01009, HUMAN28839
OG0003340	NEMVE15762, NEMVE20934	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467
OG0003341	NEMVE01952	HUMAN17044, HUMAN17043
OG0003342	NEMVE17096	HUMAN01811, HUMAN01812, HUMAN09186, HUMAN28762, HUMAN28763
OG0003343	NEMVE24170	HUMAN12267
OG0003344	NEMVE24619	HUMAN16583
OG0003346	NEMVE14289	HUMAN02911
OG0003347	NEMVE23886	HUMAN17887
OG0003348	NEMVE23418	HUMAN02924, HUMAN17738
OG0003349	NEMVE14973	HUMAN22753, HUMAN03238
OG0003351	NEMVE22797	HUMAN26798
OG0003351	NEMVE22733	HUMAN21338
OG0003352	NEMVE24015	HUMAN18052, HUMAN26022
OG0003353	NEMVE06482	HUMAN26966, HUMAN26965
OG0003354	NEMVE14304	HUMAN12576, HUMAN12575, HUMAN12574
OG0003355	NEMVE08592	HUMAN03083, HUMAN22632, HUMAN03097
OG0003356	NEMVE06309	HUMAN10721, HUMAN13177
OG0003357	NEMVE22497, NEMVE12768	HUMAN12004
OG0003358	NEMVE23739	HUMAN20527
OG0003359	NEMVE13744	HUMAN02577
OG0003360	NEMVE20499	HUMAN08804
OG0003361	NEMVE14739	HUMAN09313, HUMAN10724
OG0003362	NEMVE00976	HUMAN07540, HUMAN07541, HUMAN07539
OG0003363	NEMVE17304, NEMVE16720, NEMVE16221	HUMAN18036, HUMAN18035
OG0003364	NEMVE01971	HUMAN06821, HUMAN16054
OG0003365	NEMVE23416	HUMAN26480, HUMAN01439
OG0003366	NEMVE21908	HUMAN16863, HUMAN16862
OG0003368	NEMVE21767, NEMVE00061	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562
OG0003369	NEMVE09534, NEMVE11386	HUMAN27686, HUMAN03532, HUMAN27685
OG0003370	NEMVE18949	HUMAN28060, HUMAN28061
OG0003371	NEMVE11040	HUMAN23136, HUMAN11227
OG0003372	NEMVE24037	HUMAN01212, HUMAN14880, HUMAN14879
OG0003373	NEMVE24072	HUMAN05820
OG0003374	NEMVE13211	HUMAN28112, HUMAN16615
OG0003375	NEMVE19185	HUMAN23698
OG0003376	NEMVE16260, NEMVE11402, NEMVE11401	HUMAN22113, HUMAN22114, HUMAN22110, HUMAN22111, HUMAN22112
OG0003377	NEMVE15318	HUMAN04348
OG0003378	NEMVE16798	HUMAN05047, HUMAN05045
OG0003379	NEMVE20545, NEMVE16052	HUMAN28285, HUMAN28287
OG0003380	NEMVE22683	HUMAN19717
OG0003381	NEMVE14322	HUMAN06184, HUMAN06185, HUMAN04158
OG0003382	NEMVE15638	HUMAN19968, HUMAN01608
OG0003383	NEMVE23495	HUMAN12827
OG0003384	NEMVE00423	HUMAN03513, HUMAN27736
OG0003385	NEMVE24878	HUMAN06417, HUMAN06419, HUMAN06418
OG0003386	NEMVE24105	HUMAN05900, HUMAN05902, HUMAN05903
OG0003387	NEMVE13639	HUMAN13643, HUMAN13638, HUMAN13640, HUMAN13639
OG0003388	NEMVE08840, NEMVE15438	HUMAN03392
OG0003391	NEMVE17395, NEMVE05209	HUMAN08974
OG0003392	NEMVE09110	HUMAN13559, HUMAN10151
OG0003393	NEMVE10476, NEMVE13045, NEMVE23905	HUMAN04338
OG0003394	NEMVE16445	HUMAN22046
OG0003395	NEMVE00876	HUMAN14720, HUMAN18522, HUMAN01610, HUMAN12537, HUMAN15124, HUMAN12712, HUMAN20153, HUMAN20152, HUMAN15373, HUMAN13759, HUMAN03903, HUMAN15394, HUMAN12328, HUMAN25543, HUMAN13985, HUMAN21020, HUMAN13540, HUMAN15149, HUMAN11515, HUMAN13622, HUMAN01823, HUMAN22313, HUMAN13943, HUMAN07650, HUMAN16436, HUMAN03124, HUMAN19765, HUMAN23023, HUMAN30582, HUMAN26366, HUMAN15388, HUMAN13400, HUMAN15400, HUMAN19760, HUMAN12203, HUMAN15395, HUMAN16900
OG0003396	NEMVE24075	HUMAN06037, HUMAN05048
OG0003398	NEMVE03087	HUMAN13761, HUMAN14023, HUMAN19182, HUMAN13762
OG0003401	NEMVE11233	HUMAN18616, HUMAN28787, HUMAN09936
OG0003419	NEMVE08218	HUMAN02012
OG0003420	NEMVE19645	HUMAN29096, HUMAN01558, HUMAN01559, HUMAN01556, HUMAN01560
OG0003421	NEMVE13078, NEMVE04651, NEMVE09589	HUMAN23071
OG0003422	NEMVE07883, NEMVE20521, NEMVE01482	HUMAN07007, HUMAN07008
OG0003424	NEMVE00293, NEMVE16825	HUMAN10759
OG0003425	NEMVE02069	HUMAN23668, HUMAN23669
OG0003426	NEMVE04788	HUMAN04822, HUMAN04821
OG0003428	NEMVE22338	HUMAN22929
OG0003429	NEMVE22490	HUMAN24947
OG0003430	NEMVE24395	HUMAN15764
OG0003431	NEMVE04794	HUMAN06475, HUMAN02186
OG0003432	NEMVE13929	HUMAN13669, HUMAN13670
OG0003433	NEMVE22730	HUMAN11873
OG0003434	NEMVE19996, NEMVE14429	HUMAN20686
OG0003435	NEMVE13652	HUMAN08411
OG0003439	NEMVE25599	HUMAN07771, HUMAN07770, HUMAN21552, HUMAN21553
OG0003440	NEMVE09605	HUMAN07852, HUMAN07851, HUMAN07850
OG0003441	NEMVE08561, NEMVE06221	HUMAN21029, HUMAN21027
OG0003442	NEMVE13895	HUMAN29894, HUMAN29583
OG0003443	NEMVE23998	HUMAN25588, HUMAN08555
OG0003444	NEMVE04612	HUMAN04199
OG0003445	NEMVE08389, NEMVE01424	HUMAN29343
OG0003445	NEMVE14554	HUMAN01267
OG0003447	NEMVE24666	HUMAN26881
OG0003448	NEMVE10129	HUMAN15205
OG0003449	NEMVE09976, NEMVE11728, NEMVE00441	HUMAN27781
OG0003450	NEMVE23497	HUMAN12087, HUMAN12089
OG0003451	NEMVE07235	HUMAN21236
OG0003452	NEMVE21083, NEMVE23965	HUMAN03708, HUMAN03710
OG0003453	NEMVE20495	HUMAN07082
OG0003454	NEMVE14065	HUMAN12804, HUMAN12803, HUMAN02907
OG0003455	NEMVE24559, NEMVE20985	HUMAN20526, HUMAN01754
OG0003456	NEMVE14823	HUMAN13016, HUMAN25940
OG0003457	NEMVE18246, NEMVE18245	HUMAN27789, HUMAN16567
OG0003458	NEMVE04918	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212
OG0003459	NEMVE06913, NEMVE20106	HUMAN16899, HUMAN08550
OG0003461	NEMVE23166	HUMAN24927, HUMAN24928
OG0003462	NEMVE20879, NEMVE19614	HUMAN14650
OG0003462	NEMVE15109	HUMAN14651, HUMAN14649
OG0003463	NEMVE08123	HUMAN02584
OG0003464	NEMVE21995, NEMVE25422	HUMAN25957
OG0003465	NEMVE00981	HUMAN29422, HUMAN29421
OG0003466	NEMVE19302	HUMAN03596
OG0003467	NEMVE14975, NEMVE20626, NEMVE11976	HUMAN28399
OG0003468	NEMVE01447, NEMVE21354	HUMAN08265
OG0003468	NEMVE01555	HUMAN08264
OG0003469	NEMVE23482	HUMAN26180
OG0003470	NEMVE08394	HUMAN13977, HUMAN13976
OG0003471	NEMVE13566	HUMAN16952
OG0003472	NEMVE23741	HUMAN29614, HUMAN29613
OG0003473	NEMVE02684	HUMAN19355, HUMAN05515, HUMAN05516
OG0003474	NEMVE00065	HUMAN28089, HUMAN00685
OG0003475	NEMVE00257	HUMAN21366
OG0003476	NEMVE12591	HUMAN02837
OG0003477	NEMVE15677, NEMVE14421	HUMAN25241
OG0003478	NEMVE14744	HUMAN08716, HUMAN08715
OG0003479	NEMVE22549	HUMAN02334, HUMAN20427
OG0003480	NEMVE09026	HUMAN13707, HUMAN13705
OG0003483	NEMVE22468	HUMAN02672
OG0003484	NEMVE21744	HUMAN13982, HUMAN09522
OG0003486	NEMVE08417, NEMVE11925	HUMAN25368
OG0003487	NEMVE22483	HUMAN01641, HUMAN01639
OG0003488	NEMVE05426	HUMAN27887
OG0003489	NEMVE05755	HUMAN00472, HUMAN25219
OG0003490	NEMVE07514	HUMAN07486
OG0003491	NEMVE14708	HUMAN18345, HUMAN07660
OG0003492	NEMVE06260	HUMAN17154, HUMAN03405
OG0003493	NEMVE15798	HUMAN01078
OG0003496	NEMVE20920	HUMAN05409
OG0003497	NEMVE01002	HUMAN05604
OG0003498	NEMVE10613, NEMVE20419	HUMAN22332, HUMAN22333
OG0003499	NEMVE25845	HUMAN15248, HUMAN15247, HUMAN15246
OG0003500	NEMVE05089, NEMVE12196	HUMAN09263
OG0003501	NEMVE13383	HUMAN14259, HUMAN14258
OG0003502	NEMVE06419	HUMAN26410, HUMAN26411
OG0003503	NEMVE14218, NEMVE14261	HUMAN13541
OG0003504	NEMVE05266, NEMVE14390	HUMAN13209, HUMAN13210
OG0003505	NEMVE05913	HUMAN11145
OG0003506	NEMVE25216	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460
OG0003507	NEMVE06192	HUMAN14251, HUMAN00947
OG0003508	NEMVE10416	HUMAN20681, HUMAN17821
OG0003509	NEMVE10409	HUMAN11891
OG0003510	NEMVE09335	HUMAN24552, HUMAN11374
OG0003511	NEMVE22014, NEMVE01517	HUMAN23502
OG0003512	NEMVE20614, NEMVE08803, NEMVE19792	HUMAN07246, HUMAN07245
OG0003513	NEMVE14528	HUMAN17574, HUMAN17572, HUMAN29015
OG0003515	NEMVE07802	HUMAN07599, HUMAN22879
OG0003516	NEMVE22943, NEMVE13148	HUMAN03685
OG0003517	NEMVE22199	HUMAN04692, HUMAN04691, HUMAN04694, HUMAN06798, HUMAN06796
OG0003518	NEMVE07929	HUMAN14108
OG0003519	NEMVE22344	HUMAN20557, HUMAN20556, HUMAN20554
OG0003520	NEMVE01051	HUMAN21004, HUMAN08252
OG0003521	NEMVE25988, NEMVE22072	HUMAN05180, HUMAN05181
OG0003521	NEMVE15787, NEMVE15788	HUMAN05179
OG0003522	NEMVE24059	HUMAN25338
OG0003523	NEMVE07334	HUMAN21871
OG0003524	NEMVE20753, NEMVE23630	HUMAN00423, HUMAN00422
OG0003527	NEMVE02209	HUMAN05242
OG0003528	NEMVE12358, NEMVE13793	HUMAN07458
OG0003529	NEMVE22936	HUMAN18247, HUMAN12697, HUMAN12696
OG0003531	NEMVE23009	HUMAN09342, HUMAN04724
OG0003532	NEMVE01942	HUMAN17410
OG0003533	NEMVE21770	HUMAN21080, HUMAN21079
OG0003535	NEMVE18138, NEMVE18330	HUMAN27564, HUMAN03170
OG0003536	NEMVE23719	HUMAN13845, HUMAN13847, HUMAN18837, HUMAN18836, HUMAN16704, HUMAN13846
OG0003537	NEMVE15401	HUMAN22131, HUMAN22130
OG0003538	NEMVE24834	HUMAN03691
OG0003539	NEMVE14225	HUMAN27654
OG0003541	NEMVE05768	HUMAN11651, HUMAN11648
OG0003542	NEMVE05244	HUMAN10755, HUMAN10756
OG0003543	NEMVE21904	HUMAN28052
OG0003544	NEMVE21778	HUMAN00617, HUMAN00616
OG0003545	NEMVE09118	HUMAN12962, HUMAN10596, HUMAN12961
OG0003546	NEMVE00903	HUMAN29089, HUMAN02169
OG0003547	NEMVE21707	HUMAN03917
OG0003548	NEMVE24045	HUMAN22282
OG0003549	NEMVE22192	HUMAN25713, HUMAN25712, HUMAN29713
OG0003550	NEMVE14633	HUMAN26578, HUMAN17867
OG0003551	NEMVE25468	HUMAN14799, HUMAN29003
OG0003552	NEMVE13583	HUMAN01497
OG0003554	NEMVE05007	HUMAN03429
OG0003555	NEMVE10803, NEMVE10802	HUMAN13236, HUMAN13235, HUMAN13238, HUMAN13237, HUMAN13240, HUMAN13241
OG0003556	NEMVE17151	HUMAN19312
OG0003557	NEMVE12283	HUMAN27748
OG0003558	NEMVE23552	HUMAN09720
OG0003560	NEMVE06594	HUMAN08292
OG0003561	NEMVE01009, NEMVE02397	HUMAN25470, HUMAN07496
OG0003562	NEMVE13820	HUMAN18584, HUMAN18585, HUMAN28168
OG0003563	NEMVE09047	HUMAN10685
OG0003564	NEMVE07651, NEMVE05001	HUMAN17366, HUMAN24302
OG0003565	NEMVE24799	HUMAN27729, HUMAN27728
OG0003566	NEMVE24534	HUMAN04196, HUMAN24973
OG0003567	NEMVE14039	HUMAN10488
OG0003568	NEMVE23185	HUMAN07271, HUMAN07272
OG0003570	NEMVE24756	HUMAN02024, HUMAN02025, HUMAN02026
OG0003571	NEMVE07104, NEMVE21760	HUMAN28033, HUMAN11183
OG0003573	NEMVE15669	HUMAN10871, HUMAN10813, HUMAN10775
OG0003577	NEMVE01484	HUMAN29012
OG0003578	NEMVE14882, NEMVE12325	HUMAN20028, HUMAN20029
OG0003579	NEMVE14468	HUMAN26278, HUMAN22725
OG0003581	NEMVE02408	HUMAN04085
OG0003582	NEMVE05180	HUMAN29836, HUMAN02330
OG0003597	NEMVE06178, NEMVE07749	HUMAN04460
OG0003598	NEMVE09849	HUMAN29147
OG0003599	NEMVE20749, NEMVE06057	HUMAN13888, HUMAN13887
OG0003601	NEMVE01801	HUMAN26533, HUMAN26534
OG0003603	NEMVE12029, NEMVE13720	HUMAN13251, HUMAN13246
OG0003604	NEMVE14417	HUMAN12260, HUMAN12259, HUMAN07277
OG0003606	NEMVE07605	HUMAN00503
OG0003610	NEMVE07493, NEMVE14129	HUMAN16758, HUMAN16759
OG0003611	NEMVE07655, NEMVE15407	HUMAN24173
OG0003612	NEMVE22973	HUMAN24816
OG0003613	NEMVE08287	HUMAN20927, HUMAN11439
OG0003615	NEMVE03122	HUMAN14433, HUMAN23272
OG0003616	NEMVE22796	HUMAN20505, HUMAN20506, HUMAN20504
OG0003617	NEMVE04879, NEMVE02770	HUMAN21414
OG0003618	NEMVE14538	HUMAN27888, HUMAN27890
OG0003619	NEMVE25213	HUMAN30124, HUMAN23959
OG0003620	NEMVE14400	HUMAN00037
OG0003621	NEMVE24715	HUMAN05310
OG0003622	NEMVE09372	HUMAN18690
OG0003624	NEMVE13806, NEMVE20665	HUMAN28864
OG0003626	NEMVE11761	HUMAN26164, HUMAN26165
OG0003629	NEMVE13677	HUMAN21741, HUMAN21740
OG0003630	NEMVE01474	HUMAN10764, HUMAN10786
OG0003632	NEMVE09812	HUMAN00144, HUMAN00145, HUMAN21796
OG0003633	NEMVE24448	HUMAN05293
OG0003634	NEMVE09286, NEMVE17797	HUMAN00127
OG0003635	NEMVE17691	HUMAN30608, HUMAN30607
OG0003638	NEMVE14258	HUMAN08782
OG0003639	NEMVE05431	HUMAN11734
OG0003640	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097	HUMAN13431, HUMAN17671
OG0003641	NEMVE25925, NEMVE21020	HUMAN13743, HUMAN13746, HUMAN13744, HUMAN19226
OG0003642	NEMVE13366	HUMAN09836
OG0003642	NEMVE01082	HUMAN09837
OG0003643	NEMVE21963	HUMAN02410
OG0003644	NEMVE14219, NEMVE19898	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284
OG0003645	NEMVE06456, NEMVE06446	HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128
OG0003646	NEMVE06017	HUMAN09524
OG0003648	NEMVE10380	HUMAN16787
OG0003649	NEMVE10970	HUMAN14411
OG0003650	NEMVE01779	HUMAN19278, HUMAN19276, HUMAN19277
OG0003651	NEMVE07230	HUMAN18587, HUMAN27840
OG0003652	NEMVE14170	HUMAN05434, HUMAN25517
OG0003655	NEMVE21782	HUMAN25720, HUMAN07525
OG0003656	NEMVE23361	HUMAN09498, HUMAN09499, HUMAN01632
OG0003658	NEMVE14339	HUMAN26110, HUMAN26109
OG0003659	NEMVE01974	HUMAN12849, HUMAN12851
OG0003661	NEMVE00922	HUMAN06668
OG0003662	NEMVE08035	HUMAN03175, HUMAN03176, HUMAN17173
OG0003664	NEMVE07963	HUMAN12052
OG0003665	NEMVE22002, NEMVE13012, NEMVE21940	HUMAN08464
OG0003667	NEMVE05425	HUMAN19771
OG0003668	NEMVE14297	HUMAN30167, HUMAN09900, HUMAN09899
OG0003669	NEMVE07090	HUMAN29028
OG0003671	NEMVE14323	HUMAN03501, HUMAN24226
OG0003672	NEMVE08668	HUMAN12138
OG0003673	NEMVE10750	HUMAN25306
OG0003673	NEMVE16428	HUMAN19535
OG0003674	NEMVE05251	HUMAN12022, HUMAN12023
OG0003675	NEMVE14081	HUMAN20720
OG0003676	NEMVE21802	HUMAN29262
OG0003676	NEMVE07553	HUMAN20688
OG0003677	NEMVE22425	HUMAN17731, HUMAN02931, HUMAN12515, HUMAN12514
OG0003678	NEMVE25356	HUMAN14661, HUMAN01033, HUMAN14660
OG0003679	NEMVE11368	HUMAN21403, HUMAN02922
OG0003680	NEMVE13143	HUMAN06616, HUMAN18004, HUMAN18005
OG0003681	NEMVE01693	HUMAN20399, HUMAN04398
OG0003682	NEMVE22975	HUMAN02554
OG0003683	NEMVE21208	HUMAN04991
OG0003683	NEMVE25273	HUMAN04992
OG0003684	NEMVE10127	HUMAN14029, HUMAN14028
OG0003685	NEMVE07449	HUMAN28658, HUMAN09512
OG0003686	NEMVE09181	HUMAN11096
OG0003687	NEMVE23894, NEMVE12128	HUMAN06582, HUMAN12545, HUMAN17984
