Orthogroup	HUMAN	SACKO_ok
OG0004286	HUMAN26392	SACKO_12883
OG0004288	HUMAN23255	SACKO_30893, SACKO_11263, SACKO_11252, SACKO_12605
OG0004289	HUMAN08406	SACKO_32406
OG0004290	HUMAN11088, HUMAN11089, HUMAN26173	SACKO_28264
OG0004291	HUMAN02664	SACKO_14905
OG0004292	HUMAN18016, HUMAN18018, HUMAN18017	SACKO_03502
OG0004294	HUMAN04148, HUMAN04149, HUMAN02311, HUMAN02310	SACKO_18046
OG0004295	HUMAN14256	SACKO_04249
OG0004296	HUMAN22583, HUMAN22582	SACKO_21380
OG0004297	HUMAN24896	SACKO_28535
OG0004298	HUMAN05125, HUMAN05123, HUMAN05124	SACKO_30591
OG0004299	HUMAN22961, HUMAN05108, HUMAN22962	SACKO_30101
OG0004300	HUMAN28866, HUMAN28867	SACKO_30810
OG0004301	HUMAN04644	SACKO_20227
OG0004302	HUMAN23334	SACKO_18457
OG0004303	HUMAN18308, HUMAN18307	SACKO_26532
OG0004304	HUMAN07403, HUMAN07402, HUMAN07400, HUMAN07401	SACKO_20533
OG0004305	HUMAN14140	SACKO_12408
OG0004306	HUMAN24566, HUMAN24565	SACKO_26978
OG0004307	HUMAN13513	SACKO_33572
OG0004308	HUMAN30057	SACKO_01785
OG0004309	HUMAN03042	SACKO_30754
OG0004310	HUMAN15096, HUMAN15095	SACKO_10532
OG0004311	HUMAN15083, HUMAN09966	SACKO_04511
OG0004312	HUMAN01959	SACKO_10930
OG0004314	HUMAN02115, HUMAN29290, HUMAN29291	SACKO_11572
OG0004315	HUMAN03740, HUMAN03739	SACKO_16588
OG0004316	HUMAN26704, HUMAN21828	SACKO_28186
OG0004317	HUMAN07353	SACKO_02212
OG0004318	HUMAN13522	SACKO_24911
OG0004319	HUMAN04164	SACKO_05880
OG0004319	HUMAN04163, HUMAN27066	SACKO_05877
OG0004321	HUMAN03148	SACKO_28159, SACKO_28167
OG0004322	HUMAN24558	SACKO_28915
OG0004323	HUMAN25493	SACKO_25179
OG0004324	HUMAN19248	SACKO_12104, SACKO_08113
OG0004326	HUMAN27157, HUMAN27158	SACKO_16860, SACKO_16861, SACKO_16858, SACKO_16857
OG0004327	HUMAN05117, HUMAN05116	SACKO_31782, SACKO_30605
OG0004328	HUMAN18966, HUMAN18965	SACKO_23143, SACKO_33011
OG0004330	HUMAN08424	SACKO_07866
OG0004331	HUMAN08295	SACKO_06087
OG0004332	HUMAN05580	SACKO_02982
OG0004333	HUMAN28274	SACKO_09526
OG0004334	HUMAN00979	SACKO_08631
OG0004335	HUMAN22919	SACKO_30625, SACKO_16024, SACKO_30637
OG0004336	HUMAN11187, HUMAN11186, HUMAN11185, HUMAN28035, HUMAN18807	SACKO_06667
OG0004337	HUMAN01473	SACKO_10301
OG0004338	HUMAN05208	SACKO_24216
OG0004341	HUMAN13186, HUMAN13190	SACKO_28627
OG0004342	HUMAN22854, HUMAN22853	SACKO_01335
OG0004343	HUMAN03765, HUMAN03766	SACKO_03414, SACKO_21071
OG0004344	HUMAN30235, HUMAN30231, HUMAN30232	SACKO_02938
OG0004345	HUMAN29416	SACKO_24990
OG0004346	HUMAN01204	SACKO_12882
OG0004347	HUMAN26338	SACKO_18290
OG0004348	HUMAN29749	SACKO_00059
OG0004350	HUMAN25142	SACKO_33866
OG0004351	HUMAN05858	SACKO_14866
OG0004352	HUMAN18365, HUMAN18370, HUMAN18368, HUMAN18369, HUMAN05871, HUMAN05872, HUMAN05869, HUMAN05870	SACKO_10946
OG0004353	HUMAN05861	SACKO_09595
OG0004354	HUMAN19964	SACKO_06263, SACKO_06268
OG0004355	HUMAN20522, HUMAN06764	SACKO_23242
OG0004357	HUMAN17377	SACKO_30143
OG0004358	HUMAN20549	SACKO_23737
OG0004359	HUMAN29937	SACKO_07960
OG0004360	HUMAN02590	SACKO_13028
OG0004361	HUMAN02280	SACKO_16141
OG0004362	HUMAN12669, HUMAN20594	SACKO_08638
OG0004364	HUMAN16782, HUMAN16785	SACKO_23778
OG0004365	HUMAN09827, HUMAN09826, HUMAN09828, HUMAN09829	SACKO_23975
OG0004366	HUMAN11404	SACKO_02101, SACKO_28270
OG0004367	HUMAN25086, HUMAN25087, HUMAN25088	SACKO_33429
OG0004368	HUMAN02041, HUMAN24846	SACKO_03972
OG0004369	HUMAN29479	SACKO_34043, SACKO_22812
OG0004370	HUMAN26663	SACKO_26120
OG0004371	HUMAN00682, HUMAN00681, HUMAN16768	SACKO_25786, SACKO_13642
OG0004372	HUMAN00855	SACKO_02914
OG0004373	HUMAN00854	SACKO_02913
OG0004374	HUMAN13158	SACKO_27657, SACKO_05442
OG0004375	HUMAN09491	SACKO_01917
OG0004376	HUMAN26330, HUMAN19958	SACKO_04476
OG0004377	HUMAN28605	SACKO_04189
OG0004378	HUMAN11677, HUMAN11679, HUMAN11678	SACKO_21719
OG0004379	HUMAN15965, HUMAN06117, HUMAN15966	SACKO_04588
OG0004380	HUMAN02379, HUMAN06115	SACKO_08279
OG0004381	HUMAN01741	SACKO_23417
OG0004382	HUMAN23495	SACKO_16501
OG0004383	HUMAN08351	SACKO_04003
OG0004384	HUMAN02637, HUMAN02638, HUMAN02636	SACKO_31481
OG0004385	HUMAN29342	SACKO_28528, SACKO_14841
OG0004388	HUMAN25589	SACKO_34021
OG0004389	HUMAN00922	SACKO_09781
OG0004390	HUMAN02225, HUMAN02224, HUMAN02227	SACKO_17506
OG0004391	HUMAN22998, HUMAN23755, HUMAN22999	SACKO_06460
OG0004392	HUMAN03189	SACKO_01326
OG0004393	HUMAN03571	SACKO_03731
OG0004394	HUMAN30076, HUMAN25176	SACKO_06802
OG0004395	HUMAN06741	SACKO_29824
OG0004396	HUMAN00392, HUMAN00394, HUMAN00393	SACKO_09175
OG0004397	HUMAN15239, HUMAN15240, HUMAN13820	SACKO_00175
OG0004398	HUMAN25746	SACKO_05440
OG0004399	HUMAN20481, HUMAN20480, HUMAN20364	SACKO_01145
OG0004400	HUMAN13800	SACKO_18353
OG0004401	HUMAN30275, HUMAN07787	SACKO_22723
OG0004402	HUMAN22341	SACKO_31687
OG0004403	HUMAN09951, HUMAN09950, HUMAN09949	SACKO_17078
OG0004404	HUMAN09714	SACKO_09881
OG0004405	HUMAN30602, HUMAN30601, HUMAN30590	SACKO_17613, SACKO_28559
OG0004406	HUMAN04951, HUMAN04950, HUMAN08313	SACKO_12007
OG0004407	HUMAN08685	SACKO_16287
OG0004408	HUMAN05224	SACKO_22114
OG0004409	HUMAN06237, HUMAN06235, HUMAN06234, HUMAN06236, HUMAN21149, HUMAN06233	SACKO_33175
OG0004413	HUMAN20485	SACKO_24559
OG0004414	HUMAN05744, HUMAN05743	SACKO_05191
OG0004415	HUMAN27786	SACKO_30317
OG0004417	HUMAN27641, HUMAN27642, HUMAN27644, HUMAN27646, HUMAN27643, HUMAN01111, HUMAN27645	SACKO_27616
OG0004418	HUMAN23600	SACKO_31965
OG0004419	HUMAN17223, HUMAN17224, HUMAN17222	SACKO_30193
OG0004420	HUMAN00120, HUMAN21941, HUMAN21942	SACKO_00861
OG0004421	HUMAN20973	SACKO_23605
OG0004422	HUMAN09643, HUMAN23503	SACKO_09183
OG0004423	HUMAN24585	SACKO_34049, SACKO_34098, SACKO_14325
OG0004424	HUMAN20454, HUMAN20451	SACKO_10837
OG0004425	HUMAN20710, HUMAN12646, HUMAN12647	SACKO_07906
OG0004426	HUMAN08417, HUMAN15503, HUMAN15502	SACKO_09068
OG0004427	HUMAN20530, HUMAN17506, HUMAN17507	SACKO_00878
OG0004459	HUMAN03665	SACKO_07787
OG0004460	HUMAN02348	SACKO_19002
OG0004461	HUMAN06949, HUMAN25050	SACKO_15418
OG0004462	HUMAN07884	SACKO_05077
OG0004463	HUMAN07198, HUMAN12013	SACKO_04376
OG0004465	HUMAN25551	SACKO_18438
OG0004467	HUMAN07304	SACKO_04860, SACKO_19896
OG0004468	HUMAN04543	SACKO_33156
OG0004471	HUMAN17967, HUMAN17970, HUMAN17969, HUMAN17968	SACKO_07695
OG0004472	HUMAN26987	SACKO_27165
OG0004473	HUMAN20026, HUMAN20025	SACKO_03372
OG0004474	HUMAN00075, HUMAN00078, HUMAN00076	SACKO_13446
OG0004475	HUMAN06062	SACKO_00480
OG0004476	HUMAN07423, HUMAN07424	SACKO_14576
OG0004477	HUMAN09841	SACKO_15776
OG0004478	HUMAN11200, HUMAN11199	SACKO_16158
OG0004479	HUMAN13760	SACKO_15668
OG0004480	HUMAN19565	SACKO_09896
OG0004482	HUMAN20680	SACKO_15365
OG0004483	HUMAN18285, HUMAN18287, HUMAN18286, HUMAN18283, HUMAN18284	SACKO_15376
OG0004484	HUMAN00032	SACKO_24669, SACKO_24665
OG0004485	HUMAN05734	SACKO_32612
OG0004486	HUMAN28381	SACKO_13395
OG0004487	HUMAN22433	SACKO_04088
OG0004488	HUMAN09530, HUMAN01783	SACKO_11836
OG0004489	HUMAN20466, HUMAN20464	SACKO_11062
OG0004490	HUMAN16009, HUMAN16010, HUMAN16008	SACKO_01568
OG0004491	HUMAN15224	SACKO_33881
OG0004492	HUMAN03895	SACKO_04355
OG0004493	HUMAN00735, HUMAN00736, HUMAN00734	SACKO_04749
OG0004494	HUMAN10688, HUMAN10687, HUMAN10686	SACKO_24457
OG0004495	HUMAN01257	SACKO_09341
OG0004496	HUMAN21326	SACKO_26743
OG0004497	HUMAN11496	SACKO_26844
OG0004497	HUMAN11497	SACKO_04030
OG0004498	HUMAN21502, HUMAN21503	SACKO_29609
OG0004499	HUMAN02497, HUMAN08698, HUMAN08697	SACKO_14890
OG0004500	HUMAN27616	SACKO_18016
OG0004501	HUMAN00494	SACKO_05302
OG0004502	HUMAN00324	SACKO_04915
OG0004503	HUMAN22764	SACKO_30080, SACKO_30085
OG0004505	HUMAN17948	SACKO_07933
OG0004506	HUMAN13338, HUMAN13340	SACKO_22735
OG0004507	HUMAN23622, HUMAN23623	SACKO_01169
OG0004507	HUMAN23621	SACKO_28863
OG0004509	HUMAN02069	SACKO_04702
OG0004510	HUMAN29607	SACKO_10418
OG0004511	HUMAN19795, HUMAN12268	SACKO_11442
OG0004512	HUMAN09321	SACKO_32401
OG0004514	HUMAN20024	SACKO_08578
OG0004515	HUMAN03769, HUMAN03768, HUMAN03770	SACKO_10522
OG0004517	HUMAN13286, HUMAN13288, HUMAN13287	SACKO_28631
OG0004518	HUMAN29301, HUMAN14475	SACKO_14581
OG0004519	HUMAN21150	SACKO_01174
OG0004520	HUMAN22045	SACKO_26274
OG0004522	HUMAN24510, HUMAN25206	SACKO_17016
OG0004523	HUMAN01827, HUMAN01829	SACKO_04848
OG0004525	HUMAN01279	SACKO_19797
OG0004526	HUMAN29357	SACKO_10282
OG0004527	HUMAN01091	SACKO_27212, SACKO_27206
OG0004528	HUMAN11777	SACKO_22051
OG0004529	HUMAN25204, HUMAN25205	SACKO_19291
OG0004530	HUMAN30172, HUMAN29605	SACKO_20418
OG0004531	HUMAN29624	SACKO_23166, SACKO_03320
OG0004532	HUMAN10136	SACKO_28637
OG0004533	HUMAN09658, HUMAN14386	SACKO_17772
OG0004534	HUMAN07572, HUMAN07573	SACKO_19903, SACKO_12762
OG0004535	HUMAN15447, HUMAN15446, HUMAN15448	SACKO_03150
OG0004537	HUMAN24791, HUMAN29314	SACKO_21349
OG0004538	HUMAN08632, HUMAN08631	SACKO_09085
OG0004539	HUMAN16954, HUMAN08753, HUMAN08752	SACKO_22173
OG0004540	HUMAN27283, HUMAN27284	SACKO_30901
OG0004542	HUMAN20251	SACKO_06292
OG0004543	HUMAN12485	SACKO_11922
OG0004544	HUMAN21132, HUMAN29852, HUMAN29851	SACKO_31438
OG0004545	HUMAN23453, HUMAN23452	SACKO_15736
OG0004547	HUMAN07051, HUMAN21061	SACKO_12149
OG0004548	HUMAN02262, HUMAN02263	SACKO_03951
OG0004550	HUMAN07015	SACKO_19164
OG0004551	HUMAN10195	SACKO_04145
OG0004552	HUMAN11941, HUMAN11943, HUMAN11942	SACKO_08469
OG0004553	HUMAN29639	SACKO_03082
OG0004554	HUMAN16601	SACKO_00814
OG0004555	HUMAN24447	SACKO_29011
OG0004556	HUMAN10849	SACKO_18821
OG0004557	HUMAN18475, HUMAN26034	SACKO_24872
OG0004558	HUMAN00434	SACKO_28349
OG0004559	HUMAN13594	SACKO_28715
OG0004560	HUMAN17616	SACKO_28894
OG0004561	HUMAN21836	SACKO_33874
OG0004563	HUMAN19929	SACKO_33905
OG0004564	HUMAN02717	SACKO_09067
OG0004565	HUMAN02521, HUMAN02520	SACKO_02187
OG0004566	HUMAN27617, HUMAN13773	SACKO_17991
OG0004567	HUMAN16616	SACKO_07155, SACKO_28403
OG0004569	HUMAN19797, HUMAN19796	SACKO_07551
OG0004570	HUMAN16933, HUMAN08425	SACKO_12970, SACKO_07861
OG0004571	HUMAN02981	SACKO_31573
OG0004572	HUMAN27925	SACKO_18974
OG0004573	HUMAN12408, HUMAN12409	SACKO_18454
OG0004574	HUMAN06851, HUMAN04266	SACKO_19725
OG0004576	HUMAN23863, HUMAN22099, HUMAN22098, HUMAN03755	SACKO_30468, SACKO_30461
OG0004577	HUMAN07984	SACKO_15685
OG0004578	HUMAN29379	SACKO_25847
OG0004579	HUMAN06948, HUMAN06947	SACKO_17206
OG0004580	HUMAN00089	SACKO_29417
OG0004581	HUMAN30254	SACKO_30000
OG0004582	HUMAN01491, HUMAN23318	SACKO_20979, SACKO_20988
OG0004583	HUMAN25613	SACKO_05163
OG0004584	HUMAN25317	SACKO_03076
OG0004585	HUMAN13729, HUMAN13727	SACKO_13522
OG0004587	HUMAN22944, HUMAN22945	SACKO_11225, SACKO_20399
OG0004588	HUMAN11782	SACKO_20226
OG0004589	HUMAN12239, HUMAN12240	SACKO_24508
OG0004590	HUMAN26460	SACKO_24523
OG0004591	HUMAN12039, HUMAN12041, HUMAN12040	SACKO_10632
OG0004592	HUMAN27640, HUMAN27639	SACKO_20946
OG0004593	HUMAN17263, HUMAN24335	SACKO_12736
OG0004594	HUMAN04675, HUMAN04676	SACKO_05883
OG0004595	HUMAN12768, HUMAN27266	SACKO_23859
OG0004596	HUMAN04471, HUMAN04470	SACKO_28471
OG0004597	HUMAN16836	SACKO_09052
OG0004601	HUMAN29271, HUMAN29273	SACKO_07622, SACKO_21914
OG0004602	HUMAN13593, HUMAN13590	SACKO_33314
OG0004603	HUMAN10394, HUMAN10392, HUMAN10391	SACKO_02772
OG0004605	HUMAN10306	SACKO_24891
OG0004606	HUMAN18904, HUMAN18905	SACKO_29308
OG0004607	HUMAN19952, HUMAN12425	SACKO_15058, SACKO_15026, SACKO_15055, SACKO_07746, SACKO_08584, SACKO_07758, SACKO_15049, SACKO_15028
OG0004608	HUMAN18748, HUMAN18747, HUMAN18749	SACKO_06096
OG0004609	HUMAN12279, HUMAN12280	SACKO_02975
OG0004610	HUMAN09947, HUMAN09946	SACKO_21418
OG0004611	HUMAN03825, HUMAN03826	SACKO_19720
OG0004612	HUMAN25998	SACKO_29135
OG0004613	HUMAN15692, HUMAN15691	SACKO_19929, SACKO_19918
OG0004614	HUMAN04966, HUMAN04918	SACKO_06287
OG0004615	HUMAN29429, HUMAN01271	SACKO_28291
OG0004616	HUMAN17882	SACKO_18631
OG0004617	HUMAN04322, HUMAN06985, HUMAN06984	SACKO_32229
OG0004618	HUMAN22867	SACKO_04320
OG0004619	HUMAN12791	SACKO_13215
OG0004620	HUMAN11638	SACKO_19040
OG0004621	HUMAN21153, HUMAN21154	SACKO_14185
OG0004625	HUMAN19764	SACKO_24501, SACKO_24514
OG0004626	HUMAN15244	SACKO_32091
OG0004627	HUMAN29678	SACKO_04597
OG0004628	HUMAN13154, HUMAN18070, HUMAN13155	SACKO_04292
OG0004629	HUMAN29171, HUMAN29170, HUMAN29169	SACKO_21350
OG0004630	HUMAN25355, HUMAN25354	SACKO_24304, SACKO_18921
OG0004631	HUMAN29038	SACKO_01707, SACKO_23017
OG0004632	HUMAN21378	SACKO_18527
OG0004633	HUMAN18514, HUMAN18513, HUMAN18512	SACKO_12575
OG0004634	HUMAN12037, HUMAN20391	SACKO_31100
OG0004635	HUMAN16135, HUMAN16134	SACKO_11047
OG0004637	HUMAN11592, HUMAN11591	SACKO_21062, SACKO_21063
OG0004638	HUMAN16357, HUMAN16358, HUMAN16356, HUMAN16359, HUMAN16355, HUMAN16354	SACKO_13654
OG0004639	HUMAN29308	SACKO_03968
OG0004640	HUMAN00653, HUMAN00652, HUMAN00650, HUMAN00651	SACKO_00552
OG0004641	HUMAN29439, HUMAN29437, HUMAN29440, HUMAN29438	SACKO_18334
OG0004642	HUMAN04683	SACKO_25061
OG0004643	HUMAN26734	SACKO_25343
OG0004644	HUMAN02493, HUMAN02492	SACKO_07275
OG0004645	HUMAN07505, HUMAN07504	SACKO_01906
OG0004646	HUMAN15038	SACKO_21323
OG0004647	HUMAN23591	SACKO_11839
OG0004648	HUMAN14405, HUMAN14403	SACKO_17990
OG0004649	HUMAN13089, HUMAN19718	SACKO_18305
OG0004651	HUMAN20463	SACKO_04435
OG0004652	HUMAN30278, HUMAN24680	SACKO_08505
OG0004653	HUMAN26125, HUMAN26124, HUMAN17886, HUMAN12873	SACKO_06905
OG0004654	HUMAN16019	SACKO_14273
OG0004657	HUMAN26711	SACKO_21555
OG0004658	HUMAN25697	SACKO_03635
OG0004659	HUMAN02326	SACKO_29850
OG0004660	HUMAN25810	SACKO_08980
OG0004661	HUMAN28521	SACKO_21871, SACKO_15533
OG0004662	HUMAN08577	SACKO_07270
OG0004663	HUMAN26334, HUMAN12394	SACKO_18226
OG0004664	HUMAN07587	SACKO_08400
OG0004665	HUMAN17987, HUMAN17986, HUMAN17985	SACKO_02665
OG0004666	HUMAN07820, HUMAN05445, HUMAN05446	SACKO_26861
OG0004667	HUMAN21347, HUMAN21348, HUMAN21346	SACKO_11659
OG0004668	HUMAN02463, HUMAN02462	SACKO_01265
OG0004669	HUMAN24194, HUMAN15536	SACKO_26889
OG0004670	HUMAN12707, HUMAN12706	SACKO_30167
OG0004671	HUMAN12269	SACKO_31183
OG0004672	HUMAN11604, HUMAN11603	SACKO_20480
OG0004673	HUMAN27305, HUMAN17548	SACKO_00641
OG0004674	HUMAN28474	SACKO_20254
OG0004675	HUMAN16714	SACKO_13667
OG0004676	HUMAN08712, HUMAN08711	SACKO_05823
OG0004677	HUMAN25858, HUMAN25857, HUMAN08392, HUMAN08391	SACKO_09059
OG0004679	HUMAN12404, HUMAN12406, HUMAN12402, HUMAN12403, HUMAN12401, HUMAN12405	SACKO_18272
OG0004680	HUMAN04890, HUMAN16833	SACKO_32497
OG0004681	HUMAN19942, HUMAN19943	SACKO_07118
OG0004682	HUMAN00873, HUMAN00872	SACKO_09594
OG0004683	HUMAN04875, HUMAN04874, HUMAN04873, HUMAN04872	SACKO_31594
OG0004685	HUMAN19767	SACKO_33019
OG0004686	HUMAN26297	SACKO_22926
OG0004687	HUMAN20906, HUMAN20910, HUMAN20907	SACKO_17225
OG0004688	HUMAN26946	SACKO_26453, SACKO_26468, SACKO_26437
OG0004689	HUMAN22642	SACKO_20300
OG0004690	HUMAN24393	SACKO_22702
OG0004691	HUMAN18674	SACKO_19375
OG0004692	HUMAN04952	SACKO_15254, SACKO_15247
OG0004694	HUMAN14699, HUMAN14701	SACKO_13843
OG0004696	HUMAN03214, HUMAN03217	SACKO_28164
OG0004697	HUMAN22888, HUMAN22889	SACKO_14387
OG0004698	HUMAN13649, HUMAN10199, HUMAN10198, HUMAN10197	SACKO_22073
OG0004699	HUMAN26760, HUMAN26768, HUMAN26758, HUMAN26756, HUMAN26755	SACKO_15038
OG0004700	HUMAN01840	SACKO_10009
OG0004702	HUMAN12124, HUMAN12123	SACKO_27095
OG0004703	HUMAN07096	SACKO_15066
OG0004704	HUMAN01061	SACKO_27602
OG0004705	HUMAN23960, HUMAN07591	SACKO_01372
OG0004706	HUMAN26095, HUMAN12891	SACKO_18520
OG0004707	HUMAN23100	SACKO_12969
OG0004708	HUMAN12418	SACKO_03775
OG0004711	HUMAN30200, HUMAN30199, HUMAN16058	SACKO_20599
OG0004728	HUMAN11621	SACKO_04940
OG0004730	HUMAN28539, HUMAN09659	SACKO_16531
OG0004731	HUMAN28356	SACKO_13749, SACKO_23582
OG0004732	HUMAN10960	SACKO_25624, SACKO_15851
OG0004733	HUMAN23596	SACKO_01861
OG0004735	HUMAN28210	SACKO_12686
OG0004736	HUMAN17386, HUMAN17385	SACKO_14542
OG0004738	HUMAN13648	SACKO_22069
OG0004740	HUMAN09243, HUMAN09242	SACKO_05635
OG0004743	HUMAN14419, HUMAN14418	SACKO_15431
OG0004744	HUMAN25907	SACKO_02238
OG0004746	HUMAN04206, HUMAN06099	SACKO_32247
OG0004747	HUMAN24414	SACKO_23321
OG0004748	HUMAN05638	SACKO_32597
OG0004749	HUMAN18871	SACKO_00284
OG0004750	HUMAN17672	SACKO_02502, SACKO_19769, SACKO_19873, SACKO_02501
OG0004751	HUMAN04838	SACKO_28095
OG0004752	HUMAN00597	SACKO_03624, SACKO_07505
OG0004753	HUMAN21696	SACKO_12573, SACKO_03985
OG0004754	HUMAN10396	SACKO_22726
OG0004755	HUMAN07905	SACKO_27183
OG0004756	HUMAN00386	SACKO_18350
OG0004757	HUMAN08575	SACKO_18246
OG0004758	HUMAN11660	SACKO_13396
OG0004759	HUMAN08595	SACKO_34003
OG0004760	HUMAN28226, HUMAN28225, HUMAN28228, HUMAN28227	SACKO_05577
OG0004761	HUMAN13899	SACKO_27689
OG0004763	HUMAN01550	SACKO_12232
OG0004764	HUMAN01006	SACKO_20994
OG0004765	HUMAN14318	SACKO_07355
OG0004766	HUMAN19581, HUMAN19587	SACKO_32276
OG0004767	HUMAN20245, HUMAN20244, HUMAN20243	SACKO_33918
OG0004768	HUMAN22364, HUMAN24007	SACKO_30578
OG0004769	HUMAN01235	SACKO_32280
OG0004770	HUMAN00795	SACKO_04206
OG0004774	HUMAN03427	SACKO_28719
OG0004775	HUMAN18107	SACKO_01388
OG0004776	HUMAN19769	SACKO_29740
OG0004777	HUMAN07900, HUMAN07899, HUMAN30283	SACKO_28902
OG0004779	HUMAN30111, HUMAN29725, HUMAN29741	SACKO_00055
OG0004782	HUMAN13755	SACKO_16563
OG0004783	HUMAN27506	SACKO_02106
OG0004784	HUMAN25867	SACKO_30267
OG0004785	HUMAN18026	SACKO_00636, SACKO_06901
OG0004786	HUMAN18254	SACKO_02680
OG0004787	HUMAN05706	SACKO_25599
OG0004788	HUMAN07428, HUMAN07427	SACKO_02726
OG0004789	HUMAN26363	SACKO_25428
OG0004790	HUMAN20266, HUMAN07157	SACKO_00724
OG0004791	HUMAN01050, HUMAN01049	SACKO_32615
OG0004792	HUMAN10952, HUMAN07261	SACKO_07545
OG0004793	HUMAN17121	SACKO_30281
OG0004794	HUMAN16576, HUMAN16578, HUMAN16575	SACKO_26985
OG0004795	HUMAN07355	SACKO_06033
OG0004796	HUMAN28074, HUMAN00490	SACKO_28000
OG0004797	HUMAN08833	SACKO_30159
OG0004800	HUMAN17729	SACKO_17215
OG0004801	HUMAN10299, HUMAN10298	SACKO_21746, SACKO_21766
OG0004802	HUMAN11205	SACKO_30785, SACKO_30769
OG0004803	HUMAN05216	SACKO_18320
OG0004804	HUMAN13490, HUMAN13489	SACKO_24898
OG0004805	HUMAN07478	SACKO_04571
OG0004806	HUMAN18702, HUMAN08725	SACKO_18071
OG0004807	HUMAN05890, HUMAN05891, HUMAN05889	SACKO_18427
OG0004808	HUMAN21575	SACKO_18435, SACKO_18430
OG0004809	HUMAN24764, HUMAN24765, HUMAN24763	SACKO_02555
OG0004810	HUMAN26980	SACKO_28871
OG0004811	HUMAN11108	SACKO_16566
OG0004812	HUMAN03902, HUMAN03901	SACKO_11797
OG0004813	HUMAN28159, HUMAN28158	SACKO_25285
OG0004814	HUMAN04561	SACKO_05533
OG0004815	HUMAN25783	SACKO_24787, SACKO_15015
OG0004816	HUMAN15119, HUMAN15517	SACKO_16835
OG0004817	HUMAN17914	SACKO_27076
OG0004818	HUMAN21311, HUMAN21312, HUMAN05710	SACKO_10053
OG0004819	HUMAN19316	SACKO_33075, SACKO_00086
OG0004820	HUMAN25471	SACKO_14775
OG0004821	HUMAN26976	SACKO_16438
OG0004822	HUMAN18150, HUMAN18149, HUMAN18151, HUMAN03608, HUMAN18148	SACKO_24997
OG0004823	HUMAN01456	SACKO_22697
OG0004824	HUMAN02354	SACKO_06290
OG0004825	HUMAN05714	SACKO_28529, SACKO_28534
OG0004826	HUMAN02645	SACKO_17053
OG0004828	HUMAN03376	SACKO_05844
OG0004829	HUMAN09713, HUMAN09712	SACKO_15716
OG0004830	HUMAN15040, HUMAN15039	SACKO_13994
OG0004831	HUMAN00753, HUMAN25382	SACKO_18927
OG0004832	HUMAN07467, HUMAN07466	SACKO_04801
OG0004833	HUMAN23800	SACKO_29882
OG0004834	HUMAN05194	SACKO_08421
OG0004835	HUMAN07221, HUMAN07220, HUMAN13098	SACKO_20126
OG0004836	HUMAN26405, HUMAN26407	SACKO_21978
OG0004837	HUMAN01440, HUMAN26478	SACKO_25482
OG0004838	HUMAN00791, HUMAN00792	SACKO_16462
OG0004839	HUMAN25561, HUMAN25559, HUMAN25562, HUMAN25563, HUMAN25560, HUMAN25558	SACKO_05609
OG0004840	HUMAN14498	SACKO_08213
OG0004841	HUMAN15250	SACKO_05357
OG0004842	HUMAN11581	SACKO_17281
OG0004843	HUMAN10990	SACKO_19951
OG0004844	HUMAN03500, HUMAN03499, HUMAN03498	SACKO_06155
OG0004846	HUMAN10005	SACKO_15541
OG0004847	HUMAN05255, HUMAN29742	SACKO_08443
OG0004848	HUMAN04136	SACKO_08317
OG0004849	HUMAN20136, HUMAN20140, HUMAN20142, HUMAN20138, HUMAN20141	SACKO_34056
OG0004850	HUMAN21232	SACKO_19920
OG0004851	HUMAN09816, HUMAN09817	SACKO_24254
OG0004852	HUMAN29155, HUMAN29156	SACKO_22804
OG0004853	HUMAN29364, HUMAN29365	SACKO_14441, SACKO_14553
OG0004854	HUMAN17423, HUMAN17424	SACKO_31690, SACKO_23267
OG0004855	HUMAN13004, HUMAN13005, HUMAN13002, HUMAN13003	SACKO_12999
OG0004856	HUMAN22862, HUMAN30262	SACKO_25100
OG0004857	HUMAN19775, HUMAN19774	SACKO_10201
OG0004858	HUMAN07134	SACKO_31252
OG0004859	HUMAN17723	SACKO_12912
OG0004860	HUMAN23317	SACKO_23197
OG0004861	HUMAN08822	SACKO_31486
OG0004862	HUMAN19086, HUMAN19087	SACKO_15048
OG0004864	HUMAN02859	SACKO_13348
OG0004865	HUMAN13042	SACKO_05396
OG0004866	HUMAN28719, HUMAN13833, HUMAN30179	SACKO_11461
OG0004867	HUMAN24991, HUMAN24992, HUMAN24993, HUMAN24990, HUMAN24994	SACKO_19386
OG0004868	HUMAN17048, HUMAN09007	SACKO_11968
OG0004869	HUMAN06673	SACKO_27257
OG0004870	HUMAN22226, HUMAN22227, HUMAN22229, HUMAN22228	SACKO_13255
OG0004871	HUMAN07251	SACKO_20229
OG0004872	HUMAN13810, HUMAN11015, HUMAN11016	SACKO_19656
OG0004873	HUMAN12397, HUMAN12396	SACKO_22337
OG0004874	HUMAN28387	SACKO_11278
OG0004877	HUMAN22615	SACKO_28248
OG0004879	HUMAN22013	SACKO_26403
OG0004880	HUMAN06214	SACKO_24904
OG0004881	HUMAN21876	SACKO_05511
OG0004882	HUMAN11368	SACKO_28479, SACKO_08173
OG0004883	HUMAN13191, HUMAN26606	SACKO_22025
OG0004884	HUMAN08805, HUMAN29602	SACKO_25723
OG0004885	HUMAN03149	SACKO_33654
OG0004886	HUMAN07864	SACKO_23358
