Orthogroup	HUMAN	DROME
OG0002407	HUMAN30305, HUMAN03387	DROME16665, DROME16666, DROME16663, DROME16664
OG0002408	HUMAN28040	DROME06297, DROME06296, DROME06298, DROME06295, DROME06300, DROME06299
OG0002409	HUMAN30558, HUMAN02835	DROME01803
OG0002410	HUMAN19269, HUMAN19268	DROME00789
OG0002412	HUMAN03845	DROME02298
OG0002413	HUMAN14693	DROME03087
OG0002414	HUMAN13805, HUMAN19247	DROME08162, DROME08163
OG0002415	HUMAN03247	DROME06652
OG0002416	HUMAN25786	DROME17460, DROME17458, DROME17459
OG0002418	HUMAN07184, HUMAN05898	DROME18804, DROME18803, DROME18801, DROME18802
OG0002420	HUMAN15452, HUMAN15451, HUMAN09249, HUMAN17056, HUMAN17055, HUMAN17057	DROME06099, DROME06098, DROME06100
OG0002421	HUMAN09616, HUMAN09615	DROME07380, DROME07379
OG0002421	HUMAN11189, HUMAN11188	DROME10621
OG0002422	HUMAN30114, HUMAN03138	DROME15666
OG0002424	HUMAN22080	DROME16265
OG0002425	HUMAN00384, HUMAN00382, HUMAN00383	DROME01518
OG0002426	HUMAN25972, HUMAN15924, HUMAN25971, HUMAN20163	DROME02031
OG0002428	HUMAN26546, HUMAN06692, HUMAN06691	DROME06522
OG0002429	HUMAN19001	DROME21063
OG0002432	HUMAN24011	DROME06764
OG0002433	HUMAN13299, HUMAN13300	DROME05519
OG0002434	HUMAN06382, HUMAN06381	DROME13503, DROME13502, DROME05894
OG0002436	HUMAN20017, HUMAN20016, HUMAN20015, HUMAN26419	DROME20408, DROME20406, DROME20405, DROME20407
OG0002437	HUMAN29423	DROME10916
OG0002438	HUMAN06499, HUMAN06500, HUMAN17923, HUMAN17922	DROME02545, DROME02547, DROME02544, DROME02546, DROME02543, DROME02548
OG0002439	HUMAN02864	DROME05940, DROME05941, DROME05938, DROME05939, DROME05937
OG0002441	HUMAN30009	DROME14577
OG0002442	HUMAN11990, HUMAN16430, HUMAN19185	DROME02127
OG0002442	HUMAN16431	DROME14431
OG0002443	HUMAN06723	DROME01526
OG0002445	HUMAN00497	DROME05216
OG0002446	HUMAN20214, HUMAN20213, HUMAN20216, HUMAN20215	DROME15360
OG0002447	HUMAN09179	DROME21846
OG0002448	HUMAN03308	DROME11052, DROME11051, DROME14484
OG0002449	HUMAN04850, HUMAN02499, HUMAN04851, HUMAN08663	DROME15585, DROME15584
OG0002450	HUMAN01809, HUMAN23540, HUMAN23541	DROME13933, DROME13932
OG0002451	HUMAN06898	DROME11090, DROME11091
OG0002452	HUMAN17771, HUMAN13134, HUMAN13136	DROME10865, DROME10861, DROME10859, DROME10860, DROME10862, DROME10864, DROME10863
OG0002453	HUMAN05698, HUMAN05699	DROME02946, DROME02947
OG0002454	HUMAN26457, HUMAN07300, HUMAN26455, HUMAN26456	DROME18954
OG0002456	HUMAN20719, HUMAN12651	DROME18750, DROME18749
OG0002457	HUMAN08857	DROME06769, DROME06768, DROME16441
OG0002461	HUMAN07558, HUMAN22942	DROME19347, DROME19346
OG0002464	HUMAN03261, HUMAN23846, HUMAN23030, HUMAN23031, HUMAN03262	DROME16496, DROME16497
OG0002467	HUMAN00486, HUMAN28100, HUMAN16607	DROME06832, DROME06831, DROME06829, DROME06827, DROME06828, DROME06826, DROME06830
OG0002476	HUMAN11340, HUMAN11341	DROME01629
OG0002477	HUMAN14826, HUMAN15834	DROME15747, DROME15746
OG0002478	HUMAN24277, HUMAN28699, HUMAN24276	DROME13923, DROME13924
OG0002481	HUMAN15351, HUMAN04908, HUMAN18725	DROME19199
OG0002486	HUMAN02600, HUMAN02597, HUMAN02601, HUMAN02598, HUMAN02599	DROME10604
OG0002487	HUMAN08389, HUMAN02641	DROME02067, DROME02068
OG0002489	HUMAN03674, HUMAN03675, HUMAN18641	DROME17457
OG0002490	HUMAN30506, HUMAN26817, HUMAN26816, HUMAN26815	DROME08630, DROME08629
OG0002491	HUMAN23660, HUMAN14212, HUMAN23661	DROME17605, DROME16735
OG0002492	HUMAN18351	DROME17673, DROME17672
OG0002494	HUMAN27784, HUMAN19149, HUMAN27783, HUMAN19150, HUMAN19148, HUMAN27785	DROME09533, DROME09534
OG0002495	HUMAN17937	DROME03178
OG0002496	HUMAN28683, HUMAN28684, HUMAN10156	DROME17015, DROME17014
OG0002497	HUMAN12673, HUMAN20584	DROME10964
OG0002499	HUMAN00044	DROME07520
OG0002500	HUMAN10791	DROME05840
OG0002501	HUMAN13100, HUMAN13102, HUMAN13101	DROME18550
OG0002503	HUMAN24375, HUMAN24374	DROME03384
OG0002504	HUMAN19930, HUMAN19931, HUMAN26369	DROME20552, DROME20554, DROME20553
OG0002505	HUMAN26605	DROME03960
OG0002506	HUMAN08683, HUMAN08684, HUMAN02496	DROME04368
OG0002507	HUMAN28924	DROME09110, DROME09108, DROME09109, DROME09111, DROME12371
OG0002508	HUMAN19865, HUMAN19864, HUMAN12274, HUMAN12277, HUMAN12275	DROME08818
OG0002509	HUMAN03306	DROME18834
OG0002510	HUMAN05353	DROME02221
OG0002511	HUMAN26058, HUMAN26057, HUMAN18058	DROME06803
OG0002512	HUMAN07718, HUMAN30099	DROME02927, DROME02923, DROME02926, DROME02924, DROME02925, DROME02928
OG0002516	HUMAN05465, HUMAN05466, HUMAN05464	DROME01623, DROME01624, DROME01622
OG0002517	HUMAN17827, HUMAN12718, HUMAN12763	DROME00497
OG0002518	HUMAN00380	DROME16270, DROME16271, DROME16272, DROME12646, DROME11188
OG0002519	HUMAN24014, HUMAN07755	DROME03368, DROME03367
OG0002520	HUMAN24112, HUMAN24111, HUMAN22540	DROME14751
OG0002522	HUMAN00159, HUMAN05846, HUMAN05845	DROME12266, DROME12263, DROME12267, DROME12265, DROME12268, DROME12264
OG0002523	HUMAN20518, HUMAN27049, HUMAN09159, HUMAN09158	DROME12003, DROME12568, DROME20728, DROME20729
OG0002524	HUMAN26394, HUMAN07309, HUMAN26395, HUMAN26393, HUMAN10913, HUMAN10912, HUMAN10911	DROME19913
OG0002527	HUMAN02229, HUMAN29157	DROME00451
OG0002528	HUMAN23868	DROME12310, DROME12311, DROME12309
OG0002529	HUMAN18399, HUMAN05153, HUMAN05156	DROME17791, DROME17789, DROME17792, DROME17790
OG0002530	HUMAN23709, HUMAN09617	DROME00625, DROME00624
OG0002532	HUMAN13392	DROME10137
OG0002533	HUMAN11744	DROME06429, DROME06430
OG0002534	HUMAN09818, HUMAN28633	DROME04087
OG0002535	HUMAN17217	DROME13820
OG0002536	HUMAN03808, HUMAN22276, HUMAN27689, HUMAN27688	DROME20513
OG0002537	HUMAN10408, HUMAN10407	DROME20881, DROME20880
OG0002541	HUMAN06032, HUMAN06031, HUMAN24971	DROME00373
OG0002542	HUMAN02954, HUMAN12501, HUMAN06676	DROME18406
OG0002543	HUMAN19881	DROME13135
OG0002547	HUMAN19251, HUMAN13692, HUMAN25572	DROME02677, DROME02676, DROME02678
OG0002548	HUMAN09003, HUMAN15556, HUMAN02706	DROME03632, DROME03629
OG0002549	HUMAN21736, HUMAN21737	DROME01986
OG0002551	HUMAN30269, HUMAN23810, HUMAN23080	DROME15056
OG0002552	HUMAN01605, HUMAN01606, HUMAN01603, HUMAN01604, HUMAN09511	DROME11186
OG0002553	HUMAN13965	DROME18133, DROME18134
OG0002557	HUMAN08141, HUMAN08142, HUMAN08140, HUMAN24875, HUMAN24874, HUMAN08143	DROME07954, DROME03130, DROME05213
OG0002558	HUMAN02583, HUMAN08611, HUMAN08610	DROME12342, DROME12343, DROME12344
OG0002559	HUMAN24273, HUMAN24274, HUMAN28697, HUMAN28696	DROME12291
OG0002562	HUMAN14234, HUMAN14233	DROME18710, DROME18708, DROME18711, DROME18709, DROME17497
OG0002564	HUMAN13228, HUMAN25943	DROME10075, DROME10076, DROME10073, DROME10074, DROME03643
OG0002565	HUMAN21579	DROME16956, DROME16958, DROME16957
OG0002566	HUMAN22073, HUMAN22074	DROME16674, DROME16678, DROME16673, DROME16677, DROME16679, DROME16675, DROME16676
OG0002569	HUMAN19564, HUMAN05641	DROME16682, DROME16684, DROME16683, DROME16685
OG0002570	HUMAN18921, HUMAN18922	DROME02309, DROME02312
OG0002571	HUMAN13000, HUMAN20234	DROME02473, DROME02472, DROME02474
OG0002572	HUMAN06866, HUMAN15984, HUMAN15985, HUMAN06867, HUMAN06868, HUMAN04290, HUMAN15983	DROME16985, DROME16984
OG0002573	HUMAN13624, HUMAN13625, HUMAN13621	DROME15574
OG0002574	HUMAN16956, HUMAN08751, HUMAN08750, HUMAN16955	DROME17413, DROME17412, DROME17411
OG0002576	HUMAN16889, HUMAN25289, HUMAN25288, HUMAN25287, HUMAN25290, HUMAN15358, HUMAN16890, HUMAN16887, HUMAN16888	DROME13693, DROME00378
OG0002587	HUMAN19157, HUMAN14124, HUMAN11248	DROME21383
OG0002589	HUMAN22847, HUMAN22848	DROME20900
OG0002590	HUMAN18859, HUMAN28191, HUMAN11314	DROME12629, DROME12628, DROME12630
OG0002592	HUMAN17364, HUMAN17363	DROME05959, DROME05952, DROME05955, DROME05958, DROME05954, DROME05953, DROME05957, DROME05956
OG0002593	HUMAN18131, HUMAN12819, HUMAN12820	DROME07692
OG0002594	HUMAN11373	DROME19850, DROME19851, DROME19853, DROME19852
OG0002595	HUMAN25945	DROME16432, DROME16433, DROME16434, DROME16435
OG0002598	HUMAN01102, HUMAN01103, HUMAN28755	DROME11558
OG0002599	HUMAN02429	DROME19306
OG0002600	HUMAN14759, HUMAN14758	DROME01704, DROME01705, DROME01707, DROME01706, DROME02043, DROME02045, DROME02044
OG0002601	HUMAN18780	DROME17429, DROME17635
OG0002602	HUMAN13362, HUMAN10244, HUMAN10241, HUMAN10243	DROME16510, DROME16509, DROME16511
OG0002605	HUMAN01301	DROME07537, DROME07538, DROME07535, DROME07536
OG0002607	HUMAN09428	DROME02746, DROME02745
OG0002608	HUMAN06843, HUMAN03969	DROME15925, DROME15928, DROME15929, DROME15926, DROME15924, DROME15927, DROME15922, DROME15923
OG0002609	HUMAN01607, HUMAN23225, HUMAN23226	DROME00392
OG0002610	HUMAN10997, HUMAN28410	DROME20526, DROME20527
OG0002611	HUMAN02802, HUMAN02803, HUMAN02801, HUMAN06400, HUMAN06401	DROME09156, DROME09155
OG0002612	HUMAN20533	DROME17875
OG0002614	HUMAN27919, HUMAN27920, HUMAN19133, HUMAN19132	DROME06871, DROME06873, DROME06872
OG0002615	HUMAN03570, HUMAN27520, HUMAN24216	DROME17847, DROME17846
OG0002617	HUMAN23924	DROME09377
OG0002618	HUMAN13257, HUMAN13256, HUMAN26619, HUMAN26618, HUMAN26621, HUMAN26620	DROME00175
OG0002620	HUMAN29212, HUMAN01335	DROME03650, DROME03654, DROME03653, DROME03652, DROME03655, DROME03651
OG0002622	HUMAN22389, HUMAN22390	DROME07875, DROME07876
OG0002624	HUMAN23301, HUMAN18420, HUMAN28386, HUMAN28385	DROME19899
OG0002625	HUMAN25787	DROME16295
OG0002628	HUMAN02282, HUMAN29144	DROME16778, DROME16779, DROME16776, DROME16777
OG0002630	HUMAN25070	DROME02325
OG0002632	HUMAN09954	DROME19136
OG0002633	HUMAN16875, HUMAN08371	DROME02613
OG0002634	HUMAN09416	DROME07860
OG0002635	HUMAN00464, HUMAN16594, HUMAN18811, HUMAN24568	DROME08622
OG0002636	HUMAN16278	DROME03989
OG0002637	HUMAN21370	DROME14609
OG0002643	HUMAN20604	DROME13189
OG0002644	HUMAN29591, HUMAN29590, HUMAN30338	DROME18263, DROME18261, DROME18260, DROME18262
OG0002645	HUMAN29930, HUMAN29929	DROME20914, DROME20911, DROME20916, DROME20917, DROME20912, DROME20915, DROME20913
OG0002646	HUMAN27004	DROME02015, DROME02017, DROME02013, DROME02016, DROME02012, DROME02014
OG0002649	HUMAN17518, HUMAN03604	DROME21501, DROME21503, DROME21500, DROME21502
OG0002651	HUMAN02517	DROME16668, DROME16669
OG0002652	HUMAN11375	DROME09763, DROME09760, DROME09759, DROME09758, DROME09762, DROME09761
OG0002656	HUMAN13128, HUMAN26931, HUMAN26932, HUMAN26934, HUMAN17858	DROME08799, DROME08800
OG0002658	HUMAN01616, HUMAN07661	DROME08362
OG0002659	HUMAN16666, HUMAN16665	DROME08718
OG0002660	HUMAN21008, HUMAN21007	DROME06190
OG0002662	HUMAN10335, HUMAN13304, HUMAN20097	DROME18671
OG0002663	HUMAN05387, HUMAN21645	DROME08198, DROME08197
OG0002664	HUMAN28536, HUMAN14442	DROME15045, DROME15046
OG0002665	HUMAN07139, HUMAN04995	DROME12021, DROME12020
OG0002666	HUMAN10480, HUMAN10479	DROME12244
OG0002667	HUMAN29114, HUMAN01171	DROME09263, DROME09260, DROME09262, DROME09261
OG0002668	HUMAN11506, HUMAN21494	DROME12758, DROME12754, DROME12757, DROME12759, DROME12756, DROME12755
OG0002669	HUMAN15599, HUMAN15608, HUMAN15609, HUMAN15610	DROME13927
OG0002670	HUMAN08586, HUMAN25861, HUMAN25863	DROME05013, DROME05014
OG0002671	HUMAN11031, HUMAN19167, HUMAN14098	DROME02224, DROME02226, DROME02225
OG0002672	HUMAN28364, HUMAN16765	DROME13218
OG0002673	HUMAN03417, HUMAN18653, HUMAN24195	DROME12332, DROME12327, DROME12329, DROME12330, DROME12331, DROME12328
OG0002675	HUMAN18818, HUMAN18817, HUMAN24412, HUMAN24411	DROME11118, DROME11117, DROME11116, DROME11115
OG0002677	HUMAN13549	DROME00471, DROME00470
OG0002678	HUMAN22299, HUMAN04083, HUMAN04082	DROME21558, DROME21553
OG0002679	HUMAN21722, HUMAN21724, HUMAN05873	DROME06356, DROME06357, DROME06352, DROME06355, DROME06358, DROME06353, DROME06354
OG0002681	HUMAN10827, HUMAN10831, HUMAN10830, HUMAN13043, HUMAN10829, HUMAN10826, HUMAN10828	DROME20482, DROME09726
OG0002683	HUMAN00986	DROME18274, DROME18275
OG0002685	HUMAN25508, HUMAN21388, HUMAN21387	DROME12137
OG0002703	HUMAN05535, HUMAN05534, HUMAN15653, HUMAN05536	DROME20939
OG0002708	HUMAN25380	DROME21871, DROME21870
OG0002710	HUMAN14342	DROME14357, DROME14358, DROME14359
OG0002715	HUMAN21069	DROME03868
OG0002717	HUMAN23809, HUMAN30267, HUMAN23808, HUMAN30266	DROME13040
OG0002718	HUMAN00242	DROME02454, DROME02455
OG0002719	HUMAN27333, HUMAN18262	DROME00203, DROME00202, DROME00201
OG0002720	HUMAN18873	DROME20862, DROME20861
OG0002722	HUMAN08443	DROME16722
OG0002723	HUMAN15437, HUMAN15436, HUMAN15438, HUMAN04808, HUMAN04809, HUMAN25737	DROME02104
OG0002724	HUMAN13495	DROME15707
OG0002726	HUMAN22818, HUMAN03294	DROME00393, DROME00394
OG0002729	HUMAN17408, HUMAN17407, HUMAN17406	DROME14219
OG0002730	HUMAN25397, HUMAN19383	DROME19249
OG0002738	HUMAN13589, HUMAN20111, HUMAN25920, HUMAN25921, HUMAN20112	DROME12437
OG0002739	HUMAN22427	DROME11838
OG0002740	HUMAN25260, HUMAN00797, HUMAN00798	DROME04703
OG0002741	HUMAN09492, HUMAN23696, HUMAN14382, HUMAN01630	DROME08059, DROME08060
OG0002742	HUMAN03393, HUMAN22768	DROME12202, DROME12204, DROME12203
OG0002743	HUMAN26086	DROME02954
OG0002744	HUMAN02185, HUMAN29309	DROME11699, DROME11704, DROME11700, DROME11706, DROME11705, DROME11702, DROME11703, DROME11707, DROME11701
OG0002745	HUMAN13551, HUMAN13554, HUMAN13552	DROME14711, DROME04487, DROME04488, DROME15945
OG0002746	HUMAN15625	DROME16661, DROME21181
OG0002747	HUMAN11270, HUMAN11269, HUMAN29148, HUMAN29149	DROME11308, DROME19315, DROME13062
OG0002749	HUMAN29710, HUMAN29709, HUMAN23025, HUMAN22585, HUMAN29711	DROME05439
OG0002750	HUMAN23774	DROME07760, DROME07759
OG0002752	HUMAN07518	DROME09099, DROME09098, DROME09096, DROME09097, DROME09101, DROME09100
OG0002753	HUMAN20449, HUMAN26788	DROME11184
OG0002754	HUMAN29589	DROME16293
OG0002755	HUMAN29043	DROME17482
OG0002757	HUMAN22296	DROME02757
OG0002758	HUMAN26372	DROME08710
OG0002760	HUMAN06968, HUMAN06969	DROME11244, DROME07304
OG0002761	HUMAN10768, HUMAN10770, HUMAN10765	DROME11909
OG0002762	HUMAN21120, HUMAN01437, HUMAN06711, HUMAN06712	DROME06423
OG0002763	HUMAN12876, HUMAN12877	DROME13568, DROME13567
OG0002764	HUMAN00203, HUMAN21583, HUMAN21584	DROME00298, DROME00297, DROME00296
OG0002765	HUMAN18571, HUMAN04184, HUMAN11132	DROME12796
OG0002766	HUMAN08906, HUMAN08907	DROME13857
OG0002767	HUMAN07551, HUMAN22340	DROME05447
OG0002768	HUMAN06740	DROME05798, DROME05796
OG0002769	HUMAN22542, HUMAN29651	DROME12294, DROME12293
OG0002770	HUMAN27518, HUMAN24212, HUMAN27519	DROME20985, DROME20988, DROME20984, DROME20987, DROME20986
OG0002771	HUMAN25873, HUMAN08432	DROME01521, DROME07621
OG0002772	HUMAN14317, HUMAN14316	DROME18154
OG0002773	HUMAN29570, HUMAN29569	DROME00793, DROME00794, DROME00257
OG0002776	HUMAN24086, HUMAN24085	DROME04390
OG0002777	HUMAN06118, HUMAN04250, HUMAN04251, HUMAN09562, HUMAN04247, HUMAN04249	DROME09718
OG0002778	HUMAN10113, HUMAN23744	DROME20892
OG0002779	HUMAN00272	DROME10992
OG0002780	HUMAN13335, HUMAN13336	DROME00776, DROME00775
OG0002781	HUMAN06619, HUMAN06620, HUMAN18025	DROME04079, DROME04080
OG0002782	HUMAN04941, HUMAN17052	DROME16136
OG0002785	HUMAN01002, HUMAN23487	DROME05688
OG0002787	HUMAN26131	DROME19508
OG0002788	HUMAN04344	DROME12013, DROME01698
OG0002790	HUMAN05161, HUMAN05162	DROME15505, DROME15507, DROME15504, DROME15508, DROME15503, DROME15506
OG0002791	HUMAN14986, HUMAN02232, HUMAN29243	DROME01009
OG0002794	HUMAN29135, HUMAN29136, HUMAN02150, HUMAN29137	DROME11641
OG0002795	HUMAN10061, HUMAN23644	DROME13874, DROME13873, DROME13872, DROME13877, DROME13876, DROME13875
OG0002799	HUMAN26462, HUMAN26461, HUMAN10338	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814
OG0002811	HUMAN07035	DROME18305
OG0002812	HUMAN23546, HUMAN23547, HUMAN01004	DROME07562
OG0002814	HUMAN03269, HUMAN22722, HUMAN23887	DROME14819
OG0002815	HUMAN00768, HUMAN25357	DROME09886
OG0002816	HUMAN00890, HUMAN00892, HUMAN00891	DROME16437
OG0002817	HUMAN08723, HUMAN08722	DROME03807
OG0002818	HUMAN10886, HUMAN02885	DROME06002
OG0002819	HUMAN08221, HUMAN13735, HUMAN20474	DROME05457, DROME05454, DROME05453
OG0002821	HUMAN15011	DROME13953, DROME13952, DROME14725, DROME03921, DROME03922, DROME03919, DROME03920
OG0002822	HUMAN25950, HUMAN13533	DROME19658
OG0002823	HUMAN28662	DROME05302
OG0002823	HUMAN03682	DROME05305
OG0002824	HUMAN17718, HUMAN17717, HUMAN03006, HUMAN17716	DROME05371, DROME05370, DROME05372
OG0002825	HUMAN06784, HUMAN06785	DROME10105, DROME10106
OG0002826	HUMAN18765, HUMAN15887	DROME12304
OG0002827	HUMAN25478, HUMAN30650, HUMAN25479	DROME04425
OG0002828	HUMAN05585	DROME07466, DROME07465, DROME07464
OG0002831	HUMAN27006	DROME21764, DROME21763
OG0002832	HUMAN27816, HUMAN27817, HUMAN27815	DROME20194
OG0002833	HUMAN10332	DROME08474, DROME08472, DROME08473, DROME08475
OG0002835	HUMAN00763, HUMAN25369	DROME04546
OG0002836	HUMAN00315, HUMAN18388, HUMAN00314	DROME03263
OG0002837	HUMAN07500, HUMAN22403	DROME16455
OG0002838	HUMAN27777, HUMAN27775, HUMAN27776, HUMAN27773	DROME19188
OG0002839	HUMAN20812	DROME20539, DROME20540
OG0002840	HUMAN15229, HUMAN28337	DROME20941
OG0002841	HUMAN26964	DROME06956
OG0002843	HUMAN07115, HUMAN07114, HUMAN07116	DROME05626
OG0002844	HUMAN20872, HUMAN20871	DROME01327, DROME00485
OG0002845	HUMAN09735	DROME21934, DROME05525, DROME05526
OG0002846	HUMAN22857	DROME12562
OG0002848	HUMAN24487	DROME11797
OG0002850	HUMAN00049, HUMAN21706, HUMAN00050, HUMAN00051	DROME18798
OG0002851	HUMAN19430, HUMAN25764	DROME07485, DROME07488, DROME07486, DROME07487
OG0002854	HUMAN02130	DROME03526, DROME03527
OG0002856	HUMAN15088, HUMAN01744, HUMAN01745	DROME10602, DROME10600, DROME10603, DROME10601
OG0002858	HUMAN20634, HUMAN20633, HUMAN20632, HUMAN11174	DROME20172, DROME20171
OG0002859	HUMAN27799, HUMAN27798, HUMAN27796, HUMAN27797	DROME13204
OG0002860	HUMAN10172, HUMAN10171, HUMAN10173, HUMAN10175	DROME21067
OG0002861	HUMAN04368, HUMAN04367	DROME19141
OG0002862	HUMAN05203, HUMAN25316	DROME14414
OG0002865	HUMAN28403	DROME09974
OG0002866	HUMAN28472, HUMAN14625, HUMAN14627, HUMAN14626	DROME08853
OG0002868	HUMAN00784, HUMAN23304	DROME08895, DROME08893, DROME08894
OG0002869	HUMAN21791, HUMAN00096	DROME01493
OG0002870	HUMAN25356	DROME05751
OG0002872	HUMAN28405, HUMAN28404	DROME09095
OG0002873	HUMAN10502	DROME15273, DROME15275, DROME15274
OG0002876	HUMAN07598, HUMAN07597, HUMAN25757, HUMAN25758	DROME02491
OG0002877	HUMAN14970, HUMAN14971	DROME16795
OG0002879	HUMAN21345, HUMAN00643	DROME05962
OG0002880	HUMAN13797, HUMAN19249, HUMAN25485	DROME09708
OG0002882	HUMAN07153	DROME15316
OG0002883	HUMAN03205, HUMAN03204	DROME19983, DROME19982
OG0002884	HUMAN25023, HUMAN20289	DROME00136
OG0002888	HUMAN10695, HUMAN10696, HUMAN10697, HUMAN12024	DROME08352, DROME08351
OG0002889	HUMAN30528, HUMAN07038	DROME18283, DROME18285, DROME18284
OG0002890	HUMAN24548, HUMAN24546, HUMAN24549, HUMAN24547	DROME12018
OG0002891	HUMAN14847, HUMAN14848, HUMAN25521	DROME12152
OG0002892	HUMAN14882, HUMAN14883, HUMAN01495, HUMAN29426	DROME18981
OG0002893	HUMAN07626	DROME14268
OG0002894	HUMAN18791, HUMAN08388, HUMAN18790	DROME07096, DROME07097
OG0002895	HUMAN05785, HUMAN02351	DROME16391, DROME16390
OG0002896	HUMAN17455, HUMAN21544	DROME00179, DROME00180
OG0002897	HUMAN17714	DROME08372
OG0002898	HUMAN23051, HUMAN23050, HUMAN23049	DROME21521
OG0002899	HUMAN05885, HUMAN21832	DROME09113
OG0002900	HUMAN10029, HUMAN01530	DROME06374
OG0002902	HUMAN10680, HUMAN10681	DROME12234, DROME12235
OG0002905	HUMAN00008, HUMAN21782	DROME02163, DROME02164
OG0002906	HUMAN11397	DROME12553, DROME12554
OG0002907	HUMAN23627, HUMAN10077	DROME00536, DROME00537, DROME00535
OG0002909	HUMAN20938, HUMAN26836, HUMAN26837	DROME00512
OG0002910	HUMAN06997	DROME07768
OG0002911	HUMAN03713, HUMAN03712, HUMAN27704	DROME01531, DROME01532, DROME01530
OG0002912	HUMAN15219	DROME03365, DROME03361, DROME03364
OG0002915	HUMAN11256, HUMAN11257, HUMAN24540	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147
OG0002916	HUMAN14289, HUMAN23418	DROME03083
OG0002917	HUMAN18334	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016
OG0002921	HUMAN10838, HUMAN10837	DROME20904, DROME20903
OG0002922	HUMAN03714, HUMAN27706, HUMAN27705	DROME13161
OG0002924	HUMAN09680, HUMAN13938, HUMAN09681	DROME15371
OG0002925	HUMAN28134	DROME09078, DROME09077, DROME18817, DROME18816
OG0002926	HUMAN23488, HUMAN15077	DROME01891
OG0002927	HUMAN28957	DROME09412, DROME09413
OG0002944	HUMAN25196, HUMAN22813, HUMAN27905	DROME18576
OG0002945	HUMAN13182	DROME02620
OG0002948	HUMAN00328, HUMAN11994, HUMAN11995	DROME05969, DROME05968, DROME05967, DROME05966
OG0002949	HUMAN16285, HUMAN16286	DROME10410, DROME10411
OG0002952	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129	DROME10856, DROME10855, DROME10853, DROME10854
OG0002953	HUMAN20502, HUMAN20503	DROME06983, DROME06984
OG0002954	HUMAN04343	DROME12606, DROME12607
OG0002955	HUMAN08814	DROME16794
OG0002956	HUMAN14225, HUMAN13975, HUMAN13973	DROME13931, DROME13930, DROME13929
OG0002957	HUMAN07640, HUMAN07639	DROME15903, DROME15902
OG0002959	HUMAN02575, HUMAN08717	DROME21736
OG0002960	HUMAN24798	DROME20297, DROME20296, DROME20294, DROME20295, DROME20293
OG0002962	HUMAN13396, HUMAN10441	DROME20600
OG0002964	HUMAN12170, HUMAN12171, HUMAN13401	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986
OG0002966	HUMAN29424, HUMAN29425, HUMAN02172	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413
OG0002967	HUMAN05610	DROME18521, DROME18520
OG0002968	HUMAN24820	DROME10921
OG0002968	HUMAN00733	DROME05214
OG0002969	HUMAN12532	DROME04084, DROME04085
OG0002973	HUMAN20383, HUMAN21067, HUMAN20382, HUMAN21068	DROME19229, DROME19228
OG0002974	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022	DROME01465
OG0002976	HUMAN23538	DROME16320, DROME20322, DROME20323
OG0002977	HUMAN12250	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043
OG0002978	HUMAN04799, HUMAN18676, HUMAN08410	DROME09324, DROME11790
OG0002979	HUMAN25788, HUMAN29730, HUMAN29729, HUMAN25789, HUMAN25790	DROME15607
OG0002982	HUMAN03720, HUMAN03721	DROME07294, DROME07292, DROME07295, DROME07293
OG0002983	HUMAN25834, HUMAN02094	DROME12376
OG0002984	HUMAN16272	DROME11997
OG0002985	HUMAN10424	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063
OG0002986	HUMAN01423, HUMAN26871	DROME06888
OG0002987	HUMAN26273, HUMAN24326	DROME13970, DROME13977
OG0002990	HUMAN03798, HUMAN22156, HUMAN24023	DROME12949, DROME12950
OG0002991	HUMAN03582	DROME05520, DROME05522, DROME05521
OG0002992	HUMAN27319, HUMAN27320, HUMAN06343, HUMAN06339	DROME16899, DROME16900
OG0002994	HUMAN24550	DROME07777, DROME07776
OG0002995	HUMAN08825	DROME15764, DROME15763, DROME15761, DROME15762, DROME15765
OG0002997	HUMAN00852	DROME02903
OG0002998	HUMAN07028, HUMAN07029, HUMAN21010	DROME04901, DROME04900, DROME04899
OG0003001	HUMAN17856, HUMAN17855, HUMAN20696, HUMAN20697, HUMAN20695, HUMAN17854	DROME12222
OG0003004	HUMAN16853, HUMAN15812	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708
OG0003005	HUMAN25078	DROME19774
OG0003006	HUMAN10234, HUMAN10235	DROME00129
OG0003008	HUMAN02043, HUMAN02044	DROME10417, DROME10419, DROME10418
OG0003010	HUMAN03814	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677
OG0003011	HUMAN27032, HUMAN10458	DROME17655, DROME17656
OG0003012	HUMAN21461	DROME16686
OG0003014	HUMAN27437	DROME20620
OG0003016	HUMAN22317, HUMAN22316, HUMAN05184	DROME06109, DROME04760
