Orthogroup	HUMAN	MOUSE
OG0003548	HUMAN22282	MOUSE36205, MOUSE36206, MOUSE36204
OG0003549	HUMAN25712	MOUSE00103, MOUSE00104, MOUSE00102
OG0003549	HUMAN29713	MOUSE54470, MOUSE54469
OG0003550	HUMAN26578	MOUSE38958
OG0003550	HUMAN17867	MOUSE26420
OG0003551	HUMAN14799	MOUSE48878, MOUSE48877, MOUSE48875, MOUSE48876
OG0003551	HUMAN29003	MOUSE32666
OG0003552	HUMAN01497	MOUSE30902, MOUSE30901, MOUSE30899
OG0003553	HUMAN17100	MOUSE40557, MOUSE40555, MOUSE40558
OG0003554	HUMAN03429	MOUSE20957, MOUSE20956
OG0003555	HUMAN13236	MOUSE05997
OG0003555	HUMAN13235	MOUSE05993, MOUSE05996, MOUSE05994, MOUSE05992, MOUSE05991
OG0003555	HUMAN13238, HUMAN13237	MOUSE05998
OG0003555	HUMAN13241	MOUSE05999, MOUSE06000
OG0003556	HUMAN19312	MOUSE29223, MOUSE29227, MOUSE29228, MOUSE29225, MOUSE29226, MOUSE29224
OG0003557	HUMAN27746	MOUSE47782
OG0003557	HUMAN27748	MOUSE11069, MOUSE11070
OG0003557	HUMAN03307	MOUSE11068
OG0003558	HUMAN09720	MOUSE51603
OG0003560	HUMAN08292	MOUSE07074, MOUSE07075
OG0003561	HUMAN25470	MOUSE00519, MOUSE00518
OG0003561	HUMAN07496	MOUSE38762, MOUSE38760
OG0003562	HUMAN18584, HUMAN18585	MOUSE28194, MOUSE28193
OG0003562	HUMAN28168	MOUSE13545
OG0003563	HUMAN10685	MOUSE46114, MOUSE46115, MOUSE46111
OG0003564	HUMAN17366	MOUSE21830, MOUSE21834, MOUSE21832, MOUSE21831
OG0003564	HUMAN24302	MOUSE09522
OG0003565	HUMAN27729	MOUSE47811
OG0003565	HUMAN27728	MOUSE47813, MOUSE47812
OG0003566	HUMAN04196	MOUSE45915, MOUSE45914, MOUSE45913
OG0003566	HUMAN24973	MOUSE17313, MOUSE17315, MOUSE17312, MOUSE17314
OG0003567	HUMAN10488	MOUSE15052, MOUSE15050
OG0003568	HUMAN07272	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466
OG0003569	HUMAN07054	MOUSE01772
OG0003569	HUMAN02397	MOUSE23484, MOUSE23483
OG0003570	HUMAN02024	MOUSE24262, MOUSE24261
OG0003570	HUMAN02025, HUMAN02026	MOUSE24263
OG0003571	HUMAN28033	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076
OG0003571	HUMAN11183	MOUSE49279
OG0003572	HUMAN15595, HUMAN15596	MOUSE43129
OG0003572	HUMAN02513	MOUSE24716, MOUSE24717
OG0003572	HUMAN08691	MOUSE07709
OG0003573	HUMAN10775	MOUSE46294
OG0003576	HUMAN13837	MOUSE55321, MOUSE19037, MOUSE19038
OG0003576	HUMAN13836	MOUSE19036
OG0003576	HUMAN19144, HUMAN19146	MOUSE28839
OG0003576	HUMAN11579, HUMAN11577	MOUSE49792
OG0003577	HUMAN29012	MOUSE32680, MOUSE32679, MOUSE32681
OG0003578	HUMAN20028	MOUSE35794, MOUSE35795
OG0003578	HUMAN20029	MOUSE35798, MOUSE35790, MOUSE35791
OG0003579	HUMAN26278	MOUSE02860, MOUSE02859
OG0003579	HUMAN22725	MOUSE31635, MOUSE31636, MOUSE31637
OG0003581	HUMAN04085	MOUSE45635
OG0003582	HUMAN29836	MOUSE53583
OG0003582	HUMAN02330	MOUSE23611
OG0003583	HUMAN10449	MOUSE14932, MOUSE27576, MOUSE50861
OG0003583	HUMAN20761, HUMAN20760	MOUSE38737, MOUSE38724
OG0003583	HUMAN24687	MOUSE08789
OG0003583	HUMAN24676	MOUSE08810, MOUSE08808, MOUSE08809, MOUSE08807
OG0003583	HUMAN24684, HUMAN13856, HUMAN13854, HUMAN13855	MOUSE19064
OG0003583	HUMAN24677, HUMAN24678, HUMAN24675, HUMAN24688, HUMAN13862, HUMAN13861, HUMAN13860	MOUSE19066
OG0003583	HUMAN26655	MOUSE38424, MOUSE38422
OG0003584	HUMAN11983	MOUSE04009, MOUSE04012
OG0003584	HUMAN18471	MOUSE23030
OG0003584	HUMAN00178	MOUSE34924, MOUSE34923
OG0003585	HUMAN25564	MOUSE00386
OG0003585	HUMAN13697, HUMAN13696	MOUSE18554, MOUSE18553, MOUSE18552, MOUSE18551
OG0003585	HUMAN18958	MOUSE28515
OG0003598	HUMAN29147	MOUSE26068, MOUSE26067
OG0003598	HUMAN02288	MOUSE23683
OG0003599	HUMAN13888	MOUSE19100, MOUSE19099, MOUSE19101
OG0003599	HUMAN13887	MOUSE19098
OG0003600	HUMAN15217	MOUSE43733, MOUSE43738
OG0003601	HUMAN26533	MOUSE35209, MOUSE35208
OG0003601	HUMAN26534	MOUSE35210
OG0003603	HUMAN13251	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012
OG0003603	HUMAN13246	MOUSE06010
OG0003603	HUMAN13248, HUMAN13249	MOUSE06014, MOUSE06015
OG0003604	HUMAN12260	MOUSE04686, MOUSE04687
OG0003604	HUMAN12259	MOUSE04688
OG0003604	HUMAN07277	MOUSE37459
OG0003606	HUMAN00503	MOUSE34331
OG0003607	HUMAN02686	MOUSE08645
OG0003608	HUMAN02187	MOUSE23912, MOUSE23908, MOUSE23909, MOUSE23910
OG0003610	HUMAN16758	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713
OG0003610	HUMAN16759	MOUSE35717
OG0003611	HUMAN24173	MOUSE03230, MOUSE03228, MOUSE03229
OG0003612	HUMAN24816	MOUSE17712, MOUSE17715, MOUSE17714
OG0003613	HUMAN20927	MOUSE52720, MOUSE52719
OG0003613	HUMAN11439	MOUSE49624
OG0003615	HUMAN14433	MOUSE18457
OG0003615	HUMAN23272	MOUSE13209, MOUSE13208
OG0003616	HUMAN20505, HUMAN20506	MOUSE41038, MOUSE41039
OG0003616	HUMAN20504	MOUSE41037
OG0003617	HUMAN21414	MOUSE15713
OG0003618	HUMAN27888	MOUSE21564
OG0003619	HUMAN30124	MOUSE54881, MOUSE54882, MOUSE02201
OG0003619	HUMAN23959	MOUSE19314
OG0003620	HUMAN00037	MOUSE35127, MOUSE35128
OG0003621	HUMAN05310	MOUSE44995
OG0003621	HUMAN05311	MOUSE44993, MOUSE44994
OG0003622	HUMAN18690	MOUSE28010, MOUSE28008, MOUSE28009
OG0003623	HUMAN05857	MOUSE41485
OG0003624	HUMAN28864	MOUSE09386, MOUSE09387
OG0003626	HUMAN26164	MOUSE50478, MOUSE50479, MOUSE50480, MOUSE50477, MOUSE50481
OG0003627	HUMAN17655	MOUSE21801
OG0003627	HUMAN17656	MOUSE21800
OG0003627	HUMAN05166	MOUSE45258, MOUSE45262
OG0003627	HUMAN05165	MOUSE45261, MOUSE45260, MOUSE45254, MOUSE45256, MOUSE45255, MOUSE45259, MOUSE45257
OG0003628	HUMAN09742	MOUSE10627
OG0003628	HUMAN09740	MOUSE51568
OG0003629	HUMAN21741	MOUSE29981, MOUSE29982
OG0003630	HUMAN10764, HUMAN10786	MOUSE46274
OG0003631	HUMAN24131	MOUSE03619, MOUSE03618, MOUSE03620
OG0003632	HUMAN00145	MOUSE34977
OG0003632	HUMAN21796	MOUSE29457, MOUSE29458
OG0003633	HUMAN05293	MOUSE45040, MOUSE45041, MOUSE45037, MOUSE45039, MOUSE45038, MOUSE45036
OG0003634	HUMAN00127	MOUSE34995, MOUSE34996
OG0003635	HUMAN30607	MOUSE55664
OG0003638	HUMAN08782	MOUSE07871
OG0003639	HUMAN11734	MOUSE04483, MOUSE04481
OG0003640	HUMAN13431	MOUSE06258
OG0003640	HUMAN17671	MOUSE23351
OG0003641	HUMAN13743, HUMAN13746, HUMAN13744	MOUSE19690
OG0003641	HUMAN19226	MOUSE28969, MOUSE28970
OG0003642	HUMAN09836	MOUSE51394
OG0003642	HUMAN09837	MOUSE51395
OG0003643	HUMAN02410	MOUSE23455, MOUSE23454
OG0003644	HUMAN29286, HUMAN29287	MOUSE25659
OG0003644	HUMAN29285, HUMAN29284	MOUSE25655, MOUSE25658
OG0003645	HUMAN20257, HUMAN20256	MOUSE14260
OG0003645	HUMAN12129, HUMAN12128	MOUSE03754, MOUSE03756, MOUSE03755
OG0003646	HUMAN09524	MOUSE51957
OG0003647	HUMAN23500	MOUSE10325, MOUSE10328
OG0003648	HUMAN16787	MOUSE35775, MOUSE35773, MOUSE35777, MOUSE35776, MOUSE35779, MOUSE35778
OG0003648	HUMAN16788, HUMAN16789	MOUSE35781
OG0003649	HUMAN14411	MOUSE18455
OG0003650	HUMAN19278, HUMAN19276, HUMAN19277	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147
OG0003651	HUMAN18587	MOUSE28186
OG0003651	HUMAN27840	MOUSE32014, MOUSE32016, MOUSE32015, MOUSE32017, MOUSE32012, MOUSE32013
OG0003652	HUMAN05434	MOUSE51309
OG0003652	HUMAN25517	MOUSE00670
OG0003653	HUMAN28128	MOUSE13490, MOUSE13491
OG0003653	HUMAN15232	MOUSE43712, MOUSE43711
OG0003653	HUMAN08130	MOUSE12262
OG0003654	HUMAN27868	MOUSE29385, MOUSE29384
OG0003654	HUMAN25633	MOUSE00249, MOUSE00251, MOUSE00248
OG0003654	HUMAN25634	MOUSE00250, MOUSE00247
OG0003655	HUMAN25720	MOUSE00092, MOUSE00091
OG0003655	HUMAN07525	MOUSE38828
OG0003656	HUMAN09498	MOUSE52004
OG0003656	HUMAN09499	MOUSE52005
OG0003656	HUMAN01632	MOUSE30702
OG0003657	HUMAN17897	MOUSE26477, MOUSE26479, MOUSE26480, MOUSE26478
OG0003658	HUMAN26110, HUMAN26109	MOUSE39824
OG0003659	HUMAN12849	MOUSE05800, MOUSE05799
OG0003659	HUMAN12851	MOUSE05801
OG0003660	HUMAN03330	MOUSE11145, MOUSE11148, MOUSE11147, MOUSE11146
OG0003661	HUMAN06668	MOUSE02399, MOUSE02398
OG0003662	HUMAN03175, HUMAN03176	MOUSE00931, MOUSE00930, MOUSE00932
OG0003662	HUMAN17173	MOUSE40409, MOUSE40410, MOUSE40406, MOUSE40408, MOUSE40407
OG0003663	HUMAN24345	MOUSE03415, MOUSE00823, MOUSE03414
OG0003664	HUMAN12052	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910
OG0003665	HUMAN08464	MOUSE07285
OG0003666	HUMAN29133	MOUSE26034, MOUSE26036
OG0003666	HUMAN02252	MOUSE23757, MOUSE23758
OG0003667	HUMAN19771	MOUSE15239, MOUSE15238
OG0003668	HUMAN30167	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948
OG0003668	HUMAN09900	MOUSE52219, MOUSE52216
OG0003668	HUMAN09899	MOUSE52217
OG0003669	HUMAN29028	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718
OG0003671	HUMAN03501	MOUSE21089
OG0003671	HUMAN24226	MOUSE03153
OG0003672	HUMAN12138	MOUSE03769, MOUSE03770
OG0003673	HUMAN25306	MOUSE52124, MOUSE52123, MOUSE52122, MOUSE52125
OG0003673	HUMAN19535	MOUSE16463, MOUSE16464
OG0003674	HUMAN12022	MOUSE03963, MOUSE03964
OG0003675	HUMAN20720	MOUSE53287, MOUSE53284, MOUSE53286, MOUSE53283
OG0003676	HUMAN29262	MOUSE25609
OG0003676	HUMAN20688	MOUSE53232, MOUSE53233
OG0003677	HUMAN17731	MOUSE26179
OG0003677	HUMAN02931	MOUSE25069
OG0003677	HUMAN12515, HUMAN12514	MOUSE05328
OG0003678	HUMAN01033	MOUSE33349, MOUSE33347, MOUSE33348
OG0003678	HUMAN14660	MOUSE50401, MOUSE50400
OG0003679	HUMAN21403	MOUSE15732
OG0003679	HUMAN02922	MOUSE25049, MOUSE25050
OG0003680	HUMAN06616	MOUSE02511, MOUSE02510, MOUSE02508, MOUSE02509
OG0003680	HUMAN18004, HUMAN18005	MOUSE22063, MOUSE22062
OG0003681	HUMAN20399	MOUSE14464
OG0003681	HUMAN04398	MOUSE27092, MOUSE27091
OG0003682	HUMAN02555	MOUSE24621
OG0003682	HUMAN02554	MOUSE24620, MOUSE24619
OG0003683	HUMAN19922	MOUSE37323, MOUSE37321
OG0003683	HUMAN04991	MOUSE20043, MOUSE20045
OG0003683	HUMAN04992	MOUSE20046
OG0003684	HUMAN14029, HUMAN14028	MOUSE23198, MOUSE23196, MOUSE23195, MOUSE23197
OG0003685	HUMAN28658	MOUSE32367, MOUSE32369, MOUSE32368
OG0003685	HUMAN09512	MOUSE51976, MOUSE51974, MOUSE51975
OG0003686	HUMAN11096	MOUSE49108, MOUSE49109, MOUSE49107, MOUSE49105, MOUSE49106, MOUSE49104, MOUSE49103, MOUSE49102, MOUSE49101, MOUSE49099
OG0003687	HUMAN06582	MOUSE02568, MOUSE02567
OG0003687	HUMAN12545	MOUSE05366
OG0003687	HUMAN17984	MOUSE22109
OG0003688	HUMAN00391, HUMAN00390	MOUSE34520, MOUSE34521, MOUSE34522
OG0003689	HUMAN12564	MOUSE05393, MOUSE05394
OG0003689	HUMAN17888	MOUSE26456, MOUSE26455
OG0003690	HUMAN08255, HUMAN08254	MOUSE07036
OG0003690	HUMAN08253	MOUSE07037, MOUSE07038
OG0003691	HUMAN27486	MOUSE48086, MOUSE48087
OG0003692	HUMAN26245	MOUSE02817, MOUSE02816, MOUSE02818
OG0003693	HUMAN05789	MOUSE41191, MOUSE41190
OG0003693	HUMAN21038	MOUSE11267, MOUSE11266, MOUSE11265
OG0003694	HUMAN01597	MOUSE30782
OG0003695	HUMAN29320	MOUSE25740, MOUSE25739
OG0003695	HUMAN28471	MOUSE20814
OG0003696	HUMAN26795	MOUSE35449, MOUSE35450
OG0003697	HUMAN10208	MOUSE17094, MOUSE17093
OG0003697	HUMAN13631	MOUSE06524
OG0003698	HUMAN03524	MOUSE21124
OG0003698	HUMAN27578	MOUSE12762
OG0003700	HUMAN10461	MOUSE15026
OG0003700	HUMAN13432, HUMAN13433	MOUSE06260, MOUSE06261, MOUSE06262
OG0003701	HUMAN21420	MOUSE15704, MOUSE15707, MOUSE15706, MOUSE15705, MOUSE15703
OG0003702	HUMAN18794	MOUSE28176, MOUSE28174, MOUSE28173
OG0003702	HUMAN08385	MOUSE07243, MOUSE07240, MOUSE07242, MOUSE07241, MOUSE07239, MOUSE07237
OG0003703	HUMAN04604	MOUSE20574
OG0003703	HUMAN09417, HUMAN09419	MOUSE27650
OG0003704	HUMAN14829	MOUSE48834, MOUSE48833
OG0003704	HUMAN01005	MOUSE33411, MOUSE33409
OG0003705	HUMAN26525	MOUSE35234, MOUSE35235, MOUSE35240, MOUSE35241, MOUSE35238, MOUSE35236, MOUSE35237
OG0003706	HUMAN24793	MOUSE17759, MOUSE17750, MOUSE17753, MOUSE17755, MOUSE17756, MOUSE17754, MOUSE17757, MOUSE17758, MOUSE17752, MOUSE17751
OG0003707	HUMAN10025	MOUSE09617
OG0003707	HUMAN28827	MOUSE09616
OG0003707	HUMAN10024	MOUSE44752, MOUSE44751
OG0003708	HUMAN00455	MOUSE34409, MOUSE34410, MOUSE34408, MOUSE34406, MOUSE34407
OG0003709	HUMAN15204	MOUSE43765
OG0003709	HUMAN15203	MOUSE43763, MOUSE43764
OG0003710	HUMAN29654	MOUSE55264
OG0003710	HUMAN22687	MOUSE31690
OG0003711	HUMAN09536	MOUSE51928, MOUSE51930, MOUSE51936, MOUSE51935, MOUSE51933, MOUSE51931, MOUSE51932, MOUSE51927, MOUSE51929
OG0003712	HUMAN20248	MOUSE14240, MOUSE14239
OG0003712	HUMAN10482	MOUSE15046
OG0003713	HUMAN02247	MOUSE23766, MOUSE23765, MOUSE23764
OG0003713	HUMAN02248	MOUSE23767
OG0003714	HUMAN00129	MOUSE34993
OG0003714	HUMAN00131, HUMAN00130	MOUSE34994
OG0003716	HUMAN21975	MOUSE15604, MOUSE15602
OG0003717	HUMAN00711	MOUSE33976, MOUSE33975
OG0003717	HUMAN24583	MOUSE08977, MOUSE08978
OG0003718	HUMAN18082	MOUSE22255, MOUSE22254, MOUSE22249, MOUSE22251
OG0003719	HUMAN01524	MOUSE30866
OG0003720	HUMAN02239	MOUSE23793, MOUSE23792, MOUSE23794
OG0003720	HUMAN24894	MOUSE17553
OG0003721	HUMAN08875	MOUSE08041
OG0003721	HUMAN04841	MOUSE20246, MOUSE20247
OG0003722	HUMAN01183	MOUSE31879, MOUSE31880, MOUSE31883, MOUSE31881
OG0003722	HUMAN29299	MOUSE25681
OG0003724	HUMAN00259	MOUSE34772, MOUSE34770, MOUSE34769, MOUSE34771
OG0003725	HUMAN00988, HUMAN00987	MOUSE33444, MOUSE33447
OG0003725	HUMAN28511	MOUSE32961, MOUSE32962
OG0003726	HUMAN00634	MOUSE34118
OG0003726	HUMAN25217	MOUSE52017, MOUSE52018
OG0003727	HUMAN15652	MOUSE43077, MOUSE43079, MOUSE43078, MOUSE43080, MOUSE43076
OG0003728	HUMAN01158	MOUSE31942, MOUSE31943, MOUSE31941
OG0003729	HUMAN17750	MOUSE26210, MOUSE26211
OG0003730	HUMAN03774	MOUSE46790, MOUSE46788, MOUSE46787, MOUSE46786
OG0003731	HUMAN14612, HUMAN14611	MOUSE50324, MOUSE50322, MOUSE50321, MOUSE50323, MOUSE50320
OG0003732	HUMAN17458	MOUSE22010, MOUSE22008
OG0003733	HUMAN28575	MOUSE33101, MOUSE33100
OG0003734	HUMAN29355	MOUSE25448, MOUSE18509, MOUSE28344
OG0003735	HUMAN05437	MOUSE51303
OG0003736	HUMAN11064	MOUSE49071
OG0003737	HUMAN29411	MOUSE25393, MOUSE25394
OG0003737	HUMAN02196	MOUSE23885, MOUSE23886, MOUSE23887
OG0003738	HUMAN12341	MOUSE04750, MOUSE04749
OG0003739	HUMAN17673	MOUSE23353
OG0003740	HUMAN04217	MOUSE45977
OG0003741	HUMAN15538	MOUSE43248, MOUSE43247
OG0003742	HUMAN26023	MOUSE06945, MOUSE06947
OG0003742	HUMAN06690, HUMAN06689	MOUSE02363
OG0003743	HUMAN07084, HUMAN07087, HUMAN07083	MOUSE37350
OG0003743	HUMAN07085	MOUSE37349
OG0003744	HUMAN29944	MOUSE55115, MOUSE55116
OG0003744	HUMAN20993	MOUSE52537
OG0003744	HUMAN20992	MOUSE52533, MOUSE52535
OG0003745	HUMAN19746	MOUSE15322
OG0003745	HUMAN19745, HUMAN19747	MOUSE15325
OG0003745	HUMAN19744	MOUSE15323
OG0003746	HUMAN18235	MOUSE22549
OG0003746	HUMAN12379	MOUSE04784, MOUSE04785
OG0003748	HUMAN06965	MOUSE01948, MOUSE01947, MOUSE01949, MOUSE01946
OG0003748	HUMAN06967, HUMAN06966	MOUSE01950
OG0003749	HUMAN06179	MOUSE42046
OG0003750	HUMAN18942, HUMAN18943	MOUSE28487
OG0003751	HUMAN02217, HUMAN02218, HUMAN02216	MOUSE23837
OG0003752	HUMAN28947	MOUSE32569, MOUSE32570
OG0003752	HUMAN09871	MOUSE52228, MOUSE52226
OG0003753	HUMAN13277	MOUSE06070
OG0003753	HUMAN13278, HUMAN13279	MOUSE06071
OG0003753	HUMAN10303	MOUSE16947, MOUSE16946
OG0003753	HUMAN10302	MOUSE16945
OG0003754	HUMAN04680	MOUSE20471, MOUSE20474, MOUSE20473, MOUSE20472
OG0003754	HUMAN06799	MOUSE02213
OG0003755	HUMAN13092	MOUSE04959
OG0003756	HUMAN11263	MOUSE49401, MOUSE21326
OG0003757	HUMAN15876	MOUSE42645, MOUSE42643, MOUSE42644
OG0003758	HUMAN12883, HUMAN12882	MOUSE05241, MOUSE05240
OG0003758	HUMAN06528	MOUSE14904
OG0003759	HUMAN11801	MOUSE04234
OG0003759	HUMAN24876	MOUSE17579
OG0003760	HUMAN13772	MOUSE18949
OG0003760	HUMAN13771	MOUSE18947, MOUSE18948
OG0003760	HUMAN16625	MOUSE06740
OG0003760	HUMAN16624	MOUSE06738, MOUSE06736, MOUSE06739, MOUSE06737
OG0003761	HUMAN09889	MOUSE51337
OG0003761	HUMAN28585	MOUSE32241
OG0003762	HUMAN13397	MOUSE06209
OG0003762	HUMAN10438, HUMAN10436	MOUSE15008
OG0003763	HUMAN25652	MOUSE00212, MOUSE00213
OG0003764	HUMAN13587, HUMAN13588	MOUSE06475, MOUSE06476, MOUSE06477, MOUSE06478
OG0003765	HUMAN30574	MOUSE54390, MOUSE54394, MOUSE54389, MOUSE54386, MOUSE54393
OG0003765	HUMAN30573	MOUSE54395, MOUSE54387, MOUSE54391
OG0003765	HUMAN02880, HUMAN02881, HUMAN02878	MOUSE24921
OG0003765	HUMAN02879	MOUSE54392
OG0003766	HUMAN19094	MOUSE28723
OG0003766	HUMAN19093	MOUSE28721, MOUSE28722
OG0003767	HUMAN28071, HUMAN28072	MOUSE13389
OG0003768	HUMAN06974	MOUSE01938, MOUSE01939
OG0003768	HUMAN06975	MOUSE01940
OG0003769	HUMAN08202	MOUSE12405, MOUSE12406, MOUSE12409, MOUSE12408
OG0003770	HUMAN05134	MOUSE45318, MOUSE45319, MOUSE45317
OG0003771	HUMAN13368, HUMAN13367	MOUSE06180, MOUSE06179
OG0003771	HUMAN20264	MOUSE14269
OG0003772	HUMAN11534	MOUSE49741, MOUSE49740, MOUSE49744, MOUSE49743
OG0003772	HUMAN11536, HUMAN11535, HUMAN11537	MOUSE49746
OG0003773	HUMAN10264	MOUSE17005, MOUSE17004
OG0003773	HUMAN12965	MOUSE05143
OG0003775	HUMAN22617	MOUSE36961, MOUSE36959, MOUSE36962, MOUSE36960
OG0003776	HUMAN19372, HUMAN19371	MOUSE16172, MOUSE16173
OG0003777	HUMAN18426	MOUSE22964
OG0003777	HUMAN12738	MOUSE05638
OG0003777	HUMAN26008	MOUSE06985
OG0003778	HUMAN16925	MOUSE18778
OG0003778	HUMAN19684	MOUSE41255
OG0003778	HUMAN19685	MOUSE41257, MOUSE41256, MOUSE41258
OG0003779	HUMAN11974	MOUSE04027, MOUSE04026, MOUSE04028
OG0003780	HUMAN18353	MOUSE22839, MOUSE22838
OG0003780	HUMAN30243	MOUSE55080, MOUSE55081, MOUSE55079
OG0003780	HUMAN07642, HUMAN07641	MOUSE12878
OG0003781	HUMAN22177	MOUSE35996
OG0003781	HUMAN03631	MOUSE21311, MOUSE21310, MOUSE21312, MOUSE21306, MOUSE21305, MOUSE21308, MOUSE21307
OG0003781	HUMAN03630, HUMAN03632	MOUSE21303
OG0003787	HUMAN23956	MOUSE19309
OG0003787	HUMAN23953, HUMAN23954	MOUSE19308
OG0003787	HUMAN23952, HUMAN23951	MOUSE19307
OG0003787	HUMAN23947	MOUSE19304
OG0003787	HUMAN23949	MOUSE19306
OG0003787	HUMAN23948, HUMAN23955	MOUSE19305
OG0003787	HUMAN23944	MOUSE19292, MOUSE19295, MOUSE19298
OG0003787	HUMAN23946	MOUSE19302
OG0003787	HUMAN23945	MOUSE19303, MOUSE19291, MOUSE19297, MOUSE19294, MOUSE19301, MOUSE19300, MOUSE19299
OG0003787	HUMAN23943	MOUSE19290
OG0003787	HUMAN23942	MOUSE19288
OG0003794	HUMAN19171	MOUSE28883
OG0003794	HUMAN14083	MOUSE19914
OG0003794	HUMAN15210	MOUSE43750
OG0003795	HUMAN29845	MOUSE53567, MOUSE53566, MOUSE53563, MOUSE53564, MOUSE53565
OG0003798	HUMAN17950	MOUSE26587, MOUSE26588
OG0003798	HUMAN06536	MOUSE14915
OG0003803	HUMAN02236	MOUSE23801, MOUSE23803, MOUSE23802, MOUSE23800
OG0003806	HUMAN10280	MOUSE17191, MOUSE16977, MOUSE16976, MOUSE16978
OG0003807	HUMAN10606	MOUSE45986, MOUSE45987, MOUSE45988
OG0003807	HUMAN10605	MOUSE45985
OG0003808	HUMAN00688, HUMAN00686	MOUSE34022, MOUSE34021
OG0003809	HUMAN22691	MOUSE31684, MOUSE31683, MOUSE31685, MOUSE31687
OG0003810	HUMAN07745	MOUSE13033, MOUSE13032, MOUSE13030, MOUSE13031
OG0003811	HUMAN22421, HUMAN22419	MOUSE36524
OG0003812	HUMAN29819	MOUSE53620, MOUSE53621, MOUSE53622, MOUSE53619
OG0003813	HUMAN22627	MOUSE36975
OG0003813	HUMAN18665	MOUSE27962, MOUSE27966, MOUSE27965
OG0003815	HUMAN25505	MOUSE00445
OG0003815	HUMAN15828	MOUSE42748, MOUSE42747
OG0003816	HUMAN03485, HUMAN03484	MOUSE21055
OG0003817	HUMAN21262	MOUSE15977, MOUSE15978
OG0003818	HUMAN07697	MOUSE47757
OG0003820	HUMAN28538, HUMAN28537	MOUSE33033, MOUSE33034, MOUSE33032
OG0003821	HUMAN01393	MOUSE31151
OG0003821	HUMAN20961	MOUSE52622, MOUSE52623
OG0003823	HUMAN18565	MOUSE28214
OG0003823	HUMAN16630	MOUSE06728
OG0003823	HUMAN16629	MOUSE06726
OG0003823	HUMAN28229	MOUSE13637, MOUSE13638
OG0003824	HUMAN27737	MOUSE47802
OG0003825	HUMAN25524	MOUSE00691, MOUSE00687, MOUSE00685, MOUSE00684, MOUSE00689
OG0003825	HUMAN25522	MOUSE00686, MOUSE00688, MOUSE00682
OG0003826	HUMAN11781	MOUSE04366
OG0003827	HUMAN01147	MOUSE31958
OG0003828	HUMAN29062	MOUSE32817
OG0003829	HUMAN01266	MOUSE37104, MOUSE37102, MOUSE37101, MOUSE37100, MOUSE37103
OG0003830	HUMAN25373, HUMAN25370	MOUSE32193, MOUSE32191, MOUSE32192
OG0003831	HUMAN22335	MOUSE20873, MOUSE36301, MOUSE04870, MOUSE36300, MOUSE36298
OG0003832	HUMAN01432, HUMAN01433, HUMAN01434	MOUSE31056
OG0003832	HUMAN06725	MOUSE02326, MOUSE02327
OG0003832	HUMAN20997	MOUSE52521, MOUSE52522, MOUSE52523
OG0003833	HUMAN27613	MOUSE12711, MOUSE12709, MOUSE12710
OG0003834	HUMAN14036	MOUSE23210
OG0003834	HUMAN11315	MOUSE49466
OG0003835	HUMAN16694	MOUSE06592, MOUSE06595, MOUSE06594, MOUSE06593
OG0003836	HUMAN22326	MOUSE36279, MOUSE36278
OG0003836	HUMAN24116	MOUSE03603, MOUSE03602
OG0003837	HUMAN13331	MOUSE06124, MOUSE06122
OG0003838	HUMAN07732	MOUSE13017, MOUSE13018
OG0003838	HUMAN07731	MOUSE51688
OG0003838	HUMAN22348	MOUSE36348
OG0003839	HUMAN02039	MOUSE24236, MOUSE24234
OG0003840	HUMAN09600	MOUSE51791, MOUSE51790, MOUSE51795, MOUSE51794, MOUSE51792
OG0003840	HUMAN01591	MOUSE30794, MOUSE30796
OG0003840	HUMAN09601	MOUSE30795
OG0003841	HUMAN24738	MOUSE17860, MOUSE17856, MOUSE17858, MOUSE17857, MOUSE17859, MOUSE17855, MOUSE17854, MOUSE17853
OG0003842	HUMAN06942	MOUSE01994, MOUSE01996, MOUSE01991, MOUSE01992, MOUSE01990, MOUSE01989, MOUSE01993
OG0003842	HUMAN06943	MOUSE01995
OG0003843	HUMAN17036	MOUSE02983
OG0003844	HUMAN28532	MOUSE33019
OG0003845	HUMAN13124	MOUSE04946
OG0003846	HUMAN27511	MOUSE48366
OG0003846	HUMAN17115	MOUSE40451
OG0003846	HUMAN27512	MOUSE40452
OG0003846	HUMAN17116	MOUSE40453
OG0003847	HUMAN12497	MOUSE05297, MOUSE05298, MOUSE05296
OG0003848	HUMAN02199	MOUSE23878, MOUSE23876, MOUSE23877
OG0003849	HUMAN09691, HUMAN09692	MOUSE51655, MOUSE51656, MOUSE51657
OG0003849	HUMAN13933	MOUSE19816
OG0003850	HUMAN00536, HUMAN00537	MOUSE34272, MOUSE34270, MOUSE34268, MOUSE34271, MOUSE34269
OG0003850	HUMAN00534, HUMAN00535	MOUSE34273
