Orthogroup	HUMAN	APOSC_ok
OG0003776	HUMAN19372, HUMAN19371	APOSC_27686, APOSC_02987, APOSC_01377
OG0003777	HUMAN18426, HUMAN12738, HUMAN26008	APOSC_05890
OG0003778	HUMAN16925, HUMAN19684, HUMAN19685	APOSC_25204
OG0003779	HUMAN11974	APOSC_23333, APOSC_23332
OG0003780	HUMAN18353, HUMAN30243, HUMAN07642, HUMAN07641	APOSC_24719
OG0003795	HUMAN29845	APOSC_01022
OG0003798	HUMAN17950, HUMAN06536	APOSC_08296
OG0003803	HUMAN02236	APOSC_17027
OG0003806	HUMAN10280	APOSC_10907, APOSC_13794, APOSC_10906
OG0003807	HUMAN10606, HUMAN10605	APOSC_00860, APOSC_00859
OG0003808	HUMAN00688, HUMAN00686	APOSC_06171, APOSC_06172
OG0003809	HUMAN22691	APOSC_19356
OG0003810	HUMAN07745	APOSC_24542
OG0003811	HUMAN22421, HUMAN22419	APOSC_28788, APOSC_28789
OG0003812	HUMAN29819	APOSC_18903
OG0003813	HUMAN22627, HUMAN18665	APOSC_14390
OG0003815	HUMAN25505, HUMAN15828	APOSC_20817
OG0003816	HUMAN03485, HUMAN03484	APOSC_10861, APOSC_10860, APOSC_10859, APOSC_10862
OG0003817	HUMAN21263	APOSC_21991
OG0003818	HUMAN07697	APOSC_12257
OG0003820	HUMAN28538, HUMAN28537	APOSC_23379
OG0003821	HUMAN01393, HUMAN20961	APOSC_20352
OG0003823	HUMAN16630, HUMAN16629	APOSC_21830
OG0003824	HUMAN27737	APOSC_04795, APOSC_04794
OG0003825	HUMAN25524, HUMAN25522	APOSC_18536
OG0003826	HUMAN11781	APOSC_17419
OG0003827	HUMAN01147	APOSC_07833
OG0003828	HUMAN29062	APOSC_14010
OG0003829	HUMAN01266	APOSC_19129
OG0003830	HUMAN25373, HUMAN25370, HUMAN25371	APOSC_12451
OG0003831	HUMAN22335	APOSC_25951, APOSC_17003
OG0003832	HUMAN01432, HUMAN01433, HUMAN01434, HUMAN06725, HUMAN20997	APOSC_12737
OG0003833	HUMAN27613	APOSC_14015, APOSC_26614
OG0003834	HUMAN14036, HUMAN11315	APOSC_25052
OG0003835	HUMAN16694	APOSC_09274
OG0003836	HUMAN22326, HUMAN24116	APOSC_03836
OG0003837	HUMAN13331	APOSC_12128
OG0003838	HUMAN07732, HUMAN07731, HUMAN22348	APOSC_00842
OG0003839	HUMAN02039	APOSC_26720
OG0003840	HUMAN09600, HUMAN01591, HUMAN09601	APOSC_03583
OG0003841	HUMAN24738	APOSC_15694
OG0003842	HUMAN06944, HUMAN06942, HUMAN06943, HUMAN06945	APOSC_04752, APOSC_04753
OG0003844	HUMAN28533	APOSC_16163, APOSC_16164, APOSC_06586, APOSC_27111, APOSC_16165
OG0003844	HUMAN28532	APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569
OG0003845	HUMAN13124	APOSC_23847
OG0003846	HUMAN17115, HUMAN27512, HUMAN17116	APOSC_01229
OG0003848	HUMAN02199	APOSC_12433
OG0003849	HUMAN09691, HUMAN09692, HUMAN13933	APOSC_02184
OG0003850	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535	APOSC_06463
OG0003851	HUMAN02979	APOSC_27756
OG0003852	HUMAN10038, HUMAN10035, HUMAN23688	APOSC_27352
OG0003853	HUMAN25110, HUMAN25109	APOSC_04073
OG0003854	HUMAN15023, HUMAN10092, HUMAN10091	APOSC_14713
OG0003855	HUMAN01643	APOSC_03654
OG0003857	HUMAN10555	APOSC_04358
OG0003858	HUMAN25115	APOSC_25588
OG0003859	HUMAN16757, HUMAN16755	APOSC_10642, APOSC_21993
OG0003860	HUMAN02815	APOSC_03734
OG0003860	HUMAN02817, HUMAN02816	APOSC_20475
OG0003861	HUMAN19469	APOSC_21656
OG0003862	HUMAN17772	APOSC_08543
OG0003863	HUMAN03803, HUMAN03804	APOSC_19667
OG0003864	HUMAN15578, HUMAN15577	APOSC_02644, APOSC_02643
OG0003865	HUMAN21906, HUMAN06498	APOSC_28988
OG0003866	HUMAN29685, HUMAN05999, HUMAN29686	APOSC_22466
OG0003867	HUMAN26780	APOSC_04424
OG0003868	HUMAN14809, HUMAN02201	APOSC_27663
OG0003869	HUMAN12692	APOSC_00347, APOSC_00348
OG0003870	HUMAN16083, HUMAN16082	APOSC_17219
OG0003872	HUMAN19735	APOSC_02701
OG0003873	HUMAN02732	APOSC_19201
OG0003874	HUMAN01763	APOSC_04239
OG0003876	HUMAN28953, HUMAN28954	APOSC_09137
OG0003878	HUMAN01357	APOSC_09689
OG0003880	HUMAN05339	APOSC_22538
OG0003881	HUMAN00160	APOSC_23136
OG0003882	HUMAN27065	APOSC_23637
OG0003883	HUMAN22279, HUMAN22278	APOSC_26942
OG0003884	HUMAN09697	APOSC_05090
OG0003885	HUMAN25203, HUMAN24509	APOSC_18039
OG0003886	HUMAN12711, HUMAN02704	APOSC_23174
OG0003887	HUMAN01579	APOSC_03357
OG0003888	HUMAN19589, HUMAN19338	APOSC_24599
OG0003889	HUMAN10468, HUMAN10467	APOSC_27027
OG0003890	HUMAN17103, HUMAN24051	APOSC_28156
OG0003892	HUMAN02849, HUMAN02848	APOSC_27794, APOSC_27793
OG0003893	HUMAN17502	APOSC_23559
OG0003894	HUMAN29298	APOSC_10489, APOSC_10490
OG0003895	HUMAN13034	APOSC_12472
OG0003896	HUMAN12343, HUMAN25890, HUMAN25891, HUMAN25892, HUMAN25889	APOSC_25208
OG0003897	HUMAN18373, HUMAN18372	APOSC_21763
OG0003898	HUMAN21809, HUMAN21810	APOSC_19432
OG0003899	HUMAN28708, HUMAN28709	APOSC_22343
OG0003900	HUMAN04893, HUMAN04894, HUMAN04892	APOSC_04165
OG0003901	HUMAN25158, HUMAN00514	APOSC_21632
OG0003903	HUMAN22257	APOSC_19999
OG0003904	HUMAN09983, HUMAN09982, HUMAN09984	APOSC_15257
OG0003906	HUMAN14951	APOSC_08587
OG0003910	HUMAN00725	APOSC_21565
OG0003911	HUMAN18913	APOSC_27900, APOSC_05120
OG0003912	HUMAN18812, HUMAN11530, HUMAN11531	APOSC_15763, APOSC_28939
OG0003913	HUMAN22057	APOSC_05119
OG0003915	HUMAN07885, HUMAN30288	APOSC_24329, APOSC_24330
OG0003916	HUMAN07943, HUMAN28011	APOSC_10822
OG0003917	HUMAN17384	APOSC_06187
OG0003918	HUMAN24389, HUMAN22575	APOSC_02265
OG0003919	HUMAN18228, HUMAN18229	APOSC_15353
OG0003920	HUMAN00591, HUMAN00592	APOSC_10746
OG0003921	HUMAN27803	APOSC_12515, APOSC_12516
OG0003922	HUMAN21903, HUMAN21904	APOSC_11194, APOSC_28594
OG0003923	HUMAN18230	APOSC_27950
OG0003925	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565	APOSC_07611
OG0003926	HUMAN00418	APOSC_26826
OG0003927	HUMAN07340, HUMAN07339	APOSC_22644
OG0003929	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587	APOSC_06476
OG0003930	HUMAN06982, HUMAN06981, HUMAN06983	APOSC_13770, APOSC_13771
OG0003931	HUMAN10525, HUMAN10524, HUMAN29902	APOSC_13164, APOSC_13163, APOSC_13162
OG0003933	HUMAN21430, HUMAN07048	APOSC_18503
OG0003935	HUMAN08472, HUMAN08471	APOSC_16375, APOSC_10688
OG0003936	HUMAN11264	APOSC_20913, APOSC_20914
OG0003937	HUMAN03795, HUMAN27601	APOSC_15204
OG0003938	HUMAN16018	APOSC_19288
OG0003939	HUMAN02684	APOSC_20627
OG0003940	HUMAN04396	APOSC_29077
OG0003941	HUMAN07027	APOSC_23683
OG0003942	HUMAN25725	APOSC_06273
OG0003943	HUMAN27634	APOSC_15785
OG0003944	HUMAN21868	APOSC_04799
OG0003945	HUMAN05796, HUMAN24950	APOSC_03054
OG0003946	HUMAN03504, HUMAN03508, HUMAN22287	APOSC_04056
OG0003947	HUMAN22108, HUMAN27709	APOSC_09900
OG0003948	HUMAN17355	APOSC_20663
OG0003949	HUMAN25455, HUMAN25454	APOSC_07284
OG0003951	HUMAN20874	APOSC_02492
OG0003952	HUMAN25061	APOSC_20700
OG0003953	HUMAN24118, HUMAN23048	APOSC_22656
OG0003954	HUMAN28199, HUMAN16670	APOSC_02411, APOSC_02412, APOSC_02413
OG0003955	HUMAN23068	APOSC_20455
OG0003957	HUMAN14055	APOSC_24926
OG0003958	HUMAN03241, HUMAN23908, HUMAN27697	APOSC_22790
OG0003959	HUMAN29359	APOSC_17473
OG0003960	HUMAN06253, HUMAN06252, HUMAN06254, HUMAN04274	APOSC_21636, APOSC_27152
OG0003961	HUMAN00898	APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945
OG0003962	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998	APOSC_06351
OG0003964	HUMAN29141, HUMAN02159	APOSC_27857
OG0003965	HUMAN00594, HUMAN00595, HUMAN00593	APOSC_27311, APOSC_04938, APOSC_21685
OG0003966	HUMAN19472, HUMAN19475, HUMAN19474, HUMAN19476, HUMAN19471	APOSC_04287, APOSC_04286
OG0003967	HUMAN10627	APOSC_00755
OG0003968	HUMAN01462, HUMAN01977	APOSC_18591
OG0003969	HUMAN08409	APOSC_28380
OG0003970	HUMAN07324	APOSC_12020
OG0003971	HUMAN29506	APOSC_13871, APOSC_13872
OG0003972	HUMAN19162	APOSC_12719
OG0003973	HUMAN08329, HUMAN18737	APOSC_26122
OG0003999	HUMAN27199, HUMAN27198	APOSC_26670, APOSC_28991
OG0004000	HUMAN20817	APOSC_16851, APOSC_16850
OG0004002	HUMAN02677	APOSC_26495, APOSC_06566
OG0004004	HUMAN21663, HUMAN11010	APOSC_12248
OG0004005	HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558	APOSC_22073
OG0004006	HUMAN02087	APOSC_24936, APOSC_04405, APOSC_19679, APOSC_22807, APOSC_09413, APOSC_20863
OG0004007	HUMAN01069, HUMAN23295	APOSC_15413
OG0004009	HUMAN22781, HUMAN03273	APOSC_06993
OG0004010	HUMAN23360	APOSC_29079
OG0004011	HUMAN03321, HUMAN27684	APOSC_05203
OG0004012	HUMAN24339, HUMAN24338, HUMAN24337	APOSC_16235
OG0004014	HUMAN18181	APOSC_20610
OG0004015	HUMAN01156	APOSC_17114
OG0004016	HUMAN06482	APOSC_22784
OG0004017	HUMAN10876	APOSC_19336
OG0004019	HUMAN16041, HUMAN16043, HUMAN16042	APOSC_05230
OG0004021	HUMAN11780, HUMAN11779	APOSC_11091
OG0004022	HUMAN29670, HUMAN29669	APOSC_12529
OG0004023	HUMAN27981, HUMAN11239, HUMAN11240, HUMAN11242	APOSC_09668
OG0004024	HUMAN21511, HUMAN21514, HUMAN21515	APOSC_24614
OG0004025	HUMAN22133	APOSC_18540
OG0004027	HUMAN06638, HUMAN12722	APOSC_22364, APOSC_17364
OG0004028	HUMAN03299	APOSC_12300
OG0004029	HUMAN20668	APOSC_23175
OG0004031	HUMAN15780	APOSC_23905
OG0004032	HUMAN30274, HUMAN07906	APOSC_10005
OG0004033	HUMAN02667	APOSC_11152
OG0004034	HUMAN09933	APOSC_05299
OG0004035	HUMAN18569	APOSC_20229
OG0004036	HUMAN00606, HUMAN30598, HUMAN05435	APOSC_26656
OG0004037	HUMAN18538, HUMAN18540	APOSC_28831
OG0004038	HUMAN14761, HUMAN14760	APOSC_01523
OG0004039	HUMAN25332	APOSC_16429
OG0004041	HUMAN18706	APOSC_21580
OG0004042	HUMAN04449	APOSC_19825
OG0004043	HUMAN25302, HUMAN25301, HUMAN25303	APOSC_00567
OG0004044	HUMAN20694	APOSC_05770
OG0004045	HUMAN03490	APOSC_14071, APOSC_14073, APOSC_14072
OG0004046	HUMAN07172, HUMAN07174, HUMAN07173	APOSC_03950, APOSC_05400
OG0004047	HUMAN13570	APOSC_21433
OG0004048	HUMAN22101, HUMAN22100	APOSC_03269
OG0004049	HUMAN05306, HUMAN25326	APOSC_16733
OG0004051	HUMAN12917, HUMAN17896, HUMAN06505	APOSC_25343
OG0004052	HUMAN15057, HUMAN15056	APOSC_23309
OG0004053	HUMAN29957, HUMAN28825, HUMAN01839	APOSC_19964
OG0004054	HUMAN08335, HUMAN15782	APOSC_22506
OG0004055	HUMAN25842	APOSC_24425
OG0004056	HUMAN23551, HUMAN21186	APOSC_12387
OG0004057	HUMAN26949	APOSC_25009
OG0004059	HUMAN15829	APOSC_17749
OG0004060	HUMAN25392	APOSC_16549, APOSC_14343
OG0004061	HUMAN00893, HUMAN00894	APOSC_15590
OG0004062	HUMAN17185, HUMAN03560, HUMAN24215	APOSC_28106, APOSC_18721
OG0004063	HUMAN07941	APOSC_25045
OG0004064	HUMAN18276, HUMAN18275	APOSC_04465
OG0004065	HUMAN00215, HUMAN00216	APOSC_27712
OG0004066	HUMAN14690	APOSC_23734
OG0004067	HUMAN18034	APOSC_24467
OG0004068	HUMAN30035, HUMAN30649, HUMAN30612	APOSC_03690, APOSC_21467, APOSC_17543
OG0004069	HUMAN28854	APOSC_23393, APOSC_23392
OG0004070	HUMAN25913, HUMAN25912	APOSC_25704
OG0004071	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079	APOSC_26899
OG0004072	HUMAN13160	APOSC_16871
OG0004073	HUMAN25044, HUMAN06790, HUMAN25043	APOSC_26782
OG0004075	HUMAN10663	APOSC_15061, APOSC_07499
OG0004076	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162	APOSC_17521
OG0004077	HUMAN29503, HUMAN29502	APOSC_16374
OG0004079	HUMAN22873	APOSC_18093
OG0004080	HUMAN18253, HUMAN27257	APOSC_26211, APOSC_26210
OG0004081	HUMAN18386	APOSC_09127
OG0004082	HUMAN18511	APOSC_04843
OG0004083	HUMAN08562	APOSC_05092
OG0004085	HUMAN07816	APOSC_16126
OG0004086	HUMAN18693	APOSC_12553
OG0004087	HUMAN20699, HUMAN20698, HUMAN17812	APOSC_05303
OG0004088	HUMAN01139, HUMAN23388	APOSC_06799, APOSC_06800
OG0004089	HUMAN21587	APOSC_13671
OG0004090	HUMAN06601	APOSC_24285, APOSC_20269
OG0004091	HUMAN28496	APOSC_12845
OG0004092	HUMAN26216, HUMAN12524	APOSC_18299
OG0004093	HUMAN27002	APOSC_16358
OG0004094	HUMAN29054	APOSC_04403
OG0004095	HUMAN04244, HUMAN04243	APOSC_23518, APOSC_16725
OG0004096	HUMAN02141	APOSC_13674
OG0004097	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360	APOSC_02415, APOSC_15719
OG0004098	HUMAN28862, HUMAN01104	APOSC_08501, APOSC_08500
OG0004099	HUMAN16085, HUMAN20170	APOSC_18713
OG0004100	HUMAN06958	APOSC_15294
OG0004101	HUMAN12860	APOSC_13319
OG0004102	HUMAN03466	APOSC_25199
OG0004104	HUMAN14010	APOSC_18419
OG0004105	HUMAN28120	APOSC_20157, APOSC_20158
OG0004106	HUMAN00170, HUMAN00171, HUMAN00169	APOSC_10773
OG0004107	HUMAN01953, HUMAN01952	APOSC_07621
OG0004108	HUMAN03070, HUMAN03126	APOSC_13048
OG0004110	HUMAN23820, HUMAN03249	APOSC_11200
OG0004111	HUMAN28066, HUMAN16652	APOSC_09767
OG0004112	HUMAN01822, HUMAN01821	APOSC_07040
OG0004113	HUMAN20537	APOSC_14445
OG0004114	HUMAN04859, HUMAN04858, HUMAN04860	APOSC_10050
OG0004115	HUMAN21493	APOSC_10833
OG0004116	HUMAN05608, HUMAN05607	APOSC_01511, APOSC_01512
OG0004117	HUMAN27879	APOSC_13222, APOSC_13221
OG0004118	HUMAN26960	APOSC_06300
OG0004119	HUMAN15237, HUMAN15236	APOSC_04401, APOSC_04402
OG0004120	HUMAN03333	APOSC_22567, APOSC_22568
OG0004121	HUMAN00202, HUMAN21585	APOSC_26762
OG0004122	HUMAN29461, HUMAN29462	APOSC_03202, APOSC_03201, APOSC_03203
OG0004123	HUMAN05600	APOSC_21789, APOSC_21790
OG0004124	HUMAN19130, HUMAN27894	APOSC_08825
OG0004125	HUMAN13507, HUMAN13501, HUMAN13504, HUMAN13506, HUMAN13509, HUMAN13505, HUMAN13508, HUMAN13502, HUMAN13503	APOSC_11946
OG0004126	HUMAN05543, HUMAN19543	APOSC_01843
OG0004127	HUMAN27924, HUMAN27923	APOSC_07047
OG0004129	HUMAN26874, HUMAN26875, HUMAN02978	APOSC_17304, APOSC_28066
OG0004130	HUMAN01818	APOSC_15010
OG0004131	HUMAN19907, HUMAN19906	APOSC_25999
OG0004132	HUMAN27969	APOSC_10373
OG0004133	HUMAN18302, HUMAN07684	APOSC_04232
OG0004135	HUMAN25931, HUMAN25933, HUMAN25932, HUMAN13193	APOSC_06031
OG0004136	HUMAN02427	APOSC_21530
OG0004137	HUMAN28841	APOSC_00636
OG0004138	HUMAN29721, HUMAN29720	APOSC_03411
OG0004139	HUMAN28858, HUMAN14285	APOSC_17399
OG0004140	HUMAN11430, HUMAN11431, HUMAN11429	APOSC_06873, APOSC_06874
OG0004141	HUMAN21479, HUMAN30535, HUMAN30533	APOSC_16231
OG0004142	HUMAN14999	APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815
OG0004143	HUMAN28620, HUMAN09650	APOSC_27168, APOSC_27167
OG0004144	HUMAN20558, HUMAN21379	APOSC_00660
OG0004145	HUMAN08310, HUMAN18750	APOSC_15326
OG0004146	HUMAN07308	APOSC_14892
OG0004147	HUMAN21565	APOSC_19122
OG0004148	HUMAN12377	APOSC_15043, APOSC_15044
OG0004149	HUMAN07609, HUMAN30337	APOSC_02970, APOSC_02971
OG0004150	HUMAN20664	APOSC_13759
OG0004151	HUMAN11355, HUMAN11356	APOSC_00107
OG0004153	HUMAN24083	APOSC_08022
OG0004154	HUMAN16602	APOSC_22416
OG0004156	HUMAN21442	APOSC_06425
OG0004157	HUMAN29821	APOSC_27434
OG0004158	HUMAN17542, HUMAN27299	APOSC_10209
OG0004159	HUMAN15832, HUMAN08705	APOSC_12951
OG0004160	HUMAN00868	APOSC_03754
OG0004161	HUMAN17700	APOSC_20917
OG0004162	HUMAN25916	APOSC_12130
OG0004164	HUMAN23813	APOSC_18496
OG0004166	HUMAN27687	APOSC_13131
OG0004167	HUMAN04738, HUMAN04739	APOSC_00650
OG0004168	HUMAN11718	APOSC_04235
OG0004169	HUMAN13644	APOSC_25303
OG0004171	HUMAN15518	APOSC_27996, APOSC_27995
OG0004174	HUMAN28907, HUMAN28908	APOSC_11600
OG0004176	HUMAN22859, HUMAN22860	APOSC_27087
OG0004178	HUMAN30555, HUMAN30556	APOSC_21497
OG0004179	HUMAN10496, HUMAN10497, HUMAN12064, HUMAN12065, HUMAN12066, HUMAN12169	APOSC_26029
OG0004180	HUMAN27280, HUMAN18278, HUMAN27279	APOSC_05627
OG0004181	HUMAN22409	APOSC_19298, APOSC_19299
OG0004182	HUMAN19435	APOSC_22372, APOSC_24923
OG0004183	HUMAN07292, HUMAN07291	APOSC_23810
OG0004184	HUMAN02697	APOSC_01611
OG0004185	HUMAN01862, HUMAN20490	APOSC_24657
OG0004186	HUMAN08997, HUMAN08995, HUMAN02715	APOSC_12750
OG0004187	HUMAN11528, HUMAN08193, HUMAN08194	APOSC_18178
OG0004188	HUMAN08423, HUMAN08422	APOSC_19051
OG0004214	HUMAN24477	APOSC_21908, APOSC_21906, APOSC_21907
OG0004215	HUMAN12295, HUMAN12294, HUMAN12293	APOSC_16447
OG0004216	HUMAN20287	APOSC_18234
OG0004216	HUMAN20288	APOSC_10608
OG0004217	HUMAN22836	APOSC_15366, APOSC_15365
OG0004218	HUMAN27915	APOSC_15148
OG0004219	HUMAN17843, HUMAN17842	APOSC_25433, APOSC_25434
OG0004220	HUMAN28630	APOSC_28409, APOSC_28408
OG0004222	HUMAN08455	APOSC_24192
OG0004223	HUMAN05025, HUMAN05023	APOSC_28636, APOSC_28635
OG0004225	HUMAN06624, HUMAN06623, HUMAN27310	APOSC_27259
OG0004226	HUMAN08493	APOSC_11744
OG0004227	HUMAN00825	APOSC_07436
OG0004229	HUMAN03153	APOSC_18807
OG0004230	HUMAN05581	APOSC_11830
OG0004231	HUMAN13253	APOSC_04324
OG0004232	HUMAN22434	APOSC_20829, APOSC_20830
OG0004233	HUMAN00119	APOSC_18789
OG0004234	HUMAN18015, HUMAN18014	APOSC_10718
OG0004235	HUMAN12116	APOSC_13621
OG0004236	HUMAN16992	APOSC_09759
OG0004237	HUMAN22943	APOSC_08707, APOSC_07559
OG0004238	HUMAN24523	APOSC_13447
OG0004239	HUMAN18995	APOSC_00833
OG0004240	HUMAN18709, HUMAN04795, HUMAN18710	APOSC_01716
OG0004241	HUMAN07668	APOSC_26715
OG0004243	HUMAN12837	APOSC_21071
OG0004244	HUMAN21470, HUMAN21469	APOSC_21479
OG0004245	HUMAN03723, HUMAN03722, HUMAN07043	APOSC_10499, APOSC_10498, APOSC_10497
OG0004246	HUMAN12879, HUMAN12881	APOSC_02127
OG0004247	HUMAN05733	APOSC_11597, APOSC_28927, APOSC_11598
OG0004248	HUMAN18975	APOSC_02729
OG0004249	HUMAN22546	APOSC_05383
OG0004251	HUMAN01265	APOSC_06011
OG0004252	HUMAN25401, HUMAN25402, HUMAN25400	APOSC_15635
OG0004253	HUMAN10905, HUMAN26337	APOSC_17061
OG0004254	HUMAN27698	APOSC_08300
OG0004255	HUMAN20924	APOSC_05604
OG0004257	HUMAN17628	APOSC_16172
OG0004258	HUMAN19337, HUMAN19336, HUMAN19590	APOSC_15994
OG0004259	HUMAN09749	APOSC_13815, APOSC_13814
OG0004260	HUMAN09461, HUMAN09462	APOSC_11794
OG0004261	HUMAN13774	APOSC_10630
OG0004262	HUMAN08768, HUMAN08767, HUMAN08769	APOSC_02898
OG0004263	HUMAN17547, HUMAN17546	APOSC_25349
OG0004264	HUMAN03533, HUMAN27752, HUMAN27751, HUMAN27750	APOSC_15069
OG0004265	HUMAN01336	APOSC_13935
OG0004267	HUMAN06039, HUMAN03918	APOSC_05994, APOSC_05993
OG0004268	HUMAN15199, HUMAN15201	APOSC_02867
OG0004269	HUMAN03613	APOSC_26344
OG0004270	HUMAN01652	APOSC_08577
OG0004271	HUMAN26827	APOSC_03782
OG0004272	HUMAN23571	APOSC_04474
OG0004273	HUMAN12115, HUMAN12114	APOSC_19429
OG0004274	HUMAN11120	APOSC_26837
OG0004275	HUMAN06232, HUMAN21152, HUMAN21151	APOSC_18680
OG0004277	HUMAN29963	APOSC_13693
OG0004278	HUMAN28639	APOSC_20389
OG0004279	HUMAN28927	APOSC_07885
OG0004280	HUMAN13148	APOSC_04873
OG0004281	HUMAN21313	APOSC_21034
OG0004281	HUMAN21314	APOSC_06671
OG0004282	HUMAN00466	APOSC_02423
OG0004283	HUMAN22365	APOSC_16308
OG0004284	HUMAN22289	APOSC_01925
OG0004285	HUMAN24318, HUMAN24317, HUMAN24319	APOSC_03562
OG0004286	HUMAN26392	APOSC_15917
OG0004288	HUMAN23255	APOSC_01399, APOSC_07188
OG0004289	HUMAN08406	APOSC_21362
OG0004290	HUMAN11088, HUMAN11089, HUMAN26173	APOSC_01455
OG0004291	HUMAN02664	APOSC_10039
OG0004292	HUMAN18016, HUMAN18018, HUMAN18017	APOSC_09946
OG0004294	HUMAN04148, HUMAN04149, HUMAN02311, HUMAN02310	APOSC_18528
OG0004295	HUMAN14256	APOSC_09213
OG0004296	HUMAN22583, HUMAN22582	APOSC_26593
OG0004297	HUMAN24896	APOSC_02921
OG0004298	HUMAN05125, HUMAN05123, HUMAN05124	APOSC_05561
OG0004299	HUMAN22961, HUMAN05108, HUMAN22962	APOSC_24511
OG0004300	HUMAN28866, HUMAN28867	APOSC_16240
OG0004301	HUMAN04644	APOSC_06274
OG0004302	HUMAN23334	APOSC_19513
OG0004303	HUMAN18308, HUMAN18307	APOSC_24805
OG0004304	HUMAN07403, HUMAN07402, HUMAN07400, HUMAN07401	APOSC_08537
OG0004305	HUMAN14140	APOSC_13535
OG0004306	HUMAN24566, HUMAN24565	APOSC_27082
OG0004307	HUMAN13513	APOSC_13498
OG0004308	HUMAN30057	APOSC_21945
OG0004310	HUMAN01879, HUMAN01878, HUMAN15096, HUMAN15095	APOSC_02803
OG0004311	HUMAN15083, HUMAN09966	APOSC_26182
OG0004312	HUMAN01959	APOSC_18207
OG0004314	HUMAN02115, HUMAN29290, HUMAN29291	APOSC_20468
OG0004315	HUMAN03740, HUMAN03739	APOSC_13906
OG0004316	HUMAN26704, HUMAN21828	APOSC_18673
OG0004317	HUMAN07353	APOSC_12017
OG0004318	HUMAN13522	APOSC_23679
OG0004319	HUMAN04163, HUMAN27066	APOSC_18325
OG0004322	HUMAN24558	APOSC_26489
OG0004323	HUMAN25493	APOSC_23597
OG0004324	HUMAN19248	APOSC_00330
OG0004327	HUMAN05117, HUMAN05116	APOSC_02149, APOSC_02601
OG0004328	HUMAN18966, HUMAN18965	APOSC_00739
OG0004330	HUMAN08424	APOSC_23881, APOSC_16360
OG0004331	HUMAN08295	APOSC_03020
OG0004332	HUMAN05580	APOSC_05532
OG0004333	HUMAN28274	APOSC_28574
OG0004334	HUMAN00979	APOSC_24451
OG0004335	HUMAN22919	APOSC_08465, APOSC_08464
OG0004336	HUMAN11187, HUMAN11186, HUMAN11185, HUMAN28035, HUMAN18807	APOSC_11848
OG0004337	HUMAN01473	APOSC_04062, APOSC_04059, APOSC_04060
OG0004338	HUMAN05208	APOSC_18224, APOSC_10748, APOSC_07049
OG0004341	HUMAN13186, HUMAN13190	APOSC_11753, APOSC_11752
OG0004342	HUMAN22854, HUMAN22853	APOSC_21988, APOSC_21987
OG0004343	HUMAN03765, HUMAN03766	APOSC_00769
OG0004344	HUMAN30235, HUMAN30231, HUMAN30232	APOSC_16644
OG0004345	HUMAN29416	APOSC_22925
OG0004346	HUMAN01204	APOSC_06434, APOSC_06435
OG0004347	HUMAN26338	APOSC_08065, APOSC_11892
OG0004348	HUMAN29749	APOSC_28686, APOSC_28688, APOSC_28687
OG0004349	HUMAN08332, HUMAN08333	APOSC_14515
OG0004350	HUMAN25142	APOSC_22010
OG0004352	HUMAN18365, HUMAN18370, HUMAN18368, HUMAN18369, HUMAN05871, HUMAN05872, HUMAN05869, HUMAN05870	APOSC_14704
OG0004353	HUMAN05861	APOSC_11748, APOSC_11747
OG0004354	HUMAN19964	APOSC_06624
OG0004355	HUMAN20522, HUMAN06764	APOSC_01153
OG0004356	HUMAN21882	APOSC_15655
OG0004357	HUMAN17377	APOSC_28000, APOSC_16304
OG0004358	HUMAN20549	APOSC_02914
OG0004359	HUMAN29937	APOSC_28538, APOSC_28537
OG0004360	HUMAN02590	APOSC_08667
OG0004361	HUMAN02280	APOSC_24002
OG0004362	HUMAN12669, HUMAN20594	APOSC_23840
OG0004364	HUMAN16782, HUMAN16785	APOSC_02494, APOSC_02495, APOSC_29028
OG0004365	HUMAN09827, HUMAN09826, HUMAN09828, HUMAN09829	APOSC_18479
OG0004366	HUMAN11404	APOSC_22180
OG0004367	HUMAN25086, HUMAN25087, HUMAN25088	APOSC_20905
OG0004368	HUMAN02041, HUMAN24846	APOSC_24515
OG0004369	HUMAN29479	APOSC_11140, APOSC_23833
OG0004370	HUMAN26663	APOSC_05468
OG0004372	HUMAN00855	APOSC_15921
OG0004373	HUMAN00854	APOSC_08422, APOSC_08079
OG0004374	HUMAN13158	APOSC_11001, APOSC_28161
OG0004375	HUMAN09491	APOSC_22061, APOSC_22062
OG0004376	HUMAN26330, HUMAN19958	APOSC_03057
OG0004377	HUMAN28605	APOSC_18261
OG0004378	HUMAN11677, HUMAN11679, HUMAN11678	APOSC_06765
OG0004379	HUMAN15965, HUMAN06117, HUMAN15966	APOSC_24408
