Orthogroup	HUMAN	HELIO_ok
OG0002878	HUMAN11292	HELIO_11931
OG0002879	HUMAN21345, HUMAN00643	HELIO_01749
OG0002880	HUMAN25485	HELIO_03787, HELIO_10357
OG0002883	HUMAN03204	HELIO_09189
OG0002887	HUMAN28482	HELIO_05277
OG0002888	HUMAN10695, HUMAN10696, HUMAN10697, HUMAN12024	HELIO_00572
OG0002889	HUMAN30528, HUMAN07038	HELIO_01528
OG0002890	HUMAN24548, HUMAN24546, HUMAN24549, HUMAN24547	HELIO_04771
OG0002891	HUMAN14847, HUMAN14848, HUMAN25521	HELIO_09925
OG0002892	HUMAN14882, HUMAN14883, HUMAN01495, HUMAN29426	HELIO_10616
OG0002894	HUMAN18791, HUMAN08388, HUMAN18790	HELIO_09144
OG0002895	HUMAN05785, HUMAN02351	HELIO_08387
OG0002896	HUMAN17455, HUMAN21544	HELIO_10510
OG0002897	HUMAN17714	HELIO_04251
OG0002898	HUMAN23051, HUMAN23050, HUMAN23049	HELIO_01203, HELIO_01415, HELIO_07850
OG0002899	HUMAN05885, HUMAN21832	HELIO_09658
OG0002900	HUMAN10029, HUMAN01530	HELIO_10716
OG0002901	HUMAN25701, HUMAN25704, HUMAN25703	HELIO_06442, HELIO_05571, HELIO_10057, HELIO_10056
OG0002902	HUMAN10680, HUMAN10681	HELIO_03973
OG0002902	HUMAN10682	HELIO_08255
OG0002904	HUMAN23670	HELIO_08037
OG0002905	HUMAN00008, HUMAN21782, HUMAN00007	HELIO_02894
OG0002906	HUMAN11397	HELIO_01982
OG0002907	HUMAN23627, HUMAN10077	HELIO_08086
OG0002909	HUMAN20938, HUMAN26836, HUMAN26837	HELIO_11442
OG0002910	HUMAN06997	HELIO_10398, HELIO_05618
OG0002911	HUMAN03713, HUMAN03712, HUMAN27704	HELIO_11560
OG0002912	HUMAN15219	HELIO_10722
OG0002913	HUMAN02967, HUMAN02966, HUMAN30354	HELIO_08382
OG0002915	HUMAN11256, HUMAN11257, HUMAN24540	HELIO_03014
OG0002916	HUMAN14289, HUMAN23418	HELIO_01260
OG0002917	HUMAN18334	HELIO_11831, HELIO_12269
OG0002919	HUMAN01747, HUMAN10056, HUMAN10057, HUMAN15052	HELIO_03152
OG0002921	HUMAN10838, HUMAN10837	HELIO_00633
OG0002922	HUMAN03714, HUMAN27706, HUMAN27705	HELIO_01371
OG0002923	HUMAN11494, HUMAN28009, HUMAN18863, HUMAN18862	HELIO_01291
OG0002924	HUMAN09680, HUMAN13938, HUMAN09681	HELIO_03669
OG0002925	HUMAN28134	HELIO_07013
OG0002926	HUMAN23488, HUMAN15077	HELIO_11215
OG0002927	HUMAN28958, HUMAN28957	HELIO_04118, HELIO_11389
OG0002944	HUMAN25196, HUMAN22813, HUMAN27905	HELIO_03982
OG0002945	HUMAN13182	HELIO_07253
OG0002947	HUMAN24582	HELIO_05476, HELIO_00496
OG0002948	HUMAN00328, HUMAN11994, HUMAN11995	HELIO_11632, HELIO_00853
OG0002949	HUMAN16285, HUMAN16286	HELIO_00481
OG0002950	HUMAN12148, HUMAN12147	HELIO_08656
OG0002953	HUMAN20502, HUMAN20503	HELIO_00856
OG0002954	HUMAN04343	HELIO_11852
OG0002955	HUMAN08814	HELIO_02054
OG0002956	HUMAN14225, HUMAN13975, HUMAN13973	HELIO_00517
OG0002957	HUMAN07640, HUMAN07639	HELIO_01334
OG0002959	HUMAN02575, HUMAN08717	HELIO_11816
OG0002960	HUMAN24799, HUMAN24800, HUMAN24798	HELIO_12408
OG0002961	HUMAN08642, HUMAN08644, HUMAN08643, HUMAN08641	HELIO_07714
OG0002962	HUMAN10441	HELIO_09203
OG0002964	HUMAN12170, HUMAN12171, HUMAN13401	HELIO_09474
OG0002965	HUMAN03579	HELIO_08079, HELIO_08080
OG0002966	HUMAN29424, HUMAN29425, HUMAN02172	HELIO_01639
OG0002967	HUMAN05610	HELIO_01640
OG0002969	HUMAN12532	HELIO_06121
OG0002971	HUMAN28136, HUMAN18579, HUMAN00748, HUMAN25555	HELIO_04028
OG0002973	HUMAN20383, HUMAN21067	HELIO_02856
OG0002974	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022	HELIO_04772
OG0002976	HUMAN23538	HELIO_01861
OG0002977	HUMAN12250	HELIO_08539
OG0002978	HUMAN04799, HUMAN18676, HUMAN08410	HELIO_02937
OG0002981	HUMAN02146	HELIO_06184
OG0002982	HUMAN03720, HUMAN03721	HELIO_12635
OG0002983	HUMAN25834, HUMAN02094	HELIO_04868
OG0002984	HUMAN16272	HELIO_11946
OG0002985	HUMAN10424	HELIO_08571
OG0002986	HUMAN01423, HUMAN26871	HELIO_08236, HELIO_08239
OG0002987	HUMAN26273, HUMAN24326	HELIO_07528
OG0002988	HUMAN19631, HUMAN19632, HUMAN19630	HELIO_02811
OG0002989	HUMAN21053	HELIO_04721
OG0002990	HUMAN03798, HUMAN22156, HUMAN24023	HELIO_01354
OG0002991	HUMAN03582	HELIO_03254
OG0002992	HUMAN27320, HUMAN06343, HUMAN06339	HELIO_10682
OG0002994	HUMAN24550	HELIO_02869
OG0002996	HUMAN28890	HELIO_00425
OG0002997	HUMAN00852	HELIO_11017
OG0002998	HUMAN07028, HUMAN07029, HUMAN21010	HELIO_07110
OG0003002	HUMAN18280, HUMAN18279	HELIO_11172
OG0003003	HUMAN00511, HUMAN25192	HELIO_10806
OG0003004	HUMAN16853, HUMAN15812	HELIO_11259
OG0003005	HUMAN25078	HELIO_03271
OG0003006	HUMAN10234, HUMAN10235	HELIO_11696
OG0003008	HUMAN02043, HUMAN02044	HELIO_02553
OG0003009	HUMAN01904, HUMAN01903, HUMAN15651	HELIO_11951, HELIO_11952
OG0003010	HUMAN03814	HELIO_03406
OG0003011	HUMAN27032, HUMAN10458	HELIO_05238
OG0003012	HUMAN21461	HELIO_05186
OG0003013	HUMAN17977	HELIO_10687
OG0003014	HUMAN27437	HELIO_11145
OG0003016	HUMAN22316, HUMAN05184	HELIO_02017
OG0003017	HUMAN14074	HELIO_02953
OG0003018	HUMAN03994	HELIO_09293
OG0003021	HUMAN11904, HUMAN11905	HELIO_03676
OG0003022	HUMAN21669, HUMAN30014	HELIO_09487
OG0003025	HUMAN10201, HUMAN10200, HUMAN23191, HUMAN23190	HELIO_02232
OG0003026	HUMAN13454	HELIO_08978
OG0003027	HUMAN12410, HUMAN10065	HELIO_02071
OG0003028	HUMAN00807, HUMAN00806, HUMAN00805	HELIO_06724
OG0003029	HUMAN14110	HELIO_10606
OG0003030	HUMAN01274, HUMAN01273, HUMAN14654	HELIO_00797
OG0003031	HUMAN12704, HUMAN27203	HELIO_05721
OG0003032	HUMAN22162, HUMAN24026, HUMAN03796	HELIO_06501
OG0003033	HUMAN21249, HUMAN21248	HELIO_00240
OG0003034	HUMAN22892, HUMAN05432	HELIO_06173
OG0003035	HUMAN15071, HUMAN23575, HUMAN23574, HUMAN23573	HELIO_02980
OG0003036	HUMAN01346	HELIO_04474
OG0003038	HUMAN19517, HUMAN15534	HELIO_08052
OG0003041	HUMAN28108	HELIO_12413
OG0003043	HUMAN11992	HELIO_08514
OG0003044	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834	HELIO_01506
OG0003045	HUMAN26142	HELIO_02674
OG0003046	HUMAN11214, HUMAN23145	HELIO_07002, HELIO_12633
OG0003048	HUMAN14031, HUMAN14032	HELIO_01657
OG0003049	HUMAN28913, HUMAN01126	HELIO_04451
OG0003051	HUMAN18305, HUMAN18306, HUMAN07678	HELIO_05764, HELIO_08416
OG0003052	HUMAN03629, HUMAN03628	HELIO_08976
OG0003053	HUMAN29024, HUMAN29025	HELIO_10692
OG0003054	HUMAN07888, HUMAN07887	HELIO_04850
OG0003055	HUMAN14798	HELIO_03528
OG0003057	HUMAN05372, HUMAN05370	HELIO_10235
OG0003058	HUMAN25573, HUMAN13691, HUMAN18992	HELIO_09680
OG0003059	HUMAN17041	HELIO_08106
OG0003060	HUMAN14856, HUMAN01188, HUMAN14329, HUMAN14857	HELIO_05995
OG0003063	HUMAN07039	HELIO_05044
OG0003064	HUMAN14490	HELIO_01395
OG0003065	HUMAN15663, HUMAN15662	HELIO_03475
OG0003066	HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057	HELIO_02851
OG0003067	HUMAN27679	HELIO_06760
OG0003072	HUMAN01387, HUMAN26957	HELIO_06085
OG0003073	HUMAN13091	HELIO_04819
OG0003074	HUMAN19155, HUMAN13753	HELIO_04402
OG0003075	HUMAN07516	HELIO_06587
OG0003077	HUMAN10152, HUMAN13195	HELIO_08466
OG0003078	HUMAN08671, HUMAN08670, HUMAN16981, HUMAN16979, HUMAN16980, HUMAN16977, HUMAN16982, HUMAN08669	HELIO_05417
OG0003079	HUMAN28617, HUMAN14136	HELIO_12034
OG0003084	HUMAN07477, HUMAN29981	HELIO_07579
OG0003101	HUMAN00608, HUMAN27861, HUMAN19271	HELIO_07909
OG0003104	HUMAN29466, HUMAN29467, HUMAN02051	HELIO_10296
OG0003105	HUMAN29008	HELIO_09603
OG0003106	HUMAN09821	HELIO_01110
OG0003107	HUMAN11467, HUMAN11466	HELIO_07326
OG0003108	HUMAN06800	HELIO_02749
OG0003109	HUMAN13399, HUMAN13398	HELIO_01176
OG0003111	HUMAN14710	HELIO_06075
OG0003113	HUMAN16709	HELIO_07738
OG0003114	HUMAN04985, HUMAN04984	HELIO_11712
OG0003115	HUMAN09937, HUMAN13967, HUMAN01842	HELIO_03185
OG0003118	HUMAN06305, HUMAN17674, HUMAN17675	HELIO_06562
OG0003119	HUMAN21319	HELIO_00761
OG0003120	HUMAN03127	HELIO_07299
OG0003121	HUMAN09673, HUMAN14356, HUMAN26950	HELIO_08859
OG0003122	HUMAN08549	HELIO_06710
OG0003123	HUMAN20628, HUMAN11101, HUMAN11102	HELIO_02552
OG0003124	HUMAN07397	HELIO_08012
OG0003125	HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968	HELIO_10746
OG0003127	HUMAN08591, HUMAN08592	HELIO_04631
OG0003128	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013	HELIO_06948
OG0003130	HUMAN13117	HELIO_08736
OG0003131	HUMAN07183	HELIO_00277
OG0003132	HUMAN28059	HELIO_04923
OG0003133	HUMAN11357	HELIO_02835, HELIO_09007
OG0003133	HUMAN11359	HELIO_12270
OG0003135	HUMAN15787	HELIO_09441
OG0003136	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835	HELIO_01694
OG0003137	HUMAN15220, HUMAN15221, HUMAN15222	HELIO_04487
OG0003138	HUMAN18543	HELIO_07469
OG0003140	HUMAN23718, HUMAN09636, HUMAN09635	HELIO_07640
OG0003141	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937	HELIO_02200
OG0003142	HUMAN23584, HUMAN23583, HUMAN01534	HELIO_02394
OG0003144	HUMAN19445	HELIO_08805, HELIO_03417
OG0003145	HUMAN01270	HELIO_05596
OG0003146	HUMAN28091, HUMAN16761	HELIO_05913
OG0003147	HUMAN17255	HELIO_02388
OG0003148	HUMAN16838, HUMAN05694, HUMAN05693	HELIO_09068
OG0003149	HUMAN01810	HELIO_01057, HELIO_03918, HELIO_03910
OG0003150	HUMAN07681, HUMAN30374, HUMAN07680	HELIO_04239
OG0003151	HUMAN08206	HELIO_00768
OG0003152	HUMAN12025, HUMAN12215, HUMAN12216	HELIO_05013
OG0003153	HUMAN19216, HUMAN19215	HELIO_01955
OG0003154	HUMAN01026	HELIO_10327
OG0003156	HUMAN19466	HELIO_09324, HELIO_09323
OG0003157	HUMAN05273, HUMAN05272	HELIO_06700
OG0003159	HUMAN27504, HUMAN03044	HELIO_08765
OG0003160	HUMAN03497	HELIO_04756
OG0003161	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532	HELIO_10835
OG0003162	HUMAN08502, HUMAN18293	HELIO_02560
OG0003163	HUMAN09879, HUMAN14441	HELIO_09287
OG0003164	HUMAN30072, HUMAN27461	HELIO_09851
OG0003165	HUMAN25662, HUMAN00646, HUMAN00647	HELIO_04786
OG0003166	HUMAN07796, HUMAN07794, HUMAN07795	HELIO_09979
OG0003167	HUMAN10863, HUMAN13086	HELIO_12275
OG0003168	HUMAN12150, HUMAN12151, HUMAN20202, HUMAN12152	HELIO_11978
OG0003169	HUMAN17978	HELIO_08500
OG0003171	HUMAN02114	HELIO_08786
OG0003172	HUMAN01490	HELIO_04597
OG0003173	HUMAN05016, HUMAN07347	HELIO_11473
OG0003174	HUMAN23922, HUMAN23921	HELIO_00264
OG0003175	HUMAN20588, HUMAN17938, HUMAN20593, HUMAN20592, HUMAN20591	HELIO_11871
OG0003176	HUMAN11334	HELIO_05807
OG0003177	HUMAN22137	HELIO_06751
OG0003178	HUMAN15504, HUMAN08420, HUMAN08421	HELIO_01460
OG0003179	HUMAN22541	HELIO_10655
OG0003183	HUMAN06415, HUMAN20649, HUMAN20648, HUMAN17584	HELIO_01228
OG0003185	HUMAN04154, HUMAN06198	HELIO_04542
OG0003187	HUMAN14927	HELIO_00272
OG0003188	HUMAN09855, HUMAN23332	HELIO_07819
OG0003189	HUMAN19512, HUMAN19511	HELIO_12511
OG0003190	HUMAN23026	HELIO_04199, HELIO_06545
OG0003191	HUMAN06605	HELIO_09939
OG0003192	HUMAN18075	HELIO_10231
OG0003193	HUMAN07624	HELIO_03842
OG0003195	HUMAN13197, HUMAN13198	HELIO_05599
OG0003196	HUMAN10463, HUMAN10462	HELIO_01637
OG0003197	HUMAN17605, HUMAN17604	HELIO_12323
OG0003199	HUMAN30572	HELIO_10732
OG0003202	HUMAN05056, HUMAN05057, HUMAN22610	HELIO_00628
OG0003203	HUMAN20643, HUMAN12521	HELIO_12411
OG0003204	HUMAN13014	HELIO_09427
OG0003206	HUMAN10329, HUMAN10330	HELIO_08652
OG0003207	HUMAN20855, HUMAN26777	HELIO_04788
OG0003210	HUMAN29324, HUMAN02072	HELIO_01772
OG0003211	HUMAN20350, HUMAN20349	HELIO_12582
OG0003212	HUMAN24989, HUMAN20352, HUMAN20354	HELIO_01310
OG0003213	HUMAN14321, HUMAN14319, HUMAN14322	HELIO_11031
OG0003214	HUMAN06365, HUMAN17740	HELIO_05250
OG0003215	HUMAN02681, HUMAN08405	HELIO_01923
OG0003217	HUMAN14937, HUMAN29000	HELIO_01441
OG0003218	HUMAN30583	HELIO_02702
OG0003219	HUMAN22950, HUMAN22949	HELIO_02834
OG0003220	HUMAN29636, HUMAN00810	HELIO_12154
OG0003221	HUMAN24556, HUMAN00790	HELIO_05558
OG0003222	HUMAN08168, HUMAN11392, HUMAN27932	HELIO_04495
OG0003223	HUMAN19114	HELIO_00004
OG0003225	HUMAN05599	HELIO_03805
OG0003226	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466	HELIO_03198
OG0003227	HUMAN10018	HELIO_09540
OG0003228	HUMAN08956	HELIO_02794
OG0003229	HUMAN03467, HUMAN07147	HELIO_12333
OG0003230	HUMAN03745	HELIO_01822
OG0003233	HUMAN22608	HELIO_04167, HELIO_09576, HELIO_04108
OG0003234	HUMAN23993	HELIO_00230
OG0003235	HUMAN30554, HUMAN30553, HUMAN30552	HELIO_02635
OG0003236	HUMAN13936, HUMAN13328, HUMAN13329, HUMAN13327, HUMAN13937	HELIO_03810
OG0003238	HUMAN09444, HUMAN09446, HUMAN09445, HUMAN09443	HELIO_01572
OG0003250	HUMAN26282, HUMAN18827, HUMAN18826	HELIO_06454
OG0003251	HUMAN23183, HUMAN11019	HELIO_02853
OG0003252	HUMAN08538, HUMAN08539	HELIO_12715
OG0003253	HUMAN28629, HUMAN28628, HUMAN28627, HUMAN09815, HUMAN09814	HELIO_01269, HELIO_01268
OG0003254	HUMAN04752	HELIO_02013
OG0003255	HUMAN28201, HUMAN28200, HUMAN28203	HELIO_03313
OG0003258	HUMAN18355, HUMAN18354	HELIO_01814
OG0003259	HUMAN17219	HELIO_05468
OG0003260	HUMAN17383, HUMAN28859	HELIO_09298
OG0003261	HUMAN18317	HELIO_09008
OG0003262	HUMAN13063, HUMAN19967	HELIO_09738
OG0003263	HUMAN15937, HUMAN15936	HELIO_06528
OG0003264	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197	HELIO_05957
OG0003265	HUMAN21031, HUMAN02854	HELIO_05075
OG0003266	HUMAN19360, HUMAN05507, HUMAN05506	HELIO_11954
OG0003267	HUMAN03394	HELIO_05451
OG0003268	HUMAN28145	HELIO_11848
OG0003269	HUMAN10676, HUMAN10677	HELIO_11705
OG0003270	HUMAN06226	HELIO_04333
OG0003272	HUMAN30233, HUMAN22920	HELIO_09074
OG0003275	HUMAN28409, HUMAN18996	HELIO_12630
OG0003278	HUMAN02507	HELIO_10318
OG0003279	HUMAN23996, HUMAN22367, HUMAN22366	HELIO_09284
OG0003280	HUMAN15335	HELIO_09348
OG0003282	HUMAN23854, HUMAN23855, HUMAN23856	HELIO_02896
OG0003283	HUMAN26779	HELIO_04347
OG0003284	HUMAN18141	HELIO_03635
OG0003286	HUMAN26600, HUMAN26601	HELIO_05866
OG0003287	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672	HELIO_02350
OG0003288	HUMAN30308	HELIO_08221
OG0003289	HUMAN14064, HUMAN10999	HELIO_01128
OG0003290	HUMAN01175	HELIO_11498
OG0003291	HUMAN12326	HELIO_02174
OG0003293	HUMAN06629	HELIO_08360
OG0003294	HUMAN22430	HELIO_09835
OG0003295	HUMAN03174	HELIO_04382
OG0003296	HUMAN07526, HUMAN19789	HELIO_04825
OG0003297	HUMAN12990, HUMAN12991	HELIO_06575
OG0003298	HUMAN18763, HUMAN30220	HELIO_02188
OG0003302	HUMAN24407, HUMAN24404, HUMAN24408, HUMAN24406, HUMAN24405	HELIO_00429
OG0003304	HUMAN26514, HUMAN12786	HELIO_10378
OG0003306	HUMAN21480	HELIO_02826
OG0003307	HUMAN22643, HUMAN24109	HELIO_09634
OG0003311	HUMAN30093, HUMAN29682	HELIO_05785
OG0003314	HUMAN17421, HUMAN22423, HUMAN17422	HELIO_06199
OG0003315	HUMAN28080	HELIO_06277
OG0003316	HUMAN17611	HELIO_04955
OG0003317	HUMAN13511	HELIO_04704, HELIO_06602
OG0003318	HUMAN20325, HUMAN29926	HELIO_09114
OG0003319	HUMAN19327, HUMAN19329, HUMAN19326, HUMAN27792, HUMAN27791	HELIO_09121
OG0003320	HUMAN27571, HUMAN27570	HELIO_07667
OG0003321	HUMAN18919	HELIO_08818
OG0003323	HUMAN29496, HUMAN29498, HUMAN29495	HELIO_10464
OG0003324	HUMAN09782, HUMAN09784, HUMAN09783, HUMAN09785	HELIO_08362
OG0003325	HUMAN03339	HELIO_09071
OG0003326	HUMAN03757, HUMAN22619, HUMAN22620, HUMAN22621, HUMAN22623	HELIO_11660
OG0003327	HUMAN29276, HUMAN29277, HUMAN01184, HUMAN29278	HELIO_12534
OG0003329	HUMAN23501	HELIO_02507
OG0003330	HUMAN09858, HUMAN09857, HUMAN09856	HELIO_07578, HELIO_05577
OG0003331	HUMAN13106, HUMAN11828	HELIO_02767
OG0003332	HUMAN00604	HELIO_03785
OG0003333	HUMAN20311, HUMAN20312	HELIO_06153
OG0003335	HUMAN09257	HELIO_09042
OG0003336	HUMAN02064, HUMAN29174	HELIO_03867
OG0003337	HUMAN00059, HUMAN00062, HUMAN00061, HUMAN00060	HELIO_01038
OG0003340	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467	HELIO_01545
OG0003341	HUMAN17043	HELIO_12055
OG0003343	HUMAN12267	HELIO_10253
OG0003344	HUMAN16583	HELIO_01718
OG0003347	HUMAN17887	HELIO_07786
OG0003348	HUMAN02924, HUMAN17738	HELIO_06884
OG0003349	HUMAN22753, HUMAN03238	HELIO_12164
OG0003350	HUMAN18346, HUMAN30083, HUMAN07649	HELIO_03656
OG0003351	HUMAN26798	HELIO_02226
OG0003351	HUMAN21338	HELIO_08314
OG0003352	HUMAN18052, HUMAN26022	HELIO_01595
OG0003353	HUMAN26966, HUMAN26965	HELIO_09911
OG0003354	HUMAN12576, HUMAN12575, HUMAN12574	HELIO_00644
OG0003355	HUMAN03083, HUMAN22632, HUMAN03097	HELIO_08886, HELIO_06119
OG0003356	HUMAN10721, HUMAN13177	HELIO_03350
OG0003358	HUMAN20527	HELIO_01492
OG0003359	HUMAN02577	HELIO_03690
OG0003360	HUMAN08804	HELIO_10234
OG0003361	HUMAN09313, HUMAN10724	HELIO_12352
OG0003362	HUMAN07540, HUMAN07541, HUMAN07539	HELIO_10225, HELIO_09367
OG0003363	HUMAN18036, HUMAN18035	HELIO_03763
OG0003364	HUMAN06821, HUMAN16054	HELIO_10249
OG0003365	HUMAN26480, HUMAN01439	HELIO_08582
OG0003366	HUMAN16863, HUMAN16862	HELIO_04839
OG0003367	HUMAN06122	HELIO_04573
OG0003368	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562	HELIO_01416
OG0003369	HUMAN27686, HUMAN03532, HUMAN27685	HELIO_06850
OG0003370	HUMAN28060, HUMAN28061	HELIO_11000
OG0003372	HUMAN01212, HUMAN14880, HUMAN14879	HELIO_02230
OG0003373	HUMAN05820	HELIO_02331, HELIO_02692, HELIO_01108, HELIO_01107
OG0003374	HUMAN28112, HUMAN16615	HELIO_02124
OG0003375	HUMAN23698	HELIO_02027
OG0003376	HUMAN22113, HUMAN22114, HUMAN22110, HUMAN22111, HUMAN22112	HELIO_11921
OG0003377	HUMAN04348	HELIO_08558
OG0003378	HUMAN05047, HUMAN05045	HELIO_09467
OG0003379	HUMAN28285, HUMAN28287	HELIO_07891
OG0003380	HUMAN19717	HELIO_08129
OG0003381	HUMAN06184, HUMAN06185, HUMAN04158	HELIO_01980
OG0003382	HUMAN19968, HUMAN01608	HELIO_00905, HELIO_00906
OG0003383	HUMAN12827	HELIO_12143
OG0003384	HUMAN03513, HUMAN27736	HELIO_02989
OG0003385	HUMAN06417, HUMAN06419, HUMAN06418	HELIO_09926
OG0003386	HUMAN05900, HUMAN05902, HUMAN05903	HELIO_02832
OG0003387	HUMAN13643, HUMAN13638, HUMAN13640, HUMAN13639	HELIO_01155
OG0003388	HUMAN03392	HELIO_00223
OG0003391	HUMAN08974	HELIO_12678
OG0003392	HUMAN13559, HUMAN10151	HELIO_03752
OG0003393	HUMAN04338	HELIO_03857
OG0003394	HUMAN22046	HELIO_05269
OG0003396	HUMAN06037, HUMAN05048	HELIO_09211
OG0003419	HUMAN02012	HELIO_02457
OG0003420	HUMAN01559, HUMAN01556, HUMAN01560	HELIO_10401
OG0003421	HUMAN23071	HELIO_01521
OG0003422	HUMAN07007, HUMAN07008	HELIO_08753
OG0003424	HUMAN10759	HELIO_12054
OG0003425	HUMAN23668, HUMAN23669	HELIO_11455
OG0003426	HUMAN04822, HUMAN04821	HELIO_05969
OG0003429	HUMAN24947	HELIO_03900
OG0003430	HUMAN15764	HELIO_07216
OG0003431	HUMAN06475, HUMAN02186	HELIO_02627
OG0003433	HUMAN11873	HELIO_11340
OG0003434	HUMAN20686	HELIO_08552
OG0003435	HUMAN08411	HELIO_06428
OG0003439	HUMAN07771, HUMAN07770, HUMAN21552, HUMAN21553	HELIO_01786
OG0003440	HUMAN07852, HUMAN07851, HUMAN07850	HELIO_07388
OG0003441	HUMAN21029, HUMAN21027	HELIO_00883
OG0003442	HUMAN29894, HUMAN29583	HELIO_06696
OG0003443	HUMAN25588, HUMAN08555	HELIO_11420
OG0003445	HUMAN29343	HELIO_11640
OG0003447	HUMAN26881	HELIO_12555
OG0003448	HUMAN15205	HELIO_06243
OG0003449	HUMAN27781	HELIO_09169
OG0003450	HUMAN12087, HUMAN12089	HELIO_01298
OG0003451	HUMAN21236	HELIO_02050, HELIO_02049
OG0003453	HUMAN07081	HELIO_00524
OG0003453	HUMAN07082	HELIO_03721
OG0003454	HUMAN12804, HUMAN12803, HUMAN02907	HELIO_07210
OG0003455	HUMAN20526, HUMAN01754	HELIO_04761
OG0003456	HUMAN13016, HUMAN25940	HELIO_11022
OG0003457	HUMAN27789, HUMAN16567	HELIO_03135
OG0003458	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212	HELIO_01103
OG0003459	HUMAN16899, HUMAN08550	HELIO_07845
OG0003460	HUMAN16828	HELIO_03777
OG0003461	HUMAN24927, HUMAN24928	HELIO_00074
OG0003462	HUMAN14649	HELIO_10720
OG0003463	HUMAN02584	HELIO_02234
OG0003464	HUMAN25957	HELIO_08682, HELIO_08683
OG0003465	HUMAN29422, HUMAN29421	HELIO_11762
OG0003466	HUMAN03596	HELIO_07353, HELIO_00851
OG0003467	HUMAN28399	HELIO_09149
OG0003468	HUMAN08265	HELIO_03925
OG0003468	HUMAN08264	HELIO_03353
OG0003469	HUMAN26180	HELIO_09305
OG0003470	HUMAN13977, HUMAN13976	HELIO_08926
OG0003471	HUMAN16952	HELIO_08909
OG0003472	HUMAN29614, HUMAN29613	HELIO_03492
OG0003473	HUMAN19355, HUMAN05515, HUMAN05516	HELIO_10680
OG0003474	HUMAN28089, HUMAN00685	HELIO_09641
OG0003475	HUMAN21366	HELIO_09101, HELIO_09102
OG0003476	HUMAN02837	HELIO_03292
OG0003477	HUMAN25241	HELIO_08724
OG0003478	HUMAN08716, HUMAN08715	HELIO_07187
OG0003479	HUMAN02334, HUMAN20427	HELIO_04296
OG0003480	HUMAN13707, HUMAN13705	HELIO_09170
OG0003481	HUMAN17835	HELIO_01052
OG0003482	HUMAN06885, HUMAN04192	HELIO_11806
OG0003483	HUMAN02672	HELIO_09297
OG0003485	HUMAN06743	HELIO_01317, HELIO_05627
OG0003487	HUMAN01641, HUMAN01639	HELIO_01481
OG0003488	HUMAN27887	HELIO_03650
OG0003489	HUMAN00472, HUMAN25219	HELIO_11702
OG0003490	HUMAN07486	HELIO_09531
OG0003491	HUMAN18345, HUMAN07660	HELIO_12169
OG0003492	HUMAN17154, HUMAN03405	HELIO_04826
OG0003493	HUMAN01078	HELIO_09058
OG0003495	HUMAN18833, HUMAN27823, HUMAN25685	HELIO_09765
OG0003497	HUMAN05604	HELIO_01513
OG0003498	HUMAN22332, HUMAN22333	HELIO_09734
OG0003499	HUMAN15248, HUMAN15247, HUMAN15246	HELIO_04566, HELIO_04195
OG0003500	HUMAN17492, HUMAN09263	HELIO_10237
OG0003501	HUMAN14259, HUMAN14258	HELIO_00872
OG0003502	HUMAN26410, HUMAN26411	HELIO_11773
OG0003503	HUMAN13541	HELIO_07145
OG0003505	HUMAN11145	HELIO_03524
OG0003506	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460	HELIO_08087
OG0003507	HUMAN14251, HUMAN00947	HELIO_09678
OG0003508	HUMAN20681	HELIO_02722
OG0003509	HUMAN11891	HELIO_11968
OG0003510	HUMAN24552, HUMAN11374	HELIO_01753
OG0003511	HUMAN23502	HELIO_09304
OG0003512	HUMAN07246, HUMAN07245	HELIO_03822
OG0003513	HUMAN17574, HUMAN17572, HUMAN29015	HELIO_06774
OG0003514	HUMAN20926, HUMAN26859	HELIO_08202
OG0003515	HUMAN07599, HUMAN22879	HELIO_01150
OG0003516	HUMAN03685	HELIO_02977
OG0003517	HUMAN04692, HUMAN04691, HUMAN04694, HUMAN06798, HUMAN06796	HELIO_00750
OG0003518	HUMAN14108	HELIO_01357
OG0003519	HUMAN20557, HUMAN20556, HUMAN20554	HELIO_05466
OG0003520	HUMAN21004, HUMAN08252	HELIO_02766, HELIO_06238, HELIO_06922
OG0003521	HUMAN05179	HELIO_05214
OG0003522	HUMAN25338	HELIO_08738
OG0003523	HUMAN21871	HELIO_02927
