Orthogroup	HUMAN	ORYLA
OG0002195	HUMAN21946	ORYLA13048
OG0002195	HUMAN05880	ORYLA05879
OG0002196	HUMAN03221, HUMAN03218, HUMAN03220, HUMAN03219	ORYLA12500
OG0002199	HUMAN05772, HUMAN05773	ORYLA15000
OG0002201	HUMAN11420, HUMAN11419, HUMAN11421	ORYLA20288
OG0002201	HUMAN24520	ORYLA02025
OG0002203	HUMAN11297, HUMAN11300	ORYLA20035, ORYLA20034, ORYLA20033
OG0002203	HUMAN13823	ORYLA06985, ORYLA12767
OG0002203	HUMAN19235	ORYLA15953, ORYLA14284
OG0002204	HUMAN16061, HUMAN16143, HUMAN16152, HUMAN16151, HUMAN16153, HUMAN16125, HUMAN16126, HUMAN16124, HUMAN16127, HUMAN16144, HUMAN16146, HUMAN16147, HUMAN16128, HUMAN16129	ORYLA06015
OG0002209	HUMAN20365	ORYLA10933
OG0002209	HUMAN24987	ORYLA15457
OG0002209	HUMAN29844	ORYLA20209
OG0002211	HUMAN11726	ORYLA04014
OG0002212	HUMAN23549	ORYLA18081
OG0002213	HUMAN02703	ORYLA04720
OG0002214	HUMAN17139	ORYLA00940, ORYLA10795
OG0002214	HUMAN03693	ORYLA05296
OG0002214	HUMAN27692	ORYLA17751, ORYLA02673
OG0002216	HUMAN26776	ORYLA11063
OG0002217	HUMAN18667	ORYLA11354
OG0002218	HUMAN09408, HUMAN09406	ORYLA12593, ORYLA12594, ORYLA14961, ORYLA14960
OG0002218	HUMAN28821	ORYLA17492
OG0002219	HUMAN16735, HUMAN16736, HUMAN16734	ORYLA14264, ORYLA14265
OG0002221	HUMAN11899	ORYLA07423, ORYLA19144
OG0002221	HUMAN06004, HUMAN06003, HUMAN00829, HUMAN00828	ORYLA15583
OG0002222	HUMAN18518	ORYLA07432, ORYLA12895
OG0002223	HUMAN02421	ORYLA14399
OG0002224	HUMAN26274	ORYLA02313
OG0002225	HUMAN04945, HUMAN04946	ORYLA01041
OG0002226	HUMAN14859	ORYLA00869
OG0002227	HUMAN28362, HUMAN28361	ORYLA09258
OG0002228	HUMAN13403	ORYLA16905, ORYLA00066
OG0002228	HUMAN15939	ORYLA05787
OG0002229	HUMAN19714	ORYLA02659
OG0002231	HUMAN29992, HUMAN29990, HUMAN29991	ORYLA01279
OG0002233	HUMAN29780	ORYLA19151, ORYLA19152
OG0002234	HUMAN20083	ORYLA17063
OG0002235	HUMAN17190	ORYLA07393
OG0002236	HUMAN27901	ORYLA09077
OG0002237	HUMAN00596	ORYLA02112
OG0002237	HUMAN25446	ORYLA11525
OG0002239	HUMAN01599	ORYLA05769
OG0002239	HUMAN10125	ORYLA12675
OG0002239	HUMAN23236	ORYLA17306
OG0002240	HUMAN21965, HUMAN21964, HUMAN21963	ORYLA13133
OG0002241	HUMAN20013	ORYLA02657
OG0002241	HUMAN24854	ORYLA01650
OG0002242	HUMAN28144	ORYLA20362, ORYLA01960
OG0002243	HUMAN24387	ORYLA01202
OG0002243	HUMAN17085	ORYLA17744
OG0002244	HUMAN30021, HUMAN30020, HUMAN28593	ORYLA04246
OG0002245	HUMAN12770	ORYLA16401
OG0002246	HUMAN09200	ORYLA12403
OG0002246	HUMAN01582	ORYLA06117
OG0002249	HUMAN28857	ORYLA02964, ORYLA02963, ORYLA17439
OG0002249	HUMAN14282, HUMAN14281	ORYLA13369, ORYLA10327, ORYLA10328
OG0002251	HUMAN22625	ORYLA17336
OG0002251	HUMAN27738	ORYLA02672
OG0002252	HUMAN13562, HUMAN13563, HUMAN13561	ORYLA16893
OG0002252	HUMAN10150, HUMAN10149	ORYLA16926
OG0002253	HUMAN08536	ORYLA11430
OG0002254	HUMAN03468	ORYLA08135
OG0002254	HUMAN29464	ORYLA02938, ORYLA02937
OG0002254	HUMAN20711	ORYLA05498
OG0002255	HUMAN15235	ORYLA19958
OG0002255	HUMAN15234	ORYLA19959
OG0002255	HUMAN19154	ORYLA08968
OG0002256	HUMAN01451	ORYLA15390
OG0002256	HUMAN27022	ORYLA10927
OG0002257	HUMAN09320	ORYLA10400
OG0002258	HUMAN22190	ORYLA08480, ORYLA19891, ORYLA19894
OG0002259	HUMAN11708	ORYLA03533, ORYLA04091
OG0002259	HUMAN20011	ORYLA17556, ORYLA02692
OG0002260	HUMAN02500	ORYLA11582, ORYLA08596
OG0002260	HUMAN08659	ORYLA10499
OG0002261	HUMAN26610	ORYLA00563
OG0002261	HUMAN26609	ORYLA00564
OG0002262	HUMAN26068	ORYLA01803
OG0002262	HUMAN21912	ORYLA09789
OG0002263	HUMAN21617	ORYLA09178
OG0002264	HUMAN30321	ORYLA00976
OG0002264	HUMAN00757	ORYLA05961
OG0002265	HUMAN27342	ORYLA11537
OG0002265	HUMAN28204	ORYLA05513
OG0002266	HUMAN13024	ORYLA19304
OG0002267	HUMAN24827	ORYLA01652
OG0002267	HUMAN29511	ORYLA02927
OG0002268	HUMAN26212	ORYLA09246, ORYLA09245
OG0002268	HUMAN06416	ORYLA16116
OG0002270	HUMAN17941	ORYLA09476
OG0002270	HUMAN20351	ORYLA10941
OG0002271	HUMAN29779	ORYLA13527
OG0002271	HUMAN23811	ORYLA03881
OG0002271	HUMAN22864	ORYLA10717
OG0002272	HUMAN28420	ORYLA14290
OG0002274	HUMAN26361	ORYLA04367
OG0002274	HUMAN10933, HUMAN10930, HUMAN10931, HUMAN10934	ORYLA07948
OG0002275	HUMAN19061	ORYLA13804
OG0002275	HUMAN28062	ORYLA02068
OG0002276	HUMAN06508	ORYLA14367, ORYLA15766
OG0002277	HUMAN02889, HUMAN02888	ORYLA15031
OG0002277	HUMAN21136	ORYLA16004
OG0002278	HUMAN15574	ORYLA03506
OG0002278	HUMAN08614	ORYLA18187
OG0002279	HUMAN07773	ORYLA09917
OG0002279	HUMAN17618	ORYLA10298
OG0002280	HUMAN25412	ORYLA11499
OG0002280	HUMAN00533	ORYLA05957
OG0002281	HUMAN27514	ORYLA17715
OG0002281	HUMAN03556	ORYLA05014, ORYLA08208
OG0002281	HUMAN18635	ORYLA17429
OG0002282	HUMAN14852	ORYLA00051, ORYLA01468
OG0002283	HUMAN03213	ORYLA05023
OG0002283	HUMAN23086	ORYLA00509
OG0002284	HUMAN28860	ORYLA18851
OG0002284	HUMAN01016	ORYLA13455
OG0002285	HUMAN26249, HUMAN26250, HUMAN26248, HUMAN26247	ORYLA02308
OG0002285	HUMAN03480	ORYLA04643
OG0002287	HUMAN19237	ORYLA15952
OG0002287	HUMAN13819	ORYLA12928
OG0002288	HUMAN22780	ORYLA01492
OG0002288	HUMAN23814	ORYLA03879
OG0002289	HUMAN07829, HUMAN29986	ORYLA01359
OG0002289	HUMAN11955	ORYLA07291
OG0002290	HUMAN07411	ORYLA17919
OG0002290	HUMAN26376, HUMAN26380	ORYLA04425
OG0002291	HUMAN23415	ORYLA02360
OG0002292	HUMAN04304	ORYLA14591
OG0002293	HUMAN29640	ORYLA18515
OG0002293	HUMAN00645	ORYLA02245
OG0002293	HUMAN25668	ORYLA11327
OG0002294	HUMAN28915	ORYLA17434
OG0002294	HUMAN01132	ORYLA13472, ORYLA06668
OG0002295	HUMAN15036	ORYLA13018
OG0002295	HUMAN23608	ORYLA14091
OG0002296	HUMAN03478	ORYLA04644
OG0002297	HUMAN00943	ORYLA13569
OG0002312	HUMAN24016	ORYLA03960
OG0002314	HUMAN22428	ORYLA12805
OG0002315	HUMAN00850	ORYLA13257
OG0002316	HUMAN00675	ORYLA18514
OG0002316	HUMAN00674	ORYLA10565
OG0002316	HUMAN29642, HUMAN29641	ORYLA18191
OG0002317	HUMAN08597	ORYLA10101
OG0002317	HUMAN15545	ORYLA03376
OG0002317	HUMAN04899	ORYLA07663
OG0002318	HUMAN14764	ORYLA16808
OG0002319	HUMAN30619, HUMAN29581	ORYLA09946
OG0002319	HUMAN21816, HUMAN21815	ORYLA13438
OG0002320	HUMAN05611	ORYLA04205, ORYLA03781
OG0002320	HUMAN19558, HUMAN19557	ORYLA19577
OG0002321	HUMAN17177	ORYLA00417
OG0002322	HUMAN10133	ORYLA16542
OG0002322	HUMAN13407	ORYLA00069
OG0002323	HUMAN26716	ORYLA04235
OG0002324	HUMAN26593	ORYLA02003
OG0002325	HUMAN15321	ORYLA09407
OG0002325	HUMAN19341	ORYLA09406
OG0002325	HUMAN19574	ORYLA08788
OG0002326	HUMAN08506	ORYLA10557
OG0002326	HUMAN25742	ORYLA11565
OG0002327	HUMAN30541, HUMAN23011	ORYLA15817
OG0002327	HUMAN21036	ORYLA13784, ORYLA15549
OG0002328	HUMAN23263	ORYLA19317
OG0002329	HUMAN24515	ORYLA02023
OG0002329	HUMAN11414	ORYLA20294
OG0002329	HUMAN24517	ORYLA02024
OG0002330	HUMAN19770	ORYLA02778
OG0002330	HUMAN11705, HUMAN11704	ORYLA03538
OG0002331	HUMAN19166	ORYLA16153
OG0002331	HUMAN14100, HUMAN14101	ORYLA02004
OG0002332	HUMAN22581	ORYLA18167
OG0002332	HUMAN17089, HUMAN17088	ORYLA17748, ORYLA02677
OG0002333	HUMAN23504	ORYLA17670
OG0002334	HUMAN23188	ORYLA09050
OG0002334	HUMAN21398	ORYLA08810, ORYLA09439
OG0002335	HUMAN02991, HUMAN02989	ORYLA08903
OG0002336	HUMAN07774	ORYLA08659
OG0002336	HUMAN17619	ORYLA10302
OG0002337	HUMAN07216	ORYLA02605
OG0002337	HUMAN13125	ORYLA03304, ORYLA04420
OG0002340	HUMAN27845	ORYLA06795
OG0002342	HUMAN24578, HUMAN24577	ORYLA05478
OG0002342	HUMAN16588, HUMAN00649	ORYLA10344
OG0002343	HUMAN03892	ORYLA14859
OG0002343	HUMAN19683	ORYLA15321
OG0002344	HUMAN11772	ORYLA03231, ORYLA04391
OG0002344	HUMAN07290, HUMAN07289	ORYLA02759
OG0002345	HUMAN04409	ORYLA15215
OG0002346	HUMAN20281	ORYLA11133
OG0002346	HUMAN04431	ORYLA19705
OG0002346	HUMAN04432	ORYLA11134
OG0002347	HUMAN05049	ORYLA20292
OG0002348	HUMAN08458	ORYLA10141
OG0002348	HUMAN04091	ORYLA04073
OG0002350	HUMAN02297, HUMAN02294	ORYLA13102
OG0002350	HUMAN29151	ORYLA18013
OG0002352	HUMAN26134, HUMAN26135, HUMAN26133	ORYLA02159, ORYLA05389
OG0002353	HUMAN19515	ORYLA04514
OG0002354	HUMAN13758	ORYLA05380
OG0002354	HUMAN19183	ORYLA13942
OG0002355	HUMAN22890	ORYLA00163, ORYLA18882
OG0002355	HUMAN24369, HUMAN24368, HUMAN24367	ORYLA18880
OG0002356	HUMAN05813	ORYLA11103, ORYLA15335
OG0002356	HUMAN16034	ORYLA17176
OG0002357	HUMAN25726	ORYLA11857
OG0002358	HUMAN04218	ORYLA14623
OG0002358	HUMAN02383	ORYLA14181
OG0002359	HUMAN09279, HUMAN09277	ORYLA10402
OG0002360	HUMAN12956, HUMAN12957	ORYLA08190
OG0002360	HUMAN26564	ORYLA01791
OG0002361	HUMAN18700	ORYLA05219
OG0002361	HUMAN08727	ORYLA11387, ORYLA10650
OG0002362	HUMAN28776	ORYLA17724
OG0002362	HUMAN09925, HUMAN14237	ORYLA06844
OG0002363	HUMAN10308	ORYLA00546, ORYLA17125
OG0002363	HUMAN13337	ORYLA08274
OG0002364	HUMAN11399	ORYLA02907
OG0002366	HUMAN19021	ORYLA16177, ORYLA16178
OG0002366	HUMAN27927	ORYLA09060
OG0002366	HUMAN11549	ORYLA12029, ORYLA15155
OG0002367	HUMAN01315	ORYLA13424
OG0002367	HUMAN23440, HUMAN23441	ORYLA02914
OG0002368	HUMAN08785, HUMAN08788	ORYLA10667, ORYLA10668
OG0002368	HUMAN16937	ORYLA04693
OG0002369	HUMAN08931	ORYLA10237
OG0002370	HUMAN16385	ORYLA05820
OG0002371	HUMAN02548	ORYLA19391, ORYLA19392
OG0002371	HUMAN08900	ORYLA10411
OG0002373	HUMAN09022, HUMAN09023	ORYLA11399, ORYLA10186
OG0002374	HUMAN13711	ORYLA06304, ORYLA06305
OG0002374	HUMAN19212	ORYLA15559, ORYLA14007
OG0002375	HUMAN26013	ORYLA06161
OG0002376	HUMAN08832	ORYLA08717, ORYLA08716
OG0002376	HUMAN04793, HUMAN04794	ORYLA07672
OG0002377	HUMAN16997	ORYLA04855
OG0002377	HUMAN08799	ORYLA11508
OG0002378	HUMAN04312	ORYLA12488
OG0002379	HUMAN21651	ORYLA13125, ORYLA13124
OG0002379	HUMAN11813, HUMAN11812	ORYLA04236
OG0002380	HUMAN18660	ORYLA17375
OG0002380	HUMAN03060, HUMAN03059, HUMAN03058	ORYLA05085
OG0002380	HUMAN22512	ORYLA02833
OG0002383	HUMAN05663	ORYLA03703, ORYLA03704, ORYLA03710, ORYLA03709, ORYLA03706, ORYLA03702
OG0002384	HUMAN29809, HUMAN29808, HUMAN12433, HUMAN12383, HUMAN02993, HUMAN02999, HUMAN06786, HUMAN06787	ORYLA02998
OG0002385	HUMAN10730	ORYLA16918
OG0002385	HUMAN20212	ORYLA07751, ORYLA17005
OG0002385	HUMAN13442	ORYLA00241, ORYLA16796
OG0002395	HUMAN28470, HUMAN28469, HUMAN28468	ORYLA07701
OG0002396	HUMAN04896	ORYLA07692
OG0002396	HUMAN17031	ORYLA04763
OG0002398	HUMAN30259, HUMAN30258	ORYLA01402, ORYLA01403
OG0002398	HUMAN17416	ORYLA09428
OG0002398	HUMAN27452	ORYLA01344, ORYLA00381
OG0002399	HUMAN19126	ORYLA14287, ORYLA15962
OG0002399	HUMAN27904	ORYLA09074
OG0002400	HUMAN20450	ORYLA15435
OG0002400	HUMAN26787	ORYLA11164
OG0002400	HUMAN24957	ORYLA14428, ORYLA15689
OG0002401	HUMAN07751, HUMAN07750, HUMAN07749	ORYLA09513, ORYLA08584
OG0002401	HUMAN22384, HUMAN22383	ORYLA12785
OG0002402	HUMAN28349	ORYLA13329
OG0002403	HUMAN21748	ORYLA06925
OG0002404	HUMAN01199	ORYLA13073
OG0002404	HUMAN14844	ORYLA16617
OG0002405	HUMAN27479	ORYLA01447
OG0002405	HUMAN07489	ORYLA09001
OG0002406	HUMAN05709, HUMAN11344, HUMAN05707, HUMAN05708	ORYLA16129
OG0002406	HUMAN11342, HUMAN11345, HUMAN11346	ORYLA14436
OG0002407	HUMAN30305, HUMAN03387	ORYLA08149
OG0002408	HUMAN11284	ORYLA12579
OG0002408	HUMAN28040	ORYLA05690
OG0002409	HUMAN30558	ORYLA16162
OG0002409	HUMAN02835	ORYLA10955
OG0002410	HUMAN19269, HUMAN19268	ORYLA15865, ORYLA16064
OG0002411	HUMAN09554	ORYLA12407
OG0002411	HUMAN01620	ORYLA01614
OG0002412	HUMAN03845	ORYLA14855
OG0002413	HUMAN14693	ORYLA16559, ORYLA07321
OG0002414	HUMAN13805	ORYLA06977, ORYLA12840
OG0002414	HUMAN19247	ORYLA15520, ORYLA16073
OG0002415	HUMAN03247	ORYLA05291
OG0002416	HUMAN25786	ORYLA11573
OG0002418	HUMAN07184	ORYLA02287
OG0002418	HUMAN05898	ORYLA05868
OG0002419	HUMAN10282	ORYLA05688
OG0002419	HUMAN10283	ORYLA16764
OG0002420	HUMAN15452, HUMAN15451	ORYLA03118
OG0002420	HUMAN09249	ORYLA10255
OG0002420	HUMAN17056, HUMAN17055	ORYLA04754
OG0002421	HUMAN09616, HUMAN09615	ORYLA19980
OG0002422	HUMAN30114, HUMAN03138	ORYLA00987
OG0002423	HUMAN26188, HUMAN21560, HUMAN21559	ORYLA09785
OG0002424	HUMAN22080	ORYLA10433, ORYLA00909
OG0002425	HUMAN00382, HUMAN00383	ORYLA15577
OG0002426	HUMAN25972, HUMAN15924	ORYLA08276
OG0002426	HUMAN25971	ORYLA16721
OG0002426	HUMAN20163	ORYLA17014
OG0002427	HUMAN06811, HUMAN06810	ORYLA11285
OG0002427	HUMAN02336, HUMAN02335	ORYLA19856
OG0002428	HUMAN26546	ORYLA01782
OG0002428	HUMAN06692, HUMAN06691	ORYLA14358
OG0002429	HUMAN11474	ORYLA15290
OG0002429	HUMAN19001	ORYLA15843
OG0002431	HUMAN05907	ORYLA05866
OG0002431	HUMAN05908	ORYLA05865
OG0002432	HUMAN24011	ORYLA01243
OG0002432	HUMAN23041	ORYLA12789, ORYLA12788
OG0002433	HUMAN13299	ORYLA08325, ORYLA16664
OG0002434	HUMAN06382	ORYLA14466, ORYLA16112
OG0002434	HUMAN06381	ORYLA08339
OG0002435	HUMAN28995, HUMAN28997	ORYLA18219
OG0002436	HUMAN20017, HUMAN20016, HUMAN20015	ORYLA17581
OG0002436	HUMAN26419	ORYLA03980, ORYLA03455
OG0002437	HUMAN29423	ORYLA17242
OG0002438	HUMAN06499, HUMAN06500	ORYLA13927
OG0002438	HUMAN17923, HUMAN17922	ORYLA09905
OG0002439	HUMAN02864	ORYLA11248
OG0002441	HUMAN30009	ORYLA03932
OG0002441	HUMAN25440	ORYLA11521
OG0002442	HUMAN11990, HUMAN16430	ORYLA00930
OG0002442	HUMAN19185	ORYLA13946
OG0002443	HUMAN06723	ORYLA14682
OG0002444	HUMAN18878	ORYLA13798
OG0002444	HUMAN02705	ORYLA18577
OG0002445	HUMAN00497	ORYLA10624
OG0002447	HUMAN09179	ORYLA13517, ORYLA13518
OG0002448	HUMAN03308	ORYLA05104, ORYLA08063
OG0002449	HUMAN04850	ORYLA07366
OG0002449	HUMAN02499	ORYLA11583
OG0002449	HUMAN08662, HUMAN08661	ORYLA10501
OG0002450	HUMAN01809	ORYLA06178
OG0002450	HUMAN23540, HUMAN23541	ORYLA17657
OG0002451	HUMAN20991	ORYLA13911
OG0002451	HUMAN06896	ORYLA20343
OG0002452	HUMAN17771	ORYLA09813, ORYLA12244
OG0002452	HUMAN13134, HUMAN13136	ORYLA08195
OG0002453	HUMAN05698, HUMAN05699	ORYLA04128
OG0002454	HUMAN07300	ORYLA02662
OG0002454	HUMAN26455, HUMAN26456	ORYLA03604, ORYLA04535
OG0002455	HUMAN00115	ORYLA15598
OG0002455	HUMAN21774	ORYLA03626
OG0002456	HUMAN20719	ORYLA01754
OG0002456	HUMAN12651	ORYLA00742
OG0002457	HUMAN08857	ORYLA10176
OG0002461	HUMAN07558	ORYLA03186
OG0002461	HUMAN22942	ORYLA00475
OG0002462	HUMAN18890, HUMAN18889, HUMAN18891	ORYLA16320
OG0002464	HUMAN03261	ORYLA08088
OG0002464	HUMAN23846	ORYLA01160, ORYLA01161
OG0002464	HUMAN23030	ORYLA00385
OG0002465	HUMAN00696	ORYLA05506
OG0002465	HUMAN28156	ORYLA01740
OG0002465	HUMAN00695	ORYLA01849
OG0002465	HUMAN27356	ORYLA12495
OG0002466	HUMAN02254	ORYLA13222
OG0002467	HUMAN00486	ORYLA10339
OG0002467	HUMAN28100	ORYLA01725
OG0002467	HUMAN16607	ORYLA10395
OG0002476	HUMAN25139	ORYLA19661
OG0002476	HUMAN11340, HUMAN11341	ORYLA15177
OG0002477	HUMAN14826	ORYLA00716
OG0002477	HUMAN15834	ORYLA09140
OG0002477	HUMAN03698	ORYLA10787
OG0002478	HUMAN28699	ORYLA00839, ORYLA01108
OG0002478	HUMAN24276	ORYLA01315
OG0002479	HUMAN07179, HUMAN07180	ORYLA17552
OG0002480	HUMAN13416	ORYLA18825
OG0002481	HUMAN15351	ORYLA04107
OG0002482	HUMAN04165	ORYLA12367, ORYLA14603
OG0002482	HUMAN24944	ORYLA11138, ORYLA15700
OG0002486	HUMAN02600, HUMAN02597, HUMAN02601, HUMAN02598, HUMAN02599	ORYLA13034, ORYLA13035, ORYLA07046
OG0002487	HUMAN08389	ORYLA10077
OG0002489	HUMAN03674, HUMAN03675	ORYLA07869
OG0002489	HUMAN18641	ORYLA10725
OG0002490	HUMAN30506	ORYLA20206
OG0002490	HUMAN26817, HUMAN26816, HUMAN26815	ORYLA03483
OG0002491	HUMAN23660	ORYLA16148
OG0002491	HUMAN14212	ORYLA13367
OG0002492	HUMAN18351	ORYLA13129
OG0002493	HUMAN25011, HUMAN25012	ORYLA10679
OG0002494	HUMAN27784, HUMAN19149	ORYLA16085
OG0002494	HUMAN19150, HUMAN19148, HUMAN27785	ORYLA14151, ORYLA14152
OG0002495	HUMAN17937	ORYLA09473
OG0002496	HUMAN28683, HUMAN28684	ORYLA17308
OG0002496	HUMAN10156	ORYLA06622
OG0002497	HUMAN12673	ORYLA16464
OG0002497	HUMAN20584	ORYLA02147
OG0002499	HUMAN00044	ORYLA04232, ORYLA16130
OG0002500	HUMAN10791	ORYLA16848
OG0002501	HUMAN13100, HUMAN13102	ORYLA04100
OG0002503	HUMAN24375, HUMAN24374	ORYLA20467
OG0002504	HUMAN26369	ORYLA03962, ORYLA03750
OG0002505	HUMAN26605	ORYLA07785
OG0002506	HUMAN08683, HUMAN08684	ORYLA11317, ORYLA11316, ORYLA10491
OG0002506	HUMAN02496	ORYLA18978
OG0002507	HUMAN28896	ORYLA19810, ORYLA02990
OG0002507	HUMAN01305	ORYLA07147
OG0002508	HUMAN12274, HUMAN12277, HUMAN12275	ORYLA04003, ORYLA03237
OG0002509	HUMAN03306	ORYLA05102
OG0002510	HUMAN05353	ORYLA03417
OG0002511	HUMAN26058, HUMAN26057	ORYLA01762
OG0002511	HUMAN18058	ORYLA09776
OG0002512	HUMAN07718	ORYLA09500
OG0002514	HUMAN01461	ORYLA15810, ORYLA13991
OG0002514	HUMAN04291	ORYLA16347
OG0002516	HUMAN05465, HUMAN05466, HUMAN05464	ORYLA03425
OG0002517	HUMAN17827	ORYLA09842
OG0002517	HUMAN12718	ORYLA20063, ORYLA20062
OG0002517	HUMAN12763	ORYLA08194
OG0002518	HUMAN00380	ORYLA14184
OG0002519	HUMAN24014	ORYLA03921
OG0002519	HUMAN07755	ORYLA12249
OG0002520	HUMAN24111	ORYLA01513
OG0002520	HUMAN22540	ORYLA00444
OG0002522	HUMAN00159	ORYLA19791
OG0002522	HUMAN05846, HUMAN05845	ORYLA05861
OG0002523	HUMAN20518	ORYLA14147
OG0002523	HUMAN27049	ORYLA10998
OG0002524	HUMAN07309	ORYLA02279
OG0002524	HUMAN26395, HUMAN26393	ORYLA03607
OG0002525	HUMAN25695	ORYLA11560
OG0002525	HUMAN21372	ORYLA03131
OG0002526	HUMAN16770, HUMAN16769	ORYLA08708
OG0002527	HUMAN02229	ORYLA06375
OG0002528	HUMAN23868	ORYLA01158
OG0002529	HUMAN18399	ORYLA18875
OG0002529	HUMAN05153, HUMAN05156	ORYLA19572
OG0002530	HUMAN23709	ORYLA18063
OG0002530	HUMAN09617	ORYLA12134, ORYLA12135, ORYLA14668
OG0002531	HUMAN02680	ORYLA00107, ORYLA05239
OG0002531	HUMAN08403, HUMAN08404	ORYLA08681
OG0002531	HUMAN04814, HUMAN04815	ORYLA01408
OG0002532	HUMAN13392	ORYLA08319
OG0002533	HUMAN11744	ORYLA03460
OG0002534	HUMAN09818	ORYLA14793, ORYLA12638
OG0002534	HUMAN28633	ORYLA06193
OG0002535	HUMAN17217	ORYLA02470, ORYLA17324
OG0002536	HUMAN03808	ORYLA20048
OG0002536	HUMAN22276	ORYLA07334
OG0002536	HUMAN27689	ORYLA17752
OG0002537	HUMAN16696, HUMAN10408, HUMAN10407	ORYLA16706, ORYLA00884
OG0002538	HUMAN18085	ORYLA08631
OG0002538	HUMAN12941, HUMAN12940	ORYLA16393, ORYLA07902
OG0002539	HUMAN20308	ORYLA11062
OG0002540	HUMAN27625	ORYLA19946
OG0002540	HUMAN27954	ORYLA02188
OG0002541	HUMAN06031	ORYLA10847
OG0002541	HUMAN24971	ORYLA15804
OG0002542	HUMAN02954	ORYLA09020
OG0002542	HUMAN12501, HUMAN06676	ORYLA16196, ORYLA14360
OG0002543	HUMAN19881	ORYLA19583, ORYLA02866
OG0002545	HUMAN01351	ORYLA15692
OG0002545	HUMAN26501	ORYLA11215, ORYLA15017
OG0002547	HUMAN25572	ORYLA11405
OG0002548	HUMAN09003	ORYLA10546
OG0002548	HUMAN15556	ORYLA03069
OG0002548	HUMAN02706	ORYLA01407, ORYLA00770, ORYLA04857
OG0002549	HUMAN21736	ORYLA06929, ORYLA03340
OG0002550	HUMAN22140	ORYLA00846, ORYLA07406
OG0002551	HUMAN30269	ORYLA00960
OG0002551	HUMAN23810	ORYLA03882
OG0002551	HUMAN23080	ORYLA12041
OG0002552	HUMAN01605, HUMAN01606, HUMAN01603, HUMAN01604	ORYLA06056
OG0002552	HUMAN09511	ORYLA14817
OG0002553	HUMAN13965	ORYLA17488, ORYLA02625
OG0002554	HUMAN24551, HUMAN08212, HUMAN08213	ORYLA02193
OG0002554	HUMAN08214	ORYLA07494
OG0002555	HUMAN08456	ORYLA10142
OG0002556	HUMAN29549, HUMAN29548	ORYLA09738, ORYLA10716
OG0002557	HUMAN24875, HUMAN24874	ORYLA18369, ORYLA01908
OG0002557	HUMAN08143	ORYLA13544
OG0002558	HUMAN02583, HUMAN08611, HUMAN08610	ORYLA18590
OG0002559	HUMAN28697, HUMAN28696	ORYLA19510
OG0002560	HUMAN29078, HUMAN29077	ORYLA18145, ORYLA02931
OG0002561	HUMAN04664, HUMAN04663	ORYLA19312
OG0002562	HUMAN14234, HUMAN14233	ORYLA17234, ORYLA13205
OG0002563	HUMAN05150, HUMAN05149	ORYLA03597
OG0002564	HUMAN13228	ORYLA07814, ORYLA07815, ORYLA17199
OG0002564	HUMAN25943	ORYLA16968
OG0002565	HUMAN00212	ORYLA15639
OG0002565	HUMAN21579	ORYLA06815, ORYLA06816
OG0002566	HUMAN22073, HUMAN22074	ORYLA19198
OG0002567	HUMAN20913	ORYLA15827
OG0002568	HUMAN22292, HUMAN22291	ORYLA13543
OG0002569	HUMAN19564, HUMAN05641	ORYLA04215
OG0002570	HUMAN18920, HUMAN18918	ORYLA19454
OG0002571	HUMAN13000	ORYLA08361
OG0002571	HUMAN20234	ORYLA07731
OG0002572	HUMAN06866, HUMAN15984, HUMAN15985, HUMAN06867, HUMAN06868	ORYLA11187
OG0002572	HUMAN04290	ORYLA12319
OG0002572	HUMAN15983	ORYLA17174
OG0002574	HUMAN16956, HUMAN08751, HUMAN08750	ORYLA11393
OG0002576	HUMAN25289, HUMAN25288, HUMAN25287, HUMAN25290	ORYLA11834
OG0002578	HUMAN00692	ORYLA12094, ORYLA12093, ORYLA13878
OG0002578	HUMAN29348	ORYLA12497
OG0002579	HUMAN26574	ORYLA01793
OG0002579	HUMAN12767	ORYLA16404
OG0002579	HUMAN27273, HUMAN27274, HUMAN27272	ORYLA07038, ORYLA07039
OG0002587	HUMAN19157	ORYLA15468
OG0002587	HUMAN14124	ORYLA02200
OG0002587	HUMAN11248	ORYLA20299
OG0002589	HUMAN22848	ORYLA19751
OG0002590	HUMAN18859	ORYLA13964
OG0002592	HUMAN17364	ORYLA17742
OG0002593	HUMAN18131	ORYLA09462
OG0002593	HUMAN12819	ORYLA08214
OG0002594	HUMAN11372	ORYLA12400
OG0002594	HUMAN08170	ORYLA06743
OG0002595	HUMAN25945	ORYLA16973
OG0002595	HUMAN13531	ORYLA07808, ORYLA16665
OG0002598	HUMAN01102, HUMAN01103	ORYLA13242
OG0002598	HUMAN28755	ORYLA06645, ORYLA17458
OG0002599	HUMAN02429	ORYLA14396
OG0002599	HUMAN20958	ORYLA14273
OG0002600	HUMAN14759	ORYLA19821
OG0002601	HUMAN18780	ORYLA04795
OG0002602	HUMAN13362	ORYLA18348
OG0002602	HUMAN10244, HUMAN10241, HUMAN10243	ORYLA16533
OG0002604	HUMAN30489, HUMAN30492, HUMAN30487, HUMAN08622, HUMAN08817, HUMAN30485, HUMAN30486, HUMAN27602	ORYLA02835
OG0002605	HUMAN01301	ORYLA06378
OG0002607	HUMAN09427, HUMAN09429	ORYLA14808
