Orthogroup	HUMAN	AMPFI_ok
OG0003912	HUMAN18812, HUMAN11530, HUMAN11531	AMPFI_24373
OG0003913	HUMAN22057	AMPFI_21191
OG0003915	HUMAN07885, HUMAN30288	AMPFI_10789
OG0003916	HUMAN07943, HUMAN28011	AMPFI_09047
OG0003917	HUMAN17384	AMPFI_16651, AMPFI_15299, AMPFI_01608
OG0003918	HUMAN24389, HUMAN22575	AMPFI_05529
OG0003919	HUMAN18228, HUMAN18229	AMPFI_15999
OG0003920	HUMAN00591, HUMAN00592	AMPFI_25048
OG0003921	HUMAN27803	AMPFI_13490
OG0003922	HUMAN21903, HUMAN21904	AMPFI_19502
OG0003923	HUMAN18230	AMPFI_15048
OG0003924	HUMAN01820	AMPFI_14060
OG0003925	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565	AMPFI_08582
OG0003927	HUMAN07340, HUMAN07339	AMPFI_25825
OG0003930	HUMAN06981, HUMAN06983	AMPFI_07230
OG0003931	HUMAN10525, HUMAN10524, HUMAN29902	AMPFI_26056
OG0003933	HUMAN21430, HUMAN07048	AMPFI_24509
OG0003934	HUMAN16284	AMPFI_16560
OG0003936	HUMAN11264	AMPFI_09358
OG0003937	HUMAN03795, HUMAN27601	AMPFI_09658
OG0003939	HUMAN02684	AMPFI_06063
OG0003940	HUMAN04396	AMPFI_19837
OG0003941	HUMAN07027	AMPFI_17393, AMPFI_15479
OG0003941	HUMAN21009	AMPFI_17021, AMPFI_17097
OG0003942	HUMAN25725	AMPFI_14927
OG0003943	HUMAN27634	AMPFI_08179
OG0003944	HUMAN21868	AMPFI_07557
OG0003945	HUMAN05797	AMPFI_05796
OG0003945	HUMAN05796, HUMAN24950	AMPFI_08691
OG0003946	HUMAN03504, HUMAN03508, HUMAN22287	AMPFI_00888
OG0003947	HUMAN22108, HUMAN27709	AMPFI_23175
OG0003948	HUMAN17355	AMPFI_09703
OG0003949	HUMAN25455, HUMAN25454	AMPFI_12679
OG0003951	HUMAN20874	AMPFI_11617
OG0003952	HUMAN25061	AMPFI_08594
OG0003953	HUMAN24118, HUMAN23048	AMPFI_19332
OG0003954	HUMAN28199, HUMAN16670	AMPFI_06716
OG0003955	HUMAN23068	AMPFI_11128
OG0003957	HUMAN14055	AMPFI_08683
OG0003958	HUMAN03241, HUMAN23908, HUMAN27697	AMPFI_00232
OG0003959	HUMAN29359	AMPFI_04671
OG0003960	HUMAN06253, HUMAN06252, HUMAN06254, HUMAN04274	AMPFI_08480
OG0003961	HUMAN00898	AMPFI_06314
OG0003962	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998	AMPFI_16905
OG0003964	HUMAN29141, HUMAN02159	AMPFI_01234
OG0003965	HUMAN00594, HUMAN00595, HUMAN00593	AMPFI_04828
OG0003966	HUMAN19472, HUMAN19475, HUMAN19474, HUMAN19476, HUMAN19471	AMPFI_05727
OG0003967	HUMAN10627	AMPFI_05943, AMPFI_08131
OG0003968	HUMAN01462, HUMAN01977	AMPFI_06736
OG0003969	HUMAN08409	AMPFI_07721
OG0003970	HUMAN07324	AMPFI_07812
OG0003971	HUMAN29506	AMPFI_14528
OG0003972	HUMAN19162	AMPFI_15565
OG0003973	HUMAN08329, HUMAN18737	AMPFI_20438
OG0003974	HUMAN06043, HUMAN06042, HUMAN03960	AMPFI_21735
OG0003997	HUMAN23065	AMPFI_13806, AMPFI_18937
OG0003998	HUMAN17020	AMPFI_05249, AMPFI_09969
OG0004000	HUMAN20817	AMPFI_21623, AMPFI_16405, AMPFI_21863
OG0004002	HUMAN02677	AMPFI_02137
OG0004004	HUMAN21663, HUMAN11010	AMPFI_09791
OG0004005	HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558	AMPFI_05677
OG0004006	HUMAN02087	AMPFI_24746, AMPFI_00872
OG0004007	HUMAN01069, HUMAN23295	AMPFI_00209
OG0004009	HUMAN22781, HUMAN03273	AMPFI_12935
OG0004010	HUMAN23360	AMPFI_15924
OG0004011	HUMAN03321, HUMAN27684	AMPFI_07886
OG0004012	HUMAN24339, HUMAN24338, HUMAN24337	AMPFI_11587
OG0004014	HUMAN18181	AMPFI_09780
OG0004015	HUMAN01156	AMPFI_12276
OG0004016	HUMAN06482	AMPFI_07732
OG0004017	HUMAN10876	AMPFI_05329, AMPFI_16787
OG0004019	HUMAN16041, HUMAN16043, HUMAN16042	AMPFI_04656, AMPFI_20503
OG0004021	HUMAN11780, HUMAN11779	AMPFI_13532
OG0004022	HUMAN29670, HUMAN29669	AMPFI_19771
OG0004023	HUMAN11239, HUMAN11240, HUMAN11242	AMPFI_24548
OG0004024	HUMAN21511, HUMAN21514, HUMAN21515	AMPFI_16537, AMPFI_25945
OG0004025	HUMAN22133	AMPFI_13676, AMPFI_23617
OG0004027	HUMAN06638, HUMAN12722	AMPFI_22283
OG0004028	HUMAN03299	AMPFI_10335
OG0004029	HUMAN20668	AMPFI_16894
OG0004031	HUMAN15780	AMPFI_05716
OG0004032	HUMAN30274, HUMAN07906	AMPFI_18750
OG0004033	HUMAN02667	AMPFI_03927
OG0004034	HUMAN09933	AMPFI_05228
OG0004035	HUMAN18569	AMPFI_24745
OG0004036	HUMAN00606, HUMAN30598, HUMAN05435	AMPFI_19780
OG0004037	HUMAN18538, HUMAN18540	AMPFI_03972
OG0004039	HUMAN25332	AMPFI_20896, AMPFI_13108
OG0004039	HUMAN25333	AMPFI_01095, AMPFI_04352
OG0004042	HUMAN04449	AMPFI_16992
OG0004043	HUMAN25302, HUMAN25301, HUMAN25303	AMPFI_09709
OG0004044	HUMAN20694	AMPFI_00282
OG0004045	HUMAN03490	AMPFI_08610
OG0004046	HUMAN07172, HUMAN07174, HUMAN07173	AMPFI_09272
OG0004047	HUMAN13570	AMPFI_19469
OG0004048	HUMAN22101, HUMAN22100	AMPFI_12579
OG0004049	HUMAN05306, HUMAN25326	AMPFI_07284
OG0004050	HUMAN20375	AMPFI_00721
OG0004051	HUMAN12917, HUMAN17896, HUMAN06505	AMPFI_17845
OG0004052	HUMAN15057, HUMAN15056	AMPFI_05448
OG0004053	HUMAN29957, HUMAN28825, HUMAN01839	AMPFI_17533
OG0004054	HUMAN08335, HUMAN15782	AMPFI_08608
OG0004055	HUMAN25842	AMPFI_10976
OG0004056	HUMAN23551, HUMAN21186	AMPFI_12573
OG0004057	HUMAN26949	AMPFI_09381
OG0004058	HUMAN16633, HUMAN16632	AMPFI_02646
OG0004059	HUMAN15829	AMPFI_10187
OG0004060	HUMAN25392	AMPFI_14285
OG0004061	HUMAN00893, HUMAN00894	AMPFI_10286
OG0004063	HUMAN07941	AMPFI_25939
OG0004064	HUMAN18276, HUMAN18275	AMPFI_07536
OG0004065	HUMAN00215, HUMAN00216	AMPFI_19408
OG0004067	HUMAN18034	AMPFI_09979
OG0004068	HUMAN30035, HUMAN30649, HUMAN30612	AMPFI_18859
OG0004069	HUMAN28854	AMPFI_11248
OG0004070	HUMAN25913, HUMAN25912	AMPFI_16812
OG0004071	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079	AMPFI_07328
OG0004072	HUMAN13160	AMPFI_04941
OG0004073	HUMAN25044, HUMAN06790, HUMAN25043	AMPFI_04508
OG0004074	HUMAN03471	AMPFI_02501
OG0004075	HUMAN10663	AMPFI_22791
OG0004076	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162	AMPFI_08732
OG0004077	HUMAN29503, HUMAN29502	AMPFI_24197
OG0004078	HUMAN03624	AMPFI_16143
OG0004079	HUMAN22873	AMPFI_22149
OG0004080	HUMAN18253, HUMAN27257	AMPFI_07191
OG0004081	HUMAN18386	AMPFI_07325
OG0004082	HUMAN18511	AMPFI_08776
OG0004083	HUMAN08562	AMPFI_03305, AMPFI_21612, AMPFI_04296
OG0004085	HUMAN07816	AMPFI_10044
OG0004086	HUMAN18693	AMPFI_24999
OG0004087	HUMAN20699, HUMAN20698, HUMAN17812	AMPFI_07453
OG0004088	HUMAN01139, HUMAN23388	AMPFI_17660, AMPFI_14733, AMPFI_18658
OG0004089	HUMAN21587	AMPFI_00735
OG0004090	HUMAN06601	AMPFI_22810
OG0004091	HUMAN28496	AMPFI_15165
OG0004092	HUMAN26216, HUMAN12524	AMPFI_06912
OG0004093	HUMAN27002	AMPFI_17563
OG0004094	HUMAN29054	AMPFI_05712
OG0004096	HUMAN02141	AMPFI_17501
OG0004097	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360	AMPFI_07052
OG0004098	HUMAN28862, HUMAN01104	AMPFI_25761, AMPFI_22663, AMPFI_04786
OG0004099	HUMAN16085, HUMAN20170	AMPFI_13965
OG0004100	HUMAN06958	AMPFI_19382
OG0004101	HUMAN12860	AMPFI_18949
OG0004102	HUMAN03466	AMPFI_15461
OG0004103	HUMAN19037	AMPFI_17250, AMPFI_04569
OG0004104	HUMAN14010	AMPFI_03708
OG0004105	HUMAN28120	AMPFI_00050
OG0004106	HUMAN00170, HUMAN00171, HUMAN00169	AMPFI_09128
OG0004107	HUMAN01953, HUMAN01952	AMPFI_09933
OG0004108	HUMAN03070, HUMAN03126	AMPFI_11075
OG0004110	HUMAN23820, HUMAN03249	AMPFI_12307
OG0004111	HUMAN28066, HUMAN16652	AMPFI_07741
OG0004112	HUMAN01822, HUMAN01821	AMPFI_03998, AMPFI_17086, AMPFI_15301
OG0004113	HUMAN20537	AMPFI_10578
OG0004114	HUMAN04859, HUMAN04858, HUMAN04860	AMPFI_07189
OG0004115	HUMAN21493	AMPFI_13715, AMPFI_12783
OG0004116	HUMAN05608, HUMAN05607	AMPFI_14003
OG0004117	HUMAN27879	AMPFI_20356, AMPFI_18086, AMPFI_18869, AMPFI_20713
OG0004118	HUMAN26960	AMPFI_15447
OG0004119	HUMAN15237, HUMAN15236	AMPFI_07138
OG0004120	HUMAN03333	AMPFI_07749
OG0004121	HUMAN00202, HUMAN21585	AMPFI_19218
OG0004122	HUMAN29461, HUMAN29462	AMPFI_02482
OG0004123	HUMAN05600	AMPFI_13800
OG0004124	HUMAN19130, HUMAN27894	AMPFI_07154
OG0004125	HUMAN13509, HUMAN13505, HUMAN13508, HUMAN13502, HUMAN13503	AMPFI_01741
OG0004126	HUMAN05543, HUMAN19543	AMPFI_16862
OG0004127	HUMAN27924, HUMAN27923	AMPFI_23987
OG0004128	HUMAN20446, HUMAN16881, HUMAN16882	AMPFI_01941
OG0004129	HUMAN02978	AMPFI_01837
OG0004130	HUMAN01818	AMPFI_17105
OG0004131	HUMAN19907, HUMAN19906	AMPFI_02623
OG0004132	HUMAN27969	AMPFI_13812
OG0004133	HUMAN18302, HUMAN07684	AMPFI_00729
OG0004135	HUMAN25931, HUMAN25933, HUMAN25932, HUMAN13193	AMPFI_23953
OG0004136	HUMAN02427	AMPFI_00272
OG0004137	HUMAN28841	AMPFI_22552, AMPFI_04601, AMPFI_01476
OG0004141	HUMAN30535, HUMAN30533	AMPFI_16850
OG0004142	HUMAN14999	AMPFI_18239
OG0004143	HUMAN28620, HUMAN09650	AMPFI_15415
OG0004144	HUMAN20558, HUMAN21379	AMPFI_12498, AMPFI_08519, AMPFI_23218
OG0004145	HUMAN08310, HUMAN18750	AMPFI_03194
OG0004146	HUMAN07308	AMPFI_03964
OG0004147	HUMAN21565	AMPFI_22254
OG0004148	HUMAN12377	AMPFI_12585
OG0004149	HUMAN07609, HUMAN30337	AMPFI_26020
OG0004150	HUMAN20665	AMPFI_21548
OG0004150	HUMAN20664	AMPFI_13804
OG0004151	HUMAN11355, HUMAN11356	AMPFI_00134
OG0004153	HUMAN24083	AMPFI_22147
OG0004154	HUMAN16602	AMPFI_13478
OG0004156	HUMAN21442	AMPFI_06309
OG0004157	HUMAN29821	AMPFI_19370
OG0004158	HUMAN17542, HUMAN27299	AMPFI_07649
OG0004159	HUMAN15832, HUMAN08705	AMPFI_08829
OG0004160	HUMAN00868	AMPFI_00568
OG0004161	HUMAN17700	AMPFI_14248, AMPFI_05464
OG0004162	HUMAN25916	AMPFI_16383
OG0004163	HUMAN24942, HUMAN24943, HUMAN04161, HUMAN04162, HUMAN04160	AMPFI_06150
OG0004164	HUMAN03236, HUMAN23812, HUMAN23813	AMPFI_05757
OG0004166	HUMAN27687	AMPFI_19424
OG0004167	HUMAN04738, HUMAN04739	AMPFI_24252, AMPFI_22854
OG0004169	HUMAN13644	AMPFI_09723
OG0004171	HUMAN15518	AMPFI_05713
OG0004172	HUMAN04361	AMPFI_00440, AMPFI_01178, AMPFI_25500, AMPFI_20424, AMPFI_16593, AMPFI_23370, AMPFI_16809, AMPFI_01504
OG0004174	HUMAN28907, HUMAN28908	AMPFI_00630
OG0004174	HUMAN28909, HUMAN28911	AMPFI_09404
OG0004175	HUMAN23276, HUMAN23275	AMPFI_03090, AMPFI_00672, AMPFI_01928
OG0004178	HUMAN30555, HUMAN30556	AMPFI_03249
OG0004179	HUMAN10496, HUMAN10497, HUMAN12064, HUMAN12065, HUMAN12066, HUMAN12169	AMPFI_06442
OG0004180	HUMAN27280, HUMAN18278, HUMAN27279	AMPFI_06582
OG0004181	HUMAN22409	AMPFI_10263
OG0004182	HUMAN19435	AMPFI_15250
OG0004183	HUMAN07292, HUMAN07291	AMPFI_11544
OG0004184	HUMAN02697	AMPFI_12472
OG0004185	HUMAN01862, HUMAN20490	AMPFI_18248
OG0004186	HUMAN08997, HUMAN08995, HUMAN02715	AMPFI_18492
OG0004187	HUMAN11528, HUMAN08193, HUMAN08194	AMPFI_19435
OG0004188	HUMAN08423, HUMAN08422	AMPFI_24196
OG0004190	HUMAN12134, HUMAN12135, HUMAN12136, HUMAN12137, HUMAN12133	AMPFI_25836
OG0004214	HUMAN24477	AMPFI_11834
OG0004215	HUMAN12295, HUMAN12294, HUMAN12293	AMPFI_05972
OG0004216	HUMAN20287	AMPFI_02909
OG0004217	HUMAN22836	AMPFI_11613
OG0004219	HUMAN17843, HUMAN17842	AMPFI_05687
OG0004220	HUMAN28630	AMPFI_06135
OG0004222	HUMAN08455	AMPFI_22508
OG0004223	HUMAN05025, HUMAN05023	AMPFI_14106, AMPFI_14107
OG0004225	HUMAN06624, HUMAN06623, HUMAN27310	AMPFI_15711
OG0004226	HUMAN08493	AMPFI_10795
OG0004227	HUMAN00825	AMPFI_07234
OG0004228	HUMAN27429	AMPFI_24494
OG0004229	HUMAN03153	AMPFI_04684
OG0004230	HUMAN05581	AMPFI_16103
OG0004231	HUMAN13253	AMPFI_06317, AMPFI_24209
OG0004232	HUMAN22434	AMPFI_18466
OG0004233	HUMAN00119	AMPFI_05856
OG0004234	HUMAN18015, HUMAN18014	AMPFI_16563, AMPFI_04170, AMPFI_09059
OG0004235	HUMAN12116	AMPFI_18111
OG0004236	HUMAN16992	AMPFI_18952
OG0004237	HUMAN22943	AMPFI_10494
OG0004238	HUMAN24523	AMPFI_17804, AMPFI_21342, AMPFI_25643
OG0004239	HUMAN18995	AMPFI_05780
OG0004240	HUMAN18709, HUMAN04795, HUMAN18710	AMPFI_18787
OG0004241	HUMAN07668	AMPFI_24897
OG0004243	HUMAN12837	AMPFI_10050
OG0004244	HUMAN21470, HUMAN21469	AMPFI_25390
OG0004245	HUMAN03723, HUMAN03722, HUMAN07043	AMPFI_14565
OG0004246	HUMAN12879, HUMAN12881	AMPFI_08562
OG0004248	HUMAN18975	AMPFI_06429
OG0004249	HUMAN22546	AMPFI_13244
OG0004251	HUMAN01265	AMPFI_12152, AMPFI_09987
OG0004252	HUMAN25401, HUMAN25402, HUMAN25400	AMPFI_09692
OG0004253	HUMAN10905, HUMAN26337	AMPFI_11137
OG0004254	HUMAN27698	AMPFI_23528
OG0004255	HUMAN20924	AMPFI_05607
OG0004257	HUMAN17628	AMPFI_12483
OG0004258	HUMAN19337	AMPFI_04576
OG0004259	HUMAN09749	AMPFI_05436
OG0004260	HUMAN09461, HUMAN09462	AMPFI_03269
OG0004261	HUMAN13774	AMPFI_09942
OG0004262	HUMAN08768, HUMAN08767, HUMAN08769	AMPFI_15895
OG0004263	HUMAN17547, HUMAN17546	AMPFI_19144
OG0004265	HUMAN01336	AMPFI_24112, AMPFI_22206
OG0004266	HUMAN07181	AMPFI_04244
OG0004267	HUMAN06039, HUMAN03918	AMPFI_03672
OG0004268	HUMAN15199, HUMAN15201	AMPFI_19077
OG0004269	HUMAN03613	AMPFI_02131
OG0004270	HUMAN01652	AMPFI_22607
OG0004271	HUMAN26827	AMPFI_00357
OG0004272	HUMAN23571	AMPFI_03000, AMPFI_03190
OG0004273	HUMAN12115, HUMAN12114	AMPFI_20320, AMPFI_02222, AMPFI_01584
OG0004274	HUMAN11120	AMPFI_14696
OG0004275	HUMAN06232, HUMAN21152, HUMAN21151	AMPFI_10196
OG0004278	HUMAN28639	AMPFI_00741
OG0004279	HUMAN28927	AMPFI_20800
OG0004281	HUMAN21313	AMPFI_08580
OG0004281	HUMAN21314	AMPFI_21877
OG0004282	HUMAN00466	AMPFI_03603
OG0004283	HUMAN22365	AMPFI_22058
OG0004284	HUMAN22289	AMPFI_07793
OG0004285	HUMAN24318, HUMAN24317, HUMAN24319	AMPFI_05686
OG0004286	HUMAN26392	AMPFI_11804, AMPFI_11033
OG0004288	HUMAN23255	AMPFI_12843
OG0004289	HUMAN08406	AMPFI_15989
OG0004290	HUMAN11088, HUMAN11089, HUMAN26173	AMPFI_20931
OG0004294	HUMAN04148, HUMAN04149, HUMAN02311, HUMAN02310	AMPFI_25254
OG0004295	HUMAN14256	AMPFI_09939
OG0004296	HUMAN22583, HUMAN22582	AMPFI_17160
OG0004297	HUMAN24896	AMPFI_04000
OG0004298	HUMAN05125, HUMAN05123, HUMAN05124	AMPFI_01036
OG0004299	HUMAN22961, HUMAN05108, HUMAN22962	AMPFI_10108
OG0004300	HUMAN28866, HUMAN28867	AMPFI_20207
OG0004301	HUMAN04644	AMPFI_21938
OG0004302	HUMAN23334	AMPFI_16467
OG0004303	HUMAN18308, HUMAN18307	AMPFI_18613
OG0004305	HUMAN14140	AMPFI_12729
OG0004306	HUMAN24566, HUMAN24565	AMPFI_17375
OG0004307	HUMAN13513	AMPFI_10120
OG0004308	HUMAN30057	AMPFI_06434
OG0004310	HUMAN15096, HUMAN15095	AMPFI_01502
OG0004311	HUMAN15083, HUMAN09966	AMPFI_19446
OG0004312	HUMAN01959	AMPFI_14477
OG0004314	HUMAN02115, HUMAN29290, HUMAN29291	AMPFI_17299
OG0004315	HUMAN03740, HUMAN03739	AMPFI_11714
OG0004316	HUMAN26704, HUMAN21828	AMPFI_06233
OG0004318	HUMAN13522	AMPFI_21243
OG0004319	HUMAN04163, HUMAN27066	AMPFI_07860
OG0004321	HUMAN03148	AMPFI_03701
OG0004322	HUMAN24558	AMPFI_05719
OG0004324	HUMAN19248	AMPFI_13538
OG0004327	HUMAN05117, HUMAN05116	AMPFI_15196
OG0004328	HUMAN18966, HUMAN18965	AMPFI_06204
OG0004330	HUMAN08424	AMPFI_21323, AMPFI_04638
OG0004331	HUMAN08295	AMPFI_13825
OG0004332	HUMAN05580	AMPFI_12419, AMPFI_16570, AMPFI_16569
OG0004333	HUMAN28274	AMPFI_02290
OG0004334	HUMAN00979	AMPFI_04344
OG0004334	HUMAN00978	AMPFI_23930
OG0004335	HUMAN22919	AMPFI_01647
OG0004337	HUMAN01473	AMPFI_08351
OG0004338	HUMAN05208	AMPFI_03726
OG0004341	HUMAN13188, HUMAN13187	AMPFI_19963
OG0004341	HUMAN13186, HUMAN13190	AMPFI_12804
OG0004342	HUMAN22854, HUMAN22853	AMPFI_25181, AMPFI_12541, AMPFI_02766
OG0004343	HUMAN03765, HUMAN03766	AMPFI_14022
OG0004344	HUMAN30235, HUMAN30231, HUMAN30232	AMPFI_24893
OG0004345	HUMAN29416	AMPFI_12564
OG0004346	HUMAN01204	AMPFI_12405
OG0004348	HUMAN29749	AMPFI_02439
OG0004349	HUMAN08332, HUMAN08333	AMPFI_24895
OG0004350	HUMAN25142	AMPFI_18421
OG0004351	HUMAN05858	AMPFI_20164
OG0004352	HUMAN18365, HUMAN18370, HUMAN18368, HUMAN18369, HUMAN05871, HUMAN05872, HUMAN05869, HUMAN05870	AMPFI_25758
OG0004353	HUMAN05861	AMPFI_13654
OG0004354	HUMAN19964	AMPFI_11067
OG0004355	HUMAN20522, HUMAN06764	AMPFI_09199
OG0004356	HUMAN21882	AMPFI_05341
OG0004357	HUMAN17377	AMPFI_08395
OG0004358	HUMAN20550, HUMAN20551, HUMAN20549	AMPFI_22150
OG0004359	HUMAN29937	AMPFI_05530
OG0004360	HUMAN02590	AMPFI_14833
OG0004361	HUMAN02280	AMPFI_04236
OG0004362	HUMAN12669, HUMAN20594	AMPFI_09867
OG0004364	HUMAN16782, HUMAN16785	AMPFI_11780
OG0004365	HUMAN09827, HUMAN09826, HUMAN09828, HUMAN09829	AMPFI_18925
OG0004366	HUMAN11404	AMPFI_11770
OG0004367	HUMAN25086, HUMAN25087, HUMAN25088	AMPFI_16806
OG0004368	HUMAN02041, HUMAN24846	AMPFI_05539
OG0004369	HUMAN29479	AMPFI_22531
OG0004370	HUMAN26663	AMPFI_05169
OG0004373	HUMAN00854	AMPFI_02861
OG0004374	HUMAN13158	AMPFI_07980
OG0004375	HUMAN09491	AMPFI_04718, AMPFI_20500, AMPFI_21503, AMPFI_04176
OG0004376	HUMAN26330, HUMAN19958	AMPFI_15019
OG0004377	HUMAN28605	AMPFI_03913
OG0004378	HUMAN11677, HUMAN11679, HUMAN11678	AMPFI_09387
OG0004379	HUMAN15965, HUMAN06117, HUMAN15966	AMPFI_07942
OG0004380	HUMAN02379, HUMAN06115	AMPFI_00883
OG0004381	HUMAN01741	AMPFI_23751
OG0004382	HUMAN23495	AMPFI_13422
OG0004383	HUMAN08351	AMPFI_10019, AMPFI_10486
OG0004384	HUMAN02637, HUMAN02638, HUMAN02636	AMPFI_21506
OG0004385	HUMAN29342	AMPFI_02615, AMPFI_24477
OG0004389	HUMAN00922	AMPFI_08344
OG0004390	HUMAN02225, HUMAN02224, HUMAN02227	AMPFI_17295
OG0004390	HUMAN02226	AMPFI_23808
OG0004392	HUMAN03189	AMPFI_24108
OG0004393	HUMAN03571	AMPFI_06040
OG0004395	HUMAN06742, HUMAN06741	AMPFI_20914
OG0004396	HUMAN00392, HUMAN00394, HUMAN00393	AMPFI_14937
OG0004397	HUMAN15239, HUMAN15240, HUMAN13820	AMPFI_03263
OG0004399	HUMAN20481, HUMAN20480, HUMAN20364	AMPFI_06098
OG0004400	HUMAN13800	AMPFI_13995
OG0004401	HUMAN30275, HUMAN07787	AMPFI_12672
OG0004402	HUMAN22342	AMPFI_17914
OG0004402	HUMAN22341	AMPFI_15887
OG0004403	HUMAN09951, HUMAN09950, HUMAN09949	AMPFI_14279
OG0004404	HUMAN09714	AMPFI_14466
OG0004405	HUMAN30602, HUMAN30601, HUMAN30590	AMPFI_14300
OG0004406	HUMAN04951, HUMAN04950, HUMAN08313	AMPFI_11302
OG0004407	HUMAN08685	AMPFI_09013
OG0004408	HUMAN05224, HUMAN05225	AMPFI_05190
OG0004409	HUMAN06237, HUMAN06235, HUMAN06234, HUMAN06236, HUMAN21149, HUMAN06233	AMPFI_00146
OG0004413	HUMAN20485	AMPFI_25865
OG0004414	HUMAN05744, HUMAN05743	AMPFI_19124
OG0004415	HUMAN27786	AMPFI_04130
OG0004417	HUMAN27641, HUMAN27642, HUMAN27644, HUMAN27646, HUMAN27643, HUMAN01111, HUMAN27645	AMPFI_06225
OG0004418	HUMAN23600	AMPFI_23017, AMPFI_07133
OG0004419	HUMAN17223, HUMAN17224, HUMAN17222	AMPFI_07957
OG0004420	HUMAN00120, HUMAN21941, HUMAN21942	AMPFI_10754
OG0004421	HUMAN20973	AMPFI_12127
OG0004422	HUMAN09643, HUMAN23503	AMPFI_13563
OG0004423	HUMAN24585	AMPFI_14942
OG0004424	HUMAN20454, HUMAN20451	AMPFI_17270
OG0004425	HUMAN20710, HUMAN12646, HUMAN12647	AMPFI_21164
OG0004426	HUMAN08417, HUMAN15503, HUMAN15502	AMPFI_21633
OG0004427	HUMAN20530, HUMAN17506, HUMAN17507	AMPFI_22834
OG0004459	HUMAN03665	AMPFI_11564
OG0004460	HUMAN02348	AMPFI_25193
OG0004461	HUMAN06949, HUMAN25050	AMPFI_19555
OG0004462	HUMAN07884	AMPFI_08624
OG0004463	HUMAN12013	AMPFI_12899
OG0004465	HUMAN25551	AMPFI_23112, AMPFI_12347
OG0004467	HUMAN07304	AMPFI_21984
OG0004468	HUMAN04543	AMPFI_16351
OG0004471	HUMAN17967, HUMAN17970, HUMAN17969, HUMAN17968	AMPFI_00393
OG0004472	HUMAN26987	AMPFI_11440
OG0004475	HUMAN10492, HUMAN06062	AMPFI_18546
OG0004476	HUMAN07423, HUMAN07424	AMPFI_14753
OG0004478	HUMAN11200, HUMAN11199	AMPFI_03975
OG0004479	HUMAN13760	AMPFI_09403
OG0004483	HUMAN18285, HUMAN18287, HUMAN18286, HUMAN18283, HUMAN18284	AMPFI_19423, AMPFI_14818
OG0004484	HUMAN00032	AMPFI_19765
OG0004485	HUMAN05734	AMPFI_06466
OG0004486	HUMAN28381	AMPFI_08587
OG0004487	HUMAN22433	AMPFI_05702
OG0004488	HUMAN09530, HUMAN01783	AMPFI_01993
OG0004489	HUMAN20466, HUMAN20464	AMPFI_09296, AMPFI_09295
OG0004490	HUMAN16011, HUMAN16009, HUMAN16010, HUMAN16008	AMPFI_22429
OG0004491	HUMAN15224	AMPFI_00308, AMPFI_15346
OG0004492	HUMAN03895	AMPFI_09360
OG0004493	HUMAN00735, HUMAN00736, HUMAN00734	AMPFI_05970
OG0004494	HUMAN10688, HUMAN10687, HUMAN10686	AMPFI_05453
OG0004495	HUMAN01257	AMPFI_07695
OG0004496	HUMAN21326	AMPFI_03101
OG0004497	HUMAN11496	AMPFI_22097
OG0004497	HUMAN11497	AMPFI_00339
OG0004498	HUMAN21502, HUMAN21503	AMPFI_06947
OG0004499	HUMAN02497, HUMAN08698, HUMAN08697	AMPFI_03990
OG0004500	HUMAN27616	AMPFI_13920
OG0004501	HUMAN00494	AMPFI_09291
OG0004502	HUMAN00324	AMPFI_03587
OG0004505	HUMAN17948	AMPFI_08535
OG0004506	HUMAN13338, HUMAN13340	AMPFI_12628, AMPFI_09386
OG0004507	HUMAN23622, HUMAN23623, HUMAN23621	AMPFI_07072
OG0004509	HUMAN02069	AMPFI_09182
OG0004510	HUMAN29607	AMPFI_09345
OG0004511	HUMAN19795, HUMAN12268	AMPFI_07637
OG0004512	HUMAN09321	AMPFI_11410
OG0004514	HUMAN20024	AMPFI_09041
OG0004515	HUMAN03769, HUMAN03768, HUMAN03770	AMPFI_01381
OG0004516	HUMAN13122	AMPFI_18645
OG0004517	HUMAN13286, HUMAN13288, HUMAN13287	AMPFI_15751
OG0004518	HUMAN29301, HUMAN14475	AMPFI_09048
OG0004519	HUMAN21150	AMPFI_04665
OG0004520	HUMAN22045	AMPFI_06584
OG0004523	HUMAN01827, HUMAN01829	AMPFI_08056
OG0004524	HUMAN20054	AMPFI_07394
OG0004525	HUMAN01279	AMPFI_07588
OG0004526	HUMAN29357	AMPFI_10087
OG0004527	HUMAN01091	AMPFI_10883
OG0004528	HUMAN11778	AMPFI_13182, AMPFI_00906
OG0004528	HUMAN11777	AMPFI_01925
OG0004529	HUMAN25204, HUMAN25205	AMPFI_09696
OG0004530	HUMAN30172, HUMAN29605	AMPFI_12855
OG0004531	HUMAN29624	AMPFI_11383
OG0004532	HUMAN10136	AMPFI_16151
OG0004533	HUMAN09658, HUMAN14386	AMPFI_22456
OG0004534	HUMAN07572, HUMAN07573	AMPFI_18106, AMPFI_00646
OG0004535	HUMAN15447, HUMAN15446, HUMAN15448	AMPFI_22124
