Orthogroup	HUMAN	XENTR
OG0003454	HUMAN12804, HUMAN12803	XENTR06943
OG0003454	HUMAN02907	XENTR12431
OG0003455	HUMAN20526	XENTR18377
OG0003456	HUMAN13016	XENTR10526
OG0003457	HUMAN27789	XENTR04624
OG0003457	HUMAN16567	XENTR08027
OG0003458	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212	XENTR11788
OG0003459	HUMAN16899	XENTR01653
OG0003460	HUMAN16828	XENTR05095
OG0003461	HUMAN24927, HUMAN24928	XENTR15751
OG0003462	HUMAN14649	XENTR16197
OG0003463	HUMAN02584	XENTR11861
OG0003463	HUMAN15575	XENTR11992
OG0003464	HUMAN25957	XENTR00966
OG0003465	HUMAN29422, HUMAN29421	XENTR06176
OG0003466	HUMAN03596	XENTR11842
OG0003467	HUMAN28399	XENTR17927
OG0003468	HUMAN08265, HUMAN08264	XENTR02404
OG0003469	HUMAN26180	XENTR12948
OG0003470	HUMAN13976	XENTR05074
OG0003471	HUMAN16952	XENTR06561
OG0003472	HUMAN29613	XENTR13142
OG0003473	HUMAN19355	XENTR00629
OG0003473	HUMAN05515, HUMAN05516	XENTR14470
OG0003474	HUMAN28089	XENTR05119
OG0003474	HUMAN00685	XENTR13688
OG0003475	HUMAN21366	XENTR16240
OG0003476	HUMAN02837	XENTR00760
OG0003477	HUMAN25241	XENTR08073
OG0003478	HUMAN08716, HUMAN08715	XENTR12098
OG0003479	HUMAN02334	XENTR02579
OG0003479	HUMAN20427	XENTR16286, XENTR11231
OG0003480	HUMAN13707, HUMAN13705	XENTR09961
OG0003481	HUMAN17835	XENTR05415
OG0003482	HUMAN06885	XENTR09273
OG0003482	HUMAN04192	XENTR18489
OG0003483	HUMAN02672	XENTR07509
OG0003484	HUMAN13982	XENTR05070
OG0003484	HUMAN09522	XENTR17032
OG0003485	HUMAN06743	XENTR10111
OG0003486	HUMAN25368	XENTR14251, XENTR14252
OG0003487	HUMAN01641	XENTR18643
OG0003488	HUMAN27887	XENTR06590
OG0003489	HUMAN00472	XENTR05327
OG0003489	HUMAN25219	XENTR05749
OG0003490	HUMAN07486	XENTR10771
OG0003491	HUMAN18345	XENTR03228
OG0003491	HUMAN07660	XENTR07233
OG0003492	HUMAN17154	XENTR01960
OG0003492	HUMAN03405	XENTR06706
OG0003493	HUMAN01078	XENTR00341
OG0003495	HUMAN19550	XENTR15577
OG0003495	HUMAN18833, HUMAN27823	XENTR04647
OG0003496	HUMAN05409	XENTR05780
OG0003497	HUMAN05604	XENTR06024, XENTR18982
OG0003498	HUMAN22332, HUMAN22333	XENTR03494
OG0003499	HUMAN15248, HUMAN15247, HUMAN15246	XENTR09564
OG0003500	HUMAN17492	XENTR14238
OG0003500	HUMAN09263	XENTR02385
OG0003501	HUMAN14259, HUMAN14258	XENTR10636
OG0003502	HUMAN26410, HUMAN26411	XENTR06321
OG0003503	HUMAN13541	XENTR13845
OG0003504	HUMAN13209, HUMAN13210	XENTR17440
OG0003505	HUMAN11145	XENTR00482
OG0003506	HUMAN07475	XENTR11659
OG0003506	HUMAN27460	XENTR05517
OG0003507	HUMAN14251	XENTR10640
OG0003507	HUMAN00947	XENTR00027
OG0003508	HUMAN20681	XENTR17069
OG0003508	HUMAN17821	XENTR08767
OG0003509	HUMAN11891	XENTR18947
OG0003510	HUMAN24552	XENTR02162
OG0003510	HUMAN11374	XENTR10219
OG0003511	HUMAN23502	XENTR05842
OG0003512	HUMAN07245	XENTR01185
OG0003513	HUMAN17574, HUMAN17572	XENTR16163
OG0003513	HUMAN29015	XENTR15086
OG0003514	HUMAN20926	XENTR07062
OG0003514	HUMAN26859	XENTR05972
OG0003515	HUMAN07599	XENTR10827
OG0003515	HUMAN22879	XENTR01032
OG0003516	HUMAN03685	XENTR16307
OG0003517	HUMAN04692, HUMAN04691, HUMAN04694	XENTR17629
OG0003517	HUMAN06798, HUMAN06796	XENTR11506
OG0003518	HUMAN14108	XENTR08349
OG0003519	HUMAN20557, HUMAN20556, HUMAN20554	XENTR16950
OG0003520	HUMAN21004, HUMAN08252	XENTR02410
OG0003521	HUMAN05180, HUMAN05181, HUMAN05179	XENTR17130
OG0003522	HUMAN25338	XENTR04224
OG0003523	HUMAN21871	XENTR06238
OG0003525	HUMAN07937	XENTR04572
OG0003526	HUMAN02679	XENTR07495
OG0003526	HUMAN08399	XENTR09052
OG0003527	HUMAN05242	XENTR08469
OG0003528	HUMAN07458	XENTR10782
OG0003529	HUMAN18247	XENTR04193
OG0003529	HUMAN12697, HUMAN12696	XENTR18482
OG0003530	HUMAN18072	XENTR08393
OG0003531	HUMAN09342	XENTR02395
OG0003531	HUMAN04724	XENTR17644
OG0003532	HUMAN17410	XENTR10579
OG0003533	HUMAN21079	XENTR06013
OG0003534	HUMAN08770	XENTR03027
OG0003535	HUMAN27564	XENTR02215
OG0003535	HUMAN03170	XENTR09303
OG0003536	HUMAN13847	XENTR04485
OG0003536	HUMAN18836	XENTR12968
OG0003536	HUMAN16704	XENTR16655
OG0003538	HUMAN03691	XENTR16304
OG0003539	HUMAN27654	XENTR17518
OG0003541	HUMAN11651, HUMAN11648	XENTR10222
OG0003542	HUMAN10755	XENTR11066
OG0003543	HUMAN15202	XENTR16314
OG0003543	HUMAN28052	XENTR00214
OG0003544	HUMAN00617, HUMAN00616	XENTR13004
OG0003545	HUMAN10596	XENTR01366
OG0003545	HUMAN12961	XENTR13128
OG0003546	HUMAN29089	XENTR06379
OG0003546	HUMAN02169	XENTR00109
OG0003547	HUMAN03917	XENTR12061
OG0003548	HUMAN22282	XENTR15263
OG0003549	HUMAN25712	XENTR16034
OG0003549	HUMAN29713	XENTR03980
OG0003550	HUMAN26578	XENTR11802
OG0003550	HUMAN17867	XENTR05398
OG0003551	HUMAN29003	XENTR04301
OG0003552	HUMAN01497	XENTR01989
OG0003553	HUMAN17100	XENTR06457
OG0003554	HUMAN03429	XENTR12448
OG0003555	HUMAN13236, HUMAN13235, HUMAN13238, HUMAN13237, HUMAN13240	XENTR10243, XENTR06578, XENTR10244
OG0003555	HUMAN13241	XENTR10245
OG0003557	HUMAN27746	XENTR02226
OG0003558	HUMAN09720	XENTR09307
OG0003560	HUMAN08292	XENTR06670
OG0003561	HUMAN25470	XENTR09143, XENTR09144
OG0003561	HUMAN07496	XENTR15956
OG0003562	HUMAN28168	XENTR13770
OG0003563	HUMAN10685	XENTR00974
OG0003564	HUMAN17366	XENTR01915
OG0003564	HUMAN24302	XENTR08979
OG0003565	HUMAN27729, HUMAN27728	XENTR01961
OG0003566	HUMAN04196	XENTR08703
OG0003567	HUMAN10488	XENTR12992
OG0003568	HUMAN07272	XENTR01200
OG0003569	HUMAN07054	XENTR00379
OG0003569	HUMAN02397	XENTR02589
OG0003570	HUMAN02024	XENTR15222
OG0003571	HUMAN28033	XENTR05133
OG0003571	HUMAN11183	XENTR16524
OG0003572	HUMAN15595, HUMAN15596	XENTR12331
OG0003572	HUMAN02513	XENTR07627
OG0003573	HUMAN10775	XENTR18024
OG0003576	HUMAN13837	XENTR04491
OG0003576	HUMAN13836	XENTR04492
OG0003576	HUMAN19144, HUMAN19146	XENTR02968
OG0003576	HUMAN11579, HUMAN11577	XENTR03721
OG0003578	HUMAN20028, HUMAN20029	XENTR14689, XENTR00880
OG0003579	HUMAN26278	XENTR01923
OG0003579	HUMAN22725	XENTR05581, XENTR05580
OG0003581	HUMAN04085	XENTR18268
OG0003582	HUMAN29836, HUMAN02330	XENTR13303
OG0003584	HUMAN18471	XENTR03225
OG0003584	HUMAN00178	XENTR04095
OG0003585	HUMAN25564	XENTR14346
OG0003585	HUMAN13697, HUMAN13696	XENTR09956
OG0003585	HUMAN18958	XENTR16832
OG0003597	HUMAN04460	XENTR18049
OG0003598	HUMAN29147	XENTR12005
OG0003598	HUMAN02288	XENTR01306
OG0003599	HUMAN13888, HUMAN13887	XENTR06077
OG0003601	HUMAN26533	XENTR05348, XENTR05349
OG0003603	HUMAN13251, HUMAN13246	XENTR07586
OG0003604	HUMAN12260, HUMAN12259	XENTR09462
OG0003604	HUMAN07277	XENTR01204
OG0003606	HUMAN00503	XENTR08447
OG0003607	HUMAN02686	XENTR04132
OG0003608	HUMAN02187	XENTR09171
OG0003610	HUMAN16758, HUMAN16759	XENTR18364
OG0003611	HUMAN24173	XENTR13792
OG0003612	HUMAN24816	XENTR12924
OG0003613	HUMAN20927	XENTR07063
OG0003613	HUMAN11439	XENTR18350
OG0003615	HUMAN14433	XENTR11541
OG0003616	HUMAN20505, HUMAN20506, HUMAN20504	XENTR17934
OG0003617	HUMAN21414	XENTR18835
OG0003618	HUMAN27888, HUMAN27890	XENTR06591
OG0003619	HUMAN30124, HUMAN23959	XENTR14382
OG0003620	HUMAN00037	XENTR11610
OG0003621	HUMAN05310	XENTR08477
OG0003621	HUMAN05311	XENTR08478
OG0003622	HUMAN18690	XENTR00588
OG0003623	HUMAN05857	XENTR02019
OG0003624	HUMAN28864	XENTR04842
OG0003626	HUMAN26164	XENTR09204
OG0003627	HUMAN17655, HUMAN17656	XENTR03252
OG0003628	HUMAN09742, HUMAN09740	XENTR05281
OG0003629	HUMAN21741	XENTR03081
OG0003630	HUMAN10764, HUMAN10786	XENTR17948
OG0003631	HUMAN24131	XENTR01597
OG0003632	HUMAN00145	XENTR10135
OG0003632	HUMAN21796	XENTR00270
OG0003634	HUMAN00127	XENTR10016
OG0003635	HUMAN30607	XENTR09260
OG0003638	HUMAN08782	XENTR03036
OG0003639	HUMAN11734	XENTR09450
OG0003640	HUMAN13431	XENTR07366, XENTR07389
OG0003640	HUMAN17671	XENTR15717
OG0003641	HUMAN13743, HUMAN13746, HUMAN13744	XENTR07679
OG0003642	HUMAN09836	XENTR10056
OG0003643	HUMAN02410	XENTR16883
OG0003644	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284	XENTR17108
OG0003645	HUMAN20257, HUMAN20256	XENTR03915
OG0003645	HUMAN12129, HUMAN12128	XENTR07317
OG0003646	HUMAN09524	XENTR17031, XENTR17030
OG0003647	HUMAN23500	XENTR05840
OG0003648	HUMAN16787	XENTR11369
OG0003649	HUMAN14411	XENTR11535
OG0003650	HUMAN19278, HUMAN19276, HUMAN19277	XENTR18719
OG0003651	HUMAN27840	XENTR07797
OG0003652	HUMAN05434	XENTR05790
OG0003652	HUMAN25517	XENTR01212
OG0003653	HUMAN28128	XENTR00241
OG0003653	HUMAN15232	XENTR07273
OG0003653	HUMAN08130	XENTR15919
OG0003654	HUMAN27868	XENTR14703
OG0003654	HUMAN25633	XENTR07464
OG0003655	HUMAN25720	XENTR16032
OG0003655	HUMAN07525	XENTR04379
OG0003656	HUMAN09498, HUMAN09499	XENTR08122
OG0003656	HUMAN01632	XENTR09683
OG0003657	HUMAN17897	XENTR07176
OG0003658	HUMAN26110, HUMAN26109	XENTR03326
OG0003659	HUMAN12849, HUMAN12851	XENTR06944
OG0003660	HUMAN03330	XENTR09436
OG0003661	HUMAN06668	XENTR03758
OG0003662	HUMAN03175, HUMAN03176	XENTR13147
OG0003662	HUMAN17173	XENTR18370
OG0003663	HUMAN24345	XENTR12741, XENTR07298
OG0003664	HUMAN12052	XENTR01685
OG0003665	HUMAN08464	XENTR03871
OG0003666	HUMAN29133	XENTR15411
OG0003666	HUMAN02252	XENTR03926
OG0003667	HUMAN19771	XENTR00535
OG0003668	HUMAN09899	XENTR02672
OG0003669	HUMAN29028	XENTR08683
OG0003671	HUMAN03501	XENTR13386
OG0003671	HUMAN24226	XENTR15446
OG0003672	HUMAN12138	XENTR07314
OG0003673	HUMAN25306	XENTR07879, XENTR09618, XENTR07880
OG0003674	HUMAN12022	XENTR09128
OG0003675	HUMAN20720	XENTR14931
OG0003676	HUMAN29262	XENTR00677
OG0003676	HUMAN20688	XENTR01874
OG0003677	HUMAN17731	XENTR08610
OG0003677	HUMAN02931	XENTR17285
OG0003677	HUMAN12515, HUMAN12514	XENTR15109
OG0003678	HUMAN01033	XENTR00079
OG0003678	HUMAN14660	XENTR17514
OG0003679	HUMAN21403	XENTR18397
OG0003679	HUMAN02922	XENTR12379
OG0003680	HUMAN06616	XENTR05231
OG0003681	HUMAN20399	XENTR16296, XENTR16295
OG0003681	HUMAN04398	XENTR04463
OG0003682	HUMAN02554	XENTR13445
OG0003683	HUMAN19922	XENTR01157
OG0003684	HUMAN14029	XENTR04969
OG0003685	HUMAN28658	XENTR15247
OG0003685	HUMAN09512	XENTR08131
OG0003686	HUMAN11096	XENTR05887
OG0003687	HUMAN06582	XENTR05213
OG0003687	HUMAN17984	XENTR00134
OG0003688	HUMAN00391, HUMAN00390	XENTR03091, XENTR16481, XENTR16482, XENTR16476
OG0003689	HUMAN12564	XENTR14093
OG0003689	HUMAN17888	XENTR05380
OG0003690	HUMAN08253	XENTR02409
OG0003691	HUMAN27486	XENTR14452
OG0003692	HUMAN26245	XENTR01955
OG0003693	HUMAN05789	XENTR10718
OG0003693	HUMAN21038	XENTR18258
OG0003694	HUMAN01597	XENTR17179
OG0003695	HUMAN29320	XENTR07743
OG0003695	HUMAN28471	XENTR03931
OG0003696	HUMAN26795	XENTR02869
OG0003697	HUMAN10208	XENTR07348
OG0003697	HUMAN13631	XENTR07379
OG0003698	HUMAN03524	XENTR09545
OG0003698	HUMAN27578	XENTR01970
OG0003700	HUMAN10461	XENTR15169
OG0003702	HUMAN08385	XENTR08512
OG0003703	HUMAN04604	XENTR16337
OG0003703	HUMAN09417, HUMAN09419	XENTR12841
OG0003704	HUMAN14829	XENTR14777
OG0003704	HUMAN01005	XENTR00061
OG0003705	HUMAN26525	XENTR12388
OG0003706	HUMAN24793	XENTR15599
OG0003707	HUMAN28827	XENTR17466
OG0003707	HUMAN10024	XENTR01423
OG0003708	HUMAN00455	XENTR08453
OG0003709	HUMAN15203	XENTR16313
OG0003710	HUMAN29654, HUMAN22687	XENTR06304
OG0003711	HUMAN09536	XENTR14138
OG0003712	HUMAN20248	XENTR01274
OG0003712	HUMAN10482	XENTR12990
OG0003713	HUMAN02247	XENTR03924
OG0003714	HUMAN00129, HUMAN00131, HUMAN00130	XENTR10015
OG0003716	HUMAN21975	XENTR10549
OG0003717	HUMAN24583	XENTR08367
OG0003718	HUMAN18082	XENTR10379
OG0003720	HUMAN02239	XENTR01280
OG0003720	HUMAN24894	XENTR11759
OG0003721	HUMAN08875	XENTR07713
OG0003721	HUMAN04841	XENTR09504
OG0003722	HUMAN01183	XENTR13252
OG0003722	HUMAN29299	XENTR06780
OG0003724	HUMAN00259	XENTR10087
OG0003725	HUMAN00988, HUMAN00987	XENTR00052
OG0003725	HUMAN28511	XENTR12471
OG0003726	HUMAN00634, HUMAN25217	XENTR05750
OG0003727	HUMAN15652	XENTR08237
OG0003729	HUMAN17750	XENTR03157
OG0003730	HUMAN03774	XENTR02013
OG0003731	HUMAN14612, HUMAN14611	XENTR04923
OG0003732	HUMAN17458	XENTR18126
OG0003733	HUMAN28575	XENTR04294
OG0003734	HUMAN29355	XENTR16422
OG0003735	HUMAN05437	XENTR05792
OG0003736	HUMAN11064	XENTR09558
OG0003737	HUMAN29411	XENTR06182
OG0003737	HUMAN02196	XENTR09163
OG0003738	HUMAN12341	XENTR17869
OG0003739	HUMAN17673	XENTR15714
OG0003740	HUMAN04216, HUMAN04217	XENTR15199
OG0003741	HUMAN15538	XENTR17057
OG0003742	HUMAN26023	XENTR03179
OG0003742	HUMAN06690, HUMAN06689	XENTR03778
OG0003743	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085	XENTR12518
OG0003744	HUMAN29944	XENTR06835
OG0003744	HUMAN20992	XENTR16465
OG0003745	HUMAN19746, HUMAN19745, HUMAN19747, HUMAN19744	XENTR00802
OG0003746	HUMAN18235	XENTR04180
OG0003746	HUMAN12379	XENTR06934
OG0003748	HUMAN06965, HUMAN06967, HUMAN06966	XENTR00377
OG0003749	HUMAN06179	XENTR16748
OG0003750	HUMAN18942, HUMAN18943	XENTR02453
OG0003751	HUMAN02217, HUMAN02218, HUMAN02216	XENTR09919, XENTR09920
OG0003752	HUMAN09871	XENTR05303
OG0003753	HUMAN13277, HUMAN13278, HUMAN13279	XENTR13127
OG0003753	HUMAN10303, HUMAN10302	XENTR01846
OG0003754	HUMAN04680	XENTR10153
OG0003754	HUMAN06799	XENTR11505
OG0003755	HUMAN13092	XENTR04060
OG0003756	HUMAN11263	XENTR06642
OG0003757	HUMAN15876	XENTR15569, XENTR19000
OG0003758	HUMAN06530, HUMAN06529, HUMAN06528	XENTR07110
OG0003759	HUMAN24876	XENTR16557
OG0003760	HUMAN13770, HUMAN13772, HUMAN13771	XENTR04510
OG0003760	HUMAN16624	XENTR16728
OG0003761	HUMAN09889	XENTR05309, XENTR05308
OG0003761	HUMAN28585	XENTR07160
OG0003762	HUMAN13397	XENTR07403
OG0003763	HUMAN25652	XENTR17599
OG0003764	HUMAN13587, HUMAN13588	XENTR10248
OG0003765	HUMAN30574, HUMAN30573	XENTR13156
OG0003765	HUMAN02880, HUMAN02881, HUMAN02878	XENTR06386
OG0003766	HUMAN19093	XENTR01718
OG0003768	HUMAN06974, HUMAN06975	XENTR08962
OG0003769	HUMAN08202	XENTR12425
OG0003770	HUMAN05134	XENTR14731
OG0003771	HUMAN13368, HUMAN13367	XENTR13739
OG0003771	HUMAN20264	XENTR03911
OG0003772	HUMAN11534, HUMAN11536, HUMAN11535, HUMAN11537	XENTR05943
OG0003773	HUMAN10264	XENTR01780
OG0003773	HUMAN12965	XENTR13130
OG0003775	HUMAN22617	XENTR13200
OG0003776	HUMAN19372, HUMAN19371	XENTR07141
OG0003777	HUMAN18426	XENTR01073
OG0003777	HUMAN26008	XENTR12435
OG0003778	HUMAN16925, HUMAN19684, HUMAN19685	XENTR10711
OG0003779	HUMAN11974	XENTR17121
OG0003780	HUMAN18353	XENTR09649
OG0003780	HUMAN30243	XENTR09270
OG0003780	HUMAN07642, HUMAN07641	XENTR06188
OG0003781	HUMAN22177	XENTR11089
OG0003781	HUMAN03630, HUMAN03632	XENTR16719, XENTR16718
OG0003794	HUMAN15210	XENTR05055
OG0003795	HUMAN29845	XENTR19254
OG0003798	HUMAN17950	XENTR01114
OG0003798	HUMAN06536	XENTR07104
OG0003803	HUMAN02236	XENTR01279
OG0003806	HUMAN10280	XENTR07356
OG0003807	HUMAN10605	XENTR01368, XENTR01369, XENTR01367
OG0003808	HUMAN00688, HUMAN00686	XENTR13676
OG0003809	HUMAN22691	XENTR08847
OG0003810	HUMAN07745	XENTR00906
OG0003811	HUMAN22421, HUMAN22419	XENTR05500
OG0003813	HUMAN22627	XENTR10561
OG0003813	HUMAN18665	XENTR06474
OG0003815	HUMAN25505, HUMAN15828	XENTR02090
OG0003816	HUMAN03485, HUMAN03484	XENTR07578
OG0003817	HUMAN21262	XENTR01494
OG0003818	HUMAN07697	XENTR08826
OG0003820	HUMAN28538, HUMAN28537	XENTR15816, XENTR15817
OG0003821	HUMAN01393	XENTR02570
OG0003821	HUMAN20961	XENTR07045
OG0003823	HUMAN16630, HUMAN16629	XENTR12892
OG0003823	HUMAN28229	XENTR11791
OG0003824	HUMAN27737	XENTR02218
OG0003825	HUMAN25524, HUMAN25522	XENTR01217
OG0003826	HUMAN11781	XENTR01516
OG0003827	HUMAN01147	XENTR18626
OG0003828	HUMAN29062	XENTR14525
OG0003829	HUMAN01266	XENTR04012
OG0003830	HUMAN25373, HUMAN25370	XENTR18560, XENTR14254
OG0003831	HUMAN22335	XENTR03490
OG0003833	HUMAN27613	XENTR15540
OG0003834	HUMAN14036	XENTR04978
OG0003834	HUMAN11315	XENTR18533
OG0003835	HUMAN16694	XENTR12732, XENTR12733
OG0003836	HUMAN22326	XENTR11782
OG0003836	HUMAN24116	XENTR15896
OG0003837	HUMAN13331	XENTR02506
OG0003838	HUMAN07732, HUMAN07731	XENTR00914
OG0003838	HUMAN22348	XENTR03476
OG0003839	HUMAN02039	XENTR13884
OG0003840	HUMAN09600, HUMAN01591	XENTR12159
OG0003841	HUMAN24738	XENTR12939
OG0003842	HUMAN06942	XENTR06616
OG0003843	HUMAN17036	XENTR12778, XENTR12779
OG0003844	HUMAN28532	XENTR07150
OG0003845	HUMAN13124	XENTR04055
OG0003846	HUMAN27511	XENTR02190
OG0003846	HUMAN17115, HUMAN27512, HUMAN17116	XENTR11317
OG0003847	HUMAN12497	XENTR05448
OG0003848	HUMAN02199	XENTR09160
OG0003849	HUMAN09691, HUMAN09692	XENTR02659
OG0003849	HUMAN13933	XENTR08320
OG0003850	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535	XENTR05454
OG0003851	HUMAN02979	XENTR02901
OG0003852	HUMAN10038, HUMAN10035	XENTR01443
OG0003852	HUMAN23688	XENTR00580
OG0003853	HUMAN25110, HUMAN25109	XENTR16563
OG0003854	HUMAN15023	XENTR09846
OG0003854	HUMAN10092, HUMAN10091	XENTR03116
OG0003855	HUMAN01643	XENTR18199
OG0003856	HUMAN20705	XENTR05612
OG0003857	HUMAN10555	XENTR10397
OG0003859	HUMAN16757, HUMAN16755	XENTR18118
OG0003860	HUMAN02815	XENTR19064
OG0003860	HUMAN02814	XENTR06357
OG0003861	HUMAN19469	XENTR12844
OG0003862	HUMAN17772	XENTR03149
OG0003863	HUMAN03803	XENTR10491, XENTR10490
OG0003863	HUMAN03804	XENTR02221, XENTR02222
OG0003864	HUMAN15578, HUMAN15577	XENTR11994
OG0003865	HUMAN21906	XENTR08410
OG0003865	HUMAN06498	XENTR08547
OG0003866	HUMAN29685, HUMAN05999	XENTR06311
OG0003867	HUMAN26780	XENTR02863
OG0003868	HUMAN14809	XENTR14790
OG0003868	HUMAN02201	XENTR09159, XENTR09158
OG0003869	HUMAN12692	XENTR16798
OG0003870	HUMAN16083, HUMAN16082	XENTR11422
OG0003871	HUMAN07601	XENTR10829
OG0003872	HUMAN19735	XENTR00808
OG0003873	HUMAN02732	XENTR00180
OG0003874	HUMAN01763	XENTR15862
OG0003875	HUMAN04342	XENTR04436
OG0003876	HUMAN28953, HUMAN28954	XENTR17136
OG0003878	HUMAN01357	XENTR02554
OG0003879	HUMAN09653	XENTR11236
OG0003880	HUMAN05339	XENTR13950
OG0003880	HUMAN21532, HUMAN21531	XENTR06094
OG0003881	HUMAN00160	XENTR04081
OG0003882	HUMAN27065	XENTR16402
OG0003883	HUMAN22279, HUMAN22278	XENTR08760
OG0003884	HUMAN09697	XENTR02661
OG0003885	HUMAN25203	XENTR05759
OG0003885	HUMAN24509	XENTR02123
OG0003886	HUMAN12711	XENTR01682
OG0003887	HUMAN10867, HUMAN10808	XENTR18026
OG0003887	HUMAN01579	XENTR11440
OG0003888	HUMAN19589, HUMAN19338	XENTR15148
OG0003890	HUMAN17103	XENTR06459
OG0003890	HUMAN24051	XENTR12480
OG0003892	HUMAN02849, HUMAN02848	XENTR00762
OG0003893	HUMAN17502	XENTR13880
OG0003894	HUMAN29298	XENTR06779
OG0003895	HUMAN13034	XENTR15607
OG0003896	HUMAN12343	XENTR17970
OG0003896	HUMAN25890, HUMAN25891, HUMAN25892, HUMAN25889	XENTR16273
OG0003897	HUMAN18373, HUMAN18372	XENTR09637
OG0003898	HUMAN21809, HUMAN21810	XENTR00281
OG0003899	HUMAN28708, HUMAN28709	XENTR07459
OG0003900	HUMAN04892	XENTR06624
OG0003901	HUMAN25158, HUMAN00514	XENTR10660, XENTR18510
OG0003903	HUMAN22257	XENTR11558
OG0003904	HUMAN14015	XENTR08625
OG0003904	HUMAN09983	XENTR05314
OG0003905	HUMAN06891	XENTR09275
OG0003906	HUMAN14951	XENTR05038
OG0003907	HUMAN23046	XENTR03299
OG0003908	HUMAN22926	XENTR12199
OG0003908	HUMAN06953, HUMAN06952	XENTR15544
OG0003909	HUMAN16634	XENTR13589
OG0003910	HUMAN25500	XENTR11171
OG0003910	HUMAN00725	XENTR07945
OG0003911	HUMAN18914, HUMAN18913	XENTR02501
OG0003912	HUMAN11530, HUMAN11531	XENTR07778
OG0003913	HUMAN22057	XENTR15388
OG0003914	HUMAN09921, HUMAN09922	XENTR02686
OG0003915	HUMAN07885	XENTR02712
OG0003915	HUMAN30288	XENTR00701
OG0003916	HUMAN07943	XENTR04593
OG0003916	HUMAN28011	XENTR05144
OG0003917	HUMAN17384	XENTR00420, XENTR10594
OG0003918	HUMAN22575	XENTR06731
OG0003919	HUMAN18229	XENTR14692
OG0003920	HUMAN00591, HUMAN00592	XENTR12856
OG0003921	HUMAN27803	XENTR04630
OG0003922	HUMAN21903, HUMAN21904	XENTR08412
OG0003923	HUMAN18230	XENTR04190
OG0003924	HUMAN28661	XENTR13976
OG0003925	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565	XENTR05466
OG0003927	HUMAN07340, HUMAN07339	XENTR06337, XENTR06338
OG0003928	HUMAN27971	XENTR12557, XENTR12558
OG0003929	HUMAN11590, HUMAN11588	XENTR03727
OG0003930	HUMAN06982	XENTR10794
OG0003931	HUMAN10525, HUMAN10524, HUMAN29902	XENTR10403
OG0003933	HUMAN21430	XENTR11134
OG0003933	HUMAN07048	XENTR10793
OG0003934	HUMAN16284	XENTR05679
OG0003935	HUMAN08472, HUMAN08471	XENTR03877
OG0003936	HUMAN11264	XENTR06644
OG0003937	HUMAN03795	XENTR01997
OG0003937	HUMAN27601	XENTR01986
OG0003938	HUMAN16018	XENTR15244
OG0003939	HUMAN02684	XENTR04150
OG0003940	HUMAN04396	XENTR04461
OG0003941	HUMAN07026	XENTR10808
OG0003942	HUMAN25725	XENTR17940
OG0003944	HUMAN21868	XENTR06236
OG0003945	HUMAN05796	XENTR18416
OG0003946	HUMAN03504, HUMAN03508	XENTR08261
OG0003946	HUMAN22287	XENTR12173
OG0003947	HUMAN22108	XENTR08870
OG0003947	HUMAN27709	XENTR02239
OG0003949	HUMAN25455, HUMAN25454	XENTR02519
OG0003950	HUMAN03842, HUMAN03843	XENTR10159
OG0003951	HUMAN20874	XENTR02805
OG0003954	HUMAN28199	XENTR15739
OG0003954	HUMAN16670	XENTR07597
OG0003955	HUMAN23068	XENTR03281
OG0003957	HUMAN25496	XENTR11174
OG0003957	HUMAN14055	XENTR13241
OG0003958	HUMAN03241	XENTR08137
OG0003959	HUMAN29359	XENTR19068
OG0003960	HUMAN06253, HUMAN06252, HUMAN06254	XENTR02354
OG0003960	HUMAN04274	XENTR13704
OG0003961	HUMAN00898	XENTR09360
OG0003962	HUMAN30606	XENTR09257
OG0003962	HUMAN07757	XENTR00890
OG0003962	HUMAN22850	XENTR15298
OG0003962	HUMAN23998	XENTR13042
OG0003965	HUMAN00594, HUMAN00595, HUMAN00593	XENTR12041
OG0003966	HUMAN19472, HUMAN19475, HUMAN19474, HUMAN19476, HUMAN19471	XENTR12845
OG0003967	HUMAN10627	XENTR01385
OG0003968	HUMAN01977	XENTR09674
OG0003970	HUMAN07324	XENTR06325
OG0003971	HUMAN29506	XENTR16415
OG0003972	HUMAN19162	XENTR02960
OG0003973	HUMAN08329	XENTR02390
OG0003973	HUMAN18737	XENTR13883
OG0003974	HUMAN24977	XENTR07421
OG0003974	HUMAN06043, HUMAN06042, HUMAN03960	XENTR05432
OG0003978	HUMAN26994	XENTR01603
OG0003978	HUMAN30075, HUMAN03495	XENTR13382
OG0003978	HUMAN26246	XENTR01941
OG0003979	HUMAN07462, HUMAN07461	XENTR10784
OG0003979	HUMAN25188, HUMAN25189	XENTR03621, XENTR03620, XENTR03619
OG0003979	HUMAN24053	XENTR12481
OG0003979	HUMAN11566	XENTR16528
OG0003980	HUMAN00367, HUMAN00368, HUMAN00369, HUMAN00370, HUMAN00372	XENTR18634
OG0003980	HUMAN00366	XENTR16902, XENTR16903
OG0003981	HUMAN16155	XENTR10622
OG0003981	HUMAN28192	XENTR15688
