Orthogroup	HUMAN	APOSJ_ok
OG0003841	HUMAN24738	APOSJ_23433, APOSJ_23444, APOSJ_23441, APOSJ_23431
OG0003842	HUMAN06944, HUMAN06942, HUMAN06943, HUMAN06945	APOSJ_53084, APOSJ_23246
OG0003844	HUMAN28532	APOSJ_54763, APOSJ_11210
OG0003845	HUMAN13124	APOSJ_46010, APOSJ_46011, APOSJ_28260
OG0003846	HUMAN17115, HUMAN27512, HUMAN17116	APOSJ_50869
OG0003848	HUMAN02199	APOSJ_04335, APOSJ_26933
OG0003849	HUMAN09691, HUMAN09692, HUMAN13933	APOSJ_51408
OG0003850	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535	APOSJ_33809, APOSJ_33808, APOSJ_13314, APOSJ_33810
OG0003851	HUMAN02979	APOSJ_39165
OG0003852	HUMAN10038, HUMAN10035, HUMAN23688	APOSJ_52160
OG0003853	HUMAN25110, HUMAN25109	APOSJ_22563, APOSJ_22564, APOSJ_22566
OG0003854	HUMAN15023, HUMAN10092, HUMAN10091	APOSJ_34788, APOSJ_34789, APOSJ_34787
OG0003855	HUMAN01643	APOSJ_18900
OG0003857	HUMAN10555	APOSJ_05750, APOSJ_05749, APOSJ_05751, APOSJ_05756, APOSJ_05755, APOSJ_05753, APOSJ_05754, APOSJ_05752
OG0003858	HUMAN25115	APOSJ_46741, APOSJ_46742, APOSJ_46743, APOSJ_46744, APOSJ_46739, APOSJ_46740
OG0003859	HUMAN16757, HUMAN16755	APOSJ_09877, APOSJ_09876, APOSJ_09875, APOSJ_09873, APOSJ_09872, APOSJ_09868
OG0003861	HUMAN19469	APOSJ_50687, APOSJ_50689, APOSJ_50692, APOSJ_50688, APOSJ_50691, APOSJ_50690, APOSJ_62729
OG0003862	HUMAN17772	APOSJ_28388, APOSJ_28387
OG0003863	HUMAN03803, HUMAN03804	APOSJ_58367, APOSJ_30244, APOSJ_30243
OG0003864	HUMAN15578, HUMAN15577	APOSJ_55808, APOSJ_33985, APOSJ_55805, APOSJ_55807, APOSJ_10875, APOSJ_55806, APOSJ_26079, APOSJ_12876
OG0003865	HUMAN21906, HUMAN06498	APOSJ_61984, APOSJ_41752
OG0003866	HUMAN29685, HUMAN05999, HUMAN29686	APOSJ_24282, APOSJ_24283
OG0003867	HUMAN26780	APOSJ_60752, APOSJ_60753
OG0003868	HUMAN14809, HUMAN02201	APOSJ_64684, APOSJ_25045
OG0003869	HUMAN12692	APOSJ_29377, APOSJ_29373, APOSJ_29376, APOSJ_29378, APOSJ_29372, APOSJ_29375, APOSJ_29371, APOSJ_29374
OG0003870	HUMAN16083, HUMAN16082	APOSJ_23016, APOSJ_06665, APOSJ_23017, APOSJ_06660, APOSJ_11376, APOSJ_23015
OG0003872	HUMAN19735	APOSJ_05120, APOSJ_28547, APOSJ_24592, APOSJ_24596, APOSJ_28540, APOSJ_24598, APOSJ_05119, APOSJ_24597
OG0003873	HUMAN02732	APOSJ_11172
OG0003874	HUMAN01763	APOSJ_17301, APOSJ_17304, APOSJ_49370, APOSJ_17303, APOSJ_50898, APOSJ_17302, APOSJ_17300, APOSJ_17299, APOSJ_06136, APOSJ_57345, APOSJ_50894, APOSJ_50896, APOSJ_50897, APOSJ_50895
OG0003876	HUMAN28953, HUMAN28954	APOSJ_55351, APOSJ_55353, APOSJ_55352, APOSJ_55355, APOSJ_55354, APOSJ_03915, APOSJ_55350, APOSJ_03914, APOSJ_03913
OG0003878	HUMAN01357	APOSJ_11385, APOSJ_11383, APOSJ_11384, APOSJ_11386
OG0003880	HUMAN05339	APOSJ_17964, APOSJ_17963
OG0003881	HUMAN00160	APOSJ_17185, APOSJ_17184, APOSJ_17186, APOSJ_40103
OG0003882	HUMAN27065	APOSJ_34819, APOSJ_32141, APOSJ_01045, APOSJ_06437, APOSJ_60271, APOSJ_04288, APOSJ_04295, APOSJ_32142, APOSJ_60270, APOSJ_12511, APOSJ_12510, APOSJ_32140
OG0003883	HUMAN22279, HUMAN22278	APOSJ_10347
OG0003884	HUMAN09697	APOSJ_00562, APOSJ_03381, APOSJ_00563
OG0003885	HUMAN25203, HUMAN24509	APOSJ_63866
OG0003886	HUMAN12711, HUMAN02704	APOSJ_13752, APOSJ_33893, APOSJ_33892, APOSJ_33894
OG0003888	HUMAN19589, HUMAN19338	APOSJ_13717
OG0003889	HUMAN10468, HUMAN10467	APOSJ_01456
OG0003890	HUMAN17103, HUMAN24051	APOSJ_37127
OG0003892	HUMAN02849, HUMAN02848	APOSJ_49727, APOSJ_49728, APOSJ_49730, APOSJ_49729, APOSJ_49726
OG0003893	HUMAN17502	APOSJ_03597
OG0003894	HUMAN29298	APOSJ_33184, APOSJ_58008, APOSJ_58009, APOSJ_60026, APOSJ_60023, APOSJ_58006, APOSJ_60025, APOSJ_60024, APOSJ_22372, APOSJ_58004, APOSJ_58005, APOSJ_58388
OG0003895	HUMAN13034	APOSJ_23140, APOSJ_15271, APOSJ_15272, APOSJ_47883, APOSJ_23143, APOSJ_47884, APOSJ_26564, APOSJ_47888, APOSJ_44417, APOSJ_47886, APOSJ_15274, APOSJ_23142, APOSJ_23144, APOSJ_47885, APOSJ_23141, APOSJ_47887
OG0003896	HUMAN12343, HUMAN25890, HUMAN25891, HUMAN25892, HUMAN25889	APOSJ_07288, APOSJ_07289, APOSJ_07287
OG0003897	HUMAN18373, HUMAN18372	APOSJ_63844, APOSJ_31200, APOSJ_31201, APOSJ_63847, APOSJ_31202, APOSJ_31203
OG0003898	HUMAN21809, HUMAN21810	APOSJ_06075
OG0003899	HUMAN28708, HUMAN28709	APOSJ_11868, APOSJ_19887, APOSJ_19885, APOSJ_11869, APOSJ_19889, APOSJ_19888, APOSJ_23150, APOSJ_11870, APOSJ_19886, APOSJ_61318
OG0003900	HUMAN04893, HUMAN04894, HUMAN04892	APOSJ_30080, APOSJ_01157, APOSJ_30082, APOSJ_59401, APOSJ_01158, APOSJ_01159, APOSJ_59405, APOSJ_59402, APOSJ_59406, APOSJ_59403, APOSJ_59404, APOSJ_59400
OG0003901	HUMAN25158, HUMAN00514	APOSJ_16327, APOSJ_16328
OG0003903	HUMAN22257	APOSJ_56037, APOSJ_56036, APOSJ_56038, APOSJ_56039
OG0003906	HUMAN14951	APOSJ_10444, APOSJ_10449, APOSJ_10448, APOSJ_54044, APOSJ_01703, APOSJ_10450, APOSJ_16538, APOSJ_10447, APOSJ_10451, APOSJ_01700
OG0003910	HUMAN00725	APOSJ_45369, APOSJ_45364, APOSJ_45365, APOSJ_45367, APOSJ_45368, APOSJ_45371, APOSJ_45370, APOSJ_45366
OG0003911	HUMAN18913	APOSJ_45226, APOSJ_45227, APOSJ_15903, APOSJ_15901, APOSJ_55208, APOSJ_45225
OG0003912	HUMAN18812, HUMAN11530, HUMAN11531	APOSJ_24016
OG0003913	HUMAN22057	APOSJ_63633
OG0003915	HUMAN07885, HUMAN30288	APOSJ_64945, APOSJ_21997
OG0003916	HUMAN07943, HUMAN28011	APOSJ_53458, APOSJ_53460
OG0003917	HUMAN17384	APOSJ_36856
OG0003918	HUMAN24389, HUMAN22575	APOSJ_31056
OG0003919	HUMAN18228, HUMAN18229	APOSJ_35625, APOSJ_35627, APOSJ_35626
OG0003920	HUMAN00591, HUMAN00592	APOSJ_58724, APOSJ_58723
OG0003921	HUMAN27803	APOSJ_28730, APOSJ_28728
OG0003922	HUMAN21903, HUMAN21904	APOSJ_25574, APOSJ_04472, APOSJ_57037, APOSJ_04475, APOSJ_27911, APOSJ_04476
OG0003923	HUMAN18230	APOSJ_24976, APOSJ_33618, APOSJ_33619
OG0003925	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565	APOSJ_08132
OG0003926	HUMAN00418	APOSJ_02594
OG0003927	HUMAN07340, HUMAN07339	APOSJ_28277, APOSJ_25303, APOSJ_25299, APOSJ_25300, APOSJ_25304, APOSJ_25301
OG0003929	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587	APOSJ_09142, APOSJ_53843
OG0003930	HUMAN06982, HUMAN06981, HUMAN06983	APOSJ_48107, APOSJ_42192, APOSJ_42191, APOSJ_48106, APOSJ_42194, APOSJ_42196, APOSJ_42195, APOSJ_42193
OG0003931	HUMAN10525, HUMAN10524, HUMAN29902	APOSJ_19698, APOSJ_59773
OG0003933	HUMAN21430, HUMAN07048	APOSJ_45359, APOSJ_45360, APOSJ_45358, APOSJ_45363, APOSJ_45361, APOSJ_45362
OG0003934	HUMAN16284	APOSJ_39940, APOSJ_39939, APOSJ_39942, APOSJ_39941
OG0003935	HUMAN08472, HUMAN08471	APOSJ_23217, APOSJ_40665, APOSJ_54353, APOSJ_60655
OG0003936	HUMAN11264	APOSJ_08110, APOSJ_08108, APOSJ_08109, APOSJ_08107
OG0003937	HUMAN03795, HUMAN27601	APOSJ_63807, APOSJ_45221
OG0003938	HUMAN16018	APOSJ_49626
OG0003939	HUMAN02684	APOSJ_62479
OG0003940	HUMAN04396	APOSJ_24394, APOSJ_33034, APOSJ_33035, APOSJ_33037, APOSJ_33036
OG0003942	HUMAN25725	APOSJ_44121, APOSJ_42443, APOSJ_44120, APOSJ_06730, APOSJ_06731, APOSJ_19577, APOSJ_42444, APOSJ_44123
OG0003943	HUMAN27634	APOSJ_41444
OG0003944	HUMAN21868	APOSJ_26373, APOSJ_33928, APOSJ_33930, APOSJ_33932, APOSJ_33931, APOSJ_33929, APOSJ_26391
OG0003945	HUMAN05796, HUMAN24950	APOSJ_21733, APOSJ_21734
OG0003946	HUMAN03504, HUMAN03508, HUMAN22287	APOSJ_04811, APOSJ_04812
OG0003947	HUMAN22108, HUMAN27709	APOSJ_17650, APOSJ_57003, APOSJ_57002
OG0003948	HUMAN17355	APOSJ_58521, APOSJ_21538, APOSJ_22203, APOSJ_21541, APOSJ_58517, APOSJ_58518, APOSJ_58520, APOSJ_58519, APOSJ_58522, APOSJ_21540, APOSJ_25264, APOSJ_21536, APOSJ_58523, APOSJ_21537, APOSJ_19056, APOSJ_21539
OG0003949	HUMAN25455, HUMAN25454	APOSJ_56406
OG0003950	HUMAN03842	APOSJ_42086
OG0003951	HUMAN20874	APOSJ_03103, APOSJ_03107, APOSJ_03106, APOSJ_50643, APOSJ_57846, APOSJ_47150, APOSJ_03102, APOSJ_62628, APOSJ_03104, APOSJ_19032, APOSJ_50644, APOSJ_03717
OG0003952	HUMAN25061	APOSJ_39355, APOSJ_39356, APOSJ_58368, APOSJ_39350, APOSJ_58371, APOSJ_49125, APOSJ_58372, APOSJ_49121, APOSJ_58370, APOSJ_58374, APOSJ_49126, APOSJ_58369, APOSJ_38492, APOSJ_39357, APOSJ_39353, APOSJ_49124, APOSJ_49122, APOSJ_39351, APOSJ_58373, APOSJ_39352, APOSJ_39354, APOSJ_49123
OG0003953	HUMAN24118, HUMAN23048	APOSJ_41850, APOSJ_41849
OG0003954	HUMAN28199, HUMAN16670	APOSJ_58828
OG0003955	HUMAN23068	APOSJ_61724, APOSJ_61726, APOSJ_61721, APOSJ_09331, APOSJ_24651, APOSJ_09332, APOSJ_59968, APOSJ_21983, APOSJ_61725, APOSJ_61722, APOSJ_42707
OG0003957	HUMAN14055	APOSJ_48121, APOSJ_48120
OG0003958	HUMAN03241, HUMAN23908, HUMAN27697	APOSJ_58053, APOSJ_58051, APOSJ_58052, APOSJ_58050
OG0003959	HUMAN29359	APOSJ_05692
OG0003960	HUMAN06253, HUMAN06252, HUMAN06254, HUMAN04274	APOSJ_39850, APOSJ_39854, APOSJ_48898, APOSJ_39851
OG0003961	HUMAN00898	APOSJ_42022, APOSJ_30782
OG0003962	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998	APOSJ_21986
OG0003964	HUMAN29141, HUMAN02159	APOSJ_65210, APOSJ_41296, APOSJ_61485, APOSJ_61486, APOSJ_61489
OG0003965	HUMAN00594, HUMAN00595, HUMAN00593	APOSJ_19126, APOSJ_57294
OG0003966	HUMAN19472, HUMAN19475, HUMAN19474, HUMAN19476, HUMAN19471	APOSJ_50456, APOSJ_50454, APOSJ_50453, APOSJ_50455
OG0003967	HUMAN10627	APOSJ_28209, APOSJ_49131, APOSJ_28208, APOSJ_28211, APOSJ_28207, APOSJ_28210
OG0003968	HUMAN01462, HUMAN01977	APOSJ_62310, APOSJ_62311
OG0003969	HUMAN08409	APOSJ_16715, APOSJ_16714
OG0003970	HUMAN07324	APOSJ_11423, APOSJ_06933
OG0003971	HUMAN29506	APOSJ_43957, APOSJ_10259, APOSJ_09006, APOSJ_10260, APOSJ_10257, APOSJ_10254, APOSJ_43958, APOSJ_10252, APOSJ_43959, APOSJ_10258, APOSJ_43960, APOSJ_10256, APOSJ_00795, APOSJ_10255
OG0003972	HUMAN19162	APOSJ_12102, APOSJ_12104, APOSJ_12100, APOSJ_12098, APOSJ_12101, APOSJ_12103, APOSJ_12099, APOSJ_12097
OG0003973	HUMAN08329, HUMAN18737	APOSJ_04402
OG0003978	HUMAN26994, HUMAN30075, HUMAN03495, HUMAN26246	APOSJ_55760
OG0003999	HUMAN27199, HUMAN27198	APOSJ_35875, APOSJ_27825, APOSJ_27829, APOSJ_04465, APOSJ_04464, APOSJ_22309, APOSJ_27828
OG0004000	HUMAN20817	APOSJ_57306, APOSJ_19169, APOSJ_56465, APOSJ_56464, APOSJ_56463
OG0004002	HUMAN02677	APOSJ_38212
OG0004004	HUMAN21663, HUMAN11010	APOSJ_48099, APOSJ_48109, APOSJ_36172, APOSJ_36173
OG0004005	HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558	APOSJ_63218
OG0004007	HUMAN01069, HUMAN23295	APOSJ_46677
OG0004009	HUMAN22781, HUMAN03273	APOSJ_17635
OG0004010	HUMAN23360	APOSJ_61245, APOSJ_61242, APOSJ_61244, APOSJ_17871
OG0004011	HUMAN03321, HUMAN27684	APOSJ_19673
OG0004012	HUMAN24339, HUMAN24338, HUMAN24337	APOSJ_34125, APOSJ_09517, APOSJ_09518, APOSJ_25236, APOSJ_34126, APOSJ_34129, APOSJ_34127, APOSJ_09519, APOSJ_09516
OG0004014	HUMAN18181	APOSJ_00183, APOSJ_51602
OG0004015	HUMAN01156	APOSJ_52554, APOSJ_52553, APOSJ_52555, APOSJ_52556, APOSJ_58015
OG0004016	HUMAN06482	APOSJ_59805
OG0004017	HUMAN10876	APOSJ_11378, APOSJ_11375, APOSJ_11377, APOSJ_06664
OG0004019	HUMAN16041, HUMAN16043, HUMAN16042	APOSJ_40849, APOSJ_40851, APOSJ_40850
OG0004021	HUMAN11780, HUMAN11779	APOSJ_36824, APOSJ_36826, APOSJ_36823, APOSJ_30357, APOSJ_36822, APOSJ_36825
OG0004022	HUMAN29670, HUMAN29669	APOSJ_44621, APOSJ_44620
OG0004023	HUMAN27981, HUMAN11239, HUMAN11240, HUMAN11242	APOSJ_06713, APOSJ_58355, APOSJ_06711, APOSJ_58345
OG0004024	HUMAN21511, HUMAN21514, HUMAN21515	APOSJ_01138, APOSJ_01139, APOSJ_62630, APOSJ_01136, APOSJ_01135, APOSJ_01137, APOSJ_07052
OG0004025	HUMAN22133	APOSJ_22121, APOSJ_08882
OG0004027	HUMAN06638, HUMAN12722	APOSJ_45269, APOSJ_45268
OG0004028	HUMAN03299	APOSJ_51840
OG0004029	HUMAN20668	APOSJ_34860
OG0004031	HUMAN15780	APOSJ_00925, APOSJ_00926
OG0004032	HUMAN30274, HUMAN07906	APOSJ_52434
OG0004033	HUMAN02667	APOSJ_09114, APOSJ_09115
OG0004034	HUMAN09933	APOSJ_09656
OG0004034	HUMAN09932	APOSJ_04478, APOSJ_54707
OG0004035	HUMAN18569	APOSJ_51358
OG0004036	HUMAN00606, HUMAN30598, HUMAN05435	APOSJ_40159, APOSJ_40158, APOSJ_40160
OG0004037	HUMAN18538, HUMAN18540	APOSJ_10038, APOSJ_10035, APOSJ_10042, APOSJ_10034, APOSJ_10036, APOSJ_10040, APOSJ_10037, APOSJ_10039, APOSJ_10041
OG0004038	HUMAN14761, HUMAN14760	APOSJ_21288, APOSJ_21290, APOSJ_21296, APOSJ_21292, APOSJ_21289, APOSJ_21291, APOSJ_21294, APOSJ_21295, APOSJ_32719, APOSJ_21293
OG0004039	HUMAN25332	APOSJ_14426, APOSJ_25302, APOSJ_09581
OG0004041	HUMAN18706	APOSJ_47244, APOSJ_53806, APOSJ_53805, APOSJ_53325, APOSJ_53324, APOSJ_53810, APOSJ_53803, APOSJ_47233, APOSJ_47247, APOSJ_53326, APOSJ_53804, APOSJ_65368
OG0004042	HUMAN04449	APOSJ_17978, APOSJ_29710
OG0004043	HUMAN25302, HUMAN25301, HUMAN25303	APOSJ_26050, APOSJ_01961, APOSJ_07353, APOSJ_01963, APOSJ_26049, APOSJ_26051, APOSJ_20231, APOSJ_12142, APOSJ_01962, APOSJ_32270, APOSJ_32269, APOSJ_54342, APOSJ_32268, APOSJ_20232
OG0004044	HUMAN20694	APOSJ_22041, APOSJ_22040, APOSJ_22042
OG0004045	HUMAN03490	APOSJ_39327, APOSJ_39326, APOSJ_46036, APOSJ_39329, APOSJ_39325, APOSJ_39328
OG0004046	HUMAN07172, HUMAN07174, HUMAN07173	APOSJ_04043, APOSJ_13899, APOSJ_36815, APOSJ_36816
OG0004047	HUMAN13570	APOSJ_53255
OG0004048	HUMAN22101, HUMAN22100	APOSJ_22838, APOSJ_22668, APOSJ_13992, APOSJ_13993, APOSJ_22669, APOSJ_50449
OG0004049	HUMAN05306, HUMAN25326	APOSJ_01252, APOSJ_01253
OG0004050	HUMAN20375	APOSJ_22726, APOSJ_14315
OG0004051	HUMAN12917, HUMAN17896, HUMAN06505	APOSJ_22991
OG0004052	HUMAN15057, HUMAN15056	APOSJ_60180
OG0004053	HUMAN29957, HUMAN28825, HUMAN01839	APOSJ_39826
OG0004054	HUMAN08335, HUMAN15782	APOSJ_30472, APOSJ_30474
OG0004055	HUMAN25842	APOSJ_62925, APOSJ_50076, APOSJ_62926, APOSJ_50073, APOSJ_62924
OG0004056	HUMAN23551, HUMAN21186	APOSJ_24694, APOSJ_24693
OG0004057	HUMAN26949	APOSJ_49349, APOSJ_49351
OG0004058	HUMAN16633, HUMAN16632	APOSJ_20251, APOSJ_04192
OG0004059	HUMAN15829	APOSJ_64165
OG0004060	HUMAN25392	APOSJ_01695, APOSJ_35915, APOSJ_31686, APOSJ_57348, APOSJ_19432, APOSJ_31684, APOSJ_31687, APOSJ_31685, APOSJ_35869
OG0004061	HUMAN00893, HUMAN00894	APOSJ_22224, APOSJ_02916, APOSJ_02911, APOSJ_02910, APOSJ_17922, APOSJ_02914, APOSJ_02912, APOSJ_02913
OG0004062	HUMAN17185, HUMAN03560, HUMAN24215	APOSJ_23125, APOSJ_23126
OG0004063	HUMAN07941	APOSJ_33697, APOSJ_33694, APOSJ_33695, APOSJ_33696
OG0004064	HUMAN18276, HUMAN18275	APOSJ_47478, APOSJ_47476, APOSJ_47479
OG0004065	HUMAN00215, HUMAN00216	APOSJ_57919, APOSJ_27155, APOSJ_57917
OG0004067	HUMAN18034	APOSJ_50812, APOSJ_50813, APOSJ_11707, APOSJ_48072, APOSJ_50809, APOSJ_10624, APOSJ_50816, APOSJ_50815, APOSJ_50811, APOSJ_50814
OG0004068	HUMAN30035, HUMAN30649, HUMAN30612	APOSJ_42403, APOSJ_00827
OG0004069	HUMAN28854	APOSJ_27427, APOSJ_36388
OG0004070	HUMAN25913, HUMAN25912	APOSJ_19094, APOSJ_34894, APOSJ_19097, APOSJ_34895
OG0004071	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079	APOSJ_06090, APOSJ_17404
OG0004072	HUMAN13160	APOSJ_01871, APOSJ_07850
OG0004073	HUMAN25044, HUMAN06790, HUMAN25043	APOSJ_55609
OG0004074	HUMAN03471	APOSJ_59682
OG0004075	HUMAN10663	APOSJ_25500, APOSJ_25499, APOSJ_01170
OG0004076	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162	APOSJ_49321, APOSJ_39483, APOSJ_49320, APOSJ_49319
OG0004077	HUMAN29503, HUMAN29502	APOSJ_40655
OG0004079	HUMAN22873	APOSJ_62613, APOSJ_47957
OG0004080	HUMAN18253, HUMAN27257	APOSJ_45292
OG0004081	HUMAN18386	APOSJ_65053
OG0004082	HUMAN18511	APOSJ_39700, APOSJ_39703, APOSJ_39702, APOSJ_39704, APOSJ_39701
OG0004083	HUMAN08562	APOSJ_48918, APOSJ_48916, APOSJ_48919, APOSJ_48920
OG0004085	HUMAN07816	APOSJ_21960, APOSJ_21961, APOSJ_21959
OG0004086	HUMAN18693	APOSJ_41297, APOSJ_57692, APOSJ_57697, APOSJ_06527, APOSJ_57696, APOSJ_25807, APOSJ_21077, APOSJ_41294, APOSJ_41301, APOSJ_06529, APOSJ_57693, APOSJ_21071, APOSJ_57689, APOSJ_21078, APOSJ_41295
OG0004087	HUMAN20699, HUMAN20698, HUMAN17812	APOSJ_45327, APOSJ_45325, APOSJ_45326, APOSJ_45328
OG0004088	HUMAN01139, HUMAN23388	APOSJ_45441, APOSJ_45440, APOSJ_45439
OG0004089	HUMAN21587	APOSJ_62508
OG0004090	HUMAN06601	APOSJ_56654, APOSJ_44717
OG0004091	HUMAN28496	APOSJ_57744
OG0004092	HUMAN26216, HUMAN12524	APOSJ_23296
OG0004093	HUMAN27002	APOSJ_65145, APOSJ_65146, APOSJ_63815, APOSJ_65144
OG0004094	HUMAN29054	APOSJ_32919, APOSJ_32918, APOSJ_49433
OG0004095	HUMAN04244, HUMAN04243	APOSJ_27133, APOSJ_27132, APOSJ_64762
OG0004096	HUMAN02141	APOSJ_33043, APOSJ_26027
OG0004097	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360	APOSJ_27095
OG0004098	HUMAN28862, HUMAN01104	APOSJ_06194
OG0004099	HUMAN16085, HUMAN20170	APOSJ_44643
OG0004100	HUMAN06958	APOSJ_41204
OG0004101	HUMAN12860	APOSJ_32768
OG0004102	HUMAN03466	APOSJ_41142, APOSJ_41138, APOSJ_41139, APOSJ_41140, APOSJ_41137, APOSJ_41141
OG0004104	HUMAN14010	APOSJ_14574
OG0004105	HUMAN28120	APOSJ_39532, APOSJ_47284
OG0004106	HUMAN00170, HUMAN00171, HUMAN00169	APOSJ_02716, APOSJ_02715
OG0004107	HUMAN01953, HUMAN01952	APOSJ_32696
OG0004110	HUMAN23820, HUMAN03249	APOSJ_25256, APOSJ_25257, APOSJ_28123
OG0004111	HUMAN28066, HUMAN16652	APOSJ_40483, APOSJ_40481, APOSJ_40482
OG0004112	HUMAN01822, HUMAN01821	APOSJ_59470, APOSJ_19667, APOSJ_19666
OG0004113	HUMAN20537	APOSJ_08212, APOSJ_08213, APOSJ_08211, APOSJ_51701
OG0004114	HUMAN04859, HUMAN04858, HUMAN04860	APOSJ_62752, APOSJ_62754, APOSJ_62749, APOSJ_62750, APOSJ_62751, APOSJ_62753
OG0004115	HUMAN21493	APOSJ_09756
OG0004116	HUMAN05608, HUMAN05607	APOSJ_16580, APOSJ_16579, APOSJ_16576, APOSJ_16578, APOSJ_16575, APOSJ_16574
OG0004117	HUMAN27879	APOSJ_25960, APOSJ_25964, APOSJ_05764, APOSJ_25962, APOSJ_60826, APOSJ_25965, APOSJ_25963, APOSJ_25959, APOSJ_32591, APOSJ_25958, APOSJ_25961
OG0004118	HUMAN26960	APOSJ_47133, APOSJ_47137, APOSJ_47136, APOSJ_47139, APOSJ_43904, APOSJ_53847, APOSJ_53851, APOSJ_47131
OG0004119	HUMAN15237, HUMAN15236	APOSJ_47977, APOSJ_40715, APOSJ_54587, APOSJ_54583
OG0004120	HUMAN03333	APOSJ_44036
OG0004121	HUMAN00202, HUMAN21585	APOSJ_21633, APOSJ_06170
OG0004122	HUMAN29461, HUMAN29462	APOSJ_57556, APOSJ_57558, APOSJ_20446
OG0004123	HUMAN05600	APOSJ_14093, APOSJ_14094
OG0004124	HUMAN19130, HUMAN27894	APOSJ_19925
OG0004125	HUMAN13507, HUMAN13501, HUMAN13504, HUMAN13506, HUMAN13509, HUMAN13505, HUMAN13508, HUMAN13502, HUMAN13503	APOSJ_50965, APOSJ_49701, APOSJ_49700, APOSJ_49699
OG0004126	HUMAN05543, HUMAN19543	APOSJ_31629
OG0004127	HUMAN27924, HUMAN27923	APOSJ_26375, APOSJ_36205
OG0004129	HUMAN26874, HUMAN26875, HUMAN02978	APOSJ_62244, APOSJ_62246, APOSJ_35048
OG0004130	HUMAN01818	APOSJ_35159
OG0004131	HUMAN19907, HUMAN19906	APOSJ_60771, APOSJ_30292, APOSJ_64136, APOSJ_64137, APOSJ_64135, APOSJ_57239
OG0004132	HUMAN27969	APOSJ_54495, APOSJ_54497, APOSJ_52756, APOSJ_54498, APOSJ_59337, APOSJ_54496, APOSJ_59341, APOSJ_52758, APOSJ_52757, APOSJ_59351
OG0004133	HUMAN18302, HUMAN07684	APOSJ_16443, APOSJ_23365, APOSJ_23367, APOSJ_23366
OG0004135	HUMAN25931, HUMAN25933, HUMAN25932, HUMAN13193	APOSJ_47790, APOSJ_47789, APOSJ_30737, APOSJ_47791
OG0004136	HUMAN02427	APOSJ_23894, APOSJ_23893
OG0004137	HUMAN28841	APOSJ_50022, APOSJ_50020, APOSJ_50023, APOSJ_50019, APOSJ_50017, APOSJ_50018, APOSJ_50024, APOSJ_50021
OG0004138	HUMAN29721, HUMAN29720	APOSJ_38040
OG0004139	HUMAN28858, HUMAN14285	APOSJ_27508, APOSJ_27509, APOSJ_27507
OG0004140	HUMAN11430, HUMAN11431, HUMAN11429	APOSJ_52762, APOSJ_29292, APOSJ_29290, APOSJ_29293, APOSJ_29291, APOSJ_29294, APOSJ_27400, APOSJ_27401
OG0004141	HUMAN21479, HUMAN30535, HUMAN30533	APOSJ_53724, APOSJ_51744
OG0004142	HUMAN14999	APOSJ_20891
OG0004143	HUMAN28620, HUMAN09650	APOSJ_63017, APOSJ_20148
OG0004144	HUMAN20558, HUMAN21379	APOSJ_49624, APOSJ_49625
OG0004145	HUMAN08310, HUMAN18750	APOSJ_33579
OG0004146	HUMAN07308	APOSJ_28241, APOSJ_28240, APOSJ_28242, APOSJ_45825
OG0004147	HUMAN21565	APOSJ_12002
OG0004148	HUMAN12377	APOSJ_15590, APOSJ_02537
OG0004149	HUMAN07609, HUMAN30337	APOSJ_52046, APOSJ_52047
OG0004150	HUMAN20664	APOSJ_63641, APOSJ_63642
OG0004151	HUMAN11355, HUMAN11356	APOSJ_49143, APOSJ_27120, APOSJ_17144
OG0004153	HUMAN24083	APOSJ_31271, APOSJ_31272, APOSJ_31274
OG0004154	HUMAN16602	APOSJ_28192
OG0004156	HUMAN21442	APOSJ_39218
OG0004157	HUMAN29821	APOSJ_56768, APOSJ_56766, APOSJ_56765, APOSJ_56770, APOSJ_56769
OG0004158	HUMAN17542, HUMAN27299	APOSJ_24295
OG0004159	HUMAN15832, HUMAN08705	APOSJ_32908, APOSJ_32907
OG0004160	HUMAN00868	APOSJ_52623, APOSJ_52627, APOSJ_52621, APOSJ_52620, APOSJ_52622, APOSJ_52624, APOSJ_52625, APOSJ_52626, APOSJ_58471
OG0004161	HUMAN17700	APOSJ_05031, APOSJ_05028, APOSJ_59026, APOSJ_05032
OG0004162	HUMAN25916	APOSJ_08687, APOSJ_08685, APOSJ_08686
OG0004166	HUMAN27687	APOSJ_58064, APOSJ_58065
OG0004167	HUMAN04738, HUMAN04739	APOSJ_25942, APOSJ_25943, APOSJ_25941
OG0004168	HUMAN11718	APOSJ_58123, APOSJ_58120, APOSJ_58124, APOSJ_58125
OG0004169	HUMAN13644	APOSJ_65086, APOSJ_65087, APOSJ_38510
OG0004171	HUMAN15518	APOSJ_58574, APOSJ_58572, APOSJ_58573, APOSJ_58575
