Orthogroup	HUMAN	PFLAV
OG0003014	HUMAN27437	TCONS_00018508.p1
OG0003016	HUMAN22316, HUMAN05184	TCONS_00041684.p1
OG0003017	HUMAN14079, HUMAN14078, HUMAN14075, HUMAN14074	TCONS_00025399.p1
OG0003018	HUMAN03994	TCONS_00042596.p1
OG0003019	HUMAN16722	TCONS_00051034.p1
OG0003021	HUMAN11904, HUMAN11905	TCONS_00050470.p1
OG0003022	HUMAN21669, HUMAN30014	TCONS_00021935.p1
OG0003023	HUMAN20012	TCONS_00042741.p1
OG0003024	HUMAN02731	TCONS_00014173.p1
OG0003025	HUMAN10201, HUMAN10200, HUMAN23191, HUMAN23190	TCONS_00044903.p1
OG0003026	HUMAN13454	TCONS_00014720.p1, TCONS_00015662.p1
OG0003027	HUMAN12410, HUMAN10065	TCONS_00018446.p1
OG0003028	HUMAN00807, HUMAN00806, HUMAN00805	TCONS_00044915.p1
OG0003029	HUMAN14111, HUMAN14113, HUMAN14112, HUMAN14110	TCONS_00008363.p1
OG0003030	HUMAN01274, HUMAN01273, HUMAN14654	TCONS_00055499.p1
OG0003031	HUMAN12704, HUMAN27203	TCONS_00004052.p1
OG0003032	HUMAN22162, HUMAN24026, HUMAN03796	TCONS_00027563.p1
OG0003033	HUMAN21249, HUMAN21248	TCONS_00000889.p1
OG0003034	HUMAN22892	TCONS_00042530.p1
OG0003035	HUMAN15071, HUMAN23575, HUMAN23574, HUMAN23573	TCONS_00019341.p1
OG0003036	HUMAN01346	TCONS_00014973.p1
OG0003037	HUMAN07328	TCONS_00012033.p1
OG0003038	HUMAN19517, HUMAN15534	TCONS_00039831.p1
OG0003041	HUMAN28108	TCONS_00017725.p1, TCONS_00044813.p1
OG0003042	HUMAN17848, HUMAN17847	TCONS_00054889.p1
OG0003043	HUMAN11992	TCONS_00042430.p1
OG0003044	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834	TCONS_00004867.p1
OG0003045	HUMAN26142	TCONS_00056867.p1
OG0003046	HUMAN11214, HUMAN23145	TCONS_00018079.p1
OG0003048	HUMAN14031, HUMAN14032	TCONS_00009304.p1
OG0003049	HUMAN28913, HUMAN01126	TCONS_00054626.p1, TCONS_00054702.p1
OG0003050	HUMAN28519, HUMAN28518, HUMAN09970	TCONS_00029314.p1
OG0003051	HUMAN18305, HUMAN18306, HUMAN07678	TCONS_00026476.p1, TCONS_00022396.p1
OG0003052	HUMAN03629, HUMAN03628	TCONS_00027167.p1
OG0003053	HUMAN29024, HUMAN29025	TCONS_00054310.p1
OG0003054	HUMAN07888, HUMAN07887	TCONS_00021522.p1
OG0003055	HUMAN14798	TCONS_00054282.p1
OG0003057	HUMAN05372, HUMAN05370	TCONS_00000589.p1
OG0003058	HUMAN25573, HUMAN13691, HUMAN18992	TCONS_00017801.p1
OG0003059	HUMAN17041	TCONS_00010865.p1, TCONS_00009506.p1, TCONS_00010866.p1
OG0003060	HUMAN14856, HUMAN01188, HUMAN14329	TCONS_00053579.p1
OG0003061	HUMAN17006, HUMAN17008, HUMAN17005, HUMAN17007, HUMAN08886	TCONS_00010070.p1
OG0003062	HUMAN20731	TCONS_00009277.p1
OG0003063	HUMAN07039	TCONS_00047299.p1
OG0003064	HUMAN14490	TCONS_00032013.p2
OG0003065	HUMAN15663, HUMAN15662	TCONS_00040405.p1
OG0003066	HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057	TCONS_00037980.p1
OG0003067	HUMAN27679	TCONS_00027360.p1
OG0003069	HUMAN01858	TCONS_00022197.p1, TCONS_00022198.p1, TCONS_00036468.p1
OG0003071	HUMAN30173, HUMAN30148, HUMAN30178, HUMAN30177, HUMAN30174, HUMAN30633, HUMAN29599, HUMAN17216	TCONS_00043297.p1, TCONS_00045257.p1
OG0003072	HUMAN01387, HUMAN26957	TCONS_00048899.p1
OG0003074	HUMAN19155, HUMAN13753	TCONS_00008081.p1
OG0003075	HUMAN07516	TCONS_00042477.p1
OG0003077	HUMAN10152, HUMAN13195	TCONS_00012670.p1
OG0003078	HUMAN08671, HUMAN08670, HUMAN16981, HUMAN16979, HUMAN16980, HUMAN16977, HUMAN16982, HUMAN08669	TCONS_00011470.p1
OG0003084	HUMAN07477, HUMAN29981	TCONS_00042337.p1, TCONS_00042338.p1
OG0003086	HUMAN03320	TCONS_00026260.p1, TCONS_00026114.p1, TCONS_00029205.p1
OG0003089	HUMAN19546, HUMAN19547	TCONS_00026730.p1, TCONS_00030845.p1
OG0003090	HUMAN21929, HUMAN21928, HUMAN17460	TCONS_00022504.p1, TCONS_00022507.p1, TCONS_00050796.p1, TCONS_00051891.p1, TCONS_00051894.p1, TCONS_00022509.p1
OG0003101	HUMAN00608, HUMAN27861, HUMAN19271	TCONS_00017184.p1
OG0003103	HUMAN25605, HUMAN25611, HUMAN25608, HUMAN25607, HUMAN25610, HUMAN25609, HUMAN25606, HUMAN20562	TCONS_00013562.p1, TCONS_00012395.p1
OG0003104	HUMAN29466, HUMAN29467, HUMAN02051	TCONS_00055183.p1, TCONS_00055155.p1
OG0003105	HUMAN29008	TCONS_00028837.p1
OG0003107	HUMAN11467, HUMAN11466	TCONS_00007437.p1
OG0003108	HUMAN06800	TCONS_00035993.p1
OG0003109	HUMAN13399, HUMAN13398	TCONS_00014595.p1
OG0003110	HUMAN28424	TCONS_00021811.p1
OG0003111	HUMAN14710	TCONS_00053315.p1, TCONS_00053316.p1, TCONS_00053005.p1, TCONS_00053006.p1
OG0003112	HUMAN03270, HUMAN03271, HUMAN03272	TCONS_00030052.p1
OG0003113	HUMAN16709	TCONS_00045475.p1
OG0003113	HUMAN16708	TCONS_00045447.p1, TCONS_00045473.p1
OG0003114	HUMAN04985, HUMAN04984	TCONS_00011587.p1
OG0003115	HUMAN09937, HUMAN13967, HUMAN01842	TCONS_00028290.p1
OG0003116	HUMAN22981	TCONS_00043730.p1
OG0003118	HUMAN06305, HUMAN17674, HUMAN17675	TCONS_00020273.p1
OG0003119	HUMAN21319	TCONS_00041056.p1
OG0003120	HUMAN03127	TCONS_00022866.p1, TCONS_00022865.p1, TCONS_00022605.p1
OG0003121	HUMAN09673, HUMAN14356, HUMAN26950	TCONS_00028552.p1
OG0003122	HUMAN08549	TCONS_00009581.p1
OG0003122	HUMAN26906	TCONS_00048359.p1
OG0003124	HUMAN07397	TCONS_00005423.p1
OG0003125	HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968	TCONS_00039975.p1
OG0003127	HUMAN08591, HUMAN08592	TCONS_00010397.p1
OG0003128	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013	TCONS_00006238.p1
OG0003130	HUMAN13117	TCONS_00006397.p1
OG0003131	HUMAN07183	TCONS_00005152.p1
OG0003132	HUMAN28059	TCONS_00044476.p1, TCONS_00044485.p1, TCONS_00044491.p1, TCONS_00018768.p1
OG0003133	HUMAN11357	TCONS_00007944.p1
OG0003134	HUMAN12660	TCONS_00020380.p1
OG0003135	HUMAN15787	TCONS_00011843.p1
OG0003136	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835	TCONS_00010930.p1
OG0003137	HUMAN15220, HUMAN15221, HUMAN15222	TCONS_00007039.p1
OG0003138	HUMAN18543	TCONS_00050755.p1
OG0003140	HUMAN23718, HUMAN09636, HUMAN09635	TCONS_00028144.p1
OG0003141	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937	TCONS_00050305.p1, TCONS_00050154.p1, TCONS_00050309.p1
OG0003142	HUMAN23584, HUMAN23583, HUMAN01534	TCONS_00029198.p1
OG0003144	HUMAN19445	TCONS_00000595.p1
OG0003145	HUMAN01270	TCONS_00014971.p1
OG0003146	HUMAN28091, HUMAN16761	TCONS_00018409.p1, TCONS_00018423.p1
OG0003147	HUMAN17255	TCONS_00026561.p1
OG0003148	HUMAN16838, HUMAN05694, HUMAN05693	TCONS_00011185.p1
OG0003149	HUMAN01810	TCONS_00029158.p1
OG0003150	HUMAN07681, HUMAN30374, HUMAN07680	TCONS_00021955.p1
OG0003151	HUMAN08206	TCONS_00020486.p1
OG0003152	HUMAN12025, HUMAN12215, HUMAN12216	TCONS_00013455.p1
OG0003153	HUMAN19216, HUMAN19215	TCONS_00007590.p1
OG0003154	HUMAN01026	TCONS_00052774.p1, TCONS_00052813.p1
OG0003155	HUMAN10683	TCONS_00014244.p1
OG0003156	HUMAN19468, HUMAN19467	TCONS_00002247.p1
OG0003156	HUMAN19466	TCONS_00002246.p1
OG0003157	HUMAN05273, HUMAN05272	TCONS_00043932.p1
OG0003158	HUMAN18128, HUMAN03028	TCONS_00002576.p1
OG0003160	HUMAN03497	TCONS_00026054.p1
OG0003161	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532	TCONS_00011327.p1
OG0003162	HUMAN08502, HUMAN18293	TCONS_00011068.p1, TCONS_00011067.p1, TCONS_00011066.p1
OG0003163	HUMAN09880	TCONS_00029491.p1
OG0003163	HUMAN09879, HUMAN14441	TCONS_00029492.p1
OG0003164	HUMAN30072, HUMAN27461	TCONS_00044053.p1
OG0003165	HUMAN25662, HUMAN00646, HUMAN00647	TCONS_00002241.p1
OG0003167	HUMAN10863, HUMAN13086	TCONS_00006140.p1, TCONS_00006160.p1
OG0003169	HUMAN17978	TCONS_00053814.p1
OG0003171	HUMAN02114	TCONS_00037765.p1
OG0003172	HUMAN01490	TCONS_00004769.p1, TCONS_00057202.p1
OG0003173	HUMAN05016, HUMAN07347	TCONS_00005903.p1
OG0003174	HUMAN23922, HUMAN23921	TCONS_00049142.p1, TCONS_00049139.p1, TCONS_00035661.p1, TCONS_00035570.p1, TCONS_00042946.p1
OG0003175	HUMAN20588, HUMAN17938, HUMAN20593, HUMAN20592, HUMAN20591	TCONS_00003127.p1
OG0003176	HUMAN11334	TCONS_00030621.p1, TCONS_00030620.p1
OG0003177	HUMAN22137	TCONS_00026401.p1
OG0003178	HUMAN15504, HUMAN08420, HUMAN08421	TCONS_00012175.p1
OG0003179	HUMAN22541	TCONS_00031402.p1
OG0003180	HUMAN07250, HUMAN10366, HUMAN07249, HUMAN07248	TCONS_00006051.p1
OG0003181	HUMAN12376	TCONS_00012251.p1
OG0003182	HUMAN08118	TCONS_00007597.p1
OG0003183	HUMAN06415, HUMAN20649, HUMAN20648, HUMAN17584	TCONS_00020630.p1
OG0003184	HUMAN24341, HUMAN22777	TCONS_00031430.p1
OG0003185	HUMAN04154, HUMAN06198	TCONS_00036463.p1
OG0003186	HUMAN30194, HUMAN19505	TCONS_00001683.p1
OG0003187	HUMAN14927	TCONS_00054634.p1
OG0003188	HUMAN09855, HUMAN23332	TCONS_00027939.p1
OG0003189	HUMAN19512, HUMAN19511	TCONS_00001707.p1
OG0003190	HUMAN23026	TCONS_00000091.p1, TCONS_00047115.p1, TCONS_00047116.p1, TCONS_00038643.p1, TCONS_00038635.p1, TCONS_00044569.p1
OG0003191	HUMAN06605	TCONS_00003984.p1
OG0003192	HUMAN18075	TCONS_00003034.p1
OG0003193	HUMAN07624	TCONS_00022403.p1
OG0003195	HUMAN13197, HUMAN13198	TCONS_00012666.p1
OG0003196	HUMAN10463, HUMAN10462	TCONS_00007011.p1
OG0003197	HUMAN17605, HUMAN17604	TCONS_00021731.p1
OG0003199	HUMAN30572	TCONS_00054865.p1
OG0003200	HUMAN27357	TCONS_00045357.p1
OG0003202	HUMAN22610	TCONS_00030468.p1
OG0003203	HUMAN20643, HUMAN12521	TCONS_00033348.p1
OG0003204	HUMAN13014	TCONS_00041693.p1
OG0003205	HUMAN14145, HUMAN23338	TCONS_00028178.p1
OG0003206	HUMAN10329, HUMAN10330	TCONS_00042722.p1
OG0003207	HUMAN20855, HUMAN26777	TCONS_00043267.p1, TCONS_00030185.p1
OG0003210	HUMAN29324, HUMAN02072	TCONS_00014945.p1
OG0003211	HUMAN20350, HUMAN20349	TCONS_00038940.p1, TCONS_00006794.p1
OG0003212	HUMAN24989, HUMAN20352, HUMAN20354	TCONS_00038921.p1, TCONS_00005698.p1
OG0003214	HUMAN06365, HUMAN17740	TCONS_00056343.p1, TCONS_00056311.p1
OG0003215	HUMAN02681, HUMAN08405	TCONS_00004511.p1
OG0003217	HUMAN14937, HUMAN29000	TCONS_00053417.p1
OG0003218	HUMAN30583	TCONS_00022948.p1
OG0003220	HUMAN29636, HUMAN00810	TCONS_00000598.p1
OG0003221	HUMAN24556, HUMAN00790	TCONS_00018636.p1, TCONS_00018637.p1
OG0003222	HUMAN08168, HUMAN11392, HUMAN27932	TCONS_00008423.p1
OG0003223	HUMAN19114	TCONS_00008858.p1
OG0003224	HUMAN17997, HUMAN06652	TCONS_00019205.p1
OG0003225	HUMAN05599	TCONS_00034983.p1
OG0003226	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466	TCONS_00037381.p1
OG0003227	HUMAN10018	TCONS_00026520.p1
OG0003228	HUMAN08956	TCONS_00010782.p1
OG0003229	HUMAN03467, HUMAN07147	TCONS_00054940.p1
OG0003230	HUMAN03745	TCONS_00027696.p1
OG0003232	HUMAN25067, HUMAN04720	TCONS_00011416.p1
OG0003234	HUMAN23993	TCONS_00043599.p1
OG0003235	HUMAN30554, HUMAN30553, HUMAN30552	TCONS_00049408.p1
OG0003236	HUMAN13936	TCONS_00019350.p1
OG0003236	HUMAN13328, HUMAN13329, HUMAN13327	TCONS_00013892.p1
OG0003238	HUMAN09444, HUMAN09446, HUMAN09445, HUMAN09443	TCONS_00019863.p1
OG0003250	HUMAN26282, HUMAN18827, HUMAN18826	TCONS_00046236.p1
OG0003251	HUMAN23183, HUMAN11019	TCONS_00007188.p1, TCONS_00007189.p1
OG0003252	HUMAN08538, HUMAN08539	TCONS_00003543.p1
OG0003253	HUMAN28629, HUMAN28628, HUMAN28627, HUMAN09815, HUMAN09814	TCONS_00029368.p1
OG0003254	HUMAN04752	TCONS_00010837.p1
OG0003255	HUMAN28201, HUMAN28200, HUMAN28203	TCONS_00020100.p1
OG0003257	HUMAN09014	TCONS_00010798.p1
OG0003257	HUMAN09015	TCONS_00010797.p1
OG0003258	HUMAN18355, HUMAN18354	TCONS_00051629.p1
OG0003259	HUMAN17219	TCONS_00030717.p1
OG0003260	HUMAN17383, HUMAN28859	TCONS_00054519.p1
OG0003261	HUMAN18317	TCONS_00018872.p1
OG0003264	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197	TCONS_00046364.p2
OG0003265	HUMAN21031, HUMAN02854	TCONS_00049250.p1
OG0003266	HUMAN19360, HUMAN05507, HUMAN05506	TCONS_00041005.p1, TCONS_00040991.p1, TCONS_00040993.p1
OG0003267	HUMAN03394	TCONS_00031423.p1
OG0003268	HUMAN28145	TCONS_00008149.p1
OG0003269	HUMAN10676, HUMAN10677	TCONS_00013521.p1
OG0003270	HUMAN06226	TCONS_00049296.p1
OG0003272	HUMAN30233, HUMAN22920	TCONS_00043871.p1
OG0003273	HUMAN04928	TCONS_00009692.p1
OG0003275	HUMAN28409, HUMAN18996	TCONS_00020755.p1
OG0003276	HUMAN04947, HUMAN25137, HUMAN25136	TCONS_00016002.p1, TCONS_00010557.p1
OG0003277	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861	TCONS_00049210.p1
OG0003278	HUMAN02507	TCONS_00010775.p1
OG0003279	HUMAN23996, HUMAN22367, HUMAN22366	TCONS_00041744.p1
OG0003280	HUMAN15335	TCONS_00039790.p1, TCONS_00039792.p1
OG0003282	HUMAN23854, HUMAN23855, HUMAN23856	TCONS_00027650.p1
OG0003283	HUMAN26779	TCONS_00049262.p1
OG0003284	HUMAN18141	TCONS_00002839.p1, TCONS_00002854.p1
OG0003286	HUMAN26600, HUMAN26601	TCONS_00013948.p1
OG0003287	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672	TCONS_00057175.p1
OG0003288	HUMAN30308	TCONS_00043817.p1
OG0003289	HUMAN14064, HUMAN10999	TCONS_00044248.p1
OG0003291	HUMAN12326	TCONS_00005261.p1
OG0003293	HUMAN06629	TCONS_00019456.p1
OG0003294	HUMAN22430	TCONS_00042669.p1
OG0003295	HUMAN03174	TCONS_00027108.p1
OG0003296	HUMAN07526, HUMAN19789	TCONS_00006223.p1
OG0003297	HUMAN12990, HUMAN12991	TCONS_00013842.p1
OG0003298	HUMAN18763, HUMAN30220	TCONS_00043866.p1
OG0003299	HUMAN01143	TCONS_00003948.p1
OG0003301	HUMAN05757, HUMAN03223	TCONS_00056136.p1
OG0003302	HUMAN24408, HUMAN24406, HUMAN24405	TCONS_00030954.p1
OG0003304	HUMAN26514, HUMAN12786	TCONS_00052730.p1
OG0003305	HUMAN29475	TCONS_00045454.p1, TCONS_00045430.p1
OG0003306	HUMAN21480	TCONS_00048857.p1
OG0003307	HUMAN22643, HUMAN24109	TCONS_00031062.p1
OG0003308	HUMAN28975, HUMAN14165	TCONS_00054644.p1
OG0003311	HUMAN30093, HUMAN29682	TCONS_00018844.p1
OG0003313	HUMAN08162	TCONS_00056204.p1, TCONS_00045546.p1
OG0003314	HUMAN17421, HUMAN22423, HUMAN17422	TCONS_00042277.p1, TCONS_00042229.p1, TCONS_00042276.p1
OG0003315	HUMAN28080	TCONS_00017532.p1
OG0003316	HUMAN17611	TCONS_00051522.p1
OG0003317	HUMAN13511	TCONS_00014439.p1
OG0003318	HUMAN20325, HUMAN29926	TCONS_00048242.p1
OG0003319	HUMAN19327, HUMAN19329, HUMAN19326, HUMAN27792, HUMAN27791	TCONS_00046681.p1
OG0003320	HUMAN27571, HUMAN27570	TCONS_00026069.p1
OG0003321	HUMAN18919	TCONS_00008132.p1
OG0003323	HUMAN29496, HUMAN29498, HUMAN29495	TCONS_00015010.p1
OG0003325	HUMAN03339	TCONS_00031296.p1
OG0003326	HUMAN03757, HUMAN22619, HUMAN22620, HUMAN22621, HUMAN22623	TCONS_00027204.p1, TCONS_00027197.p1
OG0003327	HUMAN29276, HUMAN29277, HUMAN01184, HUMAN29278	TCONS_00016375.p1
OG0003329	HUMAN23501	TCONS_00028898.p1
OG0003330	HUMAN09858, HUMAN09857, HUMAN09856	TCONS_00028960.p1
OG0003331	HUMAN13106, HUMAN11828	TCONS_00006506.p1
OG0003332	HUMAN00604	TCONS_00046195.p1, TCONS_00046192.p1
OG0003333	HUMAN04423, HUMAN20310, HUMAN20309, HUMAN20311, HUMAN20312	TCONS_00036252.p1
OG0003335	HUMAN09257	TCONS_00011485.p1
OG0003336	HUMAN02064, HUMAN29174	TCONS_00014647.p1
OG0003337	HUMAN00059, HUMAN00062, HUMAN00061, HUMAN00060	TCONS_00051325.p1, TCONS_00051418.p1
OG0003340	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467	TCONS_00017094.p1
OG0003341	HUMAN17043	TCONS_00003609.p1
OG0003343	HUMAN12267	TCONS_00006521.p1
OG0003344	HUMAN16583	TCONS_00046687.p1
OG0003346	HUMAN02911	TCONS_00046360.p1, TCONS_00046351.p1, TCONS_00046362.p1
OG0003347	HUMAN17887	TCONS_00056116.p1
OG0003348	HUMAN02924, HUMAN17738	TCONS_00017611.p1, TCONS_00017647.p1
OG0003349	HUMAN22753, HUMAN03238	TCONS_00030123.p1
OG0003350	HUMAN18346, HUMAN30083, HUMAN07649	TCONS_00022739.p1
OG0003351	HUMAN26798	TCONS_00047963.p2
OG0003351	HUMAN21338	TCONS_00012043.p1
OG0003352	HUMAN18052, HUMAN26022	TCONS_00033183.p1
OG0003353	HUMAN26966, HUMAN26965	TCONS_00047823.p1, TCONS_00047834.p1
OG0003354	HUMAN12576, HUMAN12575, HUMAN12574	TCONS_00033398.p1, TCONS_00032835.p1
OG0003355	HUMAN03083, HUMAN22632, HUMAN03097	TCONS_00031349.p1
OG0003356	HUMAN10721, HUMAN13177	TCONS_00012899.p1
OG0003358	HUMAN20527	TCONS_00048237.p1
OG0003359	HUMAN02577	TCONS_00023445.p1, TCONS_00023479.p1
OG0003360	HUMAN08804	TCONS_00011165.p1
OG0003361	HUMAN09313, HUMAN10724	TCONS_00011047.p1
OG0003362	HUMAN07540, HUMAN07541, HUMAN07539	TCONS_00043774.p1
OG0003364	HUMAN06821, HUMAN16054	TCONS_00037083.p1
OG0003365	HUMAN26480, HUMAN01439	TCONS_00018439.p1
OG0003366	HUMAN16863, HUMAN16862	TCONS_00011117.p1
OG0003367	HUMAN06122	TCONS_00014336.p1, TCONS_00014325.p1
OG0003368	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562	TCONS_00027072.p1
OG0003369	HUMAN27686, HUMAN03532, HUMAN27685	TCONS_00030861.p1
OG0003370	HUMAN28060, HUMAN28061	TCONS_00017723.p1, TCONS_00044503.p1, TCONS_00044812.p1
OG0003372	HUMAN01212, HUMAN14880, HUMAN14879	TCONS_00053297.p1
OG0003373	HUMAN05820	TCONS_00037895.p1
OG0003374	HUMAN28112, HUMAN16615	TCONS_00054992.p1
OG0003375	HUMAN23698	TCONS_00029030.p1
OG0003376	HUMAN22113, HUMAN22114, HUMAN22110, HUMAN22111, HUMAN22112	TCONS_00055205.p1, TCONS_00041457.p1
OG0003377	HUMAN04348	TCONS_00023122.p1
OG0003378	HUMAN05047, HUMAN05045	TCONS_00023058.p1, TCONS_00023089.p1
OG0003379	HUMAN28285, HUMAN28287	TCONS_00018871.p1
OG0003380	HUMAN19717	TCONS_00006819.p1
OG0003381	HUMAN06184, HUMAN06185, HUMAN04158	TCONS_00024085.p1
OG0003382	HUMAN19968, HUMAN01608	TCONS_00023674.p1
OG0003383	HUMAN12827	TCONS_00020044.p1
OG0003383	HUMAN18154, HUMAN18153	TCONS_00031257.p1
OG0003384	HUMAN03513, HUMAN27736	TCONS_00027067.p1
OG0003385	HUMAN06417, HUMAN06419, HUMAN06418	TCONS_00020620.p1
OG0003386	HUMAN05900, HUMAN05902, HUMAN05903	TCONS_00052234.p1
OG0003387	HUMAN13643, HUMAN13638, HUMAN13640, HUMAN13639	TCONS_00005038.p1
OG0003388	HUMAN03392	TCONS_00030400.p1, TCONS_00030384.p1
OG0003391	HUMAN08974	TCONS_00009705.p1
OG0003392	HUMAN13559, HUMAN10151	TCONS_00014589.p1
OG0003394	HUMAN22046	TCONS_00019998.p1
OG0003396	HUMAN06037, HUMAN05048	TCONS_00036037.p1
OG0003397	HUMAN22181, HUMAN22180, HUMAN03668, HUMAN24048	TCONS_00051012.p1
OG0003401	HUMAN09936	TCONS_00015311.p1
OG0003419	HUMAN02012	TCONS_00040540.p1
OG0003421	HUMAN23071	TCONS_00043655.p1, TCONS_00043654.p1, TCONS_00042652.p1, TCONS_00042813.p1, TCONS_00041936.p1
OG0003422	HUMAN07007, HUMAN07008	TCONS_00022982.p1
OG0003424	HUMAN10759	TCONS_00013866.p1
OG0003425	HUMAN23668, HUMAN23669	TCONS_00029551.p1
OG0003426	HUMAN04822, HUMAN04821	TCONS_00028995.p1
OG0003428	HUMAN22929	TCONS_00043444.p1
OG0003429	HUMAN24947	TCONS_00036739.p1
OG0003430	HUMAN15764	TCONS_00035290.p1
OG0003431	HUMAN06475, HUMAN02186	TCONS_00057200.p1
OG0003433	HUMAN11873	TCONS_00021164.p1
OG0003434	HUMAN20686	TCONS_00031599.p1
OG0003435	HUMAN08411	TCONS_00010051.p1
OG0003437	HUMAN12122, HUMAN20061	TCONS_00012557.p1, TCONS_00012556.p1, TCONS_00012555.p1
OG0003439	HUMAN07771, HUMAN07770, HUMAN21552, HUMAN21553	TCONS_00022916.p1
OG0003440	HUMAN07852, HUMAN07851, HUMAN07850	TCONS_00042109.p1
OG0003441	HUMAN21029, HUMAN21027	TCONS_00047900.p1
OG0003443	HUMAN25588, HUMAN08555	TCONS_00019758.p1, TCONS_00020819.p1, TCONS_00010416.p1
OG0003445	HUMAN29343	TCONS_00016588.p1, TCONS_00015497.p1
OG0003447	HUMAN26881	TCONS_00049275.p1
OG0003448	HUMAN15205	TCONS_00007007.p1
OG0003449	HUMAN27781	TCONS_00014387.p1
OG0003450	HUMAN12087, HUMAN12089	TCONS_00043348.p1, TCONS_00043337.p1
OG0003451	HUMAN21236	TCONS_00002411.p1
OG0003452	HUMAN03708, HUMAN03710	TCONS_00026077.p1
OG0003453	HUMAN07081, HUMAN07082	TCONS_00005573.p1
OG0003454	HUMAN12804, HUMAN12803, HUMAN02907	TCONS_00057051.p1
OG0003455	HUMAN20526, HUMAN01754	TCONS_00055264.p1
OG0003456	HUMAN13016, HUMAN25940	TCONS_00013273.p1
OG0003457	HUMAN27789, HUMAN16567	TCONS_00018135.p1
OG0003458	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212	TCONS_00044748.p1
OG0003459	HUMAN16899, HUMAN08550	TCONS_00011141.p1
OG0003460	HUMAN16828	TCONS_00009899.p1
OG0003461	HUMAN24927, HUMAN24928	TCONS_00023345.p1, TCONS_00023217.p1
OG0003462	HUMAN14649	TCONS_00015415.p1
OG0003463	HUMAN02584	TCONS_00010682.p1, TCONS_00010685.p1
OG0003464	HUMAN25957	TCONS_00012311.p1
OG0003465	HUMAN29422, HUMAN29421	TCONS_00016466.p1
OG0003466	HUMAN03596	TCONS_00026627.p1
OG0003467	HUMAN28399	TCONS_00007054.p1
OG0003468	HUMAN08265	TCONS_00010320.p1
OG0003470	HUMAN13977, HUMAN13976	TCONS_00028699.p1
OG0003471	HUMAN16952	TCONS_00011334.p1
OG0003472	HUMAN29614, HUMAN29613	TCONS_00043524.p1
OG0003473	HUMAN19355, HUMAN05515, HUMAN05516	TCONS_00018879.p1
OG0003474	HUMAN28089, HUMAN00685	TCONS_00018276.p1
OG0003475	HUMAN21366	TCONS_00001181.p1, TCONS_00001191.p1
OG0003476	HUMAN02837	TCONS_00048082.p1
OG0003477	HUMAN25241	TCONS_00046338.p1
OG0003478	HUMAN08716, HUMAN08715	TCONS_00009936.p1, TCONS_00009948.p1
OG0003480	HUMAN13707, HUMAN13705	TCONS_00007841.p1
OG0003481	HUMAN17835	TCONS_00020337.p1
OG0003482	HUMAN06885, HUMAN04192	TCONS_00023584.p1, TCONS_00023547.p1
OG0003483	HUMAN02672	TCONS_00031009.p1
OG0003485	HUMAN06743	TCONS_00047225.p1
OG0003486	HUMAN25368	TCONS_00001225.p1
OG0003487	HUMAN01641, HUMAN01639	TCONS_00026217.p1
OG0003488	HUMAN27887	TCONS_00046419.p1
OG0003489	HUMAN00472, HUMAN25219	TCONS_00017830.p1
OG0003490	HUMAN07486	TCONS_00004980.p1
OG0003491	HUMAN18345, HUMAN07660	TCONS_00022792.p1, TCONS_00022795.p1
OG0003492	HUMAN17154, HUMAN03405	TCONS_00031295.p1
OG0003495	HUMAN18833, HUMAN27823, HUMAN25685	TCONS_00045498.p1
OG0003496	HUMAN05409	TCONS_00042095.p1
OG0003497	HUMAN05604	TCONS_00034974.p1
OG0003498	HUMAN22332, HUMAN22333	TCONS_00018101.p1
OG0003499	HUMAN15248, HUMAN15247, HUMAN15246	TCONS_00017602.p1
OG0003500	HUMAN09263	TCONS_00016487.p1
OG0003501	HUMAN14259, HUMAN14258	TCONS_00052580.p1
OG0003502	HUMAN26410, HUMAN26411	TCONS_00004748.p1
OG0003503	HUMAN13541	TCONS_00012915.p1
OG0003505	HUMAN11145	TCONS_00008629.p1, TCONS_00008628.p1
OG0003506	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460	TCONS_00042743.p1
OG0003507	HUMAN14251, HUMAN00947	TCONS_00052832.p1
OG0003508	HUMAN20681	TCONS_00056773.p1
OG0003509	HUMAN11891	TCONS_00051123.p1
OG0003511	HUMAN23502	TCONS_00027853.p1
OG0003512	HUMAN07246, HUMAN07245	TCONS_00004749.p1
