Orthogroup	HUMAN	OWEFU
OG0002551	HUMAN30269, HUMAN23810, HUMAN23080	OFUSG26610.1.p1
OG0002552	HUMAN01605, HUMAN01606, HUMAN01603, HUMAN01604, HUMAN09511	OFUSG09823.1.p1
OG0002553	HUMAN13965	OFUSG04243.1.p1
OG0002554	HUMAN24551, HUMAN08212, HUMAN08213, HUMAN08214	OFUSG20321.1.p1
OG0002555	HUMAN08456, HUMAN02670, HUMAN02671	OFUSG21622.1.p1
OG0002556	HUMAN29549, HUMAN29548	OFUSG26698.1.p1, OFUSG09591.1.p1
OG0002557	HUMAN08141, HUMAN08142, HUMAN08140, HUMAN24875, HUMAN24874, HUMAN08143	OFUSG05156.1.p1
OG0002558	HUMAN02583, HUMAN08611, HUMAN08610	OFUSG12162.1.p1, OFUSG12162.2.p1
OG0002559	HUMAN24273, HUMAN24274, HUMAN28697, HUMAN28696	OFUSG17135.4.p1, OFUSG17135.5.p1, OFUSG17135.3.p1, OFUSG17135.1.p1, OFUSG17135.2.p1
OG0002560	HUMAN29078, HUMAN29077	OFUSG09866.1.p1, OFUSG09866.2.p1
OG0002561	HUMAN04664, HUMAN04663	OFUSG25117.2.p1, OFUSG25117.1.p1
OG0002562	HUMAN14234, HUMAN14233	OFUSG13027.1.p1
OG0002563	HUMAN05150, HUMAN05149	OFUSG02827.1.p1
OG0002564	HUMAN13228, HUMAN25943	OFUSG18079.1.p1, OFUSG18079.2.p1
OG0002565	HUMAN21579	OFUSG18956.1.p1
OG0002566	HUMAN22073, HUMAN22074	OFUSG23549.1.p1
OG0002567	HUMAN20913	OFUSG05913.1.p1
OG0002568	HUMAN22292, HUMAN22291, HUMAN22293	OFUSG09132.1.p1, OFUSG17897.1.p1
OG0002569	HUMAN19564, HUMAN05641	OFUSG23886.1.p1
OG0002570	HUMAN18918	OFUSG20725.1.p1
OG0002571	HUMAN13000, HUMAN20234	OFUSG03586.1.p1
OG0002572	HUMAN06866, HUMAN15984, HUMAN15985, HUMAN06867, HUMAN06868, HUMAN04290, HUMAN15983	OFUSG07142.1.p1
OG0002573	HUMAN13624, HUMAN13625, HUMAN13621	OFUSG18076.1.p1, OFUSG19001.1.p1
OG0002574	HUMAN16956, HUMAN08751, HUMAN08750, HUMAN16955	OFUSG25082.1.p1, OFUSG25082.3.p1, OFUSG25082.2.p1
OG0002587	HUMAN19157, HUMAN14124, HUMAN11248	OFUSG20335.1.p1
OG0002590	HUMAN18859, HUMAN28191, HUMAN11314	OFUSG23108.1.p1
OG0002592	HUMAN17364	OFUSG18883.1.p1
OG0002593	HUMAN18131, HUMAN12819, HUMAN12820	OFUSG21331.1.p1, OFUSG21331.2.p1
OG0002594	HUMAN11372, HUMAN08170	OFUSG05055.1.p1
OG0002595	HUMAN25945	OFUSG17825.1.p1, OFUSG17825.3.p1, OFUSG17825.4.p1, OFUSG17825.2.p1, OFUSG19931.1.p1, OFUSG19932.1.p1
OG0002598	HUMAN01102, HUMAN01103, HUMAN28755	OFUSG17203.1.p1
OG0002599	HUMAN02429	OFUSG05928.1.p1
OG0002600	HUMAN14759, HUMAN14758	OFUSG17834.1.p1, OFUSG17834.2.p1
OG0002601	HUMAN18780	OFUSG25340.1.p1
OG0002602	HUMAN13365, HUMAN13362, HUMAN10244, HUMAN10241, HUMAN10243	OFUSG10300.1.p1, OFUSG10300.2.p1
OG0002605	HUMAN01301	OFUSG17629.1.p1
OG0002607	HUMAN09428	OFUSG17459.1.p1, OFUSG18443.1.p1
OG0002608	HUMAN06843, HUMAN03969	OFUSG26704.2.p1, OFUSG26704.1.p1
OG0002609	HUMAN01607, HUMAN23225, HUMAN23226	OFUSG08608.1.p1
OG0002610	HUMAN10997, HUMAN28410	OFUSG22781.2.p1, OFUSG22781.1.p1
OG0002611	HUMAN02802, HUMAN02803, HUMAN02801, HUMAN06400, HUMAN06401	OFUSG16338.1.p1
OG0002612	HUMAN20533	OFUSG18866.1.p1
OG0002614	HUMAN27919, HUMAN27920, HUMAN19133, HUMAN19132	OFUSG13501.1.p1
OG0002615	HUMAN03570, HUMAN27520, HUMAN24216	OFUSG18924.1.p1
OG0002616	HUMAN03807, HUMAN03806	OFUSG05626.1.p1
OG0002617	HUMAN23924	OFUSG03235.1.p1
OG0002618	HUMAN13257, HUMAN13256, HUMAN26619, HUMAN26618, HUMAN26621, HUMAN26620	OFUSG11127.1.p1
OG0002619	HUMAN09609	OFUSG09296.1.p1
OG0002620	HUMAN29212, HUMAN01335	OFUSG07487.1.p1
OG0002622	HUMAN22389, HUMAN22390	OFUSG02644.1.p1
OG0002623	HUMAN25824, HUMAN25825, HUMAN25827, HUMAN25826	OFUSG01571.2.p1, OFUSG01571.1.p1
OG0002624	HUMAN23301, HUMAN18420, HUMAN28386, HUMAN28385	OFUSG20261.1.p1
OG0002625	HUMAN25787	OFUSG00455.1.p1
OG0002628	HUMAN02282, HUMAN29144	OFUSG25722.1.p1
OG0002629	HUMAN20374	OFUSG21491.1.p1
OG0002630	HUMAN25070, HUMAN27917	OFUSG13735.1.p1
OG0002631	HUMAN07483	OFUSG00256.1.p1
OG0002632	HUMAN09952, HUMAN23528	OFUSG09288.1.p1
OG0002633	HUMAN16875, HUMAN08371	OFUSG12394.1.p1
OG0002634	HUMAN09415	OFUSG09093.1.p1
OG0002634	HUMAN09414	OFUSG09096.1.p1
OG0002636	HUMAN16278	OFUSG10080.1.p1
OG0002639	HUMAN17047	OFUSG11435.2.p1, OFUSG11435.1.p1
OG0002640	HUMAN06963	OFUSG06099.1.p1, OFUSG06099.4.p1, OFUSG06099.2.p1, OFUSG06099.3.p1
OG0002642	HUMAN17220, HUMAN17221	OFUSG16148.1.p1, OFUSG16050.1.p1
OG0002643	HUMAN20604	OFUSG25517.1.p1, OFUSG25504.1.p1
OG0002644	HUMAN29591, HUMAN29590, HUMAN30338	OFUSG03807.1.p1
OG0002645	HUMAN29930, HUMAN29929	OFUSG19077.1.p1, OFUSG19077.2.p1
OG0002646	HUMAN27004	OFUSG07340.4.p1, OFUSG07340.1.p1, OFUSG07340.2.p1, OFUSG07340.3.p1
OG0002647	HUMAN22616, HUMAN03520	OFUSG19431.1.p1, OFUSG18928.1.p1
OG0002648	HUMAN11213, HUMAN26177, HUMAN26179, HUMAN26178	OFUSG23133.1.p1
OG0002649	HUMAN17518, HUMAN03604	OFUSG19035.2.p1, OFUSG19035.1.p1
OG0002651	HUMAN02517	OFUSG09970.1.p1
OG0002652	HUMAN11375	OFUSG01040.1.p1, OFUSG05127.1.p1
OG0002653	HUMAN19891	OFUSG22197.1.p1
OG0002654	HUMAN00311, HUMAN00313, HUMAN00312	OFUSG21242.1.p1
OG0002655	HUMAN09771	OFUSG18613.1.p1
OG0002656	HUMAN26934, HUMAN17858	OFUSG24257.1.p1
OG0002657	HUMAN20563, HUMAN06618, HUMAN18022	OFUSG16068.1.p1
OG0002658	HUMAN01616, HUMAN07661	OFUSG07805.2.p1, OFUSG07805.1.p1
OG0002659	HUMAN16666, HUMAN16665	OFUSG13732.1.p1, OFUSG13734.1.p1
OG0002660	HUMAN21008, HUMAN21007	OFUSG18787.1.p1
OG0002661	HUMAN04404, HUMAN20052, HUMAN20051	OFUSG07563.1.p1
OG0002662	HUMAN10335, HUMAN13304, HUMAN20097	OFUSG10564.1.p1
OG0002663	HUMAN05387, HUMAN21645	OFUSG26952.1.p1
OG0002664	HUMAN28536, HUMAN14442	OFUSG08813.1.p1
OG0002665	HUMAN07139, HUMAN04995	OFUSG15552.1.p1
OG0002666	HUMAN10480, HUMAN10479	OFUSG02440.2.p1, OFUSG02440.1.p1, OFUSG18088.1.p1, OFUSG10943.1.p1
OG0002667	HUMAN29114, HUMAN01171	OFUSG07660.1.p1
OG0002668	HUMAN11506, HUMAN21494	OFUSG05098.1.p1, OFUSG05098.2.p1
OG0002669	HUMAN15599, HUMAN15608, HUMAN15609, HUMAN15610	OFUSG11370.1.p1
OG0002670	HUMAN08586, HUMAN25861, HUMAN25863	OFUSG12187.4.p1, OFUSG12187.1.p1, OFUSG12187.2.p1, OFUSG12187.3.p1
OG0002671	HUMAN11031, HUMAN19167, HUMAN14098	OFUSG20832.1.p1
OG0002672	HUMAN28364, HUMAN16765	OFUSG23393.1.p1
OG0002673	HUMAN03417, HUMAN18653, HUMAN24195	OFUSG05576.1.p1
OG0002674	HUMAN23586	OFUSG09685.1.p1
OG0002675	HUMAN18818, HUMAN18817, HUMAN24412	OFUSG05238.1.p1
OG0002677	HUMAN13549	OFUSG17880.1.p1, OFUSG17880.2.p1
OG0002678	HUMAN22299, HUMAN04083	OFUSG03008.1.p1
OG0002678	HUMAN04082	OFUSG17164.1.p1, OFUSG17164.2.p1
OG0002679	HUMAN21722, HUMAN21724, HUMAN05873	OFUSG21039.1.p1
OG0002682	HUMAN01000, HUMAN26025, HUMAN26027, HUMAN26026	OFUSG17355.1.p1
OG0002683	HUMAN00986	OFUSG17573.1.p2
OG0002685	HUMAN25508, HUMAN21388, HUMAN21387	OFUSG01490.1.p1
OG0002688	HUMAN07494, HUMAN22358	OFUSG19118.1.p1, OFUSG03402.1.p1
OG0002703	HUMAN05535, HUMAN05534, HUMAN15653, HUMAN05536	OFUSG19745.2.p1, OFUSG19745.1.p1
OG0002705	HUMAN14290, HUMAN14291, HUMAN14293, HUMAN14292, HUMAN23419	OFUSG23521.2.p1, OFUSG23521.1.p1
OG0002707	HUMAN17045, HUMAN04958, HUMAN04957, HUMAN08438	OFUSG12558.1.p1
OG0002708	HUMAN25380	OFUSG00085.1.p1
OG0002710	HUMAN14340, HUMAN14339, HUMAN09798	OFUSG09390.1.p1
OG0002711	HUMAN18170, HUMAN26305	OFUSG10377.1.p1
OG0002712	HUMAN10169, HUMAN10168	OFUSG02353.1.p1
OG0002713	HUMAN05228	OFUSG14155.1.p1
OG0002715	HUMAN21069	OFUSG06599.1.p1, OFUSG06599.3.p1, OFUSG06599.2.p1
OG0002716	HUMAN25959	OFUSG09527.1.p1
OG0002717	HUMAN23809, HUMAN30267	OFUSG02824.1.p1
OG0002718	HUMAN00242	OFUSG20941.1.p1, OFUSG20941.2.p1
OG0002719	HUMAN27333, HUMAN18262	OFUSG04545.1.p1
OG0002720	HUMAN18873	OFUSG20349.1.p1
OG0002721	HUMAN15946, HUMAN25938	OFUSG09992.1.p1
OG0002722	HUMAN08443	OFUSG21829.1.p1
OG0002723	HUMAN15437, HUMAN15436, HUMAN15438, HUMAN04808, HUMAN04809, HUMAN25737	OFUSG25295.1.p1
OG0002724	HUMAN13495	OFUSG23259.1.p1
OG0002726	HUMAN22818, HUMAN03294	OFUSG10760.1.p1
OG0002728	HUMAN12474	OFUSG24205.1.p1
OG0002729	HUMAN17408, HUMAN17407, HUMAN17406	OFUSG02975.1.p1
OG0002730	HUMAN25397, HUMAN19383	OFUSG00020.1.p1
OG0002731	HUMAN29258, HUMAN29259	OFUSG08355.1.p1
OG0002732	HUMAN03450, HUMAN22172, HUMAN22173	OFUSG18697.1.p1
OG0002734	HUMAN02708, HUMAN02709, HUMAN02707, HUMAN09002	OFUSG12291.1.p1
OG0002735	HUMAN20586, HUMAN20587, HUMAN17936, HUMAN17935, HUMAN06533, HUMAN06532, HUMAN12670	OFUSG15372.1.p1, OFUSG15374.1.p1
OG0002736	HUMAN05454	OFUSG00222.1.p1
OG0002738	HUMAN13589, HUMAN20111, HUMAN25920, HUMAN25921, HUMAN20112	OFUSG17862.1.p1
OG0002739	HUMAN22427	OFUSG02929.1.p1
OG0002740	HUMAN25260, HUMAN00797, HUMAN00798	OFUSG17183.1.p1
OG0002741	HUMAN09492, HUMAN23696, HUMAN14382, HUMAN01630	OFUSG09210.1.p1, OFUSG09210.2.p1
OG0002742	HUMAN03393, HUMAN22768	OFUSG18256.1.p1
OG0002743	HUMAN26086	OFUSG16819.1.p1
OG0002744	HUMAN02185, HUMAN29309	OFUSG08357.1.p1
OG0002745	HUMAN13551, HUMAN13554, HUMAN13552	OFUSG18242.2.p1, OFUSG18242.1.p1
OG0002746	HUMAN15625	OFUSG09016.1.p1
OG0002747	HUMAN11270, HUMAN11269, HUMAN29148, HUMAN29149	OFUSG25884.2.p1, OFUSG25884.1.p1
OG0002748	HUMAN29245, HUMAN29246, HUMAN29247	OFUSG25527.1.p1
OG0002749	HUMAN29710, HUMAN29709, HUMAN23025, HUMAN22585, HUMAN29711	OFUSG08546.1.p1
OG0002750	HUMAN23774	OFUSG02806.1.p1
OG0002751	HUMAN19898	OFUSG05851.1.p1
OG0002752	HUMAN07518	OFUSG01980.2.p1, OFUSG01980.1.p1
OG0002753	HUMAN20449, HUMAN26788	OFUSG05932.1.p1
OG0002754	HUMAN29589	OFUSG21211.1.p1, OFUSG21211.2.p1
OG0002756	HUMAN20470, HUMAN20472, HUMAN20471, HUMAN20473, HUMAN05711	OFUSG24104.1.p1
OG0002757	HUMAN22296	OFUSG07053.2.p1, OFUSG07053.3.p1, OFUSG07053.1.p1
OG0002758	HUMAN26372	OFUSG15087.1.p1
OG0002759	HUMAN07485	OFUSG01273.2.p1, OFUSG01273.1.p1
OG0002760	HUMAN06968, HUMAN06969	OFUSG19010.1.p1, OFUSG19009.1.p1
OG0002761	HUMAN10768, HUMAN10770, HUMAN10765	OFUSG26078.1.p1
OG0002762	HUMAN21120, HUMAN01437, HUMAN06711	OFUSG06435.1.p1
OG0002763	HUMAN12877	OFUSG04521.1.p1, OFUSG04521.2.p1
OG0002764	HUMAN00203, HUMAN21583, HUMAN21584	OFUSG23602.1.p1
OG0002765	HUMAN18571, HUMAN04184, HUMAN11132	OFUSG20514.1.p1
OG0002766	HUMAN08906, HUMAN08907	OFUSG25034.1.p1
OG0002767	HUMAN07551, HUMAN22340	OFUSG03685.1.p1
OG0002768	HUMAN06740	OFUSG06807.1.p1
OG0002769	HUMAN22542, HUMAN29651	OFUSG02422.4.p1, OFUSG02422.2.p1, OFUSG02422.3.p1, OFUSG02422.1.p1
OG0002770	HUMAN27518, HUMAN24212, HUMAN27519	OFUSG06074.1.p1
OG0002771	HUMAN25873, HUMAN08432	OFUSG11277.1.p1
OG0002772	HUMAN14317, HUMAN14316	OFUSG06709.1.p1
OG0002773	HUMAN29570, HUMAN29569	OFUSG26880.2.p1, OFUSG26880.1.p1
OG0002774	HUMAN14548, HUMAN09559	OFUSG08706.1.p1, OFUSG08706.2.p1
OG0002775	HUMAN08367, HUMAN08366	OFUSG22089.1.p1
OG0002776	HUMAN24085	OFUSG17830.2.p1, OFUSG17830.1.p1
OG0002778	HUMAN10113, HUMAN23744	OFUSG09154.1.p1
OG0002779	HUMAN00272	OFUSG01706.1.p1
OG0002780	HUMAN13335, HUMAN13336	OFUSG10170.1.p1, OFUSG10170.2.p1
OG0002781	HUMAN06619, HUMAN06620, HUMAN18025	OFUSG15810.1.p1
OG0002783	HUMAN23293	OFUSG23510.1.p1
OG0002785	HUMAN01002, HUMAN23487	OFUSG17300.1.p1
OG0002786	HUMAN01536, HUMAN10083, HUMAN23625	OFUSG19625.1.p1
OG0002787	HUMAN26131	OFUSG04751.1.p1
OG0002788	HUMAN04344	OFUSG01564.1.p1
OG0002790	HUMAN05161, HUMAN05162	OFUSG03365.1.p1
OG0002791	HUMAN14986, HUMAN02232, HUMAN29243	OFUSG13923.1.p1
OG0002792	HUMAN10096, HUMAN10094, HUMAN23250	OFUSG04701.2.p1, OFUSG04701.1.p1
OG0002794	HUMAN29135, HUMAN29136, HUMAN02150, HUMAN29137	OFUSG09921.3.p1, OFUSG09921.2.p1, OFUSG09921.1.p1
OG0002795	HUMAN10061, HUMAN23644	OFUSG16642.1.p1
OG0002799	HUMAN10338	OFUSG15023.2.p1, OFUSG15023.1.p1
OG0002811	HUMAN07035	OFUSG05869.2.p1, OFUSG05869.1.p1
OG0002812	HUMAN23546, HUMAN23547, HUMAN01004	OFUSG23571.1.p1, OFUSG23571.2.p1
OG0002813	HUMAN19156, HUMAN24589, HUMAN11244	OFUSG07807.3.p1, OFUSG07807.2.p1, OFUSG07807.1.p1
OG0002814	HUMAN03269, HUMAN22722, HUMAN23887	OFUSG17968.1.p1
OG0002815	HUMAN00768, HUMAN25357	OFUSG00006.1.p1
OG0002816	HUMAN00890, HUMAN00892, HUMAN00891	OFUSG21501.1.p1
OG0002817	HUMAN08723, HUMAN08722	OFUSG22074.1.p1
OG0002818	HUMAN10886, HUMAN02885	OFUSG06912.1.p1
OG0002819	HUMAN00225	OFUSG12989.1.p1, OFUSG12989.2.p1
OG0002821	HUMAN15011	OFUSG12824.1.p1, OFUSG12868.1.p1
OG0002822	HUMAN25950, HUMAN13533	OFUSG10280.1.p1
OG0002823	HUMAN28662	OFUSG07633.1.p1
OG0002823	HUMAN03682	OFUSG19489.1.p1
OG0002824	HUMAN17718, HUMAN17717, HUMAN03006, HUMAN17716	OFUSG16938.1.p1
OG0002825	HUMAN06784, HUMAN06785	OFUSG07952.1.p1
OG0002826	HUMAN18765, HUMAN15887	OFUSG25180.1.p1
OG0002827	HUMAN25478	OFUSG01136.1.p1
OG0002828	HUMAN05585	OFUSG19694.1.p1
OG0002829	HUMAN25974	OFUSG17802.1.p1, OFUSG17802.2.p1, OFUSG17802.3.p1
OG0002830	HUMAN08623, HUMAN25064, HUMAN15889	OFUSG11249.1.p1, OFUSG11249.2.p1
OG0002831	HUMAN27006	OFUSG00744.1.p1
OG0002833	HUMAN10332	OFUSG10565.1.p1
OG0002835	HUMAN00763, HUMAN25369	OFUSG13154.1.p1
OG0002836	HUMAN00315, HUMAN18388, HUMAN00314	OFUSG21241.1.p1
OG0002837	HUMAN07500, HUMAN22403	OFUSG03666.1.p1
OG0002838	HUMAN27777, HUMAN27775, HUMAN27776, HUMAN27773	OFUSG18105.1.p1, OFUSG04576.1.p1
OG0002839	HUMAN20812	OFUSG04543.1.p1
OG0002840	HUMAN15229, HUMAN28337	OFUSG04749.1.p1, OFUSG04749.2.p1
OG0002841	HUMAN26964	OFUSG06346.1.p1
OG0002842	HUMAN27767, HUMAN27768	OFUSG26331.1.p1
OG0002843	HUMAN07115, HUMAN07114	OFUSG22264.1.p1
OG0002844	HUMAN20871	OFUSG06933.1.p1
OG0002847	HUMAN07253	OFUSG15328.1.p1
OG0002848	HUMAN24487	OFUSG20933.1.p1
OG0002849	HUMAN09535, HUMAN01645	OFUSG16116.1.p1
OG0002850	HUMAN21706, HUMAN00050, HUMAN00051	OFUSG26286.1.p1, OFUSG26286.2.p1
OG0002851	HUMAN19430, HUMAN25764	OFUSG00457.1.p1
OG0002853	HUMAN23247, HUMAN23248, HUMAN14359	OFUSG20007.1.p1
OG0002854	HUMAN02130	OFUSG24402.1.p1
OG0002855	HUMAN05441	OFUSG01482.2.p1, OFUSG01482.1.p1
OG0002856	HUMAN15088, HUMAN01744, HUMAN01745	OFUSG09744.1.p1
OG0002858	HUMAN20634, HUMAN20633, HUMAN20632, HUMAN11174	OFUSG20592.1.p1
OG0002859	HUMAN27799, HUMAN27798, HUMAN27796, HUMAN27797	OFUSG26370.1.p1
OG0002860	HUMAN10172, HUMAN10171, HUMAN10173, HUMAN10175	OFUSG10816.1.p1
OG0002861	HUMAN04368, HUMAN04367	OFUSG08221.1.p1, OFUSG08221.3.p1, OFUSG08221.2.p1, OFUSG08221.4.p1, OFUSG08221.5.p1
OG0002862	HUMAN05203, HUMAN25316	OFUSG01203.1.p1
OG0002864	HUMAN14276, HUMAN12823, HUMAN09490	OFUSG04409.1.p1
OG0002865	HUMAN28403	OFUSG05215.1.p1
OG0002866	HUMAN28472, HUMAN14625, HUMAN14627, HUMAN14626	OFUSG00718.1.p1
OG0002868	HUMAN00784, HUMAN23304	OFUSG03072.1.p1
OG0002869	HUMAN21791, HUMAN00096	OFUSG26444.1.p1
OG0002870	HUMAN25356	OFUSG01831.1.p1
OG0002871	HUMAN04354	OFUSG25447.1.p1
OG0002872	HUMAN28405, HUMAN28404	OFUSG20208.1.p1
OG0002873	HUMAN10502	OFUSG10642.1.p1
OG0002874	HUMAN20545, HUMAN06940	OFUSG06465.1.p1
OG0002875	HUMAN02510	OFUSG25099.1.p1
OG0002876	HUMAN07598, HUMAN07597, HUMAN25757, HUMAN25758	OFUSG07618.1.p1
OG0002877	HUMAN14970	OFUSG09062.2.p1, OFUSG09062.1.p1
OG0002878	HUMAN11292	OFUSG26924.1.p1
OG0002879	HUMAN21345, HUMAN00643	OFUSG00445.1.p1
OG0002880	HUMAN13797, HUMAN19249, HUMAN25485	OFUSG17371.1.p1, OFUSG17371.2.p1
OG0002881	HUMAN00333, HUMAN00334	OFUSG13652.1.p1
OG0002882	HUMAN07153	OFUSG12338.1.p1, OFUSG22314.1.p1
OG0002883	HUMAN03205, HUMAN03204	OFUSG22592.1.p1
OG0002884	HUMAN25023, HUMAN20289	OFUSG01224.1.p1
OG0002887	HUMAN28482	OFUSG17477.1.p1
OG0002888	HUMAN10695, HUMAN10696, HUMAN10697, HUMAN12024	OFUSG18365.1.p1
OG0002889	HUMAN30528, HUMAN07038	OFUSG05655.2.p1, OFUSG05655.1.p1
OG0002890	HUMAN24548, HUMAN24546, HUMAN24549, HUMAN24547	OFUSG23123.1.p1, OFUSG23123.2.p1
OG0002891	HUMAN14847, HUMAN14848, HUMAN25521	OFUSG13187.1.p1
OG0002892	HUMAN14882, HUMAN14883, HUMAN01495, HUMAN29426	OFUSG08144.1.p1
OG0002893	HUMAN07626	OFUSG14671.1.p1, OFUSG14674.1.p1
OG0002894	HUMAN18791, HUMAN08388, HUMAN18790	OFUSG25047.1.p1
OG0002895	HUMAN05785, HUMAN02351	OFUSG18676.1.p1
OG0002896	HUMAN17455, HUMAN21544	OFUSG14237.1.p1
OG0002897	HUMAN17714	OFUSG17101.1.p1
OG0002898	HUMAN23051, HUMAN23050, HUMAN23049	OFUSG11484.1.p1
OG0002899	HUMAN05885, HUMAN21832	OFUSG21253.1.p1
OG0002900	HUMAN10029, HUMAN01530	OFUSG19632.1.p1
OG0002901	HUMAN25701, HUMAN25704, HUMAN25703	OFUSG00977.2.p1, OFUSG00977.3.p1, OFUSG00977.4.p1, OFUSG00977.1.p1
OG0002902	HUMAN10680, HUMAN10681	OFUSG05328.1.p1
OG0002902	HUMAN10682	OFUSG10184.1.p1
OG0002904	HUMAN23670	OFUSG16835.2.p1, OFUSG16835.1.p1, OFUSG16835.3.p1
OG0002905	HUMAN00008, HUMAN21782, HUMAN00007	OFUSG23411.1.p1
OG0002906	HUMAN11397	OFUSG05126.1.p1, OFUSG05126.2.p1
OG0002907	HUMAN23627, HUMAN10077	OFUSG19626.1.p1
OG0002909	HUMAN20938, HUMAN26836, HUMAN26837	OFUSG18769.1.p1
OG0002910	HUMAN06997	OFUSG01086.1.p1
OG0002911	HUMAN03713, HUMAN03712, HUMAN27704	OFUSG19353.2.p1, OFUSG19353.1.p1
OG0002912	HUMAN15219	OFUSG20904.1.p1
OG0002913	HUMAN02967, HUMAN02966, HUMAN30354	OFUSG04257.1.p1
OG0002915	HUMAN11256, HUMAN11257, HUMAN24540	OFUSG20878.1.p1
OG0002916	HUMAN14289, HUMAN23418	OFUSG21167.1.p1
OG0002917	HUMAN18334	OFUSG14554.1.p1
OG0002919	HUMAN01747, HUMAN10056, HUMAN10057, HUMAN15052	OFUSG20196.1.p1, OFUSG20197.1.p1, OFUSG20197.2.p1
OG0002921	HUMAN10838, HUMAN10837	OFUSG15321.1.p1
OG0002922	HUMAN03714, HUMAN27706, HUMAN27705	OFUSG06794.1.p1
OG0002923	HUMAN11494, HUMAN28009, HUMAN18863, HUMAN18862	OFUSG20615.4.p1, OFUSG20615.3.p1, OFUSG20615.2.p1, OFUSG20615.1.p1
OG0002924	HUMAN09680, HUMAN13938, HUMAN09681	OFUSG03913.1.p1
OG0002925	HUMAN28134	OFUSG23710.1.p1
OG0002926	HUMAN23488, HUMAN15077	OFUSG03640.1.p1, OFUSG08908.1.p1
OG0002927	HUMAN28958, HUMAN28957	OFUSG04039.2.p1, OFUSG04039.1.p1
OG0002944	HUMAN25196, HUMAN22813, HUMAN27905	OFUSG26530.1.p1
OG0002945	HUMAN13182	OFUSG10545.1.p1
OG0002947	HUMAN24582	OFUSG06938.1.p1, OFUSG05617.1.p1
OG0002948	HUMAN00328, HUMAN11994, HUMAN11995	OFUSG13662.1.p1, OFUSG13656.1.p1
OG0002949	HUMAN16285, HUMAN16286	OFUSG18300.1.p1
OG0002952	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129	OFUSG03363.1.p1
OG0002953	HUMAN20502, HUMAN20503	OFUSG21854.1.p1
OG0002955	HUMAN08814	OFUSG25162.2.p1, OFUSG25162.1.p1
OG0002956	HUMAN14225, HUMAN13975, HUMAN13973	OFUSG09190.1.p1
OG0002957	HUMAN07640, HUMAN07639	OFUSG26845.2.p1, OFUSG26845.1.p1
OG0002959	HUMAN08717	OFUSG12174.1.p1, OFUSG12174.2.p1
OG0002960	HUMAN24799, HUMAN24800, HUMAN24798	OFUSG07939.1.p1
OG0002961	HUMAN08642, HUMAN08644, HUMAN08643, HUMAN08641	OFUSG25076.1.p1, OFUSG25076.2.p1, OFUSG25076.3.p1
OG0002962	HUMAN13396, HUMAN10441	OFUSG10611.1.p1, OFUSG10611.2.p1
OG0002964	HUMAN12170, HUMAN12171, HUMAN13401	OFUSG09989.1.p1, OFUSG09989.2.p1
OG0002965	HUMAN03579	OFUSG00878.1.p1
OG0002966	HUMAN29424, HUMAN29425, HUMAN02172	OFUSG08150.1.p1, OFUSG08150.2.p1
OG0002967	HUMAN05610	OFUSG21907.1.p1
OG0002968	HUMAN00733	OFUSG13570.1.p1
OG0002969	HUMAN12532	OFUSG04125.1.p1
OG0002971	HUMAN28136, HUMAN18579, HUMAN00748, HUMAN25555	OFUSG17150.1.p1
OG0002973	HUMAN20383, HUMAN21067	OFUSG05919.3.p1, OFUSG05919.2.p1, OFUSG05919.1.p1
OG0002974	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022	OFUSG04989.1.p1
OG0002975	HUMAN16798, HUMAN08345	OFUSG21917.1.p1
OG0002976	HUMAN23538	OFUSG20137.1.p1, OFUSG20137.2.p1
OG0002977	HUMAN12250	OFUSG15728.1.p1, OFUSG06351.1.p1, OFUSG06351.2.p1
OG0002978	HUMAN04799, HUMAN18676, HUMAN08410	OFUSG12256.1.p1
OG0002979	HUMAN25789, HUMAN25790	OFUSG00218.2.p1, OFUSG00218.1.p1
OG0002981	HUMAN02146	OFUSG20265.3.p1, OFUSG20265.2.p1, OFUSG20265.1.p1, OFUSG20265.4.p1
OG0002982	HUMAN03720, HUMAN03721	OFUSG01882.1.p1, OFUSG01880.1.p1
OG0002983	HUMAN25834, HUMAN02094	OFUSG00158.2.p1, OFUSG00158.1.p1
OG0002984	HUMAN16272	OFUSG04262.1.p1
OG0002985	HUMAN10424	OFUSG03673.2.p1, OFUSG03673.1.p1
OG0002986	HUMAN01423, HUMAN26871	OFUSG05495.2.p1, OFUSG05495.1.p1
OG0002987	HUMAN26273, HUMAN24326	OFUSG18861.2.p1, OFUSG18861.1.p1
OG0002988	HUMAN19632, HUMAN19630	OFUSG04569.2.p1, OFUSG04569.1.p1
OG0002989	HUMAN21053	OFUSG10836.1.p1, OFUSG21255.1.p1, OFUSG05462.1.p1, OFUSG10292.1.p1, OFUSG10292.2.p1
OG0002990	HUMAN03798, HUMAN22156, HUMAN24023	OFUSG06081.2.p1, OFUSG06081.1.p1
OG0002991	HUMAN03582	OFUSG11187.1.p1, OFUSG11187.2.p1
OG0002992	HUMAN27320, HUMAN06343, HUMAN06339	OFUSG12615.1.p1
OG0002994	HUMAN24550	OFUSG04802.1.p1, OFUSG04806.1.p1
OG0002996	HUMAN28890	OFUSG06256.1.p1
