Orthogroup	HUMAN	AENJA_ok
OG0003351	HUMAN26798	AENJA_19001
OG0003351	HUMAN21338	AENJA_20231
OG0003352	HUMAN18052, HUMAN26022	AENJA_19121
OG0003353	HUMAN26966, HUMAN26965	AENJA_20103
OG0003354	HUMAN12576, HUMAN12575, HUMAN12574	AENJA_20119
OG0003355	HUMAN03083, HUMAN22632, HUMAN03097	AENJA_20320
OG0003356	HUMAN10721, HUMAN13177	AENJA_21005
OG0003356	HUMAN13178	AENJA_21006
OG0003358	HUMAN20527	AENJA_21116
OG0003359	HUMAN02577	AENJA_21290
OG0003360	HUMAN08804	AENJA_21296
OG0003361	HUMAN09313, HUMAN10724	AENJA_21382
OG0003363	HUMAN18036, HUMAN18035	AENJA_21691
OG0003364	HUMAN06821, HUMAN16054	AENJA_21855
OG0003365	HUMAN26480, HUMAN01439	AENJA_21978
OG0003366	HUMAN16863, HUMAN16862	AENJA_22253
OG0003367	HUMAN06122	AENJA_22965, AENJA_22964
OG0003368	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562	AENJA_23082
OG0003369	HUMAN27686	AENJA_23134
OG0003369	HUMAN27685	AENJA_23133
OG0003370	HUMAN28060, HUMAN28061	AENJA_23534
OG0003371	HUMAN23136, HUMAN11227	AENJA_23861
OG0003372	HUMAN01212, HUMAN14880, HUMAN14879	AENJA_24254
OG0003373	HUMAN05820	AENJA_24423
OG0003374	HUMAN28112, HUMAN16615	AENJA_24682, AENJA_24683
OG0003375	HUMAN23698	AENJA_24824
OG0003376	HUMAN22113, HUMAN22114, HUMAN22110, HUMAN22111, HUMAN22112	AENJA_24827
OG0003377	HUMAN04348	AENJA_24906
OG0003378	HUMAN05047, HUMAN05045	AENJA_24909
OG0003379	HUMAN28285, HUMAN28287	AENJA_25180
OG0003380	HUMAN19717	AENJA_25323
OG0003381	HUMAN06184, HUMAN06185, HUMAN04158	AENJA_25399
OG0003382	HUMAN19968, HUMAN01608	AENJA_25400
OG0003383	HUMAN12827	AENJA_25690
OG0003384	HUMAN03513, HUMAN27736	AENJA_25752
OG0003385	HUMAN06417, HUMAN06419, HUMAN06418	AENJA_26425
OG0003386	HUMAN05900, HUMAN05902, HUMAN05903	AENJA_26435
OG0003387	HUMAN13643, HUMAN13638, HUMAN13640, HUMAN13639	AENJA_26696
OG0003419	HUMAN02012	AENJA_00054
OG0003420	HUMAN01559, HUMAN01556, HUMAN01560	AENJA_00096
OG0003421	HUMAN23071	AENJA_00119
OG0003422	HUMAN07007, HUMAN07008	AENJA_00528
OG0003424	HUMAN10759	AENJA_00838
OG0003425	HUMAN23668, HUMAN23669	AENJA_01194
OG0003426	HUMAN04822, HUMAN04821	AENJA_01257
OG0003428	HUMAN22929	AENJA_01568
OG0003429	HUMAN24947	AENJA_01963
OG0003430	HUMAN15764	AENJA_02400
OG0003431	HUMAN06475, HUMAN02186	AENJA_02555
OG0003432	HUMAN13669	AENJA_02656
OG0003433	HUMAN11873	AENJA_02659
OG0003434	HUMAN20686	AENJA_02675
OG0003435	HUMAN08411	AENJA_02757
OG0003437	HUMAN12122, HUMAN20061	AENJA_02889, AENJA_18380
OG0003439	HUMAN07771, HUMAN07770, HUMAN21552, HUMAN21553	AENJA_03292
OG0003440	HUMAN07852, HUMAN07851, HUMAN07850	AENJA_03488
OG0003441	HUMAN21029, HUMAN21027	AENJA_03511
OG0003442	HUMAN29894, HUMAN29583	AENJA_03564
OG0003443	HUMAN25588, HUMAN08555	AENJA_03622
OG0003444	HUMAN04199	AENJA_03663
OG0003445	HUMAN29343	AENJA_03793
OG0003447	HUMAN26881	AENJA_03903
OG0003448	HUMAN15205	AENJA_04038
OG0003449	HUMAN27781	AENJA_04230
OG0003450	HUMAN12087, HUMAN12089	AENJA_04269
OG0003451	HUMAN21236	AENJA_04285
OG0003452	HUMAN03708, HUMAN03710	AENJA_04578
OG0003453	HUMAN07081, HUMAN07082	AENJA_04592
OG0003454	HUMAN12804, HUMAN12803, HUMAN02907	AENJA_04653
OG0003455	HUMAN20526, HUMAN01754	AENJA_22892
OG0003456	HUMAN13016, HUMAN25940	AENJA_04853
OG0003457	HUMAN27789, HUMAN16567	AENJA_05123
OG0003458	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212	AENJA_05270
OG0003459	HUMAN16899, HUMAN08550	AENJA_05414
OG0003460	HUMAN16828	AENJA_05490
OG0003461	HUMAN24927, HUMAN24928	AENJA_05624
OG0003462	HUMAN14650	AENJA_17634, AENJA_15093
OG0003462	HUMAN14651	AENJA_05724
OG0003462	HUMAN14649	AENJA_20654
OG0003463	HUMAN02584	AENJA_05770
OG0003464	HUMAN25957	AENJA_10817, AENJA_05778
OG0003465	HUMAN29422, HUMAN29421	AENJA_06069
OG0003466	HUMAN03596	AENJA_06181
OG0003467	HUMAN28399	AENJA_06433
OG0003468	HUMAN08265	AENJA_06823
OG0003469	HUMAN26180	AENJA_07022
OG0003470	HUMAN13977, HUMAN13976	AENJA_07032
OG0003471	HUMAN16952	AENJA_07354
OG0003472	HUMAN29614, HUMAN29613	AENJA_07615
OG0003474	HUMAN28089, HUMAN00685	AENJA_07912
OG0003475	HUMAN21366	AENJA_08250
OG0003476	HUMAN02837	AENJA_08274
OG0003477	HUMAN25241	AENJA_08292
OG0003478	HUMAN08716, HUMAN08715	AENJA_08408
OG0003479	HUMAN02334, HUMAN20427	AENJA_08477
OG0003480	HUMAN13707, HUMAN13705	AENJA_08524, AENJA_08521
OG0003481	HUMAN17835	AENJA_08978, AENJA_08977
OG0003482	HUMAN06885, HUMAN04192	AENJA_08998
OG0003483	HUMAN02672	AENJA_09252
OG0003485	HUMAN06743	AENJA_09503
OG0003486	HUMAN25368	AENJA_09585
OG0003487	HUMAN01641, HUMAN01639	AENJA_10277
OG0003488	HUMAN27887	AENJA_10887, AENJA_25027
OG0003489	HUMAN00472, HUMAN25219	AENJA_11004
OG0003490	HUMAN07486	AENJA_11053
OG0003491	HUMAN18345, HUMAN07660	AENJA_11118
OG0003492	HUMAN17154, HUMAN03405	AENJA_11247
OG0003495	HUMAN18833, HUMAN27823, HUMAN25685	AENJA_11780
OG0003496	HUMAN05409	AENJA_19103, AENJA_12010
OG0003497	HUMAN05604	AENJA_12369
OG0003498	HUMAN22332, HUMAN22333	AENJA_12653
OG0003499	HUMAN15248, HUMAN15247, HUMAN15246	AENJA_12654
OG0003500	HUMAN09263	AENJA_12709
OG0003501	HUMAN14259, HUMAN14258	AENJA_13025
OG0003502	HUMAN26410, HUMAN26411	AENJA_13200
OG0003503	HUMAN13541	AENJA_13216
OG0003504	HUMAN13209, HUMAN13210	AENJA_13617
OG0003505	HUMAN11145	AENJA_13629
OG0003506	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460	AENJA_13681
OG0003507	HUMAN14251, HUMAN00947	AENJA_13693
OG0003508	HUMAN20681	AENJA_13894
OG0003510	HUMAN24552, HUMAN11374	AENJA_15122, AENJA_14984
OG0003511	HUMAN23502	AENJA_15214
OG0003512	HUMAN07246, HUMAN07245	AENJA_15313
OG0003513	HUMAN17574, HUMAN17572, HUMAN29015	AENJA_15883
OG0003514	HUMAN20926, HUMAN26859	AENJA_16077
OG0003515	HUMAN07599, HUMAN22879	AENJA_16192
OG0003516	HUMAN03685	AENJA_16746
OG0003517	HUMAN04692, HUMAN04691, HUMAN04694, HUMAN06798, HUMAN06796	AENJA_16771
OG0003518	HUMAN14108	AENJA_16797
OG0003519	HUMAN20557, HUMAN20556, HUMAN20554	AENJA_16830
OG0003520	HUMAN21004, HUMAN08252	AENJA_17161
OG0003521	HUMAN05179	AENJA_17538
OG0003522	HUMAN25338	AENJA_17840
OG0003523	HUMAN21871	AENJA_17997
OG0003524	HUMAN00423, HUMAN00422	AENJA_17999
OG0003525	HUMAN07937	AENJA_18452
OG0003526	HUMAN02679, HUMAN08399	AENJA_18515
OG0003527	HUMAN05242	AENJA_18617
OG0003528	HUMAN07458	AENJA_18722
OG0003529	HUMAN18247, HUMAN12697, HUMAN12696	AENJA_23756, AENJA_18730
OG0003530	HUMAN18072	AENJA_18943, AENJA_18942
OG0003531	HUMAN09342, HUMAN04724	AENJA_19107
OG0003532	HUMAN17410	AENJA_19405
OG0003533	HUMAN21080, HUMAN21079	AENJA_19980
OG0003534	HUMAN16987, HUMAN08770	AENJA_20224
OG0003535	HUMAN27564, HUMAN03170	AENJA_20349
OG0003536	HUMAN13845, HUMAN13847, HUMAN18837, HUMAN18836, HUMAN16704, HUMAN13846	AENJA_20549
OG0003537	HUMAN22131, HUMAN22130	AENJA_20711, AENJA_20710
OG0003538	HUMAN03691	AENJA_20720
OG0003539	HUMAN27654	AENJA_20975
OG0003541	HUMAN11651, HUMAN11648	AENJA_21308
OG0003542	HUMAN10755, HUMAN10756	AENJA_21494
OG0003543	HUMAN28052	AENJA_21659
OG0003544	HUMAN00617, HUMAN00616	AENJA_21703
OG0003545	HUMAN12962, HUMAN10596, HUMAN12961	AENJA_21908
OG0003546	HUMAN29089, HUMAN02169	AENJA_21963
OG0003547	HUMAN03917	AENJA_22029
OG0003548	HUMAN22282	AENJA_22613
OG0003549	HUMAN25712, HUMAN29713	AENJA_22669
OG0003550	HUMAN26578, HUMAN17867	AENJA_22695
OG0003551	HUMAN29004, HUMAN14799, HUMAN29003	AENJA_22715
OG0003552	HUMAN01497	AENJA_22940
OG0003553	HUMAN17100	AENJA_23077
OG0003554	HUMAN03429	AENJA_23083
OG0003555	HUMAN13236, HUMAN13235, HUMAN13238, HUMAN13237, HUMAN13240, HUMAN13241	AENJA_23304
OG0003556	HUMAN19312	AENJA_23329
OG0003557	HUMAN27746, HUMAN27748, HUMAN03307	AENJA_23658
OG0003558	HUMAN09720	AENJA_23724
OG0003560	HUMAN08292	AENJA_24076
OG0003561	HUMAN25470, HUMAN07496	AENJA_24294
OG0003562	HUMAN18584, HUMAN18585, HUMAN28168	AENJA_24391
OG0003563	HUMAN10685	AENJA_24776
OG0003564	HUMAN17366, HUMAN24302	AENJA_24810
OG0003565	HUMAN27729, HUMAN27728	AENJA_24872
OG0003566	HUMAN04196, HUMAN24973	AENJA_25138
OG0003567	HUMAN10488	AENJA_25441
OG0003568	HUMAN07272	AENJA_25542
OG0003569	HUMAN07054, HUMAN02397	AENJA_25887
OG0003570	HUMAN02024	AENJA_26158
OG0003571	HUMAN28033, HUMAN11183	AENJA_26245
OG0003572	HUMAN15595, HUMAN15596, HUMAN02513, HUMAN08691	AENJA_26602
OG0003573	HUMAN10871, HUMAN10813, HUMAN10775	AENJA_26698
OG0003597	HUMAN04460	AENJA_00060
OG0003598	HUMAN29147	AENJA_00099
OG0003600	HUMAN15217	AENJA_00154
OG0003601	HUMAN26533, HUMAN26534	AENJA_00200
OG0003603	HUMAN13251, HUMAN13246	AENJA_00222
OG0003604	HUMAN12260, HUMAN12259, HUMAN07277	AENJA_00307
OG0003606	HUMAN00503	AENJA_00589
OG0003607	HUMAN02686	AENJA_13133
OG0003608	HUMAN02187	AENJA_00758
OG0003610	HUMAN16758, HUMAN16759	AENJA_00983
OG0003611	HUMAN24173	AENJA_04941
OG0003612	HUMAN24816	AENJA_01169
OG0003613	HUMAN20927, HUMAN11439	AENJA_01172
OG0003615	HUMAN14433, HUMAN23272	AENJA_06537
OG0003616	HUMAN20505, HUMAN20506, HUMAN20504	AENJA_19893, AENJA_19894, AENJA_01501
OG0003617	HUMAN21414	AENJA_01515, AENJA_11306
OG0003618	HUMAN27888, HUMAN27890	AENJA_01642
OG0003619	HUMAN30124, HUMAN23959	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713
OG0003620	HUMAN00037	AENJA_01724
OG0003621	HUMAN05310	AENJA_01959
OG0003622	HUMAN18690	AENJA_02333, AENJA_02334
OG0003623	HUMAN05857	AENJA_02369
OG0003626	HUMAN26164, HUMAN26165	AENJA_05658
OG0003627	HUMAN17655, HUMAN17656, HUMAN05166, HUMAN05165	AENJA_03181
OG0003628	HUMAN09742	AENJA_12461
OG0003630	HUMAN10764, HUMAN10786	AENJA_03435
OG0003631	HUMAN24131	AENJA_25153, AENJA_03572
OG0003632	HUMAN00144, HUMAN00145, HUMAN21796	AENJA_03584
OG0003633	HUMAN05293	AENJA_03746
OG0003635	HUMAN30608, HUMAN30607	AENJA_03933
OG0003638	HUMAN08782	AENJA_04417
OG0003640	HUMAN13431, HUMAN17671	AENJA_05057
OG0003641	HUMAN13743, HUMAN13746, HUMAN13744, HUMAN19226	AENJA_05255
OG0003642	HUMAN09836	AENJA_05368, AENJA_23786
OG0003643	HUMAN02410	AENJA_05513, AENJA_24494
OG0003644	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284	AENJA_06076
OG0003645	HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128	AENJA_06128
OG0003646	HUMAN09524	AENJA_06203
OG0003647	HUMAN23500	AENJA_06206
OG0003648	HUMAN16787	AENJA_06252
OG0003649	HUMAN14411	AENJA_06343
OG0003650	HUMAN19279, HUMAN19278, HUMAN19276, HUMAN19277	AENJA_06545
OG0003651	HUMAN18587, HUMAN27840	AENJA_06546
OG0003652	HUMAN05434, HUMAN25517	AENJA_07122
OG0003653	HUMAN28128, HUMAN15232, HUMAN08130	AENJA_07144
OG0003654	HUMAN27868	AENJA_07431
OG0003655	HUMAN25720, HUMAN07525	AENJA_07748
OG0003656	HUMAN09498, HUMAN09499, HUMAN01632	AENJA_08284
OG0003657	HUMAN17897	AENJA_08341
OG0003658	HUMAN26110, HUMAN26109	AENJA_08342
OG0003659	HUMAN12849, HUMAN12851	AENJA_08800
OG0003660	HUMAN03330	AENJA_08993
OG0003662	HUMAN03175, HUMAN03176, HUMAN17173	AENJA_09164
OG0003663	HUMAN24345	AENJA_09628
OG0003664	HUMAN12052	AENJA_09805
OG0003665	HUMAN08464	AENJA_10034
OG0003666	HUMAN29133, HUMAN02252	AENJA_10364
OG0003668	HUMAN30167, HUMAN09900, HUMAN09899	AENJA_10387
OG0003669	HUMAN29028	AENJA_10658
OG0003671	HUMAN03501, HUMAN24226	AENJA_11068
OG0003672	HUMAN12138	AENJA_11161, AENJA_24103
OG0003673	HUMAN19535	AENJA_11294
OG0003674	HUMAN12022	AENJA_11517
OG0003675	HUMAN20720	AENJA_11744
OG0003676	HUMAN20688	AENJA_11880
OG0003677	HUMAN17731, HUMAN02931, HUMAN12515, HUMAN12514	AENJA_11975
OG0003678	HUMAN01033, HUMAN14660	AENJA_12097
OG0003679	HUMAN21403, HUMAN02922	AENJA_12320
OG0003680	HUMAN06616, HUMAN18004, HUMAN18005	AENJA_12855
OG0003681	HUMAN20399, HUMAN04398	AENJA_12857
OG0003682	HUMAN02554	AENJA_12915
OG0003683	HUMAN04991	AENJA_12950
OG0003683	HUMAN04992	AENJA_12947
OG0003685	HUMAN09512	AENJA_13298
OG0003686	HUMAN11096	AENJA_13621
OG0003687	HUMAN06582, HUMAN12545, HUMAN17984	AENJA_13636
OG0003688	HUMAN00391, HUMAN00390	AENJA_13670
OG0003689	HUMAN12564, HUMAN17888	AENJA_14017
OG0003690	HUMAN08255, HUMAN08254	AENJA_20908
OG0003691	HUMAN27486	AENJA_17487, AENJA_14396
OG0003692	HUMAN26245	AENJA_14437
OG0003693	HUMAN05789, HUMAN05791, HUMAN05790, HUMAN21038	AENJA_14583
OG0003694	HUMAN01597	AENJA_14806
OG0003695	HUMAN29320, HUMAN28471	AENJA_14941
OG0003696	HUMAN26795	AENJA_15025
OG0003697	HUMAN13631	AENJA_15049
OG0003698	HUMAN03524, HUMAN27578	AENJA_15085
OG0003700	HUMAN10461, HUMAN13432, HUMAN13433	AENJA_15228
OG0003701	HUMAN21420	AENJA_15293
OG0003702	HUMAN18794, HUMAN08385	AENJA_15340
OG0003703	HUMAN04604, HUMAN09417, HUMAN09419	AENJA_15513
OG0003704	HUMAN14829, HUMAN01005	AENJA_15518
OG0003705	HUMAN26525	AENJA_16444
OG0003706	HUMAN24793	AENJA_15986
OG0003707	HUMAN28827, HUMAN10024	AENJA_16247
OG0003709	HUMAN15204, HUMAN15203	AENJA_17152
OG0003710	HUMAN29654, HUMAN22687	AENJA_17579
OG0003711	HUMAN09536	AENJA_17736
OG0003712	HUMAN20248, HUMAN10482	AENJA_17842
OG0003713	HUMAN02247, HUMAN02248	AENJA_17988
OG0003714	HUMAN00129, HUMAN00131, HUMAN00130	AENJA_23117, AENJA_17998
OG0003716	HUMAN21975	AENJA_18178
OG0003717	HUMAN00711, HUMAN24583	AENJA_18567
OG0003718	HUMAN18082	AENJA_18593
OG0003719	HUMAN01524	AENJA_18681
OG0003720	HUMAN02239, HUMAN24894	AENJA_18939
OG0003721	HUMAN04841	AENJA_19137
OG0003722	HUMAN01183, HUMAN29299	AENJA_19232
OG0003724	HUMAN00259	AENJA_19400
OG0003725	HUMAN28512, HUMAN00988, HUMAN00987, HUMAN28511	AENJA_19411
OG0003726	HUMAN00634, HUMAN25217	AENJA_19480, AENJA_22995
OG0003727	HUMAN15652	AENJA_19507
OG0003728	HUMAN01158	AENJA_19716
OG0003729	HUMAN17750	AENJA_19798
OG0003730	HUMAN03774	AENJA_19955
OG0003731	HUMAN14612, HUMAN14611	AENJA_19989
OG0003733	HUMAN28575	AENJA_20334
OG0003734	HUMAN29356, HUMAN29355	AENJA_20690
OG0003735	HUMAN05437	AENJA_20826
OG0003736	HUMAN11064	AENJA_20853, AENJA_20855
OG0003737	HUMAN29411, HUMAN02196	AENJA_20913
OG0003738	HUMAN12341	AENJA_21039
OG0003739	HUMAN17673	AENJA_21483
OG0003740	HUMAN04216, HUMAN04217	AENJA_21680
OG0003741	HUMAN15538	AENJA_21770
OG0003742	HUMAN26023, HUMAN06690, HUMAN06689	AENJA_22403
OG0003743	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085	AENJA_22572
OG0003744	HUMAN29944, HUMAN20993, HUMAN20992	AENJA_22829
OG0003745	HUMAN19746, HUMAN19745, HUMAN19747, HUMAN19744	AENJA_23235, AENJA_23237, AENJA_23234
OG0003746	HUMAN18235, HUMAN12379	AENJA_23348
OG0003748	HUMAN06965, HUMAN06967, HUMAN06966	AENJA_23488, AENJA_23487
OG0003750	HUMAN18942, HUMAN18943	AENJA_23963
OG0003751	HUMAN02217, HUMAN02218, HUMAN02216	AENJA_24526
OG0003752	HUMAN28947, HUMAN09871	AENJA_24562
OG0003753	HUMAN13277, HUMAN13278, HUMAN13279	AENJA_24858
OG0003754	HUMAN04680, HUMAN06799	AENJA_24910
OG0003755	HUMAN13092	AENJA_24952
OG0003756	HUMAN11263	AENJA_25172
OG0003757	HUMAN15876	AENJA_25326
OG0003758	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528	AENJA_25591
OG0003759	HUMAN11801, HUMAN24876	AENJA_25619
OG0003760	HUMAN13770, HUMAN13772, HUMAN13771, HUMAN16625, HUMAN16624	AENJA_26295
OG0003761	HUMAN09889, HUMAN28585	AENJA_26423
OG0003762	HUMAN13397, HUMAN10438, HUMAN10436, HUMAN10437, HUMAN10440	AENJA_26451
OG0003763	HUMAN25652	AENJA_26622
OG0003794	HUMAN19171, HUMAN14083, HUMAN15210	AENJA_00002
OG0003795	HUMAN29845	AENJA_00051
OG0003798	HUMAN17950, HUMAN06536	AENJA_00181
OG0003803	HUMAN02236	AENJA_00564
OG0003806	HUMAN10280	AENJA_00944
OG0003807	HUMAN10606, HUMAN10605	AENJA_00967
OG0003808	HUMAN00688, HUMAN00686	AENJA_00978
OG0003809	HUMAN22691	AENJA_01422
OG0003810	HUMAN07745	AENJA_01566
OG0003811	HUMAN22421, HUMAN22419	AENJA_01571
OG0003812	HUMAN29819	AENJA_01871
OG0003813	HUMAN22627, HUMAN18665	AENJA_02053
OG0003816	HUMAN03485, HUMAN03484	AENJA_02254
OG0003818	HUMAN07697	AENJA_02475
OG0003820	HUMAN28538, HUMAN28537	AENJA_02870, AENJA_19572
OG0003821	HUMAN01393, HUMAN20961	AENJA_02911
OG0003823	HUMAN16630, HUMAN16629	AENJA_02946
OG0003824	HUMAN27737	AENJA_02975
OG0003825	HUMAN25524, HUMAN25522	AENJA_02982
OG0003826	HUMAN11781	AENJA_03131
OG0003828	HUMAN29062	AENJA_03700
OG0003829	HUMAN01266	AENJA_03792
OG0003830	HUMAN25373, HUMAN25370, HUMAN25371	AENJA_26357, AENJA_19327, AENJA_03838
OG0003831	HUMAN22335	AENJA_03886
OG0003832	HUMAN01432, HUMAN01433, HUMAN01434, HUMAN06725, HUMAN20997	AENJA_03902
OG0003833	HUMAN27613	AENJA_04439
OG0003834	HUMAN14036, HUMAN11315	AENJA_04549, AENJA_04550
OG0003835	HUMAN16694	AENJA_12493, AENJA_04664
OG0003836	HUMAN22326, HUMAN24116	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265
OG0003837	HUMAN13331	AENJA_04856
OG0003838	HUMAN07732, HUMAN07731, HUMAN22348	AENJA_04967
OG0003839	HUMAN02039	AENJA_06897
OG0003840	HUMAN09600, HUMAN01591, HUMAN09601	AENJA_07883, AENJA_05492
OG0003841	HUMAN24738	AENJA_05729
OG0003842	HUMAN06944, HUMAN06942, HUMAN06943, HUMAN06945	AENJA_05895
OG0003844	HUMAN28532	AENJA_06372
OG0003845	HUMAN13124	AENJA_06384
OG0003846	HUMAN17115, HUMAN27512, HUMAN17116	AENJA_06476
OG0003848	HUMAN02199	AENJA_06904
OG0003849	HUMAN09691, HUMAN09692, HUMAN13933	AENJA_06923
OG0003850	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535	AENJA_07117, AENJA_21595
OG0003851	HUMAN02979	AENJA_07129
OG0003852	HUMAN10038, HUMAN10035, HUMAN23688	AENJA_07216
OG0003853	HUMAN25110, HUMAN25109	AENJA_07482, AENJA_19998
OG0003854	HUMAN15023, HUMAN10092, HUMAN10091	AENJA_07506
OG0003855	HUMAN01643	AENJA_07705
OG0003856	HUMAN20705	AENJA_08084
OG0003857	HUMAN10555	AENJA_08085
OG0003858	HUMAN25115	AENJA_08566
OG0003859	HUMAN16756, HUMAN16757, HUMAN16755	AENJA_08612
OG0003860	HUMAN02815	AENJA_08805
OG0003861	HUMAN19469	AENJA_08913
OG0003862	HUMAN17772	AENJA_19217
OG0003863	HUMAN03803, HUMAN03804	AENJA_09171
OG0003864	HUMAN15578, HUMAN15577	AENJA_09391
OG0003865	HUMAN21906, HUMAN06498	AENJA_09441
OG0003866	HUMAN29685, HUMAN05999, HUMAN29686	AENJA_09527
OG0003867	HUMAN26780	AENJA_09761
OG0003868	HUMAN14809, HUMAN02201	AENJA_09827
OG0003869	HUMAN12692	AENJA_17460, AENJA_09977
OG0003870	HUMAN16083, HUMAN16082	AENJA_10263
OG0003871	HUMAN07601	AENJA_10643
OG0003872	HUMAN19735	AENJA_10747
OG0003873	HUMAN02732	AENJA_10784
OG0003874	HUMAN01763	AENJA_10799
OG0003875	HUMAN04342	AENJA_10875
OG0003876	HUMAN28953, HUMAN28954	AENJA_10876
OG0003878	HUMAN01357	AENJA_11046
OG0003880	HUMAN05339, HUMAN21532, HUMAN21531	AENJA_11227
OG0003881	HUMAN00160	AENJA_11372
OG0003882	HUMAN27065	AENJA_11663
OG0003883	HUMAN22279, HUMAN22278	AENJA_11694
OG0003884	HUMAN09697	AENJA_11725
OG0003885	HUMAN25203, HUMAN24509	AENJA_11785, AENJA_23431
OG0003886	HUMAN12711, HUMAN02704	AENJA_12066
OG0003887	HUMAN01579	AENJA_12157
OG0003888	HUMAN19589, HUMAN19338	AENJA_12506
OG0003889	HUMAN10468, HUMAN10467	AENJA_12812
OG0003890	HUMAN17103, HUMAN24051	AENJA_21991, AENJA_12959
OG0003892	HUMAN02849, HUMAN02848	AENJA_13114, AENJA_22782
OG0003893	HUMAN17502	AENJA_13141
OG0003894	HUMAN29298	AENJA_13190
OG0003895	HUMAN13034	AENJA_13220
OG0003896	HUMAN12343, HUMAN25890, HUMAN25891, HUMAN25892, HUMAN25889	AENJA_13916
OG0003897	HUMAN18373, HUMAN18372	AENJA_14064
OG0003898	HUMAN21809, HUMAN21810	AENJA_14091
OG0003899	HUMAN28708, HUMAN28709	AENJA_14656
OG0003900	HUMAN04893, HUMAN04894, HUMAN04892	AENJA_15786
OG0003901	HUMAN25158, HUMAN00514	AENJA_15961
OG0003903	HUMAN22257	AENJA_16074
OG0003904	HUMAN09983, HUMAN09982, HUMAN09984	AENJA_16228
OG0003906	HUMAN14951	AENJA_16374
OG0003908	HUMAN22926	AENJA_22677
OG0003908	HUMAN06953, HUMAN06952, HUMAN06951	AENJA_17280
OG0003909	HUMAN16634	AENJA_26469, AENJA_17530
OG0003910	HUMAN00725	AENJA_17611
OG0003911	HUMAN18913	AENJA_17893
OG0003912	HUMAN18812, HUMAN11530, HUMAN11531	AENJA_18106
OG0003913	HUMAN22057	AENJA_18124
OG0003914	HUMAN09922	AENJA_18479
OG0003915	HUMAN07885, HUMAN30288	AENJA_18759
OG0003916	HUMAN07943, HUMAN28011	AENJA_18832
OG0003917	HUMAN17384	AENJA_18911
OG0003918	HUMAN24389, HUMAN22575	AENJA_19068
OG0003919	HUMAN18228, HUMAN18229	AENJA_19176
OG0003920	HUMAN00591, HUMAN00592	AENJA_19805
OG0003921	HUMAN27803	AENJA_19828
OG0003922	HUMAN21903, HUMAN21904	AENJA_19834
OG0003923	HUMAN18230	AENJA_19884
OG0003925	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565	AENJA_20055
OG0003926	HUMAN00418	AENJA_20056
OG0003927	HUMAN07340, HUMAN07339	AENJA_20528
OG0003929	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587	AENJA_20627
OG0003930	HUMAN06982, HUMAN06981, HUMAN06983	AENJA_20961
OG0003931	HUMAN10525, HUMAN10524, HUMAN29902	AENJA_21038
OG0003933	HUMAN21430, HUMAN07048	AENJA_21761
OG0003934	HUMAN16284	AENJA_21817
OG0003935	HUMAN08472, HUMAN08471	AENJA_22316
OG0003936	HUMAN11264	AENJA_22324
OG0003937	HUMAN03795, HUMAN27601	AENJA_22426
OG0003938	HUMAN16018	AENJA_22573
OG0003939	HUMAN02684	AENJA_22721
OG0003940	HUMAN04396	AENJA_22828
OG0003941	HUMAN07026	AENJA_22930
OG0003942	HUMAN25725	AENJA_23165
OG0003943	HUMAN27634	AENJA_23357
OG0003944	HUMAN21868	AENJA_23555
OG0003945	HUMAN05796, HUMAN24950	AENJA_23594
OG0003946	HUMAN03504, HUMAN03508, HUMAN22287	AENJA_24350
OG0003947	HUMAN22108, HUMAN27709	AENJA_24809
OG0003948	HUMAN17355	AENJA_24828
OG0003949	HUMAN25455, HUMAN25454	AENJA_25294
OG0003951	HUMAN20874	AENJA_25520
OG0003952	HUMAN25061	AENJA_25812
OG0003953	HUMAN24118, HUMAN23048	AENJA_25975, AENJA_25981
OG0003954	HUMAN28199, HUMAN16670	AENJA_26001
OG0003955	HUMAN23068	AENJA_26253
OG0003957	HUMAN14055	AENJA_26465
OG0003958	HUMAN03241, HUMAN23908, HUMAN27697	AENJA_26545
OG0003959	HUMAN29359	AENJA_26551
OG0003960	HUMAN06253, HUMAN06252, HUMAN06254, HUMAN04274	AENJA_26560
OG0003961	HUMAN00898	AENJA_26616
OG0003962	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998	AENJA_26659
OG0003997	HUMAN23065	AENJA_00553
OG0003998	HUMAN17020	AENJA_00732
OG0003999	HUMAN27199, HUMAN27198	AENJA_00953
OG0004000	HUMAN20817	AENJA_01025
OG0004002	HUMAN02677	AENJA_01139
OG0004005	HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558	AENJA_01410, AENJA_01411
