Orthogroup	HUMAN	STRPU_ok
OG0003507	HUMAN14251, HUMAN00947	STRPU_19336
OG0003508	HUMAN20681	STRPU_13552
OG0003509	HUMAN11891	STRPU_10961
OG0003511	HUMAN23502	STRPU_26830
OG0003512	HUMAN07246, HUMAN07245	STRPU_14597
OG0003513	HUMAN17574, HUMAN17572, HUMAN29015	STRPU_13821
OG0003514	HUMAN20926, HUMAN26859	STRPU_22096
OG0003515	HUMAN07599, HUMAN22879	STRPU_05774
OG0003516	HUMAN03685	STRPU_10277
OG0003517	HUMAN04692, HUMAN04691, HUMAN04694, HUMAN06798, HUMAN06796	STRPU_12195
OG0003518	HUMAN14108	STRPU_26026
OG0003519	HUMAN20557, HUMAN20556, HUMAN20554	STRPU_13946
OG0003520	HUMAN21004, HUMAN08252	STRPU_20485
OG0003521	HUMAN05179	STRPU_05389
OG0003522	HUMAN25338	STRPU_08126, STRPU_08113
OG0003523	HUMAN21871	STRPU_11145
OG0003524	HUMAN00423, HUMAN00422	STRPU_11329
OG0003525	HUMAN07937	STRPU_22611
OG0003526	HUMAN02679, HUMAN08399	STRPU_21377
OG0003528	HUMAN07458	STRPU_17490, STRPU_17491, STRPU_17489
OG0003529	HUMAN18247, HUMAN12697, HUMAN12696	STRPU_13249
OG0003530	HUMAN18072	STRPU_25170
OG0003531	HUMAN09342, HUMAN04724	STRPU_20597
OG0003532	HUMAN17410	STRPU_10739
OG0003533	HUMAN21080, HUMAN21079	STRPU_22386
OG0003534	HUMAN16987, HUMAN08770	STRPU_21654, STRPU_21719
OG0003535	HUMAN27564, HUMAN03170	STRPU_09979, STRPU_09956
OG0003536	HUMAN13845, HUMAN13847, HUMAN18837, HUMAN18836, HUMAN16704, HUMAN13846	STRPU_08040
OG0003537	HUMAN22131, HUMAN22130	STRPU_09412, STRPU_01545
OG0003538	HUMAN03691	STRPU_05821
OG0003539	HUMAN27654	STRPU_22523
OG0003541	HUMAN11651, HUMAN11648	STRPU_25471
OG0003542	HUMAN10756	STRPU_08956
OG0003543	HUMAN28052	STRPU_16716
OG0003544	HUMAN00617, HUMAN00616	STRPU_07440, STRPU_07449
OG0003545	HUMAN12962, HUMAN10596, HUMAN12961	STRPU_09297
OG0003546	HUMAN29089, HUMAN02169	STRPU_19647, STRPU_19674
OG0003547	HUMAN03917	STRPU_12469
OG0003548	HUMAN22282	STRPU_09626
OG0003549	HUMAN25713, HUMAN25712, HUMAN29713	STRPU_17894
OG0003550	HUMAN26578, HUMAN17867	STRPU_01035, STRPU_23404
OG0003551	HUMAN14799, HUMAN29003	STRPU_18972, STRPU_18959
OG0003552	HUMAN01497	STRPU_20147
OG0003553	HUMAN17100	STRPU_10274
OG0003554	HUMAN03429	STRPU_09335
OG0003555	HUMAN13236, HUMAN13235, HUMAN13238, HUMAN13237, HUMAN13240, HUMAN13241	STRPU_09097, STRPU_02068
OG0003556	HUMAN19312	STRPU_08012
OG0003557	HUMAN27746, HUMAN27748, HUMAN03307	STRPU_20157
OG0003558	HUMAN09720	STRPU_27128
OG0003560	HUMAN08292	STRPU_20500
OG0003561	HUMAN25470, HUMAN07496	STRPU_17360, STRPU_17346
OG0003562	HUMAN18584, HUMAN18585, HUMAN28168	STRPU_24859
OG0003563	HUMAN10685	STRPU_01477, STRPU_08694
OG0003564	HUMAN17366, HUMAN24302	STRPU_09624
OG0003565	HUMAN27729, HUMAN27728	STRPU_15924, STRPU_00493, STRPU_08942, STRPU_12900
OG0003566	HUMAN04196, HUMAN24973	STRPU_11918, STRPU_11878
OG0003567	HUMAN10488	STRPU_02062, STRPU_09090
OG0003568	HUMAN07272	STRPU_14841
OG0003569	HUMAN07054, HUMAN02397	STRPU_23349
OG0003570	HUMAN02024, HUMAN02025, HUMAN02026	STRPU_02794
OG0003571	HUMAN28033, HUMAN11183	STRPU_26236
OG0003572	HUMAN15595, HUMAN15596, HUMAN02513, HUMAN08691	STRPU_21159, STRPU_21167
OG0003573	HUMAN10871, HUMAN10813, HUMAN10775	STRPU_14812
OG0003576	HUMAN13837, HUMAN13836, HUMAN19144, HUMAN19146, HUMAN11580, HUMAN11579, HUMAN11577	STRPU_25516
OG0003577	HUMAN29012	STRPU_22045
OG0003578	HUMAN20028, HUMAN20029	STRPU_14245
OG0003579	HUMAN26278, HUMAN22725	STRPU_04470
OG0003581	HUMAN04085	STRPU_24378
OG0003582	HUMAN29836, HUMAN02330	STRPU_22683
OG0003597	HUMAN04460	STRPU_01702, STRPU_02662
OG0003598	HUMAN29147	STRPU_00768, STRPU_19800
OG0003600	HUMAN15217	STRPU_25452
OG0003601	HUMAN26533, HUMAN26534	STRPU_13952
OG0003603	HUMAN13251, HUMAN13246	STRPU_08310
OG0003604	HUMAN12260, HUMAN12259, HUMAN07277	STRPU_14769, STRPU_02554
OG0003607	HUMAN02686	STRPU_21163, STRPU_21155
OG0003608	HUMAN02187	STRPU_20365
OG0003610	HUMAN16758, HUMAN16759	STRPU_01053, STRPU_24252
OG0003611	HUMAN24173	STRPU_09452, STRPU_01510
OG0003612	HUMAN24816	STRPU_18969, STRPU_18956
OG0003613	HUMAN20927, HUMAN11439	STRPU_12108, STRPU_12143
OG0003615	HUMAN14433, HUMAN23272	STRPU_19046
OG0003616	HUMAN20505, HUMAN20506, HUMAN20504	STRPU_01981
OG0003617	HUMAN21414	STRPU_13092, STRPU_13104
OG0003618	HUMAN27888, HUMAN27890	STRPU_08027, STRPU_02032
OG0003619	HUMAN30124, HUMAN23959	STRPU_05456
OG0003620	HUMAN00037	STRPU_00502, STRPU_15940
OG0003621	HUMAN05310, HUMAN05311	STRPU_17041, STRPU_01807
OG0003622	HUMAN18690	STRPU_10952, STRPU_21646, STRPU_21710
OG0003623	HUMAN05857	STRPU_11446
OG0003627	HUMAN17655, HUMAN17656, HUMAN05166, HUMAN05165	STRPU_06634
OG0003628	HUMAN09742, HUMAN09740	STRPU_26819
OG0003630	HUMAN10764, HUMAN10786	STRPU_14988, STRPU_14958
OG0003631	HUMAN24131	STRPU_04940
OG0003632	HUMAN00144, HUMAN00145, HUMAN21796	STRPU_11322
OG0003633	HUMAN05293	STRPU_21224, STRPU_22507
OG0003635	HUMAN30608, HUMAN30607	STRPU_05033, STRPU_05106
OG0003638	HUMAN08782	STRPU_21025
OG0003639	HUMAN11734	STRPU_14552
OG0003640	HUMAN13431, HUMAN17671	STRPU_24148
OG0003641	HUMAN13743, HUMAN13746, HUMAN13744, HUMAN19226	STRPU_00224, STRPU_25964
OG0003642	HUMAN09836	STRPU_27230
OG0003643	HUMAN02410	STRPU_23157
OG0003644	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284	STRPU_19783, STRPU_00787
OG0003645	HUMAN12130, HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128	STRPU_05770
OG0003646	HUMAN09524	STRPU_26839
OG0003647	HUMAN23500	STRPU_27138
OG0003648	HUMAN16787	STRPU_21139
OG0003649	HUMAN14411	STRPU_26514
OG0003650	HUMAN19279, HUMAN19278, HUMAN19276, HUMAN19277	STRPU_07527
OG0003651	HUMAN18587, HUMAN27840	STRPU_08068
OG0003652	HUMAN05434, HUMAN25517	STRPU_17587, STRPU_17563
OG0003653	HUMAN28128, HUMAN15232, HUMAN08130	STRPU_25673
OG0003654	HUMAN27868	STRPU_07070, STRPU_07065
OG0003655	HUMAN25720, HUMAN07525	STRPU_17785
OG0003656	HUMAN09498, HUMAN09499, HUMAN01632	STRPU_23061, STRPU_00647
OG0003657	HUMAN17897	STRPU_22899, STRPU_22914
OG0003658	HUMAN26110, HUMAN26109	STRPU_23985
OG0003659	HUMAN12849, HUMAN12851	STRPU_24909
OG0003660	HUMAN03330	STRPU_04268
OG0003662	HUMAN03175, HUMAN03176, HUMAN17173	STRPU_01543, STRPU_09415
OG0003663	HUMAN24345	STRPU_04833
OG0003664	HUMAN12052	STRPU_08332
OG0003665	HUMAN08464	STRPU_26573, STRPU_24787
OG0003666	HUMAN29133, HUMAN02252	STRPU_00986, STRPU_23456
OG0003668	HUMAN30167, HUMAN09900, HUMAN09899	STRPU_26719
OG0003669	HUMAN29028	STRPU_19296, STRPU_01851
OG0003671	HUMAN03501, HUMAN24226	STRPU_09909
OG0003672	HUMAN12138	STRPU_08809
OG0003673	HUMAN19535	STRPU_17282
OG0003674	HUMAN12023	STRPU_08882, STRPU_00939
OG0003675	HUMAN20720	STRPU_01019, STRPU_23417
OG0003676	HUMAN20688	STRPU_13154, STRPU_13134
OG0003677	HUMAN17731, HUMAN02931, HUMAN12515, HUMAN12514	STRPU_13383, STRPU_13363
OG0003678	HUMAN01033, HUMAN14660	STRPU_19225
OG0003679	HUMAN21403, HUMAN02922	STRPU_24398
OG0003680	HUMAN06616, HUMAN18004, HUMAN18005	STRPU_24042, STRPU_02621
OG0003681	HUMAN20399, HUMAN04398	STRPU_11705
OG0003682	HUMAN02554	STRPU_20705
OG0003683	HUMAN04992	STRPU_14243
OG0003684	HUMAN14029, HUMAN14028	STRPU_26095
OG0003685	HUMAN09512	STRPU_22192
OG0003686	HUMAN11096	STRPU_25646, STRPU_25651
OG0003687	HUMAN06582, HUMAN12545, HUMAN17984	STRPU_13921, STRPU_13934
OG0003688	HUMAN00391, HUMAN00390	STRPU_11389
OG0003689	HUMAN12564, HUMAN17888	STRPU_01600, STRPU_13582
OG0003690	HUMAN08255, HUMAN08254, HUMAN08253	STRPU_21873
OG0003691	HUMAN27486	STRPU_05039, STRPU_05113
OG0003692	HUMAN26245	STRPU_01575, STRPU_09381
OG0003693	HUMAN05789, HUMAN05791, HUMAN05790, HUMAN21038	STRPU_22769, STRPU_01926
OG0003694	HUMAN01597	STRPU_00897, STRPU_23023
OG0003695	HUMAN29320, HUMAN28471	STRPU_20388
OG0003696	HUMAN26795	STRPU_23695, STRPU_23693
OG0003697	HUMAN13631	STRPU_08308
OG0003698	HUMAN03524, HUMAN27578	STRPU_09884
OG0003700	HUMAN10461, HUMAN13432, HUMAN13433	STRPU_08820
OG0003701	HUMAN21420	STRPU_24397
OG0003702	HUMAN18794, HUMAN08385	STRPU_21023
OG0003703	HUMAN04604, HUMAN09417, HUMAN09419	STRPU_12263
OG0003704	HUMAN14829, HUMAN01005	STRPU_07662, STRPU_18902
OG0003705	HUMAN26525	STRPU_01606, STRPU_13588
OG0003706	HUMAN24793	STRPU_19455
OG0003707	HUMAN28827, HUMAN10024	STRPU_15630, STRPU_15643
OG0003709	HUMAN15204, HUMAN15203	STRPU_25377
OG0003710	HUMAN29654, HUMAN22687	STRPU_17764
OG0003711	HUMAN09536	STRPU_00659, STRPU_23074
OG0003712	HUMAN20248, HUMAN10482	STRPU_02201, STRPU_09234, STRPU_09233, STRPU_02200
OG0003713	HUMAN02247, HUMAN02248	STRPU_07731
OG0003716	HUMAN21975	STRPU_11467
OG0003717	HUMAN00711, HUMAN24583	STRPU_24884
OG0003718	HUMAN18082	STRPU_24139
OG0003719	HUMAN01524	STRPU_26767, STRPU_26753
OG0003720	HUMAN02239, HUMAN24894	STRPU_16621
OG0003721	HUMAN04841	STRPU_21833
OG0003722	HUMAN01183, HUMAN29299	STRPU_20141
OG0003724	HUMAN00259	STRPU_11103, STRPU_11128
OG0003725	HUMAN28512, HUMAN00988, HUMAN00987, HUMAN28511	STRPU_19147
OG0003726	HUMAN00634, HUMAN25217	STRPU_07524, STRPU_03374
OG0003727	HUMAN15652	STRPU_00256, STRPU_03165
OG0003728	HUMAN01158	STRPU_19719
OG0003729	HUMAN17750	STRPU_24047, STRPU_02614
OG0003730	HUMAN03774	STRPU_10330
OG0003731	HUMAN14612, HUMAN14611	STRPU_20490
OG0003733	HUMAN28575	STRPU_18985
OG0003734	HUMAN29355	STRPU_20278, STRPU_20274, STRPU_20313, STRPU_00129
OG0003735	HUMAN05437	STRPU_17084
OG0003736	HUMAN11064	STRPU_22673
OG0003737	HUMAN29411, HUMAN02196	STRPU_19671, STRPU_19650
OG0003738	HUMAN12341	STRPU_08163
OG0003739	HUMAN17673	STRPU_01491, STRPU_13756
OG0003740	HUMAN04216, HUMAN04217	STRPU_12532
OG0003741	HUMAN15538	STRPU_02688, STRPU_01677
OG0003742	HUMAN26023, HUMAN06690, HUMAN06689	STRPU_22532
OG0003743	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085	STRPU_18134
OG0003744	HUMAN29944, HUMAN20993, HUMAN20992	STRPU_22977
OG0003745	HUMAN19746, HUMAN19745, HUMAN19747, HUMAN19744	STRPU_14449, STRPU_14432
OG0003746	HUMAN18235, HUMAN12379	STRPU_13668, STRPU_02402
OG0003748	HUMAN06965, HUMAN06967, HUMAN06966	STRPU_23161
OG0003749	HUMAN06179	STRPU_12317
OG0003750	HUMAN18942, HUMAN18943	STRPU_03777
OG0003751	HUMAN02217, HUMAN02218, HUMAN02216	STRPU_11253, STRPU_11216
OG0003752	HUMAN28947, HUMAN09871	STRPU_15768
OG0003753	HUMAN13277, HUMAN13278, HUMAN13279	STRPU_08790
OG0003754	HUMAN04680, HUMAN06799	STRPU_12707
OG0003755	HUMAN13092	STRPU_15415
OG0003756	HUMAN11263	STRPU_25349, STRPU_25348
OG0003757	HUMAN15876	STRPU_20502
OG0003758	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528	STRPU_21990, STRPU_21988
OG0003759	HUMAN11801, HUMAN24876	STRPU_10861, STRPU_10841
OG0003760	HUMAN13770, HUMAN13772, HUMAN13771, HUMAN16625, HUMAN16624	STRPU_07722
OG0003761	HUMAN09889, HUMAN28585	STRPU_22011
OG0003762	HUMAN13397, HUMAN10438, HUMAN10436, HUMAN10437, HUMAN10440	STRPU_08506
OG0003763	HUMAN25652	STRPU_17640, STRPU_02280
OG0003764	HUMAN13587, HUMAN13588	STRPU_08733, STRPU_01439
OG0003765	HUMAN02879	STRPU_22382
OG0003766	HUMAN19093	STRPU_25294
OG0003767	HUMAN28071, HUMAN28072	STRPU_07021
OG0003768	HUMAN06974, HUMAN06975	STRPU_20453, STRPU_22059, STRPU_22060, STRPU_12340
OG0003769	HUMAN08202	STRPU_26020, STRPU_26021
OG0003770	HUMAN05134	STRPU_05108, STRPU_05035
OG0003771	HUMAN13368, HUMAN13367, HUMAN20264	STRPU_08361
OG0003772	HUMAN11534, HUMAN11536, HUMAN11535, HUMAN11537	STRPU_16769, STRPU_01739
OG0003773	HUMAN10264, HUMAN12965	STRPU_08673
OG0003776	HUMAN19372, HUMAN19371	STRPU_02898
OG0003777	HUMAN18426, HUMAN12738, HUMAN26008	STRPU_08593, STRPU_00310
OG0003778	HUMAN16925, HUMAN19684, HUMAN19685	STRPU_11538
OG0003779	HUMAN11974	STRPU_06113
OG0003780	HUMAN18353, HUMAN30243, HUMAN07642, HUMAN07641	STRPU_06748
OG0003795	HUMAN29845	STRPU_23591
OG0003798	HUMAN17950, HUMAN06536	STRPU_05134, STRPU_05061
OG0003803	HUMAN02236	STRPU_20204
OG0003806	HUMAN10280	STRPU_00975, STRPU_08841
OG0003807	HUMAN10606, HUMAN10605	STRPU_08093
OG0003808	HUMAN00688, HUMAN00686	STRPU_24251, STRPU_01054
OG0003809	HUMAN22691	STRPU_04114
OG0003810	HUMAN07745	STRPU_04942
OG0003811	HUMAN22421, HUMAN22419	STRPU_05891
OG0003812	HUMAN29819	STRPU_11207
OG0003813	HUMAN22627, HUMAN18665	STRPU_04220, STRPU_04255
OG0003816	HUMAN03485, HUMAN03484	STRPU_04323, STRPU_04293
OG0003818	HUMAN07697	STRPU_05558, STRPU_05616
OG0003820	HUMAN28538, HUMAN28537	STRPU_27077
OG0003823	HUMAN16630, HUMAN16629	STRPU_24666
OG0003824	HUMAN27737	STRPU_09421, STRPU_01538
OG0003825	HUMAN25524, HUMAN25522	STRPU_10012
OG0003826	HUMAN11781	STRPU_14827
OG0003827	HUMAN01147	STRPU_19325
OG0003828	HUMAN29062	STRPU_20403
OG0003829	HUMAN01266	STRPU_20384
OG0003830	HUMAN25373, HUMAN25370, HUMAN25371	STRPU_01759, STRPU_18068
OG0003831	HUMAN22335	STRPU_05243
OG0003832	HUMAN01432, HUMAN01433, HUMAN01434, HUMAN06725, HUMAN20997	STRPU_23140
OG0003833	HUMAN27613	STRPU_05825, STRPU_05285
OG0003834	HUMAN14036, HUMAN11315	STRPU_26294, STRPU_26268
OG0003835	HUMAN16694	STRPU_24475
OG0003836	HUMAN22326, HUMAN24116	STRPU_05030
OG0003837	HUMAN13331	STRPU_08087
OG0003838	HUMAN07732, HUMAN07731, HUMAN22348	STRPU_05727
OG0003839	HUMAN02039	STRPU_19903
OG0003840	HUMAN09600, HUMAN01591, HUMAN09601	STRPU_26799
OG0003841	HUMAN24738	STRPU_19672, STRPU_19649
OG0003842	HUMAN06944, HUMAN06942, HUMAN06943, HUMAN06945	STRPU_22707, STRPU_00691, STRPU_22706
OG0003843	HUMAN17036	STRPU_21504
OG0003844	HUMAN28532	STRPU_27219
OG0003845	HUMAN13124	STRPU_14394
OG0003846	HUMAN17115, HUMAN27512, HUMAN17116	STRPU_10200
OG0003848	HUMAN02199	STRPU_19765
OG0003849	HUMAN09691, HUMAN09692, HUMAN13933	STRPU_26764, STRPU_26750
OG0003850	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535	STRPU_17743
OG0003851	HUMAN02979	STRPU_22235
OG0003852	HUMAN10038, HUMAN10035, HUMAN23688	STRPU_22104
OG0003853	HUMAN25110, HUMAN25109	STRPU_21495, STRPU_21486
OG0003854	HUMAN15023, HUMAN10092, HUMAN10091	STRPU_26673
OG0003855	HUMAN01643	STRPU_24429
OG0003856	HUMAN20705	STRPU_09243
OG0003857	HUMAN10555	STRPU_09242
OG0003858	HUMAN25115	STRPU_20968
OG0003859	HUMAN16757, HUMAN16755	STRPU_23995
OG0003861	HUMAN19469	STRPU_17125, STRPU_17109
OG0003862	HUMAN17772	STRPU_22604
OG0003863	HUMAN03803, HUMAN03804	STRPU_10014
OG0003864	HUMAN15578, HUMAN15577	STRPU_21449
OG0003865	HUMAN21906, HUMAN06498	STRPU_25046
OG0003866	HUMAN29685, HUMAN05999, HUMAN29686	STRPU_17669, STRPU_02253
OG0003867	HUMAN26780	STRPU_10594
OG0003868	HUMAN14809, HUMAN02201	STRPU_19663, STRPU_19655
OG0003869	HUMAN12692	STRPU_00857, STRPU_14063
OG0003870	HUMAN16083, HUMAN16082	STRPU_12851, STRPU_12861
OG0003872	HUMAN19735	STRPU_14352
OG0003873	HUMAN02732	STRPU_11352
OG0003874	HUMAN01763	STRPU_26807
OG0003876	HUMAN28953, HUMAN28954	STRPU_18481, STRPU_18439
OG0003878	HUMAN01357	STRPU_22393
OG0003880	HUMAN05339	STRPU_06845
OG0003881	HUMAN00160	STRPU_23870, STRPU_23833
OG0003882	HUMAN27065	STRPU_25867
OG0003883	HUMAN22279, HUMAN22278	STRPU_10088, STRPU_10151
OG0003884	HUMAN09697	STRPU_22886
OG0003885	HUMAN25203, HUMAN24509	STRPU_07351
OG0003886	HUMAN12711, HUMAN02704	STRPU_25179
OG0003887	HUMAN10867, HUMAN10808	STRPU_15393
OG0003887	HUMAN01579	STRPU_04757
OG0003888	HUMAN19589, HUMAN19338	STRPU_17913
OG0003889	HUMAN10468, HUMAN10467	STRPU_08854, STRPU_00968
OG0003890	HUMAN17103, HUMAN24051	STRPU_16231, STRPU_16184, STRPU_16192, STRPU_16233
OG0003892	HUMAN02849, HUMAN02848	STRPU_01952, STRPU_22793
OG0003893	HUMAN17502	STRPU_20996
OG0003894	HUMAN29298	STRPU_20332
OG0003895	HUMAN13034	STRPU_09912
OG0003896	HUMAN12343, HUMAN25890, HUMAN25891, HUMAN25892, HUMAN25889	STRPU_08792
OG0003897	HUMAN18373, HUMAN18372	STRPU_10680, STRPU_00559
OG0003898	HUMAN21809, HUMAN21810	STRPU_06593
OG0003899	HUMAN28708, HUMAN28709	STRPU_24703, STRPU_24689
OG0003900	HUMAN04893, HUMAN04894, HUMAN04892	STRPU_20822
OG0003901	HUMAN25158, HUMAN00514	STRPU_03089, STRPU_03088
OG0003903	HUMAN22257	STRPU_09773, STRPU_09730
OG0003904	HUMAN09983, HUMAN09982, HUMAN09984	STRPU_23136
OG0003906	HUMAN14951	STRPU_26939
OG0003908	HUMAN06953, HUMAN06952, HUMAN06951	STRPU_23887
OG0003910	HUMAN00725	STRPU_16982
OG0003911	HUMAN18913	STRPU_24667
OG0003912	HUMAN18812, HUMAN11530, HUMAN11531	STRPU_26148
OG0003913	HUMAN22057	STRPU_18325, STRPU_01122
OG0003915	HUMAN07885, HUMAN30288	STRPU_06949
OG0003916	HUMAN07943, HUMAN28011	STRPU_26241
OG0003917	HUMAN17384	STRPU_04930
OG0003918	HUMAN24389, HUMAN22575	STRPU_04601
OG0003919	HUMAN18228, HUMAN18229	STRPU_14836
OG0003920	HUMAN00591, HUMAN00592	STRPU_17479
OG0003921	HUMAN27803	STRPU_24499
OG0003923	HUMAN18230	STRPU_13944, STRPU_13941
OG0003924	HUMAN01820	STRPU_22928, STRPU_22927
OG0003925	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565	STRPU_11004, STRPU_00344
OG0003926	HUMAN00418	STRPU_10755
OG0003927	HUMAN07340, HUMAN07339	STRPU_14530
OG0003929	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587	STRPU_25575
OG0003930	HUMAN06982, HUMAN06981, HUMAN06983	STRPU_11790
OG0003931	HUMAN10525, HUMAN10524, HUMAN29902	STRPU_08493
OG0003933	HUMAN21430, HUMAN07048	STRPU_23156
OG0003934	HUMAN16284	STRPU_24564
OG0003935	HUMAN08472, HUMAN08471	STRPU_20857, STRPU_20894
OG0003936	HUMAN11264	STRPU_26066
OG0003937	HUMAN03795, HUMAN27601	STRPU_10312
OG0003939	HUMAN02684	STRPU_18436, STRPU_18437, STRPU_18479
OG0003940	HUMAN04396	STRPU_21913
OG0003941	HUMAN07027	STRPU_23753
OG0003942	HUMAN25725	STRPU_10724
OG0003943	HUMAN27634	STRPU_07574
OG0003944	HUMAN21868	STRPU_26716
OG0003945	HUMAN05796, HUMAN24950	STRPU_12909
OG0003946	HUMAN03504, HUMAN03508, HUMAN22287	STRPU_09832
OG0003947	HUMAN22108, HUMAN27709	STRPU_09926
OG0003948	HUMAN17355	STRPU_09826
OG0003949	HUMAN25455, HUMAN25454	STRPU_12187
OG0003951	HUMAN20874	STRPU_23993
OG0003952	HUMAN25061	STRPU_11840
OG0003953	HUMAN24118, HUMAN23048	STRPU_05378
OG0003954	HUMAN28199, HUMAN16670	STRPU_07256, STRPU_07231
OG0003955	HUMAN23068	STRPU_05331
OG0003957	HUMAN14055	STRPU_25510
OG0003958	HUMAN03241, HUMAN23908, HUMAN27697	STRPU_04451
OG0003959	HUMAN29359	STRPU_20127
OG0003960	HUMAN06253, HUMAN06252, HUMAN06254, HUMAN04274	STRPU_12093
OG0003961	HUMAN00898	STRPU_24706
OG0003962	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998	STRPU_05218
OG0003964	HUMAN29141, HUMAN02159	STRPU_19393
OG0003965	HUMAN00594, HUMAN00595, HUMAN00593	STRPU_01083, STRPU_24217
OG0003966	HUMAN19472, HUMAN19475, HUMAN19474, HUMAN19476, HUMAN19471	STRPU_17582, STRPU_17569
OG0003967	HUMAN10627	STRPU_08909, STRPU_00918
OG0003968	HUMAN01462, HUMAN01977	STRPU_02867, STRPU_17095
OG0003969	HUMAN08409	STRPU_21355
OG0003970	HUMAN07324	STRPU_14715
OG0003971	HUMAN29506	STRPU_03433
OG0003972	HUMAN19162	STRPU_25335
OG0003973	HUMAN08329, HUMAN18737	STRPU_21229, STRPU_21231
OG0003998	HUMAN17020	STRPU_20556
OG0003999	HUMAN27199, HUMAN27198	STRPU_01968, STRPU_22810
OG0004000	HUMAN20817	STRPU_24949
OG0004002	HUMAN02677	STRPU_21325
OG0004004	HUMAN21663, HUMAN11010	STRPU_16146
OG0004005	HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558	STRPU_16657, STRPU_16683
OG0004006	HUMAN02087	STRPU_04991, STRPU_04992, STRPU_21551
OG0004007	HUMAN01069, HUMAN23295	STRPU_19148
OG0004009	HUMAN22781, HUMAN03273	STRPU_04637, STRPU_04668
OG0004010	HUMAN23360	STRPU_18499
OG0004011	HUMAN03321, HUMAN27684	STRPU_04289, STRPU_04319
OG0004012	HUMAN24339, HUMAN24338, HUMAN24337	STRPU_09870
OG0004014	HUMAN18181	STRPU_01097, STRPU_24202
OG0004015	HUMAN01156	STRPU_18380
OG0004016	HUMAN06482	STRPU_16841
OG0004017	HUMAN10876	STRPU_14536
OG0004019	HUMAN16041, HUMAN16043, HUMAN16042	STRPU_06670
OG0004020	HUMAN18327, HUMAN18326	STRPU_06472
OG0004021	HUMAN11780, HUMAN11779	STRPU_14759, STRPU_02563
OG0004022	HUMAN29670, HUMAN29669	STRPU_02269, STRPU_17653
OG0004023	HUMAN27981, HUMAN11239, HUMAN11240, HUMAN11242	STRPU_25909
OG0004024	HUMAN21511, HUMAN21514, HUMAN21515	STRPU_24617
OG0004025	HUMAN22133	STRPU_09604, STRPU_09594
OG0004027	HUMAN06638, HUMAN12722	STRPU_13511
OG0004028	HUMAN03299	STRPU_04568
OG0004029	HUMAN20668	STRPU_13194, STRPU_13195
OG0004031	HUMAN15780	STRPU_21388
OG0004032	HUMAN30274, HUMAN07906	STRPU_06807
OG0004033	HUMAN02667	STRPU_21510
OG0004034	HUMAN09933	STRPU_26813
OG0004035	HUMAN18569	STRPU_25661
OG0004036	HUMAN00606, HUMAN30598, HUMAN05435	STRPU_17564, STRPU_17586
OG0004037	HUMAN18538, HUMAN18540	STRPU_06495
OG0004038	HUMAN14761, HUMAN14760	STRPU_06801
OG0004039	HUMAN25332	STRPU_16999
OG0004041	HUMAN18706	STRPU_21042
OG0004042	HUMAN04449	STRPU_16694, STRPU_16667
OG0004043	HUMAN25302, HUMAN25301, HUMAN25303	STRPU_18032
OG0004044	HUMAN20694	STRPU_24535
OG0004045	HUMAN03490	STRPU_09829
OG0004046	HUMAN07172, HUMAN07174, HUMAN07173	STRPU_14361
OG0004047	HUMAN13570	STRPU_08496
OG0004048	HUMAN22101, HUMAN22100	STRPU_10205
OG0004049	HUMAN05306, HUMAN25326	STRPU_17384
OG0004051	HUMAN12917, HUMAN17896, HUMAN06505	STRPU_22150
OG0004052	HUMAN15057, HUMAN15056	STRPU_23378
OG0004053	HUMAN29957, HUMAN28825, HUMAN01839	STRPU_26759, STRPU_26744
OG0004054	HUMAN08335, HUMAN15782	STRPU_20700
OG0004055	HUMAN25842	STRPU_08814
OG0004056	HUMAN23551, HUMAN21186	STRPU_23719
OG0004057	HUMAN26949	STRPU_11804
OG0004059	HUMAN15829	STRPU_21348
OG0004060	HUMAN25392	STRPU_13836
OG0004061	HUMAN00893, HUMAN00894	STRPU_18518, STRPU_19001
OG0004062	HUMAN17185, HUMAN03560, HUMAN24215	STRPU_09567
OG0004063	HUMAN07941	STRPU_17709
OG0004064	HUMAN18276, HUMAN18275	STRPU_24939
OG0004065	HUMAN00215, HUMAN00216	STRPU_11423
OG0004066	HUMAN14690	STRPU_19652, STRPU_19669
OG0004067	HUMAN18034	STRPU_06102
OG0004068	HUMAN30035, HUMAN30649, HUMAN30612	STRPU_17877
OG0004069	HUMAN28854	STRPU_23907
OG0004070	HUMAN25913, HUMAN25912	STRPU_08271
OG0004071	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079	STRPU_20340
OG0004072	HUMAN13160	STRPU_14126, STRPU_14112
OG0004073	HUMAN25044, HUMAN06790, HUMAN25043	STRPU_11758
OG0004075	HUMAN10663	STRPU_13427, STRPU_13424, STRPU_13422, STRPU_13420
