Orthogroup	HUMAN	BRALA
OG0002973	HUMAN20383	BRALA35747
OG0002974	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022	BRALA19094
OG0002975	HUMAN16798, HUMAN08345	BRALA28849
OG0002976	HUMAN23538	BRALA18507
OG0002977	HUMAN12250	BRALA29327
OG0002978	HUMAN04799, HUMAN18676, HUMAN08410	BRALA24108
OG0002979	HUMAN25790	BRALA29239
OG0002981	HUMAN02146	BRALA00510
OG0002982	HUMAN03720, HUMAN03721	BRALA31857
OG0002983	HUMAN25834, HUMAN02094	BRALA15691
OG0002984	HUMAN16272	BRALA10452
OG0002985	HUMAN10424	BRALA16955
OG0002986	HUMAN01423, HUMAN26871	BRALA12799
OG0002987	HUMAN26273, HUMAN24326	BRALA16295
OG0002988	HUMAN19631, HUMAN19632, HUMAN19630	BRALA22520, BRALA22521, BRALA22525, BRALA15451
OG0002989	HUMAN21053	BRALA25735, BRALA25734, BRALA24378
OG0002990	HUMAN03798, HUMAN22156, HUMAN24023	BRALA27944
OG0002991	HUMAN03582	BRALA24373
OG0002992	HUMAN27320, HUMAN06343, HUMAN06339	BRALA10664
OG0002994	HUMAN24550	BRALA03071
OG0002995	HUMAN08825	BRALA31288
OG0002996	HUMAN28890	BRALA14606
OG0002997	HUMAN00852	BRALA22094
OG0002998	HUMAN07028, HUMAN07029, HUMAN21010	BRALA06170
OG0003000	HUMAN09437	BRALA11264
OG0003001	HUMAN17854	BRALA11352
OG0003002	HUMAN18280, HUMAN18279	BRALA07344
OG0003003	HUMAN00511, HUMAN25192	BRALA21285, BRALA06728, BRALA22539, BRALA22540
OG0003004	HUMAN16853, HUMAN15812	BRALA28835
OG0003005	HUMAN25078	BRALA26150
OG0003006	HUMAN10234, HUMAN10235	BRALA30180
OG0003007	HUMAN28566, HUMAN28563, HUMAN28565, HUMAN00984, HUMAN14640	BRALA01148
OG0003008	HUMAN02043, HUMAN02044	BRALA24826
OG0003009	HUMAN01904, HUMAN01903, HUMAN15651	BRALA20909
OG0003010	HUMAN03814	BRALA02051
OG0003011	HUMAN27032, HUMAN10458	BRALA12587, BRALA12588
OG0003012	HUMAN21461	BRALA17182
OG0003013	HUMAN17977	BRALA14158, BRALA14160
OG0003014	HUMAN27437	BRALA21168
OG0003016	HUMAN22316, HUMAN05184	BRALA08068
OG0003017	HUMAN14074	BRALA18273
OG0003018	HUMAN03994	BRALA31319
OG0003019	HUMAN16722	BRALA14323
OG0003021	HUMAN11904, HUMAN11905	BRALA34522, BRALA34477
OG0003023	HUMAN20012	BRALA22185
OG0003024	HUMAN02731	BRALA29524
OG0003025	HUMAN10201, HUMAN10200	BRALA03359
OG0003025	HUMAN23191, HUMAN23190	BRALA17181
OG0003026	HUMAN13454	BRALA10042
OG0003027	HUMAN12410, HUMAN10065	BRALA09779
OG0003028	HUMAN00807, HUMAN00806, HUMAN00805	BRALA01708
OG0003029	HUMAN14110	BRALA19961
OG0003030	HUMAN01274, HUMAN01273, HUMAN14654	BRALA31370
OG0003031	HUMAN12704, HUMAN27203	BRALA32296
OG0003033	HUMAN21249, HUMAN21248	BRALA33535
OG0003034	HUMAN22892	BRALA18733
OG0003035	HUMAN15071, HUMAN23575, HUMAN23574, HUMAN23573	BRALA04093
OG0003036	HUMAN01346	BRALA23667
OG0003037	HUMAN07328	BRALA22643
OG0003038	HUMAN19517, HUMAN15534	BRALA21188
OG0003039	HUMAN09904, HUMAN23553	BRALA09562
OG0003041	HUMAN28108	BRALA13767
OG0003042	HUMAN17848	BRALA14544
OG0003043	HUMAN11992	BRALA15954
OG0003044	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834	BRALA14962
OG0003045	HUMAN26142	BRALA14809
OG0003046	HUMAN11214, HUMAN23145	BRALA09266
OG0003048	HUMAN14031, HUMAN14032	BRALA35916, BRALA12484
OG0003049	HUMAN28913, HUMAN01126	BRALA00969
OG0003050	HUMAN28519, HUMAN28518, HUMAN09970	BRALA09486, BRALA26101
OG0003051	HUMAN18305, HUMAN18306, HUMAN07678	BRALA00281, BRALA06030
OG0003052	HUMAN03629, HUMAN03628	BRALA09912
OG0003053	HUMAN29024, HUMAN29025	BRALA01192
OG0003054	HUMAN07888, HUMAN07887	BRALA14292
OG0003055	HUMAN14798	BRALA01152
OG0003057	HUMAN05372, HUMAN05370	BRALA12384
OG0003058	HUMAN25573, HUMAN13691, HUMAN18992	BRALA10357
OG0003059	HUMAN17041	BRALA24717
OG0003060	HUMAN14856, HUMAN01188, HUMAN14329	BRALA01131
OG0003061	HUMAN17006, HUMAN17008, HUMAN17005, HUMAN17007, HUMAN08886	BRALA22578
OG0003062	HUMAN13816, HUMAN13815, HUMAN13812, HUMAN13813, HUMAN13814, HUMAN13811, HUMAN19243, HUMAN19244, HUMAN20731	BRALA21245
OG0003063	HUMAN07039	BRALA20041
OG0003064	HUMAN14490	BRALA04357
OG0003065	HUMAN15663, HUMAN15662	BRALA24672
OG0003066	HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057	BRALA02294
OG0003067	HUMAN27679	BRALA16399
OG0003069	HUMAN01858	BRALA13473
OG0003070	HUMAN22283, HUMAN22284, HUMAN27530	BRALA11422
OG0003070	HUMAN15269, HUMAN15270	BRALA11423
OG0003071	HUMAN30173, HUMAN30148, HUMAN30178, HUMAN30177, HUMAN30174, HUMAN30633, HUMAN29599, HUMAN17216	BRALA04699, BRALA08113
OG0003072	HUMAN01387, HUMAN26957	BRALA28497
OG0003073	HUMAN13091	BRALA07212
OG0003074	HUMAN19155, HUMAN13753	BRALA20234, BRALA20235
OG0003075	HUMAN07516	BRALA22295, BRALA32553
OG0003077	HUMAN10152, HUMAN13195	BRALA32652, BRALA31414
OG0003078	HUMAN16981, HUMAN16979	BRALA18799
OG0003078	HUMAN16980, HUMAN16977, HUMAN16982	BRALA33927, BRALA19273
OG0003079	HUMAN28617, HUMAN14136	BRALA14566
OG0003084	HUMAN07477, HUMAN29981	BRALA11828, BRALA11850
OG0003086	HUMAN03320	BRALA21726, BRALA23186, BRALA15418
OG0003089	HUMAN19546, HUMAN19547	BRALA13302
OG0003090	HUMAN21929, HUMAN21928, HUMAN17460	BRALA26567, BRALA20690, BRALA06105
OG0003101	HUMAN00608, HUMAN27861, HUMAN19271	BRALA14766
OG0003103	HUMAN25605, HUMAN25611, HUMAN25608, HUMAN25607, HUMAN25610, HUMAN25609, HUMAN25606, HUMAN20562	BRALA06974, BRALA04721
OG0003105	HUMAN29008	BRALA29850
OG0003106	HUMAN09821	BRALA09165
OG0003107	HUMAN11467, HUMAN11466	BRALA03151
OG0003108	HUMAN06800	BRALA23025
OG0003110	HUMAN28424	BRALA14243
OG0003111	HUMAN14710	BRALA04538
OG0003112	HUMAN03270, HUMAN03271, HUMAN03272	BRALA28665, BRALA34089, BRALA29578
OG0003113	HUMAN16709	BRALA16666
OG0003115	HUMAN09937, HUMAN13967, HUMAN01842	BRALA18488
OG0003116	HUMAN22981	BRALA23274
OG0003118	HUMAN06305, HUMAN17674, HUMAN17675	BRALA00197
OG0003120	HUMAN03127	BRALA18066
OG0003121	HUMAN09673, HUMAN14356, HUMAN26950	BRALA15041
OG0003122	HUMAN08549	BRALA30971
OG0003122	HUMAN26906	BRALA12818
OG0003123	HUMAN20628, HUMAN11101, HUMAN11102	BRALA12457, BRALA08747, BRALA08748, BRALA08746, BRALA08745
OG0003124	HUMAN07397	BRALA34241, BRALA34239, BRALA34780
OG0003125	HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968	BRALA22292
OG0003127	HUMAN08591, HUMAN08592	BRALA22285
OG0003128	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013	BRALA34098
OG0003129	HUMAN20343, HUMAN20345, HUMAN20344	BRALA33727, BRALA34480
OG0003130	HUMAN13117	BRALA33115
OG0003131	HUMAN07183	BRALA24254
OG0003132	HUMAN28059	BRALA27609
OG0003133	HUMAN11359	BRALA25629
OG0003134	HUMAN12660	BRALA32020
OG0003135	HUMAN15787	BRALA34295
OG0003136	HUMAN16835	BRALA26231
OG0003137	HUMAN15220, HUMAN15221, HUMAN15222	BRALA19944
OG0003138	HUMAN18543	BRALA24387
OG0003140	HUMAN23718, HUMAN09636, HUMAN09635	BRALA18516, BRALA18515
OG0003141	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937	BRALA05474
OG0003142	HUMAN23584, HUMAN23583, HUMAN01534	BRALA23203
OG0003144	HUMAN19445	BRALA30427
OG0003145	HUMAN01270	BRALA23671
OG0003146	HUMAN28091, HUMAN16761	BRALA09771
OG0003147	HUMAN17255	BRALA16312
OG0003148	HUMAN16837, HUMAN16838, HUMAN05694, HUMAN05693	BRALA31447
OG0003149	HUMAN01810	BRALA15048, BRALA15046, BRALA15047
OG0003150	HUMAN07681, HUMAN30374, HUMAN07680	BRALA06073
OG0003151	HUMAN27968, HUMAN18869	BRALA28902
OG0003152	HUMAN12025, HUMAN12215, HUMAN12216	BRALA06359
OG0003153	HUMAN19216, HUMAN19215	BRALA20237
OG0003154	HUMAN01026	BRALA09778
OG0003155	HUMAN10683	BRALA18620
OG0003156	HUMAN19468, HUMAN19467	BRALA30177
OG0003156	HUMAN19466	BRALA35029
OG0003157	HUMAN05273, HUMAN05272	BRALA18717
OG0003158	HUMAN18128, HUMAN03028	BRALA04756
OG0003159	HUMAN27504, HUMAN03044	BRALA03670
OG0003160	HUMAN03497	BRALA34327
OG0003161	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532	BRALA12062
OG0003162	HUMAN08502, HUMAN18293	BRALA12042
OG0003163	HUMAN09879, HUMAN14441	BRALA09502
OG0003164	HUMAN30072, HUMAN27461	BRALA08232
OG0003165	HUMAN25662, HUMAN00646, HUMAN00647	BRALA34066
OG0003167	HUMAN10863, HUMAN13086	BRALA29422
OG0003168	HUMAN20202, HUMAN12152	BRALA14008
OG0003169	HUMAN17978	BRALA01179
OG0003171	HUMAN02114	BRALA03031
OG0003172	HUMAN01490	BRALA14091
OG0003174	HUMAN23922, HUMAN23921	BRALA15910
OG0003175	HUMAN20588, HUMAN17938, HUMAN20593, HUMAN20592, HUMAN20591	BRALA07118, BRALA07114
OG0003176	HUMAN11334	BRALA03068, BRALA03070
OG0003177	HUMAN22137	BRALA23984
OG0003178	HUMAN15504, HUMAN08420, HUMAN08421	BRALA30304
OG0003179	HUMAN22541	BRALA04006
OG0003180	HUMAN07250, HUMAN10366, HUMAN07249, HUMAN07248	BRALA19366
OG0003181	HUMAN12376	BRALA13987
OG0003182	HUMAN08118	BRALA19997
OG0003183	HUMAN06415, HUMAN20649, HUMAN20648, HUMAN17584	BRALA00151
OG0003184	HUMAN24341, HUMAN22777	BRALA03612
OG0003185	HUMAN04154, HUMAN06198	BRALA08913
OG0003186	HUMAN19506	BRALA30259
OG0003186	HUMAN30194, HUMAN19505	BRALA35925
OG0003187	HUMAN14927	BRALA06679
OG0003188	HUMAN09855, HUMAN23332	BRALA21755
OG0003189	HUMAN19512, HUMAN19511	BRALA28089, BRALA26188
OG0003190	HUMAN23026	BRALA00193, BRALA00194
OG0003191	HUMAN06605	BRALA04704
OG0003193	HUMAN07624	BRALA06151
OG0003195	HUMAN13197, HUMAN13198	BRALA29438
OG0003196	HUMAN10463, HUMAN10462	BRALA03312, BRALA34284, BRALA03314
OG0003197	HUMAN17605, HUMAN17604	BRALA14254
OG0003199	HUMAN30572	BRALA17301
OG0003200	HUMAN27357	BRALA17093
OG0003202	HUMAN22610	BRALA06604
OG0003203	HUMAN20643, HUMAN12521	BRALA24870
OG0003204	HUMAN13014	BRALA11882
OG0003205	HUMAN14146	BRALA34333
OG0003205	HUMAN14145, HUMAN23338	BRALA14611
OG0003206	HUMAN10329, HUMAN10330	BRALA15924
OG0003207	HUMAN26777	BRALA19743
OG0003210	HUMAN29324, HUMAN02072	BRALA02658
OG0003211	HUMAN20350, HUMAN20349	BRALA15324
OG0003212	HUMAN24989, HUMAN20352, HUMAN20354	BRALA21845
OG0003213	HUMAN14321, HUMAN14319, HUMAN14322	BRALA15054
OG0003214	HUMAN06365, HUMAN17740	BRALA11877
OG0003215	HUMAN02681, HUMAN08405	BRALA11919
OG0003216	HUMAN13617	BRALA06581
OG0003217	HUMAN14937, HUMAN29000	BRALA22390, BRALA22386
OG0003220	HUMAN29636, HUMAN00810	BRALA29359
OG0003221	HUMAN24556, HUMAN00790	BRALA13791
OG0003222	HUMAN08168, HUMAN11392, HUMAN27932	BRALA03438, BRALA03437
OG0003223	HUMAN19114	BRALA03348
OG0003224	HUMAN17997, HUMAN06652	BRALA24852, BRALA24853, BRALA24851
OG0003225	HUMAN05599	BRALA24705
OG0003226	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466	BRALA02281
OG0003227	HUMAN10018	BRALA32464
OG0003228	HUMAN08956	BRALA28908
OG0003229	HUMAN03467, HUMAN07147	BRALA28965
OG0003230	HUMAN03745	BRALA16395
OG0003232	HUMAN25067, HUMAN04720	BRALA25974, BRALA25976, BRALA35757
OG0003234	HUMAN23993	BRALA08065
OG0003235	HUMAN30554, HUMAN30553, HUMAN30552	BRALA28961
OG0003236	HUMAN13936	BRALA24360
OG0003236	HUMAN13328, HUMAN13329, HUMAN13327	BRALA16741, BRALA34782
OG0003236	HUMAN13937	BRALA16742
OG0003237	HUMAN21613, HUMAN26700, HUMAN21612	BRALA26009, BRALA03776, BRALA01471, BRALA23973
OG0003238	HUMAN09444, HUMAN09446, HUMAN09445, HUMAN09443	BRALA07897
OG0003240	HUMAN09441, HUMAN09440	BRALA04472
OG0003240	HUMAN06659, HUMAN06660, HUMAN25997	BRALA00023
OG0003250	HUMAN26282, HUMAN18827, HUMAN18826	BRALA23787
OG0003251	HUMAN23183, HUMAN11019	BRALA03131
OG0003252	HUMAN08538, HUMAN08539	BRALA29060
OG0003253	HUMAN28629, HUMAN28628, HUMAN28627, HUMAN09815, HUMAN09814	BRALA17125
OG0003254	HUMAN04752	BRALA10884
OG0003255	HUMAN28201, HUMAN28200, HUMAN28203	BRALA04178
OG0003257	HUMAN09013, HUMAN09014, HUMAN09015	BRALA10821
OG0003258	HUMAN18355, HUMAN18354	BRALA26675
OG0003259	HUMAN17219	BRALA03751
OG0003260	HUMAN17383, HUMAN28859	BRALA01352
OG0003261	HUMAN18317	BRALA10363
OG0003262	HUMAN13063, HUMAN19967	BRALA23941
OG0003263	HUMAN15937, HUMAN15936	BRALA27485
OG0003264	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197	BRALA16693
OG0003265	HUMAN21031, HUMAN02854	BRALA09391
OG0003266	HUMAN05508, HUMAN19360, HUMAN05507, HUMAN05506	BRALA25697
OG0003267	HUMAN03394	BRALA06736
OG0003268	HUMAN28145	BRALA28894
OG0003269	HUMAN10676, HUMAN10677	BRALA23035
OG0003270	HUMAN06226	BRALA10980, BRALA10981
OG0003272	HUMAN30233, HUMAN22920	BRALA20375
OG0003273	HUMAN18722	BRALA04767
OG0003275	HUMAN28409, HUMAN18996	BRALA19113
OG0003276	HUMAN04947, HUMAN25137, HUMAN25136	BRALA28847
OG0003277	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861	BRALA12741
OG0003278	HUMAN02507	BRALA29833
OG0003279	HUMAN23996, HUMAN22367, HUMAN22366	BRALA19410
OG0003282	HUMAN23854, HUMAN23855, HUMAN23856	BRALA21917
OG0003283	HUMAN26779	BRALA09386
OG0003284	HUMAN18141	BRALA07080
OG0003286	HUMAN26600, HUMAN26601	BRALA11189
OG0003287	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672	BRALA23219
OG0003288	HUMAN30308	BRALA18702
OG0003289	HUMAN14064, HUMAN10999	BRALA20587
OG0003290	HUMAN01175	BRALA03644
OG0003291	HUMAN12326	BRALA23985
OG0003292	HUMAN30011	BRALA14198
OG0003294	HUMAN22430	BRALA20203
OG0003295	HUMAN03174	BRALA35560, BRALA35974, BRALA29714
OG0003296	HUMAN07526, HUMAN19789	BRALA07237
OG0003297	HUMAN12990, HUMAN12991	BRALA11135
OG0003298	HUMAN18763, HUMAN30220	BRALA08285
OG0003299	HUMAN01143	BRALA05146
OG0003301	HUMAN03223	BRALA12896
OG0003302	HUMAN24406, HUMAN24405	BRALA03648
OG0003304	HUMAN26514, HUMAN12786	BRALA01097
OG0003305	HUMAN29475	BRALA02228
OG0003306	HUMAN21480	BRALA22690
OG0003306	HUMAN21481, HUMAN21483, HUMAN21482	BRALA30568
OG0003308	HUMAN28975, HUMAN14165	BRALA05211, BRALA05209, BRALA05210
OG0003309	HUMAN26215, HUMAN17578, HUMAN17579	BRALA07365
OG0003311	HUMAN30093, HUMAN29682	BRALA16041
OG0003313	HUMAN08162	BRALA32119
OG0003315	HUMAN28080	BRALA10201
OG0003316	HUMAN17611	BRALA05665
OG0003317	HUMAN13511	BRALA25346
OG0003318	HUMAN20325, HUMAN29926	BRALA25729
OG0003319	HUMAN19327, HUMAN19329, HUMAN19326, HUMAN27792, HUMAN27791	BRALA16686
OG0003320	HUMAN27571, HUMAN27570	BRALA16362
OG0003323	HUMAN29496, HUMAN29498, HUMAN29495	BRALA02545
OG0003324	HUMAN09782, HUMAN09784, HUMAN09783, HUMAN09785	BRALA16750
OG0003325	HUMAN03339	BRALA25251
OG0003326	HUMAN03757, HUMAN22619, HUMAN22620, HUMAN22621, HUMAN22623	BRALA21679, BRALA21678
OG0003327	HUMAN29276, HUMAN29277, HUMAN01184, HUMAN29278	BRALA18397
OG0003328	HUMAN08219	BRALA19968, BRALA03294
OG0003329	HUMAN23501	BRALA16528
OG0003330	HUMAN09858, HUMAN09857, HUMAN09856	BRALA21753
OG0003331	HUMAN13106, HUMAN11828	BRALA23588
OG0003332	HUMAN00604	BRALA16700
OG0003333	HUMAN04423, HUMAN20310, HUMAN20309, HUMAN20311, HUMAN20312	BRALA20739
OG0003335	HUMAN09257	BRALA18893
OG0003336	HUMAN02064, HUMAN29174	BRALA19535
OG0003337	HUMAN00059, HUMAN00062, HUMAN00061, HUMAN00060	BRALA05428
OG0003338	HUMAN28839	BRALA35064
OG0003340	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467	BRALA13754
OG0003341	HUMAN17043	BRALA22123
OG0003342	HUMAN01811, HUMAN01812, HUMAN09186, HUMAN28762, HUMAN28763	BRALA04167
OG0003343	HUMAN12267	BRALA14934
OG0003344	HUMAN16583	BRALA16634
OG0003346	HUMAN02911	BRALA01560, BRALA18456, BRALA18457, BRALA18458, BRALA01829
OG0003347	HUMAN17887	BRALA09177
OG0003348	HUMAN02924, HUMAN17738	BRALA15993
OG0003349	HUMAN22753, HUMAN03238	BRALA03624
OG0003350	HUMAN18346, HUMAN30083, HUMAN07649	BRALA14237
OG0003351	HUMAN26798	BRALA17306
OG0003351	HUMAN21338	BRALA20883
OG0003352	HUMAN18052, HUMAN26022	BRALA00218
OG0003353	HUMAN26966, HUMAN26965	BRALA15281
OG0003354	HUMAN12575, HUMAN12574	BRALA00361
OG0003355	HUMAN03083, HUMAN22632, HUMAN03097	BRALA03913
OG0003356	HUMAN10721, HUMAN13177	BRALA20221
OG0003357	HUMAN12004, HUMAN12005, HUMAN24237, HUMAN12003	BRALA28370
OG0003358	HUMAN20527	BRALA20313
OG0003359	HUMAN02577	BRALA22885
OG0003360	HUMAN08804	BRALA24694
OG0003361	HUMAN09313, HUMAN10724	BRALA15184
OG0003362	HUMAN07540	BRALA22433, BRALA22431, BRALA22432
OG0003364	HUMAN06821, HUMAN16054	BRALA19189
OG0003366	HUMAN16863, HUMAN16862	BRALA13308
OG0003367	HUMAN06122	BRALA02186, BRALA02185, BRALA24845, BRALA32893, BRALA01014
OG0003368	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562	BRALA11408
OG0003369	HUMAN27685	BRALA06641
OG0003370	HUMAN28060, HUMAN28061	BRALA13625
OG0003372	HUMAN01212, HUMAN14880, HUMAN14879	BRALA01258, BRALA01257
OG0003373	HUMAN05820	BRALA02259
OG0003374	HUMAN28112, HUMAN16615	BRALA32765
OG0003375	HUMAN23698	BRALA16607
OG0003376	HUMAN22113, HUMAN22114, HUMAN22110, HUMAN22111, HUMAN22112	BRALA08374
OG0003377	HUMAN04348	BRALA30976
OG0003378	HUMAN16348, HUMAN05047, HUMAN05045	BRALA18244
OG0003379	HUMAN28285, HUMAN28287	BRALA10345
OG0003379	HUMAN28288, HUMAN28286	BRALA13967
OG0003380	HUMAN19717	BRALA19352
OG0003381	HUMAN06184, HUMAN06185, HUMAN04158	BRALA18296
OG0003382	HUMAN19968, HUMAN01608	BRALA02288, BRALA02289
OG0003383	HUMAN12827	BRALA00564
OG0003383	HUMAN18154, HUMAN18153	BRALA35632
OG0003384	HUMAN03513, HUMAN27736	BRALA21417
OG0003385	HUMAN06417, HUMAN06419, HUMAN06418	BRALA24635
OG0003386	HUMAN05900, HUMAN05902, HUMAN05903	BRALA30819
OG0003387	HUMAN13643, HUMAN13638, HUMAN13640, HUMAN13639	BRALA24624, BRALA24625
OG0003388	HUMAN03392	BRALA06749
OG0003391	HUMAN08974	BRALA31037, BRALA31038
OG0003392	HUMAN13559, HUMAN10151	BRALA06298
OG0003394	HUMAN22046	BRALA00627
OG0003396	HUMAN06037, HUMAN05048	BRALA02157
OG0003397	HUMAN22181, HUMAN22180, HUMAN03668, HUMAN24048	BRALA31792
OG0003399	HUMAN12298, HUMAN10839, HUMAN19924, HUMAN12297, HUMAN12299	BRALA28163
OG0003401	HUMAN18616, HUMAN28787	BRALA10100
OG0003401	HUMAN09936	BRALA10099
OG0003419	HUMAN02012	BRALA33995
OG0003420	HUMAN01559, HUMAN01556, HUMAN01560	BRALA02559
OG0003421	HUMAN23071	BRALA22933
OG0003422	HUMAN07007, HUMAN07008	BRALA08270
OG0003424	HUMAN10759	BRALA27366
OG0003425	HUMAN23668, HUMAN23669	BRALA13513
OG0003426	HUMAN04822, HUMAN04821	BRALA28983
OG0003428	HUMAN22929	BRALA26986, BRALA33909
OG0003429	HUMAN24947	BRALA02516
OG0003430	HUMAN15764	BRALA25695
OG0003431	HUMAN06475, HUMAN02186	BRALA07409
OG0003433	HUMAN11873	BRALA12225
OG0003434	HUMAN20686	BRALA00541
OG0003435	HUMAN08411	BRALA26136, BRALA30163
OG0003437	HUMAN12122, HUMAN20061	BRALA06487, BRALA06489
OG0003439	HUMAN07771, HUMAN07770, HUMAN21552, HUMAN21553	BRALA11592
OG0003440	HUMAN07852, HUMAN07851, HUMAN07850	BRALA22768
OG0003441	HUMAN21029, HUMAN21027	BRALA20520
OG0003443	HUMAN25588, HUMAN08555	BRALA15200
OG0003445	HUMAN29343	BRALA24008
OG0003445	HUMAN01267	BRALA02844
OG0003447	HUMAN26881	BRALA17322
OG0003448	HUMAN15205	BRALA03321
OG0003450	HUMAN12087, HUMAN12089	BRALA18866
OG0003451	HUMAN21236	BRALA12366
OG0003453	HUMAN07081, HUMAN07082	BRALA22884
OG0003454	HUMAN12804, HUMAN12803, HUMAN02907	BRALA14039
OG0003455	HUMAN20526, HUMAN01754	BRALA02242
OG0003456	HUMAN13016, HUMAN25940	BRALA13939, BRALA06592
OG0003457	HUMAN27789, HUMAN16567	BRALA14725
OG0003458	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212	BRALA21912
OG0003459	HUMAN16899, HUMAN08550	BRALA35733, BRALA30363
OG0003460	HUMAN16828	BRALA22272
OG0003461	HUMAN24927, HUMAN24928	BRALA29779
OG0003462	HUMAN14649	BRALA10146
OG0003463	HUMAN02584	BRALA13330
OG0003464	HUMAN25957	BRALA27365, BRALA23056
OG0003465	HUMAN29422, HUMAN29421	BRALA21319
OG0003466	HUMAN03596	BRALA09926
OG0003467	HUMAN28399	BRALA12491
OG0003468	HUMAN08265	BRALA29135
OG0003469	HUMAN26180	BRALA25637
OG0003471	HUMAN16952	BRALA22485
OG0003472	HUMAN29614, HUMAN29613	BRALA15949
OG0003473	HUMAN19355, HUMAN05515, HUMAN05516	BRALA25278
OG0003474	HUMAN28089, HUMAN00685	BRALA12831
OG0003475	HUMAN21366	BRALA12280
OG0003476	HUMAN02837	BRALA30873
OG0003477	HUMAN25241	BRALA21273
OG0003478	HUMAN08716, HUMAN08715	BRALA22512
OG0003479	HUMAN02334, HUMAN20427	BRALA30670
OG0003480	HUMAN13707, HUMAN13705	BRALA03258
OG0003481	HUMAN17835	BRALA02540
OG0003482	HUMAN06885, HUMAN04192	BRALA27623
OG0003483	HUMAN02672	BRALA32124
OG0003486	HUMAN25368	BRALA31683
OG0003487	HUMAN01641, HUMAN01639	BRALA16372
OG0003488	HUMAN27887	BRALA21271
OG0003489	HUMAN00472, HUMAN25219	BRALA14772
OG0003490	HUMAN07486	BRALA23571
OG0003491	HUMAN18345, HUMAN07660	BRALA06006
OG0003492	HUMAN17154, HUMAN03405	BRALA03827
OG0003493	HUMAN01078	BRALA05370
OG0003495	HUMAN19550	BRALA23065
OG0003495	HUMAN18833, HUMAN27823, HUMAN25685	BRALA21289
OG0003497	HUMAN05604	BRALA17605
OG0003498	HUMAN22332, HUMAN22333	BRALA09693
OG0003499	HUMAN15248, HUMAN15247, HUMAN15246	BRALA06317
OG0003500	HUMAN17492	BRALA15207
OG0003501	HUMAN14259, HUMAN14258	BRALA01350
OG0003502	HUMAN26410, HUMAN26411	BRALA34217, BRALA32822
OG0003503	HUMAN13541	BRALA35912
OG0003505	HUMAN11145	BRALA03121
OG0003506	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460	BRALA08237
OG0003507	HUMAN14251, HUMAN00947	BRALA01241
OG0003508	HUMAN20681, HUMAN17821	BRALA21200, BRALA21199
OG0003509	HUMAN11891	BRALA05520
OG0003510	HUMAN24552, HUMAN11374	BRALA03112
OG0003511	HUMAN23502	BRALA16529
OG0003512	HUMAN07246, HUMAN07245	BRALA07191, BRALA35635
OG0003513	HUMAN17574, HUMAN17572, HUMAN29015	BRALA14520
OG0003515	HUMAN07599, HUMAN22879	BRALA18725
OG0003516	HUMAN03685	BRALA11488
OG0003517	HUMAN04692, HUMAN04691, HUMAN04694, HUMAN06798, HUMAN06796	BRALA23417
OG0003518	HUMAN14108	BRALA01597
OG0003519	HUMAN20557, HUMAN20556, HUMAN20554	BRALA07432
OG0003520	HUMAN21004, HUMAN08252	BRALA13350
OG0003521	HUMAN05179	BRALA28067
OG0003522	HUMAN25338	BRALA06407
OG0003523	HUMAN21871, HUMAN21873	BRALA15819
OG0003524	HUMAN00423, HUMAN00422	BRALA19610
OG0003525	HUMAN07937	BRALA04397
OG0003526	HUMAN02679, HUMAN08399	BRALA24423
OG0003528	HUMAN07458	BRALA28828
OG0003529	HUMAN18247, HUMAN12697, HUMAN12696	BRALA14479
OG0003530	HUMAN18072	BRALA16960
OG0003531	HUMAN09342, HUMAN04724	BRALA34155
OG0003532	HUMAN17410	BRALA28381
OG0003533	HUMAN21080, HUMAN21079	BRALA12757
OG0003535	HUMAN27564, HUMAN03170	BRALA31819
OG0003536	HUMAN13845, HUMAN13847, HUMAN18837, HUMAN18836, HUMAN16704, HUMAN13846	BRALA01567
OG0003537	HUMAN22131, HUMAN22130	BRALA11544
OG0003538	HUMAN03691	BRALA11760
OG0003539	HUMAN27654	BRALA09265
OG0003541	HUMAN11651, HUMAN11648	BRALA19973
OG0003542	HUMAN10755, HUMAN10756	BRALA18626
OG0003543	HUMAN28052	BRALA02287
OG0003544	HUMAN00617, HUMAN00616	BRALA04094
OG0003545	HUMAN12962, HUMAN10596, HUMAN12961	BRALA25349
