Orthogroup	HUMAN	LYTVA_ok
OG0003516	HUMAN03685	LYTVA_26603, LYTVA_25611
OG0003517	HUMAN04692, HUMAN04691, HUMAN04694, HUMAN06798, HUMAN06796	LYTVA_09370
OG0003518	HUMAN14108	LYTVA_18666
OG0003519	HUMAN20557, HUMAN20556, HUMAN20554	LYTVA_19352
OG0003520	HUMAN21004, HUMAN08252	LYTVA_04131, LYTVA_12643
OG0003521	HUMAN05179	LYTVA_23666, LYTVA_05011
OG0003522	HUMAN25338	LYTVA_09959
OG0003523	HUMAN21871	LYTVA_11260
OG0003524	HUMAN00423, HUMAN00422	LYTVA_24165
OG0003525	HUMAN07937	LYTVA_16398, LYTVA_14455
OG0003526	HUMAN02679, HUMAN08399	LYTVA_18770
OG0003528	HUMAN07458	LYTVA_25429, LYTVA_25427
OG0003529	HUMAN18247, HUMAN12697, HUMAN12696	LYTVA_00111, LYTVA_23188, LYTVA_24750
OG0003530	HUMAN18072	LYTVA_11540
OG0003531	HUMAN09342, HUMAN04724	LYTVA_03603
OG0003532	HUMAN17410	LYTVA_14462
OG0003533	HUMAN21080, HUMAN21079	LYTVA_23225
OG0003534	HUMAN16987, HUMAN08770	LYTVA_18805
OG0003535	HUMAN27564, HUMAN03170	LYTVA_10298
OG0003536	HUMAN13845, HUMAN13847, HUMAN18837, HUMAN18836, HUMAN16704, HUMAN13846	LYTVA_11600
OG0003537	HUMAN22131, HUMAN22130	LYTVA_07265
OG0003538	HUMAN03691	LYTVA_28207, LYTVA_28211
OG0003539	HUMAN27654	LYTVA_02480
OG0003541	HUMAN11651, HUMAN11648	LYTVA_21300
OG0003542	HUMAN10756	LYTVA_27005, LYTVA_14809, LYTVA_14807
OG0003543	HUMAN28052	LYTVA_04479
OG0003544	HUMAN00617, HUMAN00616	LYTVA_29003, LYTVA_27728
OG0003545	HUMAN12962, HUMAN10596, HUMAN12961	LYTVA_26703
OG0003546	HUMAN29089, HUMAN02169	LYTVA_09882
OG0003547	HUMAN03917	LYTVA_02953
OG0003548	HUMAN22282	LYTVA_19416
OG0003549	HUMAN25713, HUMAN25712, HUMAN29713	LYTVA_16587, LYTVA_02536
OG0003550	HUMAN26578, HUMAN17867	LYTVA_30065
OG0003552	HUMAN01497	LYTVA_11397
OG0003553	HUMAN17100	LYTVA_20105
OG0003554	HUMAN03429	LYTVA_26313
OG0003555	HUMAN13236, HUMAN13235, HUMAN13238, HUMAN13237, HUMAN13240, HUMAN13241	LYTVA_22182
OG0003557	HUMAN27746, HUMAN27748, HUMAN03307	LYTVA_29355
OG0003558	HUMAN09720	LYTVA_28864
OG0003560	HUMAN08292	LYTVA_05811
OG0003562	HUMAN18584, HUMAN18585, HUMAN28168	LYTVA_15863
OG0003563	HUMAN10685	LYTVA_28497
OG0003565	HUMAN27729, HUMAN27728	LYTVA_17701, LYTVA_23177, LYTVA_15392
OG0003566	HUMAN04196, HUMAN24973	LYTVA_12411
OG0003567	HUMAN10488	LYTVA_13855
OG0003568	HUMAN07272	LYTVA_25025
OG0003569	HUMAN07054, HUMAN02397	LYTVA_07436
OG0003570	HUMAN02024, HUMAN02025, HUMAN02026	LYTVA_16300
OG0003571	HUMAN28033, HUMAN11183	LYTVA_08422
OG0003573	HUMAN10871, HUMAN10813, HUMAN10775	LYTVA_12228
OG0003576	HUMAN13837, HUMAN13836, HUMAN19144, HUMAN19146, HUMAN11580, HUMAN11579, HUMAN11577	LYTVA_25844, LYTVA_11919
OG0003577	HUMAN29012	LYTVA_24980
OG0003578	HUMAN20028, HUMAN20029	LYTVA_14123
OG0003579	HUMAN26278, HUMAN22725, HUMAN26279	LYTVA_21586, LYTVA_25548
OG0003581	HUMAN04085	LYTVA_25521
OG0003598	HUMAN02289, HUMAN29147, HUMAN02288	LYTVA_20119
OG0003600	HUMAN15217	LYTVA_15659, LYTVA_29737
OG0003601	HUMAN26533, HUMAN26534	LYTVA_07545
OG0003603	HUMAN13251, HUMAN13246	LYTVA_20098
OG0003604	HUMAN12260, HUMAN12259, HUMAN07277	LYTVA_20248
OG0003608	HUMAN02187	LYTVA_23118, LYTVA_24760
OG0003610	HUMAN16758, HUMAN16759	LYTVA_24955
OG0003611	HUMAN24173	LYTVA_25213
OG0003612	HUMAN24816	LYTVA_13319
OG0003613	HUMAN20927, HUMAN11439	LYTVA_26048, LYTVA_10701
OG0003615	HUMAN14433, HUMAN23272	LYTVA_26591
OG0003617	HUMAN21414	LYTVA_11705, LYTVA_08952, LYTVA_11704
OG0003618	HUMAN27888, HUMAN27890	LYTVA_08987
OG0003619	HUMAN30124, HUMAN23959	LYTVA_29115, LYTVA_05151
OG0003620	HUMAN00037	LYTVA_14583
OG0003621	HUMAN05310, HUMAN05311	LYTVA_14368
OG0003622	HUMAN18690	LYTVA_12050
OG0003623	HUMAN05857	LYTVA_28352
OG0003626	HUMAN26164, HUMAN26165	LYTVA_29415
OG0003628	HUMAN09742, HUMAN09740	LYTVA_09428
OG0003630	HUMAN10764, HUMAN10786	LYTVA_11059, LYTVA_22109
OG0003631	HUMAN24131	LYTVA_17311
OG0003632	HUMAN00144, HUMAN00145, HUMAN21796	LYTVA_06045
OG0003633	HUMAN05293	LYTVA_08775, LYTVA_18589
OG0003635	HUMAN30608, HUMAN30607	LYTVA_24849
OG0003638	HUMAN08782	LYTVA_26670
OG0003639	HUMAN11734	LYTVA_10457
OG0003640	HUMAN13431, HUMAN17671	LYTVA_28983
OG0003642	HUMAN09836	LYTVA_18053
OG0003643	HUMAN02410	LYTVA_23976, LYTVA_22914
OG0003644	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284	LYTVA_19920
OG0003645	HUMAN12130, HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128	LYTVA_01752
OG0003646	HUMAN09524	LYTVA_05796
OG0003647	HUMAN23500	LYTVA_17942
OG0003648	HUMAN16787	LYTVA_17027
OG0003649	HUMAN14411	LYTVA_12300, LYTVA_23539
OG0003650	HUMAN19279, HUMAN19278, HUMAN19276, HUMAN19277	LYTVA_04212, LYTVA_28562, LYTVA_28561
OG0003651	HUMAN18587, HUMAN27840	LYTVA_17096
OG0003652	HUMAN05434, HUMAN25517	LYTVA_28066
OG0003653	HUMAN28128, HUMAN15232, HUMAN08130	LYTVA_15915
OG0003654	HUMAN27868	LYTVA_07082
OG0003655	HUMAN25720, HUMAN07525	LYTVA_23764
OG0003656	HUMAN09498, HUMAN09499, HUMAN01632	LYTVA_05217
OG0003657	HUMAN17897	LYTVA_11266
OG0003658	HUMAN26110, HUMAN26109	LYTVA_02606
OG0003660	HUMAN03330	LYTVA_24357, LYTVA_24356
OG0003662	HUMAN03175, HUMAN03176, HUMAN17173	LYTVA_07996
OG0003664	HUMAN12052	LYTVA_05022
OG0003665	HUMAN08464	LYTVA_24002, LYTVA_20570, LYTVA_22013, LYTVA_13004, LYTVA_23792
OG0003666	HUMAN29133, HUMAN02252	LYTVA_14443
OG0003668	HUMAN30167, HUMAN09900, HUMAN09899	LYTVA_23185
OG0003669	HUMAN29028	LYTVA_20979, LYTVA_00369
OG0003671	HUMAN03501, HUMAN24226	LYTVA_20433
OG0003672	HUMAN12138	LYTVA_28748
OG0003673	HUMAN19535	LYTVA_13493
OG0003674	HUMAN12023	LYTVA_16973, LYTVA_27559
OG0003675	HUMAN20720	LYTVA_28295
OG0003676	HUMAN20688	LYTVA_11057
OG0003677	HUMAN17731, HUMAN02931, HUMAN12515, HUMAN12514	LYTVA_29925
OG0003678	HUMAN01033, HUMAN14660	LYTVA_13504
OG0003680	HUMAN06616, HUMAN18004, HUMAN18005	LYTVA_20499
OG0003682	HUMAN02554	LYTVA_10459
OG0003683	HUMAN04992	LYTVA_14128
OG0003684	HUMAN14029, HUMAN14028	LYTVA_15283
OG0003685	HUMAN09512	LYTVA_22072
OG0003686	HUMAN11096	LYTVA_11888, LYTVA_24636
OG0003688	HUMAN00391, HUMAN00390	LYTVA_24642
OG0003690	HUMAN08255, HUMAN08254, HUMAN08253	LYTVA_15125
OG0003691	HUMAN27486	LYTVA_02127, LYTVA_21295
OG0003692	HUMAN26245	LYTVA_16704
OG0003693	HUMAN05789, HUMAN05791, HUMAN05790, HUMAN21038	LYTVA_10292
OG0003694	HUMAN01597	LYTVA_21490
OG0003695	HUMAN29320, HUMAN28471	LYTVA_08219
OG0003696	HUMAN26795	LYTVA_10724
OG0003697	HUMAN13631	LYTVA_24825
OG0003698	HUMAN03524, HUMAN27578	LYTVA_00449, LYTVA_00450
OG0003700	HUMAN10461, HUMAN13432, HUMAN13433	LYTVA_05846
OG0003701	HUMAN21420	LYTVA_00297, LYTVA_00298
OG0003702	HUMAN18794, HUMAN08385	LYTVA_26668
OG0003703	HUMAN04604, HUMAN09417, HUMAN09419	LYTVA_15204, LYTVA_25249
OG0003704	HUMAN14829, HUMAN01005	LYTVA_22078
OG0003705	HUMAN26525	LYTVA_23338
OG0003706	HUMAN24793	LYTVA_04360
OG0003707	HUMAN28827, HUMAN10024	LYTVA_00064
OG0003709	HUMAN15204, HUMAN15203	LYTVA_22117
OG0003710	HUMAN29654, HUMAN22687	LYTVA_01367
OG0003711	HUMAN09536	LYTVA_04221
OG0003712	HUMAN20248, HUMAN10482	LYTVA_13639, LYTVA_13640
OG0003713	HUMAN02247, HUMAN02248	LYTVA_12799, LYTVA_06866, LYTVA_18223
OG0003716	HUMAN21975	LYTVA_00505
OG0003717	HUMAN00711, HUMAN24583	LYTVA_24800
OG0003718	HUMAN18082	LYTVA_22052
OG0003719	HUMAN01524	LYTVA_16501
OG0003721	HUMAN04841	LYTVA_29839
OG0003722	HUMAN01183, HUMAN29299	LYTVA_09208, LYTVA_00262
OG0003724	HUMAN00259	LYTVA_28771
OG0003725	HUMAN28512, HUMAN00988, HUMAN00987, HUMAN28511	LYTVA_16331
OG0003726	HUMAN00634, HUMAN25217	LYTVA_26835
OG0003728	HUMAN01158	LYTVA_22235, LYTVA_05584
OG0003729	HUMAN17750	LYTVA_20503
OG0003730	HUMAN03774	LYTVA_17088
OG0003731	HUMAN14612, HUMAN14611	LYTVA_05810
OG0003732	HUMAN17458	LYTVA_20441
OG0003733	HUMAN28575	LYTVA_13502, LYTVA_08036
OG0003734	HUMAN29355	LYTVA_19044, LYTVA_23146
OG0003735	HUMAN05437	LYTVA_11688, LYTVA_28003
OG0003736	HUMAN11064	LYTVA_01263
OG0003737	HUMAN29411, HUMAN02196	LYTVA_04668, LYTVA_07306
OG0003738	HUMAN12341	LYTVA_24822
OG0003739	HUMAN17673	LYTVA_20011
OG0003740	HUMAN04216, HUMAN04217	LYTVA_26296, LYTVA_17293, LYTVA_16340
OG0003741	HUMAN15538	LYTVA_00346
OG0003742	HUMAN26023, HUMAN06690, HUMAN06689	LYTVA_26372
OG0003743	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085	LYTVA_26127, LYTVA_26126
OG0003744	HUMAN29944, HUMAN20993, HUMAN20992	LYTVA_06947
OG0003746	HUMAN18235, HUMAN12379	LYTVA_21138
OG0003749	HUMAN06179	LYTVA_18850
OG0003750	HUMAN18942, HUMAN18943	LYTVA_02287, LYTVA_01689
OG0003751	HUMAN02217, HUMAN02218, HUMAN02216	LYTVA_13457
OG0003752	HUMAN28947, HUMAN09871	LYTVA_01820
OG0003753	HUMAN13277, HUMAN13278, HUMAN13279	LYTVA_21441
OG0003754	HUMAN04680, HUMAN06799	LYTVA_22465
OG0003757	HUMAN15876	LYTVA_09213
OG0003758	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528	LYTVA_17109
OG0003759	HUMAN11801, HUMAN24876	LYTVA_26967
OG0003760	HUMAN13770, HUMAN13772, HUMAN13771, HUMAN16625, HUMAN16624	LYTVA_30090, LYTVA_22219
OG0003761	HUMAN09889, HUMAN28585	LYTVA_05534
OG0003762	HUMAN13397, HUMAN10438, HUMAN10436, HUMAN10437, HUMAN10440	LYTVA_17274
OG0003763	HUMAN25652	LYTVA_14715, LYTVA_14492, LYTVA_23611
OG0003764	HUMAN13587, HUMAN13588	LYTVA_17144, LYTVA_11016
OG0003766	HUMAN19093	LYTVA_05953
OG0003767	HUMAN28071, HUMAN28072	LYTVA_08194
OG0003768	HUMAN06974, HUMAN06975	LYTVA_10063, LYTVA_22080, LYTVA_22079, LYTVA_10343
OG0003769	HUMAN08202	LYTVA_18678
OG0003770	HUMAN05134	LYTVA_21288
OG0003771	HUMAN13368, HUMAN13367, HUMAN20264	LYTVA_28045
OG0003772	HUMAN11534, HUMAN11536, HUMAN11535, HUMAN11537	LYTVA_21676
OG0003773	HUMAN10264, HUMAN12965	LYTVA_22099, LYTVA_08704
OG0003777	HUMAN18426, HUMAN12738, HUMAN26008	LYTVA_21729
OG0003778	HUMAN16925, HUMAN19684, HUMAN19685	LYTVA_11821
OG0003779	HUMAN11974	LYTVA_10521
OG0003795	HUMAN29845	LYTVA_13836
OG0003798	HUMAN17950, HUMAN06536	LYTVA_21450
OG0003803	HUMAN02236	LYTVA_17645
OG0003806	HUMAN10280	LYTVA_30001
OG0003807	HUMAN10606, HUMAN10605	LYTVA_29933
OG0003808	HUMAN00688, HUMAN00686	LYTVA_19229
OG0003809	HUMAN22691	LYTVA_25226
OG0003810	HUMAN07745	LYTVA_17312, LYTVA_08092
OG0003811	HUMAN22420, HUMAN22422, HUMAN22421, HUMAN22419	LYTVA_01732
OG0003813	HUMAN22627, HUMAN18665	LYTVA_00532
OG0003816	HUMAN03485, HUMAN03484	LYTVA_21793, LYTVA_08508
OG0003817	HUMAN21263	LYTVA_26514
OG0003818	HUMAN07697	LYTVA_09712
OG0003820	HUMAN28538, HUMAN28537	LYTVA_01468, LYTVA_10818, LYTVA_04218
OG0003821	HUMAN01393, HUMAN20961	LYTVA_01898
OG0003823	HUMAN16630, HUMAN16629	LYTVA_28299
OG0003824	HUMAN27737	LYTVA_20107, LYTVA_06706
OG0003825	HUMAN25524, HUMAN25522	LYTVA_25095, LYTVA_25100
OG0003826	HUMAN11781	LYTVA_13850
OG0003827	HUMAN01147	LYTVA_03265
OG0003828	HUMAN29062	LYTVA_13423
OG0003829	HUMAN01266	LYTVA_18420
OG0003830	HUMAN25373, HUMAN25370, HUMAN25371	LYTVA_12482, LYTVA_28846
OG0003831	HUMAN22335	LYTVA_24443
OG0003832	HUMAN01432, HUMAN01433, HUMAN01434, HUMAN06725, HUMAN20997	LYTVA_05086
OG0003833	HUMAN27613	LYTVA_27868, LYTVA_23190
OG0003834	HUMAN14036, HUMAN11315	LYTVA_28662
OG0003836	HUMAN22326, HUMAN24116	LYTVA_24859
OG0003837	HUMAN13331	LYTVA_29929
OG0003838	HUMAN07732, HUMAN07731, HUMAN22348	LYTVA_17094
OG0003839	HUMAN02039	LYTVA_23937, LYTVA_14573
OG0003840	HUMAN09600, HUMAN01591, HUMAN09601	LYTVA_04824
OG0003841	HUMAN24738	LYTVA_09880
OG0003842	HUMAN06944, HUMAN06942, HUMAN06943, HUMAN06945	LYTVA_16877
OG0003844	HUMAN28532	LYTVA_23802
OG0003845	HUMAN13124	LYTVA_09006
OG0003846	HUMAN17115, HUMAN27512, HUMAN17116	LYTVA_03898
OG0003848	HUMAN02199	LYTVA_12543
OG0003849	HUMAN09691, HUMAN09692, HUMAN13933	LYTVA_16505
OG0003850	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535	LYTVA_06404
OG0003851	HUMAN02979	LYTVA_26448
OG0003852	HUMAN10038, HUMAN10035, HUMAN23688	LYTVA_02920
OG0003853	HUMAN25110, HUMAN25109	LYTVA_09397
OG0003854	HUMAN15023, HUMAN10092, HUMAN10091	LYTVA_16966
OG0003855	HUMAN01643	LYTVA_19474
OG0003856	HUMAN20705	LYTVA_25797
OG0003857	HUMAN10555	LYTVA_25796
OG0003858	HUMAN25115	LYTVA_01327, LYTVA_27055
OG0003859	HUMAN16757, HUMAN16755	LYTVA_21927
OG0003861	HUMAN19469	LYTVA_09141
OG0003862	HUMAN17772	LYTVA_00702
OG0003863	HUMAN03803, HUMAN03804	LYTVA_25098
OG0003864	HUMAN15578, HUMAN15577	LYTVA_16744
OG0003865	HUMAN21906, HUMAN06498	LYTVA_06719, LYTVA_29186
OG0003866	HUMAN29685, HUMAN05999, HUMAN29686	LYTVA_29703
OG0003867	HUMAN26780	LYTVA_19438
OG0003868	HUMAN14809, HUMAN02201	LYTVA_16042
OG0003869	HUMAN12692	LYTVA_12197
OG0003870	HUMAN16083, HUMAN16082	LYTVA_09623, LYTVA_02604
OG0003873	HUMAN02732	LYTVA_12402
OG0003876	HUMAN28953, HUMAN28954	LYTVA_08885
OG0003878	HUMAN01357	LYTVA_06775, LYTVA_04340
OG0003880	HUMAN05339	LYTVA_19965
OG0003881	HUMAN00160	LYTVA_02265
OG0003882	HUMAN27065	LYTVA_18048
OG0003883	HUMAN22279, HUMAN22278	LYTVA_29680
OG0003884	HUMAN09697	LYTVA_04955
OG0003885	HUMAN25203, HUMAN24509	LYTVA_22856
OG0003886	HUMAN12711, HUMAN02704	LYTVA_00295
OG0003887	HUMAN10867, HUMAN10808	LYTVA_19626
OG0003887	HUMAN01579	LYTVA_04461
OG0003888	HUMAN19589, HUMAN19338	LYTVA_27229, LYTVA_07798
OG0003889	HUMAN10468, HUMAN10467	LYTVA_29995
OG0003890	HUMAN17103, HUMAN24051	LYTVA_19129, LYTVA_23306
OG0003892	HUMAN02849, HUMAN02848	LYTVA_28820
OG0003893	HUMAN17502	LYTVA_09128
OG0003894	HUMAN29298	LYTVA_30206
OG0003895	HUMAN13034	LYTVA_16370
OG0003897	HUMAN18373, HUMAN18372	LYTVA_01009, LYTVA_18263
OG0003898	HUMAN21809, HUMAN21810	LYTVA_08754
OG0003899	HUMAN28708, HUMAN28709	LYTVA_01604
OG0003900	HUMAN04893, HUMAN04894, HUMAN04892	LYTVA_00171, LYTVA_09089
OG0003901	HUMAN25158, HUMAN00514	LYTVA_25425, LYTVA_13674
OG0003903	HUMAN22257	LYTVA_02798, LYTVA_02947, LYTVA_14426
OG0003904	HUMAN09983, HUMAN09982, HUMAN09984	LYTVA_08407
OG0003906	HUMAN14951	LYTVA_00896
OG0003908	HUMAN22926	LYTVA_01565
OG0003908	HUMAN06953, HUMAN06952, HUMAN06951	LYTVA_23240
OG0003909	HUMAN16634	LYTVA_04292
OG0003910	HUMAN00725	LYTVA_15956
OG0003911	HUMAN18913	LYTVA_13769
OG0003912	HUMAN18812, HUMAN11530, HUMAN11531	LYTVA_20384
OG0003913	HUMAN22057	LYTVA_01876, LYTVA_18035, LYTVA_17952
OG0003915	HUMAN07885, HUMAN30288	LYTVA_03286, LYTVA_20325
OG0003917	HUMAN17384	LYTVA_26563, LYTVA_13069
OG0003918	HUMAN24389, HUMAN22575	LYTVA_03867
OG0003919	HUMAN18228, HUMAN18229	LYTVA_25024
OG0003920	HUMAN00591, HUMAN00592	LYTVA_03736
OG0003921	HUMAN27803	LYTVA_29296
OG0003923	HUMAN18230	LYTVA_19351
OG0003924	HUMAN01820	LYTVA_21825
OG0003925	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565	LYTVA_23157
OG0003926	HUMAN00418	LYTVA_00309
OG0003927	HUMAN07340, HUMAN07339	LYTVA_09499, LYTVA_12096
OG0003930	HUMAN06982, HUMAN06981, HUMAN06983	LYTVA_25579, LYTVA_23488
OG0003931	HUMAN10525, HUMAN10524, HUMAN29902	LYTVA_22630
OG0003933	HUMAN21430, HUMAN07048	LYTVA_22915
OG0003935	HUMAN08472, HUMAN08471	LYTVA_23260
OG0003936	HUMAN11264	LYTVA_03319
OG0003937	HUMAN03795, HUMAN27601	LYTVA_23787
OG0003939	HUMAN02684	LYTVA_03990, LYTVA_08883
OG0003940	HUMAN04396	LYTVA_05716, LYTVA_21871
OG0003941	HUMAN07027	LYTVA_23045
OG0003942	HUMAN25725	LYTVA_19868, LYTVA_04089
OG0003943	HUMAN27634	LYTVA_15855, LYTVA_00687
OG0003945	HUMAN05796, HUMAN24950	LYTVA_00843
OG0003946	HUMAN03504, HUMAN03508, HUMAN22287	LYTVA_00597
OG0003947	HUMAN22108, HUMAN27709	LYTVA_21166
OG0003948	HUMAN17355	LYTVA_00599
OG0003949	HUMAN25455, HUMAN25454	LYTVA_06512, LYTVA_01213
OG0003950	HUMAN03842	LYTVA_22866
OG0003953	HUMAN24118, HUMAN23048	LYTVA_25899
OG0003954	HUMAN28199, HUMAN16670	LYTVA_08587
OG0003957	HUMAN14055	LYTVA_04850
OG0003958	HUMAN03241, HUMAN23908, HUMAN27697	LYTVA_10240
OG0003961	HUMAN00898	LYTVA_18404
OG0003962	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998	LYTVA_27585
OG0003966	HUMAN19472, HUMAN19475, HUMAN19474, HUMAN19476, HUMAN19471	LYTVA_08371
OG0003967	HUMAN10627	LYTVA_21341
OG0003968	HUMAN01462, HUMAN01977	LYTVA_18737
OG0003970	HUMAN07324	LYTVA_27881
OG0003971	HUMAN29506	LYTVA_12905
OG0003972	HUMAN19162	LYTVA_26756
OG0003973	HUMAN08329, HUMAN18737	LYTVA_08780
OG0003997	HUMAN23065	LYTVA_15918
OG0003998	HUMAN17020	LYTVA_04462
OG0003999	HUMAN27199, HUMAN27198	LYTVA_02706
OG0004000	HUMAN20817	LYTVA_13016
OG0004002	HUMAN02677	LYTVA_14687
OG0004004	HUMAN21663, HUMAN11010	LYTVA_12647
OG0004006	HUMAN02087	LYTVA_15287, LYTVA_29148
OG0004007	HUMAN01069, HUMAN23295	LYTVA_16332
OG0004009	HUMAN22781, HUMAN03273	LYTVA_27360
OG0004010	HUMAN23360	LYTVA_14826
OG0004011	HUMAN03321, HUMAN27684	LYTVA_07133
OG0004012	HUMAN24339, HUMAN24338, HUMAN24337	LYTVA_26169
OG0004014	HUMAN18181	LYTVA_26908, LYTVA_29701
OG0004015	HUMAN01156	LYTVA_14499
OG0004016	HUMAN06482	LYTVA_04982
OG0004017	HUMAN10876	LYTVA_26976
OG0004019	HUMAN16041, HUMAN16043, HUMAN16042	LYTVA_11599, LYTVA_11549
OG0004021	HUMAN11780, HUMAN11779	LYTVA_07062, LYTVA_20594
OG0004022	HUMAN29670, HUMAN29669	LYTVA_29080, LYTVA_06465
OG0004023	HUMAN27981, HUMAN11239, HUMAN11240, HUMAN11242	LYTVA_16983
OG0004024	HUMAN21511, HUMAN21514, HUMAN21515	LYTVA_08882, LYTVA_09171
OG0004025	HUMAN22133	LYTVA_06115
OG0004028	HUMAN03299	LYTVA_25968
OG0004029	HUMAN20668	LYTVA_07988, LYTVA_23850
OG0004031	HUMAN15780	LYTVA_19098
OG0004034	HUMAN09933	LYTVA_01415, LYTVA_13108
OG0004035	HUMAN18569	LYTVA_24098
OG0004036	HUMAN00606, HUMAN30598, HUMAN05435	LYTVA_28065
OG0004037	HUMAN18538, HUMAN18540	LYTVA_20546
OG0004038	HUMAN14761, HUMAN14760	LYTVA_30220
OG0004039	HUMAN25332	LYTVA_09633, LYTVA_14370
OG0004041	HUMAN18706	LYTVA_30034, LYTVA_16536
OG0004042	HUMAN04449	LYTVA_08337
OG0004043	HUMAN25302, HUMAN25301, HUMAN25303	LYTVA_08636
OG0004044	HUMAN20694	LYTVA_04278
OG0004045	HUMAN03490	LYTVA_00602
OG0004047	HUMAN13570	LYTVA_22628
OG0004048	HUMAN22101, HUMAN22100	LYTVA_16472
OG0004049	HUMAN05306, HUMAN25326	LYTVA_15049, LYTVA_25674
OG0004052	HUMAN15057, HUMAN15056	LYTVA_04921
OG0004053	HUMAN29957, HUMAN28825, HUMAN01839	LYTVA_05254
OG0004055	HUMAN25842	LYTVA_23038
OG0004057	HUMAN26949	LYTVA_23851, LYTVA_02242
OG0004059	HUMAN15829	LYTVA_13931
OG0004060	HUMAN25392	LYTVA_13733
OG0004061	HUMAN00893, HUMAN00894	LYTVA_04703, LYTVA_20063
OG0004062	HUMAN17185, HUMAN03560, HUMAN24215	LYTVA_10442
OG0004063	HUMAN07941	LYTVA_25472
OG0004064	HUMAN18276, HUMAN18275	LYTVA_00970
OG0004065	HUMAN00215, HUMAN00216	LYTVA_23835, LYTVA_06332
OG0004066	HUMAN14690	LYTVA_14514
OG0004067	HUMAN18034	LYTVA_14146
OG0004068	HUMAN30035, HUMAN30649, HUMAN30612	LYTVA_11542
OG0004069	HUMAN28854	LYTVA_15685
OG0004070	HUMAN25913, HUMAN25912	LYTVA_26461, LYTVA_08824
OG0004071	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079	LYTVA_15303
OG0004072	HUMAN13160	LYTVA_02954
OG0004073	HUMAN25044, HUMAN06790, HUMAN25043	LYTVA_02075, LYTVA_02074
OG0004076	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162	LYTVA_03921
OG0004077	HUMAN29503, HUMAN29502	LYTVA_26904
OG0004078	HUMAN03624	LYTVA_09313
OG0004079	HUMAN22873	LYTVA_06671
OG0004080	HUMAN18253, HUMAN27257	LYTVA_29208
OG0004081	HUMAN18386	LYTVA_02736
OG0004082	HUMAN18511	LYTVA_06311, LYTVA_06309
OG0004083	HUMAN08562	LYTVA_21834, LYTVA_13777
OG0004085	HUMAN07816	LYTVA_08513, LYTVA_28587
OG0004086	HUMAN18693	LYTVA_19945
OG0004087	HUMAN20699, HUMAN20698, HUMAN17812	LYTVA_06772
OG0004088	HUMAN01139, HUMAN23388	LYTVA_28769, LYTVA_03836
OG0004089	HUMAN21587	LYTVA_20890, LYTVA_05104
OG0004090	HUMAN06601	LYTVA_01996
OG0004091	HUMAN28496	LYTVA_09473
OG0004092	HUMAN26216, HUMAN12524	LYTVA_11252, LYTVA_08054
OG0004093	HUMAN27002	LYTVA_18796
OG0004094	HUMAN29054	LYTVA_15767, LYTVA_15263
OG0004095	HUMAN04244, HUMAN04243	LYTVA_27647
OG0004096	HUMAN02141	LYTVA_24655
OG0004097	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360	LYTVA_03615
OG0004098	HUMAN28862, HUMAN01104	LYTVA_17957
OG0004099	HUMAN16085, HUMAN20170	LYTVA_16532
OG0004100	HUMAN06958	LYTVA_05542, LYTVA_05543
OG0004101	HUMAN12860	LYTVA_16379
OG0004102	HUMAN03466	LYTVA_22604
OG0004103	HUMAN19037	LYTVA_10838, LYTVA_14405, LYTVA_25911
OG0004104	HUMAN14010	LYTVA_23183
OG0004106	HUMAN00170, HUMAN00171, HUMAN00169	LYTVA_16270, LYTVA_17077
OG0004107	HUMAN01953, HUMAN01952	LYTVA_26766
OG0004110	HUMAN23820, HUMAN03249	LYTVA_17391
OG0004112	HUMAN01822, HUMAN01821	LYTVA_05426
OG0004113	HUMAN20537	LYTVA_20632
OG0004114	HUMAN04859, HUMAN04858, HUMAN04860	LYTVA_09095
OG0004115	HUMAN21493	LYTVA_26409
OG0004116	HUMAN05608, HUMAN05607	LYTVA_11277, LYTVA_16339
OG0004117	HUMAN27879	LYTVA_06474
OG0004118	HUMAN26960	LYTVA_28391
OG0004119	HUMAN15237, HUMAN15236	LYTVA_18575
OG0004121	HUMAN00202, HUMAN21585	LYTVA_26411
OG0004122	HUMAN29461, HUMAN29462	LYTVA_11268, LYTVA_00469
OG0004123	HUMAN05600	LYTVA_16672
OG0004124	HUMAN19130, HUMAN27894	LYTVA_03931
OG0004125	HUMAN13507, HUMAN13501, HUMAN13504, HUMAN13506, HUMAN13509, HUMAN13505, HUMAN13508, HUMAN13502, HUMAN13503	LYTVA_08831
OG0004126	HUMAN05543, HUMAN19543	LYTVA_05206
OG0004127	HUMAN27924, HUMAN27923	LYTVA_25845, LYTVA_00859
OG0004128	HUMAN20446, HUMAN16881, HUMAN16882	LYTVA_05290, LYTVA_03315, LYTVA_03965
