Orthogroup	HUMAN	CAEEL
OG0003150	HUMAN07682, HUMAN07681, HUMAN30374, HUMAN07680	CAEEL11024
OG0003151	HUMAN27968, HUMAN18869, HUMAN08206	CAEEL04570, CAEEL14681, CAEEL04711
OG0003152	HUMAN12216	CAEEL20815, CAEEL20802, CAEEL20805
OG0003153	HUMAN19216, HUMAN19215	CAEEL07561
OG0003154	HUMAN01026	CAEEL15184
OG0003156	HUMAN19466	CAEEL00516
OG0003157	HUMAN05273, HUMAN05272	CAEEL07518, CAEEL07519
OG0003158	HUMAN18128, HUMAN03028	CAEEL08310
OG0003160	HUMAN03497	CAEEL18381, CAEEL02061
OG0003161	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532	CAEEL15582, CAEEL20219
OG0003164	HUMAN30072, HUMAN27461	CAEEL08130
OG0003169	HUMAN17978	CAEEL11868
OG0003171	HUMAN02114	CAEEL08054
OG0003172	HUMAN01490	CAEEL06299
OG0003174	HUMAN23922, HUMAN23921, HUMAN23923	CAEEL11561
OG0003176	HUMAN11334	CAEEL02038
OG0003178	HUMAN15504, HUMAN08420, HUMAN08421	CAEEL14891
OG0003179	HUMAN22541	CAEEL12173
OG0003181	HUMAN12376	CAEEL11684
OG0003182	HUMAN08117, HUMAN08118	CAEEL01167
OG0003184	HUMAN24341, HUMAN22777	CAEEL10967
OG0003185	HUMAN04154, HUMAN06198	CAEEL04813
OG0003187	HUMAN14927	CAEEL16181
OG0003189	HUMAN19512, HUMAN19511	CAEEL04624
OG0003191	HUMAN06605	CAEEL09839
OG0003193	HUMAN07624	CAEEL17615
OG0003197	HUMAN17605, HUMAN17604	CAEEL11467
OG0003199	HUMAN30572	CAEEL11688
OG0003202	HUMAN05056, HUMAN05057, HUMAN22610	CAEEL12123
OG0003203	HUMAN20643, HUMAN12521	CAEEL08247
OG0003206	HUMAN10329, HUMAN10330	CAEEL08436
OG0003207	HUMAN26778, HUMAN20856, HUMAN20855, HUMAN26777	CAEEL11116
OG0003210	HUMAN29324, HUMAN02072	CAEEL11876
OG0003212	HUMAN24989, HUMAN20352, HUMAN20354	CAEEL11323
OG0003214	HUMAN06365, HUMAN17740	CAEEL08551
OG0003215	HUMAN02681, HUMAN08405	CAEEL02895
OG0003217	HUMAN14937, HUMAN29000	CAEEL06035, CAEEL06032
OG0003218	HUMAN30583	CAEEL08847
OG0003219	HUMAN22950, HUMAN22949	CAEEL16215
OG0003221	HUMAN24556, HUMAN00790	CAEEL20740, CAEEL00629, CAEEL00088
OG0003222	HUMAN08168, HUMAN11392, HUMAN27932	CAEEL00115
OG0003223	HUMAN19114	CAEEL00485
OG0003224	HUMAN17997, HUMAN06652	CAEEL05675
OG0003225	HUMAN05599	CAEEL04615, CAEEL20133
OG0003226	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466	CAEEL04904, CAEEL04903
OG0003228	HUMAN08956	CAEEL14683
OG0003229	HUMAN03467, HUMAN07147	CAEEL10166
OG0003230	HUMAN03745	CAEEL06311
OG0003231	HUMAN19297, HUMAN19298	CAEEL02077
OG0003232	HUMAN25067, HUMAN04720	CAEEL04540
OG0003235	HUMAN30554, HUMAN30553, HUMAN30552	CAEEL11765
OG0003236	HUMAN13328, HUMAN13329, HUMAN13327	CAEEL15067
OG0003236	HUMAN13937	CAEEL07719
OG0003251	HUMAN23183, HUMAN11019	CAEEL01743
OG0003252	HUMAN08538, HUMAN08539	CAEEL19657
OG0003254	HUMAN04752	CAEEL15715
OG0003255	HUMAN28201, HUMAN28200, HUMAN28203	CAEEL01327
OG0003257	HUMAN09013, HUMAN09014, HUMAN09015	CAEEL04888
OG0003258	HUMAN18355	CAEEL04539
OG0003259	HUMAN17219	CAEEL11844
OG0003263	HUMAN15937, HUMAN15936	CAEEL12235
OG0003266	HUMAN05508, HUMAN19360, HUMAN05507, HUMAN05506	CAEEL05061
OG0003267	HUMAN03394	CAEEL11406
OG0003268	HUMAN28147, HUMAN28146, HUMAN28145	CAEEL00711
OG0003269	HUMAN10676, HUMAN10677	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993
OG0003270	HUMAN06226	CAEEL17531, CAEEL17532, CAEEL07171
OG0003272	HUMAN30237	CAEEL19188, CAEEL20088
OG0003273	HUMAN04928	CAEEL08538
OG0003275	HUMAN28409, HUMAN18996	CAEEL01894
OG0003276	HUMAN04947, HUMAN25137, HUMAN25136	CAEEL05343
OG0003277	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861	CAEEL10684
OG0003279	HUMAN23996, HUMAN22367, HUMAN22366	CAEEL09246
OG0003280	HUMAN15335	CAEEL20448
OG0003283	HUMAN26779	CAEEL10540
OG0003284	HUMAN18141	CAEEL20144
OG0003286	HUMAN26601	CAEEL11061
OG0003287	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672	CAEEL09759
OG0003288	HUMAN30308	CAEEL07836
OG0003289	HUMAN14064, HUMAN10999	CAEEL00474
OG0003291	HUMAN12326	CAEEL07282
OG0003293	HUMAN06629	CAEEL09078
OG0003296	HUMAN07526, HUMAN19789	CAEEL07972
OG0003297	HUMAN12989, HUMAN12992, HUMAN12990, HUMAN12991	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	HUMAN18763, HUMAN30220	CAEEL00404
OG0003301	HUMAN03223	CAEEL11183
OG0003302	HUMAN24407, HUMAN24404	CAEEL11405
OG0003303	HUMAN02696	CAEEL08080
OG0003305	HUMAN29475	CAEEL04396
OG0003306	HUMAN21480	CAEEL11131
OG0003307	HUMAN22643, HUMAN24109	CAEEL09527
OG0003309	HUMAN26215, HUMAN17578, HUMAN17579	CAEEL07134
OG0003311	HUMAN30093, HUMAN29682	CAEEL06729
OG0003316	HUMAN17611	CAEEL06426
OG0003317	HUMAN13511	CAEEL11191
OG0003318	HUMAN20325, HUMAN29926	CAEEL00777
OG0003320	HUMAN27571, HUMAN27570	CAEEL05307
OG0003323	HUMAN29497	CAEEL06020
OG0003323	HUMAN29496, HUMAN29498, HUMAN29495, HUMAN29499	CAEEL08557, CAEEL08556
OG0003325	HUMAN03339	CAEEL11598
OG0003327	HUMAN29276, HUMAN29277, HUMAN01184, HUMAN29278	CAEEL15863
OG0003329	HUMAN23501	CAEEL02070
OG0003330	HUMAN09858	CAEEL02745
OG0003331	HUMAN13106, HUMAN11828, HUMAN13126	CAEEL07758
OG0003332	HUMAN00604	CAEEL15994, CAEEL15100
OG0003333	HUMAN04423, HUMAN20310, HUMAN20309, HUMAN20311, HUMAN20312	CAEEL05869
OG0003335	HUMAN09257	CAEEL06219
OG0003336	HUMAN02064, HUMAN29174	CAEEL18158
OG0003337	HUMAN00059, HUMAN00062, HUMAN00061, HUMAN00060	CAEEL05608
OG0003340	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467	CAEEL05767
OG0003341	HUMAN17043	CAEEL15411
OG0003343	HUMAN12267	CAEEL02966
OG0003344	HUMAN16583	CAEEL04271
OG0003344	HUMAN16582	CAEEL04270
OG0003348	HUMAN02924, HUMAN17738	CAEEL00995
OG0003349	HUMAN22753, HUMAN03238	CAEEL11343
OG0003350	HUMAN18346, HUMAN30083, HUMAN07649	CAEEL18859
OG0003354	HUMAN12576, HUMAN12575, HUMAN12574	CAEEL07057
OG0003356	HUMAN10721, HUMAN13177	CAEEL05068
OG0003357	HUMAN12004, HUMAN12005, HUMAN24237, HUMAN12003	CAEEL05202
OG0003358	HUMAN20527	CAEEL15398
OG0003359	HUMAN02577	CAEEL08412
OG0003360	HUMAN08804	CAEEL09119
OG0003361	HUMAN09313, HUMAN10724	CAEEL15297, CAEEL13464, CAEEL07044
OG0003364	HUMAN06821, HUMAN16054	CAEEL06262
OG0003366	HUMAN16863, HUMAN16862	CAEEL13316, CAEEL13290
OG0003368	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562	CAEEL04652
OG0003369	HUMAN27686, HUMAN03532, HUMAN27685	CAEEL11911
OG0003370	HUMAN28060, HUMAN28061	CAEEL19630, CAEEL09274
OG0003372	HUMAN01212, HUMAN14880, HUMAN14879	CAEEL04956
OG0003374	HUMAN28112, HUMAN16615	CAEEL09698
OG0003375	HUMAN23698	CAEEL04860
OG0003377	HUMAN04348	CAEEL19646
OG0003378	HUMAN16348, HUMAN05047, HUMAN05045	CAEEL04638
OG0003380	HUMAN19717	CAEEL07698, CAEEL08643
OG0003384	HUMAN03513, HUMAN27736	CAEEL12353
OG0003386	HUMAN05900, HUMAN05902, HUMAN05903	CAEEL04616
OG0003387	HUMAN13643, HUMAN13638, HUMAN13640, HUMAN13639	CAEEL12649, CAEEL12648
OG0003392	HUMAN13559, HUMAN10151	CAEEL18713
OG0003394	HUMAN22046	CAEEL09212
OG0003401	HUMAN09936	CAEEL18173, CAEEL19529
OG0003402	HUMAN13270, HUMAN06049, HUMAN06047, HUMAN10635, HUMAN13268, HUMAN13269, HUMAN06048	CAEEL10926
OG0003419	HUMAN02012	CAEEL20583, CAEEL07865
OG0003421	HUMAN23071	CAEEL18393
OG0003425	HUMAN23668, HUMAN23669	CAEEL12188
OG0003426	HUMAN04822, HUMAN04821	CAEEL06462
OG0003429	HUMAN24947	CAEEL00390
OG0003430	HUMAN15764	CAEEL05290
OG0003433	HUMAN11873	CAEEL17744
OG0003434	HUMAN20686	CAEEL08434
OG0003435	HUMAN08411	CAEEL04157
OG0003439	HUMAN21553	CAEEL10524
OG0003443	HUMAN25588, HUMAN08555	CAEEL18884
OG0003444	HUMAN04199	CAEEL04842
OG0003448	HUMAN28046, HUMAN15205, HUMAN28047	CAEEL01220
OG0003450	HUMAN12088, HUMAN12087, HUMAN12089	CAEEL06420
OG0003451	HUMAN21236	CAEEL02776, CAEEL02805
OG0003452	HUMAN03708, HUMAN03710	CAEEL02730
OG0003453	HUMAN07082	CAEEL11697
OG0003454	HUMAN12804, HUMAN12803, HUMAN02907	CAEEL07771
OG0003455	HUMAN20526, HUMAN01754	CAEEL01134
OG0003456	HUMAN13016, HUMAN25940	CAEEL00212, CAEEL00213
OG0003457	HUMAN27789, HUMAN16567	CAEEL19244
OG0003459	HUMAN16899, HUMAN08550	CAEEL16050
OG0003462	HUMAN14650, HUMAN14651, HUMAN14649	CAEEL11837
OG0003463	HUMAN02584, HUMAN15575	CAEEL07464
OG0003464	HUMAN25957	CAEEL15673
OG0003465	HUMAN29422, HUMAN29421	CAEEL00222
OG0003466	HUMAN03596	CAEEL06482
OG0003467	HUMAN28399	CAEEL09664
OG0003468	HUMAN08265	CAEEL10655
OG0003471	HUMAN16950	CAEEL12804
OG0003472	HUMAN29614	CAEEL07680, CAEEL07681
OG0003475	HUMAN21366	CAEEL01731
OG0003477	HUMAN25241	CAEEL02502
OG0003478	HUMAN08716, HUMAN08715	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	HUMAN02334, HUMAN20427	CAEEL12384
OG0003484	HUMAN13982, HUMAN09522	CAEEL02712
OG0003486	HUMAN25368	CAEEL04926
OG0003487	HUMAN01641, HUMAN01639	CAEEL02123
OG0003489	HUMAN00472, HUMAN25219	CAEEL00223
OG0003491	HUMAN18345, HUMAN07660	CAEEL18627, CAEEL05479
OG0003496	HUMAN05409	CAEEL01506
OG0003498	HUMAN22332, HUMAN22333	CAEEL16452
OG0003500	HUMAN17492	CAEEL01330
OG0003500	HUMAN09263	CAEEL01125
OG0003501	HUMAN14260, HUMAN14259, HUMAN14258	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	HUMAN26410, HUMAN26411	CAEEL02400, CAEEL02281
OG0003503	HUMAN13541	CAEEL04457, CAEEL04454
OG0003505	HUMAN11145	CAEEL07950
OG0003506	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460	CAEEL05248
OG0003507	HUMAN14251, HUMAN00947	CAEEL05679
OG0003508	HUMAN20681, HUMAN17821	CAEEL17418
OG0003509	HUMAN11891	CAEEL04891
OG0003510	HUMAN24552, HUMAN11374	CAEEL01116
OG0003511	HUMAN23502	CAEEL08351
OG0003513	HUMAN17574, HUMAN17572, HUMAN29015	CAEEL07182
OG0003514	HUMAN20926, HUMAN26859	CAEEL12733, CAEEL12734
OG0003515	HUMAN07599, HUMAN22879	CAEEL06636
OG0003517	HUMAN04692, HUMAN04691, HUMAN04694, HUMAN06798, HUMAN06796	CAEEL05196
OG0003518	HUMAN14108	CAEEL01719
OG0003519	HUMAN20557, HUMAN20556, HUMAN20554	CAEEL07239
OG0003522	HUMAN25338	CAEEL06276
OG0003523	HUMAN21871, HUMAN21873	CAEEL18694
OG0003524	HUMAN00423, HUMAN00422	CAEEL04264, CAEEL04265
OG0003526	HUMAN02679, HUMAN08399	CAEEL16001
OG0003528	HUMAN07458	CAEEL00365
OG0003530	HUMAN18072	CAEEL19423
OG0003531	HUMAN09342, HUMAN04724	CAEEL15168, CAEEL18062
OG0003532	HUMAN17410	CAEEL05027
OG0003538	HUMAN03691	CAEEL11099
OG0003539	HUMAN27654	CAEEL05895
OG0003541	HUMAN11650, HUMAN11649, HUMAN11651, HUMAN11648	CAEEL01632
OG0003542	HUMAN10755, HUMAN10756	CAEEL01115
OG0003543	HUMAN15202, HUMAN28052	CAEEL08637
OG0003544	HUMAN00617, HUMAN00616	CAEEL06236, CAEEL08896
OG0003545	HUMAN12962, HUMAN10596, HUMAN12961	CAEEL12984
OG0003548	HUMAN22282	CAEEL19888
OG0003550	HUMAN26578, HUMAN17867	CAEEL06728
OG0003551	HUMAN29004, HUMAN14799, HUMAN29003	CAEEL05919
OG0003552	HUMAN01497	CAEEL18151
OG0003554	HUMAN03429	CAEEL05099
OG0003556	HUMAN19312	CAEEL11919
OG0003561	HUMAN25470, HUMAN07496	CAEEL01643
OG0003562	HUMAN18584, HUMAN18585, HUMAN28168	CAEEL19208, CAEEL04183
OG0003563	HUMAN10685	CAEEL07782
OG0003564	HUMAN17366, HUMAN24302	CAEEL18104
OG0003566	HUMAN04196, HUMAN24973	CAEEL04245
OG0003567	HUMAN10488	CAEEL15549
OG0003569	HUMAN07054, HUMAN02397	CAEEL10722
OG0003570	HUMAN02027, HUMAN02024, HUMAN02025, HUMAN02026	CAEEL08761
OG0003571	HUMAN28033, HUMAN11183	CAEEL00659
OG0003573	HUMAN10776, HUMAN10871, HUMAN10813, HUMAN10775	CAEEL10174, CAEEL18886
OG0003576	HUMAN11578	CAEEL08492
OG0003577	HUMAN29012	CAEEL07169
OG0003578	HUMAN20028, HUMAN20029	CAEEL08037
OG0003579	HUMAN26278, HUMAN22725, HUMAN26279	CAEEL10103
OG0003581	HUMAN04085	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	HUMAN29836, HUMAN02330	CAEEL10165, CAEEL10958
OG0003585	HUMAN25564, HUMAN13697, HUMAN13696, HUMAN18958	CAEEL19947
OG0003597	HUMAN04460	CAEEL05204
OG0003598	HUMAN29147	CAEEL20069
OG0003599	HUMAN13888, HUMAN13887	CAEEL01022
OG0003603	HUMAN13251, HUMAN13246	CAEEL00903
OG0003604	HUMAN12260, HUMAN12259, HUMAN07277	CAEEL08873
OG0003607	HUMAN02686	CAEEL05764
OG0003611	HUMAN24173	CAEEL15351
OG0003612	HUMAN24816	CAEEL12107
OG0003613	HUMAN20927, HUMAN11439	CAEEL10330
OG0003615	HUMAN14433, HUMAN23272	CAEEL04572
OG0003617	HUMAN21414	CAEEL08768, CAEEL00622
OG0003618	HUMAN27888, HUMAN27890	CAEEL10379
OG0003619	HUMAN30124, HUMAN23959	CAEEL19948, CAEEL09130
OG0003620	HUMAN00039, HUMAN00038, HUMAN00040, HUMAN00037	CAEEL05074
OG0003621	HUMAN05310, HUMAN05311	CAEEL18738
OG0003623	HUMAN05857	CAEEL11847
OG0003624	HUMAN28864	CAEEL11456
OG0003626	HUMAN26164, HUMAN26165	CAEEL01251
OG0003629	HUMAN21741, HUMAN21740	CAEEL18064
OG0003630	HUMAN10764, HUMAN10786	CAEEL01945
OG0003632	HUMAN00144, HUMAN00145, HUMAN21796	CAEEL04287
OG0003634	HUMAN00127	CAEEL05819, CAEEL05206, CAEEL08505
OG0003638	HUMAN08782	CAEEL14206
OG0003640	HUMAN13431, HUMAN17671	CAEEL01151
OG0003641	HUMAN13743, HUMAN13746, HUMAN13744, HUMAN19226	CAEEL02290
OG0003644	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284	CAEEL07060
OG0003645	HUMAN12127, HUMAN12130, HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128	CAEEL08952
OG0003646	HUMAN09524	CAEEL04268
OG0003647	HUMAN23500	CAEEL08061
OG0003649	HUMAN14411	CAEEL02106
OG0003650	HUMAN19278, HUMAN19276, HUMAN19277	CAEEL01596
OG0003652	HUMAN05434, HUMAN25517	CAEEL00198, CAEEL00197
OG0003655	HUMAN25720, HUMAN07525	CAEEL01543
OG0003656	HUMAN09498, HUMAN09499, HUMAN01632	CAEEL00717
OG0003657	HUMAN17897	CAEEL18724
OG0003658	HUMAN26110, HUMAN26109	CAEEL17892
OG0003659	HUMAN12849, HUMAN12851	CAEEL00820
OG0003660	HUMAN03330	CAEEL11348
OG0003661	HUMAN06668	CAEEL11758
OG0003664	HUMAN12052	CAEEL10164
OG0003667	HUMAN19771	CAEEL14775
OG0003668	HUMAN30167, HUMAN09900, HUMAN09899	CAEEL09161, CAEEL09163
OG0003669	HUMAN29028	CAEEL08786, CAEEL08784
OG0003672	HUMAN12138	CAEEL12653
OG0003676	HUMAN29262	CAEEL00672
OG0003677	HUMAN17731, HUMAN02931, HUMAN12515, HUMAN12514	CAEEL08632
OG0003678	HUMAN14661, HUMAN01033, HUMAN14660	CAEEL03764
OG0003679	HUMAN21403, HUMAN02922	CAEEL14380
OG0003680	HUMAN06616, HUMAN18004, HUMAN18005	CAEEL10627
OG0003681	HUMAN20399, HUMAN04398	CAEEL03276
OG0003683	HUMAN04992	CAEEL06697
OG0003686	HUMAN11096	CAEEL01983
OG0003688	HUMAN00391, HUMAN00390	CAEEL03025
OG0003689	HUMAN12564, HUMAN17888	CAEEL07514
OG0003690	HUMAN08255, HUMAN08254, HUMAN08253	CAEEL08798
OG0003692	HUMAN26245	CAEEL09322
OG0003693	HUMAN05789, HUMAN05791, HUMAN05790, HUMAN21038	CAEEL09517
OG0003694	HUMAN01597	CAEEL08779
OG0003695	HUMAN29320, HUMAN28471	CAEEL18980
OG0003696	HUMAN26795	CAEEL15341
OG0003697	HUMAN10210, HUMAN10208, HUMAN13631	CAEEL07546
OG0003698	HUMAN03524, HUMAN27578	CAEEL05872
OG0003700	HUMAN10461, HUMAN13432, HUMAN13433	CAEEL08489
OG0003701	HUMAN21420	CAEEL04838
OG0003702	HUMAN18794, HUMAN08385	CAEEL19917
OG0003703	HUMAN09418	CAEEL05947
OG0003704	HUMAN14829, HUMAN01005	CAEEL02747
OG0003708	HUMAN00455	CAEEL02697, CAEEL19979
OG0003710	HUMAN29654, HUMAN22687	CAEEL05057
OG0003712	HUMAN20248, HUMAN10482	CAEEL12274
OG0003716	HUMAN21975	CAEEL00239
OG0003718	HUMAN18082	CAEEL00456
OG0003719	HUMAN01524	CAEEL01088
OG0003721	HUMAN08875, HUMAN04841	CAEEL19092
OG0003724	HUMAN00259	CAEEL04996
OG0003725	HUMAN28512, HUMAN00988, HUMAN00987, HUMAN28511	CAEEL04639
OG0003727	HUMAN15652	CAEEL20128
OG0003729	HUMAN17750	CAEEL01397
OG0003731	HUMAN14612, HUMAN14611	CAEEL14842
OG0003732	HUMAN17458	CAEEL10948
OG0003733	HUMAN28575	CAEEL05542
OG0003734	HUMAN29355	CAEEL18003
OG0003735	HUMAN05438, HUMAN05437	CAEEL04830, CAEEL04829
OG0003736	HUMAN11064	CAEEL10845
OG0003737	HUMAN29411, HUMAN02196	CAEEL18594, CAEEL11885, CAEEL18366
OG0003739	HUMAN17673	CAEEL06789
OG0003740	HUMAN04216, HUMAN04217	CAEEL07837
OG0003741	HUMAN15538	CAEEL07870
OG0003743	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085	CAEEL12238
OG0003745	HUMAN19746, HUMAN19745, HUMAN19747, HUMAN19744	CAEEL16018, CAEEL17606
OG0003746	HUMAN18235, HUMAN12379	CAEEL07398
OG0003748	HUMAN06965, HUMAN06967, HUMAN06966	CAEEL00242
OG0003749	HUMAN06179	CAEEL20507
OG0003750	HUMAN18942, HUMAN18943	CAEEL05076
OG0003752	HUMAN28947, HUMAN09871	CAEEL04520
OG0003753	HUMAN13277, HUMAN13278, HUMAN13279, HUMAN10303, HUMAN10302	CAEEL18657
OG0003754	HUMAN04680, HUMAN06799	CAEEL19668, CAEEL05669
OG0003755	HUMAN13092	CAEEL09173
OG0003756	HUMAN11263	CAEEL01606
OG0003758	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528	CAEEL05748
OG0003759	HUMAN11801, HUMAN24876	CAEEL09625
OG0003761	HUMAN09889, HUMAN28585	CAEEL19863
OG0003763	HUMAN25652	CAEEL02008, CAEEL02007, CAEEL02011
OG0003764	HUMAN13587, HUMAN13588	CAEEL15954
OG0003766	HUMAN19093	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439
OG0003767	HUMAN28071, HUMAN28072	CAEEL07794
OG0003768	HUMAN06974, HUMAN06975	CAEEL07458
OG0003771	HUMAN13368, HUMAN13367, HUMAN20264	CAEEL18560, CAEEL05367
OG0003775	HUMAN22617	CAEEL06672
OG0003776	HUMAN19372, HUMAN19371	CAEEL14271
OG0003778	HUMAN16925, HUMAN19684, HUMAN19685	CAEEL10576
OG0003779	HUMAN11974	CAEEL12785
OG0003780	HUMAN18353, HUMAN30243, HUMAN07642, HUMAN07641	CAEEL20711
OG0003795	HUMAN29845	CAEEL09855
OG0003798	HUMAN17950, HUMAN06536	CAEEL11938
OG0003803	HUMAN02236	CAEEL19629
OG0003806	HUMAN10280	CAEEL10842
OG0003807	HUMAN10606, HUMAN10605	CAEEL06933
OG0003808	HUMAN00688, HUMAN00686	CAEEL08177
OG0003811	HUMAN22421, HUMAN22419	CAEEL07020
OG0003812	HUMAN29819	CAEEL07296
OG0003813	HUMAN22627, HUMAN18665	CAEEL10820
OG0003817	HUMAN21262	CAEEL02053
OG0003818	HUMAN07697	CAEEL15512
OG0003821	HUMAN01393, HUMAN20961	CAEEL09346
OG0003824	HUMAN27737	CAEEL17849
OG0003826	HUMAN11781	CAEEL02634
OG0003827	HUMAN01147	CAEEL04098
OG0003829	HUMAN01266	CAEEL08428
OG0003831	HUMAN22335	CAEEL08097
OG0003832	HUMAN01432, HUMAN01433, HUMAN01434, HUMAN06725, HUMAN20997	CAEEL11899
OG0003833	HUMAN27613	CAEEL05813, CAEEL14180
OG0003834	HUMAN14036, HUMAN11315	CAEEL00145
OG0003837	HUMAN13331	CAEEL11909, CAEEL11910
OG0003838	HUMAN07732, HUMAN07731, HUMAN22348	CAEEL14290, CAEEL14289, CAEEL14291
OG0003839	HUMAN02039	CAEEL11415
OG0003840	HUMAN09600, HUMAN01591, HUMAN09601	CAEEL01767
OG0003843	HUMAN17036	CAEEL14293
OG0003844	HUMAN28533	CAEEL02775
OG0003846	HUMAN27511, HUMAN17115, HUMAN27512, HUMAN17116	CAEEL00811, CAEEL18648
OG0003847	HUMAN12497	CAEEL07371
OG0003848	HUMAN02199	CAEEL08837
OG0003850	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535	CAEEL11705
OG0003851	HUMAN02980, HUMAN02979	CAEEL08777
OG0003852	HUMAN10038, HUMAN10035, HUMAN23688	CAEEL00155
OG0003853	HUMAN25110, HUMAN25109	CAEEL13793
OG0003854	HUMAN15026, HUMAN15025, HUMAN15024, HUMAN15023, HUMAN10092, HUMAN10091	CAEEL01789
OG0003855	HUMAN01644	CAEEL18132
OG0003856	HUMAN20705	CAEEL07428
OG0003857	HUMAN10555	CAEEL19675
OG0003858	HUMAN25115	CAEEL06932
OG0003863	HUMAN03803, HUMAN03804	CAEEL18943
OG0003864	HUMAN15578, HUMAN15577	CAEEL01846
OG0003865	HUMAN21906, HUMAN06498	CAEEL02514
OG0003866	HUMAN29685, HUMAN05999, HUMAN29686	CAEEL00295
OG0003867	HUMAN26780	CAEEL15761
OG0003868	HUMAN14809, HUMAN02201	CAEEL18485
OG0003869	HUMAN12692	CAEEL00094
OG0003870	HUMAN16081, HUMAN16083, HUMAN16082	CAEEL17745
OG0003872	HUMAN19735	CAEEL14869
OG0003873	HUMAN02732	CAEEL07437
OG0003875	HUMAN04342	CAEEL00868
OG0003876	HUMAN28953, HUMAN28954	CAEEL04369
OG0003879	HUMAN09653	CAEEL00338, CAEEL01399
OG0003881	HUMAN00160	CAEEL12169
OG0003884	HUMAN09697	CAEEL01060
OG0003885	HUMAN25203, HUMAN24509	CAEEL01791
OG0003886	HUMAN12711, HUMAN02704	CAEEL10383
OG0003887	HUMAN10867, HUMAN10808	CAEEL09306
OG0003887	HUMAN01579	CAEEL09446
OG0003892	HUMAN02849, HUMAN02848	CAEEL11760
OG0003893	HUMAN17502	CAEEL05797
OG0003894	HUMAN29298	CAEEL01425
OG0003895	HUMAN13034	CAEEL15379
OG0003897	HUMAN18373, HUMAN18372	CAEEL07613
OG0003898	HUMAN21809, HUMAN21810	CAEEL05728
OG0003900	HUMAN04893, HUMAN04894, HUMAN04892	CAEEL08813
OG0003901	HUMAN25158, HUMAN00514	CAEEL00786, CAEEL18671
OG0003904	HUMAN14015, HUMAN09983, HUMAN09982, HUMAN09984	CAEEL00419
OG0003906	HUMAN14951	CAEEL00814
OG0003908	HUMAN22926	CAEEL00218
OG0003908	HUMAN06953, HUMAN06952, HUMAN06951	CAEEL08148
OG0003909	HUMAN16634	CAEEL09488, CAEEL14422
OG0003910	HUMAN00725	CAEEL08553
OG0003911	HUMAN18914, HUMAN18913	CAEEL20590
OG0003912	HUMAN18812, HUMAN11530, HUMAN11531	CAEEL02731
OG0003913	HUMAN22057	CAEEL05199
OG0003915	HUMAN07885, HUMAN30288	CAEEL04887
OG0003916	HUMAN07943, HUMAN28011	CAEEL07068
OG0003917	HUMAN17384	CAEEL07507
OG0003918	HUMAN24389, HUMAN22575	CAEEL11925, CAEEL11924
OG0003920	HUMAN00591, HUMAN00592	CAEEL00358
OG0003921	HUMAN27803	CAEEL14832, CAEEL18358
OG0003922	HUMAN21903, HUMAN21904	CAEEL11421, CAEEL11420
OG0003923	HUMAN18230	CAEEL08718
OG0003925	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565	CAEEL04108
OG0003926	HUMAN00418	CAEEL10754, CAEEL19332
OG0003929	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587	CAEEL00949
OG0003930	HUMAN06982, HUMAN06981, HUMAN06983	CAEEL05047
OG0003931	HUMAN10525, HUMAN10524, HUMAN29902	CAEEL15548
OG0003933	HUMAN21430, HUMAN07048	CAEEL11609
OG0003934	HUMAN16284	CAEEL10046
OG0003937	HUMAN03795, HUMAN27601	CAEEL19289
OG0003938	HUMAN16018	CAEEL07167
OG0003939	HUMAN02684	CAEEL04128
OG0003940	HUMAN04396	CAEEL15126, CAEEL19780
OG0003943	HUMAN27634	CAEEL00131
OG0003944	HUMAN21868	CAEEL05219
OG0003945	HUMAN05797, HUMAN05796, HUMAN24950	CAEEL17988
OG0003946	HUMAN03504, HUMAN03508, HUMAN22287	CAEEL18782
OG0003947	HUMAN22108, HUMAN27709	CAEEL16177
OG0003949	HUMAN25455, HUMAN25454	CAEEL02494
OG0003950	HUMAN03842, HUMAN03843	CAEEL05823
OG0003951	HUMAN20874	CAEEL10367
OG0003954	HUMAN28199, HUMAN16670	CAEEL11860
