Orthogroup	HUMAN	BRAFL
OG0003071	HUMAN30173, HUMAN30148, HUMAN30178, HUMAN30177, HUMAN30174, HUMAN30633, HUMAN29599, HUMAN17216	bflo_14796
OG0003072	HUMAN01387, HUMAN26957	bflo_12228
OG0003073	HUMAN13091	bflo_04952
OG0003074	HUMAN19155, HUMAN13753	bflo_12708
OG0003075	HUMAN07516	bflo_12501, bflo_19989, bflo_14228
OG0003077	HUMAN10152, HUMAN13195	bflo_23487
OG0003078	HUMAN16981, HUMAN16979	bflo_17438
OG0003078	HUMAN16980, HUMAN16977, HUMAN16982	bflo_17436, bflo_17435
OG0003079	HUMAN28617, HUMAN14136	bflo_06301
OG0003080	HUMAN30423, HUMAN07759, HUMAN07760, HUMAN30427, HUMAN21757	bflo_14328, bflo_24116
OG0003084	HUMAN07477, HUMAN29981	bflo_14074, bflo_15209
OG0003086	HUMAN03320	bflo_18801, bflo_19341
OG0003089	HUMAN19546, HUMAN19547	bflo_01856, bflo_20367
OG0003090	HUMAN21929, HUMAN21928, HUMAN17460	bflo_13883, bflo_22430
OG0003101	HUMAN00608, HUMAN27861, HUMAN19271	bflo_01542
OG0003103	HUMAN25605, HUMAN25611, HUMAN25608, HUMAN25607, HUMAN25610, HUMAN25609, HUMAN25606, HUMAN20562	bflo_02914, bflo_02855
OG0003104	HUMAN02051	bflo_16005
OG0003105	HUMAN29008	bflo_07269
OG0003106	HUMAN09821	bflo_19114
OG0003107	HUMAN11467, HUMAN11466	bflo_12594
OG0003108	HUMAN06800	bflo_23281
OG0003110	HUMAN28424	bflo_22448
OG0003111	HUMAN14710	bflo_02071
OG0003112	HUMAN03270, HUMAN03271, HUMAN03272	bflo_08398, bflo_09454
OG0003113	HUMAN16709	bflo_01744
OG0003114	HUMAN04985, HUMAN04984	bflo_20937
OG0003115	HUMAN09937, HUMAN13967, HUMAN01842	bflo_02956
OG0003116	HUMAN22981	bflo_14734
OG0003118	HUMAN06305, HUMAN17674, HUMAN17675	bflo_00599
OG0003120	HUMAN03127	bflo_08097
OG0003121	HUMAN09673, HUMAN14356, HUMAN26950	bflo_05128
OG0003122	HUMAN08549	bflo_17079
OG0003122	HUMAN26906	bflo_11331
OG0003123	HUMAN20628, HUMAN11101, HUMAN11102	bflo_13105, bflo_03106, bflo_03107, bflo_03105, bflo_03104
OG0003124	HUMAN07397	bflo_20947
OG0003125	HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968	bflo_09377
OG0003126	HUMAN28486	bflo_25347
OG0003127	HUMAN08591, HUMAN08592	bflo_16528
OG0003128	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013	bflo_20579
OG0003129	HUMAN20343, HUMAN20345, HUMAN20344	bflo_07601, bflo_07737, bflo_20157, bflo_20156
OG0003130	HUMAN13117	bflo_20145
OG0003131	HUMAN07183	bflo_20297
OG0003132	HUMAN28059	bflo_13312
OG0003133	HUMAN11357	bflo_13064
OG0003134	HUMAN12660	bflo_22955
OG0003135	HUMAN15787	bflo_11156
OG0003136	HUMAN16835	bflo_06361
OG0003137	HUMAN15220, HUMAN15221, HUMAN15222	bflo_13210
OG0003138	HUMAN18543	bflo_18045, bflo_24475
OG0003140	HUMAN23718, HUMAN09636, HUMAN09635	bflo_05963, bflo_05965
OG0003141	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937	bflo_24349
OG0003142	HUMAN23584, HUMAN23583, HUMAN01534	bflo_06487
OG0003144	HUMAN19445	bflo_18077
OG0003145	HUMAN01270	bflo_16411
OG0003146	HUMAN28091, HUMAN16761	bflo_01499
OG0003147	HUMAN17255	bflo_10687
OG0003148	HUMAN16837, HUMAN16838, HUMAN05694, HUMAN05693	bflo_12082
OG0003149	HUMAN01810	bflo_05831, bflo_05830
OG0003150	HUMAN07681, HUMAN30374, HUMAN07680	bflo_21673
OG0003152	HUMAN12025, HUMAN12215, HUMAN12216	bflo_23595
OG0003153	HUMAN19216, HUMAN19215	bflo_13277
OG0003154	HUMAN01026	bflo_15309, bflo_20484, bflo_01436
OG0003155	HUMAN10683	bflo_23835
OG0003156	HUMAN19468, HUMAN19467	bflo_17373
OG0003156	HUMAN19466	bflo_27205
OG0003157	HUMAN05273, HUMAN05272	bflo_14340
OG0003158	HUMAN18128, HUMAN03028	bflo_02352
OG0003159	HUMAN27504, HUMAN03044	bflo_07057
OG0003160	HUMAN03497	bflo_09900
OG0003161	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532	bflo_11644
OG0003162	HUMAN08502, HUMAN18293	bflo_06527
OG0003163	HUMAN09879, HUMAN14441	bflo_25957
OG0003164	HUMAN30072, HUMAN27461	bflo_15147
OG0003165	HUMAN25662, HUMAN00646, HUMAN00647	bflo_17531
OG0003167	HUMAN10863, HUMAN13086	bflo_20648
OG0003168	HUMAN20202, HUMAN12152	bflo_23652
OG0003169	HUMAN17978	bflo_05306
OG0003171	HUMAN02114	bflo_16716
OG0003172	HUMAN01490	bflo_19337
OG0003174	HUMAN23922, HUMAN23921	bflo_15477
OG0003175	HUMAN20588, HUMAN17938, HUMAN20593, HUMAN20592, HUMAN20591	bflo_02528, bflo_02529, bflo_02516
OG0003176	HUMAN11334	bflo_13138, bflo_13141, bflo_13521
OG0003177	HUMAN22137	bflo_04900
OG0003178	HUMAN15504, HUMAN08420, HUMAN08421	bflo_21644
OG0003179	HUMAN22541	bflo_07971
OG0003180	HUMAN07250, HUMAN10366, HUMAN07249, HUMAN07248	bflo_03868
OG0003181	HUMAN12376	bflo_23833
OG0003182	HUMAN08117	bflo_13801
OG0003183	HUMAN06415, HUMAN20649, HUMAN20648, HUMAN17584	bflo_00612
OG0003184	HUMAN24341, HUMAN22777	bflo_07007
OG0003185	HUMAN04155, HUMAN04154, HUMAN06198	bflo_03286
OG0003186	HUMAN19506	bflo_17640
OG0003187	HUMAN14927	bflo_06988
OG0003188	HUMAN09855, HUMAN23332	bflo_05779
OG0003189	HUMAN19512, HUMAN19511	bflo_17966, bflo_17711
OG0003190	HUMAN23026	bflo_26454, bflo_00272
OG0003191	HUMAN06605	bflo_02395
OG0003193	HUMAN07624	bflo_22117
OG0003195	HUMAN13197, HUMAN13198	bflo_23682
OG0003196	HUMAN10463, HUMAN10462	bflo_23488, bflo_13878, bflo_13848
OG0003197	HUMAN17605, HUMAN17604	bflo_21320
OG0003199	HUMAN30572	bflo_11640
OG0003200	HUMAN27357	bflo_05796
OG0003202	HUMAN22610	bflo_08512
OG0003203	HUMAN20643, HUMAN12521	bflo_00895
OG0003204	HUMAN13014	bflo_14307
OG0003205	HUMAN14146, HUMAN14145, HUMAN23338	bflo_04278
OG0003206	HUMAN10329, HUMAN10330	bflo_14678, bflo_27134
OG0003207	HUMAN26777	bflo_11574
OG0003208	HUMAN27277, HUMAN27275, HUMAN18434	bflo_12238
OG0003210	HUMAN29324, HUMAN02072	bflo_16532
OG0003211	HUMAN20350, HUMAN20349	bflo_12109
OG0003212	HUMAN24989, HUMAN20352, HUMAN20354	bflo_11237, bflo_11720
OG0003213	HUMAN14321, HUMAN14319, HUMAN14322	bflo_06414
OG0003214	HUMAN06365, HUMAN17740	bflo_15011
OG0003215	HUMAN02681, HUMAN08405	bflo_23368
OG0003216	HUMAN13617	bflo_22888
OG0003217	HUMAN14937, HUMAN29000	bflo_13097, bflo_13181
OG0003218	HUMAN30583	bflo_21266
OG0003219	HUMAN22950, HUMAN22949	bflo_14338
OG0003220	HUMAN29636, HUMAN00810	bflo_17426
OG0003221	HUMAN24556, HUMAN00790	bflo_01510
OG0003222	HUMAN08168, HUMAN11392, HUMAN27932	bflo_14038
OG0003223	HUMAN19114	bflo_13052
OG0003224	HUMAN17997, HUMAN06652	bflo_00958
OG0003225	HUMAN05599	bflo_08138
OG0003226	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466	bflo_03250
OG0003227	HUMAN10018	bflo_09183
OG0003228	HUMAN08956	bflo_11373
OG0003229	HUMAN03467, HUMAN07147	bflo_14282
OG0003230	HUMAN03745	bflo_10210
OG0003232	HUMAN25067, HUMAN04720	bflo_13766
OG0003234	HUMAN23993	bflo_14580, bflo_14579
OG0003235	HUMAN30554, HUMAN30553, HUMAN30552	bflo_14854
OG0003236	HUMAN13936	bflo_16680
OG0003236	HUMAN13328, HUMAN13329, HUMAN13327	bflo_27409, bflo_22679
OG0003238	HUMAN09444, HUMAN09446, HUMAN09445, HUMAN09443	bflo_07377
OG0003240	HUMAN09441, HUMAN09440	bflo_07037, bflo_07038
OG0003250	HUMAN26282, HUMAN18827, HUMAN18826	bflo_01703
OG0003251	HUMAN23183, HUMAN11019	bflo_12651
OG0003252	HUMAN08538, HUMAN08539	bflo_14795
OG0003253	HUMAN28629, HUMAN28628, HUMAN28627, HUMAN09815, HUMAN09814	bflo_01277
OG0003254	HUMAN04752	bflo_05940
OG0003255	HUMAN28201, HUMAN28200, HUMAN28203	bflo_08217
OG0003257	HUMAN09014	bflo_05917
OG0003257	HUMAN09015	bflo_05925
OG0003258	HUMAN18355, HUMAN18354	bflo_24354
OG0003259	HUMAN17219	bflo_06895
OG0003260	HUMAN17383, HUMAN28859	bflo_25696
OG0003261	HUMAN18317	bflo_01512, bflo_00495
OG0003262	HUMAN13063, HUMAN19967	bflo_20031
OG0003263	HUMAN15937, HUMAN15936	bflo_23703
OG0003264	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197	bflo_04822
OG0003265	HUMAN21031, HUMAN02854	bflo_11145
OG0003266	HUMAN05508, HUMAN19360, HUMAN05507, HUMAN05506	bflo_10178
OG0003267	HUMAN03394	bflo_26847, bflo_07095
OG0003268	HUMAN28145	bflo_13173
OG0003269	HUMAN10676, HUMAN10677	bflo_23123
OG0003270	HUMAN06226	bflo_12004
OG0003272	HUMAN30233, HUMAN22920	bflo_14266
OG0003273	HUMAN18722	bflo_14432
OG0003275	HUMAN28409, HUMAN18996	bflo_13276
OG0003276	HUMAN04947, HUMAN25137, HUMAN25136	bflo_17428
OG0003277	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861	bflo_11010
OG0003278	HUMAN02507	bflo_11050, bflo_18953
OG0003279	HUMAN23996, HUMAN22367, HUMAN22366	bflo_14292
OG0003282	HUMAN23854, HUMAN23855, HUMAN23856	bflo_05872
OG0003283	HUMAN26779	bflo_27041, bflo_12474
OG0003284	HUMAN18141	bflo_02462
OG0003286	HUMAN26600, HUMAN26601	bflo_23054
OG0003287	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672	bflo_03086
OG0003288	HUMAN30308	bflo_14155
OG0003289	HUMAN14064, HUMAN10999	bflo_13357
OG0003291	HUMAN12326	bflo_04904
OG0003292	HUMAN30011	bflo_22007
OG0003293	HUMAN06629	bflo_00129
OG0003294	HUMAN22430	bflo_14576
OG0003296	HUMAN07526, HUMAN19789	bflo_21081
OG0003297	HUMAN12990, HUMAN12991	bflo_22943, bflo_27414
OG0003298	HUMAN18763, HUMAN30220	bflo_15165
OG0003299	HUMAN01143	bflo_25833
OG0003301	HUMAN05757, HUMAN03223	bflo_01141
OG0003302	HUMAN24408, HUMAN24406, HUMAN24405	bflo_07345
OG0003303	HUMAN02696	bflo_15649
OG0003304	HUMAN26514, HUMAN12786	bflo_25914
OG0003305	HUMAN29475	bflo_03407
OG0003306	HUMAN21480	bflo_11444, bflo_26999
OG0003307	HUMAN22643, HUMAN24109	bflo_07093
OG0003308	HUMAN28975, HUMAN14165	bflo_25159, bflo_25333
OG0003309	HUMAN26215, HUMAN17578, HUMAN17579	bflo_18723
OG0003311	HUMAN30093, HUMAN29682	bflo_01504
OG0003313	HUMAN08162	bflo_06556
OG0003314	HUMAN17421, HUMAN22423, HUMAN17422	bflo_14212
OG0003315	HUMAN28080	bflo_26618, bflo_01077
OG0003316	HUMAN17611	bflo_24864
OG0003317	HUMAN13511	bflo_23280
OG0003318	HUMAN20325, HUMAN29926	bflo_11452
OG0003319	HUMAN19327, HUMAN19329, HUMAN19326, HUMAN27792, HUMAN27791	bflo_06319
OG0003320	HUMAN27571, HUMAN27570	bflo_10097
OG0003323	HUMAN29496, HUMAN29498, HUMAN29495	bflo_15869
OG0003324	HUMAN09782, HUMAN09784, HUMAN09783, HUMAN09785	bflo_05150
OG0003325	HUMAN03339	bflo_08410
OG0003326	HUMAN03757, HUMAN22619, HUMAN22620, HUMAN22621, HUMAN22623	bflo_09789
OG0003327	HUMAN29276, HUMAN29277, HUMAN01184, HUMAN29278	bflo_15914
OG0003328	HUMAN08219	bflo_00597, bflo_00596
OG0003329	HUMAN23501	bflo_06538
OG0003330	HUMAN09858, HUMAN09857, HUMAN09856	bflo_05318
OG0003331	HUMAN13106, HUMAN11828	bflo_20334
OG0003332	HUMAN00604	bflo_06531
OG0003333	HUMAN04423, HUMAN20310, HUMAN20309, HUMAN20311, HUMAN20312	bflo_03278
OG0003335	HUMAN09257	bflo_16036
OG0003336	HUMAN02064, HUMAN29174	bflo_16347
OG0003337	HUMAN00059, HUMAN00062, HUMAN00061, HUMAN00060	bflo_24672
OG0003340	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467	bflo_00966
OG0003341	HUMAN17043	bflo_13784
OG0003342	HUMAN01811, HUMAN01812, HUMAN09186, HUMAN28762, HUMAN28763	bflo_08333
OG0003343	HUMAN12267	bflo_21197
OG0003344	HUMAN16583	bflo_06379
OG0003346	HUMAN02911	bflo_22611, bflo_06286, bflo_15968, bflo_15971, bflo_15970, bflo_05737
OG0003347	HUMAN17887	bflo_18875
OG0003348	HUMAN02924, HUMAN17738	bflo_01497
OG0003349	HUMAN22753, HUMAN03238	bflo_08162
OG0003350	HUMAN18346, HUMAN30083, HUMAN07649	bflo_21636
OG0003351	HUMAN26798	bflo_11662
OG0003351	HUMAN21338	bflo_18448
OG0003352	HUMAN18052, HUMAN26022	bflo_26474, bflo_26477, bflo_08957
OG0003353	HUMAN26966, HUMAN26965	bflo_11091
OG0003354	HUMAN12575, HUMAN12574	bflo_00257
OG0003355	HUMAN03083, HUMAN22632, HUMAN03097	bflo_07915
OG0003356	HUMAN10721, HUMAN13177	bflo_13961
OG0003357	HUMAN12004, HUMAN12005, HUMAN24237, HUMAN12003	bflo_10674
OG0003358	HUMAN20527	bflo_11374
OG0003359	HUMAN02577	bflo_09270
OG0003360	HUMAN08804	bflo_08028
OG0003361	HUMAN09313, HUMAN10724	bflo_21492
OG0003362	HUMAN07540	bflo_15019, bflo_27136
OG0003362	HUMAN07541, HUMAN07539	bflo_15047
OG0003363	HUMAN18036, HUMAN18035	bflo_19624
OG0003364	HUMAN06821, HUMAN16054	bflo_03561
OG0003366	HUMAN16863, HUMAN16862	bflo_23663
OG0003367	HUMAN06122	bflo_03392, bflo_03276, bflo_03820, bflo_16550, bflo_25315
OG0003368	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562	bflo_08973
OG0003369	HUMAN27685	bflo_08608
OG0003370	HUMAN28060, HUMAN28061	bflo_05182
OG0003371	HUMAN23136, HUMAN11227	bflo_14039
OG0003372	HUMAN01212, HUMAN14880, HUMAN14879	bflo_25213
OG0003373	HUMAN05820	bflo_04729
OG0003374	HUMAN28112, HUMAN16615	bflo_01562
OG0003375	HUMAN23698	bflo_05681
OG0003376	HUMAN22113, HUMAN22114, HUMAN22110, HUMAN22111, HUMAN22112	bflo_05753
OG0003377	HUMAN04348	bflo_09240, bflo_09241
OG0003378	HUMAN16348, HUMAN05047, HUMAN05045	bflo_09811
OG0003379	HUMAN28285, HUMAN28287	bflo_01579
OG0003380	HUMAN19717	bflo_20421
OG0003381	HUMAN06184, HUMAN06185, HUMAN04158	bflo_09923
OG0003382	HUMAN19968, HUMAN01608	bflo_03233
OG0003383	HUMAN12827	bflo_00169
OG0003384	HUMAN03513, HUMAN27736	bflo_10672
OG0003385	HUMAN06417, HUMAN06419, HUMAN06418	bflo_20288
OG0003386	HUMAN05900, HUMAN05902, HUMAN05903	bflo_24755
OG0003387	HUMAN13643, HUMAN13638, HUMAN13640, HUMAN13639	bflo_20271, bflo_20266
OG0003388	HUMAN03392	bflo_08160
OG0003391	HUMAN08974	bflo_11495
OG0003392	HUMAN13559, HUMAN10151	bflo_04347
OG0003393	HUMAN04338	bflo_04808
OG0003394	HUMAN22046	bflo_00632
OG0003396	HUMAN06037, HUMAN05048	bflo_03372
OG0003397	HUMAN22181, HUMAN22180, HUMAN03668, HUMAN24048	bflo_25073
OG0003399	HUMAN12298, HUMAN10839, HUMAN19924, HUMAN12297, HUMAN12299	bflo_20125
OG0003401	HUMAN18616, HUMAN28787	bflo_15561, bflo_16225
OG0003401	HUMAN09936	bflo_04587
OG0003419	HUMAN02012	bflo_19082
OG0003420	HUMAN01559, HUMAN01556, HUMAN01560	bflo_16824
OG0003421	HUMAN23071	bflo_14823
OG0003422	HUMAN07007, HUMAN07008	bflo_15120
OG0003424	HUMAN10759	bflo_22975
OG0003425	HUMAN23668, HUMAN23669	bflo_06597
OG0003426	HUMAN04822, HUMAN04821	bflo_17220
OG0003428	HUMAN22929	bflo_15063
OG0003429	HUMAN24947	bflo_03695
OG0003430	HUMAN15764	bflo_10656
OG0003431	HUMAN06475, HUMAN02186	bflo_18771
OG0003433	HUMAN11873	bflo_22519
OG0003434	HUMAN20686	bflo_00872
OG0003435	HUMAN08411	bflo_21768
OG0003437	HUMAN12122, HUMAN20061	bflo_23416
OG0003439	HUMAN07771, HUMAN07770, HUMAN21552, HUMAN21553	bflo_21650
OG0003440	HUMAN07852, HUMAN07851, HUMAN07850	bflo_14213
OG0003441	HUMAN21029, HUMAN21027	bflo_12321
OG0003443	HUMAN25588, HUMAN08555	bflo_23995
OG0003445	HUMAN01267	bflo_16302
OG0003447	HUMAN26881	bflo_11633
OG0003448	HUMAN15205	bflo_13876
OG0003450	HUMAN12087, HUMAN12089	bflo_14312
OG0003451	HUMAN21236	bflo_17722
OG0003452	HUMAN03708, HUMAN03710	bflo_09208
OG0003453	HUMAN07081, HUMAN07082	bflo_09284
OG0003454	HUMAN12804, HUMAN12803, HUMAN02907	bflo_18619
OG0003455	HUMAN20526, HUMAN01754	bflo_03202, bflo_03230
OG0003456	HUMAN13016, HUMAN25940	bflo_23918
OG0003457	HUMAN27789, HUMAN16567	bflo_01506
OG0003458	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212	bflo_05669
OG0003459	HUMAN16899, HUMAN08550	bflo_13470
OG0003460	HUMAN16828	bflo_16240
OG0003461	HUMAN24927, HUMAN24928	bflo_10235
OG0003462	HUMAN14649	bflo_15758
OG0003463	HUMAN02584	bflo_24804
OG0003464	HUMAN25957	bflo_22976
OG0003465	HUMAN29422, HUMAN29421	bflo_16970
OG0003466	HUMAN03596	bflo_09344
OG0003467	HUMAN28399	bflo_12624
OG0003468	HUMAN08265	bflo_18674
OG0003469	HUMAN26180	bflo_12756
OG0003470	HUMAN13977, HUMAN13976	bflo_06693
OG0003471	HUMAN16952	bflo_23271
OG0003472	HUMAN29614, HUMAN29613	bflo_14735
OG0003473	HUMAN19355, HUMAN05515, HUMAN05516	bflo_23011
OG0003474	HUMAN28089, HUMAN00685	bflo_01167
OG0003475	HUMAN21366	bflo_17402
OG0003476	HUMAN02837	bflo_10013
OG0003477	HUMAN25241	bflo_05188
OG0003478	HUMAN08716, HUMAN08715	bflo_05169
OG0003479	HUMAN02334, HUMAN20427	bflo_11660
OG0003480	HUMAN13707, HUMAN13705	bflo_13731
OG0003481	HUMAN17835	bflo_15888
OG0003482	HUMAN06885, HUMAN04192	bflo_09842
OG0003483	HUMAN02672	bflo_15095
OG0003486	HUMAN25368	bflo_20523
OG0003487	HUMAN01641, HUMAN01639	bflo_10772
OG0003488	HUMAN27887	bflo_05906
OG0003489	HUMAN00472, HUMAN25219	bflo_02309
OG0003490	HUMAN07486	bflo_20489
OG0003491	HUMAN18345, HUMAN07660	bflo_22547
OG0003492	HUMAN17154, HUMAN03405	bflo_06984
OG0003493	HUMAN01078	bflo_25210
OG0003495	HUMAN19550	bflo_14132
OG0003495	HUMAN18833, HUMAN27823, HUMAN25685	bflo_06400
OG0003496	HUMAN05409	bflo_14755
OG0003497	HUMAN05604	bflo_06218
OG0003498	HUMAN22332, HUMAN22333	bflo_01724
OG0003499	HUMAN15248, HUMAN15247, HUMAN15246	bflo_23661
OG0003500	HUMAN17492	bflo_07514
OG0003500	HUMAN09263	bflo_20102
OG0003501	HUMAN14259, HUMAN14258	bflo_25164
OG0003502	HUMAN26410, HUMAN26411	bflo_20275
OG0003503	HUMAN13541	bflo_23296
OG0003504	HUMAN13209, HUMAN13210	bflo_23302
OG0003505	HUMAN11145	bflo_12682
OG0003506	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460	bflo_15168
OG0003507	HUMAN14251, HUMAN00947	bflo_26224
OG0003508	HUMAN20681, HUMAN17821	bflo_14628
OG0003509	HUMAN11891	bflo_24353
OG0003510	HUMAN24552, HUMAN11374	bflo_13265
OG0003511	HUMAN23502	bflo_06537
OG0003512	HUMAN07246, HUMAN07245	bflo_21139, bflo_21138
OG0003513	HUMAN17574, HUMAN17572, HUMAN29015	bflo_18565
OG0003514	HUMAN20926, HUMAN26859	bflo_10920
OG0003515	HUMAN07599, HUMAN22879	bflo_14188
OG0003516	HUMAN03685	bflo_10550
OG0003517	HUMAN04692, HUMAN04691, HUMAN04694, HUMAN06798, HUMAN06796	bflo_03023
OG0003518	HUMAN14108	bflo_25746
OG0003519	HUMAN20557, HUMAN20556, HUMAN20554	bflo_18795
OG0003520	HUMAN21004, HUMAN08252	bflo_10704
OG0003521	HUMAN05179	bflo_17952
OG0003522	HUMAN25338	bflo_23156
OG0003523	HUMAN21871, HUMAN21873	bflo_24396
OG0003524	HUMAN00423, HUMAN00422	bflo_24392
OG0003525	HUMAN07937	bflo_07077, bflo_07153, bflo_07154
OG0003526	HUMAN02679, HUMAN08399	bflo_05929
OG0003528	HUMAN07458	bflo_17528
OG0003529	HUMAN18247, HUMAN12697, HUMAN12696	bflo_18877
OG0003530	HUMAN18072	bflo_14037, bflo_14178, bflo_14631
OG0003531	HUMAN09342, HUMAN04724	bflo_24099
OG0003532	HUMAN17410	bflo_09668
OG0003533	HUMAN21080, HUMAN21079	bflo_12390
OG0003534	HUMAN16987, HUMAN08770	bflo_18361
OG0003535	HUMAN27564, HUMAN03170	bflo_09980
OG0003536	HUMAN13845, HUMAN13847, HUMAN18837, HUMAN18836, HUMAN16704, HUMAN13846	bflo_06440
OG0003537	HUMAN22131, HUMAN22130	bflo_09395
OG0003538	HUMAN03691	bflo_15185
OG0003539	HUMAN27654	bflo_11094
OG0003541	HUMAN11651, HUMAN11648	bflo_13586
OG0003542	HUMAN10755, HUMAN10756	bflo_23060
OG0003543	HUMAN28052	bflo_03236
OG0003544	HUMAN00617, HUMAN00616	bflo_07217
OG0003545	HUMAN12962, HUMAN10596, HUMAN12961	bflo_23382
OG0003546	HUMAN29089, HUMAN02169	bflo_16201
OG0003547	HUMAN03917	bflo_10227
OG0003548	HUMAN22282	bflo_09354
OG0003549	HUMAN25712, HUMAN29713	bflo_18405
OG0003550	HUMAN26578, HUMAN17867	bflo_00232
OG0003551	HUMAN14799, HUMAN29003	bflo_25362
OG0003552	HUMAN01497	bflo_16108
OG0003553	HUMAN17100	bflo_08891
OG0003554	HUMAN03429	bflo_10753
OG0003555	HUMAN13236, HUMAN13235, HUMAN13238, HUMAN13237, HUMAN13240, HUMAN13241	bflo_24243, bflo_23498
OG0003556	HUMAN19312	bflo_06642
OG0003557	HUMAN27746, HUMAN27748, HUMAN03307	bflo_15889
OG0003558	HUMAN09720	bflo_04064
OG0003560	HUMAN08292	bflo_11890
OG0003561	HUMAN25470, HUMAN07496	bflo_04334
OG0003562	HUMAN18584, HUMAN18585, HUMAN28168	bflo_01200
OG0003563	HUMAN10685	bflo_23836
OG0003564	HUMAN17366, HUMAN24302	bflo_09292
OG0003565	HUMAN27729, HUMAN27728	bflo_25721
OG0003566	HUMAN04196, HUMAN24973	bflo_03002
OG0003567	HUMAN10488	bflo_04792
OG0003568	HUMAN07272	bflo_20229
OG0003569	HUMAN07054, HUMAN02397	bflo_11253
OG0003570	HUMAN02024, HUMAN02025, HUMAN02026	bflo_26249
OG0003571	HUMAN28033, HUMAN11183	bflo_05241
OG0003572	HUMAN15595, HUMAN15596, HUMAN02513, HUMAN08691	bflo_24403
OG0003573	HUMAN10871, HUMAN10813, HUMAN10775	bflo_20068
OG0003576	HUMAN13837, HUMAN13836, HUMAN19144, HUMAN19146, HUMAN11580, HUMAN11579, HUMAN11577	bflo_13166
OG0003577	HUMAN29012	bflo_00343
OG0003578	HUMAN20028, HUMAN20029	bflo_20566, bflo_14712
OG0003579	HUMAN26278, HUMAN22725	bflo_07074
OG0003581	HUMAN04085	bflo_18883, bflo_18884
OG0003582	HUMAN29836, HUMAN02330	bflo_10944
OG0003584	HUMAN11984, HUMAN11985, HUMAN11983, HUMAN18471, HUMAN00178	bflo_24324
OG0003585	HUMAN25564, HUMAN13697, HUMAN13696, HUMAN18958	bflo_01255
OG0003597	HUMAN04460	bflo_10323
OG0003598	HUMAN29147	bflo_16711
OG0003600	HUMAN15217	bflo_13340
OG0003601	HUMAN26533, HUMAN26534	bflo_19194, bflo_18911
OG0003603	HUMAN13251, HUMAN13246	bflo_23649
OG0003604	HUMAN12260, HUMAN12259, HUMAN07277	bflo_20404
OG0003606	HUMAN00503	bflo_17517
OG0003607	HUMAN02686	bflo_05933
OG0003608	HUMAN02187	bflo_15932
OG0003610	HUMAN16758, HUMAN16759	bflo_01164
OG0003611	HUMAN24173	bflo_09170
OG0003612	HUMAN24816	bflo_25558
OG0003613	HUMAN20927, HUMAN11439	bflo_12262
OG0003615	HUMAN14433, HUMAN23272	bflo_26275
OG0003616	HUMAN20505, HUMAN20506, HUMAN20504	bflo_11097
OG0003618	HUMAN27888, HUMAN27890	bflo_01473
OG0003619	HUMAN30124, HUMAN23959	bflo_14248
OG0003620	HUMAN00037	bflo_25025
OG0003621	HUMAN05311	bflo_04483, bflo_26752
OG0003622	HUMAN18690	bflo_11800
OG0003623	HUMAN05857	bflo_10738
OG0003624	HUMAN28864	bflo_11072
OG0003627	HUMAN17655, HUMAN17656, HUMAN05166, HUMAN05165	bflo_21960
OG0003629	HUMAN21741, HUMAN21740	bflo_22183
OG0003630	HUMAN10764, HUMAN10786	bflo_20004
OG0003632	HUMAN00144, HUMAN00145, HUMAN21796	bflo_03937
OG0003633	HUMAN05293	bflo_00307
OG0003634	HUMAN00128, HUMAN00127	bflo_24973
OG0003635	HUMAN30608, HUMAN30607	bflo_14711
OG0003638	HUMAN08782	bflo_17869
OG0003640	HUMAN13431, HUMAN17671	bflo_26670, bflo_02410
OG0003641	HUMAN13743, HUMAN13746, HUMAN13744, HUMAN19226	bflo_13272
OG0003642	HUMAN09836	bflo_04341
OG0003643	HUMAN02410	bflo_10320, bflo_24819, bflo_24817, bflo_09628, bflo_02964, bflo_24044
OG0003644	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284	bflo_16458
OG0003645	HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128	bflo_14727
OG0003646	HUMAN09524	bflo_03551
OG0003647	HUMAN23500	bflo_06536
OG0003648	HUMAN16787	bflo_22126
OG0003649	HUMAN14411	bflo_06468
OG0003650	HUMAN19279, HUMAN19278, HUMAN19276, HUMAN19277	bflo_21715
OG0003651	HUMAN18587, HUMAN27840	bflo_01723
OG0003652	HUMAN05434, HUMAN25517	bflo_17868
OG0003653	HUMAN28128, HUMAN15232, HUMAN08130	bflo_13101
OG0003654	HUMAN27868	bflo_05910
