Orthogroup	APOSC_ok	DANRE
OG0003744	APOSC_22292, APOSC_22293	DANRE40230, DANRE40231, DANRE01611
OG0003745	APOSC_14669, APOSC_14668	DANRE33987
OG0003746	APOSC_24125	DANRE41689, DANRE35874, DANRE03867, DANRE29830, DANRE14507
OG0003747	APOSC_04812	DANRE13572
OG0003748	APOSC_18301, APOSC_24509	DANRE31296, DANRE31295, DANRE31298, DANRE31297, DANRE25037
OG0003749	APOSC_00198	DANRE25687, DANRE03932
OG0003750	APOSC_11143	DANRE22388, DANRE22389
OG0003751	APOSC_05399	DANRE40133
OG0003752	APOSC_24363	DANRE06205, DANRE25811, DANRE25810
OG0003753	APOSC_21092, APOSC_19186	DANRE43284, DANRE03079, DANRE43075
OG0003754	APOSC_02725	DANRE25083, DANRE25084, DANRE32954
OG0003755	APOSC_08866	DANRE07965, DANRE07966
OG0003756	APOSC_14136, APOSC_14135	DANRE14383, DANRE12824, DANRE12823
OG0003757	APOSC_05657, APOSC_05656	DANRE08297, DANRE08295, DANRE08296
OG0003758	APOSC_02734	DANRE29257, DANRE29256, DANRE23446
OG0003759	APOSC_17081	DANRE23669, DANRE13867, DANRE13866
OG0003760	APOSC_20897	DANRE26661, DANRE11544, DANRE11543
OG0003761	APOSC_03791, APOSC_03790	DANRE25159, DANRE25158, DANRE39412
OG0003762	APOSC_05839	DANRE30301, DANRE30494, DANRE03653, DANRE30300, DANRE03652, DANRE03651
OG0003763	APOSC_01290, APOSC_09581	DANRE04502, DANRE04503
OG0003764	APOSC_01401	DANRE03129, DANRE03130, DANRE03128
OG0003766	APOSC_09732	DANRE01676
OG0003767	APOSC_23704, APOSC_02560	DANRE14728, DANRE14727
OG0003768	APOSC_28826	DANRE31350, DANRE31348, DANRE31349
OG0003769	APOSC_02783, APOSC_02782	DANRE24053, DANRE24054
OG0003770	APOSC_13841	DANRE08938
OG0003771	APOSC_21005	DANRE04250, DANRE28509
OG0003772	APOSC_14317, APOSC_14318	DANRE12993, DANRE12994, DANRE12995
OG0003773	APOSC_22519	DANRE24816, DANRE03698, DANRE03701, DANRE03700, DANRE03699
OG0003776	APOSC_27686, APOSC_02987, APOSC_01377	DANRE41866, DANRE41867, DANRE41870, DANRE41869, DANRE41865, DANRE41868, DANRE15288, DANRE15287
OG0003777	APOSC_05890	DANRE21401, DANRE42071, DANRE03850, DANRE14680, DANRE08584
OG0003778	APOSC_25204	DANRE30803, DANRE25496
OG0003779	APOSC_23333, APOSC_23332	DANRE23671
OG0003780	APOSC_24719	DANRE22195, DANRE38018, DANRE38019, DANRE20493, DANRE35732, DANRE42145
OG0003795	APOSC_01022	DANRE39787, DANRE39786, DANRE39788, DANRE02438
OG0003798	APOSC_08296	DANRE42704, DANRE42702, DANRE01603, DANRE01605, DANRE01604, DANRE01602
OG0003803	APOSC_17027	DANRE19445, DANRE40131, DANRE40132
OG0003806	APOSC_10907, APOSC_13794, APOSC_10906	DANRE29065
OG0003807	APOSC_00860, APOSC_00859	DANRE29385
OG0003808	APOSC_06171, APOSC_06172	DANRE14806, DANRE14805
OG0003809	APOSC_19356	DANRE39386, DANRE05049
OG0003810	APOSC_24542	DANRE41806, DANRE37129, DANRE06614
OG0003811	APOSC_28788, APOSC_28789	DANRE17816
OG0003812	APOSC_18903	DANRE19662, DANRE19663
OG0003813	APOSC_14390	DANRE34559, DANRE34558, DANRE33725
OG0003815	APOSC_20817	DANRE35071
OG0003816	APOSC_10861, APOSC_10860, APOSC_10859, APOSC_10862	DANRE05129
OG0003818	APOSC_12257	DANRE00796, DANRE00795, DANRE00794
OG0003820	APOSC_23379	DANRE37833
OG0003821	APOSC_20352	DANRE40392, DANRE22098, DANRE22097
OG0003823	APOSC_21830	DANRE18651
OG0003824	APOSC_04795, APOSC_04794	DANRE41228
OG0003825	APOSC_18536	DANRE11071, DANRE11072, DANRE18536, DANRE18535
OG0003826	APOSC_17419	DANRE34174, DANRE34175
OG0003827	APOSC_07833	DANRE03015
OG0003828	APOSC_14010	DANRE34896
OG0003829	APOSC_19129	DANRE26628
OG0003830	APOSC_12451	DANRE17312, DANRE17311, DANRE17313, DANRE11097, DANRE11096, DANRE11098
OG0003831	APOSC_25951, APOSC_17003	DANRE15888, DANRE15887
OG0003832	APOSC_12737	DANRE24991, DANRE36840
OG0003833	APOSC_14015, APOSC_26614	DANRE10771, DANRE10770
OG0003834	APOSC_25052	DANRE26683, DANRE26682, DANRE26041, DANRE26040
OG0003835	APOSC_09274	DANRE10791, DANRE10790, DANRE10789, DANRE10788
OG0003836	APOSC_03836	DANRE15750, DANRE15749, DANRE20258
OG0003837	APOSC_12128	DANRE28859
OG0003838	APOSC_00842	DANRE41969, DANRE41970, DANRE15858
OG0003839	APOSC_26720	DANRE26852, DANRE26851, DANRE26850, DANRE26849
OG0003840	APOSC_03583	DANRE38305, DANRE00216
OG0003841	APOSC_15694	DANRE14586, DANRE14585
OG0003842	APOSC_04752, APOSC_04753	DANRE31588, DANRE31587, DANRE31586, DANRE31585, DANRE31589
OG0003843	APOSC_17245	DANRE16705, DANRE16707
OG0003844	APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569	DANRE16504
OG0003845	APOSC_23847	DANRE00910, DANRE00911
OG0003846	APOSC_01229	DANRE00602
OG0003848	APOSC_12433	DANRE26505, DANRE39951
OG0003849	APOSC_02184	DANRE12746, DANRE12745, DANRE38507, DANRE00452, DANRE00453
OG0003850	APOSC_06463	DANRE10537
OG0003851	APOSC_27756	DANRE24600, DANRE24599, DANRE26396
OG0003852	APOSC_27352	DANRE25290, DANRE25289, DANRE25291
OG0003853	APOSC_04073	DANRE05312, DANRE05311
OG0003854	APOSC_14713	DANRE28328, DANRE12790, DANRE12789
OG0003855	APOSC_03654	DANRE10176, DANRE10174, DANRE10175
OG0003856	APOSC_18473, APOSC_18472	DANRE35628
OG0003857	APOSC_04358	DANRE29893
OG0003858	APOSC_25588	DANRE04452, DANRE04453
OG0003859	APOSC_10642, APOSC_21993	DANRE18447, DANRE18446
OG0003862	APOSC_08543	DANRE35801, DANRE35802
OG0003863	APOSC_19667	DANRE40797
OG0003864	APOSC_02644, APOSC_02643	DANRE13127
OG0003865	APOSC_28988	DANRE42849, DANRE41340, DANRE41339, DANRE41338
OG0003866	APOSC_22466	DANRE24133, DANRE24132, DANRE24134, DANRE24131
OG0003867	APOSC_04424	DANRE31225
OG0003868	APOSC_27663	DANRE02600, DANRE21503
OG0003869	APOSC_00347, APOSC_00348	DANRE24691
OG0003870	APOSC_17219	DANRE29501, DANRE29502
OG0003872	APOSC_02701	DANRE33580
OG0003873	APOSC_19201	DANRE10964, DANRE10965, DANRE10963
OG0003874	APOSC_04239	DANRE09593
OG0003876	APOSC_09137	DANRE09822, DANRE09823
OG0003877	APOSC_00794, APOSC_00795, APOSC_00278	DANRE36315
OG0003878	APOSC_09689	DANRE31427, DANRE31426, DANRE40405, DANRE02688, DANRE02689
OG0003881	APOSC_23136	DANRE23015, DANRE23016
OG0003882	APOSC_23637	DANRE12769, DANRE12770, DANRE12768
OG0003883	APOSC_26942	DANRE04828, DANRE02957, DANRE39402
OG0003884	APOSC_05090	DANRE24982, DANRE24981, DANRE24983, DANRE24984, DANRE38541, DANRE38540
OG0003885	APOSC_18039	DANRE23957, DANRE23956
OG0003886	APOSC_23174	DANRE03464, DANRE03465
OG0003887	APOSC_03357	DANRE10423
OG0003888	APOSC_24599	DANRE03003, DANRE03004, DANRE03002, DANRE03001
OG0003889	APOSC_27027	DANRE29440
OG0003890	APOSC_28156	DANRE00279, DANRE20425, DANRE20424
OG0003892	APOSC_27794, APOSC_27793	DANRE31548, DANRE31549
OG0003893	APOSC_23559	DANRE05885, DANRE05887, DANRE05886
OG0003894	APOSC_10489, APOSC_10490	DANRE34284
OG0003895	APOSC_12472	DANRE29856
OG0003896	APOSC_25208	DANRE29376, DANRE29375, DANRE35458
OG0003897	APOSC_21763	DANRE26467
OG0003898	APOSC_19432	DANRE01941, DANRE01939, DANRE01940
OG0003899	APOSC_22343	DANRE15788
OG0003900	APOSC_04165	DANRE00881
OG0003901	APOSC_21632	DANRE18344, DANRE18343
OG0003903	APOSC_19999	DANRE15774
OG0003904	APOSC_15257	DANRE12918
OG0003906	APOSC_08587	DANRE21318, DANRE21317, DANRE21319
OG0003910	APOSC_21565	DANRE14816
OG0003911	APOSC_27900, APOSC_05120	DANRE36887, DANRE36885, DANRE36886
OG0003912	APOSC_15763, APOSC_28939	DANRE22780, DANRE24504, DANRE12988
OG0003913	APOSC_05119	DANRE06162
OG0003915	APOSC_24329, APOSC_24330	DANRE15235, DANRE06997, DANRE06996
OG0003916	APOSC_10822	DANRE15537, DANRE27984, DANRE14683
OG0003917	APOSC_06187	DANRE36320, DANRE36318, DANRE36319
OG0003918	APOSC_02265	DANRE20155, DANRE07336, DANRE34528
OG0003919	APOSC_15353	DANRE34144
OG0003920	APOSC_10746	DANRE13507, DANRE13508, DANRE13506
OG0003921	APOSC_12515, APOSC_12516	DANRE27254, DANRE27256
OG0003922	APOSC_11194, APOSC_28594	DANRE41706
OG0003923	APOSC_27950	DANRE41776, DANRE41774, DANRE41775
OG0003925	APOSC_07611	DANRE14197, DANRE10649, DANRE10648
OG0003926	APOSC_26826	DANRE01778
OG0003927	APOSC_22644	DANRE34037
OG0003929	APOSC_06476	DANRE39127, DANRE39126
OG0003930	APOSC_13770, APOSC_13771	DANRE25628, DANRE25629
OG0003931	APOSC_13164, APOSC_13163, APOSC_13162	DANRE03642, DANRE29896, DANRE29894, DANRE29895
OG0003932	APOSC_27565, APOSC_27566	DANRE41855
OG0003933	APOSC_18503	DANRE36065, DANRE30948
OG0003935	APOSC_16375, APOSC_10688	DANRE05444
OG0003936	APOSC_20913, APOSC_20914	DANRE12822, DANRE12821, DANRE12820
OG0003937	APOSC_15204	DANRE04177, DANRE00588, DANRE39693, DANRE11183, DANRE11182, DANRE33380
OG0003938	APOSC_19288	DANRE11347
OG0003939	APOSC_20627	DANRE03346
OG0003940	APOSC_29077	DANRE39442
OG0003942	APOSC_06273	DANRE17325, DANRE17324, DANRE17327, DANRE17326
OG0003943	APOSC_15785	DANRE14720, DANRE14718, DANRE14719, DANRE18814, DANRE11116, DANRE11117
OG0003944	APOSC_04799	DANRE26350
OG0003945	APOSC_03054	DANRE12335, DANRE12334, DANRE36681
OG0003946	APOSC_04056	DANRE16868, DANRE15691
OG0003947	APOSC_09900	DANRE04867, DANRE04866, DANRE04865, DANRE00638
OG0003948	APOSC_20663	DANRE39685, DANRE39684
OG0003949	APOSC_07284	DANRE22446, DANRE37005
OG0003951	APOSC_02492	DANRE40463, DANRE40462
OG0003953	APOSC_22656	DANRE20584, DANRE43396, DANRE16259
OG0003954	APOSC_02411, APOSC_02412, APOSC_02413	DANRE10352, DANRE10351, DANRE18648, DANRE18649, DANRE18647
OG0003955	APOSC_20455	DANRE16285, DANRE16284, DANRE16283
OG0003956	APOSC_17278, APOSC_17277, APOSC_19023	DANRE02182, DANRE02183
OG0003957	APOSC_24926	DANRE27155
OG0003958	APOSC_22790	DANRE05370, DANRE19939, DANRE19940, DANRE06230, DANRE19659
OG0003959	APOSC_17473	DANRE35120, DANRE43205
OG0003960	APOSC_21636, APOSC_27152	DANRE31202, DANRE31201, DANRE24968, DANRE24967
OG0003961	APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945	DANRE27124, DANRE40065
OG0003962	APOSC_06351	DANRE15346, DANRE06009, DANRE20526
OG0003964	APOSC_27857	DANRE21534
OG0003965	APOSC_27311, APOSC_04938, APOSC_21685	DANRE11346
OG0003966	APOSC_04287, APOSC_04286	DANRE16607, DANRE16606
OG0003967	APOSC_00755	DANRE21964
OG0003968	APOSC_18591	DANRE42393, DANRE37375
OG0003969	APOSC_28380	DANRE11066, DANRE11065
OG0003970	APOSC_12020	DANRE35241, DANRE35240, DANRE35239
OG0003971	APOSC_13871, APOSC_13872	DANRE33922
OG0003972	APOSC_12719	DANRE22865, DANRE22866
OG0003973	APOSC_26122	DANRE10902, DANRE35576, DANRE35578, DANRE35577
OG0003976	APOSC_10421, APOSC_09389, APOSC_19130	DANRE15778
OG0003997	APOSC_12655	DANRE16277, DANRE16275, DANRE16276
OG0003999	APOSC_26670, APOSC_28991	DANRE24171, DANRE24172
OG0004000	APOSC_16851, APOSC_16850	DANRE14303, DANRE10250, DANRE10249
OG0004001	APOSC_16124, APOSC_21219, APOSC_12998	DANRE09236
OG0004002	APOSC_26495, APOSC_06566	DANRE05932, DANRE05928, DANRE05930, DANRE05933, DANRE05931
OG0004004	APOSC_12248	DANRE20285, DANRE20284, DANRE12698, DANRE12699
OG0004005	APOSC_22073	DANRE23393, DANRE23392
OG0004007	APOSC_15413	DANRE17531, DANRE34274
OG0004009	APOSC_06993	DANRE04572
OG0004010	APOSC_29079	DANRE00257
OG0004011	APOSC_05203	DANRE04959, DANRE33896
OG0004012	APOSC_16235	DANRE20086
OG0004014	APOSC_20610	DANRE42841, DANRE42839, DANRE42840, DANRE42838
OG0004015	APOSC_17114	DANRE36484, DANRE36483
OG0004016	APOSC_22784	DANRE23411, DANRE23410, DANRE23409
OG0004017	APOSC_19336	DANRE29671, DANRE29669, DANRE29670
OG0004018	APOSC_21251	DANRE10810, DANRE10811
OG0004019	APOSC_05230	DANRE26375
OG0004020	APOSC_17338	DANRE13395, DANRE13394
OG0004021	APOSC_11091	DANRE34176
OG0004022	APOSC_12529	DANRE19882, DANRE19881
OG0004023	APOSC_09668	DANRE38567, DANRE38568
OG0004024	APOSC_24614	DANRE23979, DANRE23981, DANRE23980
OG0004025	APOSC_18540	DANRE35212
OG0004027	APOSC_22364, APOSC_17364	DANRE22477, DANRE23101, DANRE03257
OG0004028	APOSC_12300	DANRE05053, DANRE05054, DANRE05056, DANRE05055
OG0004029	APOSC_23175	DANRE05899
OG0004031	APOSC_23905	DANRE11151, DANRE13424
OG0004032	APOSC_10005	DANRE06973, DANRE42488, DANRE42487, DANRE42486, DANRE42489
OG0004033	APOSC_11152	DANRE02951, DANRE02950, DANRE05920
OG0004035	APOSC_20229	DANRE21263, DANRE13578
OG0004036	APOSC_26656	DANRE20096, DANRE38034, DANRE14234
OG0004037	APOSC_28831	DANRE36247, DANRE36246
OG0004038	APOSC_01523	DANRE21930
OG0004039	APOSC_16429	DANRE10161, DANRE10162
OG0004041	APOSC_21580	DANRE16723
OG0004042	APOSC_19825	DANRE38657, DANRE38655
OG0004043	APOSC_00567	DANRE23254
OG0004044	APOSC_05770	DANRE43375, DANRE24878, DANRE28162, DANRE24880, DANRE24879
OG0004045	APOSC_14071, APOSC_14073, APOSC_14072	DANRE22126
OG0004046	APOSC_03950, APOSC_05400	DANRE35326
OG0004047	APOSC_21433	DANRE21333, DANRE21332
OG0004048	APOSC_03269	DANRE20080, DANRE06433, DANRE06434
OG0004049	APOSC_16733	DANRE06836, DANRE10046, DANRE22341
OG0004051	APOSC_25343	DANRE29233, DANRE41445, DANRE35765
OG0004052	APOSC_23309	DANRE20998, DANRE20999
OG0004053	APOSC_19964	DANRE10451, DANRE10452, DANRE10453
OG0004054	APOSC_22506	DANRE23307, DANRE07839, DANRE07837
OG0004055	APOSC_24425	DANRE18129, DANRE18130, DANRE18128, DANRE18127
OG0004056	APOSC_26145	DANRE12558
OG0004056	APOSC_12387	DANRE33963
OG0004057	APOSC_25009	DANRE31161, DANRE31160
OG0004059	APOSC_17749	DANRE35070, DANRE35069
OG0004060	APOSC_16549, APOSC_14343	DANRE10030, DANRE10031
OG0004061	APOSC_15590	DANRE27391
OG0004062	APOSC_28106, APOSC_18721	DANRE06186, DANRE06185, DANRE05295, DANRE00700, DANRE43148
OG0004063	APOSC_25045	DANRE30815, DANRE30816, DANRE30817, DANRE30814, DANRE30819, DANRE30813, DANRE30818
OG0004064	APOSC_04465	DANRE35866, DANRE41678, DANRE41677
OG0004065	APOSC_27712	DANRE23201, DANRE23200, DANRE23198, DANRE23202, DANRE23199
OG0004066	APOSC_23734	DANRE35641
OG0004067	APOSC_24467	DANRE06632
OG0004068	APOSC_03690, APOSC_21467, APOSC_17543	DANRE39005
OG0004069	APOSC_23393, APOSC_23392	DANRE35213, DANRE35214
OG0004070	APOSC_25704	DANRE15504, DANRE15501, DANRE15503
OG0004071	APOSC_26899	DANRE34963
OG0004072	APOSC_16871	DANRE03361
OG0004073	APOSC_26782	DANRE26024, DANRE30705, DANRE36632
OG0004074	APOSC_20482	DANRE22339
OG0004075	APOSC_15061, APOSC_07499	DANRE03376, DANRE03377, DANRE03378
OG0004076	APOSC_17521	DANRE15069
OG0004077	APOSC_16374	DANRE34054, DANRE34052, DANRE34053, DANRE34056, DANRE34055, DANRE19436
OG0004079	APOSC_18093	DANRE07274, DANRE15648, DANRE15649, DANRE15650
OG0004080	APOSC_26211, APOSC_26210	DANRE35778, DANRE24628, DANRE35780
OG0004081	APOSC_09127	DANRE28019, DANRE23662
OG0004083	APOSC_05092	DANRE05501, DANRE05502
OG0004084	APOSC_14613	DANRE11402, DANRE17733, DANRE17734, DANRE17736, DANRE17735, DANRE17732
OG0004085	APOSC_16126	DANRE15264, DANRE15263
OG0004086	APOSC_12553	DANRE05573
OG0004087	APOSC_05303	DANRE24876, DANRE24874, DANRE24875, DANRE42789, DANRE42788
OG0004088	APOSC_06799, APOSC_06800	DANRE40011, DANRE43235
OG0004089	APOSC_13671	DANRE08809, DANRE08808
OG0004090	APOSC_24285, APOSC_20269	DANRE36859, DANRE23136, DANRE23135
OG0004091	APOSC_12845	DANRE35209, DANRE35210
OG0004092	APOSC_18299	DANRE23794, DANRE13755
OG0004093	APOSC_16358	DANRE19022, DANRE19023
OG0004094	APOSC_04403	DANRE34257, DANRE34256, DANRE34258, DANRE34259, DANRE41241, DANRE41242, DANRE41240, DANRE41239, DANRE41238
OG0004095	APOSC_23518, APOSC_16725	DANRE25028, DANRE43192, DANRE25029
OG0004096	APOSC_13674	DANRE17669
OG0004097	APOSC_02415, APOSC_15719	DANRE33765
OG0004098	APOSC_08501, APOSC_08500	DANRE00179, DANRE36368, DANRE36369
OG0004099	APOSC_18713	DANRE09350, DANRE03606
OG0004100	APOSC_15294	DANRE25221, DANRE25220
OG0004101	APOSC_13319	DANRE02022
OG0004102	APOSC_25199	DANRE03959
OG0004104	APOSC_18419	DANRE35218, DANRE35217, DANRE35219, DANRE21466, DANRE12910
OG0004105	APOSC_20157, APOSC_20158	DANRE14169, DANRE10477, DANRE14170
OG0004106	APOSC_10773	DANRE02860, DANRE02861, DANRE23233
OG0004108	APOSC_13048	DANRE04976, DANRE04975, DANRE04973, DANRE04974
OG0004110	APOSC_11200	DANRE05249
OG0004111	APOSC_09767	DANRE14732, DANRE18626
OG0004112	APOSC_07040	DANRE13978, DANRE13976, DANRE13977
OG0004113	APOSC_14445	DANRE40461
OG0004114	APOSC_10050	DANRE34872
OG0004115	APOSC_10833	DANRE10141, DANRE10142
OG0004116	APOSC_01511, APOSC_01512	DANRE34155
OG0004117	APOSC_13222, APOSC_13221	DANRE27850, DANRE27849
OG0004118	APOSC_06300	DANRE31237
OG0004119	APOSC_04401, APOSC_04402	DANRE12211
OG0004120	APOSC_22567, APOSC_22568	DANRE05375, DANRE05376, DANRE05377
OG0004121	APOSC_26762	DANRE22939, DANRE27805, DANRE08793, DANRE08792
OG0004122	APOSC_03202, APOSC_03201, APOSC_03203	DANRE34074, DANRE34075, DANRE19444
OG0004123	APOSC_21789, APOSC_21790	DANRE00959
OG0004124	APOSC_08825	DANRE22782, DANRE22783, DANRE24184
OG0004126	APOSC_01843	DANRE07400, DANRE07729, DANRE07730
OG0004127	APOSC_07047	DANRE24066, DANRE24065, DANRE27220, DANRE27221, DANRE27222
OG0004129	APOSC_17304, APOSC_28066	DANRE25065, DANRE25063, DANRE25064, DANRE25062
OG0004130	APOSC_15010	DANRE09375, DANRE09376, DANRE09377
OG0004131	APOSC_25999	DANRE40593
OG0004132	APOSC_10373	DANRE24923, DANRE24922
OG0004133	APOSC_04232	DANRE08845, DANRE42087
OG0004135	APOSC_06031	DANRE30043, DANRE03672, DANRE29872
OG0004136	APOSC_21530	DANRE40774
OG0004137	APOSC_00636	DANRE34718
OG0004139	APOSC_17399	DANRE00188, DANRE27643, DANRE01906
OG0004140	APOSC_06873, APOSC_06874	DANRE26029
OG0004141	APOSC_16231	DANRE39746, DANRE39745
OG0004142	APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815	DANRE30629
OG0004143	APOSC_27168, APOSC_27167	DANRE19387, DANRE19388, DANRE25179, DANRE37632, DANRE37633
OG0004144	APOSC_00660	DANRE09126, DANRE09125, DANRE42052
OG0004145	APOSC_15326	DANRE10998, DANRE11779, DANRE18791, DANRE18790
OG0004146	APOSC_14892	DANRE34606, DANRE34605
OG0004147	APOSC_19122	DANRE42081, DANRE35930
OG0004148	APOSC_15043, APOSC_15044	DANRE29829, DANRE03866, DANRE03865, DANRE29828
OG0004149	APOSC_02970, APOSC_02971	DANRE41833, DANRE41832, DANRE06625, DANRE06626
OG0004150	APOSC_13759	DANRE05792
OG0004151	APOSC_00107	DANRE25545, DANRE25544, DANRE25543
OG0004153	APOSC_08022	DANRE20163
OG0004154	APOSC_22416	DANRE11687
OG0004156	APOSC_06425	DANRE31241, DANRE31240, DANRE31242, DANRE23377, DANRE23376, DANRE35483
OG0004157	APOSC_27434	DANRE40282, DANRE40281, DANRE40215, DANRE40214
OG0004158	APOSC_10209	DANRE42931, DANRE42938, DANRE23921, DANRE23922
OG0004159	APOSC_12951	DANRE13391, DANRE10938
OG0004160	APOSC_03754	DANRE26485, DANRE18770
OG0004161	APOSC_20917	DANRE35464
OG0004162	APOSC_12130	DANRE15596, DANRE15595, DANRE30052, DANRE30053
OG0004166	APOSC_13131	DANRE23367
OG0004167	APOSC_00650	DANRE19957, DANRE19956, DANRE06196, DANRE06197
OG0004168	APOSC_04235	DANRE08328, DANRE08330, DANRE08329
OG0004169	APOSC_25303	DANRE30096
OG0004171	APOSC_27996, APOSC_27995	DANRE08068, DANRE08069
OG0004174	APOSC_11600	DANRE40570
OG0004176	APOSC_27087	DANRE07215, DANRE07216
OG0004178	APOSC_21497	DANRE22426, DANRE23062
OG0004179	APOSC_26029	DANRE30370, DANRE04292
OG0004180	APOSC_05627	DANRE38816, DANRE41685, DANRE35870, DANRE35871
OG0004181	APOSC_19298, APOSC_19299	DANRE17827, DANRE17828, DANRE17829, DANRE15664
OG0004182	APOSC_22372, APOSC_24923	DANRE07705, DANRE07706
OG0004183	APOSC_23810	DANRE40848, DANRE40849
OG0004184	APOSC_01611	DANRE05779
OG0004185	APOSC_24657	DANRE31138, DANRE36620
OG0004186	APOSC_12750	DANRE10675, DANRE10674, DANRE19945, DANRE04804
OG0004187	APOSC_18178	DANRE12987, DANRE12986, DANRE03435
OG0004188	APOSC_19051	DANRE03766, DANRE11056, DANRE11057
OG0004190	APOSC_03589	DANRE30538
OG0004191	APOSC_20827, APOSC_19219, APOSC_06345, APOSC_01419, APOSC_01418, APOSC_23381, APOSC_02118, APOSC_12178, APOSC_26045, APOSC_11911, APOSC_17958, APOSC_16766	DANRE18752
OG0004194	APOSC_21076	DANRE13561
OG0004214	APOSC_21908, APOSC_21906, APOSC_21907	DANRE10156, DANRE10155
OG0004215	APOSC_16447	DANRE08211, DANRE01210
OG0004216	APOSC_18234	DANRE31388, DANRE31392
OG0004217	APOSC_15366, APOSC_15365	DANRE15764, DANRE15763, DANRE15762
OG0004218	APOSC_15148	DANRE39587, DANRE39586, DANRE36804, DANRE24073
OG0004219	APOSC_25433, APOSC_25434	DANRE35534
OG0004220	APOSC_28409, APOSC_28408	DANRE19559, DANRE19555, DANRE19557, DANRE19546, DANRE19545
OG0004222	APOSC_24192	DANRE10943
OG0004223	APOSC_28636, APOSC_28635	DANRE13990
OG0004225	APOSC_27259	DANRE01728, DANRE27204, DANRE27205
OG0004226	APOSC_11744	DANRE05686, DANRE17765, DANRE17766
OG0004227	APOSC_07436	DANRE41048, DANRE41049, DANRE41047, DANRE41050
OG0004229	APOSC_18807	DANRE03287, DANRE03286, DANRE11209, DANRE06138, DANRE06139
OG0004230	APOSC_11830	DANRE07988, DANRE07987, DANRE34148
OG0004231	APOSC_04324	DANRE29877, DANRE29878
OG0004232	APOSC_20829, APOSC_20830	DANRE06060
OG0004233	APOSC_18789	DANRE08640, DANRE08639, DANRE08638, DANRE02838
OG0004234	APOSC_10718	DANRE08774, DANRE08775
OG0004235	APOSC_13621	DANRE03089
OG0004236	APOSC_09759	DANRE35563
OG0004237	APOSC_08707, APOSC_07559	DANRE15924
OG0004238	APOSC_13447	DANRE13675, DANRE13674, DANRE10092
OG0004239	APOSC_00833	DANRE41351
OG0004240	APOSC_01716	DANRE05545, DANRE05544, DANRE07266, DANRE07267
OG0004241	APOSC_26715	DANRE42257, DANRE16587
OG0004243	APOSC_21071	DANRE03711, DANRE03710, DANRE29826, DANRE29827
OG0004244	APOSC_21479	DANRE01630
OG0004245	APOSC_10499, APOSC_10498, APOSC_10497	DANRE05322
OG0004246	APOSC_02127	DANRE03879
OG0004247	APOSC_11597, APOSC_28927, APOSC_11598	DANRE19864, DANRE19863, DANRE19865, DANRE19866, DANRE19867
OG0004248	APOSC_02729	DANRE23609
OG0004249	APOSC_05383	DANRE19293
OG0004250	APOSC_22267	DANRE05878
OG0004251	APOSC_06011	DANRE36303, DANRE26629
OG0004252	APOSC_15635	DANRE30850
OG0004253	APOSC_17061	DANRE03888, DANRE19905, DANRE07707
OG0004254	APOSC_08300	DANRE00107, DANRE00106
OG0004255	APOSC_05604	DANRE02663
OG0004257	APOSC_16172	DANRE19570, DANRE19569, DANRE19572
OG0004258	APOSC_15994	DANRE16049, DANRE16050
OG0004259	APOSC_13815, APOSC_13814	DANRE37622, DANRE12712
OG0004260	APOSC_11794	DANRE25975, DANRE25976
OG0004261	APOSC_10630	DANRE13599, DANRE13600
OG0004262	APOSC_02898	DANRE18725, DANRE18724
OG0004263	APOSC_25349	DANRE42560, DANRE42559
OG0004264	APOSC_15069	DANRE05218, DANRE39594
OG0004265	APOSC_13935	DANRE18237
OG0004267	APOSC_05994, APOSC_05993	DANRE30593, DANRE25757, DANRE13443
OG0004268	APOSC_02867	DANRE38884
OG0004269	APOSC_26344	DANRE16641, DANRE16642
OG0004270	APOSC_08577	DANRE13963, DANRE09634
OG0004271	APOSC_03782	DANRE31170, DANRE31169, DANRE24936
OG0004272	APOSC_04474	DANRE01493, DANRE34772, DANRE34771
OG0004273	APOSC_19429	DANRE09358, DANRE09357
OG0004274	APOSC_26837	DANRE13346, DANRE13345, DANRE13342, DANRE09425
OG0004275	APOSC_18680	DANRE31178, DANRE24956, DANRE36764
OG0004276	APOSC_27482	DANRE09737
OG0004277	APOSC_13693	DANRE16329, DANRE16330, DANRE38084
OG0004278	APOSC_20389	DANRE00447, DANRE00446, DANRE00445
OG0004279	APOSC_07885	DANRE34813
OG0004280	APOSC_04873	DANRE29566
OG0004282	APOSC_02423	DANRE15036
OG0004283	APOSC_16308	DANRE06175
OG0004284	APOSC_01925	DANRE17856, DANRE17855, DANRE17854
OG0004285	APOSC_03562	DANRE43135, DANRE07213
OG0004286	APOSC_15917	DANRE13281, DANRE13282, DANRE13280
OG0004287	APOSC_26057	DANRE10684
OG0004288	APOSC_01399, APOSC_07188	DANRE19335
OG0004289	APOSC_21362	DANRE17569
OG0004290	APOSC_01455	DANRE12679, DANRE12675, DANRE12677, DANRE12676, DANRE10315
OG0004291	APOSC_10039	DANRE05724, DANRE05722, DANRE05723
OG0004292	APOSC_09946	DANRE15377
OG0004294	APOSC_18528	DANRE38266, DANRE38267, DANRE40449, DANRE40450
