Orthogroup	APOSC_ok	AENJA_ok
OG0003893	APOSC_23559	AENJA_13141
OG0003894	APOSC_10489, APOSC_10490	AENJA_13190
OG0003895	APOSC_12472	AENJA_13220
OG0003896	APOSC_25208	AENJA_13916
OG0003897	APOSC_21763	AENJA_14064
OG0003898	APOSC_19432	AENJA_14091
OG0003899	APOSC_22343	AENJA_14656
OG0003900	APOSC_04165	AENJA_15786
OG0003901	APOSC_21632	AENJA_15961
OG0003902	APOSC_10549, APOSC_08442, APOSC_08441, APOSC_08440	AENJA_22186, AENJA_22184, AENJA_16067
OG0003903	APOSC_19999	AENJA_16074
OG0003904	APOSC_15257	AENJA_16228
OG0003905	APOSC_03588	AENJA_16345
OG0003906	APOSC_08587	AENJA_16374
OG0003907	APOSC_17622	AENJA_25978, AENJA_17207
OG0003910	APOSC_21565	AENJA_17611
OG0003911	APOSC_27900	AENJA_17893
OG0003912	APOSC_15763, APOSC_28939	AENJA_18106
OG0003913	APOSC_05119	AENJA_18124
OG0003914	APOSC_04314	AENJA_20252
OG0003915	APOSC_24329, APOSC_24330	AENJA_18759
OG0003916	APOSC_10822	AENJA_18832
OG0003918	APOSC_02265	AENJA_19068
OG0003919	APOSC_15353	AENJA_19176
OG0003920	APOSC_10746	AENJA_19805
OG0003921	APOSC_12515, APOSC_12516	AENJA_19828
OG0003922	APOSC_11194, APOSC_28594	AENJA_19834
OG0003923	APOSC_27950	AENJA_19884
OG0003924	APOSC_06886, APOSC_06885	AENJA_19895
OG0003925	APOSC_07611	AENJA_20055
OG0003926	APOSC_26826	AENJA_20056
OG0003927	APOSC_22644	AENJA_20528
OG0003928	APOSC_02544	AENJA_20623
OG0003929	APOSC_06476	AENJA_20627
OG0003930	APOSC_13770, APOSC_13771	AENJA_20961
OG0003931	APOSC_13164, APOSC_13163, APOSC_13162	AENJA_21038
OG0003932	APOSC_27565, APOSC_27566	AENJA_21377
OG0003933	APOSC_18503	AENJA_21761
OG0003935	APOSC_16375, APOSC_10688	AENJA_22316
OG0003936	APOSC_20913, APOSC_20914	AENJA_22324
OG0003937	APOSC_15204	AENJA_22426
OG0003938	APOSC_18586, APOSC_24798, APOSC_19288	AENJA_22573
OG0003939	APOSC_20627	AENJA_22721
OG0003940	APOSC_29077	AENJA_22828
OG0003942	APOSC_06273	AENJA_23165
OG0003943	APOSC_15785	AENJA_23357
OG0003944	APOSC_04799, APOSC_03774, APOSC_25388, APOSC_28777	AENJA_23555
OG0003945	APOSC_03054	AENJA_23594
OG0003946	APOSC_04056	AENJA_24350
OG0003947	APOSC_09900	AENJA_24809
OG0003948	APOSC_20663	AENJA_24828
OG0003949	APOSC_07284	AENJA_25294
OG0003950	APOSC_26776	AENJA_25298
OG0003951	APOSC_02492	AENJA_25520
OG0003952	APOSC_20700	AENJA_25812
OG0003953	APOSC_22656	AENJA_25975, AENJA_25981
OG0003954	APOSC_02411, APOSC_02412, APOSC_02413	AENJA_26001
OG0003955	APOSC_20455	AENJA_26253
OG0003956	APOSC_19023	AENJA_26347
OG0003957	APOSC_24926	AENJA_26465
OG0003958	APOSC_22790	AENJA_26545
OG0003959	APOSC_17473	AENJA_26551
OG0003960	APOSC_21636, APOSC_27152	AENJA_26560
OG0003961	APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945	AENJA_26616
OG0003962	APOSC_06351	AENJA_26659
OG0003996	APOSC_06287	AENJA_00854, AENJA_10210
OG0003996	APOSC_07822	AENJA_00444
OG0003997	APOSC_12655	AENJA_08113
OG0003999	APOSC_26670, APOSC_28991	AENJA_00953
OG0004000	APOSC_16851, APOSC_16850	AENJA_01025
OG0004001	APOSC_16124	AENJA_17927
OG0004001	APOSC_12998	AENJA_01106
OG0004002	APOSC_26495, APOSC_06566	AENJA_01139
OG0004003	APOSC_24953	AENJA_15688, AENJA_01298, AENJA_16894, AENJA_01301, AENJA_01304, AENJA_01302
OG0004004	APOSC_12248	AENJA_01405
OG0004005	APOSC_22073	AENJA_01410, AENJA_01411
OG0004006	APOSC_24936, APOSC_04405	AENJA_01570
OG0004006	APOSC_20863	AENJA_26219
OG0004007	APOSC_15413	AENJA_01716
OG0004009	APOSC_06993	AENJA_01997
OG0004010	APOSC_26377, APOSC_29079	AENJA_02161
OG0004011	APOSC_05203	AENJA_02252
OG0004012	APOSC_16235	AENJA_02300
OG0004014	APOSC_20610	AENJA_12582
OG0004015	APOSC_17115, APOSC_17114	AENJA_03648
OG0004016	APOSC_22784	AENJA_25499
OG0004017	APOSC_19336	AENJA_03846
OG0004018	APOSC_21251	AENJA_22270
OG0004019	APOSC_05230	AENJA_04085
OG0004020	APOSC_17338	AENJA_04089
OG0004021	APOSC_11091	AENJA_04438
OG0004022	APOSC_12529	AENJA_04720
OG0004023	APOSC_09668	AENJA_04821
OG0004024	APOSC_24614	AENJA_04835
OG0004025	APOSC_18540	AENJA_05271
OG0004026	APOSC_09699	AENJA_05297, AENJA_23361, AENJA_15950
OG0004026	APOSC_15158, APOSC_25967	AENJA_06293, AENJA_25143
OG0004027	APOSC_22364, APOSC_17364	AENJA_05469
OG0004028	APOSC_12300	AENJA_05585
OG0004029	APOSC_23175	AENJA_05822
OG0004030	APOSC_07342	AENJA_05896
OG0004031	APOSC_23905	AENJA_06023
OG0004032	APOSC_10005	AENJA_06151
OG0004033	APOSC_11152	AENJA_07800, AENJA_06467
OG0004034	APOSC_05299	AENJA_06781
OG0004035	APOSC_20229	AENJA_07045
OG0004036	APOSC_26656	AENJA_07123
OG0004037	APOSC_28831	AENJA_07206
OG0004038	APOSC_01523	AENJA_07209
OG0004039	APOSC_16429	AENJA_07640
OG0004041	APOSC_21580	AENJA_07773, AENJA_07774
OG0004042	APOSC_19825	AENJA_07854
OG0004043	APOSC_00567	AENJA_07877
OG0004044	APOSC_05770	AENJA_07917
OG0004045	APOSC_14071, APOSC_14073, APOSC_14072	AENJA_07957
OG0004046	APOSC_03950	AENJA_17400
OG0004047	APOSC_21433	AENJA_08079
OG0004048	APOSC_03269	AENJA_08141
OG0004049	APOSC_16733	AENJA_08248
OG0004050	APOSC_11730	AENJA_08476
OG0004051	APOSC_25343	AENJA_08973
OG0004052	APOSC_23309	AENJA_09045
OG0004053	APOSC_19964	AENJA_09308
OG0004054	APOSC_22506	AENJA_09386
OG0004055	APOSC_24425	AENJA_10626
OG0004056	APOSC_12387	AENJA_09747
OG0004057	APOSC_25009	AENJA_09847
OG0004058	APOSC_05102	AENJA_15238
OG0004059	APOSC_17749	AENJA_10120
OG0004060	APOSC_16549, APOSC_14343	AENJA_10222
OG0004061	APOSC_15590	AENJA_10245
OG0004062	APOSC_28106, APOSC_18721	AENJA_10281
OG0004063	APOSC_25045	AENJA_10560
OG0004064	APOSC_04465	AENJA_10715
OG0004065	APOSC_27712	AENJA_10915
OG0004066	APOSC_23734	AENJA_10944
OG0004066	APOSC_24624	AENJA_20918
OG0004067	APOSC_24467	AENJA_11072, AENJA_11073
OG0004068	APOSC_03690, APOSC_21467, APOSC_17543, APOSC_26334, APOSC_26328, APOSC_08080, APOSC_18086, APOSC_17542	AENJA_11291
OG0004069	APOSC_23393, APOSC_23392	AENJA_11462
OG0004070	APOSC_25704	AENJA_11512
OG0004071	APOSC_26899	AENJA_11569
OG0004072	APOSC_16871	AENJA_11674
OG0004073	APOSC_26782	AENJA_11745
OG0004074	APOSC_20482	AENJA_11761
OG0004075	APOSC_15061, APOSC_07499	AENJA_25225, AENJA_11909, AENJA_25684
OG0004076	APOSC_17521	AENJA_11962
OG0004077	APOSC_16374	AENJA_12069, AENJA_11984
OG0004078	APOSC_08208	AENJA_12075
OG0004079	APOSC_18093	AENJA_12149
OG0004080	APOSC_26211, APOSC_26210	AENJA_12559, AENJA_12560
OG0004081	APOSC_09127	AENJA_12579
OG0004082	APOSC_04843	AENJA_12648
OG0004083	APOSC_05092	AENJA_12814
OG0004084	APOSC_14613	AENJA_13049
OG0004085	APOSC_16126	AENJA_13446
OG0004086	APOSC_12553	AENJA_13483, AENJA_16966
OG0004087	APOSC_05303	AENJA_13678
OG0004088	APOSC_06799, APOSC_06800	AENJA_13695, AENJA_24137
OG0004089	APOSC_13671	AENJA_13857
OG0004090	APOSC_23195, APOSC_23133, APOSC_03622, APOSC_14816, APOSC_24285, APOSC_20269, APOSC_12223	AENJA_14113
OG0004091	APOSC_20232	AENJA_14497
OG0004091	APOSC_12845	AENJA_14498
OG0004092	APOSC_18299	AENJA_14629
OG0004093	APOSC_16358	AENJA_14743
OG0004094	APOSC_04403	AENJA_14786
OG0004095	APOSC_23518, APOSC_16725	AENJA_14906
OG0004096	APOSC_13674	AENJA_14942
OG0004097	APOSC_02415, APOSC_15719	AENJA_15032
OG0004098	APOSC_08501, APOSC_08500	AENJA_15282
OG0004099	APOSC_18713	AENJA_15456
OG0004100	APOSC_15294	AENJA_16101, AENJA_16102
OG0004101	APOSC_13319	AENJA_16349
OG0004102	APOSC_25199	AENJA_16425
OG0004104	APOSC_18419	AENJA_17043
OG0004105	APOSC_20157, APOSC_20158	AENJA_17274
OG0004106	APOSC_10773	AENJA_17371
OG0004107	APOSC_07621	AENJA_17526
OG0004108	APOSC_13049	AENJA_17850
OG0004109	APOSC_28382	AENJA_17887, AENJA_17889, AENJA_17888
OG0004110	APOSC_11200	AENJA_17972
OG0004111	APOSC_09767	AENJA_17987
OG0004112	APOSC_07040	AENJA_26008
OG0004113	APOSC_14445	AENJA_18290
OG0004114	APOSC_10050	AENJA_18362
OG0004116	APOSC_01511, APOSC_01512	AENJA_18624
OG0004117	APOSC_13222, APOSC_13221	AENJA_18937
OG0004118	APOSC_06300	AENJA_19037
OG0004119	APOSC_04401, APOSC_04402	AENJA_19319
OG0004120	APOSC_22567, APOSC_22568	AENJA_19470
OG0004121	APOSC_26762	AENJA_19585
OG0004122	APOSC_03202, APOSC_03201, APOSC_03203	AENJA_19610
OG0004123	APOSC_21789, APOSC_21790	AENJA_19882
OG0004124	APOSC_08825	AENJA_20051
OG0004125	APOSC_11946	AENJA_20094
OG0004126	APOSC_01843	AENJA_20213
OG0004127	APOSC_07047	AENJA_20390
OG0004129	APOSC_17304, APOSC_28066	AENJA_20438
OG0004130	APOSC_15010	AENJA_20514
OG0004131	APOSC_25999	AENJA_20546
OG0004132	APOSC_10373	AENJA_20581
OG0004133	APOSC_04232	AENJA_20684
OG0004134	APOSC_03000	AENJA_20800
OG0004135	APOSC_06031	AENJA_21037
OG0004136	APOSC_21530	AENJA_21121
OG0004138	APOSC_03411	AENJA_21636, AENJA_21637
OG0004139	APOSC_17399	AENJA_22066
OG0004140	APOSC_06873, APOSC_06874	AENJA_22122
OG0004141	APOSC_16231	AENJA_22209
OG0004142	APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815	AENJA_22247
OG0004143	APOSC_27168, APOSC_27167	AENJA_22570
OG0004144	APOSC_00660	AENJA_22601
OG0004145	APOSC_15326	AENJA_22813
OG0004146	APOSC_14892	AENJA_22878
OG0004147	APOSC_19122	AENJA_22980
OG0004148	APOSC_15043, APOSC_15044	AENJA_23349
OG0004149	APOSC_02970, APOSC_02971	AENJA_23391
OG0004150	APOSC_13759	AENJA_23752
OG0004151	APOSC_00107	AENJA_23954
OG0004153	APOSC_08022	AENJA_24230
OG0004154	APOSC_22416	AENJA_24263
OG0004155	APOSC_11654, APOSC_19206	AENJA_24334
OG0004156	APOSC_06425	AENJA_24369, AENJA_24722
OG0004157	APOSC_27434	AENJA_24370
OG0004158	APOSC_10209	AENJA_24429
OG0004159	APOSC_12951	AENJA_24852
OG0004160	APOSC_03754	AENJA_25025
OG0004161	APOSC_20917	AENJA_25182
OG0004162	APOSC_12130	AENJA_25282
OG0004164	APOSC_18496	AENJA_25479
OG0004165	APOSC_00528	AENJA_25720
OG0004166	APOSC_13131	AENJA_25748
OG0004167	APOSC_00650	AENJA_26097
OG0004168	APOSC_04235	AENJA_26286
OG0004169	APOSC_25303	AENJA_26454
OG0004170	APOSC_03003	AENJA_26593
OG0004171	APOSC_27996, APOSC_27995	AENJA_26685
OG0004214	APOSC_21908, APOSC_21906, APOSC_21907	AENJA_00165
OG0004215	APOSC_16447	AENJA_00310
OG0004216	APOSC_18234	AENJA_00516
OG0004217	APOSC_15366, APOSC_15365	AENJA_00550
OG0004218	APOSC_15148	AENJA_00935
OG0004219	APOSC_25433, APOSC_25434	AENJA_01020
OG0004220	APOSC_28409, APOSC_28408	AENJA_01203
OG0004222	APOSC_24192	AENJA_01486
OG0004223	APOSC_28636, APOSC_28635	AENJA_01506
OG0004224	APOSC_09812, APOSC_08449, APOSC_09758, APOSC_09792	AENJA_01584, AENJA_01587
OG0004225	APOSC_27259	AENJA_01633
OG0004226	APOSC_11744	AENJA_01684
OG0004227	APOSC_07436	AENJA_01705
OG0004228	APOSC_11334	AENJA_01729
OG0004229	APOSC_18807	AENJA_02064
OG0004231	APOSC_04324	AENJA_02278
OG0004232	APOSC_20829, APOSC_20830	AENJA_02302
OG0004233	APOSC_18789	AENJA_02374
OG0004235	APOSC_13621	AENJA_02425
OG0004236	APOSC_09759	AENJA_02429
OG0004237	APOSC_28010, APOSC_03637, APOSC_27458, APOSC_07666, APOSC_17201	AENJA_02572
OG0004237	APOSC_08707, APOSC_07559	AENJA_07147
OG0004239	APOSC_00833	AENJA_02668
OG0004240	APOSC_01716	AENJA_03070
OG0004241	APOSC_26715	AENJA_03118
OG0004243	APOSC_21071	AENJA_03297
OG0004244	APOSC_21479	AENJA_03379
OG0004245	APOSC_10499, APOSC_10498, APOSC_10497	AENJA_03416
OG0004246	APOSC_02127	AENJA_03476
OG0004247	APOSC_11597, APOSC_28927, APOSC_11598	AENJA_03521, AENJA_03518
OG0004248	APOSC_02729	AENJA_03763
OG0004249	APOSC_05383	AENJA_03888
OG0004250	APOSC_22267	AENJA_04014
OG0004251	APOSC_06011	AENJA_20691
OG0004252	APOSC_15635	AENJA_04057
OG0004253	APOSC_17061	AENJA_04321
OG0004254	APOSC_08300	AENJA_04427, AENJA_09254
OG0004255	APOSC_05604	AENJA_21176, AENJA_04555
OG0004257	APOSC_16172	AENJA_04594
OG0004258	APOSC_15994	AENJA_15676, AENJA_04921
OG0004259	APOSC_13815, APOSC_13814	AENJA_05091
OG0004260	APOSC_11794	AENJA_05573
OG0004261	APOSC_10630	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609
OG0004262	APOSC_02898	AENJA_05767
OG0004263	APOSC_25349	AENJA_05819
OG0004264	APOSC_15069	AENJA_05851
OG0004265	APOSC_13935	AENJA_06209
OG0004267	APOSC_05994, APOSC_05993	AENJA_06337
OG0004268	APOSC_02867	AENJA_06438
OG0004269	APOSC_26344	AENJA_06472
OG0004270	APOSC_08577	AENJA_06731
OG0004271	APOSC_03782	AENJA_06979
OG0004272	APOSC_04474	AENJA_06984
OG0004273	APOSC_19429	AENJA_07053
OG0004274	APOSC_26837	AENJA_07138
OG0004275	APOSC_18680	AENJA_07307
OG0004276	APOSC_27482	AENJA_07382
OG0004277	APOSC_13693	AENJA_07626
OG0004278	APOSC_20389	AENJA_08435
OG0004279	APOSC_07885	AENJA_17815
OG0004280	APOSC_04875	AENJA_07853
OG0004281	APOSC_21034	AENJA_20214
OG0004281	APOSC_06671	AENJA_13461
OG0004282	APOSC_02423	AENJA_07918
OG0004283	APOSC_10311	AENJA_07931
OG0004283	APOSC_16308	AENJA_19675
OG0004284	APOSC_01925	AENJA_07958
OG0004285	APOSC_03562	AENJA_08157
OG0004286	APOSC_15917	AENJA_08421
OG0004287	APOSC_26057	AENJA_08479
OG0004288	APOSC_01399, APOSC_07188	AENJA_08494, AENJA_09224
OG0004289	APOSC_21362	AENJA_08571
OG0004290	APOSC_01455	AENJA_08634
OG0004291	APOSC_10039	AENJA_08666
OG0004292	APOSC_09946	AENJA_08709, AENJA_21597
OG0004293	APOSC_22900	AENJA_16295, AENJA_20186, AENJA_13268
OG0004293	APOSC_12448	AENJA_08747, AENJA_24846, AENJA_14080
OG0004294	APOSC_18528	AENJA_08948
OG0004295	APOSC_09213	AENJA_08995
OG0004296	APOSC_26593	AENJA_22026, AENJA_09137
OG0004297	APOSC_02921	AENJA_09281
OG0004298	APOSC_05561	AENJA_09310
OG0004299	APOSC_24511	AENJA_09313, AENJA_25545
OG0004300	APOSC_16240	AENJA_09414
OG0004301	APOSC_06274	AENJA_09950, AENJA_11810
OG0004302	APOSC_19513	AENJA_09951, AENJA_11814
OG0004303	APOSC_24805	AENJA_10102
OG0004304	APOSC_08537	AENJA_10126
OG0004305	APOSC_13535	AENJA_10671
OG0004306	APOSC_27082	AENJA_10728
OG0004307	APOSC_13498	AENJA_10811
OG0004308	APOSC_21945	AENJA_10896
OG0004309	APOSC_21721	AENJA_10914
OG0004310	APOSC_02803	AENJA_11180, AENJA_23448
OG0004311	APOSC_26182	AENJA_14028, AENJA_11212
OG0004312	APOSC_18207	AENJA_11219
OG0004313	APOSC_09211	AENJA_11398, AENJA_11396
OG0004314	APOSC_20468	AENJA_11558
OG0004315	APOSC_13906	AENJA_11716
OG0004316	APOSC_18673	AENJA_11759
OG0004317	APOSC_12017	AENJA_11806
OG0004318	APOSC_23679	AENJA_11868
OG0004319	APOSC_18325	AENJA_12058
OG0004320	APOSC_24488, APOSC_09036, APOSC_11220	AENJA_12116
OG0004322	APOSC_26489	AENJA_12404, AENJA_12403
OG0004324	APOSC_00330	AENJA_12557
OG0004325	APOSC_03815	AENJA_12596
OG0004327	APOSC_02149	AENJA_12793
OG0004327	APOSC_02601	AENJA_24731
OG0004328	APOSC_00739	AENJA_12798
OG0004329	APOSC_22442	AENJA_13104, AENJA_13109
OG0004330	APOSC_23881, APOSC_16360	AENJA_13252
OG0004331	APOSC_03020	AENJA_13331
OG0004332	APOSC_05532	AENJA_13463
OG0004333	APOSC_28574	AENJA_13634
OG0004334	APOSC_24451	AENJA_13654
OG0004336	APOSC_11848	AENJA_13746
OG0004337	APOSC_04062, APOSC_04059, APOSC_04060	AENJA_13913
OG0004338	APOSC_18224, APOSC_10748, APOSC_07049, APOSC_27265	AENJA_14330
OG0004339	APOSC_06450	AENJA_14443
OG0004340	APOSC_09483	AENJA_14856
OG0004341	APOSC_11753, APOSC_11752	AENJA_15048
OG0004342	APOSC_21988, APOSC_21987	AENJA_15096
OG0004343	APOSC_00769	AENJA_15517
OG0004344	APOSC_16644	AENJA_15963
OG0004345	APOSC_22925	AENJA_16155
OG0004346	APOSC_06434, APOSC_06435	AENJA_16250, AENJA_16249
OG0004347	APOSC_08065, APOSC_11892	AENJA_16598
OG0004348	APOSC_28686, APOSC_28688, APOSC_28687	AENJA_16800
OG0004349	APOSC_14515	AENJA_16835
OG0004350	APOSC_22010	AENJA_16841
OG0004352	APOSC_14704	AENJA_16982
OG0004353	APOSC_11748, APOSC_11747	AENJA_17017
OG0004354	APOSC_06624	AENJA_17022
OG0004355	APOSC_01153	AENJA_17231
OG0004356	APOSC_15655	AENJA_17320
OG0004357	APOSC_28000, APOSC_16304	AENJA_17547
OG0004358	APOSC_02914	AENJA_18672, AENJA_18047
OG0004359	APOSC_28538, APOSC_28537	AENJA_18134
OG0004360	APOSC_08667	AENJA_18596
OG0004361	APOSC_24001, APOSC_11870	AENJA_18689
OG0004362	APOSC_23840	AENJA_19062
OG0004363	APOSC_26797, APOSC_26798	AENJA_19075
OG0004364	APOSC_02494, APOSC_02495, APOSC_29028	AENJA_19146
OG0004365	APOSC_18479	AENJA_19212
OG0004366	APOSC_22180	AENJA_19317
OG0004367	APOSC_20905	AENJA_19374
OG0004368	APOSC_24515	AENJA_19702
OG0004369	APOSC_11140, APOSC_23833	AENJA_19753
OG0004370	APOSC_05468	AENJA_19903
OG0004372	APOSC_15921	AENJA_23131, AENJA_23132
OG0004373	APOSC_08079	AENJA_20328
OG0004374	APOSC_28161	AENJA_20422
OG0004375	APOSC_22061, APOSC_22062	AENJA_20974
OG0004376	APOSC_03057	AENJA_21249
OG0004377	APOSC_18261	AENJA_21485
OG0004378	APOSC_06765	AENJA_21608
OG0004379	APOSC_24408	AENJA_21681
OG0004380	APOSC_24668	AENJA_21685
OG0004381	APOSC_01881	AENJA_21950
OG0004382	APOSC_14474, APOSC_08562, APOSC_05467	AENJA_22037
OG0004383	APOSC_03307, APOSC_03308, APOSC_03306	AENJA_22354
OG0004384	APOSC_13493, APOSC_13495, APOSC_13494	AENJA_22523
OG0004385	APOSC_06653	AENJA_22615
OG0004386	APOSC_22819, APOSC_22818	AENJA_22871
OG0004387	APOSC_02114, APOSC_22723	AENJA_23176
OG0004389	APOSC_06156, APOSC_06157	AENJA_23497
OG0004390	APOSC_08698, APOSC_08696, APOSC_08697	AENJA_23655
OG0004391	APOSC_28521	AENJA_23704
OG0004392	APOSC_05231	AENJA_23712
OG0004393	APOSC_03433	AENJA_23907
OG0004395	APOSC_07133	AENJA_24372
OG0004396	APOSC_03257	AENJA_24530
OG0004397	APOSC_23744	AENJA_25166
OG0004398	APOSC_17705	AENJA_25317
OG0004399	APOSC_22477, APOSC_22476	AENJA_25524
OG0004400	APOSC_15952	AENJA_25584
OG0004401	APOSC_05845	AENJA_25597
OG0004402	APOSC_21198, APOSC_21197	AENJA_25980
OG0004403	APOSC_09622	AENJA_26375
OG0004404	APOSC_27079	AENJA_26407
OG0004405	APOSC_14805, APOSC_14804	AENJA_26485
OG0004406	APOSC_00075, APOSC_00074	AENJA_26544
OG0004407	APOSC_00103, APOSC_00104	AENJA_26601
OG0004408	APOSC_25104, APOSC_25103	AENJA_26831
OG0004457	APOSC_09054	AENJA_00005
OG0004458	APOSC_15219, APOSC_28910	AENJA_07436, AENJA_01179, AENJA_00059
OG0004459	APOSC_02057	AENJA_00105
OG0004460	APOSC_11378	AENJA_10602, AENJA_00174
OG0004461	APOSC_09578	AENJA_00187
OG0004462	APOSC_03810	AENJA_00195
OG0004463	APOSC_13610	AENJA_00263
OG0004465	APOSC_27612, APOSC_07492	AENJA_00361
OG0004467	APOSC_08131, APOSC_08130	AENJA_00451
OG0004468	APOSC_04083	AENJA_00461
OG0004471	APOSC_23990	AENJA_00776
OG0004472	APOSC_24611	AENJA_00868
OG0004473	APOSC_18508, APOSC_18509	AENJA_00871
OG0004474	APOSC_14066	AENJA_00922
OG0004475	APOSC_14655, APOSC_14656	AENJA_03139, AENJA_01045
OG0004476	APOSC_28912	AENJA_01930
OG0004477	APOSC_09595, APOSC_19809	AENJA_01958
OG0004478	APOSC_09228	AENJA_02085
OG0004479	APOSC_27243	AENJA_02206
OG0004480	APOSC_09626	AENJA_02219
OG0004482	APOSC_15944	AENJA_02336
OG0004483	APOSC_10427	AENJA_02340
OG0004484	APOSC_26538	AENJA_02375
OG0004485	APOSC_23444, APOSC_23442, APOSC_23445, APOSC_23443	AENJA_23178
OG0004486	APOSC_10573	AENJA_02721
OG0004487	APOSC_16521	AENJA_02764
OG0004488	APOSC_14403	AENJA_03056
OG0004489	APOSC_02546	AENJA_03089
OG0004490	APOSC_26766	AENJA_03148
OG0004491	APOSC_23302, APOSC_23300	AENJA_03169
OG0004493	APOSC_16878	AENJA_03367
OG0004494	APOSC_17707	AENJA_03427
OG0004495	APOSC_02433	AENJA_03794
OG0004496	APOSC_01447	AENJA_03798
OG0004497	APOSC_14596	AENJA_03976
OG0004498	APOSC_17715	AENJA_04040
OG0004499	APOSC_17019, APOSC_17018	AENJA_04167
OG0004500	APOSC_22983	AENJA_04178
OG0004501	APOSC_04951, APOSC_04952	AENJA_11831, AENJA_04286
OG0004502	APOSC_25796	AENJA_04449
OG0004503	APOSC_02535	AENJA_04529, AENJA_23467
OG0004504	APOSC_21280	AENJA_04551
OG0004504	APOSC_04528	AENJA_21796
OG0004504	APOSC_14381	AENJA_09170
OG0004505	APOSC_11357	AENJA_22550
OG0004506	APOSC_05112	AENJA_04842
OG0004507	APOSC_10102	AENJA_04865
OG0004508	APOSC_21272	AENJA_05015
OG0004509	APOSC_20036	AENJA_05239
OG0004510	APOSC_14424	AENJA_05329
OG0004511	APOSC_18981	AENJA_05552
OG0004512	APOSC_16199	AENJA_05863
OG0004513	APOSC_04598, APOSC_24273, APOSC_24274	AENJA_06212
OG0004514	APOSC_02680	AENJA_06216
OG0004515	APOSC_19569	AENJA_06345
OG0004516	APOSC_04046	AENJA_06493
OG0004517	APOSC_24629	AENJA_06724
OG0004518	APOSC_08232	AENJA_06827
OG0004519	APOSC_06794	AENJA_06969
OG0004520	APOSC_26902, APOSC_13178, APOSC_06894, APOSC_06893, APOSC_05580, APOSC_25046	AENJA_07201
OG0004521	APOSC_13532	AENJA_07309
OG0004522	APOSC_29013	AENJA_07491
OG0004523	APOSC_28480	AENJA_07641
OG0004524	APOSC_27372	AENJA_07752
OG0004525	APOSC_21081	AENJA_07831
OG0004526	APOSC_08516	AENJA_23914, AENJA_07835
OG0004527	APOSC_19190	AENJA_07903
OG0004528	APOSC_23257	AENJA_07904
OG0004528	APOSC_05298	AENJA_10818
OG0004529	APOSC_09056, APOSC_09055	AENJA_07944
OG0004530	APOSC_18566	AENJA_07969
OG0004532	APOSC_19189	AENJA_08236
OG0004533	APOSC_11139	AENJA_08347
OG0004534	APOSC_18797	AENJA_08393
OG0004535	APOSC_09549	AENJA_08570
OG0004537	APOSC_01789, APOSC_01788, APOSC_08068, APOSC_01790	AENJA_08657
OG0004538	APOSC_06047	AENJA_08665
OG0004539	APOSC_28990	AENJA_08729
OG0004540	APOSC_09272	AENJA_08799
OG0004541	APOSC_14569	AENJA_08939
OG0004542	APOSC_22755	AENJA_09105
OG0004543	APOSC_00139	AENJA_09120
OG0004544	APOSC_07199	AENJA_09219
OG0004545	APOSC_24266, APOSC_24267	AENJA_09222, AENJA_25205, AENJA_22344
OG0004546	APOSC_22280	AENJA_09271
OG0004547	APOSC_09902	AENJA_17725
OG0004548	APOSC_25627, APOSC_25626	AENJA_09557
OG0004549	APOSC_14284, APOSC_14285	AENJA_10884
OG0004550	APOSC_28929	AENJA_10990
OG0004551	APOSC_02915	AENJA_14630
OG0004552	APOSC_21731	AENJA_11123
OG0004553	APOSC_12207	AENJA_11290
OG0004554	APOSC_13446	AENJA_11434
OG0004555	APOSC_15225	AENJA_11497
OG0004556	APOSC_22315	AENJA_11553
OG0004557	APOSC_28749	AENJA_11598
OG0004558	APOSC_19379	AENJA_11692
OG0004559	APOSC_23773	AENJA_11902
OG0004560	APOSC_20985	AENJA_11928
OG0004561	APOSC_25438, APOSC_25439	AENJA_12022
OG0004562	APOSC_26391, APOSC_02203, APOSC_16855, APOSC_00658, APOSC_06343, APOSC_17113	AENJA_12172
OG0004562	APOSC_04338	AENJA_12171
OG0004563	APOSC_14680	AENJA_12215
OG0004564	APOSC_25145	AENJA_12530, AENJA_12531
OG0004565	APOSC_10903	AENJA_12612
OG0004566	APOSC_19237	AENJA_12676
OG0004567	APOSC_19708, APOSC_19707	AENJA_12797
OG0004568	APOSC_07207	AENJA_12890
OG0004569	APOSC_28318, APOSC_28317	AENJA_12953
OG0004570	APOSC_06974	AENJA_13253
OG0004571	APOSC_01633	AENJA_13264
OG0004572	APOSC_08630	AENJA_13346, AENJA_19525
OG0004573	APOSC_22038	AENJA_13416
OG0004574	APOSC_18978	AENJA_13790
OG0004576	APOSC_12457	AENJA_13910
OG0004577	APOSC_00393	AENJA_13927
OG0004578	APOSC_03074	AENJA_13961
OG0004579	APOSC_17666	AENJA_14039
OG0004580	APOSC_25313	AENJA_17936
OG0004581	APOSC_09764, APOSC_09765	AENJA_14240
OG0004582	APOSC_05848	AENJA_14257
OG0004583	APOSC_23947	AENJA_14685
OG0004584	APOSC_11244	AENJA_14870
OG0004585	APOSC_08928, APOSC_08929	AENJA_14884
