Orthogroup	APOSC_ok	ORYLA
OG0003768	APOSC_28826	ORYLA11127
OG0003769	APOSC_02783, APOSC_02782	ORYLA08980
OG0003770	APOSC_13841	ORYLA03596
OG0003771	APOSC_21005	ORYLA19264, ORYLA17030
OG0003772	APOSC_14317, APOSC_14318	ORYLA12463
OG0003773	APOSC_22519	ORYLA08369
OG0003776	APOSC_27686, APOSC_02987, APOSC_01377	ORYLA18575
OG0003777	APOSC_05890	ORYLA09626, ORYLA20067
OG0003778	APOSC_25204	ORYLA11149, ORYLA15322
OG0003779	APOSC_23333, APOSC_23332	ORYLA16409
OG0003780	APOSC_24719	ORYLA13130, ORYLA07555, ORYLA09643
OG0003795	APOSC_01022	ORYLA20210
OG0003798	APOSC_08296	ORYLA19738, ORYLA13919
OG0003802	APOSC_28663, APOSC_09501, APOSC_09982, APOSC_06702, APOSC_24748, APOSC_00920, APOSC_24232, APOSC_14426, APOSC_06661, APOSC_25890, APOSC_26948, APOSC_07886	ORYLA03226
OG0003803	APOSC_17027	ORYLA02753, ORYLA02752, ORYLA12969
OG0003806	APOSC_10907, APOSC_13794, APOSC_10906	ORYLA16763
OG0003807	APOSC_00860, APOSC_00859	ORYLA00781
OG0003808	APOSC_06171, APOSC_06172	ORYLA01934
OG0003809	APOSC_19356	ORYLA07697, ORYLA19481, ORYLA19479
OG0003810	APOSC_24542	ORYLA09510, ORYLA12262
OG0003811	APOSC_28788, APOSC_28789	ORYLA12803
OG0003812	APOSC_18903	ORYLA19278
OG0003813	APOSC_14390	ORYLA18042, ORYLA17950
OG0003816	APOSC_10861, APOSC_10860, APOSC_10859, APOSC_10862	ORYLA05294
OG0003818	APOSC_12257	ORYLA04078
OG0003820	APOSC_23379	ORYLA07704
OG0003821	APOSC_20352	ORYLA13685, ORYLA15681, ORYLA13807
OG0003823	APOSC_21830	ORYLA11357
OG0003824	APOSC_04795, APOSC_04794	ORYLA17763
OG0003826	APOSC_17419	ORYLA04385
OG0003827	APOSC_07833	ORYLA07017, ORYLA07018, ORYLA13140
OG0003828	APOSC_14010	ORYLA02923
OG0003829	APOSC_19129	ORYLA06358
OG0003830	APOSC_12451	ORYLA10180, ORYLA11924
OG0003831	APOSC_25951, APOSC_17003	ORYLA00352
OG0003832	APOSC_12737	ORYLA14681, ORYLA10931
OG0003833	APOSC_14015, APOSC_26614	ORYLA08551
OG0003834	APOSC_25052	ORYLA06974, ORYLA12844, ORYLA15270
OG0003836	APOSC_03836	ORYLA00347, ORYLA00348, ORYLA04611
OG0003837	APOSC_12128	ORYLA16787
OG0003838	APOSC_00842	ORYLA09504, ORYLA00494
OG0003839	APOSC_26720	ORYLA06804
OG0003840	APOSC_03583	ORYLA19338
OG0003841	APOSC_15694	ORYLA02082
OG0003842	APOSC_04752, APOSC_04753	ORYLA11223
OG0003844	APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569	ORYLA00410
OG0003845	APOSC_23847	ORYLA04421
OG0003848	APOSC_12433	ORYLA06527, ORYLA13653
OG0003849	APOSC_02184	ORYLA14884, ORYLA02815, ORYLA12162
OG0003850	APOSC_06463	ORYLA05996
OG0003851	APOSC_27756	ORYLA09286, ORYLA06613
OG0003852	APOSC_27352	ORYLA17405
OG0003853	APOSC_04073	ORYLA18272
OG0003854	APOSC_14713	ORYLA13175
OG0003855	APOSC_03654	ORYLA01615, ORYLA19634
OG0003857	APOSC_04358	ORYLA19469, ORYLA19468
OG0003858	APOSC_25588	ORYLA04975
OG0003859	APOSC_10642, APOSC_21993	ORYLA11310
OG0003861	APOSC_21656	ORYLA19849
OG0003862	APOSC_08543	ORYLA09814, ORYLA12243
OG0003863	APOSC_19667	ORYLA04629, ORYLA17758
OG0003864	APOSC_02644, APOSC_02643	ORYLA03365
OG0003865	APOSC_28988	ORYLA09778, ORYLA13923, ORYLA15980
OG0003866	APOSC_22466	ORYLA08827
OG0003867	APOSC_04424	ORYLA19092
OG0003868	APOSC_27663	ORYLA19824, ORYLA12769
OG0003869	APOSC_00347, APOSC_00348	ORYLA08057
OG0003870	APOSC_17219	ORYLA16354
OG0003871	APOSC_11807	ORYLA09605
OG0003872	APOSC_02701	ORYLA17934, ORYLA17933
OG0003873	APOSC_19201	ORYLA12547
OG0003874	APOSC_04239	ORYLA05727, ORYLA01534
OG0003876	APOSC_09137	ORYLA05675
OG0003877	APOSC_00794, APOSC_00795, APOSC_00278	ORYLA13505
OG0003878	APOSC_09689	ORYLA11114, ORYLA15672, ORYLA14414
OG0003881	APOSC_23136	ORYLA19792, ORYLA19793
OG0003882	APOSC_23637	ORYLA10836, ORYLA15325
OG0003883	APOSC_26942	ORYLA05064, ORYLA00737, ORYLA07337, ORYLA07336
OG0003884	APOSC_05090	ORYLA12146
OG0003885	APOSC_18039	ORYLA05118, ORYLA08990
OG0003886	APOSC_23174	ORYLA07850
OG0003887	APOSC_03357	ORYLA06119
OG0003888	APOSC_24599	ORYLA09457
OG0003890	APOSC_28156	ORYLA02702, ORYLA03959
OG0003892	APOSC_27794, APOSC_27793	ORYLA10862
OG0003893	APOSC_23559	ORYLA04836
OG0003894	APOSC_10489, APOSC_10490	ORYLA17746
OG0003895	APOSC_12472	ORYLA17184
OG0003896	APOSC_25208	ORYLA00246, ORYLA16803, ORYLA16688
OG0003897	APOSC_21763	ORYLA06606
OG0003898	APOSC_19432	ORYLA12764
OG0003899	APOSC_22343	ORYLA00332
OG0003900	APOSC_04165	ORYLA03942
OG0003901	APOSC_21632	ORYLA11674
OG0003903	APOSC_19999	ORYLA00503
OG0003904	APOSC_15257	ORYLA12590
OG0003906	APOSC_08587	ORYLA19253, ORYLA19252
OG0003910	APOSC_21565	ORYLA01842
OG0003911	APOSC_27900, APOSC_05120	ORYLA18945
OG0003912	APOSC_15763, APOSC_28939	ORYLA15466, ORYLA12465
OG0003913	APOSC_05119	ORYLA01416
OG0003914	APOSC_04314	ORYLA18672
OG0003915	APOSC_24329, APOSC_24330	ORYLA12264, ORYLA00970
OG0003916	APOSC_10822	ORYLA06228, ORYLA02175
OG0003917	APOSC_06187	ORYLA13507
OG0003918	APOSC_02265	ORYLA01197, ORYLA19012
OG0003920	APOSC_10746	ORYLA01688
OG0003921	APOSC_12515, APOSC_12516	ORYLA07105
OG0003922	APOSC_11194, APOSC_28594	ORYLA09787
OG0003923	APOSC_27950	ORYLA10036
OG0003925	APOSC_07611	ORYLA05435
OG0003926	APOSC_26826	ORYLA14433
OG0003927	APOSC_22644	ORYLA17984
OG0003930	APOSC_13770, APOSC_13771	ORYLA15221
OG0003931	APOSC_13164, APOSC_13163, APOSC_13162	ORYLA07756
OG0003932	APOSC_27565, APOSC_27566	ORYLA09727
OG0003933	APOSC_18503	ORYLA14136, ORYLA10946
OG0003934	APOSC_16202	ORYLA18259
OG0003935	APOSC_16375, APOSC_10688	ORYLA10426
OG0003936	APOSC_20913, APOSC_20914	ORYLA15161
OG0003937	APOSC_15204	ORYLA04944, ORYLA02854, ORYLA17784, ORYLA17785, ORYLA02477
OG0003938	APOSC_19288	ORYLA10357
OG0003939	APOSC_20627	ORYLA08294
OG0003940	APOSC_29077	ORYLA12099
OG0003942	APOSC_06273	ORYLA11858
OG0003943	APOSC_15785	ORYLA19886, ORYLA11701, ORYLA12686
OG0003944	APOSC_04799	ORYLA06722
OG0003945	APOSC_03054	ORYLA14999, ORYLA20189
OG0003946	APOSC_04056	ORYLA00695, ORYLA00840
OG0003947	APOSC_09900	ORYLA17372
OG0003948	APOSC_20663	ORYLA17792
OG0003949	APOSC_07284	ORYLA13984
OG0003951	APOSC_02492	ORYLA15529
OG0003953	APOSC_22656	ORYLA04609, ORYLA04608
OG0003954	APOSC_02411, APOSC_02412, APOSC_02413	ORYLA05547, ORYLA11360
OG0003955	APOSC_20455	ORYLA00673
OG0003956	APOSC_17278, APOSC_17277, APOSC_19023	ORYLA13069
OG0003957	APOSC_24926	ORYLA09270
OG0003958	APOSC_22790	ORYLA01353, ORYLA17566, ORYLA02785
OG0003959	APOSC_17473	ORYLA02587
OG0003960	APOSC_21636, APOSC_27152	ORYLA14710
OG0003961	APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945	ORYLA06267
OG0003962	APOSC_06351	ORYLA04594, ORYLA08720, ORYLA03911
OG0003964	APOSC_27857	ORYLA02736
OG0003965	APOSC_27311, APOSC_04938, APOSC_21685	ORYLA10358
OG0003966	APOSC_04287, APOSC_04286	ORYLA18869, ORYLA18868
OG0003967	APOSC_00755	ORYLA00887
OG0003968	APOSC_18591	ORYLA08670, ORYLA09958, ORYLA06246
OG0003969	APOSC_28380	ORYLA12575
OG0003970	APOSC_12020	ORYLA17540
OG0003971	APOSC_13871, APOSC_13872	ORYLA18033
OG0003972	APOSC_12719	ORYLA15470
OG0003973	APOSC_26122	ORYLA18600, ORYLA00775
OG0003999	APOSC_26670, APOSC_28991	ORYLA09012
OG0004000	APOSC_16851, APOSC_16850	ORYLA06063
OG0004002	APOSC_26495, APOSC_06566	ORYLA05237
OG0004004	APOSC_12248	ORYLA15181
OG0004005	APOSC_22073	ORYLA11539
OG0004007	APOSC_15413	ORYLA12862, ORYLA02441
OG0004009	APOSC_06993	ORYLA07186, ORYLA18510, ORYLA05182
OG0004010	APOSC_29079	ORYLA12744
OG0004011	APOSC_05203	ORYLA08072, ORYLA04979, ORYLA02389, ORYLA17955
OG0004012	APOSC_16235	ORYLA03859, ORYLA03860
OG0004014	APOSC_20610	ORYLA09781
OG0004015	APOSC_17114	ORYLA13080
OG0004016	APOSC_22784	ORYLA15762
OG0004017	APOSC_19336	ORYLA16378
OG0004019	APOSC_05230	ORYLA07079
OG0004021	APOSC_11091	ORYLA04388, ORYLA04386, ORYLA04387
OG0004022	APOSC_12529	ORYLA04153
OG0004023	APOSC_09668	ORYLA19712
OG0004024	APOSC_24614	ORYLA09183
OG0004025	APOSC_18540	ORYLA17302
OG0004027	APOSC_22364, APOSC_17364	ORYLA15966
OG0004028	APOSC_12300	ORYLA19452, ORYLA19451
OG0004029	APOSC_23175	ORYLA05168
OG0004031	APOSC_23905	ORYLA03387
OG0004032	APOSC_10005	ORYLA00963, ORYLA09486
OG0004033	APOSC_11152	ORYLA00102, ORYLA05233
OG0004035	APOSC_20229	ORYLA13967, ORYLA19169
OG0004036	APOSC_26656	ORYLA03934, ORYLA07549, ORYLA01986
OG0004037	APOSC_28831	ORYLA12889
OG0004038	APOSC_01523	ORYLA19827
OG0004039	APOSC_16429	ORYLA05412
OG0004042	APOSC_19825	ORYLA12519
OG0004043	APOSC_00567	ORYLA11374
OG0004044	APOSC_05770	ORYLA06709
OG0004045	APOSC_14071, APOSC_14073, APOSC_14072	ORYLA05053, ORYLA00018
OG0004047	APOSC_21433	ORYLA00724, ORYLA16680
OG0004049	APOSC_16733	ORYLA12229, ORYLA01045, ORYLA05312, ORYLA11774
OG0004051	APOSC_25343	ORYLA12291, ORYLA09890
OG0004052	APOSC_23309	ORYLA13663
OG0004053	APOSC_19964	ORYLA02143
OG0004054	APOSC_22506	ORYLA20246
OG0004055	APOSC_24425	ORYLA11987
OG0004056	APOSC_26145	ORYLA15361
OG0004056	APOSC_12387	ORYLA13016
OG0004057	APOSC_25009	ORYLA18803
OG0004059	APOSC_17749	ORYLA09700
OG0004060	APOSC_16549, APOSC_14343	ORYLA05319
OG0004061	APOSC_15590	ORYLA06758
OG0004062	APOSC_28106, APOSC_18721	ORYLA04662, ORYLA01143
OG0004063	APOSC_25045	ORYLA10971
OG0004064	APOSC_04465	ORYLA20087
OG0004065	APOSC_27712	ORYLA15637
OG0004067	APOSC_24467	ORYLA00948
OG0004068	APOSC_03690, APOSC_21467, APOSC_17543	ORYLA07587
OG0004069	APOSC_23393, APOSC_23392	ORYLA17225
OG0004070	APOSC_25704	ORYLA00593
OG0004071	APOSC_26899	ORYLA19319
OG0004072	APOSC_16871	ORYLA07888
OG0004073	APOSC_26782	ORYLA20307, ORYLA13758
OG0004074	APOSC_20482	ORYLA13537, ORYLA07852
OG0004076	APOSC_17521	ORYLA01649, ORYLA01648
OG0004077	APOSC_16374	ORYLA02758
OG0004079	APOSC_18093	ORYLA20439, ORYLA00169
OG0004080	APOSC_26211, APOSC_26210	ORYLA10289, ORYLA07044
OG0004081	APOSC_09127	ORYLA06891
OG0004082	APOSC_04843	ORYLA06902
OG0004083	APOSC_05092	ORYLA10118
OG0004084	APOSC_14613	ORYLA10620, ORYLA11716
OG0004085	APOSC_16126	ORYLA12276
OG0004086	APOSC_12553	ORYLA05224
OG0004087	APOSC_05303	ORYLA09831
OG0004088	APOSC_06799, APOSC_06800	ORYLA13309, ORYLA20375
OG0004089	APOSC_13671	ORYLA03508
OG0004090	APOSC_24285, APOSC_20269	ORYLA13744
OG0004091	APOSC_12845	ORYLA17298
OG0004092	APOSC_18299	ORYLA16447
OG0004093	APOSC_16358	ORYLA19122, ORYLA19123
OG0004094	APOSC_04403	ORYLA18005
OG0004095	APOSC_23518, APOSC_16725	ORYLA14848
OG0004096	APOSC_13674	ORYLA06633, ORYLA13446
OG0004097	APOSC_02415, APOSC_15719	ORYLA00951
OG0004098	APOSC_08501, APOSC_08500	ORYLA13241
OG0004099	APOSC_18713	ORYLA05808, ORYLA07729
OG0004100	APOSC_15294	ORYLA14757
OG0004101	APOSC_13319	ORYLA00034
OG0004102	APOSC_25199	ORYLA08051, ORYLA05259
OG0004104	APOSC_18419	ORYLA17223, ORYLA13619
OG0004105	APOSC_20157, APOSC_20158	ORYLA05328
OG0004106	APOSC_10773	ORYLA14443, ORYLA16021
OG0004108	APOSC_13048	ORYLA05030
OG0004110	APOSC_11200	ORYLA03874, ORYLA05290
OG0004111	APOSC_09767	ORYLA02203, ORYLA05362, ORYLA11476
OG0004112	APOSC_07040	ORYLA01550
OG0004113	APOSC_14445	ORYLA15528
OG0004114	APOSC_10050	ORYLA04348
OG0004116	APOSC_01511, APOSC_01512	ORYLA04207
OG0004117	APOSC_13222, APOSC_13221	ORYLA06456
OG0004118	APOSC_06300	ORYLA11078, ORYLA15080
OG0004119	APOSC_04401, APOSC_04402	ORYLA12671
OG0004120	APOSC_22567, APOSC_22568	ORYLA04987
OG0004121	APOSC_26762	ORYLA15655, ORYLA03797, ORYLA06814
OG0004123	APOSC_21789, APOSC_21790	ORYLA19290
OG0004124	APOSC_08825	ORYLA15467, ORYLA09082
OG0004125	APOSC_11946	ORYLA00144
OG0004126	APOSC_01843	ORYLA03650
OG0004127	APOSC_07047	ORYLA09061
OG0004129	APOSC_17304, APOSC_28066	ORYLA04726
OG0004130	APOSC_15010	ORYLA05755, ORYLA05756
OG0004131	APOSC_25999	ORYLA17963
OG0004132	APOSC_10373	ORYLA08928
OG0004133	APOSC_04232	ORYLA03520, ORYLA09449
OG0004135	APOSC_06031	ORYLA00556, ORYLA19702, ORYLA17201
OG0004136	APOSC_21530	ORYLA15892
OG0004137	APOSC_00636	ORYLA19715
OG0004139	APOSC_17399	ORYLA10225, ORYLA13368
OG0004140	APOSC_06873, APOSC_06874	ORYLA15266
OG0004141	APOSC_16231	ORYLA15916, ORYLA20262
OG0004142	APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815	ORYLA19228
OG0004143	APOSC_27168, APOSC_27167	ORYLA14097, ORYLA12079
OG0004144	APOSC_00660	ORYLA06031, ORYLA09444
OG0004146	APOSC_14892	ORYLA17537
OG0004147	APOSC_19122	ORYLA09999, ORYLA08535
OG0004148	APOSC_15043, APOSC_15044	ORYLA08231, ORYLA19465
OG0004149	APOSC_02970, APOSC_02971	ORYLA09652, ORYLA00944
OG0004151	APOSC_00107	ORYLA16600
OG0004153	APOSC_08022	ORYLA01191
OG0004154	APOSC_22416	ORYLA10398
OG0004156	APOSC_06425	ORYLA14744, ORYLA14745, ORYLA14464
OG0004157	APOSC_27434	ORYLA20243, ORYLA16041
OG0004158	APOSC_10209	ORYLA08591, ORYLA09357, ORYLA08876
OG0004159	APOSC_12951	ORYLA10140
OG0004160	APOSC_03754	ORYLA06641, ORYLA13459
OG0004161	APOSC_20917	ORYLA08743
OG0004162	APOSC_12130	ORYLA16508
OG0004166	APOSC_13131	ORYLA15487
OG0004167	APOSC_00650	ORYLA15371, ORYLA01065
OG0004168	APOSC_04235	ORYLA03465
OG0004169	APOSC_25303	ORYLA16635
OG0004171	APOSC_27996, APOSC_27995	ORYLA03005
OG0004174	APOSC_11600	ORYLA17453
OG0004175	APOSC_14869	ORYLA02638
OG0004176	APOSC_27087	ORYLA20490
OG0004178	APOSC_21497	ORYLA20267, ORYLA16161
OG0004179	APOSC_26029	ORYLA15111, ORYLA16660, ORYLA08320
OG0004180	APOSC_05627	ORYLA09252, ORYLA20090
OG0004181	APOSC_19298, APOSC_19299	ORYLA00305
OG0004182	APOSC_22372, APOSC_24923	ORYLA03175, ORYLA03174
OG0004183	APOSC_23810	ORYLA17883
OG0004184	APOSC_01611	ORYLA04652, ORYLA04653
OG0004185	APOSC_24657	ORYLA13738
OG0004186	APOSC_12750	ORYLA10541, ORYLA04337, ORYLA04880
OG0004187	APOSC_18178	ORYLA12466, ORYLA09321
OG0004188	APOSC_19051	ORYLA18782
OG0004190	APOSC_03589	ORYLA16767
OG0004194	APOSC_21076	ORYLA18404, ORYLA02231, ORYLA08478
OG0004214	APOSC_21908, APOSC_21906, APOSC_21907	ORYLA06043
OG0004215	APOSC_16447	ORYLA03688
OG0004216	APOSC_18234	ORYLA11137
OG0004217	APOSC_15366, APOSC_15365	ORYLA00162
OG0004218	APOSC_15148	ORYLA17352, ORYLA09066
OG0004219	APOSC_25433, APOSC_25434	ORYLA09856
OG0004222	APOSC_24192	ORYLA10143
OG0004223	APOSC_28636, APOSC_28635	ORYLA01529
OG0004225	APOSC_27259	ORYLA14375, ORYLA06540
OG0004226	APOSC_11744	ORYLA10741, ORYLA01488
OG0004227	APOSC_07436	ORYLA15581
OG0004229	APOSC_18807	ORYLA04904, ORYLA01162
OG0004230	APOSC_11830	ORYLA03779
OG0004231	APOSC_04324	ORYLA17203
OG0004232	APOSC_20829, APOSC_20830	ORYLA18836
OG0004233	APOSC_18789	ORYLA13892, ORYLA03624
OG0004235	APOSC_13621	ORYLA18461, ORYLA18460
OG0004236	APOSC_09759	ORYLA18284
OG0004237	APOSC_08707, APOSC_07559	ORYLA00477
OG0004238	APOSC_13447	ORYLA02026, ORYLA19743
OG0004239	APOSC_00833	ORYLA15565
OG0004240	APOSC_01716	ORYLA05216
OG0004241	APOSC_26715	ORYLA09540, ORYLA09541
OG0004243	APOSC_21071	ORYLA08230, ORYLA19467
OG0004245	APOSC_10499, APOSC_10498, APOSC_10497	ORYLA05193
OG0004246	APOSC_02127	ORYLA08241
OG0004247	APOSC_11597, APOSC_28927, APOSC_11598	ORYLA04151
OG0004248	APOSC_02729	ORYLA15416
OG0004249	APOSC_05383	ORYLA02545
OG0004250	APOSC_22267	ORYLA05194
OG0004251	APOSC_06011	ORYLA13407, ORYLA06357
OG0004252	APOSC_15635	ORYLA11763
OG0004253	APOSC_17061	ORYLA08024, ORYLA03451
OG0004254	APOSC_08300	ORYLA02332
OG0004255	APOSC_05604	ORYLA14321
OG0004257	APOSC_16172	ORYLA13796
OG0004258	APOSC_15994	ORYLA08400
OG0004259	APOSC_13815, APOSC_13814	ORYLA14900, ORYLA14901
OG0004260	APOSC_11794	ORYLA14804
OG0004261	APOSC_10630	ORYLA02160
OG0004262	APOSC_02898	ORYLA11314
OG0004263	APOSC_25349	ORYLA19672
OG0004264	APOSC_15069	ORYLA05100, ORYLA08266, ORYLA17356
OG0004265	APOSC_13935	ORYLA13288
OG0004268	APOSC_02867	ORYLA18618
OG0004269	APOSC_26344	ORYLA00762
OG0004270	APOSC_08577	ORYLA01546, ORYLA05748
OG0004271	APOSC_03782	ORYLA10889, ORYLA14724
OG0004272	APOSC_04474	ORYLA17688
OG0004273	APOSC_19429	ORYLA05805
OG0004274	APOSC_26837	ORYLA19950, ORYLA05643
OG0004275	APOSC_18680	ORYLA11016, ORYLA14720, ORYLA14202
OG0004276	APOSC_27482	ORYLA05549
OG0004277	APOSC_13693	ORYLA07503
OG0004278	APOSC_20389	ORYLA02821
OG0004280	APOSC_04873	ORYLA16385
OG0004281	APOSC_21034	ORYLA02976
OG0004282	APOSC_02423	ORYLA01943
OG0004283	APOSC_16308	ORYLA01415
OG0004284	APOSC_01925	ORYLA12786
OG0004285	APOSC_03562	ORYLA01291
OG0004286	APOSC_15917	ORYLA03608
OG0004289	APOSC_21362	ORYLA11614
OG0004290	APOSC_01455	ORYLA14551, ORYLA06167, ORYLA01685
OG0004291	APOSC_10039	ORYLA05148
OG0004292	APOSC_09946	ORYLA04782
OG0004294	APOSC_18528	ORYLA12360, ORYLA15730
OG0004295	APOSC_09213	ORYLA13614
OG0004296	APOSC_26593	ORYLA18165, ORYLA02795
OG0004297	APOSC_02921	ORYLA01594
OG0004299	APOSC_24511	ORYLA07203, ORYLA04240
OG0004300	APOSC_16240	ORYLA20173
OG0004301	APOSC_06274	ORYLA01175
OG0004302	APOSC_19513	ORYLA07918
OG0004303	APOSC_24805	ORYLA06906, ORYLA03599
OG0004304	APOSC_08537	ORYLA02764
OG0004305	APOSC_13535	ORYLA12983
OG0004306	APOSC_27082	ORYLA19624, ORYLA19623
OG0004307	APOSC_13498	ORYLA16647
OG0004308	APOSC_21945	ORYLA01248
OG0004310	APOSC_02803	ORYLA02009, ORYLA12810
OG0004311	APOSC_26182	ORYLA06878, ORYLA12820, ORYLA12821, ORYLA12822, ORYLA12213
OG0004312	APOSC_18207	ORYLA08934
OG0004314	APOSC_20468	ORYLA13384
OG0004315	APOSC_13906	ORYLA08110
OG0004316	APOSC_18673	ORYLA13055
OG0004317	APOSC_12017	ORYLA02343, ORYLA17544, ORYLA03466
OG0004318	APOSC_23679	ORYLA08308
OG0004319	APOSC_18325	ORYLA14604, ORYLA15324
OG0004320	APOSC_24488, APOSC_09036, APOSC_11220	ORYLA09519
OG0004322	APOSC_26489	ORYLA02168
OG0004323	APOSC_23597	ORYLA11937
OG0004324	APOSC_00330	ORYLA16074, ORYLA20239
OG0004325	APOSC_03815	ORYLA02699
OG0004327	APOSC_02149, APOSC_02601	ORYLA03590
OG0004328	APOSC_00739	ORYLA14212
OG0004329	APOSC_22442	ORYLA17380
OG0004330	APOSC_23881, APOSC_16360	ORYLA19620
OG0004331	APOSC_03020	ORYLA10128
OG0004333	APOSC_28574	ORYLA02208
OG0004334	APOSC_24451	ORYLA13634
OG0004335	APOSC_08465, APOSC_08464	ORYLA07228
OG0004336	APOSC_11848	ORYLA12292, ORYLA05686
OG0004337	APOSC_04062, APOSC_04059, APOSC_04060	ORYLA09589
OG0004338	APOSC_18224, APOSC_10748, APOSC_07049	ORYLA03022
OG0004342	APOSC_21988, APOSC_21987	ORYLA07522
OG0004343	APOSC_00769	ORYLA04934
OG0004345	APOSC_22925	ORYLA02462
OG0004346	APOSC_06434, APOSC_06435	ORYLA13068
OG0004347	APOSC_08065, APOSC_11892	ORYLA03450, ORYLA03449
OG0004348	APOSC_28686, APOSC_28688, APOSC_28687	ORYLA09480
OG0004349	APOSC_14515	ORYLA10657
OG0004350	APOSC_22010	ORYLA19055
OG0004352	APOSC_14704	ORYLA05883
OG0004353	APOSC_11748, APOSC_11747	ORYLA05853
OG0004354	APOSC_06624	ORYLA19813
OG0004355	APOSC_01153	ORYLA11295
OG0004356	APOSC_15655	ORYLA03524
OG0004357	APOSC_28000, APOSC_16304	ORYLA05275, ORYLA18598
OG0004358	APOSC_02914	ORYLA15910
OG0004359	APOSC_28538, APOSC_28537	ORYLA14312
OG0004360	APOSC_08667	ORYLA07053
OG0004361	APOSC_24002	ORYLA13310
OG0004362	APOSC_23840	ORYLA16460
OG0004364	APOSC_02494, APOSC_02495, APOSC_29028	ORYLA10803
OG0004365	APOSC_18479	ORYLA14910
OG0004366	APOSC_22180	ORYLA19961
OG0004367	APOSC_20905	ORYLA05252
OG0004368	APOSC_24515	ORYLA13581, ORYLA13582, ORYLA01592
OG0004369	APOSC_11140, APOSC_23833	ORYLA16298
OG0004370	APOSC_05468	ORYLA04218
OG0004372	APOSC_15921	ORYLA12931
OG0004373	APOSC_08422, APOSC_08079	ORYLA13428
OG0004374	APOSC_11001, APOSC_28161	ORYLA13060
OG0004375	APOSC_22061, APOSC_22062	ORYLA14822
OG0004376	APOSC_03057	ORYLA03453, ORYLA03982, ORYLA17266, ORYLA17265
OG0004378	APOSC_06765	ORYLA03486
OG0004379	APOSC_24408	ORYLA16844, ORYLA11000
OG0004380	APOSC_24668	ORYLA14741, ORYLA14742, ORYLA11001
OG0004381	APOSC_01881	ORYLA01629
OG0004382	APOSC_05467	ORYLA02422
OG0004383	APOSC_03307, APOSC_03308, APOSC_03306	ORYLA10414
OG0004384	APOSC_13493, APOSC_13495, APOSC_13494	ORYLA11849
OG0004385	APOSC_06653	ORYLA02949
OG0004386	APOSC_22820, APOSC_22819, APOSC_22818	ORYLA17577
OG0004389	APOSC_06156, APOSC_06157	ORYLA06660, ORYLA13273
OG0004390	APOSC_08698, APOSC_08696, APOSC_08697	ORYLA06508
OG0004392	APOSC_05231	ORYLA05276
OG0004393	APOSC_03433	ORYLA00736, ORYLA05065, ORYLA07310
OG0004395	APOSC_07133	ORYLA11237, ORYLA11236
OG0004396	APOSC_03257	ORYLA13670, ORYLA13671
OG0004397	APOSC_23744	ORYLA12670, ORYLA06982, ORYLA12927
OG0004398	APOSC_17705	ORYLA19042
OG0004399	APOSC_22477, APOSC_22476	ORYLA15917, ORYLA10934
OG0004400	APOSC_15952	ORYLA12834, ORYLA06976
OG0004401	APOSC_05845	ORYLA16391
OG0004402	APOSC_21198, APOSC_21197	ORYLA00359
OG0004403	APOSC_09622	ORYLA12131
OG0004404	APOSC_18017, APOSC_07703	ORYLA18290, ORYLA18289
OG0004405	APOSC_14805, APOSC_14804	ORYLA00290
OG0004406	APOSC_00075, APOSC_00074	ORYLA07369, ORYLA10660, ORYLA11663
OG0004407	APOSC_00103, APOSC_00104	ORYLA10493
OG0004408	APOSC_25104, APOSC_25103	ORYLA04575
OG0004409	APOSC_24925	ORYLA11017, ORYLA14719
OG0004413	APOSC_00838, APOSC_00839	ORYLA13706
OG0004414	APOSC_23058	ORYLA04213, ORYLA03766
OG0004415	APOSC_04509	ORYLA02106
OG0004417	APOSC_07939	ORYLA06644
OG0004418	APOSC_06342	ORYLA14094, ORYLA17533
OG0004419	APOSC_27089	ORYLA17812
OG0004420	APOSC_01938	ORYLA15597, ORYLA13498
OG0004421	APOSC_27707	ORYLA13703
OG0004422	APOSC_23964	ORYLA17669
OG0004423	APOSC_27132	ORYLA02181
OG0004424	APOSC_22699	ORYLA14156
OG0004425	APOSC_27479	ORYLA16312
OG0004426	APOSC_18555	ORYLA03269
OG0004427	APOSC_07384	ORYLA12454, ORYLA14582, ORYLA05172
OG0004459	APOSC_02057	ORYLA07864
OG0004460	APOSC_11378	ORYLA14340
OG0004461	APOSC_09578	ORYLA11220, ORYLA13678
OG0004462	APOSC_03810	ORYLA08525
OG0004467	APOSC_08131, APOSC_08130	ORYLA17825, ORYLA04362
OG0004468	APOSC_04083	ORYLA01117
OG0004471	APOSC_23990	ORYLA09668
OG0004472	APOSC_24611	ORYLA11083
OG0004474	APOSC_14066	ORYLA15384
OG0004476	APOSC_28912	ORYLA17923
OG0004477	APOSC_09595, APOSC_19809	ORYLA17327, ORYLA02798, ORYLA14659
OG0004478	APOSC_09228	ORYLA15190
OG0004479	APOSC_27243	ORYLA01642
OG0004480	APOSC_09626	ORYLA08284
OG0004481	APOSC_01303, APOSC_01304	ORYLA12038, ORYLA12039
OG0004482	APOSC_15944	ORYLA09158
