Orthogroup	APOSC_ok	MOUSE
OG0003394	APOSC_04303	MOUSE15699
OG0003396	APOSC_01679	MOUSE41750, MOUSE19964
OG0003419	APOSC_24829	MOUSE24280, MOUSE24279, MOUSE24281, MOUSE24282
OG0003420	APOSC_19215	MOUSE30898
OG0003421	APOSC_20464	MOUSE48228, MOUSE48226, MOUSE48227
OG0003422	APOSC_08655, APOSC_12687	MOUSE01858, MOUSE01856, MOUSE01855
OG0003424	APOSC_23765	MOUSE46224, MOUSE46223
OG0003425	APOSC_20861	MOUSE19442
OG0003426	APOSC_14543, APOSC_14542	MOUSE20301, MOUSE20300
OG0003428	APOSC_11400	MOUSE48725, MOUSE48724, MOUSE48722, MOUSE48726, MOUSE48723
OG0003429	APOSC_08528, APOSC_02740, APOSC_17184, APOSC_08273	MOUSE17278
OG0003430	APOSC_02277	MOUSE24273, MOUSE24275, MOUSE24274, MOUSE24272, MOUSE24271, MOUSE42839, MOUSE42838
OG0003431	APOSC_05302	MOUSE14812, MOUSE14813, MOUSE23915, MOUSE23916, MOUSE23917
OG0003432	APOSC_28050	MOUSE18616
OG0003433	APOSC_10843	MOUSE04206, MOUSE04205, MOUSE04201, MOUSE04203, MOUSE04204, MOUSE04199, MOUSE04200, MOUSE04197, MOUSE04198, MOUSE04202, MOUSE04207
OG0003434	APOSC_08572	MOUSE53227
OG0003435	APOSC_16233	MOUSE11712, MOUSE11711, MOUSE11708, MOUSE11710, MOUSE11713, MOUSE11707, MOUSE11709
OG0003437	APOSC_08994, APOSC_23604	MOUSE03746, MOUSE48698
OG0003441	APOSC_05349	MOUSE11283
OG0003443	APOSC_21858	MOUSE00337, MOUSE07443
OG0003444	APOSC_27190, APOSC_27191	MOUSE45924
OG0003445	APOSC_06753	MOUSE25522, MOUSE25521
OG0003447	APOSC_14224	MOUSE39104, MOUSE39107
OG0003448	APOSC_12959, APOSC_12960	MOUSE43761, MOUSE43760
OG0003449	APOSC_17548	MOUSE15177
OG0003450	APOSC_01467	MOUSE03860, MOUSE03859, MOUSE03861
OG0003451	APOSC_14787	MOUSE16031, MOUSE16030, MOUSE16029, MOUSE16028, MOUSE16025, MOUSE16026, MOUSE16027
OG0003452	APOSC_23506	MOUSE46624, MOUSE46622, MOUSE46621
OG0003453	APOSC_24552, APOSC_24553	MOUSE37347, MOUSE37348
OG0003454	APOSC_03485	MOUSE05740, MOUSE24875, MOUSE24874, MOUSE24873
OG0003455	APOSC_04973	MOUSE40732, MOUSE40731, MOUSE40730, MOUSE30463, MOUSE30462
OG0003456	APOSC_10391	MOUSE05067, MOUSE05068, MOUSE38598
OG0003457	APOSC_25499	MOUSE21532, MOUSE21533, MOUSE21534, MOUSE06864
OG0003458	APOSC_17177	MOUSE13623, MOUSE13621, MOUSE13619
OG0003459	APOSC_19131	MOUSE18751, MOUSE07439
OG0003460	APOSC_09556	MOUSE18659, MOUSE18653, MOUSE18649, MOUSE18656, MOUSE18657, MOUSE18654, MOUSE18651, MOUSE18650, MOUSE18652, MOUSE18655
OG0003461	APOSC_23855, APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582	MOUSE17244, MOUSE17243
OG0003462	APOSC_12605	MOUSE50373
OG0003463	APOSC_13277	MOUSE24565, MOUSE24563
OG0003464	APOSC_02590	MOUSE38664, MOUSE38666
OG0003465	APOSC_17657	MOUSE25414, MOUSE25415
OG0003466	APOSC_05316, APOSC_03599	MOUSE21260
OG0003467	APOSC_08484, APOSC_08485	MOUSE13943
OG0003469	APOSC_07978, APOSC_07979	MOUSE50469, MOUSE50470, MOUSE50468
OG0003470	APOSC_06657	MOUSE19772, MOUSE19770, MOUSE19769, MOUSE19771
OG0003471	APOSC_19480, APOSC_19479	MOUSE18810
OG0003472	APOSC_28983	MOUSE55353, MOUSE55352, MOUSE55354
OG0003473	APOSC_09713	MOUSE51179, MOUSE16143, MOUSE16144, MOUSE51178, MOUSE51177
OG0003474	APOSC_21466	MOUSE13415, MOUSE13416, MOUSE34026, MOUSE34025, MOUSE34024, MOUSE34027, MOUSE34028
OG0003475	APOSC_12044	MOUSE15813
OG0003476	APOSC_18426, APOSC_18425	MOUSE25013, MOUSE25015, MOUSE25014
OG0003477	APOSC_28136, APOSC_28137	MOUSE21747
OG0003478	APOSC_06956	MOUSE07743, MOUSE07745, MOUSE07744
OG0003479	APOSC_11579	MOUSE23604, MOUSE40904, MOUSE23605, MOUSE40905
OG0003480	APOSC_22791, APOSC_22792	MOUSE18536, MOUSE18530, MOUSE18537, MOUSE18534, MOUSE18535, MOUSE18531, MOUSE18532, MOUSE18533
OG0003481	APOSC_05224	MOUSE26365, MOUSE26364
OG0003482	APOSC_05017	MOUSE02093, MOUSE02094, MOUSE45909
OG0003483	APOSC_24644	MOUSE08689, MOUSE08688, MOUSE08690, MOUSE08691, MOUSE08693, MOUSE08692, MOUSE08687, MOUSE08686, MOUSE08685
OG0003485	APOSC_29059	MOUSE02297, MOUSE02298
OG0003486	APOSC_15150	MOUSE32199, MOUSE32197, MOUSE32198
OG0003487	APOSC_24508	MOUSE30691, MOUSE30690, MOUSE30689, MOUSE30692
OG0003488	APOSC_07632	MOUSE21562, MOUSE21560, MOUSE21559, MOUSE21561, MOUSE21563
OG0003489	APOSC_01163	MOUSE34375, MOUSE52013, MOUSE52012, MOUSE52014, MOUSE52011
OG0003490	APOSC_17078	MOUSE12490
OG0003491	APOSC_27592	MOUSE22818, MOUSE12558, MOUSE12559
OG0003492	APOSC_12490	MOUSE40447, MOUSE20897, MOUSE20898
OG0003495	APOSC_13435	MOUSE28273, MOUSE31994
OG0003496	APOSC_16107	MOUSE50055, MOUSE50054
OG0003497	APOSC_06959	MOUSE50976, MOUSE50975, MOUSE50974
OG0003498	APOSC_07920	MOUSE36292, MOUSE36293, MOUSE36290, MOUSE36291, MOUSE36294
OG0003499	APOSC_23653	MOUSE43680, MOUSE43679
OG0003500	APOSC_22294, APOSC_22295	MOUSE27796
OG0003501	APOSC_23234	MOUSE01539, MOUSE01540, MOUSE01542, MOUSE01538
OG0003502	APOSC_18703	MOUSE38147, MOUSE38146, MOUSE38151, MOUSE38150, MOUSE38149
OG0003503	APOSC_02298	MOUSE06408, MOUSE06409
OG0003504	APOSC_12706	MOUSE37889, MOUSE05933, MOUSE05932, MOUSE05931
OG0003505	APOSC_27791	MOUSE49223, MOUSE49221, MOUSE49219, MOUSE49218, MOUSE49220
OG0003506	APOSC_20588, APOSC_20589	MOUSE03286, MOUSE03285, MOUSE12599, MOUSE48045, MOUSE48046
OG0003507	APOSC_14632	MOUSE01525, MOUSE01524, MOUSE33553
OG0003508	APOSC_16687	MOUSE53216
OG0003509	APOSC_01600	MOUSE04147, MOUSE04148
OG0003511	APOSC_17361	MOUSE10318, MOUSE10316, MOUSE10321, MOUSE10317, MOUSE10320, MOUSE10319, MOUSE10315, MOUSE10314, MOUSE10313
OG0003512	APOSC_18044	MOUSE37510, MOUSE37508, MOUSE37507, MOUSE37509
OG0003513	APOSC_23790	MOUSE23286, MOUSE23284, MOUSE32687
OG0003514	APOSC_25842	MOUSE52721, MOUSE52722, MOUSE39054, MOUSE39055
OG0003515	APOSC_28363	MOUSE12958, MOUSE12957, MOUSE29744, MOUSE29743, MOUSE29746, MOUSE29745
OG0003516	APOSC_07258	MOUSE21436, MOUSE21437, MOUSE21434, MOUSE21435
OG0003517	APOSC_08762	MOUSE20463, MOUSE20462, MOUSE20459, MOUSE02214, MOUSE02215
OG0003518	APOSC_13189	MOUSE19878, MOUSE19877
OG0003519	APOSC_26019, APOSC_26017, APOSC_26018	MOUSE11368, MOUSE11372, MOUSE11374, MOUSE11371, MOUSE11369, MOUSE11370
OG0003520	APOSC_27298, APOSC_09597	MOUSE11355, MOUSE11358, MOUSE11356, MOUSE11357, MOUSE11354, MOUSE07033, MOUSE07034, MOUSE07035
OG0003521	APOSC_19758	MOUSE45228, MOUSE45232, MOUSE45231, MOUSE45230, MOUSE45227
OG0003522	APOSC_15737	MOUSE52171, MOUSE52168, MOUSE52169, MOUSE52172, MOUSE52170
OG0003523	APOSC_24946, APOSC_24945	MOUSE15422, MOUSE15423
OG0003524	APOSC_25697	MOUSE34476, MOUSE34477
OG0003525	APOSC_00186, APOSC_13006	MOUSE11868, MOUSE11869, MOUSE11867
OG0003526	APOSC_03620	MOUSE08673, MOUSE10988, MOUSE10987
OG0003527	APOSC_10538, APOSC_10539	MOUSE45108, MOUSE45105
OG0003528	APOSC_25058	MOUSE12507
OG0003529	APOSC_00775, APOSC_00776	MOUSE22567, MOUSE22566, MOUSE22564, MOUSE22561, MOUSE22565, MOUSE22562, MOUSE22563, MOUSE05554, MOUSE05555
OG0003530	APOSC_01811	MOUSE22229, MOUSE22228, MOUSE22230, MOUSE22232, MOUSE22231
OG0003531	APOSC_06749	MOUSE27520, MOUSE20441
OG0003532	APOSC_12900, APOSC_12899, APOSC_18857, APOSC_05700	MOUSE21921
OG0003533	APOSC_20660	MOUSE10863, MOUSE10865, MOUSE10864
OG0003534	APOSC_16413	MOUSE03093, MOUSE03092, MOUSE07854, MOUSE07853
OG0003535	APOSC_27157	MOUSE12781, MOUSE00942, MOUSE00948, MOUSE00943
OG0003536	APOSC_10287	MOUSE28282, MOUSE28283, MOUSE06551, MOUSE06549, MOUSE06547, MOUSE06548, MOUSE06550
OG0003537	APOSC_25691, APOSC_25690, APOSC_25688, APOSC_25689	MOUSE35903, MOUSE35905, MOUSE35906, MOUSE35902
OG0003538	APOSC_12153, APOSC_21059	MOUSE21443
OG0003539	APOSC_28124, APOSC_28123	MOUSE48000, MOUSE48003
OG0003541	APOSC_12528, APOSC_12526, APOSC_12527	MOUSE49870, MOUSE49872, MOUSE49868, MOUSE49869, MOUSE49874, MOUSE49873, MOUSE49871
OG0003542	APOSC_25446	MOUSE46220
OG0003543	APOSC_20594	MOUSE32048, MOUSE32047
OG0003544	APOSC_15667	MOUSE34150, MOUSE34151
OG0003545	APOSC_01423	MOUSE05147, MOUSE05148, MOUSE45984, MOUSE05146, MOUSE05145
OG0003546	APOSC_23945	MOUSE32868, MOUSE23969, MOUSE23968
OG0003547	APOSC_28667, APOSC_28666	MOUSE47144, MOUSE47146, MOUSE47143, MOUSE47142, MOUSE47145
OG0003548	APOSC_05144	MOUSE36205, MOUSE36206, MOUSE36204
OG0003549	APOSC_15888	MOUSE00103, MOUSE00104, MOUSE00102, MOUSE54471, MOUSE54470, MOUSE54469
OG0003550	APOSC_23937	MOUSE38958, MOUSE26420
OG0003551	APOSC_24999	MOUSE48878, MOUSE48877, MOUSE48875, MOUSE48876, MOUSE32666
OG0003552	APOSC_13079	MOUSE30902, MOUSE30901, MOUSE30899
OG0003553	APOSC_25557	MOUSE40557, MOUSE40555, MOUSE40558, MOUSE40556
OG0003554	APOSC_07264	MOUSE20958, MOUSE20957, MOUSE20956
OG0003556	APOSC_16589	MOUSE29223, MOUSE29227, MOUSE29228, MOUSE29225, MOUSE29226, MOUSE29224
OG0003557	APOSC_02465	MOUSE47782, MOUSE11069, MOUSE11070, MOUSE11068, MOUSE11072, MOUSE11073
OG0003558	APOSC_07078	MOUSE51603
OG0003560	APOSC_23803	MOUSE07074, MOUSE07075, MOUSE07078, MOUSE07079, MOUSE07080, MOUSE07076
OG0003561	APOSC_05634, APOSC_05633	MOUSE00519, MOUSE00518, MOUSE38762, MOUSE38760, MOUSE38763, MOUSE38759, MOUSE00521, MOUSE38761
OG0003562	APOSC_04504	MOUSE13546, MOUSE28194, MOUSE28193, MOUSE13545
OG0003563	APOSC_21769	MOUSE46114, MOUSE46115, MOUSE46111
OG0003564	APOSC_26128	MOUSE21830, MOUSE21834, MOUSE21832, MOUSE21831, MOUSE09522
OG0003565	APOSC_05654	MOUSE47811, MOUSE47813, MOUSE47812
OG0003566	APOSC_14118	MOUSE45915, MOUSE45914, MOUSE45913, MOUSE17313, MOUSE17315, MOUSE17312, MOUSE17314
OG0003567	APOSC_27651	MOUSE15052, MOUSE15050
OG0003568	APOSC_24669	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466
OG0003569	APOSC_26818	MOUSE01772, MOUSE01773, MOUSE23484, MOUSE23483
OG0003570	APOSC_11684	MOUSE24262, MOUSE24261, MOUSE24263
OG0003571	APOSC_19334	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279
OG0003572	APOSC_10707, APOSC_10706	MOUSE43129, MOUSE24716, MOUSE24717, MOUSE07709
OG0003573	APOSC_22721	MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294
OG0003576	APOSC_06059	MOUSE55321, MOUSE19037, MOUSE19038, MOUSE19036, MOUSE28839, MOUSE49792
OG0003577	APOSC_13313	MOUSE32680, MOUSE32679, MOUSE32681
OG0003578	APOSC_25298, APOSC_25297, APOSC_25299	MOUSE35794, MOUSE35795, MOUSE35798, MOUSE35790, MOUSE35791, MOUSE35793
OG0003579	APOSC_20893	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637
OG0003581	APOSC_04452	MOUSE45635
OG0003582	APOSC_10258	MOUSE53584, MOUSE23612, MOUSE53583, MOUSE23611
OG0003598	APOSC_04757	MOUSE26068, MOUSE26067
OG0003600	APOSC_08059	MOUSE43734, MOUSE43737, MOUSE43733, MOUSE43738, MOUSE43736, MOUSE43735, MOUSE43739
OG0003601	APOSC_25575, APOSC_25576	MOUSE35209, MOUSE35208, MOUSE35210
OG0003603	APOSC_26660	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012, MOUSE06010
OG0003604	APOSC_19879	MOUSE04686, MOUSE04687, MOUSE04688, MOUSE37459
OG0003606	APOSC_24339, APOSC_23931	MOUSE34332, MOUSE34333
OG0003607	APOSC_08230	MOUSE08645, MOUSE08646
OG0003608	APOSC_20138	MOUSE23913, MOUSE23911, MOUSE23912, MOUSE23908, MOUSE23909, MOUSE23910
OG0003610	APOSC_06489	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713, MOUSE35717
OG0003611	APOSC_27392	MOUSE03230, MOUSE03228, MOUSE03229
OG0003612	APOSC_26359	MOUSE17712, MOUSE17715, MOUSE17714
OG0003613	APOSC_02881	MOUSE52720, MOUSE52719, MOUSE49624
OG0003615	APOSC_11360	MOUSE18457, MOUSE13209, MOUSE13208
OG0003616	APOSC_26238	MOUSE41038, MOUSE41039, MOUSE41037
OG0003617	APOSC_11452	MOUSE15713
OG0003618	APOSC_27107	MOUSE21564
OG0003619	APOSC_04035, APOSC_04036	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314
OG0003620	APOSC_04440	MOUSE35127, MOUSE35128
OG0003621	APOSC_23124, APOSC_23123	MOUSE44995, MOUSE44993, MOUSE44994
OG0003622	APOSC_16583	MOUSE28010, MOUSE28008, MOUSE28009
OG0003623	APOSC_05900	MOUSE41485
OG0003625	APOSC_21607	MOUSE53422
OG0003627	APOSC_10236	MOUSE21801, MOUSE21800, MOUSE21802, MOUSE45258, MOUSE45262, MOUSE45261, MOUSE45260, MOUSE45254, MOUSE45256, MOUSE45255, MOUSE45259, MOUSE45257
OG0003628	APOSC_05325, APOSC_09088, APOSC_05324	MOUSE51572, MOUSE51569, MOUSE10627, MOUSE51571, MOUSE51570, MOUSE51568
OG0003629	APOSC_26137	MOUSE29983, MOUSE29984
OG0003630	APOSC_17756, APOSC_17755, APOSC_17757	MOUSE46274
OG0003631	APOSC_17097	MOUSE03621, MOUSE03619, MOUSE03618, MOUSE03620
OG0003632	APOSC_29018, APOSC_16472	MOUSE34977, MOUSE29457, MOUSE29458
OG0003633	APOSC_17860	MOUSE45040, MOUSE45041, MOUSE45037, MOUSE45039, MOUSE45038, MOUSE45036
OG0003635	APOSC_21380	MOUSE55664
OG0003638	APOSC_04672	MOUSE07871
OG0003639	APOSC_03331	MOUSE04482, MOUSE04483, MOUSE04481
OG0003640	APOSC_20632	MOUSE06258, MOUSE06259, MOUSE23351
OG0003641	APOSC_28507	MOUSE19690, MOUSE28969, MOUSE28970
OG0003642	APOSC_21992	MOUSE51394
OG0003643	APOSC_14666, APOSC_10990, APOSC_10989	MOUSE23455, MOUSE23454
OG0003644	APOSC_13766	MOUSE25659, MOUSE25655, MOUSE25658
OG0003645	APOSC_17297	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755
OG0003647	APOSC_13796	MOUSE10325, MOUSE10328, MOUSE10330
OG0003648	APOSC_26289	MOUSE35777, MOUSE35776, MOUSE35779, MOUSE35778
OG0003649	APOSC_04280, APOSC_04281	MOUSE18455
OG0003650	APOSC_01121, APOSC_01120	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147
OG0003651	APOSC_22893	MOUSE28186, MOUSE32014, MOUSE32016, MOUSE32015, MOUSE32017, MOUSE32012, MOUSE32013
OG0003652	APOSC_11361	MOUSE51309, MOUSE00670
OG0003653	APOSC_06361	MOUSE13490, MOUSE13491, MOUSE43712, MOUSE43711, MOUSE12262, MOUSE13492
OG0003654	APOSC_10366	MOUSE29385, MOUSE29384
OG0003655	APOSC_11993	MOUSE00092, MOUSE00091, MOUSE38828
OG0003656	APOSC_18739	MOUSE52004, MOUSE52005, MOUSE30702
OG0003657	APOSC_24280	MOUSE26477, MOUSE26479, MOUSE26480, MOUSE26478
OG0003658	APOSC_03798	MOUSE39824
OG0003659	APOSC_18860	MOUSE05800, MOUSE05799, MOUSE05801
OG0003660	APOSC_09904, APOSC_09903	MOUSE11149, MOUSE11145, MOUSE11148, MOUSE11147, MOUSE11146
OG0003662	APOSC_21598	MOUSE00931, MOUSE00930, MOUSE00932, MOUSE40409, MOUSE40410, MOUSE40406, MOUSE40408, MOUSE40407
OG0003663	APOSC_10877	MOUSE03415, MOUSE00823, MOUSE03414
OG0003664	APOSC_08966	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910
OG0003665	APOSC_04754, APOSC_25726	MOUSE07285
OG0003666	APOSC_05812	MOUSE26034, MOUSE26036, MOUSE23757, MOUSE23758
OG0003668	APOSC_25254	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217
OG0003669	APOSC_15477	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718
OG0003671	APOSC_08142	MOUSE21089, MOUSE03153
OG0003672	APOSC_19065	MOUSE03769, MOUSE03770
OG0003673	APOSC_15147	MOUSE16463, MOUSE16464
OG0003674	APOSC_28516, APOSC_28518	MOUSE03963, MOUSE03964
OG0003675	APOSC_28034	MOUSE53287, MOUSE53284, MOUSE53286, MOUSE53283
OG0003676	APOSC_19440	MOUSE53232, MOUSE53233
OG0003677	APOSC_09551	MOUSE26179, MOUSE25068, MOUSE25069, MOUSE05328
OG0003678	APOSC_24849	MOUSE33349, MOUSE33347, MOUSE33348, MOUSE50401, MOUSE50400
OG0003679	APOSC_05717	MOUSE15732, MOUSE25049, MOUSE25050
OG0003680	APOSC_16106	MOUSE02511, MOUSE02510, MOUSE02508, MOUSE02509, MOUSE02513, MOUSE02514, MOUSE22063, MOUSE22062
OG0003681	APOSC_15622, APOSC_06679	MOUSE14464, MOUSE27092, MOUSE27091
OG0003682	APOSC_08734, APOSC_08733	MOUSE24620, MOUSE24619
OG0003683	APOSC_17206	MOUSE37323, MOUSE37321, MOUSE20043, MOUSE20045, MOUSE20047, MOUSE20048, MOUSE20046
OG0003684	APOSC_26190	MOUSE23198, MOUSE23196, MOUSE23195, MOUSE23197
OG0003685	APOSC_09627	MOUSE51976, MOUSE51974, MOUSE51975
OG0003686	APOSC_08575	MOUSE49108, MOUSE49109, MOUSE49107, MOUSE49105, MOUSE49106, MOUSE49104, MOUSE49103, MOUSE49102, MOUSE49101, MOUSE49099
OG0003687	APOSC_02961	MOUSE02568, MOUSE02567, MOUSE05366, MOUSE22110, MOUSE22109
OG0003688	APOSC_12988, APOSC_12989	MOUSE34520, MOUSE34521, MOUSE34522
OG0003689	APOSC_14402	MOUSE05393, MOUSE05394, MOUSE26456, MOUSE26455, MOUSE26457
OG0003690	APOSC_12760	MOUSE07036, MOUSE07037, MOUSE07038
OG0003691	APOSC_18065, APOSC_08084, APOSC_08085	MOUSE48085, MOUSE48086, MOUSE48087
OG0003692	APOSC_29035	MOUSE02817, MOUSE02816, MOUSE02818
OG0003693	APOSC_02780	MOUSE41191, MOUSE41190, MOUSE11267, MOUSE11266, MOUSE11265
OG0003694	APOSC_22584, APOSC_22583	MOUSE30782
OG0003695	APOSC_04824	MOUSE25741, MOUSE25740, MOUSE25739, MOUSE20814
OG0003696	APOSC_01727	MOUSE35449, MOUSE35450
OG0003697	APOSC_19087	MOUSE06524
OG0003698	APOSC_02793, APOSC_02794	MOUSE21124, MOUSE12762
OG0003699	APOSC_11615	MOUSE25218
OG0003700	APOSC_13023	MOUSE15026, MOUSE06260, MOUSE06261, MOUSE06262
OG0003701	APOSC_12893	MOUSE15704, MOUSE15707, MOUSE15706, MOUSE15705, MOUSE15703
OG0003702	APOSC_17129	MOUSE28176, MOUSE28174, MOUSE28173, MOUSE07243, MOUSE07240, MOUSE07242, MOUSE07241, MOUSE07239, MOUSE07237, MOUSE28175
OG0003703	APOSC_27805	MOUSE20574, MOUSE27650
OG0003704	APOSC_20184	MOUSE48834, MOUSE48833, MOUSE33411, MOUSE33409
OG0003705	APOSC_05948	MOUSE35234, MOUSE35235, MOUSE35240, MOUSE35241, MOUSE35238, MOUSE35236, MOUSE35237
OG0003706	APOSC_20014	MOUSE17759, MOUSE17750, MOUSE17753, MOUSE17755, MOUSE17756, MOUSE17754, MOUSE17757, MOUSE17758, MOUSE17752, MOUSE17751
OG0003707	APOSC_05582, APOSC_05581	MOUSE09616, MOUSE44752, MOUSE44751
OG0003709	APOSC_15334, APOSC_13159, APOSC_12769	MOUSE43765, MOUSE43763, MOUSE43764
OG0003710	APOSC_14492, APOSC_14493	MOUSE55264, MOUSE31690
OG0003711	APOSC_11492	MOUSE51928, MOUSE51930, MOUSE51936, MOUSE51935, MOUSE51933, MOUSE51931, MOUSE51932, MOUSE51927, MOUSE51929
OG0003712	APOSC_02385	MOUSE14240, MOUSE14239, MOUSE15046
OG0003713	APOSC_27942	MOUSE23766, MOUSE23765, MOUSE23764, MOUSE23767
OG0003714	APOSC_14044, APOSC_17805, APOSC_10687, APOSC_05091, APOSC_29083, APOSC_21985, APOSC_29084, APOSC_01371	MOUSE34993, MOUSE34994
OG0003716	APOSC_21311	MOUSE15604, MOUSE15602
OG0003717	APOSC_07881	MOUSE33976, MOUSE33975, MOUSE08977, MOUSE08978
OG0003718	APOSC_00053	MOUSE22255, MOUSE22254, MOUSE22249, MOUSE22251
OG0003718	APOSC_06836	MOUSE22257, MOUSE22258, MOUSE22256
OG0003719	APOSC_22019	MOUSE30866
OG0003720	APOSC_08724	MOUSE23793, MOUSE23792, MOUSE23794, MOUSE17553
OG0003721	APOSC_17333	MOUSE20246, MOUSE20247
OG0003722	APOSC_05010	MOUSE31879, MOUSE31880, MOUSE31883, MOUSE31881, MOUSE25682, MOUSE25686, MOUSE25681
OG0003724	APOSC_21114	MOUSE34773, MOUSE34772, MOUSE34770, MOUSE34769, MOUSE34771
OG0003725	APOSC_21258	MOUSE33444, MOUSE33447, MOUSE32961, MOUSE32962, MOUSE18709
OG0003726	APOSC_23965, APOSC_27271	MOUSE34118, MOUSE52017, MOUSE52018
OG0003727	APOSC_07996	MOUSE43077, MOUSE43079, MOUSE43078, MOUSE43080, MOUSE43076
OG0003728	APOSC_04359	MOUSE31942, MOUSE31943, MOUSE31941
OG0003729	APOSC_17222	MOUSE26210, MOUSE26211
OG0003730	APOSC_26661	MOUSE46790, MOUSE46788, MOUSE46787, MOUSE46786
OG0003731	APOSC_22671	MOUSE50324, MOUSE50322, MOUSE50321, MOUSE50323, MOUSE50320
OG0003733	APOSC_16729	MOUSE33101, MOUSE33100
OG0003734	APOSC_26658, APOSC_13258, APOSC_04893	MOUSE25448, MOUSE18509, MOUSE28344
OG0003735	APOSC_04977, APOSC_04976, APOSC_04975	MOUSE51303
OG0003736	APOSC_13821	MOUSE49071
OG0003737	APOSC_02922	MOUSE25393, MOUSE25394, MOUSE23885, MOUSE23886, MOUSE23887
OG0003738	APOSC_26676	MOUSE04750, MOUSE04749
OG0003739	APOSC_28370	MOUSE23353
OG0003740	APOSC_10911, APOSC_12585, APOSC_18389, APOSC_07561	MOUSE45976, MOUSE45977, MOUSE45975
OG0003741	APOSC_01091, APOSC_01092	MOUSE43248, MOUSE43247
OG0003742	APOSC_22045	MOUSE06945, MOUSE06947, MOUSE02363
OG0003743	APOSC_27109	MOUSE37350, MOUSE37349, MOUSE37354
OG0003744	APOSC_22292, APOSC_22293	MOUSE55115, MOUSE55116, MOUSE52537, MOUSE52533, MOUSE52535
OG0003745	APOSC_14669, APOSC_14668	MOUSE15322, MOUSE15325, MOUSE15323
OG0003746	APOSC_24125	MOUSE22549, MOUSE04784, MOUSE04785
OG0003748	APOSC_18301, APOSC_24509	MOUSE01948, MOUSE01947, MOUSE01949, MOUSE01946, MOUSE01950
OG0003749	APOSC_00198	MOUSE42046, MOUSE42049, MOUSE42048, MOUSE42050
OG0003750	APOSC_11143	MOUSE28487
OG0003751	APOSC_05399	MOUSE23837
OG0003752	APOSC_24363	MOUSE32569, MOUSE32570, MOUSE52228, MOUSE52226
OG0003753	APOSC_21092, APOSC_19186	MOUSE06070, MOUSE06071
OG0003753	APOSC_19185	MOUSE16945
OG0003754	APOSC_02725	MOUSE20471, MOUSE20474, MOUSE20473, MOUSE20472, MOUSE02213
OG0003755	APOSC_08866	MOUSE04959
OG0003756	APOSC_14136, APOSC_14135	MOUSE49404, MOUSE49403, MOUSE49401, MOUSE21326
OG0003757	APOSC_05657, APOSC_05656	MOUSE42645, MOUSE42643, MOUSE42644
OG0003758	APOSC_02734	MOUSE05241, MOUSE05240, MOUSE14904
OG0003759	APOSC_17081	MOUSE04234, MOUSE17579, MOUSE17581
OG0003760	APOSC_20897	MOUSE18949, MOUSE18947, MOUSE18948, MOUSE06740, MOUSE06738, MOUSE06736, MOUSE06739, MOUSE06737
OG0003761	APOSC_03791, APOSC_03790	MOUSE51337, MOUSE32241
OG0003762	APOSC_05839	MOUSE06209, MOUSE15008
OG0003763	APOSC_01290, APOSC_09581	MOUSE00212, MOUSE00213
OG0003764	APOSC_01401	MOUSE06475, MOUSE06476, MOUSE06477, MOUSE06478
OG0003766	APOSC_09732	MOUSE28721, MOUSE28722
OG0003767	APOSC_23704, APOSC_02560	MOUSE13389
OG0003768	APOSC_28826	MOUSE01938, MOUSE01939, MOUSE01940
OG0003769	APOSC_02783, APOSC_02782	MOUSE12405, MOUSE12406, MOUSE12409, MOUSE12408
OG0003770	APOSC_13841	MOUSE45318, MOUSE45319, MOUSE45317
OG0003771	APOSC_21005	MOUSE06180, MOUSE06179, MOUSE14269
OG0003772	APOSC_14317, APOSC_14318	MOUSE49741, MOUSE49740, MOUSE49744, MOUSE49743, MOUSE49746
OG0003773	APOSC_22519	MOUSE17006, MOUSE17005, MOUSE17004, MOUSE05143
OG0003776	APOSC_27686, APOSC_02987, APOSC_01377	MOUSE16172, MOUSE16173
OG0003777	APOSC_05890	MOUSE22964, MOUSE05638, MOUSE06985
OG0003778	APOSC_25204	MOUSE18778, MOUSE41255, MOUSE41257, MOUSE41256, MOUSE41258
OG0003779	APOSC_23333, APOSC_23332	MOUSE04027, MOUSE04026, MOUSE04028
OG0003780	APOSC_24719	MOUSE22839, MOUSE22838, MOUSE55080, MOUSE55081, MOUSE55079, MOUSE12878
OG0003795	APOSC_01022	MOUSE53567, MOUSE53566, MOUSE53563, MOUSE53564, MOUSE53565
