Orthogroup	APOSC_ok	AMPFI_ok
OG0003323	APOSC_10997	AMPFI_21338
OG0003324	APOSC_15048, APOSC_06758	AMPFI_13390
OG0003325	APOSC_20628	AMPFI_02628
OG0003326	APOSC_05346	AMPFI_11658
OG0003327	APOSC_25953	AMPFI_09228
OG0003328	APOSC_07445	AMPFI_00690
OG0003329	APOSC_17606	AMPFI_09316
OG0003330	APOSC_12519, APOSC_12520	AMPFI_14485
OG0003331	APOSC_14662	AMPFI_17012
OG0003332	APOSC_06501, APOSC_11037	AMPFI_08196
OG0003333	APOSC_20676, APOSC_20675	AMPFI_04378
OG0003334	APOSC_09239	AMPFI_10291
OG0003335	APOSC_22973, APOSC_26808, APOSC_25100	AMPFI_09229
OG0003337	APOSC_17322	AMPFI_19949
OG0003338	APOSC_12698	AMPFI_13448
OG0003340	APOSC_00595	AMPFI_22094
OG0003341	APOSC_08089	AMPFI_00777
OG0003343	APOSC_10154	AMPFI_13993
OG0003344	APOSC_02014, APOSC_02015	AMPFI_09335
OG0003345	APOSC_05069	AMPFI_24924
OG0003347	APOSC_20227	AMPFI_24143
OG0003348	APOSC_25980	AMPFI_05356
OG0003349	APOSC_12458	AMPFI_05046
OG0003351	APOSC_10926	AMPFI_08636
OG0003352	APOSC_05072	AMPFI_02467
OG0003353	APOSC_04886, APOSC_04887	AMPFI_06338
OG0003354	APOSC_02148	AMPFI_18029
OG0003355	APOSC_23132	AMPFI_15437
OG0003356	APOSC_06969	AMPFI_21630
OG0003357	APOSC_00797, APOSC_00800	AMPFI_11721
OG0003359	APOSC_26597, APOSC_26598	AMPFI_08504
OG0003360	APOSC_10951, APOSC_10952, APOSC_10953	AMPFI_09135
OG0003361	APOSC_00516, APOSC_06798	AMPFI_14228
OG0003362	APOSC_14702	AMPFI_07048
OG0003364	APOSC_20943, APOSC_20944	AMPFI_22450
OG0003365	APOSC_14128	AMPFI_11415
OG0003366	APOSC_22846	AMPFI_25322
OG0003367	APOSC_08856	AMPFI_07477
OG0003368	APOSC_23104	AMPFI_10687
OG0003369	APOSC_17312	AMPFI_06268
OG0003370	APOSC_27440	AMPFI_12902
OG0003372	APOSC_25151	AMPFI_00013
OG0003373	APOSC_10165, APOSC_15730	AMPFI_06232
OG0003374	APOSC_04421	AMPFI_21401
OG0003375	APOSC_12301, APOSC_12302	AMPFI_21891
OG0003376	APOSC_26385	AMPFI_06810
OG0003378	APOSC_14216	AMPFI_07027
OG0003379	APOSC_15500	AMPFI_13364
OG0003380	APOSC_06475	AMPFI_09994
OG0003381	APOSC_25031	AMPFI_19093
OG0003383	APOSC_25016	AMPFI_04764
OG0003384	APOSC_09692	AMPFI_15736
OG0003386	APOSC_04892	AMPFI_09487
OG0003387	APOSC_15335	AMPFI_04036
OG0003388	APOSC_18890	AMPFI_00589
OG0003389	APOSC_25608	AMPFI_00599
OG0003389	APOSC_18961	AMPFI_25443
OG0003391	APOSC_07433	AMPFI_04451
OG0003392	APOSC_15035, APOSC_15037, APOSC_15038, APOSC_15036	AMPFI_06246
OG0003393	APOSC_04031, APOSC_10149, APOSC_01176, APOSC_01177	AMPFI_16770
OG0003394	APOSC_04303	AMPFI_18861
OG0003396	APOSC_01679	AMPFI_22459
OG0003418	APOSC_09161	AMPFI_17041
OG0003418	APOSC_19706, APOSC_03771	AMPFI_13335
OG0003419	APOSC_24829	AMPFI_08900
OG0003420	APOSC_19215	AMPFI_20723
OG0003421	APOSC_20464	AMPFI_09669
OG0003422	APOSC_08655	AMPFI_08920
OG0003422	APOSC_12687	AMPFI_12987
OG0003424	APOSC_23765	AMPFI_16374
OG0003425	APOSC_20861	AMPFI_09816
OG0003426	APOSC_14543, APOSC_14542	AMPFI_00436
OG0003427	APOSC_06681	AMPFI_05551
OG0003428	APOSC_11400	AMPFI_00454
OG0003429	APOSC_26522, APOSC_02739, APOSC_15613	AMPFI_24807
OG0003429	APOSC_08273	AMPFI_20170
OG0003430	APOSC_02277	AMPFI_06485
OG0003432	APOSC_04068	AMPFI_09971
OG0003432	APOSC_28050	AMPFI_09970
OG0003433	APOSC_10843	AMPFI_08027
OG0003435	APOSC_16233	AMPFI_14379
OG0003436	APOSC_14858	AMPFI_14801
OG0003436	APOSC_13684	AMPFI_22022
OG0003436	APOSC_01916	AMPFI_25197
OG0003438	APOSC_02097	AMPFI_16270
OG0003438	APOSC_05075	AMPFI_19158
OG0003441	APOSC_05349	AMPFI_12076
OG0003443	APOSC_21858	AMPFI_21912
OG0003444	APOSC_27190, APOSC_27191	AMPFI_06726
OG0003445	APOSC_06753	AMPFI_13140
OG0003447	APOSC_14224	AMPFI_18696
OG0003448	APOSC_12959, APOSC_12960	AMPFI_23029
OG0003449	APOSC_17548	AMPFI_25451, AMPFI_19468
OG0003451	APOSC_14787	AMPFI_03894
OG0003452	APOSC_23506	AMPFI_22152, AMPFI_17118, AMPFI_17349
OG0003453	APOSC_24552, APOSC_24553	AMPFI_10385
OG0003454	APOSC_03485	AMPFI_07469
OG0003455	APOSC_04973	AMPFI_09746
OG0003457	APOSC_25499	AMPFI_22980
OG0003458	APOSC_17177	AMPFI_25375
OG0003459	APOSC_19131	AMPFI_23502
OG0003460	APOSC_09556	AMPFI_09159
OG0003461	APOSC_23855, APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582	AMPFI_08837
OG0003462	APOSC_12605	AMPFI_05379
OG0003463	APOSC_13277	AMPFI_25834
OG0003465	APOSC_17657	AMPFI_12228
OG0003466	APOSC_05316	AMPFI_12980, AMPFI_11213
OG0003467	APOSC_08484, APOSC_08485	AMPFI_05595
OG0003468	APOSC_06032	AMPFI_07635
OG0003469	APOSC_07978, APOSC_07979	AMPFI_06767
OG0003470	APOSC_06657	AMPFI_04555, AMPFI_17776
OG0003471	APOSC_19480, APOSC_19479	AMPFI_24941
OG0003472	APOSC_28983	AMPFI_06841
OG0003473	APOSC_09713	AMPFI_07801
OG0003474	APOSC_21466	AMPFI_05008
OG0003475	APOSC_12044	AMPFI_21852, AMPFI_24738
OG0003476	APOSC_18426, APOSC_18425	AMPFI_13173
OG0003477	APOSC_28136, APOSC_28137	AMPFI_11760
OG0003478	APOSC_06956	AMPFI_13018
OG0003479	APOSC_11579	AMPFI_08938
OG0003480	APOSC_22791, APOSC_22792	AMPFI_07447
OG0003481	APOSC_05224, APOSC_08004	AMPFI_14089
OG0003482	APOSC_05017	AMPFI_07972
OG0003483	APOSC_24644	AMPFI_09299
OG0003484	APOSC_13180	AMPFI_18735
OG0003485	APOSC_29059	AMPFI_08775
OG0003486	APOSC_15150	AMPFI_16158
OG0003487	APOSC_24508	AMPFI_23106
OG0003488	APOSC_07632	AMPFI_07299
OG0003489	APOSC_01163	AMPFI_24006
OG0003490	APOSC_17078	AMPFI_22806, AMPFI_19232, AMPFI_21043, AMPFI_04860, AMPFI_11193
OG0003491	APOSC_27592	AMPFI_11101
OG0003492	APOSC_12490	AMPFI_18221, AMPFI_00099
OG0003493	APOSC_07930	AMPFI_17852
OG0003496	APOSC_16107	AMPFI_21723
OG0003496	APOSC_17155	AMPFI_23368
OG0003497	APOSC_06959	AMPFI_04681
OG0003498	APOSC_07920	AMPFI_14554
OG0003499	APOSC_23653	AMPFI_10057
OG0003501	APOSC_23234	AMPFI_09583
OG0003502	APOSC_18703	AMPFI_22051
OG0003503	APOSC_02298	AMPFI_05344
OG0003504	APOSC_12706	AMPFI_24432
OG0003505	APOSC_27791	AMPFI_07475
OG0003506	APOSC_20588, APOSC_20589	AMPFI_14856
OG0003507	APOSC_14632	AMPFI_14147
OG0003508	APOSC_16687	AMPFI_22615
OG0003509	APOSC_01600	AMPFI_07776
OG0003510	APOSC_02259	AMPFI_19782
OG0003511	APOSC_17361	AMPFI_01623
OG0003512	APOSC_18044	AMPFI_02821
OG0003513	APOSC_23790	AMPFI_21434
OG0003514	APOSC_25842	AMPFI_07562
OG0003515	APOSC_28363	AMPFI_20138
OG0003516	APOSC_07258	AMPFI_25715
OG0003517	APOSC_08762	AMPFI_03039
OG0003518	APOSC_13189	AMPFI_13631
OG0003519	APOSC_26019, APOSC_26017, APOSC_26018	AMPFI_10068
OG0003520	APOSC_27298, APOSC_09597	AMPFI_05023
OG0003521	APOSC_19758	AMPFI_16400
OG0003522	APOSC_15737	AMPFI_15136
OG0003523	APOSC_24946, APOSC_24945	AMPFI_07760
OG0003524	APOSC_25697	AMPFI_02059, AMPFI_12429
OG0003525	APOSC_00186	AMPFI_16786, AMPFI_23920
OG0003525	APOSC_13006	AMPFI_03033
OG0003526	APOSC_03620	AMPFI_06222
OG0003527	APOSC_10538, APOSC_10539	AMPFI_08564
OG0003528	APOSC_25058	AMPFI_08029
OG0003529	APOSC_00775, APOSC_00776	AMPFI_16196
OG0003530	APOSC_01811	AMPFI_21595
OG0003531	APOSC_06749	AMPFI_10001
OG0003532	APOSC_05700	AMPFI_24750
OG0003533	APOSC_20660	AMPFI_02269, AMPFI_18447
OG0003534	APOSC_16413	AMPFI_09003
OG0003535	APOSC_27157	AMPFI_24072
OG0003536	APOSC_10287	AMPFI_00410
OG0003537	APOSC_25690, APOSC_25688, APOSC_25689	AMPFI_09546, AMPFI_11095
OG0003538	APOSC_12153	AMPFI_23397
OG0003539	APOSC_28124, APOSC_28123	AMPFI_00975
OG0003540	APOSC_04776, APOSC_04777	AMPFI_00306
OG0003541	APOSC_12528, APOSC_12526, APOSC_12527	AMPFI_21493
OG0003542	APOSC_25446	AMPFI_06443
OG0003543	APOSC_20594	AMPFI_24581
OG0003544	APOSC_15667	AMPFI_19004
OG0003545	APOSC_01423	AMPFI_15023, AMPFI_13578
OG0003546	APOSC_23945	AMPFI_21995, AMPFI_00349
OG0003547	APOSC_28667, APOSC_28666	AMPFI_04834
OG0003548	APOSC_05144	AMPFI_24768
OG0003549	APOSC_15888	AMPFI_15331
OG0003550	APOSC_23937	AMPFI_18741
OG0003551	APOSC_24999	AMPFI_07598
OG0003552	APOSC_13079	AMPFI_05955
OG0003553	APOSC_25557	AMPFI_21634
OG0003554	APOSC_07264	AMPFI_22132
OG0003556	APOSC_16589	AMPFI_08098
OG0003557	APOSC_02465	AMPFI_05440
OG0003558	APOSC_07078	AMPFI_20154
OG0003560	APOSC_23804	AMPFI_10029
OG0003560	APOSC_23803	AMPFI_04633
OG0003561	APOSC_05634, APOSC_05633	AMPFI_06137
OG0003562	APOSC_04504	AMPFI_06538
OG0003563	APOSC_21769	AMPFI_05251
OG0003564	APOSC_26128	AMPFI_08755
OG0003565	APOSC_05654	AMPFI_03548, AMPFI_00450, AMPFI_22462
OG0003566	APOSC_14118	AMPFI_01090
OG0003567	APOSC_27651	AMPFI_22713
OG0003568	APOSC_24669	AMPFI_06943
OG0003570	APOSC_11684	AMPFI_06993
OG0003571	APOSC_19334	AMPFI_12433
OG0003572	APOSC_10707, APOSC_10706	AMPFI_00364
OG0003573	APOSC_22721	AMPFI_10938
OG0003575	APOSC_17112, APOSC_19054	AMPFI_25078
OG0003576	APOSC_06059	AMPFI_02605
OG0003577	APOSC_13313	AMPFI_25920, AMPFI_04085, AMPFI_19335
OG0003578	APOSC_25298, APOSC_25297, APOSC_25299	AMPFI_08173
OG0003579	APOSC_20893	AMPFI_22532
OG0003597	APOSC_28836	AMPFI_11403
OG0003598	APOSC_04757	AMPFI_08091
OG0003599	APOSC_02977	AMPFI_03084
OG0003601	APOSC_25575, APOSC_25576	AMPFI_22792
OG0003603	APOSC_26660	AMPFI_14800
OG0003604	APOSC_19879	AMPFI_14560
OG0003606	APOSC_24339, APOSC_23931	AMPFI_02736
OG0003607	APOSC_08230	AMPFI_01035, AMPFI_08981
OG0003608	APOSC_20138	AMPFI_20147
OG0003609	APOSC_24306	AMPFI_23784
OG0003609	APOSC_21641, APOSC_23035, APOSC_21963, APOSC_23036, APOSC_26843, APOSC_23038, APOSC_23037, APOSC_23039, APOSC_16503, APOSC_19788, APOSC_10979, APOSC_10982, APOSC_10977	AMPFI_10169
OG0003610	APOSC_06489	AMPFI_08064
OG0003611	APOSC_27392	AMPFI_03674
OG0003612	APOSC_26359	AMPFI_00951
OG0003613	APOSC_02881	AMPFI_14181
OG0003614	APOSC_02381	AMPFI_22222
OG0003615	APOSC_11360	AMPFI_05633
OG0003616	APOSC_26238	AMPFI_05609
OG0003617	APOSC_11452	AMPFI_00387
OG0003618	APOSC_27107	AMPFI_07271
OG0003619	APOSC_04035, APOSC_04036	AMPFI_10351
OG0003620	APOSC_04440	AMPFI_09860
OG0003622	APOSC_16583	AMPFI_12437
OG0003623	APOSC_05900	AMPFI_13962
OG0003624	APOSC_08169	AMPFI_03514
OG0003625	APOSC_21607	AMPFI_19199, AMPFI_14897
OG0003626	APOSC_07159	AMPFI_06082
OG0003627	APOSC_10236	AMPFI_04313
OG0003628	APOSC_05325, APOSC_09088, APOSC_05324	AMPFI_06318
OG0003629	APOSC_26137	AMPFI_13944
OG0003630	APOSC_17756, APOSC_17755, APOSC_17757	AMPFI_13915
OG0003631	APOSC_17097	AMPFI_14459, AMPFI_20160, AMPFI_23733
OG0003633	APOSC_17860	AMPFI_02327
OG0003634	APOSC_17799	AMPFI_14902, AMPFI_09982
OG0003635	APOSC_01899, APOSC_01900	AMPFI_14547
OG0003635	APOSC_21380	AMPFI_15181
OG0003636	APOSC_19330, APOSC_19573	AMPFI_00213
OG0003638	APOSC_04672	AMPFI_07537
OG0003639	APOSC_03331	AMPFI_22785, AMPFI_14707, AMPFI_21939, AMPFI_17905
OG0003639	APOSC_03330	AMPFI_20047
OG0003640	APOSC_20632	AMPFI_16498
OG0003641	APOSC_28507	AMPFI_07323
OG0003642	APOSC_21992	AMPFI_06630
OG0003643	APOSC_14666, APOSC_10990, APOSC_10989	AMPFI_12454
OG0003644	APOSC_13766	AMPFI_06306
OG0003645	APOSC_17297	AMPFI_16881
OG0003647	APOSC_13796	AMPFI_00053
OG0003648	APOSC_26289	AMPFI_01550
OG0003650	APOSC_01121, APOSC_01120	AMPFI_12108
OG0003651	APOSC_22893	AMPFI_09243
OG0003652	APOSC_11361	AMPFI_10927
OG0003653	APOSC_06361	AMPFI_11406
OG0003654	APOSC_10366	AMPFI_17684
OG0003655	APOSC_11993	AMPFI_08590
OG0003656	APOSC_18739	AMPFI_15780
OG0003658	APOSC_03798	AMPFI_13106
OG0003659	APOSC_18860	AMPFI_02966
OG0003660	APOSC_09904, APOSC_09903	AMPFI_15577
OG0003662	APOSC_21598	AMPFI_13941
OG0003663	APOSC_10877	AMPFI_22056
OG0003664	APOSC_08966	AMPFI_25223
OG0003665	APOSC_04754, APOSC_25726	AMPFI_01410
OG0003666	APOSC_05812	AMPFI_10136
OG0003668	APOSC_25254	AMPFI_07166
OG0003669	APOSC_15477	AMPFI_11157
OG0003670	APOSC_14529	AMPFI_02015, AMPFI_17913
OG0003670	APOSC_24735	AMPFI_18620
OG0003671	APOSC_08142	AMPFI_00179
OG0003672	APOSC_19065	AMPFI_09980
OG0003673	APOSC_15147	AMPFI_11970
OG0003674	APOSC_28516, APOSC_28518	AMPFI_05762
OG0003675	APOSC_28034	AMPFI_08157
OG0003676	APOSC_19440	AMPFI_18881
OG0003677	APOSC_09551	AMPFI_07661
OG0003678	APOSC_24849	AMPFI_07460
OG0003679	APOSC_05717	AMPFI_07845
OG0003680	APOSC_16106	AMPFI_09842
OG0003681	APOSC_15622, APOSC_06679	AMPFI_19503
OG0003682	APOSC_08734, APOSC_08733	AMPFI_07578
OG0003683	APOSC_17206	AMPFI_02901
OG0003684	APOSC_26190	AMPFI_16180
OG0003685	APOSC_09627	AMPFI_12477
OG0003686	APOSC_08575	AMPFI_07985
OG0003687	APOSC_02961	AMPFI_00830
OG0003688	APOSC_12988, APOSC_12989	AMPFI_03029
OG0003689	APOSC_14402	AMPFI_14009
OG0003690	APOSC_12760	AMPFI_05747
OG0003691	APOSC_18065, APOSC_08084	AMPFI_11092
OG0003691	APOSC_08085	AMPFI_06458
OG0003692	APOSC_29035	AMPFI_03589
OG0003693	APOSC_02780	AMPFI_02553
OG0003694	APOSC_22584, APOSC_22583	AMPFI_08303
OG0003695	APOSC_04824	AMPFI_15699
OG0003696	APOSC_01727	AMPFI_04491, AMPFI_03543
OG0003697	APOSC_19087	AMPFI_11115
OG0003698	APOSC_02794	AMPFI_19011
OG0003699	APOSC_03578	AMPFI_24416
OG0003699	APOSC_11615	AMPFI_09512
OG0003700	APOSC_13023	AMPFI_09947
OG0003701	APOSC_12893	AMPFI_21477, AMPFI_00012, AMPFI_24465
OG0003702	APOSC_17129	AMPFI_15283
OG0003703	APOSC_27805	AMPFI_10771
OG0003704	APOSC_20184	AMPFI_14195
OG0003705	APOSC_05948	AMPFI_23254
OG0003706	APOSC_20014	AMPFI_05005
OG0003707	APOSC_05582, APOSC_05581	AMPFI_07583
OG0003707	APOSC_04920	AMPFI_09443
OG0003708	APOSC_15736	AMPFI_12625
OG0003709	APOSC_12769	AMPFI_06172
OG0003710	APOSC_14492, APOSC_14493	AMPFI_12106, AMPFI_01123
OG0003711	APOSC_11492	AMPFI_12979
OG0003712	APOSC_02385	AMPFI_04984
OG0003713	APOSC_27942	AMPFI_04283
OG0003714	APOSC_14044, APOSC_17805, APOSC_10687, APOSC_05091, APOSC_29083, APOSC_21985, APOSC_29084, APOSC_01371	AMPFI_25572
OG0003715	APOSC_22949, APOSC_22948, APOSC_11622	AMPFI_07207, AMPFI_12007, AMPFI_13868
OG0003716	APOSC_21311	AMPFI_04436
OG0003717	APOSC_07881	AMPFI_00073
OG0003718	APOSC_00053	AMPFI_18529
OG0003719	APOSC_22019	AMPFI_04202
OG0003720	APOSC_08724	AMPFI_24923, AMPFI_22323
OG0003721	APOSC_17333	AMPFI_08300
OG0003722	APOSC_05010	AMPFI_16876
OG0003723	APOSC_19853, APOSC_16823	AMPFI_00551
OG0003724	APOSC_21114	AMPFI_09411
OG0003725	APOSC_21258	AMPFI_06286
OG0003727	APOSC_07996	AMPFI_11496
OG0003728	APOSC_04359	AMPFI_22309
OG0003729	APOSC_17222	AMPFI_24000
OG0003730	APOSC_26661	AMPFI_06364
OG0003731	APOSC_22671	AMPFI_22155
OG0003732	APOSC_11996, APOSC_11995, APOSC_09876	AMPFI_21718
OG0003733	APOSC_16729	AMPFI_08970
OG0003734	APOSC_26658, APOSC_13258, APOSC_04893	AMPFI_18672
OG0003735	APOSC_04975	AMPFI_19574
OG0003736	APOSC_13821	AMPFI_04878
OG0003738	APOSC_26676	AMPFI_15996
OG0003739	APOSC_28370	AMPFI_04457
OG0003740	APOSC_10911	AMPFI_12630
OG0003742	APOSC_22045	AMPFI_17579, AMPFI_21157
OG0003743	APOSC_27109	AMPFI_21068
OG0003744	APOSC_22292, APOSC_22293	AMPFI_11890
OG0003745	APOSC_14669, APOSC_14668	AMPFI_06392
OG0003748	APOSC_18301, APOSC_24509	AMPFI_12821, AMPFI_25550
OG0003749	APOSC_00198	AMPFI_09561
OG0003750	APOSC_11143	AMPFI_19492
OG0003751	APOSC_05399	AMPFI_03897, AMPFI_10264
OG0003752	APOSC_24363	AMPFI_09468
OG0003754	APOSC_02725	AMPFI_09209
OG0003755	APOSC_08866	AMPFI_19354
OG0003756	APOSC_14136, APOSC_14135	AMPFI_17707
OG0003757	APOSC_05657, APOSC_05656	AMPFI_01345, AMPFI_04347, AMPFI_14584, AMPFI_24063
OG0003758	APOSC_02734	AMPFI_19318
OG0003759	APOSC_17081	AMPFI_06066
OG0003760	APOSC_20897	AMPFI_08456
OG0003761	APOSC_03791	AMPFI_18129
OG0003762	APOSC_05839	AMPFI_16490
OG0003764	APOSC_01401	AMPFI_00088
OG0003766	APOSC_09732	AMPFI_01207
OG0003767	APOSC_23704	AMPFI_01797
OG0003768	APOSC_28826	AMPFI_17858, AMPFI_04126, AMPFI_02385
OG0003769	APOSC_02783, APOSC_02782	AMPFI_04434, AMPFI_04953
OG0003771	APOSC_21005	AMPFI_07160
OG0003772	APOSC_14317, APOSC_14318	AMPFI_07478
OG0003773	APOSC_22519	AMPFI_10699
OG0003774	APOSC_22378	AMPFI_12616
OG0003775	APOSC_03883	AMPFI_21974
OG0003776	APOSC_27686, APOSC_02987	AMPFI_18606
OG0003777	APOSC_05890	AMPFI_20144
OG0003778	APOSC_25204	AMPFI_24942
OG0003795	APOSC_01022	AMPFI_09136
OG0003798	APOSC_08296	AMPFI_02948
OG0003803	APOSC_17027	AMPFI_12565
OG0003806	APOSC_10907, APOSC_13794, APOSC_10906, APOSC_27759	AMPFI_05818
OG0003807	APOSC_00860, APOSC_00859	AMPFI_03351
OG0003808	APOSC_06171, APOSC_06172	AMPFI_14079
OG0003809	APOSC_19356	AMPFI_02614
OG0003810	APOSC_24542	AMPFI_19950
OG0003811	APOSC_28788, APOSC_28789	AMPFI_10478
OG0003812	APOSC_18903	AMPFI_10138
OG0003813	APOSC_14390	AMPFI_07875
OG0003815	APOSC_20817	AMPFI_12793
OG0003815	APOSC_20818	AMPFI_05813
OG0003817	APOSC_04119	AMPFI_00947
OG0003818	APOSC_12257	AMPFI_17759
OG0003819	APOSC_11850	AMPFI_22880
OG0003820	APOSC_23379	AMPFI_03526, AMPFI_17489
OG0003821	APOSC_20352	AMPFI_03105
OG0003822	APOSC_04407, APOSC_15735	AMPFI_04513
OG0003823	APOSC_21830	AMPFI_06889
OG0003824	APOSC_04795, APOSC_04794	AMPFI_06085
OG0003825	APOSC_18536	AMPFI_06918
OG0003827	APOSC_07833	AMPFI_21409
OG0003828	APOSC_14010	AMPFI_11909
OG0003829	APOSC_19129	AMPFI_00127
OG0003830	APOSC_12451	AMPFI_07093
OG0003831	APOSC_18338, APOSC_25951, APOSC_17003	AMPFI_12797
OG0003832	APOSC_12737	AMPFI_20517
OG0003833	APOSC_14015, APOSC_26614	AMPFI_18982
OG0003834	APOSC_25052	AMPFI_10226
OG0003835	APOSC_09274	AMPFI_03066
OG0003836	APOSC_03836	AMPFI_14280
OG0003837	APOSC_12128	AMPFI_24684
OG0003838	APOSC_00842	AMPFI_19657
OG0003840	APOSC_03583	AMPFI_23271
OG0003841	APOSC_15694	AMPFI_21826
OG0003843	APOSC_07123	AMPFI_05992
OG0003844	APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569	AMPFI_14349
OG0003845	APOSC_23847	AMPFI_07956
OG0003846	APOSC_01229	AMPFI_06425
OG0003847	APOSC_00975	AMPFI_22971
OG0003847	APOSC_05469	AMPFI_07589
OG0003848	APOSC_12433	AMPFI_23978
OG0003850	APOSC_06463	AMPFI_10267
OG0003851	APOSC_27756	AMPFI_16652
OG0003852	APOSC_27352	AMPFI_10208
OG0003853	APOSC_04073	AMPFI_21676
OG0003854	APOSC_14713	AMPFI_03224
OG0003855	APOSC_03654	AMPFI_20260
OG0003856	APOSC_18473, APOSC_18472	AMPFI_02809
OG0003857	APOSC_04358	AMPFI_07120
OG0003858	APOSC_25588	AMPFI_00370
OG0003860	APOSC_24245	AMPFI_12427
OG0003861	APOSC_21656	AMPFI_02803
OG0003863	APOSC_19667	AMPFI_16528
OG0003864	APOSC_02644, APOSC_02643	AMPFI_13775
OG0003865	APOSC_28988	AMPFI_11940
OG0003866	APOSC_22466	AMPFI_14452
OG0003867	APOSC_04424	AMPFI_17746
OG0003868	APOSC_27663	AMPFI_11838
OG0003869	APOSC_00347, APOSC_00348	AMPFI_17164
OG0003870	APOSC_17219	AMPFI_05899
OG0003871	APOSC_11807	AMPFI_09651
OG0003872	APOSC_02701	AMPFI_14866
OG0003873	APOSC_19201	AMPFI_09750
OG0003874	APOSC_04239	AMPFI_14478
OG0003875	APOSC_05969	AMPFI_06901
OG0003876	APOSC_09137	AMPFI_22260
OG0003877	APOSC_00794, APOSC_00795, APOSC_00278	AMPFI_15725, AMPFI_00796
OG0003878	APOSC_09689	AMPFI_12599
OG0003879	APOSC_26925	AMPFI_04216, AMPFI_06329
OG0003880	APOSC_22538	AMPFI_08957
OG0003881	APOSC_23136	AMPFI_15319, AMPFI_15320
OG0003883	APOSC_26942	AMPFI_12967
OG0003884	APOSC_05090	AMPFI_11418
OG0003885	APOSC_18039	AMPFI_12606
OG0003886	APOSC_23174	AMPFI_05835
OG0003887	APOSC_03357	AMPFI_10957
OG0003888	APOSC_24599	AMPFI_01567, AMPFI_13524
OG0003890	APOSC_28156	AMPFI_14577
OG0003892	APOSC_27794, APOSC_27793	AMPFI_11859, AMPFI_18544
OG0003893	APOSC_23559	AMPFI_15310
OG0003894	APOSC_10489, APOSC_10490	AMPFI_18671
OG0003896	APOSC_25208	AMPFI_07056
OG0003898	APOSC_19432	AMPFI_09375
OG0003899	APOSC_22343	AMPFI_00789
OG0003900	APOSC_04165	AMPFI_23235
OG0003902	APOSC_11133, APOSC_27071, APOSC_23314, APOSC_23315, APOSC_10549, APOSC_08442, APOSC_08441, APOSC_08440	AMPFI_14257
OG0003903	APOSC_19999	AMPFI_19280
OG0003904	APOSC_15257	AMPFI_04520
OG0003905	APOSC_03588	AMPFI_11955
OG0003906	APOSC_08587	AMPFI_11162
OG0003907	APOSC_17622	AMPFI_00935
OG0003909	APOSC_27081	AMPFI_23810
OG0003910	APOSC_21565	AMPFI_04464
OG0003911	APOSC_27900	AMPFI_08416
OG0003912	APOSC_15763, APOSC_28939	AMPFI_24373
OG0003913	APOSC_05119	AMPFI_21191
OG0003914	APOSC_04314	AMPFI_08353
OG0003915	APOSC_24329, APOSC_24330	AMPFI_10789
OG0003916	APOSC_10822	AMPFI_09047
OG0003917	APOSC_06187	AMPFI_16651
OG0003918	APOSC_02265	AMPFI_05529
OG0003919	APOSC_15353	AMPFI_15999
OG0003920	APOSC_10746	AMPFI_25048
OG0003921	APOSC_12515, APOSC_12516	AMPFI_13490
OG0003922	APOSC_11194, APOSC_28594	AMPFI_19502
OG0003923	APOSC_27950	AMPFI_15048
OG0003924	APOSC_06886, APOSC_06885	AMPFI_01856
OG0003925	APOSC_07611	AMPFI_08582
OG0003927	APOSC_22644	AMPFI_25825
OG0003928	APOSC_02544	AMPFI_01023
OG0003929	APOSC_06476	AMPFI_10054
OG0003930	APOSC_13770, APOSC_13771	AMPFI_07230
OG0003931	APOSC_13164, APOSC_13163, APOSC_13162	AMPFI_26056
OG0003932	APOSC_27565, APOSC_27566	AMPFI_10182
OG0003932	APOSC_06227	AMPFI_23012
OG0003933	APOSC_18503	AMPFI_24509
OG0003936	APOSC_20913, APOSC_20914	AMPFI_12668, AMPFI_09358
OG0003937	APOSC_15204	AMPFI_09658
OG0003938	APOSC_18586, APOSC_24798	AMPFI_22623
OG0003939	APOSC_20627	AMPFI_06063
OG0003940	APOSC_29077	AMPFI_19837
OG0003941	APOSC_23683	AMPFI_17393, AMPFI_15479
OG0003942	APOSC_06273	AMPFI_14927
OG0003943	APOSC_15785	AMPFI_08179
OG0003944	APOSC_04799	AMPFI_07557
OG0003945	APOSC_03054	AMPFI_08691
OG0003946	APOSC_04056	AMPFI_00888
OG0003947	APOSC_09900	AMPFI_23175
OG0003948	APOSC_20663	AMPFI_09703
OG0003949	APOSC_07284	AMPFI_12679
OG0003950	APOSC_26776	AMPFI_25875
OG0003951	APOSC_02492	AMPFI_11617
OG0003952	APOSC_20700	AMPFI_08594
OG0003953	APOSC_22656	AMPFI_19332
OG0003954	APOSC_02411, APOSC_02412, APOSC_02413	AMPFI_06716
OG0003955	APOSC_20455	AMPFI_11128
OG0003956	APOSC_17278, APOSC_17277	AMPFI_23119
OG0003956	APOSC_19023	AMPFI_23118
OG0003957	APOSC_24926	AMPFI_08683
OG0003958	APOSC_22790	AMPFI_00232
OG0003959	APOSC_17473	AMPFI_04671
OG0003960	APOSC_21636, APOSC_27152	AMPFI_08480
