Orthogroup	APOSC_ok	CAEEL
OG0003275	APOSC_26815	CAEEL01894
OG0003276	APOSC_08702, APOSC_01002, APOSC_13257	CAEEL05343
OG0003277	APOSC_07098, APOSC_19318	CAEEL10684
OG0003279	APOSC_03598	CAEEL09246
OG0003280	APOSC_08149	CAEEL20448
OG0003281	APOSC_22860, APOSC_22859	CAEEL19540
OG0003282	APOSC_22425, APOSC_22426	CAEEL04466
OG0003283	APOSC_05350	CAEEL10540
OG0003284	APOSC_08125	CAEEL20144
OG0003286	APOSC_28119	CAEEL11061
OG0003287	APOSC_11817, APOSC_11816	CAEEL09759
OG0003288	APOSC_08027, APOSC_08028	CAEEL07836
OG0003289	APOSC_25294	CAEEL00474
OG0003290	APOSC_22357	CAEEL07995, CAEEL07996
OG0003291	APOSC_19509	CAEEL07282
OG0003293	APOSC_18462	CAEEL09078
OG0003294	APOSC_08073, APOSC_03218	CAEEL08966, CAEEL08900
OG0003296	APOSC_07542, APOSC_20409	CAEEL07972
OG0003297	APOSC_19537	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	APOSC_05046, APOSC_05047	CAEEL00404
OG0003300	APOSC_17961, APOSC_10134, APOSC_10022, APOSC_12616	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626
OG0003301	APOSC_20684	CAEEL11183
OG0003302	APOSC_20273, APOSC_02476, APOSC_03947, APOSC_22845, APOSC_17191, APOSC_16365, APOSC_16978, APOSC_02616, APOSC_11566	CAEEL11405
OG0003303	APOSC_18665, APOSC_00584, APOSC_00585	CAEEL08080
OG0003306	APOSC_13804	CAEEL11131
OG0003307	APOSC_25176	CAEEL09527
OG0003309	APOSC_07262, APOSC_04916	CAEEL07134
OG0003311	APOSC_08614	CAEEL06729
OG0003316	APOSC_24704	CAEEL06426
OG0003317	APOSC_27860, APOSC_27859	CAEEL11191
OG0003318	APOSC_06088	CAEEL00777
OG0003320	APOSC_18916	CAEEL05307
OG0003323	APOSC_10997, APOSC_19153	CAEEL08557, CAEEL08556
OG0003325	APOSC_20628	CAEEL11598
OG0003327	APOSC_25953	CAEEL15863
OG0003330	APOSC_12519, APOSC_12520	CAEEL02745
OG0003331	APOSC_14662	CAEEL07758
OG0003332	APOSC_06501, APOSC_11037	CAEEL15994, CAEEL15100
OG0003333	APOSC_20676, APOSC_20675	CAEEL05869
OG0003335	APOSC_22973, APOSC_26808, APOSC_25100	CAEEL06219
OG0003336	APOSC_12100	CAEEL18158
OG0003337	APOSC_17322	CAEEL05608
OG0003340	APOSC_00595	CAEEL05767
OG0003341	APOSC_08089	CAEEL15411
OG0003343	APOSC_10154	CAEEL02966
OG0003344	APOSC_02014, APOSC_02015	CAEEL04271
OG0003348	APOSC_25980	CAEEL00995
OG0003349	APOSC_12458	CAEEL11343
OG0003354	APOSC_02148	CAEEL07057
OG0003356	APOSC_06969	CAEEL05068
OG0003357	APOSC_19085, APOSC_00799, APOSC_00798, APOSC_00797, APOSC_00800, APOSC_17048	CAEEL05202
OG0003358	APOSC_16536	CAEEL15398
OG0003359	APOSC_26597, APOSC_26598	CAEEL08412
OG0003360	APOSC_10951, APOSC_10952, APOSC_10953	CAEEL09119
OG0003361	APOSC_00516, APOSC_06798	CAEEL15297, CAEEL13464, CAEEL07044
OG0003364	APOSC_20943, APOSC_20944	CAEEL06262
OG0003366	APOSC_22846	CAEEL13316, CAEEL13290
OG0003368	APOSC_23104	CAEEL04652
OG0003369	APOSC_17312	CAEEL11911
OG0003370	APOSC_27440	CAEEL19630, CAEEL09274
OG0003372	APOSC_25151	CAEEL04956
OG0003374	APOSC_04421	CAEEL09698
OG0003375	APOSC_12301, APOSC_12302	CAEEL04860
OG0003377	APOSC_20950, APOSC_06534	CAEEL19646
OG0003378	APOSC_14216	CAEEL04638
OG0003380	APOSC_06475	CAEEL07698, CAEEL08643
OG0003384	APOSC_09692	CAEEL12353
OG0003386	APOSC_04892	CAEEL04616
OG0003387	APOSC_15335	CAEEL12649, CAEEL12648
OG0003392	APOSC_15035, APOSC_15037, APOSC_15038, APOSC_15036	CAEEL18713
OG0003394	APOSC_04303	CAEEL09212
OG0003419	APOSC_24829	CAEEL20583, CAEEL07865
OG0003421	APOSC_20464	CAEEL18393
OG0003425	APOSC_20861	CAEEL12188
OG0003426	APOSC_14543, APOSC_14542	CAEEL06462
OG0003429	APOSC_26522, APOSC_02739, APOSC_15613, APOSC_04157, APOSC_08528, APOSC_02740, APOSC_17184, APOSC_08273	CAEEL00390
OG0003430	APOSC_02277	CAEEL05290
OG0003431	APOSC_05302	CAEEL20649
OG0003433	APOSC_10843	CAEEL17744
OG0003434	APOSC_08572	CAEEL08434
OG0003435	APOSC_16233	CAEEL04157
OG0003443	APOSC_21858	CAEEL18884
OG0003444	APOSC_27190, APOSC_27191	CAEEL04842
OG0003448	APOSC_12959, APOSC_12960, APOSC_13687	CAEEL01220
OG0003450	APOSC_01467	CAEEL06420
OG0003451	APOSC_14787	CAEEL02776, CAEEL02805
OG0003452	APOSC_23506	CAEEL02730
OG0003453	APOSC_04336	CAEEL11697
OG0003454	APOSC_03485	CAEEL07771
OG0003455	APOSC_04973	CAEEL01134
OG0003456	APOSC_10391	CAEEL00212, CAEEL00213
OG0003457	APOSC_25499	CAEEL19244
OG0003459	APOSC_19131	CAEEL16050
OG0003460	APOSC_09556	CAEEL19133
OG0003461	APOSC_01453, APOSC_09700, APOSC_12570	CAEEL00702
OG0003462	APOSC_12605	CAEEL11837
OG0003463	APOSC_18574, APOSC_13277	CAEEL07464
OG0003464	APOSC_02590	CAEEL15673
OG0003465	APOSC_17657	CAEEL00222
OG0003466	APOSC_05316	CAEEL06482
OG0003467	APOSC_08484, APOSC_08485	CAEEL09664
OG0003468	APOSC_06032	CAEEL10655
OG0003472	APOSC_28983	CAEEL07680, CAEEL07681
OG0003475	APOSC_12044	CAEEL01731
OG0003477	APOSC_28136, APOSC_28137	CAEEL02502
OG0003478	APOSC_06956	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	APOSC_11579	CAEEL12384
OG0003480	APOSC_22791, APOSC_22792	CAEEL01792
OG0003486	APOSC_15150	CAEEL04926
OG0003487	APOSC_24508	CAEEL02123
OG0003489	APOSC_01163	CAEEL00223
OG0003491	APOSC_27592	CAEEL18627, CAEEL05479
OG0003496	APOSC_16107	CAEEL01506
OG0003498	APOSC_07920	CAEEL16452
OG0003500	APOSC_22294, APOSC_22295	CAEEL01330
OG0003501	APOSC_23234	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	APOSC_18703	CAEEL02400, CAEEL02281
OG0003503	APOSC_02298	CAEEL04457, CAEEL04454
OG0003505	APOSC_27791	CAEEL07950
OG0003506	APOSC_20588, APOSC_20589	CAEEL05248
OG0003507	APOSC_14632	CAEEL05679
OG0003508	APOSC_16687	CAEEL17418
OG0003509	APOSC_01600	CAEEL04891
OG0003511	APOSC_17361	CAEEL08351
OG0003513	APOSC_23790	CAEEL07182
OG0003514	APOSC_25842	CAEEL12733, CAEEL12734
OG0003515	APOSC_28363	CAEEL06636
OG0003517	APOSC_08762	CAEEL05196
OG0003518	APOSC_13189	CAEEL01719
OG0003519	APOSC_26019, APOSC_26017, APOSC_26018	CAEEL07239
OG0003522	APOSC_15737	CAEEL06276
OG0003523	APOSC_24946, APOSC_24945	CAEEL18694
OG0003524	APOSC_25697	CAEEL04264, CAEEL04265
OG0003526	APOSC_03620	CAEEL16001
OG0003528	APOSC_25058	CAEEL00365
OG0003531	APOSC_06749	CAEEL15168, CAEEL18062
OG0003532	APOSC_12900, APOSC_12899, APOSC_18857, APOSC_05700	CAEEL05027
OG0003538	APOSC_12153, APOSC_21059	CAEEL11099
OG0003539	APOSC_28124, APOSC_28123	CAEEL05895
OG0003541	APOSC_12528, APOSC_12526, APOSC_12527	CAEEL01632
OG0003542	APOSC_25446	CAEEL01115
OG0003543	APOSC_20594	CAEEL08637
OG0003544	APOSC_15667	CAEEL06236, CAEEL08896
OG0003545	APOSC_01423	CAEEL12984
OG0003548	APOSC_05144	CAEEL19888
OG0003550	APOSC_23937	CAEEL06728
OG0003551	APOSC_24999	CAEEL05919
OG0003552	APOSC_13079	CAEEL18151
OG0003554	APOSC_07264	CAEEL05099
OG0003556	APOSC_16589	CAEEL11919
OG0003560	APOSC_23803	CAEEL04113
OG0003561	APOSC_05634, APOSC_05633	CAEEL01643
OG0003562	APOSC_04504	CAEEL19208, CAEEL04183
OG0003563	APOSC_21769	CAEEL07782
OG0003564	APOSC_26128	CAEEL18104
OG0003566	APOSC_14118	CAEEL04245
OG0003567	APOSC_27651	CAEEL15549
OG0003569	APOSC_26818	CAEEL10722
OG0003570	APOSC_11684	CAEEL08761
OG0003571	APOSC_19334	CAEEL00659
OG0003573	APOSC_22721	CAEEL10174, CAEEL18886
OG0003577	APOSC_13313	CAEEL07169
OG0003578	APOSC_25298, APOSC_25297, APOSC_25299	CAEEL08037
OG0003579	APOSC_20893	CAEEL10103
OG0003581	APOSC_04452	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	APOSC_10258	CAEEL10165, CAEEL10958
OG0003597	APOSC_28836	CAEEL05204
OG0003598	APOSC_04757	CAEEL20069
OG0003599	APOSC_02977	CAEEL01022
OG0003604	APOSC_19879	CAEEL08873
OG0003606	APOSC_24339, APOSC_23931	CAEEL01180
OG0003607	APOSC_08230	CAEEL05764
OG0003611	APOSC_27392	CAEEL15351
OG0003612	APOSC_26359	CAEEL12107
OG0003613	APOSC_02881	CAEEL10330
OG0003615	APOSC_11360	CAEEL04572
OG0003618	APOSC_27107	CAEEL10379
OG0003619	APOSC_04035, APOSC_04036	CAEEL19948, CAEEL09130
OG0003620	APOSC_04440	CAEEL05074
OG0003621	APOSC_23124, APOSC_23123	CAEEL18738
OG0003623	APOSC_05900	CAEEL11847
OG0003624	APOSC_08169	CAEEL11456
OG0003629	APOSC_26137	CAEEL18064
OG0003630	APOSC_17756, APOSC_17755, APOSC_17757	CAEEL01945
OG0003632	APOSC_29018, APOSC_16472, APOSC_27508	CAEEL04287
OG0003638	APOSC_04672	CAEEL14206
OG0003639	APOSC_03331	CAEEL07019
OG0003640	APOSC_20632	CAEEL01151
OG0003641	APOSC_28507	CAEEL02290
OG0003644	APOSC_13766	CAEEL07060
OG0003645	APOSC_17297	CAEEL08952
OG0003647	APOSC_23544, APOSC_13796	CAEEL08061
OG0003649	APOSC_04280, APOSC_04281	CAEEL02106
OG0003650	APOSC_01121, APOSC_01120	CAEEL01596
OG0003652	APOSC_11361	CAEEL00198, CAEEL00197
OG0003655	APOSC_11993	CAEEL01543
OG0003656	APOSC_18739	CAEEL00717
OG0003657	APOSC_24280	CAEEL18724
OG0003658	APOSC_03798	CAEEL17892
OG0003659	APOSC_18860	CAEEL00820
OG0003661	APOSC_25047, APOSC_25048	CAEEL11758
OG0003664	APOSC_08966	CAEEL10164
OG0003667	APOSC_08066	CAEEL14775
OG0003668	APOSC_25254	CAEEL09161, CAEEL09163
OG0003669	APOSC_15477	CAEEL08786, CAEEL08784
OG0003672	APOSC_19065	CAEEL12653
OG0003677	APOSC_09551	CAEEL08632
OG0003678	APOSC_24849	CAEEL03764
OG0003679	APOSC_05717	CAEEL14380
OG0003680	APOSC_16106	CAEEL10627
OG0003681	APOSC_15622, APOSC_06679	CAEEL03276
OG0003683	APOSC_17206	CAEEL06697
OG0003686	APOSC_08575	CAEEL01983
OG0003688	APOSC_12988, APOSC_12989	CAEEL03025
OG0003689	APOSC_14402	CAEEL07514
OG0003690	APOSC_12760	CAEEL08798
OG0003692	APOSC_29035	CAEEL09322
OG0003693	APOSC_02780	CAEEL09517
OG0003694	APOSC_22584, APOSC_22583	CAEEL08779
OG0003695	APOSC_04824	CAEEL18980
OG0003696	APOSC_01727	CAEEL15341
OG0003697	APOSC_19087	CAEEL07546
OG0003698	APOSC_02793, APOSC_02794	CAEEL05872
OG0003700	APOSC_13023	CAEEL08489
OG0003701	APOSC_12893	CAEEL04838
OG0003702	APOSC_17129	CAEEL19917
OG0003704	APOSC_20184	CAEEL02747
OG0003708	APOSC_15736	CAEEL02697, CAEEL19979
OG0003710	APOSC_14492, APOSC_14493	CAEEL05057
OG0003712	APOSC_02385	CAEEL12274
OG0003716	APOSC_21311	CAEEL00239
OG0003718	APOSC_00053	CAEEL00456
OG0003719	APOSC_22019	CAEEL01088
OG0003721	APOSC_17333	CAEEL19092
OG0003724	APOSC_21114	CAEEL04996
OG0003725	APOSC_21258	CAEEL04639
OG0003727	APOSC_07996	CAEEL20128
OG0003729	APOSC_17222	CAEEL01397
OG0003731	APOSC_22671	CAEEL14842
OG0003732	APOSC_11996, APOSC_11995, APOSC_09876	CAEEL10948
OG0003733	APOSC_16729	CAEEL05542
OG0003734	APOSC_13258, APOSC_04893	CAEEL18003
OG0003735	APOSC_09644, APOSC_04977, APOSC_04976, APOSC_04975	CAEEL04830, CAEEL04829
OG0003736	APOSC_13821	CAEEL10845
OG0003737	APOSC_02922	CAEEL18594, CAEEL11885, CAEEL18366
OG0003739	APOSC_28370	CAEEL06789
OG0003740	APOSC_24391, APOSC_10911, APOSC_12585, APOSC_18389, APOSC_07561, APOSC_08481, APOSC_07560, APOSC_10879, APOSC_15112	CAEEL07837
OG0003741	APOSC_01091, APOSC_01092	CAEEL07870
OG0003743	APOSC_27109	CAEEL12238
OG0003745	APOSC_14669, APOSC_14668	CAEEL16018, CAEEL17606
OG0003746	APOSC_24125	CAEEL07398
OG0003747	APOSC_04812	CAEEL02767
OG0003748	APOSC_18301, APOSC_24509	CAEEL00242
OG0003749	APOSC_00198	CAEEL20507
OG0003750	APOSC_11143	CAEEL05076
OG0003752	APOSC_24363	CAEEL04520
OG0003753	APOSC_21092, APOSC_19186, APOSC_19185	CAEEL18657
OG0003754	APOSC_02726, APOSC_02725	CAEEL19668, CAEEL05669
OG0003755	APOSC_08866	CAEEL09173
OG0003756	APOSC_14136, APOSC_14135	CAEEL01606
OG0003758	APOSC_02734	CAEEL05748
OG0003759	APOSC_17081	CAEEL09625
OG0003761	APOSC_03791, APOSC_03790	CAEEL19863
OG0003764	APOSC_01401	CAEEL15954
OG0003766	APOSC_09732	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439
OG0003766	APOSC_21164	CAEEL02710
OG0003767	APOSC_23704	CAEEL07794
OG0003768	APOSC_28826	CAEEL07458
OG0003771	APOSC_21005	CAEEL18560, CAEEL05367
OG0003776	APOSC_27686, APOSC_02987, APOSC_01377	CAEEL14271
OG0003778	APOSC_25204	CAEEL10576
OG0003779	APOSC_23333, APOSC_23332, APOSC_23334	CAEEL12785
OG0003780	APOSC_24719	CAEEL20711
OG0003795	APOSC_01022	CAEEL09855
OG0003798	APOSC_08296	CAEEL11938
OG0003803	APOSC_17027	CAEEL19629
OG0003806	APOSC_10907, APOSC_13794, APOSC_10906, APOSC_27759	CAEEL10842
OG0003807	APOSC_00860, APOSC_00859	CAEEL06933
OG0003808	APOSC_06171, APOSC_06172	CAEEL08177
OG0003811	APOSC_28788, APOSC_28789	CAEEL07020
OG0003812	APOSC_18903	CAEEL07296
OG0003813	APOSC_14390	CAEEL10820
OG0003818	APOSC_12257	CAEEL15512
OG0003821	APOSC_20352	CAEEL09346
OG0003824	APOSC_04795, APOSC_04794	CAEEL17849
OG0003825	APOSC_18536	CAEEL18577
OG0003826	APOSC_17419	CAEEL02634
OG0003827	APOSC_07833	CAEEL04098
OG0003829	APOSC_19129	CAEEL08428
OG0003831	APOSC_04801, APOSC_16984, APOSC_00627, APOSC_18338, APOSC_25951, APOSC_17003	CAEEL08097
OG0003832	APOSC_12737	CAEEL11899
OG0003833	APOSC_14015, APOSC_26614	CAEEL05813, CAEEL14180
OG0003834	APOSC_25052	CAEEL00145
OG0003837	APOSC_12128	CAEEL11909, CAEEL11910
OG0003838	APOSC_00842	CAEEL14290, CAEEL14289, CAEEL14291
OG0003839	APOSC_26720	CAEEL11415
OG0003840	APOSC_03583	CAEEL01767
OG0003841	APOSC_15694	CAEEL10859, CAEEL18915
OG0003843	APOSC_17245, APOSC_07123, APOSC_07122	CAEEL14293
OG0003844	APOSC_16163, APOSC_16164, APOSC_06586, APOSC_27111, APOSC_16165	CAEEL02775
OG0003846	APOSC_01229	CAEEL00811, CAEEL18648
OG0003847	APOSC_00975, APOSC_05469	CAEEL06874
OG0003848	APOSC_12433	CAEEL08837
OG0003850	APOSC_06463	CAEEL11705
OG0003851	APOSC_27756	CAEEL08777
OG0003852	APOSC_27352	CAEEL00155
OG0003853	APOSC_04073	CAEEL13793
OG0003854	APOSC_14713	CAEEL01789
OG0003856	APOSC_18475, APOSC_18474, APOSC_18473, APOSC_18472	CAEEL07428
OG0003857	APOSC_04358	CAEEL19675
OG0003858	APOSC_25588	CAEEL06932
OG0003863	APOSC_19667	CAEEL18943
OG0003864	APOSC_02644, APOSC_02643	CAEEL01846
OG0003865	APOSC_28988	CAEEL02514
OG0003866	APOSC_22466	CAEEL00295
OG0003867	APOSC_04424	CAEEL15761
OG0003868	APOSC_27663	CAEEL18485
OG0003869	APOSC_00347, APOSC_00348	CAEEL00094
OG0003870	APOSC_17219	CAEEL17745
OG0003872	APOSC_02701	CAEEL14869
OG0003873	APOSC_19201	CAEEL07437
OG0003875	APOSC_05969	CAEEL00868
OG0003876	APOSC_09137	CAEEL04369
OG0003877	APOSC_00794, APOSC_00795, APOSC_00278	CAEEL18175
OG0003879	APOSC_27983, APOSC_26925	CAEEL00338, CAEEL01399
OG0003881	APOSC_23136	CAEEL12169
OG0003884	APOSC_05090	CAEEL01060
OG0003885	APOSC_18039	CAEEL01791
OG0003886	APOSC_23174	CAEEL10383
OG0003887	APOSC_03357	CAEEL09446
OG0003892	APOSC_27794, APOSC_27793	CAEEL11760
OG0003893	APOSC_23559	CAEEL05797
OG0003894	APOSC_10489, APOSC_10490, APOSC_19937	CAEEL01425
OG0003895	APOSC_12472	CAEEL15379
OG0003897	APOSC_21763	CAEEL07613
OG0003898	APOSC_19432	CAEEL05728
OG0003900	APOSC_04165	CAEEL08813
OG0003901	APOSC_21632	CAEEL00786, CAEEL18671
OG0003902	APOSC_11133, APOSC_27071, APOSC_23314, APOSC_23315, APOSC_10549, APOSC_08442, APOSC_08441, APOSC_08440	CAEEL07968, CAEEL07686
OG0003904	APOSC_15257	CAEEL00419
OG0003906	APOSC_08587	CAEEL00814
OG0003910	APOSC_21565	CAEEL08553
OG0003911	APOSC_27900, APOSC_05120	CAEEL20590
OG0003912	APOSC_15763, APOSC_28939	CAEEL02731
OG0003913	APOSC_05119	CAEEL05199
OG0003915	APOSC_24329, APOSC_24330	CAEEL04887
OG0003916	APOSC_10822	CAEEL07068
OG0003917	APOSC_06187	CAEEL07507
OG0003918	APOSC_02265	CAEEL11925, CAEEL11924
OG0003920	APOSC_10746	CAEEL00358
OG0003921	APOSC_12515, APOSC_12516	CAEEL14832, CAEEL18358
OG0003922	APOSC_11194, APOSC_28594	CAEEL11421, CAEEL11420
OG0003923	APOSC_27950	CAEEL08718
OG0003924	APOSC_06886, APOSC_06885	CAEEL01297
OG0003925	APOSC_07611	CAEEL04108
OG0003926	APOSC_26826	CAEEL10754, CAEEL19332
OG0003929	APOSC_06476	CAEEL00949
OG0003930	APOSC_13770, APOSC_13771	CAEEL05047
OG0003931	APOSC_13164, APOSC_13163, APOSC_13162	CAEEL15548
OG0003932	APOSC_27565, APOSC_27566	CAEEL12182, CAEEL12183
OG0003933	APOSC_18503	CAEEL11609
OG0003934	APOSC_16202	CAEEL10046
OG0003936	APOSC_20913, APOSC_20914	CAEEL00465
OG0003937	APOSC_15204	CAEEL19289
OG0003938	APOSC_18586, APOSC_24798, APOSC_19288	CAEEL07167
OG0003939	APOSC_20627	CAEEL04128
OG0003943	APOSC_15785	CAEEL00131
OG0003944	APOSC_04799	CAEEL05219
OG0003945	APOSC_03054	CAEEL17988
OG0003946	APOSC_04056	CAEEL18782
OG0003947	APOSC_09900	CAEEL16177
OG0003949	APOSC_07284	CAEEL02494
OG0003950	APOSC_26777, APOSC_26776	CAEEL05823
OG0003951	APOSC_02492	CAEEL10367
OG0003954	APOSC_02411, APOSC_02412, APOSC_02413	CAEEL11860
OG0003955	APOSC_20455	CAEEL08204
OG0003959	APOSC_17473	CAEEL18903
OG0003960	APOSC_21635	CAEEL19635
OG0003961	APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945	CAEEL10706
OG0003964	APOSC_02451	CAEEL20597
OG0003965	APOSC_27311, APOSC_04938, APOSC_21685	CAEEL09858, CAEEL18478
OG0003967	APOSC_26278, APOSC_00755	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713
OG0003968	APOSC_18591	CAEEL18441
OG0003969	APOSC_28380	CAEEL01428, CAEEL15342
OG0003970	APOSC_12020, APOSC_03630, APOSC_20767, APOSC_12019	CAEEL00141, CAEEL08636
OG0003971	APOSC_13871, APOSC_13872	CAEEL03035
OG0003972	APOSC_12719	CAEEL09414
OG0003973	APOSC_26122	CAEEL17822
OG0003976	APOSC_10421, APOSC_09389, APOSC_19130	CAEEL09819
OG0003999	APOSC_26670, APOSC_28991	CAEEL08414
OG0004000	APOSC_16851, APOSC_16850	CAEEL02254
OG0004004	APOSC_12248	CAEEL09931
OG0004005	APOSC_22073	CAEEL09757
OG0004007	APOSC_15413	CAEEL08380, CAEEL20738
OG0004009	APOSC_06993	CAEEL10425
OG0004010	APOSC_29079	CAEEL11606
OG0004012	APOSC_16235	CAEEL08889
OG0004015	APOSC_17115, APOSC_17114	CAEEL03765
OG0004017	APOSC_19336	CAEEL08935
OG0004021	APOSC_11091	CAEEL07321
OG0004023	APOSC_09668	CAEEL00807
OG0004025	APOSC_18540	CAEEL20824
OG0004027	APOSC_22364, APOSC_17364	CAEEL07583
OG0004028	APOSC_12300	CAEEL11434
OG0004031	APOSC_23905	CAEEL15887
OG0004032	APOSC_10005	CAEEL15185
OG0004033	APOSC_11152	CAEEL15848
OG0004035	APOSC_20229	CAEEL06509
OG0004036	APOSC_26656	CAEEL05364
OG0004037	APOSC_28831	CAEEL05545
OG0004038	APOSC_01523	CAEEL04280
OG0004041	APOSC_21580	CAEEL06388
OG0004042	APOSC_19825	CAEEL00958
OG0004044	APOSC_05770	CAEEL07379
OG0004047	APOSC_21433	CAEEL19277, CAEEL00270
OG0004048	APOSC_03269	CAEEL05729
OG0004051	APOSC_25343	CAEEL06861
OG0004052	APOSC_23309	CAEEL02741
OG0004053	APOSC_19964	CAEEL01273
OG0004054	APOSC_22506	CAEEL15244
OG0004056	APOSC_26145, APOSC_12387	CAEEL01652
OG0004057	APOSC_25009	CAEEL03603
OG0004059	APOSC_17749	CAEEL14867
OG0004061	APOSC_15590	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319
OG0004063	APOSC_25045	CAEEL02350
OG0004064	APOSC_04465	CAEEL00654
OG0004065	APOSC_27712	CAEEL05056
OG0004067	APOSC_24467	CAEEL02869
OG0004068	APOSC_03690, APOSC_21467, APOSC_17543, APOSC_26334, APOSC_26328, APOSC_08080, APOSC_18086, APOSC_17542	CAEEL10640
OG0004071	APOSC_26899	CAEEL00928
OG0004072	APOSC_16871	CAEEL09095, CAEEL07075
OG0004076	APOSC_17521	CAEEL07566
OG0004080	APOSC_26211, APOSC_26210	CAEEL12810
OG0004081	APOSC_09127	CAEEL18163
OG0004084	APOSC_14613	CAEEL14072
OG0004085	APOSC_16126	CAEEL04587
OG0004087	APOSC_05303	CAEEL07761
OG0004089	APOSC_13671	CAEEL11769, CAEEL11770
OG0004090	APOSC_23195, APOSC_23133, APOSC_03622, APOSC_14816, APOSC_24285, APOSC_20269, APOSC_12223	CAEEL02918
OG0004091	APOSC_20232, APOSC_12845	CAEEL04573
OG0004092	APOSC_18299	CAEEL07326
OG0004093	APOSC_16358	CAEEL18523
OG0004095	APOSC_23518, APOSC_16725	CAEEL02755
OG0004096	APOSC_13674	CAEEL09363
OG0004097	APOSC_02415, APOSC_15719	CAEEL05789
OG0004098	APOSC_08501, APOSC_08500	CAEEL05361
OG0004099	APOSC_18713	CAEEL07071
OG0004100	APOSC_15294	CAEEL19773
OG0004101	APOSC_13319	CAEEL10753
OG0004102	APOSC_25199	CAEEL20123
OG0004104	APOSC_18419	CAEEL04801
OG0004105	APOSC_20157, APOSC_20158	CAEEL05115
OG0004106	APOSC_10773	CAEEL04225
OG0004110	APOSC_06208, APOSC_11200	CAEEL01260
OG0004112	APOSC_07040	CAEEL00522
OG0004113	APOSC_14445	CAEEL09663
OG0004114	APOSC_10050	CAEEL13365
OG0004115	APOSC_10833	CAEEL05975
OG0004116	APOSC_01511, APOSC_01512	CAEEL17798
OG0004118	APOSC_06300	CAEEL09754
OG0004119	APOSC_04401, APOSC_04402	CAEEL00177
OG0004120	APOSC_26476, APOSC_11774, APOSC_09682, APOSC_11750, APOSC_22566, APOSC_22567, APOSC_22568	CAEEL09396
OG0004121	APOSC_26762	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569
OG0004122	APOSC_10900, APOSC_03202, APOSC_03201, APOSC_03203	CAEEL20018
OG0004123	APOSC_21789, APOSC_21790	CAEEL05731
OG0004124	APOSC_08825	CAEEL02724, CAEEL02723
OG0004127	APOSC_07047	CAEEL19955, CAEEL18275, CAEEL06860
OG0004130	APOSC_15010	CAEEL02356
OG0004133	APOSC_04232	CAEEL05363
OG0004134	APOSC_03000	CAEEL07495
OG0004135	APOSC_06031	CAEEL19516
OG0004136	APOSC_21530	CAEEL04479
OG0004137	APOSC_00636	CAEEL00169, CAEEL00170
OG0004142	APOSC_18291, APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815	CAEEL10168
OG0004144	APOSC_00660	CAEEL00709
OG0004145	APOSC_15326	CAEEL14333
OG0004147	APOSC_19122	CAEEL07109
OG0004148	APOSC_15043, APOSC_15044	CAEEL07951
OG0004151	APOSC_00107	CAEEL01499
OG0004153	APOSC_08022	CAEEL11562
OG0004156	APOSC_06425	CAEEL05393
OG0004158	APOSC_10209	CAEEL00394
OG0004159	APOSC_12951	CAEEL16103
OG0004160	APOSC_03754	CAEEL08700
OG0004161	APOSC_20917	CAEEL18958
OG0004164	APOSC_18496	CAEEL10119
OG0004166	APOSC_13131	CAEEL04359
OG0004167	APOSC_00650	CAEEL14218
OG0004168	APOSC_04235	CAEEL08233
OG0004169	APOSC_25303	CAEEL01556
OG0004170	APOSC_18036, APOSC_03003	CAEEL10605
OG0004171	APOSC_27996, APOSC_27995	CAEEL11852
OG0004176	APOSC_27087	CAEEL01489
OG0004178	APOSC_21497	CAEEL09854
OG0004179	APOSC_26029	CAEEL10656
OG0004180	APOSC_05627	CAEEL08381
OG0004181	APOSC_19299	CAEEL13830
OG0004182	APOSC_22372, APOSC_24923	CAEEL14269
OG0004184	APOSC_01611	CAEEL15780, CAEEL15781
OG0004185	APOSC_24657	CAEEL19854
OG0004186	APOSC_12750	CAEEL13926
OG0004187	APOSC_18178	CAEEL02068
OG0004188	APOSC_19051	CAEEL15410
OG0004189	APOSC_00415	CAEEL17811
OG0004215	APOSC_16447	CAEEL08870
OG0004216	APOSC_18234	CAEEL02995
OG0004217	APOSC_15366, APOSC_15365	CAEEL08020
OG0004218	APOSC_15148	CAEEL20381, CAEEL08860
OG0004219	APOSC_25433, APOSC_25434	CAEEL00713
OG0004222	APOSC_24192	CAEEL05571
OG0004223	APOSC_28636, APOSC_28635	CAEEL05790
OG0004225	APOSC_27259	CAEEL07717
OG0004227	APOSC_07436	CAEEL05233
OG0004228	APOSC_11334	CAEEL13669
OG0004229	APOSC_18807	CAEEL11625
