Orthogroup	APOSC_ok	CAPO3
OG0003903	APOSC_19999	CAPO305736
OG0003904	APOSC_15257	CAPO305947
OG0003906	APOSC_08587	CAPO301369
OG0003909	APOSC_27081	CAPO301220
OG0003910	APOSC_21565	CAPO302786
OG0003911	APOSC_27900, APOSC_05120	CAPO305312
OG0003912	APOSC_15763, APOSC_28939	CAPO307896
OG0003913	APOSC_05119	CAPO306587
OG0003914	APOSC_04314	CAPO301224
OG0003915	APOSC_24329, APOSC_24330	CAPO304633
OG0003917	APOSC_06187	CAPO306797
OG0003920	APOSC_10746	CAPO301554
OG0003921	APOSC_12515, APOSC_12516	CAPO300430
OG0003922	APOSC_11194, APOSC_28594	CAPO304241
OG0003924	APOSC_06886, APOSC_06885	CAPO302790
OG0003925	APOSC_07611	CAPO301662
OG0003926	APOSC_26826	CAPO303036
OG0003927	APOSC_22644	CAPO304671
OG0003929	APOSC_06476	CAPO303872
OG0003930	APOSC_13770, APOSC_13771	CAPO301599
OG0003931	APOSC_13164, APOSC_13163, APOSC_13162	CAPO304399
OG0003932	APOSC_27565, APOSC_27566, APOSC_06227	CAPO300048, CAPO300047
OG0003936	APOSC_20913, APOSC_20914	CAPO302163
OG0003938	APOSC_18586, APOSC_24798, APOSC_19288, APOSC_22355, APOSC_08270, APOSC_24799	CAPO305166
OG0003939	APOSC_20627	CAPO303853
OG0003942	APOSC_06273	CAPO300632
OG0003944	APOSC_04799, APOSC_03774, APOSC_25388, APOSC_28777	CAPO300493
OG0003945	APOSC_03054	CAPO300812
OG0003946	APOSC_04056	CAPO303843
OG0003947	APOSC_09900	CAPO306325
OG0003950	APOSC_26777, APOSC_26776	CAPO307097
OG0003954	APOSC_02411, APOSC_02412, APOSC_02413	CAPO304758
OG0003955	APOSC_20455	CAPO304097
OG0003959	APOSC_17473	CAPO304028
OG0003961	APOSC_20360, APOSC_21264, APOSC_06551, APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945	CAPO303890
OG0003965	APOSC_27311, APOSC_04938, APOSC_21685	CAPO302867
OG0003966	APOSC_04287, APOSC_04286	CAPO301181
OG0003969	APOSC_28380	CAPO304197
OG0003971	APOSC_13871, APOSC_13872	CAPO301852
OG0003972	APOSC_12719	CAPO308018
OG0003973	APOSC_26122	CAPO307513
OG0003999	APOSC_26670, APOSC_28991	CAPO306327
OG0004000	APOSC_16851, APOSC_16850	CAPO302913
OG0004002	APOSC_21265, APOSC_08853, APOSC_21266, APOSC_26495, APOSC_06566	CAPO305544
OG0004005	APOSC_22073	CAPO302213
OG0004007	APOSC_15413	CAPO307105
OG0004009	APOSC_06993	CAPO305072
OG0004010	APOSC_26377, APOSC_29079	CAPO303524
OG0004012	APOSC_16235	CAPO308011
OG0004014	APOSC_20610	CAPO303473
OG0004015	APOSC_17115, APOSC_17114	CAPO305112
OG0004016	APOSC_22784	CAPO303609
OG0004017	APOSC_19336	CAPO308124
OG0004023	APOSC_09668	CAPO307204
OG0004027	APOSC_22364, APOSC_17364	CAPO301145
OG0004031	APOSC_23905	CAPO306218
OG0004032	APOSC_10005	CAPO300291
OG0004033	APOSC_11152	CAPO304862
OG0004035	APOSC_20229	CAPO301995
OG0004037	APOSC_28831	CAPO306482
OG0004038	APOSC_01523	CAPO307927
OG0004041	APOSC_21580	CAPO306646
OG0004042	APOSC_19825	CAPO302696
OG0004044	APOSC_05770	CAPO300275
OG0004047	APOSC_21433	CAPO304083
OG0004048	APOSC_03269	CAPO304654
OG0004050	APOSC_11730	CAPO308116
OG0004053	APOSC_19964	CAPO301919
OG0004054	APOSC_22506	CAPO308277
OG0004056	APOSC_12387	CAPO306031
OG0004058	APOSC_05102	CAPO301904
OG0004059	APOSC_17749	CAPO301877
OG0004063	APOSC_25045	CAPO300628
OG0004064	APOSC_04465	CAPO304453
OG0004065	APOSC_27712	CAPO304029
OG0004067	APOSC_24467	CAPO301812
OG0004068	APOSC_03690, APOSC_21467, APOSC_17543, APOSC_26334, APOSC_26328, APOSC_08080, APOSC_18086, APOSC_17542	CAPO301030
OG0004069	APOSC_23393, APOSC_23392	CAPO307785
OG0004070	APOSC_25704	CAPO302894
OG0004071	APOSC_26899	CAPO306388
OG0004072	APOSC_16871	CAPO305194
OG0004075	APOSC_15061, APOSC_07499	CAPO308024
OG0004076	APOSC_17521	CAPO307967
OG0004079	APOSC_18093	CAPO300687
OG0004080	APOSC_26211, APOSC_26210	CAPO305236
OG0004081	APOSC_09127	CAPO301069
OG0004082	APOSC_04843	CAPO305460
OG0004083	APOSC_05092	CAPO304047
OG0004084	APOSC_14613	CAPO300193
OG0004085	APOSC_16126	CAPO307782
OG0004090	APOSC_23195, APOSC_23133, APOSC_03622, APOSC_14816, APOSC_24285, APOSC_20269, APOSC_12223	CAPO304280
OG0004091	APOSC_20232, APOSC_12845	CAPO307795
OG0004092	APOSC_18299	CAPO301516
OG0004093	APOSC_16358	CAPO303612
OG0004094	APOSC_04403	CAPO306112
OG0004095	APOSC_23518, APOSC_16725	CAPO302216
OG0004096	APOSC_13674	CAPO306070
OG0004097	APOSC_02415, APOSC_15719	CAPO300790
OG0004099	APOSC_18713	CAPO306437
OG0004100	APOSC_15294	CAPO306356
OG0004101	APOSC_13319	CAPO303749, CAPO302702
OG0004104	APOSC_18419	CAPO303684
OG0004105	APOSC_20157, APOSC_20158	CAPO308098
OG0004106	APOSC_10773	CAPO303386
OG0004108	APOSC_13049, APOSC_13048	CAPO307282
OG0004110	APOSC_06208, APOSC_11200	CAPO300855
OG0004112	APOSC_07040	CAPO304610
OG0004113	APOSC_14445	CAPO305835
OG0004114	APOSC_10050	CAPO301854
OG0004115	APOSC_10833	CAPO306386
OG0004116	APOSC_01511, APOSC_01512	CAPO303186
OG0004118	APOSC_06300	CAPO306139
OG0004119	APOSC_04401, APOSC_04402	CAPO303741
OG0004120	APOSC_26476, APOSC_11774, APOSC_09682, APOSC_11750, APOSC_22566, APOSC_22567, APOSC_22568	CAPO303757
OG0004123	APOSC_21789, APOSC_21790	CAPO304624
OG0004124	APOSC_08825	CAPO302738
OG0004125	APOSC_11946	CAPO304359
OG0004127	APOSC_07047	CAPO306895
OG0004130	APOSC_15010	CAPO307075
OG0004131	APOSC_25999	CAPO301925
OG0004133	APOSC_04232	CAPO305598
OG0004134	APOSC_03000	CAPO304433
OG0004136	APOSC_21530	CAPO307338
OG0004140	APOSC_06873, APOSC_06874	CAPO307995
OG0004142	APOSC_18291, APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815	CAPO300440
OG0004144	APOSC_00660	CAPO302917
OG0004148	APOSC_15043, APOSC_15044	CAPO301152
OG0004150	APOSC_13759	CAPO303497
OG0004151	APOSC_00107	CAPO307015
OG0004153	APOSC_08022	CAPO305022
OG0004154	APOSC_22416	CAPO308154
OG0004156	APOSC_06425	CAPO307556
OG0004158	APOSC_10209	CAPO302219
OG0004160	APOSC_03754	CAPO302118
OG0004164	APOSC_18496	CAPO306879
OG0004166	APOSC_13131	CAPO300703
OG0004167	APOSC_00650	CAPO305574
OG0004168	APOSC_04235	CAPO303881
OG0004169	APOSC_25303	CAPO302967
OG0004170	APOSC_18036, APOSC_03003	CAPO305320
OG0004171	APOSC_27996, APOSC_27995	CAPO305810
OG0004174	APOSC_11600	CAPO303644
OG0004176	APOSC_27087	CAPO304072
OG0004179	APOSC_26029	CAPO304392
OG0004181	APOSC_19299	CAPO304353
OG0004182	APOSC_22372, APOSC_24923	CAPO305817
OG0004183	APOSC_23810	CAPO301817
OG0004184	APOSC_01611	CAPO302251
OG0004186	APOSC_12750	CAPO307615
OG0004187	APOSC_18178	CAPO301572
OG0004188	APOSC_19051	CAPO308209
OG0004194	APOSC_21076	CAPO301460, CAPO301973
OG0004215	APOSC_16447	CAPO307025
OG0004216	APOSC_18234, APOSC_10608	CAPO304745
OG0004217	APOSC_15366, APOSC_15365	CAPO300553
OG0004219	APOSC_25433, APOSC_25434	CAPO302642
OG0004222	APOSC_24192	CAPO307934
OG0004223	APOSC_28636, APOSC_28635	CAPO308310
OG0004226	APOSC_11744	CAPO301388
OG0004227	APOSC_07436	CAPO302252
OG0004228	APOSC_11334	CAPO303492
OG0004230	APOSC_11830	CAPO305821
OG0004231	APOSC_04324	CAPO300312
OG0004232	APOSC_20829, APOSC_20830	CAPO301443
OG0004235	APOSC_13621, APOSC_20254	CAPO306795
OG0004236	APOSC_00824, APOSC_09759	CAPO301760
OG0004237	APOSC_13691, APOSC_28010, APOSC_03637, APOSC_27458, APOSC_07666, APOSC_17201, APOSC_08707, APOSC_07559	CAPO301645
OG0004239	APOSC_00833	CAPO304082
OG0004240	APOSC_01716	CAPO301736, CAPO306948
OG0004241	APOSC_26715	CAPO304693
OG0004243	APOSC_21071	CAPO302349
OG0004245	APOSC_10499, APOSC_10498, APOSC_10497	CAPO301120
OG0004246	APOSC_02127	CAPO307710
OG0004247	APOSC_11597, APOSC_28927, APOSC_11598	CAPO306324
OG0004248	APOSC_02729	CAPO306807
OG0004249	APOSC_05383	CAPO302316
OG0004250	APOSC_22267	CAPO305518
OG0004252	APOSC_15635	CAPO305536
OG0004254	APOSC_08300	CAPO304883
OG0004257	APOSC_16172	CAPO305171
OG0004258	APOSC_15994	CAPO301342
OG0004259	APOSC_13815, APOSC_13814	CAPO301048
OG0004261	APOSC_10630	CAPO305950
OG0004263	APOSC_25349	CAPO304844
OG0004269	APOSC_26344	CAPO308233
OG0004270	APOSC_08577	CAPO303791
OG0004271	APOSC_03782	CAPO303178
OG0004272	APOSC_04474	CAPO303743
OG0004278	APOSC_20389	CAPO303739
OG0004280	APOSC_04874, APOSC_04875, APOSC_04873	CAPO302169
OG0004282	APOSC_02424, APOSC_24952, APOSC_03662, APOSC_17904, APOSC_02423	CAPO306035
OG0004283	APOSC_10311, APOSC_16308	CAPO301216
OG0004284	APOSC_01925	CAPO303039
OG0004285	APOSC_03562	CAPO306621
OG0004286	APOSC_15917	CAPO300246
OG0004287	APOSC_23356, APOSC_26057	CAPO305534
OG0004288	APOSC_01399, APOSC_07188	CAPO302203
OG0004289	APOSC_21362	CAPO307509
OG0004291	APOSC_10039	CAPO306696
OG0004292	APOSC_09946	CAPO301407
OG0004295	APOSC_09213	CAPO300437
OG0004296	APOSC_26593	CAPO307058
OG0004297	APOSC_02921	CAPO306140
OG0004299	APOSC_24511	CAPO307863
OG0004300	APOSC_16240	CAPO308218
OG0004301	APOSC_06274	CAPO305855
OG0004302	APOSC_19513	CAPO307149
OG0004303	APOSC_24805	CAPO306261
OG0004304	APOSC_08537	CAPO307407
OG0004305	APOSC_13535	CAPO306704
OG0004307	APOSC_13498	CAPO306787
OG0004308	APOSC_21945	CAPO302385
OG0004309	APOSC_21721	CAPO304021
OG0004310	APOSC_02803	CAPO306903
OG0004312	APOSC_18207	CAPO306752
OG0004314	APOSC_20468	CAPO301283
OG0004315	APOSC_13906	CAPO307076
OG0004316	APOSC_18673	CAPO300656
OG0004319	APOSC_18325	CAPO308294
OG0004320	APOSC_24488, APOSC_09036, APOSC_11220	CAPO300174
OG0004322	APOSC_26489	CAPO307895
OG0004323	APOSC_23597	CAPO307483
OG0004324	APOSC_00330	CAPO300240
OG0004328	APOSC_00739	CAPO305261
OG0004329	APOSC_22442	CAPO302035
OG0004330	APOSC_23881, APOSC_16360	CAPO305393
OG0004331	APOSC_03020	CAPO305384
OG0004333	APOSC_28574	CAPO303439
OG0004335	APOSC_08465, APOSC_08464	CAPO302791
OG0004337	APOSC_04062, APOSC_04059, APOSC_04060	CAPO300958
OG0004338	APOSC_18224, APOSC_10748, APOSC_07049, APOSC_27265, APOSC_02738, APOSC_24204, APOSC_07093	CAPO300828
OG0004344	APOSC_16644	CAPO307152
OG0004345	APOSC_22925	CAPO306847
OG0004347	APOSC_08065, APOSC_11892	CAPO307703
OG0004348	APOSC_28686, APOSC_28688, APOSC_28687	CAPO306158
OG0004349	APOSC_14515	CAPO308184
OG0004350	APOSC_22010	CAPO300994
OG0004352	APOSC_14704	CAPO300873
OG0004353	APOSC_11748, APOSC_11747	CAPO306055, CAPO306087
OG0004354	APOSC_06624	CAPO307581
OG0004355	APOSC_01153	CAPO303478
OG0004356	APOSC_15655	CAPO300159
OG0004357	APOSC_28000, APOSC_16304	CAPO303880
OG0004358	APOSC_02914	CAPO301323
OG0004359	APOSC_28538, APOSC_28537	CAPO305703
OG0004360	APOSC_08667	CAPO301752
OG0004361	APOSC_24002, APOSC_24001, APOSC_11870	CAPO308302
OG0004363	APOSC_26797, APOSC_26798	CAPO304580
OG0004364	APOSC_02494, APOSC_02495, APOSC_29028	CAPO305213
OG0004365	APOSC_18479	CAPO305948
OG0004368	APOSC_24515	CAPO306084
OG0004369	APOSC_11140, APOSC_23833	CAPO305592
OG0004370	APOSC_05468	CAPO302143
OG0004372	APOSC_15921	CAPO304892
OG0004373	APOSC_08422, APOSC_08079	CAPO308311
OG0004374	APOSC_11001, APOSC_28161	CAPO306983
OG0004375	APOSC_22061, APOSC_22062	CAPO305927
OG0004376	APOSC_03057	CAPO303203
OG0004377	APOSC_18261	CAPO303614
OG0004378	APOSC_06765	CAPO303140
OG0004379	APOSC_24408	CAPO300162
OG0004380	APOSC_24668	CAPO307847
OG0004381	APOSC_01881	CAPO300684
OG0004382	APOSC_14474, APOSC_08562, APOSC_05467	CAPO308307
OG0004383	APOSC_03307, APOSC_03308, APOSC_03306	CAPO301688
OG0004385	APOSC_06653	CAPO306534
OG0004388	APOSC_03123	CAPO303742
OG0004389	APOSC_06156, APOSC_06157, APOSC_01459	CAPO302416
OG0004390	APOSC_08698, APOSC_08696, APOSC_08697	CAPO300046
OG0004391	APOSC_28521	CAPO305468
OG0004392	APOSC_05231	CAPO303282
OG0004394	APOSC_28384, APOSC_10596	CAPO305886
OG0004396	APOSC_03257	CAPO300955
OG0004398	APOSC_17705	CAPO307605
OG0004399	APOSC_22477, APOSC_22476	CAPO301536
OG0004400	APOSC_15952	CAPO304368, CAPO302395
OG0004401	APOSC_05845	CAPO307684
OG0004404	APOSC_27079	CAPO300907
OG0004405	APOSC_14805, APOSC_14804	CAPO302866
OG0004406	APOSC_00075, APOSC_00074	CAPO305558
OG0004412	APOSC_18296, APOSC_11186	CAPO301515
OG0004413	APOSC_00838, APOSC_00839	CAPO301518
OG0004417	APOSC_07939	CAPO302119
OG0004418	APOSC_06342	CAPO305208
OG0004421	APOSC_27707	CAPO303320
OG0004423	APOSC_27132	CAPO306935
OG0004425	APOSC_27479	CAPO302090
OG0004426	APOSC_18555	CAPO301784
OG0004428	APOSC_08033, APOSC_22972, APOSC_04260, APOSC_05952, APOSC_27807, APOSC_24896, APOSC_05647, APOSC_26786, APOSC_19554, APOSC_24327	CAPO302305
OG0004459	APOSC_02057	CAPO300459
OG0004460	APOSC_11378	CAPO307206
OG0004461	APOSC_09578	CAPO305355
OG0004462	APOSC_03810	CAPO302893
OG0004465	APOSC_27612, APOSC_07492	CAPO303487, CAPO307912
OG0004467	APOSC_08131, APOSC_08130	CAPO307496
OG0004468	APOSC_04083	CAPO307854
OG0004472	APOSC_24611	CAPO303803
OG0004474	APOSC_14066	CAPO300829
OG0004476	APOSC_28912	CAPO307856
OG0004479	APOSC_27243	CAPO303963
OG0004481	APOSC_01303, APOSC_01304	CAPO306702
OG0004483	APOSC_10427	CAPO303122
OG0004484	APOSC_26538	CAPO302152
OG0004486	APOSC_10573	CAPO307639
OG0004488	APOSC_14403, APOSC_20653	CAPO301849
OG0004489	APOSC_02546	CAPO305447
OG0004492	APOSC_27181, APOSC_17941, APOSC_01115, APOSC_15415, APOSC_10060, APOSC_04007	CAPO307196
OG0004494	APOSC_17707	CAPO306570
OG0004495	APOSC_02433	CAPO306359
OG0004496	APOSC_01447	CAPO303733
OG0004497	APOSC_14596	CAPO307202
OG0004498	APOSC_15612, APOSC_17715	CAPO305224
OG0004500	APOSC_22983	CAPO301850
OG0004501	APOSC_04951, APOSC_04952	CAPO301840
OG0004502	APOSC_25796	CAPO301779, CAPO300429
OG0004503	APOSC_02535	CAPO300332
OG0004506	APOSC_05112	CAPO305016
OG0004507	APOSC_10102	CAPO301894
OG0004508	APOSC_21272	CAPO301654
OG0004509	APOSC_20036	CAPO300500
OG0004511	APOSC_18981	CAPO303457
OG0004512	APOSC_16199	CAPO302842
OG0004513	APOSC_26165, APOSC_12773, APOSC_04598, APOSC_24273, APOSC_24274, APOSC_23756	CAPO303104
OG0004515	APOSC_19569	CAPO305182
OG0004516	APOSC_04046	CAPO306036, CAPO307859
OG0004517	APOSC_24629	CAPO305332
OG0004518	APOSC_08232	CAPO306412
OG0004519	APOSC_06794	CAPO307914
OG0004520	APOSC_05663, APOSC_12029, APOSC_26902, APOSC_13178, APOSC_06894, APOSC_06893, APOSC_05580, APOSC_25046	CAPO300090
OG0004521	APOSC_13531, APOSC_13532	CAPO306692
OG0004523	APOSC_28480	CAPO304989
OG0004525	APOSC_21081	CAPO303518
OG0004526	APOSC_08516	CAPO302498
OG0004527	APOSC_19190	CAPO302077
OG0004529	APOSC_09056, APOSC_09055	CAPO306628
OG0004530	APOSC_18566	CAPO304739
OG0004531	APOSC_00170	CAPO302345, CAPO307115
OG0004532	APOSC_19189	CAPO300005
OG0004533	APOSC_11139	CAPO306022
OG0004535	APOSC_09549	CAPO307124
OG0004537	APOSC_01789, APOSC_01788, APOSC_08068, APOSC_01790	CAPO306837
OG0004540	APOSC_09272	CAPO307351
OG0004541	APOSC_14569	CAPO307806
OG0004542	APOSC_22755	CAPO306706
OG0004544	APOSC_07199	CAPO306563
OG0004545	APOSC_24266, APOSC_24267	CAPO307212
OG0004546	APOSC_19042, APOSC_00630, APOSC_22280, APOSC_16773, APOSC_02200	CAPO306808
OG0004547	APOSC_09902	CAPO304852
OG0004548	APOSC_25627, APOSC_25626	CAPO305113
OG0004551	APOSC_02915	CAPO301498
OG0004552	APOSC_21731	CAPO301361, CAPO306759
OG0004553	APOSC_12207	CAPO302768
OG0004554	APOSC_13446	CAPO300747
OG0004555	APOSC_15225	CAPO301994
OG0004556	APOSC_22315	CAPO305616
OG0004558	APOSC_19379	CAPO307355
OG0004559	APOSC_23773	CAPO303756
OG0004561	APOSC_25437, APOSC_25438, APOSC_25439	CAPO304794
OG0004563	APOSC_14680	CAPO303030
OG0004564	APOSC_25145	CAPO301873
OG0004565	APOSC_10903	CAPO303409
OG0004569	APOSC_28318, APOSC_28317	CAPO303601
OG0004572	APOSC_08630, APOSC_28774	CAPO302719
OG0004573	APOSC_22038	CAPO305859
OG0004574	APOSC_18978	CAPO300276
OG0004577	APOSC_00393	CAPO307905
OG0004578	APOSC_03074	CAPO307713
OG0004579	APOSC_17666	CAPO308171
OG0004581	APOSC_09764, APOSC_09765	CAPO305629
OG0004582	APOSC_05848	CAPO304857
OG0004583	APOSC_26146, APOSC_24465, APOSC_25925, APOSC_23947, APOSC_28222, APOSC_01294	CAPO301319
OG0004585	APOSC_08928, APOSC_08929	CAPO307959
OG0004587	APOSC_03006	CAPO303576
OG0004588	APOSC_07823, APOSC_00734	CAPO307046
OG0004590	APOSC_13381	CAPO307910
OG0004592	APOSC_05156, APOSC_05155	CAPO307767
OG0004593	APOSC_02700	CAPO306311
OG0004595	APOSC_02806	CAPO305901
OG0004596	APOSC_02821	CAPO301763
OG0004599	APOSC_16698	CAPO306185
OG0004601	APOSC_13137, APOSC_13135, APOSC_13136	CAPO300529
OG0004602	APOSC_25001	CAPO307709
OG0004605	APOSC_16868, APOSC_16867	CAPO303013
OG0004609	APOSC_13910, APOSC_18308, APOSC_13911, APOSC_14861	CAPO305274
OG0004610	APOSC_02022, APOSC_03915, APOSC_21573	CAPO308217
OG0004611	APOSC_04319	CAPO305879, CAPO305850
OG0004612	APOSC_01071, APOSC_01073	CAPO307176
OG0004616	APOSC_12974, APOSC_12975	CAPO302661, CAPO307774
OG0004619	APOSC_17300	CAPO306976
OG0004621	APOSC_27624	CAPO301592
OG0004623	APOSC_10374	CAPO303271
OG0004626	APOSC_12611	CAPO304074
OG0004627	APOSC_15400, APOSC_26283	CAPO302578
OG0004628	APOSC_06246, APOSC_06247	CAPO300844
OG0004629	APOSC_27869	CAPO300874
OG0004630	APOSC_15915	CAPO300032
OG0004633	APOSC_09565, APOSC_09566	CAPO306431
OG0004634	APOSC_28548	CAPO306443
OG0004635	APOSC_06308, APOSC_14663	CAPO305826
OG0004638	APOSC_21459, APOSC_18406, APOSC_10372, APOSC_20395, APOSC_27084	CAPO300328
OG0004639	APOSC_13364	CAPO304960
OG0004640	APOSC_23775	CAPO305391
OG0004641	APOSC_28019	CAPO301192
OG0004642	APOSC_22463	CAPO303810
OG0004643	APOSC_22738	CAPO303111
OG0004644	APOSC_28437	CAPO308177
OG0004646	APOSC_12361	CAPO304987
OG0004648	APOSC_22091, APOSC_12036, APOSC_12035, APOSC_19767, APOSC_05964	CAPO306796
OG0004649	APOSC_06462	CAPO308035
OG0004651	APOSC_27283	CAPO307192
OG0004652	APOSC_27302, APOSC_27303, APOSC_27301	CAPO307126
OG0004654	APOSC_04791, APOSC_23822, APOSC_13565, APOSC_22271, APOSC_03786, APOSC_19555	CAPO304098
OG0004655	APOSC_14379, APOSC_14378	CAPO300932
OG0004656	APOSC_26188	CAPO306315
OG0004657	APOSC_19831	CAPO300965
OG0004658	APOSC_21482, APOSC_21483	CAPO302853
OG0004659	APOSC_07030	CAPO305571
OG0004663	APOSC_26347	CAPO307060
OG0004668	APOSC_16668	CAPO307032
OG0004669	APOSC_19747	CAPO301719
OG0004670	APOSC_01653	CAPO301141
OG0004671	APOSC_26066, APOSC_26065	CAPO303199
OG0004672	APOSC_12045	CAPO300788
OG0004673	APOSC_04782	CAPO305181
OG0004674	APOSC_09218, APOSC_25614	CAPO301298
OG0004675	APOSC_16056	CAPO300152
OG0004676	APOSC_10008	CAPO305483
OG0004678	APOSC_07378	CAPO306062
OG0004679	APOSC_01980	CAPO307020
OG0004682	APOSC_07397, APOSC_07398	CAPO302643
OG0004685	APOSC_22489	CAPO300514
OG0004687	APOSC_26487	CAPO300850
OG0004690	APOSC_10397, APOSC_10398	CAPO302294
OG0004691	APOSC_22501	CAPO301832
OG0004692	APOSC_04838, APOSC_25537, APOSC_09130	CAPO306711
OG0004694	APOSC_27421	CAPO302831
OG0004695	APOSC_05727	CAPO304127
OG0004696	APOSC_26053	CAPO303339
OG0004697	APOSC_25711	CAPO308157
OG0004699	APOSC_02077	CAPO305801
OG0004700	APOSC_02967	CAPO305394
OG0004702	APOSC_27749	CAPO306323
OG0004703	APOSC_21024	CAPO302281
OG0004704	APOSC_24975, APOSC_18165	CAPO306423, CAPO306248
OG0004707	APOSC_26732	CAPO307222
OG0004708	APOSC_00517	CAPO302589
OG0004711	APOSC_01617	CAPO307614
OG0004728	APOSC_24873, APOSC_05914, APOSC_20520, APOSC_10742, APOSC_10935	CAPO306092
OG0004732	APOSC_09450	CAPO303065
OG0004733	APOSC_12459	CAPO303723
OG0004738	APOSC_26463	CAPO307391
OG0004739	APOSC_05760	CAPO305372
OG0004740	APOSC_28993	CAPO303587
OG0004743	APOSC_17648, APOSC_01602	CAPO305537
OG0004744	APOSC_02645, APOSC_24072	CAPO307377
OG0004747	APOSC_21069	CAPO305266
OG0004748	APOSC_08268, APOSC_06622	CAPO300851
OG0004749	APOSC_14536, APOSC_28362	CAPO303738
OG0004752	APOSC_15513	CAPO300189
OG0004753	APOSC_21783	CAPO307970
OG0004756	APOSC_19091	CAPO300650
OG0004757	APOSC_28719	CAPO300079
OG0004758	APOSC_12327	CAPO307791
OG0004759	APOSC_17104	CAPO301731
OG0004760	APOSC_14625	CAPO302986
OG0004761	APOSC_24459	CAPO301372
OG0004762	APOSC_04244, APOSC_01279	CAPO306336
OG0004763	APOSC_08514	CAPO303189
OG0004764	APOSC_02720	CAPO306665
OG0004765	APOSC_21254	CAPO300145
OG0004766	APOSC_22855, APOSC_00741	CAPO300107
OG0004767	APOSC_13011	CAPO304258
OG0004768	APOSC_27912	CAPO302814
OG0004769	APOSC_17402, APOSC_17401	CAPO305909
OG0004770	APOSC_02747, APOSC_02748	CAPO306549
OG0004771	APOSC_01808, APOSC_21897	CAPO306141
OG0004774	APOSC_03484	CAPO302467
OG0004775	APOSC_20383	CAPO308292
OG0004781	APOSC_16354	CAPO302855
OG0004784	APOSC_06666, APOSC_06665, APOSC_06720	CAPO300506
OG0004785	APOSC_06497, APOSC_13596, APOSC_22739	CAPO301223
OG0004786	APOSC_17038	CAPO306813
OG0004787	APOSC_12775	CAPO300677
OG0004788	APOSC_03758, APOSC_03759	CAPO303606
OG0004792	APOSC_11949, APOSC_02819, APOSC_02820	CAPO304121, CAPO301355
OG0004793	APOSC_16471	CAPO303691
OG0004794	APOSC_22694	CAPO302268
OG0004795	APOSC_11957	CAPO306522
OG0004797	APOSC_18656	CAPO308248
OG0004798	APOSC_15756, APOSC_06645, APOSC_06644	CAPO306979
OG0004801	APOSC_03930	CAPO301409
OG0004803	APOSC_18918	CAPO304966
OG0004805	APOSC_23984	CAPO301148
OG0004808	APOSC_00809	CAPO300921
OG0004810	APOSC_22512	CAPO307085
OG0004811	APOSC_12677	CAPO304670
OG0004812	APOSC_00894, APOSC_04595	CAPO300913
OG0004813	APOSC_12785	CAPO302301
OG0004814	APOSC_17303	CAPO305193
OG0004815	APOSC_02479	CAPO306099
OG0004816	APOSC_26175	CAPO306093
OG0004817	APOSC_18531	CAPO300646
OG0004819	APOSC_01062, APOSC_01061	CAPO303489
OG0004820	APOSC_25668	CAPO301474
OG0004822	APOSC_28208, APOSC_11012	CAPO303272
OG0004823	APOSC_14310	CAPO301131
OG0004825	APOSC_07995	CAPO303625
OG0004826	APOSC_00805	CAPO302318
OG0004828	APOSC_04869	CAPO300795
OG0004829	APOSC_18638	CAPO306677
OG0004830	APOSC_21849, APOSC_12125	CAPO304259, CAPO301109
OG0004831	APOSC_10208	CAPO302539
OG0004832	APOSC_19491, APOSC_24739	CAPO300644
OG0004833	APOSC_15028, APOSC_21026, APOSC_21025	CAPO307386, CAPO307385
OG0004835	APOSC_05804	CAPO307142
OG0004836	APOSC_28404, APOSC_28405	CAPO300476
OG0004837	APOSC_15814	CAPO306341
OG0004838	APOSC_04205	CAPO300483
OG0004840	APOSC_26796	CAPO301303
OG0004841	APOSC_24766	CAPO301073
OG0004842	APOSC_13259	CAPO307208
OG0004843	APOSC_12626, APOSC_12625	CAPO302296
OG0004844	APOSC_28841	CAPO308225
OG0004845	APOSC_00036, APOSC_00035	CAPO300244
OG0004846	APOSC_05197	CAPO302634
OG0004848	APOSC_16401, APOSC_04787	CAPO305802
OG0004849	APOSC_10424	CAPO302897
OG0004851	APOSC_20688, APOSC_12080	CAPO304052
OG0004852	APOSC_28800, APOSC_26971, APOSC_07413, APOSC_07415, APOSC_27457	CAPO305241
OG0004853	APOSC_18187, APOSC_18186	CAPO306818
OG0004854	APOSC_20724, APOSC_00464, APOSC_11248, APOSC_11247, APOSC_24117	CAPO307677
OG0004855	APOSC_25569, APOSC_29149	CAPO307136
OG0004856	APOSC_05989	CAPO307877
OG0004857	APOSC_02357, APOSC_03487	CAPO305126
OG0004858	APOSC_00651, APOSC_00652	CAPO306514
OG0004859	APOSC_28347	CAPO305955
OG0004861	APOSC_25886, APOSC_25887, APOSC_25885	CAPO300721
OG0004863	APOSC_19314	CAPO300215
OG0004864	APOSC_21183, APOSC_11985	CAPO306175
OG0004869	APOSC_13350	CAPO301505
OG0004873	APOSC_24790	CAPO305056
OG0004874	APOSC_16765	CAPO302314
OG0004875	APOSC_23070	CAPO305599
OG0004879	APOSC_24104	CAPO304570
OG0004880	APOSC_05578	CAPO307520
OG0004881	APOSC_01627	CAPO301856
