Orthogroup	APOSC_ok	YEAST
OG0002763	APOSC_25811	YEAST00260
OG0002764	APOSC_23722	YEAST00423
OG0002765	APOSC_10719	YEAST01667, YEAST05523
OG0002766	APOSC_18534, APOSC_18533, APOSC_13710	YEAST05357
OG0002767	APOSC_01558	YEAST04591
OG0002771	APOSC_12088	YEAST02043
OG0002772	APOSC_11776	YEAST03384
OG0002773	APOSC_24444, APOSC_24443	YEAST03677
OG0002774	APOSC_16611	YEAST03575
OG0002775	APOSC_06303	YEAST03021
OG0002781	APOSC_25228	YEAST05450
OG0002782	APOSC_25249	YEAST02121
OG0002785	APOSC_21543, APOSC_16317, APOSC_23539, APOSC_09069	YEAST06106, YEAST01228
OG0002788	APOSC_24414, APOSC_23286	YEAST02578, YEAST01232
OG0002789	APOSC_22221, APOSC_04682, APOSC_23595	YEAST05269
OG0002793	APOSC_11852	YEAST01371
OG0002799	APOSC_29104	YEAST01461
OG0002817	APOSC_24528, APOSC_12557	YEAST01189, YEAST04922
OG0002824	APOSC_02684	YEAST02137
OG0002826	APOSC_04412	YEAST00174
OG0002827	APOSC_15572, APOSC_15573	YEAST05976
OG0002828	APOSC_15533	YEAST00227, YEAST00963
OG0002831	APOSC_07320, APOSC_07319	YEAST03282
OG0002835	APOSC_05721	YEAST02656
OG0002837	APOSC_16955	YEAST01987, YEAST00157
OG0002839	APOSC_10256, APOSC_10257	YEAST03148
OG0002843	APOSC_02228	YEAST04737
OG0002844	APOSC_05859	YEAST05563
OG0002847	APOSC_09996	YEAST02294
OG0002851	APOSC_09073	YEAST04951
OG0002855	APOSC_00431, APOSC_00429, APOSC_00430	YEAST00137
OG0002860	APOSC_00796	YEAST02712
OG0002866	APOSC_13836, APOSC_13835	YEAST01136
OG0002876	APOSC_27500	YEAST02348
OG0002877	APOSC_07709, APOSC_07710	YEAST04537
OG0002883	APOSC_06370	YEAST03027
OG0002891	APOSC_00377	YEAST03205
OG0002893	APOSC_00192, APOSC_14877, APOSC_03975, APOSC_03565	YEAST03653
OG0002894	APOSC_28201	YEAST00906
OG0002895	APOSC_12290	YEAST01471, YEAST05353, YEAST05456
OG0002897	APOSC_09117	YEAST06308
OG0002899	APOSC_05842, APOSC_05841	YEAST00283
OG0002900	APOSC_06089, APOSC_23969	YEAST05306
OG0002907	APOSC_22192, APOSC_12383	YEAST02061
OG0002910	APOSC_20846	YEAST00223
OG0002915	APOSC_11969	YEAST02264
OG0002917	APOSC_07469	YEAST03703
OG0002920	APOSC_16197	YEAST04043, YEAST04055
OG0002921	APOSC_23354, APOSC_22673, APOSC_22672	YEAST06254
OG0002922	APOSC_16651	YEAST01261
OG0002947	APOSC_02093, APOSC_21267	YEAST00232
OG0002948	APOSC_23040	YEAST03584
OG0002949	APOSC_17385, APOSC_05632, APOSC_26810, APOSC_01185, APOSC_05631	YEAST00419, YEAST06063
OG0002952	APOSC_22189	YEAST05257
OG0002953	APOSC_27639	YEAST03034
OG0002957	APOSC_03768	YEAST03253
OG0002960	APOSC_22624	YEAST05502
OG0002965	APOSC_13679, APOSC_12121	YEAST03804
OG0002966	APOSC_00318	YEAST06059
OG0002968	APOSC_04978, APOSC_16857	YEAST00199
OG0002969	APOSC_17593	YEAST00655
OG0002982	APOSC_22057, APOSC_11183	YEAST02471
OG0002984	APOSC_09757	YEAST00961, YEAST01144
OG0002985	APOSC_16485, APOSC_25787	YEAST02147
OG0002987	APOSC_00262	YEAST02970, YEAST00081, YEAST02488
OG0002991	APOSC_00644	YEAST03345, YEAST01842
OG0002997	APOSC_05385, APOSC_28117	YEAST02374
OG0003001	APOSC_00996	YEAST01497
OG0003004	APOSC_08593	YEAST02183
OG0003006	APOSC_16110, APOSC_03888	YEAST00899
OG0003010	APOSC_20924	YEAST03035
OG0003012	APOSC_18752	YEAST04512
OG0003016	APOSC_28670	YEAST04810
OG0003017	APOSC_03453	YEAST02213
OG0003018	APOSC_05905, APOSC_13408	YEAST01635, YEAST01949
OG0003020	APOSC_22069, APOSC_20556, APOSC_09981, APOSC_09980	YEAST04851
OG0003027	APOSC_07655	YEAST05498
OG0003028	APOSC_06065	YEAST05822
OG0003029	APOSC_14789, APOSC_14788	YEAST04523
OG0003033	APOSC_04771, APOSC_11904, APOSC_27595, APOSC_07949, APOSC_07950, APOSC_07581	YEAST02457, YEAST02640
OG0003039	APOSC_28297	YEAST00055
OG0003043	APOSC_03354, APOSC_08111	YEAST02551
OG0003046	APOSC_17607, APOSC_17609, APOSC_17608	YEAST01632
OG0003054	APOSC_08597	YEAST04909, YEAST05341
OG0003056	APOSC_11755, APOSC_11440	YEAST02257
OG0003059	APOSC_15210, APOSC_10780	YEAST02832, YEAST03675
OG0003063	APOSC_15552	YEAST00204
OG0003066	APOSC_22132	YEAST00969
OG0003067	APOSC_04561	YEAST03159
OG0003072	APOSC_18527	YEAST05076
OG0003073	APOSC_10886, APOSC_10467	YEAST00167
OG0003079	APOSC_22913	YEAST01019
OG0003101	APOSC_03962	YEAST01357
OG0003104	APOSC_18853	YEAST00861
OG0003105	APOSC_14568	YEAST04282
OG0003106	APOSC_22756	YEAST03619
OG0003107	APOSC_19938, APOSC_13572, APOSC_13571, APOSC_24099	YEAST00029
OG0003108	APOSC_20208	YEAST00796
OG0003110	APOSC_05797, APOSC_07102, APOSC_08763, APOSC_23414, APOSC_10505, APOSC_11675, APOSC_19204, APOSC_00185, APOSC_08972, APOSC_17813, APOSC_11676, APOSC_13379	YEAST02197
OG0003114	APOSC_08728, APOSC_12830	YEAST00453, YEAST02426
OG0003119	APOSC_27843	YEAST00778
OG0003121	APOSC_14507	YEAST03190
OG0003131	APOSC_22048, APOSC_06347, APOSC_12050, APOSC_16974, APOSC_16916, APOSC_16973, APOSC_03813, APOSC_10577	YEAST04435, YEAST04350
OG0003135	APOSC_10627, APOSC_19629	YEAST02069
OG0003138	APOSC_19584, APOSC_11696, APOSC_20418	YEAST01790, YEAST00784
OG0003145	APOSC_08126, APOSC_10484, APOSC_10319, APOSC_20874	YEAST06012
OG0003147	APOSC_18397	YEAST03729
OG0003151	APOSC_16617	YEAST03910
OG0003153	APOSC_26183	YEAST05438
OG0003154	APOSC_06994	YEAST00694
OG0003157	APOSC_12815	YEAST01203
OG0003164	APOSC_27781	YEAST05549, YEAST04492
OG0003169	APOSC_20189	YEAST04410
OG0003172	APOSC_05273	YEAST06030
OG0003174	APOSC_05372	YEAST06178
OG0003178	APOSC_23982	YEAST05823
OG0003179	APOSC_10676	YEAST00905
OG0003182	APOSC_25417	YEAST05565
OG0003189	APOSC_13962, APOSC_14718	YEAST00820
OG0003190	APOSC_09818	YEAST02550
OG0003191	APOSC_21528, APOSC_28691, APOSC_28692	YEAST01068
OG0003193	APOSC_05846	YEAST02494
OG0003197	APOSC_23003, APOSC_23004, APOSC_07667	YEAST06274
OG0003199	APOSC_20188	YEAST04961
OG0003207	APOSC_24531, APOSC_20290	YEAST04056
OG0003212	APOSC_29099	YEAST05531
OG0003214	APOSC_18366	YEAST03701
OG0003215	APOSC_16838, APOSC_16839	YEAST04373
OG0003218	APOSC_15489	YEAST04068
OG0003220	APOSC_10137	YEAST03417, YEAST00186
OG0003221	APOSC_10483, APOSC_21165	YEAST05064
OG0003223	APOSC_03309	YEAST04472
OG0003228	APOSC_12201	YEAST06187
OG0003230	APOSC_16300	YEAST05487
OG0003234	APOSC_16222	YEAST00760
OG0003235	APOSC_02018, APOSC_02019	YEAST06282
OG0003251	APOSC_01087, APOSC_20351	YEAST05338, YEAST04904
OG0003254	APOSC_25008	YEAST03911
OG0003257	APOSC_01324	YEAST02741
OG0003263	APOSC_06856, APOSC_10864, APOSC_04917, APOSC_05065, APOSC_13158, APOSC_00448, APOSC_10954, APOSC_09315	YEAST05333
OG0003264	APOSC_10052	YEAST03398
OG0003266	APOSC_02901	YEAST05585
OG0003267	APOSC_05198, APOSC_15562	YEAST02516
OG0003270	APOSC_23736	YEAST01372, YEAST05351, YEAST01476
OG0003277	APOSC_07098, APOSC_19318	YEAST03706
OG0003283	APOSC_05350	YEAST02779
OG0003284	APOSC_08125	YEAST02184
OG0003287	APOSC_11817, APOSC_11816	YEAST00166
OG0003288	APOSC_08027, APOSC_08028	YEAST05062
OG0003290	APOSC_22357	YEAST06325
OG0003293	APOSC_18462	YEAST04930
OG0003295	APOSC_13157	YEAST06127
OG0003300	APOSC_17961, APOSC_10134, APOSC_10022, APOSC_12616	YEAST03316
OG0003301	APOSC_20684	YEAST03267
OG0003302	APOSC_20273, APOSC_02476, APOSC_03947, APOSC_22845, APOSC_17191, APOSC_16365, APOSC_16978, APOSC_02616, APOSC_11566	YEAST04633
OG0003303	APOSC_18665, APOSC_00584, APOSC_00585	YEAST05878
OG0003304	APOSC_15762	YEAST01018
OG0003316	APOSC_24704, APOSC_12147	YEAST04887
OG0003317	APOSC_27860, APOSC_27859	YEAST03051
OG0003318	APOSC_06088	YEAST02158
OG0003332	APOSC_06501, APOSC_11037	YEAST02945, YEAST00447
OG0003335	APOSC_22973, APOSC_26808, APOSC_25100	YEAST01260
OG0003340	APOSC_00595	YEAST04972
OG0003341	APOSC_08089	YEAST00990
OG0003343	APOSC_10154	YEAST04356, YEAST06258
OG0003344	APOSC_02014, APOSC_02015	YEAST04764
OG0003345	APOSC_05069, APOSC_10463	YEAST02133
OG0003348	APOSC_25980	YEAST02844
OG0003349	APOSC_12458	YEAST00235, YEAST04798
OG0003356	APOSC_06969	YEAST02937
OG0003357	APOSC_19085, APOSC_00799, APOSC_00798, APOSC_00797, APOSC_00800, APOSC_17048	YEAST04240, YEAST02522
OG0003364	APOSC_20943, APOSC_20944	YEAST00730
OG0003366	APOSC_22846	YEAST05276, YEAST03075
OG0003373	APOSC_10165, APOSC_15730, APOSC_15709	YEAST03755
OG0003374	APOSC_04421	YEAST03627
OG0003375	APOSC_12301, APOSC_12302, APOSC_16084	YEAST03722
OG0003377	APOSC_20950, APOSC_06534	YEAST03340
OG0003380	APOSC_06475	YEAST00529
OG0003381	APOSC_25031	YEAST03447, YEAST01380
OG0003382	APOSC_14019	YEAST01627
OG0003386	APOSC_08475, APOSC_04892	YEAST02725
OG0003425	APOSC_20861	YEAST05084
OG0003426	APOSC_14543, APOSC_14542	YEAST05251
OG0003428	APOSC_11400	YEAST04550, YEAST01154
OG0003429	APOSC_26522, APOSC_02739, APOSC_15613, APOSC_04157, APOSC_08528, APOSC_02740, APOSC_17184, APOSC_08273	YEAST05921
OG0003430	APOSC_02277	YEAST04732
OG0003434	APOSC_08572	YEAST02689
OG0003435	APOSC_16233	YEAST05483
OG0003441	APOSC_05349	YEAST05981
OG0003443	APOSC_21858	YEAST06032
OG0003454	APOSC_03485	YEAST04088
OG0003458	APOSC_17177	YEAST00169
OG0003461	APOSC_01453, APOSC_09700, APOSC_12570, APOSC_23855, APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582	YEAST05752, YEAST04759
OG0003463	APOSC_18574, APOSC_13277	YEAST02371
OG0003464	APOSC_02590	YEAST05120
OG0003465	APOSC_17657	YEAST02874
OG0003467	APOSC_08484, APOSC_08485	YEAST01278
OG0003477	APOSC_28136, APOSC_28137	YEAST03665
OG0003483	APOSC_24644	YEAST06074
OG0003487	APOSC_24508	YEAST03066
OG0003491	APOSC_27592	YEAST03514
OG0003493	APOSC_07930	YEAST01076
OG0003497	APOSC_06959	YEAST00758
OG0003498	APOSC_07920	YEAST05680
OG0003500	APOSC_22294, APOSC_22295	YEAST03303, YEAST02683
OG0003501	APOSC_23234	YEAST01421
OG0003502	APOSC_18703	YEAST02519
OG0003503	APOSC_02298	YEAST00400
OG0003505	APOSC_27791	YEAST00697
OG0003509	APOSC_01600	YEAST02850
OG0003515	APOSC_28363	YEAST00923
OG0003518	APOSC_13189	YEAST04809
OG0003523	APOSC_24946, APOSC_24945	YEAST05393
OG0003531	APOSC_06749	YEAST00465
OG0003532	APOSC_12900, APOSC_12899, APOSC_18857, APOSC_05700	YEAST05810
OG0003539	APOSC_28124, APOSC_28123	YEAST03774
OG0003541	APOSC_12528, APOSC_12526, APOSC_12527	YEAST01314
OG0003543	APOSC_20594	YEAST01290
OG0003544	APOSC_15667	YEAST00251
OG0003550	APOSC_23937	YEAST06166
OG0003551	APOSC_24999	YEAST01826
OG0003552	APOSC_13079	YEAST04163
OG0003556	APOSC_16589	YEAST05216
OG0003560	APOSC_23804	YEAST00307
OG0003560	APOSC_23803	YEAST02357, YEAST05925
OG0003561	APOSC_05634, APOSC_05633	YEAST06100
OG0003562	APOSC_04504	YEAST00960
OG0003565	APOSC_05654	YEAST03392
OG0003567	APOSC_27651	YEAST04838
OG0003568	APOSC_24669	YEAST04328
OG0003570	APOSC_11684	YEAST03562, YEAST04635
OG0003571	APOSC_19334	YEAST05553
OG0003573	APOSC_22721	YEAST00597
OG0003578	APOSC_25298, APOSC_25297, APOSC_25299	YEAST05031
OG0003579	APOSC_20893	YEAST05446
OG0003582	APOSC_10258	YEAST03174
OG0003598	APOSC_04757	YEAST00803
OG0003599	APOSC_02977	YEAST04133
OG0003603	APOSC_26660	YEAST03529
OG0003610	APOSC_06489	YEAST02573
OG0003611	APOSC_27392	YEAST01054
OG0003612	APOSC_26359	YEAST00808
OG0003613	APOSC_02881	YEAST02366
OG0003615	APOSC_11360	YEAST01638
OG0003617	APOSC_11452	YEAST01843
OG0003618	APOSC_27107	YEAST00747
OG0003619	APOSC_04035, APOSC_04036	YEAST04756
OG0003624	APOSC_08169	YEAST00147
OG0003630	APOSC_17756, APOSC_17755, APOSC_17757	YEAST04845
OG0003632	APOSC_29018, APOSC_16472, APOSC_27508	YEAST02125
OG0003638	APOSC_04672	YEAST00956
OG0003641	APOSC_28507	YEAST04061, YEAST01158
OG0003643	APOSC_14666, APOSC_10990, APOSC_10989	YEAST03144
OG0003644	APOSC_13766	YEAST01545
OG0003645	APOSC_17297	YEAST05809, YEAST05493
OG0003647	APOSC_23544, APOSC_13796	YEAST04352, YEAST04433
OG0003649	APOSC_04280, APOSC_04281	YEAST00203
OG0003650	APOSC_01121, APOSC_01120	YEAST00737, YEAST04997
OG0003659	APOSC_18860	YEAST00140
OG0003661	APOSC_25047, APOSC_25048	YEAST02758
OG0003664	APOSC_08966	YEAST03791
OG0003668	APOSC_25254	YEAST06168
OG0003669	APOSC_15477	YEAST02813
OG0003672	APOSC_19065	YEAST03137
OG0003676	APOSC_19440	YEAST03110
OG0003678	APOSC_24849	YEAST02330
OG0003679	APOSC_05717	YEAST03223
OG0003682	APOSC_08734, APOSC_08733	YEAST00571
OG0003687	APOSC_02961	YEAST02527, YEAST04246
OG0003688	APOSC_12988, APOSC_12989	YEAST01333, YEAST05362, YEAST00376
OG0003689	APOSC_14402	YEAST04232
OG0003690	APOSC_12760	YEAST01162
OG0003692	APOSC_29035	YEAST00692
OG0003693	APOSC_02780	YEAST05304
OG0003694	APOSC_22584, APOSC_22583	YEAST01453
OG0003696	APOSC_01727	YEAST05704
OG0003697	APOSC_19087	YEAST04962
OG0003698	APOSC_02793, APOSC_02794	YEAST03764, YEAST03185
OG0003703	APOSC_27805	YEAST00683
OG0003710	APOSC_14492, APOSC_14493	YEAST02077
OG0003712	APOSC_02385	YEAST02114
OG0003713	APOSC_27942	YEAST01549, YEAST03807
OG0003716	APOSC_21311	YEAST02390
OG0003718	APOSC_00053, APOSC_06836	YEAST05772
OG0003719	APOSC_22019	YEAST06338
OG0003721	APOSC_17333	YEAST04960
OG0003724	APOSC_21114, APOSC_21113	YEAST02365, YEAST06120
OG0003729	APOSC_17222	YEAST01543
OG0003731	APOSC_22671	YEAST04486
OG0003733	APOSC_16729	YEAST03492
OG0003734	APOSC_06802, APOSC_03895, APOSC_26658, APOSC_13258, APOSC_04893	YEAST02809, YEAST03842
OG0003735	APOSC_09644, APOSC_04977, APOSC_04976, APOSC_04975	YEAST06115
OG0003738	APOSC_26676	YEAST05605
OG0003740	APOSC_24391, APOSC_10911, APOSC_12585, APOSC_18389, APOSC_07561, APOSC_08481, APOSC_07560, APOSC_10879, APOSC_15112	YEAST01029
OG0003741	APOSC_01091, APOSC_01092	YEAST01379
OG0003743	APOSC_27109	YEAST06008, YEAST05688
OG0003744	APOSC_22292, APOSC_22293	YEAST01207
OG0003745	APOSC_14669, APOSC_14668	YEAST02618
OG0003749	APOSC_00198	YEAST04441
OG0003750	APOSC_11143	YEAST00149
OG0003756	APOSC_12890, APOSC_14136, APOSC_14135	YEAST01878
OG0003758	APOSC_02734	YEAST06133
OG0003759	APOSC_17081	YEAST03315
OG0003766	APOSC_09732, APOSC_21164	YEAST03336
OG0003767	APOSC_23704, APOSC_02560	YEAST01933, YEAST01650
OG0003769	APOSC_02783, APOSC_02782	YEAST01999
OG0003770	APOSC_13841	YEAST01234, YEAST03860
OG0003778	APOSC_25204	YEAST05796
OG0003779	APOSC_23333, APOSC_23332, APOSC_23334	YEAST04431
OG0003806	APOSC_10907, APOSC_13794, APOSC_10906, APOSC_27759	YEAST02367
OG0003807	APOSC_20177, APOSC_11279, APOSC_05758, APOSC_00861, APOSC_00860, APOSC_00859	YEAST04265, YEAST03128
OG0003808	APOSC_06171, APOSC_06172	YEAST01201
OG0003811	APOSC_28788, APOSC_28789	YEAST00417
OG0003812	APOSC_18903	YEAST00287
OG0003813	APOSC_14390	YEAST00254
OG0003818	APOSC_12257	YEAST04318
OG0003824	APOSC_04795, APOSC_04794	YEAST01468
OG0003828	APOSC_14010	YEAST02448
OG0003829	APOSC_19129	YEAST02032, YEAST01031
OG0003831	APOSC_18338, APOSC_25951, APOSC_17003	YEAST03010, YEAST05137, YEAST02344
OG0003834	APOSC_25052	YEAST06322
OG0003837	APOSC_12128	YEAST02586
OG0003838	APOSC_00842	YEAST03413
OG0003839	APOSC_26720	YEAST01736
OG0003844	APOSC_16163, APOSC_16164, APOSC_06586, APOSC_27111, APOSC_16165, APOSC_06080, APOSC_18320, APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569	YEAST06054
OG0003846	APOSC_01229	YEAST00356
OG0003848	APOSC_12433	YEAST01654
OG0003850	APOSC_06463	YEAST00228
OG0003851	APOSC_27756	YEAST06169
OG0003852	APOSC_27352	YEAST03296
OG0003853	APOSC_04073	YEAST06251
OG0003855	APOSC_03654	YEAST04936
OG0003856	APOSC_18475, APOSC_18474, APOSC_18473, APOSC_18472	YEAST03934, YEAST02710
OG0003858	APOSC_25588	YEAST01401
OG0003860	APOSC_03734, APOSC_20475, APOSC_24245	YEAST01412
OG0003866	APOSC_22466	YEAST01895
OG0003867	APOSC_04424	YEAST03558
OG0003868	APOSC_27663	YEAST01448
OG0003869	APOSC_00347, APOSC_00348	YEAST02771
OG0003875	APOSC_05969	YEAST05070
OG0003876	APOSC_09137	YEAST02423
OG0003877	APOSC_00794, APOSC_00795, APOSC_00278	YEAST04860, YEAST05867, YEAST03825
OG0003879	APOSC_27983, APOSC_26925	YEAST00463
OG0003881	APOSC_23136	YEAST03851
OG0003882	APOSC_23637	YEAST03663
OG0003886	APOSC_23174	YEAST06023
OG0003887	APOSC_03357	YEAST00028
OG0003893	APOSC_23559	YEAST05028
OG0003897	APOSC_21763, APOSC_21762	YEAST01270
OG0003899	APOSC_22343	YEAST04954
OG0003904	APOSC_15257	YEAST01732
OG0003907	APOSC_17622	YEAST02999, YEAST02288
OG0003910	APOSC_21565	YEAST03780
OG0003911	APOSC_27900, APOSC_05120	YEAST00032
OG0003913	APOSC_05119	YEAST03258
OG0003918	APOSC_02265	YEAST00058
OG0003921	APOSC_12515, APOSC_12516	YEAST06181
OG0003926	APOSC_26826	YEAST04138
OG0003929	APOSC_06476	YEAST04489, YEAST01422
OG0003930	APOSC_13770, APOSC_13771	YEAST03969
OG0003931	APOSC_13164, APOSC_13163, APOSC_13162	YEAST01142
OG0003934	APOSC_16202	YEAST00084
OG0003938	APOSC_18586, APOSC_24798, APOSC_19288, APOSC_22355, APOSC_08270, APOSC_24799	YEAST01566, YEAST05133
OG0003939	APOSC_20627	YEAST03211
OG0003944	APOSC_04799, APOSC_03774, APOSC_25388, APOSC_28777	YEAST01186
OG0003946	APOSC_04056	YEAST03220
OG0003947	APOSC_09900	YEAST06266, YEAST05428
OG0003949	APOSC_07284	YEAST01888
OG0003950	APOSC_26777, APOSC_26776	YEAST01409
OG0003954	APOSC_02411, APOSC_02412, APOSC_02413	YEAST02764
OG0003955	APOSC_20455	YEAST03951
OG0003959	APOSC_17473	YEAST02778
OG0003961	APOSC_20360, APOSC_21264, APOSC_06551, APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945	YEAST01991
OG0003967	APOSC_26278, APOSC_00755	YEAST05935
OG0003969	APOSC_28380	YEAST02146
OG0003971	APOSC_13871, APOSC_13872	YEAST00520
OG0003972	APOSC_12719	YEAST06331
OG0003973	APOSC_26122	YEAST06329
OG0003999	APOSC_26670, APOSC_28991	YEAST05604
OG0004000	APOSC_16851, APOSC_16850	YEAST06060
OG0004005	APOSC_22073	YEAST06216
OG0004007	APOSC_15413	YEAST01456
OG0004012	APOSC_16235	YEAST00755
OG0004017	APOSC_19336	YEAST03019
OG0004023	APOSC_09668	YEAST04349
OG0004027	APOSC_22364, APOSC_17364	YEAST03587
OG0004032	APOSC_10005	YEAST02562
OG0004033	APOSC_11152	YEAST02572
OG0004035	APOSC_20229	YEAST02134
OG0004037	APOSC_28831	YEAST03371
OG0004042	APOSC_19825	YEAST05578
OG0004044	APOSC_05770	YEAST05367
OG0004047	APOSC_21433	YEAST02496
OG0004051	APOSC_25343	YEAST01772
OG0004052	APOSC_23309	YEAST03705
OG0004054	APOSC_22506	YEAST05576
OG0004056	APOSC_26145, APOSC_12387	YEAST05698
OG0004057	APOSC_25009	YEAST05620
OG0004059	APOSC_17749	YEAST00030
OG0004065	APOSC_27712	YEAST00772
OG0004067	APOSC_24467	YEAST02665
OG0004068	APOSC_03690, APOSC_21467, APOSC_17543, APOSC_26334, APOSC_26328, APOSC_08080, APOSC_18086, APOSC_17542	YEAST03461
OG0004071	APOSC_26899	YEAST02893
OG0004072	APOSC_16871	YEAST02440
OG0004075	APOSC_15061, APOSC_07499	YEAST02332
OG0004076	APOSC_17521	YEAST05461
OG0004079	APOSC_18093	YEAST04385
OG0004080	APOSC_26211, APOSC_26210	YEAST00812
OG0004082	APOSC_04843	YEAST00063, YEAST05409
OG0004090	APOSC_23195, APOSC_23133, APOSC_03622, APOSC_14816, APOSC_24285, APOSC_20269, APOSC_12223	YEAST02301, YEAST02021
OG0004091	APOSC_20232, APOSC_12845	YEAST04715
OG0004092	APOSC_18299	YEAST03564, YEAST06307
OG0004096	APOSC_13674	YEAST00160
OG0004097	APOSC_02415, APOSC_15719	YEAST05039
OG0004101	APOSC_13319	YEAST03547, YEAST02901
OG0004102	APOSC_25199	YEAST05787
OG0004105	APOSC_20157, APOSC_20158	YEAST01700, YEAST01565
OG0004110	APOSC_06208, APOSC_11200	YEAST02825
OG0004113	APOSC_14445	YEAST02059
OG0004115	APOSC_10833	YEAST00325
OG0004116	APOSC_01511, APOSC_01512	YEAST00481
OG0004118	APOSC_06300	YEAST01855
OG0004119	APOSC_04401, APOSC_04402	YEAST02170
OG0004120	APOSC_26476, APOSC_11774, APOSC_09682, APOSC_11750, APOSC_22566, APOSC_22567, APOSC_22568	YEAST01953
OG0004123	APOSC_21789, APOSC_21790	YEAST04761
OG0004124	APOSC_08825	YEAST01139
OG0004127	APOSC_07047	YEAST06097
OG0004130	APOSC_15010	YEAST03149
OG0004134	APOSC_03000	YEAST05611
OG0004136	APOSC_21530	YEAST01084
OG0004142	APOSC_18291, APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815	YEAST05774
OG0004148	APOSC_15043, APOSC_15044	YEAST00867
OG0004150	APOSC_13759	YEAST04690
OG0004151	APOSC_00107	YEAST04284
OG0004153	APOSC_08022	YEAST05958, YEAST04386, YEAST00290
OG0004154	APOSC_22416	YEAST05587
OG0004158	APOSC_10209	YEAST03379
OG0004161	APOSC_20917	YEAST04124
OG0004162	APOSC_12130	YEAST04517
OG0004164	APOSC_18496	YEAST05923
OG0004166	APOSC_13131	YEAST00189
OG0004168	APOSC_04235	YEAST03028
OG0004169	APOSC_25303	YEAST05813
OG0004170	APOSC_18036, APOSC_03003	YEAST05906
OG0004171	APOSC_27996, APOSC_27995	YEAST04501
OG0004179	APOSC_26029	YEAST01050
OG0004181	APOSC_19298, APOSC_19299	YEAST03406
OG0004182	APOSC_22372, APOSC_24923	YEAST03699
OG0004184	APOSC_01611	YEAST00127
OG0004186	APOSC_12750	YEAST04981
OG0004188	APOSC_19051	YEAST02761
OG0004215	APOSC_16447	YEAST04590
OG0004217	APOSC_15366, APOSC_15365	YEAST01257
OG0004219	APOSC_25433, APOSC_25434	YEAST00912
OG0004222	APOSC_24192	YEAST05826
OG0004230	APOSC_11830	YEAST02220
OG0004232	APOSC_20829, APOSC_20830	YEAST05931
OG0004236	APOSC_00824, APOSC_09759	YEAST05432
OG0004237	APOSC_13691, APOSC_28010, APOSC_03637, APOSC_27458, APOSC_07666, APOSC_17201, APOSC_08707, APOSC_07559	YEAST04445, YEAST04344
OG0004239	APOSC_00833	YEAST05144
OG0004243	APOSC_21071	YEAST00306
OG0004245	APOSC_10499, APOSC_10498, APOSC_10497	YEAST00859
OG0004248	APOSC_02729	YEAST03678
OG0004249	APOSC_05383	YEAST02740
OG0004250	APOSC_22267	YEAST05543
OG0004252	APOSC_15635	YEAST05178
OG0004254	APOSC_08300	YEAST03900
OG0004258	APOSC_15994	YEAST00665
OG0004259	APOSC_13815, APOSC_13814	YEAST03730
OG0004261	APOSC_10630	YEAST02564
OG0004262	APOSC_02898	YEAST02368
OG0004268	APOSC_02867	YEAST00496
OG0004269	APOSC_26344	YEAST04758
OG0004273	APOSC_19429	YEAST02547
OG0004278	APOSC_20389	YEAST00243
OG0004280	APOSC_04874, APOSC_04875, APOSC_04873	YEAST05895
OG0004282	APOSC_02424, APOSC_24952, APOSC_03662, APOSC_17904, APOSC_02423	YEAST02575, YEAST06242
OG0004283	APOSC_10311, APOSC_16308	YEAST04184
OG0004287	APOSC_23356, APOSC_26057	YEAST01708
OG0004289	APOSC_21362	YEAST05719
OG0004291	APOSC_10038, APOSC_10039	YEAST00852
OG0004292	APOSC_09946	YEAST02537
OG0004295	APOSC_09213	YEAST05946
OG0004297	APOSC_02921	YEAST01463
OG0004300	APOSC_16240	YEAST05309
OG0004301	APOSC_06274	YEAST03850
OG0004302	APOSC_19513	YEAST05203
OG0004303	APOSC_24805	YEAST02492
OG0004304	APOSC_08537	YEAST02425, YEAST05929
OG0004305	APOSC_13535	YEAST02123
OG0004307	APOSC_13498	YEAST04592
OG0004308	APOSC_21945	YEAST04835
OG0004309	APOSC_21721	YEAST05924
OG0004310	APOSC_02803	YEAST05001
OG0004312	APOSC_18207	YEAST03330
OG0004314	APOSC_20468	YEAST00500
OG0004324	APOSC_00330	YEAST04322
OG0004330	APOSC_23881, APOSC_16360	YEAST06277
OG0004331	APOSC_03020	YEAST06230
OG0004333	APOSC_28574	YEAST01391
OG0004335	APOSC_08465, APOSC_08464	YEAST01057
OG0004337	APOSC_04062, APOSC_04059, APOSC_04060	YEAST05652
OG0004338	APOSC_18224, APOSC_10748, APOSC_07049, APOSC_27265, APOSC_02738, APOSC_24204, APOSC_07093	YEAST05023
OG0004344	APOSC_16644	YEAST02441
OG0004345	APOSC_22925	YEAST04894
OG0004347	APOSC_08065, APOSC_11892	YEAST04515
OG0004348	APOSC_28686, APOSC_28688, APOSC_28687	YEAST03956
OG0004350	APOSC_22010	YEAST04742
OG0004351	APOSC_00133	YEAST04167
OG0004353	APOSC_11748, APOSC_11747	YEAST05143
