Orthogroup	APOSC_ok	SCHMD
OG0003726	APOSC_23965, APOSC_27271	SCHMD25016
OG0003728	APOSC_04359	SCHMD02160
OG0003729	APOSC_17222	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	APOSC_26661	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639
OG0003731	APOSC_22671	SCHMD22514
OG0003732	APOSC_11995, APOSC_09876	SCHMD03758
OG0003734	APOSC_26658, APOSC_13258, APOSC_04893	SCHMD00609
OG0003735	APOSC_09644	SCHMD00315
OG0003736	APOSC_13821	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	APOSC_02922	SCHMD26875, SCHMD23789
OG0003739	APOSC_28370	SCHMD03999
OG0003740	APOSC_24391, APOSC_10911, APOSC_12585, APOSC_18389, APOSC_07561, APOSC_08481, APOSC_07560, APOSC_10879, APOSC_15112	SCHMD13948, SCHMD17686
OG0003741	APOSC_01091, APOSC_01092	SCHMD28597, SCHMD28496
OG0003742	APOSC_22045	SCHMD03803
OG0003743	APOSC_27109	SCHMD05330, SCHMD03268
OG0003744	APOSC_22292, APOSC_22293	SCHMD04258
OG0003746	APOSC_24125	SCHMD20571
OG0003747	APOSC_04812	SCHMD25018, SCHMD26084, SCHMD17880
OG0003749	APOSC_00198	SCHMD12963, SCHMD26791
OG0003750	APOSC_11143	SCHMD10740, SCHMD21692
OG0003751	APOSC_05399	SCHMD29178, SCHMD29232
OG0003753	APOSC_19185	SCHMD05736
OG0003755	APOSC_08866	SCHMD24630
OG0003756	APOSC_14136, APOSC_14135	SCHMD16272, SCHMD09193, SCHMD09560
OG0003757	APOSC_05657, APOSC_05656	SCHMD25168, SCHMD24254, SCHMD29239
OG0003758	APOSC_02734	SCHMD10568
OG0003759	APOSC_17081	SCHMD02168
OG0003764	APOSC_01401	SCHMD03437
OG0003766	APOSC_09732, APOSC_21164	SCHMD22112, SCHMD16522
OG0003767	APOSC_23704, APOSC_02560	SCHMD06286
OG0003771	APOSC_21005	SCHMD05134
OG0003774	APOSC_22378	SCHMD05085
OG0003775	APOSC_03883	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376
OG0003776	APOSC_27686, APOSC_02987, APOSC_01377	SCHMD01854
OG0003777	APOSC_05890	SCHMD09329, SCHMD03918
OG0003778	APOSC_25204	SCHMD06996
OG0003779	APOSC_23333, APOSC_23332	SCHMD15868, SCHMD25797
OG0003795	APOSC_01022	SCHMD22731
OG0003798	APOSC_08296	SCHMD13971, SCHMD04164
OG0003803	APOSC_17027	SCHMD27722, SCHMD27442
OG0003806	APOSC_10907, APOSC_13794, APOSC_10906, APOSC_27759	SCHMD21156
OG0003807	APOSC_11279	SCHMD00742
OG0003808	APOSC_06171, APOSC_06172	SCHMD27875, SCHMD11284
OG0003811	APOSC_28788, APOSC_28789	SCHMD22928, SCHMD13669
OG0003812	APOSC_18903	SCHMD04985
OG0003813	APOSC_14390	SCHMD01244
OG0003815	APOSC_20817	SCHMD27290
OG0003818	APOSC_12257	SCHMD10822, SCHMD17278
OG0003821	APOSC_20352	SCHMD10138
OG0003825	APOSC_18536	SCHMD05990
OG0003826	APOSC_17419	SCHMD20348
OG0003827	APOSC_07833	SCHMD03936
OG0003828	APOSC_14010	SCHMD01189, SCHMD27415
OG0003831	APOSC_18338, APOSC_25951, APOSC_17003	SCHMD17115
OG0003833	APOSC_14015, APOSC_26614	SCHMD28965
OG0003834	APOSC_25052	SCHMD01451
OG0003837	APOSC_12128	SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	APOSC_00842	SCHMD05207
OG0003839	APOSC_26720	SCHMD05702, SCHMD10139
OG0003841	APOSC_15694	SCHMD14946
OG0003843	APOSC_17245	SCHMD16158
OG0003843	APOSC_07122	SCHMD16160
OG0003844	APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569	SCHMD09963
OG0003845	APOSC_23847	SCHMD00835
OG0003846	APOSC_01229	SCHMD06517
OG0003849	APOSC_02184	SCHMD10843
OG0003850	APOSC_06463	SCHMD24952, SCHMD16801
OG0003853	APOSC_04073	SCHMD14514, SCHMD07343
OG0003856	APOSC_18475, APOSC_18474, APOSC_18473, APOSC_18472	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003857	APOSC_04358	SCHMD05301
OG0003860	APOSC_20475	SCHMD27051
OG0003863	APOSC_19667	SCHMD02612
OG0003865	APOSC_28988	SCHMD10111
OG0003866	APOSC_22466	SCHMD07937, SCHMD00211
OG0003868	APOSC_27663	SCHMD15677
OG0003869	APOSC_00347, APOSC_00348	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003871	APOSC_11807	SCHMD01263
OG0003872	APOSC_02701	SCHMD13742, SCHMD13511
OG0003875	APOSC_05969	SCHMD07244
OG0003876	APOSC_09137	SCHMD06770
OG0003877	APOSC_00794, APOSC_00795, APOSC_00278	SCHMD08239
OG0003878	APOSC_09689	SCHMD04321
OG0003879	APOSC_27983	SCHMD21707, SCHMD18365
OG0003879	APOSC_26925	SCHMD18366
OG0003881	APOSC_23136	SCHMD06054, SCHMD03369
OG0003882	APOSC_23637	SCHMD13622
OG0003883	APOSC_26942	SCHMD24582
OG0003884	APOSC_05090	SCHMD04417
OG0003885	APOSC_18039	SCHMD09959
OG0003886	APOSC_23174	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	APOSC_03357	SCHMD20058, SCHMD18207
OG0003888	APOSC_24599	SCHMD05192
OG0003889	APOSC_27027	SCHMD21799
OG0003892	APOSC_27794, APOSC_27793	SCHMD07588
OG0003894	APOSC_10489, APOSC_10490, APOSC_19937	SCHMD11863
OG0003896	APOSC_25208	SCHMD28716
OG0003897	APOSC_21763	SCHMD20071
OG0003897	APOSC_21762	SCHMD20603
OG0003904	APOSC_15257	SCHMD00688
OG0003906	APOSC_08587	SCHMD03168
OG0003910	APOSC_21565	SCHMD16210, SCHMD14670
OG0003911	APOSC_27900, APOSC_05120	SCHMD20892
OG0003912	APOSC_15763, APOSC_28939	SCHMD04955
OG0003914	APOSC_04314	SCHMD00070
OG0003916	APOSC_10822	SCHMD05573
OG0003917	APOSC_06187	SCHMD02873
OG0003918	APOSC_02265	SCHMD00222
OG0003919	APOSC_15353	SCHMD16851, SCHMD05912, SCHMD24562, SCHMD24561
OG0003920	APOSC_10746	SCHMD03027
OG0003921	APOSC_12515, APOSC_12516	SCHMD06689
OG0003923	APOSC_27950	SCHMD25596, SCHMD09715
OG0003925	APOSC_07611	SCHMD25912, SCHMD09602
OG0003926	APOSC_26826	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606
OG0003929	APOSC_06476	SCHMD28985, SCHMD28887, SCHMD11401, SCHMD06539
OG0003930	APOSC_13770, APOSC_13771	SCHMD03275
OG0003931	APOSC_13164, APOSC_13163, APOSC_13162	SCHMD03615
OG0003933	APOSC_18503	SCHMD23983
OG0003934	APOSC_16202	SCHMD00793
OG0003936	APOSC_20913, APOSC_20914	SCHMD01877
OG0003938	APOSC_18586, APOSC_24798, APOSC_19288, APOSC_22355, APOSC_08270, APOSC_24799	SCHMD19197
OG0003939	APOSC_20627	SCHMD05579
OG0003941	APOSC_23683	SCHMD07685
OG0003944	APOSC_04799	SCHMD10666
OG0003945	APOSC_03054	SCHMD04737
OG0003946	APOSC_04056	SCHMD19360, SCHMD00465
OG0003947	APOSC_09900	SCHMD06484
OG0003950	APOSC_26777, APOSC_26776	SCHMD13868, SCHMD23437, SCHMD13869
OG0003951	APOSC_02492	SCHMD04397
OG0003953	APOSC_22656	SCHMD22038
OG0003954	APOSC_02411, APOSC_02412, APOSC_02413	SCHMD06088
OG0003955	APOSC_20455	SCHMD06589
OG0003956	APOSC_17278, APOSC_17277, APOSC_19023	SCHMD07488
OG0003958	APOSC_22790	SCHMD13631, SCHMD28091
OG0003961	APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945	SCHMD04675
OG0003965	APOSC_27311, APOSC_04938, APOSC_21685	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031
OG0003968	APOSC_18591	SCHMD20971, SCHMD24367
OG0003969	APOSC_28380	SCHMD08592
OG0003970	APOSC_03630, APOSC_20767, APOSC_12019	SCHMD00447, SCHMD26048, SCHMD24404, SCHMD05455
OG0003972	APOSC_12719	SCHMD13668
OG0003973	APOSC_26122	SCHMD06454
OG0004000	APOSC_16851, APOSC_16850	SCHMD05012
OG0004004	APOSC_12248	SCHMD03887, SCHMD03888
OG0004007	APOSC_15413	SCHMD27653
OG0004009	APOSC_06993	SCHMD12539
OG0004010	APOSC_26377	SCHMD12662
OG0004010	APOSC_29079	SCHMD11857
OG0004012	APOSC_16235	SCHMD08012, SCHMD16333
OG0004015	APOSC_17114	SCHMD06396
OG0004017	APOSC_19336	SCHMD27630
OG0004018	APOSC_21251	SCHMD09657
OG0004021	APOSC_11091	SCHMD12686
OG0004023	APOSC_09668	SCHMD07791
OG0004025	APOSC_18540	SCHMD25773
OG0004027	APOSC_17364	SCHMD07935
OG0004028	APOSC_12300	SCHMD03770
OG0004029	APOSC_23175	SCHMD25820
OG0004030	APOSC_07342	SCHMD13880, SCHMD26900
OG0004032	APOSC_10005	SCHMD08571
OG0004033	APOSC_11152	SCHMD06585
OG0004035	APOSC_20229	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004036	APOSC_26656	SCHMD07559, SCHMD09846
OG0004037	APOSC_28831	SCHMD06653
OG0004038	APOSC_01523	SCHMD08999, SCHMD03883
OG0004041	APOSC_21580	SCHMD29278, SCHMD13539, SCHMD13540
OG0004042	APOSC_19825	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004043	APOSC_00567	SCHMD00046
OG0004044	APOSC_05770	SCHMD16907
OG0004047	APOSC_21433	SCHMD07813
OG0004048	APOSC_03269	SCHMD05765
OG0004051	APOSC_25343	SCHMD05269, SCHMD18831
OG0004052	APOSC_23309	SCHMD01378
OG0004053	APOSC_19964	SCHMD09663
OG0004054	APOSC_22506	SCHMD03170
OG0004056	APOSC_26145, APOSC_12387	SCHMD06405
OG0004059	APOSC_17749	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004060	APOSC_16549, APOSC_14343	SCHMD16682, SCHMD21120, SCHMD16351
OG0004064	APOSC_04465	SCHMD03370
OG0004065	APOSC_27712	SCHMD04935
OG0004066	APOSC_24624	SCHMD01420
OG0004067	APOSC_24467	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879
OG0004068	APOSC_26334, APOSC_26328, APOSC_08080, APOSC_18086, APOSC_17542	SCHMD04738
OG0004069	APOSC_23393, APOSC_23392	SCHMD07928
OG0004071	APOSC_26899	SCHMD06667
OG0004072	APOSC_16871	SCHMD07982
OG0004076	APOSC_17521	SCHMD19802
OG0004079	APOSC_18093	SCHMD22313, SCHMD19146
OG0004080	APOSC_26211, APOSC_26210	SCHMD18517
OG0004081	APOSC_09127	SCHMD03804
OG0004083	APOSC_05092	SCHMD05538
OG0004084	APOSC_14613	SCHMD13360
OG0004085	APOSC_16126	SCHMD20233
OG0004087	APOSC_05303	SCHMD13153, SCHMD13154
OG0004090	APOSC_23195, APOSC_23133, APOSC_03622, APOSC_14816, APOSC_24285, APOSC_20269, APOSC_12223	SCHMD19142
OG0004091	APOSC_20232	SCHMD10376, SCHMD19027
OG0004091	APOSC_12845	SCHMD20986, SCHMD10374
OG0004092	APOSC_18299	SCHMD01973
OG0004094	APOSC_04403	SCHMD10011
OG0004096	APOSC_13674	SCHMD01632
OG0004097	APOSC_02415, APOSC_15719	SCHMD00017
OG0004099	APOSC_18713	SCHMD07433
OG0004100	APOSC_15294	SCHMD16101, SCHMD17395, SCHMD01145
OG0004101	APOSC_13319	SCHMD01669
OG0004102	APOSC_25199	SCHMD16352
OG0004105	APOSC_20157, APOSC_20158	SCHMD08794, SCHMD16310
OG0004106	APOSC_10773	SCHMD07276, SCHMD19640
OG0004107	APOSC_07621	SCHMD01035
OG0004108	APOSC_13048	SCHMD06834
OG0004110	APOSC_06208, APOSC_11200	SCHMD03573
OG0004112	APOSC_07040	SCHMD04301
OG0004113	APOSC_14445	SCHMD09954, SCHMD11157
OG0004114	APOSC_10050	SCHMD11428
OG0004116	APOSC_01511, APOSC_01512	SCHMD22991, SCHMD19169
OG0004119	APOSC_04401, APOSC_04402	SCHMD24339, SCHMD11856
OG0004120	APOSC_11774, APOSC_09682, APOSC_11750, APOSC_22566, APOSC_22567, APOSC_22568	SCHMD02931
OG0004121	APOSC_26762	SCHMD00644
OG0004122	APOSC_10900, APOSC_03202, APOSC_03201, APOSC_03203	SCHMD09920
OG0004123	APOSC_21789, APOSC_21790	SCHMD24840
OG0004124	APOSC_08825	SCHMD09788
OG0004125	APOSC_11946	SCHMD03017
OG0004126	APOSC_01843	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126
OG0004127	APOSC_07047	SCHMD14115
OG0004130	APOSC_15010	SCHMD26247, SCHMD12578, SCHMD28132
OG0004133	APOSC_04232	SCHMD08788
OG0004134	APOSC_03000	SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962
OG0004136	APOSC_21530	SCHMD21074, SCHMD14863
OG0004137	APOSC_00636	SCHMD09676
OG0004138	APOSC_03411	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252
OG0004140	APOSC_06873, APOSC_06874	SCHMD01399
OG0004142	APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815	SCHMD08558
OG0004144	APOSC_00660	SCHMD02257, SCHMD25096, SCHMD15057
OG0004145	APOSC_15326	SCHMD20449, SCHMD23522, SCHMD01552
OG0004147	APOSC_19122	SCHMD09010
OG0004148	APOSC_15043, APOSC_15044	SCHMD06808
OG0004150	APOSC_13759	SCHMD13649
OG0004151	APOSC_00107	SCHMD05147, SCHMD20113
OG0004153	APOSC_08022	SCHMD07819, SCHMD03631
OG0004154	APOSC_22416	SCHMD06235
OG0004158	APOSC_10209	SCHMD07419
OG0004161	APOSC_20917	SCHMD08136
OG0004164	APOSC_18496	SCHMD24669, SCHMD09145
OG0004166	APOSC_13131	SCHMD16044
OG0004167	APOSC_00650	SCHMD10205
OG0004168	APOSC_04235	SCHMD09579
OG0004169	APOSC_25303	SCHMD20780
OG0004170	APOSC_18036	SCHMD11411, SCHMD12172
OG0004171	APOSC_27996, APOSC_27995	SCHMD02047, SCHMD02605, SCHMD02048
OG0004176	APOSC_27087	SCHMD15010
OG0004178	APOSC_21497	SCHMD09644, SCHMD15102
OG0004179	APOSC_26029	SCHMD00790
OG0004181	APOSC_19299	SCHMD09842
OG0004186	APOSC_12750	SCHMD22129
OG0004188	APOSC_19051	SCHMD11027
OG0004215	APOSC_16447	SCHMD23456, SCHMD09930
OG0004216	APOSC_18234	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045
OG0004216	APOSC_10608	SCHMD29402
OG0004217	APOSC_15366, APOSC_15365	SCHMD15443
OG0004218	APOSC_15148	SCHMD25832
OG0004219	APOSC_25433, APOSC_25434	SCHMD02021
OG0004220	APOSC_28409, APOSC_28408	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816
OG0004222	APOSC_24192	SCHMD02604
OG0004223	APOSC_28636, APOSC_28635	SCHMD04451
OG0004227	APOSC_07436	SCHMD11794, SCHMD14206
OG0004229	APOSC_18807	SCHMD20367, SCHMD19492
OG0004230	APOSC_11830	SCHMD12329, SCHMD13516
OG0004231	APOSC_04324	SCHMD18343, SCHMD20951
OG0004232	APOSC_20829, APOSC_20830	SCHMD02245
OG0004233	APOSC_18789	SCHMD23521
OG0004235	APOSC_13621, APOSC_20254	SCHMD00900
OG0004236	APOSC_09759	SCHMD13419, SCHMD19318
OG0004237	APOSC_28010, APOSC_03637, APOSC_27458, APOSC_07666, APOSC_17201	SCHMD09091, SCHMD09093
OG0004239	APOSC_00833	SCHMD04162
OG0004240	APOSC_01716	SCHMD15203, SCHMD12624
OG0004241	APOSC_26715	SCHMD20634, SCHMD15365
OG0004243	APOSC_21071	SCHMD02806
OG0004244	APOSC_21479	SCHMD04165
OG0004246	APOSC_02127	SCHMD25240, SCHMD27704
OG0004247	APOSC_11597, APOSC_28927, APOSC_11598	SCHMD10596
OG0004249	APOSC_05383	SCHMD22417, SCHMD22418, SCHMD16976
OG0004250	APOSC_22267	SCHMD12623
OG0004251	APOSC_06011	SCHMD08633
OG0004252	APOSC_15635	SCHMD02811
OG0004253	APOSC_17061	SCHMD09205
OG0004254	APOSC_08300	SCHMD07480
OG0004255	APOSC_05604	SCHMD00865
OG0004257	APOSC_16172	SCHMD08129
OG0004258	APOSC_15994	SCHMD13120, SCHMD23840, SCHMD13122
OG0004259	APOSC_13815, APOSC_13814	SCHMD18232
OG0004260	APOSC_11794	SCHMD23376
OG0004261	APOSC_10630	SCHMD16623
OG0004262	APOSC_02898	SCHMD16537
OG0004263	APOSC_25349	SCHMD09819, SCHMD22299, SCHMD18530, SCHMD18529
OG0004264	APOSC_15069	SCHMD15848
OG0004265	APOSC_13935	SCHMD14398
OG0004267	APOSC_05994, APOSC_05993	SCHMD14468
OG0004268	APOSC_02867	SCHMD24258, SCHMD19847
OG0004269	APOSC_26344	SCHMD06048
OG0004270	APOSC_08577	SCHMD06231
OG0004273	APOSC_19429	SCHMD15470
OG0004276	APOSC_27482	SCHMD07051
OG0004278	APOSC_20389	SCHMD07808
OG0004279	APOSC_07885	SCHMD09109
OG0004280	APOSC_04875	SCHMD24977
OG0004281	APOSC_06671	SCHMD15072
OG0004282	APOSC_02424	SCHMD15574
OG0004282	APOSC_24952, APOSC_03662, APOSC_17904	SCHMD20334
OG0004287	APOSC_23356, APOSC_26057	SCHMD02791
OG0004288	APOSC_01399, APOSC_07188	SCHMD04750
OG0004289	APOSC_21362	SCHMD10655
OG0004291	APOSC_10039	SCHMD11768, SCHMD11769
OG0004292	APOSC_09946	SCHMD02072
OG0004294	APOSC_18528	SCHMD06402
OG0004295	APOSC_09213	SCHMD05169
OG0004296	APOSC_26593	SCHMD13298
OG0004297	APOSC_02921	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236
OG0004299	APOSC_24511	SCHMD15087, SCHMD15086
OG0004301	APOSC_06274	SCHMD11559, SCHMD11558, SCHMD21370
OG0004302	APOSC_19513	SCHMD08203, SCHMD10637, SCHMD22462
OG0004303	APOSC_24805	SCHMD17944, SCHMD18972
OG0004304	APOSC_08537	SCHMD17338
OG0004307	APOSC_13498	SCHMD20615
OG0004308	APOSC_21945	SCHMD08570
OG0004309	APOSC_21721	SCHMD11977, SCHMD17117
OG0004310	APOSC_02803	SCHMD15088
OG0004312	APOSC_18207	SCHMD10505
OG0004316	APOSC_18673	SCHMD07217
OG0004317	APOSC_12017	SCHMD03544
OG0004318	APOSC_23679	SCHMD07900
OG0004322	APOSC_26489	SCHMD06269, SCHMD13954
OG0004324	APOSC_00330	SCHMD07700
OG0004327	APOSC_02149, APOSC_02601	SCHMD11268
OG0004328	APOSC_00739	SCHMD18966, SCHMD09751
OG0004329	APOSC_22442	SCHMD17260, SCHMD20883, SCHMD17062, SCHMD18927, SCHMD04963
OG0004330	APOSC_23881, APOSC_16360	SCHMD03763
OG0004331	APOSC_03020	SCHMD28298, SCHMD09132
OG0004332	APOSC_05532	SCHMD00454
OG0004335	APOSC_08465, APOSC_08464	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277
OG0004338	APOSC_18224, APOSC_10748, APOSC_07049, APOSC_27265, APOSC_02738, APOSC_24204, APOSC_07093	SCHMD11859, SCHMD21650, SCHMD20028
OG0004341	APOSC_11753, APOSC_11752	SCHMD09660, SCHMD01095
OG0004343	APOSC_00769	SCHMD15843, SCHMD14248
OG0004344	APOSC_16644	SCHMD12044
OG0004347	APOSC_08065, APOSC_11892	SCHMD25637, SCHMD11463
OG0004348	APOSC_28686, APOSC_28688, APOSC_28687	SCHMD00729
OG0004350	APOSC_22010	SCHMD16920, SCHMD07665
OG0004351	APOSC_00133	SCHMD12828
OG0004352	APOSC_14704	SCHMD11224
OG0004353	APOSC_11748, APOSC_11747	SCHMD21824, SCHMD16507
OG0004354	APOSC_06624	SCHMD15589
OG0004356	APOSC_15655	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886
OG0004358	APOSC_02914	SCHMD26102, SCHMD07557
OG0004359	APOSC_28538, APOSC_28537	SCHMD05503
OG0004360	APOSC_08667	SCHMD05210
OG0004362	APOSC_23840	SCHMD14598, SCHMD12685
OG0004364	APOSC_27074, APOSC_02494, APOSC_02495, APOSC_29028	SCHMD10178, SCHMD08238, SCHMD20097
OG0004365	APOSC_18479	SCHMD14299
OG0004367	APOSC_20905	SCHMD09384
OG0004368	APOSC_24515	SCHMD06787, SCHMD28933
OG0004369	APOSC_11140, APOSC_23833	SCHMD13900
OG0004369	APOSC_02003	SCHMD12392, SCHMD13901
OG0004370	APOSC_05468	SCHMD05486
OG0004373	APOSC_08422, APOSC_08079	SCHMD15692
OG0004374	APOSC_28161	SCHMD08647
OG0004376	APOSC_03057	SCHMD24005, SCHMD12717
OG0004377	APOSC_18261	SCHMD00654, SCHMD00288
OG0004378	APOSC_06765	SCHMD13186, SCHMD15248
OG0004380	APOSC_24668	SCHMD09830
OG0004381	APOSC_01881	SCHMD03449, SCHMD12586, SCHMD17726, SCHMD12588, SCHMD03448, SCHMD12587, SCHMD17725, SCHMD03446, SCHMD03447
OG0004382	APOSC_14474, APOSC_08562, APOSC_05467	SCHMD20602, SCHMD02352
OG0004389	APOSC_01459	SCHMD12486
OG0004390	APOSC_08698, APOSC_08696, APOSC_08697	SCHMD22900
OG0004392	APOSC_05231	SCHMD01600
OG0004393	APOSC_03433	SCHMD23967, SCHMD19706
OG0004394	APOSC_28384	SCHMD15505
OG0004394	APOSC_10596	SCHMD15506
OG0004395	APOSC_07133	SCHMD13388
OG0004396	APOSC_03257	SCHMD06052
OG0004397	APOSC_23744	SCHMD22336
OG0004398	APOSC_17705	SCHMD28590, SCHMD27345, SCHMD13804
OG0004399	APOSC_22477, APOSC_22476	SCHMD04230
OG0004401	APOSC_05845	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157
OG0004403	APOSC_09622	SCHMD15173, SCHMD28843
OG0004404	APOSC_24763, APOSC_15852, APOSC_18017, APOSC_07703, APOSC_27079, APOSC_07821	SCHMD02644, SCHMD04995
OG0004405	APOSC_14805, APOSC_14804	SCHMD05548, SCHMD03220
OG0004407	APOSC_00103, APOSC_00104	SCHMD00293
OG0004408	APOSC_25104, APOSC_25103	SCHMD17516
OG0004409	APOSC_24925	SCHMD04463
OG0004415	APOSC_04509	SCHMD23101, SCHMD14463
OG0004417	APOSC_07939	SCHMD11303
OG0004418	APOSC_06342	SCHMD18151, SCHMD12683
OG0004420	APOSC_01938	SCHMD21338, SCHMD16051, SCHMD25182
OG0004421	APOSC_27707	SCHMD28625, SCHMD20900
OG0004422	APOSC_23964	SCHMD03253
OG0004423	APOSC_27132	SCHMD29397
OG0004424	APOSC_22699	SCHMD16178, SCHMD07772
OG0004425	APOSC_10602, APOSC_12826, APOSC_27479	SCHMD11792, SCHMD05073, SCHMD12434
OG0004426	APOSC_18555	SCHMD14134, SCHMD13488
OG0004459	APOSC_02057	SCHMD11611
OG0004460	APOSC_11378	SCHMD02836
OG0004462	APOSC_03810	SCHMD02862, SCHMD02861, SCHMD02863
OG0004463	APOSC_13610	SCHMD05430, SCHMD15650, SCHMD15795, SCHMD15649, SCHMD27866
OG0004465	APOSC_27612, APOSC_07492	SCHMD05636, SCHMD28770, SCHMD13412
OG0004467	APOSC_08131, APOSC_08130	SCHMD25583
OG0004472	APOSC_24611	SCHMD10150
OG0004474	APOSC_14066	SCHMD16777
OG0004479	APOSC_27243	SCHMD18395, SCHMD16681, SCHMD28653
OG0004480	APOSC_09626	SCHMD08179
OG0004484	APOSC_26538	SCHMD05719, SCHMD12798
OG0004486	APOSC_10573	SCHMD01167
OG0004487	APOSC_16521	SCHMD27932, SCHMD25838, SCHMD24442, SCHMD16447
OG0004488	APOSC_14403, APOSC_20653	SCHMD26474
OG0004489	APOSC_02546	SCHMD27568, SCHMD15864, SCHMD13491
OG0004490	APOSC_26766	SCHMD17389, SCHMD11597
OG0004492	APOSC_27181, APOSC_17941, APOSC_01115, APOSC_15415, APOSC_10060, APOSC_04007	SCHMD04733
OG0004493	APOSC_16878	SCHMD17846, SCHMD13358
OG0004495	APOSC_02433	SCHMD01719
OG0004496	APOSC_01447	SCHMD26140, SCHMD14189
OG0004497	APOSC_14596	SCHMD08729, SCHMD08728, SCHMD08727
OG0004498	APOSC_17715	SCHMD04342
OG0004499	APOSC_17019, APOSC_17018	SCHMD03412, SCHMD12382
OG0004500	APOSC_22983	SCHMD11617
OG0004501	APOSC_04951, APOSC_04952	SCHMD07977
OG0004502	APOSC_25796	SCHMD05296
OG0004503	APOSC_02535	SCHMD16736, SCHMD23538
OG0004505	APOSC_11357	SCHMD09314
OG0004507	APOSC_10102	SCHMD04748
OG0004509	APOSC_20036	SCHMD17345, SCHMD26727
OG0004510	APOSC_14424	SCHMD20341
OG0004511	APOSC_18981	SCHMD28314
OG0004512	APOSC_16199	SCHMD07187, SCHMD09103
OG0004513	APOSC_26165, APOSC_12773, APOSC_04598, APOSC_24273, APOSC_24274, APOSC_23756	SCHMD00064, SCHMD04110
OG0004514	APOSC_02680	SCHMD05036
OG0004515	APOSC_19569	SCHMD02738
OG0004516	APOSC_04046	SCHMD11182, SCHMD05663, SCHMD11181, SCHMD22539
OG0004517	APOSC_24629	SCHMD21774, SCHMD18540, SCHMD24465, SCHMD24464
OG0004520	APOSC_13178, APOSC_06894, APOSC_06893	SCHMD11457
OG0004522	APOSC_29013	SCHMD23562, SCHMD24073
OG0004523	APOSC_28480	SCHMD00984
OG0004526	APOSC_23081	SCHMD08991, SCHMD13091
OG0004526	APOSC_08516	SCHMD13090
OG0004529	APOSC_09056, APOSC_09055	SCHMD01565
OG0004530	APOSC_18566	SCHMD02115
OG0004532	APOSC_19189	SCHMD21409, SCHMD24151
OG0004535	APOSC_09549	SCHMD20791, SCHMD04354, SCHMD12750, SCHMD07827, SCHMD26230
OG0004539	APOSC_15371, APOSC_28990	SCHMD09009
OG0004542	APOSC_22755	SCHMD08621
OG0004543	APOSC_00139	SCHMD00021
OG0004546	APOSC_00630, APOSC_22280, APOSC_16773, APOSC_02200	SCHMD10690, SCHMD06743, SCHMD14412
OG0004548	APOSC_25627, APOSC_25626	SCHMD01586
OG0004549	APOSC_14284, APOSC_14285	SCHMD23062
OG0004551	APOSC_02915	SCHMD02466
OG0004552	APOSC_21731	SCHMD05280
OG0004554	APOSC_13446	SCHMD14759, SCHMD27571, SCHMD01446, SCHMD22543
OG0004555	APOSC_15225	SCHMD01126
OG0004557	APOSC_28749	SCHMD10112
OG0004558	APOSC_19379	SCHMD23563
OG0004559	APOSC_23773	SCHMD09022
OG0004564	APOSC_25145	SCHMD06864, SCHMD16273
OG0004565	APOSC_10903	SCHMD06237
OG0004567	APOSC_19708, APOSC_19707	SCHMD08103
OG0004569	APOSC_28318, APOSC_28317	SCHMD07227
OG0004570	APOSC_06974	SCHMD10693
OG0004572	APOSC_08630, APOSC_28774	SCHMD00027
OG0004573	APOSC_22038	SCHMD24195, SCHMD13279
OG0004577	APOSC_00393	SCHMD27308, SCHMD07121, SCHMD07120
OG0004578	APOSC_03074	SCHMD13522, SCHMD10265
OG0004579	APOSC_17666	SCHMD05858
