Orthogroup	APOSC_ok	HUMAN
OG0002924	APOSC_08186	HUMAN09680, HUMAN13938, HUMAN09681
OG0002925	APOSC_13803	HUMAN28134
OG0002926	APOSC_23693, APOSC_27537	HUMAN23488, HUMAN15077
OG0002927	APOSC_25752, APOSC_25753	HUMAN28958, HUMAN28957
OG0002944	APOSC_27841	HUMAN25196, HUMAN22813, HUMAN27905
OG0002945	APOSC_15467	HUMAN13182
OG0002947	APOSC_02093, APOSC_21267	HUMAN24582
OG0002948	APOSC_23040	HUMAN00328, HUMAN11994, HUMAN11995
OG0002949	APOSC_05632, APOSC_26810, APOSC_01185, APOSC_05631	HUMAN16285, HUMAN16286
OG0002950	APOSC_19152	HUMAN12147
OG0002952	APOSC_22189	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129
OG0002953	APOSC_27639	HUMAN20502, HUMAN20503
OG0002954	APOSC_25479	HUMAN04343
OG0002955	APOSC_19247	HUMAN08814
OG0002956	APOSC_13469, APOSC_13470	HUMAN14225, HUMAN13975, HUMAN13973
OG0002957	APOSC_03768	HUMAN07640, HUMAN07639
OG0002959	APOSC_09873	HUMAN02575, HUMAN08717
OG0002960	APOSC_22624	HUMAN24799, HUMAN24800, HUMAN24798
OG0002961	APOSC_26331	HUMAN08642, HUMAN08644, HUMAN08643, HUMAN08641
OG0002962	APOSC_14442	HUMAN10441
OG0002964	APOSC_08957	HUMAN12170, HUMAN12171, HUMAN13401
OG0002965	APOSC_12121	HUMAN03579
OG0002966	APOSC_00318	HUMAN29424, HUMAN29425, HUMAN02172
OG0002967	APOSC_24241	HUMAN05610
OG0002968	APOSC_04978	HUMAN24820
OG0002968	APOSC_16857	HUMAN00733
OG0002969	APOSC_17593	HUMAN12532
OG0002971	APOSC_14096	HUMAN28136, HUMAN18579, HUMAN00748, HUMAN25555
OG0002973	APOSC_00706	HUMAN20383, HUMAN21067
OG0002974	APOSC_17672	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022
OG0002975	APOSC_23020	HUMAN16798, HUMAN08345
OG0002976	APOSC_17178	HUMAN23538
OG0002977	APOSC_12506	HUMAN12250
OG0002978	APOSC_04382	HUMAN04799, HUMAN18676, HUMAN08410
OG0002981	APOSC_11454	HUMAN02146
OG0002982	APOSC_22057, APOSC_11183	HUMAN03720, HUMAN03721
OG0002983	APOSC_00475	HUMAN25834, HUMAN02094
OG0002984	APOSC_09757	HUMAN16272
OG0002985	APOSC_16485	HUMAN10424
OG0002986	APOSC_05136, APOSC_04740	HUMAN01423, HUMAN26871
OG0002987	APOSC_00262	HUMAN26273, HUMAN24326
OG0002988	APOSC_19127	HUMAN19632, HUMAN19630
OG0002989	APOSC_03729, APOSC_03730	HUMAN21053
OG0002990	APOSC_18634	HUMAN03798, HUMAN22156, HUMAN24023
OG0002991	APOSC_00644	HUMAN03582
OG0002992	APOSC_18213	HUMAN27320, HUMAN06343, HUMAN06339
OG0002994	APOSC_16860, APOSC_16861	HUMAN24550
OG0002996	APOSC_29089	HUMAN28890
OG0002997	APOSC_05385	HUMAN00852
OG0002998	APOSC_03400, APOSC_03401	HUMAN07028, HUMAN07029, HUMAN21010
OG0003002	APOSC_19523	HUMAN18280, HUMAN18279
OG0003003	APOSC_19225	HUMAN00511, HUMAN25192
OG0003004	APOSC_08593	HUMAN16853, HUMAN15812
OG0003005	APOSC_07671, APOSC_07672, APOSC_07670	HUMAN25078
OG0003006	APOSC_16110	HUMAN10234, HUMAN10235
OG0003007	APOSC_23023	HUMAN28566, HUMAN28563, HUMAN28565, HUMAN00984, HUMAN14640
OG0003008	APOSC_21736	HUMAN02043, HUMAN02044
OG0003009	APOSC_21805	HUMAN01904, HUMAN01903, HUMAN15651
OG0003010	APOSC_20924	HUMAN03814
OG0003011	APOSC_22014	HUMAN27032, HUMAN10458
OG0003012	APOSC_18752	HUMAN21461
OG0003013	APOSC_22152	HUMAN17977
OG0003014	APOSC_11312, APOSC_14856	HUMAN27437
OG0003016	APOSC_28670	HUMAN22316, HUMAN05184
OG0003017	APOSC_03453	HUMAN14074
OG0003018	APOSC_13408	HUMAN03994
OG0003019	APOSC_17944	HUMAN16722
OG0003021	APOSC_04215	HUMAN11904, HUMAN11905
OG0003022	APOSC_19546	HUMAN21669, HUMAN30014
OG0003023	APOSC_19213	HUMAN20012
OG0003024	APOSC_26827, APOSC_11864, APOSC_01392	HUMAN02731
OG0003025	APOSC_02939	HUMAN10201, HUMAN10200, HUMAN23191, HUMAN23190
OG0003026	APOSC_12672	HUMAN13454
OG0003027	APOSC_07655	HUMAN12410, HUMAN10065
OG0003028	APOSC_06065	HUMAN00807, HUMAN00806, HUMAN00805
OG0003029	APOSC_14789, APOSC_14788	HUMAN14110
OG0003030	APOSC_24949	HUMAN01274, HUMAN01273, HUMAN14654
OG0003031	APOSC_07062	HUMAN12704, HUMAN27203
OG0003032	APOSC_06174	HUMAN22162, HUMAN24026, HUMAN03796
OG0003033	APOSC_04771, APOSC_11904, APOSC_27595, APOSC_07949, APOSC_07950, APOSC_07581	HUMAN21249, HUMAN21248
OG0003034	APOSC_16344, APOSC_16343	HUMAN22892, HUMAN05432
OG0003035	APOSC_02872	HUMAN15071, HUMAN23575, HUMAN23574, HUMAN23573
OG0003036	APOSC_21150	HUMAN01346
OG0003037	APOSC_22705	HUMAN07328
OG0003038	APOSC_26879	HUMAN19517, HUMAN15534
OG0003040	APOSC_08571	HUMAN11916
OG0003041	APOSC_21798	HUMAN28108
OG0003043	APOSC_03354	HUMAN11992
OG0003044	APOSC_25910	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834
OG0003045	APOSC_13548	HUMAN26142
OG0003046	APOSC_17607, APOSC_17609, APOSC_17608	HUMAN11214, HUMAN23145
OG0003048	APOSC_22307	HUMAN14031, HUMAN14032
OG0003049	APOSC_03139, APOSC_03138	HUMAN28913, HUMAN01126
OG0003051	APOSC_01212, APOSC_09408	HUMAN18305, HUMAN18306, HUMAN07678
OG0003052	APOSC_08049	HUMAN03629, HUMAN03628
OG0003053	APOSC_04553	HUMAN29024, HUMAN29025
OG0003054	APOSC_08597	HUMAN07888, HUMAN07887
OG0003055	APOSC_26490, APOSC_26931, APOSC_26930	HUMAN14798
OG0003056	APOSC_11440	HUMAN18715
OG0003057	APOSC_00675	HUMAN05372, HUMAN05370
OG0003058	APOSC_21910	HUMAN25573, HUMAN13691, HUMAN18992
OG0003059	APOSC_10780	HUMAN17041
OG0003060	APOSC_27498, APOSC_27497	HUMAN14856, HUMAN01188, HUMAN14329
OG0003061	APOSC_08855	HUMAN17006, HUMAN17008, HUMAN17005, HUMAN17007, HUMAN08886
OG0003062	APOSC_01556	HUMAN13816, HUMAN13815, HUMAN13812, HUMAN13813, HUMAN13814, HUMAN13811, HUMAN19243, HUMAN19244, HUMAN20731
OG0003063	APOSC_15552	HUMAN07039
OG0003064	APOSC_15563	HUMAN14490
OG0003065	APOSC_08533	HUMAN15663, HUMAN15662
OG0003066	APOSC_22132	HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057
OG0003067	APOSC_04561	HUMAN27679
OG0003069	APOSC_05199, APOSC_00453, APOSC_06581	HUMAN01858
OG0003072	APOSC_18527	HUMAN01387, HUMAN26957
OG0003073	APOSC_10886	HUMAN13091
OG0003074	APOSC_01865	HUMAN19155, HUMAN13753
OG0003075	APOSC_23752, APOSC_23751	HUMAN07516
OG0003077	APOSC_23902	HUMAN10152, HUMAN13195
OG0003078	APOSC_20457	HUMAN08671, HUMAN08670, HUMAN16981, HUMAN16979, HUMAN16980, HUMAN16977, HUMAN16982, HUMAN08669
OG0003079	APOSC_22913	HUMAN28617, HUMAN14136
OG0003084	APOSC_08618, APOSC_08617	HUMAN07477, HUMAN29981
OG0003101	APOSC_03962	HUMAN00608, HUMAN27861, HUMAN19271
OG0003103	APOSC_22471	HUMAN25605, HUMAN25611, HUMAN25608, HUMAN25607, HUMAN25610, HUMAN25609, HUMAN25606, HUMAN20562
OG0003104	APOSC_18853	HUMAN29466, HUMAN29467, HUMAN02051
OG0003105	APOSC_14568	HUMAN29008
OG0003106	APOSC_22756	HUMAN09821
OG0003107	APOSC_13572, APOSC_13571, APOSC_24099	HUMAN11467, HUMAN11466
OG0003108	APOSC_20208	HUMAN06800
OG0003109	APOSC_02192, APOSC_02194	HUMAN13399, HUMAN13398
OG0003110	APOSC_08972, APOSC_17813, APOSC_11676, APOSC_13379	HUMAN28424
OG0003111	APOSC_28438, APOSC_07657, APOSC_11211	HUMAN14710
OG0003113	APOSC_15247	HUMAN16708
OG0003114	APOSC_08728	HUMAN04985, HUMAN04984
OG0003115	APOSC_05210	HUMAN09937, HUMAN13967, HUMAN01842
OG0003118	APOSC_13716	HUMAN06305, HUMAN17674, HUMAN17675
OG0003119	APOSC_27843	HUMAN21319
OG0003120	APOSC_14132, APOSC_04419, APOSC_04418	HUMAN03127
OG0003121	APOSC_14507	HUMAN09673, HUMAN14356, HUMAN26950
OG0003122	APOSC_12979	HUMAN08549
OG0003124	APOSC_07349, APOSC_07348	HUMAN07397
OG0003125	APOSC_16703	HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968
OG0003127	APOSC_01357	HUMAN08591, HUMAN08592
OG0003128	APOSC_07324	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013
OG0003130	APOSC_21592	HUMAN13117
OG0003131	APOSC_06347, APOSC_12050, APOSC_16974, APOSC_16916, APOSC_16973	HUMAN07183
OG0003132	APOSC_17640, APOSC_17639	HUMAN28059
OG0003133	APOSC_26130, APOSC_05574, APOSC_05575, APOSC_05576	HUMAN11357
OG0003133	APOSC_20780, APOSC_13961	HUMAN11359
OG0003135	APOSC_19629	HUMAN15787
OG0003136	APOSC_03102	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835
OG0003137	APOSC_20540	HUMAN15220, HUMAN15221, HUMAN15222
OG0003138	APOSC_19584	HUMAN18543
OG0003138	APOSC_11696, APOSC_20418	HUMAN18544, HUMAN18545, HUMAN18546
OG0003142	APOSC_07232	HUMAN23584, HUMAN23583, HUMAN01534
OG0003144	APOSC_16927, APOSC_16926	HUMAN19445
OG0003145	APOSC_10319, APOSC_20874	HUMAN01270
OG0003146	APOSC_07075	HUMAN28091, HUMAN16761
OG0003147	APOSC_18397	HUMAN17255
OG0003148	APOSC_21523	HUMAN16838, HUMAN05694, HUMAN05693
OG0003149	APOSC_14351, APOSC_15734	HUMAN01810
OG0003150	APOSC_07694	HUMAN07681, HUMAN30374, HUMAN07680
OG0003151	APOSC_16617	HUMAN08206
OG0003152	APOSC_22513	HUMAN12025, HUMAN12215, HUMAN12216
OG0003153	APOSC_26183	HUMAN19216, HUMAN19215
OG0003154	APOSC_06994	HUMAN01026
OG0003156	APOSC_18642, APOSC_18644	HUMAN19466
OG0003157	APOSC_12815	HUMAN05273, HUMAN05272
OG0003158	APOSC_00782	HUMAN18128, HUMAN03028
OG0003159	APOSC_07797	HUMAN27504, HUMAN03044
OG0003160	APOSC_27572	HUMAN03497
OG0003161	APOSC_28138	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532
OG0003162	APOSC_02911, APOSC_02912	HUMAN08502, HUMAN18293
OG0003163	APOSC_03590	HUMAN09879, HUMAN14441
OG0003164	APOSC_27781	HUMAN30072, HUMAN27461
OG0003165	APOSC_27104	HUMAN25662, HUMAN00646, HUMAN00647
OG0003166	APOSC_03403	HUMAN07796, HUMAN07794, HUMAN07795
OG0003167	APOSC_14053	HUMAN10863, HUMAN13086
OG0003169	APOSC_20189	HUMAN17978
OG0003171	APOSC_25907	HUMAN02114
OG0003172	APOSC_05273	HUMAN01490
OG0003173	APOSC_18974	HUMAN05016, HUMAN07347
OG0003174	APOSC_05372	HUMAN23922, HUMAN23921
OG0003175	APOSC_19430	HUMAN20588, HUMAN17938, HUMAN20593, HUMAN20592, HUMAN20591
OG0003176	APOSC_04154	HUMAN11334
OG0003179	APOSC_10676	HUMAN22541
OG0003180	APOSC_00703	HUMAN07250, HUMAN10366, HUMAN07249, HUMAN07248
OG0003181	APOSC_25121	HUMAN12376
OG0003182	APOSC_25417	HUMAN08117, HUMAN08118
OG0003183	APOSC_12138	HUMAN06415, HUMAN20649, HUMAN20648, HUMAN17584
OG0003184	APOSC_10064	HUMAN24341, HUMAN22777
OG0003185	APOSC_17234	HUMAN04154, HUMAN06198
OG0003187	APOSC_28348, APOSC_06145, APOSC_06146	HUMAN14927
OG0003188	APOSC_27313	HUMAN09855, HUMAN23332
OG0003189	APOSC_13962	HUMAN19512, HUMAN19511
OG0003190	APOSC_09818	HUMAN23026
OG0003191	APOSC_21528, APOSC_28691	HUMAN06605
OG0003192	APOSC_15341	HUMAN18075
OG0003193	APOSC_05846	HUMAN07624
OG0003195	APOSC_19126	HUMAN13197, HUMAN13198
OG0003196	APOSC_00552	HUMAN10463, HUMAN10462
OG0003197	APOSC_23003, APOSC_23004	HUMAN17605, HUMAN17604
OG0003197	APOSC_07667	HUMAN17603
OG0003199	APOSC_20188	HUMAN30572
OG0003200	APOSC_27847	HUMAN27357
OG0003202	APOSC_27051	HUMAN05056, HUMAN05057, HUMAN22610
OG0003203	APOSC_00928, APOSC_00929	HUMAN20643, HUMAN12521
OG0003204	APOSC_03083	HUMAN13014
OG0003205	APOSC_24249	HUMAN14145, HUMAN23338
OG0003206	APOSC_00694, APOSC_00693	HUMAN10329, HUMAN10330
OG0003207	APOSC_24531, APOSC_20290	HUMAN20855, HUMAN26777
OG0003210	APOSC_17493	HUMAN29324, HUMAN02072
OG0003211	APOSC_19199, APOSC_19198, APOSC_19196, APOSC_19197	HUMAN20350, HUMAN20349
OG0003212	APOSC_29099	HUMAN24989, HUMAN20352, HUMAN20354
OG0003213	APOSC_19508	HUMAN14321, HUMAN14319, HUMAN14322
OG0003214	APOSC_18366	HUMAN06365, HUMAN17740
OG0003215	APOSC_16838, APOSC_16839	HUMAN02681, HUMAN08405
OG0003216	APOSC_28257	HUMAN13617
OG0003217	APOSC_13005	HUMAN14937, HUMAN29000
OG0003218	APOSC_15489	HUMAN30583
OG0003220	APOSC_10137	HUMAN29636, HUMAN00810
OG0003221	APOSC_10483, APOSC_21165	HUMAN24556, HUMAN00790
OG0003222	APOSC_28884	HUMAN08168, HUMAN11392, HUMAN27932
OG0003223	APOSC_03309	HUMAN19114
OG0003224	APOSC_27710	HUMAN17997, HUMAN06652
OG0003225	APOSC_07724, APOSC_01072, APOSC_05344	HUMAN05599
OG0003226	APOSC_20312	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466
OG0003227	APOSC_14106	HUMAN10018
OG0003228	APOSC_12201	HUMAN08956
OG0003229	APOSC_02006	HUMAN03467, HUMAN07147
OG0003230	APOSC_16300	HUMAN03745
OG0003232	APOSC_03623	HUMAN25067, HUMAN04720
OG0003233	APOSC_05425, APOSC_10429, APOSC_17132, APOSC_21205, APOSC_05388, APOSC_19461, APOSC_05389, APOSC_13971	HUMAN22608
OG0003234	APOSC_16222	HUMAN23993
OG0003235	APOSC_02018, APOSC_02019	HUMAN30554, HUMAN30553, HUMAN30552
OG0003238	APOSC_06592	HUMAN09444, HUMAN09446, HUMAN09445, HUMAN09443
OG0003240	APOSC_12525	HUMAN09441, HUMAN09440
OG0003240	APOSC_19551	HUMAN06659, HUMAN06660, HUMAN25997
OG0003250	APOSC_14477, APOSC_14476, APOSC_03219	HUMAN26282, HUMAN18827, HUMAN18826
OG0003251	APOSC_01087, APOSC_20351	HUMAN23183, HUMAN11019
OG0003252	APOSC_18332	HUMAN08538, HUMAN08539
OG0003253	APOSC_26695	HUMAN28629, HUMAN28628, HUMAN28627, HUMAN09815, HUMAN09814
OG0003254	APOSC_25008	HUMAN04752
OG0003255	APOSC_13275, APOSC_13276	HUMAN28201, HUMAN28200, HUMAN28203
OG0003257	APOSC_01324	HUMAN09015
OG0003258	APOSC_25989	HUMAN18355, HUMAN18354
OG0003259	APOSC_04665, APOSC_25225, APOSC_25224, APOSC_04666	HUMAN17219
OG0003260	APOSC_01568, APOSC_01569	HUMAN17383, HUMAN28859
OG0003261	APOSC_23715	HUMAN18317
OG0003262	APOSC_01608	HUMAN13063, HUMAN19967
OG0003263	APOSC_06856, APOSC_10864, APOSC_04917, APOSC_05065	HUMAN15937, HUMAN15936
OG0003264	APOSC_10052	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197
OG0003265	APOSC_12648	HUMAN21031, HUMAN02854
OG0003266	APOSC_02901	HUMAN19360, HUMAN05507, HUMAN05506
OG0003267	APOSC_15562	HUMAN03394
OG0003268	APOSC_18926	HUMAN28145
OG0003269	APOSC_01010	HUMAN10676, HUMAN10677
OG0003270	APOSC_23736	HUMAN06226
OG0003272	APOSC_11506	HUMAN30233, HUMAN22920
OG0003273	APOSC_20401, APOSC_15189, APOSC_15132, APOSC_16564, APOSC_05214, APOSC_09042, APOSC_18523, APOSC_15131, APOSC_08864	HUMAN04928
OG0003273	APOSC_00882	HUMAN18722
OG0003275	APOSC_26815	HUMAN28409, HUMAN18996
OG0003276	APOSC_08702, APOSC_01002, APOSC_13257	HUMAN04947, HUMAN25137, HUMAN25136
OG0003277	APOSC_19318	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861
OG0003278	APOSC_03019, APOSC_03018	HUMAN02507
OG0003279	APOSC_03598	HUMAN23996, HUMAN22367, HUMAN22366
OG0003280	APOSC_08149	HUMAN15335
OG0003282	APOSC_22425, APOSC_22426	HUMAN23854, HUMAN23855, HUMAN23856
OG0003283	APOSC_05350	HUMAN26779
OG0003286	APOSC_28119	HUMAN26600, HUMAN26601
OG0003287	APOSC_11817, APOSC_11816	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672
OG0003288	APOSC_08027, APOSC_08028	HUMAN30308
OG0003289	APOSC_25294	HUMAN14064, HUMAN10999
OG0003290	APOSC_22357	HUMAN01175
OG0003291	APOSC_19509	HUMAN12326
OG0003293	APOSC_18462	HUMAN06629
OG0003294	APOSC_08073, APOSC_03218	HUMAN22430
OG0003295	APOSC_13157	HUMAN03174
OG0003296	APOSC_20409	HUMAN07526, HUMAN19789
OG0003296	APOSC_13951	HUMAN04557, HUMAN04556
OG0003297	APOSC_19537	HUMAN12990, HUMAN12991
OG0003298	APOSC_05046, APOSC_05047	HUMAN18763, HUMAN30220
OG0003301	APOSC_20684	HUMAN05757, HUMAN03223
OG0003302	APOSC_02476	HUMAN24407
OG0003302	APOSC_03947	HUMAN24404
OG0003303	APOSC_18665	HUMAN02696
OG0003304	APOSC_15762	HUMAN26514, HUMAN12786
OG0003306	APOSC_13804	HUMAN21480
OG0003307	APOSC_25176	HUMAN22643, HUMAN24109
OG0003311	APOSC_08614	HUMAN30093, HUMAN29682
OG0003313	APOSC_18791, APOSC_21760, APOSC_13903, APOSC_21153	HUMAN08162
OG0003314	APOSC_23701	HUMAN17421, HUMAN22423, HUMAN17422
OG0003315	APOSC_28652	HUMAN28080
OG0003316	APOSC_24704	HUMAN17612, HUMAN17611
OG0003317	APOSC_27860	HUMAN13511
OG0003318	APOSC_06088	HUMAN20325, HUMAN29926
OG0003319	APOSC_26103	HUMAN19327, HUMAN19329, HUMAN19326, HUMAN27792, HUMAN27791
OG0003320	APOSC_18916	HUMAN27571, HUMAN27570
OG0003323	APOSC_10997	HUMAN29496, HUMAN29498, HUMAN29495
OG0003323	APOSC_19153	HUMAN29499
OG0003324	APOSC_15048, APOSC_06758	HUMAN09782, HUMAN09784, HUMAN09783, HUMAN09785
OG0003325	APOSC_20628	HUMAN03339
OG0003326	APOSC_05346	HUMAN03757, HUMAN22619, HUMAN22620, HUMAN22621, HUMAN22623
OG0003327	APOSC_25953	HUMAN29276, HUMAN29277, HUMAN01184, HUMAN29278
OG0003328	APOSC_07445	HUMAN08219
OG0003329	APOSC_17606	HUMAN23501
OG0003330	APOSC_12519, APOSC_12520	HUMAN09858, HUMAN09857, HUMAN09856
OG0003331	APOSC_14662	HUMAN13106, HUMAN11828
OG0003332	APOSC_06501	HUMAN00604
OG0003333	APOSC_20676, APOSC_20675	HUMAN20311, HUMAN20312
OG0003335	APOSC_22973, APOSC_26808, APOSC_25100	HUMAN09257
OG0003336	APOSC_12100	HUMAN02064, HUMAN29174
OG0003337	APOSC_17322	HUMAN00059, HUMAN00062, HUMAN00061, HUMAN00060
OG0003340	APOSC_00595	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467
OG0003341	APOSC_08089	HUMAN17043
OG0003342	APOSC_29102, APOSC_29101	HUMAN01811, HUMAN01812, HUMAN09186, HUMAN28762, HUMAN28763
OG0003343	APOSC_10154	HUMAN12267
OG0003344	APOSC_02014, APOSC_02015	HUMAN16583
OG0003347	APOSC_20227	HUMAN17887
OG0003348	APOSC_25980	HUMAN02924, HUMAN17738
OG0003349	APOSC_12458	HUMAN22753, HUMAN03238
OG0003351	APOSC_10926	HUMAN26798
OG0003351	APOSC_13359	HUMAN21338
OG0003352	APOSC_05072	HUMAN18052, HUMAN26022
OG0003353	APOSC_04886, APOSC_04887	HUMAN26966, HUMAN26965
OG0003354	APOSC_02148	HUMAN12576, HUMAN12575, HUMAN12574
OG0003355	APOSC_23132	HUMAN03083, HUMAN22632, HUMAN03097
OG0003356	APOSC_06969	HUMAN10721, HUMAN13177
OG0003357	APOSC_19085, APOSC_00799, APOSC_00798	HUMAN12005
OG0003358	APOSC_16536	HUMAN20527
OG0003359	APOSC_26597, APOSC_26598	HUMAN02577
OG0003360	APOSC_10952, APOSC_10953	HUMAN08804
OG0003361	APOSC_00516, APOSC_06798	HUMAN09313, HUMAN10724
OG0003363	APOSC_23809	HUMAN18036, HUMAN18035
OG0003364	APOSC_20943, APOSC_20944	HUMAN06821, HUMAN16054
OG0003365	APOSC_14128	HUMAN26480, HUMAN01439
OG0003366	APOSC_22846	HUMAN16863, HUMAN16862
OG0003367	APOSC_08856	HUMAN06122
OG0003368	APOSC_23104	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562
OG0003369	APOSC_17312	HUMAN27686, HUMAN03532, HUMAN27685
OG0003370	APOSC_27440	HUMAN28060, HUMAN28061
OG0003371	APOSC_19267	HUMAN23136, HUMAN11227
OG0003372	APOSC_25151	HUMAN01212, HUMAN14880, HUMAN14879
OG0003373	APOSC_10165, APOSC_15730	HUMAN05820
OG0003374	APOSC_04421	HUMAN28112, HUMAN16615
OG0003375	APOSC_12301, APOSC_12302	HUMAN23698
OG0003376	APOSC_26385	HUMAN22113, HUMAN22114, HUMAN22110, HUMAN22111, HUMAN22112
OG0003377	APOSC_06534	HUMAN04348
OG0003378	APOSC_14216	HUMAN05047, HUMAN05045
OG0003379	APOSC_15500	HUMAN28285, HUMAN28287
OG0003380	APOSC_06475	HUMAN19717
OG0003381	APOSC_25031	HUMAN06184, HUMAN06185, HUMAN04158
OG0003382	APOSC_14019	HUMAN19968, HUMAN01608
OG0003383	APOSC_25016	HUMAN12827
OG0003384	APOSC_09692	HUMAN03513, HUMAN27736
OG0003385	APOSC_14005, APOSC_28819	HUMAN06417, HUMAN06419, HUMAN06418
OG0003386	APOSC_04892	HUMAN05900, HUMAN05902, HUMAN05903
OG0003387	APOSC_15335	HUMAN13643, HUMAN13638, HUMAN13640, HUMAN13639
OG0003388	APOSC_18890	HUMAN03392
OG0003391	APOSC_07433	HUMAN08974
OG0003392	APOSC_15035, APOSC_15037, APOSC_15038, APOSC_15036	HUMAN13559, HUMAN10151
OG0003393	APOSC_04031, APOSC_10149, APOSC_01176, APOSC_01177	HUMAN04338
OG0003394	APOSC_04303	HUMAN22046
OG0003396	APOSC_01679	HUMAN06037, HUMAN05048
OG0003419	APOSC_24829	HUMAN02012
OG0003420	APOSC_19215	HUMAN01559, HUMAN01556, HUMAN01560
OG0003421	APOSC_20464	HUMAN23071
OG0003422	APOSC_08655, APOSC_12687	HUMAN07007, HUMAN07008
OG0003424	APOSC_23765	HUMAN10759
OG0003425	APOSC_20861	HUMAN23668, HUMAN23669
OG0003426	APOSC_14543, APOSC_14542	HUMAN04822, HUMAN04821
OG0003428	APOSC_11400	HUMAN22929
OG0003429	APOSC_08528, APOSC_02740, APOSC_17184, APOSC_08273	HUMAN24947
OG0003430	APOSC_02277	HUMAN15764
OG0003431	APOSC_05302	HUMAN06475, HUMAN02186
OG0003432	APOSC_28050	HUMAN13669
OG0003433	APOSC_10843	HUMAN11873
OG0003434	APOSC_08572	HUMAN20686
OG0003435	APOSC_16233	HUMAN08411
OG0003437	APOSC_08994, APOSC_23604	HUMAN12122, HUMAN20061
OG0003441	APOSC_05349	HUMAN21029, HUMAN21027
OG0003443	APOSC_21858	HUMAN25588, HUMAN08555
OG0003445	APOSC_06753	HUMAN29343
OG0003447	APOSC_14224	HUMAN26881
OG0003448	APOSC_12959, APOSC_12960	HUMAN15205
OG0003449	APOSC_17548	HUMAN27781
OG0003450	APOSC_01467	HUMAN12087, HUMAN12089
OG0003451	APOSC_14787	HUMAN21236
OG0003452	APOSC_23506	HUMAN03708, HUMAN03710
OG0003453	APOSC_24552, APOSC_24553	HUMAN07081
OG0003453	APOSC_04336	HUMAN07082
OG0003454	APOSC_03485	HUMAN12804, HUMAN12803, HUMAN02907
OG0003455	APOSC_04973	HUMAN20526, HUMAN01754
OG0003456	APOSC_10391	HUMAN13016, HUMAN25940
OG0003457	APOSC_25499	HUMAN27789, HUMAN16567
OG0003458	APOSC_17177	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212
OG0003459	APOSC_19131	HUMAN16899, HUMAN08550
OG0003460	APOSC_09556	HUMAN16828
OG0003461	APOSC_23855, APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582	HUMAN24927, HUMAN24928
OG0003462	APOSC_12605	HUMAN14649
OG0003463	APOSC_13277	HUMAN02584
OG0003464	APOSC_02590	HUMAN25957
OG0003465	APOSC_17657	HUMAN29422, HUMAN29421
OG0003466	APOSC_05316, APOSC_03599	HUMAN03596
OG0003467	APOSC_08484, APOSC_08485	HUMAN28399
OG0003468	APOSC_06032	HUMAN08265
OG0003469	APOSC_07978, APOSC_07979	HUMAN26180
OG0003470	APOSC_06657	HUMAN13977, HUMAN13976
OG0003471	APOSC_19480, APOSC_19479	HUMAN16952
OG0003472	APOSC_28983	HUMAN29614, HUMAN29613
OG0003473	APOSC_09713	HUMAN19355, HUMAN05515, HUMAN05516
OG0003474	APOSC_21466	HUMAN28089, HUMAN00685
OG0003475	APOSC_12044	HUMAN21366
OG0003476	APOSC_18426, APOSC_18425	HUMAN02837
OG0003477	APOSC_28136, APOSC_28137	HUMAN25241
OG0003478	APOSC_06956	HUMAN08716, HUMAN08715
OG0003479	APOSC_11579	HUMAN02334, HUMAN20427
OG0003480	APOSC_22791, APOSC_22792	HUMAN13707, HUMAN13705
OG0003481	APOSC_05224	HUMAN17835
OG0003482	APOSC_05017	HUMAN06885, HUMAN04192
OG0003483	APOSC_24644	HUMAN02672
OG0003485	APOSC_29059	HUMAN06743
OG0003486	APOSC_15150	HUMAN25368
OG0003487	APOSC_24508	HUMAN01641, HUMAN01639
OG0003488	APOSC_07632	HUMAN27887
OG0003489	APOSC_01163	HUMAN00472, HUMAN25219
OG0003490	APOSC_17078	HUMAN07486
OG0003491	APOSC_27592	HUMAN18345, HUMAN07660
OG0003492	APOSC_12490	HUMAN17154, HUMAN03405
OG0003495	APOSC_13435	HUMAN18833, HUMAN27823, HUMAN25685
OG0003496	APOSC_16107	HUMAN05409
OG0003497	APOSC_06959	HUMAN05604
OG0003498	APOSC_07920	HUMAN22332, HUMAN22333
