Orthogroup	APOSC_ok	NEMVE
OG0002976	APOSC_17178	NEMVE16983
OG0002977	APOSC_12506	NEMVE23902
OG0002978	APOSC_04382	NEMVE18285
OG0002979	APOSC_05504	NEMVE20703
OG0002981	APOSC_11454	NEMVE13758
OG0002982	APOSC_22057, APOSC_11183	NEMVE19019
OG0002983	APOSC_00475	NEMVE14799
OG0002984	APOSC_09757	NEMVE24430
OG0002985	APOSC_16485, APOSC_25787	NEMVE09374
OG0002987	APOSC_00262	NEMVE13966
OG0002988	APOSC_19127	NEMVE17993, NEMVE18119, NEMVE22698, NEMVE12168, NEMVE21696
OG0002989	APOSC_03729, APOSC_03730	NEMVE24838
OG0002990	APOSC_18634	NEMVE22509
OG0002991	APOSC_00644	NEMVE10995, NEMVE19941
OG0002992	APOSC_18213	NEMVE15343
OG0002994	APOSC_05406	NEMVE07053
OG0002994	APOSC_16860, APOSC_16861	NEMVE14678
OG0002995	APOSC_03735	NEMVE01173
OG0002996	APOSC_29089	NEMVE10362
OG0002997	APOSC_05385	NEMVE10464, NEMVE15011
OG0002997	APOSC_28117	NEMVE11044, NEMVE10721
OG0002998	APOSC_03400, APOSC_03401	NEMVE21235, NEMVE07505
OG0002999	APOSC_13736, APOSC_01454, APOSC_02044, APOSC_28632	NEMVE05053
OG0002999	APOSC_10873, APOSC_28454, APOSC_17810, APOSC_07912	NEMVE01154, NEMVE09492, NEMVE03263, NEMVE25739, NEMVE19087
OG0003000	APOSC_23946, APOSC_20046	NEMVE18438
OG0003001	APOSC_00996	NEMVE04781
OG0003002	APOSC_19523	NEMVE06701, NEMVE21583, NEMVE01740
OG0003004	APOSC_08593	NEMVE01048
OG0003005	APOSC_07671, APOSC_07672, APOSC_07670	NEMVE06949
OG0003006	APOSC_16110, APOSC_03888	NEMVE13182
OG0003008	APOSC_21736	NEMVE02620
OG0003010	APOSC_20924	NEMVE05883
OG0003011	APOSC_22014	NEMVE16402
OG0003012	APOSC_18752	NEMVE14500
OG0003013	APOSC_22152	NEMVE06720
OG0003014	APOSC_11312, APOSC_14856	NEMVE14970
OG0003016	APOSC_28670	NEMVE13442
OG0003017	APOSC_03453	NEMVE14592, NEMVE20788
OG0003018	APOSC_13408	NEMVE13086
OG0003020	APOSC_22069, APOSC_20556, APOSC_09981, APOSC_09980	NEMVE13860, NEMVE14831
OG0003021	APOSC_04215	NEMVE17537, NEMVE17536
OG0003022	APOSC_19546	NEMVE16219
OG0003024	APOSC_26827, APOSC_11864, APOSC_01392	NEMVE15701, NEMVE14428
OG0003025	APOSC_02939	NEMVE18058
OG0003026	APOSC_12672	NEMVE16626
OG0003027	APOSC_07655	NEMVE24954
OG0003028	APOSC_06065	NEMVE23714
OG0003029	APOSC_14789, APOSC_14788	NEMVE01153
OG0003030	APOSC_24949	NEMVE22656
OG0003031	APOSC_07062	NEMVE15133
OG0003032	APOSC_06174	NEMVE01025
OG0003033	APOSC_11904	NEMVE12220, NEMVE10638, NEMVE10429, NEMVE11260, NEMVE11231, NEMVE10428, NEMVE11218, NEMVE19978, NEMVE25621
OG0003034	APOSC_16344, APOSC_16343	NEMVE18430
OG0003035	APOSC_02872	NEMVE09016
OG0003036	APOSC_21150	NEMVE06785, NEMVE14583
OG0003037	APOSC_22705	NEMVE16728
OG0003037	APOSC_19926	NEMVE16727
OG0003038	APOSC_26879	NEMVE01498
OG0003039	APOSC_28297	NEMVE01445
OG0003041	APOSC_21798	NEMVE00931
OG0003042	APOSC_10393	NEMVE06974
OG0003043	APOSC_03354	NEMVE04685
OG0003044	APOSC_25910	NEMVE23709, NEMVE22835
OG0003045	APOSC_13548	NEMVE10197
OG0003045	APOSC_15071	NEMVE22197
OG0003046	APOSC_17607, APOSC_17609, APOSC_17608	NEMVE00912
OG0003048	APOSC_22307	NEMVE11900
OG0003049	APOSC_03139, APOSC_03138	NEMVE13400, NEMVE20256
OG0003051	APOSC_01212, APOSC_09408	NEMVE13742
OG0003052	APOSC_08049	NEMVE21843, NEMVE16809
OG0003053	APOSC_04553	NEMVE09913
OG0003054	APOSC_08597	NEMVE10073
OG0003055	APOSC_26490, APOSC_26931, APOSC_26930	NEMVE03488
OG0003056	APOSC_11755	NEMVE08587
OG0003056	APOSC_11440	NEMVE03915
OG0003057	APOSC_00675	NEMVE15860, NEMVE22167
OG0003058	APOSC_21910	NEMVE02311, NEMVE06214, NEMVE08497
OG0003059	APOSC_15210, APOSC_10780	NEMVE14365
OG0003060	APOSC_27498, APOSC_27497	NEMVE06198
OG0003062	APOSC_01556	NEMVE24622
OG0003063	APOSC_15552	NEMVE05637
OG0003064	APOSC_15563	NEMVE14804
OG0003065	APOSC_08533	NEMVE19798, NEMVE01502
OG0003066	APOSC_22132	NEMVE23872
OG0003067	APOSC_04561	NEMVE22043
OG0003069	APOSC_05199, APOSC_00453, APOSC_06581	NEMVE09720, NEMVE22839, NEMVE06688
OG0003072	APOSC_18527	NEMVE06185
OG0003073	APOSC_10467	NEMVE15009
OG0003074	APOSC_01865	NEMVE07409
OG0003075	APOSC_23752, APOSC_23751	NEMVE08481, NEMVE06766
OG0003077	APOSC_23902	NEMVE26018, NEMVE14523
OG0003078	APOSC_20457	NEMVE06351
OG0003079	APOSC_22913	NEMVE15110
OG0003081	APOSC_06294, APOSC_05506, APOSC_05505	NEMVE03177, NEMVE13909
OG0003084	APOSC_08618, APOSC_08617	NEMVE17306
OG0003085	APOSC_10849	NEMVE02968
OG0003085	APOSC_10568	NEMVE03695
OG0003086	APOSC_26201, APOSC_12144, APOSC_26200, APOSC_15456	NEMVE13691
OG0003099	APOSC_20747, APOSC_10103, APOSC_13573	NEMVE16155
OG0003101	APOSC_03962	NEMVE07960
OG0003103	APOSC_22471	NEMVE17815, NEMVE09551
OG0003104	APOSC_18853	NEMVE05338
OG0003105	APOSC_14568	NEMVE20895, NEMVE14871, NEMVE08962
OG0003106	APOSC_22756	NEMVE13367
OG0003107	APOSC_13572, APOSC_13571, APOSC_24099	NEMVE04878
OG0003108	APOSC_20208	NEMVE21879
OG0003109	APOSC_02192, APOSC_02194	NEMVE24436, NEMVE19916, NEMVE18091, NEMVE24291
OG0003110	APOSC_08972, APOSC_17813, APOSC_11676, APOSC_13379	NEMVE22391
OG0003111	APOSC_28438, APOSC_07657, APOSC_11211	NEMVE22410
OG0003112	APOSC_08326	NEMVE05734
OG0003113	APOSC_15247	NEMVE14843
OG0003114	APOSC_08728	NEMVE12974, NEMVE03951
OG0003115	APOSC_05210	NEMVE00301
OG0003116	APOSC_03941, APOSC_13580	NEMVE13077
OG0003118	APOSC_13717, APOSC_13716	NEMVE06986
OG0003119	APOSC_27843	NEMVE25471
OG0003121	APOSC_14507	NEMVE06066
OG0003122	APOSC_12979	NEMVE14780
OG0003124	APOSC_07349, APOSC_07348	NEMVE07294
OG0003125	APOSC_16703	NEMVE08001
OG0003127	APOSC_01357	NEMVE23321, NEMVE12556
OG0003128	APOSC_07324	NEMVE24270
OG0003130	APOSC_21592	NEMVE01488, NEMVE21603
OG0003131	APOSC_22048, APOSC_06347, APOSC_12050, APOSC_16974, APOSC_16916, APOSC_16973, APOSC_03813, APOSC_10577	NEMVE22604
OG0003132	APOSC_17640, APOSC_17639	NEMVE18843
OG0003133	APOSC_26130, APOSC_05574, APOSC_05575, APOSC_05576	NEMVE01926
OG0003133	APOSC_20780	NEMVE12491
OG0003133	APOSC_13961	NEMVE12586
OG0003134	APOSC_13741	NEMVE25482, NEMVE17821, NEMVE06152, NEMVE23073, NEMVE16971, NEMVE07892
OG0003135	APOSC_10627, APOSC_19629	NEMVE14450
OG0003136	APOSC_03102	NEMVE18312
OG0003138	APOSC_19584	NEMVE08372
OG0003142	APOSC_07232	NEMVE18327
OG0003143	APOSC_26030	NEMVE19221
OG0003144	APOSC_16927, APOSC_16926	NEMVE13803
OG0003145	APOSC_08126	NEMVE00755
OG0003145	APOSC_10484, APOSC_10319, APOSC_20874	NEMVE22594, NEMVE14437
OG0003146	APOSC_07075	NEMVE21927
OG0003147	APOSC_18397	NEMVE02983
OG0003148	APOSC_21523	NEMVE09246
OG0003149	APOSC_14351, APOSC_15734	NEMVE13799
OG0003150	APOSC_07694	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919
OG0003151	APOSC_16617	NEMVE16806, NEMVE23231
OG0003153	APOSC_26183	NEMVE14674
OG0003154	APOSC_06994	NEMVE25099
OG0003155	APOSC_23284, APOSC_08228	NEMVE02938
OG0003156	APOSC_18642, APOSC_18644	NEMVE21986
OG0003157	APOSC_12815	NEMVE04632
OG0003158	APOSC_00782	NEMVE04924
OG0003159	APOSC_07797	NEMVE13613, NEMVE14314
OG0003160	APOSC_27572	NEMVE13326
OG0003161	APOSC_28138	NEMVE04772
OG0003162	APOSC_02911, APOSC_02912	NEMVE13463
OG0003163	APOSC_03590	NEMVE21987
OG0003164	APOSC_27781	NEMVE17247
OG0003165	APOSC_27104	NEMVE08402
OG0003166	APOSC_03403	NEMVE23899
OG0003167	APOSC_14053	NEMVE20093, NEMVE19857, NEMVE11737, NEMVE25876
OG0003169	APOSC_20189	NEMVE23426
OG0003171	APOSC_25907	NEMVE00958
OG0003172	APOSC_05273	NEMVE13880
OG0003173	APOSC_18974	NEMVE05436
OG0003174	APOSC_05372	NEMVE00181, NEMVE14667
OG0003175	APOSC_19430	NEMVE10111, NEMVE15002
OG0003176	APOSC_04154	NEMVE05784, NEMVE14676
OG0003177	APOSC_27339	NEMVE21516, NEMVE20645, NEMVE15289, NEMVE21095
OG0003178	APOSC_23982	NEMVE05084
OG0003179	APOSC_10676	NEMVE14494, NEMVE20675
OG0003180	APOSC_00703	NEMVE24273
OG0003181	APOSC_25121	NEMVE09804
OG0003182	APOSC_25417	NEMVE14953
OG0003183	APOSC_12138	NEMVE14853
OG0003184	APOSC_10064	NEMVE14706
OG0003185	APOSC_17234	NEMVE11278
OG0003187	APOSC_28348, APOSC_06145, APOSC_06146	NEMVE20444, NEMVE23086
OG0003188	APOSC_27314, APOSC_27313	NEMVE13336
OG0003189	APOSC_13962	NEMVE07613
OG0003191	APOSC_21528, APOSC_28691	NEMVE13976
OG0003192	APOSC_15341	NEMVE03402
OG0003193	APOSC_05846	NEMVE09272
OG0003194	APOSC_21816	NEMVE21245, NEMVE03000
OG0003195	APOSC_19126	NEMVE25963, NEMVE10862
OG0003196	APOSC_00552	NEMVE09009, NEMVE09005
OG0003197	APOSC_23003, APOSC_23004	NEMVE09274
OG0003199	APOSC_20188	NEMVE25466
OG0003200	APOSC_27847	NEMVE06404, NEMVE11235
OG0003202	APOSC_27051	NEMVE08285
OG0003204	APOSC_03083	NEMVE04641
OG0003205	APOSC_24249	NEMVE11482
OG0003206	APOSC_00694, APOSC_00693	NEMVE13786
OG0003207	APOSC_24531, APOSC_20290	NEMVE13760
OG0003208	APOSC_22662, APOSC_22663	NEMVE13391
OG0003211	APOSC_19199, APOSC_19198, APOSC_19196, APOSC_19197	NEMVE25111
OG0003212	APOSC_29099	NEMVE08610
OG0003213	APOSC_19508	NEMVE20699, NEMVE15231, NEMVE07326, NEMVE05132, NEMVE04700, NEMVE04710, NEMVE08152, NEMVE07683, NEMVE06438, NEMVE09861, NEMVE25336
OG0003214	APOSC_18366	NEMVE19887
OG0003215	APOSC_16838, APOSC_16839	NEMVE05074
OG0003217	APOSC_13005	NEMVE25774
OG0003218	APOSC_15489	NEMVE06170
OG0003220	APOSC_10137	NEMVE23346, NEMVE12080
OG0003221	APOSC_10483	NEMVE24005
OG0003221	APOSC_21165	NEMVE13322
OG0003223	APOSC_03309	NEMVE13687
OG0003224	APOSC_27710	NEMVE07475
OG0003225	APOSC_07724, APOSC_01072, APOSC_05344	NEMVE14015
OG0003226	APOSC_20312	NEMVE20833, NEMVE10372, NEMVE19663
OG0003227	APOSC_14106	NEMVE21244
OG0003228	APOSC_12201	NEMVE06914
OG0003230	APOSC_16300	NEMVE21692
OG0003231	APOSC_23792	NEMVE13764
OG0003234	APOSC_16222	NEMVE03676
OG0003235	APOSC_02018, APOSC_02019	NEMVE11954, NEMVE22173
OG0003238	APOSC_06592	NEMVE23364
OG0003239	APOSC_06158	NEMVE13113
OG0003240	APOSC_19551	NEMVE15334
OG0003251	APOSC_01087, APOSC_20351	NEMVE01548
OG0003252	APOSC_22505, APOSC_18332	NEMVE13979
OG0003253	APOSC_26695	NEMVE23463
OG0003254	APOSC_25008	NEMVE05092
OG0003255	APOSC_13275, APOSC_13276	NEMVE09782
OG0003257	APOSC_01324	NEMVE13838
OG0003258	APOSC_25989	NEMVE07151
OG0003260	APOSC_01568, APOSC_01569	NEMVE15106
OG0003261	APOSC_23715	NEMVE25094
OG0003262	APOSC_01608	NEMVE01475
OG0003263	APOSC_06856, APOSC_10864, APOSC_04917, APOSC_05065, APOSC_13158, APOSC_00448, APOSC_10954, APOSC_09315	NEMVE22513
OG0003264	APOSC_10052	NEMVE15698
OG0003265	APOSC_12648	NEMVE09756
OG0003266	APOSC_02901	NEMVE14097
OG0003267	APOSC_05198, APOSC_15562	NEMVE16965
OG0003268	APOSC_18926	NEMVE11716, NEMVE22429
OG0003269	APOSC_01010	NEMVE24476
OG0003270	APOSC_23736	NEMVE21786
OG0003271	APOSC_18893	NEMVE16628
OG0003272	APOSC_11506	NEMVE06426
OG0003273	APOSC_20401, APOSC_15189, APOSC_15132, APOSC_16564, APOSC_05214, APOSC_09042, APOSC_18523, APOSC_15131, APOSC_08864	NEMVE13710
OG0003273	APOSC_00882	NEMVE08681, NEMVE15126, NEMVE08691, NEMVE11258
OG0003274	APOSC_22768	NEMVE02609, NEMVE02509
OG0003276	APOSC_08702, APOSC_01002, APOSC_13257	NEMVE23236
OG0003277	APOSC_19318	NEMVE24088
OG0003278	APOSC_03019, APOSC_03018	NEMVE03405
OG0003279	APOSC_03598	NEMVE14441
OG0003281	APOSC_22860, APOSC_22859	NEMVE23592
OG0003283	APOSC_05350	NEMVE00381, NEMVE23430
OG0003284	APOSC_08125	NEMVE16097, NEMVE21149
OG0003286	APOSC_27059, APOSC_07291, APOSC_28119	NEMVE10573
OG0003287	APOSC_11817, APOSC_11816	NEMVE08529
OG0003288	APOSC_08027, APOSC_08028	NEMVE04690, NEMVE13954
OG0003290	APOSC_22357	NEMVE01103
OG0003291	APOSC_19509	NEMVE10692, NEMVE20230
OG0003292	APOSC_28210	NEMVE16550
OG0003293	APOSC_18462	NEMVE04909, NEMVE20380
OG0003294	APOSC_08073, APOSC_03218	NEMVE06441
OG0003295	APOSC_13157	NEMVE04859
OG0003296	APOSC_20409	NEMVE22460
OG0003297	APOSC_19537	NEMVE11100
OG0003298	APOSC_05046, APOSC_05047	NEMVE04703
OG0003299	APOSC_25288	NEMVE13192
OG0003301	APOSC_20684	NEMVE21850, NEMVE21705
OG0003302	APOSC_20273, APOSC_02476, APOSC_03947, APOSC_22845, APOSC_17191, APOSC_16365, APOSC_16978	NEMVE24532
OG0003303	APOSC_00585	NEMVE22702, NEMVE04361
OG0003304	APOSC_15762	NEMVE18141
OG0003306	APOSC_13804	NEMVE24655
OG0003309	APOSC_07262, APOSC_04916	NEMVE14486
OG0003311	APOSC_08614	NEMVE17780
OG0003312	APOSC_24131	NEMVE19875, NEMVE20841
OG0003314	APOSC_23701	NEMVE13216
OG0003316	APOSC_24704	NEMVE07618
OG0003316	APOSC_12147	NEMVE23898, NEMVE17189
OG0003317	APOSC_27860	NEMVE05254
OG0003317	APOSC_27859	NEMVE21332
OG0003318	APOSC_06088	NEMVE22763
OG0003319	APOSC_26103	NEMVE11076
OG0003320	APOSC_18916	NEMVE13147
OG0003324	APOSC_15048, APOSC_06758	NEMVE17427
OG0003325	APOSC_20628	NEMVE07678
OG0003325	APOSC_10382, APOSC_05788	NEMVE04776
OG0003326	APOSC_05346	NEMVE23156
OG0003327	APOSC_25953	NEMVE06800
OG0003328	APOSC_07445	NEMVE14055
OG0003329	APOSC_17606	NEMVE22267
OG0003330	APOSC_12519, APOSC_12520	NEMVE17547
OG0003331	APOSC_14662	NEMVE24492
OG0003332	APOSC_06501	NEMVE25694
OG0003333	APOSC_20676, APOSC_20675	NEMVE00058
OG0003334	APOSC_09239	NEMVE03565
OG0003335	APOSC_22973, APOSC_26808, APOSC_25100	NEMVE01928, NEMVE19241
OG0003336	APOSC_12100	NEMVE06507
OG0003337	APOSC_17322	NEMVE13578
OG0003338	APOSC_12698	NEMVE06602
OG0003340	APOSC_00595	NEMVE15762, NEMVE20934
OG0003341	APOSC_08089	NEMVE01952
OG0003342	APOSC_29102, APOSC_29101	NEMVE17096
OG0003343	APOSC_10154	NEMVE24170
OG0003344	APOSC_02014, APOSC_02015	NEMVE24619
OG0003345	APOSC_10463	NEMVE12668
OG0003347	APOSC_20227	NEMVE23886
OG0003348	APOSC_25980	NEMVE23418
OG0003349	APOSC_12458	NEMVE14973
OG0003351	APOSC_10926	NEMVE22797
OG0003351	APOSC_13359	NEMVE22733
OG0003352	APOSC_05072	NEMVE24015
OG0003353	APOSC_04886, APOSC_04887	NEMVE06482
OG0003354	APOSC_02148	NEMVE14304
OG0003355	APOSC_23132	NEMVE08592
OG0003356	APOSC_06969	NEMVE06309
OG0003358	APOSC_16536	NEMVE23739
OG0003359	APOSC_26597, APOSC_26598	NEMVE13744
OG0003360	APOSC_10952, APOSC_10953	NEMVE20499
OG0003361	APOSC_00516, APOSC_06798	NEMVE14739
OG0003362	APOSC_14702	NEMVE00976
OG0003363	APOSC_23809	NEMVE17304, NEMVE16720, NEMVE16221
OG0003364	APOSC_20943, APOSC_20944	NEMVE01971
OG0003365	APOSC_14128	NEMVE23416
OG0003366	APOSC_22846	NEMVE21908
OG0003368	APOSC_23104	NEMVE21767, NEMVE00061
OG0003369	APOSC_17312	NEMVE09534, NEMVE11386
OG0003370	APOSC_27440	NEMVE18949, NEMVE19237
OG0003371	APOSC_19267	NEMVE11040
OG0003372	APOSC_25151	NEMVE24037, NEMVE01226
OG0003373	APOSC_10165, APOSC_15730	NEMVE24072
OG0003374	APOSC_04421	NEMVE13211
OG0003375	APOSC_12301, APOSC_12302, APOSC_16084	NEMVE19185
OG0003376	APOSC_26385	NEMVE16260, NEMVE11402, NEMVE11401
OG0003377	APOSC_20950, APOSC_06534	NEMVE15318
OG0003378	APOSC_14216	NEMVE16798
OG0003379	APOSC_15500	NEMVE20545, NEMVE16052
OG0003380	APOSC_06475	NEMVE22683
OG0003381	APOSC_25031	NEMVE14322
OG0003383	APOSC_25016	NEMVE23495
OG0003384	APOSC_09692	NEMVE00423
OG0003385	APOSC_14005, APOSC_28819	NEMVE24878
OG0003386	APOSC_04892	NEMVE24105
OG0003387	APOSC_15335	NEMVE13639
OG0003388	APOSC_18890	NEMVE08840, NEMVE15438
OG0003391	APOSC_07433	NEMVE17395
OG0003392	APOSC_15035, APOSC_15037, APOSC_15038, APOSC_15036	NEMVE09110
OG0003393	APOSC_04031, APOSC_10149, APOSC_01176, APOSC_01177	NEMVE10476, NEMVE13045, NEMVE23905
OG0003394	APOSC_04303	NEMVE16445
OG0003396	APOSC_01679	NEMVE24075
OG0003418	APOSC_04750	NEMVE18263
OG0003418	APOSC_09161	NEMVE19471, NEMVE18913
OG0003418	APOSC_19706, APOSC_03771	NEMVE19523
OG0003418	APOSC_14576	NEMVE17307
OG0003419	APOSC_24829	NEMVE08218
OG0003420	APOSC_19215	NEMVE19645
OG0003421	APOSC_20464	NEMVE04651
OG0003422	APOSC_08655, APOSC_12687	NEMVE07883, NEMVE20521, NEMVE01482
OG0003424	APOSC_23765	NEMVE16825
OG0003425	APOSC_20861	NEMVE02069
OG0003426	APOSC_14543, APOSC_14542	NEMVE04788
OG0003428	APOSC_11400	NEMVE22338
OG0003429	APOSC_26522, APOSC_02739, APOSC_15613, APOSC_04157, APOSC_08528, APOSC_02740, APOSC_17184, APOSC_08273	NEMVE22490
OG0003430	APOSC_02277	NEMVE24395
OG0003431	APOSC_05302	NEMVE04794
OG0003432	APOSC_04068, APOSC_28050	NEMVE13929
OG0003433	APOSC_10843	NEMVE22730
OG0003434	APOSC_08572	NEMVE19996, NEMVE14429
OG0003435	APOSC_16233	NEMVE13652
OG0003438	APOSC_02097, APOSC_05075	NEMVE17966
OG0003441	APOSC_05349	NEMVE08561, NEMVE06221
OG0003443	APOSC_21858	NEMVE23998
OG0003444	APOSC_27190, APOSC_27191	NEMVE04612
OG0003445	APOSC_06753	NEMVE01424
OG0003446	APOSC_06366	NEMVE19684
OG0003447	APOSC_14224	NEMVE24666
OG0003448	APOSC_12959, APOSC_12960	NEMVE10129
OG0003449	APOSC_17548	NEMVE09972, NEMVE16813, NEMVE09971, NEMVE09976, NEMVE11728, NEMVE00441
OG0003450	APOSC_01467	NEMVE23497
OG0003451	APOSC_14787	NEMVE07235
OG0003452	APOSC_23506	NEMVE21083, NEMVE23965
OG0003453	APOSC_04336	NEMVE20495
OG0003454	APOSC_03485	NEMVE14065
OG0003455	APOSC_04973	NEMVE24559, NEMVE20985
OG0003456	APOSC_10391	NEMVE14823
OG0003457	APOSC_25499	NEMVE18245
OG0003458	APOSC_17177	NEMVE04918
OG0003459	APOSC_19131	NEMVE06913, NEMVE20106
OG0003460	APOSC_09556	NEMVE05656, NEMVE12240, NEMVE19324
OG0003461	APOSC_01453, APOSC_09700, APOSC_12570, APOSC_23855, APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582	NEMVE23166
OG0003462	APOSC_12605	NEMVE15109
OG0003463	APOSC_18574, APOSC_13277	NEMVE08123
OG0003464	APOSC_02590	NEMVE21995, NEMVE25422
OG0003465	APOSC_17657	NEMVE00981
OG0003466	APOSC_05316, APOSC_03599	NEMVE19302
OG0003467	APOSC_08485	NEMVE11976
OG0003468	APOSC_06032	NEMVE01447, NEMVE21354
OG0003469	APOSC_07978, APOSC_07979	NEMVE23482
OG0003470	APOSC_06657	NEMVE08394
OG0003471	APOSC_19480, APOSC_19479	NEMVE13566
OG0003472	APOSC_28983	NEMVE23741
OG0003473	APOSC_09713	NEMVE02684
OG0003474	APOSC_21466	NEMVE00065
OG0003475	APOSC_12044	NEMVE00257
OG0003476	APOSC_18426, APOSC_18425	NEMVE12591
OG0003477	APOSC_28136, APOSC_28137	NEMVE15677, NEMVE14421
OG0003478	APOSC_06956	NEMVE14744
OG0003479	APOSC_11579	NEMVE22549
OG0003480	APOSC_22791, APOSC_22792	NEMVE09026
OG0003483	APOSC_24644	NEMVE22468
OG0003484	APOSC_13180	NEMVE21744
OG0003486	APOSC_15150	NEMVE08417, NEMVE11925
OG0003487	APOSC_24508	NEMVE22483
OG0003488	APOSC_07632	NEMVE05426
OG0003489	APOSC_01163	NEMVE05755
OG0003490	APOSC_17078	NEMVE07514
OG0003491	APOSC_27592	NEMVE14708
OG0003492	APOSC_12490	NEMVE06260
OG0003493	APOSC_07930	NEMVE15798
OG0003494	APOSC_10993, APOSC_15939	NEMVE24469, NEMVE16855, NEMVE24438
OG0003496	APOSC_16107	NEMVE20920
OG0003496	APOSC_17155	NEMVE00055
OG0003497	APOSC_06959	NEMVE01002
OG0003498	APOSC_07920	NEMVE10613, NEMVE20419
OG0003499	APOSC_23653	NEMVE25845
OG0003501	APOSC_23234	NEMVE13383
OG0003502	APOSC_18703	NEMVE06419
OG0003503	APOSC_02298	NEMVE14218, NEMVE14261
OG0003504	APOSC_12706	NEMVE14390
OG0003505	APOSC_27791	NEMVE05913
OG0003506	APOSC_20588, APOSC_20589	NEMVE25216
OG0003507	APOSC_14632	NEMVE06192
OG0003508	APOSC_16687	NEMVE10416
OG0003509	APOSC_01600	NEMVE10409
OG0003510	APOSC_02259	NEMVE10643
OG0003511	APOSC_17361	NEMVE22014, NEMVE01517
OG0003512	APOSC_18044	NEMVE20614, NEMVE08803, NEMVE19792
OG0003513	APOSC_23790	NEMVE14528
OG0003515	APOSC_28363	NEMVE07802
OG0003516	APOSC_07258	NEMVE22943, NEMVE13148
OG0003517	APOSC_08762	NEMVE22199
OG0003518	APOSC_13189	NEMVE07929
OG0003519	APOSC_26019, APOSC_26017, APOSC_26018	NEMVE22344
OG0003520	APOSC_27298, APOSC_09597	NEMVE01051
OG0003522	APOSC_15737	NEMVE24059
OG0003523	APOSC_24946, APOSC_24945	NEMVE07334
OG0003524	APOSC_25697	NEMVE20753, NEMVE23630
OG0003527	APOSC_10538, APOSC_10539	NEMVE02209
OG0003528	APOSC_25058	NEMVE12358, NEMVE13793
OG0003529	APOSC_00775, APOSC_00776	NEMVE22936
OG0003531	APOSC_06749	NEMVE23009
OG0003532	APOSC_12900, APOSC_12899, APOSC_18857, APOSC_05700	NEMVE01942
OG0003533	APOSC_20660	NEMVE21770
OG0003534	APOSC_16413	NEMVE01935, NEMVE05102, NEMVE01995
OG0003535	APOSC_27157	NEMVE18138, NEMVE18330
OG0003536	APOSC_10287	NEMVE23719
OG0003537	APOSC_25691, APOSC_25690, APOSC_25688, APOSC_25689	NEMVE15401
OG0003538	APOSC_12153	NEMVE24834
OG0003539	APOSC_28124, APOSC_28123	NEMVE14225
OG0003540	APOSC_04776, APOSC_04777	NEMVE25772
OG0003541	APOSC_12528, APOSC_12526, APOSC_12527	NEMVE05768
OG0003542	APOSC_25446	NEMVE05244
OG0003543	APOSC_20594	NEMVE21904
OG0003544	APOSC_15667	NEMVE21778
OG0003545	APOSC_01423	NEMVE09118
OG0003546	APOSC_23945	NEMVE00903
OG0003547	APOSC_28667, APOSC_28666	NEMVE21707
OG0003548	APOSC_05144	NEMVE24045
OG0003549	APOSC_15888	NEMVE22192
OG0003550	APOSC_23937	NEMVE14633
OG0003551	APOSC_24999	NEMVE25468
OG0003552	APOSC_13079	NEMVE13583
OG0003554	APOSC_07264	NEMVE05007
OG0003556	APOSC_16589	NEMVE17151
OG0003557	APOSC_02465	NEMVE12283
OG0003558	APOSC_07078	NEMVE23552
OG0003560	APOSC_23803	NEMVE06594
OG0003561	APOSC_05634, APOSC_05633	NEMVE01009, NEMVE02397
OG0003562	APOSC_04504	NEMVE13820
OG0003563	APOSC_21769	NEMVE09047
OG0003564	APOSC_26128	NEMVE07651, NEMVE05001
OG0003565	APOSC_05654	NEMVE24799
OG0003566	APOSC_14118	NEMVE24534
OG0003567	APOSC_27651	NEMVE14039
OG0003568	APOSC_24669	NEMVE23185
OG0003570	APOSC_11684	NEMVE24756
OG0003571	APOSC_19334	NEMVE07104, NEMVE21760
OG0003573	APOSC_22721	NEMVE15669
OG0003577	APOSC_13313	NEMVE01484
OG0003578	APOSC_25298, APOSC_25297, APOSC_25299	NEMVE14882, NEMVE12325
OG0003579	APOSC_20893	NEMVE14468
OG0003582	APOSC_10258	NEMVE05180
OG0003597	APOSC_28836	NEMVE06178, NEMVE07749
OG0003598	APOSC_04757	NEMVE09849
OG0003599	APOSC_02977	NEMVE00164
OG0003601	APOSC_25575, APOSC_25576	NEMVE01801
OG0003603	APOSC_26660	NEMVE13720
OG0003604	APOSC_19879	NEMVE14417
OG0003606	APOSC_24339, APOSC_23931	NEMVE07584
OG0003607	APOSC_08230	NEMVE25182, NEMVE12941, NEMVE12994
OG0003608	APOSC_20138	NEMVE05516, NEMVE19157
OG0003610	APOSC_06489	NEMVE07493, NEMVE14129
OG0003611	APOSC_27392	NEMVE07655, NEMVE15407
OG0003613	APOSC_02881	NEMVE08287
OG0003615	APOSC_11360	NEMVE03122
OG0003616	APOSC_26238	NEMVE22796
OG0003617	APOSC_11452	NEMVE04879
OG0003618	APOSC_27107	NEMVE14538
OG0003619	APOSC_04035, APOSC_04036	NEMVE25213
OG0003620	APOSC_04440	NEMVE14400
OG0003621	APOSC_23124, APOSC_23123	NEMVE24715
OG0003622	APOSC_16583	NEMVE09372
OG0003625	APOSC_21607	NEMVE23563
