Orthogroup	APOSC_ok	ASTMX
OG0003771	APOSC_21005	ASTMX20761, ASTMX17664
OG0003772	APOSC_14317, APOSC_14318	ASTMX02565
OG0003773	APOSC_22519	ASTMX19481, ASTMX13827
OG0003776	APOSC_27686, APOSC_02987, APOSC_01377	ASTMX07290, ASTMX16427, ASTMX19488
OG0003777	APOSC_05890	ASTMX15587, ASTMX19161, ASTMX01444, ASTMX00836, ASTMX16256
OG0003778	APOSC_25204	ASTMX10296, ASTMX01093
OG0003779	APOSC_23333, APOSC_23332	ASTMX20791
OG0003780	APOSC_24719	ASTMX11152, ASTMX07003, ASTMX04115, ASTMX05433, ASTMX16713
OG0003795	APOSC_01022	ASTMX22459, ASTMX04043
OG0003798	APOSC_08296	ASTMX00649, ASTMX05334
OG0003803	APOSC_17027	ASTMX15080, ASTMX04008
OG0003806	APOSC_10907, APOSC_13794, APOSC_10906	ASTMX21196
OG0003807	APOSC_00860, APOSC_00859	ASTMX03640
OG0003808	APOSC_06171, APOSC_06172	ASTMX12243
OG0003809	APOSC_19356	ASTMX20443, ASTMX12115
OG0003810	APOSC_24542	ASTMX00551, ASTMX07541, ASTMX08005
OG0003811	APOSC_28788, APOSC_28789	ASTMX11112
OG0003812	APOSC_18903	ASTMX06055
OG0003813	APOSC_14390	ASTMX06952, ASTMX11991
OG0003815	APOSC_20817	ASTMX13062
OG0003816	APOSC_10861, APOSC_10860, APOSC_10859, APOSC_10862	ASTMX10485, ASTMX10948
OG0003818	APOSC_12257	ASTMX08224
OG0003820	APOSC_23379	ASTMX09663
OG0003821	APOSC_20352	ASTMX15916, ASTMX00789
OG0003823	APOSC_21830	ASTMX14106
OG0003824	APOSC_04795, APOSC_04794	ASTMX15652
OG0003825	APOSC_18536	ASTMX23005, ASTMX15234, ASTMX01205
OG0003826	APOSC_17419	ASTMX13299
OG0003827	APOSC_07833	ASTMX08906, ASTMX01691
OG0003828	APOSC_14010	ASTMX09777
OG0003829	APOSC_19129	ASTMX16879
OG0003830	APOSC_12451	ASTMX09924, ASTMX15222
OG0003831	APOSC_25951, APOSC_17003	ASTMX01621
OG0003832	APOSC_12737	ASTMX16229, ASTMX15146, ASTMX00997
OG0003833	APOSC_14015, APOSC_26614	ASTMX08170
OG0003834	APOSC_25052	ASTMX13103, ASTMX02832, ASTMX21677
OG0003835	APOSC_09274	ASTMX08155
OG0003836	APOSC_03836	ASTMX03922
OG0003837	APOSC_12128	ASTMX22200
OG0003838	APOSC_00842	ASTMX07568, ASTMX14008
OG0003839	APOSC_26720	ASTMX03107
OG0003840	APOSC_03583	ASTMX21619, ASTMX10569
OG0003841	APOSC_15694	ASTMX15813
OG0003842	APOSC_04752, APOSC_04753	ASTMX02010
OG0003844	APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569	ASTMX18569
OG0003845	APOSC_23847	ASTMX21005
OG0003848	APOSC_12433	ASTMX03313, ASTMX06535, ASTMX02072
OG0003849	APOSC_02184	ASTMX06220, ASTMX00255, ASTMX13365
OG0003850	APOSC_06463	ASTMX17827
OG0003851	APOSC_27756	ASTMX05745, ASTMX14120
OG0003852	APOSC_27352	ASTMX13641
OG0003853	APOSC_04073	ASTMX06603
OG0003855	APOSC_03654	ASTMX18348
OG0003857	APOSC_04358	ASTMX17813
OG0003858	APOSC_25588	ASTMX02510
OG0003859	APOSC_10642, APOSC_21993	ASTMX19127
OG0003860	APOSC_03734	ASTMX15680
OG0003861	APOSC_21656	ASTMX18934
OG0003862	APOSC_08543	ASTMX05392
OG0003863	APOSC_19667	ASTMX05791, ASTMX12495
OG0003864	APOSC_02644, APOSC_02643	ASTMX07056
OG0003865	APOSC_28988	ASTMX14765, ASTMX05719
OG0003866	APOSC_22466	ASTMX09589
OG0003867	APOSC_04424	ASTMX14392
OG0003868	APOSC_27663	ASTMX14524, ASTMX02829
OG0003869	APOSC_00347, APOSC_00348	ASTMX17801
OG0003870	APOSC_17219	ASTMX22404
OG0003872	APOSC_02701	ASTMX21986
OG0003873	APOSC_19201	ASTMX18658
OG0003874	APOSC_04239	ASTMX09158
OG0003875	APOSC_05969	ASTMX20963
OG0003876	APOSC_09137	ASTMX14613
OG0003877	APOSC_00794, APOSC_00795, APOSC_00278	ASTMX18203
OG0003878	APOSC_09689	ASTMX03060, ASTMX08366, ASTMX15924
OG0003881	APOSC_23136	ASTMX17611
OG0003882	APOSC_23637	ASTMX10267
OG0003883	APOSC_26942	ASTMX18101, ASTMX04876, ASTMX10075
OG0003884	APOSC_05090	ASTMX15152, ASTMX03561
OG0003885	APOSC_18039	ASTMX08439, ASTMX12624
OG0003886	APOSC_23174	ASTMX18295
OG0003887	APOSC_03357	ASTMX22919
OG0003888	APOSC_24599	ASTMX04862
OG0003890	APOSC_28156	ASTMX10320, ASTMX10321, ASTMX21516
OG0003892	APOSC_27794, APOSC_27793	ASTMX02017
OG0003893	APOSC_23559	ASTMX12940
OG0003894	APOSC_10489, APOSC_10490	ASTMX11183
OG0003895	APOSC_12472	ASTMX16407
OG0003896	APOSC_25208	ASTMX05002, ASTMX19466, ASTMX14861
OG0003897	APOSC_21763	ASTMX15050
OG0003898	APOSC_19432	ASTMX22794, ASTMX14906
OG0003899	APOSC_22343	ASTMX15271
OG0003900	APOSC_04165	ASTMX18534
OG0003901	APOSC_21632	ASTMX03818
OG0003903	APOSC_19999	ASTMX01642
OG0003904	APOSC_15257	ASTMX18259
OG0003906	APOSC_08587	ASTMX18624
OG0003910	APOSC_21565	ASTMX12237
OG0003911	APOSC_27900, APOSC_05120	ASTMX11470
OG0003912	APOSC_15763, APOSC_28939	ASTMX06396, ASTMX11967, ASTMX02561
OG0003913	APOSC_05119	ASTMX04669
OG0003915	APOSC_24329, APOSC_24330	ASTMX09566, ASTMX08815
OG0003916	APOSC_10822	ASTMX22490, ASTMX18046, ASTMX00894
OG0003917	APOSC_06187	ASTMX18206
OG0003918	APOSC_02265	ASTMX12177, ASTMX18541, ASTMX19758
OG0003919	APOSC_15353	ASTMX12796
OG0003920	APOSC_10746	ASTMX20009
OG0003921	APOSC_12515, APOSC_12516	ASTMX11734
OG0003922	APOSC_11194, APOSC_28594	ASTMX15692
OG0003923	APOSC_27950	ASTMX17099
OG0003924	APOSC_06886, APOSC_06885	ASTMX15337
OG0003925	APOSC_07611	ASTMX08709, ASTMX20939
OG0003926	APOSC_26826	ASTMX05523, ASTMX21916
OG0003927	APOSC_22644	ASTMX19425
OG0003929	APOSC_06476	ASTMX13853, ASTMX13851
OG0003930	APOSC_13770, APOSC_13771	ASTMX19444
OG0003931	APOSC_13164, APOSC_13163, APOSC_13162	ASTMX07722, ASTMX17814
OG0003932	APOSC_27565, APOSC_27566	ASTMX07563
OG0003933	APOSC_18503	ASTMX00968, ASTMX16168
OG0003935	APOSC_16375, APOSC_10688	ASTMX04582
OG0003936	APOSC_20913, APOSC_20914	ASTMX10900
OG0003937	APOSC_15204	ASTMX12589, ASTMX18037, ASTMX05114
OG0003938	APOSC_19288	ASTMX03248
OG0003939	APOSC_20627	ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658
OG0003940	APOSC_29077	ASTMX18138
OG0003942	APOSC_06273	ASTMX09921
OG0003943	APOSC_15785	ASTMX00858, ASTMX04844, ASTMX01264, ASTMX22384
OG0003944	APOSC_04799	ASTMX15054, ASTMX15052
OG0003945	APOSC_03054	ASTMX02597, ASTMX09466
OG0003946	APOSC_04056	ASTMX13157, ASTMX19007
OG0003947	APOSC_09900	ASTMX14801, ASTMX09966
OG0003948	APOSC_20663	ASTMX05108
OG0003949	APOSC_07284	ASTMX18736
OG0003951	APOSC_02492	ASTMX19664, ASTMX19666
OG0003953	APOSC_22656	ASTMX18008, ASTMX14755
OG0003954	APOSC_02411, APOSC_02412, APOSC_02413	ASTMX01818, ASTMX14108
OG0003955	APOSC_20455	ASTMX22833
OG0003956	APOSC_17278, APOSC_17277, APOSC_19023	ASTMX02372
OG0003957	APOSC_24926	ASTMX12337, ASTMX20420
OG0003958	APOSC_22790	ASTMX06633, ASTMX03960, ASTMX14882, ASTMX09284
OG0003959	APOSC_17473	ASTMX03302, ASTMX06910
OG0003960	APOSC_21636, APOSC_27152	ASTMX03097, ASTMX00623, ASTMX21530, ASTMX20626
OG0003961	APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945	ASTMX03170
OG0003962	APOSC_06351	ASTMX03910, ASTMX14501, ASTMX11620, ASTMX04092
OG0003965	APOSC_27311, APOSC_04938, APOSC_21685	ASTMX03247, ASTMX20007
OG0003966	APOSC_04287, APOSC_04286	ASTMX07292
OG0003967	APOSC_00755	ASTMX20908
OG0003968	APOSC_18591	ASTMX11900, ASTMX00066, ASTMX08898, ASTMX22142
OG0003969	APOSC_28380	ASTMX15238
OG0003970	APOSC_12020	ASTMX20409
OG0003970	APOSC_20767, APOSC_12019	ASTMX20410
OG0003971	APOSC_13871, APOSC_13872	ASTMX13704
OG0003972	APOSC_12719	ASTMX06345
OG0003973	APOSC_26122	ASTMX20732, ASTMX00524
OG0003976	APOSC_10421, APOSC_09389, APOSC_19130	ASTMX01639
OG0003997	APOSC_12655	ASTMX19928
OG0003999	APOSC_26670, APOSC_28991	ASTMX08675
OG0004000	APOSC_16851, APOSC_16850	ASTMX20946, ASTMX22466
OG0004002	APOSC_26495, APOSC_06566	ASTMX02497
OG0004004	APOSC_12248	ASTMX03905, ASTMX06247
OG0004005	APOSC_22073	ASTMX20415
OG0004007	APOSC_15413	ASTMX12778, ASTMX11189
OG0004009	APOSC_06993	ASTMX13881, ASTMX02524
OG0004010	APOSC_29079	ASTMX10560
OG0004011	APOSC_05203	ASTMX20986, ASTMX02746, ASTMX08196, ASTMX11986
OG0004012	APOSC_16235	ASTMX09322
OG0004014	APOSC_20610	ASTMX14768
OG0004015	APOSC_17114	ASTMX06018
OG0004016	APOSC_22784	ASTMX17626
OG0004017	APOSC_19336	ASTMX17823
OG0004018	APOSC_21251	ASTMX08144
OG0004019	APOSC_05230	ASTMX14129
OG0004020	APOSC_17338	ASTMX06319
OG0004021	APOSC_11091	ASTMX13298
OG0004022	APOSC_12529	ASTMX22526, ASTMX22527
OG0004023	APOSC_09668	ASTMX00207
OG0004024	APOSC_24614	ASTMX09124
OG0004025	APOSC_18540	ASTMX08612
OG0004027	APOSC_22364, APOSC_17364	ASTMX15302, ASTMX11055, ASTMX22240
OG0004028	APOSC_12300	ASTMX12118
OG0004029	APOSC_23175	ASTMX18232
OG0004031	APOSC_23905	ASTMX18843, ASTMX17691
OG0004032	APOSC_10005	ASTMX08807, ASTMX00143
OG0004033	APOSC_11152	ASTMX04887, ASTMX02492
OG0004035	APOSC_20229	ASTMX14250
OG0004036	APOSC_26656	ASTMX09328, ASTMX07011, ASTMX21036
OG0004037	APOSC_28831	ASTMX08758
OG0004038	APOSC_01523	ASTMX17922
OG0004039	APOSC_16429	ASTMX18412
OG0004041	APOSC_21580	ASTMX18634
OG0004042	APOSC_19825	ASTMX03581
OG0004043	APOSC_00567	ASTMX11048
OG0004044	APOSC_05770	ASTMX16753, ASTMX06545
OG0004045	APOSC_14071, APOSC_14073, APOSC_14072	ASTMX17396
OG0004046	APOSC_03950, APOSC_05400	ASTMX14505
OG0004047	APOSC_21433	ASTMX17932
OG0004048	APOSC_03269	ASTMX09318, ASTMX01185
OG0004049	APOSC_16733	ASTMX09548, ASTMX22169, ASTMX08049, ASTMX18380
OG0004051	APOSC_25343	ASTMX16044, ASTMX05416
OG0004052	APOSC_23309	ASTMX04949
OG0004053	APOSC_19964	ASTMX01877
OG0004054	APOSC_22506	ASTMX17729, ASTMX17210
OG0004055	APOSC_24425	ASTMX13414
OG0004056	APOSC_26145	ASTMX07252
OG0004057	APOSC_25009	ASTMX03071
OG0004059	APOSC_17749	ASTMX13060
OG0004060	APOSC_16549, APOSC_14343	ASTMX14465
OG0004061	APOSC_15590	ASTMX13867
OG0004062	APOSC_28106, APOSC_18721	ASTMX04650, ASTMX06591, ASTMX14820, ASTMX00305
OG0004063	APOSC_25045	ASTMX13281
OG0004064	APOSC_04465	ASTMX15012, ASTMX15188
OG0004065	APOSC_27712	ASTMX04796
OG0004066	APOSC_23734	ASTMX11405
OG0004067	APOSC_24467	ASTMX11484
OG0004068	APOSC_03690, APOSC_21467, APOSC_17543	ASTMX02692
OG0004069	APOSC_23393, APOSC_23392	ASTMX14586
OG0004070	APOSC_25704	ASTMX22191
OG0004071	APOSC_26899	ASTMX15749
OG0004072	APOSC_16871	ASTMX10447
OG0004073	APOSC_26782	ASTMX21769, ASTMX21216, ASTMX09434
OG0004074	APOSC_20482	ASTMX01938
OG0004075	APOSC_15061, APOSC_07499	ASTMX07747
OG0004076	APOSC_17521	ASTMX04315
OG0004077	APOSC_16374	ASTMX13699, ASTMX16009
OG0004079	APOSC_18093	ASTMX14875
OG0004080	APOSC_26211, APOSC_26210	ASTMX05403, ASTMX19661
OG0004081	APOSC_09127	ASTMX22659, ASTMX16927
OG0004082	APOSC_04843	ASTMX18322
OG0004083	APOSC_05092	ASTMX04555
OG0004084	APOSC_14613	ASTMX11330, ASTMX08178, ASTMX10797
OG0004085	APOSC_16126	ASTMX19501
OG0004087	APOSC_05303	ASTMX10679, ASTMX12061
OG0004088	APOSC_06799, APOSC_06800	ASTMX08848, ASTMX05956
OG0004089	APOSC_13671	ASTMX22983
OG0004090	APOSC_24285, APOSC_20269	ASTMX00983, ASTMX04761
OG0004091	APOSC_12845	ASTMX08610
OG0004092	APOSC_18299	ASTMX02665, ASTMX15369
OG0004093	APOSC_16358	ASTMX15171
OG0004094	APOSC_04403	ASTMX11202, ASTMX15659
OG0004095	APOSC_23518, APOSC_16725	ASTMX02227
OG0004096	APOSC_13674	ASTMX11756, ASTMX12440
OG0004097	APOSC_02415, APOSC_15719	ASTMX10694
OG0004098	APOSC_08501, APOSC_08500	ASTMX10587, ASTMX05486
OG0004099	APOSC_18713	ASTMX10113, ASTMX01415
OG0004100	APOSC_15294	ASTMX07137, ASTMX02215
OG0004101	APOSC_13319	ASTMX02879
OG0004102	APOSC_25199	ASTMX01503
OG0004104	APOSC_18419	ASTMX14588, ASTMX02857, ASTMX18263
OG0004105	APOSC_20157, APOSC_20158	ASTMX09841, ASTMX14708
OG0004106	APOSC_10773	ASTMX00722, ASTMX04813, ASTMX00723
OG0004108	APOSC_13048	ASTMX02739
OG0004110	APOSC_11200	ASTMX19810, ASTMX07616
OG0004111	APOSC_09767	ASTMX00868, ASTMX16853, ASTMX08943
OG0004112	APOSC_07040	ASTMX14225
OG0004114	APOSC_10050	ASTMX09744
OG0004115	APOSC_10833	ASTMX13900
OG0004116	APOSC_01511, APOSC_01512	ASTMX12803
OG0004117	APOSC_13222, APOSC_13221	ASTMX18757
OG0004119	APOSC_04401, APOSC_04402	ASTMX07078
OG0004120	APOSC_22567, APOSC_22568	ASTMX06636
OG0004121	APOSC_26762	ASTMX05251, ASTMX12771, ASTMX15858
OG0004122	APOSC_03202, APOSC_03201, APOSC_03203	ASTMX14333, ASTMX15081
OG0004123	APOSC_21789, APOSC_21790	ASTMX10854
OG0004124	APOSC_08825	ASTMX06394, ASTMX08682
OG0004125	APOSC_11946	ASTMX07853
OG0004126	APOSC_01843	ASTMX20128, ASTMX16183
OG0004127	APOSC_07047	ASTMX22216
OG0004129	APOSC_17304, APOSC_28066	ASTMX00603
OG0004130	APOSC_15010	ASTMX10123
OG0004131	APOSC_25999	ASTMX21499
OG0004132	APOSC_10373	ASTMX06519, ASTMX02656
OG0004133	APOSC_04232	ASTMX17631, ASTMX21212
OG0004135	APOSC_06031	ASTMX04961, ASTMX01421, ASTMX16396
OG0004136	APOSC_21530	ASTMX21158
OG0004137	APOSC_00636	ASTMX11266
OG0004139	APOSC_17399	ASTMX10583, ASTMX16679, ASTMX02920
OG0004140	APOSC_06873, APOSC_06874	ASTMX22423
OG0004141	APOSC_16231	ASTMX19067, ASTMX04025
OG0004142	APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815	ASTMX02145
OG0004143	APOSC_27168, APOSC_27167	ASTMX08959, ASTMX02134, ASTMX12412
OG0004144	APOSC_00660	ASTMX14929, ASTMX00175
OG0004145	APOSC_15326	ASTMX13544, ASTMX09506, ASTMX01256
OG0004146	APOSC_14892	ASTMX19018
OG0004147	APOSC_19122	ASTMX17723, ASTMX11442
OG0004148	APOSC_15043, APOSC_15044	ASTMX01455, ASTMX21880
OG0004149	APOSC_02970, APOSC_02971	ASTMX07554, ASTMX11481
OG0004150	APOSC_13759	ASTMX02487
OG0004151	APOSC_00107	ASTMX22046, ASTMX22047
OG0004153	APOSC_08022	ASTMX12182, ASTMX07981, ASTMX12181
OG0004154	APOSC_22416	ASTMX07593
OG0004156	APOSC_06425	ASTMX10877, ASTMX15457, ASTMX00963
OG0004157	APOSC_27434	ASTMX01743, ASTMX08856
OG0004158	APOSC_10209	ASTMX17963, ASTMX13614
OG0004159	APOSC_12951	ASTMX06317
OG0004160	APOSC_03754	ASTMX22778, ASTMX12455
OG0004161	APOSC_20917	ASTMX05466
OG0004162	APOSC_12130	ASTMX04954
OG0004166	APOSC_13131	ASTMX15461
OG0004167	APOSC_00650	ASTMX03947, ASTMX04645
OG0004168	APOSC_04235	ASTMX13810
OG0004169	APOSC_25303	ASTMX13212
OG0004171	APOSC_27996, APOSC_27995	ASTMX04439
OG0004174	APOSC_11600	ASTMX15624
OG0004176	APOSC_27087	ASTMX03670
OG0004178	APOSC_21497	ASTMX22904, ASTMX19594, ASTMX16994
OG0004179	APOSC_26029	ASTMX12310
OG0004180	APOSC_05627	ASTMX14028, ASTMX15191, ASTMX17155
OG0004181	APOSC_19298, APOSC_19299	ASTMX16951, ASTMX11104, ASTMX20353
OG0004182	APOSC_22372, APOSC_24923	ASTMX20682
OG0004183	APOSC_23810	ASTMX05065
OG0004184	APOSC_01611	ASTMX12107
OG0004185	APOSC_24657	ASTMX12593, ASTMX09426
OG0004186	APOSC_12750	ASTMX13660, ASTMX03954, ASTMX17709
OG0004187	APOSC_18178	ASTMX02560, ASTMX16139
OG0004188	APOSC_19051	ASTMX14408, ASTMX15241
OG0004190	APOSC_03589	ASTMX20708
OG0004214	APOSC_21908, APOSC_21906, APOSC_21907	ASTMX13901
OG0004215	APOSC_16447	ASTMX03007
OG0004216	APOSC_18234	ASTMX16092
OG0004217	APOSC_15366, APOSC_15365	ASTMX14006
OG0004218	APOSC_15148	ASTMX21114, ASTMX01025, ASTMX12744
OG0004219	APOSC_25433, APOSC_25434	ASTMX00489
OG0004220	APOSC_28409, APOSC_28408	ASTMX08970
OG0004222	APOSC_24192	ASTMX08117
OG0004223	APOSC_28636, APOSC_28635	ASTMX10659, ASTMX14232
OG0004225	APOSC_27259	ASTMX05299, ASTMX08023
OG0004226	APOSC_11744	ASTMX13528, ASTMX10820
OG0004227	APOSC_07436	ASTMX05705
OG0004229	APOSC_18807	ASTMX15829, ASTMX03254, ASTMX15578, ASTMX15577
OG0004230	APOSC_11830	ASTMX14896, ASTMX12799
OG0004231	APOSC_04324	ASTMX16394
OG0004232	APOSC_20829, APOSC_20830	ASTMX11638
OG0004233	APOSC_18789	ASTMX00748, ASTMX20025
OG0004234	APOSC_10718	ASTMX14357
OG0004235	APOSC_13621	ASTMX16132
OG0004236	APOSC_09759	ASTMX00523
OG0004237	APOSC_08707, APOSC_07559	ASTMX01636
OG0004238	APOSC_13447	ASTMX21024
OG0004239	APOSC_00833	ASTMX02083
OG0004240	APOSC_01716	ASTMX04697
OG0004241	APOSC_26715	ASTMX12979, ASTMX07284
OG0004243	APOSC_21071	ASTMX13834, ASTMX21975, ASTMX22252
OG0004244	APOSC_21479	ASTMX14271
OG0004245	APOSC_10499, APOSC_10498, APOSC_10497	ASTMX06607
OG0004246	APOSC_02127	ASTMX01465
OG0004247	APOSC_11597, APOSC_28927, APOSC_11598	ASTMX09383
OG0004248	APOSC_02729	ASTMX01974
OG0004249	APOSC_05383	ASTMX07753
OG0004250	APOSC_22267	ASTMX12946
OG0004251	APOSC_06011	ASTMX16878, ASTMX16472, ASTMX16877
OG0004252	APOSC_15635	ASTMX10281
OG0004253	APOSC_17061	ASTMX01468, ASTMX09366, ASTMX16197
OG0004254	APOSC_08300	ASTMX05923
OG0004255	APOSC_05604	ASTMX08381, ASTMX08382
OG0004257	APOSC_16172	ASTMX17471
OG0004258	APOSC_15994	ASTMX13308, ASTMX13309
OG0004259	APOSC_13815, APOSC_13814	ASTMX12423, ASTMX06239
OG0004260	APOSC_11794	ASTMX05151
OG0004261	APOSC_10630	ASTMX12557
OG0004262	APOSC_02898	ASTMX12887
OG0004263	APOSC_25349	ASTMX13609
OG0004264	APOSC_15069	ASTMX07633, ASTMX13474
OG0004265	APOSC_13935	ASTMX03857
OG0004267	APOSC_05994, APOSC_05993	ASTMX10302, ASTMX00358, ASTMX19543
OG0004268	APOSC_02867	ASTMX17644
OG0004269	APOSC_26344	ASTMX11915
OG0004270	APOSC_08577	ASTMX14211, ASTMX09178
OG0004271	APOSC_03782	ASTMX06423, ASTMX03084, ASTMX00636
OG0004272	APOSC_04474	ASTMX08634
OG0004273	APOSC_19429	ASTMX10116
OG0004274	APOSC_26837	ASTMX09215, ASTMX10132
OG0004275	APOSC_18680	ASTMX03090, ASTMX00632, ASTMX15947
OG0004277	APOSC_13693	ASTMX08250, ASTMX16959
OG0004278	APOSC_20389	ASTMX13360
OG0004279	APOSC_07885	ASTMX03344
OG0004280	APOSC_04873	ASTMX07382
OG0004281	APOSC_06671	ASTMX06190
OG0004282	APOSC_02423	ASTMX04297
OG0004283	APOSC_16308	ASTMX04659
OG0004284	APOSC_01925	ASTMX11089
OG0004285	APOSC_03562	ASTMX03659
OG0004286	APOSC_15917	ASTMX17685
OG0004288	APOSC_01399, APOSC_07188	ASTMX03391
OG0004289	APOSC_21362	ASTMX08075
OG0004290	APOSC_01455	ASTMX20359, ASTMX20360, ASTMX17091
OG0004291	APOSC_10039	ASTMX22975, ASTMX22928, ASTMX08474
OG0004292	APOSC_09946	ASTMX18740
OG0004294	APOSC_18528	ASTMX21426, ASTMX08872
OG0004295	APOSC_09213	ASTMX02439
OG0004296	APOSC_26593	ASTMX06961, ASTMX13092
OG0004297	APOSC_02921	ASTMX19299
OG0004298	APOSC_05561	ASTMX04342
OG0004299	APOSC_24511	ASTMX04118
OG0004300	APOSC_16240	ASTMX14260
OG0004301	APOSC_06274	ASTMX16609
OG0004302	APOSC_19513	ASTMX17501
OG0004303	APOSC_24805	ASTMX11689, ASTMX11690, ASTMX15672
OG0004304	APOSC_08537	ASTMX03416
OG0004305	APOSC_13535	ASTMX02864
OG0004306	APOSC_27082	ASTMX13917
OG0004307	APOSC_13498	ASTMX19099
OG0004308	APOSC_21945	ASTMX01163
OG0004310	APOSC_02803	ASTMX15373, ASTMX19710, ASTMX07904
OG0004311	APOSC_26182	ASTMX18182, ASTMX07914
OG0004312	APOSC_18207	ASTMX16215
OG0004314	APOSC_20468	ASTMX03789, ASTMX11206
OG0004315	APOSC_13906	ASTMX13389
OG0004316	APOSC_18673	ASTMX20788, ASTMX18209, ASTMX18207
OG0004317	APOSC_12017	ASTMX05945, ASTMX13809
OG0004318	APOSC_23679	ASTMX17337, ASTMX20303
OG0004319	APOSC_18325	ASTMX06281, ASTMX16593, ASTMX10266
OG0004320	APOSC_24488, APOSC_09036, APOSC_11220	ASTMX00043
OG0004322	APOSC_26489	ASTMX04317
OG0004323	APOSC_23597	ASTMX20836
OG0004324	APOSC_00330	ASTMX10764
OG0004325	APOSC_03815	ASTMX12840
OG0004327	APOSC_02149, APOSC_02601	ASTMX22398
OG0004328	APOSC_00739	ASTMX00686
OG0004329	APOSC_22442	ASTMX15933
OG0004331	APOSC_03020	ASTMX20731
OG0004332	APOSC_05532	ASTMX10855
OG0004333	APOSC_28574	ASTMX16807
OG0004334	APOSC_24451	ASTMX17061
OG0004335	APOSC_08465, APOSC_08464	ASTMX17573
OG0004336	APOSC_11848	ASTMX14701, ASTMX17440
OG0004337	APOSC_04062, APOSC_04059, APOSC_04060	ASTMX07526
OG0004338	APOSC_18224, APOSC_10748, APOSC_07049	ASTMX09185
OG0004342	APOSC_21988, APOSC_21987	ASTMX19207
OG0004343	APOSC_00769	ASTMX09486
OG0004344	APOSC_16644	ASTMX11823
OG0004345	APOSC_22925	ASTMX10369
OG0004346	APOSC_06434, APOSC_06435	ASTMX02371
OG0004347	APOSC_08065, APOSC_11892	ASTMX16195
OG0004348	APOSC_28686, APOSC_28688, APOSC_28687	ASTMX00135
OG0004349	APOSC_14515	ASTMX20719
OG0004350	APOSC_22010	ASTMX08185
OG0004352	APOSC_14704	ASTMX09143
OG0004353	APOSC_11748, APOSC_11747	ASTMX06880
OG0004354	APOSC_06624	ASTMX15197
OG0004355	APOSC_01153	ASTMX00798, ASTMX18678
OG0004356	APOSC_15655	ASTMX04362
OG0004357	APOSC_28000, APOSC_16304	ASTMX02500, ASTMX15653
OG0004358	APOSC_02914	ASTMX19968
OG0004359	APOSC_28538, APOSC_28537	ASTMX18605
OG0004360	APOSC_08667	ASTMX15044
OG0004361	APOSC_24002	ASTMX02393
OG0004362	APOSC_23840	ASTMX10177, ASTMX19677
OG0004364	APOSC_02494, APOSC_02495, APOSC_29028	ASTMX04367
OG0004365	APOSC_18479	ASTMX00459
OG0004366	APOSC_22180	ASTMX02586
OG0004367	APOSC_20905	ASTMX16108, ASTMX05798, ASTMX16107, ASTMX05799
OG0004368	APOSC_24515	ASTMX03854, ASTMX18280
OG0004369	APOSC_11140, APOSC_23833	ASTMX18368
OG0004370	APOSC_05468	ASTMX20634
OG0004372	APOSC_15921	ASTMX00507
OG0004373	APOSC_08422, APOSC_08079	ASTMX00508
OG0004374	APOSC_11001, APOSC_28161	ASTMX04921
OG0004375	APOSC_22061, APOSC_22062	ASTMX02200
OG0004376	APOSC_03057	ASTMX16199, ASTMX15209, ASTMX21366
OG0004377	APOSC_18261	ASTMX14026
OG0004378	APOSC_06765	ASTMX04399
OG0004379	APOSC_24408	ASTMX10194, ASTMX14385
OG0004380	APOSC_24668	ASTMX13490, ASTMX00413
OG0004381	APOSC_01881	ASTMX13785
OG0004382	APOSC_05467	ASTMX12397
OG0004383	APOSC_03307, APOSC_03308, APOSC_03306	ASTMX10971, ASTMX10972
OG0004384	APOSC_13493, APOSC_13495, APOSC_13494	ASTMX14073
OG0004385	APOSC_06653	ASTMX14351, ASTMX03407
OG0004389	APOSC_06156, APOSC_06157	ASTMX05471
OG0004390	APOSC_08698, APOSC_08696, APOSC_08697	ASTMX10036
OG0004391	APOSC_28521	ASTMX21782, ASTMX19036, ASTMX16024, ASTMX23079
OG0004392	APOSC_05231	ASTMX02501
OG0004393	APOSC_03433	ASTMX18102, ASTMX07015
OG0004395	APOSC_07133	ASTMX08548
OG0004396	APOSC_03257	ASTMX09245
OG0004397	APOSC_23744	ASTMX08303, ASTMX07080, ASTMX08925, ASTMX16412
OG0004398	APOSC_17705	ASTMX08130
OG0004399	APOSC_22477, APOSC_22476	ASTMX16848, ASTMX19068, ASTMX16232
OG0004400	APOSC_15952	ASTMX02836, ASTMX08919
OG0004401	APOSC_05845	ASTMX07375
OG0004402	APOSC_21198, APOSC_21197	ASTMX01626
OG0004403	APOSC_09622	ASTMX19995, ASTMX02166
OG0004404	APOSC_18017, APOSC_07703	ASTMX12554
OG0004405	APOSC_14805, APOSC_14804	ASTMX08573
OG0004406	APOSC_00075, APOSC_00074	ASTMX02714, ASTMX08096, ASTMX21645
OG0004407	APOSC_00103, APOSC_00104	ASTMX01356
OG0004408	APOSC_25104, APOSC_25103	ASTMX03723, ASTMX03724
