Orthogroup	BRALA	SCHMD
OG0002876	BRALA19475	SCHMD10099
OG0002881	BRALA29637	SCHMD10893, SCHMD01364
OG0002881	BRALA29636	SCHMD01363
OG0002881	BRALA29638	SCHMD10892
OG0002882	BRALA22163	SCHMD10155, SCHMD26008
OG0002884	BRALA02001	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342
OG0002885	BRALA02565, BRALA02566	SCHMD09734, SCHMD10047
OG0002886	BRALA06876, BRALA27924, BRALA18024, BRALA18708, BRALA25226	SCHMD06806
OG0002886	BRALA34528	SCHMD03390
OG0002888	BRALA23053, BRALA23052, BRALA35110	SCHMD09489
OG0002891	BRALA00908	SCHMD13844
OG0002892	BRALA27556	SCHMD14032
OG0002894	BRALA23468	SCHMD25475
OG0002895	BRALA28500	SCHMD19751, SCHMD11439, SCHMD07104
OG0002896	BRALA06147	SCHMD17000
OG0002897	BRALA00556	SCHMD13842
OG0002899	BRALA32336	SCHMD08092
OG0002900	BRALA10711	SCHMD25381
OG0002904	BRALA04163	SCHMD11509
OG0002906	BRALA03067	SCHMD03479, SCHMD03480, SCHMD20887
OG0002907	BRALA09540	SCHMD11864, SCHMD21839
OG0002908	BRALA04749, BRALA16572	SCHMD03347
OG0002909	BRALA15331	SCHMD13692
OG0002911	BRALA27469	SCHMD08308
OG0002912	BRALA05844, BRALA03226	SCHMD11036
OG0002913	BRALA13297	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405
OG0002914	BRALA13809	SCHMD23681, SCHMD27140
OG0002915	BRALA03120	SCHMD09665
OG0002916	BRALA22098, BRALA00679	SCHMD27668, SCHMD21453, SCHMD23088
OG0002921	BRALA17412, BRALA29375	SCHMD09397
OG0002926	BRALA30348	SCHMD13775, SCHMD16726
OG0002927	BRALA06891, BRALA06948	SCHMD02868
OG0002944	BRALA10241	SCHMD08008
OG0002947	BRALA04381	SCHMD01791
OG0002948	BRALA08604, BRALA08603	SCHMD06278, SCHMD06277
OG0002949	BRALA34128	SCHMD00986
OG0002950	BRALA14007	SCHMD12895
OG0002950	BRALA14006	SCHMD16450
OG0002952	BRALA16977	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820
OG0002953	BRALA20438	SCHMD15127
OG0002955	BRALA20853	SCHMD15457, SCHMD12505
OG0002956	BRALA33340	SCHMD03331
OG0002957	BRALA29901	SCHMD14494, SCHMD11703
OG0002959	BRALA22499	SCHMD27535, SCHMD20426, SCHMD03814
OG0002960	BRALA17530	SCHMD03221
OG0002964	BRALA06367	SCHMD23539
OG0002966	BRALA23093	SCHMD19835
OG0002967	BRALA24663	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307
OG0002968	BRALA10191, BRALA16921, BRALA16922	SCHMD17924
OG0002969	BRALA14067, BRALA14066	SCHMD08827
OG0002973	BRALA35747, BRALA32976	SCHMD02061, SCHMD03023
OG0002974	BRALA19094	SCHMD05224
OG0002975	BRALA28849	SCHMD22681
OG0002976	BRALA18507	SCHMD04973
OG0002977	BRALA29327	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618
OG0002978	BRALA24108	SCHMD21481, SCHMD17387
OG0002979	BRALA29239	SCHMD00263
OG0002982	BRALA31857	SCHMD01104
OG0002983	BRALA15691	SCHMD13929, SCHMD10593, SCHMD18805
OG0002985	BRALA16955	SCHMD03398, SCHMD14369
OG0002987	BRALA16295	SCHMD01543
OG0002989	BRALA25735, BRALA25734, BRALA24378	SCHMD09813, SCHMD01483
OG0002990	BRALA27944	SCHMD10989, SCHMD24688, SCHMD10990
OG0002991	BRALA24373	SCHMD22608, SCHMD20729
OG0002992	BRALA10664	SCHMD05236
OG0002994	BRALA03071	SCHMD00361
OG0002997	BRALA00683	SCHMD16711
OG0002998	BRALA06170	SCHMD04878
OG0003000	BRALA04134	SCHMD03735
OG0003001	BRALA11352	SCHMD16355, SCHMD17156
OG0003004	BRALA28835	SCHMD18300, SCHMD21092
OG0003005	BRALA26150	SCHMD05203
OG0003006	BRALA30180	SCHMD08276, SCHMD27162
OG0003007	BRALA01148	SCHMD03434
OG0003008	BRALA24826	SCHMD18648, SCHMD23992
OG0003010	BRALA02051	SCHMD10225
OG0003011	BRALA12587, BRALA12588	SCHMD06741
OG0003012	BRALA17182	SCHMD08169, SCHMD01210
OG0003013	BRALA14158, BRALA14160	SCHMD06285, SCHMD12483, SCHMD06284
OG0003014	BRALA21168	SCHMD10015, SCHMD02414
OG0003016	BRALA08068	SCHMD10022
OG0003017	BRALA18273	SCHMD26381, SCHMD19256
OG0003019	BRALA14323, BRALA22516	SCHMD22688
OG0003020	BRALA19979	SCHMD01885, SCHMD16858
OG0003021	BRALA34687	SCHMD16391
OG0003022	BRALA12187	SCHMD11673
OG0003023	BRALA22185	SCHMD00132
OG0003024	BRALA29524	SCHMD09220
OG0003025	BRALA03359, BRALA17181	SCHMD12824
OG0003026	BRALA10042	SCHMD02853, SCHMD01047
OG0003027	BRALA09779	SCHMD26555, SCHMD23346
OG0003028	BRALA01708	SCHMD00803
OG0003029	BRALA19961	SCHMD17380
OG0003030	BRALA31370	SCHMD14026, SCHMD14334
OG0003031	BRALA32296	SCHMD01561, SCHMD01560
OG0003033	BRALA33535	SCHMD17975
OG0003034	BRALA18733	SCHMD06420
OG0003036	BRALA23667	SCHMD00746, SCHMD00745
OG0003038	BRALA21188	SCHMD04323, SCHMD17801, SCHMD23638
OG0003039	BRALA09562	SCHMD25112, SCHMD24951, SCHMD14763
OG0003041	BRALA13767	SCHMD13550, SCHMD13552, SCHMD05248
OG0003043	BRALA15954	SCHMD01921
OG0003044	BRALA14962	SCHMD18036
OG0003046	BRALA09266	SCHMD02192
OG0003048	BRALA35916, BRALA12484	SCHMD04259
OG0003049	BRALA00969	SCHMD02944
OG0003050	BRALA09486, BRALA26101	SCHMD05940
OG0003054	BRALA14292	SCHMD07639
OG0003055	BRALA01152	SCHMD02492, SCHMD02453
OG0003056	BRALA16866	SCHMD23427, SCHMD16470
OG0003060	BRALA01131	SCHMD03911
OG0003061	BRALA22578	SCHMD13185, SCHMD19875
OG0003063	BRALA20041	SCHMD09452
OG0003065	BRALA24672	SCHMD16054, SCHMD23447, SCHMD19297
OG0003066	BRALA02294	SCHMD16401
OG0003067	BRALA16399	SCHMD13476
OG0003072	BRALA28497	SCHMD06901
OG0003073	BRALA07212	SCHMD17057, SCHMD08456, SCHMD10911
OG0003074	BRALA20234, BRALA20235	SCHMD05044
OG0003077	BRALA32652, BRALA31414	SCHMD16605, SCHMD02690
OG0003079	BRALA14566	SCHMD21039, SCHMD16217
OG0003085	BRALA17031	SCHMD12956
OG0003086	BRALA21726, BRALA23186, BRALA15418	SCHMD08828
OG0003101	BRALA14766	SCHMD08248
OG0003104	BRALA17529	SCHMD28727
OG0003106	BRALA09165	SCHMD02719, SCHMD29463
OG0003107	BRALA03151	SCHMD24066, SCHMD27003
OG0003109	BRALA23045	SCHMD16700
OG0003110	BRALA14243	SCHMD04241
OG0003111	BRALA04538	SCHMD13595
OG0003112	BRALA28665, BRALA34089, BRALA29578	SCHMD21475, SCHMD20475, SCHMD20838
OG0003113	BRALA16666	SCHMD02832, SCHMD29275
OG0003114	BRALA15227	SCHMD11723, SCHMD15288
OG0003116	BRALA23274	SCHMD08507
OG0003116	BRALA30302	SCHMD19155
OG0003119	BRALA29056	SCHMD29008, SCHMD21161
OG0003121	BRALA15041	SCHMD12838, SCHMD29810, SCHMD26257
OG0003122	BRALA30971	SCHMD20810, SCHMD20273
OG0003123	BRALA12457, BRALA08747, BRALA08748, BRALA08746, BRALA08745	SCHMD12638
OG0003124	BRALA34138, BRALA34241, BRALA34239, BRALA34780	SCHMD00285, SCHMD25581
OG0003125	BRALA22292	SCHMD07267
OG0003127	BRALA22285	SCHMD11421
OG0003128	BRALA34098	SCHMD19584
OG0003130	BRALA35008, BRALA35686, BRALA33115, BRALA33842, BRALA35096	SCHMD04681
OG0003135	BRALA26114	SCHMD18912
OG0003135	BRALA34295	SCHMD19428, SCHMD16137
OG0003136	BRALA26231	SCHMD12621, SCHMD24106, SCHMD11040
OG0003137	BRALA19944	SCHMD07874
OG0003141	BRALA05474	SCHMD00202
OG0003144	BRALA30427	SCHMD02154
OG0003147	BRALA16312	SCHMD17526
OG0003148	BRALA31447	SCHMD04778
OG0003150	BRALA06073	SCHMD20966
OG0003151	BRALA28902	SCHMD12480, SCHMD14456
OG0003152	BRALA06359	SCHMD15231, SCHMD19429
OG0003153	BRALA20237	SCHMD06720, SCHMD06721
OG0003155	BRALA18620, BRALA25357	SCHMD26491
OG0003156	BRALA30177	SCHMD09588
OG0003157	BRALA18717	SCHMD06691
OG0003160	BRALA34327	SCHMD15101, SCHMD28838
OG0003161	BRALA12062	SCHMD03472
OG0003162	BRALA12042	SCHMD16228, SCHMD15451
OG0003164	BRALA08232	SCHMD01405
OG0003165	BRALA34066	SCHMD04066
OG0003167	BRALA29422	SCHMD26384, SCHMD25102, SCHMD24478
OG0003169	BRALA01179	SCHMD10405
OG0003171	BRALA03031	SCHMD06380
OG0003172	BRALA14091	SCHMD01375
OG0003173	BRALA28684	SCHMD04311
OG0003178	BRALA30304	SCHMD14461
OG0003180	BRALA19366	SCHMD22560
OG0003181	BRALA13987	SCHMD00970
OG0003182	BRALA19997	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328
OG0003188	BRALA21755	SCHMD17519, SCHMD17520
OG0003189	BRALA28089, BRALA26188	SCHMD02678
OG0003191	BRALA04704	SCHMD03926
OG0003193	BRALA06151	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391
OG0003195	BRALA29438	SCHMD01797
OG0003196	BRALA03312, BRALA34284, BRALA03314	SCHMD11447
OG0003197	BRALA14254	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656
OG0003198	BRALA19414, BRALA19411, BRALA23398	SCHMD14276
OG0003199	BRALA17301	SCHMD20498, SCHMD26450
OG0003202	BRALA06604	SCHMD03218, SCHMD21658
OG0003203	BRALA24870	SCHMD02943, SCHMD25430
OG0003205	BRALA34333	SCHMD16475
OG0003206	BRALA15924	SCHMD29612
OG0003207	BRALA19743	SCHMD06863, SCHMD04604
OG0003210	BRALA02658	SCHMD23858, SCHMD23874
OG0003212	BRALA21845	SCHMD20324, SCHMD18634, SCHMD18389
OG0003213	BRALA15054	SCHMD10626, SCHMD25655
OG0003214	BRALA11877	SCHMD18471
OG0003215	BRALA11919	SCHMD06939
OG0003217	BRALA22390, BRALA22386	SCHMD03371, SCHMD00338
OG0003218	BRALA27140	SCHMD20285
OG0003220	BRALA35865	SCHMD29061
OG0003220	BRALA29359, BRALA35967	SCHMD14282
OG0003221	BRALA13791	SCHMD16909, SCHMD22653
OG0003222	BRALA03438, BRALA03437	SCHMD08631
OG0003223	BRALA03348	SCHMD08068
OG0003226	BRALA02281	SCHMD02518, SCHMD13794
OG0003228	BRALA28908	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877
OG0003229	BRALA28965	SCHMD00545
OG0003230	BRALA16395	SCHMD09623
OG0003231	BRALA01823	SCHMD04327, SCHMD04326
OG0003235	BRALA28961	SCHMD15802
OG0003238	BRALA07897	SCHMD09383
OG0003250	BRALA23787	SCHMD02359
OG0003251	BRALA03131	SCHMD14392
OG0003253	BRALA17125	SCHMD08495
OG0003254	BRALA10884	SCHMD01611
OG0003255	BRALA04178	SCHMD16797
OG0003257	BRALA10821	SCHMD14887, SCHMD01601
OG0003258	BRALA26675	SCHMD22229, SCHMD24400
OG0003260	BRALA01352	SCHMD03972
OG0003262	BRALA23941	SCHMD19208
OG0003264	BRALA16693	SCHMD03771
OG0003265	BRALA09391	SCHMD14800
OG0003267	BRALA06736	SCHMD03991
OG0003268	BRALA28894	SCHMD03636
OG0003269	BRALA23035	SCHMD04531
OG0003270	BRALA10979	SCHMD29657
OG0003271	BRALA21453	SCHMD16005, SCHMD05886
OG0003275	BRALA19113	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645
OG0003277	BRALA12741	SCHMD27731, SCHMD11904
OG0003279	BRALA19410	SCHMD08045
OG0003281	BRALA16219, BRALA16218, BRALA06040, BRALA16220, BRALA12224, BRALA06039, BRALA06038, BRALA16221	SCHMD10092
OG0003283	BRALA09386	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678
OG0003284	BRALA07080	SCHMD07514, SCHMD15662
OG0003286	BRALA11189	SCHMD09721
OG0003287	BRALA23219	SCHMD14605
OG0003288	BRALA18702	SCHMD09311, SCHMD11762
OG0003289	BRALA20587	SCHMD16616
OG0003290	BRALA03644	SCHMD28476, SCHMD05994
OG0003291	BRALA23985	SCHMD09949
OG0003296	BRALA07237	SCHMD02838
OG0003297	BRALA11135	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127
OG0003299	BRALA05146	SCHMD22475, SCHMD25189, SCHMD29114, SCHMD14410, SCHMD02046
OG0003301	BRALA12896	SCHMD13976, SCHMD15564
OG0003302	BRALA03648	SCHMD01831
OG0003303	BRALA31282	SCHMD01441
OG0003305	BRALA02228	SCHMD12414
OG0003306	BRALA22690	SCHMD03757
OG0003306	BRALA30568	SCHMD03756
OG0003308	BRALA05211, BRALA05209, BRALA05210	SCHMD10946, SCHMD27654, SCHMD18850, SCHMD28701, SCHMD24950, SCHMD26026, SCHMD27829, SCHMD25541
OG0003309	BRALA07365	SCHMD01407
OG0003311	BRALA16041	SCHMD10347
OG0003316	BRALA05665	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522
OG0003317	BRALA25347	SCHMD03906, SCHMD03908, SCHMD03907, SCHMD03905
OG0003318	BRALA25729	SCHMD12981, SCHMD18691
OG0003324	BRALA16750	SCHMD28530, SCHMD21013, SCHMD21632
OG0003325	BRALA25251, BRALA23236	SCHMD09735
OG0003327	BRALA18397	SCHMD05859
OG0003328	BRALA19968, BRALA03294	SCHMD28972
OG0003329	BRALA16528	SCHMD18095, SCHMD22699
OG0003330	BRALA21753	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183
OG0003333	BRALA20739	SCHMD20159, SCHMD28070
OG0003335	BRALA18893	SCHMD19779
OG0003337	BRALA05428	SCHMD01221, SCHMD01222
OG0003338	BRALA35064, BRALA35117, BRALA34391, BRALA33959, BRALA35189	SCHMD07031
OG0003340	BRALA13754	SCHMD08266
OG0003341	BRALA22123	SCHMD00617
OG0003343	BRALA14934	SCHMD22696
OG0003344	BRALA16634	SCHMD12946, SCHMD01887
OG0003347	BRALA09177	SCHMD05565, SCHMD05566
OG0003348	BRALA15993	SCHMD11779
OG0003349	BRALA03624	SCHMD04642, SCHMD00847
OG0003354	BRALA00361	SCHMD00933
OG0003356	BRALA20221	SCHMD07762
OG0003357	BRALA28370	SCHMD05234
OG0003358	BRALA20313	SCHMD00069
OG0003359	BRALA22885	SCHMD28721, SCHMD10516, SCHMD28861
OG0003360	BRALA24694	SCHMD04932
OG0003361	BRALA15184	SCHMD21246, SCHMD23595, SCHMD19820
OG0003362	BRALA22433, BRALA22431, BRALA22432	SCHMD06272
OG0003363	BRALA14133	SCHMD14405, SCHMD03321
OG0003366	BRALA13308	SCHMD14890
OG0003367	BRALA33255	SCHMD29603
OG0003368	BRALA35670	SCHMD18206
OG0003369	BRALA06641	SCHMD01240
OG0003370	BRALA13625	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676
OG0003372	BRALA01258, BRALA01257	SCHMD20234
OG0003373	BRALA02259	SCHMD21509, SCHMD21699
OG0003374	BRALA32765	SCHMD04840
OG0003375	BRALA16607	SCHMD08102
OG0003378	BRALA18244	SCHMD07045
OG0003379	BRALA13967	SCHMD11579
OG0003380	BRALA19352	SCHMD05800
OG0003381	BRALA18296	SCHMD19752
OG0003382	BRALA02288, BRALA02289	SCHMD05894
OG0003384	BRALA21417	SCHMD08925
OG0003385	BRALA24635	SCHMD09120
OG0003386	BRALA30819	SCHMD08232
OG0003388	BRALA06749	SCHMD09453, SCHMD01066, SCHMD01067
OG0003391	BRALA31038	SCHMD15661, SCHMD24921, SCHMD27033
OG0003392	BRALA06298	SCHMD20046
OG0003419	BRALA33995	SCHMD02792
OG0003419	BRALA24123	SCHMD29735
OG0003421	BRALA22933	SCHMD25644, SCHMD14414
OG0003422	BRALA08270	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054
OG0003425	BRALA13514, BRALA13513	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	BRALA28983	SCHMD11714
OG0003430	BRALA25695	SCHMD03690
OG0003431	BRALA07409	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522
OG0003434	BRALA00541	SCHMD05639, SCHMD06055
OG0003435	BRALA26136, BRALA30163	SCHMD22101, SCHMD18693
OG0003435	BRALA35827	SCHMD16836
OG0003439	BRALA11592	SCHMD00949
OG0003443	BRALA15200	SCHMD25759, SCHMD22118, SCHMD05361
OG0003444	BRALA23414, BRALA16370	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337
OG0003445	BRALA24008	SCHMD02071
OG0003450	BRALA18866	SCHMD01589
OG0003451	BRALA12366	SCHMD08838
OG0003453	BRALA22884	SCHMD09929
OG0003454	BRALA14039	SCHMD10872, SCHMD17895
OG0003455	BRALA02242	SCHMD27744, SCHMD09301
OG0003456	BRALA13939, BRALA06592	SCHMD08769
OG0003458	BRALA21912, BRALA09460	SCHMD20564
OG0003460	BRALA22272	SCHMD01967, SCHMD01966
OG0003462	BRALA10146	SCHMD28411
OG0003463	BRALA13330	SCHMD00720, SCHMD00721
OG0003464	BRALA27365, BRALA23056	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	BRALA21319	SCHMD04832
OG0003466	BRALA09926	SCHMD14345
OG0003467	BRALA12491	SCHMD08398
OG0003468	BRALA29135	SCHMD23347, SCHMD26554, SCHMD18382
OG0003473	BRALA25278	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137
OG0003475	BRALA12280, BRALA35136, BRALA12279	SCHMD11005
OG0003476	BRALA30873	SCHMD14696
OG0003476	BRALA34458	SCHMD15068
OG0003477	BRALA21273	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	BRALA22512	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	BRALA30670	SCHMD07504, SCHMD03144
OG0003480	BRALA03258	SCHMD01806
OG0003483	BRALA32124	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003484	BRALA04161	SCHMD12754
OG0003486	BRALA31683	SCHMD07957
OG0003487	BRALA16372	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003488	BRALA21271	SCHMD09112, SCHMD22268
OG0003489	BRALA14772	SCHMD27620
OG0003491	BRALA06006	SCHMD07566
OG0003492	BRALA03827	SCHMD17580
OG0003497	BRALA17605	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	BRALA09693	SCHMD19260
OG0003501	BRALA01350	SCHMD02847, SCHMD02846
OG0003502	BRALA34217, BRALA32822	SCHMD05683
OG0003503	BRALA35054, BRALA35912	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003504	BRALA25286	SCHMD16696, SCHMD18314
OG0003505	BRALA03121	SCHMD08229, SCHMD08228
OG0003508	BRALA21200, BRALA21199	SCHMD00810
OG0003509	BRALA05520	SCHMD12054
OG0003510	BRALA03112	SCHMD06295
OG0003511	BRALA16529	SCHMD10744
OG0003513	BRALA14520	SCHMD25986, SCHMD27084
OG0003515	BRALA18725	SCHMD16232, SCHMD28533
OG0003516	BRALA11488	SCHMD28216
OG0003518	BRALA01598	SCHMD11707, SCHMD22751, SCHMD09463, SCHMD00610, SCHMD20881, SCHMD13352, SCHMD02761, SCHMD12562, SCHMD25411, SCHMD24856
OG0003518	BRALA01597	SCHMD05084
OG0003519	BRALA07432	SCHMD04577
OG0003520	BRALA13350	SCHMD04339
OG0003522	BRALA06407	SCHMD02972
OG0003523	BRALA15819	SCHMD11220, SCHMD11219
OG0003524	BRALA19610	SCHMD06675
OG0003525	BRALA04397	SCHMD26818, SCHMD25303, SCHMD26816
OG0003527	BRALA12195	SCHMD28971
OG0003528	BRALA28828	SCHMD21896, SCHMD26214
OG0003530	BRALA16960	SCHMD08166
OG0003531	BRALA34155	SCHMD02486
OG0003532	BRALA28381	SCHMD04373
OG0003533	BRALA12757	SCHMD29432, SCHMD23787
OG0003539	BRALA09265	SCHMD18718, SCHMD20290
OG0003543	BRALA02287	SCHMD01295, SCHMD04172
OG0003544	BRALA04094	SCHMD22197, SCHMD21841
OG0003545	BRALA25349	SCHMD18885, SCHMD15544
OG0003548	BRALA21699, BRALA21696, BRALA21695, BRALA21698, BRALA21697	SCHMD25865, SCHMD23815
OG0003550	BRALA18608	SCHMD01327
OG0003551	BRALA01030	SCHMD07949
OG0003552	BRALA23094	SCHMD10623, SCHMD08451
OG0003554	BRALA24475	SCHMD11710, SCHMD08877
OG0003555	BRALA21968	SCHMD03932
OG0003556	BRALA01809	SCHMD03452
OG0003557	BRALA02541	SCHMD08732
OG0003558	BRALA16598	SCHMD04257
OG0003561	BRALA28633	SCHMD07358
OG0003562	BRALA14777	SCHMD00923
OG0003563	BRALA18624	SCHMD03124, SCHMD16557, SCHMD07863, SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003564	BRALA27591	SCHMD19445, SCHMD14913
OG0003566	BRALA19185	SCHMD26756, SCHMD15301
OG0003567	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371	SCHMD15008, SCHMD04442
OG0003568	BRALA25412, BRALA28427	SCHMD15819
OG0003570	BRALA00798	SCHMD08962
OG0003571	BRALA31602, BRALA34916	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	BRALA14969	SCHMD03521
OG0003577	BRALA00402	SCHMD20531, SCHMD22865, SCHMD10650, SCHMD10649
OG0003578	BRALA29478, BRALA23275	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593
OG0003579	BRALA03835	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003582	BRALA19721	SCHMD12451, SCHMD16671
OG0003585	BRALA12934	SCHMD02146
OG0003587	BRALA28396, BRALA33433, BRALA18324, BRALA02550, BRALA10068	SCHMD10089, SCHMD10088, SCHMD06291, SCHMD04719
OG0003597	BRALA34091	SCHMD07116
OG0003598	BRALA18340	SCHMD21244
OG0003599	BRALA30350, BRALA33877	SCHMD21154
OG0003600	BRALA22014	SCHMD02224
OG0003603	BRALA06241	SCHMD02011
OG0003604	BRALA31536	SCHMD03287
OG0003607	BRALA10883	SCHMD28540
OG0003610	BRALA09770	SCHMD10025, SCHMD05007
OG0003611	BRALA24495	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	BRALA00833	SCHMD05843, SCHMD05841
OG0003613	BRALA11000	SCHMD04176
OG0003615	BRALA05371	SCHMD13214
OG0003617	BRALA23864	SCHMD19266, SCHMD24604
OG0003617	BRALA23865	SCHMD19682
OG0003618	BRALA30067	SCHMD03820
OG0003619	BRALA28306	SCHMD13518, SCHMD08597
OG0003620	BRALA15834	SCHMD10079, SCHMD29362
OG0003622	BRALA13428	SCHMD21579, SCHMD21578, SCHMD23632
OG0003624	BRALA32206	SCHMD09570
OG0003624	BRALA34546	SCHMD09571, SCHMD22651
OG0003624	BRALA32425	SCHMD09569
OG0003625	BRALA29309, BRALA10329, BRALA10330, BRALA16006	SCHMD19163, SCHMD19678, SCHMD22465
OG0003626	BRALA04725	SCHMD06623
OG0003627	BRALA16210	SCHMD19934, SCHMD24898
OG0003629	BRALA05892	SCHMD03651
OG0003630	BRALA29277	SCHMD00976, SCHMD01074, SCHMD00979
OG0003631	BRALA32757, BRALA35489, BRALA34452, BRALA34595	SCHMD10913
OG0003632	BRALA35240, BRALA22349	SCHMD28869
OG0003634	BRALA14363	SCHMD19789, SCHMD25941, SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332
OG0003635	BRALA18691	SCHMD09927
OG0003636	BRALA30883	SCHMD16813
OG0003638	BRALA12059	SCHMD08904, SCHMD12994
OG0003639	BRALA34621, BRALA34483, BRALA34678	SCHMD20935, SCHMD20934
OG0003640	BRALA04598	SCHMD17587, SCHMD23254, SCHMD22170
OG0003644	BRALA10140	SCHMD03638
OG0003646	BRALA22868	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	BRALA16527	SCHMD03661, SCHMD03659
OG0003649	BRALA01612	SCHMD11461
OG0003651	BRALA21916	SCHMD19273, SCHMD24605
OG0003652	BRALA34260	SCHMD11274
OG0003653	BRALA33747, BRALA20594, BRALA35513	SCHMD17511, SCHMD11246
OG0003654	BRALA21275	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219
OG0003655	BRALA33353	SCHMD09541
OG0003657	BRALA00140	SCHMD25752, SCHMD28011
OG0003658	BRALA00325	SCHMD29667
OG0003659	BRALA07055	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715
OG0003664	BRALA25355	SCHMD12084, SCHMD21392
OG0003666	BRALA25648	SCHMD02137
OG0003668	BRALA16595	SCHMD16966
OG0003669	BRALA01156	SCHMD19438
OG0003671	BRALA32769	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	BRALA18633	SCHMD06465, SCHMD13496
OG0003673	BRALA19291	SCHMD04574
OG0003674	BRALA13017	SCHMD19493, SCHMD21241
OG0003675	BRALA11375	SCHMD10343
OG0003676	BRALA10096, BRALA14472	SCHMD09933
OG0003678	BRALA05291	SCHMD18909
OG0003679	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231	SCHMD14973
OG0003682	BRALA10785, BRALA10910	SCHMD00097
OG0003683	BRALA22205	SCHMD16793, SCHMD26976, SCHMD08792, SCHMD08791
OG0003685	BRALA04329	SCHMD02813
OG0003687	BRALA14064	SCHMD06543
OG0003688	BRALA26787, BRALA05434	SCHMD02218
OG0003690	BRALA33355	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511
OG0003690	BRALA34982	SCHMD28775, SCHMD27197
OG0003692	BRALA28877	SCHMD07452
OG0003694	BRALA07902	SCHMD01774
OG0003695	BRALA21829	SCHMD02002
OG0003696	BRALA20035	SCHMD10456, SCHMD19979
OG0003698	BRALA21409	SCHMD04070
OG0003699	BRALA35351	SCHMD25089, SCHMD23737
OG0003701	BRALA16004	SCHMD15850
OG0003703	BRALA02399	SCHMD03850
OG0003705	BRALA17124	SCHMD16984
OG0003706	BRALA21768	SCHMD03464, SCHMD03465
OG0003708	BRALA19031	SCHMD13127
OG0003710	BRALA29789	SCHMD01072
OG0003712	BRALA11231	SCHMD01556
OG0003713	BRALA01757	SCHMD09387
OG0003716	BRALA32334	SCHMD16362
OG0003717	BRALA21117	SCHMD02266
OG0003717	BRALA12909	SCHMD02265
