Orthogroup	BRALA	DROME
OG0003147	BRALA16312	DROME16290, DROME16289
OG0003148	BRALA31447	DROME18800, DROME18799
OG0003149	BRALA15048, BRALA15046, BRALA15047	DROME16606, DROME16608
OG0003150	BRALA06073	DROME19300
OG0003151	BRALA28902	DROME04792
OG0003152	BRALA06359	DROME17760
OG0003153	BRALA20237	DROME21845
OG0003154	BRALA09778	DROME05761
OG0003156	BRALA35029	DROME13943
OG0003157	BRALA18717	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126
OG0003158	BRALA04756	DROME02271
OG0003159	BRALA03670	DROME05071
OG0003160	BRALA34327	DROME17382
OG0003161	BRALA12062	DROME12081
OG0003164	BRALA08232	DROME01606
OG0003165	BRALA34066	DROME00374, DROME00377, DROME00375, DROME00376
OG0003169	BRALA01179	DROME03939
OG0003171	BRALA03031	DROME20192, DROME20189, DROME20190, DROME20191, DROME20193
OG0003172	BRALA14091	DROME02195
OG0003173	BRALA28684	DROME03095, DROME15988
OG0003174	BRALA15910	DROME21527, DROME21526, DROME21528
OG0003175	BRALA07118, BRALA07114	DROME02106
OG0003176	BRALA03068, BRALA03070	DROME19128
OG0003178	BRALA30304	DROME10286, DROME10285
OG0003179	BRALA04006	DROME19635
OG0003180	BRALA19366	DROME11167, DROME11166
OG0003181	BRALA13987	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969
OG0003182	BRALA19997	DROME01632
OG0003183	BRALA00151	DROME05040, DROME05042, DROME05041
OG0003184	BRALA03612	DROME11152
OG0003185	BRALA08913	DROME08767, DROME08766
OG0003188	BRALA21755	DROME03250, DROME03249
OG0003189	BRALA28089, BRALA26188	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	BRALA04704	DROME09590
OG0003193	BRALA06151	DROME14192
OG0003194	BRALA02569, BRALA02570, BRALA02571	DROME19483
OG0003197	BRALA14254	DROME21048
OG0003198	BRALA19414, BRALA19411, BRALA23398	DROME07357
OG0003199	BRALA17301	DROME12668, DROME21725, DROME21726
OG0003202	BRALA06604	DROME05838, DROME05839
OG0003203	BRALA24870	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384
OG0003205	BRALA34333, BRALA14611	DROME06205, DROME06206
OG0003206	BRALA15924	DROME21836, DROME21837
OG0003207	BRALA19743	DROME14952
OG0003210	BRALA02658	DROME16773, DROME16774
OG0003212	BRALA21845	DROME16100
OG0003214	BRALA11877	DROME00548
OG0003215	BRALA11919	DROME09352
OG0003217	BRALA22390, BRALA22386	DROME21077
OG0003218	BRALA27140	DROME08231
OG0003220	BRALA29359, BRALA35967	DROME11342, DROME11341
OG0003221	BRALA13791	DROME00225, DROME00224
OG0003222	BRALA03438, BRALA03437	DROME18303, DROME18302, DROME18304
OG0003223	BRALA03348	DROME09209
OG0003224	BRALA24852, BRALA24853, BRALA24851	DROME09348, DROME09349, DROME09347
OG0003225	BRALA24705	DROME18849
OG0003226	BRALA02281	DROME19617, DROME08490
OG0003227	BRALA34927	DROME04709
OG0003228	BRALA28908	DROME21008
OG0003229	BRALA28965	DROME01144
OG0003230	BRALA16395	DROME17741
OG0003231	BRALA01823	DROME19301
OG0003235	BRALA28961	DROME05661, DROME05663, DROME05662
OG0003238	BRALA07897	DROME10776
OG0003240	BRALA00023	DROME12807
OG0003251	BRALA03131	DROME19769, DROME19768, DROME16949
OG0003252	BRALA29060	DROME18445
OG0003254	BRALA10884	DROME02901
OG0003255	BRALA04178	DROME06336
OG0003257	BRALA10821	DROME15418
OG0003261	BRALA10363	DROME07634, DROME07633
OG0003262	BRALA23941	DROME21043, DROME21045, DROME21044
OG0003263	BRALA27485	DROME09851
OG0003264	BRALA16693	DROME08076
OG0003267	BRALA06736	DROME01973, DROME01974, DROME02727
OG0003268	BRALA28894	DROME20306
OG0003269	BRALA23035	DROME11682
OG0003272	BRALA20375	DROME19754, DROME19755, DROME00829
OG0003275	BRALA19113	DROME11988, DROME11987
OG0003277	BRALA12741	DROME07456
OG0003279	BRALA19410	DROME01016, DROME01017, DROME01018
OG0003281	BRALA16219, BRALA16218, BRALA06040	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832
OG0003282	BRALA21917	DROME17686
OG0003283	BRALA09386	DROME12472
OG0003284	BRALA07080	DROME06818
OG0003286	BRALA11189	DROME09199, DROME09198
OG0003287	BRALA23219	DROME04328, DROME08276
OG0003288	BRALA18702	DROME00366, DROME00364, DROME00365
OG0003289	BRALA20587	DROME20541, DROME20542
OG0003290	BRALA03644	DROME00517
OG0003291	BRALA23985	DROME20523
OG0003294	BRALA20203	DROME01659, DROME01660
OG0003296	BRALA07237	DROME06822, DROME13531
OG0003297	BRALA11135	DROME19465
OG0003298	BRALA08285	DROME08089
OG0003299	BRALA05146	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770
OG0003300	BRALA02469, BRALA02470, BRALA02468, BRALA02471, BRALA02472	DROME16959
OG0003301	BRALA12896	DROME18741
OG0003302	BRALA03648	DROME01480
OG0003303	BRALA31282	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003304	BRALA25466, BRALA01097, BRALA14452	DROME02914, DROME02913
OG0003305	BRALA02228	DROME13149
OG0003306	BRALA22690	DROME10136
OG0003309	BRALA07365	DROME19043, DROME19042
OG0003311	BRALA16041	DROME15213
OG0003316	BRALA05665	DROME13200
OG0003317	BRALA25346	DROME19362
OG0003318	BRALA25729	DROME16706
OG0003320	BRALA16362	DROME12326
OG0003327	BRALA18397	DROME19734
OG0003329	BRALA16528	DROME10094, DROME10095
OG0003330	BRALA21753	DROME03252, DROME03251
OG0003331	BRALA23588	DROME12208, DROME12210, DROME12207, DROME12209
OG0003333	BRALA20739	DROME10886, DROME10885, DROME10884
OG0003335	BRALA18893	DROME18113, DROME18112
OG0003336	BRALA19535	DROME10919, DROME10920, DROME10917
OG0003337	BRALA05428	DROME15232
OG0003340	BRALA13754	DROME16534, DROME16533
OG0003341	BRALA22123	DROME01797
OG0003343	BRALA14934	DROME09151
OG0003344	BRALA16634	DROME04462, DROME04461
OG0003346	BRALA01560, BRALA18456, BRALA18457, BRALA18458, BRALA01829	DROME13869
OG0003347	BRALA09177	DROME11879, DROME11880
OG0003348	BRALA15993	DROME02128
OG0003349	BRALA03624	DROME08306, DROME08305, DROME08304
OG0003350	BRALA14237	DROME00177, DROME00176
OG0003352	BRALA00218	DROME13172
OG0003353	BRALA15281	DROME11820, DROME11822, DROME11821
OG0003354	BRALA00361	DROME19858
OG0003356	BRALA20221	DROME15849
OG0003357	BRALA28370	DROME12029
OG0003358	BRALA20313	DROME16921
OG0003359	BRALA22885	DROME18758
OG0003360	BRALA24694	DROME20878, DROME20879
OG0003361	BRALA15184	DROME13197
OG0003362	BRALA22433, BRALA22431, BRALA22432	DROME08296
OG0003364	BRALA19189	DROME00064
OG0003366	BRALA13308	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003367	BRALA02186, BRALA02185, BRALA24845, BRALA32893, BRALA01014	DROME12239
OG0003368	BRALA11408	DROME16106, DROME16107
OG0003370	BRALA13625	DROME12377, DROME12378
OG0003372	BRALA01258, BRALA01257	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188
OG0003374	BRALA32765	DROME06476, DROME06475, DROME06474
OG0003375	BRALA16607	DROME21029
OG0003376	BRALA08374	DROME16130, DROME16131, DROME16129
OG0003377	BRALA30976	DROME20606
OG0003378	BRALA18244	DROME18533
OG0003380	BRALA19352	DROME14333
OG0003381	BRALA18296	DROME10051
OG0003384	BRALA21417	DROME17249, DROME17250
OG0003386	BRALA30819	DROME07039, DROME07040, DROME07041
OG0003388	BRALA06749	DROME11674, DROME19363
OG0003392	BRALA06298	DROME11355
OG0003394	BRALA00627	DROME14094
OG0003396	BRALA02157	DROME21609
OG0003401	BRALA10100, BRALA10099	DROME10424
OG0003419	BRALA33995	DROME18310
OG0003419	BRALA24123	DROME17074
OG0003421	BRALA22933	DROME04908, DROME07137, DROME07651
OG0003422	BRALA08270	DROME04814
OG0003425	BRALA13514, BRALA13513	DROME11464, DROME11465, DROME11463
OG0003426	BRALA28983	DROME12495
OG0003429	BRALA02516	DROME10812
OG0003430	BRALA25695	DROME19610, DROME04057
OG0003431	BRALA07409	DROME13747
OG0003433	BRALA12225	DROME02216, DROME02219, DROME02218, DROME02217
OG0003434	BRALA00541	DROME00166, DROME15353
OG0003437	BRALA06487, BRALA06489	DROME09807
OG0003439	BRALA11592	DROME16821
OG0003443	BRALA15200	DROME18500
OG0003444	BRALA23414, BRALA16370	DROME05516, DROME05517, DROME05515, DROME06639
OG0003445	BRALA24008	DROME01285
OG0003448	BRALA03321	DROME02828, DROME02829, DROME02830
OG0003450	BRALA18866	DROME03280
OG0003453	BRALA22884	DROME19225
OG0003454	BRALA14039	DROME10067
OG0003456	BRALA13939, BRALA06592	DROME19556
OG0003457	BRALA14725	DROME06510, DROME06508, DROME06509
OG0003458	BRALA21912	DROME04148
OG0003458	BRALA09460	DROME16139
OG0003459	BRALA35733, BRALA30363	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556
OG0003460	BRALA22272	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134
OG0003461	BRALA29779	DROME17474, DROME21694
OG0003462	BRALA10146	DROME00239
OG0003463	BRALA13330	DROME20444
OG0003464	BRALA27365, BRALA23056	DROME06231
OG0003465	BRALA21319	DROME04464
OG0003466	BRALA09926	DROME16278
OG0003467	BRALA12491	DROME06043, DROME06042
OG0003468	BRALA29135	DROME01968
OG0003472	BRALA15949	DROME09631, DROME09633
OG0003473	BRALA25278	DROME00049
OG0003475	BRALA12280, BRALA35136, BRALA12279	DROME02190
OG0003477	BRALA21273	DROME12317
OG0003478	BRALA22512	DROME13904, DROME13905, DROME13903, DROME13902
OG0003479	BRALA30670	DROME13645
OG0003481	BRALA02540	DROME01114
OG0003482	BRALA27623	DROME08487
OG0003483	BRALA32124	DROME09876, DROME09877
OG0003487	BRALA16372	DROME12571
OG0003489	BRALA14772	DROME01312
OG0003491	BRALA06006	DROME11698
OG0003492	BRALA03827	DROME17943
OG0003493	BRALA05370	DROME09294
OG0003497	BRALA17605	DROME08732
OG0003498	BRALA09693	DROME13034, DROME13035
OG0003499	BRALA06317	DROME14561
OG0003500	BRALA15207	DROME04015, DROME00982
OG0003501	BRALA01350	DROME13347, DROME13346, DROME13348
OG0003502	BRALA34217, BRALA32822	DROME19567, DROME14375
OG0003503	BRALA35912	DROME17101, DROME17102
OG0003504	BRALA25286	DROME06794
OG0003505	BRALA03121	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003506	BRALA08237	DROME18707
OG0003507	BRALA01241	DROME14387, DROME14388
OG0003508	BRALA21200, BRALA21199	DROME15658
OG0003509	BRALA05520	DROME21960, DROME21962, DROME21961
OG0003513	BRALA14520	DROME08556
OG0003515	BRALA18725	DROME21652
OG0003518	BRALA01597	DROME08309
OG0003519	BRALA07432	DROME06802
OG0003520	BRALA13350	DROME21807, DROME02028
OG0003523	BRALA15819	DROME16368
OG0003524	BRALA19610	DROME09643, DROME09639, DROME09640
OG0003526	BRALA24423	DROME05107
OG0003527	BRALA12195	DROME03645
OG0003528	BRALA28828	DROME21047, DROME06070
OG0003531	BRALA34155	DROME21993
OG0003532	BRALA28381	DROME08605
OG0003533	BRALA12757	DROME04480, DROME04479, DROME04481
OG0003535	BRALA31819	DROME12323, DROME12324, DROME12325
OG0003536	BRALA01567	DROME06045, DROME06046, DROME06044, DROME06047
OG0003538	BRALA11760	DROME20330
OG0003539	BRALA09265	DROME09387, DROME09386
OG0003541	BRALA19973	DROME10049, DROME10048
OG0003543	BRALA02287	DROME18669
OG0003544	BRALA04094	DROME05896
OG0003545	BRALA25349	DROME08949
OG0003547	BRALA27840, BRALA27838, BRALA27839	DROME10735, DROME10734, DROME10733, DROME10732
OG0003548	BRALA21699, BRALA21696, BRALA21695, BRALA21698, BRALA21697	DROME15072
OG0003550	BRALA18608	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	BRALA01030	DROME18271, DROME18270, DROME16713
OG0003552	BRALA23094	DROME18554, DROME18555
OG0003553	BRALA27934	DROME17708
OG0003554	BRALA24475	DROME19011, DROME19012, DROME17407, DROME12945
OG0003554	BRALA26628, BRALA26630, BRALA26629	DROME19695
OG0003556	BRALA01809	DROME06703, DROME06702
OG0003558	BRALA16598	DROME06037
OG0003560	BRALA26145	DROME18173
OG0003561	BRALA28633	DROME10510
OG0003562	BRALA14777	DROME12847, DROME12848
OG0003564	BRALA27591	DROME16736
OG0003566	BRALA19185	DROME08493, DROME08492
OG0003567	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371	DROME20360, DROME20359
OG0003568	BRALA28427	DROME08773
OG0003569	BRALA15282	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128
OG0003570	BRALA00798	DROME14267, DROME14246
OG0003571	BRALA31602, BRALA34916	DROME19608
OG0003573	BRALA14969	DROME07521
OG0003577	BRALA00402	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611
OG0003578	BRALA29478, BRALA23275	DROME16703
OG0003579	BRALA03835	DROME17312
OG0003581	BRALA20305, BRALA20292	DROME08243, DROME08242, DROME08244, DROME08245
OG0003582	BRALA19721	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104
OG0003584	BRALA08616	DROME18930
OG0003597	BRALA34091	DROME16622, DROME16621
OG0003599	BRALA30350, BRALA33877	DROME08018
OG0003603	BRALA06241	DROME05424
OG0003604	BRALA31536	DROME19568
OG0003610	BRALA09770	DROME07982, DROME07983
OG0003611	BRALA24495	DROME17638
OG0003613	BRALA11000	DROME00856
OG0003615	BRALA05371	DROME16618, DROME16617
OG0003617	BRALA23864, BRALA23865	DROME16095
OG0003618	BRALA30067	DROME15284, DROME15283
OG0003619	BRALA28306	DROME13589, DROME13590
OG0003620	BRALA15834	DROME17770
OG0003621	BRALA15694	DROME13714, DROME13715, DROME13713
OG0003623	BRALA13875	DROME01675
OG0003624	BRALA32206, BRALA34546, BRALA32644, BRALA32425	DROME12696
OG0003629	BRALA05892	DROME03564
OG0003630	BRALA29277	DROME06784
OG0003631	BRALA32757, BRALA35489, BRALA34452, BRALA34595	DROME07363
OG0003632	BRALA35240, BRALA22349	DROME18545
OG0003634	BRALA14363	DROME03378
OG0003635	BRALA18691	DROME04946
OG0003638	BRALA12059	DROME16659
OG0003639	BRALA34621, BRALA34483, BRALA34678	DROME16964
OG0003641	BRALA22029	DROME01116
OG0003642	BRALA14568	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938
OG0003644	BRALA10140	DROME00616
OG0003645	BRALA13185	DROME12178
OG0003646	BRALA22868	DROME09249, DROME09250
OG0003647	BRALA16527	DROME16616
OG0003649	BRALA01612	DROME12148, DROME12149
OG0003650	BRALA13666	DROME10934, DROME10933
OG0003655	BRALA33353	DROME13069, DROME13070
OG0003656	BRALA04460	DROME14867, DROME14868, DROME19174
OG0003657	BRALA00140	DROME04619
OG0003658	BRALA00325	DROME07032
OG0003659	BRALA07055	DROME09855
OG0003660	BRALA03685	DROME02231, DROME02233, DROME02232
OG0003661	BRALA00518, BRALA23938	DROME07051
OG0003664	BRALA25355	DROME05104
OG0003666	BRALA25648	DROME11426
OG0003667	BRALA23581, BRALA23583, BRALA23582	DROME18793, DROME18792, DROME03291
OG0003668	BRALA16595	DROME15022, DROME15023
OG0003669	BRALA01156	DROME05487
OG0003671	BRALA32769	DROME13120
OG0003672	BRALA18633	DROME03649
OG0003673	BRALA19291	DROME11788
OG0003676	BRALA10096	DROME05478
OG0003677	BRALA09088	DROME10098
OG0003678	BRALA05291	DROME20450
OG0003679	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231	DROME02313
OG0003680	BRALA09741	DROME01384
OG0003681	BRALA02162	DROME08680, DROME08681
OG0003682	BRALA10785, BRALA10910	DROME12564
OG0003686	BRALA12463	DROME06762
OG0003687	BRALA14064	DROME12601
OG0003690	BRALA33355, BRALA34982	DROME00439
OG0003692	BRALA28877	DROME11124
OG0003693	BRALA09225	DROME08115
OG0003694	BRALA07902	DROME12215, DROME12216
OG0003695	BRALA21829	DROME01947
OG0003696	BRALA20035	DROME10156
OG0003697	BRALA16767	DROME03932, DROME03930, DROME03929, DROME03931
OG0003698	BRALA21409	DROME17520
OG0003700	BRALA23022	DROME01181, DROME01182
OG0003701	BRALA16004	DROME18636, DROME18637
OG0003703	BRALA02399	DROME15370
OG0003704	BRALA17852	DROME02181, DROME02180
OG0003708	BRALA19031	DROME12282, DROME12281
OG0003709	BRALA03316	DROME13668, DROME18688
OG0003710	BRALA29789	DROME19166, DROME19168, DROME19167, DROME19169
OG0003712	BRALA11231	DROME10970
OG0003713	BRALA01757	DROME05410
OG0003714	BRALA14362	DROME02517
OG0003716	BRALA32334	DROME18657
OG0003717	BRALA21117	DROME10046
OG0003718	BRALA07126	DROME01297
OG0003719	BRALA14607	DROME14563
OG0003720	BRALA02638	DROME17484
OG0003721	BRALA12038	DROME09052
OG0003722	BRALA24100	DROME05995
OG0003729	BRALA06888, BRALA06951	DROME04356, DROME06341
OG0003731	BRALA21198	DROME02907
OG0003732	BRALA11685	DROME10070
OG0003733	BRALA01134, BRALA01135	DROME00230
OG0003734	BRALA21794	DROME19430
OG0003735	BRALA34167	DROME19631
OG0003737	BRALA17522	DROME05769, DROME16282, DROME16607, DROME16283
OG0003738	BRALA18659	DROME11561, DROME11562
OG0003742	BRALA18578	DROME17331, DROME17332
OG0003743	BRALA23724	DROME13785
OG0003744	BRALA24796	DROME08150
OG0003745	BRALA06719, BRALA03263, BRALA30410	DROME20574, DROME20575
OG0003746	BRALA17015	DROME01977
OG0003747	BRALA30716	DROME00997, DROME00995, DROME00994, DROME00996
OG0003748	BRALA12755	DROME01784
OG0003749	BRALA26426, BRALA26425	DROME18502, DROME18501
OG0003750	BRALA18863	DROME15590
OG0003753	BRALA16740	DROME12522, DROME12521, DROME12523
OG0003754	BRALA29308	DROME08228, DROME08227
OG0003755	BRALA35253, BRALA35547, BRALA34607	DROME10789, DROME20093, DROME20094
OG0003756	BRALA19970	DROME21916, DROME21915, DROME03180, DROME21917
OG0003758	BRALA00093	DROME11710, DROME11712, DROME11711
OG0003759	BRALA05624	DROME06383
OG0003761	BRALA04263	DROME14154, DROME16436
OG0003764	BRALA25043	DROME21578
OG0003767	BRALA03143	DROME02791
OG0003769	BRALA26566	DROME11691, DROME11690, DROME11693, DROME11692
OG0003771	BRALA16711	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018
OG0003772	BRALA31033	DROME12948
OG0003773	BRALA23295, BRALA25770, BRALA25032	DROME05209
OG0003775	BRALA35914	DROME10059
OG0003776	BRALA09052	DROME09504, DROME16551
OG0003777	BRALA06297	DROME18238, DROME18237, DROME18236
OG0003778	BRALA19187	DROME13171
OG0003779	BRALA31824	DROME17898
OG0003794	BRALA03340	DROME03810, DROME03820
OG0003795	BRALA19714	DROME10754, DROME10753, DROME10755
OG0003798	BRALA18800	DROME12695
OG0003803	BRALA01090	DROME02481, DROME02482
OG0003805	BRALA29394, BRALA28947, BRALA34265, BRALA29646, BRALA19070, BRALA24692, BRALA00605	DROME01815
OG0003806	BRALA06429	DROME01868
OG0003807	BRALA25353	DROME20522, DROME05215
OG0003808	BRALA10356	DROME08174
OG0003809	BRALA03811	DROME04169, DROME04168
OG0003811	BRALA19420	DROME14988, DROME14990, DROME14989
OG0003813	BRALA03804	DROME10056
OG0003815	BRALA24118	DROME08171
OG0003817	BRALA10868	DROME00653
OG0003818	BRALA21446	DROME11129
OG0003820	BRALA22842, BRALA27361, BRALA30515, BRALA22840, BRALA29767, BRALA22841	DROME07987
OG0003821	BRALA15354, BRALA15353	DROME04477
OG0003823	BRALA13717	DROME12335
OG0003824	BRALA21415	DROME17215
OG0003826	BRALA34230	DROME12869, DROME12870, DROME12868
OG0003827	BRALA00778, BRALA00768	DROME06883, DROME06884
OG0003828	BRALA27337	DROME10911
OG0003829	BRALA02842	DROME01864
OG0003831	BRALA11875	DROME02158
OG0003832	BRALA17319	DROME22043
OG0003834	BRALA27607	DROME21433
OG0003836	BRALA34236, BRALA34753	DROME15123
OG0003837	BRALA19478	DROME14236, DROME08398
OG0003839	BRALA02789	DROME21710
OG0003840	BRALA04449	DROME00482
OG0003843	BRALA33818, BRALA34158	DROME02011
OG0003844	BRALA16546	DROME19636, DROME19637
OG0003845	BRALA30351	DROME21374
OG0003846	BRALA21704	DROME14576
OG0003847	BRALA07349	DROME04113
OG0003848	BRALA21811	DROME19059, DROME03440, DROME21451, DROME09630
OG0003849	BRALA21745, BRALA21651	DROME18363, DROME18362
OG0003850	BRALA19297	DROME19645
OG0003851	BRALA10650, BRALA10712	DROME07873, DROME07872, DROME07874
OG0003852	BRALA04443	DROME08152
OG0003853	BRALA15182	DROME00889
OG0003854	BRALA15033	DROME11356
OG0003856	BRALA06378	DROME18670
OG0003857	BRALA06379	DROME21963
OG0003858	BRALA15163	DROME12659
OG0003861	BRALA12361	DROME13113
OG0003863	BRALA16261	DROME16970, DROME16972, DROME16971
OG0003864	BRALA28844	DROME16687, DROME16688
OG0003865	BRALA11341	DROME12154, DROME12155
OG0003866	BRALA23698	DROME15012, DROME15013
OG0003868	BRALA21807	DROME05264, DROME05265, DROME05263
OG0003869	BRALA14443	DROME09592
OG0003870	BRALA07708	DROME12586, DROME12587
OG0003872	BRALA30315	DROME05404
OG0003873	BRALA05760, BRALA05761, BRALA05762, BRALA05757	DROME21721
OG0003874	BRALA01611	DROME06608
OG0003875	BRALA35166, BRALA34606, BRALA35940, BRALA34443	DROME19790, DROME19791
OG0003876	BRALA00896	DROME09112
OG0003877	BRALA23816	DROME03255, DROME03256
OG0003879	BRALA15031	DROME15863, DROME15864
OG0003881	BRALA24783	DROME06398
OG0003883	BRALA11445	DROME12952, DROME12953
OG0003884	BRALA08005	DROME16036
OG0003885	BRALA23768	DROME01881, DROME01880
OG0003886	BRALA04852	DROME16702
OG0003887	BRALA26855	DROME05627
OG0003887	BRALA20668	DROME16856
OG0003888	BRALA19321	DROME14996
OG0003889	BRALA06547, BRALA06540, BRALA02812, BRALA02816, BRALA30158	DROME06390
OG0003892	BRALA22723	DROME03882, DROME03883, DROME03881
OG0003893	BRALA24429	DROME20864
OG0003894	BRALA10135, BRALA10136	DROME08816
OG0003895	BRALA13986	DROME02851, DROME08609, DROME08610, DROME02850
OG0003897	BRALA24446	DROME08504, DROME08505
OG0003898	BRALA06113	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007
OG0003899	BRALA08278	DROME15608
OG0003903	BRALA12337	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503
OG0003904	BRALA04278	DROME13386
OG0003906	BRALA18512	DROME10315
OG0003908	BRALA16606	DROME07423
OG0003908	BRALA17141	DROME05483
OG0003909	BRALA29427	DROME12680
OG0003910	BRALA23005	DROME10387
OG0003911	BRALA13724	DROME11361
OG0003912	BRALA26575	DROME03970, DROME03969, DROME03443
OG0003913	BRALA05130	DROME04350
OG0003915	BRALA12140	DROME04519
OG0003916	BRALA19092	DROME10524, DROME10523
OG0003917	BRALA18730	DROME06379
OG0003918	BRALA03733	DROME16748, DROME16746, DROME16745, DROME16747
OG0003920	BRALA23721	DROME16629, DROME16630
OG0003921	BRALA09641	DROME02956, DROME02955, DROME02957
OG0003923	BRALA14453	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714
OG0003925	BRALA05610	DROME01564, DROME01563
OG0003926	BRALA05443	DROME01565, DROME01567, DROME01566
OG0003930	BRALA02295	DROME20922
OG0003931	BRALA25275	DROME02384, DROME02385
OG0003933	BRALA28039	DROME03669
OG0003934	BRALA01058	DROME11280
OG0003935	BRALA13280, BRALA03846, BRALA20864	DROME00302
OG0003936	BRALA34488, BRALA03060	DROME02177
OG0003938	BRALA24502	DROME13183
OG0003939	BRALA05196	DROME01287
OG0003940	BRALA15373	DROME13675
OG0003942	BRALA34122	DROME15620
OG0003944	BRALA12422	DROME18760
OG0003945	BRALA25345	DROME01863
OG0003946	BRALA21665	DROME13159, DROME13158
OG0003947	BRALA29298	DROME08292
OG0003949	BRALA02048, BRALA07193, BRALA30122, BRALA20244, BRALA02045	DROME09152
OG0003950	BRALA02049	DROME16615
OG0003951	BRALA15284	DROME07725
OG0003953	BRALA30111	DROME09054, DROME00634, DROME11448
OG0003955	BRALA20185	DROME16756
OG0003958	BRALA33511	DROME00635
OG0003959	BRALA02632	DROME15055
OG0003961	BRALA09640	DROME17804
OG0003962	BRALA34272	DROME09201
OG0003964	BRALA12174, BRALA12173, BRALA12175	DROME09409
OG0003965	BRALA31971	DROME07977, DROME07971, DROME07972
OG0003967	BRALA26387	DROME15281
OG0003968	BRALA12045	DROME04759, DROME04758
OG0003969	BRALA31035	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767
OG0003970	BRALA04290	DROME08299
OG0003971	BRALA17785	DROME06198
OG0003972	BRALA03399	DROME03377
OG0003973	BRALA22301	DROME13196, DROME13195, DROME13194
OG0003998	BRALA31907	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849
OG0003999	BRALA00082	DROME14381, DROME14380
OG0004000	BRALA28671	DROME11283
OG0004004	BRALA00327	DROME11755, DROME11754
OG0004005	BRALA14573	DROME14778, DROME14779, DROME14780
OG0004007	BRALA01057	DROME18644
OG0004009	BRALA28666	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735
OG0004011	BRALA06852	DROME02697, DROME02696, DROME02701
OG0004012	BRALA21712	DROME11288
OG0004014	BRALA12884	DROME02886, DROME02837
OG0004015	BRALA28855	DROME07793
OG0004017	BRALA15067	DROME02036
OG0004019	BRALA02398	DROME01647
OG0004020	BRALA33134	DROME17726, DROME17727
OG0004021	BRALA27677, BRALA23566	DROME19870
OG0004022	BRALA09008, BRALA15698	DROME10913, DROME10915, DROME10912, DROME10914
OG0004023	BRALA27308	DROME19067
OG0004025	BRALA24484	DROME16102
OG0004027	BRALA35222	DROME13967
OG0004028	BRALA06730	DROME21582, DROME21583
OG0004029	BRALA09061	DROME07976
OG0004031	BRALA30314	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216
OG0004032	BRALA12147	DROME08117
OG0004033	BRALA13287	DROME14180, DROME12245
OG0004035	BRALA20551	DROME03941, DROME03943, DROME03942, DROME03940
OG0004036	BRALA19286	DROME19609
OG0004037	BRALA29961	DROME06863
OG0004038	BRALA05335	DROME02888
OG0004039	BRALA14564, BRALA14563	DROME19307
OG0004040	BRALA29252	DROME07203
OG0004041	BRALA26134	DROME05936
OG0004042	BRALA14677	DROME16619
OG0004044	BRALA10276	DROME05299, DROME05298
OG0004045	BRALA11417, BRALA32867	DROME06772
OG0004047	BRALA04429, BRALA18670, BRALA08115	DROME02487, DROME02484, DROME02486, DROME02485
OG0004048	BRALA24410	DROME17671
OG0004051	BRALA10732	DROME18087, DROME18086
OG0004053	BRALA15092	DROME21730
OG0004054	BRALA28842	DROME15059
OG0004056	BRALA04140	DROME15287
OG0004057	BRALA08841	DROME06677, DROME00479
OG0004059	BRALA22286	DROME13217
OG0004060	BRALA22527	DROME20687
OG0004061	BRALA00733	DROME03990
OG0004062	BRALA16266	DROME16212
OG0004064	BRALA01479	DROME06301
OG0004065	BRALA17282	DROME02456
OG0004067	BRALA11637	DROME14860
OG0004068	BRALA19301	DROME11057
OG0004069	BRALA04243	DROME10101
