Orthogroup	BRALA	STRPU_ok
OG0003421	BRALA22933	STRPU_05462
OG0003424	BRALA27366	STRPU_08669
OG0003425	BRALA13513	STRPU_27213
OG0003426	BRALA28983	STRPU_21596
OG0003428	BRALA26986, BRALA33909	STRPU_04993
OG0003430	BRALA25695	STRPU_03710
OG0003431	BRALA07409	STRPU_13834
OG0003432	BRALA13775	STRPU_01041
OG0003433	BRALA12225	STRPU_06151
OG0003434	BRALA00541	STRPU_22971
OG0003435	BRALA26136, BRALA30163	STRPU_20684
OG0003437	BRALA06487, BRALA06489	STRPU_08658
OG0003438	BRALA15011	STRPU_12768, STRPU_02356
OG0003438	BRALA15012	STRPU_15490
OG0003439	BRALA11592	STRPU_06448
OG0003440	BRALA22768	STRPU_05917
OG0003441	BRALA20520	STRPU_23175
OG0003442	BRALA19451	STRPU_05359
OG0003443	BRALA15200	STRPU_21532
OG0003444	BRALA23414, BRALA16370	STRPU_12122, STRPU_12155
OG0003445	BRALA24008	STRPU_20383
OG0003447	BRALA17322	STRPU_23990
OG0003448	BRALA03321	STRPU_25380
OG0003450	BRALA18866	STRPU_04502
OG0003451	BRALA12366	STRPU_18049
OG0003452	BRALA24477	STRPU_09396, STRPU_01562
OG0003453	BRALA22884	STRPU_15285
OG0003454	BRALA14039	STRPU_13689, STRPU_02387
OG0003455	BRALA02242	STRPU_21218
OG0003456	BRALA13939, BRALA06592	STRPU_08652
OG0003457	BRALA14725	STRPU_25059
OG0003458	BRALA21912	STRPU_07419
OG0003459	BRALA35733, BRALA30363	STRPU_21409
OG0003460	BRALA22272	STRPU_21209
OG0003461	BRALA29779	STRPU_12813
OG0003462	BRALA10146	STRPU_01190, STRPU_19960
OG0003463	BRALA13330	STRPU_21459
OG0003464	BRALA27365, BRALA23056	STRPU_08415
OG0003465	BRALA21319	STRPU_19515
OG0003466	BRALA09926	STRPU_10203, STRPU_09366, STRPU_09367
OG0003467	BRALA12491	STRPU_04467, STRPU_04466
OG0003468	BRALA29135	STRPU_21762, STRPU_21697
OG0003469	BRALA25637	STRPU_25927
OG0003471	BRALA22485	STRPU_21792
OG0003472	BRALA15949	STRPU_05425
OG0003473	BRALA25278	STRPU_03744
OG0003474	BRALA12831	STRPU_24367
OG0003475	BRALA12280	STRPU_18099, STRPU_01787
OG0003476	BRALA30873	STRPU_22836
OG0003477	BRALA21273	STRPU_07450, STRPU_07441
OG0003478	BRALA22512	STRPU_20938
OG0003479	BRALA30670	STRPU_01940, STRPU_22782
OG0003480	BRALA03258	STRPU_25605
OG0003481	BRALA02540	STRPU_22807, STRPU_01966
OG0003482	BRALA27623	STRPU_12951
OG0003483	BRALA32124	STRPU_04672
OG0003484	BRALA04161	STRPU_22101
OG0003486	BRALA31683	STRPU_17601
OG0003487	BRALA16372	STRPU_10374
OG0003488	BRALA21271	STRPU_07310
OG0003489	BRALA14772	STRPU_24792
OG0003491	BRALA06006	STRPU_06727
OG0003492	BRALA03827	STRPU_04886
OG0003493	BRALA05370	STRPU_19324
OG0003495	BRALA21289	STRPU_07616
OG0003497	BRALA17605	STRPU_03308
OG0003498	BRALA09693	STRPU_24846
OG0003499	BRALA06317	STRPU_05492
OG0003500	BRALA15207	STRPU_02909, STRPU_21217
OG0003501	BRALA01350	STRPU_18507
OG0003502	BRALA34217, BRALA32822	STRPU_14905
OG0003503	BRALA35912	STRPU_09082, STRPU_02055
OG0003504	BRALA25286	STRPU_08880, STRPU_00941
OG0003505	BRALA03121	STRPU_26126
OG0003506	BRALA08237	STRPU_05341
OG0003507	BRALA01241	STRPU_19336
OG0003508	BRALA21200, BRALA21199	STRPU_13552
OG0003509	BRALA05520	STRPU_10961
OG0003511	BRALA16529	STRPU_26830
OG0003512	BRALA07191, BRALA35635	STRPU_14597
OG0003513	BRALA14520	STRPU_13821
OG0003515	BRALA18725	STRPU_05774
OG0003516	BRALA11488	STRPU_10277
OG0003517	BRALA23417	STRPU_12195
OG0003518	BRALA01597	STRPU_26026
OG0003519	BRALA07432	STRPU_13946
OG0003520	BRALA13350	STRPU_20485
OG0003521	BRALA28067	STRPU_05389
OG0003522	BRALA06407	STRPU_08126, STRPU_08113
OG0003523	BRALA15819	STRPU_11145
OG0003524	BRALA19610	STRPU_11329
OG0003526	BRALA24423	STRPU_21377
OG0003527	BRALA12195	STRPU_06217, STRPU_06194
OG0003528	BRALA28828	STRPU_17490, STRPU_17491, STRPU_17489
OG0003529	BRALA14479	STRPU_13249
OG0003530	BRALA16960	STRPU_25170
OG0003531	BRALA34155	STRPU_20597
OG0003532	BRALA28381	STRPU_10739
OG0003533	BRALA12757	STRPU_22386
OG0003534	BRALA20884, BRALA05884, BRALA05922	STRPU_21654, STRPU_21719
OG0003535	BRALA31819	STRPU_09979, STRPU_09956
OG0003536	BRALA01567	STRPU_08040
OG0003537	BRALA11544	STRPU_09412, STRPU_01545
OG0003538	BRALA11760	STRPU_05821
OG0003539	BRALA09265	STRPU_22523
OG0003540	BRALA18860	STRPU_02732
OG0003541	BRALA19973	STRPU_25471
OG0003542	BRALA18626	STRPU_08956, STRPU_08957
OG0003543	BRALA02287	STRPU_16716
OG0003544	BRALA04094	STRPU_07440, STRPU_07449
OG0003545	BRALA25349	STRPU_09297
OG0003546	BRALA34597	STRPU_19647, STRPU_19674
OG0003547	BRALA27840, BRALA27838, BRALA27839	STRPU_12469
OG0003548	BRALA21699, BRALA21696, BRALA21695, BRALA21698, BRALA21697	STRPU_09626
OG0003549	BRALA23902	STRPU_17894
OG0003550	BRALA18608	STRPU_01035, STRPU_23404
OG0003551	BRALA01030	STRPU_18972, STRPU_18959
OG0003552	BRALA23094	STRPU_20147
OG0003553	BRALA27934	STRPU_10274
OG0003554	BRALA24475	STRPU_09335
OG0003555	BRALA21968	STRPU_09097, STRPU_02068
OG0003556	BRALA01809	STRPU_08012
OG0003557	BRALA02541	STRPU_20157
OG0003558	BRALA16598	STRPU_27128
OG0003560	BRALA26145	STRPU_20500
OG0003561	BRALA28633	STRPU_17360, STRPU_17346
OG0003562	BRALA14777	STRPU_24859
OG0003563	BRALA18624	STRPU_01477, STRPU_08694
OG0003564	BRALA27591	STRPU_09624
OG0003565	BRALA01127	STRPU_15924, STRPU_00493, STRPU_08942, STRPU_12900
OG0003566	BRALA19185	STRPU_11918, STRPU_11878
OG0003567	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371	STRPU_02062, STRPU_09090
OG0003568	BRALA28427	STRPU_14841
OG0003569	BRALA15282	STRPU_23349
OG0003570	BRALA00798	STRPU_02794
OG0003571	BRALA31602, BRALA34916	STRPU_26236
OG0003572	BRALA13377	STRPU_21159, STRPU_21167
OG0003573	BRALA14969	STRPU_14812
OG0003574	BRALA24321, BRALA05054, BRALA17644, BRALA19637	STRPU_24215, STRPU_24213, STRPU_01086, STRPU_24212, STRPU_01087, STRPU_01085
OG0003577	BRALA00402	STRPU_22045
OG0003578	BRALA29478, BRALA23275	STRPU_14245
OG0003579	BRALA03835	STRPU_04470
OG0003581	BRALA20305, BRALA20292	STRPU_24378
OG0003582	BRALA19721	STRPU_22683
OG0003597	BRALA34091	STRPU_01702, STRPU_02662
OG0003598	BRALA18340	STRPU_00768, STRPU_19800
OG0003599	BRALA33877	STRPU_26822
OG0003600	BRALA22014	STRPU_25452
OG0003601	BRALA18126	STRPU_13952
OG0003603	BRALA06241	STRPU_08310
OG0003604	BRALA31536	STRPU_14769, STRPU_02554
OG0003607	BRALA10883	STRPU_21154
OG0003608	BRALA18469	STRPU_20365
OG0003610	BRALA09770	STRPU_01053, STRPU_24252
OG0003611	BRALA24495	STRPU_09452, STRPU_01510
OG0003612	BRALA00833	STRPU_18968
OG0003613	BRALA11000	STRPU_12108, STRPU_12143
OG0003615	BRALA05371	STRPU_19046
OG0003616	BRALA20439	STRPU_01981
OG0003617	BRALA23864	STRPU_13092, STRPU_13104
OG0003618	BRALA30067	STRPU_08027, STRPU_02032
OG0003619	BRALA28306	STRPU_05456
OG0003620	BRALA15834	STRPU_00502, STRPU_15940
OG0003621	BRALA15694	STRPU_17041, STRPU_01807
OG0003622	BRALA13428	STRPU_10952, STRPU_21646, STRPU_21710
OG0003623	BRALA13875	STRPU_11446
OG0003624	BRALA32206	STRPU_23504
OG0003625	BRALA29309, BRALA10329, BRALA10330, BRALA16006	STRPU_01115, STRPU_24184, STRPU_24183
OG0003626	BRALA04725	STRPU_24928
OG0003627	BRALA16210	STRPU_06634
OG0003628	BRALA15102	STRPU_26819
OG0003629	BRALA05892	STRPU_06506
OG0003630	BRALA29277	STRPU_14988, STRPU_14958
OG0003631	BRALA33910, BRALA32757, BRALA35489, BRALA34452, BRALA34595	STRPU_04940
OG0003632	BRALA35240, BRALA22349	STRPU_11322
OG0003633	BRALA10607	STRPU_22507
OG0003634	BRALA14363	STRPU_11434
OG0003635	BRALA18691	STRPU_05033, STRPU_05106
OG0003636	BRALA30883	STRPU_21350
OG0003638	BRALA12059	STRPU_21025
OG0003639	BRALA34621, BRALA34483, BRALA34678	STRPU_14552
OG0003640	BRALA04598	STRPU_24148
OG0003641	BRALA22029	STRPU_00224, STRPU_25964
OG0003642	BRALA14568	STRPU_27230
OG0003643	BRALA20230, BRALA05378, BRALA17185, BRALA07011	STRPU_23157
OG0003644	BRALA10140	STRPU_19783, STRPU_00787
OG0003645	BRALA13185	STRPU_05770
OG0003646	BRALA22868	STRPU_26839
OG0003647	BRALA16527	STRPU_27138
OG0003648	BRALA17389	STRPU_21139
OG0003649	BRALA01612	STRPU_26514
OG0003650	BRALA13666	STRPU_07527
OG0003651	BRALA21916	STRPU_08068
OG0003652	BRALA34260	STRPU_17587, STRPU_17563
OG0003653	BRALA33747, BRALA20594, BRALA35513	STRPU_25673
OG0003654	BRALA21275	STRPU_07070, STRPU_07065
OG0003655	BRALA33353	STRPU_17785
OG0003656	BRALA04460	STRPU_23061, STRPU_00647
OG0003657	BRALA00140	STRPU_22899, STRPU_22914
OG0003658	BRALA00325	STRPU_23985
OG0003659	BRALA07055	STRPU_24909
OG0003660	BRALA03685	STRPU_04268
OG0003661	BRALA00518	STRPU_23064, STRPU_00650
OG0003662	BRALA28700	STRPU_01543, STRPU_09415
OG0003663	BRALA03839, BRALA03841	STRPU_04833
OG0003664	BRALA25355	STRPU_08332
OG0003665	BRALA15969, BRALA08702	STRPU_26573, STRPU_24787
OG0003666	BRALA25648	STRPU_00986, STRPU_23456
OG0003667	BRALA23582	STRPU_14206
OG0003668	BRALA16595	STRPU_26719
OG0003669	BRALA01156	STRPU_19296, STRPU_01851
OG0003671	BRALA32769	STRPU_09909
OG0003672	BRALA18633	STRPU_08809
OG0003673	BRALA19291	STRPU_17282
OG0003675	BRALA11375	STRPU_01019, STRPU_23417
OG0003676	BRALA14472	STRPU_13154, STRPU_13134
OG0003677	BRALA09088	STRPU_13383, STRPU_13363
OG0003678	BRALA05291	STRPU_19225
OG0003679	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231	STRPU_24398
OG0003680	BRALA09741	STRPU_24042, STRPU_02621
OG0003681	BRALA02162	STRPU_11705
OG0003682	BRALA10785, BRALA10910	STRPU_20705
OG0003684	BRALA26598	STRPU_26095
OG0003685	BRALA04329	STRPU_22192
OG0003686	BRALA12463	STRPU_25646, STRPU_25651
OG0003687	BRALA14064	STRPU_13921, STRPU_13934
OG0003688	BRALA26787	STRPU_11389
OG0003689	BRALA09157	STRPU_01600, STRPU_13582
OG0003690	BRALA33355, BRALA34982	STRPU_21873
OG0003691	BRALA22954	STRPU_05039, STRPU_05113
OG0003692	BRALA28877	STRPU_01575, STRPU_09381
OG0003693	BRALA09225	STRPU_22769, STRPU_01926
OG0003694	BRALA07902	STRPU_00897, STRPU_23023
OG0003695	BRALA21829	STRPU_20388
OG0003696	BRALA20035	STRPU_23695, STRPU_23693
OG0003697	BRALA16767	STRPU_08308
OG0003699	BRALA35351	STRPU_26521, STRPU_11800
OG0003700	BRALA23022	STRPU_08820
OG0003701	BRALA16004	STRPU_24397
OG0003702	BRALA28909	STRPU_21023
OG0003703	BRALA02399	STRPU_12263
OG0003704	BRALA17852	STRPU_07662, STRPU_18902
OG0003705	BRALA17124	STRPU_01606, STRPU_13588
OG0003706	BRALA21768	STRPU_19455
OG0003707	BRALA13435	STRPU_15630, STRPU_15643
OG0003708	BRALA19031	STRPU_17774
OG0003709	BRALA03316	STRPU_25377
OG0003710	BRALA29789	STRPU_17764
OG0003711	BRALA03254	STRPU_00659, STRPU_23074
OG0003712	BRALA11231	STRPU_09233, STRPU_02200
OG0003713	BRALA01757	STRPU_07731
OG0003716	BRALA32334	STRPU_11467
OG0003717	BRALA21117	STRPU_24884
OG0003718	BRALA07126	STRPU_24139
OG0003719	BRALA14607	STRPU_26767, STRPU_26753
OG0003721	BRALA12038	STRPU_21833
OG0003722	BRALA24100	STRPU_20141
OG0003724	BRALA05473	STRPU_11103, STRPU_11128
OG0003725	BRALA00696	STRPU_19147
OG0003726	BRALA15025, BRALA15024	STRPU_07524, STRPU_03374
OG0003727	BRALA25125	STRPU_00256, STRPU_03165
OG0003728	BRALA23646	STRPU_19719
OG0003729	BRALA06888, BRALA06951	STRPU_24047, STRPU_02614
OG0003730	BRALA29533	STRPU_10330
OG0003731	BRALA21198	STRPU_20490
OG0003732	BRALA11685	STRPU_05954
OG0003733	BRALA01134	STRPU_18985
OG0003734	BRALA21794	STRPU_20278, STRPU_20274, STRPU_20313, STRPU_00129
OG0003735	BRALA34167	STRPU_17084
OG0003736	BRALA33666, BRALA33744	STRPU_22673
OG0003737	BRALA17522	STRPU_19671, STRPU_19650
OG0003738	BRALA18659	STRPU_08163
OG0003739	BRALA14467	STRPU_01491, STRPU_13756
OG0003742	BRALA18578	STRPU_22532
OG0003743	BRALA23724	STRPU_18134
OG0003744	BRALA24796	STRPU_22977
OG0003745	BRALA06719, BRALA03263, BRALA30410	STRPU_14449, STRPU_14432
OG0003746	BRALA17015	STRPU_13668, STRPU_02402
OG0003747	BRALA30716	STRPU_07517
OG0003748	BRALA12755	STRPU_23161
OG0003749	BRALA26426, BRALA26425	STRPU_12317
OG0003750	BRALA18863	STRPU_03777
OG0003751	BRALA32676, BRALA06904	STRPU_11253, STRPU_11216
OG0003752	BRALA25856	STRPU_15768
OG0003753	BRALA16740	STRPU_08790
OG0003754	BRALA29308	STRPU_12707
OG0003755	BRALA35547, BRALA34607	STRPU_15415
OG0003756	BRALA19970	STRPU_25349, STRPU_25348
OG0003757	BRALA13359	STRPU_20502
OG0003758	BRALA00093	STRPU_21990, STRPU_21988
OG0003759	BRALA05624	STRPU_10861, STRPU_10841
OG0003760	BRALA17848	STRPU_07722
OG0003761	BRALA04263	STRPU_22011
OG0003762	BRALA18646	STRPU_08506
OG0003764	BRALA25043	STRPU_08733, STRPU_01439
OG0003765	BRALA18952	STRPU_22382
OG0003767	BRALA03143	STRPU_07021
OG0003768	BRALA11897	STRPU_20453, STRPU_22059, STRPU_22060, STRPU_12340
OG0003769	BRALA26566	STRPU_26021
OG0003770	BRALA19409	STRPU_05108, STRPU_05035
OG0003771	BRALA16711	STRPU_08361
OG0003772	BRALA31033	STRPU_16769, STRPU_01739
OG0003773	BRALA23295, BRALA25770, BRALA25032	STRPU_08673
OG0003776	BRALA09052	STRPU_02898
OG0003777	BRALA06297	STRPU_08593, STRPU_00310
OG0003778	BRALA19187	STRPU_11538
OG0003779	BRALA31824	STRPU_06113
OG0003795	BRALA19714	STRPU_23591
OG0003798	BRALA18800	STRPU_05134, STRPU_05061
OG0003803	BRALA01090	STRPU_20204
OG0003805	BRALA29394	STRPU_00258, STRPU_00990
OG0003806	BRALA06429	STRPU_00975, STRPU_08841
OG0003807	BRALA25353	STRPU_08093
OG0003808	BRALA10356	STRPU_24251, STRPU_01054
OG0003809	BRALA03811	STRPU_04114
OG0003810	BRALA11857	STRPU_04942
OG0003811	BRALA19420	STRPU_05891
OG0003812	BRALA05555	STRPU_11207
OG0003813	BRALA03804	STRPU_04220, STRPU_04255
OG0003815	BRALA24118	STRPU_20778
OG0003816	BRALA06868	STRPU_04323, STRPU_04293
OG0003817	BRALA10868	STRPU_03401, STRPU_03391, STRPU_03416
OG0003818	BRALA21446	STRPU_05558, STRPU_05616
OG0003820	BRALA22842, BRALA27361, BRALA30515, BRALA22840, BRALA29767, BRALA22841	STRPU_27077
OG0003822	BRALA09138	STRPU_16290
OG0003822	BRALA09143	STRPU_16494
OG0003823	BRALA13717	STRPU_24666
OG0003824	BRALA21415	STRPU_09421, STRPU_01538
OG0003825	BRALA17596	STRPU_10012
OG0003826	BRALA34230	STRPU_14827
OG0003827	BRALA00778, BRALA00768	STRPU_19325
OG0003828	BRALA27337	STRPU_20403
OG0003829	BRALA02842	STRPU_20384
OG0003830	BRALA15659	STRPU_01759, STRPU_18068
OG0003831	BRALA11875	STRPU_05243
OG0003832	BRALA17319	STRPU_23140
OG0003833	BRALA19235	STRPU_05825, STRPU_05285
OG0003834	BRALA27607	STRPU_26294, STRPU_26268
OG0003835	BRALA21118	STRPU_24475
OG0003836	BRALA34236, BRALA34753	STRPU_05030
OG0003837	BRALA19478	STRPU_08087
OG0003839	BRALA02789	STRPU_19903
OG0003840	BRALA04449	STRPU_26799
OG0003842	BRALA00315	STRPU_22707, STRPU_00691, STRPU_22706
OG0003843	BRALA33818	STRPU_21504
OG0003844	BRALA16546	STRPU_27219
OG0003845	BRALA30351	STRPU_14394
OG0003846	BRALA21704	STRPU_10200
OG0003847	BRALA03050	STRPU_19484
OG0003848	BRALA21811	STRPU_19765
OG0003849	BRALA21745, BRALA21651	STRPU_26764, STRPU_26750
OG0003850	BRALA19297	STRPU_17743
OG0003851	BRALA10712	STRPU_22235
OG0003852	BRALA04443	STRPU_22104
OG0003853	BRALA15182	STRPU_21495, STRPU_21486
OG0003854	BRALA15033	STRPU_26673
OG0003855	BRALA15994	STRPU_24429
OG0003856	BRALA06378	STRPU_09243
OG0003857	BRALA06379	STRPU_09242
OG0003858	BRALA15163	STRPU_20968
OG0003859	BRALA26266	STRPU_23995
OG0003861	BRALA12361	STRPU_17125, STRPU_17109
OG0003862	BRALA30431	STRPU_22604
OG0003863	BRALA16261	STRPU_10014
OG0003864	BRALA28844	STRPU_21449
OG0003865	BRALA11341	STRPU_25046
OG0003866	BRALA23698	STRPU_17669, STRPU_02253
OG0003868	BRALA21807	STRPU_19663, STRPU_19655
OG0003869	BRALA14443	STRPU_00857, STRPU_14063
OG0003870	BRALA07708	STRPU_12851, STRPU_12861
OG0003872	BRALA30315	STRPU_14352
OG0003873	BRALA05761	STRPU_11352
OG0003874	BRALA01611	STRPU_26807
OG0003875	BRALA35166	STRPU_12470
OG0003876	BRALA00896	STRPU_18481, STRPU_18439
OG0003877	BRALA23816	STRPU_06336
OG0003878	BRALA20063	STRPU_22393
OG0003879	BRALA15031	STRPU_26896
OG0003880	BRALA11582	STRPU_06845
OG0003881	BRALA24783	STRPU_23870, STRPU_23833
OG0003882	BRALA03161	STRPU_25867
OG0003883	BRALA11445	STRPU_10088, STRPU_10151
OG0003884	BRALA08005	STRPU_22886
OG0003885	BRALA23768	STRPU_07351
OG0003886	BRALA04852	STRPU_25179
OG0003887	BRALA26855	STRPU_15393
OG0003887	BRALA20668	STRPU_04757
OG0003888	BRALA19321	STRPU_17913
OG0003889	BRALA06547, BRALA06540, BRALA02812, BRALA02816, BRALA30158	STRPU_08854, STRPU_00968
OG0003890	BRALA26936	STRPU_16231, STRPU_16184, STRPU_16192, STRPU_16233
OG0003892	BRALA22723	STRPU_01952, STRPU_22793
OG0003893	BRALA24429	STRPU_20996
OG0003894	BRALA10135, BRALA10136	STRPU_20332
OG0003895	BRALA13986	STRPU_09912
OG0003896	BRALA13108	STRPU_08792
OG0003897	BRALA24446	STRPU_10680, STRPU_00559
OG0003898	BRALA06113	STRPU_06593
OG0003899	BRALA08278	STRPU_24703, STRPU_24689
OG0003900	BRALA17436	STRPU_20822
OG0003901	BRALA14426, BRALA08560, BRALA08561	STRPU_03089, STRPU_03088
OG0003902	BRALA28272, BRALA09979, BRALA18180, BRALA17740	STRPU_09512
OG0003903	BRALA12337	STRPU_09773, STRPU_09730
OG0003904	BRALA04278	STRPU_23136
OG0003905	BRALA08898	STRPU_11701
OG0003906	BRALA18512	STRPU_26939
OG0003907	BRALA11770	STRPU_05704, STRPU_03722
OG0003908	BRALA17141	STRPU_23887
OG0003910	BRALA23005	STRPU_16982
OG0003911	BRALA13724	STRPU_24667
OG0003912	BRALA26575	STRPU_26148
OG0003913	BRALA05130	STRPU_18325, STRPU_01122
OG0003914	BRALA04182	STRPU_23090
OG0003915	BRALA12140	STRPU_06949
OG0003916	BRALA19092	STRPU_26241
OG0003917	BRALA18730	STRPU_04930
OG0003918	BRALA03733	STRPU_04601
OG0003919	BRALA27666	STRPU_14837
OG0003920	BRALA23721	STRPU_17479
OG0003921	BRALA09641	STRPU_24499
OG0003923	BRALA14453	STRPU_13944, STRPU_13941
OG0003924	BRALA04026	STRPU_22928, STRPU_22927
OG0003925	BRALA05610	STRPU_11004, STRPU_00344
OG0003926	BRALA05443	STRPU_10755
OG0003928	BRALA03296	STRPU_25726
OG0003929	BRALA34730, BRALA06612	STRPU_25575
OG0003930	BRALA02295	STRPU_11790
OG0003931	BRALA25275	STRPU_08493
OG0003932	BRALA01444	STRPU_13334
OG0003932	BRALA02585	STRPU_15755
OG0003933	BRALA28039	STRPU_23156
OG0003934	BRALA01058	STRPU_24564
OG0003935	BRALA13280, BRALA03846, BRALA20864	STRPU_20857, STRPU_20894
OG0003936	BRALA34488	STRPU_26066
OG0003937	BRALA25602	STRPU_10312
OG0003938	BRALA24502	STRPU_17909
OG0003939	BRALA05196	STRPU_18436, STRPU_18437, STRPU_18479
OG0003940	BRALA15373	STRPU_21913
OG0003942	BRALA34122	STRPU_10724
OG0003943	BRALA01879, BRALA01880	STRPU_07574
OG0003944	BRALA12422	STRPU_26716
OG0003945	BRALA25345	STRPU_12909
OG0003946	BRALA21665	STRPU_09832
OG0003947	BRALA29298	STRPU_09926
OG0003948	BRALA14249	STRPU_09826
OG0003949	BRALA02048, BRALA07193, BRALA30122, BRALA20244, BRALA02045	STRPU_12187
OG0003950	BRALA02049	STRPU_12188
OG0003951	BRALA15284	STRPU_23993
OG0003952	BRALA23419	STRPU_11840
OG0003953	BRALA23252	STRPU_05378
OG0003954	BRALA16702	STRPU_07256, STRPU_07231
OG0003955	BRALA20185	STRPU_05331
OG0003956	BRALA05102	STRPU_18464, STRPU_18425
OG0003957	BRALA03349	STRPU_25510
OG0003958	BRALA33511	STRPU_04451
OG0003959	BRALA02632	STRPU_20127
OG0003960	BRALA02491	STRPU_12093
OG0003962	BRALA34272	STRPU_05218
OG0003963	BRALA34373	STRPU_07374
OG0003964	BRALA23648	STRPU_19393
OG0003964	BRALA12174, BRALA12173, BRALA12175	STRPU_23696
OG0003965	BRALA31971	STRPU_01083, STRPU_24217
OG0003966	BRALA24386	STRPU_17582, STRPU_17569
OG0003967	BRALA26387	STRPU_08909, STRPU_00918
OG0003968	BRALA12045	STRPU_02867, STRPU_17095
OG0003969	BRALA31035	STRPU_21355
OG0003970	BRALA04290	STRPU_14715
OG0003971	BRALA17785	STRPU_03433
OG0003972	BRALA03399	STRPU_25335
OG0003973	BRALA22301	STRPU_21229, STRPU_21231
OG0003976	BRALA25838	STRPU_09678, STRPU_09677
OG0003984	BRALA32184	STRPU_11419
OG0003998	BRALA31907	STRPU_20556
OG0003999	BRALA00082	STRPU_01968, STRPU_22810
OG0004002	BRALA24418	STRPU_21325
OG0004003	BRALA33294, BRALA12151	STRPU_19422
OG0004004	BRALA00327	STRPU_16146
OG0004005	BRALA14573	STRPU_16657, STRPU_16683
OG0004006	BRALA31286	STRPU_04991
OG0004007	BRALA01057	STRPU_19148
OG0004008	BRALA30848	STRPU_18873, STRPU_20488
OG0004009	BRALA28666	STRPU_04637, STRPU_04668
OG0004010	BRALA00694, BRALA29812	STRPU_18499
OG0004011	BRALA06852	STRPU_04289, STRPU_04319
OG0004012	BRALA21712	STRPU_09870
OG0004014	BRALA12884	STRPU_01097, STRPU_24202
OG0004015	BRALA28855	STRPU_18380
OG0004016	BRALA07122	STRPU_16841
OG0004017	BRALA15067	STRPU_14536
OG0004019	BRALA02398	STRPU_06670
OG0004020	BRALA33134	STRPU_06472
OG0004021	BRALA27677, BRALA23566	STRPU_14759, STRPU_02563
OG0004022	BRALA09008, BRALA15698	STRPU_02269, STRPU_17653
OG0004023	BRALA27308	STRPU_25909
OG0004024	BRALA19457	STRPU_24617
OG0004027	BRALA35222	STRPU_13511
OG0004028	BRALA06730	STRPU_04568
OG0004031	BRALA30314	STRPU_21388
OG0004032	BRALA12147	STRPU_06807
OG0004033	BRALA13287	STRPU_21510
OG0004034	BRALA08468, BRALA08467	STRPU_26813
OG0004035	BRALA20551	STRPU_25661
OG0004036	BRALA19286	STRPU_17564, STRPU_17586
OG0004037	BRALA29961	STRPU_06495
OG0004038	BRALA05335	STRPU_06801
OG0004039	BRALA14564, BRALA14563	STRPU_16999
OG0004040	BRALA29252	STRPU_05771
OG0004041	BRALA26134	STRPU_21042
OG0004042	BRALA14677	STRPU_16694, STRPU_16667
OG0004043	BRALA19274	STRPU_18032
OG0004044	BRALA10276	STRPU_24535
OG0004045	BRALA11417, BRALA32867	STRPU_09829
OG0004046	BRALA07240	STRPU_14361
OG0004047	BRALA04429, BRALA18670, BRALA08115	STRPU_08496
OG0004048	BRALA24410	STRPU_10205
OG0004049	BRALA27969	STRPU_17384
OG0004050	BRALA35170	STRPU_22597
OG0004051	BRALA10732	STRPU_22150
OG0004052	BRALA07966	STRPU_23378
OG0004053	BRALA15092	STRPU_26759, STRPU_26744
OG0004054	BRALA28842	STRPU_20700
OG0004055	BRALA16890	STRPU_08814
OG0004056	BRALA04140	STRPU_23719
OG0004057	BRALA08841	STRPU_11804
OG0004059	BRALA22286	STRPU_21348
OG0004060	BRALA22527	STRPU_13836
OG0004061	BRALA00733	STRPU_18518, STRPU_19001
OG0004062	BRALA16266	STRPU_09567
OG0004063	BRALA19295	STRPU_17709
OG0004064	BRALA01479	STRPU_24939
OG0004065	BRALA17282	STRPU_11423
OG0004066	BRALA27555	STRPU_19652, STRPU_19669
OG0004066	BRALA27550	STRPU_19819, STRPU_19815
OG0004067	BRALA11637	STRPU_06102
OG0004068	BRALA34877, BRALA19301	STRPU_17877
OG0004069	BRALA04243	STRPU_23907
OG0004070	BRALA10466	STRPU_08271
OG0004071	BRALA18327	STRPU_20340
OG0004072	BRALA17054	STRPU_14126, STRPU_14112
OG0004073	BRALA24719	STRPU_11758
OG0004075	BRALA26090	STRPU_13427, STRPU_13424, STRPU_13422, STRPU_13420
OG0004076	BRALA15154	STRPU_00594, STRPU_07563
OG0004077	BRALA18311	STRPU_19390
OG0004078	BRALA29301, BRALA35758	STRPU_09343
OG0004079	BRALA08294	STRPU_05743
OG0004080	BRALA20296	STRPU_13277
OG0004081	BRALA31261	STRPU_06127
OG0004082	BRALA01474	STRPU_24384
OG0004083	BRALA25007	STRPU_21744, STRPU_21680
OG0004084	BRALA28518	STRPU_07666, STRPU_18901
OG0004085	BRALA24215	STRPU_06109
OG0004086	BRALA17474	STRPU_21572, STRPU_00282
OG0004087	BRALA10704	STRPU_23491
OG0004088	BRALA35514, BRALA21666	STRPU_18617
OG0004089	BRALA08677, BRALA08678	STRPU_00370, STRPU_11032
OG0004090	BRALA11298	STRPU_24163
OG0004091	BRALA00652	STRPU_19319
OG0004092	BRALA07368	STRPU_13303
OG0004093	BRALA30875	STRPU_09708, STRPU_09752
OG0004094	BRALA20617	STRPU_20262
OG0004095	BRALA07608	STRPU_12681, STRPU_12680
