Orthogroup	BRALA	APOSC_ok
OG0003659	BRALA07055	APOSC_18860
OG0003660	BRALA03685	APOSC_09904, APOSC_09903
OG0003662	BRALA28700	APOSC_21598
OG0003663	BRALA03839, BRALA03841	APOSC_10877
OG0003664	BRALA25355	APOSC_08966
OG0003665	BRALA15969, BRALA08702	APOSC_04754, APOSC_25726
OG0003666	BRALA25648	APOSC_05812
OG0003667	BRALA23582	APOSC_08066
OG0003668	BRALA16595	APOSC_25254
OG0003669	BRALA01156	APOSC_15477
OG0003671	BRALA32769	APOSC_08142
OG0003672	BRALA18633	APOSC_19065
OG0003673	BRALA19291	APOSC_15147
OG0003674	BRALA13017	APOSC_28516, APOSC_28518
OG0003675	BRALA11375	APOSC_28034
OG0003676	BRALA14472	APOSC_19440
OG0003677	BRALA09088	APOSC_09551
OG0003678	BRALA05291	APOSC_24849
OG0003679	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231	APOSC_05717
OG0003680	BRALA09741	APOSC_16106
OG0003681	BRALA02162	APOSC_15622, APOSC_06679
OG0003682	BRALA10785, BRALA10910	APOSC_08734, APOSC_08733
OG0003683	BRALA22205	APOSC_17206
OG0003684	BRALA26598	APOSC_26190
OG0003685	BRALA04329	APOSC_09627
OG0003686	BRALA12463	APOSC_08575
OG0003687	BRALA14064	APOSC_02961
OG0003688	BRALA26787	APOSC_12988, APOSC_12989
OG0003689	BRALA09157	APOSC_14402
OG0003690	BRALA33355, BRALA34982	APOSC_12760
OG0003691	BRALA22954	APOSC_18065, APOSC_08084
OG0003692	BRALA28877	APOSC_29035
OG0003693	BRALA09225	APOSC_02780
OG0003694	BRALA07902	APOSC_22584, APOSC_22583
OG0003695	BRALA21829	APOSC_04824
OG0003696	BRALA20035	APOSC_01727
OG0003697	BRALA16767	APOSC_19087
OG0003698	BRALA21409	APOSC_02793
OG0003699	BRALA35351	APOSC_03578, APOSC_11615
OG0003700	BRALA23022	APOSC_13023
OG0003701	BRALA16004	APOSC_12893
OG0003702	BRALA28909	APOSC_17129
OG0003703	BRALA02399	APOSC_27805
OG0003704	BRALA17852	APOSC_20184
OG0003705	BRALA17124	APOSC_05948
OG0003706	BRALA21768	APOSC_20014
OG0003707	BRALA13435	APOSC_05582, APOSC_05581
OG0003708	BRALA19031	APOSC_15736
OG0003709	BRALA03316	APOSC_15334, APOSC_13159, APOSC_12769
OG0003710	BRALA29789	APOSC_14492, APOSC_14493
OG0003711	BRALA03254	APOSC_11492
OG0003712	BRALA11231	APOSC_02385
OG0003713	BRALA01757	APOSC_27942
OG0003714	BRALA14362	APOSC_14044, APOSC_17805, APOSC_10687, APOSC_05091, APOSC_29083, APOSC_21985, APOSC_29084, APOSC_01371
OG0003716	BRALA32334	APOSC_21311
OG0003717	BRALA21117	APOSC_07881
OG0003718	BRALA07126	APOSC_00053
OG0003719	BRALA14607	APOSC_22019
OG0003720	BRALA02638	APOSC_08724
OG0003721	BRALA12038	APOSC_17333
OG0003722	BRALA24100	APOSC_05010
OG0003724	BRALA05473	APOSC_21114
OG0003725	BRALA00696	APOSC_21258
OG0003726	BRALA15025, BRALA15024	APOSC_23965, APOSC_27271
OG0003727	BRALA25125	APOSC_07996
OG0003728	BRALA23646	APOSC_04359
OG0003729	BRALA06888, BRALA06951	APOSC_17222
OG0003730	BRALA29533	APOSC_26661
OG0003731	BRALA21198	APOSC_22671
OG0003732	BRALA11685	APOSC_11996, APOSC_11995, APOSC_09876
OG0003733	BRALA01134	APOSC_16729
OG0003734	BRALA21794	APOSC_26658, APOSC_13258, APOSC_04893
OG0003735	BRALA34167	APOSC_04977, APOSC_04976, APOSC_04975
OG0003736	BRALA33666, BRALA33744	APOSC_13821
OG0003737	BRALA17522	APOSC_02922
OG0003738	BRALA18659	APOSC_26676
OG0003739	BRALA14467	APOSC_28370
OG0003742	BRALA18578	APOSC_22045
OG0003743	BRALA23724	APOSC_27109
OG0003744	BRALA24796	APOSC_22292, APOSC_22293
OG0003745	BRALA06719, BRALA03263, BRALA30410	APOSC_14669, APOSC_14668
OG0003746	BRALA17015	APOSC_24125
OG0003747	BRALA30716	APOSC_04812
OG0003748	BRALA12755	APOSC_18301, APOSC_24509
OG0003749	BRALA26426, BRALA26425	APOSC_00198
OG0003750	BRALA18863	APOSC_11143
OG0003751	BRALA32676, BRALA06904	APOSC_05399
OG0003752	BRALA25856	APOSC_24363
OG0003753	BRALA16740	APOSC_21092, APOSC_19186
OG0003754	BRALA29308	APOSC_02725
OG0003755	BRALA35547, BRALA34607	APOSC_08866
OG0003756	BRALA19970	APOSC_14136, APOSC_14135
OG0003757	BRALA13359	APOSC_05657, APOSC_05656
OG0003758	BRALA00093	APOSC_02734
OG0003759	BRALA05624	APOSC_17081
OG0003760	BRALA17848	APOSC_20897
OG0003761	BRALA04263	APOSC_03791, APOSC_03790
OG0003762	BRALA18646	APOSC_05839
OG0003764	BRALA25043	APOSC_01401
OG0003767	BRALA03143	APOSC_23704, APOSC_02560
OG0003768	BRALA11897	APOSC_28826
OG0003769	BRALA26566	APOSC_02783, APOSC_02782
OG0003770	BRALA19409	APOSC_13841
OG0003771	BRALA16711	APOSC_21005
OG0003772	BRALA31033	APOSC_14317, APOSC_14318
OG0003773	BRALA23295, BRALA25770, BRALA25032	APOSC_22519
OG0003776	BRALA09052	APOSC_27686, APOSC_02987, APOSC_01377
OG0003777	BRALA06297	APOSC_05890
OG0003778	BRALA19187	APOSC_25204
OG0003779	BRALA31824	APOSC_23333, APOSC_23332
OG0003795	BRALA19714	APOSC_01022
OG0003798	BRALA18800	APOSC_08296
OG0003803	BRALA01090	APOSC_17027
OG0003805	BRALA28947, BRALA34265, BRALA29646, BRALA19070, BRALA24692	APOSC_15953
OG0003806	BRALA06429	APOSC_10907, APOSC_13794, APOSC_10906
OG0003807	BRALA25353	APOSC_00860, APOSC_00859
OG0003808	BRALA10356	APOSC_06171, APOSC_06172
OG0003809	BRALA03811	APOSC_19356
OG0003810	BRALA11857	APOSC_24542
OG0003811	BRALA19420	APOSC_28788, APOSC_28789
OG0003812	BRALA05555	APOSC_18903
OG0003813	BRALA03804	APOSC_14390
OG0003815	BRALA24118	APOSC_20818
OG0003816	BRALA06868	APOSC_10861, APOSC_10860, APOSC_10859, APOSC_10862
OG0003818	BRALA21446	APOSC_12257
OG0003820	BRALA22842, BRALA27361, BRALA30515, BRALA22840, BRALA29767, BRALA22841	APOSC_23379
OG0003821	BRALA15354, BRALA15353	APOSC_20352
OG0003822	BRALA09143	APOSC_15735
OG0003823	BRALA13717	APOSC_21830
OG0003824	BRALA21415	APOSC_04795, APOSC_04794
OG0003825	BRALA17596	APOSC_18536
OG0003826	BRALA34230	APOSC_17419
OG0003827	BRALA00778, BRALA00768	APOSC_07833
OG0003828	BRALA27337	APOSC_14010
OG0003829	BRALA02842	APOSC_19129
OG0003830	BRALA15659	APOSC_12451
OG0003831	BRALA11875	APOSC_04801, APOSC_16984, APOSC_00627, APOSC_18338, APOSC_25951, APOSC_17003
OG0003832	BRALA17319	APOSC_12737
OG0003833	BRALA19235	APOSC_14015, APOSC_26614
OG0003834	BRALA27607	APOSC_25052
OG0003835	BRALA21118	APOSC_09274
OG0003836	BRALA34236, BRALA34753	APOSC_03836
OG0003837	BRALA19478	APOSC_12128
OG0003839	BRALA02789	APOSC_26720
OG0003840	BRALA04449	APOSC_03583
OG0003842	BRALA00315	APOSC_04752, APOSC_04753
OG0003843	BRALA33818	APOSC_17245
OG0003843	BRALA34158	APOSC_07122
OG0003844	BRALA16546	APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569
OG0003845	BRALA30351	APOSC_23847
OG0003846	BRALA21704	APOSC_01229
OG0003847	BRALA03050	APOSC_00975
OG0003848	BRALA21811	APOSC_12433
OG0003849	BRALA21745, BRALA21651	APOSC_02184
OG0003850	BRALA19297	APOSC_06463
OG0003851	BRALA10712	APOSC_27756
OG0003852	BRALA04443	APOSC_27352
OG0003853	BRALA15182	APOSC_04073
OG0003854	BRALA15033	APOSC_14713
OG0003855	BRALA15994	APOSC_03654
OG0003857	BRALA06379	APOSC_04358
OG0003858	BRALA15163	APOSC_25588
OG0003859	BRALA26266	APOSC_10642, APOSC_21993
OG0003861	BRALA12361	APOSC_21656
OG0003862	BRALA30431	APOSC_08543
OG0003863	BRALA16261	APOSC_19667
OG0003864	BRALA28844	APOSC_02644, APOSC_02643
OG0003865	BRALA11341	APOSC_28988
OG0003866	BRALA23698	APOSC_22466
OG0003868	BRALA21807	APOSC_27663
OG0003869	BRALA14443	APOSC_00347, APOSC_00348
OG0003870	BRALA07708	APOSC_17219
OG0003872	BRALA30315	APOSC_02701
OG0003873	BRALA05761	APOSC_19201
OG0003874	BRALA01611	APOSC_04239
OG0003875	BRALA35166	APOSC_05969
OG0003876	BRALA00896	APOSC_09137
OG0003877	BRALA23816	APOSC_00794, APOSC_00795, APOSC_00278
OG0003878	BRALA20063	APOSC_09689
OG0003879	BRALA15031	APOSC_26925
OG0003880	BRALA11582	APOSC_22538
OG0003881	BRALA24783	APOSC_23136
OG0003882	BRALA03161	APOSC_23637
OG0003883	BRALA11445	APOSC_26942
OG0003884	BRALA08005	APOSC_05090
OG0003885	BRALA23768	APOSC_18039
OG0003886	BRALA04852	APOSC_23174
OG0003887	BRALA20668	APOSC_03357
OG0003888	BRALA19321	APOSC_24599
OG0003889	BRALA06547, BRALA06540, BRALA02812, BRALA02816, BRALA30158	APOSC_27027
OG0003890	BRALA26936	APOSC_28156
OG0003892	BRALA22723	APOSC_27794, APOSC_27793
OG0003893	BRALA24429	APOSC_23559
OG0003894	BRALA10135, BRALA10136	APOSC_10489, APOSC_10490
OG0003895	BRALA13986	APOSC_12472
OG0003896	BRALA13108	APOSC_25208
OG0003897	BRALA24446	APOSC_21763
OG0003898	BRALA06113	APOSC_19432
OG0003899	BRALA08278	APOSC_22343
OG0003900	BRALA17436	APOSC_04165
OG0003901	BRALA14426, BRALA08560, BRALA08561	APOSC_21632
OG0003902	BRALA28272, BRALA09979, BRALA18180, BRALA17740	APOSC_11133, APOSC_27071, APOSC_23314, APOSC_23315, APOSC_10549, APOSC_08442, APOSC_08441, APOSC_08440
OG0003903	BRALA12337	APOSC_19999
OG0003904	BRALA04278	APOSC_15257
OG0003905	BRALA08898	APOSC_03588
OG0003906	BRALA18512	APOSC_08587
OG0003907	BRALA11770	APOSC_17622
OG0003910	BRALA23005	APOSC_21565
OG0003911	BRALA13724	APOSC_05120
OG0003912	BRALA26575	APOSC_15763, APOSC_28939
OG0003913	BRALA05130	APOSC_05119
OG0003914	BRALA04182	APOSC_04314
OG0003915	BRALA12140	APOSC_24329, APOSC_24330
OG0003916	BRALA19092	APOSC_10822
OG0003917	BRALA18730	APOSC_06187
OG0003918	BRALA03733	APOSC_02265
OG0003920	BRALA23721	APOSC_10746
OG0003921	BRALA09641	APOSC_12515, APOSC_12516
OG0003922	BRALA25868, BRALA02161	APOSC_11194, APOSC_28594
OG0003923	BRALA14453	APOSC_27950
OG0003925	BRALA05610	APOSC_07611
OG0003926	BRALA05443	APOSC_26826
OG0003928	BRALA03296	APOSC_02544
OG0003929	BRALA34730, BRALA06612	APOSC_06476
OG0003930	BRALA02295	APOSC_13770, APOSC_13771
OG0003931	BRALA25275	APOSC_13164, APOSC_13163, APOSC_13162
OG0003932	BRALA01444	APOSC_27565, APOSC_27566
OG0003932	BRALA02585	APOSC_06227
OG0003933	BRALA28039	APOSC_18503
OG0003935	BRALA13280, BRALA03846, BRALA20864	APOSC_16375, APOSC_10688
OG0003936	BRALA34488, BRALA03060, BRALA34821	APOSC_20913, APOSC_20914
OG0003937	BRALA25602	APOSC_15204
OG0003938	BRALA24502	APOSC_18586, APOSC_24798, APOSC_19288, APOSC_22355, APOSC_08270, APOSC_24799
OG0003939	BRALA05196	APOSC_20627
OG0003940	BRALA15373	APOSC_29077
OG0003942	BRALA34122	APOSC_06273
OG0003943	BRALA01879, BRALA01880	APOSC_15785
OG0003944	BRALA12422	APOSC_04799
OG0003945	BRALA25345	APOSC_03054
OG0003946	BRALA21665	APOSC_04056
OG0003947	BRALA29298	APOSC_09900
OG0003948	BRALA14249	APOSC_20663
OG0003949	BRALA02048, BRALA07193, BRALA30122, BRALA20244, BRALA02045	APOSC_07284
OG0003950	BRALA02049	APOSC_26776
OG0003951	BRALA15284	APOSC_02492
OG0003952	BRALA23419	APOSC_20700
OG0003953	BRALA23252	APOSC_22656
OG0003954	BRALA16702	APOSC_02411, APOSC_02412, APOSC_02413
OG0003955	BRALA20185	APOSC_20455
OG0003956	BRALA05102	APOSC_19023
OG0003957	BRALA03349	APOSC_24926
OG0003958	BRALA33511	APOSC_22790
OG0003959	BRALA02632	APOSC_17473
OG0003960	BRALA02491	APOSC_21636, APOSC_27152
OG0003961	BRALA09640	APOSC_08944, APOSC_01415, APOSC_09465
OG0003962	BRALA34272	APOSC_06351
OG0003964	BRALA23648	APOSC_27857
OG0003964	BRALA12174, BRALA12173, BRALA12175	APOSC_02451
OG0003965	BRALA31971	APOSC_27311, APOSC_04938, APOSC_21685
OG0003966	BRALA24386	APOSC_04287, APOSC_04286
OG0003967	BRALA26387	APOSC_26278, APOSC_00755
OG0003968	BRALA12045	APOSC_18591
OG0003969	BRALA31035	APOSC_28380
OG0003970	BRALA04290	APOSC_12020
OG0003971	BRALA17785	APOSC_13871, APOSC_13872
OG0003972	BRALA03399	APOSC_12719
OG0003973	BRALA22301	APOSC_26122
OG0003976	BRALA25838	APOSC_10421, APOSC_09389, APOSC_19130
OG0003999	BRALA00082	APOSC_26670, APOSC_28991
OG0004000	BRALA28671	APOSC_16851, APOSC_16850
OG0004002	BRALA24418	APOSC_26495, APOSC_06566
OG0004003	BRALA33294, BRALA12151	APOSC_24953
OG0004004	BRALA00327	APOSC_12248
OG0004005	BRALA14573	APOSC_22073
OG0004006	BRALA31286	APOSC_24936, APOSC_04405
OG0004006	BRALA35212	APOSC_19679, APOSC_22807
OG0004006	BRALA31287	APOSC_20863
OG0004007	BRALA01057	APOSC_15413
OG0004009	BRALA28666	APOSC_06993
OG0004010	BRALA00694, BRALA29812	APOSC_29079
OG0004011	BRALA06852	APOSC_05203
OG0004012	BRALA21712	APOSC_16235
OG0004014	BRALA12884	APOSC_20610
OG0004015	BRALA28855	APOSC_17114
OG0004016	BRALA07122	APOSC_22784
OG0004017	BRALA15067	APOSC_19336
OG0004019	BRALA02398	APOSC_05230
OG0004021	BRALA27677, BRALA23566	APOSC_11091
OG0004022	BRALA09008, BRALA15698	APOSC_12529
OG0004023	BRALA27308	APOSC_09668
OG0004024	BRALA19457	APOSC_24614
OG0004027	BRALA35222	APOSC_22364, APOSC_17364
OG0004028	BRALA06730	APOSC_12300
OG0004031	BRALA30314	APOSC_23905
OG0004032	BRALA12147	APOSC_10005
OG0004033	BRALA13287	APOSC_11152
OG0004034	BRALA08467	APOSC_05299
OG0004035	BRALA20551	APOSC_20229
OG0004036	BRALA19286	APOSC_26656
OG0004037	BRALA29961	APOSC_28831
OG0004038	BRALA05335	APOSC_01523
OG0004039	BRALA14564, BRALA14563	APOSC_16429
OG0004041	BRALA26134	APOSC_21580
OG0004042	BRALA14677	APOSC_19825
OG0004043	BRALA19274	APOSC_00567
OG0004044	BRALA10276	APOSC_05770
OG0004045	BRALA11417, BRALA32867	APOSC_14071, APOSC_14073, APOSC_14072
OG0004046	BRALA07240	APOSC_03950
OG0004046	BRALA12739	APOSC_05400
OG0004047	BRALA04429, BRALA18670, BRALA08115	APOSC_21433
OG0004048	BRALA24410	APOSC_03269
OG0004049	BRALA27969	APOSC_16733
OG0004050	BRALA35170	APOSC_11730
OG0004051	BRALA10732	APOSC_25343
OG0004052	BRALA07966	APOSC_23309
OG0004053	BRALA15092	APOSC_19964
OG0004054	BRALA28842	APOSC_22506
OG0004055	BRALA16890	APOSC_24425
OG0004056	BRALA04140	APOSC_26145, APOSC_12387
OG0004057	BRALA08841	APOSC_25009
OG0004059	BRALA22286	APOSC_17749
OG0004060	BRALA22527	APOSC_16549, APOSC_14343
OG0004061	BRALA00733	APOSC_15590
OG0004062	BRALA16266	APOSC_28106, APOSC_18721
OG0004063	BRALA19295	APOSC_25045
OG0004064	BRALA01479	APOSC_04465
OG0004065	BRALA17282	APOSC_27712
OG0004066	BRALA27555	APOSC_23734
OG0004066	BRALA27550	APOSC_24624
OG0004067	BRALA11637	APOSC_24467
OG0004068	BRALA19301	APOSC_26334, APOSC_26328, APOSC_08080, APOSC_18086, APOSC_17542
OG0004069	BRALA04243	APOSC_23393, APOSC_23392
OG0004070	BRALA10466	APOSC_25704
OG0004071	BRALA18327	APOSC_26899
OG0004072	BRALA17054	APOSC_16871
OG0004073	BRALA24719	APOSC_26782
OG0004075	BRALA26090	APOSC_15061, APOSC_07499
OG0004076	BRALA15154	APOSC_17521
OG0004077	BRALA18311	APOSC_16374
OG0004078	BRALA29301	APOSC_08208
OG0004079	BRALA08294	APOSC_18093
OG0004080	BRALA20296	APOSC_26211, APOSC_26210
OG0004081	BRALA31261	APOSC_09127
OG0004082	BRALA01474	APOSC_04843
OG0004083	BRALA25007	APOSC_05092
OG0004084	BRALA28518	APOSC_14613
OG0004085	BRALA24215	APOSC_16126
OG0004086	BRALA17474	APOSC_12553
OG0004087	BRALA10704	APOSC_05303
OG0004088	BRALA35514, BRALA21666	APOSC_06799, APOSC_06800
OG0004089	BRALA08677, BRALA08678	APOSC_13671
OG0004090	BRALA11298	APOSC_24285, APOSC_20269
OG0004091	BRALA00652	APOSC_12845
OG0004092	BRALA07368	APOSC_18299
OG0004093	BRALA33199, BRALA30875, BRALA33894	APOSC_16358
OG0004094	BRALA20617	APOSC_04403
OG0004095	BRALA07608	APOSC_23518, APOSC_16725
OG0004096	BRALA14331, BRALA21352	APOSC_13674
OG0004097	BRALA13028	APOSC_02415, APOSC_15719
OG0004098	BRALA00651, BRALA22068	APOSC_08501, APOSC_08500
OG0004099	BRALA10432	APOSC_18713
OG0004100	BRALA17153	APOSC_15294
OG0004101	BRALA04835	APOSC_13319
OG0004104	BRALA01671	APOSC_18419
OG0004105	BRALA13768	APOSC_20157, APOSC_20158
OG0004106	BRALA18745	APOSC_10773
OG0004107	BRALA03118, BRALA03117, BRALA22370	APOSC_07621
OG0004108	BRALA18855	APOSC_13049, APOSC_13048
OG0004110	BRALA23943	APOSC_11200
OG0004111	BRALA01428	APOSC_09767
OG0004112	BRALA23194, BRALA23191	APOSC_07040
OG0004113	BRALA20061	APOSC_14445
OG0004114	BRALA25904, BRALA21514	APOSC_10050
OG0004116	BRALA25003	APOSC_01511, APOSC_01512
OG0004117	BRALA17850	APOSC_13222, APOSC_13221
OG0004118	BRALA12736	APOSC_06300
OG0004119	BRALA11157, BRALA08493	APOSC_04401, APOSC_04402
OG0004120	BRALA23954	APOSC_22567, APOSC_22568
OG0004121	BRALA08686	APOSC_26762
OG0004123	BRALA14695	APOSC_21790
OG0004124	BRALA30068	APOSC_08825
OG0004125	BRALA04625	APOSC_11946
OG0004126	BRALA25788	APOSC_01843
OG0004127	BRALA16633	APOSC_07047
OG0004129	BRALA09427	APOSC_17304, APOSC_28066
OG0004130	BRALA09545	APOSC_15010
OG0004132	BRALA03249	APOSC_10373
OG0004133	BRALA12128	APOSC_04232
OG0004135	BRALA06179	APOSC_06031
OG0004136	BRALA00698, BRALA29816	APOSC_21530
OG0004137	BRALA13495, BRALA13496, BRALA13493, BRALA13494	APOSC_00636
OG0004138	BRALA24513	APOSC_03411
OG0004139	BRALA00917	APOSC_17399
OG0004140	BRALA19957	APOSC_06874
OG0004141	BRALA17214	APOSC_16231
OG0004142	BRALA19738	APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815
OG0004143	BRALA09465	APOSC_27168, APOSC_27167
OG0004144	BRALA07433	APOSC_00660
OG0004145	BRALA26159	APOSC_15326
OG0004146	BRALA17718	APOSC_14892
OG0004147	BRALA00106	APOSC_19122
OG0004148	BRALA18127	APOSC_15043, APOSC_15044
OG0004149	BRALA12146	APOSC_02970, APOSC_02971
OG0004150	BRALA21716	APOSC_13759
OG0004151	BRALA19064	APOSC_00107
OG0004153	BRALA03854	APOSC_08022
OG0004154	BRALA10484, BRALA09813	APOSC_22416
OG0004155	BRALA02319	APOSC_11654, APOSC_19206
OG0004156	BRALA26080	APOSC_06425
OG0004157	BRALA20324	APOSC_27434
OG0004158	BRALA04798	APOSC_10209
OG0004159	BRALA15234	APOSC_12951
OG0004160	BRALA00725	APOSC_03754
OG0004161	BRALA34496, BRALA03572	APOSC_20917
OG0004162	BRALA23043	APOSC_12130
OG0004164	BRALA03976, BRALA31557	APOSC_18496
OG0004166	BRALA16339	APOSC_13131
OG0004167	BRALA26238	APOSC_00650
OG0004169	BRALA13050	APOSC_25303
OG0004170	BRALA34920	APOSC_03003
OG0004171	BRALA08003	APOSC_27996, APOSC_27995
OG0004174	BRALA00787	APOSC_11600
OG0004175	BRALA16129	APOSC_14869
OG0004176	BRALA03590	APOSC_27087
OG0004178	BRALA20094	APOSC_21497
OG0004179	BRALA16718	APOSC_26029
OG0004180	BRALA17055	APOSC_05627
OG0004181	BRALA15876	APOSC_19298, APOSC_19299
OG0004182	BRALA19314	APOSC_22372, APOSC_24923
OG0004183	BRALA25934, BRALA25935	APOSC_23810
OG0004184	BRALA33857	APOSC_01611
OG0004185	BRALA11719	APOSC_24657
OG0004186	BRALA20859	APOSC_12750
OG0004187	BRALA03251	APOSC_18178
OG0004188	BRALA30311	APOSC_19051
OG0004189	BRALA28411	APOSC_00415
OG0004190	BRALA25028	APOSC_03589
OG0004194	BRALA19939, BRALA19941, BRALA19942, BRALA07428, BRALA19954, BRALA19956, BRALA19953	APOSC_21076
OG0004214	BRALA01455, BRALA01456	APOSC_21908, APOSC_21906, APOSC_21907
OG0004215	BRALA22830	APOSC_16447
OG0004216	BRALA03093	APOSC_18234
OG0004217	BRALA11886	APOSC_15366, APOSC_15365
OG0004218	BRALA35691, BRALA11369, BRALA27082	APOSC_15148
OG0004219	BRALA29983, BRALA33234	APOSC_25433, APOSC_25434
OG0004220	BRALA17127	APOSC_28409, APOSC_28408
OG0004222	BRALA26148	APOSC_24192
OG0004223	BRALA09691	APOSC_28636, APOSC_28635
OG0004225	BRALA18596	APOSC_27259
OG0004226	BRALA09090	APOSC_11744
OG0004227	BRALA26674	APOSC_07436
OG0004229	BRALA03705	APOSC_18807
OG0004230	BRALA25002	APOSC_11830
OG0004231	BRALA18489	APOSC_04324
OG0004232	BRALA34160	APOSC_20829, APOSC_20830
OG0004233	BRALA18749	APOSC_18789
OG0004234	BRALA15853	APOSC_10718
OG0004235	BRALA11235	APOSC_13621
OG0004236	BRALA21571	APOSC_09759
OG0004237	BRALA11898	APOSC_08707, APOSC_07559
OG0004239	BRALA02912	APOSC_00833
OG0004240	BRALA22623	APOSC_01716
OG0004241	BRALA14197	APOSC_26715
OG0004242	BRALA15049	APOSC_02510
OG0004243	BRALA11315	APOSC_21071
OG0004244	BRALA22724	APOSC_21479
OG0004245	BRALA35301	APOSC_10499, APOSC_10498, APOSC_10497
OG0004246	BRALA25785	APOSC_02127
OG0004247	BRALA24657	APOSC_11597, APOSC_28927, APOSC_11598
OG0004248	BRALA05741	APOSC_02729
OG0004249	BRALA08296	APOSC_05383
OG0004250	BRALA29141	APOSC_22267
OG0004251	BRALA10118	APOSC_06011
OG0004252	BRALA02512	APOSC_15635
OG0004253	BRALA14983	APOSC_17061
OG0004254	BRALA03749	APOSC_08300
OG0004255	BRALA26683	APOSC_05604
OG0004257	BRALA10361	APOSC_16172
OG0004258	BRALA19445	APOSC_15994
OG0004259	BRALA09457	APOSC_13815, APOSC_13814
OG0004260	BRALA04444	APOSC_11794
OG0004261	BRALA19111	APOSC_10630
OG0004262	BRALA34766, BRALA21467	APOSC_02898
OG0004263	BRALA07416	APOSC_25349
OG0004264	BRALA03608	APOSC_15069
OG0004265	BRALA31423	APOSC_13935
OG0004267	BRALA01991	APOSC_05994, APOSC_05993
OG0004268	BRALA12493	APOSC_02867
OG0004269	BRALA05544	APOSC_26344
OG0004270	BRALA18525	APOSC_08577
OG0004271	BRALA09426	APOSC_03782
OG0004272	BRALA01934	APOSC_04474
OG0004273	BRALA06404	APOSC_19429
OG0004274	BRALA20006	APOSC_26837
OG0004275	BRALA29519	APOSC_18680
OG0004277	BRALA30535	APOSC_13693
OG0004278	BRALA14565	APOSC_20389
OG0004279	BRALA20647	APOSC_07885
OG0004280	BRALA23682, BRALA18212	APOSC_04873
OG0004281	BRALA31689, BRALA31688, BRALA35548	APOSC_21034
OG0004282	BRALA14728	APOSC_02423
OG0004283	BRALA22939	APOSC_10311
OG0004284	BRALA11418	APOSC_01925
OG0004285	BRALA29530	APOSC_03562
OG0004286	BRALA14966	APOSC_15917
OG0004287	BRALA17769	APOSC_26057
OG0004288	BRALA03278	APOSC_01399, APOSC_07188
OG0004289	BRALA15160	APOSC_21362
OG0004290	BRALA03150	APOSC_01455
OG0004291	BRALA31457	APOSC_10039
OG0004292	BRALA05406	APOSC_09946
OG0004293	BRALA18161, BRALA02297	APOSC_28923
OG0004293	BRALA03587, BRALA26559, BRALA28382, BRALA00886, BRALA27632, BRALA16565, BRALA22106, BRALA26822	APOSC_19488
OG0004293	BRALA00061, BRALA11403, BRALA27881, BRALA32723, BRALA17682	APOSC_22900, APOSC_12448
OG0004294	BRALA29283	APOSC_18528
OG0004295	BRALA01000	APOSC_09213
OG0004296	BRALA03748	APOSC_26593
OG0004297	BRALA10358	APOSC_02921
OG0004298	BRALA08303	APOSC_05561
OG0004299	BRALA18722	APOSC_24511
OG0004300	BRALA32511	APOSC_16240
OG0004301	BRALA32145	APOSC_06274
OG0004302	BRALA29476	APOSC_19513
OG0004303	BRALA05979	APOSC_24805
OG0004304	BRALA29843	APOSC_08537
OG0004305	BRALA14639	APOSC_13535
OG0004306	BRALA16636	APOSC_27082
OG0004307	BRALA11162	APOSC_13498
OG0004308	BRALA23893	APOSC_21945
OG0004309	BRALA03711	APOSC_21721
OG0004310	BRALA07958	APOSC_02803
OG0004311	BRALA18222	APOSC_26182
OG0004312	BRALA16894	APOSC_18207
OG0004313	BRALA35482	APOSC_09211
OG0004314	BRALA02958	APOSC_20468
OG0004315	BRALA16278	APOSC_13906
OG0004316	BRALA27284	APOSC_18673
OG0004317	BRALA31136	APOSC_12017
OG0004318	BRALA11243	APOSC_23679
OG0004319	BRALA02487	APOSC_18325
OG0004320	BRALA05866	APOSC_24488, APOSC_09036, APOSC_11220
OG0004322	BRALA16694	APOSC_26489
OG0004323	BRALA34818	APOSC_23597
OG0004324	BRALA09811	APOSC_00330
OG0004325	BRALA17672	APOSC_03815
OG0004327	BRALA28777	APOSC_02149, APOSC_02601
OG0004328	BRALA13776	APOSC_00739
OG0004329	BRALA11460	APOSC_22442
OG0004330	BRALA10844	APOSC_23881, APOSC_16360
OG0004331	BRALA25017	APOSC_03020
OG0004333	BRALA14711	APOSC_28574
OG0004334	BRALA05133	APOSC_24451
OG0004335	BRALA11786	APOSC_08465, APOSC_08464
OG0004336	BRALA08041, BRALA03225	APOSC_11848
OG0004337	BRALA11506	APOSC_04062, APOSC_04059, APOSC_04060
OG0004338	BRALA22739	APOSC_18224, APOSC_10748, APOSC_07049, APOSC_27265, APOSC_02738
OG0004339	BRALA14976	APOSC_06450
OG0004341	BRALA18640	APOSC_11753, APOSC_11752
OG0004342	BRALA28668	APOSC_21988, APOSC_21987
OG0004343	BRALA34896, BRALA33692, BRALA34328, BRALA34611	APOSC_00769
OG0004344	BRALA04177	APOSC_16644
OG0004345	BRALA10189	APOSC_22925
OG0004346	BRALA15506	APOSC_06434, APOSC_06435
OG0004347	BRALA23589	APOSC_08065, APOSC_11892
