Orthogroup	BRALA	MOUSE
OG0002990	BRALA27944	MOUSE46843, MOUSE46844, MOUSE36054, MOUSE19416
OG0002991	BRALA24373	MOUSE21236, MOUSE21237, MOUSE21235, MOUSE21239
OG0002992	BRALA10664	MOUSE35586, MOUSE35587, MOUSE35584, MOUSE35585, MOUSE35583, MOUSE35582, MOUSE14642, MOUSE14643
OG0002994	BRALA03071	MOUSE09296, MOUSE09297
OG0002995	BRALA31288	MOUSE07944, MOUSE07943, MOUSE07942, MOUSE07941, MOUSE07938, MOUSE07939, MOUSE07940
OG0002996	BRALA14606	MOUSE09342, MOUSE09341
OG0002997	BRALA22094	MOUSE33712, MOUSE33711
OG0002998	BRALA06170	MOUSE01823, MOUSE01822, MOUSE11334, MOUSE11336, MOUSE11333, MOUSE11335, MOUSE11332
OG0003000	BRALA11264	MOUSE27673
OG0003001	BRALA11352	MOUSE26395, MOUSE26394, MOUSE26397, MOUSE26396
OG0003002	BRALA07344	MOUSE22651, MOUSE02560, MOUSE02559, MOUSE22650, MOUSE22649
OG0003003	BRALA21285, BRALA06728, BRALA22539, BRALA22540	MOUSE34319, MOUSE34320, MOUSE34322, MOUSE34321, MOUSE21673
OG0003004	BRALA28835	MOUSE18689, MOUSE42760
OG0003005	BRALA26150	MOUSE18225
OG0003006	BRALA30180	MOUSE17053, MOUSE17052, MOUSE17054
OG0003007	BRALA01148	MOUSE33080, MOUSE33078, MOUSE33453, MOUSE50352, MOUSE50350
OG0003008	BRALA24826	MOUSE24226, MOUSE24228, MOUSE24227, MOUSE24229
OG0003009	BRALA20909	MOUSE30153, MOUSE30154, MOUSE43074, MOUSE43075, MOUSE43051
OG0003010	BRALA02051	MOUSE46873, MOUSE46874
OG0003011	BRALA12587, BRALA12588	MOUSE39414, MOUSE39417, MOUSE39416, MOUSE39415, MOUSE15024
OG0003012	BRALA17182	MOUSE40624, MOUSE40625, MOUSE40626
OG0003013	BRALA14158, BRALA14160	MOUSE22051, MOUSE22050
OG0003014	BRALA21168	MOUSE12627
OG0003016	BRALA08068	MOUSE36263, MOUSE45221, MOUSE45220
OG0003017	BRALA18273	MOUSE19919
OG0003018	BRALA31319	MOUSE45408
OG0003019	BRALA14323	MOUSE35632, MOUSE35633, MOUSE35636
OG0003021	BRALA34522, BRALA34477	MOUSE04117, MOUSE04116, MOUSE04115, MOUSE04121, MOUSE04118, MOUSE04119, MOUSE04120
OG0003022	BRALA12187	MOUSE29861
OG0003023	BRALA22185	MOUSE02701, MOUSE02700
OG0003024	BRALA29524	MOUSE24541, MOUSE24542, MOUSE24539
OG0003025	BRALA03359	MOUSE17101
OG0003025	BRALA17181	MOUSE13361, MOUSE13360
OG0003026	BRALA10042	MOUSE06294, MOUSE06293
OG0003027	BRALA09779	MOUSE04829, MOUSE04828, MOUSE44803, MOUSE44804, MOUSE44806, MOUSE44807, MOUSE44805
OG0003028	BRALA01708	MOUSE33814, MOUSE33813, MOUSE33812, MOUSE33815
OG0003029	BRALA19961	MOUSE19871, MOUSE19873, MOUSE19872, MOUSE19870
OG0003030	BRALA31370	MOUSE37133, MOUSE37135, MOUSE37130, MOUSE37131, MOUSE37134, MOUSE37132, MOUSE50388
OG0003031	BRALA32296	MOUSE05565, MOUSE05566, MOUSE05567, MOUSE39652, MOUSE39650, MOUSE39651, MOUSE39653, MOUSE39658, MOUSE39649
OG0003033	BRALA33535	MOUSE18942, MOUSE16005
OG0003034	BRALA18733	MOUSE48768, MOUSE48769
OG0003035	BRALA04093	MOUSE48428, MOUSE48431, MOUSE48427, MOUSE48429, MOUSE10173, MOUSE10170, MOUSE10171, MOUSE10175, MOUSE10172
OG0003036	BRALA23667	MOUSE31234
OG0003037	BRALA22643	MOUSE37858
OG0003038	BRALA21188	MOUSE16424, MOUSE16423, MOUSE43256, MOUSE43255, MOUSE43254
OG0003039	BRALA09562	MOUSE52210, MOUSE10220, MOUSE10221, MOUSE10219, MOUSE10223, MOUSE10222, MOUSE10224
OG0003040	BRALA06106	MOUSE04097, MOUSE04096
OG0003041	BRALA13767	MOUSE13446, MOUSE13449, MOUSE13447, MOUSE13448
OG0003042	BRALA14544	MOUSE26381
OG0003043	BRALA15954	MOUSE03995, MOUSE03996
OG0003044	BRALA14962	MOUSE04292, MOUSE04289, MOUSE04286, MOUSE04291, MOUSE04290, MOUSE04288, MOUSE04287
OG0003045	BRALA14809	MOUSE39880, MOUSE39881
OG0003046	BRALA09266	MOUSE10041, MOUSE10042, MOUSE49339, MOUSE10040
OG0003048	BRALA35916, BRALA12484	MOUSE23204, MOUSE23201, MOUSE23203, MOUSE23202
OG0003049	BRALA00969	MOUSE09797, MOUSE09800, MOUSE33262, MOUSE33261, MOUSE33263
OG0003050	BRALA09486, BRALA26101	MOUSE32977, MOUSE32978, MOUSE32983, MOUSE32982, MOUSE32985, MOUSE32984, MOUSE32979, MOUSE32980, MOUSE32981, MOUSE44894, MOUSE32989, MOUSE32991, MOUSE32988, MOUSE32986, MOUSE32987
OG0003051	BRALA00281, BRALA06030	MOUSE22702, MOUSE12616
OG0003052	BRALA09912	MOUSE21302
OG0003053	BRALA01192	MOUSE32705, MOUSE32711, MOUSE32708, MOUSE32709, MOUSE32710, MOUSE32706, MOUSE32707
OG0003054	BRALA14292	MOUSE47597, MOUSE47598, MOUSE47596, MOUSE47600, MOUSE47595
OG0003055	BRALA01152	MOUSE33434, MOUSE33435, MOUSE48879
OG0003057	BRALA12384	MOUSE50125, MOUSE50127, MOUSE50124, MOUSE50122, MOUSE50121, MOUSE50126, MOUSE50128, MOUSE50123
OG0003058	BRALA10357	MOUSE00368, MOUSE18568, MOUSE18565, MOUSE18567, MOUSE18569, MOUSE18566, MOUSE28571, MOUSE28570
OG0003059	BRALA24717	MOUSE02981, MOUSE02982
OG0003060	BRALA01131	MOUSE48788, MOUSE48790, MOUSE31847, MOUSE01639
OG0003061	BRALA22578	MOUSE03045, MOUSE03043, MOUSE03044, MOUSE03042, MOUSE08064, MOUSE08065, MOUSE08066
OG0003062	BRALA21245	MOUSE18998, MOUSE19000, MOUSE18999, MOUSE29106, MOUSE53315, MOUSE53312, MOUSE53313, MOUSE53314
OG0003063	BRALA20041	MOUSE01749, MOUSE01748
OG0003064	BRALA04357	MOUSE47362, MOUSE47361
OG0003065	BRALA24672	MOUSE43098, MOUSE43095, MOUSE43096, MOUSE43094, MOUSE43093
OG0003066	BRALA02294	MOUSE27228, MOUSE01775
OG0003067	BRALA16399	MOUSE47968, MOUSE47967
OG0003069	BRALA13473	MOUSE30220, MOUSE30221
OG0003070	BRALA11422	MOUSE36207, MOUSE36208, MOUSE12817
OG0003070	BRALA11423	MOUSE43612, MOUSE43615, MOUSE43613
OG0003071	BRALA04699, BRALA08113	MOUSE54961, MOUSE54963, MOUSE54962, MOUSE54915, MOUSE54916, MOUSE55382, MOUSE55383, MOUSE55381, MOUSE40316, MOUSE43030, MOUSE40315
OG0003072	BRALA28497	MOUSE31159, MOUSE39251, MOUSE39249, MOUSE39250
OG0003073	BRALA07212	MOUSE04961
OG0003074	BRALA20234, BRALA20235	MOUSE28849, MOUSE19699, MOUSE19698, MOUSE19700
OG0003075	BRALA22295, BRALA32553	MOUSE38797
OG0003077	BRALA32652, BRALA31414	MOUSE17167, MOUSE17168, MOUSE17166, MOUSE05965, MOUSE05961
OG0003078	BRALA33927, BRALA19273	MOUSE03101
OG0003079	BRALA14566	MOUSE01340, MOUSE01337, MOUSE01338, MOUSE32271, MOUSE05150, MOUSE05151, MOUSE01341, MOUSE01336, MOUSE01335
OG0003084	BRALA11828, BRALA11850	MOUSE12593, MOUSE12592, MOUSE54562
OG0003086	BRALA21726, BRALA23186, BRALA15418	MOUSE11105, MOUSE11104
OG0003089	BRALA13302	MOUSE16491, MOUSE16490, MOUSE16485, MOUSE16486, MOUSE16484, MOUSE16492
OG0003090	BRALA26567, BRALA20690, BRALA06105	MOUSE15533, MOUSE18382, MOUSE18383, MOUSE18384, MOUSE15534
OG0003101	BRALA14766	MOUSE34169, MOUSE29374, MOUSE29372, MOUSE29373, MOUSE29137, MOUSE29138, MOUSE34171, MOUSE29139
OG0003103	BRALA06974, BRALA04721	MOUSE00299, MOUSE00298, MOUSE11387
OG0003105	BRALA29850	MOUSE32673
OG0003106	BRALA09165	MOUSE51428, MOUSE51424, MOUSE51425, MOUSE51430, MOUSE51434
OG0003107	BRALA03151	MOUSE49658
OG0003108	BRALA23025	MOUSE02208, MOUSE02205, MOUSE02209, MOUSE02207
OG0003110	BRALA14243	MOUSE13977
OG0003111	BRALA04538	MOUSE50456
OG0003112	BRALA28665, BRALA34089, BRALA29578	MOUSE00748, MOUSE00750, MOUSE00749, MOUSE00751
OG0003115	BRALA18488	MOUSE44908, MOUSE19778, MOUSE30249
OG0003116	BRALA23274	MOUSE30061, MOUSE30062
OG0003118	BRALA00197	MOUSE14611, MOUSE14610, MOUSE23354, MOUSE23355
OG0003120	BRALA18066	MOUSE20868
OG0003121	BRALA15041	MOUSE51687, MOUSE01592, MOUSE01591, MOUSE01593, MOUSE01594
OG0003122	BRALA30971	MOUSE07438, MOUSE07437
OG0003122	BRALA12818	MOUSE39148
OG0003123	BRALA12457, BRALA08747, BRALA08748, BRALA08746, BRALA08745	MOUSE53149, MOUSE49118, MOUSE49117
OG0003124	BRALA34241, BRALA34239, BRALA34780	MOUSE37999, MOUSE37996, MOUSE37997
OG0003125	BRALA22292	MOUSE54482, MOUSE24361, MOUSE24362, MOUSE24360
OG0003127	BRALA22285	MOUSE07499, MOUSE07498, MOUSE07508, MOUSE07510, MOUSE07509
OG0003128	BRALA34098	MOUSE04329, MOUSE04328, MOUSE20016, MOUSE20017
OG0003129	BRALA33727, BRALA34480	MOUSE14377
OG0003130	BRALA33115	MOUSE04932, MOUSE04937, MOUSE04931, MOUSE04935, MOUSE04934, MOUSE04938, MOUSE04939, MOUSE04936
OG0003131	BRALA24254	MOUSE37612
OG0003132	BRALA27609	MOUSE09861
OG0003134	BRALA32020	MOUSE05501
OG0003135	BRALA26114	MOUSE42794
OG0003135	BRALA34295	MOUSE42796, MOUSE42793, MOUSE42795
OG0003136	BRALA26231	MOUSE18666
OG0003137	BRALA19944	MOUSE43728, MOUSE43729, MOUSE43727, MOUSE43726, MOUSE43725, MOUSE43730
OG0003138	BRALA24387	MOUSE23148, MOUSE23147
OG0003140	BRALA18516, BRALA18515	MOUSE19516, MOUSE51755
OG0003141	BRALA05474	MOUSE34574, MOUSE34575, MOUSE41342
OG0003142	BRALA23203	MOUSE10135, MOUSE10134, MOUSE30841, MOUSE30840
OG0003144	BRALA30427	MOUSE16285, MOUSE16284
OG0003145	BRALA23671	MOUSE37117, MOUSE37116
OG0003146	BRALA09771	MOUSE13420, MOUSE13419, MOUSE35723, MOUSE35720
OG0003147	BRALA16312	MOUSE40239, MOUSE40230, MOUSE40235, MOUSE40233, MOUSE40231, MOUSE40236, MOUSE40232, MOUSE40237, MOUSE40234
OG0003148	BRALA31447	MOUSE18668, MOUSE18669, MOUSE50666, MOUSE50662, MOUSE50667
OG0003149	BRALA15048, BRALA15046, BRALA15047	MOUSE30335, MOUSE30336
OG0003150	BRALA06073	MOUSE54076, MOUSE54075, MOUSE54077, MOUSE12618
OG0003151	BRALA28902	MOUSE29325, MOUSE29324, MOUSE28343
OG0003152	BRALA06359	MOUSE03960, MOUSE03793, MOUSE03794
OG0003153	BRALA20237	MOUSE28949, MOUSE28946, MOUSE28947, MOUSE28948
OG0003154	BRALA09778	MOUSE33374, MOUSE33371, MOUSE33373, MOUSE33372, MOUSE33368, MOUSE33369, MOUSE33370, MOUSE33367, MOUSE33366
OG0003155	BRALA18620	MOUSE46105, MOUSE46106
OG0003156	BRALA35029	MOUSE16321, MOUSE16322, MOUSE16318, MOUSE16320, MOUSE16317, MOUSE16316, MOUSE16319
OG0003157	BRALA18717	MOUSE45059, MOUSE45058, MOUSE45057
OG0003158	BRALA04756	MOUSE22347, MOUSE22346, MOUSE18939
OG0003159	BRALA03670	MOUSE48356, MOUSE48357, MOUSE41160, MOUSE41159
OG0003160	BRALA34327	MOUSE21078, MOUSE21074, MOUSE21073, MOUSE21075, MOUSE21076, MOUSE21077
OG0003161	BRALA12062	MOUSE07415, MOUSE07416, MOUSE07414
OG0003162	BRALA12042	MOUSE07361, MOUSE07360, MOUSE22667
OG0003163	BRALA09502	MOUSE51326, MOUSE18466
OG0003164	BRALA08232	MOUSE54716, MOUSE54718, MOUSE54717, MOUSE48050, MOUSE48047, MOUSE48048
OG0003165	BRALA34066	MOUSE00202, MOUSE00201, MOUSE00203, MOUSE00200, MOUSE00204, MOUSE34087, MOUSE34085, MOUSE34086, MOUSE34084
OG0003167	BRALA29422	MOUSE46318, MOUSE04968
OG0003168	BRALA14008	MOUSE14171, MOUSE03781
OG0003169	BRALA01179	MOUSE22114, MOUSE22115
OG0003171	BRALA03031	MOUSE24077, MOUSE24078
OG0003172	BRALA14091	MOUSE30909, MOUSE30908
OG0003174	BRALA15910	MOUSE19261, MOUSE19260, MOUSE19259
OG0003175	BRALA07118, BRALA07114	MOUSE10979, MOUSE10977, MOUSE26568, MOUSE10978, MOUSE10974, MOUSE10975
OG0003176	BRALA03069	MOUSE49577
OG0003176	BRALA03068, BRALA03070	MOUSE49578, MOUSE49579
OG0003177	BRALA23984	MOUSE35932
OG0003178	BRALA30304	MOUSE43279, MOUSE43278, MOUSE43280, MOUSE11732, MOUSE11730, MOUSE11731, MOUSE11729, MOUSE11734, MOUSE11733
OG0003179	BRALA04006	MOUSE36753, MOUSE36752
OG0003180	BRALA19366	MOUSE37502, MOUSE16836, MOUSE37501, MOUSE37503, MOUSE37500, MOUSE37504
OG0003181	BRALA13987	MOUSE04768, MOUSE04770, MOUSE04766, MOUSE04767, MOUSE04769, MOUSE04771
OG0003183	BRALA00151	MOUSE14736, MOUSE53126, MOUSE53125, MOUSE23268
OG0003184	BRALA03612	MOUSE03418, MOUSE03417, MOUSE03416, MOUSE31545, MOUSE31544
OG0003185	BRALA08913	MOUSE45835, MOUSE45834, MOUSE42070
OG0003186	BRALA30259	MOUSE55002
OG0003186	BRALA35925	MOUSE55003, MOUSE55000, MOUSE54998, MOUSE55001, MOUSE54999, MOUSE16385, MOUSE16382, MOUSE16383, MOUSE16384
OG0003187	BRALA06679	MOUSE48664, MOUSE48665
OG0003188	BRALA21755	MOUSE51365, MOUSE10624, MOUSE10623, MOUSE51364, MOUSE51366
OG0003189	BRALA28089, BRALA26188	MOUSE16394, MOUSE16391, MOUSE16393, MOUSE16392
OG0003190	BRALA00193, BRALA00194	MOUSE48311, MOUSE48312, MOUSE48310
OG0003191	BRALA04704	MOUSE02537
OG0003193	BRALA06151	MOUSE12911
OG0003195	BRALA29438	MOUSE05956, MOUSE05955, MOUSE05950, MOUSE05953, MOUSE05951, MOUSE05954, MOUSE05959, MOUSE05957, MOUSE05960, MOUSE05958, MOUSE05952
OG0003196	BRALA03312, BRALA34284, BRALA03314	MOUSE15027, MOUSE15028
OG0003197	BRALA14254	MOUSE19127, MOUSE19123, MOUSE19124
OG0003199	BRALA17301	MOUSE54398, MOUSE36250, MOUSE54397
OG0003200	BRALA17093	MOUSE47667, MOUSE47669, MOUSE47668, MOUSE47666
OG0003201	BRALA28451, BRALA25207, BRALA25956, BRALA32075, BRALA35277, BRALA19671, BRALA23613, BRALA28776	MOUSE08959, MOUSE08958
OG0003202	BRALA06604	MOUSE36940, MOUSE36943, MOUSE36941
OG0003203	BRALA24870	MOUSE53127, MOUSE05342, MOUSE05341, MOUSE05339
OG0003204	BRALA11882	MOUSE05076, MOUSE05072, MOUSE05073, MOUSE05075, MOUSE05074, MOUSE05071
OG0003205	BRALA14611	MOUSE01356, MOUSE10612, MOUSE10611, MOUSE10610
OG0003206	BRALA15924	MOUSE16900, MOUSE16898
OG0003207	BRALA19743	MOUSE35418
OG0003210	BRALA02658	MOUSE25753, MOUSE25752, MOUSE24189, MOUSE24187, MOUSE24188, MOUSE24185
OG0003211	BRALA15324	MOUSE14387, MOUSE14388, MOUSE14386
OG0003212	BRALA21845	MOUSE17337, MOUSE14391
OG0003213	BRALA15054	MOUSE01644, MOUSE01645
OG0003214	BRALA11877	MOUSE14661, MOUSE14663, MOUSE14660, MOUSE14662, MOUSE26195, MOUSE26194, MOUSE26193
OG0003215	BRALA11919	MOUSE08659, MOUSE08657, MOUSE08658, MOUSE11684, MOUSE11683
OG0003216	BRALA06581	MOUSE06513
OG0003217	BRALA22390, BRALA22386	MOUSE48670, MOUSE48672, MOUSE48671, MOUSE32660, MOUSE32661
OG0003218	BRALA27140	MOUSE54412, MOUSE54411, MOUSE54410, MOUSE54413
OG0003220	BRALA29359	MOUSE55316, MOUSE55317, MOUSE55315, MOUSE33808
OG0003221	BRALA13791	MOUSE09305, MOUSE09304, MOUSE09306, MOUSE33838, MOUSE33837
OG0003222	BRALA03438, BRALA03437	MOUSE12347, MOUSE49498, MOUSE29276, MOUSE29277
OG0003223	BRALA03348	MOUSE28766, MOUSE28764, MOUSE28771, MOUSE28770, MOUSE28769, MOUSE28768, MOUSE28767, MOUSE28765
OG0003224	BRALA24852, BRALA24853, BRALA24851	MOUSE22082, MOUSE22083, MOUSE22084, MOUSE02436, MOUSE02435, MOUSE02438, MOUSE02437
OG0003225	BRALA24705	MOUSE50984
OG0003226	BRALA02281	MOUSE17330, MOUSE17331, MOUSE17329, MOUSE26969, MOUSE26971, MOUSE26972
OG0003227	BRALA32464	MOUSE44731, MOUSE44729
OG0003227	BRALA34201	MOUSE44728, MOUSE44730, MOUSE44727
OG0003227	BRALA34927	MOUSE44732
OG0003228	BRALA28908	MOUSE08185, MOUSE08178, MOUSE08180, MOUSE08179, MOUSE08183
OG0003229	BRALA28965	MOUSE21035, MOUSE21034, MOUSE21033, MOUSE37711, MOUSE37710
OG0003230	BRALA16395	MOUSE46720, MOUSE46724, MOUSE46723, MOUSE46722, MOUSE46721
OG0003232	BRALA25974, BRALA25976, BRALA35757	MOUSE18238, MOUSE20443
OG0003234	BRALA08065	MOUSE19369
OG0003235	BRALA28961	MOUSE54358, MOUSE54357, MOUSE54359, MOUSE54353, MOUSE54355, MOUSE54351, MOUSE54352, MOUSE54356, MOUSE54354
OG0003236	BRALA24360	MOUSE19808
OG0003236	BRALA16741, BRALA34782	MOUSE06121, MOUSE06120, MOUSE06119
OG0003237	BRALA26009, BRALA03776, BRALA01471, BRALA23973	MOUSE38362, MOUSE38363, MOUSE38360, MOUSE38359, MOUSE38361, MOUSE52257
OG0003238	BRALA07897	MOUSE27678
OG0003240	BRALA04472	MOUSE27675, MOUSE27674
OG0003240	BRALA00023	MOUSE02424, MOUSE39000, MOUSE38999
OG0003250	BRALA23787	MOUSE02868, MOUSE02866, MOUSE02867, MOUSE02869, MOUSE02870, MOUSE28266, MOUSE28267
OG0003251	BRALA03131	MOUSE09961, MOUSE09960, MOUSE48983, MOUSE48984, MOUSE48985
OG0003252	BRALA29060	MOUSE07423, MOUSE07422
OG0003253	BRALA17125	MOUSE32290, MOUSE32292, MOUSE32291, MOUSE51442, MOUSE51443
OG0003254	BRALA10884	MOUSE20401, MOUSE20407, MOUSE20408, MOUSE20404, MOUSE20399, MOUSE20406, MOUSE20402, MOUSE20405, MOUSE20403, MOUSE20400
OG0003255	BRALA04178	MOUSE13608, MOUSE13607, MOUSE13610, MOUSE13609, MOUSE13606
OG0003257	BRALA10821	MOUSE08268
OG0003258	BRALA26675	MOUSE22847, MOUSE22842, MOUSE22845, MOUSE22846, MOUSE22844, MOUSE22843, MOUSE22841
OG0003259	BRALA03751	MOUSE40307
OG0003260	BRALA01352	MOUSE21863, MOUSE21862, MOUSE09414, MOUSE09413
OG0003261	BRALA10363	MOUSE22734, MOUSE22735, MOUSE22733, MOUSE22730, MOUSE22728, MOUSE22729, MOUSE22732, MOUSE22727, MOUSE22731, MOUSE22736
OG0003262	BRALA23941	MOUSE04995, MOUSE04994, MOUSE02750, MOUSE02753, MOUSE02752, MOUSE02751
OG0003263	BRALA27485	MOUSE44276, MOUSE44274, MOUSE44277, MOUSE44280, MOUSE44275, MOUSE44278, MOUSE44279
OG0003264	BRALA16693	MOUSE09214, MOUSE21677, MOUSE21676
OG0003265	BRALA09391	MOUSE11282, MOUSE11280, MOUSE11281, MOUSE24983, MOUSE24982, MOUSE24981
OG0003266	BRALA25697	MOUSE16151, MOUSE51190, MOUSE51189, MOUSE51188
OG0003267	BRALA06736	MOUSE20876
OG0003268	BRALA28894	MOUSE13509, MOUSE13508
OG0003269	BRALA23035	MOUSE46096, MOUSE46097
OG0003270	BRALA10980, BRALA10981	MOUSE14493
OG0003272	BRALA20375	MOUSE48741, MOUSE48740
OG0003273	BRALA04767	MOUSE28052
OG0003275	BRALA19113	MOUSE13956, MOUSE13955, MOUSE28575, MOUSE28576
OG0003276	BRALA28847	MOUSE20116, MOUSE18116
OG0003277	BRALA12741	MOUSE55412, MOUSE41880, MOUSE39060, MOUSE39059, MOUSE31067, MOUSE31066, MOUSE39058
OG0003278	BRALA29833	MOUSE24735
OG0003279	BRALA19410	MOUSE19374, MOUSE36397, MOUSE36396, MOUSE36398
OG0003280	BRALA12949	MOUSE43480
OG0003282	BRALA21917	MOUSE19167, MOUSE19168, MOUSE19166, MOUSE19169, MOUSE19164, MOUSE19165
OG0003283	BRALA09386	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421
OG0003284	BRALA07080	MOUSE22376, MOUSE22374
OG0003286	BRALA11189	MOUSE38677, MOUSE38679
OG0003287	BRALA23219	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181, MOUSE06633, MOUSE06632
OG0003288	BRALA18702	MOUSE37027, MOUSE53951
OG0003289	BRALA20587	MOUSE19930, MOUSE48950, MOUSE48948, MOUSE48949
OG0003290	BRALA03644	MOUSE31906, MOUSE31907, MOUSE31912, MOUSE31905, MOUSE31911, MOUSE31910, MOUSE31914, MOUSE31908, MOUSE31913
OG0003291	BRALA23985	MOUSE04595, MOUSE04594
OG0003292	BRALA14198	MOUSE54609
OG0003294	BRALA20203	MOUSE36547, MOUSE36543, MOUSE36545, MOUSE36544
OG0003295	BRALA35560, BRALA35974, BRALA29714	MOUSE00934, MOUSE00935, MOUSE00933, MOUSE21811
OG0003296	BRALA07237	MOUSE15223, MOUSE15224
OG0003297	BRALA11135	MOUSE05112, MOUSE05115, MOUSE05114
OG0003298	BRALA08285	MOUSE28119, MOUSE55037, MOUSE55038, MOUSE55036
OG0003299	BRALA05146	MOUSE31972, MOUSE31969, MOUSE31970, MOUSE31971, MOUSE31968, MOUSE31967
OG0003301	BRALA12896	MOUSE00852, MOUSE00849, MOUSE00851
OG0003302	BRALA03648	MOUSE03287
OG0003303	BRALA31282	MOUSE24466
OG0003304	BRALA01097	MOUSE35277, MOUSE35276, MOUSE35275
OG0003305	BRALA02228	MOUSE25300, MOUSE25305, MOUSE25307, MOUSE25303, MOUSE25306, MOUSE25302, MOUSE25304, MOUSE25301
OG0003306	BRALA22690	MOUSE41077, MOUSE41074, MOUSE41075
OG0003306	BRALA30568	MOUSE41076
OG0003308	BRALA05211, BRALA05209, BRALA05210	MOUSE01407, MOUSE32626, MOUSE32625, MOUSE01406, MOUSE01405
OG0003309	BRALA07365	MOUSE08725, MOUSE08726, MOUSE23277
OG0003311	BRALA16041	MOUSE54789, MOUSE54790, MOUSE54517, MOUSE54516, MOUSE54518
OG0003313	BRALA32119	MOUSE12333
OG0003315	BRALA10201	MOUSE13402
OG0003316	BRALA05665	MOUSE19113
OG0003317	BRALA25346	MOUSE06372, MOUSE06369
OG0003317	BRALA25347	MOUSE06371
OG0003318	BRALA25729	MOUSE14363, MOUSE55163
OG0003319	BRALA16686	MOUSE29268, MOUSE29270, MOUSE29269, MOUSE29271, MOUSE21530, MOUSE21529
OG0003320	BRALA16362	MOUSE12779
OG0003321	BRALA20253	MOUSE28461
OG0003324	BRALA16750	MOUSE51491, MOUSE51490, MOUSE51493, MOUSE51489, MOUSE51492
OG0003325	BRALA25251	MOUSE11163
OG0003326	BRALA21679, BRALA21678	MOUSE46747, MOUSE46750, MOUSE46749, MOUSE46748, MOUSE46746, MOUSE36970, MOUSE36968, MOUSE36969
OG0003327	BRALA18397	MOUSE25636, MOUSE25638, MOUSE25637, MOUSE25635, MOUSE31874, MOUSE31875, MOUSE31876, MOUSE31873, MOUSE25639, MOUSE25640
OG0003328	BRALA19968, BRALA03294	MOUSE12441
OG0003329	BRALA16528	MOUSE10324, MOUSE10323
OG0003330	BRALA21753	MOUSE51368, MOUSE51369, MOUSE51367
OG0003331	BRALA23588	MOUSE04924, MOUSE04921, MOUSE04922
OG0003332	BRALA16700	MOUSE34182, MOUSE34176, MOUSE34177, MOUSE34179, MOUSE34178, MOUSE34180
OG0003333	BRALA20739	MOUSE27043, MOUSE27042, MOUSE14353
OG0003335	BRALA18893	MOUSE27411, MOUSE27410, MOUSE27408, MOUSE27409, MOUSE27407, MOUSE27405, MOUSE27406
OG0003336	BRALA19535	MOUSE24199, MOUSE25894, MOUSE25893
OG0003337	BRALA05428	MOUSE35105, MOUSE35106, MOUSE35107, MOUSE35108, MOUSE35109
OG0003338	BRALA35064	MOUSE09683, MOUSE09684, MOUSE09682
OG0003338	BRALA35117, BRALA34391, BRALA33959, BRALA35189	MOUSE33403
OG0003340	BRALA13754	MOUSE34383
OG0003341	BRALA22123	MOUSE02979, MOUSE02978, MOUSE02980
OG0003342	BRALA04167	MOUSE30329, MOUSE30331, MOUSE30334, MOUSE30333, MOUSE30330, MOUSE30332, MOUSE44562, MOUSE44561, MOUSE44560, MOUSE20742
OG0003343	BRALA14934	MOUSE04680
OG0003344	BRALA16634	MOUSE06845, MOUSE06846
OG0003346	BRALA01560, BRALA18456, BRALA18457, BRALA18458, BRALA01829	MOUSE25033, MOUSE25032, MOUSE25035, MOUSE25034
OG0003347	BRALA09177	MOUSE26452, MOUSE26454, MOUSE26453
OG0003348	BRALA15993	MOUSE25053, MOUSE25054, MOUSE25052, MOUSE25051, MOUSE26185, MOUSE26184, MOUSE26187
OG0003349	BRALA03624	MOUSE31587, MOUSE31588, MOUSE00810
OG0003350	BRALA14237	MOUSE12872, MOUSE22821, MOUSE22822, MOUSE54744, MOUSE12871, MOUSE12870
OG0003351	BRALA17306	MOUSE06923
OG0003351	BRALA20883	MOUSE15844
OG0003352	BRALA00218	MOUSE22187, MOUSE22190, MOUSE22188, MOUSE06948, MOUSE06949, MOUSE22189, MOUSE06953, MOUSE06950
OG0003353	BRALA15281	MOUSE39276, MOUSE39278, MOUSE39280, MOUSE39277, MOUSE39282, MOUSE39279
OG0003354	BRALA00361	MOUSE05407
OG0003355	BRALA03913	MOUSE11469, MOUSE36993, MOUSE11468
OG0003356	BRALA20221	MOUSE46162, MOUSE46163, MOUSE05881, MOUSE05880
OG0003357	BRALA28370	MOUSE03986, MOUSE03984, MOUSE03985
OG0003358	BRALA20313	MOUSE40734, MOUSE40733
OG0003359	BRALA22885	MOUSE24590, MOUSE24589
OG0003360	BRALA24694	MOUSE07907, MOUSE07906, MOUSE07904, MOUSE07903
OG0003361	BRALA15184	MOUSE27474, MOUSE27475, MOUSE46164
OG0003363	BRALA14133	MOUSE22150
OG0003364	BRALA19189	MOUSE02179, MOUSE43998, MOUSE43999
OG0003366	BRALA13308	MOUSE18707, MOUSE18706
OG0003367	BRALA02186, BRALA02185, BRALA24845, BRALA32893, BRALA01014	MOUSE41943
OG0003367	BRALA33255	MOUSE41944, MOUSE41945
OG0003368	BRALA11408	MOUSE03159, MOUSE03158, MOUSE03157, MOUSE21186, MOUSE21183, MOUSE21181
OG0003368	BRALA35670	MOUSE21185, MOUSE21180
