Orthogroup	BRALA	YEAST
OG0002847	BRALA34792, BRALA32784, BRALA33572, BRALA35862, BRALA34974, BRALA35961, BRALA35427, BRALA33880, BRALA34783, BRALA32785	YEAST02294
OG0002851	BRALA08964, BRALA08963	YEAST04951
OG0002855	BRALA23875	YEAST00137
OG0002860	BRALA13051	YEAST02712
OG0002866	BRALA08893	YEAST01136
OG0002876	BRALA19475	YEAST02348
OG0002877	BRALA08464	YEAST04537
OG0002891	BRALA00908	YEAST03205
OG0002893	BRALA05902, BRALA13319, BRALA12122, BRALA13317, BRALA13318	YEAST03653
OG0002894	BRALA23468	YEAST00906
OG0002895	BRALA28500	YEAST01471, YEAST05353, YEAST05456
OG0002897	BRALA00556	YEAST06308
OG0002899	BRALA34979, BRALA32336	YEAST00283
OG0002900	BRALA10711	YEAST05306
OG0002907	BRALA09540	YEAST02061
OG0002910	BRALA02029	YEAST00223
OG0002915	BRALA03120	YEAST02264
OG0002917	BRALA11721	YEAST03703
OG0002921	BRALA17412, BRALA29375	YEAST06254
OG0002922	BRALA16350	YEAST01261
OG0002947	BRALA04381, BRALA04382	YEAST00232
OG0002948	BRALA08604, BRALA08603	YEAST03584
OG0002949	BRALA34128	YEAST00419, YEAST06063
OG0002952	BRALA16977	YEAST05257
OG0002953	BRALA20438	YEAST03034
OG0002957	BRALA29901	YEAST03253
OG0002960	BRALA17530	YEAST05502
OG0002965	BRALA06727	YEAST03804
OG0002966	BRALA23093	YEAST06059
OG0002968	BRALA10191, BRALA16921, BRALA16922	YEAST00199
OG0002969	BRALA14067, BRALA14066	YEAST00655
OG0002982	BRALA31857	YEAST02471
OG0002984	BRALA10452	YEAST00961, YEAST01144
OG0002985	BRALA16955	YEAST02147
OG0002987	BRALA16295	YEAST02970, YEAST00081, YEAST02488
OG0002991	BRALA24373	YEAST03345, YEAST01842
OG0002997	BRALA22094, BRALA00683	YEAST02374
OG0003001	BRALA11352	YEAST01497
OG0003004	BRALA28835	YEAST02183
OG0003006	BRALA30180	YEAST00899
OG0003010	BRALA02051	YEAST03035
OG0003012	BRALA17182	YEAST04512
OG0003016	BRALA08068	YEAST04810
OG0003017	BRALA18273	YEAST02213
OG0003018	BRALA31319	YEAST01635, YEAST01949
OG0003020	BRALA19979	YEAST04851
OG0003027	BRALA09779	YEAST05498
OG0003028	BRALA01708	YEAST05822
OG0003029	BRALA19961	YEAST04523
OG0003033	BRALA33535	YEAST02457, YEAST02640
OG0003039	BRALA09562	YEAST00055
OG0003043	BRALA15954	YEAST02551
OG0003046	BRALA09266	YEAST01632
OG0003054	BRALA14292	YEAST04909, YEAST05341
OG0003056	BRALA16866	YEAST02257
OG0003059	BRALA24717	YEAST02832, YEAST03675
OG0003063	BRALA20041	YEAST00204
OG0003066	BRALA02294	YEAST00969
OG0003067	BRALA16399	YEAST03159
OG0003072	BRALA28497	YEAST05076
OG0003073	BRALA07212	YEAST00167
OG0003079	BRALA14566	YEAST01019
OG0003101	BRALA14766	YEAST01357
OG0003104	BRALA17529	YEAST00861
OG0003105	BRALA29850	YEAST04282
OG0003106	BRALA09165	YEAST03619
OG0003107	BRALA03151	YEAST00029
OG0003108	BRALA23025	YEAST00796
OG0003110	BRALA14243	YEAST02197
OG0003114	BRALA15227	YEAST00453, YEAST02426
OG0003119	BRALA29056	YEAST00778
OG0003121	BRALA15041	YEAST03190
OG0003126	BRALA01091	YEAST00300
OG0003131	BRALA24254	YEAST04435, YEAST04350
OG0003135	BRALA26114, BRALA34295	YEAST02069
OG0003138	BRALA24387	YEAST01790, YEAST00784
OG0003145	BRALA23671	YEAST06012
OG0003147	BRALA16312	YEAST03729
OG0003151	BRALA28902	YEAST03910
OG0003153	BRALA20237	YEAST05438
OG0003154	BRALA09778	YEAST00694
OG0003157	BRALA18717	YEAST01203
OG0003164	BRALA08232	YEAST05549, YEAST04492
OG0003169	BRALA01179	YEAST04410
OG0003172	BRALA14091	YEAST06030
OG0003174	BRALA15910	YEAST06178
OG0003178	BRALA30304	YEAST05823
OG0003179	BRALA04006	YEAST00905
OG0003182	BRALA19997	YEAST05565
OG0003189	BRALA28089, BRALA26188	YEAST00820
OG0003190	BRALA00193, BRALA00194	YEAST02550
OG0003191	BRALA04704	YEAST01068
OG0003193	BRALA06151	YEAST02494
OG0003197	BRALA14254	YEAST06274
OG0003199	BRALA17301	YEAST04961
OG0003207	BRALA19743	YEAST04056
OG0003212	BRALA21845	YEAST05531
OG0003214	BRALA11877	YEAST03701
OG0003215	BRALA11919	YEAST04373
OG0003218	BRALA27140	YEAST04068
OG0003220	BRALA35865, BRALA29359, BRALA35967	YEAST03417, YEAST00186
OG0003221	BRALA13791	YEAST05064
OG0003223	BRALA03348	YEAST04472
OG0003228	BRALA28908	YEAST06187
OG0003230	BRALA16395	YEAST05487
OG0003234	BRALA08065	YEAST00760
OG0003235	BRALA28961	YEAST06282
OG0003251	BRALA03131	YEAST05338, YEAST04904
OG0003254	BRALA10884	YEAST03911
OG0003257	BRALA10821	YEAST02741
OG0003263	BRALA27485	YEAST05333
OG0003264	BRALA16693	YEAST03398
OG0003266	BRALA25697	YEAST05585
OG0003267	BRALA06736	YEAST02516
OG0003270	BRALA10979, BRALA10980, BRALA10981	YEAST01372, YEAST05351, YEAST01476
OG0003277	BRALA12741	YEAST03706
OG0003283	BRALA09386	YEAST02779
OG0003284	BRALA07080	YEAST02184
OG0003287	BRALA23219	YEAST00166
OG0003288	BRALA18702	YEAST05062
OG0003290	BRALA03644	YEAST06325
OG0003295	BRALA35560, BRALA35974, BRALA29714	YEAST06127
OG0003300	BRALA02469, BRALA02470, BRALA02468, BRALA02471, BRALA02472	YEAST03316
OG0003301	BRALA12896	YEAST03267
OG0003302	BRALA03648	YEAST04633
OG0003303	BRALA31282	YEAST05878
OG0003304	BRALA25466, BRALA01097, BRALA14452	YEAST01018
OG0003316	BRALA05665	YEAST04887
OG0003317	BRALA25346, BRALA25347	YEAST03051
OG0003318	BRALA25729	YEAST02158
OG0003332	BRALA16700	YEAST02945, YEAST00447
OG0003335	BRALA18893	YEAST01260
OG0003340	BRALA13754	YEAST04972
OG0003341	BRALA22123	YEAST00990
OG0003343	BRALA14934	YEAST04356, YEAST06258
OG0003344	BRALA16634	YEAST04764
OG0003348	BRALA15993	YEAST02844
OG0003349	BRALA03624	YEAST00235, YEAST04798
OG0003356	BRALA20221	YEAST02937
OG0003357	BRALA28370	YEAST04240, YEAST02522
OG0003364	BRALA19189	YEAST00730
OG0003366	BRALA13308	YEAST05276, YEAST03075
OG0003373	BRALA02259	YEAST03755
OG0003374	BRALA32765	YEAST03627
OG0003375	BRALA16607	YEAST03722
OG0003377	BRALA30976	YEAST03340
OG0003380	BRALA19352	YEAST00529
OG0003381	BRALA18296	YEAST03447, YEAST01380
OG0003382	BRALA02288, BRALA02289, BRALA02290	YEAST01627
OG0003386	BRALA30819	YEAST02725
OG0003425	BRALA13514, BRALA13513	YEAST05084
OG0003426	BRALA28983	YEAST05251
OG0003428	BRALA26986, BRALA33909	YEAST04550, YEAST01154
OG0003429	BRALA02516	YEAST05921
OG0003430	BRALA25695	YEAST04732
OG0003434	BRALA00541	YEAST02689
OG0003435	BRALA26136, BRALA30163, BRALA35827	YEAST05483
OG0003441	BRALA20520	YEAST05981
OG0003443	BRALA15200	YEAST06032
OG0003454	BRALA14039	YEAST04088
OG0003458	BRALA21912, BRALA09460	YEAST00169
OG0003461	BRALA29779	YEAST05752, YEAST04759
OG0003463	BRALA13330	YEAST02371
OG0003464	BRALA27365, BRALA23056	YEAST05120
OG0003465	BRALA21319	YEAST02874
OG0003467	BRALA12491	YEAST01278
OG0003476	BRALA34458	YEAST01588
OG0003477	BRALA21273	YEAST03665
OG0003483	BRALA32124	YEAST06074
OG0003487	BRALA16372	YEAST03066
OG0003491	BRALA06006	YEAST03514
OG0003493	BRALA05370	YEAST01076
OG0003497	BRALA17605	YEAST00758
OG0003498	BRALA09693	YEAST05680
OG0003500	BRALA15207	YEAST03303, YEAST02683
OG0003501	BRALA01350	YEAST01421
OG0003502	BRALA34217, BRALA32822	YEAST02519
OG0003503	BRALA35054, BRALA35912	YEAST00400
OG0003505	BRALA03121	YEAST00697
OG0003509	BRALA05520	YEAST02850
OG0003515	BRALA18725	YEAST00923
OG0003518	BRALA01598, BRALA01597	YEAST04809
OG0003523	BRALA15819	YEAST05393
OG0003531	BRALA34155	YEAST00465
OG0003532	BRALA28381	YEAST05810
OG0003539	BRALA09265	YEAST03774
OG0003541	BRALA19973	YEAST01314
OG0003543	BRALA02287, BRALA02291	YEAST01290
OG0003544	BRALA04094	YEAST00251
OG0003550	BRALA18608	YEAST06166
OG0003551	BRALA01030	YEAST01826
OG0003552	BRALA23094	YEAST04163
OG0003556	BRALA01809	YEAST05216
OG0003560	BRALA26145	YEAST02357, YEAST05925
OG0003561	BRALA28633	YEAST06100
OG0003562	BRALA14777	YEAST00960
OG0003565	BRALA01127	YEAST03392
OG0003567	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371	YEAST04838
OG0003568	BRALA25412, BRALA28427	YEAST04328
OG0003570	BRALA00798	YEAST03562, YEAST04635
OG0003571	BRALA31602, BRALA34916	YEAST05553
OG0003573	BRALA14969	YEAST00597
OG0003578	BRALA29478, BRALA23275	YEAST05031
OG0003579	BRALA03835	YEAST05446
OG0003582	BRALA19721	YEAST03174
OG0003598	BRALA18339, BRALA18340	YEAST00803
OG0003599	BRALA30350, BRALA33877	YEAST04133
OG0003603	BRALA06241	YEAST03529
OG0003610	BRALA09770	YEAST02573
OG0003611	BRALA24495	YEAST01054
OG0003612	BRALA00833, BRALA00834	YEAST00808
OG0003613	BRALA11000, BRALA11079	YEAST02366
OG0003615	BRALA05371	YEAST01638
OG0003617	BRALA23864	YEAST01843
OG0003617	BRALA23865	YEAST04802, YEAST04398
OG0003618	BRALA30067	YEAST00747
OG0003619	BRALA28306	YEAST04756
OG0003624	BRALA32206, BRALA34546, BRALA32644, BRALA32425	YEAST00147
OG0003630	BRALA29277	YEAST04845
OG0003632	BRALA35240, BRALA22349	YEAST02125
OG0003638	BRALA12059	YEAST00956
OG0003641	BRALA22029	YEAST04061, YEAST01158
OG0003643	BRALA20230, BRALA05378, BRALA17185, BRALA07011	YEAST03144
OG0003644	BRALA10140	YEAST01545
OG0003645	BRALA13185	YEAST05809, YEAST05493
OG0003646	BRALA22868	YEAST02349
OG0003647	BRALA16527	YEAST04352, YEAST04433
OG0003649	BRALA01612	YEAST00203
OG0003650	BRALA13666	YEAST00737, YEAST04997
OG0003659	BRALA07055	YEAST00140
OG0003661	BRALA00518, BRALA23938	YEAST02758
OG0003664	BRALA25355	YEAST03791
OG0003668	BRALA16595	YEAST06168
OG0003669	BRALA01156	YEAST02813
OG0003672	BRALA18633	YEAST03137
OG0003676	BRALA10096, BRALA14472	YEAST03110
OG0003678	BRALA05291	YEAST02330
OG0003679	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231	YEAST03223
OG0003682	BRALA10785, BRALA10910	YEAST00571
OG0003687	BRALA14064	YEAST02527, YEAST04246
OG0003688	BRALA26787, BRALA05434	YEAST01333, YEAST05362, YEAST00376
OG0003689	BRALA09157	YEAST04232
OG0003690	BRALA33355, BRALA34982	YEAST01162
OG0003692	BRALA28877	YEAST00692
OG0003693	BRALA09225	YEAST05304
OG0003694	BRALA07902	YEAST01453
OG0003696	BRALA20035	YEAST05704
OG0003697	BRALA16767	YEAST04962
OG0003698	BRALA21409	YEAST03764, YEAST03185
OG0003703	BRALA02399	YEAST00683
OG0003710	BRALA29789	YEAST02077
OG0003712	BRALA11231	YEAST02114
OG0003713	BRALA01757	YEAST01549, YEAST03807
OG0003716	BRALA32334	YEAST02390
OG0003718	BRALA07126	YEAST05772
OG0003719	BRALA14607	YEAST06338
OG0003721	BRALA12038	YEAST04960
OG0003724	BRALA05473	YEAST02365, YEAST06120
OG0003729	BRALA06888, BRALA06951	YEAST01543
OG0003731	BRALA21198	YEAST04486
OG0003733	BRALA01134, BRALA01135	YEAST03492
OG0003734	BRALA21794	YEAST02809, YEAST03842
OG0003735	BRALA34167	YEAST06115
OG0003738	BRALA18659	YEAST05605
OG0003741	BRALA29769	YEAST01379
OG0003743	BRALA23724	YEAST06008, YEAST05688
OG0003744	BRALA24796	YEAST01207
OG0003745	BRALA06719, BRALA03263, BRALA30410	YEAST02618
OG0003749	BRALA26426, BRALA26425	YEAST04441
OG0003750	BRALA18863	YEAST00149
OG0003756	BRALA19970	YEAST01878
OG0003758	BRALA00093	YEAST06133
OG0003759	BRALA05624	YEAST03315
OG0003767	BRALA03143	YEAST01933, YEAST01650
OG0003769	BRALA26566	YEAST01999
OG0003770	BRALA19409	YEAST01234, YEAST03860
OG0003778	BRALA19187	YEAST05796
OG0003779	BRALA31824	YEAST04431
OG0003806	BRALA06429	YEAST02367
OG0003807	BRALA25353	YEAST04265, YEAST03128
OG0003808	BRALA10356	YEAST01201
OG0003811	BRALA19420	YEAST00417
OG0003812	BRALA05555	YEAST00287
OG0003813	BRALA03804	YEAST00254
OG0003818	BRALA21446	YEAST04318
OG0003824	BRALA21415	YEAST01468
OG0003828	BRALA27337	YEAST02448
OG0003829	BRALA02842	YEAST02032, YEAST01031
OG0003831	BRALA11875	YEAST03010, YEAST05137, YEAST02344
OG0003834	BRALA27607	YEAST06322
OG0003837	BRALA19478	YEAST02586
OG0003839	BRALA02789	YEAST01736
OG0003844	BRALA16546	YEAST06054
OG0003846	BRALA21704	YEAST00356
OG0003848	BRALA21811	YEAST01654
OG0003850	BRALA19297	YEAST00228
OG0003851	BRALA10650, BRALA10712	YEAST06169
OG0003852	BRALA04443	YEAST03296
OG0003853	BRALA15182	YEAST06251
OG0003855	BRALA15994	YEAST04936
OG0003856	BRALA06378	YEAST03934, YEAST02710
OG0003858	BRALA15163	YEAST01401
OG0003866	BRALA23698	YEAST01895
OG0003867	BRALA19611	YEAST03558
OG0003868	BRALA21807	YEAST01448
OG0003869	BRALA14443	YEAST02771
OG0003875	BRALA35166, BRALA34606, BRALA35940, BRALA34443	YEAST05070
OG0003876	BRALA00896	YEAST02423
OG0003877	BRALA23816	YEAST04860, YEAST05867, YEAST03825
OG0003879	BRALA15031	YEAST00463
OG0003881	BRALA24783	YEAST03851
OG0003882	BRALA03161	YEAST03663
OG0003886	BRALA04852	YEAST06023
OG0003887	BRALA26855, BRALA20668	YEAST00028
OG0003893	BRALA24429	YEAST05028
OG0003897	BRALA24446	YEAST01270
OG0003899	BRALA08278	YEAST04954
OG0003904	BRALA04276, BRALA04277, BRALA04278	YEAST01732
OG0003907	BRALA11770, BRALA22735	YEAST02999, YEAST02288
OG0003908	BRALA16606	YEAST01362
OG0003908	BRALA17141	YEAST06330
OG0003910	BRALA23005	YEAST03780
OG0003911	BRALA13724	YEAST00032
OG0003913	BRALA05130	YEAST03258
OG0003918	BRALA03733	YEAST00058
OG0003921	BRALA09641	YEAST06181
OG0003926	BRALA05443	YEAST04138
OG0003929	BRALA34730, BRALA06612	YEAST04489, YEAST01422
OG0003930	BRALA02295	YEAST03969
OG0003931	BRALA25275	YEAST01142
OG0003934	BRALA01058	YEAST00084
OG0003938	BRALA24502	YEAST01566, YEAST05133
OG0003939	BRALA05196	YEAST03211
OG0003944	BRALA12422	YEAST01186
OG0003946	BRALA21665	YEAST03220
OG0003947	BRALA29298	YEAST06266, YEAST05428
OG0003949	BRALA02048, BRALA07193, BRALA30122, BRALA20244, BRALA02045	YEAST01888
OG0003950	BRALA02049	YEAST01409
OG0003954	BRALA16702	YEAST02764
OG0003955	BRALA20185	YEAST03951
OG0003959	BRALA02632, BRALA23661	YEAST02778
OG0003961	BRALA09640	YEAST01991
OG0003967	BRALA26387	YEAST05935
OG0003969	BRALA31035	YEAST02146
OG0003971	BRALA17785	YEAST00520
OG0003972	BRALA03399	YEAST06331
OG0003973	BRALA22301	YEAST06329
OG0003999	BRALA00082	YEAST05604
OG0004000	BRALA28671	YEAST06060
OG0004005	BRALA14573	YEAST06216
OG0004007	BRALA01057	YEAST01456
OG0004012	BRALA21712	YEAST00755
OG0004017	BRALA15067	YEAST03019
OG0004023	BRALA27308	YEAST04349
OG0004027	BRALA35222	YEAST03587
OG0004032	BRALA12147	YEAST02562
OG0004033	BRALA13287	YEAST02572
OG0004035	BRALA20551	YEAST02134
OG0004037	BRALA29961	YEAST03371
OG0004042	BRALA14677	YEAST05578
OG0004044	BRALA10276	YEAST05367
OG0004047	BRALA04429, BRALA18670, BRALA08115	YEAST02496
OG0004051	BRALA10732	YEAST01772
OG0004052	BRALA07966	YEAST03705
OG0004054	BRALA28842	YEAST05576
OG0004056	BRALA04140	YEAST05698
OG0004057	BRALA08841	YEAST05620
OG0004059	BRALA22286	YEAST00030
OG0004065	BRALA17282	YEAST00772
OG0004067	BRALA11637	YEAST02665
OG0004068	BRALA34877, BRALA19301	YEAST03461
OG0004071	BRALA18327	YEAST02893
OG0004072	BRALA17054	YEAST02440
OG0004075	BRALA26090	YEAST02332
OG0004076	BRALA15154	YEAST05461
OG0004079	BRALA08294	YEAST04385
OG0004080	BRALA20296	YEAST00812
OG0004082	BRALA01474	YEAST00063, YEAST05409
OG0004090	BRALA11298	YEAST02301, YEAST02021
OG0004091	BRALA00652	YEAST04715
OG0004092	BRALA07368	YEAST03564, YEAST06307
OG0004096	BRALA14331, BRALA21352, BRALA21353	YEAST00160
OG0004097	BRALA13028	YEAST05039
OG0004101	BRALA04835	YEAST03547, YEAST02901
OG0004102	BRALA35263, BRALA34474	YEAST05787
OG0004103	BRALA12428, BRALA14730	YEAST05061
OG0004105	BRALA13768	YEAST01700, YEAST01565
OG0004110	BRALA23943	YEAST02825
OG0004113	BRALA20061	YEAST02059
OG0004115	BRALA19617	YEAST00325
OG0004116	BRALA25003	YEAST00481
OG0004118	BRALA12736	YEAST01855
OG0004119	BRALA11157, BRALA08493	YEAST02170
OG0004120	BRALA23954	YEAST01953
OG0004123	BRALA14695	YEAST04761
OG0004124	BRALA30068	YEAST01139
OG0004127	BRALA16633	YEAST06097
OG0004130	BRALA09545	YEAST03149
OG0004134	BRALA16353	YEAST05611
OG0004136	BRALA00698, BRALA29816	YEAST01084
OG0004142	BRALA19738	YEAST05774
OG0004148	BRALA18127	YEAST00867
OG0004150	BRALA21716	YEAST04690
OG0004151	BRALA19064	YEAST04284
OG0004153	BRALA03854	YEAST05958, YEAST04386, YEAST00290
OG0004154	BRALA10484, BRALA09813	YEAST05587
OG0004158	BRALA04798	YEAST03379
OG0004161	BRALA34496, BRALA03572	YEAST04124
OG0004162	BRALA23043	YEAST04517
OG0004164	BRALA03976, BRALA31557, BRALA03977	YEAST05923
OG0004166	BRALA16339	YEAST00189
OG0004168	BRALA19364	YEAST03028
OG0004169	BRALA13050	YEAST05813
OG0004170	BRALA34920, BRALA22914	YEAST05906
OG0004171	BRALA08003	YEAST04501
OG0004179	BRALA16718	YEAST01050
OG0004181	BRALA15876	YEAST03406
OG0004182	BRALA19314	YEAST03699
OG0004184	BRALA33857, BRALA35027	YEAST00127
OG0004186	BRALA20859	YEAST04981
OG0004188	BRALA30311	YEAST02761
OG0004198	BRALA04321	YEAST02869, YEAST03548
OG0004215	BRALA22830	YEAST04590
OG0004217	BRALA11886	YEAST01257
OG0004219	BRALA29982, BRALA29983, BRALA33234	YEAST00912
OG0004222	BRALA26148	YEAST05826
OG0004230	BRALA25002	YEAST02220
OG0004232	BRALA35546, BRALA35590, BRALA34888, BRALA34160	YEAST05931
OG0004236	BRALA21571	YEAST05432
OG0004237	BRALA11898	YEAST04445, YEAST04344
OG0004239	BRALA02912	YEAST05144
OG0004243	BRALA11315	YEAST00306
OG0004245	BRALA35301, BRALA34355	YEAST00859
OG0004248	BRALA05741	YEAST03678
OG0004249	BRALA08296	YEAST02740
OG0004250	BRALA29141	YEAST05543
OG0004252	BRALA02512	YEAST05178
OG0004254	BRALA03749	YEAST03900
OG0004258	BRALA19445	YEAST00665
OG0004259	BRALA09457	YEAST03730
OG0004261	BRALA19111	YEAST02564
OG0004262	BRALA34766, BRALA21467	YEAST02368
OG0004268	BRALA12493	YEAST00496
OG0004269	BRALA05544	YEAST04758
OG0004273	BRALA06404	YEAST02547
OG0004278	BRALA14565	YEAST00243
OG0004280	BRALA23682, BRALA18212	YEAST05895
OG0004282	BRALA14728	YEAST02575, YEAST06242
OG0004283	BRALA22939	YEAST04184
OG0004287	BRALA17769	YEAST01708
OG0004289	BRALA15160	YEAST05719
OG0004291	BRALA31457	YEAST00852
OG0004292	BRALA05406	YEAST02537
OG0004295	BRALA01000	YEAST05946
OG0004297	BRALA10358	YEAST01463
OG0004300	BRALA32511	YEAST05309
OG0004301	BRALA32145	YEAST03850
OG0004302	BRALA29476	YEAST05203
OG0004303	BRALA05979	YEAST02492
OG0004304	BRALA29843	YEAST02425, YEAST05929
OG0004305	BRALA14639	YEAST02123
OG0004307	BRALA11162	YEAST04592
OG0004308	BRALA23893	YEAST04835
OG0004309	BRALA03711	YEAST05924
OG0004310	BRALA07958	YEAST05001
OG0004312	BRALA16894	YEAST03330
OG0004314	BRALA02958	YEAST00500
OG0004324	BRALA09811	YEAST04322
OG0004330	BRALA10844	YEAST06277
OG0004331	BRALA25017	YEAST06230
OG0004333	BRALA14711	YEAST01391
OG0004335	BRALA11786	YEAST01057
OG0004337	BRALA11506	YEAST05652
OG0004338	BRALA22739	YEAST05023
OG0004344	BRALA04177	YEAST02441
OG0004345	BRALA10189	YEAST04894
OG0004347	BRALA23589	YEAST04515
OG0004348	BRALA12127	YEAST03956
OG0004350	BRALA12360	YEAST04742
OG0004351	BRALA18778	YEAST04167
OG0004353	BRALA26681	YEAST05143
OG0004356	BRALA18746	YEAST02877
OG0004357	BRALA09608	YEAST02304
OG0004358	BRALA15298	YEAST01304
OG0004359	BRALA22732	YEAST01873
OG0004364	BRALA23445	YEAST00647
OG0004366	BRALA20008, BRALA20010	YEAST01097
OG0004369	BRALA02910	YEAST04013
OG0004370	BRALA13645	YEAST02378
OG0004374	BRALA29279	YEAST00556
OG0004377	BRALA22650, BRALA22649	YEAST05181
OG0004378	BRALA29460	YEAST03291
OG0004380	BRALA31059	YEAST04825
OG0004382	BRALA01390	YEAST03218
OG0004394	BRALA31576	YEAST00619
OG0004396	BRALA05724	YEAST01668
OG0004400	BRALA09786	YEAST03238, YEAST03731
OG0004401	BRALA00557	YEAST04219
OG0004402	BRALA35050	YEAST05942
OG0004404	BRALA12217	YEAST00833, YEAST00883
OG0004417	BRALA00783	YEAST03358
OG0004426	BRALA30364	YEAST01028
OG0004460	BRALA12464	YEAST06162
OG0004462	BRALA14199	YEAST03397
OG0004468	BRALA29411	YEAST04439
OG0004472	BRALA29153	YEAST06199
OG0004479	BRALA28094, BRALA03563, BRALA28093	YEAST00474
OG0004484	BRALA08580	YEAST01989
OG0004486	BRALA03457	YEAST00968
OG0004489	BRALA18946	YEAST03700
OG0004490	BRALA08921	YEAST02887
OG0004494	BRALA21955	YEAST03738
OG0004495	BRALA13392	YEAST00946
OG0004498	BRALA03323	YEAST02716
OG0004500	BRALA01903	YEAST04651
OG0004503	BRALA08167, BRALA18736	YEAST02385
OG0004505	BRALA04628	YEAST01701
OG0004506	BRALA18627	YEAST06061
OG0004507	BRALA21608	YEAST04994
OG0004512	BRALA22481	YEAST01510
OG0004513	BRALA04514	YEAST04235
OG0004515	BRALA24074	YEAST05737
OG0004519	BRALA09425	YEAST01596
OG0004520	BRALA12190	YEAST06001, YEAST05696
OG0004525	BRALA20597	YEAST03937
OG0004526	BRALA21793	YEAST02603
OG0004529	BRALA18758	YEAST03981
OG0004535	BRALA26230	YEAST02221
OG0004538	BRALA12040	YEAST02750
OG0004541	BRALA29235	YEAST02645, YEAST03788, YEAST04781
OG0004542	BRALA24298	YEAST04816, YEAST04623
OG0004545	BRALA28871	YEAST02071
OG0004546	BRALA21732	YEAST04485
OG0004551	BRALA32474, BRALA32475	YEAST00426
OG0004554	BRALA14413	YEAST05640, YEAST04172
OG0004559	BRALA23018	YEAST04428
OG0004563	BRALA15038	YEAST04325
OG0004566	BRALA01904	YEAST02192
OG0004567	BRALA12845, BRALA12850	YEAST05747
OG0004571	BRALA10635	YEAST02127
OG0004573	BRALA32832, BRALA34747, BRALA35237	YEAST00677
OG0004579	BRALA09331	YEAST00134
OG0004581	BRALA14290	YEAST03583, YEAST04618
OG0004582	BRALA00706	YEAST04377
OG0004583	BRALA01776	YEAST05833
OG0004584	BRALA22981	YEAST03457
OG0004585	BRALA25633	YEAST01153
OG0004590	BRALA28418	YEAST03622, YEAST00886
OG0004593	BRALA28884	YEAST01231
OG0004606	BRALA21148, BRALA34943	YEAST05926
OG0004609	BRALA33091	YEAST05326
OG0004610	BRALA17107	YEAST04487, YEAST01427
OG0004611	BRALA12585	YEAST04613
OG0004612	BRALA28657, BRALA00024	YEAST02359
OG0004616	BRALA06969	YEAST00250, YEAST02830
OG0004619	BRALA20299	YEAST03531
OG0004623	BRALA01754, BRALA09097	YEAST04421
OG0004626	BRALA16134	YEAST00427
OG0004630	BRALA27521	YEAST01322, YEAST02951
OG0004633	BRALA27276	YEAST03510
OG0004634	BRALA05479	YEAST00262, YEAST00249
OG0004635	BRALA31719	YEAST02703
OG0004639	BRALA23114	YEAST02924
OG0004648	BRALA27204	YEAST04721, YEAST05892
OG0004649	BRALA26873	YEAST02284
OG0004651	BRALA28079	YEAST01146
OG0004654	BRALA25532	YEAST00988
OG0004655	BRALA07762	YEAST01640
OG0004656	BRALA23741	YEAST04281
OG0004657	BRALA05637	YEAST00473
OG0004658	BRALA23896	YEAST04140
OG0004659	BRALA19760	YEAST02251
OG0004660	BRALA18844	YEAST06221, YEAST00721
OG0004663	BRALA33957, BRALA33872	YEAST01161
OG0004664	BRALA28864, BRALA28863	YEAST05162
OG0004668	BRALA26953	YEAST01610
OG0004669	BRALA31710	YEAST00949
OG0004670	BRALA11400	YEAST03416
OG0004671	BRALA34470, BRALA34664, BRALA33814, BRALA34282, BRALA34594	YEAST02606
OG0004674	BRALA21747	YEAST05448
OG0004675	BRALA01751	YEAST05072, YEAST02983
OG0004676	BRALA22511	YEAST05785, YEAST00056, YEAST02694
OG0004678	BRALA10033	YEAST02777, YEAST04846
OG0004682	BRALA03899	YEAST02876
OG0004683	BRALA26125	YEAST00676
OG0004684	BRALA26124	YEAST05643
OG0004685	BRALA29447	YEAST04200
OG0004687	BRALA19729	YEAST00982
OG0004691	BRALA31036	YEAST00819
OG0004699	BRALA07186	YEAST05453
OG0004702	BRALA32995, BRALA07211	YEAST03387
OG0004703	BRALA26823	YEAST00841
OG0004705	BRALA08213	YEAST05591
OG0004708	BRALA00406	YEAST04540
OG0004711	BRALA08263	YEAST03281
OG0004715	BRALA01981, BRALA01859, BRALA10682, BRALA24686, BRALA24655, BRALA27737, BRALA01858, BRALA32726, BRALA09174, BRALA24685, BRALA00478	YEAST00409
OG0004728	BRALA19112	YEAST04662, YEAST00882
OG0004733	BRALA17604	YEAST06337
OG0004735	BRALA05427	YEAST04508
OG0004739	BRALA03271, BRALA03272	YEAST01817
OG0004740	BRALA29145, BRALA20852	YEAST04029
OG0004743	BRALA08286	YEAST04299
OG0004747	BRALA28438	YEAST01134
OG0004748	BRALA09674	YEAST03942
OG0004749	BRALA20020	YEAST05904
OG0004753	BRALA13874	YEAST04746
OG0004755	BRALA27359, BRALA27358	YEAST03690
OG0004756	BRALA09680	YEAST03704
OG0004759	BRALA22261	YEAST02912
OG0004760	BRALA13716	YEAST01847
OG0004764	BRALA05324	YEAST04443, YEAST04345
OG0004765	BRALA00991	YEAST02487
OG0004766	BRALA24690	YEAST01053
OG0004767	BRALA10440	YEAST03559
OG0004768	BRALA11889	YEAST02666
