Orthogroup	BRALA	ORYLA
OG0002771	BRALA26146	ORYLA12518
OG0002772	BRALA00839	ORYLA12777
OG0002773	BRALA06118	ORYLA19216
OG0002774	BRALA17566	ORYLA13210, ORYLA12404, ORYLA19635
OG0002775	BRALA28982	ORYLA10242, ORYLA10244, ORYLA08215
OG0002776	BRALA20667	ORYLA01308
OG0002779	BRALA18762	ORYLA20250
OG0002781	BRALA09162	ORYLA16475, ORYLA16109, ORYLA19361
OG0002782	BRALA18872	ORYLA04664, ORYLA18620
OG0002783	BRALA05339	ORYLA02442
OG0002785	BRALA01196	ORYLA06284, ORYLA17343, ORYLA02417
OG0002786	BRALA09530	ORYLA06176, ORYLA14979, ORYLA12999, ORYLA12998, ORYLA17650
OG0002787	BRALA25626	ORYLA20316
OG0002788	BRALA02230	ORYLA14654
OG0002790	BRALA11810	ORYLA03569
OG0002791	BRALA10109	ORYLA16596, ORYLA00875, ORYLA00876, ORYLA12968, ORYLA18791, ORYLA18124
OG0002793	BRALA24700	ORYLA07270
OG0002795	BRALA07995	ORYLA12451, ORYLA19180
OG0002797	BRALA30213	ORYLA05207, ORYLA05210, ORYLA05209, ORYLA05208, ORYLA05211, ORYLA05206
OG0002799	BRALA27234	ORYLA16295
OG0002811	BRALA00022	ORYLA14627
OG0002813	BRALA21604	ORYLA13821, ORYLA02183, ORYLA20283
OG0002814	BRALA03845	ORYLA04993, ORYLA08092, ORYLA04148
OG0002815	BRALA23897	ORYLA05986, ORYLA10370, ORYLA11417
OG0002816	BRALA01022	ORYLA13033, ORYLA06757, ORYLA06755, ORYLA06756
OG0002817	BRALA31906, BRALA35378	ORYLA10713, ORYLA11993
OG0002818	BRALA22684	ORYLA15484, ORYLA15048
OG0002819	BRALA05559	ORYLA07493, ORYLA08859, ORYLA14483, ORYLA15630
OG0002821	BRALA01093	ORYLA13169, ORYLA06382
OG0002822	BRALA11175, BRALA11174	ORYLA16971, ORYLA00588, ORYLA16668, ORYLA07807
OG0002824	BRALA00377	ORYLA09339, ORYLA06204
OG0002825	BRALA22892	ORYLA11065
OG0002826	BRALA20854	ORYLA11355, ORYLA03113
OG0002827	BRALA12317	ORYLA11598
OG0002828	BRALA01253, BRALA32285, BRALA33690, BRALA01251	ORYLA03128
OG0002829	BRALA13088	ORYLA16753
OG0002830	BRALA13356	ORYLA11471, ORYLA10187
OG0002831	BRALA08874	ORYLA15327
OG0002832	BRALA23782, BRALA23785, BRALA23786	ORYLA06314
OG0002833	BRALA11197	ORYLA08022
OG0002834	BRALA07844	ORYLA05742, ORYLA01543, ORYLA17481
OG0002835	BRALA12830	ORYLA05983, ORYLA02044
OG0002836	BRALA08680	ORYLA19854, ORYLA03764
OG0002837	BRALA20192	ORYLA09113, ORYLA07584, ORYLA12792
OG0002838	BRALA18845, BRALA02071, BRALA03750	ORYLA05289, ORYLA00320
OG0002839	BRALA04693	ORYLA05647
OG0002840	BRALA03264	ORYLA12723, ORYLA13362
OG0002841	BRALA12737	ORYLA15081, ORYLA11075
OG0002842	BRALA01212, BRALA01213	ORYLA02771, ORYLA13461
OG0002843	BRALA29412	ORYLA17609
OG0002844	BRALA18936	ORYLA20136
OG0002847	BRALA33572	ORYLA19258
OG0002848	BRALA18503	ORYLA08986
OG0002849	BRALA04204	ORYLA14814, ORYLA12422, ORYLA14813, ORYLA01616
OG0002850	BRALA14368	ORYLA03637
OG0002851	BRALA08963	ORYLA04060, ORYLA10594, ORYLA03173
OG0002854	BRALA18728	ORYLA12873
OG0002855	BRALA23875	ORYLA03649
OG0002856	BRALA17115	ORYLA06874, ORYLA12811, ORYLA02096
OG0002857	BRALA01069	ORYLA00929
OG0002858	BRALA22413	ORYLA01755, ORYLA12296
OG0002860	BRALA13051	ORYLA16257
OG0002861	BRALA22879, BRALA22878	ORYLA12105
OG0002862	BRALA33455, BRALA33453, BRALA29689	ORYLA04015, ORYLA05434, ORYLA05308
OG0002863	BRALA00995	ORYLA17400
OG0002865	BRALA26587	ORYLA10366
OG0002866	BRALA08893	ORYLA02748, ORYLA00604, ORYLA16564
OG0002870	BRALA19055	ORYLA10371
OG0002871	BRALA14106, BRALA23031	ORYLA15130
OG0002872	BRALA34159, BRALA32937	ORYLA02121
OG0002873	BRALA19472	ORYLA19407
OG0002874	BRALA19756	ORYLA15908, ORYLA14760
OG0002875	BRALA23432	ORYLA11748
OG0002876	BRALA19475	ORYLA08640, ORYLA04839
OG0002877	BRALA08464	ORYLA13198
OG0002878	BRALA32641, BRALA03534, BRALA03537	ORYLA20310, ORYLA05630
OG0002879	BRALA23711	ORYLA12228, ORYLA10562
OG0002881	BRALA29637	ORYLA19373, ORYLA20134
OG0002884	BRALA02001	ORYLA20174
OG0002885	BRALA02565, BRALA02566	ORYLA02584
OG0002887	BRALA00977	ORYLA02731
OG0002888	BRALA23052, BRALA35110	ORYLA16529, ORYLA07977, ORYLA17058, ORYLA00234
OG0002889	BRALA20446	ORYLA14307, ORYLA10855
OG0002891	BRALA00908	ORYLA16619, ORYLA00864
OG0002892	BRALA27556	ORYLA16578, ORYLA12974, ORYLA17244, ORYLA02493
OG0002893	BRALA05902, BRALA13319, BRALA12122, BRALA13317, BRALA13318	ORYLA09714
OG0002894	BRALA23468	ORYLA04778, ORYLA10079, ORYLA05303
OG0002895	BRALA28500	ORYLA11053, ORYLA14341
OG0002896	BRALA06147	ORYLA09565, ORYLA09164
OG0002897	BRALA00556	ORYLA08407
OG0002898	BRALA04412	ORYLA00671, ORYLA00670
OG0002899	BRALA32336	ORYLA05880, ORYLA13052
OG0002900	BRALA10711	ORYLA14973, ORYLA02100
OG0002902	BRALA10476	ORYLA16725, ORYLA07802, ORYLA07801
OG0002903	BRALA03755	ORYLA20427
OG0002906	BRALA03067	ORYLA19340, ORYLA14581
OG0002907	BRALA09540	ORYLA02959, ORYLA14978
OG0002908	BRALA16572	ORYLA16113
OG0002909	BRALA15331	ORYLA15541, ORYLA10906
OG0002910	BRALA02029	ORYLA10834
OG0002911	BRALA27469	ORYLA05286, ORYLA17637
OG0002912	BRALA05844, BRALA03226	ORYLA12570
OG0002913	BRALA13297	ORYLA09301, ORYLA06966, ORYLA01437, ORYLA15057
OG0002914	BRALA13809	ORYLA15001
OG0002915	BRALA03120	ORYLA15159, ORYLA06424
OG0002916	BRALA22098, BRALA00679	ORYLA12904, ORYLA02397
OG0002917	BRALA11721	ORYLA03614
OG0002919	BRALA15082	ORYLA19627, ORYLA12045, ORYLA13148
OG0002921	BRALA17412, BRALA29375	ORYLA16247
OG0002922	BRALA16350	ORYLA05263, ORYLA05264, ORYLA17370
OG0002923	BRALA05872	ORYLA02176, ORYLA15614
OG0002924	BRALA04128, BRALA04129	ORYLA12165, ORYLA14888, ORYLA02522, ORYLA02521
OG0002925	BRALA28741, BRALA07171, BRALA31367	ORYLA05522, ORYLA14140, ORYLA01643
OG0002926	BRALA30348	ORYLA02418, ORYLA12816
OG0002927	BRALA06891, BRALA06948	ORYLA05678
OG0002929	BRALA25658	ORYLA15219, ORYLA15220, ORYLA11115, ORYLA15722
OG0002931	BRALA25933	ORYLA11036, ORYLA14528, ORYLA14527
OG0002931	BRALA15246	ORYLA12002, ORYLA18663
OG0002944	BRALA10241	ORYLA11503, ORYLA15960, ORYLA09073
OG0002945	BRALA30182, BRALA30183	ORYLA00078
OG0002946	BRALA30086	ORYLA08309, ORYLA16682
OG0002947	BRALA04382	ORYLA18625
OG0002948	BRALA08604, BRALA08603	ORYLA20132, ORYLA04220
OG0002949	BRALA34128	ORYLA05800
OG0002950	BRALA14007	ORYLA16937
OG0002952	BRALA16977	ORYLA04612
OG0002953	BRALA20438	ORYLA13902
OG0002954	BRALA18259, BRALA34258, BRALA35506	ORYLA12023
OG0002955	BRALA20853	ORYLA10112
OG0002956	BRALA33340	ORYLA13006, ORYLA06858
OG0002957	BRALA29901	ORYLA09640
OG0002959	BRALA22499	ORYLA11532, ORYLA10475
OG0002961	BRALA32745	ORYLA11825
OG0002964	BRALA06367	ORYLA17126, ORYLA00048, ORYLA16902
OG0002965	BRALA06727	ORYLA05184
OG0002966	BRALA23093	ORYLA02492
OG0002967	BRALA24663	ORYLA03303, ORYLA04206
OG0002968	BRALA16921, BRALA16922	ORYLA02038
OG0002969	BRALA14067, BRALA14066	ORYLA07908
OG0002971	BRALA17548	ORYLA20367, ORYLA05979, ORYLA05520
OG0002974	BRALA19094	ORYLA05639, ORYLA12657
OG0002975	BRALA28849	ORYLA10560
OG0002976	BRALA18507	ORYLA17659
OG0002977	BRALA29327	ORYLA03469
OG0002978	BRALA24108	ORYLA01067, ORYLA11348, ORYLA10261
OG0002981	BRALA00510	ORYLA08734
OG0002982	BRALA31857	ORYLA05260
OG0002983	BRALA15691	ORYLA05176, ORYLA13535
OG0002984	BRALA10452	ORYLA05793
OG0002985	BRALA16955	ORYLA16699, ORYLA00625
OG0002986	BRALA12799	ORYLA15829, ORYLA13959, ORYLA20331
OG0002987	BRALA16295	ORYLA15486, ORYLA01526
OG0002989	BRALA25735, BRALA25734, BRALA24378	ORYLA15869
OG0002990	BRALA27944	ORYLA04627
OG0002991	BRALA24373	ORYLA04672
OG0002992	BRALA10664	ORYLA09196, ORYLA15747
OG0002994	BRALA03071	ORYLA02194
OG0002995	BRALA31288	ORYLA10446
OG0002996	BRALA14606	ORYLA15037, ORYLA15923, ORYLA14260
OG0002997	BRALA22094	ORYLA06949
OG0002998	BRALA06170	ORYLA14765, ORYLA16031
OG0003000	BRALA11264	ORYLA12203
OG0003001	BRALA11352	ORYLA09863, ORYLA06603
OG0003002	BRALA07344	ORYLA14351, ORYLA16094, ORYLA08507, ORYLA09760
OG0003003	BRALA21285, BRALA06728, BRALA22539, BRALA22540	ORYLA19741, ORYLA02206, ORYLA11693
OG0003004	BRALA28835	ORYLA10597, ORYLA03379
OG0003005	BRALA26150	ORYLA05246
OG0003006	BRALA30180	ORYLA16962
OG0003007	BRALA01148	ORYLA13640, ORYLA00272
OG0003008	BRALA24826	ORYLA06672, ORYLA13325
OG0003009	BRALA20909	ORYLA01927, ORYLA05902, ORYLA05918
OG0003010	BRALA02051	ORYLA08264
OG0003011	BRALA12587, BRALA12588	ORYLA00062, ORYLA17088
OG0003012	BRALA17182	ORYLA13725, ORYLA14487
OG0003013	BRALA14158, BRALA14160	ORYLA09697, ORYLA05595
OG0003014	BRALA21168	ORYLA11816, ORYLA12535
OG0003016	BRALA08068	ORYLA00344, ORYLA19566
OG0003017	BRALA18273	ORYLA19080
OG0003018	BRALA31319	ORYLA04241, ORYLA03378
OG0003019	BRALA14323	ORYLA11447
OG0003021	BRALA34522, BRALA34477	ORYLA07431
OG0003022	BRALA12187	ORYLA00946
OG0003023	BRALA22185	ORYLA03235, ORYLA02285, ORYLA17780
OG0003024	BRALA29524	ORYLA12540
OG0003025	BRALA03359	ORYLA16836
OG0003025	BRALA17181	ORYLA06771
OG0003026	BRALA10042	ORYLA00734
OG0003027	BRALA09779	ORYLA17665, ORYLA15116
OG0003028	BRALA01708	ORYLA02137
OG0003029	BRALA19961	ORYLA02221, ORYLA15312
OG0003030	BRALA31370	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608
OG0003031	BRALA32296	ORYLA16489, ORYLA08839
OG0003033	BRALA33535	ORYLA09580
OG0003034	BRALA18733	ORYLA00457
OG0003035	BRALA04093	ORYLA12815, ORYLA17690
OG0003036	BRALA23667	ORYLA06888, ORYLA13097
OG0003037	BRALA22643	ORYLA17542
OG0003038	BRALA21188	ORYLA03300, ORYLA05385
OG0003039	BRALA09562	ORYLA12596, ORYLA14963, ORYLA17391, ORYLA17390, ORYLA02299
OG0003040	BRALA06106	ORYLA07281, ORYLA07280
OG0003041	BRALA13767	ORYLA05365
OG0003042	BRALA14544	ORYLA09859
OG0003043	BRALA15954	ORYLA13460
OG0003044	BRALA14962	ORYLA04573
OG0003046	BRALA09266	ORYLA15260, ORYLA06310
OG0003048	BRALA35916, BRALA12484	ORYLA15156, ORYLA08890
OG0003049	BRALA00969	ORYLA17432, ORYLA12852, ORYLA06667
OG0003050	BRALA09486, BRALA26101	ORYLA00454, ORYLA19968
OG0003051	BRALA00281, BRALA06030	ORYLA03600, ORYLA09446
OG0003052	BRALA09912	ORYLA19777
OG0003053	BRALA01192	ORYLA02834
OG0003054	BRALA14292	ORYLA12266, ORYLA09573
OG0003055	BRALA01152	ORYLA07154, ORYLA12922, ORYLA13644
OG0003057	BRALA12384	ORYLA03418, ORYLA11578
OG0003058	BRALA10357	ORYLA11963, ORYLA20118, ORYLA13944
OG0003059	BRALA24717	ORYLA00217, ORYLA04759
OG0003060	BRALA01131	ORYLA16613, ORYLA06282, ORYLA13094
OG0003061	BRALA22578	ORYLA04715, ORYLA00772, ORYLA10167, ORYLA11382
OG0003062	BRALA21245	ORYLA06980, ORYLA15949, ORYLA12667
OG0003063	BRALA20041	ORYLA10950
OG0003064	BRALA04357	ORYLA13156
OG0003065	BRALA24672	ORYLA05920, ORYLA02018
OG0003066	BRALA02294	ORYLA15142, ORYLA14035, ORYLA11126
OG0003067	BRALA16399	ORYLA17416
OG0003069	BRALA13473	ORYLA13162
OG0003070	BRALA11422	ORYLA07340, ORYLA17867
OG0003071	BRALA04699, BRALA08113	ORYLA01342
OG0003072	BRALA28497	ORYLA13683, ORYLA10914
OG0003073	BRALA07212	ORYLA04415
OG0003074	BRALA20234, BRALA20235	ORYLA16081, ORYLA01721, ORYLA05339
OG0003075	BRALA22295, BRALA32553	ORYLA09107
OG0003077	BRALA32652, BRALA31414	ORYLA16520, ORYLA00601, ORYLA00159, ORYLA16743
OG0003079	BRALA14566	ORYLA14096, ORYLA06851, ORYLA13613
OG0003084	BRALA11828, BRALA11850	ORYLA03661, ORYLA03660
OG0003086	BRALA21726, BRALA23186, BRALA15418	ORYLA08071
OG0003089	BRALA13302	ORYLA14073, ORYLA13491
OG0003090	BRALA26567, BRALA20690, BRALA06105	ORYLA19422, ORYLA09568
OG0003101	BRALA14766	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863
OG0003103	BRALA06974, BRALA04721	ORYLA01778
OG0003105	BRALA29850	ORYLA01500
OG0003106	BRALA09165	ORYLA14898
OG0003107	BRALA03151	ORYLA15014, ORYLA12389
OG0003108	BRALA23025	ORYLA11282, ORYLA15369
OG0003110	BRALA14243	ORYLA09478
OG0003111	BRALA04538	ORYLA00857
OG0003112	BRALA28665, BRALA34089, BRALA29578	ORYLA05183
OG0003114	BRALA15227	ORYLA07363
OG0003115	BRALA18488	ORYLA06857, ORYLA17487
OG0003116	BRALA23274	ORYLA20434
OG0003118	BRALA00197	ORYLA16184, ORYLA10022, ORYLA08702
OG0003119	BRALA29056	ORYLA20444
OG0003120	BRALA18066	ORYLA19924
OG0003121	BRALA15041	ORYLA14892, ORYLA13008
OG0003122	BRALA30971	ORYLA10184
OG0003122	BRALA12818	ORYLA11034
OG0003124	BRALA34241, BRALA34239, BRALA34780	ORYLA02774
OG0003127	BRALA22285	ORYLA10091
OG0003128	BRALA34098	ORYLA00377
OG0003129	BRALA33727, BRALA34480	ORYLA15338
OG0003130	BRALA33115	ORYLA03739
OG0003131	BRALA24254	ORYLA17361, ORYLA20425
OG0003132	BRALA27609	ORYLA02170
OG0003133	BRALA25629	ORYLA15166
OG0003134	BRALA32020	ORYLA05931, ORYLA16455
OG0003135	BRALA34295	ORYLA03082
OG0003138	BRALA24387	ORYLA10305
OG0003140	BRALA18516, BRALA18515	ORYLA18056, ORYLA18057, ORYLA12143, ORYLA20304
OG0003141	BRALA05474	ORYLA20129, ORYLA01871, ORYLA05831
OG0003142	BRALA23203	ORYLA17712
OG0003144	BRALA30427	ORYLA04082
OG0003145	BRALA23671	ORYLA13404, ORYLA06360
OG0003146	BRALA09771	ORYLA11707
OG0003147	BRALA16312	ORYLA20499
OG0003148	BRALA31447	ORYLA11751, ORYLA05438, ORYLA19776
OG0003149	BRALA15048, BRALA15046, BRALA15047	ORYLA05759
OG0003150	BRALA06073	ORYLA01440, ORYLA09448
OG0003151	BRALA28902	ORYLA09212, ORYLA15558, ORYLA14255
OG0003152	BRALA06359	ORYLA16325, ORYLA08299, ORYLA16852
OG0003153	BRALA20237	ORYLA18339
OG0003154	BRALA09778	ORYLA06654
OG0003157	BRALA18717	ORYLA04495
OG0003158	BRALA04756	ORYLA08610, ORYLA09460, ORYLA08913
OG0003159	BRALA03670	ORYLA02503, ORYLA17417, ORYLA05287
OG0003160	BRALA34327	ORYLA05070, ORYLA19915
OG0003161	BRALA12062	ORYLA18915, ORYLA10523, ORYLA18916
OG0003162	BRALA12042	ORYLA11824, ORYLA10738, ORYLA03513
OG0003163	BRALA09502	ORYLA13213, ORYLA17286
OG0003164	BRALA08232	ORYLA20487, ORYLA00816
OG0003165	BRALA34066	ORYLA08595, ORYLA10561
OG0003167	BRALA29422	ORYLA16879, ORYLA03605
OG0003168	BRALA14008	ORYLA16959, ORYLA00571
OG0003169	BRALA01179	ORYLA09698
OG0003172	BRALA14091	ORYLA09854
OG0003174	BRALA15910	ORYLA20481
OG0003175	BRALA07118, BRALA07114	ORYLA01979, ORYLA06140
OG0003176	BRALA03069, BRALA03068, BRALA03070	ORYLA12690
OG0003177	BRALA23984	ORYLA00856
OG0003178	BRALA30304	ORYLA03270
OG0003179	BRALA04006	ORYLA00445
OG0003180	BRALA19366	ORYLA03447, ORYLA03986, ORYLA03985
OG0003181	BRALA13987	ORYLA00243
OG0003183	BRALA00151	ORYLA16117, ORYLA02124
OG0003184	BRALA03612	ORYLA01211, ORYLA07345
OG0003185	BRALA08913	ORYLA12363, ORYLA15072
OG0003186	BRALA35925	ORYLA01090, ORYLA09963, ORYLA09962
OG0003187	BRALA06679	ORYLA12776
OG0003188	BRALA21755	ORYLA12586, ORYLA14947
OG0003189	BRALA28089, BRALA26188	ORYLA04108
OG0003190	BRALA00193, BRALA00194	ORYLA00506
OG0003191	BRALA04704	ORYLA18538, ORYLA15754
OG0003193	BRALA06151	ORYLA12245, ORYLA09712
OG0003195	BRALA29438	ORYLA16742
OG0003196	BRALA03312, BRALA34284, BRALA03314	ORYLA06022
OG0003197	BRALA14254	ORYLA18639
OG0003199	BRALA17301	ORYLA15973, ORYLA15714
OG0003200	BRALA17093	ORYLA05114
OG0003201	BRALA32075, BRALA35277, BRALA19671	ORYLA18830
OG0003202	BRALA06604	ORYLA02354
OG0003203	BRALA24870	ORYLA02126, ORYLA16448
OG0003204	BRALA11882	ORYLA08375
OG0003205	BRALA14611	ORYLA12978, ORYLA12979, ORYLA17330
OG0003206	BRALA15924	ORYLA16318
OG0003207	BRALA19743	ORYLA19094
OG0003208	BRALA24790	ORYLA13040
OG0003210	BRALA02658	ORYLA02461, ORYLA06655
OG0003211	BRALA15324	ORYLA20322
OG0003212	BRALA21845	ORYLA15489, ORYLA10940
OG0003213	BRALA15054	ORYLA06531
OG0003214	BRALA11877	ORYLA09799
OG0003215	BRALA11919	ORYLA00108, ORYLA19619
OG0003216	BRALA06581	ORYLA19919, ORYLA19002, ORYLA05782
OG0003217	BRALA22390, BRALA22386	ORYLA13146, ORYLA02509
OG0003220	BRALA29359	ORYLA01985, ORYLA05947
OG0003221	BRALA13791	ORYLA02164, ORYLA02047
OG0003222	BRALA03438, BRALA03437	ORYLA15011, ORYLA12395, ORYLA09003
OG0003223	BRALA03348	ORYLA15511
OG0003224	BRALA24852, BRALA24853, BRALA24851	ORYLA08420
OG0003225	BRALA24705	ORYLA19236, ORYLA19235
OG0003226	BRALA02281	ORYLA12048
OG0003227	BRALA32464	ORYLA15109
OG0003228	BRALA28908	ORYLA10708
OG0003229	BRALA28965	ORYLA07923, ORYLA01487
OG0003230	BRALA16395	ORYLA08114
OG0003232	BRALA25974, BRALA25976, BRALA35757	ORYLA10450, ORYLA04810, ORYLA19700, ORYLA04347, ORYLA01070
OG0003234	BRALA08065	ORYLA01163
OG0003235	BRALA28961	ORYLA20268
OG0003236	BRALA24360	ORYLA02520
OG0003236	BRALA16741, BRALA34782	ORYLA16788
OG0003237	BRALA26009, BRALA03776, BRALA01471, BRALA23973	ORYLA04328, ORYLA07454, ORYLA09177
OG0003238	BRALA07897	ORYLA12178
OG0003239	BRALA23858	ORYLA15027
OG0003240	BRALA00023	ORYLA15566, ORYLA13941, ORYLA16395
OG0003250	BRALA23787	ORYLA11719, ORYLA16208
OG0003251	BRALA03131	ORYLA05486, ORYLA12659
OG0003252	BRALA29060	ORYLA11431, ORYLA10758
OG0003253	BRALA17125	ORYLA14109, ORYLA17719, ORYLA12706
OG0003254	BRALA10884	ORYLA01055
OG0003255	BRALA04178	ORYLA01639
OG0003257	BRALA10821	ORYLA11994, ORYLA10700
OG0003258	BRALA26675	ORYLA13111
OG0003259	BRALA03751	ORYLA17769
OG0003260	BRALA01352	ORYLA13208, ORYLA02958
OG0003261	BRALA10363	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623
OG0003262	BRALA23941	ORYLA04363, ORYLA17978
OG0003263	BRALA27485	ORYLA05786
OG0003264	BRALA16693	ORYLA08989, ORYLA06289
OG0003265	BRALA09391	ORYLA14054, ORYLA11239
OG0003266	BRALA25697	ORYLA03848, ORYLA04542
OG0003267	BRALA06736	ORYLA19756
OG0003268	BRALA28894	ORYLA01959
OG0003269	BRALA23035	ORYLA07800, ORYLA16726
OG0003270	BRALA10980, BRALA10981	ORYLA14592
OG0003272	BRALA20375	ORYLA19655, ORYLA19654, ORYLA07229
OG0003275	BRALA19113	ORYLA09029, ORYLA13943
OG0003276	BRALA28847	ORYLA07362, ORYLA10391, ORYLA00852, ORYLA11438
OG0003277	BRALA12741	ORYLA20336, ORYLA15828, ORYLA13998
OG0003278	BRALA29833	ORYLA12553
OG0003279	BRALA19410	ORYLA01238
OG0003282	BRALA21917	ORYLA04149, ORYLA01430
OG0003283	BRALA09386	ORYLA19093
OG0003284	BRALA07080	ORYLA18705
OG0003286	BRALA11189	ORYLA16774
OG0003287	BRALA23219	ORYLA15508, ORYLA11362
OG0003288	BRALA18702	ORYLA04254
OG0003289	BRALA20587	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726
OG0003290	BRALA03644	ORYLA06270, ORYLA06269
OG0003291	BRALA23985	ORYLA04004
OG0003294	BRALA20203	ORYLA12880
OG0003295	BRALA35560, BRALA35974, BRALA29714	ORYLA04874, ORYLA19440, ORYLA17764
OG0003296	BRALA07237	ORYLA18095, ORYLA02301
OG0003297	BRALA11135	ORYLA16817
OG0003298	BRALA08285	ORYLA01355
OG0003299	BRALA05146	ORYLA12913
OG0003301	BRALA12896	ORYLA12501
OG0003302	BRALA03648	ORYLA01208
OG0003304	BRALA01097	ORYLA05709
OG0003305	BRALA02228	ORYLA02939, ORYLA18010
OG0003306	BRALA22690	ORYLA15915
OG0003308	BRALA05211, BRALA05209, BRALA05210	ORYLA02810, ORYLA10199
OG0003309	BRALA07365	ORYLA09280, ORYLA20068, ORYLA08534
OG0003311	BRALA16041	ORYLA01367, ORYLA08826, ORYLA06226
OG0003315	BRALA10201	ORYLA05354
OG0003316	BRALA05665	ORYLA06489
OG0003317	BRALA25346	ORYLA00142
OG0003318	BRALA25729	ORYLA14596, ORYLA15728
OG0003319	BRALA16686	ORYLA15491, ORYLA07033
OG0003320	BRALA16362	ORYLA17866
OG0003321	BRALA20253	ORYLA05648
OG0003323	BRALA02545	ORYLA02747
OG0003325	BRALA25251	ORYLA08076, ORYLA04984
OG0003326	BRALA21679, BRALA21678	ORYLA04931
OG0003327	BRALA18397	ORYLA02456, ORYLA06278
OG0003328	BRALA19968, BRALA03294	ORYLA06738
OG0003329	BRALA16528	ORYLA17667, ORYLA02366
OG0003330	BRALA21753	ORYLA14948
OG0003331	BRALA23588	ORYLA03745
OG0003332	BRALA16700	ORYLA06788, ORYLA02078
OG0003333	BRALA20739	ORYLA19135
OG0003335	BRALA18893	ORYLA10536
OG0003336	BRALA19535	ORYLA13585, ORYLA16595, ORYLA17841
OG0003337	BRALA05428	ORYLA20124
OG0003338	BRALA35064	ORYLA17314
OG0003340	BRALA13754	ORYLA05123, ORYLA01941
OG0003341	BRALA22123	ORYLA00218
OG0003342	BRALA04167	ORYLA05754, ORYLA12334
OG0003343	BRALA14934	ORYLA03249
OG0003344	BRALA16634	ORYLA11978
OG0003346	BRALA01560, BRALA18456, BRALA18457, BRALA18458, BRALA01829	ORYLA07076
OG0003347	BRALA09177	ORYLA09885, ORYLA04679
OG0003348	BRALA15993	ORYLA07117, ORYLA09434
OG0003349	BRALA03624	ORYLA00427, ORYLA04988, ORYLA08086
OG0003350	BRALA14237	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457
OG0003351	BRALA17287, BRALA17306	ORYLA14628
OG0003352	BRALA00218	ORYLA08412, ORYLA10054
OG0003353	BRALA15281	ORYLA10916
OG0003354	BRALA00361	ORYLA19460, ORYLA19459, ORYLA00204
OG0003355	BRALA03913	ORYLA02544, ORYLA05076, ORYLA07720
OG0003356	BRALA20221	ORYLA00555, ORYLA16745
OG0003357	BRALA28370	ORYLA01325
OG0003358	BRALA20313	ORYLA14258
OG0003359	BRALA22885	ORYLA11531
OG0003360	BRALA24694	ORYLA10113
OG0003361	BRALA15184	ORYLA10105, ORYLA03006
OG0003364	BRALA19189	ORYLA14543, ORYLA16352
OG0003366	BRALA13308	ORYLA19482
OG0003367	BRALA02186, BRALA02185, BRALA24845, BRALA32893, BRALA01014	ORYLA19314
OG0003368	BRALA11408	ORYLA01157
OG0003370	BRALA13625	ORYLA02169, ORYLA05635
OG0003372	BRALA01258, BRALA01257	ORYLA13263, ORYLA19929
OG0003373	BRALA02259	ORYLA11155, ORYLA15306
OG0003374	BRALA32765	ORYLA05369
OG0003375	BRALA16607	ORYLA17409
OG0003376	BRALA08374	ORYLA07502
OG0003377	BRALA30976	ORYLA12102
OG0003378	BRALA18244	ORYLA16361, ORYLA12071
OG0003379	BRALA10345	ORYLA05666
OG0003380	BRALA19352	ORYLA02294, ORYLA17353
OG0003381	BRALA18296	ORYLA10983, ORYLA12366
OG0003382	BRALA02288, BRALA02289	ORYLA06657, ORYLA06055
OG0003383	BRALA00564	ORYLA08272
OG0003384	BRALA21417	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121
OG0003385	BRALA24635	ORYLA16115
OG0003386	BRALA30819	ORYLA06516, ORYLA12917
OG0003387	BRALA24624, BRALA24625	ORYLA16634
OG0003388	BRALA06749	ORYLA19757, ORYLA04964
OG0003391	BRALA31037, BRALA31038	ORYLA10703
OG0003392	BRALA06298	ORYLA00140, ORYLA00535
OG0003394	BRALA00627	ORYLA09650
OG0003396	BRALA02157	ORYLA20291
OG0003397	BRALA31792	ORYLA19368, ORYLA07867, ORYLA03946, ORYLA01337
OG0003399	BRALA28163	ORYLA16833, ORYLA02325, ORYLA04308
OG0003401	BRALA10100	ORYLA02916, ORYLA17797, ORYLA17796
OG0003401	BRALA10099	ORYLA18469
OG0003419	BRALA33995	ORYLA07674
OG0003420	BRALA02559	ORYLA13381, ORYLA02466
OG0003421	BRALA22933	ORYLA20432
OG0003422	BRALA08270	ORYLA11143
OG0003424	BRALA27366	ORYLA16837
OG0003425	BRALA13513	ORYLA19551, ORYLA19552
OG0003426	BRALA28983	ORYLA01060
OG0003428	BRALA26986, BRALA33909	ORYLA07230
OG0003429	BRALA02516	ORYLA15696
OG0003430	BRALA25695	ORYLA04134, ORYLA05926
OG0003431	BRALA07409	ORYLA13930, ORYLA13647
OG0003433	BRALA12225	ORYLA04481
OG0003434	BRALA00541	ORYLA08873
OG0003435	BRALA26136, BRALA30163	ORYLA11612, ORYLA10262
OG0003437	BRALA06487, BRALA06489	ORYLA16686, ORYLA18274, ORYLA16631
