Orthogroup	BRALA	SACKO_ok
OG0002848	BRALA18503	SACKO_10131
OG0002850	BRALA14368	SACKO_14200
OG0002851	BRALA08963	SACKO_18925
OG0002852	BRALA00392, BRALA09862, BRALA12103	SACKO_09437, SACKO_09448
OG0002853	BRALA09561	SACKO_26265
OG0002854	BRALA02880	SACKO_00564
OG0002855	BRALA23875	SACKO_05275
OG0002857	BRALA01069	SACKO_00502
OG0002858	BRALA22413	SACKO_16157, SACKO_32118
OG0002859	BRALA01427	SACKO_17015
OG0002861	BRALA22879, BRALA22878	SACKO_30500, SACKO_13223
OG0002862	BRALA33455, BRALA33453, BRALA29689	SACKO_03068
OG0002863	BRALA00995	SACKO_00512
OG0002865	BRALA26587	SACKO_30786
OG0002866	BRALA08893	SACKO_19174
OG0002868	BRALA05217	SACKO_04255
OG0002870	BRALA19055	SACKO_04207
OG0002871	BRALA14106	SACKO_07598
OG0002871	BRALA23031	SACKO_23392
OG0002871	BRALA19148	SACKO_15091
OG0002872	BRALA34159, BRALA32937	SACKO_30221
OG0002873	BRALA19472	SACKO_09763
OG0002874	BRALA19756	SACKO_30820
OG0002875	BRALA23432	SACKO_27826
OG0002876	BRALA19475	SACKO_11226
OG0002877	BRALA08464	SACKO_09233, SACKO_22408
OG0002878	BRALA18474, BRALA28117, BRALA03542	SACKO_29637, SACKO_29599, SACKO_29619
OG0002878	BRALA32641, BRALA03534, BRALA03537	SACKO_29610, SACKO_29621
OG0002879	BRALA23711	SACKO_33049
OG0002881	BRALA29638	SACKO_14125
OG0002882	BRALA24261	SACKO_04408
OG0002882	BRALA22163	SACKO_03815
OG0002886	BRALA06876, BRALA27924, BRALA18024, BRALA18708, BRALA25226	SACKO_14559, SACKO_05351
OG0002887	BRALA00977	SACKO_03876
OG0002888	BRALA23052, BRALA35110	SACKO_13850
OG0002889	BRALA20446	SACKO_25507
OG0002891	BRALA00908	SACKO_25660
OG0002892	BRALA27556	SACKO_25315
OG0002894	BRALA23468	SACKO_02334
OG0002895	BRALA28500	SACKO_07081
OG0002896	BRALA06147	SACKO_21159
OG0002897	BRALA00556	SACKO_11527
OG0002898	BRALA04412	SACKO_12347, SACKO_11652, SACKO_11662
OG0002899	BRALA32336	SACKO_20293
OG0002900	BRALA10711	SACKO_23521, SACKO_11843
OG0002901	BRALA19318	SACKO_31319
OG0002902	BRALA10476	SACKO_31560
OG0002903	BRALA03755, BRALA21287, BRALA31044	SACKO_20856, SACKO_20816
OG0002904	BRALA04163	SACKO_08527, SACKO_31225, SACKO_28610, SACKO_27844, SACKO_28611
OG0002906	BRALA03067	SACKO_11930, SACKO_11931
OG0002907	BRALA09540	SACKO_16536
OG0002908	BRALA16572	SACKO_04538
OG0002908	BRALA12497	SACKO_11145
OG0002909	BRALA15331	SACKO_23664
OG0002910	BRALA02029	SACKO_29263
OG0002911	BRALA27469	SACKO_07058
OG0002912	BRALA05844, BRALA03226	SACKO_26709, SACKO_25820, SACKO_25821
OG0002913	BRALA13297	SACKO_06634
OG0002914	BRALA13809	SACKO_00833, SACKO_22358
OG0002915	BRALA03120	SACKO_04947
OG0002916	BRALA22098, BRALA00679	SACKO_29255
OG0002917	BRALA11721	SACKO_26409
OG0002918	BRALA01959, BRALA23323, BRALA12963, BRALA21536	SACKO_11029
OG0002921	BRALA17412, BRALA29375	SACKO_33268
OG0002922	BRALA16350	SACKO_17100
OG0002923	BRALA05872	SACKO_26728
OG0002924	BRALA04128, BRALA04129	SACKO_13053
OG0002925	BRALA28741, BRALA07171, BRALA31367	SACKO_11448
OG0002926	BRALA30348	SACKO_00854
OG0002927	BRALA06891, BRALA06948	SACKO_16689
OG0002928	BRALA15826	SACKO_02473
OG0002931	BRALA25933, BRALA15246	SACKO_09069
OG0002944	BRALA10241	SACKO_29103
OG0002945	BRALA30182, BRALA30183	SACKO_10023
OG0002946	BRALA30086	SACKO_25372
OG0002947	BRALA04382	SACKO_28885
OG0002948	BRALA08604, BRALA08603	SACKO_14209
OG0002949	BRALA34128	SACKO_05711
OG0002950	BRALA35316, BRALA14006	SACKO_25017
OG0002952	BRALA16977	SACKO_25112
OG0002953	BRALA20438	SACKO_25506
OG0002954	BRALA18259, BRALA34258, BRALA35506	SACKO_31927, SACKO_03834
OG0002955	BRALA20853	SACKO_05650
OG0002956	BRALA33340	SACKO_00857
OG0002957	BRALA29901	SACKO_29770
OG0002958	BRALA10403	SACKO_20348
OG0002958	BRALA01328	SACKO_32631
OG0002959	BRALA22499	SACKO_03836
OG0002960	BRALA17530	SACKO_10276
OG0002961	BRALA32745, BRALA33845	SACKO_22229
OG0002964	BRALA06367	SACKO_22385
OG0002965	BRALA06727	SACKO_32335, SACKO_14337
OG0002966	BRALA23093	SACKO_04692
OG0002967	BRALA24663	SACKO_11046
OG0002968	BRALA10191	SACKO_17591
OG0002968	BRALA16921, BRALA16922	SACKO_06975
OG0002969	BRALA14067	SACKO_02667
OG0002970	BRALA18897	SACKO_23983, SACKO_23982, SACKO_29440, SACKO_08985
OG0002971	BRALA17548	SACKO_19758
OG0002973	BRALA35747, BRALA32976	SACKO_14102
OG0002974	BRALA19094	SACKO_29031
OG0002975	BRALA28849	SACKO_32400, SACKO_32354
OG0002976	BRALA18507	SACKO_31461
OG0002977	BRALA29327	SACKO_20192
OG0002978	BRALA24108	SACKO_17957
OG0002979	BRALA29239	SACKO_20128
OG0002981	BRALA00510	SACKO_26792
OG0002982	BRALA31857	SACKO_13358
OG0002983	BRALA15691	SACKO_27335
OG0002984	BRALA10452	SACKO_19745
OG0002985	BRALA16955	SACKO_30570
OG0002987	BRALA16295	SACKO_24109
OG0002988	BRALA22520, BRALA22521, BRALA22525, BRALA15451	SACKO_28450
OG0002989	BRALA25735, BRALA25734, BRALA24378	SACKO_23453
OG0002990	BRALA27944	SACKO_28950
OG0002991	BRALA24373	SACKO_16196
OG0002992	BRALA10664	SACKO_30998
OG0002994	BRALA03071	SACKO_15129
OG0002996	BRALA14606	SACKO_16051
OG0002997	BRALA22094	SACKO_03884
OG0002997	BRALA00683	SACKO_17459
OG0002998	BRALA06170	SACKO_08408
OG0003002	BRALA07344	SACKO_24578
OG0003003	BRALA21285, BRALA06728, BRALA22539, BRALA22540	SACKO_12840
OG0003004	BRALA28835	SACKO_15243, SACKO_08904
OG0003006	BRALA30180	SACKO_09983
OG0003007	BRALA01148	SACKO_23209
OG0003008	BRALA24826	SACKO_14283
OG0003009	BRALA20909	SACKO_23162
OG0003010	BRALA02051	SACKO_04866, SACKO_33454
OG0003011	BRALA12587, BRALA12588	SACKO_09511
OG0003012	BRALA17182	SACKO_26048
OG0003013	BRALA14158, BRALA14160	SACKO_22831
OG0003014	BRALA21168	SACKO_30554
OG0003015	BRALA35464	SACKO_03472
OG0003016	BRALA08068	SACKO_10324
OG0003017	BRALA18273	SACKO_30528
OG0003018	BRALA31319	SACKO_21884, SACKO_15715
OG0003019	BRALA14323	SACKO_29411
OG0003019	BRALA22516	SACKO_22182
OG0003020	BRALA19979	SACKO_29408, SACKO_10424, SACKO_10423
OG0003021	BRALA34522, BRALA34477	SACKO_12395
OG0003023	BRALA22185	SACKO_15718, SACKO_24498
OG0003024	BRALA29524	SACKO_04764
OG0003025	BRALA03359, BRALA17181	SACKO_25265
OG0003026	BRALA10042	SACKO_02570
OG0003027	BRALA09779	SACKO_20718
OG0003028	BRALA01708	SACKO_26969
OG0003029	BRALA19961	SACKO_23336
OG0003030	BRALA31370	SACKO_20385
OG0003031	BRALA32296	SACKO_31229, SACKO_13025
OG0003033	BRALA33535	SACKO_21096
OG0003034	BRALA18733	SACKO_10723
OG0003035	BRALA04093	SACKO_13056
OG0003036	BRALA23667	SACKO_03961
OG0003037	BRALA22643	SACKO_16276
OG0003038	BRALA21188	SACKO_26887
OG0003039	BRALA09562	SACKO_17992
OG0003040	BRALA06106	SACKO_21624, SACKO_30839
OG0003041	BRALA13767	SACKO_15164
OG0003042	BRALA14544	SACKO_01751
OG0003043	BRALA15954	SACKO_02021
OG0003044	BRALA14962	SACKO_29708
OG0003045	BRALA14809	SACKO_27785
OG0003046	BRALA09266	SACKO_19289
OG0003048	BRALA35916, BRALA12484	SACKO_30401
OG0003049	BRALA00969	SACKO_27605
OG0003050	BRALA09486, BRALA26101	SACKO_15528
OG0003051	BRALA00281, BRALA06030	SACKO_22120
OG0003053	BRALA01192	SACKO_00124
OG0003054	BRALA14292	SACKO_23775
OG0003055	BRALA01152	SACKO_14713
OG0003056	BRALA16866	SACKO_30441
OG0003057	BRALA12384	SACKO_10359
OG0003058	BRALA10357	SACKO_30857
OG0003059	BRALA24717	SACKO_10958, SACKO_20443
OG0003060	BRALA01131	SACKO_07187
OG0003061	BRALA22578	SACKO_01288
OG0003063	BRALA20041	SACKO_07757
OG0003064	BRALA04357	SACKO_30917
OG0003065	BRALA24672	SACKO_12532
OG0003066	BRALA02294	SACKO_05874
OG0003067	BRALA16399	SACKO_24076
OG0003069	BRALA13473	SACKO_05072, SACKO_05082, SACKO_17846, SACKO_27101
OG0003071	BRALA04699	SACKO_01947
OG0003071	BRALA08113	SACKO_09087
OG0003072	BRALA28497	SACKO_22003
OG0003073	BRALA07212	SACKO_19888
OG0003074	BRALA20234, BRALA20235	SACKO_00277
OG0003075	BRALA22295, BRALA32553	SACKO_11591
OG0003077	BRALA32652, BRALA31414	SACKO_28671
OG0003078	BRALA18799, BRALA33927, BRALA19273	SACKO_33444
OG0003079	BRALA14566	SACKO_01137
OG0003083	BRALA02994	SACKO_27427
OG0003084	BRALA11828, BRALA11850	SACKO_01950
OG0003085	BRALA17031	SACKO_10244
OG0003086	BRALA21726, BRALA23186, BRALA15418	SACKO_22457, SACKO_23788
OG0003089	BRALA13302	SACKO_18518, SACKO_14107, SACKO_20028
OG0003090	BRALA26567, BRALA20690, BRALA06105	SACKO_08916, SACKO_31355, SACKO_12364, SACKO_16254, SACKO_05373
OG0003101	BRALA14766	SACKO_20862
OG0003103	BRALA06974, BRALA04721	SACKO_09737
OG0003105	BRALA29850	SACKO_04098
OG0003106	BRALA09165	SACKO_29288
OG0003107	BRALA03151	SACKO_16349
OG0003108	BRALA23025	SACKO_22455, SACKO_26646
OG0003110	BRALA14243	SACKO_26390
OG0003111	BRALA04538	SACKO_29226, SACKO_13382, SACKO_29195, SACKO_13371
OG0003112	BRALA28665, BRALA34089, BRALA29578	SACKO_27668
OG0003113	BRALA16666	SACKO_19759
OG0003114	BRALA15227	SACKO_15238
OG0003115	BRALA18488	SACKO_01855
OG0003116	BRALA23274	SACKO_10934, SACKO_14549, SACKO_14593, SACKO_14030
OG0003118	BRALA00197	SACKO_04745
OG0003119	BRALA29056	SACKO_13546
OG0003120	BRALA18066	SACKO_22096, SACKO_22116
OG0003121	BRALA15041	SACKO_16521
OG0003122	BRALA30971	SACKO_03121
OG0003122	BRALA12818	SACKO_18543, SACKO_26066
OG0003124	BRALA34241, BRALA34239, BRALA34780	SACKO_04410
OG0003125	BRALA22292	SACKO_29448
OG0003127	BRALA22285	SACKO_04031
OG0003128	BRALA34098	SACKO_04405
OG0003129	BRALA04458, BRALA34296	SACKO_31737, SACKO_08449
OG0003129	BRALA33727, BRALA34480	SACKO_08453
OG0003130	BRALA33115	SACKO_29703
OG0003131	BRALA24254	SACKO_18830
OG0003132	BRALA27609	SACKO_33715
OG0003134	BRALA24514	SACKO_01816
OG0003134	BRALA32020	SACKO_16499, SACKO_07502
OG0003134	BRALA16709	SACKO_06851
OG0003135	BRALA34295	SACKO_03116
OG0003136	BRALA26231	SACKO_03114
OG0003137	BRALA19944	SACKO_15912
OG0003138	BRALA24387	SACKO_22321
OG0003140	BRALA18516, BRALA18515	SACKO_06695
OG0003141	BRALA05474	SACKO_03614
OG0003142	BRALA23203	SACKO_05126
OG0003143	BRALA17585	SACKO_07814
OG0003144	BRALA30427	SACKO_03680
OG0003145	BRALA23671	SACKO_14415
OG0003146	BRALA09771	SACKO_04352
OG0003147	BRALA16312	SACKO_09203, SACKO_13733
OG0003148	BRALA31447	SACKO_01512, SACKO_01504
OG0003149	BRALA15048, BRALA15046, BRALA15047	SACKO_12102
OG0003150	BRALA06073	SACKO_33473
OG0003151	BRALA28902	SACKO_18699
OG0003152	BRALA06359	SACKO_11895
OG0003153	BRALA20237	SACKO_16378
OG0003154	BRALA09778	SACKO_22446
OG0003155	BRALA18620	SACKO_10655
OG0003155	BRALA25357	SACKO_09935
OG0003156	BRALA35029	SACKO_27553, SACKO_06021
OG0003157	BRALA18717	SACKO_30627
OG0003158	BRALA04756	SACKO_02553
OG0003159	BRALA17058, BRALA15528	SACKO_06649
OG0003159	BRALA03670	SACKO_17748, SACKO_01588
OG0003160	BRALA34327	SACKO_12466
OG0003161	BRALA12062	SACKO_09109
OG0003162	BRALA12042	SACKO_09082, SACKO_09115, SACKO_09128
OG0003163	BRALA09502	SACKO_09039
OG0003164	BRALA08232	SACKO_24629
OG0003165	BRALA34066	SACKO_09454
OG0003167	BRALA29422	SACKO_21224
OG0003168	BRALA20477, BRALA20478, BRALA20476	SACKO_04787
OG0003169	BRALA01179	SACKO_19319
OG0003170	BRALA12331, BRALA04256, BRALA30306, BRALA17708, BRALA17707	SACKO_32202
OG0003171	BRALA03031	SACKO_13185
OG0003172	BRALA14091	SACKO_02203, SACKO_02691
OG0003173	BRALA28684	SACKO_18203, SACKO_00536
OG0003174	BRALA15910	SACKO_14589
OG0003175	BRALA07118, BRALA07114	SACKO_26238
OG0003176	BRALA03068, BRALA03070	SACKO_19057
OG0003177	BRALA23984	SACKO_24963
OG0003178	BRALA30304	SACKO_18493
OG0003179	BRALA04006	SACKO_33031, SACKO_21707
OG0003180	BRALA19366	SACKO_20193
OG0003181	BRALA13987	SACKO_00391
OG0003182	BRALA19997	SACKO_16383
OG0003183	BRALA00151	SACKO_15802
OG0003184	BRALA03612	SACKO_29685
OG0003185	BRALA08913	SACKO_19190
OG0003186	BRALA35925	SACKO_01675, SACKO_05027
OG0003187	BRALA06679	SACKO_23198
OG0003188	BRALA21755	SACKO_32262
OG0003189	BRALA28089, BRALA26188	SACKO_10353
OG0003190	BRALA00193, BRALA00194	SACKO_23848
OG0003191	BRALA04704	SACKO_03093
OG0003193	BRALA06151	SACKO_21175
OG0003194	BRALA02569, BRALA02570, BRALA02571	SACKO_09227
OG0003195	BRALA29438	SACKO_28742
OG0003196	BRALA03312, BRALA34284, BRALA03314	SACKO_13980, SACKO_08178
OG0003197	BRALA14254	SACKO_29949
OG0003198	BRALA19414, BRALA19411, BRALA23398	SACKO_09167
OG0003199	BRALA17301	SACKO_33150
OG0003200	BRALA17093	SACKO_21528
OG0003201	BRALA28451, BRALA25207	SACKO_03602
OG0003202	BRALA06604	SACKO_17487
OG0003203	BRALA24870	SACKO_00607
OG0003204	BRALA11882	SACKO_31707
OG0003205	BRALA14611	SACKO_12111
OG0003206	BRALA15924	SACKO_17979, SACKO_17971, SACKO_19787
OG0003207	BRALA19743	SACKO_07582
OG0003210	BRALA02658	SACKO_27430
OG0003211	BRALA15324	SACKO_07520, SACKO_23746
OG0003212	BRALA21845	SACKO_00699
OG0003214	BRALA11877	SACKO_02358
OG0003215	BRALA11919	SACKO_14011
OG0003216	BRALA13946	SACKO_24993
OG0003216	BRALA06581	SACKO_05075, SACKO_33513
OG0003217	BRALA22390, BRALA22386	SACKO_20635
OG0003218	BRALA27140	SACKO_33469
OG0003220	BRALA29359	SACKO_26339
OG0003222	BRALA03438, BRALA03437	SACKO_26715
OG0003223	BRALA03348	SACKO_26827
OG0003224	BRALA24852, BRALA24853, BRALA24851	SACKO_07681
OG0003225	BRALA24705	SACKO_07427
OG0003226	BRALA02281	SACKO_15104
OG0003227	BRALA32464	SACKO_30234
OG0003228	BRALA28908	SACKO_07288
OG0003229	BRALA28965	SACKO_02081
OG0003230	BRALA16395	SACKO_19470
OG0003231	BRALA01823	SACKO_17265
OG0003232	BRALA25974, BRALA25976, BRALA35757	SACKO_01247
OG0003234	BRALA08065	SACKO_06768
OG0003235	BRALA28961	SACKO_26089
OG0003236	BRALA24360	SACKO_13088
OG0003236	BRALA16741, BRALA34782	SACKO_28630
OG0003238	BRALA07897	SACKO_17755
OG0003239	BRALA23858	SACKO_15782
OG0003240	BRALA04472	SACKO_24079, SACKO_21025
OG0003240	BRALA00023	SACKO_09100
OG0003250	BRALA23787	SACKO_00843
OG0003251	BRALA03131	SACKO_32082
OG0003252	BRALA29060	SACKO_18053
OG0003253	BRALA17125	SACKO_23089
OG0003254	BRALA10884	SACKO_11378
OG0003255	BRALA04178	SACKO_02946
OG0003256	BRALA20447	SACKO_23680, SACKO_29106, SACKO_23704
OG0003257	BRALA10821	SACKO_04676
OG0003258	BRALA26675	SACKO_14130
OG0003259	BRALA03751	SACKO_01956
OG0003261	BRALA10363	SACKO_25373
OG0003262	BRALA23941	SACKO_00711
OG0003263	BRALA27485	SACKO_24493
OG0003265	BRALA09391	SACKO_09798
OG0003266	BRALA25697	SACKO_05971, SACKO_26552, SACKO_12236
OG0003267	BRALA06736	SACKO_32336
OG0003268	BRALA28894	SACKO_05287
OG0003269	BRALA23035	SACKO_28019
OG0003270	BRALA10980, BRALA10981	SACKO_25439
OG0003271	BRALA01579, BRALA01576	SACKO_12071
OG0003272	BRALA20375	SACKO_12753
OG0003275	BRALA19113	SACKO_30780, SACKO_30771
OG0003276	BRALA28847	SACKO_32351
OG0003277	BRALA12741	SACKO_01244
OG0003278	BRALA29833	SACKO_03134
OG0003279	BRALA19410	SACKO_30116
OG0003280	BRALA25778, BRALA12949	SACKO_10441
OG0003281	BRALA16219, BRALA16218, BRALA06040, BRALA16220, BRALA12224, BRALA06039, BRALA06038	SACKO_26387
OG0003282	BRALA21917	SACKO_27155
OG0003283	BRALA09386	SACKO_28354, SACKO_30822
OG0003284	BRALA07080	SACKO_30896
OG0003286	BRALA11189	SACKO_17313
OG0003287	BRALA23219	SACKO_28184
OG0003288	BRALA18702	SACKO_10698
OG0003289	BRALA20587	SACKO_01897
OG0003290	BRALA03644	SACKO_27393
OG0003292	BRALA06602	SACKO_23159
OG0003292	BRALA26853	SACKO_27423
OG0003292	BRALA31219	SACKO_07289
OG0003294	BRALA20203	SACKO_17331
OG0003295	BRALA35560, BRALA35974, BRALA29714	SACKO_10530
OG0003296	BRALA07237	SACKO_04472
OG0003298	BRALA08285	SACKO_14529
OG0003299	BRALA05146	SACKO_29252
OG0003301	BRALA12896	SACKO_27778
OG0003302	BRALA03648	SACKO_17873
OG0003303	BRALA31282	SACKO_11752
OG0003304	BRALA01097	SACKO_33198
OG0003304	BRALA14452	SACKO_06173
OG0003305	BRALA02228	SACKO_20237
OG0003306	BRALA22690	SACKO_02846
OG0003308	BRALA05211, BRALA05209, BRALA05210	SACKO_03501, SACKO_03500
OG0003309	BRALA07365	SACKO_25385
OG0003311	BRALA16041	SACKO_05588
OG0003315	BRALA10201	SACKO_11264
OG0003316	BRALA05665	SACKO_02137
OG0003317	BRALA25346	SACKO_05670
OG0003318	BRALA25729	SACKO_23709
OG0003319	BRALA16686	SACKO_26946
OG0003320	BRALA16362	SACKO_31257
OG0003321	BRALA20253	SACKO_30235
OG0003322	BRALA20824	SACKO_30275, SACKO_10135
OG0003322	BRALA16687	SACKO_26882, SACKO_08192, SACKO_17066, SACKO_21640, SACKO_24650, SACKO_10585, SACKO_28361, SACKO_18812, SACKO_14930, SACKO_21617, SACKO_11028
OG0003323	BRALA02545	SACKO_13406
OG0003325	BRALA25251	SACKO_05232
OG0003326	BRALA21679, BRALA21678	SACKO_25613
OG0003327	BRALA18397	SACKO_29807, SACKO_16114
OG0003329	BRALA16528	SACKO_09850, SACKO_03764
OG0003330	BRALA21753	SACKO_32249
OG0003331	BRALA23588	SACKO_03264
OG0003332	BRALA16700	SACKO_23810, SACKO_23819
OG0003333	BRALA20739	SACKO_30489
OG0003334	BRALA22310	SACKO_00195
OG0003334	BRALA26651, BRALA07845, BRALA04402	SACKO_30052
OG0003335	BRALA18893	SACKO_15302
OG0003336	BRALA19535	SACKO_22803, SACKO_22795
OG0003337	BRALA05428	SACKO_14865
OG0003338	BRALA35463, BRALA35265, BRALA35064, BRALA35117, BRALA34391, BRALA33959, BRALA35189	SACKO_27567
OG0003340	BRALA13754	SACKO_04037
OG0003341	BRALA22123	SACKO_02780
OG0003343	BRALA14934	SACKO_29714
OG0003344	BRALA16634	SACKO_26970
OG0003346	BRALA18057	SACKO_06374, SACKO_30141
OG0003346	BRALA01560, BRALA18456, BRALA18457, BRALA18458, BRALA01829	SACKO_09097
OG0003347	BRALA09177	SACKO_04192
OG0003348	BRALA15993	SACKO_18275
OG0003349	BRALA03624	SACKO_20573
OG0003350	BRALA14237	SACKO_26402
OG0003351	BRALA17306	SACKO_06361
OG0003351	BRALA20883	SACKO_07863
OG0003352	BRALA00218	SACKO_16000
OG0003353	BRALA15281	SACKO_27934
OG0003354	BRALA00361	SACKO_00210
OG0003355	BRALA03913	SACKO_21459
OG0003356	BRALA20221	SACKO_19562
OG0003357	BRALA28370	SACKO_12468
OG0003358	BRALA20313	SACKO_23618
OG0003359	BRALA22885	SACKO_15411
OG0003360	BRALA24694	SACKO_11966
OG0003361	BRALA15184	SACKO_19401
OG0003362	BRALA22433, BRALA22431, BRALA22432	SACKO_14757
OG0003363	BRALA14133	SACKO_02038
OG0003364	BRALA19189	SACKO_11623
OG0003366	BRALA13308	SACKO_31581
OG0003367	BRALA02186, BRALA02185, BRALA24845, BRALA32893, BRALA01014	SACKO_32690, SACKO_10006, SACKO_09981
OG0003368	BRALA11408	SACKO_17847
OG0003369	BRALA06641	SACKO_17735
OG0003370	BRALA13625	SACKO_33714
OG0003372	BRALA01258, BRALA01257	SACKO_30945
OG0003373	BRALA02259	SACKO_09624
OG0003374	BRALA32765	SACKO_32930
OG0003375	BRALA16607	SACKO_08748
OG0003376	BRALA08374	SACKO_10287
OG0003377	BRALA30976	SACKO_23381
OG0003379	BRALA10345	SACKO_33311, SACKO_33295
OG0003380	BRALA19352	SACKO_05451
OG0003381	BRALA18296	SACKO_04584
OG0003382	BRALA02288, BRALA02289	SACKO_12662
OG0003382	BRALA02290	SACKO_12632
OG0003383	BRALA00564	SACKO_08095
OG0003384	BRALA21417	SACKO_24086
OG0003385	BRALA24635	SACKO_11016
OG0003386	BRALA30819	SACKO_01067
OG0003387	BRALA24624, BRALA24625	SACKO_03779
OG0003388	BRALA06749	SACKO_17919, SACKO_17906
OG0003391	BRALA31037	SACKO_12505
OG0003392	BRALA06298	SACKO_10639, SACKO_10646
OG0003396	BRALA02157	SACKO_32243, SACKO_07005
OG0003401	BRALA10099	SACKO_27469
OG0003419	BRALA33995	SACKO_07603
OG0003421	BRALA22933	SACKO_01930, SACKO_01928
OG0003422	BRALA08270	SACKO_04586
OG0003424	BRALA27366	SACKO_05692
OG0003425	BRALA13513	SACKO_21290
OG0003426	BRALA28983	SACKO_29295
OG0003428	BRALA26986, BRALA33909	SACKO_19906
OG0003431	BRALA07409	SACKO_02696
OG0003432	BRALA13775, BRALA13773	SACKO_23142
OG0003433	BRALA12225	SACKO_19315
OG0003434	BRALA00541	SACKO_27927
OG0003435	BRALA26136, BRALA30163	SACKO_25724
OG0003436	BRALA32776	SACKO_23549
OG0003436	BRALA31231, BRALA28013	SACKO_00463, SACKO_32535
OG0003438	BRALA15011	SACKO_29724
OG0003438	BRALA15012	SACKO_19085
OG0003439	BRALA11592	SACKO_33811
OG0003440	BRALA22768	SACKO_12972
OG0003441	BRALA20520	SACKO_30707, SACKO_33516, SACKO_30700
OG0003442	BRALA19451	SACKO_15192
OG0003443	BRALA15200	SACKO_22199
OG0003444	BRALA23414	SACKO_29328
OG0003445	BRALA24008	SACKO_06557, SACKO_06554
OG0003447	BRALA17322	SACKO_16916
OG0003448	BRALA03321	SACKO_29640
OG0003450	BRALA18866	SACKO_15572
OG0003451	BRALA12366	SACKO_04785
OG0003452	BRALA24477	SACKO_24072
OG0003453	BRALA22884	SACKO_10209
OG0003454	BRALA14039	SACKO_30324
OG0003455	BRALA02242	SACKO_22919
OG0003456	BRALA13939, BRALA06592	SACKO_28683
OG0003457	BRALA14725	SACKO_17526, SACKO_07023
OG0003458	BRALA21912	SACKO_24689, SACKO_13988
OG0003458	BRALA09460	SACKO_07225
OG0003459	BRALA35733, BRALA30363	SACKO_12030
OG0003460	BRALA22272	SACKO_05169
OG0003461	BRALA29779	SACKO_03545
OG0003462	BRALA10146	SACKO_00776
OG0003463	BRALA13330	SACKO_31602
OG0003464	BRALA27365, BRALA23056	SACKO_26254
OG0003465	BRALA21319	SACKO_23058
OG0003466	BRALA09926	SACKO_02294
OG0003467	BRALA12491	SACKO_32119
OG0003468	BRALA29135	SACKO_00890
OG0003469	BRALA25637	SACKO_13512
OG0003471	BRALA22485	SACKO_27838
OG0003472	BRALA15949	SACKO_24937
OG0003473	BRALA25278	SACKO_33089
OG0003474	BRALA12831	SACKO_18192
OG0003475	BRALA12280, BRALA35136, BRALA12279	SACKO_31281
OG0003476	BRALA30873	SACKO_26059
OG0003477	BRALA21273	SACKO_20610
OG0003478	BRALA22512	SACKO_00688
OG0003479	BRALA30670	SACKO_01184
OG0003480	BRALA03258	SACKO_11010
OG0003481	BRALA02540	SACKO_13902
OG0003482	BRALA27623	SACKO_26994
OG0003483	BRALA32124	SACKO_18557
OG0003484	BRALA04161	SACKO_24322
OG0003487	BRALA16372	SACKO_25911, SACKO_25905
OG0003488	BRALA21271	SACKO_21273
OG0003489	BRALA14772	SACKO_29393
OG0003490	BRALA23571	SACKO_04384
OG0003491	BRALA06006	SACKO_26412
OG0003492	BRALA03827	SACKO_31827
OG0003495	BRALA21289	SACKO_30140
OG0003497	BRALA17605	SACKO_02621
OG0003498	BRALA09693	SACKO_01988
OG0003499	BRALA06317	SACKO_22766
OG0003501	BRALA01350	SACKO_30952
OG0003502	BRALA34217, BRALA32822	SACKO_20189
OG0003503	BRALA35912	SACKO_09739
OG0003504	BRALA25286	SACKO_16259
OG0003505	BRALA03121	SACKO_26757
OG0003506	BRALA08237	SACKO_24649
OG0003507	BRALA01241	SACKO_15223, SACKO_03869
OG0003508	BRALA21200, BRALA21199	SACKO_06902
OG0003509	BRALA05520	SACKO_34164
OG0003511	BRALA16529	SACKO_09852
OG0003512	BRALA07191, BRALA35635	SACKO_20205
OG0003513	BRALA14520	SACKO_30320
OG0003515	BRALA18725	SACKO_30659
OG0003516	BRALA11488	SACKO_24084
OG0003517	BRALA23417	SACKO_15617
OG0003518	BRALA01598	SACKO_26760
OG0003518	BRALA01597	SACKO_26732
OG0003519	BRALA07432	SACKO_12908
OG0003520	BRALA13350	SACKO_18568, SACKO_23243
OG0003521	BRALA28067	SACKO_02542
OG0003522	BRALA06407	SACKO_24463
OG0003523	BRALA15819	SACKO_34177, SACKO_33207
OG0003524	BRALA19610	SACKO_28813
OG0003525	BRALA04397	SACKO_24008
OG0003526	BRALA24423	SACKO_17051, SACKO_12308
OG0003527	BRALA12195	SACKO_00460
OG0003528	BRALA28828	SACKO_21089
OG0003529	BRALA14479	SACKO_32438
OG0003530	BRALA16960	SACKO_12596
OG0003531	BRALA34155	SACKO_00165
OG0003532	BRALA28381	SACKO_31069
OG0003533	BRALA12757	SACKO_23729
OG0003534	BRALA20884, BRALA05884, BRALA05922	SACKO_07848
OG0003535	BRALA31819	SACKO_28933
OG0003536	BRALA01567	SACKO_22529
OG0003537	BRALA11544	SACKO_16852, SACKO_18710
OG0003538	BRALA11760	SACKO_14572
OG0003539	BRALA09265	SACKO_02852
OG0003540	BRALA18860	SACKO_12544, SACKO_12541
OG0003541	BRALA19973	SACKO_26803
OG0003542	BRALA18626	SACKO_22721, SACKO_11144, SACKO_09930
OG0003543	BRALA02287	SACKO_32884
