Orthogroup	BRALA	APOSJ_ok
OG0004016	BRALA07122	APOSJ_59805
OG0004017	BRALA15067	APOSJ_11378, APOSJ_11375, APOSJ_11377, APOSJ_06664
OG0004018	BRALA25652, BRALA25651	APOSJ_16478
OG0004019	BRALA02398	APOSJ_40849, APOSJ_40851, APOSJ_40850
OG0004021	BRALA27677, BRALA23566	APOSJ_36824, APOSJ_36826, APOSJ_36823, APOSJ_30357, APOSJ_36822, APOSJ_36825
OG0004022	BRALA09008, BRALA15698	APOSJ_44621, APOSJ_44620
OG0004023	BRALA27308	APOSJ_06713, APOSJ_58355, APOSJ_06711, APOSJ_58345
OG0004024	BRALA19457	APOSJ_01138, APOSJ_01139, APOSJ_62630, APOSJ_01136, APOSJ_01135, APOSJ_01137, APOSJ_07052
OG0004027	BRALA35222	APOSJ_45269, APOSJ_45268
OG0004028	BRALA06730	APOSJ_51840
OG0004031	BRALA30314	APOSJ_00925, APOSJ_00926
OG0004032	BRALA12147	APOSJ_52434
OG0004033	BRALA13287	APOSJ_09114, APOSJ_09115
OG0004034	BRALA08467	APOSJ_09656
OG0004034	BRALA08469	APOSJ_04478, APOSJ_54707
OG0004035	BRALA20551	APOSJ_51358
OG0004036	BRALA19286	APOSJ_40159, APOSJ_40158, APOSJ_40160
OG0004037	BRALA29961	APOSJ_10038, APOSJ_10035, APOSJ_10042, APOSJ_10034, APOSJ_10036, APOSJ_10040, APOSJ_10037, APOSJ_10039, APOSJ_10041
OG0004038	BRALA05335	APOSJ_21288, APOSJ_21290, APOSJ_21296, APOSJ_21292, APOSJ_21289, APOSJ_21291, APOSJ_21294, APOSJ_21295, APOSJ_32719, APOSJ_21293
OG0004039	BRALA14564, BRALA14563	APOSJ_14426, APOSJ_25302, APOSJ_09581
OG0004040	BRALA29252	APOSJ_40738
OG0004041	BRALA26134	APOSJ_47244, APOSJ_53806, APOSJ_53805, APOSJ_53325, APOSJ_53324, APOSJ_53810, APOSJ_53803, APOSJ_47233, APOSJ_47247, APOSJ_53326, APOSJ_53804, APOSJ_65368
OG0004042	BRALA14677	APOSJ_17978, APOSJ_29710
OG0004043	BRALA19274	APOSJ_26050, APOSJ_01961, APOSJ_07353, APOSJ_01963, APOSJ_26049, APOSJ_26051, APOSJ_20231, APOSJ_12142, APOSJ_01962, APOSJ_32270, APOSJ_32269, APOSJ_54342, APOSJ_32268, APOSJ_20232
OG0004044	BRALA10276	APOSJ_22041, APOSJ_22040, APOSJ_22042
OG0004045	BRALA11417, BRALA32867	APOSJ_39327, APOSJ_39326, APOSJ_46036, APOSJ_39329, APOSJ_39325, APOSJ_39328
OG0004046	BRALA07240	APOSJ_04043, APOSJ_13899
OG0004046	BRALA12739	APOSJ_36815, APOSJ_36816
OG0004047	BRALA04429, BRALA18670, BRALA08115	APOSJ_53255
OG0004048	BRALA24410	APOSJ_22838, APOSJ_22668, APOSJ_13992, APOSJ_13993, APOSJ_22669, APOSJ_50449
OG0004049	BRALA27969	APOSJ_01252, APOSJ_01253
OG0004050	BRALA35170	APOSJ_60744, APOSJ_22726, APOSJ_14315
OG0004051	BRALA10732	APOSJ_22991
OG0004052	BRALA07966	APOSJ_60180
OG0004053	BRALA15092	APOSJ_39826
OG0004054	BRALA28842	APOSJ_30472, APOSJ_30474
OG0004055	BRALA16890	APOSJ_62925, APOSJ_50076, APOSJ_62926, APOSJ_50073, APOSJ_62924
OG0004056	BRALA04140	APOSJ_04445, APOSJ_24694, APOSJ_24693
OG0004057	BRALA08841	APOSJ_49349, APOSJ_49351
OG0004058	BRALA14652	APOSJ_20251, APOSJ_04192
OG0004059	BRALA22286	APOSJ_64165
OG0004060	BRALA22527	APOSJ_01695, APOSJ_35915, APOSJ_31686, APOSJ_57348, APOSJ_19432, APOSJ_31684, APOSJ_31687, APOSJ_31685, APOSJ_35869
OG0004061	BRALA00733	APOSJ_22224, APOSJ_02916, APOSJ_02911, APOSJ_02910, APOSJ_17922, APOSJ_02914, APOSJ_02912, APOSJ_02913
OG0004062	BRALA16266	APOSJ_23125, APOSJ_23126
OG0004063	BRALA19295	APOSJ_33697, APOSJ_33694, APOSJ_33695, APOSJ_33696
OG0004064	BRALA01479	APOSJ_47478, APOSJ_47476, APOSJ_47479
OG0004065	BRALA17282	APOSJ_57919, APOSJ_27155, APOSJ_57917
OG0004066	BRALA27550	APOSJ_30873
OG0004067	BRALA11637	APOSJ_50812, APOSJ_50813, APOSJ_11707, APOSJ_48072, APOSJ_50809, APOSJ_10624, APOSJ_50816, APOSJ_50815, APOSJ_50811, APOSJ_50814
OG0004068	BRALA34877	APOSJ_00827
OG0004069	BRALA04243	APOSJ_27427, APOSJ_36388
OG0004070	BRALA10466	APOSJ_19094, APOSJ_34894, APOSJ_19097, APOSJ_34895
OG0004071	BRALA18327	APOSJ_06090, APOSJ_17404
OG0004072	BRALA17054	APOSJ_01871, APOSJ_07850
OG0004073	BRALA24719	APOSJ_55609
OG0004074	BRALA16650	APOSJ_59682
OG0004075	BRALA26090	APOSJ_25500, APOSJ_25499, APOSJ_01170
OG0004076	BRALA15154	APOSJ_49321, APOSJ_39483, APOSJ_49320, APOSJ_49319
OG0004077	BRALA18311	APOSJ_40655
OG0004078	BRALA29301	APOSJ_22359, APOSJ_05472, APOSJ_57994, APOSJ_57993, APOSJ_05475, APOSJ_05474, APOSJ_57997, APOSJ_57995, APOSJ_57992, APOSJ_57996, APOSJ_57991
OG0004079	BRALA08294	APOSJ_62613, APOSJ_47957
OG0004080	BRALA20296	APOSJ_45292
OG0004081	BRALA31261	APOSJ_65053
OG0004082	BRALA01474	APOSJ_39700, APOSJ_39703, APOSJ_39702, APOSJ_39704, APOSJ_39701
OG0004083	BRALA25007	APOSJ_48918, APOSJ_48916, APOSJ_48919, APOSJ_48920
OG0004084	BRALA28518	APOSJ_09771, APOSJ_44099, APOSJ_44104
OG0004085	BRALA24215	APOSJ_21960, APOSJ_21961, APOSJ_21959
OG0004086	BRALA17474	APOSJ_41297, APOSJ_57692, APOSJ_57697, APOSJ_06527, APOSJ_57696, APOSJ_25807, APOSJ_21077, APOSJ_41294, APOSJ_41301, APOSJ_06529, APOSJ_57693, APOSJ_21071, APOSJ_57689, APOSJ_21078, APOSJ_41295
OG0004087	BRALA10704	APOSJ_45327, APOSJ_45325, APOSJ_45326, APOSJ_45328
OG0004088	BRALA35514, BRALA21666	APOSJ_45441, APOSJ_45440, APOSJ_45439
OG0004089	BRALA08677, BRALA08678	APOSJ_62508
OG0004090	BRALA11298	APOSJ_56654, APOSJ_44717
OG0004091	BRALA00652	APOSJ_57744
OG0004092	BRALA07368	APOSJ_23296
OG0004093	BRALA33199, BRALA30875, BRALA33894	APOSJ_65145, APOSJ_65146, APOSJ_63815, APOSJ_65144
OG0004094	BRALA20617	APOSJ_32919, APOSJ_32918, APOSJ_49433
OG0004095	BRALA07608	APOSJ_27133, APOSJ_27132, APOSJ_64762
OG0004096	BRALA14331, BRALA21352	APOSJ_33043, APOSJ_26027
OG0004097	BRALA13028	APOSJ_27095
OG0004098	BRALA00651, BRALA22068	APOSJ_06194
OG0004099	BRALA10432	APOSJ_44643
OG0004100	BRALA17153	APOSJ_41204
OG0004101	BRALA04835	APOSJ_32768
OG0004104	BRALA01671	APOSJ_14574
OG0004105	BRALA13768	APOSJ_39532, APOSJ_47284
OG0004106	BRALA18745	APOSJ_02716, APOSJ_02715
OG0004107	BRALA03118, BRALA03117, BRALA22370	APOSJ_32696
OG0004108	BRALA18855	APOSJ_56759, APOSJ_58846
OG0004110	BRALA23943	APOSJ_25256, APOSJ_25257, APOSJ_28123
OG0004111	BRALA01428	APOSJ_40483, APOSJ_40481, APOSJ_40482
OG0004112	BRALA23194, BRALA23191	APOSJ_59470, APOSJ_19667, APOSJ_19666
OG0004113	BRALA20061	APOSJ_08212, APOSJ_08213, APOSJ_08211, APOSJ_51701
OG0004114	BRALA25904, BRALA21514	APOSJ_62752, APOSJ_62754, APOSJ_62749, APOSJ_62750, APOSJ_62751, APOSJ_62753
OG0004116	BRALA25003	APOSJ_16580, APOSJ_16579, APOSJ_16576, APOSJ_16578, APOSJ_16575, APOSJ_16574
OG0004117	BRALA17850	APOSJ_25960, APOSJ_25964, APOSJ_05764, APOSJ_25962, APOSJ_60826, APOSJ_25965, APOSJ_25963, APOSJ_25959, APOSJ_32591, APOSJ_25958, APOSJ_25961
OG0004118	BRALA12736	APOSJ_47133, APOSJ_47137, APOSJ_47136, APOSJ_47139, APOSJ_43904, APOSJ_53847, APOSJ_53851, APOSJ_47131
OG0004119	BRALA11157, BRALA08493	APOSJ_47977, APOSJ_40715, APOSJ_54587, APOSJ_54583
OG0004120	BRALA23954	APOSJ_44036
OG0004121	BRALA08686	APOSJ_21633, APOSJ_06170
OG0004123	BRALA14695	APOSJ_14094
OG0004124	BRALA30068	APOSJ_19925
OG0004125	BRALA04625	APOSJ_50965, APOSJ_49701, APOSJ_49700, APOSJ_49699
OG0004126	BRALA25788	APOSJ_31629
OG0004127	BRALA16633	APOSJ_26375, APOSJ_36205
OG0004129	BRALA09427	APOSJ_62244, APOSJ_62246, APOSJ_35048
OG0004130	BRALA09545	APOSJ_35159
OG0004132	BRALA03249	APOSJ_54495, APOSJ_54497, APOSJ_52756, APOSJ_54498, APOSJ_59337, APOSJ_54496, APOSJ_59341, APOSJ_52758, APOSJ_52757, APOSJ_59351
OG0004133	BRALA12128	APOSJ_16443, APOSJ_23365, APOSJ_23367, APOSJ_23366
OG0004135	BRALA06179	APOSJ_47790, APOSJ_47789, APOSJ_30737, APOSJ_47791
OG0004136	BRALA00698, BRALA29816	APOSJ_23894, APOSJ_23893
OG0004137	BRALA13495, BRALA13496, BRALA13493, BRALA13494	APOSJ_50022, APOSJ_50020, APOSJ_50023, APOSJ_50019, APOSJ_50017, APOSJ_50018, APOSJ_50024, APOSJ_50021
OG0004138	BRALA24513	APOSJ_38040
OG0004139	BRALA00917	APOSJ_27508, APOSJ_27509, APOSJ_27507
OG0004140	BRALA19957	APOSJ_27400, APOSJ_27401
OG0004141	BRALA17214	APOSJ_53724, APOSJ_51744
OG0004142	BRALA19738	APOSJ_07656, APOSJ_20891
OG0004143	BRALA09465	APOSJ_63017, APOSJ_20148
OG0004144	BRALA07433	APOSJ_49624, APOSJ_49625
OG0004145	BRALA26159	APOSJ_33579
OG0004146	BRALA17718	APOSJ_28241, APOSJ_28240, APOSJ_28242, APOSJ_45825
OG0004147	BRALA00106	APOSJ_12002
OG0004148	BRALA18127	APOSJ_15590, APOSJ_02537
OG0004149	BRALA12146	APOSJ_52046, APOSJ_52047
OG0004150	BRALA21716	APOSJ_63641, APOSJ_63642
OG0004151	BRALA19064	APOSJ_49143, APOSJ_27120, APOSJ_17144
OG0004153	BRALA03854	APOSJ_31271, APOSJ_31272, APOSJ_31274
OG0004154	BRALA10484, BRALA09813	APOSJ_28192
OG0004155	BRALA32651, BRALA31413	APOSJ_13245
OG0004155	BRALA02319	APOSJ_18189, APOSJ_24941, APOSJ_06190
OG0004156	BRALA26080	APOSJ_39218
OG0004157	BRALA20324	APOSJ_56768, APOSJ_56766, APOSJ_56765, APOSJ_56770, APOSJ_56769
OG0004158	BRALA04798	APOSJ_24295
OG0004159	BRALA15234	APOSJ_32908, APOSJ_32907
OG0004160	BRALA00725	APOSJ_52623, APOSJ_52627, APOSJ_52621, APOSJ_52620, APOSJ_52622, APOSJ_52624, APOSJ_52625, APOSJ_52626, APOSJ_58471
OG0004161	BRALA34496, BRALA03572	APOSJ_05031, APOSJ_05028, APOSJ_59026, APOSJ_05032
OG0004162	BRALA23043	APOSJ_08687, APOSJ_08685, APOSJ_08686
OG0004166	BRALA16339	APOSJ_58064, APOSJ_58065
OG0004167	BRALA26238	APOSJ_25942, APOSJ_25943, APOSJ_25941
OG0004169	BRALA13050	APOSJ_65086, APOSJ_65087, APOSJ_38510
OG0004170	BRALA34920	APOSJ_23584, APOSJ_23583, APOSJ_23582
OG0004171	BRALA08003	APOSJ_58574, APOSJ_58572, APOSJ_58573, APOSJ_58575
OG0004174	BRALA00787	APOSJ_18373, APOSJ_18369, APOSJ_18372, APOSJ_50665, APOSJ_18371, APOSJ_18365, APOSJ_18370, APOSJ_56083, APOSJ_18367, APOSJ_18368, APOSJ_56082
OG0004175	BRALA16129	APOSJ_52302
OG0004176	BRALA03590	APOSJ_31398, APOSJ_31399
OG0004178	BRALA20094	APOSJ_00181, APOSJ_00182
OG0004179	BRALA16718	APOSJ_03859
OG0004180	BRALA17055	APOSJ_30579, APOSJ_30578
OG0004181	BRALA15876	APOSJ_35918, APOSJ_35919
OG0004182	BRALA19314	APOSJ_28808, APOSJ_10411
OG0004183	BRALA25934, BRALA25935	APOSJ_05371
OG0004184	BRALA33857	APOSJ_47177, APOSJ_39370
OG0004185	BRALA11719	APOSJ_41979, APOSJ_49424, APOSJ_36097, APOSJ_49425, APOSJ_36100, APOSJ_49422, APOSJ_36096, APOSJ_49423, APOSJ_36099, APOSJ_36095, APOSJ_36094, APOSJ_36098, APOSJ_49426, APOSJ_36093, APOSJ_36092
OG0004186	BRALA20859	APOSJ_13580
OG0004187	BRALA03251	APOSJ_45565
OG0004188	BRALA30311	APOSJ_58128, APOSJ_02500, APOSJ_02502, APOSJ_02501
OG0004189	BRALA28411	APOSJ_31087, APOSJ_31088
OG0004190	BRALA25028	APOSJ_12010, APOSJ_12009, APOSJ_34396, APOSJ_12008
OG0004214	BRALA01455, BRALA01456	APOSJ_20331, APOSJ_57526, APOSJ_24641, APOSJ_57525, APOSJ_17823, APOSJ_57524, APOSJ_17822, APOSJ_02899, APOSJ_17821, APOSJ_20332, APOSJ_57523, APOSJ_08722, APOSJ_32980, APOSJ_32979
OG0004215	BRALA22830	APOSJ_02006, APOSJ_02007, APOSJ_12289, APOSJ_02005
OG0004216	BRALA03093	APOSJ_12090, APOSJ_10918, APOSJ_12092, APOSJ_12094, APOSJ_12093
OG0004217	BRALA11886	APOSJ_38534, APOSJ_38531, APOSJ_41385, APOSJ_38532
OG0004218	BRALA35691, BRALA11369, BRALA27082	APOSJ_08748
OG0004219	BRALA29983, BRALA33234	APOSJ_02049, APOSJ_59197, APOSJ_59196, APOSJ_59195
OG0004220	BRALA17127	APOSJ_55157, APOSJ_23051
OG0004222	BRALA26148	APOSJ_45333, APOSJ_45332, APOSJ_51206, APOSJ_45339, APOSJ_51207, APOSJ_51211, APOSJ_45334, APOSJ_45336
OG0004223	BRALA09691	APOSJ_02983
OG0004225	BRALA18596	APOSJ_43476, APOSJ_06200
OG0004226	BRALA09090	APOSJ_55907, APOSJ_48839, APOSJ_55912, APOSJ_55908, APOSJ_55910
OG0004227	BRALA26674	APOSJ_04016, APOSJ_04014, APOSJ_04017, APOSJ_04015
OG0004229	BRALA03705	APOSJ_13672
OG0004230	BRALA25002	APOSJ_35640
OG0004231	BRALA18489	APOSJ_13654
OG0004232	BRALA34160	APOSJ_13650, APOSJ_55643, APOSJ_13653, APOSJ_56259, APOSJ_13651
OG0004233	BRALA18749	APOSJ_09043, APOSJ_09044
OG0004234	BRALA15853	APOSJ_07834, APOSJ_61770, APOSJ_16301, APOSJ_07833, APOSJ_10112, APOSJ_07832, APOSJ_07828, APOSJ_07830, APOSJ_07831, APOSJ_61771
OG0004235	BRALA11235	APOSJ_47650
OG0004236	BRALA21571	APOSJ_08973, APOSJ_08972, APOSJ_57202
OG0004237	BRALA11898	APOSJ_14261
OG0004239	BRALA02912	APOSJ_53430, APOSJ_53429, APOSJ_53433, APOSJ_53432, APOSJ_63234, APOSJ_53431
OG0004240	BRALA22623	APOSJ_06645, APOSJ_06646
OG0004241	BRALA14197	APOSJ_05501, APOSJ_05500, APOSJ_05499, APOSJ_05504, APOSJ_25697, APOSJ_25722, APOSJ_05502, APOSJ_05505, APOSJ_50433, APOSJ_05503
OG0004242	BRALA15049	APOSJ_43896, APOSJ_43901, APOSJ_43899, APOSJ_43898, APOSJ_43900, APOSJ_43897, APOSJ_43902
OG0004243	BRALA11315	APOSJ_56942
OG0004244	BRALA22724	APOSJ_33632, APOSJ_33631, APOSJ_33630
OG0004245	BRALA35301	APOSJ_13915, APOSJ_13916
OG0004246	BRALA25785	APOSJ_35916, APOSJ_35917
OG0004247	BRALA24657	APOSJ_00766
OG0004248	BRALA05741	APOSJ_37110, APOSJ_58250, APOSJ_32234, APOSJ_37111, APOSJ_37112, APOSJ_30287
OG0004249	BRALA08296	APOSJ_41833, APOSJ_41834
OG0004250	BRALA29141	APOSJ_60151
OG0004251	BRALA10118	APOSJ_15522, APOSJ_15523
OG0004252	BRALA02512	APOSJ_42187, APOSJ_03029, APOSJ_42188, APOSJ_03028, APOSJ_64630, APOSJ_42185, APOSJ_64632, APOSJ_64627
OG0004253	BRALA14983	APOSJ_20071, APOSJ_20074, APOSJ_20072, APOSJ_20073
OG0004254	BRALA03749	APOSJ_48800
OG0004255	BRALA26683	APOSJ_03997, APOSJ_24781, APOSJ_13373, APOSJ_03998, APOSJ_03995, APOSJ_56904, APOSJ_04001, APOSJ_03999, APOSJ_04000, APOSJ_56875
OG0004257	BRALA10361	APOSJ_46277, APOSJ_22093, APOSJ_46278
OG0004258	BRALA19445	APOSJ_34700, APOSJ_34699
OG0004259	BRALA09457	APOSJ_46164
OG0004260	BRALA04444	APOSJ_26627, APOSJ_26628, APOSJ_26632, APOSJ_30733, APOSJ_36864, APOSJ_26629, APOSJ_36865, APOSJ_59311, APOSJ_26630, APOSJ_59295, APOSJ_26631, APOSJ_36863, APOSJ_36862
OG0004261	BRALA19111	APOSJ_02868, APOSJ_02867, APOSJ_02869, APOSJ_02870
OG0004262	BRALA34766, BRALA21467	APOSJ_50876, APOSJ_50878
OG0004263	BRALA07416	APOSJ_30040, APOSJ_30037, APOSJ_30038, APOSJ_56889, APOSJ_30039
OG0004264	BRALA03608	APOSJ_48793
OG0004265	BRALA31423	APOSJ_02351, APOSJ_29353, APOSJ_29349, APOSJ_29354, APOSJ_29352, APOSJ_29351, APOSJ_16013, APOSJ_29350, APOSJ_29348
OG0004267	BRALA01991	APOSJ_62461, APOSJ_62460
OG0004268	BRALA12493	APOSJ_17745, APOSJ_46152, APOSJ_16921, APOSJ_24703, APOSJ_56905, APOSJ_46151, APOSJ_17746, APOSJ_17743, APOSJ_56906, APOSJ_46147
OG0004269	BRALA05544	APOSJ_26849
OG0004270	BRALA18525	APOSJ_56363, APOSJ_14578
OG0004271	BRALA09426	APOSJ_52454, APOSJ_64171
OG0004272	BRALA01934	APOSJ_30712
OG0004273	BRALA06404	APOSJ_05593, APOSJ_05595, APOSJ_05597, APOSJ_05596, APOSJ_05594, APOSJ_05592
OG0004274	BRALA20006	APOSJ_39749, APOSJ_39745, APOSJ_39746, APOSJ_39747, APOSJ_48323, APOSJ_48318
OG0004275	BRALA29519	APOSJ_49270, APOSJ_39918
OG0004277	BRALA30535	APOSJ_06862, APOSJ_06864, APOSJ_06863, APOSJ_06861
OG0004278	BRALA14565	APOSJ_25642, APOSJ_25639, APOSJ_48824, APOSJ_04148, APOSJ_48819, APOSJ_25640
OG0004279	BRALA20647	APOSJ_05513, APOSJ_34392, APOSJ_53404, APOSJ_05510, APOSJ_05514, APOSJ_05511, APOSJ_53405, APOSJ_53406, APOSJ_05509, APOSJ_63080
OG0004281	BRALA31689, BRALA31688, BRALA35548	APOSJ_26617
OG0004282	BRALA14728	APOSJ_10756
OG0004284	BRALA11418	APOSJ_05498, APOSJ_34344
OG0004285	BRALA29530	APOSJ_39575, APOSJ_39572, APOSJ_39573, APOSJ_47529, APOSJ_39576, APOSJ_47530
OG0004286	BRALA14966	APOSJ_08505, APOSJ_31523, APOSJ_31521, APOSJ_08506, APOSJ_08504, APOSJ_31522, APOSJ_31524
OG0004287	BRALA17769	APOSJ_07021
OG0004288	BRALA03278	APOSJ_13285, APOSJ_46655, APOSJ_46656
OG0004289	BRALA15160	APOSJ_49583, APOSJ_49584
OG0004290	BRALA03150	APOSJ_19375
OG0004291	BRALA31457	APOSJ_44191, APOSJ_44190, APOSJ_44192
OG0004292	BRALA05406	APOSJ_39213, APOSJ_39212, APOSJ_45311, APOSJ_39211, APOSJ_39214, APOSJ_39215, APOSJ_39216, APOSJ_39210, APOSJ_64722
OG0004293	BRALA03587, BRALA26559, BRALA28382, BRALA00886, BRALA27632, BRALA16565, BRALA22106, BRALA26822	APOSJ_56216, APOSJ_52241, APOSJ_52239
OG0004293	BRALA00061, BRALA11403, BRALA27881, BRALA32723, BRALA17682	APOSJ_17158, APOSJ_17151
OG0004294	BRALA29283	APOSJ_27622, APOSJ_42083, APOSJ_27624, APOSJ_27623
OG0004295	BRALA01000	APOSJ_47074, APOSJ_54516, APOSJ_54514, APOSJ_47073
OG0004296	BRALA03748	APOSJ_22554, APOSJ_22553
OG0004297	BRALA10358	APOSJ_22517, APOSJ_22516, APOSJ_22518
OG0004298	BRALA08303	APOSJ_63519, APOSJ_63520, APOSJ_20797, APOSJ_58640, APOSJ_03555, APOSJ_20804
OG0004299	BRALA18722	APOSJ_51105
OG0004300	BRALA32511	APOSJ_51781, APOSJ_51782, APOSJ_51783, APOSJ_53981, APOSJ_51786, APOSJ_51784, APOSJ_51785
OG0004301	BRALA32145	APOSJ_09439, APOSJ_09438
OG0004302	BRALA29476	APOSJ_24435, APOSJ_24434
OG0004303	BRALA05979	APOSJ_25759, APOSJ_25760
OG0004304	BRALA29843	APOSJ_04217
OG0004305	BRALA14639	APOSJ_42738, APOSJ_42737
OG0004306	BRALA16636	APOSJ_59910
OG0004307	BRALA11162	APOSJ_11587, APOSJ_11586
OG0004308	BRALA23893	APOSJ_45570, APOSJ_45566, APOSJ_45567, APOSJ_29960, APOSJ_45568, APOSJ_45571, APOSJ_45569, APOSJ_18006
OG0004309	BRALA03711	APOSJ_57811, APOSJ_21592, APOSJ_57812, APOSJ_57813
OG0004310	BRALA07958	APOSJ_01689
OG0004311	BRALA18222	APOSJ_05007
OG0004312	BRALA16894	APOSJ_35494, APOSJ_54590, APOSJ_62061, APOSJ_35495, APOSJ_39999, APOSJ_35493, APOSJ_39998, APOSJ_15672, APOSJ_44374, APOSJ_40000, APOSJ_63055
OG0004314	BRALA02958	APOSJ_00039
OG0004315	BRALA16278	APOSJ_14022, APOSJ_14026, APOSJ_14025, APOSJ_14023, APOSJ_14029, APOSJ_14027, APOSJ_22837, APOSJ_59550
OG0004316	BRALA27284	APOSJ_18501, APOSJ_18502
OG0004317	BRALA31136	APOSJ_43919, APOSJ_43917, APOSJ_43920, APOSJ_43918, APOSJ_43915, APOSJ_43916
OG0004318	BRALA11243	APOSJ_26723, APOSJ_26724
OG0004319	BRALA02487	APOSJ_34892, APOSJ_34893
OG0004320	BRALA05866	APOSJ_23045, APOSJ_01384, APOSJ_13649, APOSJ_18159, APOSJ_29036, APOSJ_29033, APOSJ_29035, APOSJ_29037, APOSJ_29034, APOSJ_61655, APOSJ_29038, APOSJ_21401
OG0004322	BRALA16694	APOSJ_13602, APOSJ_13603, APOSJ_13604
OG0004323	BRALA34818	APOSJ_56748, APOSJ_56747, APOSJ_56749
OG0004323	BRALA34335	APOSJ_56750
OG0004324	BRALA09811	APOSJ_02561, APOSJ_02562
OG0004325	BRALA17672	APOSJ_61779, APOSJ_53171, APOSJ_53169, APOSJ_53172
OG0004327	BRALA28777	APOSJ_51086, APOSJ_15955, APOSJ_07746, APOSJ_07748, APOSJ_07747
OG0004328	BRALA13776	APOSJ_52562, APOSJ_58043, APOSJ_58039
OG0004329	BRALA11460	APOSJ_01699, APOSJ_34942, APOSJ_01698, APOSJ_01696
OG0004330	BRALA10844	APOSJ_17652, APOSJ_17651, APOSJ_45675, APOSJ_45673
OG0004331	BRALA25017	APOSJ_19200, APOSJ_19199, APOSJ_19198, APOSJ_19201
OG0004333	BRALA14711	APOSJ_17714, APOSJ_17711, APOSJ_17713, APOSJ_17712
OG0004334	BRALA05133	APOSJ_42520
OG0004335	BRALA11786	APOSJ_54019, APOSJ_54020
OG0004336	BRALA08041, BRALA03225	APOSJ_40288, APOSJ_40289
OG0004337	BRALA11506	APOSJ_45076, APOSJ_45077, APOSJ_45078, APOSJ_54767, APOSJ_38756
OG0004338	BRALA22739	APOSJ_04497
OG0004339	BRALA14976	APOSJ_13041, APOSJ_50529, APOSJ_50532, APOSJ_13038, APOSJ_50527, APOSJ_13040, APOSJ_09231, APOSJ_18720, APOSJ_30667, APOSJ_30668, APOSJ_53447, APOSJ_30669, APOSJ_18719, APOSJ_53451, APOSJ_50530, APOSJ_13037, APOSJ_30665, APOSJ_13039, APOSJ_50531, APOSJ_50528, APOSJ_30666, APOSJ_30664
OG0004341	BRALA18640	APOSJ_38627, APOSJ_21802, APOSJ_07251
OG0004342	BRALA28668	APOSJ_36827, APOSJ_05808, APOSJ_05807, APOSJ_05809, APOSJ_15497, APOSJ_36828
OG0004343	BRALA34896, BRALA33692, BRALA34328, BRALA34611	APOSJ_24841, APOSJ_24840
OG0004344	BRALA04177	APOSJ_24339, APOSJ_52491, APOSJ_24337, APOSJ_24338, APOSJ_52492
OG0004345	BRALA10189	APOSJ_44437, APOSJ_11717, APOSJ_01270, APOSJ_44438, APOSJ_01268, APOSJ_07906, APOSJ_44435, APOSJ_11725, APOSJ_01271, APOSJ_01269
OG0004346	BRALA15506	APOSJ_49887
OG0004348	BRALA12127	APOSJ_30450, APOSJ_30451, APOSJ_30446, APOSJ_30447, APOSJ_30449, APOSJ_30448
OG0004349	BRALA26083	APOSJ_30052, APOSJ_64727, APOSJ_01320, APOSJ_00779, APOSJ_10507, APOSJ_01947, APOSJ_10511, APOSJ_10509, APOSJ_10508, APOSJ_10510, APOSJ_29532, APOSJ_01307
OG0004350	BRALA12360	APOSJ_19518
OG0004351	BRALA18778	APOSJ_12501, APOSJ_12503
OG0004352	BRALA14329	APOSJ_53767, APOSJ_53766
OG0004353	BRALA26681	APOSJ_63075, APOSJ_63070, APOSJ_63105, APOSJ_03421, APOSJ_42992, APOSJ_42991
OG0004354	BRALA33463, BRALA33588	APOSJ_26785, APOSJ_26784, APOSJ_26782, APOSJ_24985, APOSJ_26783, APOSJ_26781
OG0004355	BRALA02915	APOSJ_07536
OG0004356	BRALA18746	APOSJ_06683, APOSJ_06682, APOSJ_06680, APOSJ_06685
OG0004357	BRALA09608	APOSJ_35867, APOSJ_35868
OG0004358	BRALA15298	APOSJ_61183, APOSJ_61184
OG0004359	BRALA22732	APOSJ_38643
OG0004360	BRALA27825	APOSJ_25195, APOSJ_58506, APOSJ_58505, APOSJ_25197, APOSJ_43982, APOSJ_58501, APOSJ_58502, APOSJ_58510
OG0004361	BRALA19546, BRALA19547	APOSJ_00896, APOSJ_00897, APOSJ_00899
OG0004362	BRALA01978	APOSJ_02275, APOSJ_02274, APOSJ_02277, APOSJ_02276
OG0004364	BRALA23445	APOSJ_40812, APOSJ_40813, APOSJ_35046
OG0004365	BRALA24172	APOSJ_18792, APOSJ_18789, APOSJ_43314
OG0004366	BRALA20010	APOSJ_23971
OG0004367	BRALA15183	APOSJ_44562, APOSJ_44563, APOSJ_44564
OG0004368	BRALA23102	APOSJ_17084, APOSJ_17086
OG0004369	BRALA02910	APOSJ_26885, APOSJ_53321, APOSJ_26884
OG0004370	BRALA13645	APOSJ_40093, APOSJ_40091
OG0004372	BRALA02065, BRALA02064	APOSJ_30246
OG0004373	BRALA16557	APOSJ_12330, APOSJ_12332, APOSJ_12331, APOSJ_12333, APOSJ_12328, APOSJ_12329
OG0004374	BRALA29279	APOSJ_13715, APOSJ_56287, APOSJ_47185
OG0004375	BRALA07819	APOSJ_18781, APOSJ_53821, APOSJ_18780, APOSJ_18779
OG0004376	BRALA26859	APOSJ_39982
OG0004377	BRALA22650, BRALA22649	APOSJ_55933, APOSJ_41101
