Orthogroup	BRALA	CAPO3
OG0003798	BRALA18800	CAPO300229
OG0003803	BRALA01090	CAPO307540
OG0003806	BRALA06429	CAPO304817
OG0003807	BRALA25353	CAPO308021
OG0003808	BRALA10356	CAPO308095
OG0003809	BRALA03811	CAPO306197
OG0003811	BRALA19420	CAPO302863
OG0003812	BRALA05555	CAPO300349
OG0003813	BRALA03804	CAPO305053
OG0003818	BRALA21446	CAPO306945
OG0003820	BRALA22842, BRALA27361, BRALA30515, BRALA22840, BRALA29767, BRALA22841	CAPO302724
OG0003823	BRALA13717	CAPO305304
OG0003824	BRALA21415	CAPO300109
OG0003826	BRALA34055	CAPO305900
OG0003826	BRALA34514, BRALA34863, BRALA34230	CAPO303948
OG0003827	BRALA00778, BRALA00768	CAPO302156
OG0003828	BRALA27337	CAPO304442
OG0003829	BRALA02842	CAPO304825
OG0003831	BRALA11875	CAPO301320
OG0003833	BRALA19235	CAPO305448
OG0003834	BRALA27607	CAPO307203
OG0003835	BRALA21118	CAPO300102
OG0003836	BRALA34236, BRALA34753	CAPO301610
OG0003837	BRALA19478	CAPO304430
OG0003839	BRALA02789	CAPO300238, CAPO301543, CAPO307066
OG0003840	BRALA04449	CAPO300299
OG0003843	BRALA33818, BRALA34158	CAPO301582
OG0003844	BRALA16546	CAPO306235
OG0003845	BRALA35654, BRALA35309, BRALA30351	CAPO302000
OG0003846	BRALA21704	CAPO300905
OG0003847	BRALA07349	CAPO301495
OG0003847	BRALA03050	CAPO300400
OG0003848	BRALA21811	CAPO305229, CAPO305228
OG0003850	BRALA19297	CAPO306458
OG0003851	BRALA10650, BRALA10712	CAPO301154
OG0003852	BRALA04443	CAPO302241
OG0003853	BRALA15182	CAPO308238
OG0003854	BRALA15033	CAPO306385
OG0003855	BRALA15994	CAPO304198
OG0003856	BRALA06378	CAPO308004
OG0003857	BRALA06379	CAPO302185
OG0003858	BRALA15163	CAPO300728
OG0003859	BRALA26266	CAPO306990
OG0003861	BRALA12361	CAPO302754
OG0003862	BRALA18165	CAPO301787
OG0003863	BRALA16261, BRALA21717	CAPO300200
OG0003864	BRALA28844	CAPO300087
OG0003865	BRALA11341	CAPO304904
OG0003866	BRALA23698	CAPO302683
OG0003867	BRALA19611	CAPO301767
OG0003868	BRALA21807	CAPO306848
OG0003869	BRALA14443	CAPO307094
OG0003870	BRALA07708	CAPO305132
OG0003872	BRALA30315	CAPO300319
OG0003873	BRALA05760, BRALA05761, BRALA05762, BRALA05757	CAPO305775
OG0003875	BRALA35166, BRALA34606, BRALA35940, BRALA34443	CAPO303382
OG0003876	BRALA00896	CAPO307728
OG0003878	BRALA20063	CAPO308329
OG0003881	BRALA24783	CAPO303685
OG0003886	BRALA04852	CAPO304109
OG0003887	BRALA20668	CAPO307036
OG0003888	BRALA19321	CAPO302764
OG0003890	BRALA26936	CAPO304707
OG0003892	BRALA22723	CAPO307708
OG0003893	BRALA24429	CAPO300022
OG0003894	BRALA10135, BRALA10136	CAPO302778
OG0003897	BRALA24446	CAPO303759
OG0003898	BRALA06113	CAPO307893, CAPO307749, CAPO306069
OG0003899	BRALA08278	CAPO300674
OG0003900	BRALA17436	CAPO301714
OG0003901	BRALA14426, BRALA08560, BRALA08561	CAPO301256
OG0003903	BRALA12337	CAPO305736
OG0003904	BRALA04276, BRALA04277, BRALA04278	CAPO305947
OG0003906	BRALA18512	CAPO301369
OG0003907	BRALA22735	CAPO306754
OG0003908	BRALA16606	CAPO301425
OG0003908	BRALA17141	CAPO308216
OG0003909	BRALA29427	CAPO301220
OG0003910	BRALA23005	CAPO302786
OG0003911	BRALA13724	CAPO305312
OG0003912	BRALA26575	CAPO307896
OG0003913	BRALA05130	CAPO306587
OG0003914	BRALA04182	CAPO301224
OG0003915	BRALA12140	CAPO304633
OG0003917	BRALA18730	CAPO306797
OG0003920	BRALA23721	CAPO301554
OG0003921	BRALA09641	CAPO300430
OG0003922	BRALA25868, BRALA02161	CAPO304241
OG0003924	BRALA04026	CAPO302790
OG0003925	BRALA05610	CAPO301662
OG0003926	BRALA05443	CAPO303036
OG0003927	BRALA14919	CAPO304671
OG0003930	BRALA02295	CAPO301599
OG0003931	BRALA25275	CAPO304399
OG0003932	BRALA01444, BRALA10419, BRALA02585	CAPO300048, CAPO300047
OG0003934	BRALA01058	CAPO301204
OG0003936	BRALA34488, BRALA03060, BRALA34821	CAPO302163
OG0003938	BRALA24502	CAPO305166
OG0003939	BRALA05196	CAPO303853
OG0003942	BRALA34122, BRALA28213, BRALA01293	CAPO300632
OG0003944	BRALA12422	CAPO300493
OG0003945	BRALA25345	CAPO300812
OG0003946	BRALA21665	CAPO303843
OG0003947	BRALA29298	CAPO306325
OG0003950	BRALA02049	CAPO307097
OG0003954	BRALA16702	CAPO304758
OG0003955	BRALA20185	CAPO304097
OG0003959	BRALA02632	CAPO304028
OG0003961	BRALA09640	CAPO303890
OG0003965	BRALA31971	CAPO302867
OG0003966	BRALA24386	CAPO301181
OG0003969	BRALA31035	CAPO304197
OG0003971	BRALA17785	CAPO301852
OG0003972	BRALA03399	CAPO308018
OG0003973	BRALA22301	CAPO307513
OG0003998	BRALA31907	CAPO305634
OG0003999	BRALA00082	CAPO306327
OG0004000	BRALA28671	CAPO302913
OG0004002	BRALA24418	CAPO305544
OG0004005	BRALA14573	CAPO302213
OG0004007	BRALA01057	CAPO307105
OG0004009	BRALA28666	CAPO305072
OG0004010	BRALA00694, BRALA29812	CAPO303524
OG0004012	BRALA21712	CAPO308011
OG0004014	BRALA12884	CAPO303473
OG0004015	BRALA28855	CAPO305112
OG0004016	BRALA09309, BRALA07122	CAPO303609
OG0004017	BRALA15067	CAPO308124
OG0004023	BRALA27308	CAPO307204
OG0004027	BRALA35222	CAPO301145
OG0004031	BRALA30314	CAPO306218
OG0004032	BRALA12147	CAPO300291
OG0004033	BRALA13287	CAPO304862
OG0004035	BRALA20551	CAPO301995
OG0004037	BRALA29961	CAPO306482
OG0004038	BRALA05335	CAPO307927
OG0004041	BRALA26134	CAPO306646
OG0004042	BRALA14677	CAPO302696
OG0004044	BRALA10276	CAPO300275
OG0004047	BRALA04429, BRALA18670, BRALA08115	CAPO304083
OG0004048	BRALA24410	CAPO304654
OG0004050	BRALA35170	CAPO308116
OG0004053	BRALA15092	CAPO301919
OG0004054	BRALA28842	CAPO308277
OG0004056	BRALA04140	CAPO306031
OG0004057	BRALA08841	CAPO300969, CAPO301492
OG0004058	BRALA14652	CAPO301904
OG0004059	BRALA22286	CAPO301877
OG0004063	BRALA19295	CAPO300628
OG0004064	BRALA01479	CAPO304453
OG0004065	BRALA17282	CAPO304029
OG0004067	BRALA11637	CAPO301812
OG0004068	BRALA34877, BRALA19301	CAPO301030
OG0004069	BRALA04243	CAPO307785
OG0004070	BRALA10466	CAPO302894
OG0004071	BRALA18327	CAPO306388
OG0004072	BRALA17054	CAPO305194
OG0004075	BRALA26090	CAPO308024
OG0004076	BRALA15154	CAPO307967
OG0004079	BRALA08294	CAPO300687
OG0004080	BRALA20296	CAPO305236
OG0004081	BRALA31261	CAPO301069
OG0004082	BRALA01474	CAPO305460
OG0004083	BRALA25007	CAPO304047
OG0004084	BRALA28518, BRALA08330	CAPO300193
OG0004085	BRALA24215	CAPO307782
OG0004090	BRALA11298	CAPO304280
OG0004091	BRALA00652	CAPO307795
OG0004092	BRALA07368	CAPO301516
OG0004093	BRALA33199, BRALA30875, BRALA33894	CAPO303612
OG0004094	BRALA20617	CAPO306112
OG0004095	BRALA07608	CAPO302216
OG0004096	BRALA14331, BRALA21352, BRALA21353	CAPO306070
OG0004097	BRALA13028	CAPO300790
OG0004099	BRALA10432	CAPO306437
OG0004100	BRALA17153	CAPO306356
OG0004101	BRALA04835	CAPO303749, CAPO302702
OG0004103	BRALA12428, BRALA14730	CAPO306700
OG0004104	BRALA01671	CAPO303684
OG0004105	BRALA13768	CAPO308098
OG0004106	BRALA18745	CAPO303386
OG0004108	BRALA18855	CAPO307282
OG0004110	BRALA23943	CAPO300855
OG0004112	BRALA23193, BRALA23194, BRALA23191	CAPO304610
OG0004113	BRALA20061	CAPO305835
OG0004114	BRALA25904, BRALA21514	CAPO301854
OG0004115	BRALA19617	CAPO306386
OG0004116	BRALA25003	CAPO303186
OG0004118	BRALA12736	CAPO306139
OG0004119	BRALA11157, BRALA08493	CAPO303741
OG0004120	BRALA23954	CAPO303757
OG0004123	BRALA14695	CAPO304624
OG0004124	BRALA30068	CAPO302738
OG0004125	BRALA04625	CAPO304359
OG0004127	BRALA16633	CAPO306895
OG0004130	BRALA09545	CAPO307075
OG0004133	BRALA12128	CAPO305598
OG0004134	BRALA16353	CAPO304433
OG0004136	BRALA00698, BRALA29816	CAPO307338
OG0004140	BRALA19957	CAPO307995
OG0004142	BRALA19738	CAPO300440
OG0004144	BRALA07433	CAPO302917
OG0004148	BRALA18127	CAPO301152
OG0004150	BRALA21716	CAPO303497
OG0004151	BRALA19064	CAPO307015
OG0004153	BRALA03854	CAPO305022
OG0004154	BRALA10484, BRALA09813	CAPO308154
OG0004156	BRALA26080	CAPO307556
OG0004158	BRALA04798	CAPO302219
OG0004160	BRALA00725	CAPO302118
OG0004164	BRALA03976, BRALA31557, BRALA03977	CAPO306879
OG0004166	BRALA16339	CAPO300703
OG0004167	BRALA26238	CAPO305574
OG0004168	BRALA19364	CAPO303881
OG0004169	BRALA13050	CAPO302967
OG0004170	BRALA34920, BRALA22914	CAPO305320
OG0004171	BRALA08003	CAPO305810
OG0004174	BRALA00787	CAPO303644
OG0004176	BRALA03590	CAPO304072
OG0004179	BRALA16718	CAPO304392
OG0004181	BRALA15876	CAPO304353
OG0004182	BRALA19314	CAPO305817
OG0004183	BRALA25934, BRALA25935	CAPO301817
OG0004184	BRALA33857, BRALA35027	CAPO302251
OG0004186	BRALA20859	CAPO307615
OG0004187	BRALA03251	CAPO301572
OG0004188	BRALA30311	CAPO308209
OG0004194	BRALA19939, BRALA19941, BRALA19942, BRALA07428, BRALA19954, BRALA19956, BRALA19953	CAPO301460, CAPO301973
OG0004198	BRALA04321	CAPO302636
OG0004215	BRALA22830	CAPO307025
OG0004216	BRALA03093	CAPO304745
OG0004217	BRALA11886	CAPO300553
OG0004219	BRALA29982, BRALA29983, BRALA33234	CAPO302642
OG0004222	BRALA26148	CAPO307934
OG0004223	BRALA09691	CAPO308310
OG0004226	BRALA09090	CAPO301388
OG0004227	BRALA26674	CAPO302252
OG0004228	BRALA15960	CAPO303492
OG0004230	BRALA25002	CAPO305821
OG0004231	BRALA18489	CAPO300312
OG0004232	BRALA35546, BRALA35590, BRALA34888, BRALA34160	CAPO301443
OG0004235	BRALA11235	CAPO306795
OG0004236	BRALA21571	CAPO301760
OG0004237	BRALA11898	CAPO301645
OG0004239	BRALA02912	CAPO304082
OG0004240	BRALA22623	CAPO301736
OG0004241	BRALA14197	CAPO304693
OG0004243	BRALA11315	CAPO302349
OG0004245	BRALA35301, BRALA34355	CAPO301120
OG0004246	BRALA25785	CAPO307710
OG0004247	BRALA24657	CAPO306324
OG0004248	BRALA05741	CAPO306807
OG0004249	BRALA08296	CAPO302316
OG0004250	BRALA29141	CAPO305518
OG0004252	BRALA02512	CAPO305536
OG0004254	BRALA03749	CAPO304883
OG0004257	BRALA10361	CAPO305171
OG0004258	BRALA19445	CAPO301342
OG0004259	BRALA09457	CAPO301048
OG0004261	BRALA19111	CAPO305950
OG0004263	BRALA07416	CAPO304844
OG0004269	BRALA05544	CAPO308233
OG0004270	BRALA18525	CAPO303791
OG0004271	BRALA09426	CAPO303178
OG0004272	BRALA01934	CAPO303743
OG0004278	BRALA14565	CAPO303739
OG0004280	BRALA23682, BRALA18212	CAPO302169
OG0004282	BRALA14728	CAPO306035
OG0004283	BRALA22939	CAPO301216
OG0004284	BRALA11418	CAPO303039
OG0004285	BRALA29530	CAPO306621
OG0004286	BRALA14966	CAPO300246
OG0004287	BRALA17769	CAPO305534
OG0004288	BRALA03278	CAPO302203
OG0004289	BRALA15160	CAPO307509
OG0004291	BRALA31457	CAPO306696
OG0004292	BRALA05406	CAPO301407
OG0004295	BRALA01000	CAPO300437
OG0004296	BRALA03748	CAPO307058
OG0004297	BRALA10358	CAPO306140
OG0004299	BRALA18722	CAPO307863
OG0004300	BRALA32511	CAPO308218
OG0004301	BRALA32145	CAPO305855
OG0004303	BRALA05979	CAPO306261
OG0004304	BRALA29843	CAPO307407
OG0004305	BRALA14639	CAPO306704
OG0004307	BRALA11162	CAPO306787
OG0004308	BRALA23893	CAPO302385
OG0004309	BRALA03711	CAPO304021
OG0004310	BRALA07958	CAPO306903
OG0004312	BRALA16894	CAPO306752
OG0004314	BRALA02958	CAPO301283
OG0004315	BRALA16278	CAPO307076
OG0004316	BRALA27284	CAPO300656
OG0004319	BRALA02487	CAPO308294
OG0004320	BRALA05866	CAPO300174
OG0004321	BRALA03831	CAPO306639
OG0004322	BRALA16694	CAPO307895
OG0004323	BRALA34818, BRALA34335	CAPO307483
OG0004324	BRALA09811	CAPO300240
OG0004328	BRALA13776	CAPO305261
OG0004329	BRALA11460	CAPO302035
OG0004330	BRALA10844	CAPO305393
OG0004331	BRALA25017	CAPO305384
OG0004333	BRALA14711	CAPO303439
OG0004335	BRALA11786	CAPO302791
OG0004337	BRALA11506	CAPO300958
OG0004338	BRALA22739	CAPO300828
OG0004344	BRALA04177	CAPO307152
OG0004345	BRALA10189	CAPO306847
OG0004347	BRALA23589	CAPO307703
OG0004348	BRALA12127	CAPO306158
OG0004349	BRALA26083	CAPO308184
OG0004350	BRALA12360	CAPO300994
OG0004351	BRALA18778	CAPO307239
OG0004352	BRALA14329	CAPO300873
OG0004353	BRALA26681	CAPO306055, CAPO306087
OG0004354	BRALA33463, BRALA33588	CAPO307581
OG0004355	BRALA02915	CAPO303478
OG0004356	BRALA18746	CAPO300159
OG0004357	BRALA09608	CAPO303880
OG0004358	BRALA15298	CAPO301323
OG0004359	BRALA22732	CAPO305703
OG0004360	BRALA27825	CAPO301752
OG0004361	BRALA19546, BRALA19547, BRALA19548	CAPO308302
OG0004363	BRALA00616	CAPO304580
OG0004364	BRALA23445	CAPO305213
OG0004365	BRALA24172	CAPO305948
OG0004366	BRALA20008	CAPO307988
OG0004368	BRALA23102	CAPO306084
OG0004369	BRALA02910	CAPO305592
OG0004370	BRALA13645	CAPO302143
OG0004372	BRALA02065, BRALA02064	CAPO304892
OG0004373	BRALA16557	CAPO308311
OG0004374	BRALA29279	CAPO306983
OG0004375	BRALA07819	CAPO305927
OG0004376	BRALA26859	CAPO303203
OG0004377	BRALA22650, BRALA22649	CAPO303614
OG0004378	BRALA29460	CAPO303140
OG0004380	BRALA31059	CAPO307847
OG0004381	BRALA31166	CAPO300684
OG0004382	BRALA01390	CAPO308307
OG0004383	BRALA33094, BRALA23070	CAPO301688
OG0004385	BRALA02586	CAPO306534
OG0004388	BRALA01537	CAPO303742
OG0004389	BRALA01195	CAPO302416
OG0004390	BRALA20609	CAPO300046
OG0004391	BRALA06733	CAPO305468
OG0004392	BRALA03731	CAPO303282
OG0004394	BRALA31576	CAPO305886
OG0004396	BRALA05724	CAPO300955
OG0004398	BRALA33935	CAPO307605
OG0004399	BRALA09277	CAPO301536
OG0004400	BRALA09786	CAPO304368, CAPO302395
OG0004401	BRALA00557	CAPO307684
OG0004405	BRALA31963, BRALA06302	CAPO302866
OG0004406	BRALA29567	CAPO305558
OG0004412	BRALA08417	CAPO301515
OG0004413	BRALA27203	CAPO301518
OG0004417	BRALA00783	CAPO302119
OG0004418	BRALA18257, BRALA17856	CAPO305208
OG0004421	BRALA25716	CAPO303320
OG0004423	BRALA17096	CAPO306935
OG0004426	BRALA30364	CAPO301784
OG0004433	BRALA00493, BRALA00492, BRALA17201, BRALA17204, BRALA16995, BRALA16939	CAPO304000
OG0004459	BRALA29538, BRALA34073	CAPO300459
OG0004460	BRALA12464	CAPO307206
OG0004461	BRALA17151	CAPO305355
OG0004462	BRALA14199	CAPO302893
OG0004465	BRALA01824	CAPO303487
OG0004467	BRALA29326	CAPO307496
OG0004468	BRALA29411	CAPO307854
OG0004472	BRALA29153	CAPO303803
OG0004474	BRALA31316, BRALA07079	CAPO300829
OG0004476	BRALA14581	CAPO307856
OG0004479	BRALA28094, BRALA03563, BRALA28093	CAPO303963
OG0004483	BRALA10746	CAPO303122
OG0004484	BRALA08580	CAPO302152
OG0004486	BRALA03457	CAPO307639
OG0004488	BRALA13548	CAPO301849
OG0004489	BRALA18946	CAPO305447
OG0004494	BRALA21955	CAPO306570
OG0004495	BRALA13392	CAPO306359
OG0004496	BRALA10106, BRALA10107	CAPO303733
OG0004497	BRALA03230	CAPO307202
OG0004498	BRALA03323	CAPO305224
OG0004500	BRALA01903	CAPO301850
OG0004501	BRALA34231	CAPO301840
OG0004502	BRALA12219	CAPO301779
OG0004503	BRALA08167, BRALA18736	CAPO300332
OG0004506	BRALA18627	CAPO305016
OG0004507	BRALA21608	CAPO301894
OG0004508	BRALA22899	CAPO301654
OG0004509	BRALA20619	CAPO300500
OG0004511	BRALA24832	CAPO303457
OG0004512	BRALA22481	CAPO302842
OG0004513	BRALA04514	CAPO303104
OG0004515	BRALA24074	CAPO305182
OG0004516	BRALA25445	CAPO306036, CAPO307859
OG0004517	BRALA13110	CAPO305332
OG0004518	BRALA18338	CAPO306412
OG0004519	BRALA09425	CAPO307914
OG0004520	BRALA12190	CAPO300090
OG0004521	BRALA34603, BRALA22327, BRALA33889, BRALA33395	CAPO306692
OG0004523	BRALA23188	CAPO304989
OG0004525	BRALA20597	CAPO303518
OG0004526	BRALA21793	CAPO302498
OG0004527	BRALA16772	CAPO302077
OG0004529	BRALA18758	CAPO306628
OG0004530	BRALA18685	CAPO304739
OG0004531	BRALA28317, BRALA28318	CAPO302345, CAPO307115
OG0004532	BRALA11196	CAPO300005
OG0004533	BRALA07893	CAPO306022
OG0004535	BRALA26230	CAPO307124
OG0004537	BRALA21822	CAPO306837
OG0004540	BRALA07078	CAPO307351
OG0004541	BRALA29235	CAPO307806
OG0004542	BRALA24298	CAPO306706
OG0004544	BRALA25649	CAPO306563
OG0004545	BRALA28871	CAPO307212
OG0004546	BRALA21732	CAPO306808
OG0004547	BRALA18970	CAPO304852
OG0004548	BRALA10022	CAPO305113
OG0004551	BRALA32475	CAPO301498
OG0004552	BRALA06062	CAPO301361, CAPO306759
OG0004553	BRALA19302	CAPO302768
OG0004554	BRALA14413	CAPO300747
OG0004555	BRALA03335	CAPO301994
OG0004556	BRALA24253	CAPO305616
OG0004558	BRALA08582	CAPO307355
OG0004559	BRALA23018	CAPO303756
OG0004561	BRALA25557	CAPO304794
OG0004563	BRALA15038	CAPO303030
OG0004564	BRALA32101	CAPO301873
OG0004565	BRALA24433	CAPO303409
OG0004569	BRALA17687	CAPO303601
OG0004572	BRALA03398, BRALA19984	CAPO302719
OG0004573	BRALA34747	CAPO305859
OG0004574	BRALA24731	CAPO300276
OG0004578	BRALA02649	CAPO307713
OG0004579	BRALA09331	CAPO308171
OG0004581	BRALA14290	CAPO305629
OG0004582	BRALA00706	CAPO304857
OG0004583	BRALA01776	CAPO301319
OG0004585	BRALA25633	CAPO307959
OG0004587	BRALA34254, BRALA20385	CAPO303576
OG0004588	BRALA30100	CAPO307046
OG0004590	BRALA28418	CAPO307910
OG0004592	BRALA01027	CAPO307767
OG0004593	BRALA28884	CAPO306311
OG0004595	BRALA10676	CAPO305901
OG0004599	BRALA16807	CAPO306185
OG0004600	BRALA00319	CAPO306391
OG0004601	BRALA10060	CAPO300529
OG0004602	BRALA11139	CAPO307709
OG0004605	BRALA23013	CAPO303013
OG0004609	BRALA33091	CAPO305274
OG0004610	BRALA17107	CAPO308217
OG0004611	BRALA12585	CAPO305879, CAPO305850
OG0004612	BRALA28657, BRALA00024	CAPO307176
OG0004616	BRALA06969	CAPO302661, CAPO307774
OG0004619	BRALA20299	CAPO306976
OG0004623	BRALA01754, BRALA09097	CAPO303271
OG0004626	BRALA16134	CAPO304074
OG0004627	BRALA06139	CAPO302578
OG0004628	BRALA00501	CAPO300844
OG0004629	BRALA10080	CAPO300874
OG0004630	BRALA27521	CAPO300032
OG0004633	BRALA27276	CAPO306431
OG0004634	BRALA05479	CAPO306443
OG0004635	BRALA31719	CAPO305826
OG0004638	BRALA10114	CAPO300328
OG0004639	BRALA23114	CAPO304960
OG0004641	BRALA06119	CAPO301192
OG0004642	BRALA03307	CAPO303810
OG0004643	BRALA06114	CAPO303111
OG0004644	BRALA15220	CAPO308177
OG0004646	BRALA15036	CAPO304987
OG0004648	BRALA27204	CAPO306796
OG0004649	BRALA26873	CAPO308035
OG0004651	BRALA28079	CAPO307192
OG0004652	BRALA29899	CAPO307126
OG0004654	BRALA25532	CAPO304098
OG0004655	BRALA07762	CAPO300932
OG0004656	BRALA23741	CAPO306315
OG0004657	BRALA05637	CAPO300965
OG0004658	BRALA23896	CAPO302853
OG0004659	BRALA19760	CAPO305571
OG0004663	BRALA33957, BRALA33872	CAPO307060
OG0004664	BRALA28864	CAPO304024
OG0004668	BRALA26953	CAPO307032
OG0004669	BRALA31710	CAPO301719
OG0004670	BRALA11400	CAPO301141
OG0004671	BRALA34470, BRALA34664, BRALA33814, BRALA34282, BRALA34594	CAPO303199
OG0004672	BRALA03094	CAPO300788
OG0004673	BRALA07414	CAPO305181
OG0004674	BRALA21747	CAPO301298
OG0004675	BRALA01751	CAPO300152
OG0004676	BRALA22511	CAPO305483
OG0004678	BRALA10033	CAPO306062
OG0004679	BRALA32750	CAPO307020
OG0004682	BRALA03899	CAPO302643
OG0004685	BRALA29447	CAPO300514
OG0004687	BRALA19729	CAPO300850
OG0004690	BRALA08004	CAPO302294
OG0004691	BRALA31036	CAPO301832
OG0004692	BRALA32999	CAPO306711
OG0004694	BRALA23046	CAPO302831
OG0004695	BRALA01511, BRALA01505, BRALA01774	CAPO304127
OG0004696	BRALA03830	CAPO303339
OG0004697	BRALA11777	CAPO308157
OG0004699	BRALA07186	CAPO305801
OG0004700	BRALA23313	CAPO305394
OG0004702	BRALA32995, BRALA07211	CAPO301451, CAPO306323
OG0004703	BRALA26823	CAPO302281
OG0004707	BRALA20441	CAPO307222
OG0004708	BRALA00406	CAPO302589
OG0004711	BRALA08263	CAPO307614
OG0004728	BRALA19112	CAPO306092
OG0004732	BRALA09631	CAPO303065
OG0004733	BRALA17604	CAPO303723
OG0004738	BRALA27390	CAPO307391
OG0004739	BRALA03271, BRALA03272	CAPO305372
OG0004740	BRALA29145, BRALA20852	CAPO303587
OG0004743	BRALA08286	CAPO305537
OG0004744	BRALA06531	CAPO307377
OG0004747	BRALA28438	CAPO305266
OG0004748	BRALA09674	CAPO300851
OG0004749	BRALA20020	CAPO303738
OG0004752	BRALA11223	CAPO300189
OG0004753	BRALA13874	CAPO307970
OG0004755	BRALA27358	CAPO304664
OG0004756	BRALA09680	CAPO300650
OG0004757	BRALA09865, BRALA09872	CAPO300079
OG0004758	BRALA24157	CAPO307791
OG0004759	BRALA22261	CAPO301731
OG0004760	BRALA13716	CAPO302986
OG0004761	BRALA24489	CAPO301372
OG0004762	BRALA28326, BRALA17732	CAPO306336
OG0004763	BRALA34431	CAPO303189
OG0004764	BRALA05324	CAPO306665
OG0004765	BRALA00991	CAPO300145
OG0004766	BRALA24690	CAPO300107
OG0004767	BRALA10440	CAPO304258
OG0004768	BRALA11889	CAPO302814
OG0004769	BRALA10097, BRALA07309	CAPO305909
OG0004770	BRALA19310	CAPO306549
OG0004771	BRALA09847, BRALA22554, BRALA09918	CAPO306141
OG0004774	BRALA06537	CAPO302467
OG0004775	BRALA32894, BRALA35930	CAPO308292
OG0004781	BRALA11896	CAPO302855
OG0004784	BRALA10893	CAPO300506
OG0004785	BRALA09161	CAPO301223
OG0004786	BRALA14055	CAPO306813
OG0004787	BRALA12312	CAPO300677
OG0004788	BRALA22150	CAPO303606
OG0004793	BRALA21447	CAPO303691
OG0004794	BRALA01793	CAPO302268
OG0004795	BRALA35226, BRALA35282, BRALA33991	CAPO306522
OG0004797	BRALA16695	CAPO308248
OG0004798	BRALA30382	CAPO306979
OG0004801	BRALA06449	CAPO301409
OG0004803	BRALA06021	CAPO304966
OG0004805	BRALA11567	CAPO301148
OG0004808	BRALA05658	CAPO300921
OG0004810	BRALA19737	CAPO307085
OG0004811	BRALA17170	CAPO304670
OG0004812	BRALA16045	CAPO300913
OG0004813	BRALA15155	CAPO302301
OG0004814	BRALA09208	CAPO305193
OG0004815	BRALA16380	CAPO306099
OG0004817	BRALA00236	CAPO300646
OG0004819	BRALA13757	CAPO303489
OG0004820	BRALA28634	CAPO301474
OG0004822	BRALA24004	CAPO303272
OG0004823	BRALA02286	CAPO301131
OG0004825	BRALA18333	CAPO303625
OG0004826	BRALA31003	CAPO302318
OG0004828	BRALA03838	CAPO300795
OG0004829	BRALA30027	CAPO306677
OG0004830	BRALA23182	CAPO304259, CAPO301109
OG0004831	BRALA08960	CAPO302539
OG0004832	BRALA00100	CAPO300644
OG0004833	BRALA03973	CAPO307386, CAPO307385
OG0004835	BRALA17760	CAPO307142
OG0004836	BRALA34047	CAPO300476
OG0004837	BRALA15342	CAPO306341
OG0004838	BRALA15130	CAPO300483
OG0004840	BRALA10057	CAPO301303
OG0004841	BRALA03215	CAPO301073
OG0004842	BRALA13532	CAPO307208
OG0004843	BRALA33348	CAPO302296
OG0004844	BRALA23632	CAPO308225
OG0004845	BRALA21193	CAPO300244
OG0004846	BRALA09513	CAPO302634
OG0004849	BRALA34656, BRALA23873	CAPO302897
OG0004851	BRALA23176	CAPO304052
OG0004852	BRALA02596	CAPO305241
OG0004853	BRALA02905	CAPO306818
OG0004854	BRALA22738	CAPO307677
OG0004855	BRALA19389	CAPO307136
OG0004856	BRALA22942	CAPO307877
OG0004857	BRALA24715	CAPO305126, CAPO301665
OG0004858	BRALA14994	CAPO306514
OG0004859	BRALA07338	CAPO305955
OG0004861	BRALA13324	CAPO300721
OG0004863	BRALA29780	CAPO300215
OG0004864	BRALA15377	CAPO306175
OG0004869	BRALA21005	CAPO301505
OG0004873	BRALA05488	CAPO305056
OG0004874	BRALA03277	CAPO302314
OG0004875	BRALA01281	CAPO305599
OG0004879	BRALA14250	CAPO304570
OG0004880	BRALA16715	CAPO307520
OG0004881	BRALA05669	CAPO301856
OG0004882	BRALA03289	CAPO307657
OG0004883	BRALA27370	CAPO304269
OG0004884	BRALA30160	CAPO306875
OG0004886	BRALA13594	CAPO304598
OG0004887	BRALA18551, BRALA18550	CAPO303252
OG0004889	BRALA22241	CAPO302860
OG0004892	BRALA34926, BRALA33780, BRALA35726	CAPO308266
OG0004893	BRALA01439	CAPO305797
OG0004894	BRALA19454	CAPO308103
OG0004895	BRALA28415	CAPO301412
OG0004896	BRALA02657	CAPO301146, CAPO308332
OG0004897	BRALA06731	CAPO300624
OG0004899	BRALA13151	CAPO304701
OG0004900	BRALA24271	CAPO300509
OG0004901	BRALA07724	CAPO301170
OG0004902	BRALA15203	CAPO305853
OG0004903	BRALA26597	CAPO304775
OG0004904	BRALA22957	CAPO304100
OG0004906	BRALA05859	CAPO303480
OG0004907	BRALA27011, BRALA29950, BRALA27009, BRALA10831	CAPO307254
OG0004911	BRALA23612, BRALA33471	CAPO305750
OG0004913	BRALA13584	CAPO306717
OG0004914	BRALA07564	CAPO301519
OG0004917	BRALA17895	CAPO303374
OG0004919	BRALA28325, BRALA33679	CAPO308082
OG0004920	BRALA04829	CAPO302580
OG0004922	BRALA16616	CAPO306550
OG0004923	BRALA21201	CAPO307943
OG0004924	BRALA09627	CAPO304606
OG0004927	BRALA22260	CAPO304855
OG0004928	BRALA13743	CAPO304691
OG0004929	BRALA16946	CAPO304111
OG0004932	BRALA09812	CAPO306081, CAPO305804
