Orthogroup	BRALA	NEMVE
OG0004307	BRALA11162	NEMVE14393
OG0004308	BRALA23893	NEMVE20752
OG0004309	BRALA03711	NEMVE21890
OG0004310	BRALA07958	NEMVE21788
OG0004312	BRALA16894	NEMVE14123
OG0004313	BRALA35482	NEMVE22183
OG0004314	BRALA02958	NEMVE10498
OG0004315	BRALA16278	NEMVE18139
OG0004316	BRALA27284	NEMVE13067
OG0004317	BRALA31137, BRALA31136	NEMVE21704, NEMVE16794
OG0004318	BRALA11243	NEMVE17782, NEMVE25004
OG0004319	BRALA02487	NEMVE06670
OG0004320	BRALA05866	NEMVE20738, NEMVE18734
OG0004321	BRALA03831	NEMVE19590
OG0004322	BRALA16694	NEMVE08718, NEMVE05406
OG0004323	BRALA34818, BRALA34335	NEMVE00970
OG0004324	BRALA09811	NEMVE07951
OG0004325	BRALA17672	NEMVE14783
OG0004326	BRALA05683, BRALA05687	NEMVE24895
OG0004327	BRALA28777	NEMVE10956
OG0004328	BRALA13776	NEMVE25033
OG0004329	BRALA11460	NEMVE14876
OG0004330	BRALA10844	NEMVE01493
OG0004331	BRALA25017	NEMVE22843, NEMVE02042
OG0004332	BRALA05495	NEMVE14173
OG0004333	BRALA14711	NEMVE02002
OG0004334	BRALA05133	NEMVE13239
OG0004335	BRALA11786	NEMVE03938
OG0004338	BRALA22739	NEMVE13087
OG0004339	BRALA14976	NEMVE18494, NEMVE24915
OG0004340	BRALA27384	NEMVE17425
OG0004341	BRALA18640	NEMVE05259
OG0004342	BRALA28668	NEMVE23268
OG0004343	BRALA34896, BRALA33692, BRALA34328	NEMVE01964
OG0004343	BRALA34611	NEMVE15399
OG0004344	BRALA04177	NEMVE02635
OG0004345	BRALA10189	NEMVE06527
OG0004346	BRALA15506	NEMVE13974
OG0004347	BRALA23589	NEMVE25932
OG0004348	BRALA12127	NEMVE25252
OG0004349	BRALA26083	NEMVE22471
OG0004350	BRALA12360	NEMVE13828
OG0004351	BRALA18778	NEMVE00918
OG0004352	BRALA14329	NEMVE24736
OG0004353	BRALA26681	NEMVE13665
OG0004354	BRALA33463, BRALA33588	NEMVE20729, NEMVE09507
OG0004355	BRALA02915	NEMVE10193
OG0004356	BRALA18746	NEMVE00913
OG0004357	BRALA09608	NEMVE08918
OG0004358	BRALA15298	NEMVE08331
OG0004359	BRALA22732	NEMVE11194, NEMVE05627
OG0004360	BRALA27825	NEMVE21274, NEMVE08954
OG0004361	BRALA19546, BRALA19547	NEMVE02934
OG0004362	BRALA01978	NEMVE06585
OG0004363	BRALA00616	NEMVE04882
OG0004364	BRALA23445	NEMVE22420, NEMVE15837
OG0004365	BRALA24172	NEMVE13126
OG0004366	BRALA20008	NEMVE12546
OG0004366	BRALA20010	NEMVE01469
OG0004367	BRALA15183	NEMVE25724, NEMVE16633
OG0004368	BRALA23102	NEMVE24990
OG0004369	BRALA02910	NEMVE10451
OG0004370	BRALA13645	NEMVE13399, NEMVE21469
OG0004372	BRALA02065, BRALA02064	NEMVE00915, NEMVE20036
OG0004373	BRALA16557	NEMVE14057, NEMVE19923
OG0004374	BRALA29279	NEMVE23199, NEMVE20953
OG0004375	BRALA07819	NEMVE13064, NEMVE20939, NEMVE22727
OG0004376	BRALA26859	NEMVE09342
OG0004377	BRALA22650, BRALA22649	NEMVE23502
OG0004378	BRALA29460	NEMVE08774
OG0004380	BRALA31059	NEMVE13704
OG0004381	BRALA31166	NEMVE00013, NEMVE20297
OG0004383	BRALA33094, BRALA23070	NEMVE23000
OG0004384	BRALA21477	NEMVE10110
OG0004385	BRALA02586	NEMVE05533
OG0004388	BRALA01537	NEMVE10684
OG0004389	BRALA01195	NEMVE25116
OG0004390	BRALA20609	NEMVE18831
OG0004391	BRALA06733	NEMVE25027
OG0004392	BRALA03731	NEMVE06757
OG0004393	BRALA25078	NEMVE03424
OG0004394	BRALA31576	NEMVE13031
OG0004395	BRALA26081	NEMVE01603, NEMVE20434
OG0004396	BRALA05724	NEMVE14513
OG0004398	BRALA33935	NEMVE08807
OG0004399	BRALA09277	NEMVE06137
OG0004400	BRALA09786	NEMVE09297
OG0004401	BRALA00557	NEMVE15063
OG0004402	BRALA22916	NEMVE14293
OG0004403	BRALA04354	NEMVE13305
OG0004405	BRALA31963, BRALA06302	NEMVE21826
OG0004406	BRALA29567	NEMVE07905
OG0004407	BRALA13375, BRALA13376	NEMVE01541
OG0004408	BRALA31060, BRALA13700	NEMVE12839
OG0004409	BRALA27206	NEMVE24584
OG0004413	BRALA27203	NEMVE00900
OG0004414	BRALA13744	NEMVE23559
OG0004415	BRALA14040	NEMVE22453
OG0004417	BRALA00783	NEMVE05869
OG0004418	BRALA18257, BRALA17856	NEMVE17982
OG0004419	BRALA21691	NEMVE11160
OG0004420	BRALA05463	NEMVE10078
OG0004423	BRALA17096	NEMVE08914
OG0004424	BRALA12773	NEMVE02966
OG0004426	BRALA30364	NEMVE14125
OG0004427	BRALA35223	NEMVE05535
OG0004438	BRALA31248, BRALA33354, BRALA33424, BRALA23868, BRALA15963, BRALA22057, BRALA24803	NEMVE16763, NEMVE15192, NEMVE15193
OG0004457	BRALA16148	NEMVE03055
OG0004457	BRALA19083	NEMVE19273
OG0004458	BRALA35885, BRALA01066	NEMVE16941
OG0004459	BRALA29538, BRALA34073	NEMVE07035
OG0004460	BRALA12464	NEMVE18796
OG0004462	BRALA14199	NEMVE13727
OG0004463	BRALA26858	NEMVE14756
OG0004465	BRALA01824	NEMVE21926
OG0004467	BRALA29326	NEMVE02056
OG0004468	BRALA29411	NEMVE08237
OG0004471	BRALA18574	NEMVE04795
OG0004472	BRALA29153	NEMVE00917
OG0004473	BRALA31254	NEMVE18185
OG0004474	BRALA31316	NEMVE07662
OG0004475	BRALA11247	NEMVE08034
OG0004476	BRALA14581	NEMVE06718
OG0004478	BRALA12451	NEMVE22692
OG0004479	BRALA28094, BRALA03563, BRALA28093	NEMVE01055
OG0004480	BRALA11435	NEMVE06187, NEMVE17593, NEMVE09013, NEMVE06226, NEMVE06205, NEMVE05612, NEMVE00383, NEMVE10236, NEMVE16756
OG0004482	BRALA00394	NEMVE04942
OG0004483	BRALA10746	NEMVE22140
OG0004484	BRALA08580	NEMVE13818
OG0004486	BRALA03457	NEMVE14675
OG0004487	BRALA03392	NEMVE11590
OG0004488	BRALA13548	NEMVE08819
OG0004489	BRALA18946	NEMVE22535
OG0004490	BRALA08921	NEMVE03491
OG0004491	BRALA16481	NEMVE23478
OG0004493	BRALA19060	NEMVE10267
OG0004494	BRALA21955	NEMVE01991, NEMVE12026
OG0004495	BRALA13392	NEMVE18943
OG0004496	BRALA10106	NEMVE23787
OG0004497	BRALA03230	NEMVE00899
OG0004498	BRALA03323	NEMVE10128
OG0004499	BRALA31005	NEMVE21044, NEMVE07898
OG0004500	BRALA01903	NEMVE13883
OG0004501	BRALA34231	NEMVE10634
OG0004502	BRALA12219	NEMVE17968, NEMVE07577
OG0004503	BRALA08167, BRALA18736	NEMVE12347, NEMVE05528
OG0004505	BRALA04628	NEMVE13485
OG0004506	BRALA18627	NEMVE15612
OG0004507	BRALA21608	NEMVE21959
OG0004508	BRALA22899	NEMVE13524
OG0004509	BRALA20619	NEMVE14984
OG0004510	BRALA22461	NEMVE07681
OG0004511	BRALA24832	NEMVE23558
OG0004512	BRALA22481	NEMVE05081
OG0004513	BRALA04514	NEMVE22677
OG0004514	BRALA25503	NEMVE19912, NEMVE25850
OG0004515	BRALA24074	NEMVE16698
OG0004516	BRALA25445	NEMVE01959
OG0004517	BRALA13110	NEMVE09567
OG0004518	BRALA18338	NEMVE05509
OG0004519	BRALA09425	NEMVE01745
OG0004520	BRALA12190	NEMVE23460
OG0004521	BRALA34603, BRALA22327, BRALA33889	NEMVE25173, NEMVE25174, NEMVE02614
OG0004522	BRALA01766	NEMVE10390
OG0004523	BRALA23188	NEMVE24572
OG0004524	BRALA06551	NEMVE23429
OG0004525	BRALA20597	NEMVE09848
OG0004526	BRALA21793	NEMVE00195
OG0004527	BRALA16772	NEMVE09810
OG0004528	BRALA23887	NEMVE05245
OG0004529	BRALA18758	NEMVE14754
OG0004530	BRALA18685	NEMVE14962
OG0004531	BRALA28317, BRALA28318	NEMVE13941
OG0004532	BRALA11196	NEMVE06307
OG0004534	BRALA20376	NEMVE06444
OG0004535	BRALA26230	NEMVE14895
OG0004536	BRALA35577, BRALA35429, BRALA21266	NEMVE24546
OG0004537	BRALA21822	NEMVE06806, NEMVE06793
OG0004538	BRALA12040	NEMVE11904, NEMVE14557
OG0004539	BRALA35415, BRALA26130	NEMVE06340
OG0004540	BRALA07078	NEMVE14340
OG0004541	BRALA29235	NEMVE09057, NEMVE10568
OG0004542	BRALA24298	NEMVE22875
OG0004543	BRALA00359	NEMVE15333
OG0004544	BRALA25649	NEMVE13619
OG0004545	BRALA28871	NEMVE09905
OG0004548	BRALA10022	NEMVE09850, NEMVE24852
OG0004549	BRALA09819, BRALA09820	NEMVE23165
OG0004550	BRALA02217	NEMVE24073
OG0004551	BRALA32474, BRALA32475	NEMVE05944
OG0004552	BRALA06062	NEMVE14503
OG0004553	BRALA19302	NEMVE24685
OG0004554	BRALA14413	NEMVE24554, NEMVE20303
OG0004555	BRALA03335	NEMVE05464
OG0004557	BRALA07431	NEMVE22368
OG0004558	BRALA08582	NEMVE07860, NEMVE19747
OG0004559	BRALA23018	NEMVE09979
OG0004560	BRALA25555	NEMVE20612
OG0004561	BRALA25557	NEMVE09729
OG0004563	BRALA15038	NEMVE13109, NEMVE21039
OG0004564	BRALA32101	NEMVE10745
OG0004565	BRALA24433	NEMVE20945, NEMVE09496, NEMVE09490
OG0004566	BRALA01904	NEMVE05423
OG0004567	BRALA12845	NEMVE08979
OG0004568	BRALA13349	NEMVE15087, NEMVE02936
OG0004569	BRALA17687	NEMVE11455, NEMVE25874
OG0004570	BRALA10840	NEMVE09472
OG0004571	BRALA10635	NEMVE12245
OG0004572	BRALA03398, BRALA19984	NEMVE09747
OG0004573	BRALA34747	NEMVE10987, NEMVE20146
OG0004574	BRALA24731	NEMVE20279, NEMVE11028
OG0004576	BRALA11521	NEMVE24443
OG0004578	BRALA02649	NEMVE22684
OG0004579	BRALA09331	NEMVE14497
OG0004580	BRALA05772	NEMVE01972
OG0004581	BRALA14290	NEMVE20283, NEMVE10061
OG0004582	BRALA00706	NEMVE02471, NEMVE09353
OG0004583	BRALA01776	NEMVE13969
OG0004584	BRALA22981	NEMVE24702
OG0004585	BRALA25633	NEMVE22328
OG0004587	BRALA34254, BRALA20385	NEMVE04673
OG0004588	BRALA30100	NEMVE13733, NEMVE18431
OG0004589	BRALA28422	NEMVE22288
OG0004590	BRALA28418	NEMVE25895, NEMVE18908
OG0004591	BRALA19571	NEMVE22517
OG0004592	BRALA01027	NEMVE04397
OG0004593	BRALA28884	NEMVE14593
OG0004594	BRALA20772	NEMVE14570
OG0004595	BRALA10676	NEMVE23888
OG0004596	BRALA07736	NEMVE03724
OG0004599	BRALA16807	NEMVE14260, NEMVE17942
OG0004600	BRALA00319	NEMVE18939
OG0004601	BRALA10060	NEMVE24185
OG0004602	BRALA11139	NEMVE14888
OG0004603	BRALA06365	NEMVE10302
OG0004605	BRALA23013	NEMVE13200
OG0004606	BRALA21148, BRALA34943	NEMVE10087
OG0004608	BRALA15268	NEMVE24939
OG0004609	BRALA33091	NEMVE13242
OG0004610	BRALA17107	NEMVE14987
OG0004611	BRALA12585	NEMVE16538
OG0004612	BRALA00024	NEMVE06661
OG0004613	BRALA09133, BRALA20462	NEMVE14649, NEMVE02540
OG0004614	BRALA30212	NEMVE16785
OG0004616	BRALA06969	NEMVE13537
OG0004617	BRALA02299	NEMVE23874
OG0004618	BRALA22928	NEMVE08467, NEMVE02644, NEMVE08128
OG0004619	BRALA20299	NEMVE14883, NEMVE00286
OG0004622	BRALA32935	NEMVE18062
OG0004622	BRALA21361, BRALA34893	NEMVE01350
OG0004623	BRALA01754, BRALA09097	NEMVE23629, NEMVE12720
OG0004624	BRALA05803, BRALA06525, BRALA30942, BRALA06590, BRALA13937, BRALA30592, BRALA13996, BRALA03999, BRALA18905, BRALA10994, BRALA02454, BRALA02423, BRALA23319, BRALA24336, BRALA34681	NEMVE19519
OG0004625	BRALA34052, BRALA34062	NEMVE07306
OG0004627	BRALA06139	NEMVE14505
OG0004628	BRALA00501	NEMVE21690
OG0004629	BRALA10080	NEMVE05013
OG0004631	BRALA00873	NEMVE10220
OG0004632	BRALA27092	NEMVE13130
OG0004633	BRALA27276	NEMVE14514, NEMVE14238
OG0004634	BRALA05479	NEMVE04611
OG0004635	BRALA31719	NEMVE12750, NEMVE15016
OG0004638	BRALA10114	NEMVE22582
OG0004639	BRALA23114	NEMVE18292
OG0004641	BRALA06119	NEMVE11881, NEMVE13912, NEMVE08629
OG0004642	BRALA03307	NEMVE16068
OG0004643	BRALA06114	NEMVE01855
OG0004644	BRALA15220	NEMVE25830
OG0004646	BRALA15036	NEMVE06022
OG0004647	BRALA01649	NEMVE18102
OG0004648	BRALA27204	NEMVE14967
OG0004649	BRALA26873	NEMVE13434
OG0004651	BRALA28079	NEMVE14682
OG0004652	BRALA29899	NEMVE06739
OG0004654	BRALA25532	NEMVE23143
OG0004655	BRALA07762	NEMVE09086, NEMVE00666
OG0004656	BRALA23741	NEMVE08568
OG0004657	BRALA05637	NEMVE07292
OG0004658	BRALA23896	NEMVE13379
OG0004659	BRALA19760	NEMVE07785, NEMVE00194, NEMVE11615
OG0004662	BRALA29139, BRALA13410	NEMVE14599
OG0004663	BRALA33957	NEMVE13231
OG0004664	BRALA28864, BRALA28863	NEMVE19719
OG0004665	BRALA14078, BRALA14077	NEMVE04963
OG0004666	BRALA25386	NEMVE14432
OG0004667	BRALA20032	NEMVE25294
OG0004668	BRALA26953	NEMVE11886
OG0004669	BRALA31710	NEMVE14751
OG0004670	BRALA11400	NEMVE13348
OG0004671	BRALA34664, BRALA33814, BRALA34282, BRALA34594	NEMVE15017
OG0004672	BRALA03094	NEMVE04927
OG0004673	BRALA07414	NEMVE22141
OG0004674	BRALA21747	NEMVE15105
OG0004675	BRALA01751	NEMVE19531, NEMVE12308
OG0004676	BRALA22511	NEMVE06939
OG0004677	BRALA13391	NEMVE01225
OG0004678	BRALA10033	NEMVE09441
OG0004681	BRALA29477, BRALA35123	NEMVE17985
OG0004682	BRALA03899	NEMVE16012
OG0004683	BRALA26125	NEMVE10379
OG0004684	BRALA26124	NEMVE15028
OG0004685	BRALA29447	NEMVE13564, NEMVE20938
OG0004687	BRALA19729	NEMVE11074
OG0004689	BRALA14930	NEMVE10990
OG0004690	BRALA08004	NEMVE07181
OG0004691	BRALA31036	NEMVE07925
OG0004692	BRALA32999	NEMVE09659, NEMVE11678
OG0004694	BRALA23046	NEMVE22054
OG0004695	BRALA01511, BRALA01505, BRALA01774	NEMVE08241
OG0004696	BRALA03830	NEMVE00069, NEMVE00975
OG0004697	BRALA11777	NEMVE04721
OG0004698	BRALA21938	NEMVE24810
OG0004699	BRALA07186	NEMVE08956
OG0004700	BRALA23313	NEMVE22202
OG0004703	BRALA26823	NEMVE23725
OG0004704	BRALA00765	NEMVE25098
OG0004705	BRALA08213	NEMVE13269
OG0004706	BRALA00111	NEMVE23038
OG0004707	BRALA20441	NEMVE00940
OG0004708	BRALA00406	NEMVE22362
OG0004710	BRALA18369	NEMVE13936
OG0004711	BRALA08263	NEMVE22209
OG0004728	BRALA19112	NEMVE24238
OG0004729	BRALA35563	NEMVE00871
OG0004730	BRALA13497	NEMVE14157
OG0004731	BRALA29685	NEMVE24589
OG0004733	BRALA17604	NEMVE08830
OG0004735	BRALA05427	NEMVE05167
OG0004736	BRALA16972	NEMVE25990
OG0004739	BRALA03271, BRALA03272	NEMVE15022
OG0004740	BRALA29145	NEMVE13094
OG0004744	BRALA06531	NEMVE21304, NEMVE02941
OG0004746	BRALA08943	NEMVE06678
OG0004747	BRALA28438	NEMVE25622
OG0004748	BRALA09674	NEMVE24482, NEMVE00840
OG0004749	BRALA20020	NEMVE21861
OG0004751	BRALA35736, BRALA13426	NEMVE23997
OG0004752	BRALA11223	NEMVE07471
OG0004753	BRALA13874	NEMVE00501
OG0004754	BRALA23050	NEMVE10627, NEMVE24818
OG0004755	BRALA27359	NEMVE14496
OG0004756	BRALA09680	NEMVE14252
OG0004757	BRALA09865, BRALA09872	NEMVE05633
OG0004758	BRALA24157	NEMVE11732, NEMVE05918
OG0004759	BRALA22261	NEMVE05670
OG0004760	BRALA13716	NEMVE22531
OG0004761	BRALA24489	NEMVE21450, NEMVE19165, NEMVE25765
OG0004762	BRALA28326, BRALA17732	NEMVE23213
OG0004763	BRALA34431	NEMVE14983
OG0004764	BRALA05324	NEMVE10488
OG0004765	BRALA00991	NEMVE21803
OG0004766	BRALA24690	NEMVE23449
OG0004767	BRALA10440	NEMVE13831
OG0004768	BRALA11889	NEMVE14625, NEMVE17029
OG0004769	BRALA10097, BRALA07309	NEMVE09060
OG0004770	BRALA19310	NEMVE10973
OG0004772	BRALA06513	NEMVE01278
OG0004773	BRALA15533	NEMVE20647
OG0004774	BRALA06537	NEMVE11891, NEMVE13846
OG0004775	BRALA32894, BRALA35930	NEMVE21681
OG0004776	BRALA23901	NEMVE08011
OG0004781	BRALA11896	NEMVE08486
OG0004782	BRALA03100	NEMVE21349
OG0004783	BRALA35592, BRALA32467	NEMVE11254, NEMVE11101
OG0004784	BRALA10893	NEMVE09476
OG0004785	BRALA09161	NEMVE14332
OG0004786	BRALA14055	NEMVE03480
OG0004787	BRALA12312	NEMVE25138
OG0004788	BRALA22150	NEMVE07288
OG0004790	BRALA34363	NEMVE08026
OG0004791	BRALA27664	NEMVE22632, NEMVE24573
OG0004793	BRALA21447	NEMVE16797
OG0004794	BRALA01793	NEMVE09539
OG0004795	BRALA33991	NEMVE17130, NEMVE09760
OG0004797	BRALA16695	NEMVE14389
OG0004798	BRALA30382	NEMVE19963
OG0004799	BRALA02224	NEMVE01729, NEMVE17047
OG0004800	BRALA09043, BRALA09042	NEMVE03303, NEMVE02807
OG0004801	BRALA06449	NEMVE05151
OG0004802	BRALA03380, BRALA03382	NEMVE24950
OG0004803	BRALA06021	NEMVE09645
OG0004805	BRALA11567	NEMVE06909
OG0004806	BRALA31348	NEMVE06084
OG0004807	BRALA05556, BRALA04439	NEMVE22724
OG0004808	BRALA05658	NEMVE23142, NEMVE00017
OG0004809	BRALA10043	NEMVE10851
OG0004811	BRALA17170	NEMVE14893
OG0004812	BRALA16045	NEMVE10095, NEMVE10094
OG0004813	BRALA15155	NEMVE13765
OG0004814	BRALA09208	NEMVE22496
OG0004816	BRALA22898	NEMVE24963
OG0004817	BRALA00236	NEMVE23666
OG0004819	BRALA13757	NEMVE10396, NEMVE20374
OG0004820	BRALA28634	NEMVE22650
OG0004821	BRALA35744, BRALA35554, BRALA35428, BRALA19712, BRALA34105	NEMVE13951
OG0004822	BRALA24004	NEMVE13105
OG0004823	BRALA02286	NEMVE07629
OG0004824	BRALA21792	NEMVE18895
OG0004825	BRALA18333	NEMVE15161
OG0004826	BRALA31003	NEMVE14605
OG0004828	BRALA03838	NEMVE25343
OG0004829	BRALA30027	NEMVE15042, NEMVE00163
OG0004830	BRALA23182	NEMVE17353
OG0004831	BRALA08960	NEMVE07600
OG0004832	BRALA00100	NEMVE21691
OG0004833	BRALA03973	NEMVE13547
OG0004834	BRALA05851	NEMVE20063
OG0004835	BRALA17760	NEMVE08208
OG0004836	BRALA34047	NEMVE22477
OG0004837	BRALA15342	NEMVE10875
OG0004838	BRALA15130	NEMVE14762
OG0004839	BRALA14588	NEMVE21719
OG0004840	BRALA10057	NEMVE08926
OG0004841	BRALA03215	NEMVE13314
OG0004842	BRALA13532	NEMVE21848
OG0004843	BRALA33348	NEMVE11986
OG0004844	BRALA23632	NEMVE18136
OG0004845	BRALA21193	NEMVE05747
OG0004846	BRALA09513	NEMVE18109
OG0004848	BRALA07685	NEMVE05365
OG0004849	BRALA34656, BRALA23873	NEMVE14210
OG0004850	BRALA12053	NEMVE22350
OG0004851	BRALA23176	NEMVE14191
OG0004852	BRALA02596	NEMVE25433
OG0004853	BRALA02905	NEMVE25313
OG0004854	BRALA22738	NEMVE22394
OG0004855	BRALA19389	NEMVE05574
OG0004856	BRALA22942	NEMVE04745, NEMVE05569
OG0004857	BRALA24715	NEMVE06533, NEMVE11870
OG0004858	BRALA14994	NEMVE22404
OG0004859	BRALA07338	NEMVE06338
OG0004860	BRALA05260	NEMVE23295
OG0004861	BRALA13324	NEMVE08645
OG0004862	BRALA24266	NEMVE17522
OG0004863	BRALA29780	NEMVE22313
OG0004864	BRALA15377	NEMVE23293
OG0004865	BRALA14970, BRALA32090	NEMVE21865
OG0004866	BRALA15991	NEMVE22450
OG0004867	BRALA15186	NEMVE15440
OG0004869	BRALA21005	NEMVE24127
OG0004870	BRALA25836	NEMVE22132, NEMVE13530
OG0004871	BRALA32821	NEMVE14536
OG0004873	BRALA05488	NEMVE21911
OG0004874	BRALA03277	NEMVE08254
OG0004875	BRALA01281	NEMVE13402
OG0004877	BRALA16981	NEMVE13079, NEMVE04687
OG0004878	BRALA17290	NEMVE08144
OG0004878	BRALA15029, BRALA11240, BRALA04092, BRALA08969, BRALA09895, BRALA08970, BRALA07562	NEMVE11491, NEMVE23376
OG0004879	BRALA14250	NEMVE10578
OG0004880	BRALA16715	NEMVE13009, NEMVE12954
OG0004881	BRALA05669	NEMVE02049
OG0004882	BRALA03289	NEMVE12590
OG0004884	BRALA30160	NEMVE02134, NEMVE00624
OG0004885	BRALA18097	NEMVE11478, NEMVE07061
OG0004886	BRALA13594	NEMVE12702, NEMVE10250
OG0004887	BRALA18551, BRALA18550	NEMVE22398
OG0004890	BRALA28412	NEMVE25199
OG0004891	BRALA16020	NEMVE22337
OG0004892	BRALA34926, BRALA33780, BRALA35726	NEMVE13325
OG0004893	BRALA01439	NEMVE23196
OG0004894	BRALA19454	NEMVE18121, NEMVE21279
OG0004895	BRALA28415	NEMVE23211
OG0004896	BRALA02657	NEMVE11249
OG0004897	BRALA06731	NEMVE13596
OG0004899	BRALA13151	NEMVE22568
OG0004900	BRALA24271	NEMVE15535, NEMVE25162
OG0004901	BRALA07724	NEMVE05379
OG0004902	BRALA15203	NEMVE14740
OG0004903	BRALA26597	NEMVE13217
OG0004904	BRALA22957	NEMVE13083
OG0004906	BRALA05859	NEMVE07063
OG0004907	BRALA27011, BRALA29950, BRALA27009	NEMVE08605
OG0004910	BRALA03056, BRALA33503	NEMVE16575, NEMVE21204
OG0004911	BRALA23612, BRALA33471	NEMVE19493
OG0004913	BRALA13584	NEMVE18631
OG0004914	BRALA07564	NEMVE25557
OG0004916	BRALA21739	NEMVE18916
OG0004917	BRALA17895	NEMVE22754
OG0004919	BRALA28325, BRALA33679	NEMVE14165
OG0004920	BRALA04829	NEMVE04726
OG0004921	BRALA05499	NEMVE24186
OG0004922	BRALA16616	NEMVE25720, NEMVE22660
OG0004923	BRALA21201	NEMVE17142, NEMVE12025
OG0004924	BRALA09627	NEMVE08496
OG0004925	BRALA11773, BRALA31625, BRALA27891, BRALA29997, BRALA18560	NEMVE07632
OG0004926	BRALA02572	NEMVE25955
OG0004927	BRALA22260	NEMVE07100
OG0004928	BRALA13743	NEMVE25903
OG0004929	BRALA16946	NEMVE23443
OG0004930	BRALA00532	NEMVE08872
OG0004931	BRALA35702	NEMVE15057
OG0004932	BRALA09812	NEMVE25699
OG0004933	BRALA03897	NEMVE20679, NEMVE25637
OG0004934	BRALA20603	NEMVE06775
OG0004936	BRALA15177	NEMVE16931
OG0004938	BRALA12054	NEMVE07746
OG0004939	BRALA15087	NEMVE13527
OG0004940	BRALA16635	NEMVE03181
OG0004941	BRALA17339	NEMVE15741
OG0004942	BRALA15123	NEMVE00998
OG0004943	BRALA18535	NEMVE18405
OG0004944	BRALA18049	NEMVE17558
OG0004945	BRALA00649, BRALA22065	NEMVE09906, NEMVE01461
OG0004946	BRALA13424	NEMVE17881
OG0004948	BRALA29771	NEMVE04863
OG0004949	BRALA23863	NEMVE14010
OG0004950	BRALA24813	NEMVE15135
OG0004951	BRALA19007	NEMVE13423
OG0004952	BRALA31449	NEMVE22987
OG0004953	BRALA11487	NEMVE22872
OG0004954	BRALA01713	NEMVE13769, NEMVE13543
OG0004955	BRALA22647	NEMVE24312
OG0004956	BRALA10952	NEMVE03106
OG0004957	BRALA28656, BRALA20706	NEMVE13489
OG0004958	BRALA09476	NEMVE24122
OG0004960	BRALA22837	NEMVE00950
OG0004961	BRALA00519	NEMVE22542
OG0004962	BRALA14101	NEMVE08838
OG0004963	BRALA04605	NEMVE09267
OG0004964	BRALA14478	NEMVE14109
OG0004965	BRALA03347	NEMVE19697
OG0004967	BRALA29363	NEMVE23865
OG0004968	BRALA29428	NEMVE14001
OG0004969	BRALA05993	NEMVE15653
OG0004970	BRALA27520	NEMVE24152
OG0004971	BRALA33597	NEMVE20816
OG0004972	BRALA06415	NEMVE22512
OG0004973	BRALA06428	NEMVE11344
OG0004974	BRALA23354	NEMVE20569, NEMVE13705
OG0004975	BRALA01236	NEMVE11552
OG0004976	BRALA08070	NEMVE07826
OG0004977	BRALA14155	NEMVE02192, NEMVE00253
OG0004978	BRALA08114	NEMVE23265
OG0004979	BRALA20271	NEMVE09400
OG0004980	BRALA06666	NEMVE25421
OG0004981	BRALA07121	NEMVE21260
OG0004982	BRALA10028	NEMVE25620
OG0004984	BRALA21693	NEMVE04897, NEMVE14271
OG0004985	BRALA15016	NEMVE22448
OG0004986	BRALA01041	NEMVE21251, NEMVE13658
OG0004987	BRALA06665	NEMVE10509
OG0004988	BRALA29383	NEMVE13432
OG0004989	BRALA08810	NEMVE14722
OG0004990	BRALA19772	NEMVE00215, NEMVE21079, NEMVE14471
OG0004991	BRALA20054	NEMVE05198
OG0004992	BRALA18453	NEMVE21226, NEMVE19613
OG0004993	BRALA20595, BRALA35651, BRALA35141, BRALA35910	NEMVE14587
OG0004996	BRALA17166	NEMVE12979, NEMVE05000
OG0004997	BRALA24073	NEMVE04870, NEMVE21142
OG0004999	BRALA29054	NEMVE21935
OG0005003	BRALA21209, BRALA32328	NEMVE02750
OG0005006	BRALA10726	NEMVE22541
OG0005007	BRALA14191	NEMVE11282
OG0005008	BRALA28440	NEMVE25042
OG0005009	BRALA29055	NEMVE10859
OG0005010	BRALA29595, BRALA32302, BRALA19473	NEMVE25608
OG0005014	BRALA29414	NEMVE12690, NEMVE14836
OG0005015	BRALA06837	NEMVE22631
OG0005016	BRALA05856, BRALA05857	NEMVE23924
OG0005017	BRALA30360, BRALA32979	NEMVE08542
OG0005021	BRALA16206	NEMVE13857
OG0005040	BRALA22055	NEMVE05703
OG0005041	BRALA00415	NEMVE22270
OG0005044	BRALA23584	NEMVE22165
OG0005045	BRALA17551	NEMVE01206
OG0005046	BRALA11035	NEMVE24288
OG0005047	BRALA19446	NEMVE13364
OG0005048	BRALA15277	NEMVE00607, NEMVE24484
OG0005049	BRALA09255, BRALA09254	NEMVE16413
OG0005050	BRALA35696, BRALA34905	NEMVE09923
OG0005053	BRALA14037	NEMVE05596
OG0005054	BRALA01008	NEMVE03642, NEMVE06144
OG0005055	BRALA21470	NEMVE08898
OG0005057	BRALA25601	NEMVE21846
OG0005058	BRALA34262, BRALA35945, BRALA35132	NEMVE15777
OG0005059	BRALA18360	NEMVE18371
OG0005060	BRALA06013, BRALA16321	NEMVE06881, NEMVE03482
OG0005061	BRALA05605, BRALA24447	NEMVE19746, NEMVE23632
OG0005062	BRALA04850	NEMVE18856
OG0005064	BRALA02160	NEMVE08493
OG0005065	BRALA06867	NEMVE10847
OG0005066	BRALA11959	NEMVE13164
OG0005067	BRALA10674	NEMVE21170
