Orthogroup	BRALA	ASTMX
OG0002736	BRALA33082, BRALA34536	ASTMX09100, ASTMX09101, ASTMX09534
OG0002738	BRALA06227	ASTMX16448, ASTMX14529, ASTMX04956
OG0002740	BRALA01908	ASTMX06589, ASTMX06588, ASTMX00890
OG0002741	BRALA09574	ASTMX22280, ASTMX04948, ASTMX06865
OG0002742	BRALA06748	ASTMX03216, ASTMX07668, ASTMX17307
OG0002743	BRALA13202	ASTMX05411
OG0002744	BRALA02758	ASTMX19754, ASTMX09756
OG0002745	BRALA14450	ASTMX14166, ASTMX21096
OG0002746	BRALA17638	ASTMX14540
OG0002748	BRALA02744	ASTMX16018
OG0002750	BRALA28702	ASTMX04080
OG0002751	BRALA27383	ASTMX12480
OG0002752	BRALA16959	ASTMX06175
OG0002753	BRALA28220	ASTMX00975, ASTMX15886
OG0002754	BRALA34875	ASTMX19457, ASTMX07407
OG0002757	BRALA26966	ASTMX05572, ASTMX20356
OG0002758	BRALA21942	ASTMX12158, ASTMX11719, ASTMX19020
OG0002759	BRALA12371, BRALA12372, BRALA12373, BRALA12370, BRALA12368	ASTMX12966
OG0002760	BRALA12746	ASTMX14383, ASTMX00411, ASTMX00410
OG0002761	BRALA33192, BRALA32473, BRALA30469	ASTMX17257
OG0002762	BRALA12786	ASTMX10750, ASTMX01007, ASTMX13291
OG0002763	BRALA07435	ASTMX01463
OG0002764	BRALA08679	ASTMX04804, ASTMX15857, ASTMX12772
OG0002765	BRALA03391	ASTMX06827, ASTMX05311, ASTMX01712
OG0002766	BRALA29454, BRALA30303	ASTMX12280
OG0002767	BRALA16931, BRALA16930	ASTMX11219, ASTMX01625
OG0002768	BRALA29044	ASTMX05930, ASTMX08549
OG0002769	BRALA22959	ASTMX03376, ASTMX07759, ASTMX11837
OG0002770	BRALA09976	ASTMX09951
OG0002771	BRALA26146	ASTMX05826, ASTMX08109
OG0002772	BRALA00839	ASTMX03981
OG0002773	BRALA06118	ASTMX08591
OG0002774	BRALA17566	ASTMX03990, ASTMX14302, ASTMX18349
OG0002775	BRALA28982	ASTMX12270, ASTMX12267, ASTMX17052
OG0002776	BRALA20667	ASTMX10166
OG0002778	BRALA30498, BRALA15044	ASTMX12403, ASTMX08214
OG0002779	BRALA18762	ASTMX05264
OG0002780	BRALA06535	ASTMX06565
OG0002781	BRALA09162	ASTMX17246, ASTMX05300, ASTMX15463, ASTMX00089
OG0002782	BRALA18872	ASTMX13170, ASTMX05823
OG0002783	BRALA05339	ASTMX11345
OG0002785	BRALA01196	ASTMX02888, ASTMX12391
OG0002786	BRALA09530	ASTMX19192, ASTMX09014, ASTMX02458, ASTMX03366
OG0002787	BRALA25626	ASTMX12559
OG0002788	BRALA02230	ASTMX02137
OG0002790	BRALA11810	ASTMX09182
OG0002791	BRALA10109	ASTMX14188, ASTMX19626, ASTMX06526, ASTMX04009, ASTMX14241
OG0002793	BRALA24700	ASTMX05593
OG0002795	BRALA07995	ASTMX07886, ASTMX15750
OG0002797	BRALA30213	ASTMX04226, ASTMX02478
OG0002799	BRALA27234	ASTMX07335
OG0002811	BRALA00022	ASTMX08335, ASTMX08336
OG0002813	BRALA21604	ASTMX11456, ASTMX00842, ASTMX10895
OG0002814	BRALA03845	ASTMX06628, ASTMX06571, ASTMX20609, ASTMX09304
OG0002815	BRALA23897	ASTMX14480, ASTMX01396, ASTMX12901
OG0002816	BRALA01022	ASTMX18069, ASTMX13866
OG0002817	BRALA31906, BRALA35378	ASTMX08503, ASTMX11127
OG0002818	BRALA22684	ASTMX06407, ASTMX16559
OG0002819	BRALA05559	ASTMX07024, ASTMX02644, ASTMX00940, ASTMX04788
OG0002821	BRALA01093	ASTMX02361, ASTMX03188
OG0002822	BRALA11175, BRALA11174	ASTMX04976, ASTMX12314, ASTMX01536
OG0002823	BRALA02904	ASTMX15336
OG0002824	BRALA00377	ASTMX12647, ASTMX13765, ASTMX06667
OG0002825	BRALA22892	ASTMX17360
OG0002826	BRALA20854	ASTMX14104, ASTMX08188, ASTMX13061, ASTMX18255
OG0002827	BRALA12317	ASTMX12910
OG0002828	BRALA01253, BRALA32285, BRALA33690, BRALA01251	ASTMX11283
OG0002829	BRALA13088	ASTMX22349, ASTMX20452, ASTMX07701
OG0002830	BRALA13356	ASTMX08941, ASTMX21901, ASTMX07574, ASTMX08167, ASTMX13064, ASTMX05609
OG0002831	BRALA08874	ASTMX07219
OG0002832	BRALA23782, BRALA23785, BRALA23786	ASTMX16063, ASTMX15257
OG0002833	BRALA11197	ASTMX17660, ASTMX15980
OG0002834	BRALA07844	ASTMX09174, ASTMX14209, ASTMX13648
OG0002835	BRALA12830	ASTMX07497, ASTMX15221
OG0002836	BRALA08680	ASTMX16518, ASTMX08868
OG0002837	BRALA20192	ASTMX06183, ASTMX02695, ASTMX11101
OG0002838	BRALA18845, BRALA02071, BRALA03750	ASTMX07617, ASTMX19008
OG0002839	BRALA04693	ASTMX10136
OG0002840	BRALA03264	ASTMX03567, ASTMX10233
OG0002841	BRALA12737	ASTMX20703
OG0002842	BRALA01212, BRALA01213	ASTMX15094, ASTMX12457
OG0002843	BRALA29412	ASTMX23062, ASTMX16351
OG0002844	BRALA18936	ASTMX09226, ASTMX16992
OG0002846	BRALA18718	ASTMX08490
OG0002847	BRALA33572	ASTMX13451
OG0002848	BRALA18503	ASTMX12620
OG0002849	BRALA04204	ASTMX00642, ASTMX03559, ASTMX15379
OG0002850	BRALA14368	ASTMX15162
OG0002851	BRALA08963	ASTMX03703, ASTMX14358, ASTMX04838
OG0002854	BRALA02880	ASTMX20047
OG0002855	BRALA23875	ASTMX16184
OG0002856	BRALA17115	ASTMX19709, ASTMX07905, ASTMX19196, ASTMX12028
OG0002857	BRALA01069	ASTMX11616
OG0002858	BRALA22413	ASTMX20339, ASTMX17651
OG0002860	BRALA13051	ASTMX03636
OG0002861	BRALA22879, BRALA22878	ASTMX20391
OG0002862	BRALA33455, BRALA33453, BRALA29689	ASTMX17381, ASTMX08708, ASTMX20940, ASTMX11428
OG0002863	BRALA00995	ASTMX23045
OG0002864	BRALA04065	ASTMX20776
OG0002865	BRALA26587	ASTMX09485
OG0002866	BRALA08893	ASTMX20659, ASTMX21913
OG0002868	BRALA05217	ASTMX09292
OG0002870	BRALA19055	ASTMX01395
OG0002871	BRALA14106, BRALA23031	ASTMX00399
OG0002872	BRALA34159, BRALA32937	ASTMX04272
OG0002873	BRALA19472	ASTMX03633
OG0002874	BRALA19756	ASTMX19970, ASTMX02012, ASTMX22419
OG0002875	BRALA23432	ASTMX13007
OG0002876	BRALA19475	ASTMX00547, ASTMX12943
OG0002877	BRALA08464	ASTMX02938
OG0002878	BRALA32641, BRALA03534, BRALA03537	ASTMX21527, ASTMX20855
OG0002879	BRALA23711	ASTMX09549, ASTMX04541
OG0002881	BRALA29637	ASTMX05222, ASTMX09228
OG0002884	BRALA02001	ASTMX09433
OG0002885	BRALA02565, BRALA02566	ASTMX03303, ASTMX06907
OG0002887	BRALA00977	ASTMX07808
OG0002888	BRALA23052, BRALA35110	ASTMX17659, ASTMX11387
OG0002889	BRALA20446	ASTMX22104, ASTMX16163
OG0002891	BRALA00908	ASTMX14161
OG0002892	BRALA27556	ASTMX14206, ASTMX04005, ASTMX08598, ASTMX10377
OG0002893	BRALA05902, BRALA13319, BRALA12122, BRALA13317, BRALA13318	ASTMX04172
OG0002894	BRALA23468	ASTMX03268, ASTMX12100
OG0002895	BRALA28500	ASTMX12952, ASTMX14061, ASTMX05379
OG0002896	BRALA06147	ASTMX19105, ASTMX09780, ASTMX08412
OG0002897	BRALA00556	ASTMX10736
OG0002898	BRALA04412	ASTMX14754
OG0002899	BRALA32336	ASTMX06782, ASTMX18211
OG0002900	BRALA10711	ASTMX09021, ASTMX09858
OG0002902	BRALA10476	ASTMX16032, ASTMX07744
OG0002903	BRALA03755	ASTMX03762
OG0002904	BRALA04163	ASTMX13545
OG0002906	BRALA03067	ASTMX02587, ASTMX00583
OG0002907	BRALA09540	ASTMX10573, ASTMX09015
OG0002908	BRALA16572	ASTMX15467
OG0002909	BRALA15331	ASTMX17748, ASTMX08531
OG0002910	BRALA02029	ASTMX08537
OG0002911	BRALA27469	ASTMX07620, ASTMX09963
OG0002912	BRALA05844, BRALA03226	ASTMX03571
OG0002913	BRALA13297	ASTMX18114, ASTMX06447, ASTMX11831, ASTMX00589
OG0002914	BRALA13809	ASTMX02600
OG0002915	BRALA03120	ASTMX10897, ASTMX15512
OG0002916	BRALA22098, BRALA00679	ASTMX02914, ASTMX10017, ASTMX10016
OG0002917	BRALA11721	ASTMX06336
OG0002919	BRALA15082	ASTMX01892, ASTMX12024, ASTMX20581, ASTMX02354
OG0002921	BRALA17412, BRALA29375	ASTMX17074
OG0002922	BRALA16350	ASTMX21382, ASTMX09964
OG0002923	BRALA05872	ASTMX10905, ASTMX00895, ASTMX07470
OG0002924	BRALA04128, BRALA04129	ASTMX00258, ASTMX06225, ASTMX07771
OG0002925	BRALA28741, BRALA07171, BRALA31367	ASTMX07510, ASTMX11462, ASTMX04330
OG0002926	BRALA30348	ASTMX12392, ASTMX07910
OG0002927	BRALA06891, BRALA06948	ASTMX14610
OG0002929	BRALA25658	ASTMX19440, ASTMX03061, ASTMX19048, ASTMX01029
OG0002931	BRALA25933	ASTMX05179, ASTMX19787, ASTMX06382, ASTMX00773
OG0002931	BRALA15246	ASTMX11137, ASTMX11138, ASTMX01372
OG0002944	BRALA10241	ASTMX13024, ASTMX18030, ASTMX12751
OG0002945	BRALA30182, BRALA30183	ASTMX07832
OG0002946	BRALA30086	ASTMX21861, ASTMX21826
OG0002947	BRALA04382	ASTMX13918
OG0002948	BRALA08604, BRALA08603	ASTMX09230
OG0002949	BRALA34128	ASTMX10636
OG0002950	BRALA35316	ASTMX04987
OG0002952	BRALA16977	ASTMX11800, ASTMX03890
OG0002953	BRALA20438	ASTMX05287
OG0002954	BRALA18259, BRALA34258, BRALA35506	ASTMX14496, ASTMX00341
OG0002955	BRALA20853	ASTMX04547, ASTMX22263
OG0002956	BRALA33340	ASTMX02448, ASTMX06899, ASTMX18169
OG0002957	BRALA29901	ASTMX16714
OG0002959	BRALA22499	ASTMX03291, ASTMX13416, ASTMX16543
OG0002961	BRALA32745	ASTMX17170
OG0002964	BRALA06367	ASTMX05000, ASTMX07844, ASTMX21735
OG0002965	BRALA06727	ASTMX02526
OG0002966	BRALA23093	ASTMX10395, ASTMX14585, ASTMX08283
OG0002967	BRALA24663	ASTMX11866, ASTMX12804
OG0002968	BRALA10191	ASTMX08777
OG0002968	BRALA16921, BRALA16922	ASTMX16814
OG0002969	BRALA14067, BRALA14066	ASTMX19487
OG0002971	BRALA17548	ASTMX09060, ASTMX11460, ASTMX07494, ASTMX07508
OG0002974	BRALA19094	ASTMX22896, ASTMX03538
OG0002975	BRALA28849	ASTMX06342, ASTMX23071, ASTMX12284
OG0002976	BRALA18507	ASTMX03355
OG0002977	BRALA29327	ASTMX16248
OG0002978	BRALA24108	ASTMX09737, ASTMX04699, ASTMX14100, ASTMX01387
OG0002979	BRALA29239	ASTMX19791
OG0002981	BRALA00510	ASTMX17321
OG0002982	BRALA31857	ASTMX12949
OG0002983	BRALA15691	ASTMX02519, ASTMX22054, ASTMX06014
OG0002984	BRALA10452	ASTMX09070
OG0002985	BRALA16955	ASTMX14851, ASTMX21191
OG0002986	BRALA12799	ASTMX08841, ASTMX01002, ASTMX10260
OG0002987	BRALA16295	ASTMX04738
OG0002988	BRALA22520, BRALA22521, BRALA22525, BRALA15451	ASTMX20095, ASTMX05405, ASTMX15698
OG0002989	BRALA25735, BRALA25734, BRALA24378	ASTMX06383, ASTMX00778
OG0002990	BRALA27944	ASTMX05794, ASTMX20875, ASTMX07804
OG0002991	BRALA24373	ASTMX02776
OG0002992	BRALA10664	ASTMX13119, ASTMX04764
OG0002994	BRALA03071	ASTMX06744, ASTMX13783
OG0002995	BRALA31288	ASTMX01369
OG0002996	BRALA14606	ASTMX02629, ASTMX03439, ASTMX14560
OG0002997	BRALA22094	ASTMX10330
OG0002997	BRALA00683	ASTMX22739
OG0002998	BRALA06170	ASTMX08338, ASTMX01774, ASTMX17111
OG0003000	BRALA11264	ASTMX22439
OG0003001	BRALA11352	ASTMX00486
OG0003002	BRALA07344	ASTMX14285, ASTMX17151, ASTMX12691
OG0003003	BRALA21285, BRALA06728, BRALA22539, BRALA22540	ASTMX07477, ASTMX08710, ASTMX03798
OG0003004	BRALA28835	ASTMX16526, ASTMX06062, ASTMX17299
OG0003005	BRALA26150	ASTMX04617
OG0003006	BRALA30180	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876
OG0003007	BRALA01148	ASTMX14048, ASTMX15482
OG0003008	BRALA24826	ASTMX11361, ASTMX06537, ASTMX11563
OG0003009	BRALA20909	ASTMX06763, ASTMX08741, ASTMX16226
OG0003010	BRALA02051	ASTMX07751
OG0003011	BRALA12587, BRALA12588	ASTMX11395, ASTMX14305, ASTMX19701
OG0003012	BRALA17182	ASTMX10744, ASTMX09447, ASTMX17773
OG0003013	BRALA14158, BRALA14160	ASTMX07867, ASTMX21547
OG0003014	BRALA21168	ASTMX18669, ASTMX03277
OG0003016	BRALA08068	ASTMX02288
OG0003017	BRALA18273	ASTMX18161
OG0003018	BRALA31319	ASTMX09335
OG0003019	BRALA14323	ASTMX21902
OG0003021	BRALA34522, BRALA34477	ASTMX13837
OG0003023	BRALA22185	ASTMX05867, ASTMX05966, ASTMX22290
OG0003024	BRALA29524	ASTMX18655, ASTMX03805
OG0003025	BRALA03359	ASTMX13447, ASTMX18869
OG0003025	BRALA17181	ASTMX11744
OG0003026	BRALA10042	ASTMX04873
OG0003027	BRALA09779	ASTMX13439, ASTMX00386
OG0003028	BRALA01708	ASTMX04249
OG0003029	BRALA19961	ASTMX08718, ASTMX07235
OG0003030	BRALA31370	ASTMX20050, ASTMX17904
OG0003031	BRALA32296	ASTMX19116, ASTMX09602
OG0003033	BRALA33535	ASTMX09542
OG0003034	BRALA18733	ASTMX08258
OG0003035	BRALA04093	ASTMX07906, ASTMX08632
OG0003036	BRALA23667	ASTMX22808, ASTMX02382
OG0003037	BRALA22643	ASTMX20407
OG0003038	BRALA21188	ASTMX11869, ASTMX03732
OG0003039	BRALA09562	ASTMX18267, ASTMX03350, ASTMX05986, ASTMX05987
OG0003040	BRALA06106	ASTMX06981
OG0003041	BRALA13767	ASTMX16824
OG0003042	BRALA14544	ASTMX22431
OG0003043	BRALA15954	ASTMX12456
OG0003044	BRALA14962	ASTMX03506
OG0003045	BRALA14809	ASTMX16805
OG0003046	BRALA09266	ASTMX01068, ASTMX01067, ASTMX21979
OG0003048	BRALA35916, BRALA12484	ASTMX18595, ASTMX16216, ASTMX21980
OG0003049	BRALA00969	ASTMX09040, ASTMX11555
OG0003050	BRALA09486, BRALA26101	ASTMX21807, ASTMX22136
OG0003051	BRALA00281, BRALA06030	ASTMX11688, ASTMX19222
OG0003053	BRALA01192	ASTMX09045
OG0003054	BRALA14292	ASTMX00110, ASTMX09568
OG0003055	BRALA01152	ASTMX20532, ASTMX04937, ASTMX14054
OG0003057	BRALA12384	ASTMX04350, ASTMX10250
OG0003058	BRALA10357	ASTMX12378, ASTMX15897
OG0003059	BRALA24717	ASTMX11573, ASTMX03262
OG0003060	BRALA01131	ASTMX14156, ASTMX06493, ASTMX04925
OG0003061	BRALA22578	ASTMX07611, ASTMX14401, ASTMX01235
OG0003062	BRALA21245	ASTMX08924, ASTMX17139, ASTMX07083
OG0003063	BRALA20041	ASTMX16164
OG0003064	BRALA04357	ASTMX02348
OG0003065	BRALA24672	ASTMX16223, ASTMX11526
OG0003066	BRALA02294	ASTMX01076
OG0003067	BRALA16399	ASTMX07627, ASTMX05938, ASTMX15668
OG0003069	BRALA13473	ASTMX22072, ASTMX06820
OG0003070	BRALA11422	ASTMX10080, ASTMX20602, ASTMX17271
OG0003071	BRALA04699, BRALA08113	ASTMX13310, ASTMX00018, ASTMX16577
OG0003072	BRALA28497	ASTMX14570, ASTMX08544
OG0003073	BRALA07212	ASTMX21813
OG0003074	BRALA20234, BRALA20235	ASTMX14062, ASTMX09834, ASTMX07438
OG0003075	BRALA22295, BRALA32553	ASTMX06177
OG0003077	BRALA32652, BRALA31414	ASTMX14685, ASTMX19234, ASTMX07820, ASTMX21556
OG0003078	BRALA18799	ASTMX01682
OG0003079	BRALA14566	ASTMX08960, ASTMX02438
OG0003084	BRALA11828, BRALA11850	ASTMX17185, ASTMX09102
OG0003086	BRALA21726, BRALA23186, BRALA15418	ASTMX20987, ASTMX02745
OG0003089	BRALA13302	ASTMX09538, ASTMX09541, ASTMX17011, ASTMX00071, ASTMX00072
OG0003090	BRALA26567, BRALA20690, BRALA06105	ASTMX07964, ASTMX09342, ASTMX11450, ASTMX00188, ASTMX22375
OG0003101	BRALA14766	ASTMX19919, ASTMX06150, ASTMX01755
OG0003103	BRALA06974, BRALA04721	ASTMX12562
OG0003104	BRALA17529	ASTMX09609
OG0003105	BRALA29850	ASTMX00325
OG0003106	BRALA09165	ASTMX06237
OG0003107	BRALA03151	ASTMX02590, ASTMX16600
OG0003108	BRALA23025	ASTMX05191
OG0003110	BRALA14243	ASTMX00133
OG0003111	BRALA04538	ASTMX07402, ASTMX11408
OG0003112	BRALA28665, BRALA34089, BRALA29578	ASTMX02525
OG0003115	BRALA18488	ASTMX18170, ASTMX11011, ASTMX01881
OG0003116	BRALA23274	ASTMX07169, ASTMX03748
OG0003118	BRALA00197	ASTMX17621, ASTMX15584, ASTMX10419
OG0003119	BRALA29056	ASTMX21119
OG0003120	BRALA18066	ASTMX15617, ASTMX15618
OG0003121	BRALA15041	ASTMX06230, ASTMX18167, ASTMX02445
OG0003122	BRALA30971	ASTMX08525
OG0003123	BRALA12457, BRALA08747, BRALA08748, BRALA08746, BRALA08745	ASTMX07429, ASTMX06241
OG0003124	BRALA34241, BRALA34239, BRALA34780	ASTMX03412
OG0003125	BRALA22292	ASTMX13117
OG0003127	BRALA22285	ASTMX04606
OG0003128	BRALA34098	ASTMX20600
OG0003129	BRALA33727, BRALA34480	ASTMX07229
OG0003130	BRALA33115	ASTMX09888
OG0003131	BRALA24254	ASTMX13469
OG0003132	BRALA27609	ASTMX04307
OG0003133	BRALA25629	ASTMX10906
OG0003134	BRALA32020	ASTMX04501
OG0003135	BRALA34295	ASTMX04429
OG0003136	BRALA26231	ASTMX19806
OG0003137	BRALA19944	ASTMX00586
OG0003138	BRALA24387	ASTMX06553
OG0003140	BRALA18516, BRALA18515	ASTMX13627, ASTMX15157, ASTMX21926, ASTMX01723
OG0003141	BRALA05474	ASTMX09233, ASTMX11515, ASTMX10094
OG0003142	BRALA23203	ASTMX08629, ASTMX09849, ASTMX19194
OG0003144	BRALA30427	ASTMX08230
OG0003145	BRALA23671	ASTMX16469, ASTMX16882
OG0003146	BRALA09771	ASTMX10808
OG0003147	BRALA16312	ASTMX16613
OG0003148	BRALA31447	ASTMX12896, ASTMX07507, ASTMX14971
OG0003149	BRALA15048, BRALA15046, BRALA15047	ASTMX10129
OG0003150	BRALA06073	ASTMX11834, ASTMX21211
OG0003151	BRALA28902	ASTMX11951, ASTMX21033, ASTMX05673
OG0003152	BRALA06359	ASTMX11668, ASTMX10214
OG0003153	BRALA20237	ASTMX21330
OG0003154	BRALA09778	ASTMX06476
OG0003155	BRALA18620	ASTMX13221
OG0003156	BRALA30177, BRALA35029	ASTMX18933
OG0003157	BRALA18717	ASTMX06118
OG0003158	BRALA04756	ASTMX12999, ASTMX02638
OG0003159	BRALA03670	ASTMX12859, ASTMX09033, ASTMX07619
OG0003160	BRALA34327	ASTMX02814, ASTMX16455
OG0003161	BRALA12062	ASTMX13679, ASTMX15650
OG0003162	BRALA12042	ASTMX10819, ASTMX13525, ASTMX19089
OG0003163	BRALA09502	ASTMX03994, ASTMX05123, ASTMX14593
OG0003164	BRALA08232	ASTMX01170, ASTMX15907
OG0003165	BRALA34066	ASTMX03289, ASTMX04540
OG0003167	BRALA29422	ASTMX04465, ASTMX17254, ASTMX05894
OG0003168	BRALA14008	ASTMX19879, ASTMX12323
OG0003169	BRALA01179	ASTMX07868
OG0003171	BRALA03031	ASTMX22824
OG0003172	BRALA14091	ASTMX12697
OG0003174	BRALA15910	ASTMX07988
OG0003175	BRALA07118, BRALA07114	ASTMX20854, ASTMX00657
OG0003176	BRALA03069, BRALA03068, BRALA03070	ASTMX02580
OG0003177	BRALA23984	ASTMX13896
OG0003178	BRALA30304	ASTMX16511, ASTMX15240
OG0003179	BRALA04006	ASTMX22089
OG0003180	BRALA19366	ASTMX09365, ASTMX03476, ASTMX13448
OG0003181	BRALA13987	ASTMX18964, ASTMX11371
OG0003183	BRALA00151	ASTMX15472, ASTMX04269
OG0003184	BRALA03612	ASTMX09649
OG0003185	BRALA08913	ASTMX08990, ASTMX16307
OG0003186	BRALA35925	ASTMX00310, ASTMX07295, ASTMX00060
OG0003187	BRALA06679	ASTMX04939
OG0003188	BRALA21755	ASTMX12866, ASTMX05144, ASTMX18728, ASTMX06943
OG0003189	BRALA28089, BRALA26188	ASTMX03737
OG0003190	BRALA00193, BRALA00194	ASTMX21768
OG0003191	BRALA04704	ASTMX00980, ASTMX19044
OG0003193	BRALA06151	ASTMX04173, ASTMX07557
OG0003196	BRALA03312, BRALA34284, BRALA03314	ASTMX13910
OG0003197	BRALA14254	ASTMX08037
OG0003198	BRALA11402, BRALA19414, BRALA19411, BRALA23398, BRALA23397	ASTMX14796
OG0003199	BRALA17301	ASTMX13735, ASTMX17609
OG0003200	BRALA17093	ASTMX02514
OG0003201	BRALA28451, BRALA25207	ASTMX21988
OG0003201	BRALA32075, BRALA35277, BRALA19671	ASTMX21989
OG0003201	BRALA23613	ASTMX19271
OG0003201	BRALA28776	ASTMX19272
OG0003202	BRALA06604	ASTMX10006
OG0003203	BRALA24870	ASTMX04267, ASTMX15368
OG0003204	BRALA11882	ASTMX16389, ASTMX01566
OG0003205	BRALA14611	ASTMX07896, ASTMX13085, ASTMX06944
OG0003207	BRALA19743	ASTMX16303
OG0003208	BRALA24790	ASTMX18065
OG0003210	BRALA02658	ASTMX10368, ASTMX08853, ASTMX06477
OG0003211	BRALA15324	ASTMX19437, ASTMX01978
OG0003212	BRALA21845	ASTMX13329, ASTMX01976
OG0003213	BRALA15054	ASTMX03983, ASTMX03124
OG0003214	BRALA11877	ASTMX08653
OG0003215	BRALA11919	ASTMX04892
OG0003216	BRALA06581	ASTMX04974, ASTMX01453, ASTMX01452, ASTMX19467, ASTMX06867
OG0003217	BRALA22390, BRALA22386	ASTMX02353, ASTMX14721
OG0003220	BRALA29359	ASTMX21037, ASTMX05784
OG0003221	BRALA13791	ASTMX04321, ASTMX04290
OG0003222	BRALA03438, BRALA03437	ASTMX08890, ASTMX02588, ASTMX06133
OG0003223	BRALA03348	ASTMX06346, ASTMX06347
OG0003224	BRALA24852, BRALA24853, BRALA24851	ASTMX07863, ASTMX13264, ASTMX05296
OG0003225	BRALA24705	ASTMX10853, ASTMX22401
OG0003227	BRALA32464	ASTMX00382
OG0003228	BRALA28908	ASTMX10791, ASTMX02764
OG0003229	BRALA28965	ASTMX17506, ASTMX12857
OG0003230	BRALA16395	ASTMX13387
OG0003232	BRALA25974, BRALA25976, BRALA35757	ASTMX11141, ASTMX09493, ASTMX04245, ASTMX01543, ASTMX09741, ASTMX04695
OG0003234	BRALA08065	ASTMX11623
OG0003235	BRALA28961	ASTMX16993
OG0003236	BRALA24360	ASTMX07772
OG0003236	BRALA16741, BRALA34782	ASTMX11384, ASTMX21608
OG0003236	BRALA16742	ASTMX21607
OG0003237	BRALA26009, BRALA03776, BRALA01471, BRALA23973	ASTMX17778, ASTMX02725, ASTMX20917, ASTMX06508
OG0003239	BRALA23858	ASTMX07187
OG0003240	BRALA00023	ASTMX02082, ASTMX01039, ASTMX17067, ASTMX10438
OG0003250	BRALA23787	ASTMX10794, ASTMX06685
OG0003251	BRALA03131	ASTMX09724, ASTMX15809, ASTMX03540
OG0003252	BRALA29060	ASTMX03281, ASTMX01275
OG0003253	BRALA17125	ASTMX03410, ASTMX20134, ASTMX07062
OG0003254	BRALA10884	ASTMX04636, ASTMX03953
OG0003255	BRALA04178	ASTMX12251
OG0003257	BRALA10821	ASTMX14786, ASTMX22306, ASTMX04534
OG0003258	BRALA26675	ASTMX11167
OG0003259	BRALA03751	ASTMX15657
OG0003260	BRALA01352	ASTMX03988, ASTMX10584
OG0003261	BRALA10363	ASTMX19028
OG0003262	BRALA23941	ASTMX09623, ASTMX05093, ASTMX09613
OG0003263	BRALA27485	ASTMX06871
OG0003264	BRALA16693	ASTMX12623, ASTMX02507, ASTMX17172
OG0003265	BRALA09391	ASTMX13950, ASTMX02020
OG0003266	BRALA25697	ASTMX02992
OG0003267	BRALA06736	ASTMX07667
OG0003268	BRALA28894	ASTMX13578
OG0003269	BRALA23035	ASTMX07746, ASTMX16031
OG0003270	BRALA10980, BRALA10981	ASTMX00434, ASTMX01987
OG0003271	BRALA01579, BRALA01576	ASTMX05159
OG0003272	BRALA20375	ASTMX16097, ASTMX17574
OG0003275	BRALA19113	ASTMX20071, ASTMX00521
OG0003276	BRALA28847	ASTMX09369, ASTMX05594, ASTMX09674, ASTMX01404, ASTMX01283
OG0003277	BRALA12741	ASTMX08840, ASTMX22126
OG0003278	BRALA29833	ASTMX13373
OG0003279	BRALA19410	ASTMX11486, ASTMX04660
OG0003282	BRALA21917	ASTMX09305, ASTMX07991
OG0003283	BRALA09386	ASTMX16304
OG0003284	BRALA07080	ASTMX00092
OG0003287	BRALA23219	ASTMX06398, ASTMX14109
OG0003288	BRALA18702	ASTMX01172
OG0003289	BRALA20587	ASTMX09581, ASTMX11746, ASTMX02626, ASTMX12831
OG0003290	BRALA03644	ASTMX03173
OG0003291	BRALA23985	ASTMX12200
OG0003294	BRALA20203	ASTMX12473
OG0003295	BRALA35560, BRALA35974, BRALA29714	ASTMX10432, ASTMX03897, ASTMX15654
OG0003296	BRALA07237	ASTMX13206, ASTMX05984
OG0003297	BRALA11135	ASTMX17343
OG0003298	BRALA08285	ASTMX04625
OG0003299	BRALA05146	ASTMX05504
OG0003301	BRALA12896	ASTMX10951
OG0003302	BRALA03648	ASTMX03967, ASTMX14885
OG0003303	BRALA31282	ASTMX20298
OG0003304	BRALA01097	ASTMX01812
OG0003305	BRALA02228	ASTMX22768, ASTMX07790, ASTMX07791, ASTMX14350
OG0003306	BRALA22690	ASTMX19066
OG0003308	BRALA05211, BRALA05209, BRALA05210	ASTMX09050, ASTMX03179, ASTMX02901
OG0003309	BRALA07365	ASTMX02666, ASTMX18550, ASTMX01675, ASTMX00158
OG0003311	BRALA16041	ASTMX01126, ASTMX10706, ASTMX06164, ASTMX20152
OG0003315	BRALA10201	ASTMX16859
OG0003317	BRALA25346	ASTMX17437
OG0003318	BRALA25729	ASTMX01091, ASTMX15793, ASTMX04784, ASTMX15792, ASTMX15791
OG0003319	BRALA16686	ASTMX04815, ASTMX06693, ASTMX17160
OG0003320	BRALA16362	ASTMX17270
OG0003321	BRALA20253	ASTMX14606
OG0003323	BRALA02545	ASTMX20658
OG0003324	BRALA16750	ASTMX00455
OG0003325	BRALA25251	ASTMX13406, ASTMX06639
OG0003326	BRALA21679, BRALA21678	ASTMX09687, ASTMX20074
OG0003327	BRALA18397	ASTMX10363, ASTMX06502
OG0003328	BRALA19968, BRALA03294	ASTMX10052
OG0003329	BRALA16528	ASTMX03339, ASTMX07785
OG0003330	BRALA21753	ASTMX05145
OG0003331	BRALA23588	ASTMX04420, ASTMX08193
OG0003332	BRALA16700	ASTMX15129, ASTMX08712, ASTMX05756
OG0003333	BRALA20739	ASTMX03589, ASTMX04374
OG0003335	BRALA18893	ASTMX10999
