Orthogroup	BRALA	CAEEL
OG0003226	BRALA02281	CAEEL04904, CAEEL04903
OG0003227	BRALA34201	CAEEL01213
OG0003228	BRALA28908	CAEEL14683
OG0003229	BRALA28965	CAEEL10166
OG0003230	BRALA16395	CAEEL06311
OG0003232	BRALA25974, BRALA25976, BRALA35757	CAEEL04540
OG0003235	BRALA28961	CAEEL11765
OG0003236	BRALA16741, BRALA34782	CAEEL15067
OG0003236	BRALA16742	CAEEL07719
OG0003251	BRALA03131	CAEEL01743
OG0003252	BRALA29060	CAEEL19657
OG0003254	BRALA10884	CAEEL15715
OG0003255	BRALA04178	CAEEL01327
OG0003257	BRALA10821	CAEEL04888
OG0003258	BRALA26675	CAEEL04539
OG0003259	BRALA03751	CAEEL11844
OG0003263	BRALA27485	CAEEL12235
OG0003266	BRALA25697	CAEEL05061
OG0003267	BRALA06736	CAEEL11406
OG0003268	BRALA28894	CAEEL00711
OG0003269	BRALA23035	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993
OG0003270	BRALA10979, BRALA10980, BRALA10981	CAEEL17531, CAEEL17532, CAEEL07171
OG0003275	BRALA19113	CAEEL01894
OG0003276	BRALA28847	CAEEL05343
OG0003277	BRALA12741	CAEEL10684
OG0003279	BRALA19410	CAEEL09246
OG0003281	BRALA16219, BRALA16218, BRALA06040, BRALA16220, BRALA12224, BRALA06039, BRALA06038, BRALA16221	CAEEL19540
OG0003282	BRALA21917	CAEEL04466
OG0003283	BRALA09386	CAEEL10540
OG0003284	BRALA07080	CAEEL20144
OG0003286	BRALA11189	CAEEL11061
OG0003287	BRALA23219	CAEEL09759
OG0003288	BRALA18702	CAEEL07836
OG0003289	BRALA20587	CAEEL00474
OG0003290	BRALA03644	CAEEL07995, CAEEL07996
OG0003291	BRALA23985	CAEEL07282
OG0003296	BRALA07237	CAEEL07972
OG0003297	BRALA11135	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	BRALA08285	CAEEL00404
OG0003300	BRALA02469, BRALA02470, BRALA02468, BRALA02471, BRALA02472	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626
OG0003301	BRALA12896	CAEEL11183
OG0003303	BRALA31282	CAEEL08080
OG0003305	BRALA02228	CAEEL04396
OG0003306	BRALA22690	CAEEL11131
OG0003309	BRALA07365	CAEEL07134
OG0003311	BRALA16041	CAEEL06729
OG0003316	BRALA05665	CAEEL06426
OG0003317	BRALA25346, BRALA25347	CAEEL11191
OG0003318	BRALA25729	CAEEL00777
OG0003320	BRALA16362	CAEEL05307
OG0003323	BRALA02545	CAEEL08557, CAEEL08556
OG0003325	BRALA25251	CAEEL11598
OG0003327	BRALA18397	CAEEL15863
OG0003329	BRALA16528	CAEEL02070
OG0003330	BRALA21753	CAEEL02745
OG0003331	BRALA23588	CAEEL07758
OG0003332	BRALA16700	CAEEL15994, CAEEL15100
OG0003333	BRALA20739	CAEEL05869
OG0003335	BRALA18893	CAEEL06219
OG0003336	BRALA19535	CAEEL18158
OG0003337	BRALA05428	CAEEL05608
OG0003338	BRALA35117, BRALA34391	CAEEL07554
OG0003340	BRALA13754	CAEEL05767
OG0003341	BRALA22123	CAEEL15411
OG0003343	BRALA14934	CAEEL02966
OG0003344	BRALA16634	CAEEL04271
OG0003348	BRALA15993	CAEEL00995
OG0003349	BRALA03624	CAEEL11343
OG0003350	BRALA14237	CAEEL18859
OG0003354	BRALA00361	CAEEL07057
OG0003356	BRALA20221	CAEEL05068
OG0003357	BRALA28370	CAEEL05202
OG0003358	BRALA20313	CAEEL15398
OG0003359	BRALA22885	CAEEL08412
OG0003360	BRALA24694	CAEEL09119
OG0003361	BRALA15184	CAEEL15297, CAEEL13464, CAEEL07044
OG0003363	BRALA14133	CAEEL04399
OG0003364	BRALA19189	CAEEL06262
OG0003366	BRALA13308	CAEEL13316, CAEEL13290
OG0003368	BRALA11408	CAEEL04652
OG0003369	BRALA06641	CAEEL11911
OG0003370	BRALA13625	CAEEL19630, CAEEL09274
OG0003372	BRALA01258, BRALA01257	CAEEL04956
OG0003374	BRALA32765	CAEEL09698
OG0003375	BRALA16607	CAEEL04860
OG0003377	BRALA30976	CAEEL19646
OG0003378	BRALA18244	CAEEL04638
OG0003380	BRALA19352	CAEEL07698, CAEEL08643
OG0003384	BRALA21417	CAEEL12353
OG0003386	BRALA30819	CAEEL04616
OG0003387	BRALA24624, BRALA24625	CAEEL12649, CAEEL12648
OG0003392	BRALA06298	CAEEL18713
OG0003394	BRALA00627	CAEEL09212
OG0003401	BRALA10099	CAEEL18173, CAEEL19529
OG0003419	BRALA33995, BRALA24123	CAEEL20583, CAEEL07865
OG0003421	BRALA22933	CAEEL18393
OG0003425	BRALA13514, BRALA13513	CAEEL12188
OG0003426	BRALA28983	CAEEL06462
OG0003429	BRALA02516	CAEEL00390
OG0003430	BRALA25695	CAEEL05290
OG0003431	BRALA07409	CAEEL20649
OG0003433	BRALA12225	CAEEL17744
OG0003434	BRALA00541	CAEEL08434
OG0003435	BRALA26136, BRALA30163	CAEEL04157
OG0003439	BRALA11592	CAEEL10524
OG0003443	BRALA15200	CAEEL18884
OG0003444	BRALA23414, BRALA16370	CAEEL04842
OG0003448	BRALA03321	CAEEL01220
OG0003450	BRALA18866	CAEEL06420
OG0003451	BRALA12366	CAEEL02776, CAEEL02805
OG0003453	BRALA22884	CAEEL11697
OG0003454	BRALA14039	CAEEL07771
OG0003455	BRALA02242	CAEEL01134
OG0003456	BRALA13939, BRALA06592	CAEEL00212, CAEEL00213
OG0003457	BRALA14725	CAEEL19244
OG0003458	BRALA09460	CAEEL14113
OG0003459	BRALA35733, BRALA30363	CAEEL16050
OG0003460	BRALA22272	CAEEL19133
OG0003462	BRALA10146	CAEEL11837
OG0003463	BRALA13330	CAEEL07464
OG0003464	BRALA27365, BRALA23056	CAEEL15673
OG0003465	BRALA21319	CAEEL00222
OG0003466	BRALA09926	CAEEL06482
OG0003467	BRALA12491	CAEEL09664
OG0003468	BRALA29135	CAEEL10655
OG0003472	BRALA15949	CAEEL07680, CAEEL07681
OG0003473	BRALA25278	CAEEL09171
OG0003475	BRALA12280, BRALA35136, BRALA12279	CAEEL01731
OG0003477	BRALA21273	CAEEL02502
OG0003478	BRALA22512	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	BRALA30670	CAEEL12384
OG0003480	BRALA03258	CAEEL01792
OG0003486	BRALA31683	CAEEL04926
OG0003487	BRALA16372	CAEEL02123
OG0003489	BRALA14772	CAEEL00223
OG0003491	BRALA06006	CAEEL18627, CAEEL05479
OG0003498	BRALA09693	CAEEL16452
OG0003500	BRALA15207	CAEEL01330
OG0003501	BRALA01350	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	BRALA34217, BRALA32822	CAEEL02400, CAEEL02281
OG0003503	BRALA35054, BRALA35912	CAEEL04457, CAEEL04454
OG0003505	BRALA03121	CAEEL07950
OG0003506	BRALA08237	CAEEL05248
OG0003507	BRALA01241	CAEEL05679
OG0003508	BRALA21200, BRALA21199	CAEEL17418
OG0003509	BRALA05520	CAEEL04891
OG0003510	BRALA03112	CAEEL01116
OG0003511	BRALA16529	CAEEL08351
OG0003513	BRALA14520	CAEEL07182
OG0003515	BRALA18725	CAEEL06636
OG0003517	BRALA23417	CAEEL05196
OG0003518	BRALA01597	CAEEL01719
OG0003519	BRALA07432	CAEEL07239
OG0003522	BRALA06407	CAEEL06276
OG0003523	BRALA15819	CAEEL18694
OG0003524	BRALA19610	CAEEL04264, CAEEL04265
OG0003526	BRALA24423	CAEEL16001
OG0003528	BRALA28828	CAEEL00365
OG0003531	BRALA34155	CAEEL15168, CAEEL18062
OG0003532	BRALA28381	CAEEL05027
OG0003538	BRALA11760	CAEEL11099
OG0003539	BRALA09265	CAEEL05895
OG0003541	BRALA19973	CAEEL01632
OG0003542	BRALA18626	CAEEL01115
OG0003543	BRALA02287	CAEEL08637
OG0003544	BRALA04094	CAEEL06236, CAEEL08896
OG0003545	BRALA25349	CAEEL12984
OG0003548	BRALA21699, BRALA21696, BRALA21695, BRALA21698, BRALA21697	CAEEL19888
OG0003550	BRALA18608	CAEEL06728
OG0003551	BRALA01030	CAEEL05919
OG0003552	BRALA23094	CAEEL18151
OG0003554	BRALA24475, BRALA26628, BRALA26630, BRALA26629	CAEEL05099
OG0003556	BRALA01809	CAEEL11919
OG0003560	BRALA26145	CAEEL04113
OG0003561	BRALA28633	CAEEL01643
OG0003562	BRALA14777	CAEEL19208, CAEEL04183
OG0003563	BRALA18624	CAEEL07782
OG0003564	BRALA27591	CAEEL18104
OG0003566	BRALA19185	CAEEL04245
OG0003567	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371	CAEEL15549
OG0003569	BRALA15282	CAEEL10722
OG0003570	BRALA00798	CAEEL08761
OG0003571	BRALA31602, BRALA34916	CAEEL00659
OG0003573	BRALA14969	CAEEL10174, CAEEL18886
OG0003577	BRALA00402	CAEEL07169
OG0003578	BRALA29478, BRALA23275	CAEEL08037
OG0003579	BRALA03835	CAEEL10103
OG0003581	BRALA20305, BRALA20292	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	BRALA19721	CAEEL10165, CAEEL10958
OG0003585	BRALA12934	CAEEL19947
OG0003587	BRALA28396, BRALA33433, BRALA18324, BRALA02550, BRALA10068	CAEEL01025
OG0003597	BRALA34091	CAEEL05204
OG0003598	BRALA18340	CAEEL20069
OG0003599	BRALA30350, BRALA33877	CAEEL01022
OG0003604	BRALA31536	CAEEL08873
OG0003607	BRALA10883	CAEEL05764
OG0003611	BRALA24495	CAEEL15351
OG0003612	BRALA00833	CAEEL12107
OG0003613	BRALA11000, BRALA11079	CAEEL10330
OG0003615	BRALA05371	CAEEL04572
OG0003617	BRALA23865	CAEEL00622
OG0003618	BRALA30067	CAEEL10379
OG0003619	BRALA28306	CAEEL19948, CAEEL09130
OG0003620	BRALA15834	CAEEL05074
OG0003621	BRALA15694	CAEEL18738
OG0003623	BRALA13875	CAEEL11847
OG0003624	BRALA32206, BRALA34546, BRALA32644, BRALA32425	CAEEL11456
OG0003629	BRALA05892	CAEEL18064
OG0003630	BRALA29277	CAEEL01945
OG0003632	BRALA35240, BRALA22349	CAEEL04287
OG0003634	BRALA14363	CAEEL05819, CAEEL05206, CAEEL08505
OG0003638	BRALA12059	CAEEL14206
OG0003639	BRALA34621, BRALA34483, BRALA34678	CAEEL07019
OG0003640	BRALA04598	CAEEL01151
OG0003641	BRALA22029	CAEEL02290
OG0003644	BRALA10140	CAEEL07060
OG0003645	BRALA13185	CAEEL08952
OG0003646	BRALA22868	CAEEL04268
OG0003647	BRALA16527	CAEEL08061
OG0003649	BRALA01612	CAEEL02106
OG0003650	BRALA13666	CAEEL01596
OG0003652	BRALA34260	CAEEL00198, CAEEL00197
OG0003655	BRALA33353	CAEEL01543
OG0003656	BRALA04460	CAEEL00717
OG0003657	BRALA00140	CAEEL18724
OG0003658	BRALA00325	CAEEL17892
OG0003659	BRALA07055	CAEEL00820
OG0003661	BRALA00518, BRALA23938	CAEEL11758
OG0003664	BRALA25355	CAEEL10164
OG0003666	BRALA25648	CAEEL12155
OG0003667	BRALA23581, BRALA23583, BRALA23582	CAEEL14775
OG0003668	BRALA16595	CAEEL09161, CAEEL09163
OG0003669	BRALA01156	CAEEL08786, CAEEL08784
OG0003672	BRALA18633	CAEEL12653
OG0003676	BRALA10096	CAEEL00672
OG0003677	BRALA09088	CAEEL08632
OG0003678	BRALA05291	CAEEL03764
OG0003679	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231	CAEEL14380
OG0003680	BRALA09741	CAEEL10627
OG0003681	BRALA02162	CAEEL03276
OG0003686	BRALA12463	CAEEL01983
OG0003688	BRALA26787, BRALA05434	CAEEL03025
OG0003689	BRALA09157	CAEEL07514
OG0003690	BRALA33355, BRALA34982	CAEEL08798
OG0003692	BRALA28877	CAEEL09322
OG0003693	BRALA09225	CAEEL09517
OG0003694	BRALA07902	CAEEL08779
OG0003695	BRALA21829	CAEEL18980
OG0003696	BRALA20035	CAEEL15341
OG0003697	BRALA16767	CAEEL07546
OG0003698	BRALA21409	CAEEL05872
OG0003700	BRALA23022	CAEEL08489
OG0003701	BRALA16004	CAEEL04838
OG0003702	BRALA28909	CAEEL19917
OG0003704	BRALA17852	CAEEL02747
OG0003708	BRALA19031	CAEEL02697, CAEEL19979
OG0003710	BRALA29789	CAEEL05057
OG0003712	BRALA11231	CAEEL12274
OG0003716	BRALA32334	CAEEL00239
OG0003718	BRALA07126	CAEEL00456
OG0003719	BRALA14607	CAEEL01088
OG0003721	BRALA12038	CAEEL19092
OG0003724	BRALA05473	CAEEL04996
OG0003725	BRALA29814, BRALA00696	CAEEL04639
OG0003727	BRALA25125	CAEEL20128
OG0003729	BRALA06888, BRALA06951	CAEEL01397
OG0003731	BRALA21198	CAEEL14842
OG0003732	BRALA11685	CAEEL10948
OG0003733	BRALA01134, BRALA01135	CAEEL05542
OG0003734	BRALA21794	CAEEL18003
OG0003735	BRALA34167	CAEEL04830, CAEEL04829
OG0003736	BRALA33666, BRALA33744, BRALA33746	CAEEL10845
OG0003737	BRALA17522	CAEEL18594, CAEEL11885, CAEEL18366
OG0003739	BRALA14467	CAEEL06789
OG0003741	BRALA29769	CAEEL07870
OG0003743	BRALA23724	CAEEL12238
OG0003745	BRALA06719, BRALA03263, BRALA30410	CAEEL16018, CAEEL17606
OG0003746	BRALA17015	CAEEL07398
OG0003747	BRALA30716	CAEEL02767
OG0003748	BRALA12755	CAEEL00242
OG0003749	BRALA26426, BRALA26425	CAEEL20507
OG0003750	BRALA18863	CAEEL05076
OG0003752	BRALA25856	CAEEL04520
OG0003753	BRALA16740	CAEEL18657
OG0003754	BRALA29308	CAEEL19668, CAEEL05669
OG0003755	BRALA35253, BRALA35547, BRALA34607	CAEEL09173
OG0003756	BRALA19970	CAEEL01606
OG0003758	BRALA00093	CAEEL05748
OG0003759	BRALA05624	CAEEL09625
OG0003761	BRALA04263	CAEEL19863
OG0003764	BRALA25043	CAEEL15954
OG0003767	BRALA03143	CAEEL07794
OG0003768	BRALA11897	CAEEL07458
OG0003771	BRALA16711	CAEEL18560, CAEEL05367
OG0003775	BRALA35914	CAEEL06672
OG0003776	BRALA09052	CAEEL14271
OG0003778	BRALA19187	CAEEL10576
OG0003779	BRALA31824	CAEEL12785
OG0003795	BRALA19714	CAEEL09855
OG0003798	BRALA18800	CAEEL11938
OG0003803	BRALA01090	CAEEL19629
OG0003806	BRALA06429	CAEEL10842
OG0003807	BRALA25353	CAEEL06933
OG0003808	BRALA10356	CAEEL08177
OG0003811	BRALA19420	CAEEL07020
OG0003812	BRALA05555	CAEEL07296
OG0003813	BRALA03804	CAEEL10820
OG0003817	BRALA10868	CAEEL02053
OG0003818	BRALA21446	CAEEL15512
OG0003821	BRALA15354, BRALA15353	CAEEL09346
OG0003824	BRALA21415	CAEEL17849
OG0003825	BRALA17596	CAEEL18577
OG0003826	BRALA34230	CAEEL02634
OG0003827	BRALA00778, BRALA00768	CAEEL04098
OG0003829	BRALA02842	CAEEL08428
OG0003831	BRALA11875	CAEEL08097
OG0003832	BRALA17319	CAEEL11899
OG0003833	BRALA19235	CAEEL05813, CAEEL14180
OG0003834	BRALA27607	CAEEL00145
OG0003837	BRALA19478	CAEEL11909, CAEEL11910
OG0003839	BRALA02789	CAEEL11415
OG0003840	BRALA04449	CAEEL01767
OG0003843	BRALA33818, BRALA34158	CAEEL14293
OG0003845	BRALA35309	CAEEL16327
OG0003846	BRALA21704	CAEEL00811, CAEEL18648
OG0003847	BRALA07349	CAEEL07371
OG0003847	BRALA03050	CAEEL06874
OG0003848	BRALA21811	CAEEL08837
OG0003850	BRALA19297	CAEEL11705
OG0003851	BRALA10650, BRALA10712	CAEEL08777
OG0003852	BRALA04443	CAEEL00155
OG0003853	BRALA15182	CAEEL13793
OG0003854	BRALA15033	CAEEL01789
OG0003856	BRALA06378	CAEEL07428
OG0003857	BRALA06379	CAEEL19675
OG0003858	BRALA15163	CAEEL06932
OG0003863	BRALA16261	CAEEL18943
OG0003864	BRALA28844	CAEEL01846
OG0003865	BRALA11341	CAEEL02514
OG0003866	BRALA23698	CAEEL00295
OG0003867	BRALA19611	CAEEL15761
OG0003868	BRALA21807	CAEEL18485
OG0003869	BRALA14443	CAEEL00094
OG0003870	BRALA07708	CAEEL17745
OG0003872	BRALA30315	CAEEL14869
OG0003873	BRALA05760, BRALA05761, BRALA05762, BRALA05757	CAEEL07437
OG0003875	BRALA35166, BRALA34606, BRALA35940, BRALA34443	CAEEL00868
OG0003876	BRALA00896	CAEEL04369
OG0003877	BRALA23816	CAEEL18175
OG0003879	BRALA15031	CAEEL00338, CAEEL01399
OG0003881	BRALA24783	CAEEL12169
OG0003884	BRALA08005	CAEEL01060
OG0003885	BRALA23768	CAEEL01791
OG0003886	BRALA04852	CAEEL10383
OG0003887	BRALA26855	CAEEL09306
OG0003887	BRALA20668	CAEEL09446
OG0003892	BRALA22723	CAEEL11760
OG0003893	BRALA24429	CAEEL05797
OG0003894	BRALA10135, BRALA10136	CAEEL01425
OG0003895	BRALA13986	CAEEL15379
OG0003897	BRALA24446	CAEEL07613
OG0003898	BRALA06113	CAEEL05728
OG0003900	BRALA17436	CAEEL08813
OG0003901	BRALA14426, BRALA08560, BRALA08561	CAEEL00786, CAEEL18671
OG0003902	BRALA28272, BRALA09979, BRALA18180, BRALA17740	CAEEL07968, CAEEL07686
OG0003904	BRALA04276, BRALA04277, BRALA04278	CAEEL00419
OG0003906	BRALA18512	CAEEL00814
OG0003908	BRALA16606	CAEEL00218
OG0003908	BRALA17141	CAEEL08148
OG0003909	BRALA29427	CAEEL09488, CAEEL14422
OG0003910	BRALA23005	CAEEL08553
OG0003911	BRALA13724	CAEEL20590
OG0003912	BRALA26575	CAEEL02731
OG0003913	BRALA05130	CAEEL05199
OG0003915	BRALA12140	CAEEL04887
OG0003916	BRALA19092	CAEEL07068
OG0003917	BRALA18730	CAEEL07507
OG0003918	BRALA03733	CAEEL11925, CAEEL11924
OG0003920	BRALA23721	CAEEL00358
OG0003921	BRALA09641	CAEEL14832, CAEEL18358
OG0003922	BRALA25868, BRALA02161	CAEEL11421, CAEEL11420
OG0003923	BRALA14453	CAEEL08718
OG0003925	BRALA05610	CAEEL04108
OG0003926	BRALA05443	CAEEL10754, CAEEL19332
OG0003930	BRALA02295	CAEEL05047
OG0003931	BRALA25275	CAEEL15548
OG0003932	BRALA01444	CAEEL12182, CAEEL12183
OG0003933	BRALA28039	CAEEL11609
OG0003934	BRALA01058	CAEEL10046
OG0003936	BRALA34821	CAEEL00465
OG0003937	BRALA25602	CAEEL19289
OG0003938	BRALA24502	CAEEL07167
OG0003939	BRALA05196	CAEEL04128
OG0003940	BRALA15373	CAEEL15126, CAEEL19780
OG0003942	BRALA01293	CAEEL11070
OG0003943	BRALA01879, BRALA01880	CAEEL00131
OG0003944	BRALA12422	CAEEL05219
OG0003945	BRALA25345	CAEEL17988
OG0003946	BRALA21665	CAEEL18782
OG0003947	BRALA29298	CAEEL16177
OG0003949	BRALA02048, BRALA07193, BRALA30122, BRALA20244, BRALA02045	CAEEL02494
OG0003950	BRALA02049	CAEEL05823
OG0003951	BRALA15284	CAEEL10367
OG0003953	BRALA30111	CAEEL12236
OG0003954	BRALA16702	CAEEL11860
OG0003955	BRALA20185	CAEEL08204
OG0003959	BRALA02632	CAEEL18903
OG0003959	BRALA23661	CAEEL01523
OG0003961	BRALA09640	CAEEL10706
OG0003964	BRALA12174, BRALA12173, BRALA12175	CAEEL20597
OG0003965	BRALA31971	CAEEL09858, CAEEL18478
OG0003967	BRALA26387	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713
OG0003968	BRALA12045	CAEEL18441
OG0003969	BRALA31035	CAEEL01428, CAEEL15342
OG0003970	BRALA04290	CAEEL00141, CAEEL08636
OG0003971	BRALA17785	CAEEL03035
OG0003972	BRALA03399	CAEEL09414
OG0003973	BRALA22301	CAEEL17822
OG0003999	BRALA00082	CAEEL08414
OG0004000	BRALA28671	CAEEL02254
OG0004004	BRALA00327	CAEEL09931
OG0004005	BRALA14573	CAEEL09757
OG0004007	BRALA01057	CAEEL08380, CAEEL20738
OG0004009	BRALA28666	CAEEL10425
OG0004010	BRALA00694, BRALA29812	CAEEL11606
OG0004012	BRALA21712	CAEEL08889
OG0004014	BRALA12884	CAEEL07353
OG0004015	BRALA28855	CAEEL03765
OG0004016	BRALA09309	CAEEL09802
OG0004017	BRALA15067	CAEEL08935
OG0004021	BRALA27677, BRALA23566	CAEEL07321
OG0004023	BRALA27308	CAEEL00807
OG0004025	BRALA24484	CAEEL20824
OG0004027	BRALA35222	CAEEL07583
OG0004028	BRALA06730	CAEEL11434
OG0004029	BRALA09061	CAEEL07149
OG0004031	BRALA30314	CAEEL15887
OG0004032	BRALA12147	CAEEL15185
OG0004033	BRALA13287	CAEEL15848
OG0004035	BRALA20551	CAEEL06509
OG0004036	BRALA19286	CAEEL05364
OG0004037	BRALA29961	CAEEL05545
OG0004038	BRALA05335	CAEEL04280
OG0004041	BRALA26134	CAEEL06388
OG0004042	BRALA14677	CAEEL00958
OG0004044	BRALA10276	CAEEL07379
OG0004047	BRALA04429, BRALA18670, BRALA08115	CAEEL19277, CAEEL00270
OG0004048	BRALA24410	CAEEL05729
OG0004051	BRALA10732	CAEEL06861
OG0004052	BRALA07966	CAEEL02741
OG0004053	BRALA15092	CAEEL01273
OG0004054	BRALA28842	CAEEL15244
OG0004056	BRALA04140	CAEEL01652
OG0004057	BRALA08841	CAEEL03603
OG0004059	BRALA22286	CAEEL14867
OG0004061	BRALA00733	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319
OG0004063	BRALA19295	CAEEL02350
OG0004064	BRALA01479	CAEEL00654
OG0004065	BRALA17282	CAEEL05056
OG0004067	BRALA11637	CAEEL02869
OG0004068	BRALA34877, BRALA19301	CAEEL10640
OG0004071	BRALA18327	CAEEL00928
OG0004072	BRALA17054	CAEEL09095, CAEEL07075
OG0004073	BRALA29860	CAEEL03280
OG0004074	BRALA16650	CAEEL01304
OG0004076	BRALA15154	CAEEL07566
OG0004080	BRALA20296	CAEEL12810
OG0004081	BRALA31261	CAEEL18163
OG0004084	BRALA28518, BRALA08330	CAEEL14072
OG0004085	BRALA24215	CAEEL04587
OG0004087	BRALA10704	CAEEL07761
OG0004089	BRALA08677, BRALA08678	CAEEL11769, CAEEL11770
OG0004090	BRALA11298	CAEEL02918
OG0004091	BRALA00652	CAEEL04573
OG0004092	BRALA07368	CAEEL07326
OG0004093	BRALA33199	CAEEL18523
OG0004095	BRALA07608	CAEEL02755
OG0004096	BRALA14331, BRALA21352, BRALA21353	CAEEL09363
OG0004097	BRALA13028	CAEEL05789
OG0004098	BRALA00651, BRALA22068	CAEEL05361
OG0004099	BRALA10432	CAEEL07071
OG0004100	BRALA17153	CAEEL19773
OG0004101	BRALA04835	CAEEL10753
OG0004102	BRALA35263, BRALA34474	CAEEL20123
OG0004103	BRALA12428, BRALA14730	CAEEL10626
OG0004104	BRALA01671	CAEEL04801
OG0004105	BRALA13768	CAEEL05115
OG0004106	BRALA18745	CAEEL04225
OG0004110	BRALA23943	CAEEL01260
OG0004112	BRALA23191	CAEEL00522
OG0004113	BRALA20061	CAEEL09663
OG0004114	BRALA25904, BRALA21514	CAEEL13365
OG0004115	BRALA19617	CAEEL05975
OG0004116	BRALA25003	CAEEL17798
OG0004118	BRALA12736	CAEEL09754
OG0004119	BRALA11157, BRALA08493	CAEEL00177
OG0004120	BRALA23954	CAEEL09396
OG0004121	BRALA08686	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569
OG0004123	BRALA14695	CAEEL05731
OG0004124	BRALA30068	CAEEL02724, CAEEL02723
OG0004127	BRALA16633	CAEEL19955, CAEEL18275, CAEEL06860
OG0004128	BRALA15362	CAEEL11738
OG0004130	BRALA09545	CAEEL02356
OG0004133	BRALA12128	CAEEL05363
OG0004134	BRALA16353	CAEEL07495
OG0004135	BRALA06179	CAEEL19516
OG0004136	BRALA00698, BRALA29816	CAEEL04479
OG0004137	BRALA13495, BRALA13496, BRALA13493, BRALA13494	CAEEL00169, CAEEL00170
OG0004139	BRALA11936	CAEEL04347
OG0004142	BRALA19738	CAEEL10168
OG0004144	BRALA07433	CAEEL00709
OG0004145	BRALA26159	CAEEL14333
OG0004147	BRALA00106	CAEEL07109
OG0004148	BRALA18127	CAEEL07951
OG0004151	BRALA19064	CAEEL01499
OG0004153	BRALA03854	CAEEL11562
OG0004156	BRALA26080	CAEEL05393
OG0004157	BRALA20324	CAEEL18994
OG0004158	BRALA04798	CAEEL00394
OG0004159	BRALA15233, BRALA15234	CAEEL16103
OG0004160	BRALA00725	CAEEL08700
OG0004161	BRALA34496, BRALA03572	CAEEL18958
OG0004164	BRALA03976, BRALA31557, BRALA03977	CAEEL10119
OG0004166	BRALA16339	CAEEL04359
OG0004167	BRALA26238	CAEEL14218
OG0004168	BRALA19364	CAEEL08233
OG0004169	BRALA13050	CAEEL01556
OG0004170	BRALA34920, BRALA22914	CAEEL10605
OG0004171	BRALA08003	CAEEL11852
OG0004176	BRALA03590	CAEEL01489
OG0004178	BRALA20094	CAEEL09854
OG0004179	BRALA16718	CAEEL10656
OG0004180	BRALA17055	CAEEL08381
OG0004181	BRALA15876	CAEEL13830
OG0004182	BRALA19314	CAEEL14269
OG0004184	BRALA33857, BRALA35027	CAEEL15780, CAEEL15781
OG0004185	BRALA11719	CAEEL19854
OG0004186	BRALA20859	CAEEL13926
OG0004187	BRALA03251	CAEEL02068
OG0004188	BRALA30311	CAEEL15410
OG0004189	BRALA28411	CAEEL17811
OG0004198	BRALA04321	CAEEL12770
OG0004215	BRALA22830	CAEEL08870
OG0004216	BRALA03093	CAEEL02995
OG0004217	BRALA11886	CAEEL08020
OG0004218	BRALA35691, BRALA11369, BRALA27082	CAEEL08860
OG0004219	BRALA29983, BRALA33234	CAEEL00713
OG0004222	BRALA26148	CAEEL05571
OG0004223	BRALA09691	CAEEL05790
OG0004225	BRALA18596	CAEEL07717
OG0004227	BRALA26674	CAEEL05233
OG0004228	BRALA15960	CAEEL13669
OG0004229	BRALA03705	CAEEL11625
OG0004230	BRALA25002	CAEEL07897
OG0004231	BRALA18489	CAEEL00452
OG0004232	BRALA35546, BRALA35590, BRALA34888, BRALA34160	CAEEL03690
OG0004233	BRALA29740, BRALA10180, BRALA18749	CAEEL12306
OG0004236	BRALA21571	CAEEL15188
OG0004240	BRALA22623	CAEEL11686
OG0004241	BRALA14197	CAEEL20251
OG0004242	BRALA15049	CAEEL01841, CAEEL05945, CAEEL04061
OG0004243	BRALA11315	CAEEL01439
OG0004244	BRALA22724	CAEEL12157
OG0004245	BRALA35301, BRALA34355	CAEEL11730
OG0004246	BRALA25785	CAEEL17853
OG0004248	BRALA05741	CAEEL11465
OG0004249	BRALA08296	CAEEL17634
OG0004250	BRALA29141	CAEEL16187
OG0004252	BRALA02512	CAEEL07003
OG0004253	BRALA14983	CAEEL06637
OG0004254	BRALA03749	CAEEL05989
OG0004255	BRALA26683	CAEEL03031
OG0004257	BRALA10361	CAEEL01608
OG0004258	BRALA19445	CAEEL00939
OG0004259	BRALA09457	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028
OG0004261	BRALA19111	CAEEL04677
OG0004262	BRALA34766, BRALA21467	CAEEL13871
OG0004263	BRALA07416	CAEEL04092, CAEEL20329
OG0004265	BRALA31423	CAEEL08248
OG0004267	BRALA01991	CAEEL04354, CAEEL04355
OG0004268	BRALA12493	CAEEL02406
OG0004269	BRALA05544	CAEEL07842
