Orthogroup	BRALA	DANRE
OG0002579	BRALA23750, BRALA23746, BRALA23748, BRALA23747, BRALA23745, BRALA23752	DANRE14895, DANRE14896, DANRE29125, DANRE24634, DANRE24635, DANRE42092, DANRE42093
OG0002587	BRALA16100	DANRE22785, DANRE14541, DANRE09744, DANRE12828
OG0002589	BRALA22758	DANRE06011
OG0002590	BRALA03125	DANRE37063, DANRE37062, DANRE09406, DANRE26039
OG0002592	BRALA30866, BRALA32156	DANRE41188, DANRE41190, DANRE41189
OG0002594	BRALA17624	DANRE39363, DANRE39361, DANRE27772, DANRE27774, DANRE27773
OG0002595	BRALA16770	DANRE30013, DANRE30012
OG0002598	BRALA29808	DANRE36372, DANRE40584
OG0002599	BRALA15351	DANRE40775, DANRE02283
OG0002600	BRALA03639	DANRE02606, DANRE02605, DANRE02604
OG0002601	BRALA24114	DANRE04611
OG0002602	BRALA06258	DANRE04121, DANRE30154, DANRE30155
OG0002607	BRALA15083	DANRE25966
OG0002610	BRALA28100	DANRE38839, DANRE38838, DANRE26376, DANRE03456
OG0002611	BRALA33291, BRALA28677	DANRE24475, DANRE24476, DANRE36577, DANRE36576, DANRE23123, DANRE23125, DANRE23124
OG0002612	BRALA17150	DANRE02656
OG0002614	BRALA35891, BRALA27217	DANRE24069, DANRE36802, DANRE36801, DANRE36800
OG0002616	BRALA24041	DANRE05962, DANRE05963
OG0002617	BRALA30754	DANRE20081
OG0002619	BRALA09511	DANRE19312, DANRE19311, DANRE19313
OG0002620	BRALA02672	DANRE34196, DANRE34197, DANRE39617, DANRE39616, DANRE18238, DANRE28059, DANRE28058
OG0002621	BRALA17095	DANRE04531
OG0002622	BRALA08223	DANRE15665, DANRE17843, DANRE17842
OG0002625	BRALA19033	DANRE30623, DANRE30622, DANRE30625, DANRE30624
OG0002630	BRALA31372	DANRE27217
OG0002631	BRALA09723	DANRE41886
OG0002632	BRALA17598	DANRE19233
OG0002633	BRALA22300	DANRE03008, DANRE05640
OG0002634	BRALA13524	DANRE24976, DANRE24975, DANRE24977
OG0002635	BRALA16658	DANRE11470, DANRE18117, DANRE11678, DANRE02240, DANRE09215
OG0002636	BRALA11242	DANRE14028, DANRE14027, DANRE14026, DANRE10013, DANRE10012
OG0002638	BRALA16832, BRALA30596	DANRE09619, DANRE09616, DANRE09617, DANRE09618
OG0002639	BRALA24137, BRALA34628	DANRE16898, DANRE16899
OG0002641	BRALA17675, BRALA17673, BRALA17674	DANRE12703, DANRE13751, DANRE13748, DANRE13747, DANRE13749, DANRE13750, DANRE13753, DANRE13752, DANRE13746, DANRE14287, DANRE02465, DANRE02466
OG0002642	BRALA14128, BRALA24879, BRALA14126, BRALA23036	DANRE03138, DANRE29963, DANRE29964
OG0002643	BRALA16947	DANRE13575
OG0002644	BRALA08196, BRALA08197	DANRE38999, DANRE38997
OG0002645	BRALA11042	DANRE23173, DANRE23174
OG0002646	BRALA08873	DANRE31094, DANRE25657, DANRE25658
OG0002647	BRALA28886	DANRE19598, DANRE05750, DANRE05751
OG0002648	BRALA27322	DANRE39158, DANRE14476, DANRE14478, DANRE14477
OG0002649	BRALA16332	DANRE00561, DANRE00558, DANRE00560, DANRE00559, DANRE05306, DANRE05305, DANRE05307, DANRE16142
OG0002651	BRALA10810, BRALA10806, BRALA10805, BRALA10803, BRALA10804, BRALA10808, BRALA10807, BRALA10809, BRALA10927, BRALA10926	DANRE11751, DANRE11750
OG0002652	BRALA22384	DANRE39146, DANRE39145, DANRE39147
OG0002653	BRALA07263	DANRE07344
OG0002654	BRALA08682	DANRE40241, DANRE40240
OG0002655	BRALA03665	DANRE25735
OG0002656	BRALA07458	DANRE41489
OG0002657	BRALA14444	DANRE13610, DANRE09520, DANRE23327, DANRE01726
OG0002658	BRALA26410	DANRE13983, DANRE13982, DANRE09580, DANRE09581, DANRE09582, DANRE09583, DANRE43264
OG0002659	BRALA13850	DANRE11563, DANRE11562
OG0002660	BRALA24788	DANRE21276
OG0002661	BRALA09860	DANRE33060
OG0002662	BRALA13008	DANRE24722, DANRE30141, DANRE03817, DANRE03618
OG0002663	BRALA06135, BRALA06131, BRALA06137, BRALA06132, BRALA06133, BRALA06134, BRALA06136	DANRE13178, DANRE22208, DANRE22207
OG0002664	BRALA34776, BRALA34520	DANRE37832, DANRE37830, DANRE37831, DANRE26958, DANRE26956, DANRE26957, DANRE40156
OG0002665	BRALA24257	DANRE39661, DANRE39660, DANRE39662, DANRE06588
OG0002666	BRALA06311, BRALA27382, BRALA10431	DANRE29422
OG0002667	BRALA20654	DANRE40044, DANRE40045, DANRE00375, DANRE35160, DANRE35161, DANRE26652, DANRE26653
OG0002668	BRALA20571	DANRE10264
OG0002669	BRALA29211	DANRE13145
OG0002670	BRALA25704	DANRE11956, DANRE05811, DANRE05812
OG0002671	BRALA19117	DANRE38597, DANRE38598, DANRE26136, DANRE23501, DANRE14400, DANRE09114
OG0002672	BRALA01443	DANRE24606, DANRE27377, DANRE27378, DANRE17950
OG0002673	BRALA16349	DANRE03519, DANRE11298, DANRE11296, DANRE11297, DANRE04908
OG0002674	BRALA17129	DANRE34785, DANRE34784
OG0002679	BRALA24468	DANRE07511, DANRE07512, DANRE09987
OG0002682	BRALA01284	DANRE14645, DANRE42718, DANRE42717
OG0002683	BRALA15671	DANRE25625
OG0002683	BRALA00951	DANRE16755, DANRE39996
OG0002685	BRALA19253, BRALA34583, BRALA34257	DANRE24241
OG0002688	BRALA18933, BRALA15398, BRALA08978, BRALA08979	DANRE24261, DANRE33749, DANRE07233
OG0002705	BRALA29482	DANRE01891, DANRE01892, DANRE00487, DANRE00488, DANRE01893, DANRE01894
OG0002707	BRALA22125	DANRE11337, DANRE16895, DANRE37811, DANRE18944, DANRE11847
OG0002708	BRALA30426	DANRE17887, DANRE17886, DANRE17884, DANRE17882, DANRE17883, DANRE17880, DANRE17881
OG0002710	BRALA09599	DANRE20982, DANRE25683
OG0002713	BRALA06165	DANRE01245
OG0002714	BRALA11702, BRALA12182	DANRE02532
OG0002715	BRALA31042	DANRE02868, DANRE02867, DANRE02871, DANRE02870, DANRE02872, DANRE02873
OG0002716	BRALA21235	DANRE03546, DANRE03545
OG0002717	BRALA28948	DANRE20547, DANRE06937, DANRE06936, DANRE06935, DANRE41629
OG0002720	BRALA18248	DANRE36878, DANRE36877
OG0002721	BRALA06584	DANRE09313, DANRE09312, DANRE03062, DANRE03063, DANRE30437, DANRE30436, DANRE30435, DANRE15408, DANRE15407, DANRE15406
OG0002722	BRALA24693	DANRE11851
OG0002723	BRALA25715	DANRE43018, DANRE34379, DANRE08059, DANRE19966, DANRE39247, DANRE23518
OG0002724	BRALA25276	DANRE21329
OG0002726	BRALA03979	DANRE39396, DANRE39397, DANRE04111, DANRE04110, DANRE04112
OG0002728	BRALA01532	DANRE07907, DANRE07906, DANRE07904, DANRE07905
OG0002729	BRALA22734	DANRE41955, DANRE41956, DANRE41954
OG0002730	BRALA23709	DANRE10036, DANRE08778, DANRE08776, DANRE08777
OG0002731	BRALA10111	DANRE39613, DANRE34202, DANRE34201
OG0002732	BRALA13852	DANRE03243, DANRE11281, DANRE38742
OG0002734	BRALA26244	DANRE04794, DANRE04793, DANRE35568, DANRE17393, DANRE17394, DANRE10697, DANRE10696, DANRE35569
OG0002736	BRALA23696	DANRE17618, DANRE17617
OG0002736	BRALA33082, BRALA34536	DANRE33756, DANRE33757, DANRE33758, DANRE42246
OG0002738	BRALA06227	DANRE03131, DANRE21433, DANRE30050, DANRE30049
OG0002740	BRALA01908	DANRE05293, DANRE05292, DANRE14839
OG0002741	BRALA09574	DANRE13217, DANRE20997, DANRE09926, DANRE13539
OG0002742	BRALA06748	DANRE11312, DANRE03538, DANRE16689
OG0002743	BRALA13202	DANRE35770
OG0002744	BRALA02758	DANRE39964, DANRE39965, DANRE39963, DANRE35401, DANRE35399, DANRE35400
OG0002745	BRALA14450	DANRE30185, DANRE16980
OG0002746	BRALA17638	DANRE09673, DANRE09674
OG0002748	BRALA02744	DANRE40611, DANRE40613, DANRE40612, DANRE19416
OG0002750	BRALA28702	DANRE42887, DANRE42888
OG0002751	BRALA27383	DANRE41209, DANRE41208, DANRE41210
OG0002752	BRALA16959	DANRE24282
OG0002753	BRALA28220	DANRE36052, DANRE36049, DANRE36050, DANRE36051, DANRE31488, DANRE31487, DANRE31489
OG0002754	BRALA35759	DANRE24565
OG0002754	BRALA34875	DANRE26705, DANRE26703, DANRE24564
OG0002755	BRALA00748	DANRE00411
OG0002757	BRALA26966	DANRE39271, DANRE39270, DANRE15669
OG0002758	BRALA21942	DANRE01024, DANRE01025, DANRE01022, DANRE01023, DANRE07540, DANRE07539
OG0002759	BRALA12371, BRALA12372, BRALA12373, BRALA12370, BRALA12368	DANRE42247, DANRE42248, DANRE27786
OG0002760	BRALA12746	DANRE31293, DANRE31294, DANRE25038, DANRE25039
OG0002761	BRALA33192, BRALA32473, BRALA30469	DANRE29979
OG0002762	BRALA12786	DANRE02197, DANRE36825, DANRE07594
OG0002763	BRALA07435	DANRE03877
OG0002764	BRALA08679	DANRE23216, DANRE08807, DANRE27809, DANRE27810
OG0002765	BRALA03391	DANRE01718, DANRE01717, DANRE09961, DANRE13656, DANRE25399, DANRE39159
OG0002766	BRALA29454, BRALA30303	DANRE10689, DANRE43431
OG0002767	BRALA16931, BRALA16930	DANRE08564, DANRE15895, DANRE15898, DANRE15896, DANRE15897, DANRE15899
OG0002768	BRALA29044	DANRE01560, DANRE30765
OG0002769	BRALA22959	DANRE34871, DANRE18982, DANRE02561
OG0002770	BRALA09976	DANRE00608, DANRE00610, DANRE00609
OG0002771	BRALA26146	DANRE05166, DANRE10927
OG0002772	BRALA00839	DANRE40177
OG0002773	BRALA06118	DANRE16149, DANRE16150
OG0002774	BRALA17566	DANRE40158, DANRE38383, DANRE38382, DANRE10177
OG0002775	BRALA28982	DANRE10663
OG0002776	BRALA20667	DANRE07369, DANRE07368, DANRE07370
OG0002778	BRALA30498, BRALA15044	DANRE37556, DANRE00537
OG0002779	BRALA18762	DANRE22922, DANRE22920, DANRE22921
OG0002780	BRALA06535	DANRE04044, DANRE04045
OG0002781	BRALA09162	DANRE29052, DANRE23365, DANRE42355, DANRE42354
OG0002782	BRALA18872	DANRE00885, DANRE00886, DANRE00887, DANRE37810, DANRE05170, DANRE16902
OG0002783	BRALA05339	DANRE34340
OG0002785	BRALA01196	DANRE02086, DANRE02084, DANRE34324
OG0002786	BRALA09530	DANRE10327, DANRE12873, DANRE21673, DANRE21672, DANRE21674, DANRE34858
OG0002787	BRALA25626	DANRE10603, DANRE13604, DANRE13607, DANRE13605, DANRE13606
OG0002788	BRALA02230	DANRE25185, DANRE25184, DANRE25183
OG0002790	BRALA11810	DANRE12223, DANRE12222
OG0002791	BRALA10109	DANRE30250, DANRE17081, DANRE26515, DANRE40129, DANRE00391
OG0002792	BRALA24361	DANRE12784, DANRE12785, DANRE12786, DANRE12787
OG0002793	BRALA24700	DANRE37882, DANRE37883, DANRE37885, DANRE37884
OG0002795	BRALA07995	DANRE37649, DANRE34962, DANRE34961
OG0002797	BRALA30213	DANRE43071, DANRE05558, DANRE05559, DANRE05557, DANRE05556
OG0002799	BRALA27234	DANRE29651
OG0002811	BRALA00022	DANRE25597, DANRE25596, DANRE25594, DANRE25595, DANRE25593
OG0002813	BRALA21604	DANRE36904, DANRE14696, DANRE14695, DANRE12833, DANRE12832
OG0002814	BRALA03845	DANRE05363, DANRE05362, DANRE04350, DANRE16030, DANRE16031, DANRE20078
OG0002815	BRALA23897	DANRE10055, DANRE10054, DANRE17377, DANRE17376
OG0002816	BRALA01022	DANRE40080, DANRE40079, DANRE40081, DANRE27392, DANRE27393, DANRE27398, DANRE27397, DANRE27396, DANRE27394, DANRE27395
OG0002817	BRALA31906, BRALA35378	DANRE11831, DANRE11832, DANRE18005, DANRE18002, DANRE18003, DANRE18004
OG0002818	BRALA22684	DANRE22761, DANRE12422, DANRE12423
OG0002819	BRALA05559	DANRE38045, DANRE23831, DANRE23832, DANRE36029, DANRE23182
OG0002821	BRALA01093	DANRE01907, DANRE27067
OG0002822	BRALA11175, BRALA11174	DANRE30016, DANRE15451, DANRE30378, DANRE04075
OG0002823	BRALA02904	DANRE00544
OG0002824	BRALA00377	DANRE04182, DANRE27941, DANRE27940, DANRE42149
OG0002825	BRALA22892	DANRE30695, DANRE30696
OG0002826	BRALA20854	DANRE18654, DANRE18653, DANRE10738, DANRE10739, DANRE18655, DANRE35072, DANRE13325
OG0002827	BRALA12317	DANRE17408, DANRE17409
OG0002828	BRALA01253, BRALA32285, BRALA33690, BRALA01251	DANRE13299, DANRE13300
OG0002829	BRALA13088	DANRE29078, DANRE03592, DANRE03591
OG0002830	BRALA13356	DANRE17943, DANRE17942, DANRE11719, DANRE10775, DANRE35075, DANRE37933
OG0002831	BRALA08874	DANRE12480, DANRE12481, DANRE12482, DANRE12483
OG0002832	BRALA23782, BRALA23785, BRALA23786	DANRE27170, DANRE27172
OG0002833	BRALA11197	DANRE30142, DANRE30143, DANRE24727
OG0002834	BRALA07844	DANRE09628, DANRE09627, DANRE13960, DANRE13961, DANRE39532, DANRE39531, DANRE39533, DANRE39530, DANRE39534, DANRE39535, DANRE39536
OG0002835	BRALA12830	DANRE10059, DANRE13741, DANRE11099
OG0002836	BRALA08680	DANRE08766, DANRE40454
OG0002837	BRALA20192	DANRE24271, DANRE38996, DANRE17835
OG0002838	BRALA18845, BRALA02071, BRALA03750	DANRE05247, DANRE05246, DANRE05248, DANRE15690
OG0002839	BRALA04693	DANRE09419
OG0002840	BRALA03264	DANRE38625, DANRE38624, DANRE18870, DANRE18869
OG0002841	BRALA12737	DANRE31234, DANRE31233, DANRE31235
OG0002842	BRALA01212, BRALA01213	DANRE33249, DANRE17900
OG0002843	BRALA29412	DANRE33666
OG0002844	BRALA18936	DANRE20599, DANRE22617
OG0002848	BRALA18503	DANRE23949, DANRE23950
OG0002849	BRALA04204	DANRE24960, DANRE38544, DANRE13903
OG0002850	BRALA14368	DANRE13274, DANRE27626
OG0002851	BRALA08963	DANRE00837, DANRE00836, DANRE08822, DANRE08823, DANRE11966
OG0002854	BRALA02880	DANRE17653, DANRE17654, DANRE17652
OG0002855	BRALA23875	DANRE07732, DANRE07731
OG0002856	BRALA17115	DANRE21584, DANRE21583, DANRE21585, DANRE14919, DANRE14920
OG0002858	BRALA22413	DANRE14299, DANRE14298, DANRE38866
OG0002860	BRALA13051	DANRE29389
OG0002861	BRALA22879, BRALA22878	DANRE38967
OG0002862	BRALA33455, BRALA33453, BRALA29689	DANRE01137, DANRE01138, DANRE14198, DANRE10647, DANRE09064
OG0002863	BRALA00995	DANRE33421
OG0002865	BRALA26587	DANRE10877
OG0002866	BRALA08893	DANRE43391, DANRE00406
OG0002870	BRALA19055	DANRE11980, DANRE11979
OG0002871	BRALA14106, BRALA23031	DANRE38954
OG0002872	BRALA34159, BRALA32937	DANRE14979
OG0002873	BRALA19472	DANRE29393, DANRE29392, DANRE29391
OG0002874	BRALA19756	DANRE41270, DANRE41271, DANRE31582, DANRE31581
OG0002875	BRALA23432	DANRE18745
OG0002876	BRALA19475	DANRE37111, DANRE37110, DANRE05881, DANRE05880
OG0002877	BRALA08464	DANRE01833, DANRE01834, DANRE01832
OG0002878	BRALA32641, BRALA03534, BRALA03537	DANRE25363, DANRE10599
OG0002879	BRALA23711	DANRE15214, DANRE15211, DANRE15209, DANRE15210, DANRE15212, DANRE05524
OG0002881	BRALA29637	DANRE22987, DANRE20604, DANRE20603, DANRE20602
OG0002884	BRALA02001	DANRE36631
OG0002885	BRALA02565, BRALA02566	DANRE35121, DANRE33273, DANRE33276, DANRE33275, DANRE33274
OG0002887	BRALA00977	DANRE18986, DANRE18985
OG0002888	BRALA23052, BRALA35110	DANRE30140, DANRE29332, DANRE36172, DANRE36173
OG0002889	BRALA20446	DANRE39741, DANRE39742, DANRE02420, DANRE30957, DANRE30958, DANRE30959
OG0002891	BRALA00908	DANRE30130, DANRE16952
OG0002892	BRALA27556	DANRE30274, DANRE40138, DANRE40139, DANRE35192, DANRE35190, DANRE35191, DANRE19158, DANRE19157, DANRE19160, DANRE19159
OG0002893	BRALA05902, BRALA13319, BRALA12122, BRALA13317, BRALA13318	DANRE16201, DANRE16200, DANRE16202, DANRE16199
OG0002894	BRALA23468	DANRE11217, DANRE11216, DANRE04763, DANRE04762, DANRE04764, DANRE04765
OG0002895	BRALA28500	DANRE30939, DANRE40535, DANRE02366
OG0002896	BRALA06147	DANRE35909, DANRE41536, DANRE27083, DANRE23837, DANRE41537
OG0002897	BRALA00556	DANRE35476, DANRE35474, DANRE35475
OG0002898	BRALA04412	DANRE16262, DANRE16261, DANRE16260
OG0002899	BRALA32336	DANRE09288, DANRE09287, DANRE36325
OG0002900	BRALA10711	DANRE12889, DANRE14486, DANRE14487
OG0002902	BRALA10476	DANRE30424, DANRE03373
OG0002903	BRALA03755	DANRE07082
OG0002904	BRALA04163	DANRE42980, DANRE42981
OG0002905	BRALA05841, BRALA05835	DANRE22953
OG0002906	BRALA03067	DANRE26198, DANRE12286, DANRE12287, DANRE26197, DANRE26195, DANRE26196
OG0002907	BRALA09540	DANRE00225, DANRE00223, DANRE00224, DANRE12875, DANRE12874, DANRE12876
OG0002908	BRALA16572	DANRE23356, DANRE23357
OG0002909	BRALA15331	DANRE40488, DANRE40486, DANRE40487, DANRE30879, DANRE30880
OG0002910	BRALA02029	DANRE30866
OG0002911	BRALA27469	DANRE05242, DANRE05241, DANRE00632, DANRE00631
OG0002912	BRALA05844, BRALA03226	DANRE38633, DANRE38632
OG0002913	BRALA13297	DANRE23914, DANRE26672, DANRE06874, DANRE26185, DANRE26184
OG0002914	BRALA13809	DANRE12339, DANRE12345, DANRE12344, DANRE12341, DANRE12343, DANRE12342, DANRE12340
OG0002915	BRALA03120	DANRE12827, DANRE12826, DANRE27309
OG0002916	BRALA22098, BRALA00679	DANRE02144, DANRE02145, DANRE00486, DANRE00485
OG0002917	BRALA11721	DANRE13269, DANRE13268
OG0002919	BRALA15082	DANRE38978, DANRE38976, DANRE38977, DANRE27062, DANRE27061, DANRE01876, DANRE01877
OG0002921	BRALA17412, BRALA29375	DANRE29158
OG0002922	BRALA16350	DANRE04518, DANRE04517, DANRE04519, DANRE00634, DANRE00633, DANRE00635
OG0002923	BRALA05872	DANRE12811, DANRE14686, DANRE14684, DANRE14685, DANRE37058
OG0002924	BRALA04128, BRALA04129	DANRE38511, DANRE12737, DANRE19086, DANRE19087
OG0002925	BRALA28741, BRALA07171, BRALA31367	DANRE10222, DANRE10223, DANRE36912, DANRE15101
OG0002926	BRALA30348	DANRE34322, DANRE34323, DANRE21574, DANRE21575
OG0002927	BRALA06891, BRALA06948	DANRE09831, DANRE09830
OG0002929	BRALA25658	DANRE31425, DANRE23026, DANRE25648, DANRE25645, DANRE25647, DANRE36790, DANRE36791
OG0002929	BRALA35780	DANRE25646
OG0002931	BRALA25933	DANRE25851, DANRE25850, DANRE30756, DANRE22803, DANRE02889, DANRE02888
OG0002931	BRALA15246	DANRE18023, DANRE18024, DANRE18028, DANRE18027
OG0002944	BRALA10241	DANRE18767, DANRE18766, DANRE22390, DANRE24085
OG0002945	BRALA30182, BRALA30183	DANRE35994, DANRE35995, DANRE35993
OG0002946	BRALA30086	DANRE04134, DANRE30369
OG0002947	BRALA04382	DANRE10152, DANRE10153, DANRE10154
OG0002948	BRALA08604, BRALA08603	DANRE34886
OG0002949	BRALA34128	DANRE09990, DANRE09991
OG0002950	BRALA35316	DANRE30001
OG0002952	BRALA16977	DANRE06807, DANRE06808, DANRE20237
OG0002953	BRALA20438	DANRE01659, DANRE01655, DANRE01657, DANRE01656, DANRE01658
OG0002954	BRALA18259, BRALA34258, BRALA35506	DANRE38940, DANRE25783
OG0002955	BRALA20853	DANRE05511
OG0002956	BRALA33340	DANRE21694, DANRE21695, DANRE28355, DANRE28354, DANRE33265, DANRE33266
OG0002957	BRALA29901	DANRE42141, DANRE42142, DANRE42144, DANRE42143
OG0002959	BRALA22499	DANRE11651, DANRE18133, DANRE18132, DANRE18135, DANRE18134, DANRE11880
OG0002961	BRALA32745	DANRE24668, DANRE24669
OG0002964	BRALA06367	DANRE29981
OG0002965	BRALA06727	DANRE04582
OG0002966	BRALA23093	DANRE36185
OG0002967	BRALA24663	DANRE08054, DANRE08053, DANRE08052, DANRE34156
OG0002968	BRALA10191	DANRE36282
OG0002968	BRALA16921, BRALA16922	DANRE13696
OG0002969	BRALA14067, BRALA14066	DANRE03329, DANRE03330
OG0002971	BRALA17548	DANRE10191, DANRE10190, DANRE36910, DANRE10064, DANRE10229
OG0002973	BRALA35747	DANRE02875
OG0002974	BRALA19094	DANRE10580, DANRE10579, DANRE10581, DANRE38604
OG0002976	BRALA18507	DANRE34839, DANRE34841, DANRE34840
OG0002977	BRALA29327	DANRE08323, DANRE08322
OG0002978	BRALA24108	DANRE35229, DANRE35228, DANRE07269, DANRE18661, DANRE12048
OG0002979	BRALA29239	DANRE30626, DANRE30628, DANRE30627, DANRE11344
OG0002981	BRALA00510	DANRE27435, DANRE27434, DANRE27436
OG0002982	BRALA31857	DANRE43008, DANRE43009
OG0002983	BRALA15691	DANRE04558, DANRE35676, DANRE36478
OG0002984	BRALA10452	DANRE09046
OG0002985	BRALA16955	DANRE28806, DANRE21915
OG0002986	BRALA12799	DANRE40518, DANRE40519, DANRE36833, DANRE12782, DANRE12783
OG0002987	BRALA16295	DANRE23368, DANRE06719
OG0002988	BRALA22520, BRALA22521, BRALA22525, BRALA15451	DANRE35776, DANRE41716
OG0002989	BRALA25735, BRALA25734, BRALA24378	DANRE22802, DANRE22801, DANRE22258
OG0002990	BRALA27944	DANRE20457, DANRE20456
OG0002991	BRALA24373	DANRE04634, DANRE04633, DANRE04635
OG0002992	BRALA10664	DANRE38774, DANRE38775, DANRE38773, DANRE23142
OG0002994	BRALA03071	DANRE09752, DANRE14545
OG0002996	BRALA14606	DANRE12407, DANRE22403, DANRE22404, DANRE02484, DANRE02485
OG0002997	BRALA22094	DANRE26807, DANRE26806, DANRE26808
OG0002998	BRALA06170	DANRE25591, DANRE40334
OG0003000	BRALA11264	DANRE12150, DANRE12151, DANRE12148, DANRE12149
OG0003001	BRALA11352	DANRE35538
OG0003002	BRALA07344	DANRE35876, DANRE41576, DANRE41575
OG0003003	BRALA21285, BRALA06728, BRALA22539, BRALA22540	DANRE10097, DANRE10096, DANRE14195, DANRE18308
OG0003004	BRALA28835	DANRE11793, DANRE11792, DANRE19678, DANRE13171
OG0003005	BRALA01368	DANRE00094
OG0003005	BRALA26150	DANRE05976, DANRE05975
OG0003006	BRALA30180	DANRE30148, DANRE24720, DANRE30149, DANRE24721, DANRE30147
OG0003007	BRALA01148	DANRE39995, DANRE15988, DANRE35426
OG0003008	BRALA24826	DANRE34300, DANRE34301, DANRE26502, DANRE26501, DANRE36457, DANRE36456, DANRE36455
OG0003009	BRALA20909	DANRE09247, DANRE13822, DANRE13823, DANRE09791, DANRE09790
OG0003010	BRALA02051	DANRE03320
OG0003011	BRALA12587, BRALA12588	DANRE35624, DANRE35625, DANRE28716, DANRE15480, DANRE15481, DANRE15482
OG0003012	BRALA17182	DANRE02194, DANRE41182, DANRE01474, DANRE01475
OG0003013	BRALA14158, BRALA14160	DANRE42634, DANRE09494, DANRE09495
OG0003014	BRALA21168	DANRE18904, DANRE18903, DANRE11632, DANRE11631
OG0003016	BRALA08068	DANRE15754, DANRE07659, DANRE07660
OG0003017	BRALA18273	DANRE14386
OG0003018	BRALA31319	DANRE20107
OG0003019	BRALA14323	DANRE17944
OG0003021	BRALA34522, BRALA34477	DANRE03715
OG0003023	BRALA22185	DANRE07888, DANRE00144, DANRE39454
OG0003024	BRALA29524	DANRE10956, DANRE10955, DANRE10957, DANRE10954, DANRE18319
OG0003025	BRALA03359	DANRE40022, DANRE28911, DANRE28912, DANRE28914, DANRE28913
OG0003025	BRALA17181	DANRE27235, DANRE27234, DANRE27233
OG0003026	BRALA10042	DANRE02962, DANRE02961, DANRE02966, DANRE02965, DANRE02964, DANRE02963
OG0003027	BRALA09779	DANRE39832, DANRE25253, DANRE25255, DANRE25254
OG0003028	BRALA01708	DANRE14928, DANRE14929, DANRE14927
OG0003029	BRALA19961	DANRE14128, DANRE12524
OG0003030	BRALA31370	DANRE17646, DANRE17647, DANRE17166, DANRE30218
OG0003031	BRALA32296	DANRE29907, DANRE29909, DANRE29910, DANRE24162, DANRE24161, DANRE24164
OG0003033	BRALA33535	DANRE15199
OG0003034	BRALA18733	DANRE16812, DANRE16811, DANRE16814, DANRE16815, DANRE16813
OG0003035	BRALA04093	DANRE21581, DANRE21582, DANRE34776
OG0003036	BRALA23667	DANRE28031, DANRE21834
OG0003037	BRALA22643	DANRE35225
OG0003038	BRALA21188	DANRE08049, DANRE08047, DANRE00008, DANRE10299, DANRE10300
OG0003039	BRALA09562	DANRE12904, DANRE34825, DANRE34826, DANRE00129
OG0003040	BRALA06106	DANRE37975
OG0003041	BRALA13767	DANRE10564, DANRE10563, DANRE10565, DANRE10566
OG0003042	BRALA14544	DANRE41500, DANRE41501
OG0003043	BRALA15954	DANRE17899
OG0003044	BRALA14962	DANRE35015
OG0003045	BRALA14809	DANRE40089
OG0003046	BRALA09266	DANRE25428, DANRE28175
OG0003048	BRALA35916, BRALA12484	DANRE25331, DANRE25330, DANRE25329, DANRE28173, DANRE28172, DANRE28174
OG0003049	BRALA00969	DANRE39565, DANRE36440, DANRE26464, DANRE26462, DANRE26463
OG0003050	BRALA09486, BRALA26101	DANRE16020, DANRE16022, DANRE43079, DANRE16021
OG0003051	BRALA00281, BRALA06030	DANRE07546, DANRE42090, DANRE42091
OG0003052	BRALA09912	DANRE16627, DANRE16629, DANRE16628
OG0003053	BRALA01192	DANRE00436, DANRE00433, DANRE00434, DANRE00437, DANRE00435
OG0003054	BRALA14292	DANRE15239, DANRE15238, DANRE15240, DANRE42471, DANRE15241
OG0003055	BRALA01152	DANRE28317, DANRE20958, DANRE20959, DANRE20960, DANRE40002
OG0003057	BRALA12384	DANRE08967, DANRE18180, DANRE18179, DANRE18178
OG0003058	BRALA10357	DANRE17348, DANRE24903
OG0003059	BRALA24717	DANRE16710, DANRE11335, DANRE11333, DANRE11334
OG0003060	BRALA01131	DANRE30122, DANRE26566, DANRE20937
OG0003061	BRALA22578	DANRE05258, DANRE05257, DANRE35570, DANRE11148, DANRE11147, DANRE11149, DANRE17428
OG0003062	BRALA21245	DANRE26319, DANRE26318, DANRE26317, DANRE12172
OG0003063	BRALA20041	DANRE30956, DANRE30955, DANRE30954, DANRE25886, DANRE25887
OG0003064	BRALA04357	DANRE01811
OG0003065	BRALA24672	DANRE09785, DANRE09786, DANRE09784, DANRE14089, DANRE14090
OG0003066	BRALA02294	DANRE25448, DANRE31281
OG0003067	BRALA16399	DANRE05228, DANRE05227, DANRE05229, DANRE16643, DANRE16644, DANRE41232, DANRE41233
OG0003069	BRALA13473	DANRE13563, DANRE09930, DANRE13564
OG0003070	BRALA11422	DANRE39410, DANRE16309, DANRE41194
OG0003071	BRALA04699, BRALA08113	DANRE06371, DANRE06372, DANRE42880, DANRE19934, DANRE07027, DANRE15755
OG0003072	BRALA28497	DANRE21203, DANRE21204, DANRE30787, DANRE30788
OG0003073	BRALA07212	DANRE00917
OG0003074	BRALA20234, BRALA20235	DANRE40534, DANRE14153, DANRE14152, DANRE09218, DANRE09217, DANRE09216
OG0003075	BRALA22295, BRALA32553	DANRE24279
OG0003077	BRALA32652, BRALA31414	DANRE30068, DANRE30069, DANRE30345, DANRE30346
OG0003078	BRALA18799	DANRE02904
OG0003079	BRALA14566	DANRE21757, DANRE19386, DANRE28143, DANRE21756
