Orthogroup	DANRE	XENTR
OG0002084	DANRE38145	XENTR11320
OG0002085	DANRE19891, DANRE19892, DANRE06824	XENTR12804
OG0002085	DANRE04437	XENTR08902
OG0002085	DANRE05506	XENTR03047
OG0002086	DANRE12296, DANRE12298, DANRE12295, DANRE12299, DANRE12297	XENTR08521
OG0002087	DANRE19222	XENTR06831
OG0002088	DANRE25804, DANRE25803	XENTR11630, XENTR11629
OG0002089	DANRE19291, DANRE32661, DANRE24434	XENTR03801
OG0002090	DANRE30480	XENTR15595
OG0002091	DANRE07576, DANRE07575	XENTR16710
OG0002091	DANRE33471, DANRE33472	XENTR10291
OG0002093	DANRE02687	XENTR02553
OG0002094	DANRE22168, DANRE22167, DANRE22166, DANRE22165	XENTR07026, XENTR07025
OG0002095	DANRE19930	XENTR13181
OG0002095	DANRE07140	XENTR14381
OG0002095	DANRE36508, DANRE36507, DANRE36509, DANRE36506	XENTR09072
OG0002096	DANRE33813, DANRE33812	XENTR04526
OG0002097	DANRE13376, DANRE13374, DANRE13375, DANRE26577	XENTR04416
OG0002097	DANRE20395, DANRE24383, DANRE24384	XENTR03687
OG0002098	DANRE01193	XENTR17129
OG0002098	DANRE16808, DANRE16809, DANRE16810	XENTR01020
OG0002099	DANRE37066, DANRE37067, DANRE37068	XENTR02496
OG0002100	DANRE35098	XENTR04934
OG0002101	DANRE15987	XENTR04299
OG0002102	DANRE36273, DANRE26951	XENTR06095
OG0002102	DANRE20263, DANRE20264	XENTR11926
OG0002102	DANRE07589	XENTR13481, XENTR13482
OG0002103	DANRE06299	XENTR15401
OG0002103	DANRE19955, DANRE06300	XENTR15782
OG0002104	DANRE02403, DANRE36394, DANRE37183, DANRE38599, DANRE38600	XENTR05884
OG0002105	DANRE25802, DANRE25800, DANRE25799, DANRE25801, DANRE38951, DANRE38950, DANRE38948, DANRE38949	XENTR11631
OG0002105	DANRE25949, DANRE31451	XENTR14520
OG0002106	DANRE17857	XENTR03305
OG0002106	DANRE13872	XENTR11760
OG0002107	DANRE04310, DANRE04311	XENTR10514
OG0002108	DANRE05256	XENTR13048
OG0002108	DANRE17432, DANRE17433	XENTR07710
OG0002109	DANRE00095	XENTR09179
OG0002110	DANRE43044, DANRE43045, DANRE43043, DANRE43042, DANRE28755, DANRE28731, DANRE28730, DANRE28588, DANRE28589, DANRE28591, DANRE28734, DANRE28735, DANRE28736, DANRE28729, DANRE28728, DANRE28590, DANRE28737	XENTR19051, XENTR17888, XENTR19217, XENTR16994, XENTR18888, XENTR18889, XENTR18230, XENTR16974
OG0002111	DANRE06332, DANRE06333	XENTR05252
OG0002111	DANRE42857, DANRE42856	XENTR05187
OG0002112	DANRE33930	XENTR13787
OG0002112	DANRE38325, DANRE38324, DANRE38326, DANRE26006, DANRE26005	XENTR10060
OG0002112	DANRE40114, DANRE28149, DANRE28150	XENTR11946
OG0002112	DANRE09484, DANRE09483	XENTR18203
OG0002122	DANRE07020, DANRE07021	XENTR13182
OG0002122	DANRE36505, DANRE36504	XENTR09071
OG0002123	DANRE27250	XENTR04632
OG0002125	DANRE39735	XENTR18863
OG0002125	DANRE25120, DANRE25119, DANRE25121, DANRE39736	XENTR01325
OG0002127	DANRE36243, DANRE36242	XENTR08596
OG0002128	DANRE21325, DANRE21324	XENTR02317
OG0002128	DANRE07171	XENTR03444
OG0002129	DANRE07788	XENTR08464
OG0002129	DANRE33741, DANRE33740, DANRE33742	XENTR00664
OG0002129	DANRE16214, DANRE16213	XENTR13829
OG0002130	DANRE10787, DANRE10786, DANRE10785	XENTR07603
OG0002131	DANRE34723	XENTR05730
OG0002131	DANRE34719, DANRE34341	XENTR05731, XENTR18308, XENTR17313
OG0002134	DANRE14747, DANRE14746	XENTR05125
OG0002135	DANRE10554	XENTR08449
OG0002135	DANRE41892	XENTR18195
OG0002135	DANRE18534	XENTR01218
OG0002136	DANRE06672	XENTR08714
OG0002136	DANRE15995	XENTR05562
OG0002136	DANRE03986	XENTR09538
OG0002137	DANRE04650	XENTR04141, XENTR04140
OG0002137	DANRE13016, DANRE13015	XENTR03111
OG0002138	DANRE31593, DANRE31594	XENTR08958
OG0002139	DANRE10950, DANRE10949	XENTR00173
OG0002139	DANRE18034, DANRE18033, DANRE11923	XENTR13536
OG0002140	DANRE23292, DANRE23294, DANRE23291, DANRE23293	XENTR07463
OG0002140	DANRE24372, DANRE24373	XENTR14702
OG0002141	DANRE42313, DANRE42312	XENTR00916
OG0002141	DANRE15753, DANRE15752, DANRE15751	XENTR11777
OG0002142	DANRE25156, DANRE25155, DANRE38915	XENTR12125
OG0002142	DANRE19014, DANRE21713	XENTR10633
OG0002143	DANRE37599, DANRE37600	XENTR13874
OG0002144	DANRE28933, DANRE28934	XENTR18301
OG0002144	DANRE34604	XENTR10292
OG0002145	DANRE12594, DANRE12593	XENTR06603
OG0002146	DANRE31398, DANRE31399, DANRE31396, DANRE12431	XENTR12879
OG0002146	DANRE40465, DANRE40464	XENTR02800
OG0002147	DANRE09292, DANRE09293, DANRE09294	XENTR15274
OG0002147	DANRE26428, DANRE36327, DANRE36326	XENTR00295
OG0002148	DANRE18045	XENTR13087
OG0002148	DANRE03752	XENTR09100
OG0002149	DANRE03476, DANRE03477	XENTR06941
OG0002149	DANRE23888, DANRE23887, DANRE23886, DANRE26592	XENTR02903
OG0002150	DANRE34958	XENTR06771
OG0002150	DANRE25256	XENTR01454
OG0002151	DANRE02959, DANRE02960, DANRE30391, DANRE30392	XENTR01675
OG0002152	DANRE30684	XENTR06605
OG0002153	DANRE19935, DANRE19938, DANRE19936, DANRE19937	XENTR10343
OG0002154	DANRE16134, DANRE16135, DANRE05298, DANRE05299	XENTR08853
OG0002155	DANRE19904	XENTR07126
OG0002155	DANRE36593, DANRE36592	XENTR11228
OG0002156	DANRE16294	XENTR04891
OG0002157	DANRE15573, DANRE15572, DANRE30038, DANRE30037, DANRE04160, DANRE04159, DANRE30209, DANRE30210	XENTR10258
OG0002158	DANRE23948	XENTR02132
OG0002159	DANRE25780	XENTR12686
OG0002160	DANRE22821, DANRE22820	XENTR18209
OG0002161	DANRE09169, DANRE09170, DANRE14434, DANRE14433	XENTR03398
OG0002161	DANRE24704, DANRE24703	XENTR14188
OG0002161	DANRE42804	XENTR12700
OG0002162	DANRE40141, DANRE26602	XENTR03932
OG0002162	DANRE35386	XENTR07744
OG0002163	DANRE31471	XENTR00389
OG0002163	DANRE25945	XENTR18816
OG0002163	DANRE31470	XENTR00388
OG0002163	DANRE02306, DANRE02305	XENTR07424
OG0002164	DANRE04882, DANRE04883, DANRE04880, DANRE04881	XENTR08035
OG0002165	DANRE06070, DANRE06069	XENTR12790
OG0002166	DANRE01435, DANRE01434, DANRE40855, DANRE40854	XENTR10313
OG0002166	DANRE35051, DANRE35052	XENTR06523
OG0002167	DANRE01555, DANRE33556, DANRE33557	XENTR01922
OG0002167	DANRE20022, DANRE06269	XENTR03650
OG0002167	DANRE00271, DANRE00272	XENTR12692
OG0002168	DANRE14915, DANRE14916	XENTR05025
OG0002168	DANRE01851, DANRE01853, DANRE01850, DANRE01852	XENTR15448
OG0002169	DANRE38142, DANRE38141	XENTR11319
OG0002169	DANRE03316	XENTR12444
OG0002170	DANRE00534	XENTR00543
OG0002170	DANRE09328, DANRE09327	XENTR13652
OG0002171	DANRE40768, DANRE02347	XENTR02510
OG0002172	DANRE13491, DANRE13490, DANRE13488, DANRE13489	XENTR04445
OG0002172	DANRE31480, DANRE31481, DANRE31479	XENTR05333
OG0002173	DANRE14606, DANRE14605	XENTR02932
OG0002173	DANRE13464, DANRE13466, DANRE13467, DANRE25908, DANRE13465, DANRE25907, DANRE25906	XENTR05324
OG0002175	DANRE39612	XENTR06785
OG0002175	DANRE40442	XENTR15142
OG0002176	DANRE31269	XENTR16743, XENTR16744
OG0002176	DANRE38229, DANRE38228, DANRE13187	XENTR04434
OG0002177	DANRE17397, DANRE17396, DANRE17395	XENTR02389
OG0002178	DANRE43120, DANRE30367	XENTR15594
OG0002179	DANRE11778, DANRE11777	XENTR17544
OG0002180	DANRE27214, DANRE24078, DANRE24077	XENTR09330
OG0002182	DANRE36835	XENTR01224
OG0002183	DANRE31505, DANRE31504, DANRE31506, DANRE31507, DANRE31503	XENTR11513
OG0002183	DANRE02310, DANRE02311	XENTR13324
OG0002184	DANRE34335	XENTR05819
OG0002184	DANRE16850, DANRE29092	XENTR11457
OG0002185	DANRE25404	XENTR06645
OG0002185	DANRE25405	XENTR00451
OG0002186	DANRE35920, DANRE35919	XENTR01085
OG0002186	DANRE24028, DANRE24027	XENTR10999
OG0002187	DANRE34282, DANRE34283	XENTR16423
OG0002188	DANRE15351	XENTR01062
OG0002189	DANRE26778	XENTR00331
OG0002190	DANRE08160	XENTR06037
OG0002190	DANRE00930, DANRE00929	XENTR01498, XENTR01499
OG0002191	DANRE24199, DANRE24200, DANRE24201, DANRE24198	XENTR01870
OG0002191	DANRE23348	XENTR03789
OG0002192	DANRE24746	XENTR07302
OG0002192	DANRE10056, DANRE10057	XENTR11890
OG0002193	DANRE36400	XENTR00017
OG0002194	DANRE39769, DANRE39770, DANRE02435	XENTR00805, XENTR00806, XENTR00804, XENTR18712
OG0002195	DANRE02781	XENTR09243, XENTR09244
OG0002195	DANRE21833, DANRE21832	XENTR04403
OG0002195	DANRE09289	XENTR16060
OG0002196	DANRE05128	XENTR08934
OG0002199	DANRE25781, DANRE38939	XENTR10148
OG0002199	DANRE12337, DANRE12336	XENTR10728
OG0002201	DANRE12839	XENTR09884
OG0002202	DANRE04917, DANRE04918	XENTR07620
OG0002203	DANRE12390, DANRE39117, DANRE39118, DANRE39077, DANRE39078, DANRE39079, DANRE39082, DANRE39080, DANRE39081, DANRE39083, DANRE39084	XENTR07640, XENTR07639
OG0002203	DANRE17707	XENTR04502
OG0002203	DANRE02273, DANRE02274	XENTR13325
OG0002204	DANRE08735	XENTR18579, XENTR17088, XENTR17093, XENTR10615, XENTR17092, XENTR17090, XENTR19256, XENTR17091, XENTR17089, XENTR17161, XENTR14744, XENTR18474, XENTR14745, XENTR14746, XENTR17156, XENTR17159, XENTR17160, XENTR17158, XENTR17157
OG0002205	DANRE27617, DANRE27571, DANRE27577, DANRE27579, DANRE27558, DANRE27565, DANRE27562, DANRE27559, DANRE27563, DANRE27561, DANRE27552, DANRE27555, DANRE27550, DANRE27549, DANRE27551, DANRE27554, DANRE27556, DANRE27560, DANRE27566, DANRE27567, DANRE27568, DANRE27593, DANRE27599, DANRE27596, DANRE27602, DANRE27584, DANRE27585, DANRE27580, DANRE27582, DANRE27548, DANRE27557, DANRE27564, DANRE27553, DANRE27547, DANRE27570, DANRE27576, DANRE27573, DANRE27578, DANRE27575, DANRE27569, DANRE27572, DANRE27574, DANRE27595, DANRE27600, DANRE27604, DANRE27592, DANRE27590, DANRE27598	XENTR13620
OG0002209	DANRE25914, DANRE25913	XENTR01337
OG0002209	DANRE39809	XENTR02797
OG0002211	DANRE01136	XENTR09443
OG0002212	DANRE26646, DANRE26645	XENTR00089
OG0002212	DANRE33965, DANRE33966	XENTR05799
OG0002213	DANRE11266	XENTR02106
OG0002214	DANRE07234, DANRE04902, DANRE04901	XENTR07930
OG0002214	DANRE05024, DANRE05023	XENTR16498
OG0002214	DANRE01418, DANRE40783, DANRE01419	XENTR02689, XENTR02690
OG0002216	DANRE31447	XENTR02859
OG0002217	DANRE18656, DANRE18657	XENTR09078
OG0002218	DANRE38350, DANRE41135, DANRE38351, DANRE12908	XENTR02678
OG0002218	DANRE41136, DANRE41134	XENTR05714
OG0002219	DANRE10977, DANRE10976, DANRE10979, DANRE10980, DANRE10978	XENTR18224
OG0002221	DANRE41044	XENTR13112, XENTR09240
OG0002222	DANRE03714, DANRE03713, DANRE36238, DANRE36237	XENTR03278
OG0002223	DANRE02289	XENTR14551
OG0002223	DANRE30589, DANRE30588	XENTR10106
OG0002224	DANRE05330	XENTR04276
OG0002225	DANRE13436, DANRE13437, DANRE13435	XENTR14771
OG0002226	DANRE16942	XENTR06512
OG0002226	DANRE26719, DANRE26718	XENTR03995
OG0002227	DANRE38792, DANRE38791, DANRE38786, DANRE38789, DANRE27370, DANRE27371, DANRE27369	XENTR18535
OG0002228	DANRE43090	XENTR07401
OG0002228	DANRE10014, DANRE10015	XENTR11182
OG0002229	DANRE01440	XENTR00831
OG0002233	DANRE35671	XENTR09065
OG0002234	DANRE29344	XENTR05616
OG0002235	DANRE16373, DANRE39222	XENTR18072, XENTR18071
OG0002235	DANRE40892, DANRE40893	XENTR02194
OG0002236	DANRE02382, DANRE02381	XENTR02976
OG0002236	DANRE24193, DANRE24192, DANRE24194	XENTR06598
OG0002237	DANRE15001, DANRE15003, DANRE15002	XENTR05472
OG0002237	DANRE08620, DANRE08619	XENTR06971
OG0002237	DANRE18184, DANRE18183	XENTR14618
OG0002239	DANRE12168, DANRE08987	XENTR17177
OG0002239	DANRE34713, DANRE34712, DANRE34714, DANRE34715	XENTR17015
OG0002240	DANRE36473, DANRE36474, DANRE36472	XENTR09016
OG0002241	DANRE33267, DANRE13580	XENTR15534
OG0002242	DANRE10198, DANRE14423	XENTR11857
OG0002242	DANRE43073	XENTR03011
OG0002242	DANRE12652, DANRE12653	XENTR07757
OG0002243	DANRE20144	XENTR03644
OG0002243	DANRE41158	XENTR06468
OG0002244	DANRE34365, DANRE34366, DANRE34364	XENTR05927
OG0002245	DANRE29129, DANRE29130, DANRE29131	XENTR06908
OG0002246	DANRE38384, DANRE38385	XENTR09317
OG0002246	DANRE10420	XENTR11437
OG0002246	DANRE34584, DANRE34583	XENTR08637
OG0002248	DANRE11439, DANRE11438	XENTR08913
OG0002248	DANRE06790	XENTR04960
OG0002249	DANRE19641, DANRE19640, DANRE40622	XENTR09189
OG0002249	DANRE01864, DANRE27641	XENTR15384
OG0002251	DANRE19593, DANRE33438	XENTR13199
OG0002251	DANRE01421, DANRE01420	XENTR02220
OG0002252	DANRE30455	XENTR09805
OG0002252	DANRE29416, DANRE29414, DANRE29415	XENTR07309
OG0002253	DANRE11670, DANRE18826, DANRE18827	XENTR09599
OG0002254	DANRE03958, DANRE03957, DANRE03956	XENTR09536
OG0002254	DANRE19354, DANRE34109, DANRE34108, DANRE34107	XENTR18652
OG0002254	DANRE09167	XENTR10483
OG0002254	DANRE36677, DANRE36676, DANRE36675	XENTR16418
OG0002255	DANRE38614, DANRE38615	XENTR05622
OG0002255	DANRE38613	XENTR07271
OG0002255	DANRE24873	XENTR02965
OG0002256	DANRE39821, DANRE39822	XENTR07416
OG0002256	DANRE33044	XENTR14053
OG0002257	DANRE11949, DANRE11948	XENTR11360
OG0002257	DANRE11591, DANRE11590	XENTR03831
OG0002258	DANRE39263, DANRE39262	XENTR11554
OG0002259	DANRE08568, DANRE00772, DANRE00773	XENTR16720
OG0002259	DANRE35317, DANRE00298	XENTR04562
OG0002260	DANRE11640, DANRE11639, DANRE11641	XENTR05549
OG0002261	DANRE30021	XENTR12712
OG0002261	DANRE29869, DANRE29868	XENTR18200
OG0002261	DANRE30020	XENTR12711
OG0002262	DANRE29230, DANRE14360, DANRE29231, DANRE14359, DANRE14358	XENTR03359
OG0002263	DANRE27138, DANRE27137	XENTR11327
OG0002264	DANRE07009, DANRE07008	XENTR11031
OG0002264	DANRE09035	XENTR12994
OG0002265	DANRE23389, DANRE23388	XENTR08018
OG0002265	DANRE09734	XENTR15740
OG0002266	DANRE04017, DANRE04018	XENTR10523
OG0002267	DANRE13581	XENTR15521
OG0002267	DANRE19461, DANRE19462	XENTR17369
OG0002268	DANRE24001, DANRE24000	XENTR09207
OG0002268	DANRE23350	XENTR03791
OG0002270	DANRE42692	XENTR01124
OG0002270	DANRE23087	XENTR13158
OG0002270	DANRE31618, DANRE31619, DANRE31620	XENTR01343
OG0002271	DANRE36496	XENTR09066
OG0002271	DANRE20553, DANRE20552	XENTR07534, XENTR07535
OG0002271	DANRE11453	XENTR01048
OG0002272	DANRE18875, DANRE18876, DANRE22655, DANRE22654, DANRE02384, DANRE02385	XENTR02511
OG0002274	DANRE33297	XENTR16520, XENTR07122
OG0002275	DANRE43149	XENTR12040
OG0002276	DANRE03682, DANRE03683	XENTR10859
OG0002276	DANRE23415, DANRE23416	XENTR17603
OG0002277	DANRE12429, DANRE12428	XENTR06393
OG0002277	DANRE36747, DANRE36748, DANRE22297, DANRE22298	XENTR14559
OG0002278	DANRE07858, DANRE07857	XENTR11991
OG0002278	DANRE12082, DANRE12083, DANRE12084	XENTR15310
OG0002279	DANRE42242	XENTR17502
OG0002279	DANRE27826	XENTR08016
OG0002280	DANRE18762	XENTR13539, XENTR13538
OG0002280	DANRE09054, DANRE09053, DANRE14225, DANRE14226, DANRE14227, DANRE14224, DANRE14222	XENTR05453
OG0002281	DANRE40806, DANRE40807	XENTR02192
OG0002281	DANRE05015, DANRE05017, DANRE05016, DANRE04335	XENTR11832
OG0002281	DANRE39560, DANRE33306	XENTR08042
OG0002282	DANRE28648	XENTR06507
OG0002282	DANRE14580	XENTR15597, XENTR15596
OG0002283	DANRE04994, DANRE04993	XENTR08932
OG0002283	DANRE06240, DANRE06239, DANRE06241, DANRE16300, DANRE16301	XENTR04899
OG0002284	DANRE00182	XENTR09193
OG0002284	DANRE17687	XENTR00069
OG0002285	DANRE01557, DANRE01558	XENTR01924, XENTR01925
OG0002286	DANRE18378, DANRE18379	XENTR10663
OG0002287	DANRE02275, DANRE02276	XENTR13326
OG0002287	DANRE17711	XENTR15096
OG0002288	DANRE06055	XENTR12739
OG0002288	DANRE20574, DANRE20573	XENTR07532
OG0002289	DANRE42162	XENTR02736
OG0002289	DANRE34357	XENTR05940
OG0002289	DANRE00729	XENTR16084
OG0002290	DANRE33620, DANRE33619	XENTR00793
OG0002290	DANRE00906, DANRE00907	XENTR07136
OG0002290	DANRE03831, DANRE03830, DANRE03832	XENTR14686
OG0002291	DANRE00425, DANRE00426	XENTR04746
OG0002292	DANRE35908	XENTR10569
OG0002292	DANRE25435, DANRE25434	XENTR11818
OG0002293	DANRE02074, DANRE02075	XENTR04957
OG0002293	DANRE14636	XENTR12754
OG0002294	DANRE19637, DANRE19636	XENTR05741
OG0002294	DANRE36446, DANRE26343	XENTR12369
OG0002295	DANRE12890, DANRE12892, DANRE12891	XENTR01465
OG0002295	DANRE21719, DANRE21720	XENTR14069
OG0002295	DANRE19376, DANRE19377	XENTR03418
OG0002296	DANRE05952, DANRE05953	XENTR12455
OG0002297	DANRE35527, DANRE35528	XENTR00024, XENTR00025
OG0002298	DANRE29109, DANRE29110, DANRE28756, DANRE43180, DANRE28757, DANRE43181, DANRE43041	XENTR17258, XENTR09994, XENTR18215, XENTR18115, XENTR11271, XENTR11272, XENTR11270, XENTR11269, XENTR11273, XENTR18386, XENTR13867, XENTR13866, XENTR11267, XENTR11266, XENTR11261, XENTR11263, XENTR11264, XENTR11265, XENTR18319, XENTR11260, XENTR11262, XENTR02115, XENTR02114
OG0002299	DANRE40943, DANRE40942, DANRE40671, DANRE40670, DANRE40620	XENTR17577, XENTR05014, XENTR19269, XENTR16488, XENTR16487, XENTR18615
OG0002299	DANRE13438, DANRE13439	XENTR16820
OG0002312	DANRE20428, DANRE07389, DANRE07387, DANRE07391, DANRE07390, DANRE07388	XENTR06437, XENTR06436
OG0002314	DANRE16662, DANRE16663, DANRE16664	XENTR10588
OG0002314	DANRE17933, DANRE17934	XENTR05505
OG0002315	DANRE33255, DANRE33257	XENTR04291
OG0002315	DANRE36427	XENTR00326
OG0002316	DANRE02069, DANRE02071, DANRE02072, DANRE02070	XENTR04956
OG0002317	DANRE05615, DANRE05614	XENTR08993
OG0002317	DANRE13168, DANRE13169	XENTR11973
OG0002318	DANRE28853, DANRE28854	XENTR14796
OG0002319	DANRE26532	XENTR00284
OG0002320	DANRE34160, DANRE08175	XENTR06033
OG0002320	DANRE07657	XENTR16688
OG0002321	DANRE16380	XENTR17990
OG0002322	DANRE30306, DANRE30305	XENTR15485
OG0002323	DANRE33348, DANRE33349	XENTR18240
OG0002324	DANRE14539	XENTR11808
OG0002325	DANRE41635	XENTR08080
OG0002326	DANRE17969	XENTR11657, XENTR05110
OG0002327	DANRE22842, DANRE22841	XENTR06367
OG0002327	DANRE02715	XENTR18257
OG0002328	DANRE19760	XENTR17536
OG0002329	DANRE13677	XENTR02119
OG0002329	DANRE12842, DANRE12841	XENTR09882
OG0002330	DANRE19578	XENTR00853
OG0002330	DANRE08225	XENTR16723
OG0002331	DANRE14402, DANRE14401	XENTR08347
OG0002332	DANRE34536, DANRE34537	XENTR04333
OG0002332	DANRE41108, DANRE41107, DANRE01408, DANRE01409	XENTR06466
OG0002333	DANRE34751	XENTR05844
OG0002334	DANRE35546, DANRE35545, DANRE42533, DANRE42534	XENTR17858
OG0002335	DANRE03739	XENTR02895
OG0002336	DANRE24502, DANRE27827	XENTR08017
OG0002337	DANRE08056, DANRE00914, DANRE00913	XENTR04056
OG0002339	DANRE03470	XENTR17950
OG0002339	DANRE15243, DANRE15242	XENTR18616, XENTR02709, XENTR09054
OG0002340	DANRE26908	XENTR07803
OG0002341	DANRE20381, DANRE20379, DANRE20378, DANRE20380, DANRE20377, DANRE20376	XENTR17261, XENTR17262
OG0002342	DANRE11694, DANRE11693	XENTR10598
OG0002342	DANRE05529, DANRE05528	XENTR12752
OG0002343	DANRE25095, DANRE25094, DANRE37612	XENTR09466
OG0002343	DANRE22280, DANRE36851	XENTR17455
OG0002343	DANRE25497	XENTR10712
OG0002344	DANRE07882, DANRE34183, DANRE34182	XENTR01511
OG0002344	DANRE19431	XENTR10309
OG0002345	DANRE33055	XENTR16495
OG0002346	DANRE33235, DANRE13335, DANRE13334	XENTR16322
OG0002347	DANRE30595, DANRE30594	XENTR17247
OG0002347	DANRE25287	XENTR15999
OG0002348	DANRE10939	XENTR03865
OG0002349	DANRE25400	XENTR00479
OG0002349	DANRE38745	XENTR11092
OG0002350	DANRE21779, DANRE21780	XENTR01302
OG0002350	DANRE19276, DANRE41252, DANRE41253	XENTR12001
OG0002352	DANRE13601, DANRE10604, DANRE10606	XENTR10484
OG0002353	DANRE00010, DANRE00012, DANRE00011	XENTR15953
OG0002354	DANRE14164, DANRE09937	XENTR07671
OG0002355	DANRE16341, DANRE16342	XENTR01023
OG0002355	DANRE06475	XENTR01621
OG0002356	DANRE31051, DANRE12469, DANRE12468	XENTR11801
OG0002356	DANRE29615	XENTR14127
OG0002357	DANRE17322, DANRE17323, DANRE17321	XENTR15504
OG0002357	DANRE11580, DANRE11581	XENTR14393
OG0002358	DANRE12934, DANRE12933	XENTR15985
OG0002359	DANRE11586, DANRE11587, DANRE11585	XENTR14398
OG0002360	DANRE03133	XENTR06917
OG0002360	DANRE14891, DANRE14892, DANRE14890	XENTR14802
OG0002361	DANRE05566	XENTR00595
OG0002361	DANRE17466, DANRE11141	XENTR12105
OG0002362	DANRE33948	XENTR06985
OG0002362	DANRE37578, DANRE37580, DANRE33949, DANRE37579	XENTR01436
OG0002362	DANRE40121, DANRE28144	XENTR11944
OG0002363	DANRE15421, DANRE15420, DANRE15422, DANRE29848, DANRE29849	XENTR01831
OG0002363	DANRE43078, DANRE03692, DANRE03693	XENTR13726
OG0002366	DANRE23406	XENTR03010
OG0002366	DANRE24100, DANRE24099, DANRE27226	XENTR09341
OG0002366	DANRE39161, DANRE25332	XENTR07763
OG0002367	DANRE21483	XENTR04656
OG0002367	DANRE34909	XENTR04737
OG0002368	DANRE11442, DANRE11443, DANRE11444	XENTR03040
OG0002368	DANRE04658, DANRE04657	XENTR01632
OG0002369	DANRE10691	XENTR08498
OG0002370	DANRE09330, DANRE09329, DANRE14032, DANRE14030, DANRE14029	XENTR11205
OG0002371	DANRE04441	XENTR13442
OG0002371	DANRE11569	XENTR02101, XENTR08507
OG0002372	DANRE28952, DANRE28951	XENTR18264
OG0002373	DANRE17559, DANRE11721	XENTR07192
OG0002373	DANRE11249	XENTR18177
OG0002373	DANRE11720	XENTR07193
OG0002374	DANRE24917	XENTR17796
OG0002374	DANRE28397	XENTR09958
OG0002375	DANRE08588, DANRE08589	XENTR03186
OG0002377	DANRE18217, DANRE18218, DANRE18216	XENTR03045
OG0002378	DANRE25436, DANRE25437, DANRE25438	XENTR11423
OG0002378	DANRE37678, DANRE37679, DANRE37683, DANRE37676	XENTR11821
OG0002379	DANRE22137, DANRE22136	XENTR09370
OG0002379	DANRE35285	XENTR18063
OG0002380	DANRE40905, DANRE40903	XENTR06478
OG0002380	DANRE05387, DANRE05386	XENTR13029
OG0002380	DANRE00439, DANRE00438	XENTR17006
OG0002383	DANRE25117, DANRE25112, DANRE25116, DANRE25113, DANRE24953, DANRE24952, DANRE24951	XENTR15253, XENTR17463, XENTR17464, XENTR18732
OG0002384	DANRE24344	XENTR19273, XENTR06855, XENTR06854
OG0002385	DANRE29842, DANRE29841	XENTR01823
OG0002385	DANRE28561, DANRE28560, DANRE28554, DANRE28555, DANRE03634	XENTR04768
OG0002385	DANRE36152, DANRE36153, DANRE29812	XENTR07386
OG0002395	DANRE39377, DANRE39375, DANRE39378, DANRE39376	XENTR04724
OG0002396	DANRE37808, DANRE37806, DANRE00883, DANRE00884	XENTR06625
OG0002396	DANRE11328, DANRE11327	XENTR12782
OG0002398	DANRE16041	XENTR10576
OG0002398	DANRE07025, DANRE39921, DANRE39920, DANRE39919	XENTR05514
OG0002399	DANRE18376	XENTR12730
OG0002399	DANRE02239, DANRE02238	XENTR02977
OG0002399	DANRE24087, DANRE24086	XENTR09322
OG0002400	DANRE36047, DANRE36048	XENTR11297
OG0002400	DANRE31486	XENTR02866
OG0002400	DANRE01746, DANRE40363	XENTR00907
OG0002401	DANRE41812, DANRE41811	XENTR19155, XENTR00898, XENTR00899, XENTR00900
OG0002401	DANRE17853	XENTR03453
OG0002401	DANRE06370	XENTR09261
OG0002402	DANRE18877, DANRE18878, DANRE18797, DANRE18796	XENTR18948
OG0002403	DANRE26493	XENTR03076
OG0002404	DANRE01918	XENTR00427
OG0002405	DANRE15704, DANRE15703, DANRE06806	XENTR14459
OG0002405	DANRE24393	XENTR14636
OG0002406	DANRE23476, DANRE01772	XENTR13694
OG0002406	DANRE23473, DANRE23475, DANRE23474, DANRE01770	XENTR16471
OG0002407	DANRE05096, DANRE05097, DANRE03785	XENTR16253
OG0002408	DANRE09803, DANRE09804	XENTR05124
OG0002409	DANRE23061	XENTR17207
OG0002409	DANRE31062	XENTR00759
OG0002409	DANRE43320, DANRE43319	XENTR02804
OG0002410	DANRE22719, DANRE40305	XENTR18986
OG0002411	DANRE38371	XENTR10283
OG0002411	DANRE13902	XENTR09696
OG0002412	DANRE25099	XENTR12811
OG0002413	DANRE30178, DANRE30179	XENTR12213
OG0002414	DANRE21494	XENTR04525
OG0002414	DANRE22531, DANRE22530, DANRE23247	XENTR13332
OG0002415	DANRE05251, DANRE05250	XENTR18259
OG0002416	DANRE10842, DANRE10843, DANRE30621, DANRE30620	XENTR00162
OG0002418	DANRE00142	XENTR13921, XENTR13922
OG0002418	DANRE22967, DANRE22966	XENTR08069
OG0002418	DANRE09980	XENTR15285
OG0002420	DANRE13319, DANRE13318	XENTR12655
OG0002420	DANRE12102	XENTR02423, XENTR02422
OG0002420	DANRE16729, DANRE16730, DANRE04597, DANRE04596	XENTR00619
OG0002421	DANRE38877, DANRE38875, DANRE38878, DANRE38876	XENTR11863
OG0002422	DANRE07168, DANRE07169, DANRE07170, DANRE07166	XENTR12603
OG0002423	DANRE42835, DANRE42834, DANRE42825, DANRE42824	XENTR14926
OG0002424	DANRE06511	XENTR09777
OG0002425	DANRE22894, DANRE22893	XENTR18312
OG0002426	DANRE03071, DANRE29062	XENTR00967
OG0002426	DANRE28444, DANRE28456	XENTR04791
OG0002427	DANRE33043	XENTR11500
