Orthogroup	DANRE	BRALA
OG0003759	DANRE23669, DANRE13867, DANRE13866	BRALA05624
OG0003760	DANRE26661, DANRE11544, DANRE11543	BRALA17848
OG0003761	DANRE25159, DANRE25158, DANRE39412	BRALA04263
OG0003762	DANRE30301, DANRE30494, DANRE03653, DANRE30300, DANRE03652, DANRE03651	BRALA18646
OG0003763	DANRE04502, DANRE04503	BRALA24515
OG0003764	DANRE03129, DANRE03130, DANRE03128	BRALA25043
OG0003765	DANRE22765, DANRE22764, DANRE30920, DANRE30919	BRALA18952
OG0003767	DANRE14728, DANRE14727	BRALA03143
OG0003768	DANRE31350, DANRE31348, DANRE31349	BRALA11897
OG0003769	DANRE24053, DANRE24054	BRALA26566
OG0003770	DANRE08938	BRALA19409
OG0003771	DANRE04250, DANRE28509	BRALA16711
OG0003772	DANRE12993, DANRE12994, DANRE12995	BRALA31033
OG0003773	DANRE24816, DANRE03698, DANRE03701, DANRE03700, DANRE03699	BRALA23295, BRALA25770, BRALA25032
OG0003775	DANRE19597, DANRE19596	BRALA35914
OG0003776	DANRE41866, DANRE41867, DANRE41870, DANRE41869, DANRE41865, DANRE41868, DANRE15288, DANRE15287	BRALA09052
OG0003777	DANRE21401, DANRE42071, DANRE03850, DANRE14680, DANRE08584	BRALA06297
OG0003778	DANRE30803, DANRE25496	BRALA19187
OG0003779	DANRE23671	BRALA31824
OG0003781	DANRE38748, DANRE16631, DANRE11186, DANRE11187, DANRE16630	BRALA24563
OG0003794	DANRE23498, DANRE14387, DANRE12539, DANRE12540, DANRE38896	BRALA03340
OG0003795	DANRE39787, DANRE39786, DANRE39788, DANRE02438	BRALA19714
OG0003798	DANRE42704, DANRE42702, DANRE01603, DANRE01605, DANRE01604, DANRE01602	BRALA18800
OG0003803	DANRE19445, DANRE40131, DANRE40132	BRALA01090
OG0003806	DANRE29065	BRALA06429
OG0003807	DANRE29385	BRALA25353
OG0003808	DANRE14806, DANRE14805	BRALA10356
OG0003809	DANRE39386, DANRE05049	BRALA03811
OG0003810	DANRE41806, DANRE37129, DANRE06614	BRALA11857
OG0003811	DANRE17816	BRALA19420
OG0003812	DANRE19662, DANRE19663	BRALA05555
OG0003813	DANRE34559, DANRE34558, DANRE33725	BRALA03804
OG0003816	DANRE05129	BRALA06868
OG0003817	DANRE27863, DANRE27864	BRALA10868
OG0003818	DANRE00796, DANRE00795, DANRE00794	BRALA21446
OG0003820	DANRE37833	BRALA22842, BRALA27361, BRALA30515, BRALA22840, BRALA29767, BRALA22841
OG0003821	DANRE40392, DANRE22098, DANRE22097	BRALA15354, BRALA15353
OG0003823	DANRE18651	BRALA13717
OG0003824	DANRE41228	BRALA21415
OG0003825	DANRE11071, DANRE11072, DANRE18536, DANRE18535	BRALA17596
OG0003826	DANRE34174, DANRE34175	BRALA34230
OG0003827	DANRE03015	BRALA00768
OG0003828	DANRE34896	BRALA27337
OG0003829	DANRE26628	BRALA02842
OG0003830	DANRE17312, DANRE17311, DANRE17313, DANRE11097, DANRE11096, DANRE11098	BRALA15659
OG0003831	DANRE15888, DANRE15887	BRALA11875
OG0003832	DANRE24991, DANRE36840	BRALA17319
OG0003833	DANRE10771, DANRE10770	BRALA19235
OG0003834	DANRE26683, DANRE26682, DANRE26041, DANRE26040	BRALA27607
OG0003835	DANRE10791, DANRE10790, DANRE10789, DANRE10788	BRALA21118
OG0003836	DANRE15750, DANRE15749, DANRE20258	BRALA34236, BRALA34753
OG0003837	DANRE28859	BRALA19478
OG0003839	DANRE26852, DANRE26851, DANRE26850, DANRE26849	BRALA02789
OG0003840	DANRE38305, DANRE00216	BRALA04449
OG0003842	DANRE31588, DANRE31587, DANRE31586, DANRE31585, DANRE31589	BRALA00315
OG0003843	DANRE16705, DANRE16707	BRALA33818
OG0003844	DANRE16504	BRALA16546
OG0003845	DANRE00910, DANRE00911	BRALA30351
OG0003846	DANRE11225, DANRE11224, DANRE00601, DANRE00602	BRALA21704
OG0003848	DANRE26505, DANRE39951	BRALA21811
OG0003849	DANRE12746, DANRE12745, DANRE38507, DANRE00452, DANRE00453	BRALA21745, BRALA21651
OG0003850	DANRE10537	BRALA19297
OG0003851	DANRE24600, DANRE24599, DANRE26396	BRALA10712
OG0003852	DANRE25290, DANRE25289, DANRE25291	BRALA04443
OG0003853	DANRE05312, DANRE05311	BRALA15182
OG0003854	DANRE28328, DANRE12790, DANRE12789	BRALA15033
OG0003855	DANRE10176, DANRE10174, DANRE10175	BRALA15994
OG0003856	DANRE35627	BRALA06378
OG0003857	DANRE29893	BRALA06379
OG0003858	DANRE04452, DANRE04453	BRALA15163
OG0003859	DANRE18447, DANRE18446, DANRE18445	BRALA26266
OG0003862	DANRE35801, DANRE35802	BRALA30431
OG0003863	DANRE40797	BRALA16261
OG0003864	DANRE13127	BRALA28844
OG0003865	DANRE42849, DANRE41340, DANRE41339, DANRE41338	BRALA11341
OG0003866	DANRE24133, DANRE24132, DANRE24134, DANRE24131	BRALA23698
OG0003868	DANRE02600, DANRE21503	BRALA21807
OG0003869	DANRE24691	BRALA14443
OG0003870	DANRE29501, DANRE29502	BRALA07708
OG0003872	DANRE33580	BRALA30315
OG0003873	DANRE10964, DANRE10965, DANRE10963	BRALA05760, BRALA05761
OG0003874	DANRE09593	BRALA01611
OG0003875	DANRE13186	BRALA34606, BRALA35940
OG0003876	DANRE09822, DANRE09823	BRALA00896
OG0003877	DANRE36315	BRALA23816
OG0003878	DANRE31427, DANRE31426, DANRE40405, DANRE02688, DANRE02689	BRALA20063
OG0003879	DANRE26116, DANRE37629, DANRE37631	BRALA15031
OG0003880	DANRE36266, DANRE36267, DANRE36268	BRALA11582
OG0003881	DANRE23015, DANRE23016	BRALA24783
OG0003882	DANRE12769, DANRE12770, DANRE12768	BRALA03161
OG0003883	DANRE04828, DANRE02957, DANRE39402	BRALA11445
OG0003884	DANRE24982, DANRE24981, DANRE24983, DANRE24984, DANRE38541, DANRE38540	BRALA08005
OG0003885	DANRE23957, DANRE23956	BRALA23768
OG0003886	DANRE03464, DANRE03465	BRALA04852
OG0003887	DANRE39231	BRALA26855
OG0003887	DANRE10423	BRALA20668
OG0003888	DANRE03003, DANRE03004, DANRE03002, DANRE03001	BRALA19321
OG0003889	DANRE29440	BRALA06547, BRALA06540
OG0003890	DANRE00279, DANRE20425, DANRE20424	BRALA26936
OG0003892	DANRE31548, DANRE31549	BRALA22723
OG0003893	DANRE05885, DANRE05887, DANRE05886	BRALA24429
OG0003894	DANRE34284	BRALA10135, BRALA10136
OG0003895	DANRE29856	BRALA13986
OG0003896	DANRE29376, DANRE29375, DANRE35458	BRALA13108
OG0003897	DANRE26467	BRALA24446
OG0003898	DANRE01941, DANRE01939, DANRE01940	BRALA06113
OG0003899	DANRE15788	BRALA08278
OG0003900	DANRE00881	BRALA17436
OG0003901	DANRE18344, DANRE18343	BRALA14426, BRALA08560, BRALA08561
OG0003903	DANRE15774	BRALA12337
OG0003904	DANRE12918	BRALA04278
OG0003906	DANRE21318, DANRE21317, DANRE21319	BRALA18512
OG0003908	DANRE16228	BRALA16606
OG0003908	DANRE37850	BRALA17141
OG0003909	DANRE18212, DANRE18213	BRALA29427
OG0003910	DANRE14816	BRALA23005
OG0003911	DANRE36887, DANRE36885, DANRE36886	BRALA13724
OG0003912	DANRE22780, DANRE24504, DANRE12988	BRALA26575
OG0003913	DANRE06162	BRALA05130
OG0003915	DANRE15235, DANRE06997, DANRE06996	BRALA12140
OG0003916	DANRE15537, DANRE27984, DANRE14683	BRALA19092
OG0003917	DANRE36320, DANRE36318, DANRE36319	BRALA18730
OG0003918	DANRE20155, DANRE07336, DANRE34528	BRALA03733
OG0003920	DANRE13507, DANRE13508, DANRE13506	BRALA23721
OG0003921	DANRE27254, DANRE27256	BRALA09641
OG0003922	DANRE41706	BRALA25868, BRALA02161
OG0003923	DANRE41776, DANRE41774, DANRE41775	BRALA14453
OG0003925	DANRE14197, DANRE10649, DANRE10648	BRALA05610
OG0003926	DANRE01778	BRALA05443
OG0003930	DANRE25629	BRALA02295
OG0003931	DANRE03642, DANRE29896, DANRE29894, DANRE29895	BRALA25275
OG0003932	DANRE41855	BRALA01444
OG0003933	DANRE36065, DANRE30948	BRALA28039
OG0003934	DANRE13278	BRALA01058
OG0003935	DANRE05444	BRALA13280, BRALA03846, BRALA20864
OG0003936	DANRE12822, DANRE12821, DANRE12820	BRALA34488
OG0003937	DANRE04177, DANRE00588, DANRE39693, DANRE11183, DANRE11182, DANRE33380	BRALA25602
OG0003938	DANRE11347	BRALA24502
OG0003939	DANRE03346	BRALA05196
OG0003940	DANRE39442	BRALA15373
OG0003941	DANRE21275, DANRE31025, DANRE31024, DANRE31023	BRALA20467
OG0003942	DANRE17325, DANRE17324, DANRE17327, DANRE17326	BRALA34122
OG0003943	DANRE14720, DANRE14718, DANRE14719, DANRE18814, DANRE11116, DANRE11117	BRALA01879, BRALA01880
OG0003944	DANRE26350	BRALA12422
OG0003945	DANRE12335, DANRE12334, DANRE36681	BRALA25345
OG0003946	DANRE16868, DANRE15691	BRALA21665
OG0003947	DANRE04867, DANRE04866, DANRE04865, DANRE00638	BRALA29298
OG0003948	DANRE39685, DANRE39684	BRALA14249
OG0003949	DANRE22446, DANRE37005	BRALA02048, BRALA07193, BRALA30122, BRALA20244, BRALA02045
OG0003950	DANRE25270	BRALA02049
OG0003951	DANRE40463, DANRE40462	BRALA15284
OG0003953	DANRE20584, DANRE43396, DANRE16259	BRALA23252
OG0003954	DANRE10352, DANRE10351, DANRE18648, DANRE18649, DANRE18647	BRALA16702
OG0003955	DANRE16285, DANRE16284, DANRE16283	BRALA20185
OG0003956	DANRE02182, DANRE02183	BRALA05102
OG0003957	DANRE27155	BRALA03349
OG0003958	DANRE05370, DANRE19939, DANRE19940, DANRE06230, DANRE19659	BRALA33511
OG0003959	DANRE35120, DANRE43205	BRALA02632
OG0003960	DANRE31202, DANRE31201, DANRE24968, DANRE24967	BRALA02491
OG0003961	DANRE27124, DANRE40065	BRALA09640
OG0003962	DANRE15346, DANRE06009, DANRE20526	BRALA34272
OG0003964	DANRE21534	BRALA23648
OG0003965	DANRE11346	BRALA31971
OG0003966	DANRE16607, DANRE16606	BRALA24386
OG0003967	DANRE21964	BRALA26387
OG0003968	DANRE42393, DANRE37375	BRALA12045
OG0003969	DANRE11066, DANRE11065	BRALA31035
OG0003970	DANRE35241, DANRE35240, DANRE35239	BRALA04290
OG0003971	DANRE33922	BRALA17785
OG0003972	DANRE22865, DANRE22866	BRALA03399
OG0003973	DANRE10902, DANRE35576, DANRE35578, DANRE35577	BRALA22301
OG0003974	DANRE25001, DANRE31366, DANRE25187, DANRE38924	BRALA02422
OG0003976	DANRE15778	BRALA25838
OG0003979	DANRE41931	BRALA01550, BRALA33170, BRALA33805
OG0003979	DANRE10986, DANRE18312	BRALA19949
OG0003980	DANRE36826, DANRE36827, DANRE36828	BRALA19128, BRALA10372, BRALA18555
OG0003981	DANRE09708, DANRE09407, DANRE12641, DANRE12643, DANRE12642	BRALA16165, BRALA16166, BRALA12076, BRALA01818, BRALA01817
OG0003997	DANRE16277, DANRE16275, DANRE16276	BRALA16956
OG0003998	DANRE16820	BRALA31907
OG0003999	DANRE24171, DANRE24172	BRALA00082
OG0004000	DANRE14303, DANRE10250, DANRE10249	BRALA28671
OG0004002	DANRE05932, DANRE05928, DANRE05930, DANRE05933, DANRE05931	BRALA24418
OG0004004	DANRE20285, DANRE20284, DANRE12698, DANRE12699	BRALA00327
OG0004005	DANRE23393, DANRE23392	BRALA14573
OG0004007	DANRE17531, DANRE34274	BRALA01057
OG0004009	DANRE04572	BRALA28666
OG0004010	DANRE00257	BRALA00694, BRALA29812
OG0004011	DANRE04959, DANRE33896	BRALA06852
OG0004012	DANRE20086	BRALA21712
OG0004014	DANRE42841, DANRE42839, DANRE42840, DANRE42838	BRALA12884
OG0004015	DANRE36484, DANRE36483	BRALA28855
OG0004016	DANRE23411, DANRE23410, DANRE23409	BRALA07122
OG0004017	DANRE29671, DANRE29669, DANRE29670	BRALA15067
OG0004018	DANRE10809	BRALA25652, BRALA25651
OG0004019	DANRE26375	BRALA02398
OG0004020	DANRE13395, DANRE13394	BRALA33134
OG0004021	DANRE34176	BRALA27677, BRALA23566
OG0004022	DANRE19882, DANRE19881	BRALA09008, BRALA15698
OG0004024	DANRE23979, DANRE23981, DANRE23980	BRALA19457
OG0004025	DANRE35212	BRALA24484
OG0004027	DANRE22477, DANRE23101, DANRE03257	BRALA35222
OG0004028	DANRE05053, DANRE05054, DANRE05056, DANRE05055	BRALA06730
OG0004029	DANRE05899	BRALA09063
OG0004031	DANRE11151, DANRE13424	BRALA30314
OG0004032	DANRE06973, DANRE42488, DANRE42487, DANRE42486, DANRE42489	BRALA12147
OG0004033	DANRE02951, DANRE02950, DANRE05920	BRALA13287
OG0004034	DANRE09592, DANRE37587, DANRE37588	BRALA08469
OG0004035	DANRE21263, DANRE13578	BRALA20551
OG0004036	DANRE20096, DANRE38034, DANRE14234	BRALA19286
OG0004037	DANRE36247, DANRE36246	BRALA29961
OG0004038	DANRE21930	BRALA05335
OG0004039	DANRE10161, DANRE10162	BRALA14564, BRALA14563
OG0004041	DANRE16723	BRALA26134
OG0004042	DANRE38657, DANRE38655	BRALA14677
OG0004043	DANRE23254	BRALA19274
OG0004044	DANRE43375, DANRE24878, DANRE28162, DANRE24880, DANRE24879	BRALA10276
OG0004045	DANRE22126	BRALA11417, BRALA32867
OG0004046	DANRE35326	BRALA07240, BRALA12739
OG0004047	DANRE21333, DANRE21332	BRALA04429, BRALA18670, BRALA08115
OG0004048	DANRE20080, DANRE06433, DANRE06434	BRALA24410
OG0004049	DANRE06836, DANRE10046, DANRE22341	BRALA27969
OG0004050	DANRE25137	BRALA35170
OG0004051	DANRE29233, DANRE41445, DANRE35765	BRALA10732
OG0004052	DANRE20998, DANRE20999	BRALA07966
OG0004053	DANRE10451, DANRE10452, DANRE10453	BRALA15092
OG0004054	DANRE23307, DANRE07839, DANRE07837	BRALA28842
OG0004055	DANRE18129, DANRE18130, DANRE18128, DANRE18127	BRALA16890
OG0004056	DANRE12558, DANRE33963	BRALA04140
OG0004057	DANRE31161, DANRE31160	BRALA08841
OG0004058	DANRE18210, DANRE18209, DANRE18208	BRALA14652
OG0004059	DANRE35070, DANRE35069	BRALA22286
OG0004060	DANRE10030, DANRE10031	BRALA22527
OG0004061	DANRE27391	BRALA00733
OG0004062	DANRE06186, DANRE06185, DANRE05295, DANRE00700, DANRE43148	BRALA16266
OG0004063	DANRE30815, DANRE30816, DANRE30817, DANRE30814, DANRE30819, DANRE30813, DANRE30818	BRALA19295
OG0004064	DANRE41678, DANRE41677	BRALA01479
OG0004065	DANRE23201, DANRE23200, DANRE23198, DANRE23202, DANRE23199	BRALA17282
OG0004066	DANRE35641	BRALA27555
OG0004067	DANRE06632	BRALA11637
OG0004068	DANRE39005	BRALA34877
OG0004069	DANRE35213, DANRE35214	BRALA04243
OG0004070	DANRE15504, DANRE15501, DANRE15503	BRALA10466
OG0004071	DANRE34963	BRALA18327
OG0004073	DANRE26024, DANRE30705, DANRE36632	BRALA24719
OG0004074	DANRE22339	BRALA16650
OG0004075	DANRE03376, DANRE03377, DANRE03378	BRALA26090
OG0004076	DANRE15069	BRALA15154
OG0004077	DANRE34054, DANRE34052, DANRE34053, DANRE34056, DANRE34055, DANRE19436	BRALA18311
OG0004078	DANRE05190, DANRE05191	BRALA35758
OG0004079	DANRE07274, DANRE15648, DANRE15649, DANRE15650	BRALA08294
OG0004080	DANRE35778, DANRE24628	BRALA20296
OG0004081	DANRE28019, DANRE23662	BRALA31261
OG0004083	DANRE05501, DANRE05502	BRALA25007
OG0004084	DANRE11402, DANRE17733, DANRE17734, DANRE17736, DANRE17735, DANRE17732	BRALA28518, BRALA08330
OG0004085	DANRE15264, DANRE15263	BRALA24215
OG0004086	DANRE05573	BRALA17474
OG0004087	DANRE24876, DANRE24874, DANRE24875, DANRE42789, DANRE42788	BRALA10704
OG0004088	DANRE40011, DANRE43235	BRALA35514, BRALA21666
OG0004089	DANRE08809, DANRE08808	BRALA08677, BRALA08678
OG0004090	DANRE36859, DANRE23136, DANRE23135	BRALA11298
OG0004091	DANRE35209, DANRE35210	BRALA00652
OG0004092	DANRE23794, DANRE13755	BRALA07368
OG0004093	DANRE19022, DANRE19023	BRALA30875, BRALA33894
OG0004094	DANRE34257, DANRE34256, DANRE34258, DANRE34259, DANRE41241, DANRE41242, DANRE41240, DANRE41239, DANRE41238	BRALA20617
OG0004095	DANRE25028, DANRE43192, DANRE25029	BRALA07608
OG0004096	DANRE17669	BRALA14331, BRALA21352
OG0004097	DANRE33765	BRALA13028
OG0004098	DANRE00179, DANRE36368, DANRE36369	BRALA00651, BRALA22068
OG0004099	DANRE03606	BRALA10432
OG0004100	DANRE25221, DANRE25220	BRALA17153
OG0004101	DANRE02022	BRALA04835
OG0004102	DANRE03959	BRALA34474
OG0004103	DANRE23050	BRALA12428, BRALA14730
OG0004104	DANRE35218, DANRE35217, DANRE35219, DANRE21466, DANRE12910	BRALA01671
OG0004105	DANRE14169, DANRE10477, DANRE14170	BRALA13768
OG0004106	DANRE02860, DANRE02861, DANRE23233	BRALA18745
OG0004108	DANRE04976, DANRE04975, DANRE04973, DANRE04974	BRALA18855
OG0004110	DANRE05249	BRALA23943
OG0004111	DANRE14732, DANRE18626	BRALA01428
OG0004112	DANRE13978, DANRE13976, DANRE13977	BRALA23194, BRALA23191
OG0004113	DANRE40461	BRALA20061
OG0004114	DANRE34872	BRALA25904, BRALA21514
OG0004115	DANRE10141, DANRE10142	BRALA19617
OG0004116	DANRE34155	BRALA25003
OG0004117	DANRE27850, DANRE27849	BRALA17850
OG0004118	DANRE31237	BRALA12736
OG0004119	DANRE12211	BRALA11157, BRALA08493
OG0004120	DANRE05375, DANRE05376, DANRE05377	BRALA23954
OG0004121	DANRE22939, DANRE27805, DANRE08793, DANRE08792	BRALA08686
OG0004123	DANRE00959	BRALA14695
OG0004124	DANRE22782, DANRE22783, DANRE24184	BRALA30068
OG0004126	DANRE07400, DANRE07729, DANRE07730	BRALA25788
OG0004127	DANRE24066, DANRE24065, DANRE27220, DANRE27221, DANRE27222	BRALA16633
OG0004128	DANRE36059, DANRE36062, DANRE36061, DANRE36060, DANRE36057, DANRE36058	BRALA15362
OG0004129	DANRE25065, DANRE25063, DANRE25064, DANRE25062	BRALA09427
OG0004130	DANRE09375, DANRE09376, DANRE09377	BRALA09545
OG0004132	DANRE24923, DANRE24922	BRALA03252, BRALA03249
OG0004133	DANRE08845, DANRE42087	BRALA12128
OG0004134	DANRE07380, DANRE07381, DANRE43376	BRALA16353
OG0004135	DANRE30043, DANRE03672, DANRE29872	BRALA06179
OG0004136	DANRE40774	BRALA00698, BRALA29816
OG0004137	DANRE34718	BRALA13495, BRALA13496, BRALA13493, BRALA13494
OG0004139	DANRE00188, DANRE27643, DANRE01906	BRALA00917, BRALA11936
OG0004140	DANRE26029	BRALA19957
OG0004142	DANRE30629	BRALA19738
OG0004143	DANRE19387, DANRE19388, DANRE25179, DANRE37632, DANRE37633	BRALA09465
OG0004144	DANRE09126, DANRE09125, DANRE42052	BRALA07433
OG0004145	DANRE10998, DANRE11779, DANRE18791, DANRE18790	BRALA26159
OG0004146	DANRE34606, DANRE34605	BRALA17718, BRALA17719
OG0004147	DANRE42081, DANRE35930	BRALA00106
OG0004148	DANRE29829, DANRE03866, DANRE03865, DANRE29828	BRALA18127
OG0004149	DANRE41833, DANRE41832, DANRE06625, DANRE06626	BRALA12146
OG0004150	DANRE05792	BRALA21716
OG0004151	DANRE25545, DANRE25544, DANRE25543	BRALA19064
OG0004153	DANRE20163	BRALA03854
OG0004154	DANRE11687	BRALA10484, BRALA09813
OG0004156	DANRE31241, DANRE31240, DANRE31242, DANRE23377, DANRE23376, DANRE35483	BRALA26080
OG0004157	DANRE40282, DANRE40281, DANRE40215, DANRE40214	BRALA20324
OG0004158	DANRE42931, DANRE42938, DANRE23921, DANRE23922	BRALA04798
OG0004159	DANRE13391, DANRE10938	BRALA15234
OG0004160	DANRE26485, DANRE18770	BRALA00725
OG0004161	DANRE35464	BRALA34496, BRALA03572
OG0004162	DANRE15596, DANRE15595, DANRE30052, DANRE30053	BRALA23043
OG0004163	DANRE20650, DANRE20649, DANRE39331, DANRE12628, DANRE12626, DANRE12627	BRALA18291
OG0004164	DANRE20575, DANRE05368	BRALA03976, BRALA31557
OG0004166	DANRE23367	BRALA16339
OG0004167	DANRE19957, DANRE19956, DANRE06196, DANRE06197	BRALA26238
OG0004169	DANRE30096	BRALA13050
OG0004171	DANRE08068, DANRE08069	BRALA08003
OG0004172	DANRE25262	BRALA24076, BRALA26680, BRALA17241, BRALA32685
OG0004174	DANRE40570	BRALA00787
OG0004175	DANRE00066, DANRE00067, DANRE00069, DANRE00068	BRALA16129
OG0004176	DANRE07215, DANRE07216	BRALA03590
OG0004178	DANRE22426, DANRE23062	BRALA20094
OG0004179	DANRE30370, DANRE04292	BRALA16718
OG0004180	DANRE38816, DANRE41685, DANRE35870, DANRE35871	BRALA17055
OG0004181	DANRE17827, DANRE17828, DANRE17829, DANRE15664	BRALA15876
OG0004182	DANRE07705, DANRE07706	BRALA19314
OG0004183	DANRE40848, DANRE40849	BRALA25934, BRALA25935
OG0004184	DANRE05779	BRALA33857
OG0004185	DANRE31138, DANRE36620	BRALA11719
OG0004186	DANRE10675, DANRE10674, DANRE19945, DANRE04804	BRALA20859
OG0004187	DANRE12987, DANRE12986, DANRE03435	BRALA03251
OG0004188	DANRE03766, DANRE11056, DANRE11057	BRALA30311
OG0004189	DANRE40922, DANRE08091, DANRE40920, DANRE40921, DANRE19475	BRALA28411
OG0004190	DANRE30538	BRALA25028
OG0004194	DANRE13561	BRALA19939, BRALA19941, BRALA19942
OG0004197	DANRE35786, DANRE09551, DANRE09552, DANRE14345	BRALA05742
OG0004198	DANRE13965, DANRE09640	BRALA04321
OG0004202	DANRE12389	BRALA22960, BRALA23815, BRALA22961, BRALA00612, BRALA00613, BRALA19262, BRALA19263, BRALA15406, BRALA15407, BRALA11753
OG0004214	DANRE10156, DANRE10155	BRALA01455, BRALA01456
OG0004215	DANRE08211, DANRE01210	BRALA22830
OG0004216	DANRE31388, DANRE31392	BRALA03093
OG0004217	DANRE15764, DANRE15763, DANRE15762	BRALA11886
OG0004218	DANRE36804, DANRE24073	BRALA35691, BRALA11369, BRALA27082
OG0004219	DANRE35534	BRALA29983, BRALA33234
OG0004220	DANRE19559, DANRE19555, DANRE19557, DANRE19546, DANRE19545	BRALA17127
OG0004222	DANRE10943	BRALA26148
OG0004223	DANRE13990	BRALA09691
OG0004225	DANRE01728, DANRE27204, DANRE27205	BRALA18596
OG0004226	DANRE05686, DANRE17765, DANRE17766	BRALA09090
OG0004227	DANRE41048, DANRE41049, DANRE41047, DANRE41050	BRALA26674
OG0004228	DANRE11401, DANRE17731	BRALA15960
OG0004229	DANRE03287, DANRE03286, DANRE11209, DANRE06138, DANRE06139	BRALA03705
OG0004230	DANRE07988, DANRE07987, DANRE34148	BRALA25002
OG0004231	DANRE29877, DANRE29878	BRALA18489
OG0004232	DANRE06060	BRALA34160
OG0004233	DANRE08640, DANRE08639, DANRE08638, DANRE02838	BRALA18749
OG0004234	DANRE08774, DANRE08775	BRALA15853
OG0004235	DANRE03089	BRALA11235
OG0004236	DANRE35563	BRALA21571
OG0004237	DANRE15924	BRALA11898
OG0004239	DANRE41351	BRALA02912
OG0004240	DANRE05545, DANRE05544, DANRE07266, DANRE07267	BRALA22623
OG0004241	DANRE42257, DANRE16587	BRALA14197
OG0004242	DANRE15158, DANRE15159	BRALA15050
OG0004243	DANRE03711, DANRE03710, DANRE29826, DANRE29827	BRALA11315
OG0004244	DANRE01630	BRALA22724
OG0004245	DANRE05322	BRALA35301
OG0004246	DANRE03879	BRALA25785
OG0004247	DANRE19864, DANRE19863, DANRE19865, DANRE19866, DANRE19867	BRALA24657
OG0004248	DANRE23609	BRALA05741
OG0004249	DANRE19293	BRALA08296
OG0004250	DANRE05878	BRALA29141
OG0004251	DANRE36303, DANRE26629	BRALA10118
OG0004252	DANRE30850	BRALA02512
OG0004253	DANRE03888, DANRE19905, DANRE07707	BRALA14983
OG0004254	DANRE00107, DANRE00106	BRALA03749
OG0004255	DANRE02663	BRALA26683
OG0004256	DANRE30838, DANRE30837, DANRE30839, DANRE30840	BRALA18275, BRALA18276, BRALA07664, BRALA07667, BRALA07666, BRALA07665, BRALA07574, BRALA25606, BRALA24029
OG0004257	DANRE19570, DANRE19569, DANRE19572	BRALA10361
OG0004258	DANRE16049, DANRE16050	BRALA19445
OG0004259	DANRE37622, DANRE12712	BRALA09457
OG0004260	DANRE25975, DANRE25976	BRALA04444
OG0004261	DANRE13599, DANRE13600	BRALA19111
OG0004262	DANRE18725, DANRE18724	BRALA34766, BRALA21467
OG0004263	DANRE42560, DANRE42559	BRALA07416
OG0004264	DANRE05218, DANRE39594	BRALA03608
OG0004265	DANRE18237	BRALA31423
OG0004267	DANRE30593, DANRE25757, DANRE13443	BRALA01991
OG0004268	DANRE38884	BRALA12493
OG0004269	DANRE16641, DANRE16642	BRALA05544
OG0004270	DANRE13963, DANRE09634	BRALA18525
OG0004271	DANRE31170, DANRE31169, DANRE24936	BRALA09426
OG0004272	DANRE34773, DANRE01493, DANRE34772, DANRE34771	BRALA01934
OG0004273	DANRE09358, DANRE09357	BRALA06404
OG0004274	DANRE13346, DANRE13345, DANRE13342, DANRE09425	BRALA20006
OG0004275	DANRE31178, DANRE24956, DANRE36764	BRALA29519
OG0004276	DANRE09737	BRALA19990
OG0004277	DANRE16329, DANRE16330, DANRE38084	BRALA30535
OG0004278	DANRE00447, DANRE00446, DANRE00445	BRALA14565
OG0004279	DANRE34813	BRALA20647
OG0004280	DANRE29566	BRALA23682, BRALA18212
OG0004282	DANRE15036	BRALA14728
OG0004284	DANRE17856, DANRE17855, DANRE17854	BRALA11418
OG0004285	DANRE43135, DANRE07213	BRALA29530
OG0004286	DANRE13281, DANRE13282, DANRE13280	BRALA14966
OG0004287	DANRE10684	BRALA17769
OG0004288	DANRE19335	BRALA03278
OG0004289	DANRE17569	BRALA15160
OG0004290	DANRE12679, DANRE12675, DANRE12677, DANRE12676, DANRE10315	BRALA03150
OG0004291	DANRE05724, DANRE05722, DANRE05723	BRALA31457
OG0004292	DANRE15377	BRALA05406
OG0004294	DANRE38266, DANRE38267, DANRE40449, DANRE40450	BRALA29283
OG0004295	DANRE21758, DANRE21759	BRALA01000
OG0004296	DANRE34538, DANRE00368	BRALA03748
OG0004297	DANRE14286	BRALA10358
OG0004298	DANRE08935	BRALA08303
OG0004299	DANRE15522, DANRE15521, DANRE20529	BRALA18722
OG0004300	DANRE21278, DANRE21279	BRALA32511
OG0004301	DANRE06468	BRALA32145
OG0004303	DANRE07545, DANRE28080, DANRE07544	BRALA05979
OG0004304	DANRE19474, DANRE19473	BRALA29843
OG0004306	DANRE10245, DANRE10244, DANRE10246	BRALA16636
OG0004307	DANRE30227, DANRE30226	BRALA11162
OG0004308	DANRE06355	BRALA23893
OG0004309	DANRE03912, DANRE03913	BRALA03711
OG0004310	DANRE13896, DANRE21587	BRALA07958
OG0004311	DANRE28357, DANRE21566	BRALA18222
OG0004312	DANRE24921	BRALA16894
OG0004313	DANRE33992	BRALA35482
OG0004314	DANRE18288, DANRE34249	BRALA02958
OG0004315	DANRE43202	BRALA16278
OG0004316	DANRE36322, DANRE36321	BRALA27284
OG0004317	DANRE08327	BRALA31136
OG0004318	DANRE04132, DANRE04133	BRALA11243
OG0004319	DANRE12625, DANRE12773, DANRE12772, DANRE12774	BRALA02487
