Orthogroup	DANRE	DROME
OG0002405	DANRE15704, DANRE15703, DANRE06806, DANRE24393, DANRE33748	DROME07984, DROME07985, DROME07986
OG0002406	DANRE23476, DANRE01772	DROME12854, DROME12851, DROME12852, DROME12850, DROME12853
OG0002407	DANRE05096, DANRE05097, DANRE03785	DROME16665, DROME16666, DROME16663, DROME16664
OG0002408	DANRE09803, DANRE09804	DROME06297, DROME06296, DROME06298, DROME06295, DROME06300, DROME06299
OG0002409	DANRE23061, DANRE31062, DANRE43320, DANRE43319	DROME01803
OG0002410	DANRE22719, DANRE40305	DROME00789
OG0002412	DANRE25099	DROME02298
OG0002413	DANRE30178, DANRE30179	DROME03087
OG0002414	DANRE21494, DANRE26294, DANRE22531, DANRE22530, DANRE23247	DROME08162, DROME08163
OG0002415	DANRE05251, DANRE05250	DROME06652
OG0002416	DANRE10842, DANRE10843, DANRE30621, DANRE30620	DROME17460, DROME17458, DROME17459
OG0002418	DANRE00142, DANRE22967, DANRE22966, DANRE09980	DROME18804, DROME18803, DROME18801, DROME18802
OG0002420	DANRE13319, DANRE13318, DANRE12102, DANRE16729, DANRE16730, DANRE04597, DANRE04596	DROME06099, DROME06098, DROME06100
OG0002421	DANRE24979, DANRE24978	DROME07380, DROME07379
OG0002421	DANRE38877, DANRE38875, DANRE38878, DANRE38876	DROME10621
OG0002422	DANRE07168, DANRE07169, DANRE07170, DANRE07166	DROME15666
OG0002424	DANRE01469, DANRE41198, DANRE06511, DANRE07185	DROME16265
OG0002425	DANRE22894, DANRE22893	DROME01518
OG0002426	DANRE03071, DANRE29062, DANRE28444, DANRE28456	DROME02031
OG0002428	DANRE14864, DANRE14867, DANRE14866, DANRE14865, DANRE01600, DANRE01601, DANRE29962	DROME06522
OG0002429	DANRE22357, DANRE22358, DANRE22359	DROME21063
OG0002432	DANRE06643	DROME06764
OG0002433	DANRE04279	DROME05519
OG0002434	DANRE23360, DANRE23359, DANRE23358, DANRE41679, DANRE41680	DROME13503, DROME13502, DROME05894
OG0002436	DANRE33714, DANRE33713, DANRE20406, DANRE20405, DANRE07419	DROME20408, DROME20406, DROME20405, DROME20407
OG0002437	DANRE35170, DANRE35172, DANRE35173, DANRE35171	DROME10916
OG0002438	DANRE36809, DANRE41415, DANRE41414	DROME02545, DROME02547, DROME02544, DROME02546, DROME02543, DROME02548
OG0002439	DANRE31516, DANRE31514, DANRE31515, DANRE25773, DANRE38938	DROME05940, DROME05941, DROME05938, DROME05939, DROME05937
OG0002441	DANRE18192, DANRE18191, DANRE20092, DANRE20093, DANRE20091, DANRE20094, DANRE20090	DROME14577
OG0002442	DANRE05982, DANRE37141, DANRE37140	DROME02127
OG0002442	DANRE05983	DROME14431
OG0002443	DANRE24994, DANRE24993, DANRE24992	DROME01526
OG0002445	DANRE05848	DROME05216
OG0002446	DANRE29262, DANRE29263	DROME15360
OG0002447	DANRE36511	DROME21846
OG0002448	DANRE05208, DANRE05207, DANRE04304, DANRE04305, DANRE05209	DROME11052, DROME11051, DROME14484
OG0002449	DANRE37893, DANRE17401	DROME15585, DROME15584
OG0002450	DANRE10330, DANRE14502, DANRE34843	DROME13933, DROME13932
OG0002451	DANRE01617, DANRE01619, DANRE01620	DROME11090, DROME11091
OG0002452	DANRE42822, DANRE42821, DANRE42823, DANRE35803, DANRE29202, DANRE03137, DANRE35804	DROME10865, DROME10861, DROME10859, DROME10860, DROME10862, DROME10864, DROME10863
OG0002453	DANRE19771, DANRE19770	DROME02946, DROME02947
OG0002454	DANRE01438, DANRE01437, DANRE01439, DANRE07934, DANRE01116	DROME18954
OG0002456	DANRE09104, DANRE09103, DANRE15143, DANRE15144, DANRE13804, DANRE13805, DANRE02002, DANRE02003, DANRE09105	DROME18750, DROME18749
OG0002457	DANRE11158, DANRE11157	DROME06769, DROME06768, DROME16441
OG0002458	DANRE24964, DANRE25019	DROME07378
OG0002461	DANRE08555, DANRE15923	DROME19347, DROME19346
OG0002464	DANRE05364, DANRE06078, DANRE06077, DANRE06076, DANRE15811, DANRE15809, DANRE15812, DANRE15810, DANRE05365, DANRE05366	DROME16496, DROME16497
OG0002467	DANRE11459, DANRE11458, DANRE14149, DANRE09213, DANRE11624, DANRE11623, DANRE11622, DANRE11625	DROME06832, DROME06831, DROME06829, DROME06827, DROME06828, DROME06826, DROME06830
OG0002476	DANRE12704, DANRE12705	DROME01629
OG0002477	DANRE16912	DROME15747, DROME15746
OG0002478	DANRE07223, DANRE15759, DANRE07221, DANRE07222	DROME13923, DROME13924
OG0002481	DANRE37881, DANRE19898	DROME19199
OG0002484	DANRE33442, DANRE33443	DROME02182
OG0002486	DANRE40075, DANRE40078, DANRE40077, DANRE40076, DANRE26356	DROME10604
OG0002487	DANRE05658, DANRE05657, DANRE17413, DANRE17414	DROME02067, DROME02068
OG0002489	DANRE03917, DANRE05027, DANRE05028, DANRE04889, DANRE04890	DROME17457
OG0002490	DANRE39794, DANRE30724	DROME08630, DROME08629
OG0002491	DANRE00085, DANRE00084, DANRE00083, DANRE01904, DANRE01905	DROME17605, DROME16735
OG0002492	DANRE22193, DANRE22192, DANRE22194	DROME17673, DROME17672
OG0002494	DANRE24650, DANRE01719	DROME09533, DROME09534
OG0002495	DANRE42688	DROME03178
OG0002496	DANRE34709, DANRE34710, DANRE34708, DANRE15510, DANRE15511	DROME17015, DROME17014
OG0002497	DANRE29032, DANRE29031, DANRE14380	DROME10964
OG0002499	DANRE34499, DANRE23471	DROME07520
OG0002500	DANRE28865	DROME05840
OG0002501	DANRE20289	DROME18550
OG0002503	DANRE06479, DANRE06478	DROME03384
OG0002504	DANRE01537, DANRE08086, DANRE20125, DANRE20124, DANRE08084, DANRE08085	DROME20552, DROME20554, DROME20553
OG0002505	DANRE03563, DANRE03564	DROME03960
OG0002506	DANRE18713, DANRE12086, DANRE12085, DANRE18416, DANRE18417	DROME04368
OG0002508	DANRE00553, DANRE00554, DANRE19926, DANRE07892, DANRE07893, DANRE07894	DROME08818
OG0002509	DANRE05213, DANRE05214, DANRE05215, DANRE05212, DANRE04302	DROME18834
OG0002510	DANRE07592, DANRE07591	DROME02221
OG0002511	DANRE13627, DANRE13626, DANRE41316, DANRE41315, DANRE41314, DANRE41313, DANRE41317	DROME06803
OG0002512	DANRE42317, DANRE16107, DANRE15542, DANRE15541, DANRE15540, DANRE20197	DROME02927, DROME02923, DROME02926, DROME02924, DROME02925, DROME02928
OG0002516	DANRE08131, DANRE34987	DROME01623, DROME01624, DROME01622
OG0002517	DANRE03260, DANRE03258, DANRE03259, DANRE29686, DANRE03262, DANRE03261, DANRE03136	DROME00497
OG0002518	DANRE02842, DANRE02843	DROME16270, DROME16271, DROME16272, DROME12646, DROME11188
OG0002519	DANRE42883, DANRE35553	DROME03368, DROME03367
OG0002520	DANRE06700, DANRE06697, DANRE06696, DANRE06699, DANRE06698, DANRE23643, DANRE23644, DANRE23642, DANRE23645, DANRE15997	DROME14751
OG0002522	DANRE02356, DANRE02354, DANRE02355, DANRE23490, DANRE09442	DROME12266, DROME12263, DROME12267, DROME12265, DROME12268, DROME12264
OG0002523	DANRE01637, DANRE01636, DANRE01639, DANRE01635, DANRE01638, DANRE31095, DANRE31097	DROME12003, DROME12568, DROME20728, DROME20729
OG0002524	DANRE34607, DANRE13279, DANRE01032	DROME19913
OG0002527	DANRE18271, DANRE18272, DANRE18270, DANRE26864, DANRE26865, DANRE40881, DANRE40882, DANRE34220, DANRE34219, DANRE34221	DROME00451
OG0002528	DANRE00652, DANRE43080	DROME12310, DROME12311, DROME12309
OG0002529	DANRE08904, DANRE08903, DANRE08901, DANRE08902, DANRE07700, DANRE07699	DROME17791, DROME17789, DROME17792, DROME17790
OG0002530	DANRE39526, DANRE39527, DANRE43341, DANRE43340, DANRE25149	DROME00625, DROME00624
OG0002532	DANRE04296, DANRE04297, DANRE04294, DANRE04293, DANRE04295, DANRE04299, DANRE04298	DROME10137
OG0002533	DANRE08254, DANRE08253, DANRE20307, DANRE20308, DANRE39667	DROME06429, DROME06430
OG0002534	DANRE25896, DANRE10262	DROME04087
OG0002535	DANRE34930, DANRE34929	DROME13820
OG0002536	DANRE03908, DANRE03907, DANRE39399, DANRE40785, DANRE40784	DROME20513
OG0002537	DANRE28763, DANRE28762, DANRE21953, DANRE21952	DROME20881, DROME20880
OG0002540	DANRE22642	DROME14039, DROME14038, DROME14043, DROME14041, DROME14040, DROME14042
OG0002541	DANRE22436	DROME00373
OG0002542	DANRE26877, DANRE26875, DANRE24145, DANRE26876, DANRE23453, DANRE01720	DROME18406
OG0002543	DANRE40607, DANRE19488, DANRE19491, DANRE19490, DANRE19489, DANRE40606	DROME13135
OG0002547	DANRE24900, DANRE24901, DANRE24899, DANRE17346	DROME02677, DROME02676, DROME02678
OG0002548	DANRE13389, DANRE06722, DANRE06721, DANRE35567	DROME03632, DROME03629
OG0002549	DANRE26569, DANRE07520, DANRE07519	DROME01986
OG0002551	DANRE06934, DANRE39073, DANRE20548, DANRE20551, DANRE20549, DANRE20550, DANRE39074, DANRE39075	DROME15056
OG0002552	DANRE09916, DANRE13536, DANRE13197, DANRE25194, DANRE25193, DANRE25195, DANRE25196	DROME11186
OG0002553	DANRE00049, DANRE00050, DANRE33393, DANRE09881, DANRE14483, DANRE14482	DROME18133, DROME18134
OG0002557	DANRE27777, DANRE13862, DANRE22315	DROME07954, DROME03130, DROME05213
OG0002558	DANRE16714, DANRE12060, DANRE12061	DROME12342, DROME12343, DROME12344
OG0002559	DANRE15636, DANRE15635, DANRE15634, DANRE07229, DANRE07227, DANRE07228	DROME12291
OG0002562	DANRE16224, DANRE16226, DANRE16225, DANRE40166, DANRE40165	DROME18710, DROME18708, DROME18711, DROME18709, DROME17497
OG0002564	DANRE29870, DANRE03078, DANRE30023, DANRE30022	DROME10075, DROME10076, DROME10073, DROME10074, DROME03643
OG0002565	DANRE27797, DANRE27796	DROME16956, DROME16958, DROME16957
OG0002569	DANRE08122, DANRE34130	DROME16682, DROME16684, DROME16683, DROME16685
OG0002571	DANRE04039, DANRE04040, DANRE03610, DANRE03612, DANRE03611	DROME02473, DROME02472, DROME02474
OG0002572	DANRE31472, DANRE38430, DANRE29580, DANRE29581	DROME16985, DROME16984
OG0002573	DANRE29081, DANRE29082, DANRE29083, DANRE03819, DANRE03820	DROME15574
OG0002574	DANRE04394, DANRE17690, DANRE17689	DROME17413, DROME17412, DROME17411
OG0002576	DANRE18812, DANRE12000, DANRE08074, DANRE08073, DANRE08072, DANRE03771, DANRE12001	DROME13693, DROME00378
OG0002587	DANRE22785, DANRE14541, DANRE09744, DANRE12828	DROME21383
OG0002589	DANRE06011	DROME20900
OG0002590	DANRE37063, DANRE37062, DANRE09406, DANRE26039	DROME12629, DROME12628, DROME12630
OG0002592	DANRE41188, DANRE41190, DANRE41189	DROME05959, DROME05952, DROME05955, DROME05958, DROME05954, DROME05953, DROME05957, DROME05956
OG0002593	DANRE42208, DANRE03221, DANRE03220	DROME07692
OG0002595	DANRE30013, DANRE30012	DROME16432, DROME16433, DROME16434, DROME16435
OG0002598	DANRE36372, DANRE40584	DROME11558
OG0002599	DANRE40775, DANRE02283	DROME19306
OG0002600	DANRE02607, DANRE02606, DANRE02605, DANRE02604	DROME01704, DROME01705, DROME01707, DROME01706, DROME02043, DROME02045, DROME02044
OG0002601	DANRE04611, DANRE30766	DROME17429, DROME17635
OG0002602	DANRE04121, DANRE30154, DANRE30155	DROME16510, DROME16509, DROME16511
OG0002605	DANRE26844, DANRE24544, DANRE26839, DANRE26842, DANRE26843, DANRE26840, DANRE26841	DROME07537, DROME07538, DROME07535, DROME07536
OG0002608	DANRE30714, DANRE25760	DROME15925, DROME15928, DROME15929, DROME15926, DROME15924, DROME15927, DROME15922, DROME15923
OG0002609	DANRE13534, DANRE13535, DANRE34581, DANRE34582, DANRE00342	DROME00392
OG0002610	DANRE38839, DANRE38838, DANRE26376, DANRE03456	DROME20526, DROME20527
OG0002611	DANRE24475, DANRE24476, DANRE36577, DANRE36576, DANRE23123, DANRE23125, DANRE23124	DROME09156, DROME09155
OG0002612	DANRE02656	DROME17875
OG0002614	DANRE24069, DANRE36802, DANRE36801, DANRE36800	DROME06871, DROME06873, DROME06872
OG0002615	DANRE04825, DANRE04826, DANRE40779, DANRE01534, DANRE00710, DANRE00713, DANRE00711, DANRE00709, DANRE00707, DANRE00712, DANRE00708, DANRE06184	DROME17847, DROME17846
OG0002617	DANRE20081	DROME09377
OG0002618	DANRE30009	DROME00175
OG0002620	DANRE34196, DANRE34197, DANRE39617, DANRE39616, DANRE18238, DANRE28059, DANRE28058	DROME03650, DROME03654, DROME03653, DROME03652, DROME03655, DROME03651
OG0002622	DANRE15665, DANRE17843, DANRE17842	DROME07875, DROME07876
OG0002624	DANRE09957, DANRE09955, DANRE09956	DROME19899
OG0002625	DANRE30623, DANRE30622, DANRE30625, DANRE30624	DROME16295
OG0002628	DANRE21793, DANRE21792, DANRE39626, DANRE39627, DANRE19288	DROME16778, DROME16779, DROME16776, DROME16777
OG0002630	DANRE18375	DROME02325
OG0002633	DANRE03007, DANRE03005, DANRE03006, DANRE03008, DANRE05640	DROME02613
OG0002635	DANRE11470, DANRE18117, DANRE11678, DANRE02240, DANRE09215	DROME08622
OG0002636	DANRE14028, DANRE14027, DANRE14026, DANRE10013, DANRE10012	DROME03989
OG0002637	DANRE19804, DANRE19805	DROME14609
OG0002643	DANRE13575	DROME13189
OG0002644	DANRE38998, DANRE38999, DANRE38997	DROME18263, DROME18261, DROME18260, DROME18262
OG0002645	DANRE23173, DANRE23174	DROME20914, DROME20911, DROME20916, DROME20917, DROME20912, DROME20915, DROME20913
OG0002646	DANRE31094, DANRE25657, DANRE25658	DROME02015, DROME02017, DROME02013, DROME02016, DROME02012, DROME02014
OG0002647	DANRE05751	DROME15627
OG0002649	DANRE00561, DANRE00558, DANRE00560, DANRE00559, DANRE05306, DANRE05305, DANRE05307, DANRE16142	DROME21501, DROME21503, DROME21500, DROME21502
OG0002651	DANRE11751, DANRE11750	DROME16668, DROME16669
OG0002652	DANRE39146, DANRE39145, DANRE39147	DROME09763, DROME09760, DROME09759, DROME09758, DROME09762, DROME09761
OG0002656	DANRE29118, DANRE41489	DROME08799, DROME08800
OG0002658	DANRE13983, DANRE13982, DANRE09580, DANRE09581, DANRE09582, DANRE09583, DANRE43264	DROME08362
OG0002659	DANRE11563, DANRE11562	DROME08718
OG0002660	DANRE21276	DROME06190
OG0002662	DANRE24722, DANRE30141, DANRE03817, DANRE03618	DROME18671
OG0002663	DANRE13178, DANRE22208, DANRE22207	DROME08198, DROME08197
OG0002664	DANRE37832, DANRE37830, DANRE37831, DANRE26958, DANRE26956, DANRE26957, DANRE40156	DROME15045, DROME15046
OG0002665	DANRE39661, DANRE39660, DANRE39662, DANRE06588	DROME12021, DROME12020
OG0002666	DANRE29422	DROME12244
OG0002667	DANRE40044, DANRE40045, DANRE00375, DANRE35160, DANRE35161, DANRE26652, DANRE26653	DROME09263, DROME09260, DROME09262, DROME09261
OG0002668	DANRE10264	DROME12758, DROME12754, DROME12757, DROME12759, DROME12756, DROME12755
OG0002669	DANRE13145	DROME13927
OG0002670	DANRE11956, DANRE05811, DANRE05812	DROME05013, DROME05014
OG0002671	DANRE38597, DANRE38598, DANRE26136, DANRE23501, DANRE14400, DANRE09114	DROME02224, DROME02226, DROME02225
OG0002672	DANRE24606, DANRE27377, DANRE27378, DANRE17950	DROME13218
OG0002673	DANRE03519, DANRE11298, DANRE11296, DANRE11297, DANRE04908	DROME12332, DROME12327, DROME12329, DROME12330, DROME12331, DROME12328
OG0002675	DANRE26282, DANRE12989	DROME11118, DROME11117, DROME11116, DROME11115
OG0002677	DANRE30190, DANRE30191, DANRE30192	DROME00471, DROME00470
OG0002678	DANRE39272, DANRE39273, DANRE41526, DANRE16070	DROME21558, DROME21553
OG0002679	DANRE07511, DANRE07512, DANRE09987	DROME06356, DROME06357, DROME06352, DROME06355, DROME06358, DROME06353, DROME06354
OG0002681	DANRE01217, DANRE01216, DANRE08452, DANRE29156, DANRE29155, DANRE03148, DANRE03149	DROME20482, DROME09726
OG0002683	DANRE16755, DANRE39996	DROME18274, DROME18275
OG0002685	DANRE24241	DROME12137
OG0002703	DANRE34468, DANRE09272, DANRE09271, DANRE09273	DROME20939
OG0002708	DANRE17887, DANRE17886, DANRE17884, DANRE17882, DANRE17883, DANRE17880, DANRE17881	DROME21871, DROME21870
OG0002715	DANRE02868, DANRE02867, DANRE02871, DANRE02870, DANRE02872, DANRE02873, DANRE02874	DROME03868
OG0002717	DANRE20547, DANRE06937, DANRE06936, DANRE06935, DANRE41629	DROME13040
OG0002718	DANRE41004, DANRE41003	DROME02454, DROME02455
OG0002719	DANRE38765, DANRE38764, DANRE35888, DANRE35887, DANRE41579	DROME00203, DROME00202, DROME00201
OG0002720	DANRE36878, DANRE36877	DROME20862, DROME20861
OG0002722	DANRE11851	DROME16722
OG0002723	DANRE43018, DANRE34379, DANRE08059, DANRE19966, DANRE39247, DANRE23518	DROME02104
OG0002724	DANRE21329	DROME15707
OG0002726	DANRE39396, DANRE39397, DANRE04111, DANRE04110, DANRE04112	DROME00393, DROME00394
OG0002729	DANRE41955, DANRE41956, DANRE41954	DROME14219
OG0002730	DANRE10036, DANRE08778, DANRE08776, DANRE08777	DROME19249
OG0002738	DANRE03131, DANRE21433, DANRE30050, DANRE30049	DROME12437
OG0002739	DANRE17939, DANRE17937, DANRE17936, DANRE17938	DROME11838
OG0002740	DANRE05293, DANRE05292, DANRE14839	DROME04703
OG0002741	DANRE13217, DANRE20997, DANRE09926, DANRE13539	DROME08059, DROME08060
OG0002742	DANRE11312, DANRE03538, DANRE16689	DROME12202, DROME12204, DROME12203
OG0002743	DANRE35770	DROME02954
OG0002744	DANRE39964, DANRE39965, DANRE39963, DANRE35401, DANRE35399, DANRE35400	DROME11699, DROME11704, DROME11700, DROME11706, DROME11705, DROME11702, DROME11703, DROME11707, DROME11701
OG0002745	DANRE30185, DANRE16980	DROME14711, DROME04487, DROME04488, DROME15945
OG0002746	DANRE09673, DANRE09674	DROME16661, DROME21181
OG0002747	DANRE13864, DANRE33179, DANRE19278, DANRE19277, DANRE19279	DROME11308, DROME19315, DROME13062
OG0002749	DANRE16044	DROME05439
OG0002752	DANRE24282	DROME09099, DROME09098, DROME09096, DROME09097, DROME09101, DROME09100
OG0002753	DANRE36052, DANRE36049, DANRE36050, DANRE36051, DANRE31488, DANRE31487, DANRE31489	DROME11184
OG0002754	DANRE26705, DANRE26703, DANRE24564	DROME16293
OG0002755	DANRE00410	DROME17482
OG0002757	DANRE39271, DANRE39270, DANRE15669	DROME02757
OG0002758	DANRE01024, DANRE01025, DANRE01022, DANRE01023, DANRE07540, DANRE07539	DROME08710
OG0002759	DANRE27786	DROME15659
OG0002760	DANRE31293, DANRE31294, DANRE25038, DANRE25039	DROME11244, DROME07304
OG0002761	DANRE29979	DROME11909
OG0002762	DANRE02197, DANRE36825, DANRE07594	DROME06423
OG0002763	DANRE03877	DROME13568, DROME13567
OG0002764	DANRE23216, DANRE08807, DANRE27809, DANRE27810	DROME00298, DROME00297, DROME00296
OG0002765	DANRE01718, DANRE01717, DANRE09961, DANRE13656, DANRE25399, DANRE39159	DROME12796
OG0002766	DANRE10689, DANRE43431	DROME13857
OG0002767	DANRE08564, DANRE15895, DANRE15898, DANRE15896, DANRE15897, DANRE15899	DROME05447
OG0002768	DANRE01560, DANRE30765	DROME05798, DROME05796
OG0002769	DANRE34871, DANRE18982, DANRE02561	DROME12294, DROME12293
OG0002770	DANRE00608, DANRE00610, DANRE00609	DROME20985, DROME20988, DROME20984, DROME20987, DROME20986
OG0002771	DANRE05166, DANRE10927	DROME01521, DROME07621
OG0002772	DANRE40177	DROME18154
OG0002773	DANRE16149, DANRE16150	DROME00793, DROME00794, DROME00257
OG0002776	DANRE07369, DANRE07368, DANRE07370	DROME04390
OG0002777	DANRE25041, DANRE25042, DANRE31292, DANRE25790	DROME09718
OG0002778	DANRE37556, DANRE00537	DROME20892
OG0002779	DANRE22922, DANRE22920, DANRE22921	DROME10992
OG0002780	DANRE04044, DANRE04045	DROME00776, DROME00775
OG0002781	DANRE29052, DANRE23365, DANRE42355, DANRE42354	DROME04079, DROME04080
OG0002782	DANRE08455, DANRE00885, DANRE00886, DANRE00887, DANRE37810, DANRE05170, DANRE16902	DROME16136
OG0002785	DANRE02085	DROME00137
OG0002785	DANRE02086, DANRE02084, DANRE34324	DROME05688
OG0002787	DANRE10603, DANRE13604, DANRE13607, DANRE13605, DANRE13606	DROME19508
OG0002788	DANRE25185, DANRE25184, DANRE25183	DROME12013, DROME01698
OG0002790	DANRE12223, DANRE12222	DROME15505, DROME15507, DROME15504, DROME15508, DROME15503, DROME15506
OG0002791	DANRE30250, DANRE17081, DANRE26515, DANRE40129, DANRE00391	DROME01009
OG0002793	DANRE37882, DANRE37883, DANRE37885, DANRE37884	DROME18578
OG0002794	DANRE00383, DANRE00382, DANRE21477, DANRE26511, DANRE26513, DANRE26512	DROME11641
OG0002795	DANRE37649, DANRE34962, DANRE34961	DROME13874, DROME13873, DROME13872, DROME13877, DROME13876, DROME13875
OG0002799	DANRE29651	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814
OG0002811	DANRE25597, DANRE25596, DANRE25594, DANRE25595, DANRE25593	DROME18305
OG0002812	DANRE00123, DANRE00122, DANRE26811, DANRE02088, DANRE02089	DROME07562
OG0002814	DANRE05363, DANRE05362, DANRE04350, DANRE16030, DANRE16031, DANRE20078	DROME14819
OG0002815	DANRE10055, DANRE10054, DANRE17377, DANRE17376	DROME09886
OG0002816	DANRE40080, DANRE40079, DANRE40081, DANRE27392, DANRE27393, DANRE27398, DANRE27397, DANRE27396, DANRE27394, DANRE27395	DROME16437
OG0002817	DANRE11831, DANRE11832, DANRE18005, DANRE18002, DANRE18003, DANRE18004	DROME03807
OG0002818	DANRE22761, DANRE12422, DANRE12423	DROME06002
OG0002819	DANRE38045, DANRE23831, DANRE23832, DANRE36029	DROME05457, DROME05454, DROME05453
OG0002821	DANRE01907, DANRE27067	DROME13953, DROME13952, DROME14725, DROME03921, DROME03922, DROME03919, DROME03920
OG0002822	DANRE30016, DANRE15451, DANRE30378, DANRE04075	DROME19658
OG0002823	DANRE00544	DROME05302
OG0002824	DANRE04182, DANRE27941, DANRE27940, DANRE42149	DROME05371, DROME05370, DROME05372
OG0002825	DANRE30695, DANRE30696	DROME10105, DROME10106
OG0002826	DANRE18654, DANRE18653, DANRE10738, DANRE10739, DANRE18655, DANRE35072, DANRE13325	DROME12304
OG0002827	DANRE17408, DANRE17409	DROME04425
OG0002828	DANRE13299, DANRE13300	DROME07466, DROME07465, DROME07464
OG0002831	DANRE12480, DANRE12481, DANRE12482, DANRE12483	DROME21764, DROME21763
OG0002832	DANRE27170, DANRE27172	DROME20194
OG0002833	DANRE30142, DANRE30143, DANRE24727	DROME08474, DROME08472, DROME08473, DROME08475
OG0002835	DANRE10059, DANRE13741, DANRE11099	DROME04546
OG0002836	DANRE08766, DANRE40454	DROME03263
OG0002837	DANRE24271, DANRE38996, DANRE17835	DROME16455
OG0002838	DANRE05247, DANRE05246, DANRE05248, DANRE15690	DROME19188
OG0002839	DANRE09419	DROME20539, DROME20540
OG0002840	DANRE38625, DANRE38624, DANRE18870, DANRE18869	DROME20941
OG0002841	DANRE31234, DANRE31233, DANRE31235	DROME06956
OG0002843	DANRE33666	DROME05626
OG0002844	DANRE20600, DANRE20599, DANRE22617	DROME01327, DROME00485
OG0002845	DANRE39162	DROME21934, DROME05525, DROME05526
OG0002846	DANRE11812	DROME12562
OG0002848	DANRE23949, DANRE23950	DROME11797
OG0002850	DANRE13273, DANRE13274, DANRE27626	DROME18798
OG0002851	DANRE00837, DANRE00836, DANRE08822, DANRE08823, DANRE11966	DROME07485, DROME07488, DROME07486, DROME07487
OG0002854	DANRE17653, DANRE17654, DANRE17652	DROME03526, DROME03527
OG0002856	DANRE21584, DANRE21583, DANRE21585, DANRE14919, DANRE14920	DROME10602, DROME10600, DROME10603, DROME10601
OG0002858	DANRE14299, DANRE14298, DANRE38866	DROME20172, DROME20171
OG0002859	DANRE24643	DROME13204
OG0002860	DANRE29389	DROME21067
OG0002861	DANRE38967	DROME19141
OG0002862	DANRE01137, DANRE01138, DANRE14198, DANRE10647, DANRE09064	DROME14414
OG0002865	DANRE10877	DROME09974
OG0002866	DANRE43391, DANRE00406	DROME08853
OG0002868	DANRE40637, DANRE40638, DANRE19646, DANRE40635, DANRE40636	DROME08895, DROME08893, DROME08894
OG0002869	DANRE24450, DANRE27669, DANRE27668, DANRE27667, DANRE02445, DANRE02444, DANRE40032	DROME01493
OG0002870	DANRE11980, DANRE11979	DROME05751
OG0002872	DANRE14979	DROME09095
OG0002873	DANRE29393, DANRE29392, DANRE29391	DROME15273, DROME15275, DROME15274
OG0002876	DANRE37111, DANRE37110, DANRE05881, DANRE05880	DROME02491
OG0002877	DANRE01833, DANRE01834, DANRE01832	DROME16795
OG0002879	DANRE15214, DANRE15211, DANRE15209, DANRE15210, DANRE15212, DANRE05524	DROME05962
OG0002880	DANRE22538, DANRE17261	DROME09708
OG0002882	DANRE02825	DROME15316
OG0002883	DANRE05108, DANRE05109	DROME19983, DROME19982
OG0002884	DANRE36631	DROME00136
OG0002885	DANRE35121, DANRE33273, DANRE33276, DANRE33275, DANRE33274	DROME10516
OG0002888	DANRE30140, DANRE29332, DANRE36172, DANRE36173	DROME08352, DROME08351
OG0002889	DANRE39741, DANRE39742, DANRE02420, DANRE30957, DANRE30958, DANRE30959	DROME18283, DROME18285, DROME18284
OG0002890	DANRE09749, DANRE09751, DANRE09750, DANRE14544, DANRE01884, DANRE09748	DROME12018
OG0002891	DANRE30130, DANRE16952	DROME12152
OG0002892	DANRE30274, DANRE40138, DANRE40139, DANRE35192, DANRE35190, DANRE35191, DANRE19158, DANRE19157, DANRE19160, DANRE19159	DROME18981
OG0002893	DANRE16201, DANRE16200, DANRE16202, DANRE16199	DROME14268
OG0002894	DANRE11217, DANRE11216, DANRE04763, DANRE04762, DANRE04764, DANRE04765	DROME07096, DROME07097
OG0002895	DANRE30939, DANRE40535, DANRE02366	DROME16391, DROME16390
OG0002896	DANRE35909, DANRE41536, DANRE27083, DANRE23837, DANRE41537	DROME00179, DROME00180
OG0002897	DANRE35476, DANRE35474, DANRE35475	DROME08372
OG0002898	DANRE16262, DANRE16261, DANRE16260	DROME21521
OG0002899	DANRE09288, DANRE09287, DANRE36325	DROME09113
OG0002900	DANRE12889, DANRE14486, DANRE14487	DROME06374
OG0002902	DANRE30424, DANRE03373	DROME12234, DROME12235
OG0002905	DANRE22952, DANRE22954, DANRE27661, DANRE27660	DROME02163, DROME02164
OG0002906	DANRE26198, DANRE12286, DANRE12287, DANRE26197, DANRE26195, DANRE26196	DROME12553, DROME12554
OG0002907	DANRE00225, DANRE00223, DANRE00224, DANRE12875, DANRE12874, DANRE12876	DROME00536, DROME00537, DROME00535
OG0002909	DANRE40488, DANRE40486, DANRE40487, DANRE30879, DANRE30880	DROME00512
OG0002910	DANRE30866	DROME07768
OG0002911	DANRE05242, DANRE05241, DANRE00632, DANRE00631	DROME01531, DROME01532, DROME01530
OG0002912	DANRE38633, DANRE38632	DROME03365, DROME03361, DROME03364
OG0002915	DANRE12827, DANRE12826, DANRE27309	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147
OG0002916	DANRE02144, DANRE02145, DANRE00486, DANRE00485	DROME03083
OG0002917	DANRE13269, DANRE13268	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016
OG0002921	DANRE29158	DROME20904, DROME20903
